""	PTPRZ1	EGFR	NRCAM	PTPRS	NCAM2	FGFR1	APLP1	GFRA1	ROBO1	GPC1	NLGN1	NLGN2	LRP6	NLGN3	NRXN1	CHL1	TNFRSF21	NRXN2	NOTCH1	PDGFRA	THY1	SDC3	NOTCH2	LRP1	RGMB	CADM1	CDH2	BMPR2	ADCYAP1R1	RPSA	LINGO1	PTPRA	PTPRD	PLXNB2	CNTN1	NCL	CDH10	TSPAN15	TRPC3	NCSTN	NOTCH4	PLXNA3	APLP2	TSHR	NRXN3	LIFR	UNC5A	PTPRK	LRRC4C	SLC16A7	ITGB1	NEO1	RTN4R	PLXNA1	GP1BB	INSR	LDLR	LRRN3	ATP5F1B	FLRT3	EPHB1	SLC16A1	DDR1	VLDLR	NECTIN1	TFRC	IGF1R	LRP8	GPR19	ACTR2	ITGAV	ANTXR1	CD47	MCFD2	TSPAN5	EPHB3	LRRTM2	ACVR1B	CD46	SMAP1	ADAM22	LRP4	LAMP1	ATP1A3	ADAM23	DSCAM	GPC2	PTPRG	ERBB3	DAG1	RTN4RL2	LRRC4	BMPR1A	ITGA6	TYRO3	ERBB4	GPR37L1	CD9	FLOT1	AMFR	CHRNA4	TMED5	SCARB1	F2R	NRP2	CD82	SIRPA	KLRC2	ABCA1	STX4	JMJD6	SORT1	SORL1	CANX	CD99L2	CD74	TSPAN14	CD81	C1QBP	PILRB
LDLR	0.910040558599014	0.605288280489181	0.890251547950004	0.816451226974232	0.800601611256077	0.886154160951307	0.910094853342486	0.898148120258785	0.931036494592316	0.925842838852027	0.890559251448677	0.936008983385264	0.932858265624207	0.952833269244521	0.804355595979008	0.889430665487543	0.937183140203153	0.919891116059119	0.931983823694154	0.807275200372452	0.92437832949426	0.909314797023124	0.778391869471478	0.926965524234197	0.929363167015948	0.947667292356748	0.926865049633929	0.896585077661651	0.742350927816561	0.911620028401782	0.86850218604849	0.898376967196567	0.446351989318299	0.846146057878698	0.921300075836758	0.877923162181853	0.721737823861312	0.893545535408322	0.887129882174027	0.853857558600977	0.699431294250329	0.911306444146062	0.916480121812604	0.650297799677763	0.624101407952845	0.625292038675371	0.784237627138872	0.908086437416748	0.893673328112271	0.835707608262939	0.914448283897414	0.883392206541299	0.927091274548329	0.858772235349001	0.891084064105648	0.890058951349479	1	0.919089578200524	0.899091600433514	0.881231773056506	0.955129292467953	0.930265717878201	0.944038310945363	0.895560813036597	0.919324467838229	0.846294226052279	0.890096530660447	0.881573266745142	0.863213433772699	0.916587635404813	0.856662435342487	0.832663760758588	0.87745307561132	0.898854505498593	0.857612329720056	0.862358870157628	0.733795268459028	0.901535144941601	0.874058342397845	0.918506029983499	0.834160936006404	0.854390889021683	0.925354848979609	0.886110229176213	0.910631466205477	0.916141259306027	0.907171170919275	0.74759434243338	0.934173751726492	0.905175371633416	0.893018289644202	0.892027272343123	0.81875645272699	0.854382071843574	0.907079776899788	0.818208739483062	0.92076582472322	0.781314507462028	0.881457494551728	0.92017752644523	0.920401628149277	0.822843012687948	0.944141589149614	0.908999650580478	0.677369711402894	0.795218192056715	0.798800317231368	0.846105766627637	0.473204202837172	0.874887640663027	0.870402956480316	0.651115041489732	0.163978187142038	0.926378070247811	0.874639778482282	0.116310090854607	0.794967356626544	0.899684730622411	0.900449173658762	0.839807865692355
LRRN3	0.954185794190361	0.674176502544371	0.952534533547695	0.87253528143453	0.865322525926619	0.913049997080965	0.927714132406717	0.946332152495411	0.970384734798503	0.956265178915359	0.946595833858687	0.967459376380271	0.939922164272708	0.963760254332298	0.838479811233068	0.929986874838358	0.944543370551366	0.958983659825288	0.968207435919092	0.86508276494959	0.942805827377775	0.930846788531637	0.817530128199659	0.950011062432784	0.974703306512106	0.969086922742101	0.969875936466226	0.941048638154988	0.780357961197259	0.955360584959345	0.931172182049582	0.947776742511723	0.466949546736295	0.933127978397227	0.954168065455424	0.940691155120587	0.778092549551543	0.892206453668974	0.909465568097197	0.92594967212062	0.739523714837906	0.935261362133054	0.954562678222718	0.602472151904935	0.654187511369324	0.684637556278429	0.868561598206298	0.942066007700162	0.917647179724115	0.849644073990194	0.953767079305083	0.912334480394929	0.919882890975703	0.897471172661564	0.936936240479722	0.923538724723472	0.919089578200524	1	0.949592165543524	0.916971631035645	0.952743611775202	0.94588174245427	0.958536111834545	0.887170629106979	0.951749281225015	0.89528183221797	0.924048491703734	0.916065440405318	0.914203076383669	0.960124758322672	0.934753352077193	0.909186579155689	0.934444991935891	0.932738128663463	0.913902041148095	0.913506780195728	0.810265271305235	0.942653258335101	0.907263443584874	0.958861695211512	0.890230552997061	0.885636807027863	0.950065821057988	0.943684072702089	0.926651926654236	0.953607637223669	0.947606531451336	0.796412495792432	0.933034328691002	0.930552481883142	0.931199665868359	0.942897120950259	0.886127006886348	0.868445077747372	0.920729612831007	0.886930278735776	0.931277533990134	0.78129714180794	0.945398455475512	0.938610877419845	0.927999839891688	0.865806451795636	0.908020140286401	0.957053405251434	0.738825775401045	0.842789021059074	0.856880050562241	0.903595182327377	0.53582469655527	0.919873334414553	0.921931352721282	0.704916733155446	0.188598073152191	0.965509689456898	0.914312849711582	0.118475140348865	0.832129647818755	0.950418193227304	0.950801480246779	0.888125249062728
ATP5F1B	0.890513034514344	0.59286665197361	0.889003997552139	0.780460049212335	0.787911026540921	0.857737368997394	0.94580701127676	0.898941057905102	0.925607095294855	0.968434672149073	0.876007720506579	0.966573935761867	0.866728389345465	0.960251608215321	0.764272910996827	0.869456392253698	0.958997365744985	0.926562599891797	0.930378853014026	0.797135199510749	0.978907046750245	0.904700794587433	0.741438877577719	0.928574466221122	0.930588776773971	0.952266181509795	0.937431434183966	0.882401345756019	0.766020188408225	0.993135463568952	0.927070875880859	0.896415516513022	0.378330135427904	0.906531973455315	0.90046881204481	0.874210267752068	0.706212194649384	0.891573407013267	0.850343570323284	0.916326795373791	0.752710635995379	0.914951740031411	0.896394501337097	0.552917135675024	0.553054303428752	0.581130825151831	0.85439525900511	0.885819468907485	0.871952451453153	0.76754710326145	0.907893776797476	0.864174477555783	0.934750649316782	0.880521027542538	0.96473485659058	0.874841248930625	0.899091600433514	0.949592165543524	1	0.866244068790349	0.9436437105178	0.92516811069319	0.970434076815815	0.882643394737466	0.937840759570113	0.820712040372484	0.868552742013387	0.858952308402349	0.873895219514455	0.923045244526672	0.862553356461105	0.827136857089264	0.876569343783268	0.902819516213675	0.890652640033117	0.911981750114973	0.718945246026339	0.895790118186288	0.820086296881647	0.959835764434423	0.808504901338802	0.814769280457272	0.959311344271366	0.925325821705431	0.88671392759463	0.93528506622769	0.94011080848101	0.704604916541737	0.913046349054146	0.894256407082057	0.946970956887272	0.890681312274174	0.838322721184912	0.804472821148281	0.924746134635254	0.791509122352549	0.949513475327594	0.782332122362068	0.933638996698742	0.887844071606115	0.952280332771002	0.78097595735128	0.914006444176738	0.911570880760656	0.651616845586004	0.814491843556488	0.833005048085418	0.905647340104838	0.440689905546758	0.941726384410174	0.887142406928111	0.623417446613832	0.113262457089904	0.923183700076176	0.90931628076227	0.108466239357855	0.798603959075872	0.967359516520499	0.991520791544031	0.838924016270071
FLRT3	0.952437652919821	0.778851387328051	0.946501624462388	0.889379595908619	0.912596283818898	0.919497653054118	0.828887391177235	0.931943814201512	0.942791554226075	0.89471175571396	0.951396174528513	0.889796741538542	0.946819033886005	0.912233951514527	0.908795265377124	0.946792703107925	0.855284080195903	0.945418589547801	0.934754270645282	0.916088344469782	0.85951144509267	0.91460213703485	0.843419161313293	0.92880207105825	0.92936278639092	0.918012872260249	0.951022455284867	0.942294370642948	0.836714623112644	0.893558105955351	0.920455909289237	0.953186325134448	0.610840746654163	0.899874532792718	0.944112248465173	0.940666481837916	0.851883648156737	0.85930505343878	0.902333450011436	0.890373921244608	0.734835134635012	0.861477571629592	0.948236926639543	0.703290288418339	0.723765904426383	0.784620373712087	0.847714028131135	0.931923952777543	0.949278777431364	0.907918677047891	0.924758108518946	0.884433107132539	0.846348503738887	0.867106833568631	0.849088591737584	0.912316806423129	0.881231773056506	0.916971631035645	0.866244068790349	1	0.879552882364057	0.921023253862696	0.891556903778642	0.830295593753494	0.882538137180888	0.883764917955899	0.91922103057319	0.920052645999321	0.888729487905696	0.935586169022191	0.921263790527883	0.918704589530424	0.943835833321453	0.924190477321326	0.904924517355908	0.863182857212662	0.883651332657762	0.928298026439814	0.935963758362768	0.934837778766031	0.922314895793375	0.902411982100935	0.905632173210132	0.90954330398122	0.911224855131374	0.912916021764982	0.918094290504762	0.867350710849933	0.882749837693261	0.909811199600937	0.869920331452494	0.936977557809162	0.903037646395741	0.85744842275646	0.902125932876326	0.892547726512589	0.843470966042194	0.794079014883177	0.893938488240021	0.908663454664544	0.852060797934689	0.886698036407102	0.829030015799229	0.929296156736949	0.794243633278119	0.871811091411513	0.874588219233666	0.908460290186522	0.633934793090898	0.874314092503764	0.913077738391407	0.731766455415045	0.291386902369825	0.944923061838897	0.87698015016324	0.158315505492041	0.819521387540389	0.915794490363584	0.867360390969393	0.864067419605894
EPHB1	0.925935493825877	0.635243774319998	0.911640748244341	0.827072219750887	0.823497631939618	0.912700621866302	0.928050603395395	0.930808546925082	0.95543751648928	0.95254365731336	0.912567163060392	0.965439212157277	0.930708092802111	0.973464551144983	0.819975199480293	0.898653294094416	0.966637363592574	0.94125385482741	0.957365476854623	0.832372238084466	0.950384254429672	0.932847936590424	0.802911662600775	0.95575842706677	0.958775986423043	0.972203256263952	0.953695121138836	0.919870282039737	0.776385799740465	0.948767338173097	0.902637057090734	0.917166066251412	0.440222147665063	0.894265034550259	0.942846001381521	0.900607546246883	0.733563230317087	0.90153019659937	0.90280834999348	0.890823584519046	0.700681475134485	0.954279340224355	0.928003184264308	0.615137927067502	0.632594950905487	0.640630929277155	0.834267400202772	0.927331386524135	0.904053064077153	0.832128117275309	0.929962619812083	0.898616800556651	0.938461181202966	0.893091780741365	0.935849820480237	0.918432590812148	0.955129292467953	0.952743611775202	0.9436437105178	0.879552882364057	1	0.940340628092285	0.965827201932494	0.906502830868991	0.95294872000675	0.85671208157572	0.917393827255836	0.89371010656119	0.878812868821409	0.942912415714558	0.885336426368801	0.850463140436563	0.901396327202609	0.915700722329473	0.899856052659713	0.906716106927251	0.745199335496291	0.906292863635558	0.876221886249751	0.947505616201858	0.863302089890537	0.874186076746183	0.94062516427673	0.922937521589637	0.930305518600136	0.957413563975209	0.93875182592353	0.765640939525352	0.95223967961845	0.945406425148593	0.927678852543529	0.921238535892426	0.84163682758468	0.859422512830302	0.930828641292493	0.84396654890147	0.94998177760334	0.790998522855223	0.914041674650641	0.933589974836141	0.955877081004117	0.830465945176108	0.956065473480064	0.925023011582018	0.687478774807671	0.827654729650143	0.807133075329872	0.879572769171987	0.481182545802339	0.907473856189092	0.886980015675179	0.665422153866843	0.151534252819905	0.948276018629709	0.917869925917907	0.107955096158735	0.813871919854407	0.935259158489227	0.943796201478237	0.879835999636108
SLC16A1	0.943319242006268	0.676231168276929	0.937881594989828	0.874166263289846	0.853836692014228	0.907252542487453	0.918711394476392	0.929870704818181	0.963262946137936	0.936471886579566	0.930533856916112	0.944206569776016	0.942550149568538	0.957372663148622	0.839060949351632	0.932003445505787	0.93371561160321	0.955768659560068	0.960120204251263	0.844605463551608	0.930333052793499	0.917640936531029	0.8074043439391	0.941450833388775	0.965944635353073	0.961082043619848	0.960867805817459	0.93657304350402	0.788391435822426	0.937049705462986	0.909083780444933	0.94280524732231	0.495129063311923	0.911372632250722	0.94387148011294	0.921623615054556	0.7776094055191	0.891645910965181	0.902706456915721	0.911048287678313	0.756261720809059	0.926922768468746	0.94943100395852	0.632377373093046	0.616927466976576	0.677633261364651	0.868948503689065	0.943979524046568	0.913852059101496	0.864611602754814	0.957889152714079	0.90469807002444	0.919159910955725	0.902555019594649	0.920910900538204	0.939437434343643	0.930265717878201	0.94588174245427	0.92516811069319	0.921023253862696	0.940340628092285	1	0.952590803500518	0.907174680928239	0.924723614993031	0.8790587640798	0.931405403550541	0.924687297679409	0.898930937063004	0.956420611880775	0.917470719920036	0.886152250350353	0.922624431407761	0.932893753622383	0.908058667642921	0.918497191996749	0.816914189795105	0.938387498172543	0.915160004667225	0.953670641060163	0.883800362237747	0.875695614039207	0.951298753619708	0.929744328820762	0.934035740798926	0.948377854284292	0.940576387476631	0.801194407907759	0.936296494145422	0.922380801850771	0.90939467769922	0.939931350338769	0.883125831611616	0.877375810070723	0.92209027531608	0.87079939487469	0.913133343480362	0.786910646434661	0.918147259486341	0.930598582119232	0.922533795207659	0.88029904401142	0.923006503205358	0.942373905915028	0.765093358559246	0.823090414923241	0.856570843679178	0.88268002274129	0.581637978447672	0.899605781802603	0.912798765687092	0.721933341083718	0.243815997061188	0.954386356681839	0.915641782160831	0.172169427320172	0.845029946832389	0.938260190008807	0.931034366192863	0.887671444560738
DDR1	0.93421223602876	0.628707200061395	0.916298959605215	0.830148083679951	0.817577330350398	0.894433693650953	0.9569418460272	0.923834634205356	0.956237145386088	0.978093663163143	0.907661219656936	0.980418756362802	0.915857241696134	0.986489912396301	0.807817753115917	0.90685116639945	0.972221650291799	0.950387312456274	0.957074926894085	0.832462328247165	0.978508029404525	0.937586963669891	0.792977805683807	0.955756168746487	0.955353015127646	0.975704089141469	0.955273997224724	0.916914983308794	0.792406212927952	0.976275194061505	0.93585757988827	0.922742501588063	0.436508329176723	0.912604162457771	0.938976200066274	0.897893599040985	0.745268787210314	0.921681132129299	0.886186452327694	0.91641250092125	0.752130419281192	0.93831535473066	0.933751511857968	0.605681184025335	0.602385388095292	0.62836937625053	0.85160128906811	0.925338586806143	0.906406395091215	0.821967565678227	0.938104723295111	0.902854080527999	0.955813631639947	0.904499244283079	0.953791989271613	0.906725739726501	0.944038310945363	0.958536111834545	0.970434076815815	0.891556903778642	0.965827201932494	0.952590803500518	1	0.915488826576894	0.950644579793478	0.851752796789972	0.902233253879591	0.895489038470635	0.898311228463383	0.941861951887425	0.892940194470358	0.858091054759668	0.901174975071453	0.928457269970399	0.900227685023977	0.911231180395552	0.755607910066029	0.927073402260146	0.873241659292154	0.960901116161722	0.852617524098951	0.867284626567621	0.973604578701168	0.932308896780463	0.920611882931136	0.948142737356339	0.951567587912945	0.750683518795467	0.948016619781458	0.930596771447857	0.95712617814639	0.921503347430209	0.859441163365545	0.849411620116725	0.949312531458284	0.842351677742708	0.965211653554225	0.81563260527945	0.936867656521485	0.918245756985162	0.957671932574563	0.829667529923372	0.937025328037076	0.938461479157846	0.681893244175288	0.827161358394467	0.840416643759374	0.909238460916493	0.48143305008751	0.939885069316779	0.898334746610216	0.670211918672868	0.144245588895051	0.95312258046377	0.919906963235911	0.106863194845444	0.80795660256205	0.967660677436443	0.975175956615168	0.856183328683949
VLDLR	0.873821735635524	0.63040276172601	0.874367464672567	0.816456759540376	0.797770786113907	0.858959757085569	0.900640170937381	0.867777963142429	0.903041914222168	0.890256577830548	0.860624446467726	0.89415024840186	0.882830338832662	0.917642834217991	0.779446512294106	0.843899990796026	0.886403708251884	0.90470748137163	0.898683788266085	0.760237692168476	0.886047413221125	0.886304807716183	0.748498880135166	0.903549771857914	0.904082725695935	0.914227192881414	0.910149593479791	0.87245043347433	0.763673213713617	0.887924559313875	0.844711904786028	0.880185981418167	0.473842906733442	0.839177348294558	0.885466501468037	0.8523576820061	0.714724245242856	0.860032619275626	0.860686056731582	0.853665117975684	0.699523481371828	0.881346263135035	0.896388593992214	0.631913660359417	0.593645424121093	0.616021027212851	0.863865213909702	0.877318264027411	0.860295281503116	0.803958126492932	0.905820776084488	0.871371867041877	0.90936357062608	0.844463192153317	0.879671819848206	0.87784572389784	0.895560813036597	0.887170629106979	0.882643394737466	0.830295593753494	0.906502830868991	0.907174680928239	0.915488826576894	1	0.883205550127371	0.798154580459767	0.886961927935784	0.884754321794893	0.847652558168168	0.899030727164946	0.859865557174338	0.817629385722909	0.865493064658114	0.874948698795369	0.870951738259103	0.86944449811976	0.732992984942681	0.849482560657936	0.846944162204344	0.891335550074364	0.818476356940326	0.821042666009971	0.908165893896929	0.887852850815268	0.87439387124268	0.898844731640895	0.888509293218854	0.737864882618532	0.907199560547827	0.886157413148489	0.872435970581937	0.878963512541012	0.831513047755204	0.81745605031077	0.873354470558855	0.814787122271556	0.895672886775402	0.788947620967679	0.861691712602667	0.894763420387409	0.886955165804991	0.814189353146411	0.900149645205577	0.882554387118486	0.6942293366894	0.775027722549017	0.819469348684382	0.815996477925509	0.507566619735489	0.84848192498801	0.838908118708388	0.680112242442608	0.215568748056216	0.900068077227446	0.879999651476174	0.129319962506403	0.807240015281875	0.894615685269796	0.884536535521546	0.854016479715799
NECTIN1	0.935443640755742	0.688851360232964	0.932896310667124	0.846503032810156	0.856831014547846	0.9219700129115	0.912799126613763	0.933700652665611	0.95590266483704	0.945672059369442	0.921815199600506	0.955125666872899	0.926007708166936	0.955433347102795	0.847971810866132	0.914155369354748	0.935998991759328	0.95428181218373	0.947199609574774	0.862839869170898	0.925763752074385	0.939433569071079	0.826653437070452	0.958790232274891	0.952279130104712	0.958805324091784	0.954771419978871	0.93277315423485	0.815755199523964	0.943120484741278	0.923449214851789	0.930254148183535	0.506001208568912	0.914119555601971	0.947817083647033	0.915260130087913	0.769519459896981	0.891028143892377	0.899409274523618	0.920485341372361	0.727262152977171	0.930347210794838	0.935154704631729	0.663686402757068	0.672987314739652	0.704533616524796	0.848393277267986	0.926060086162996	0.914753980035565	0.841039574570158	0.924877943830543	0.915714377042127	0.915851615496791	0.902542489216679	0.922976855533791	0.923196484589045	0.919324467838229	0.951749281225015	0.937840759570113	0.882538137180888	0.95294872000675	0.924723614993031	0.950644579793478	0.883205550127371	1	0.889442446509082	0.923885119180506	0.895990758022688	0.900876694079807	0.944145261002225	0.911632362423997	0.881053452909767	0.908906456016123	0.924001308365513	0.910084731110766	0.903048888098875	0.784085265218583	0.921036699274641	0.885645336504682	0.946913229402393	0.880055701299218	0.895360692431603	0.945347289365732	0.914444899223532	0.93095182524708	0.951919912782336	0.928546564015669	0.799212897101956	0.925136297547895	0.933925452645379	0.916975382795691	0.92425824908807	0.865529363012503	0.884007195064421	0.92285908958649	0.85685907530922	0.937272188741873	0.822709475534364	0.907698952831912	0.932368669671155	0.938047931971759	0.840512817442412	0.908961075348244	0.928367822066056	0.712852291796588	0.840501578536933	0.840411930164372	0.901301273163678	0.538258579812866	0.9089463022188	0.91741530551816	0.716554413481205	0.18765021562448	0.954169162290652	0.92202742246237	0.119687468043178	0.832412770320211	0.940109889341027	0.932847621378783	0.880130463677994
TFRC	0.920090913134139	0.785184472070319	0.926082291682126	0.881859847941393	0.894739712054507	0.910584102238318	0.810161264624485	0.911244005333441	0.912328925060712	0.839763784015431	0.92938086628976	0.850387384353461	0.909987028585305	0.867259290961566	0.892165309091345	0.916176993962747	0.80970043071094	0.917963589309036	0.888623109176114	0.887329848281195	0.799100611244831	0.907115267353294	0.871176312665591	0.905682177779666	0.908243981620224	0.889538541617054	0.909654656306423	0.929739510584841	0.81388825713346	0.837065558850667	0.877500687554723	0.923839290843266	0.632404432990145	0.872008295993842	0.91043341668308	0.925917590992766	0.811094163485707	0.8236580160015	0.873092794736523	0.883318369997548	0.741795893995874	0.860284136396187	0.926079473920327	0.68322405129291	0.726763791849685	0.803319933818125	0.826481569244934	0.890952887817348	0.894636640268213	0.885381134389091	0.907761266421496	0.888163186010424	0.796760988326655	0.871280433983393	0.816036491917691	0.906031960923799	0.846294226052279	0.89528183221797	0.820712040372484	0.883764917955899	0.85671208157572	0.8790587640798	0.851752796789972	0.798154580459767	0.889442446509082	1	0.916329681788413	0.898919498020947	0.895216751706238	0.933662090762989	0.927560052542021	0.892506273230111	0.912283061733972	0.913515455873275	0.882837060706991	0.822988934711968	0.881711577320217	0.896918191099432	0.918654248798385	0.8845907595726	0.911147273500531	0.902029797798918	0.866285820154241	0.865313438424967	0.876349365525356	0.902937458593049	0.849196224912413	0.880601497654124	0.841206550118879	0.897665206000574	0.816610884647313	0.912119895569197	0.883348750381934	0.882365610722922	0.856561978381326	0.871157728487688	0.807453020962661	0.803451615398857	0.877932609204373	0.895151329076074	0.821573486726661	0.896142917373415	0.7999527435317	0.906440432668886	0.843179481639811	0.844607929669156	0.857318432666929	0.85907141505424	0.727476338582914	0.848690374101897	0.89915686585687	0.78223289497465	0.432340777868346	0.924632530800203	0.872522802303181	0.312220116753708	0.873591291937335	0.874817753661553	0.819180184562307	0.868982313596193
IGF1R	0.961453656632077	0.82644018947313	0.971441152052354	0.92807666167409	0.943659596162002	0.945097627149415	0.863412948654037	0.956731696171908	0.966378559565848	0.886941822518635	0.966458806145309	0.897166327256964	0.958308660110393	0.921540126815932	0.934631284489244	0.957306176812049	0.866583686690553	0.966823499750074	0.947527815713816	0.912990901424027	0.846794218643398	0.936351187652751	0.876648815967392	0.951615983884562	0.964140679445805	0.949937883790012	0.965788079185626	0.974959281949176	0.860188448924542	0.886972452033365	0.912120728613614	0.969841725185162	0.658256705810463	0.905721737661223	0.956359546263815	0.961738369800602	0.854951373992588	0.869088643885435	0.932804547891352	0.922381838946452	0.741545611084113	0.906856765018306	0.972765432070423	0.722422468130773	0.745529479465094	0.81865381078926	0.905837069635877	0.963895050507466	0.950036562340686	0.937226236718337	0.947521624621093	0.925408176988657	0.86089914195157	0.903294835804682	0.875942107832716	0.964356488703095	0.890096530660447	0.924048491703734	0.868552742013387	0.91922103057319	0.917393827255836	0.931405403550541	0.902233253879591	0.886961927935784	0.923885119180506	0.916329681788413	1	0.963347456288135	0.921086781316817	0.968553353153695	0.950838834538112	0.927480430032345	0.959513749161669	0.957420123278996	0.949049290805582	0.891346097724419	0.89824542138203	0.922529953238363	0.956481224919004	0.931947994420514	0.957010186363084	0.939543359373057	0.91337721872896	0.933547398505811	0.948670643267466	0.952487306125281	0.911540571428824	0.906497302023256	0.912014346895173	0.944778249865114	0.863183274132721	0.970031231542848	0.923620413610454	0.926451944095703	0.913018928861382	0.919342276736779	0.865125804013118	0.835600100216119	0.897286823035128	0.952977970289555	0.883794472748821	0.919219486163975	0.871409318035313	0.946246983105043	0.836627329091447	0.882276877768177	0.882124387960189	0.90041916427605	0.694200096735886	0.881431271313694	0.925423191797578	0.812018293844763	0.336793564074767	0.966946665728505	0.931354406595286	0.172823495616216	0.883627550017172	0.919896990134634	0.86348334617778	0.930160114288015
LRP8	0.944883125652419	0.803404642338604	0.965510123306317	0.928625955615156	0.928513408887596	0.911894519530959	0.861157189771964	0.934665960748685	0.950660750965168	0.875008968081601	0.954175181510483	0.893463095634794	0.945627745285141	0.911696257561269	0.908223424358306	0.938408764065646	0.856515529516906	0.951459126554313	0.934931742068437	0.886862616359638	0.842744445875972	0.919464055523294	0.857761572322678	0.930188363953126	0.952363771053843	0.937769260200338	0.955533126965688	0.958895607103346	0.841383006758755	0.87574571750609	0.901859771560814	0.956708232703732	0.639125205664396	0.882241908895044	0.938127834558522	0.946804461608689	0.849056327546981	0.859333982952063	0.914497472114377	0.910861917565665	0.760320720977221	0.889244161272334	0.963912666264877	0.703292939009727	0.711705616439926	0.80131529524787	0.888166883584413	0.954194469768007	0.933757416545856	0.92104267770637	0.948944838443446	0.902282921208108	0.861619747062774	0.893747022803472	0.864894512658981	0.939215713787247	0.881573266745142	0.916065440405318	0.858952308402349	0.920052645999321	0.89371010656119	0.924687297679409	0.895489038470635	0.884754321794893	0.895990758022688	0.898919498020947	0.963347456288135	1	0.901481895688809	0.954990397648619	0.941620372578124	0.919892271270898	0.95465277531756	0.945440521359592	0.927706814237207	0.872481074319249	0.887371640932917	0.915342360597413	0.948041157820333	0.920897114249742	0.940348335830093	0.91568996698905	0.905585500048471	0.935538565699725	0.933024293627247	0.931359540236794	0.907989206131582	0.887628193141111	0.902431249682039	0.914239219114044	0.848291091238095	0.954712514121086	0.918130974581262	0.89553739156515	0.902756506924075	0.915194618859893	0.85025919435139	0.814143094832858	0.890672769334119	0.926716068811106	0.866484643183221	0.898945325873801	0.859160441530406	0.93802800788067	0.834903215684137	0.862237688388586	0.881324639277953	0.879107770002427	0.690696922002659	0.876347511326155	0.900772760283409	0.78887196057238	0.358501912668916	0.953409347638117	0.913576418392092	0.186140842723946	0.873552945812375	0.906813719291612	0.854968924072411	0.913298233837552
GPR19	0.921796571249277	0.771152199605742	0.926083832916535	0.885575500319445	0.88694023200596	0.886452712310942	0.864379958337135	0.912634100561004	0.922598668105032	0.875652030245832	0.922042685242958	0.883315363949268	0.906120187139539	0.897306731778578	0.875675507450927	0.912644431679538	0.847997889320227	0.925239475086137	0.904036003608486	0.864444736527352	0.860169088210185	0.902464383159021	0.82072788365974	0.911694576829644	0.922350309592277	0.917011996256979	0.929375116521748	0.931673043718923	0.826149423845028	0.888435964820831	0.905092698024733	0.930174867578499	0.599100158964732	0.897942057078146	0.908008256264722	0.911740439913901	0.780180109686165	0.848647875667697	0.878591624767407	0.911924080472435	0.718340037565086	0.86994208972433	0.931819143044537	0.68022533159286	0.677205474724823	0.749947639274882	0.857856052531463	0.921698246394865	0.901392759201787	0.868666402138947	0.914147054498873	0.903179876216306	0.840411959579905	0.879709570288166	0.863883324339134	0.910350795960754	0.863213433772699	0.914203076383669	0.873895219514455	0.888729487905696	0.878812868821409	0.898930937063004	0.898311228463383	0.847652558168168	0.900876694079807	0.895216751706238	0.921086781316817	0.901481895688809	1	0.934405282169267	0.910297281298403	0.893619946040943	0.9223606447347	0.915144278039729	0.912600476408559	0.84962641607963	0.86284909078299	0.907902733464338	0.908854155984714	0.916499309309021	0.892778095066227	0.893984123168695	0.896534876105368	0.899527283445652	0.881400702748196	0.924197429800141	0.884001111239678	0.836259216609617	0.859706250508791	0.907610116140615	0.86627779936621	0.919686707784887	0.905398376166283	0.860047127983314	0.884606065180683	0.880856795516917	0.865104911314365	0.810659508953571	0.904081871051959	0.91327217140814	0.871564036913828	0.864081457326756	0.830863861033789	0.92560258513484	0.778161371498908	0.855348591403266	0.853433477487102	0.874401497909466	0.646887011813061	0.869631899997487	0.91252268177697	0.773682418346192	0.301722983738655	0.933081028924334	0.884903161480473	0.170987342865634	0.847821615781848	0.914767781808972	0.877002265268827	0.868618686376208
