""	CXCR4	CD44	ITGA4	GPR171	CD3D	CD3G	ITGA1	CD69	CLEC2D	NCL	CD2	PTGER2	RPSA	JAML	CD6	CD96	CD247	CD47	TNFRSF14	LAG3	PDCD1	CD8A	S1PR4	CD8B	ITGB1	CCR5	EPHA1	CD46	PTPRC	CD74	CXCR3	TSPAN5	SIRPG	LRP10	SORL1	F2R	ACTR2	CXCR6	DIP2A	IL2RG	TRADD	PTPRA	SPN	JMJD6	PTPRZ1	PILRB	LAMP1	PTGER4	CD63	STX4	TSPAN14	RACK1	KLRB1	ITGAL	IGF2R	IFITM1	SMAP1	ATP5F1B	TNFRSF1B	CD81	APLP2	TNFRSF1A	ITGB2	CANX	C1QBP	CD4
STX4	0.51511875295163	0.484801419426059	0.413039658708173	0.479950684059783	0.494858716904009	0.523638210742237	0.322065148713474	0.465311143930081	0.518905622265087	0.488394774855086	0.51277647681801	0.459395209350285	0.496700687616881	0.473964928331568	0.481235406590485	0.405827048591436	0.528753589474793	0.553873645815567	0.470998930531401	0.288908036156236	0.382119504380226	0.452835548531906	0.474985804847693	0.412744825510874	0.599895914356985	0.222659403633887	0.291236506253405	0.652370165191688	0.426329451020132	0.323428192515749	0.333341589308729	0.508215587508008	0.48439327660435	0.564773598659415	0.434146999865423	0.534192801489998	0.584722112873407	0.440264396299564	0.466163168601432	0.468649781546152	0.387732966416203	0.372562524065787	0.498102967132252	0.656156115135659	0.147055356382582	0.242404186462303	0.521443459969377	0.554290224604638	0.29287517766131	1	0.526153256493616	0.528672744093934	0.414955298914902	0.485063524901968	0.513238632814973	0.433638902650773	0.531049214372283	0.433889305522189	0.541710470315574	0.567515110958876	0.424731851429311	0.436716623853146	0.555763408472828	0.395785727694443	0.486886444015491	0.402040356173792
TSPAN14	0.64015408005616	0.670660168894472	0.886035463966868	0.684916702639094	0.820355911996821	0.776030185001006	0.627398012842623	0.728073067344632	0.734755098307233	0.585619511501961	0.797666769304118	0.775912301947064	0.607565064355498	0.754774809992329	0.679600975590998	0.787556036955571	0.652986729247905	0.708486524425648	0.789403528384646	0.509190473596737	0.311127409639527	0.529825786749933	0.7074985420475	0.579276733155915	0.870696524074083	0.605339400288783	0.358683887632232	0.823791549925855	0.829168504044078	0.313759133695188	0.576897168091252	0.482486674946711	0.529623674805323	0.68908077296605	0.704708623124546	0.553727527705704	0.796382032644566	0.825664132973876	0.55791624820172	0.797387755663884	0.712961031219312	0.286592658192536	0.718907009112115	0.669041847360215	-0.161736188275506	0.397929046746578	0.735603173527131	0.906080916366886	0.0934219417333539	0.526153256493616	1	0.606879790761635	0.699877180975524	0.830040602431426	0.771264257157482	0.639315455459833	0.6916616883374	0.332884953681923	0.850098492451572	0.445209807958766	0.15409656440954	0.353709406108886	0.660491488481923	0.211885295085695	0.37610613291096	0.586481435917253
RACK1	0.772027038409104	0.797461383286959	0.492745746744097	0.874180368093169	0.732216421763264	0.707104211681172	0.237214577896571	0.759806866467662	0.875484332297436	0.714469241776501	0.76343281666181	0.820435481252592	0.982301068029987	0.534764206415795	0.830553526399028	0.560960648405188	0.694729045019971	0.934069997577189	0.78793917689987	0.389481792211027	0.487144662655784	0.329838607740759	0.813735336380003	0.312382203022189	0.796215826665549	0.242441597142818	0.608356069044307	0.686040818379655	0.476265501853526	0.619265435803821	0.592105348606882	0.510045209840949	0.415050510621069	0.855040800825813	0.519666389929244	0.419706919235116	0.889220705930959	0.570878536212974	0.375396827097146	0.851460706115875	0.868509354893361	0.318378744584292	0.809497549589142	0.799638460816214	-0.00109330517010341	0.44717073743902	0.565955762801124	0.626104684626636	0.344598883296633	0.528672744093934	0.606879790761635	1	0.843634479336395	0.520233997571759	0.512519175517719	0.735905951575236	0.838021553264621	0.825227379089989	0.702649344052284	0.710516244882242	0.290195170557306	0.64460755979063	0.809944742951093	0.450649558018803	0.675547714904167	0.772579716627453
KLRB1	0.630125177267306	0.663018258319628	0.618010584954386	0.876572877260029	0.687062175418104	0.708643293742875	0.158890467292653	0.69316100554232	0.868403082368472	0.610915701180224	0.779636550692479	0.970672902074884	0.862553736600399	0.477563330297498	0.844860954059577	0.51169460135353	0.592955408828311	0.824677991251565	0.794587636072275	0.211265146514672	0.267344213330149	0.195046792996512	0.784063041893555	0.216712730233531	0.767249600583399	0.186761940694952	0.432820127702227	0.741167304493057	0.491899989808133	0.525672076185966	0.411886551802836	0.252862535353175	0.349088905660732	0.838265659925684	0.623785194782392	0.220761641867829	0.883609291967558	0.6366551443681	0.385656242442706	0.93465708969491	0.930438553558932	0.116065713585114	0.784596220224629	0.74870323955501	-0.117811861304725	0.190806802684723	0.62028937042404	0.761952233478708	0.174671284529573	0.414955298914902	0.699877180975524	0.843634479336395	1	0.557908013841058	0.655777495627939	0.704473674320364	0.75285549530853	0.537456508901065	0.804511096520662	0.404076768836817	0.188380533706852	0.348921412319596	0.819658922066629	0.300380333763031	0.439535452794294	0.935905751885692
ITGAL	0.722014222654929	0.6922108792212	0.870883476226038	0.626250642421687	0.85777068334988	0.855746677999024	0.794715396514886	0.79621836531551	0.678152168908804	0.403679670993752	0.799961891229843	0.651086248982242	0.515171498972657	0.778837798229664	0.627414014831043	0.81505466000034	0.759145411073649	0.579149144053775	0.746063486059065	0.676073748885698	0.434333278293516	0.731225626681673	0.692317889079556	0.785939364323407	0.78807901451263	0.663363456865586	0.461005124394947	0.766637759045933	0.852682078717183	0.237266837100752	0.609764738829446	0.583158569356438	0.663091554427282	0.598200329357638	0.462307202723677	0.705183303302917	0.697322581616266	0.872704538123557	0.419312497017375	0.720072785866433	0.578818428156602	0.164655613177708	0.68219869760083	0.675722890745473	-0.333296727829015	0.477074179055615	0.570132844927904	0.836817556064799	-0.0967676669679834	0.485063524901968	0.830040602431426	0.520233997571759	0.557908013841058	1	0.677489000530644	0.615751875012508	0.569042605938644	0.20454084598412	0.768163676373875	0.33498918869404	-0.0910815878005916	0.241569405382482	0.588192738509459	0.0291641941735003	0.242386718188717	0.451020812055226
IGF2R	0.428969996670034	0.48856593223781	0.83998115541675	0.523049738411395	0.665415849694332	0.721821220618459	0.50478800428847	0.575474463696396	0.621853869291745	0.64391247235377	0.702841758341046	0.663303578614616	0.483976017306784	0.597829610591823	0.625297488012488	0.656455910135107	0.536093239302092	0.613224770021999	0.630927250221622	0.334733577277694	0.163623540592069	0.322012584693868	0.461734216422967	0.423091401780271	0.768774141931892	0.504132989912985	0.294304576621503	0.710776509411325	0.722456917036663	0.151090251820072	0.358074051017393	0.470962107539902	0.194917860661969	0.594922835361407	0.623902666316213	0.313699922754595	0.751240790366039	0.693588770868047	0.625277682989575	0.726846624304615	0.585314977313506	0.388623566054238	0.606420947611929	0.698264108676516	-0.0363222464693236	0.342102862437232	0.736460644254166	0.849015915410826	0.155787559094223	0.513238632814973	0.771264257157482	0.512519175517719	0.655777495627939	0.677489000530644	1	0.3913640006311	0.701432731347169	0.218971484193672	0.80527429277857	0.348398922455925	0.176266881352952	0.117972263431043	0.572571783279237	0.293326909959549	0.350180391273608	0.561989965057465
IFITM1	0.805399540912719	0.81026450963916	0.505309217900754	0.877108494941994	0.757952646861259	0.684686941669225	0.370680356903924	0.801606870235536	0.813690614128774	0.360901702230997	0.757408309480142	0.705426082185888	0.786404784401557	0.545699553128122	0.747265666467994	0.648990551404868	0.748146415299339	0.696600203356925	0.725362376752968	0.524644654939742	0.632903513795183	0.466916826339601	0.886915782864858	0.454299153075421	0.667562700976904	0.265411035700371	0.479625024600766	0.568891442978163	0.524772795357425	0.475215389955707	0.671265456733022	0.436390138347832	0.560441025893138	0.732173914336179	0.348159819916673	0.548809842016231	0.727442735837922	0.719808479729812	0.0906846694257748	0.749282294757789	0.767055899014766	-0.0275326774827251	0.765957009929003	0.587518426229333	-0.269882497884421	0.338656346054453	0.390103974722933	0.610216066684289	-0.0236490473758804	0.433638902650773	0.639315455459833	0.735905951575236	0.704473674320364	0.615751875012508	0.3913640006311	1	0.520187339314613	0.542891268610982	0.694302747898366	0.4078174962457	-0.0370372484786755	0.519540522278033	0.703750978516474	0.071611358754328	0.317546489475531	0.619158401001985
SMAP1	0.493505553912761	0.557057561395714	0.628461910250833	0.65480243258461	0.631999226859149	0.602571030493269	0.264632970072514	0.577244302117465	0.700118736398224	0.870952477364884	0.638757945733435	0.763825216670156	0.784434210608809	0.510277464703455	0.639575406518505	0.514641470901941	0.490146436341212	0.820616533906111	0.673955467017374	0.250821065130196	0.12904620050056	0.164343365691159	0.610819070368618	0.251231810906357	0.851512308965435	0.360744330563884	0.350504806186001	0.727408954030416	0.545021703018792	0.372206434068123	0.415581362831057	0.450360171308094	0.194667647242206	0.751762567180929	0.585160334745596	0.345255284182871	0.875648104820483	0.55254696870627	0.51497900404151	0.763848421415906	0.718923634776802	0.610524726786559	0.681298801284873	0.783979740529324	0.246320574343088	0.437638939159221	0.761374876748134	0.678476975483345	0.548780679654119	0.531049214372283	0.6916616883374	0.838021553264621	0.75285549530853	0.569042605938644	0.701432731347169	0.520187339314613	1	0.733957449212219	0.667635498609986	0.767112400859248	0.469137318900142	0.513207599765336	0.615425851198608	0.637892570750006	0.757530702811641	0.631905616416181
ATP5F1B	0.444068456662786	0.468829270972874	0.151477957464568	0.609873102691881	0.359269087309517	0.305417365160065	-0.0601019294640571	0.407446008267651	0.580701117177993	0.757338584331853	0.380412398878175	0.517261151188444	0.805538256342045	0.195336378284869	0.492010339996376	0.208685661586324	0.347751612527318	0.746295890531642	0.454521301324172	0.104840886539338	0.269883170625853	0.038222059153127	0.549527218264494	0.0287210714453655	0.569937082574071	-0.0170184358043757	0.292608687301127	0.479160886640824	0.126749246092007	0.489560055260667	0.312835063196127	0.346843638241553	0.174070723557085	0.660364721271909	0.277832752507738	0.288607960020126	0.694884570791471	0.226785880478416	0.240964027098903	0.486320899307343	0.576133762162662	0.533999025614367	0.475736875205073	0.57301203659754	0.367213194113157	0.318743475810842	0.491868971484665	0.261630502350548	0.703239485018244	0.433889305522189	0.332884953681923	0.825227379089989	0.537456508901065	0.20454084598412	0.218971484193672	0.542891268610982	0.733957449212219	1	0.374710557489425	0.870231332361073	0.573671770416183	0.741608224266917	0.498196591954907	0.66694789626751	0.851850388525431	0.493148984340456
TNFRSF1B	0.738655527766006	0.7540929542877	0.850157769905601	0.803509989921726	0.854024305226371	0.885120590427638	0.558353573345436	0.794210025826859	0.877625348124886	0.599819638454049	0.925718811989243	0.805855699534281	0.719053932738722	0.713266302733635	0.85430474909562	0.785465153781514	0.805893882218602	0.747197702128016	0.833746117250729	0.5192318088844	0.46562852058224	0.516156150674893	0.766931670800481	0.560351149916661	0.808967339005254	0.541744151299082	0.518650484062592	0.818760925284082	0.777511891074494	0.381703667543976	0.566404721609771	0.58584411137248	0.495047946255812	0.801660296383085	0.635350615164985	0.507458402142051	0.880485866587929	0.797734461467023	0.552955607894873	0.873738632722611	0.807704826295816	0.143016733274509	0.81750750232147	0.801719148704166	-0.270394308259459	0.314489132277451	0.599922967070043	0.927382352088384	-0.000292620483614501	0.541710470315574	0.850098492451572	0.702649344052284	0.804511096520662	0.768163676373875	0.80527429277857	0.694302747898366	0.667635498609986	0.374710557489425	1	0.366893072738214	0.0740058855347299	0.270954392700219	0.785028144847081	0.157784403082409	0.323001720390328	0.747261135869049
CD81	0.380788744022082	0.42126010790421	0.304410957488865	0.42535684668054	0.379686225402495	0.314774619694063	0.168490435946866	0.370546683746476	0.451971178069764	0.813919404218806	0.347883964202854	0.452333280038308	0.650272850220108	0.342954654392037	0.346291407603061	0.308266746481106	0.325394862408118	0.690754807456525	0.405500867456468	0.192112532698285	0.180711161642696	0.172486855863667	0.423261237523187	0.171991586339179	0.665310411899814	0.141277231670287	0.236531421462614	0.540176619166015	0.307185564653458	0.395208224205201	0.317338351332546	0.396272485284443	0.245543806139808	0.548331502864824	0.344227969650224	0.459713811758194	0.672546664736407	0.304632977034581	0.390863672091312	0.429612086879256	0.432415931942765	0.760445492516745	0.393463687735771	0.516704300648063	0.466117392108056	0.364831967849952	0.675291178584936	0.348102841474913	0.761014842078134	0.567515110958876	0.445209807958766	0.710516244882242	0.404076768836817	0.33498918869404	0.348398922455925	0.4078174962457	0.767112400859248	0.870231332361073	0.366893072738214	1	0.647114415835121	0.748905926146881	0.3970820942157	0.741027336226287	0.884346187297377	0.34966224635267
APLP2	-0.157231498379797	-0.14583630697755	-0.0374179608756308	0.0710359550354078	-0.168379043439003	-0.170174182243528	-0.35596264512943	-0.165571448976138	0.0815026149378588	0.5853865784292	-0.129063166318685	0.191416409758978	0.23489565907628	-0.104828158996511	-0.0552184231954226	-0.256614796602342	-0.239238795982026	0.300063218815717	0.0325079743754348	-0.363423325086727	-0.32294568102551	-0.363452762493427	0.0323917227713636	-0.297822754153585	0.300959291483892	-0.21302209683399	-0.244691924828399	0.3234873097843	-0.128971050074806	0.34227717446605	-0.288063661610992	-0.102187601023551	-0.177237161851048	0.248795648102201	0.443752968881559	-0.079904624378866	0.347216611159411	-0.156846403187717	0.318169109871071	0.0339817386917904	0.0919933000750144	0.628442965421833	-0.0443482329498519	0.275044759831132	0.70992396293893	-0.0281329271233274	0.496346249417	0.0375671744564441	0.813372371730529	0.424731851429311	0.15409656440954	0.290195170557306	0.188380533706852	-0.0910815878005916	0.176266881352952	-0.0370372484786755	0.469137318900142	0.573671770416183	0.0740058855347299	0.647114415835121	1	0.538568778248438	0.208429824056409	0.78937933458256	0.62873997038499	0.214538095756501
TNFRSF1A	0.470004639691506	0.449143478533566	0.1651073570058	0.475456995189497	0.346072740544318	0.270118252596381	0.117013388960868	0.432986080134959	0.450169906536186	0.502734294015471	0.294468952093525	0.347571194338183	0.610669172488601	0.353418861309826	0.281560513219232	0.278217392454862	0.325354001441072	0.610691454544221	0.463645137225229	0.306672577708683	0.277490818220603	0.166464262335391	0.522441606584928	0.201312207425518	0.530709328606698	0.111975264453145	0.309074124795448	0.379831614462203	0.26140166439579	0.594883573447228	0.391543861914869	0.295030271410733	0.297996657692884	0.482473692141733	0.434842020632982	0.398481761816938	0.534409157212519	0.278450789935825	0.194208116276585	0.353614391760873	0.397972670170303	0.426175812268307	0.329177921605097	0.418827292277244	0.275031556872146	0.394941739780897	0.429416836216638	0.223880921690786	0.46207600849116	0.436716623853146	0.353709406108886	0.64460755979063	0.348921412319596	0.241569405382482	0.117972263431043	0.519540522278033	0.513207599765336	0.741608224266917	0.270954392700219	0.748905926146881	0.538568778248438	1	0.47644527429894	0.461787427680564	0.613681407468956	0.26646569813028
ITGB2	0.808103230094538	0.782244174666489	0.528461274423024	0.873739859158448	0.738708193644041	0.761147784019788	0.284448492883952	0.778320634546801	0.869354531616346	0.405395798673528	0.781188634281497	0.786483267681736	0.816877745220177	0.626103529664543	0.81838196546986	0.552431933972757	0.70815531881751	0.77521448984021	0.855358238280851	0.426594261801546	0.50062298773072	0.415543877312695	0.847025831094687	0.411125889006833	0.72497809505479	0.321357570662174	0.615945994511382	0.683689690106606	0.521996456213909	0.783300789928307	0.523746403575745	0.432478533203545	0.493138898391446	0.811800904901469	0.723638125721779	0.361442778821615	0.795501568812081	0.592301328098403	0.277033654878404	0.812454534032564	0.819475674034678	-0.0438538592124626	0.791046730784629	0.799400922325609	-0.278284749225917	0.345815046284411	0.438133242912617	0.690042724131138	-0.00441376388618757	0.555763408472828	0.660491488481923	0.809944742951093	0.819658922066629	0.588192738509459	0.572571783279237	0.703750978516474	0.615425851198608	0.498196591954907	0.785028144847081	0.3970820942157	0.208429824056409	0.47644527429894	1	0.165100392342373	0.286130641597996	0.806572440255388
CANX	-0.0538882385247655	-0.0131807097415386	0.104848839379337	0.175659686458111	-0.00649057770587131	0.00265457424037668	-0.201100433048355	-0.0308413190548552	0.193819234724202	0.749830214407633	0.057666646036917	0.306806156847276	0.381046224699227	-0.0982000992467809	0.165535961482439	-0.0817256744913281	-0.0560972482585336	0.465831798754565	0.0811746944384054	-0.245573692548689	-0.187857002596927	-0.211626798274237	0.0850866576878287	-0.172763958868218	0.366633669984019	-0.183909693728148	-0.163180680976745	0.46861598197987	-0.0725646418029686	0.110760756891625	-0.121904650622014	0.130130726038589	-0.0982884026205056	0.405940746095621	0.251980528439312	0.0257765302728151	0.469505919383399	0.0507389514352723	0.449498354141805	0.192399107570361	0.220007456542968	0.811007832652034	0.121818456691454	0.368985449196996	0.813357755388367	0.1085006367663	0.602060269238885	0.15305738394554	0.863711435368716	0.395785727694443	0.211885295085695	0.450649558018803	0.300380333763031	0.0291641941735003	0.293326909959549	0.071611358754328	0.637892570750006	0.66694789626751	0.157784403082409	0.741027336226287	0.78937933458256	0.461787427680564	0.165100392342373	1	0.776228548750401	0.303896814682848
C1QBP	0.245868050069009	0.268702753985833	0.280319114329216	0.390660495758309	0.284900920915559	0.263703820535173	0.0495529337410261	0.247057136261994	0.389886278082576	0.885361913066598	0.305751323439863	0.467285273314876	0.614813624606384	0.19976197034252	0.348936297091864	0.203561356798918	0.226277870864537	0.660145586150034	0.317793626181537	0.0144971980997645	0.0709948642726046	0.0656142084565734	0.32392342994275	0.0739365427264346	0.544237203824158	0.0537379780164893	0.0786309941568262	0.536299023496855	0.209660739161685	0.183494514926928	0.166297962029705	0.323678669174984	0.166751487894698	0.540643819379557	0.245442044662754	0.334889477771958	0.646746095989547	0.282753531959507	0.434587633905193	0.415159947389951	0.395765603533911	0.765813022186782	0.309200289191428	0.519255709648226	0.525224428116387	0.179027163228641	0.666648205006663	0.345678992008529	0.858493280160945	0.486886444015491	0.37610613291096	0.675547714904167	0.439535452794294	0.242386718188717	0.350180391273608	0.317546489475531	0.757530702811641	0.851850388525431	0.323001720390328	0.884346187297377	0.62873997038499	0.613681407468956	0.286130641597996	0.776228548750401	1	0.376217559596481
CD4	0.571275733145568	0.609261432475148	0.483873732405053	0.798333821042217	0.579908551111021	0.617757383441491	0.0439324570869905	0.568064101061584	0.819822831313297	0.539016365910321	0.709854308371284	0.898096296886356	0.810424096164329	0.325583377470021	0.832160885843025	0.389014989791115	0.520089914437775	0.767680889169197	0.654572840689056	0.127792697593772	0.274168222169435	0.126687974179794	0.677007032508787	0.0789325984852663	0.65284090785542	0.0691937754241197	0.392121391157971	0.688927880663852	0.343338186614663	0.560559997193967	0.300109260979858	0.172475591973594	0.288703344322387	0.772315762916981	0.57392346877623	0.17715959586144	0.809408522956623	0.512266505349217	0.389732143190444	0.853170811555674	0.883671279305705	0.05966212269589	0.738751089676285	0.68739040536007	-0.125869727421379	0.116084849257923	0.556124486197573	0.64899652904946	0.159927700543808	0.402040356173792	0.586481435917253	0.772579716627453	0.935905751885692	0.451020812055226	0.561989965057465	0.619158401001985	0.631905616416181	0.493148984340456	0.747261135869049	0.34966224635267	0.214538095756501	0.26646569813028	0.806572440255388	0.303896814682848	0.376217559596481	1
