""	CXCR4	CD44	ITGA4	GPR171	CD3D	CD3G	ITGA1	CD69	CLEC2D	NCL	CD2	PTGER2	RPSA	JAML	CD6	CD96	CD247	CD47	TNFRSF14	LAG3	PDCD1	CD8A	S1PR4	CD8B	ITGB1	CCR5	EPHA1	CD46	PTPRC	CD74	CXCR3	TSPAN5	SIRPG	LRP10	SORL1	F2R	ACTR2	CXCR6	DIP2A	IL2RG	TRADD	PTPRA	SPN	JMJD6	PTPRZ1	PILRB	LAMP1	PTGER4	CD63	STX4	TSPAN14	RACK1	KLRB1	ITGAL	IGF2R	IFITM1	SMAP1	ATP5F1B	TNFRSF1B	CD81	APLP2	TNFRSF1A	ITGB2	CANX	C1QBP	CD4
CD2	0.875147035461879	0.876696897065314	0.81263956994422	0.840195104989871	0.95996878001675	0.968265525215881	0.659550503432455	0.894354685392085	0.921611012941846	0.513903014354019	1	0.778035533306649	0.775189352499668	0.772432876674908	0.926929359079627	0.873255374812914	0.930226988239734	0.799764978330005	0.879975266577677	0.696117819328026	0.626868574448631	0.656724862724167	0.836138654302054	0.680000616443092	0.781374786275567	0.620168220413645	0.704315043628354	0.765072761167348	0.808664850732471	0.354267633457727	0.745098918929805	0.70731358132518	0.619364223800665	0.809142022514793	0.516904834367987	0.63092785357368	0.827291945672205	0.857795610506024	0.476209505734965	0.906745636977266	0.833873771119001	0.0751558319370182	0.908870638004204	0.813139386689678	-0.379370872825144	0.440430130388201	0.486412230364394	0.886825785125565	-0.118938576451447	0.51277647681801	0.797666769304118	0.76343281666181	0.779636550692479	0.799961891229843	0.702841758341046	0.757408309480142	0.638757945733435	0.380412398878175	0.925718811989243	0.347883964202854	-0.129063166318685	0.294468952093525	0.781188634281497	0.057666646036917	0.305751323439863	0.709854308371284
PTGER2	0.638072877358954	0.675097909614618	0.686430691551923	0.853959527277537	0.721614887994083	0.714654303882802	0.249380559485732	0.69888251234209	0.839019636420428	0.621586778009179	0.778035533306649	1	0.835022471202783	0.536341349838999	0.805790529969107	0.558515684229666	0.591037010180855	0.807311149300881	0.787667581905618	0.235177086087223	0.26879702344005	0.291452206907025	0.788648438804547	0.294217698891681	0.822212181850006	0.216405813223963	0.377390183527796	0.79195053636296	0.552257018914711	0.502420586075855	0.439215728870058	0.251680456948879	0.451355560944501	0.81687906334502	0.622118352130059	0.304684569411355	0.886917629185206	0.695931749226993	0.397535361452233	0.939013396640734	0.902770761554271	0.167854756667148	0.773386204843031	0.714662037898697	-0.116212893962426	0.206361675129049	0.70128152911574	0.810720643201525	0.19400608917438	0.459395209350285	0.775912301947064	0.820435481252592	0.970672902074884	0.651086248982242	0.663303578614616	0.705426082185888	0.763825216670156	0.517261151188444	0.805855699534281	0.452333280038308	0.191416409758978	0.347571194338183	0.786483267681736	0.306806156847276	0.467285273314876	0.898096296886356
RPSA	0.787444321611585	0.825023054738977	0.474486736586111	0.904364305144206	0.739267069767407	0.706483492533245	0.209240900451702	0.770974167522165	0.902178588250721	0.667479951160244	0.775189352499668	0.835022471202783	1	0.508102070534597	0.866891279202866	0.567549319326902	0.705455484040502	0.925959903097861	0.782056408012544	0.392103808361012	0.52425491412135	0.313118325646939	0.824686499033282	0.27560478017953	0.769389249921139	0.209404791085724	0.60069395615694	0.6683810367674	0.450104449025014	0.629708544761606	0.615803715064907	0.468560374039185	0.399868007237732	0.864340840602546	0.489607966837436	0.402522850445967	0.886514649302838	0.565155363491874	0.336934096558512	0.870668737085733	0.916441927988957	0.243173244418908	0.837461635764228	0.772799907745044	-0.0530412902209427	0.435378616660028	0.538744603550532	0.615202958727952	0.283539728222364	0.496700687616881	0.607565064355498	0.982301068029987	0.862553736600399	0.515171498972657	0.483976017306784	0.786404784401557	0.784434210608809	0.805538256342045	0.719053932738722	0.650272850220108	0.23489565907628	0.610669172488601	0.816877745220177	0.381046224699227	0.614813624606384	0.810424096164329
JAML	0.768405538065448	0.750874641868144	0.77279350323035	0.555167088914463	0.853931648402965	0.826371716071948	0.798746249084734	0.807381940758874	0.621395834646406	0.340142610684221	0.772432876674908	0.536341349838999	0.508102070534597	1	0.560849107250103	0.855061494898316	0.792396929022156	0.558595216404194	0.80920997025405	0.766385498609317	0.460615564484522	0.735916809054858	0.661203444657654	0.798211661149844	0.708002136524445	0.763368537974173	0.638840591456971	0.552200711594603	0.908185052702695	0.394482805330453	0.746110360613705	0.648360372798127	0.657698788376665	0.562042873968196	0.5637715334538	0.685231790453238	0.618173513096755	0.745869224735121	0.30206687117759	0.672071823652747	0.536767018235653	0.0749129265831713	0.678550427495924	0.606816799898434	-0.407428655935848	0.459995486173077	0.412521369245576	0.774375844419838	-0.173050084763623	0.473964928331568	0.754774809992329	0.534764206415795	0.477563330297498	0.778837798229664	0.597829610591823	0.545699553128122	0.510277464703455	0.195336378284869	0.713266302733635	0.342954654392037	-0.104828158996511	0.353418861309826	0.626103529664543	-0.0982000992467809	0.19976197034252	0.325583377470021
CD6	0.822402759869988	0.85096157695617	0.630321624559092	0.88542050174907	0.848173543796592	0.869448222746763	0.407562976094117	0.819442593866583	0.941964294710137	0.521593887205089	0.926929359079627	0.805790529969107	0.866891279202866	0.560849107250103	1	0.71140915958897	0.837773737546161	0.850110976434351	0.801448795321769	0.524406692529279	0.619013307223393	0.478563975453755	0.790835870200144	0.439001009554671	0.698283535954722	0.381993222175007	0.65953336454266	0.715101036115354	0.567754955325283	0.416878645810643	0.660451351066597	0.603599276723077	0.464935249364897	0.841267041582571	0.464586754620655	0.437670545036116	0.820188918973237	0.7116946967756	0.446116248600724	0.903458073611407	0.908596226014064	0.0581607198488068	0.917145665583161	0.809851759383249	-0.283808052153257	0.415162645891876	0.452872974761706	0.757584576827411	-0.0298806329920149	0.481235406590485	0.679600975590998	0.830553526399028	0.844860954059577	0.627414014831043	0.625297488012488	0.747265666467994	0.639575406518505	0.492010339996376	0.85430474909562	0.346291407603061	-0.0552184231954226	0.281560513219232	0.81838196546986	0.165535961482439	0.348936297091864	0.832160885843025
CD96	0.785613926524392	0.823725273604203	0.849513106039587	0.60878940716553	0.935917910020014	0.872954611567992	0.86966937546873	0.845472477030659	0.697702282528802	0.401546517323753	0.873255374812914	0.558515684229666	0.567549319326902	0.855061494898316	0.71140915958897	1	0.852724839087574	0.638740570011405	0.751191972597344	0.852653901688583	0.589651493577137	0.732976935389172	0.653964304381857	0.772219347262862	0.730259000469243	0.771049133686	0.618035518708566	0.592448253585865	0.917726501096216	0.200885116586733	0.870573631892804	0.713515703116925	0.547203546110999	0.573277738595983	0.44456904472469	0.694273224332363	0.649079984309244	0.871521215305343	0.437401125397952	0.75276212164806	0.643285358676476	0.14658078332797	0.760146764633021	0.574572836047276	-0.41798537696922	0.552844889335805	0.475058303065616	0.809141380671349	-0.213654372935024	0.405827048591436	0.787556036955571	0.560960648405188	0.51169460135353	0.81505466000034	0.656455910135107	0.648990551404868	0.514641470901941	0.208685661586324	0.785465153781514	0.308266746481106	-0.256614796602342	0.278217392454862	0.552431933972757	-0.0817256744913281	0.203561356798918	0.389014989791115
CD247	0.939456613345256	0.909092451162773	0.673529768071694	0.77123338307376	0.923170109396525	0.939290262407317	0.712682796483765	0.918987897378605	0.838273210511012	0.356884385066938	0.930226988239734	0.591037010180855	0.705455484040502	0.792396929022156	0.837773737546161	0.852724839087574	1	0.702450439142425	0.820692155785728	0.79437490766767	0.78307153004003	0.791781225888196	0.789425419998739	0.767440715305515	0.660396040102639	0.598779061562673	0.799202672264061	0.629262056720263	0.759801532178294	0.342872808080105	0.805456728884712	0.798117665350485	0.701856612439359	0.711755265201753	0.336750119648594	0.73244280803585	0.697785238855363	0.77315148461535	0.351758669038201	0.764181689978305	0.692999066043852	-0.00972639830605418	0.850971763541804	0.745724065988352	-0.437815300111589	0.516465186002221	0.294944529707315	0.746285344761997	-0.222961438512275	0.528753589474793	0.652986729247905	0.694729045019971	0.592955408828311	0.759145411073649	0.536093239302092	0.748146415299339	0.490146436341212	0.347751612527318	0.805893882218602	0.325394862408118	-0.239238795982026	0.325354001441072	0.70815531881751	-0.0560972482585336	0.226277870864537	0.520089914437775
CD47	0.745901784000384	0.782916623307109	0.593618584180763	0.829717410162633	0.764927626432376	0.74585629030818	0.342100363267938	0.768529084788031	0.887305742426691	0.762176915160889	0.799764978330005	0.807311149300881	0.925959903097861	0.558595216404194	0.850110976434351	0.638740570011405	0.702450439142425	1	0.794905038516222	0.458488652934984	0.46365558315914	0.363598266189203	0.758720710538205	0.349514614377607	0.840692493265243	0.336494662610408	0.607301799467586	0.761738322869838	0.563079129023993	0.508421364337936	0.618212971910269	0.5429666740913	0.401626679440113	0.843008264129697	0.58351528541657	0.470222941307311	0.897125471833046	0.640817860014531	0.571334452774222	0.86860942799098	0.876368109010723	0.41571832351878	0.815303220346829	0.789578482613257	0.0431729186752949	0.513588890171564	0.683418991923142	0.693438554903174	0.347113058851046	0.553873645815567	0.708486524425648	0.934069997577189	0.824677991251565	0.579149144053775	0.613224770021999	0.696600203356925	0.820616533906111	0.746295890531642	0.747197702128016	0.690754807456525	0.300063218815717	0.610691454544221	0.77521448984021	0.465831798754565	0.660145586150034	0.767680889169197
TNFRSF14	0.843292856242914	0.81092001450219	0.735934477952867	0.866954535478241	0.878548422521597	0.88524469670312	0.550018449860747	0.913918373445478	0.878894249011171	0.481057665292275	0.879975266577677	0.787667581905618	0.782056408012544	0.80920997025405	0.801448795321769	0.751191972597344	0.820692155785728	0.794905038516222	1	0.616219620193813	0.488345029042673	0.562296871613842	0.879653265429794	0.639699601850876	0.808523608621642	0.552051352578227	0.697819034546445	0.731815863930911	0.75470015322165	0.548153515322235	0.702488623646761	0.592386916078225	0.604237482265485	0.817987027135796	0.652050469647734	0.494023709424123	0.817963600029432	0.766958357641716	0.352139340174305	0.866797299409604	0.820801692557136	0.051214286842779	0.821417217124394	0.804231200693116	-0.303540356185271	0.44847374411888	0.484845356523936	0.820239273781628	-0.0371626986184942	0.470998930531401	0.789403528384646	0.78793917689987	0.794587636072275	0.746063486059065	0.630927250221622	0.725362376752968	0.673955467017374	0.454521301324172	0.833746117250729	0.405500867456468	0.0325079743754348	0.463645137225229	0.855358238280851	0.0811746944384054	0.317793626181537	0.654572840689056
LAG3	0.758004757504502	0.73993425096793	0.5850922047156	0.426386466305953	0.790419947060131	0.743208564131358	0.859067984740265	0.767757546541837	0.529402720808716	0.118321291094375	0.696117819328026	0.235177086087223	0.392103808361012	0.766385498609317	0.524406692529279	0.852653901688583	0.79437490766767	0.458488652934984	0.616219620193813	1	0.644357830294158	0.774529200917333	0.5430498399044	0.80436435870573	0.488805656455645	0.755135327407243	0.715665024676369	0.359647966435355	0.753499429939964	0.191596021048329	0.850429864036876	0.747138526919602	0.561365751451805	0.388820162775727	0.242926085271924	0.705570494359149	0.377628699468554	0.687882747409454	0.251882217126466	0.481396347747206	0.398397459722408	-0.00136720638650719	0.600743122036779	0.432048274338298	-0.480730244460921	0.617600894907379	0.143780703348679	0.518207442988972	-0.368771668752118	0.288908036156236	0.509190473596737	0.389481792211027	0.211265146514672	0.676073748885698	0.334733577277694	0.524644654939742	0.250821065130196	0.104840886539338	0.5192318088844	0.192112532698285	-0.363423325086727	0.306672577708683	0.426594261801546	-0.245573692548689	0.0144971980997645	0.127792697593772
PDCD1	0.818647814916431	0.79032192860145	0.265533381818204	0.60202825550918	0.660063937025046	0.625322091680257	0.497828166330465	0.682145291826905	0.599727841651049	0.0501538424978892	0.626868574448631	0.26879702344005	0.52425491412135	0.460615564484522	0.619013307223393	0.589651493577137	0.78307153004003	0.46365558315914	0.488345029042673	0.644357830294158	1	0.724678236520826	0.594990345141229	0.560685411491785	0.336779146775368	0.312479605794117	0.67507507666401	0.317271542482791	0.405790628749418	0.310918349234897	0.678849544803419	0.612129312245885	0.601757010977759	0.421772810780627	0.0262949145168023	0.617072909332298	0.371956869955713	0.45406285447542	0.10032775213573	0.439848922368564	0.432122725261414	-0.172692185069326	0.575842914274383	0.409118718904071	-0.420334420838676	0.454750091197678	-0.00785006785244381	0.357619805368939	-0.322278207767145	0.382119504380226	0.311127409639527	0.487144662655784	0.267344213330149	0.434333278293516	0.163623540592069	0.632903513795183	0.12904620050056	0.269883170625853	0.46562852058224	0.180711161642696	-0.32294568102551	0.277490818220603	0.50062298773072	-0.187857002596927	0.0709948642726046	0.274168222169435
CD8A	0.759070078178892	0.671700641357662	0.576678776738019	0.442779979814041	0.726756787962048	0.742337354933422	0.855206168556154	0.715771243273839	0.456766015032009	0.0724972836544495	0.656724862724167	0.291452206907025	0.313118325646939	0.735916809054858	0.478563975453755	0.732976935389172	0.791781225888196	0.363598266189203	0.562296871613842	0.774529200917333	0.724678236520826	1	0.538901754844522	0.904504181565389	0.436164226638794	0.582695706234083	0.573733494275296	0.486212436597792	0.681714657935204	0.115718280796797	0.648118437741322	0.707119789744767	0.854061857727163	0.375502346984445	0.123855938748157	0.781972326093847	0.349850389325589	0.685241018064886	0.247428944334669	0.425447872780017	0.266692377018718	-0.0607502651473734	0.475606352509967	0.423181213070808	-0.462232392045228	0.404455056211814	0.17427476553534	0.587096173143786	-0.332754103436954	0.452835548531906	0.529825786749933	0.329838607740759	0.195046792996512	0.731225626681673	0.322012584693868	0.466916826339601	0.164343365691159	0.038222059153127	0.516156150674893	0.172486855863667	-0.363452762493427	0.166464262335391	0.415543877312695	-0.211626798274237	0.0656142084565734	0.126687974179794
S1PR4	0.872052101355711	0.826334614404402	0.586978290066735	0.934116687903574	0.832114344985042	0.794550278007916	0.41517635398723	0.855175904266064	0.89535991802539	0.397238446854429	0.836138654302054	0.788648438804547	0.824686499033282	0.661203444657654	0.790835870200144	0.653964304381857	0.789425419998739	0.758720710538205	0.879653265429794	0.5430498399044	0.594990345141229	0.538901754844522	1	0.57326781951456	0.765395930671286	0.40842193806711	0.613185203263503	0.702191591755958	0.615045350284742	0.600061317196225	0.640664205085303	0.511496977343288	0.676697666966864	0.822367092764195	0.523296429527333	0.552633406176648	0.784217464022926	0.722758045237628	0.172368224173702	0.812940346266476	0.799815491960764	-0.0391163692069943	0.801533695226438	0.739600532489434	-0.315763880736395	0.35687956234343	0.378574610977949	0.71147855079165	-0.0413998508751089	0.474985804847693	0.7074985420475	0.813735336380003	0.784063041893555	0.692317889079556	0.461734216422967	0.886915782864858	0.610819070368618	0.549527218264494	0.766931670800481	0.423261237523187	0.0323917227713636	0.522441606584928	0.847025831094687	0.0850866576878287	0.32392342994275	0.677007032508787
CD8B	0.68570237686433	0.579257535662259	0.69926331946726	0.425427668809496	0.75506740096121	0.766042335440013	0.896428040105304	0.714030930324702	0.457706272798018	0.140665368532114	0.680000616443092	0.294217698891681	0.27560478017953	0.798211661149844	0.439001009554671	0.772219347262862	0.767440715305515	0.349514614377607	0.639699601850876	0.80436435870573	0.560685411491785	0.904504181565389	0.57326781951456	1	0.476722617148241	0.709167593859529	0.514341020318924	0.521395784063622	0.77354470605559	0.0726388821030906	0.658123499216217	0.739829538180947	0.794871848862916	0.440144714867044	0.238489562390002	0.715353870459145	0.384679203275486	0.781352027596956	0.216646333238391	0.438920959316159	0.267023857083056	-0.0074735504896127	0.482115330772346	0.497611424303241	-0.423222235135036	0.378173811845177	0.209319484621482	0.664263096784504	-0.292837153329855	0.412744825510874	0.579276733155915	0.312382203022189	0.216712730233531	0.785939364323407	0.423091401780271	0.454299153075421	0.251231810906357	0.0287210714453655	0.560351149916661	0.171991586339179	-0.297822754153585	0.201312207425518	0.411125889006833	-0.172763958868218	0.0739365427264346	0.0789325984852663
