""	PTPRZ1	SDC2	SDC3	NRCAM	EGFR	PTPRS	RPSA	NLGN1	NLGN3	FZD3	FGFR1	DDR1	PTPRA	ADORA1	CDH2	LRP1	TSPAN12	SLC16A1	NRXN1	FGFR3	TNFRSF12A	NCL	NOTCH2	LRP6	APLP1	GPC1	NRP2	NRXN2	NCSTN	PTPRF	ITGA7	NOTCH3	ITGA2	DAG1	LIFR	CAV1	EPHB4	AQP1	LRP10	APLP2	NEO1	NCAM2	MCAM	FZD6	PTK7	ROBO2	ADAM23	RAMP1	CSPG4	MYLK	FGFRL1	TFRC	TRAF2	LRP4	CD63	NOTCH1	ROBO3	PTPRK	MCFD2	CD99L2	PLSCR4	PILRB	EPHB2	NOTCH4	LRRN3	EPHB3	BMPR1B	ADCYAP1R1	TFR2	PLXNB2	CD44	ADGRL1	LSR	TMEM67	CDH11	NETO2	CHL1	ADAM22	STX4	PLXNA2	DCBLD2	NECTIN1	BCAM	KCNN4	CD47	ITGA6	PLXNA3	FZD5	PLXNA1	IGF1R	BMPR2	ITGAV	F3	SORT1	DIP2A	TNFRSF11B	CD46	CADM1	NRP1	LDLR	TNFRSF19	THY1	ACVR2A	RAMP2	BMPR1A	ACVR2B	CD81	MTTP	ERBB4	ANTXR1	INSR	ACVR1B	CNR1	FZD8	EDNRB	ITGB5	ITGB1	GPR37	GPR37L1	SIRPA	LRP8	SMAD3	ACTR2	NECTIN2	LRP5	RACK1	SCARB1	LAMP1	ATP5F1B	AMFR	TSPAN5	SLC16A7	RXRA	VASN	JMJD6	ITGB8	ERAP1	SMAP1	ABCA1	F2R	TRADD	PTPRJ	TNFRSF14	CANX	TNFRSF1A	SORL1	GPNMB	LPP	CD74	TSPAN14	C1QBP
DCBLD2	0.872287523353323	0.857109614709505	0.858857940670025	0.934824095963885	0.858450979467994	0.846677060303004	0.787036137840951	0.924234594809679	0.769284465471391	0.911193376221089	0.944077445640099	0.883245096973427	0.94286459764854	0.854612684951303	0.903748851087848	0.879946254099601	0.867716269761527	0.844180888871203	0.832726447451533	0.866270321736785	0.855213994727903	0.929714702231536	0.915908096044923	0.926820479533398	0.870315317670413	0.875013131466854	0.890417428360933	0.884632793142387	0.90785372257365	0.812329362092562	0.908508221831045	0.82702118346188	0.918977327807162	0.891083636662412	0.913089797570616	0.746436312496408	0.899692051216131	0.828625572454221	0.929469711418077	0.889174731631719	0.915256585458024	0.872758317731779	0.899890266233438	0.941528310913208	0.833677537467385	0.885554012439502	0.871054293610826	0.856996713408615	0.728232249707267	0.852005715113818	0.92561372889976	0.887396131835861	0.868551941751307	0.616156060074597	0.885144996979884	0.8769230087913	0.852053498640461	0.858959094747996	0.93965570453746	0.87589948942253	0.847996124095529	0.8715323567795	0.823874117627291	0.864163288661873	0.840588330295059	0.819957985287037	0.908227304226983	0.743742142545317	0.896792870491625	0.919316384999122	0.868402368398914	0.867963309630537	0.844821607536035	0.895841819758474	0.867726345336768	0.84424553869535	0.892338412358357	0.87874624655167	0.898687182682167	0.86076901585984	1	0.782351730003905	0.863992391032712	0.821023835236176	0.918170377537967	0.890487969691525	0.82789173970377	0.933493424925345	0.846080293243471	0.703254414935069	0.90533814716163	0.928282259981654	0.904707139489447	0.883490652124367	0.895231715118988	0.885512869618335	0.895686289066854	0.903882031201644	0.920495771993496	0.731722391315087	0.887632644973031	0.842533053569562	0.845524543087334	0.810086735504079	0.90203008611305	0.764621577911552	0.910422662757014	0.892363196794237	0.889543844439647	0.850387035894321	0.535681989008157	0.822799984561953	0.866395241995755	0.844716206532306	0.887523100646831	0.85502546443171	0.944987685104085	0.873705233521059	0.825242975553969	0.869027307009714	0.873471646870199	0.855658366256725	0.921608881266053	0.88208498763753	0.857170144362375	0.832577094744036	0.84460567045332	0.925140486627164	0.834583784468907	0.908994558810973	0.911315946064398	0.884225755449558	0.809029666372975	0.625052499102748	0.883532848270922	0.936301722811194	0.8278297516928	0.920267180992942	0.609151617901911	0.820881022142035	0.843582753294994	0.734154371488172	0.810430280556921	0.917735358326731	0.935347936071681	0.6901671950584	0.532469611152961	0.92254836121793	0.367620786328309	0.85284831532245	0.844371143323776
NECTIN1	0.728614741966764	0.876468080259182	0.845503863752303	0.817870316389498	0.778227218923877	0.695286037010999	0.711189832289056	0.791811179609392	0.800282513220404	0.891096019201553	0.883090435883809	0.871060294010105	0.841348136171349	0.725942306378818	0.895327652373232	0.845654858780547	0.849673002431233	0.732070939480276	0.711997414909672	0.826862211268987	0.746898994922817	0.844073736434548	0.84768337048295	0.819260736738921	0.847465816478185	0.754152283709946	0.846847634885309	0.77731054867305	0.891588797116447	0.697411076522396	0.882654434137519	0.786275001977835	0.814312019557328	0.858132233107553	0.831320783916405	0.589257176031376	0.811151257399633	0.803165532423189	0.867840448745132	0.924147654534681	0.84689092884916	0.664482106708342	0.837025611965185	0.806698777672752	0.73441313910334	0.762885752097449	0.652390947571506	0.753523907975001	0.487440174447489	0.870023483274997	0.862784257284412	0.81303286414636	0.713299771772112	0.5457877856379	0.818117653272112	0.868055337742129	0.745493533166496	0.635990615771683	0.834567759197314	0.875767509689976	0.797372517538427	0.740939713213934	0.868665105418643	0.704220191223996	0.875911309185069	0.809443485099456	0.682367833068329	0.763789812646124	0.780659001220234	0.83078547453356	0.835382978143123	0.864489401186508	0.695678106490277	0.733071275362213	0.830600457789129	0.744012319414318	0.723357605589476	0.839388190566765	0.686488936781945	0.793241483059874	0.782351730003905	1	0.753215946392002	0.836292478463626	0.842010913605087	0.803239868888946	0.823974244895487	0.810667196077643	0.80032144151562	0.68799874799958	0.843482540881237	0.864373156701807	0.73011656328975	0.792245939031417	0.828481196805054	0.825423958782632	0.640332794156532	0.881736948289748	0.80934741238488	0.857473180120321	0.78509724189533	0.854952189133469	0.736200713564705	0.737822639180155	0.846863264133143	0.624495728863165	0.811697915751728	0.840808556055415	0.816572039687002	0.852538050562096	0.384554636433636	0.809934084295323	0.828746633630339	0.709980059413574	0.836166257867679	0.859694746187231	0.849749942937957	0.876111210552399	0.736733687563083	0.84031289774401	0.813673038553499	0.834578806249766	0.778064639769371	0.809218452980091	0.812719135780678	0.691365557882096	0.811184588239472	0.833233865693857	0.713831414526502	0.853873577279023	0.880208308959283	0.861515747837799	0.641366156547344	0.562204561005953	0.743930679800328	0.859770095098588	0.650144776892742	0.796168853572796	0.426527210480962	0.833746963713125	0.681462270312313	0.833371738746197	0.614644331029013	0.89599934233927	0.797170171586901	0.653104232288906	0.448465023941793	0.839267108227832	0.235784525954772	0.746573466169188	0.701891081673921
BCAM	0.78190180775004	0.814807188623142	0.817184958131344	0.870246512223052	0.776272569435156	0.817121949297723	0.77737713852174	0.805841276363903	0.763217688293918	0.843364830566108	0.886787584709026	0.845156639405951	0.869442221617513	0.790308259944864	0.841067284560958	0.817125360341085	0.817375961960312	0.761356367900812	0.740529912216475	0.809287235577276	0.766292285967139	0.866846825384254	0.859649790817304	0.861636848171049	0.861889068666449	0.846671288769753	0.840640123647251	0.817153313091641	0.867876937771939	0.740472620635649	0.817318757050269	0.766109241773328	0.874544487725806	0.835710874587308	0.85193145001292	0.693772108008407	0.842721928982182	0.791084850308236	0.88545808475229	0.853727260743402	0.840581481810931	0.765508155826963	0.893723744642865	0.875344249201654	0.769641291801403	0.770899081589802	0.763556564043422	0.845354854354612	0.616991144419024	0.826824528078784	0.867434409152877	0.81168795786862	0.801240928139258	0.533355944203334	0.849587812802103	0.832652128339437	0.831131820418639	0.775954011406673	0.8919226810286	0.865692350075882	0.801139343570635	0.783499994463904	0.810885258202804	0.832067069375648	0.761576828427742	0.765740026172606	0.832802561799397	0.694908789248594	0.837411747761407	0.877598016287982	0.788928526996993	0.817789487329323	0.809064484851821	0.850238704615179	0.836128519654169	0.790471412558433	0.827717840050428	0.800766104096024	0.841886978935381	0.822923426975021	0.863992391032712	0.753215946392002	1	0.758597790754994	0.87594889373612	0.865121714405789	0.801208514156969	0.870208398992137	0.799376839779103	0.648461904124882	0.875227813811954	0.866494746214153	0.820299897030225	0.859057202003204	0.814256679128308	0.828077544260954	0.799784776299795	0.866654765065995	0.855864943508198	0.690868979785222	0.809119737780414	0.836959106733387	0.816724138365512	0.820839784377777	0.828699695304198	0.706750824000462	0.885849229678131	0.833191546333181	0.797433784043603	0.806849557696018	0.534076877400035	0.746505832229192	0.77901227923547	0.784696916516803	0.836289916265951	0.828429076707942	0.909433139269639	0.833146881155107	0.758606846076201	0.787585985951657	0.798512429664052	0.789305283270495	0.873339270913503	0.864591362897719	0.790128439448964	0.791563964505192	0.805255735935959	0.890569224185102	0.817291318989975	0.868333152814003	0.853312940057092	0.82368031173962	0.765239439620093	0.715077889805698	0.81914943517098	0.869956235825744	0.728213892311789	0.850291889177576	0.557404445081176	0.800132588678879	0.80692209249674	0.659052059019317	0.738636512486246	0.8702832414879	0.885395230645741	0.652586748187905	0.468715776025186	0.856733413397295	0.340351255358609	0.787987297102845	0.797948401435683
KCNN4	0.84633326154776	0.80624212659543	0.871411012510054	0.787386240760383	0.896318021257492	0.755627952199285	0.84481819723026	0.832105885608284	0.881152294966184	0.915490759618775	0.8571875664571	0.905695595496561	0.891104899577293	0.824460942824789	0.919124727887198	0.876325558000333	0.925809892563934	0.779475323121721	0.823800312235486	0.847807569107845	0.781947651195218	0.894027496164263	0.854243307843324	0.826428770909787	0.821266649801951	0.805167531185079	0.862920147688582	0.830102015784048	0.865679483705726	0.70742956629214	0.866379174170454	0.821817939966353	0.771917414615717	0.905689555772405	0.862460805963375	0.591464060231188	0.87648486317865	0.700090701959978	0.869893755130438	0.869109752858338	0.83361582411653	0.78362570074333	0.816271201651009	0.793890085571418	0.773037457520073	0.830024202836829	0.714716049020732	0.837049093927198	0.665352288097017	0.77860003430402	0.872778631652604	0.875978911587644	0.817387341396793	0.590549560854815	0.90833419565824	0.87582270080308	0.83394103065497	0.672768281323678	0.862593127943255	0.819809655509708	0.789373007547163	0.734098027786095	0.837529471758245	0.771929097435929	0.856872064407633	0.842503944936647	0.756446573226975	0.830950330511786	0.846865757620742	0.788617964152246	0.724379976329328	0.877621148750784	0.766693103092118	0.7839468662393	0.826928883523944	0.832554815369866	0.796238680693857	0.835035268944296	0.819729487408896	0.743360347679959	0.821023835236176	0.836292478463626	0.758597790754994	1	0.8457026235798	0.794404611797594	0.821159227058683	0.859684990236293	0.8057030272685	0.654962789374231	0.833741862357756	0.868858517390714	0.837513100953445	0.745332111558763	0.831428811208894	0.929952508694817	0.739184410876736	0.863583507040131	0.771641665358907	0.809929882888678	0.855714995122217	0.867565320102953	0.753471483597589	0.857075177982391	0.869926475263232	0.649230601452419	0.885347603552709	0.877185226497414	0.84999511183808	0.869345988052947	0.367450642068447	0.829439091998229	0.794063196229837	0.704362859994577	0.908739437134285	0.807511315769484	0.866530196246212	0.8548744825233	0.886145799269361	0.816280191004678	0.87215906307993	0.862045873236032	0.838468791153877	0.815264287304318	0.851931071910413	0.853297205729674	0.842319321055768	0.858921028804298	0.831807323615824	0.876452118146764	0.886066343881366	0.862648261210218	0.748635474205713	0.482424049958352	0.852600787291144	0.885332854257059	0.697912283341388	0.897793111845743	0.400179640174452	0.801892048713214	0.784463258451446	0.776203301172861	0.670226201613108	0.88218949374863	0.882542053036158	0.606610765669626	0.333815021103215	0.80619128003157	0.241731311257587	0.789808144410654	0.855155243807998
CD47	0.811570526441748	0.890130959081611	0.887550836580088	0.917235963175798	0.833285914805851	0.77852943058002	0.876188536334129	0.86945407163938	0.815604033417447	0.914161887122825	0.95322164059911	0.904257931245868	0.935789084113308	0.86303477781606	0.919255834954663	0.846141296123351	0.883185479693599	0.791724413647982	0.734991617311561	0.88812974426563	0.827565813362047	0.949210771186231	0.916330407512414	0.884067234161614	0.956112803048616	0.907556598161794	0.913234326924956	0.837390533566903	0.933646597944408	0.756844391983639	0.905160247363065	0.801499042827973	0.945765592593924	0.89827324861016	0.900690706113518	0.770437886777698	0.914617293158105	0.824001851515516	0.951929090377156	0.917644131651571	0.913026696837585	0.787114228252626	0.917080536179707	0.935160820845717	0.831059515620432	0.790193004095327	0.799938619004672	0.941269106588375	0.611350303188046	0.89733441609495	0.928673636805152	0.840001138863899	0.906625899476481	0.519229719750929	0.943205980185825	0.883893890211902	0.91519930069935	0.760361045436039	0.975845933214999	0.917218853972942	0.806520949936793	0.821934346018047	0.874538560203116	0.828857616785745	0.828049179018438	0.835118944434186	0.850977508969539	0.752335189187355	0.896669846200997	0.917015802130389	0.862769493009139	0.906391332124811	0.895281599049387	0.880567533707433	0.872770767979693	0.878244273731835	0.871410598799285	0.857689503424554	0.907508347526415	0.810705769397231	0.918170377537967	0.842010913605087	0.87594889373612	0.8457026235798	1	0.922456922850562	0.833320422559154	0.905080730368555	0.836298566901151	0.629139992112232	0.891736013641357	0.921872603745908	0.867235616854443	0.919855170923192	0.845872852372911	0.899779472417055	0.800845008345337	0.969316622302029	0.924575853927284	0.756615179038174	0.877371935858842	0.930033207232703	0.803103888185614	0.868607957750156	0.88363489909336	0.661362488868692	0.963663319709898	0.926570308593882	0.89048473237044	0.843397746474426	0.40160064515067	0.781879511391574	0.835234864004271	0.84097845285908	0.917435648117865	0.861554030447163	0.956684668066532	0.906665760539433	0.807917761021954	0.836386532526173	0.883761277178372	0.847941779054422	0.927671626415208	0.879761853483451	0.862643596068815	0.864993933989645	0.847553269393489	0.951736928902595	0.898594684557352	0.945538139251857	0.962698316534748	0.878946680098659	0.744097137132611	0.758124979703915	0.907679415082697	0.930952943680565	0.755962849297082	0.934567646231386	0.477357519402716	0.816256948396826	0.908843462231273	0.713306691103579	0.768737890363503	0.91795486607952	0.941956079886549	0.663550671254887	0.409743102493874	0.90102404229769	0.273234604704432	0.825050624924481	0.896315046105172
ITGA6	0.854125567808808	0.819537463873431	0.879316607513101	0.917139087523384	0.802688243864004	0.778490348834394	0.739281954965846	0.857163224702748	0.785338930804184	0.869815042941127	0.920883142510734	0.897132084577835	0.905190377566739	0.86588494369072	0.873716303175171	0.845519945347851	0.853157672601406	0.725528110858571	0.762939853615588	0.879744744823416	0.745652173203643	0.876798764169771	0.887023522964846	0.869643884131298	0.891284556388167	0.879582537975714	0.901434174882678	0.837162687665697	0.863773066937134	0.72522173979254	0.897804343134942	0.7362223277375	0.904935730889946	0.869557885099167	0.913070134949411	0.650951406616907	0.87750064008015	0.818498949203594	0.911860955356044	0.887473317841431	0.89193280876218	0.788920910430483	0.888176687625738	0.905837822722925	0.787865647770331	0.804291106925556	0.86193195929359	0.888680761193074	0.6066769671513	0.884397057669187	0.906773832222251	0.790880290397505	0.858485755699891	0.462974188536794	0.870797339090123	0.862339409410886	0.898825464623905	0.80114923595163	0.908170863398774	0.89447656025768	0.839986538367131	0.788789785595376	0.867735786725386	0.836578801618236	0.79831863818367	0.78458159919877	0.846421615749394	0.791712803434724	0.842763499216891	0.883702972583517	0.868433733949144	0.832146700422336	0.778010788290771	0.848316855871991	0.811472350907977	0.831584927489747	0.898553107628539	0.827055666514722	0.833687376087974	0.834680886014601	0.890487969691525	0.803239868888946	0.865121714405789	0.794404611797594	0.922456922850562	1	0.767840695419474	0.89256115343833	0.843666399605153	0.631863128500794	0.878208271505774	0.925309255694356	0.887105236799999	0.890676451864157	0.829799449930733	0.856536638316069	0.844468513609973	0.925360497461608	0.914994929278589	0.761137147709304	0.846674875164547	0.890940595446808	0.749940943400737	0.801979065626276	0.879808873162811	0.668696660400884	0.908661601603289	0.891368167020057	0.89050470908374	0.784650411064956	0.514786676476492	0.746391145380511	0.793438171268185	0.799427631616204	0.860841786024143	0.870407955402257	0.91789528789483	0.905855478648257	0.815633311828575	0.80408958940587	0.846158115543634	0.831770532082517	0.873042180141032	0.838673667186232	0.773748497881107	0.74882144391877	0.782963888787291	0.920553548120528	0.80069169523336	0.893495469882587	0.8932674795812	0.852320837498605	0.729167433931726	0.691630218911231	0.831393422562851	0.898849082198506	0.810339730694419	0.862781333713543	0.464286344085055	0.836167575009254	0.789865708092314	0.761809945780976	0.794766115589851	0.886908200132369	0.914811212960836	0.710903338998437	0.416593755232149	0.883093740213169	0.333773459986619	0.79824432782375	0.806218358850617
PLXNA3	0.75484216146269	0.888766284961557	0.815697441494721	0.813516367005258	0.85624308743137	0.780276520554189	0.729507262198274	0.830059690574093	0.779576956081537	0.913182617859693	0.880015336704229	0.860533858291099	0.877952134119347	0.671320787678472	0.920517074369297	0.906694141752902	0.849026909311354	0.901272822008918	0.793712693552411	0.789572324165349	0.784082703778279	0.84705207562083	0.91891842905242	0.900565979586675	0.788516185399839	0.800093619263399	0.870444086514745	0.798460881768496	0.907681337398523	0.868513129206305	0.841753780096726	0.895844932124998	0.8459283407079	0.896407936683132	0.836136086137164	0.687182417544705	0.858724999535822	0.835993441862362	0.897460643583075	0.885695717206265	0.867749229645365	0.68270753254371	0.84162650570755	0.867370489803308	0.818913515116284	0.788935296369789	0.647148855376952	0.706434782284771	0.549479185908058	0.783048937427641	0.859527306569781	0.91644322682493	0.688457812471762	0.758810897499576	0.793496578029184	0.908038526762951	0.730216882086359	0.78025424426695	0.84617791932744	0.864262771907093	0.825216973466012	0.840506247677545	0.807331660212511	0.827397447432587	0.840451791389942	0.790855377033684	0.774905578954754	0.706224660681892	0.845478195874699	0.886331378739415	0.780997882296382	0.879342409868857	0.716173397946931	0.856211723137647	0.871742620579348	0.716850999174883	0.732518000123907	0.84622069638444	0.762700782932291	0.857650058794553	0.82789173970377	0.823974244895487	0.801208514156969	0.821159227058683	0.833320422559154	0.767840695419474	1	0.885724902897017	0.859652655750968	0.845807212117156	0.927861696308555	0.868105980211844	0.744758907441599	0.751178269035316	0.899708556015547	0.883177594994688	0.765293985670342	0.850225135296329	0.856216816930769	0.850599761666658	0.849623867133568	0.740147504823367	0.894527716858696	0.74733133094524	0.837794205676391	0.787655666504033	0.809727996927376	0.885055272227241	0.822804473877795	0.923984240178163	0.532982006549227	0.887716165844203	0.874357871550504	0.826796381320398	0.882187888077124	0.780308987133028	0.874378332806989	0.850239135805472	0.701049133720293	0.927747378581393	0.793698728197281	0.857146950963509	0.813959014619884	0.857797662779431	0.886010742176696	0.78464061515068	0.911325372120682	0.822553250795149	0.702250124736285	0.890583639542479	0.873927666122639	0.889469575857219	0.80094184239308	0.559604140504991	0.816632170324434	0.88706694795695	0.735312839917119	0.818803355954243	0.712056746953423	0.835231733541852	0.727005962207279	0.757023885893114	0.653907219112553	0.896444719895793	0.860624941689233	0.665104691237469	0.626170275466827	0.887224406121487	0.311666544327084	0.79082452372958	0.697177172181972
FZD5	0.90966771885001	0.871508237287475	0.91894682272133	0.938651242733829	0.932530488434189	0.874431580402965	0.786651585416212	0.947305243386273	0.860120508754049	0.95970125469206	0.939857021478301	0.933854668421836	0.963061105023445	0.852593062080706	0.954932690496105	0.937405043511164	0.920092360706522	0.868725790025324	0.882150261827086	0.886460392364658	0.815860340911463	0.924523513314394	0.946238805853883	0.963061984430951	0.856651692616357	0.870059806090917	0.929990766605495	0.917910976348858	0.9317737050779	0.818616699941758	0.913307608894715	0.858931512250699	0.915582296389012	0.947348784710356	0.949689915072203	0.675381084664315	0.929519632312069	0.822102491899756	0.948469919907545	0.918288612542848	0.93437669809275	0.870916494619315	0.904903540186733	0.937293366442619	0.847930143637915	0.916225630404469	0.857955753308636	0.850901125734115	0.710142110440486	0.837841294799017	0.934956845959303	0.92147012898499	0.829978177156046	0.666842607767224	0.890691177452807	0.945080855343832	0.874390402108088	0.862070128581677	0.926975278496737	0.912391323469513	0.883452911286628	0.891075327512398	0.833541106807262	0.891397274932928	0.90240915357963	0.857943749474598	0.903359452571681	0.796079233197879	0.880086443402979	0.925151136108841	0.843843940725496	0.877043680871131	0.823592471007613	0.946950504621688	0.903531466675769	0.816649869536971	0.916486081794858	0.915909350694527	0.878434291732173	0.863693167515022	0.933493424925345	0.810667196077643	0.870208398992137	0.859684990236293	0.905080730368555	0.89256115343833	0.885724902897017	1	0.873626719224176	0.755517821277703	0.942432504514267	0.953599864123208	0.922717426335749	0.885996583480143	0.933128527988517	0.938145318120342	0.898171048199737	0.925021797052776	0.917314462893937	0.836561945681785	0.942442482056874	0.847157006501884	0.881793152219868	0.818421118261725	0.940940165826921	0.813605812906782	0.913629631984584	0.941173267754427	0.928624227098667	0.908705839527085	0.506805933123121	0.888753508144289	0.886208904964123	0.849384297539278	0.93383030365094	0.845605961305129	0.936934760377954	0.916527177332569	0.864609693335412	0.908185388691378	0.873174835855055	0.902982480558136	0.912486505291353	0.89342955161179	0.878099045363321	0.844473661104787	0.882797813717199	0.921473255934525	0.826279513489466	0.938272521144145	0.934909139144369	0.904250544954907	0.851582182153407	0.621285498815639	0.900350234508665	0.971415688332317	0.868257704247388	0.920585058511757	0.612690551962461	0.853424783056323	0.80979130177666	0.777408464826177	0.790566016837851	0.95103916921836	0.962084247433148	0.690568749251839	0.518204082605408	0.931981484821666	0.345483036064554	0.861812609836501	0.825980777941471
PLXNA1	0.831065963336411	0.812087857182237	0.86960553533753	0.847159033001571	0.841058837101978	0.766812825560265	0.710170397193275	0.828808497541882	0.799789552683377	0.878345211254747	0.87564831278622	0.891979103750428	0.8806150957596	0.793621833218895	0.892666532402402	0.889915593748304	0.860341376489861	0.793950997274657	0.788220674536335	0.852279708013574	0.761386560570526	0.842253716789759	0.863508110660496	0.859022355866553	0.83001585256817	0.854511759631014	0.887535458225523	0.813912182709268	0.874595387616422	0.791881676146876	0.873375856668293	0.811009058689798	0.827703522290681	0.891640654425192	0.867080473111301	0.62236009393678	0.879673032476713	0.792371930439976	0.887211395310637	0.870624635611556	0.885734968485916	0.742440088833252	0.862209176223791	0.855701990886971	0.818992506959016	0.821539015545438	0.769319837951682	0.776886890242089	0.6200157229272	0.797828604638844	0.874216352712019	0.87306498016309	0.773676655587862	0.62406934413395	0.825442119001652	0.863389573702143	0.805181447389736	0.754497557051897	0.851818777688223	0.851142325923334	0.824684894874767	0.78737289798285	0.872142736507421	0.834397843494178	0.819042174439688	0.79743487114821	0.779829529609997	0.781335037695553	0.852877753322405	0.876088755480431	0.794996706294507	0.87315105190802	0.697954170566268	0.817786668289949	0.817580630933759	0.811461858571112	0.817367580016676	0.853258938957	0.785948642784246	0.837295080698497	0.846080293243471	0.80032144151562	0.799376839779103	0.8057030272685	0.836298566901151	0.843666399605153	0.859652655750968	0.873626719224176	1	0.720647270929919	0.881520322439563	0.887051529909066	0.821975646545156	0.783397886370879	0.853178576725519	0.856686086878719	0.802046048154681	0.853990672992982	0.864825150699565	0.795633837629824	0.833150815660913	0.805244529576896	0.778789972006585	0.773467796733902	0.847070679881046	0.740762958847526	0.837678246932168	0.872030789244947	0.841167270961286	0.834891098274224	0.552304230086016	0.818376200581248	0.815817909179163	0.779554016400788	0.869410655432242	0.83087207555429	0.890023047753934	0.860313525930748	0.802672359093342	0.866486297377309	0.834798808005959	0.847056006910133	0.830500569423385	0.817571570663796	0.847136395917722	0.732172662819823	0.844298285446197	0.855688491565319	0.742140344517361	0.901288061479801	0.855849672089408	0.852728523238887	0.772363857067379	0.545249124052299	0.805760382543308	0.872510640449229	0.7617537948672	0.830964823834103	0.549897659682456	0.807099547235371	0.706353804636881	0.777692693160216	0.729256487300937	0.887428034381869	0.877622685907619	0.692370011617526	0.538796400174756	0.862605431470549	0.32592306773461	0.807947087952583	0.754664926010934
IGF1R	0.62408019032767	0.801551971841767	0.618806012130362	0.676845842214385	0.732235905947004	0.668756144111452	0.529235136018958	0.708232725574346	0.586216779631409	0.762964669960109	0.733752128726275	0.691765994731776	0.707293579431418	0.486748660232165	0.760104624852119	0.811121540355321	0.696766382130228	0.841281769298308	0.743644139384544	0.60576679560447	0.709587243218791	0.69082887884788	0.757380174820903	0.771951992466644	0.558404420658224	0.639290386075417	0.699179121736009	0.667717332239575	0.719998993069914	0.840997877362901	0.69493980038029	0.831905106150039	0.698139766387079	0.730890303136267	0.688643814854343	0.60288431151195	0.709174953602909	0.811840808496124	0.721360885247968	0.742048032777324	0.734834937868473	0.578359662626513	0.679354681769917	0.717275237090667	0.701141665785735	0.686604841884198	0.54208893057364	0.464092230203577	0.39001668964255	0.693860031725833	0.708412762261237	0.826463723923958	0.507407776325828	0.842235846757222	0.59338575048665	0.758276429604609	0.537974042046982	0.736660792810208	0.652243653935344	0.710718229234456	0.793523675955372	0.675316709469368	0.62570434770814	0.713256380617414	0.726973686245776	0.624753757374043	0.636202747912267	0.652989748559442	0.678500680006589	0.739679375634718	0.73396040432735	0.68253517301221	0.517456992657357	0.710862014903321	0.73495384151701	0.508842734672026	0.571667729546199	0.735718015615924	0.595934378470435	0.791003514163119	0.703254414935069	0.68799874799958	0.648461904124882	0.654962789374231	0.629139992112232	0.631863128500794	0.845807212117156	0.755517821277703	0.720647270929919	1	0.826887490107723	0.728015155898664	0.588910395623425	0.546879891546998	0.778940947344163	0.729519763822288	0.683860666073547	0.641573228220757	0.697805084013672	0.775877294021659	0.668143269393121	0.55206702263854	0.792673671663433	0.537964671760663	0.696172874762134	0.748840996529124	0.613463314424126	0.697398967423187	0.700259828526911	0.836367896666708	0.593570076491944	0.811785383534419	0.808432340833957	0.698342046240405	0.71091742766084	0.647949170330694	0.696787389730924	0.725818893879572	0.520875137531248	0.856772973634979	0.586455396087992	0.744462602049795	0.630157982470493	0.748920878850921	0.675802881431578	0.631018248018372	0.797618780876491	0.659769604710363	0.471898357468722	0.713544802289373	0.684067987696967	0.790826168078272	0.713915148871697	0.345781677321925	0.638212830304985	0.727340288414395	0.646654788928334	0.635113830139577	0.783667132608005	0.785195138676801	0.516141398285368	0.693742437351912	0.523465366318708	0.765248284619767	0.692028853480522	0.557825937523711	0.700436074877163	0.773441050184646	0.297782988265112	0.616832073966032	0.47969565813222
