""	SIGLEC10	CCR1	CD40	TNFRSF1A	C5AR1	CCRL2	LILRB1	FPR1	CD53	LILRB2	PILRA	ADGRE2	LTBR	KCNQ3	ITGB1	CD163	TNFRSF1B	VSIR	LILRA1	TLR2	CD74	ITGAL	SIRPA	ITGB2	ITGAM	PLXNB2	KCNQ1	CD4	TREM2	HAVCR2	AXL	ENG	PDE1B	INSR	GPNMB	KCNN4	CD9	CD81	ADRB2	RXRA	TREM1	TLR4	THBD	ADCY7	P2RY12	SIGLEC1	CANX	APLP2	SMAP1	ABCA1	UNC5B	NECTIN2	CADM1	ADGRE5	CXCR4	TNFRSF10D	CD47	IL6R	IGF2R	TRPM2	SEMA4C	TLR7	CXADR	TLR6	TNFRSF11B	CD300LF	TNFRSF14	TRAF3	TNFRSF10B	LILRA4	SELL	P2RY6	RYR1	TSPAN15	ACKR3	NOTCH1	PLD2	TLR1	SDC2	ASGR1	RIPK1	TRADD	SORL1	LPP	TSPAN14	NOTCH2	TFRC	ITGB5	TNFRSF12A	CD226	PTPRC	RACK1	SORT1	LRP1	PILRB	PTPRA	ITGAV	MCFD2	AMFR	NRP1	CD44	TSPAN17	ERAP1	CD69	CD63	SCARB1	SLC16A1	EGFR	PTGER4	NCL	SDC3	PTPRZ1
CXCR4	0.538610567408625	0.0917093024199077	0.189397385363337	0.20918406125521	-0.0667464043110501	-0.135932948809711	0.543836763569715	0.172108143921973	0.274863364343841	0.22839222547817	0.0718265739595107	0.301496434780746	0.165488911248545	0.469337216540167	0.214659339022657	0.444600091058856	0.194435770337831	0.590322928252214	0.436247590663182	0.264928527268995	0.717708148208453	0.271366163341513	0.143330407388251	0.270186426149404	0.00695813249259896	0.161002658134656	0.249549137226207	0.354980630319403	0.129102418858342	0.078396585460771	0.614094928053108	0.0219020698644802	0.342199700261382	0.563640564792018	-0.182929197033056	-0.0599036717313881	0.217324273632504	0.265567102956084	0.344528159797385	0.0143795126489612	-0.154903810739158	0.304819789341206	-0.0738407252644828	0.387045161789976	0.106229289468243	0.501457569170435	0.0840121707969857	0.106021408229865	0.431494732928445	-0.0412143405392694	0.424819111469348	-0.0223810040860082	0.692271597613529	-0.0463942526723164	1	-0.0810339254058788	0.244201849808531	0.387007606402573	-0.0539115333991183	0.52076288413824	0.623744860870179	0.652060291857581	-0.253680976916685	0.180140134982798	0.231411985586566	0.371886559985525	0.407804641920895	0.0459864610827227	0.0890380735168178	-0.10254258643382	0.0917194137778872	0.0753853737366452	0.52838409865157	0.15089051590367	0.188495438088525	0.152897634766286	0.368289051607034	0.417743707279128	-0.24270082045274	0.653593690767756	0.244348503773829	0.212697133810356	0.382141341311358	0.248028669747627	0.360832999965374	0.0893693102986762	0.222495701530621	-0.0282952604539313	0.110549635762827	-0.0732668442910405	0.318123014813757	0.412114521739406	0.220773913275294	0.0727472386056365	0.283704841307515	0.197560622914319	0.169089876664255	0.0398569620479707	0.211343854745501	-0.246893243852456	0.0328469065153118	0.589996089212904	0.447737343359817	0.367086178142186	0.0655100007376244	0.314131894025783	0.00607045918898703	-0.0527007912886173	0.495295940504626	0.258747747808949	-0.160157323658927	-0.168077475289166
TNFRSF10D	0.395306434027321	0.652367005377006	0.47036468645279	0.576943508406305	0.740084638601802	0.726355519107454	0.452149595821739	0.712492896683923	0.575232892803715	0.448396773578176	0.725476351329718	0.63369211712693	0.639785357091293	0.325336503952097	0.786272239150474	0.577093156443249	0.721874349415644	0.257477602642642	0.238157169384063	0.663193466892765	0.191668652269124	0.54254833221022	0.726115124771288	0.681122516060298	0.741858134192855	0.629898983981491	0.621449885655013	0.557234586651423	0.600105596558447	0.736555665341674	0.35815737404516	0.737048473643201	0.414140668430931	0.068965769779534	0.74908731783437	0.700442401247801	0.650770319818309	0.510755288538519	0.41977390035102	0.784267661972677	0.867105772259334	0.545747626436649	0.57362144137769	0.448168202309232	0.144870054513418	0.40999220929783	0.728189947743211	0.817416143875766	0.569996367149093	0.570253821869974	0.273737195548049	0.539946972284668	0.232568080396902	0.685529230785606	-0.0810339254058788	1	0.669748319857831	0.602547441864779	0.711222630665105	0.36786191779581	0.0167912878845342	0.122195731674019	0.833450779928158	0.574439336308734	0.381449919523496	0.432079153957124	0.557355120984265	0.661478433275745	0.581564611902984	0.50626764790454	0.424272796992731	0.308146884517007	0.269367471157274	0.147723948766802	0.200340907725522	0.480328479473677	0.336114583643916	0.60342746478833	0.463716327073665	0.0623024112456087	0.64701224785757	0.7492667792356	0.342318824093982	0.473290676420377	0.509978644832703	0.617691204591049	0.554365047440054	0.713959883776919	0.583153463949325	0.501211651717071	0.569887489150756	0.503821029876214	0.465923275755494	0.701294129996078	0.271922649349656	0.506755810418863	0.602339426784182	0.71933521459339	0.477332488720343	0.693029346902761	0.595973975476217	0.202533632912932	0.450888577648341	0.430439063266519	0.748632257790617	0.577511570862725	0.473872139441722	-0.00407992756987038	0.590305466610489	0.615720242931421	0.0463220583731369	-0.0267192065467763
CD47	0.7735261624781	0.85442590163212	0.806186365977318	0.864858464601692	0.500589148716051	0.665612051841524	0.775186907744506	0.899027097133067	0.88882062594206	0.551207274676987	0.744940328974262	0.831711738433839	0.822926147795574	0.585410683120327	0.876906502181828	0.704844982706625	0.765524948250569	0.726118525122837	0.596181105902902	0.833615224980613	0.678112299765889	0.861439482501416	0.818780592162954	0.905836260980677	0.8072589045038	0.835715635214131	0.858546250689184	0.862348150054646	0.87316877591336	0.890691772738913	0.728060217007891	0.810922800713188	0.6853545041649	0.240807027806826	0.45059742570259	0.855288469252056	0.853018102908847	0.875468518874362	0.762144541848039	0.714146610650428	0.709356512664179	0.705199585370562	0.438557599109168	0.71898061745039	0.486783141462788	0.755665356091687	0.742291689076985	0.841515911238664	0.830015084393594	0.310546592817219	0.686556323583552	0.647926888993851	0.633883449228035	0.803934121134431	0.244201849808531	0.669748319857831	1	0.832014757531297	0.530624820771948	0.737929675974345	0.36714369601545	0.581809985012923	0.698030995358232	0.726606391225075	0.728834294575169	0.766106706162959	0.714748913042592	0.737725238722824	0.673886412871711	0.615385043812689	0.749958869125149	0.68109047653377	0.535434643720054	0.481975893274584	0.0948216389880823	0.74858118998223	0.569137479747831	0.714503271837213	0.114723090179129	0.299934014321933	0.842784205485344	0.890647540106548	0.65598763713332	0.750107811853665	0.824768841512274	0.550814543847035	0.723679609350838	0.598730612375893	0.910751778861723	0.629004456531011	0.863725348620499	0.84979674946351	0.782442897418033	0.756154750018453	0.638275952625918	0.77793787502101	0.801918258848195	0.757939262654042	0.453296346981563	0.506877838053997	0.467947519027217	0.563025946050694	0.654073766123811	0.775112780113229	0.87838451637754	0.797842810367628	0.614049842747999	0.195005926790755	0.802011534717066	0.888262896814298	0.135063069449765	0.0303342853470795
IL6R	0.737021220476341	0.800915889009326	0.698608617927244	0.813891353112647	0.607817174671572	0.631048929325976	0.789745076693933	0.789356734237032	0.789184640129946	0.703863569066118	0.653565721299041	0.841772237886716	0.810655315989047	0.706359943709832	0.853849225159886	0.798345349429336	0.813933195771233	0.716386142590235	0.601035145665094	0.852139112077892	0.688449062293315	0.779300832568027	0.828297897936242	0.875479028810505	0.71518058002774	0.81270388315456	0.734850718159518	0.806676950843533	0.689886343146234	0.765116913622978	0.717101301988029	0.722028764307873	0.661502088789349	0.362287596602358	0.522915077292972	0.702775316689305	0.729980322242489	0.727253345294597	0.696442073068345	0.745447140189981	0.615204516076886	0.788849255589841	0.57458620226224	0.669055572449002	0.382876215830065	0.740394490919891	0.8036623533215	0.831034680158831	0.899503538239561	0.525662393575976	0.653233153483814	0.599304838093124	0.745229902825254	0.657587061091284	0.387007606402573	0.602547441864779	0.832014757531297	1	0.632967931258123	0.694957944508028	0.436989055914009	0.593189109112888	0.549866397149781	0.733764544508224	0.689112068085693	0.690741723301289	0.777730628036699	0.731013126305287	0.63454985628406	0.422584306098621	0.565105013205123	0.529642858226618	0.604708249357748	0.419661653314993	0.409576917960642	0.70545525356135	0.650010253599674	0.820930085871315	0.310480078888826	0.337628350630685	0.790308952719175	0.795151882343483	0.58414031020952	0.734287832415586	0.804999006422102	0.701801720028047	0.805885855575523	0.613514302993079	0.788641185359622	0.58724188907221	0.833480187128157	0.793599517057497	0.725801917513298	0.758336762873739	0.640285741711893	0.745792438405638	0.738984482593909	0.767698565710736	0.673175994847342	0.561007049099345	0.620867868512944	0.62855536277145	0.763901875063399	0.716632526061795	0.768414335352051	0.764310089868404	0.551423661466487	0.134738505528252	0.804714275112662	0.846161181394958	0.0918530700103127	-0.0255633663623061
IGF2R	0.377120561565523	0.635859435370661	0.352295359509214	0.548152302684047	0.914606258457058	0.800548603972217	0.369462585460616	0.623835352341949	0.485801937179833	0.657279744779836	0.598637945133062	0.669300386702706	0.67855435111451	0.451689945707703	0.771064577173358	0.753249280574463	0.845542517541853	0.161647428024891	0.139012758702399	0.685828622532642	0.156917247337687	0.514073767723607	0.758673321757355	0.650476424803578	0.723740414335175	0.618177900916862	0.488510650610346	0.455612143069969	0.428490584795914	0.612659842246078	0.328909920875865	0.713797889888727	0.405108580028432	0.1119172018358	0.873555531621464	0.59422772674143	0.556098848799153	0.350367302842387	0.298674174596813	0.858633378611597	0.79965649972088	0.665841572212648	0.809295140577242	0.344728851686294	-0.0240779849181912	0.386083234179873	0.869430912474981	0.855894183753489	0.586914766322458	0.876661885773988	0.267196628313336	0.602218286815542	0.377202187770707	0.58010971132308	-0.0539115333991183	0.711222630665105	0.530624820771948	0.632967931258123	1	0.341665572485359	0.0423986659528518	0.0899465755252736	0.730030785563421	0.530393742985739	0.332892504215432	0.300328088892943	0.670438574308429	0.756748054539192	0.481661558809604	0.311147115790525	0.2586746408878	0.170791600546341	0.275662502324282	0.170588710542376	0.600132056842738	0.610746172185936	0.524079041185402	0.705439351627247	0.73845281416513	0.107104772528549	0.615220752141211	0.648835642140736	0.218457173378682	0.609394945893899	0.521514075295989	0.80334611137981	0.745410939751738	0.809351644285494	0.520024517630652	0.505554054306849	0.567735187164897	0.40756130646987	0.486436223795512	0.852117827707449	0.418965142795153	0.599237641478185	0.640424867067409	0.758162410010793	0.755207106837952	0.868641193360908	0.829893978156153	0.312437231322918	0.647447624794339	0.368265146917674	0.673784808486145	0.575528575491116	0.558960404180435	0.180957466508802	0.544718518328878	0.584821423807223	0.323649926983326	0.162155142441679
TRPM2	0.890308294662984	0.701117333716367	0.798959638336062	0.722196586030926	0.265545636048114	0.443728084561134	0.914975063722003	0.708563114952875	0.824583711790302	0.510495825474458	0.634664413809354	0.797054669502284	0.73819079184553	0.81183293996446	0.723909203846676	0.694900521021937	0.629985168691631	0.828275861914977	0.793816999302636	0.796738132679841	0.864055158393667	0.813202887991586	0.685993889337791	0.767372607906886	0.609910188775229	0.744457581787376	0.732767404336189	0.889586911936647	0.767318289056356	0.740254163845817	0.869654651268935	0.592254282813857	0.778103023797541	0.398168529838591	0.13313817905254	0.573271390968373	0.721410704369835	0.798725873580092	0.815200904935272	0.46685370767453	0.348487029806029	0.755889848449597	0.213227451380964	0.884020542702922	0.699590240688278	0.844562654420492	0.532365845047749	0.612175773345817	0.740826949370655	0.131166305676059	0.882968585340054	0.405595518310275	0.809938373265183	0.615031813868836	0.52076288413824	0.36786191779581	0.737929675974345	0.694957944508028	0.341665572485359	1	0.742978569360473	0.818751902487703	0.356020771095504	0.747289094677072	0.698439413532739	0.675496352860296	0.666855350134824	0.572751547118348	0.644966176002384	0.472372225036695	0.738053382156846	0.688204873362591	0.791168029632858	0.649473143229513	0.0650669965525505	0.670474856838883	0.742294552474946	0.741499442392169	-0.15410077589335	0.471661790121469	0.746721464937101	0.646032762787196	0.845771921158352	0.744727410151099	0.874995740589057	0.320787672413803	0.682032553763456	0.454962618847743	0.641265347913008	0.59009525291628	0.8552099718133	0.786809803554839	0.817026829310219	0.622033991074032	0.586621126717165	0.661368974654689	0.808095297360764	0.53307528095271	0.370135759782634	0.156379914633711	0.194755786418246	0.669384353135943	0.665618989889923	0.83632032948954	0.606354941124624	0.743420482869009	0.466551923038416	0.102939338786294	0.779521561515189	0.794109845336509	0.0213022320753944	-0.0634335458298632
SEMA4C	0.698636479934356	0.354322375596972	0.508133066444043	0.377205001096546	-0.0723330074564012	0.050077698900534	0.745016731034214	0.309199481463863	0.489292772477137	0.216952734544392	0.312383701454883	0.463084754944132	0.389674815743894	0.734812886486611	0.357722160113352	0.403105699575081	0.264675613501267	0.71678990425528	0.607610372106761	0.486538820086076	0.762006085441384	0.524880983820897	0.317247247082753	0.401726293199035	0.194807769019657	0.412451901723605	0.428977085011422	0.602692388014972	0.405213898113813	0.340098562597853	0.661735372886707	0.18885673048941	0.548130757807408	0.446139335751586	-0.196011109138275	0.171327677139187	0.341763334550031	0.482836965581414	0.6178198065166	0.0873751190396603	-0.068772702384826	0.499471947158768	-0.109673864456645	0.695479369694784	0.628566058854396	0.585922623734781	0.204101681014946	0.20885836715331	0.459217008352961	-0.0619979840730414	0.738295400996461	0.0383957038750219	0.719433258185837	0.200692641060523	0.623744860870179	0.0167912878845342	0.36714369601545	0.436989055914009	0.0423986659528518	0.742978569360473	1	0.787335998030733	-0.0672091335264958	0.508851220511945	0.487251372691066	0.4143240092372	0.377312420877026	0.265693620136155	0.36933968197128	0.124139050031792	0.456858131177056	0.456247919488021	0.65811431535891	0.501387397521635	0.0253437409569683	0.35451303029207	0.49086897773625	0.525241142804777	-0.300481776956775	0.414270558261143	0.419153209619648	0.257519157497208	0.757870616561193	0.471785904669871	0.553889286375799	0.0579501650161592	0.332324996747442	0.127892298457805	0.296788468264429	0.408018893810934	0.579210092892623	0.488005143647733	0.517524811052195	0.247896704895896	0.352797536083865	0.368518788328279	0.482849595582418	0.168573993244725	0.188113703634681	-0.165755747541994	-0.0704968932384715	0.597274974153398	0.457605637964287	0.56273938158674	0.176448897910358	0.386889773348724	0.176012150286732	0.00625869407665579	0.468649199432564	0.482971864985707	-0.111132983386535	-0.114652798261525
TLR7	0.816289197987552	0.469037857810248	0.61740144770998	0.529540022764049	-0.00773991992115264	0.16764337538916	0.78287227434754	0.48209376591823	0.641965765730243	0.301778985193459	0.46273281239919	0.550692684200382	0.488180549586582	0.690143476125324	0.499897934510509	0.534681328924488	0.377064964962404	0.8170758704956	0.620347054773164	0.561171696001741	0.87287430284186	0.64027527796325	0.457604947659475	0.570552563978816	0.365769713038542	0.51590651323289	0.539520866938136	0.711077790826796	0.586985011243051	0.508221836673531	0.807583149403204	0.318014870977907	0.636012696861543	0.415841702848724	-0.0878916161568426	0.340564443788434	0.541819622195991	0.672258195371926	0.703911491082164	0.204590754449188	0.110842928202479	0.550959371475299	-0.0255898172505974	0.765144687478965	0.603564752829922	0.656538638112647	0.26800770695447	0.364166912209505	0.597037121218168	-0.0547326972171541	0.786369382035769	0.153215321395701	0.803696642143217	0.355116064992689	0.652060291857581	0.122195731674019	0.581809985012923	0.593189109112888	0.0899465755252736	0.818751902487703	0.787335998030733	1	0.121614167322753	0.537836449988172	0.582552588706804	0.613373752992086	0.485654827387157	0.302528992719818	0.362714176929531	0.333629237669233	0.574536025991077	0.537343067778458	0.677063927007933	0.591023585688858	-0.0389416099955611	0.478020538229771	0.583992293894223	0.601553602471712	-0.312791661430142	0.461883868232818	0.566919976104538	0.415664433886129	0.825905920450678	0.565765896304259	0.707347841010746	0.160448744407889	0.416227237680038	0.209850272000458	0.491086297267465	0.404715856956558	0.677131198605206	0.617040521468223	0.621642917900737	0.356072805285403	0.377878964548174	0.437698959100246	0.561460815693287	0.268457890424698	0.168189819251172	-0.0856400691962991	-0.0135402618851877	0.699132000601723	0.531596625835701	0.61539197987929	0.380326251144981	0.548779903204375	0.177204905463369	-0.00587097584063353	0.562725186579542	0.565234856358457	-0.12677979981329	-0.170709660499981
CXADR	0.362771115564986	0.705422905491472	0.49178649890636	0.582296698996169	0.688947089015057	0.781687678408742	0.379734944871969	0.736198732291056	0.612185643342775	0.363731066017617	0.724252717816559	0.627626985956966	0.621711904937689	0.232721003514773	0.766031959274532	0.523905853978671	0.682939454508212	0.23112189611984	0.173302398051737	0.669138163059341	0.127257148914405	0.585815512001181	0.659959888278093	0.684021943660451	0.824810747058698	0.587861934601799	0.636470815520663	0.533748141586067	0.664222401306825	0.780909285822474	0.288925701032277	0.740481246376261	0.387770261701535	-0.0822752469956651	0.731055243782554	0.764422036522174	0.69136001728886	0.544876855192442	0.409178036224796	0.743169128878384	0.946532845584379	0.5330333968176	0.529469874238596	0.443554512534634	0.212014045635536	0.405537334193262	0.67703704954458	0.827189540937747	0.471557839233749	0.546649585802267	0.250325580726974	0.549084874830827	0.163794046237387	0.715381086830349	-0.253680976916685	0.833450779928158	0.698030995358232	0.549866397149781	0.730030785563421	0.356020771095504	-0.0672091335264958	0.121614167322753	1	0.530596007724379	0.337269882263069	0.411648323944098	0.539402050679306	0.683253998703898	0.574467786971401	0.555246860406928	0.488672618589247	0.355113575908416	0.211671010778494	0.249563057090125	0.0834947572380979	0.531889133525469	0.356121239914758	0.55709300767543	0.447076262322615	-0.0547561756722334	0.661901211566892	0.725730763716976	0.341972206658759	0.497470585705631	0.504867774886784	0.518603971522318	0.524594534613287	0.675598325369706	0.665288408213074	0.515977088231854	0.582648150757552	0.483709597786873	0.512768525266242	0.715293392136332	0.321104860830191	0.512400234134288	0.610433949511541	0.698420573237042	0.356706519859942	0.752148908562184	0.532131968551247	0.155287879526234	0.399898698516139	0.451902233251076	0.772307172583168	0.514394929270404	0.511356662290142	0.079713042847477	0.531875266940216	0.623253044427383	0.13533659085177	0.0479098824579893
TLR6	0.767743577309872	0.790460084874655	0.792422868557793	0.727320098901019	0.472494715524024	0.70909528056988	0.787171384354979	0.72474465801117	0.805736568018512	0.540220860382018	0.702104594561001	0.786113255468255	0.852425411486637	0.737932945897173	0.809373735723002	0.605303444186301	0.752698926499232	0.64422684289038	0.713852909845068	0.838665862422766	0.611784257650796	0.813817873165724	0.786608893257566	0.788016832363036	0.684931405498515	0.843387163273054	0.738788037833014	0.817597363458628	0.79465518658456	0.818879312679144	0.653722910334927	0.673439817807766	0.664855385105745	0.229646778414757	0.402204471589771	0.727093300560034	0.740337727707082	0.749998281739868	0.803776894715199	0.641255758297222	0.516289629728824	0.797355086757833	0.378811744211912	0.788021261854311	0.641359228535968	0.721990690920255	0.681748363822585	0.718426249619067	0.721735015547321	0.348690070463724	0.705659340659187	0.523128445326305	0.586710411662489	0.743600721191588	0.180140134982798	0.574439336308734	0.726606391225075	0.733764544508224	0.530393742985739	0.747289094677072	0.508851220511945	0.537836449988172	0.530596007724379	1	0.716882349523327	0.62817982508013	0.57293846530619	0.737405556993878	0.836171407499943	0.593892509064557	0.73628693486895	0.675284576227949	0.656839872537695	0.428862564075109	0.164998919534649	0.699029855532897	0.578890746526133	0.772356889568701	0.131843857301795	0.135256865566047	0.783821144483779	0.716233296841629	0.758570527562092	0.697778264934318	0.816422819620973	0.550101939341499	0.718085237281321	0.522995301941729	0.714311676265533	0.747139384603788	0.860162243416549	0.693494690902794	0.779572814885326	0.683384307601105	0.49289131468574	0.695762719840355	0.821534445331297	0.67841173160604	0.550974030950957	0.41888359858295	0.367598444491691	0.589299003818844	0.675634328811855	0.755585895860087	0.686932029366367	0.664338632541061	0.507778905489646	0.0299747887186641	0.664779982544709	0.839435305052465	-0.00443256427236954	-0.075195886108746
TNFRSF11B	0.719025161843888	0.758543400460883	0.80252936167669	0.770315455557979	0.294578384566988	0.552098919311627	0.747085702561301	0.704314082634848	0.782406903384942	0.505758495997184	0.54094894118776	0.699705116780541	0.772891976863832	0.705982011340593	0.688048889783352	0.513371279520109	0.618006540166183	0.702728923784535	0.679089214941427	0.705799751066782	0.719192357606037	0.808342724535188	0.703135953102614	0.752620598793692	0.599602613839542	0.807602860976363	0.744397988445789	0.799961431094487	0.732011596674886	0.729117348934745	0.68322081677282	0.586039602638326	0.582871862529965	0.276394898727052	0.210684414839924	0.673751085572809	0.641419732695503	0.77705912082544	0.770840273977317	0.485136046264784	0.360815635404604	0.631417105278458	0.277454685555498	0.647302810498062	0.627520505403052	0.700739718548153	0.606463191400469	0.589517895194361	0.771481585045377	0.151131264691146	0.770941323024391	0.526055792059206	0.633258370464186	0.628314059871754	0.231411985586566	0.381449919523496	0.728834294575169	0.689112068085693	0.332892504215432	0.698439413532739	0.487251372691066	0.582552588706804	0.337269882263069	0.716882349523327	1	0.731377319150869	0.530040665475968	0.644087953823087	0.696304639824688	0.541574159569314	0.749342210449083	0.742326846849973	0.583825832553402	0.458741199213754	0.0813498903874921	0.619976984628925	0.522785899943821	0.607116218691731	-0.0411378407117127	0.244914885222576	0.751066334348444	0.690569050881932	0.679022993018998	0.688384922046832	0.784627152045752	0.44952735670487	0.663775286943012	0.430701469629283	0.775990996483708	0.696535167109918	0.791129732967553	0.73335470159786	0.752328443486709	0.571404844201256	0.575171379238626	0.710923641623979	0.731989046284262	0.644135107234154	0.419800106249901	0.251840467736627	0.312597170656735	0.56240456527626	0.559240726174206	0.74634540673209	0.635603105573146	0.623727587732173	0.47111926477298	0.186358922823468	0.628592228827365	0.819978623658776	0.103415019135247	0.0164438592432481
CD300LF	0.7423294585806	0.721742352657134	0.706421151211445	0.8010763741024	0.288048294681226	0.51834870712359	0.728964334703452	0.749098765400894	0.811095338734479	0.451106547472621	0.61124303822186	0.60936531895203	0.688094474141757	0.494930108165513	0.69273674276905	0.567105301527558	0.552619797088758	0.754951499994346	0.639259621607848	0.625254561865333	0.756234937784511	0.699582085059738	0.65981968099924	0.775565726024707	0.604549020214276	0.708899782727952	0.775213001671897	0.74973195004128	0.781813957602126	0.699699296155651	0.801548343772782	0.553309359217026	0.596513292425674	0.257445634292657	0.245944060558182	0.685921993028543	0.707208764078025	0.842737277853338	0.697609680386094	0.516595225412858	0.410410874842087	0.544640088908716	0.25831976352573	0.598130093835276	0.455405203376745	0.698404973959766	0.553832061712908	0.599711258630356	0.739646423126863	0.129926112674794	0.632222353864207	0.515473888485423	0.633278641333426	0.587620967013677	0.371886559985525	0.432079153957124	0.766106706162959	0.690741723301289	0.300328088892943	0.675496352860296	0.4143240092372	0.613373752992086	0.411648323944098	0.62817982508013	0.731377319150869	1	0.594218014195561	0.494470577181078	0.604020720089755	0.661262914062239	0.717560537583516	0.654989029001795	0.474699912532616	0.366837589286619	0.0737646480154157	0.535424584043708	0.442595346685236	0.556805937391395	-0.0445839682704424	0.394592139832926	0.640451098542212	0.672458853161453	0.607464079467915	0.621305179775292	0.734102731887509	0.436765831836503	0.575654960760185	0.394879659313687	0.797497316510678	0.501137165250578	0.682812434289723	0.774953288200433	0.646821369857431	0.554541164037832	0.517306093585801	0.629663710482958	0.648161351243981	0.598457668865783	0.377376210676183	0.252897506422917	0.290884880588763	0.551159362541625	0.494745689811197	0.670331660348005	0.723705804826188	0.712100324425383	0.448911918782499	0.10577369371353	0.639870346531784	0.708112284505644	0.0583398207264719	-0.0736455491266905
TNFRSF14	0.607120040007495	0.723271895700614	0.600143926369685	0.77784187484879	0.716423554046659	0.656810460905639	0.661386685020841	0.769088117611394	0.756563462107394	0.776588205163342	0.702333353718329	0.77729185208636	0.752274609900407	0.630809674699145	0.82062736142403	0.816063928310808	0.803529130765213	0.656971874978209	0.509664412698638	0.804983458532142	0.637361200243665	0.681240852263177	0.810918925563426	0.82983363116587	0.749339751067541	0.695992022459446	0.67773384791946	0.732090507548144	0.62324845617241	0.703947138984371	0.730543984434679	0.735450044970335	0.616819268526667	0.261483675986888	0.63872850625132	0.639881257128898	0.756151694231467	0.667508143904808	0.537846843983582	0.767773946385009	0.626765254229441	0.742166081117826	0.659187917350882	0.566897318613864	0.238014224448833	0.658961352272819	0.798289400708228	0.821373482591574	0.84470243568993	0.663735305710445	0.56245256506208	0.670602278050218	0.675397357065572	0.610585547123712	0.407804641920895	0.557355120984265	0.714748913042592	0.777730628036699	0.670438574308429	0.666855350134824	0.377312420877026	0.485654827387157	0.539402050679306	0.57293846530619	0.530040665475968	0.594218014195561	1	0.696502479886376	0.537137717515293	0.369611828395481	0.463931756377801	0.399102986400073	0.477438031214048	0.481778033725863	0.557345420450022	0.606247418746821	0.734906657481419	0.796796434508883	0.478946789641307	0.526630211727291	0.688396352919036	0.768012922396745	0.404283125483867	0.647114356738607	0.71124981044956	0.654080666714786	0.735297245929881	0.698492653017281	0.661909589623286	0.444564905624765	0.703032078479795	0.821326982355178	0.58705537909027	0.768519746637251	0.599950011412156	0.622177035320945	0.614349779116444	0.81502148868956	0.711042673470598	0.617561057266535	0.723765140359456	0.566934524809339	0.657362402171436	0.619962072752798	0.779634153328197	0.702277545386879	0.463148131791626	0.0804393826861602	0.751149214432738	0.71688548417472	0.112425680773681	-0.0739230790144093
TRAF3	0.564043192974588	0.823026570058417	0.684817164519798	0.739182556409305	0.725877988390121	0.802093181113072	0.589506827723533	0.770793732741636	0.741696666897536	0.657843796755193	0.650166945846061	0.807760570402955	0.841771415888699	0.622637901525926	0.843450212576796	0.667557246106883	0.837633931483649	0.484960467084073	0.471338924216569	0.823352895073617	0.442702379422971	0.777509563502966	0.813635877846495	0.805616657363356	0.786527394891626	0.782811850486927	0.719805007274183	0.714922420062866	0.677797049556055	0.794577770623752	0.495029518799356	0.783676296172897	0.528477226113435	0.103387294440735	0.654943204317641	0.742054076320338	0.715957630923799	0.643994297891025	0.572998015020839	0.803077076457739	0.709708786625766	0.752936356423582	0.636144448936927	0.596949782343937	0.35814157453184	0.659506683320863	0.853405755537235	0.852868062422372	0.742996064135209	0.625693042988469	0.56257531081291	0.695004843322951	0.506004852973374	0.707859233504039	0.0459864610827227	0.661478433275745	0.737725238722824	0.731013126305287	0.756748054539192	0.572751547118348	0.265693620136155	0.302528992719818	0.683253998703898	0.737405556993878	0.644087953823087	0.494470577181078	0.696502479886376	1	0.690306291004463	0.476055974461625	0.579557036960321	0.5230922273129	0.441193114022952	0.371546785748485	0.3990856443244	0.752900456571271	0.582331748913047	0.755953449744347	0.426481506270563	0.19991883330874	0.798974702279724	0.795997221639656	0.458917790278466	0.712928772464231	0.72884608877995	0.619252381920653	0.8020273989984	0.711901582340864	0.753609948296439	0.654720269835567	0.766988380898385	0.686697132053549	0.68467854511505	0.809339417318709	0.554402259192405	0.755102498100961	0.769937595096609	0.856993506571634	0.659586029499135	0.696340968029023	0.687523245435219	0.466823301482181	0.686743370031377	0.674037907915409	0.770161111497791	0.620508933220068	0.622193628137848	0.216766155347987	0.710026725709328	0.842556155247495	0.261497568982198	0.13119544431446
