""	C3AR1	PLXDC2	CD68	TREM2	CD4	ITGAX	ITGB2	PLAUR	CD44	PTGER4	LAIR1	TMIGD3	CCR1	PTPRC	TLR6	TLR1	SORL1	ITGB1	HAVCR2	C5AR2	LRP1	TFRC	CD33	CD81	ABCA1	HLA.DPB1	CD180	ITGAM	CD93	CD74	TLR4	CD47	ADORA3	RHBDF2	VSIR	ADRB2	MRC2	ALOX5	CD163	NRP1	IL6R	SIGIRR	AXL	TNFRSF1B	SCARB1	NOTCH2	ITGB5	SDC2	TNFRSF1A	C5AR1	GPNMB	CD46	C1QBP	TRPM2	SORT1	FPR1	LILRB1	SLC1A5	MERTK	ENG	PECAM1	SPN	TLR2	STAB1	ST14	ITGA6	ADGRE2	SDC3	PTPRJ	ITGAV	CXCR4	TSPAN14	ADCY7	CD82	PILRA	P2RY12	UNC5B	TNFRSF10B	CD300LF	ITGAL	ITGA5	SIRPA	CCRL2	CD40	PLXND1	CD9	PLXNB2	CD69	SDC4	LILRA4	LPP	GPR84	FPR3	IGF2R	KCNQ3	TLR7	PDE1B	TREM1	PLD1	CD72	SCARF1	NRP2	JMJD6	RAMP1	RACK1	CADM1	RXRA	APLP2	NCSTN	CANX	TNFRSF14	MCFD2	CD63	SMAP1	LRP10	AMFR	LAMP1	SIGLEC10	RPSA	PTPRA	CLEC2D	NCL
ST14	0.627376674823038	0.740585919951531	0.822984320575597	0.585825556361637	0.831008978446757	0.651160564901354	0.768024349142202	0.750239466923116	0.626061056520288	0.650153768170902	0.830726319282622	0.588515898709914	0.754099628124859	0.497032664531264	0.348673577474214	0.547391493956961	0.340923919749517	0.737177611618104	0.543861336290372	0.273529511945197	0.79472347341556	0.406870648945987	0.642542798676232	0.857368339112959	0.765372868558226	0.325348156361797	0.594087956381167	0.799287101274264	0.140641679154082	0.609119763301439	0.679375245017531	0.615062415825924	0.753176780753503	0.282139951201112	-0.0480800978228008	0.353706579249123	0.381649486341901	0.715843019947467	0.692666572504216	0.576041815430385	0.608110132146808	0.615291798104256	0.613363614763482	0.660907059586105	0.709563205368194	0.749499444967905	0.67657481638821	0.480389794590878	0.685574702683493	0.77738282096149	0.765767548420991	0.664650690653726	0.543923429051866	0.592693555807551	0.757016927663419	0.291897202174521	0.628805174284006	0.609357504855578	0.686165061153627	0.742825751837818	0.6898863766992	0.703361571785648	0.507958850814918	0.647258883326834	1	0.724004450707465	0.28239286983776	0.703405388308198	0.686817090954938	0.516811166898111	0.51423964661991	0.774916147858456	0.677277051258646	0.788731952875762	0.672676158625263	-0.0353961752271303	0.495656578300104	0.595251681711481	0.690746976459194	0.509609896190256	0.544207390891057	0.811796625738694	0.733602904742184	0.463072934689542	0.778186287774327	0.607683727601281	0.73627392424302	0.059019187135664	0.575125331870364	0.357864528819254	0.511607789885439	0.238795688192912	0.622300799845528	0.770361939507169	0.222718305722294	0.649550534696554	0.642991589589417	0.628004925682986	0.572237595708243	0.582815074562554	0.429222778549912	0.61679840232969	0.340344888057699	0.44064933228046	0.745957136024326	0.691656982821178	0.786316001327884	0.83625563648076	0.664157905043183	0.786303659126436	0.8079939325782	0.711889283263557	0.675207595602284	0.755069766104698	0.771199448347248	0.704997930299303	0.816149330344046	0.374276588398171	0.685127935718963	0.556396193135877	0.0739168277430595	0.709383317133469
ITGA6	0.779666154833769	0.853298094467084	0.800369212839527	0.832472007227377	0.842642011939148	0.77632801425492	0.873519329178978	0.638198224405578	0.435635265711495	0.613707397220228	0.84213971776076	0.684976334351522	0.67929328204969	0.570842493841499	0.529225138258039	0.625195620709096	0.648894124208106	0.89359773740173	0.742636102461696	0.240533869882744	0.794551945245472	0.361436935878959	0.678385624098166	0.845194670039962	0.567985515636797	0.156166442601984	0.723789436553077	0.705221834041183	0.0709177012625283	0.520576897588713	0.492737629782581	0.761865456824466	0.731404395864814	0.499028702010353	-0.0351506052040248	0.438011437991707	0.600026064977205	0.834239624438256	0.408549219878349	0.585337586755039	0.81303228816879	0.659716841317591	0.735084503416813	0.574353338737057	0.593234337582325	0.550990244854275	0.822034615601613	0.488660206640547	0.745724990126225	0.591240551984714	0.687906470175172	0.582072949891382	0.719547964645246	0.727772292297309	0.815433528222158	0.520793325896106	0.6763297905099	0.659315627052433	0.474005258859188	0.875213331372498	0.555534050240642	0.78575564667102	0.695660250357104	0.437492654620293	0.724004450707465	1	0.345121342575453	0.619813263972907	0.803023048576697	0.694546667364331	0.409567832489349	0.718714256959275	0.719118638500656	0.844722452490016	0.776510354750334	0.27584008000435	0.590417833222412	0.541617787256495	0.637887719867187	0.742255897646801	0.657298250730481	0.858552453365249	0.676098661524847	0.670139864162986	0.584120263361385	0.793978975640825	0.633243447671318	0.217191770157994	0.324060227391835	0.662467327249995	0.691758917637193	0.240802813520353	0.428994835231395	0.781172666487685	0.38364181565692	0.564801713594089	0.639875112883615	0.719970369202171	0.781034708498235	0.470057322713988	0.593644767768269	0.627443358882661	0.361191265934211	0.736229341121657	0.66559429282137	0.623775450513928	0.715796284667762	0.789419209642232	0.833484973042253	0.786368583376021	0.657519490904442	0.836016454437242	0.872719526082969	0.737904029709201	0.835845864747662	0.583157873640237	0.74218593152161	0.524786354999215	0.703601503860581	0.720179430043261	0.199824571276281	0.792198049784196
ADGRE2	0.151636194541598	0.40001455883118	0.137810470934463	0.206970824584921	0.36825693707371	0.531458686650113	0.259723025535533	0.427877562554869	0.195936949696004	0.6160814892343	0.326831038907232	0.254830668053828	0.295687911853947	0.421877410090435	0.103601744429747	0.422139638508595	0.226354892180169	0.362484009924935	0.413691498540571	0.527305427492631	0.343276130159082	0.649387406146284	0.309413747463364	0.262491964487388	0.156912130586836	0.0692343863279811	0.030153850428794	0.370814322106147	0.241845421893563	0.2208051097749	0.0659527368204331	0.104640724572441	0.164737246366855	0.57557451479817	0.264274033073919	0.33865178260382	0.482509710705697	0.241742602297101	0.164130132655721	0.346487116919517	0.424509568412826	0.386443691060022	0.337769748875437	0.544874136910823	0.281267625348615	0.115792025203912	0.399372528462199	0.286551886287134	0.419181932781428	0.331008819761855	0.0195269259254157	0.118646854014385	0.253893791244337	0.421550518778308	0.298637480902495	0.556823917900152	0.480865815285384	0.377721599199366	0.242036337197607	0.437621987578854	0.157921871246291	0.206563260721963	0.428352251644684	0.288296038146463	0.28239286983776	0.345121342575453	1	0.175659006798904	0.356538483165354	0.53077901019822	0.446713770148257	0.500596996811801	0.286234502566221	0.329001489646386	0.418022198829591	0.0740692236348795	0.501878488462447	0.595159960194653	0.0112415353037913	0.536273884495247	0.37029545589231	0.283389754178095	0.483574516139323	0.497041017853421	0.202341999219523	0.0893899267439856	0.371154389919742	0.726106851198312	-0.076213637851403	0.22687888211425	0.399718168376774	0.697862558547439	-0.0733410469531046	0.238188433505365	0.417886771780056	0.315528379655748	0.470148118759728	0.465314559258232	0.312546650053538	-0.00105295499012314	0.520604386537789	0.586026815302221	0.691881093930771	0.303262521776485	0.27228159437377	0.0210878109236489	0.302671667678155	0.167950963367483	0.358830925787688	0.196434864156604	0.137802694249754	0.26980001402385	0.0939156569617767	0.20070250833677	0.401819855076234	0.142134470481072	0.115893978794669	0.466997499933435	0.25473999795711	0.403493338122337	0.361230864029248	0.422777575374675
SDC3	0.488135108596998	0.521218991059425	0.719212474333085	0.354794341022631	0.654867109489345	0.445711388873689	0.576138297084317	0.691227338887958	0.653946174379282	0.50684163549295	0.675015838381249	0.446231845525795	0.656427292222465	0.343821958787028	0.220049914209611	0.375715290919882	0.134076035138911	0.614269858203854	0.311302940294606	0.34537286249654	0.83622450738033	0.334291069058143	0.442442280251137	0.747228672829414	0.819626659075466	0.242400030089344	0.480018257481387	0.646914446086284	0.0993554335260155	0.476930660938821	0.638009826678287	0.509507482441692	0.608307432797813	0.136336964342108	-0.0911423073141209	0.305902983562094	0.284045649705224	0.527387663847168	0.707174559395561	0.539442017159562	0.464339868768064	0.532924460776042	0.44232556989703	0.584922662949662	0.7659013785757	0.743391492213638	0.495938965894168	0.622819173077414	0.68523712481248	0.738202017261396	0.721979187822849	0.76217426545531	0.533130245950847	0.411627767938313	0.736271245294197	0.0644156826311334	0.437872329107091	0.517994039782442	0.681788131752512	0.598019461473993	0.713292075947312	0.520597830238244	0.319443083832658	0.597527938478638	0.703405388308198	0.619813263972907	0.175659006798904	1	0.540107648482349	0.397095267725358	0.434147294001274	0.739854583560731	0.543537573187418	0.750773928810666	0.465641819087844	-0.114596157342765	0.415867556353276	0.59676708103006	0.627010818820068	0.313450454394722	0.507907383014869	0.689986764410504	0.645473841088989	0.264182300823218	0.696206369107138	0.538550951555643	0.693617190937762	-0.00931072557057927	0.655420337202614	0.0810054079600827	0.59549763212211	0.178369139893646	0.686218131321164	0.72857117590308	0.0263248818292808	0.49101863195065	0.422587639233888	0.494577781693321	0.336101095347727	0.541816577314808	0.310556472432503	0.585626049701888	0.258709133040601	0.286321043668103	0.644688995585221	0.731512282453085	0.744942280209083	0.855542094736793	0.68876453182789	0.819554148265015	0.693941706442743	0.716674087206106	0.610852224992174	0.696482289801751	0.700935438784984	0.741323345006479	0.814430679872127	0.198919654082067	0.579481559967112	0.678494074496988	0.0520824603516295	0.72257883481832
PTPRJ	0.805874497286248	0.889915611811821	0.753580764259389	0.818813038935716	0.796367160043617	0.825670555887871	0.843654942888168	0.609060633126663	0.346835692496541	0.590447742285938	0.815963285335163	0.70845523518208	0.726810622105092	0.501723080068608	0.584781283716031	0.634525384285497	0.679156945854067	0.809422792129765	0.822454462162535	0.356950462717463	0.765845872432054	0.402903222618806	0.607480402674424	0.84302620492083	0.562830624104024	0.0920204380243571	0.709797406795574	0.711328498926819	-0.0332240466518045	0.509788899307603	0.468369240369737	0.642259320898281	0.74229005761171	0.546329969836479	-0.000762674420580337	0.429243261957959	0.64611078272299	0.717074431001123	0.415547938976631	0.546622390583749	0.82424055350493	0.534581067996797	0.772236217340019	0.526541099108293	0.60412377853235	0.538480108392336	0.781091280689256	0.40011338392961	0.757649386347007	0.554711268163292	0.627880254003382	0.601056008150636	0.557984905953671	0.742690808728912	0.83205368444085	0.606844714988758	0.712500831233479	0.743810460540125	0.546398533671503	0.849725199550794	0.507445811446842	0.662746948501892	0.620097343070596	0.435960483121069	0.686817090954938	0.803023048576697	0.356538483165354	0.540107648482349	1	0.71962411781275	0.405653975600054	0.718906441922719	0.747642214584117	0.782597037788297	0.805347954986538	0.385838860439497	0.576923962156112	0.49361872600759	0.575215481551847	0.710040006516132	0.532598664346859	0.800575656978619	0.675584598942829	0.661433076043475	0.59974029230842	0.671966463692365	0.578277211537826	0.198268206968454	0.324485123792311	0.670858678321929	0.582762753344251	0.264309287533647	0.39799411268952	0.709995741244279	0.375416950384517	0.617184699882348	0.691840628589158	0.591355956144157	0.774700580686354	0.357433023726181	0.64986490345481	0.627292457236558	0.377515904185913	0.709860766425144	0.59527435677022	0.544787287676296	0.671671433042087	0.719091704659119	0.737522644671111	0.68911925257193	0.603859619573105	0.705099138529036	0.750013048188007	0.631989789431646	0.78261692402932	0.491557376386967	0.740338456709893	0.584535169906235	0.587085409900625	0.609863060525916	0.112031566828488	0.688042538605383
ITGAV	0.608231058329194	0.816642375083221	0.523261147350072	0.717880754941947	0.717902609447269	0.799663132543947	0.665779435870797	0.486450873916624	0.183864145928224	0.708478648836263	0.599337687952253	0.841599819070955	0.682324997473859	0.564313973588985	0.526667593419641	0.681606861848646	0.762814504101803	0.78799880498346	0.855539234020796	0.470060182482208	0.68589974144174	0.68947854381985	0.510113639508554	0.642659324925216	0.398140243798291	-0.072713522123605	0.519447138301137	0.525949935215698	0.0830767255052747	0.363090285523568	0.354307680605493	0.433401955538796	0.68823844613629	0.805911921686795	0.29803806798385	0.716245524665537	0.675692363541148	0.524943128710989	0.384616914346231	0.760998670523046	0.77424846930587	0.517732580344103	0.838774541737615	0.526226096790614	0.572882299200294	0.257384724048069	0.810369151485292	0.614195942023048	0.792692262308269	0.400100324151488	0.252870663447023	0.351635192269419	0.477937663783297	0.701074877397595	0.693917180785551	0.774496068595299	0.832372134862753	0.766743481540326	0.570125111421995	0.791652653327937	0.304650116143312	0.398673677500664	0.661217422198546	0.495489365685597	0.516811166898111	0.694546667364331	0.53077901019822	0.397095267725358	0.71962411781275	1	0.382148375973273	0.649070957012878	0.643450297817896	0.642962324925452	0.78725911647651	0.493832411872234	0.832629777211877	0.588168492401667	0.235724621160275	0.742428401145472	0.565001713494926	0.675616959207258	0.675819838632961	0.849378965914387	0.506640228440808	0.351731369436985	0.525074219657512	0.536723078388241	-0.027720925527411	0.633780788939748	0.59349920493485	0.578276547551519	0.00338979782450627	0.483153292982021	0.647750926351817	0.666134026195223	0.706520670742301	0.517962647828153	0.692556782594613	-0.0167171074432617	0.752404966091337	0.794504306596701	0.686434230611383	0.82131957433848	0.483650536110105	0.200128761272736	0.53838508038619	0.450643946285578	0.607842622680878	0.526585219212007	0.320087771983295	0.548234161075659	0.534509128264562	0.472269812827834	0.691027668755218	0.239442555725354	0.477975513553456	0.824036455418177	0.465513546423218	0.65957172120047	0.25377363557268	0.636717598485336
CXCR4	0.421307203971852	0.498412150930601	0.496766987072919	0.264752650119763	0.524067994924412	0.32342226444235	0.459104876789638	0.708362717772382	0.721596958951285	0.737567819028122	0.5400479026991	0.428114438115201	0.473662152975769	0.59582876528635	0.156429574919043	0.510025908899017	0.0813904383523546	0.471248964822361	0.335625018432447	0.400870231480478	0.54149540932905	0.465701112225427	0.616677365949661	0.501054865142147	0.59963530260205	0.604627662927701	0.277147602148848	0.458377575429941	0.304708467426594	0.662283952411808	0.444152914711624	0.389835035820724	0.467856567568315	0.36136314413562	0.226150685883663	0.316227431685165	0.0959052857500741	0.421565616981242	0.569834967169086	0.523116749495242	0.306263343398867	0.637895279668105	0.472641180773203	0.665068027403359	0.508553259231968	0.560655420253034	0.314771267378098	0.409550598275292	0.532194842427834	0.670386949575271	0.439996804641579	0.525625450712377	0.478958170156983	0.431445633175052	0.470659256808467	0.294476940370068	0.538576236331221	0.504192556390353	0.56885909282075	0.475234773292618	0.654540645525449	0.466795602187688	0.344067018143892	0.474178869703426	0.51423964661991	0.409567832489349	0.446713770148257	0.434147294001274	0.405653975600054	0.382148375973273	1	0.705507559927813	0.516739677286929	0.520898559359555	0.533944684969532	-0.174700877002132	0.41484552041767	0.655777252292274	0.473460913774294	0.409380840452004	0.460366778039133	0.499828375395826	0.655444350847469	0.393961305508899	0.598275637658751	0.297113704830786	0.477138283474724	0.448311268372498	0.484565197305032	0.0267368424622128	0.408771523191695	0.355073072521592	0.438332065623575	0.380815955623376	0.0544812542803587	0.534133686042762	0.463732589960595	0.486177951925229	0.228940613435137	0.493570834302312	0.32195315492894	0.505999978269774	0.494068535266969	0.145962678190423	0.758975062631302	0.468112003446787	0.535769425205337	0.531997566313115	0.355359611790321	0.53680880740731	0.528826944351566	0.516509665506264	0.319287104752787	0.571267452741739	0.513788578125943	0.485615669141983	0.523255780744517	0.405307478030768	0.711894583728114	0.384320162414836	0.312423911048291	0.654683141883927
TSPAN14	0.644869871198116	0.767436881124148	0.763391727432796	0.545028441591997	0.798728732504269	0.657545775033538	0.732493880745985	0.854594322354124	0.688164454344728	0.760466846322777	0.794385749681958	0.650270552438113	0.78471779172671	0.570412186345374	0.363652621741341	0.618115773211786	0.360730096842286	0.735388969553153	0.604363177998763	0.504602701160707	0.862003905228747	0.610673071029055	0.630832488007791	0.820353141713273	0.819577839880209	0.319262320304102	0.528534617165991	0.750965135807082	0.156816873443875	0.63665737139618	0.64467179521136	0.568504885494784	0.736912474104425	0.50221563182741	0.10462336076495	0.518164375530179	0.396275667923977	0.64369218731597	0.721656551688977	0.680682722534594	0.669848606538049	0.688462057787282	0.678633185172205	0.759795644238263	0.794596292644407	0.690083055328103	0.634435830000499	0.588429412014565	0.764916167897528	0.829053042691206	0.680653243656789	0.705852472475581	0.524570669443478	0.676176120262447	0.751927660465851	0.428302451253964	0.744119989517784	0.727000335676924	0.784512588432054	0.770696605776192	0.726994630599071	0.599141090173573	0.54164784243244	0.675590290058544	0.774916147858456	0.718714256959275	0.500596996811801	0.739854583560731	0.718906441922719	0.649070957012878	0.705507559927813	1	0.760832444096353	0.823258073966011	0.709501832170698	0.0538859782704341	0.655756994614465	0.732122610607119	0.630383494793343	0.578718483147412	0.62212727461008	0.798806073081681	0.834184336982916	0.542375210693864	0.803371325636131	0.532235347863277	0.713605114260773	0.320544502685062	0.56638884848741	0.276388780633236	0.588023668264358	0.443022460348903	0.588861562708395	0.703751604825278	0.236291041702081	0.738614184652559	0.651058333697048	0.648735373044468	0.542890646131923	0.528126061247915	0.549890802600398	0.763978225768785	0.526984118382481	0.432376359975979	0.769128264547628	0.650555370965229	0.777919234639623	0.806366171159394	0.696732190028728	0.766398713821635	0.708744341295119	0.72081141754126	0.600562661708995	0.694183431737389	0.764247252958849	0.664557728674705	0.791640962604908	0.536625545883379	0.693809702789307	0.617915474813314	0.14953263319962	0.797674476959735
ADCY7	0.752676042958723	0.810884534902582	0.773562112997906	0.726507608582739	0.78657887405754	0.63387735993521	0.813202442934649	0.631994228054081	0.47053185496668	0.602904188713468	0.790203406425905	0.728534295961881	0.735994376942496	0.547373745527271	0.470390331041285	0.662822723665624	0.59464002347932	0.749526805721463	0.694055050079871	0.291965948233717	0.728991608267789	0.382096533347293	0.613383913546974	0.797674951377953	0.652688880899342	0.306484896791767	0.692830010817886	0.609259265645502	0.116624467474443	0.669191897122779	0.581578002816286	0.64210287719335	0.811000838866269	0.494567853943925	0.153908287890212	0.4853551148098	0.37988149936395	0.653257570973111	0.60218097335742	0.594180120654947	0.67427807146055	0.616710467200587	0.787510360756209	0.581241493221287	0.663525365102682	0.564010293453596	0.644119986307725	0.464762346606479	0.701863176112788	0.625510695607463	0.632734310777746	0.668973637399131	0.521494526474027	0.65571643267202	0.736624701299828	0.528831838209871	0.729758187676718	0.701843906449867	0.647692196110881	0.744399250964588	0.638417027068923	0.62768370900692	0.601789727669704	0.562807509339466	0.677277051258646	0.719118638500656	0.286234502566221	0.543537573187418	0.747642214584117	0.643450297817896	0.516739677286929	0.760832444096353	1	0.719675762718216	0.764809274782039	0.26664375733999	0.619545484026127	0.504009481754919	0.597739012203553	0.535964797849083	0.548739075010277	0.773578592436104	0.657045824635446	0.600298026014414	0.704331896902786	0.585547895840623	0.560517008146419	0.163934489140476	0.420326086259704	0.498545154951367	0.487413151911443	0.242620592903772	0.465909247341953	0.631551884015994	0.357390101088581	0.698620243551713	0.602604013094874	0.51766393940739	0.612748553163862	0.425929269141359	0.536175319650238	0.574505542307175	0.317084707274257	0.57579231921315	0.711188657579163	0.570640433091526	0.671006157736556	0.714664605680326	0.639382008607841	0.704256182612002	0.645711354198497	0.683921584294477	0.682356947137476	0.660162024962659	0.716081059977784	0.516255113857486	0.737842399327793	0.608267672183971	0.669625974781449	0.494101561586099	0.0667334405000268	0.67402386574791
CD82	0.789997461607549	0.84481131513872	0.901646016368571	0.743068200555802	0.888560962758301	0.745711622340533	0.863486940993814	0.84277840555596	0.650231876850034	0.695568881627082	0.887619123379142	0.698439968316321	0.799087704195596	0.491556730489767	0.416074607586352	0.590684322584354	0.445170037381244	0.83636717230819	0.643155123225507	0.328064503295507	0.887867247457847	0.452034110840451	0.636097261908673	0.925481106149202	0.822861743547695	0.198961601876525	0.739087549479003	0.784049989480094	0.0307965927729233	0.56219847360365	0.704331400334862	0.73117555312652	0.769535619482678	0.379754518255508	-0.114434728887633	0.481633057229775	0.443071662430203	0.8134189362527	0.610846961992641	0.60686751196929	0.714150314539458	0.660018775474669	0.742175671381747	0.630875523964306	0.744887137856382	0.728091731392701	0.765769819590842	0.570996672153996	0.738950646254135	0.816643511856238	0.835215902014657	0.717211722506935	0.611966248137918	0.685464591233924	0.864395319919995	0.36906801681686	0.691036260073795	0.715591387048022	0.709068204721688	0.873501004605658	0.727623168695961	0.762238868015405	0.545726461090676	0.57068121475321	0.788731952875762	0.844722452490016	0.329001489646386	0.750773928810666	0.782597037788297	0.642962324925452	0.520898559359555	0.823258073966011	0.719675762718216	1	0.781723542798559	0.101421969813959	0.588442713318462	0.620257255208057	0.76323169521221	0.639150172998055	0.66411024989387	0.913488966688999	0.820256229876812	0.572401284439539	0.772801852371686	0.786101439348862	0.697248324711198	0.150449389121521	0.598121119988517	0.477663251893243	0.608466997460429	0.2935807758947	0.655320619233348	0.848134384897284	0.195111091674773	0.662484468117953	0.629739210236063	0.723741016575773	0.699653363901903	0.610931810870563	0.58180478500449	0.7045696049134	0.385670431276275	0.5969624601097	0.754151609577535	0.744044874032011	0.788732091218161	0.906109292946363	0.817090515470741	0.838361367532445	0.797343680498396	0.830205943447377	0.821945491131797	0.767496637223117	0.848747461275046	0.669816478074199	0.873603683972693	0.433039209904756	0.70451099970042	0.649321467289496	0.0677699650365176	0.818230894134382
PILRA	0.823425423378022	0.912049685569739	0.791741400769118	0.843603340018352	0.87063725688968	0.769052852029937	0.862346979992955	0.656677494687263	0.435412704444745	0.706856185712097	0.850115902166378	0.848382333785499	0.794485436033433	0.653187120941418	0.571111161359582	0.741387036321955	0.690306882373193	0.818168046777081	0.832396895871441	0.340115991103935	0.742244399101109	0.498307623954904	0.726870155828737	0.808905952036066	0.584125206015911	0.214643829806256	0.72188288146981	0.694422200549668	0.174044129625208	0.627494955356734	0.602298580310632	0.638753230299487	0.812603732410262	0.64183794236397	0.242978562134595	0.58236025267018	0.499522570148328	0.775271261064816	0.558432005371763	0.691257034823889	0.756100439370402	0.622479550607621	0.886297996574813	0.612072642431407	0.603063101171377	0.487710522247182	0.797624206918286	0.482469979879549	0.790168593961365	0.627724323174241	0.571459988143643	0.537558161815658	0.609882503370175	0.718502920052245	0.811040374224397	0.724402979850611	0.839784107062842	0.788457060962656	0.638323407808425	0.856996211006193	0.580021632794154	0.682613175154829	0.720346192508871	0.567964235510135	0.672676158625263	0.776510354750334	0.418022198829591	0.465641819087844	0.805347954986538	0.78725911647651	0.533944684969532	0.709501832170698	0.764809274782039	0.781723542798559	1	0.302110362623921	0.648539222495914	0.597080431100532	0.554963910161424	0.726562362452538	0.572929963404706	0.828467882751887	0.739674804748287	0.741941466462612	0.666503062715588	0.631163039129114	0.543472846668254	0.283646340558137	0.294444850614279	0.641627487908527	0.543255303852887	0.372939946726972	0.362106751244224	0.665621270165362	0.48519206733223	0.757878232130233	0.720376811648831	0.654885740799897	0.722800588763988	0.345367757390259	0.637166613119998	0.659596900995581	0.51225303364674	0.729535192692311	0.71186201909922	0.490184219946822	0.696306610615347	0.687351288413463	0.689844474167379	0.689774860074432	0.60726568596889	0.726823109344391	0.748385079510717	0.699685336020123	0.798988993886219	0.437938267467743	0.722929031880289	0.712659649319521	0.686315270703144	0.558716788463086	0.132202483628919	0.705210815882703
P2RY12	0.379987898130449	0.385677743649604	0.0878017696760445	0.480079810526181	0.187567337295817	0.408691266582505	0.281192352546606	-0.149886732164383	-0.404168843216349	0.073293504791105	0.132140567074219	0.480245878067044	0.172818678529634	0.214617216962575	0.5190398587163	0.296876569291878	0.724633428112636	0.302116789936157	0.58613441985223	0.0398879170796873	0.108601643215423	0.118703368761531	0.145509904076126	0.149315227763751	-0.171339537349609	-0.335216401923339	0.355899997544134	0.0848971486312127	-0.264935319725003	-0.0553839743089995	-0.0783499615183886	0.157806112419576	0.315993617229716	0.541229496944412	0.259274362730011	0.449220320526752	0.412593483831407	0.128890576658424	-0.192578809162693	0.176740743903959	0.462265939306281	0.0588800943000321	0.43116796471173	-0.0445808405457587	0.0106553007146841	-0.24613785554141	0.362646242889103	0.108195267781593	0.275023854230445	-0.222620956508692	-0.109232849401584	-0.0353650815985163	0.10468065771778	0.29643517891887	0.230984955155342	0.50889939929953	0.329521596151417	0.363713619149523	0.00936579708322944	0.262820629380956	-0.216300472582975	0.0419902335377406	0.395341595125938	-0.103957260703093	-0.0353961752271303	0.27584008000435	0.0740692236348795	-0.114596157342765	0.385838860439497	0.493832411872234	-0.174700877002132	0.0538859782704341	0.26664375733999	0.101421969813959	0.302110362623921	1	0.325844536051222	-0.0363790800894483	-0.122206734642464	0.409178569663072	0.0524686265348806	0.172719955155497	0.0475267787354778	0.470651720115199	-0.0752987537102067	0.0854079407142441	0.0143329157720794	0.183409817347234	-0.365407921242337	0.591419598012965	0.186016041381667	0.0746803262763845	-0.349309052366729	0.00447284138305784	0.485382873692119	0.142546543740658	0.292769974315543	0.00465106624907538	0.386777442942335	-0.340206776525392	0.373726979441788	0.188459238192144	0.166038127973204	0.594899173022293	-0.0687496888511097	-0.21797415894544	-0.01610570552441	-0.050595596489452	0.225496953830983	0.0102602247545912	-0.147691895861351	0.0589329198972731	0.222772549331174	-0.0337220280814614	0.175508863365131	-0.249209121294346	0.0180270590817564	0.483059249763783	-0.0120855938849378	0.186455323481297	0.0503446294436137	0.0617462131376806
UNC5B	0.489015446765974	0.675782979305855	0.465034494123331	0.531775781425781	0.682450493900791	0.652819999807062	0.567225630913635	0.523276937352001	0.291998741606967	0.717385864847887	0.516244998231124	0.737268306640681	0.629771227685117	0.536907810853829	0.407243197828694	0.599985413810979	0.587524155316878	0.713788230344719	0.691518308458895	0.549542403422906	0.66432612288664	0.708923601892321	0.446561683391821	0.563745385731241	0.458356640785834	-0.0048348890072688	0.404145791774839	0.498719220424905	0.170484897416814	0.355419453228092	0.411097601993177	0.350982420159479	0.645003456670455	0.720442107877667	0.354525982197932	0.685709997132533	0.50873177516838	0.447923178094745	0.48524193187668	0.748046631001602	0.678642768737664	0.548416625887068	0.721452409061157	0.580054770885329	0.59726632949221	0.329843230506089	0.668311461871249	0.654908569614554	0.718362159304394	0.455019183926074	0.233890005791045	0.368351866892949	0.389542110762523	0.574546916019524	0.58724734542428	0.612971260330722	0.758091889053018	0.73539587179368	0.611422780594224	0.67798847873626	0.366585163435285	0.344901612742049	0.612232154992991	0.574656744507669	0.495656578300104	0.590417833222412	0.501878488462447	0.415867556353276	0.576923962156112	0.832629777211877	0.41484552041767	0.655756994614465	0.619545484026127	0.588442713318462	0.648539222495914	0.325844536051222	1	0.614801279818352	0.204046091553862	0.60458309948053	0.544240510753956	0.607354094513213	0.681661741292273	0.687433959450849	0.517644759690664	0.263725875938443	0.536910859889037	0.514422896438702	0.0345454431119254	0.41073424237713	0.552969943940119	0.609978539902274	0.0578690664279008	0.449048064407312	0.591135118104468	0.608902501081081	0.655509976528211	0.445063662770383	0.510315590734449	0.0330958428670829	0.675422789954319	0.796062446626536	0.660285441861908	0.628019258135255	0.484346145968488	0.199377324269835	0.518673863269261	0.438047929519534	0.510688115897511	0.486419449126419	0.316294788983256	0.520516135327737	0.41363071487873	0.402597411583932	0.651316332532364	0.274317450247783	0.429573521874865	0.746807453589084	0.446066788523473	0.602113699350859	0.2177672480975	0.621247952456861
