""	C3AR1	ITGAX	CD68	CD4	PLXDC2	ITGAM	TREM2	CCR1	CD33	HLA.DPB1	TMIGD3	ITGB2	LAIR1	SORL1	TLR1	ST14	HAVCR2	TLR4	TLR6	NRP1	ITGB1	PTGER4	CD81	TNFRSF1B	CD93	PTPRC	MRC2	IL6R	AXL	LRP1	VSIR	LILRB2	LILRB1	P2RY12	FPR1	C5AR2	TLR2	C5AR1	PILRA	CD163	SORT1	LILRA1	TFRC	ADRB2	SCARB1	RHBDF2	ADORA3	TNFRSF1A	CD74	MERTK	CD180	ENG	CD46	ITGAV	ABCA1	SIGIRR	CD226	GPNMB	TSPAN14	IL18BP	RXRA	UNC5B	ADCY7	SLC1A5	CD69	RIPK1	RYR1	STAB1	TLR7	LPP	ITGA6	CD44	PLAUR	CD40	C1QBP	LILRA4	FAS	ADGRE2	CD47	CD300LF	APLP2	TNFRSF10B	ITGB5	TNFRSF11B	SEMA4C	TNFRSF10D	ALOX5	CXCR4	KCNQ3	SMAD3	CADM1	PECAM1	LTBR	ITGAL	IFNLR1	IGF2R	SIRPA	CANX	TSPAN15	NOTCH1	NOTCH2	TRPM2	PLXNB2	MILR1	FZD2	PLD2	SPN	P2RY6	TREM1	GPR84	OPRL1	KCNQ1	FPR3	PDE1B	ITGA5	PLD1	TRADD	RYK	JMJD6	CD9	STX3	NCSTN	TNFRSF12A	ATP5F1B	PLXNA1	STX4	TNFRSF14	SDC3	RACK1	EPHB2	ADGRE5	MCFD2	PLXNA3	CCRL2	AMFR	CD63	LAMP1	PILRB	SMAP1	CD82	ERAP1	EDNRB	PTPRA	LRP10	NRP2	EGFR	SLC16A1	RPSA	CLEC2D
C5AR2	0.700181299560507	0.679235178258622	0.465486600165563	0.683964717157003	0.688076171678861	0.66330221955912	0.528062605272146	0.63109243995573	0.56702447176911	0.548848571480404	0.595577380952985	0.593334588376224	0.661309079668166	0.658379154702557	0.596360467722078	0.30300854121965	0.653351711697806	0.789755455450049	0.704277415721684	0.530390461903422	0.539863864305231	0.728535293934678	0.569627532671979	0.648059127132644	0.217074084310997	0.710494943378909	0.614179294670433	0.781060833238945	0.632204381854073	0.708775856555111	0.53078404864393	0.352535205387939	0.697809765289161	0.508355890832653	0.597139532237552	1	0.689089288064688	0.662526784638666	0.623773243010877	0.360163947876658	0.647461085918612	0.510255307449199	0.794475185230316	0.701877764235116	0.688992757801709	0.735380960251919	0.645385536611811	0.679901224720358	0.616891526003111	0.623120157663199	0.504280127819147	0.558001298996977	0.667700099189196	0.644482186706621	0.465061035151574	0.552605749237469	0.542007231139655	0.307444978083565	0.783482516820407	0.593364469845948	0.55153668894304	0.562536154215865	0.705414535953101	0.641755515683954	0.658021780323747	0.730201104540405	0.533210108452196	0.535333349815375	0.673878805430706	0.680136002405503	0.602140842325037	0.204021800437892	0.397287232425925	0.592089444323742	0.578672518056537	0.311071885746859	0.633576980646623	0.576263383424575	0.705654317897556	0.630884338315138	0.614183698858173	0.787739629903123	0.590984813027314	0.560534864291685	0.497320370411004	0.776643315729425	0.638038413066428	0.488407712104228	0.669881969733	0.520858982341881	0.494724509894443	0.489695883082914	0.578414157954297	0.714139281072919	0.514503931211403	0.444873135229098	0.596592525645503	0.675311631368567	0.568172008221844	0.617796233956016	0.422502800888051	0.602009363973768	0.640113840863894	0.544347712327905	0.628824887341004	0.642060762627876	0.636523911300713	0.565301613173873	0.51836709643066	0.515328827911836	0.597361932816856	0.631803028044441	0.447985866677332	0.75137103598826	0.522299931941679	0.651037152732727	0.547849119091177	0.734756073070824	0.812067737468557	0.379628355964235	0.552454340985936	0.667115842559494	0.380631288255131	0.544631883114015	0.594605465636923	0.708017706214059	0.489659663737592	0.61957317240969	0.630653533888173	0.664484013573111	0.628525361739999	0.589892947722074	0.666186196830844	0.581238724155567	0.676108625266082	0.460138345019932	0.558300720294479	0.736977609443445	0.602604076846935	0.569248026657026	0.490699196534497	0.561429728189033	0.70813461305609	0.717736179957059	0.586203482539967	0.351569249497976	0.721735836270703	0.603145587474705	0.625240494877431
TLR2	0.855599361815562	0.826965350356055	0.639504255575531	0.835742960538661	0.88789878421383	0.827159346954393	0.751768586857812	0.794393669255383	0.828404402870647	0.677433208396346	0.755324069806284	0.819556392992448	0.84092062290459	0.846251738454935	0.889890428036263	0.415888111635934	0.834649693180364	0.853101006672491	0.865520490523435	0.699211452116227	0.754435673146954	0.791700912725502	0.778190885479251	0.785876930724773	0.311764994152069	0.943576654678378	0.788148785738484	0.863954546112134	0.804119541401829	0.825775796475762	0.605326306059596	0.436129691466212	0.87503309572599	0.704482837887533	0.79987973455043	0.689089288064688	1	0.665238726463238	0.767690346327602	0.547311143303758	0.87407092020812	0.625437957755516	0.699281613946611	0.793188992848199	0.802015605781278	0.832396413047024	0.799890535737247	0.83312801783489	0.776458492897247	0.845639730515123	0.741383230331598	0.780461092658049	0.882533222314942	0.83101450221566	0.57906543709239	0.747288839485402	0.74321922560148	0.420702900149095	0.871806412874434	0.631862095409332	0.775167401984018	0.848012638290883	0.841012891145283	0.839584428925786	0.669567445623358	0.819696029214705	0.664773603699611	0.692777262984333	0.799773113309358	0.869166177106903	0.791727287218139	0.209372947970615	0.560597587360081	0.762481986066129	0.781842996142197	0.429718672538095	0.770503734813925	0.790850238707201	0.823558745256117	0.694220608845568	0.757264424728903	0.770230881103238	0.734749803599834	0.725901982919832	0.728026751616804	0.648229082518265	0.850733729352413	0.476314393428345	0.822250734914347	0.680793694972022	0.624997878771009	0.639038521732935	0.781742241791059	0.825044201336289	0.679231216240182	0.647992380775871	0.803021356558285	0.834618397924388	0.730129603328657	0.742499771933732	0.420130826629393	0.821541397781176	0.856812806722212	0.837051704383956	0.584596741420295	0.745073329327398	0.782315519359764	0.714571628944139	0.638045547894534	0.662830701561761	0.542487278175129	0.784846185074734	0.676084771940921	0.814592292884234	0.61986980871523	0.825004075345444	0.703093319963513	0.85267642098013	0.768907325131041	0.585785495907003	0.674462284590313	0.8210479970706	0.593191503237255	0.747078069464155	0.685639609059615	0.801752394330906	0.636310665397332	0.689979096356012	0.751328811147384	0.792916900702717	0.730501673648149	0.739331105215486	0.698988434963554	0.655569909024433	0.751928409374811	0.642947146614406	0.735700823758049	0.772509812839942	0.762035501300365	0.674582201123173	0.751840534708407	0.663780182219449	0.823683319126235	0.820816130632886	0.655196953785092	0.232827521431433	0.749673668267751	0.748079167891634	0.584244758519808
C5AR1	0.64392617503016	0.775447718442828	0.752568825639159	0.549282867652986	0.571322557635563	0.793836505720677	0.581162529545802	0.803280628128582	0.590639715693629	0.270332980105573	0.643880915027553	0.699199194389195	0.73086423568068	0.368432542464462	0.581385173636615	0.738584896725572	0.719315302580628	0.765386025154397	0.497673247320949	0.774749777879316	0.781653366425973	0.758797368315127	0.596501577605349	0.896956411070566	0.572348449726447	0.680264930330266	0.39635111478831	0.748261934992899	0.555255061014593	0.801625405064427	0.238653249419139	0.725554784755326	0.61755553730624	0.104754617159441	0.575542103721566	0.662526784638666	0.665238726463238	1	0.698114932338845	0.712123083951559	0.594195618050477	0.468448953878684	0.72114982411913	0.428746068180655	0.635519930772772	0.501401442093059	0.580132422444495	0.649853614366754	0.356770400570895	0.676080466474902	0.716557502098773	0.71998586401346	0.709302426448796	0.496102231621187	0.794818541380777	0.725483294094119	0.394741690913704	0.712575344403282	0.746463308452224	0.581908385972194	0.851511297759627	0.557877697158978	0.592721436534684	0.6200397974718	0.486724504137263	0.711929912626553	0.161698366261187	0.616739711156105	0.344646224489082	0.716225282089325	0.489442272064283	0.70795070073395	0.815881333283962	0.572086218758642	0.645185480495415	0.391300588384124	0.478729788939654	0.655442246170773	0.702999190233524	0.710274218947301	0.894135472116475	0.605205261031598	0.699338483805612	0.606175513374053	0.33529961992138	0.528221872227601	0.679490758947359	0.65872483466749	0.420385481523568	0.384747382797399	0.738425154247429	0.59649886809003	0.590735269182665	0.657318413137348	0.729280251295432	0.823865726304969	0.728532329839115	0.79385058666918	0.543071739956138	0.544167507963406	0.714707634711061	0.637666404081514	0.634334801018242	0.483590531824522	0.196710482833893	0.668186479824186	0.800131315710095	0.420114923116551	0.884159661558094	0.646746072874572	0.277743234371524	0.547908737585069	0.728426409784014	0.65867187459884	0.868007221359023	0.644941704758064	0.719937814378709	0.614641529311975	0.750204326902018	0.678251793335105	0.688821915269366	0.615832780584523	0.731508266127621	0.684199288886683	0.586108330053508	0.756778104175218	0.824409961497292	0.611509134335125	0.64055450578014	0.63542028272312	0.735765298215302	0.755931568526675	0.666493043707729	0.833875996497243	0.702275636627925	0.760250202879174	0.77121801305495	0.518624786014612	0.848402932563972	0.73500491651282	0.475620860666002	0.772010373979716	0.725881048214213	0.685004685754988	0.832693799945182	0.258097176879889	0.577666263133938	0.647086666290989	0.241322327980137
PILRA	0.851787662367111	0.8187896612755	0.845383940785738	0.748922697295532	0.774470608230139	0.801561350030205	0.834693428882781	0.868805145975629	0.802104081759804	0.724421059963385	0.86584601219752	0.836557742944959	0.860766389502282	0.670372019060928	0.781395288862149	0.606397848821224	0.870671628389637	0.676297120959844	0.680586410201411	0.722937631996025	0.782991521381234	0.76511153736752	0.861988859043884	0.788377184757915	0.109886758246026	0.757746759768648	0.667300074817879	0.779813582279622	0.832263696510143	0.829199099594633	0.569683310853751	0.338526324447878	0.725467085858396	0.52243241594117	0.802806928222591	0.623773243010877	0.767690346327602	0.698114932338845	1	0.497654723291266	0.775340115835064	0.487804437189878	0.606327508778468	0.737819453220422	0.766901012049194	0.74453914020904	0.867800566770201	0.853755366379922	0.734865148790414	0.774841283637857	0.813614529222835	0.743919458828359	0.740629459195018	0.69513058293524	0.72210674307624	0.825908714838992	0.537928169138359	0.669066828046458	0.787461662159194	0.799342789265459	0.76564963504194	0.690669971779816	0.70987856417884	0.826756734568595	0.630994917264706	0.803735156912211	0.479458905711393	0.581101298973087	0.669831360600489	0.749041246866133	0.71752836342496	0.37219925350621	0.692704639947731	0.850409359463475	0.85490451453746	0.647053740402297	0.686329242443476	0.653495184149107	0.797365551724758	0.749243073097079	0.815681423623751	0.697546289916856	0.803377226139355	0.659015188394166	0.566615430350498	0.576414907479512	0.810257736881029	0.446834075039435	0.662776354310858	0.588954522245742	0.776982018892641	0.501023618609569	0.813739111828054	0.653869862972089	0.695881708534915	0.676168708528528	0.836447850618559	0.838792815749555	0.790123633703831	0.646322834651969	0.365006774439137	0.764952451351978	0.75945414478595	0.748619334741261	0.54040882862729	0.798146525265967	0.746544082951791	0.740139578763036	0.684169295810101	0.688745823032027	0.565475846598494	0.724616365651304	0.723112788191259	0.736573666994517	0.693377974635912	0.777623849425174	0.900143484280312	0.735635333138297	0.719955544813534	0.746278628249501	0.763073177507063	0.780901420642383	0.766136288567828	0.853646866483196	0.750003352768117	0.807389504185636	0.810383405418998	0.65066471493217	0.923033809775112	0.766474007676271	0.6067562397901	0.802969884539955	0.726333551510294	0.833726954509924	0.712500247410863	0.821084651106538	0.85345966915139	0.600227030782157	0.861463377916571	0.673595231727443	0.587209484335963	0.718333132953673	0.742913440148102	0.894311223660454	0.772618589261599	0.105006538976388	0.699416397591518	0.908758351294264	0.462946928897799
CD163	0.545841660540796	0.600101250159089	0.735946685041924	0.539142746590984	0.409603879762411	0.730831804899366	0.515105243062136	0.695338012158635	0.588775738336457	0.112992774700605	0.622215454083654	0.665709661584174	0.731598562030914	0.235708495538092	0.516434949094574	0.75824715002634	0.690679022587344	0.461948058619901	0.313477266022011	0.858547709943609	0.721754385768908	0.52300357561023	0.589423448679335	0.631586838456119	0.48417005916957	0.541294783061002	0.247862848233834	0.491989110988146	0.469848346987749	0.708991309674909	0.057961900535781	0.543651766806469	0.504211471921334	0.0111526287500592	0.515573068190868	0.360163947876658	0.547311143303758	0.712123083951559	0.497654723291266	1	0.519819252269101	0.269455617509294	0.589430990657865	0.299466008460058	0.514156006682947	0.324011327042012	0.436843596952851	0.547314476019349	0.204142408915096	0.598043384383515	0.744216905815678	0.805688923803782	0.577814593762511	0.421479193997159	0.736378164639777	0.610093512166059	0.279142891876002	0.637863511362647	0.594276414977325	0.391789477299807	0.67932606067752	0.588850878700377	0.520462417642845	0.578744404337981	0.192880227496742	0.479146463696897	-0.00357704763166116	0.827554665456847	0.21781313737579	0.612949414471625	0.423389271739031	0.564019615572498	0.84932717945712	0.5695136607693	0.674312752274001	0.219023097359687	0.408455798158265	0.585529644804452	0.636883528239621	0.486138775647202	0.827451916369452	0.463298699127566	0.596504206600559	0.519590176663838	0.30320098791537	0.283808707738055	0.705378213776588	0.202382375838429	0.247849710896892	0.135269696171801	0.65530250173132	0.315172734350579	0.486336947003271	0.400434759381706	0.67391966142126	0.795344064023112	0.62418591793153	0.705776988686059	0.607054302267454	0.357040424897998	0.366982604132606	0.619591187892622	0.54153433789402	0.432912901026484	-0.0283309112005063	0.526148499893438	0.592821347215974	0.334684587905513	0.850334671906869	0.707407030748764	0.124238882198406	0.568080186456095	0.877543723206285	0.488802057965137	0.731636370546992	0.591330322864968	0.607913145066089	0.395121118259632	0.556514520446609	0.571364170334506	0.585555925934286	0.457449851381919	0.730181510659028	0.672342730747228	0.506025445275638	0.584356478063322	0.643182006423263	0.450258927944618	0.471854631288634	0.479109894667249	0.449341999777628	0.682742123919338	0.453551952743978	0.610137753307505	0.476043978175031	0.779881520242807	0.770697224147263	0.365739354782934	0.735694818105378	0.694058084287451	0.405916684904685	0.674069501479495	0.620075700398508	0.544311974920873	0.708611331645207	0.13368415606809	0.416645584390398	0.557604681204212	-0.0366191021310366
SORT1	0.925193503081539	0.876570130683398	0.697607046428221	0.893128889573936	0.939477000654699	0.865967813010047	0.88378575443422	0.79682213719207	0.847495119376147	0.712988070139073	0.862322973430082	0.9055118765582	0.889012487595475	0.869043737859478	0.901560963334197	0.339915644754765	0.903454239914171	0.752917487821355	0.849430898617033	0.661237356086503	0.833234848403341	0.826060534004676	0.892438802588987	0.726636755709366	0.211140751515137	0.920740076242235	0.865450646970215	0.859017895162451	0.89249284815704	0.879490865099928	0.609694652699801	0.345176573294911	0.906983995051492	0.702972603078989	0.886107774495039	0.647461085918612	0.87407092020812	0.594195618050477	0.775340115835064	0.519819252269101	1	0.605064347900766	0.700816436347898	0.839015558267366	0.841024179320737	0.883635778165331	0.895386389945305	0.891120539275503	0.832360508649872	0.893974587884016	0.81383546733313	0.843551598909215	0.869438243776938	0.915330636794484	0.546936351199779	0.759346633679807	0.732577631141446	0.441263377904662	0.901411122387741	0.782889912831437	0.787437212280492	0.904583119855312	0.870138283167839	0.875270021356529	0.734103540362317	0.827749402064505	0.700306474963856	0.759522985843031	0.847479080361025	0.908358512925737	0.870656805054863	0.0710306919766117	0.579063674156015	0.848516232527444	0.859766487752375	0.555058689422206	0.838774626875443	0.843504670872586	0.878306717999552	0.74369673059854	0.719516012098778	0.8252360979537	0.734674583315943	0.842661658380083	0.817525666622442	0.616045375679108	0.857120084609188	0.374684511775889	0.823383010131896	0.773027915270095	0.692981319256213	0.59566598300488	0.877564118717069	0.810948795572536	0.727750540327195	0.621487966811096	0.874893370087277	0.877131609158763	0.794765680868739	0.813899807310253	0.312636797013014	0.905054579223659	0.880391255927226	0.880964758696603	0.549947845587442	0.846958393844754	0.805942972134812	0.808912001962367	0.649921309863789	0.813781646984769	0.639339671783378	0.863666819433585	0.719851446418618	0.830025537421364	0.621914471237946	0.893913937070462	0.768721127409064	0.814735907367375	0.767987899575812	0.680648013565841	0.699544714466928	0.807405883089446	0.631043916658169	0.839158213402302	0.727430401178334	0.830756405299109	0.641313428217381	0.759723365343855	0.815755040567369	0.815233301085948	0.740506570828385	0.783632304196506	0.715812634505967	0.684284872677	0.730108673125201	0.717160260458974	0.747168487829333	0.741093533580402	0.750731033105547	0.744298584540214	0.730677601225055	0.66135374424593	0.839996725273025	0.833549071961502	0.656859171942444	0.295549690153691	0.820270017403471	0.820275175851975	0.566386106625962
LILRA1	0.609529373269875	0.457106788724757	0.392815294317452	0.654645092286692	0.569898168816348	0.590567842724597	0.551428184534457	0.418910336070492	0.663772137860208	0.60380140335104	0.58077918917766	0.584078726136965	0.548443180235589	0.544645772615117	0.576375332315705	0.109899643549259	0.511379729807873	0.643735126652271	0.549764371377904	0.278297005965546	0.429130854566462	0.496514845472818	0.576315441056894	0.609235438398075	0.524640201605754	0.675804704331651	0.485811740357168	0.58480436733697	0.587167943758558	0.527574518953152	0.644249917736376	0.554754223412731	0.65866829437901	0.511878359875302	0.656401349580126	0.510255307449199	0.625437957755516	0.468448953878684	0.487804437189878	0.269455617509294	0.605064347900766	1	0.483525736396785	0.646140961443803	0.451476967370608	0.603792490384031	0.55367325003688	0.596469241214956	0.625628947702211	0.476348523055856	0.472306002626789	0.499409852748065	0.573974592974114	0.554978718860055	0.181852942673027	0.598205538259307	0.397770314482159	0.0969447461292643	0.617668680859495	0.53323341094753	0.544457716131038	0.531579599984728	0.608468615150656	0.581318882068758	0.505700356138062	0.478476213147363	0.407786824097601	0.458896685742181	0.589488202494826	0.522087514007951	0.504854128421121	0.110885605194198	0.240058690111668	0.579930142450127	0.588399512223536	0.383825065672952	0.599180381276832	0.522523016038802	0.586652569154576	0.595719697212095	0.409499072222775	0.515367209084343	0.323990691599426	0.515472630480665	0.413945423220168	0.44092533221617	0.560701089731882	0.55785204156039	0.492207631195111	0.468284831882749	0.260532345131068	0.758294834688783	0.569586781833699	0.604538152428747	0.356659617180474	0.389172040144472	0.480323717748687	0.507477622620784	0.549087316161431	0.535229662891689	0.494020790405629	0.523641204615343	0.539101564977237	0.543366006802625	0.528247007727047	0.455862229626997	0.623680498365883	0.575151452126064	0.399436464132138	0.454910493000685	0.447493391913731	0.661273662139394	0.335228645585679	0.595864986244959	0.386379326989535	0.50415233037425	0.51361901296327	0.55034485484518	0.511136038891571	0.285486020892223	0.395213927912141	0.623994503654307	0.240033312423647	0.608368920811889	0.308375911480876	0.495843818551105	0.341333340827628	0.422374662084151	0.649578075715904	0.587739367036808	0.61293766362233	0.436388072272362	0.345185375687925	0.38301300076566	0.612766453005428	0.368536366099111	0.425676880733614	0.505071796194761	0.498063901525651	0.32958557212019	0.543256040019424	0.258737096657393	0.479038965763443	0.540653643741164	0.250141138780898	0.108002234997678	0.48475201323335	0.624573000285723	0.407791774237973
TFRC	0.78355487575034	0.795748596013432	0.576330860696656	0.7841791894012	0.744206128908223	0.812910714259788	0.64308688084937	0.743317306341029	0.5985982854505	0.475052029182045	0.700332978563655	0.733402153614993	0.767773273364773	0.632091331353849	0.707430002099806	0.370863586030637	0.765381254577726	0.775566182980339	0.658000812338894	0.650025733562273	0.698465086878812	0.831381428251615	0.672042648619991	0.704610310703742	0.283434866372892	0.755515099365024	0.646612455563468	0.806559161602976	0.706198850509606	0.829826109497143	0.405498818880306	0.432034344814576	0.774182621314368	0.427069729768981	0.697057401597401	0.794475185230316	0.699281613946611	0.72114982411913	0.606327508778468	0.589430990657865	0.700816436347898	0.483525736396785	1	0.691454323704014	0.737033579012203	0.747350826729233	0.682729145368333	0.721339274835112	0.608836681191306	0.753266657300903	0.639332777551701	0.781742799090835	0.689482749900274	0.73131942906691	0.530656809040367	0.576858333427939	0.626313153642581	0.383930780754112	0.872887690374325	0.618197772173809	0.650961922714873	0.685713156294661	0.771741703163158	0.722546939276687	0.765938201118909	0.796632478478635	0.482635114107549	0.79211233580819	0.650180514505929	0.806566450702128	0.649563017902776	0.208359115469553	0.548497672661051	0.669761036692928	0.705216547838135	0.333936589451829	0.703608893798201	0.786556469868934	0.806290805768306	0.632083267686095	0.712247812884779	0.881300091905622	0.642758448486565	0.732680405205765	0.554446296584202	0.775978620557699	0.738708636039679	0.482628533917206	0.660606812351332	0.49941853150548	0.579037300427942	0.496960431286717	0.621757103261737	0.793629917639902	0.712597490044883	0.589280257824057	0.688812324173794	0.779279913793777	0.639663043068165	0.712324029036274	0.366546927668203	0.764772462837752	0.69093740501946	0.572536802543487	0.473258170327688	0.725874496744244	0.687543080907853	0.640433247756894	0.724027851853597	0.714811495366538	0.570483495127126	0.749058048979845	0.634083957668994	0.833974401062782	0.607751305512623	0.74476430106596	0.627878809200677	0.717456314751	0.896928828326844	0.506448081081603	0.582426479095438	0.643931863332141	0.502288351817767	0.648071851244017	0.648043922951577	0.87329684079754	0.527215919002451	0.713307700773152	0.642202854676988	0.747893467742256	0.633933590217542	0.664398622474981	0.678714270128375	0.637741687485039	0.708087692494918	0.605394404675218	0.616553270334019	0.725364817136025	0.664976383777088	0.708540659825764	0.475620983480655	0.70129809038796	0.770277367868404	0.719540675102615	0.686497528663621	0.409990639852885	0.815482731294602	0.652971535809437	0.46901701169804
ADRB2	0.899589335869036	0.715994291094264	0.531616307521008	0.914834374381433	0.866187915264222	0.744193976848553	0.786137246813388	0.659559000645821	0.799443156457558	0.869023588227849	0.805353046556789	0.778150620513981	0.800782084523418	0.902042015118164	0.801356519381135	0.154574496657486	0.797167034997295	0.713008543542307	0.790820858850276	0.466190243421129	0.586955681734067	0.739283585379303	0.827663575584058	0.578497721684504	0.0473897301259694	0.828168941558706	0.85316237970575	0.773947663094001	0.871789694165144	0.757495131220537	0.809024651548816	0.1983506932182	0.851741368781248	0.843128603240909	0.850570452557512	0.701877764235116	0.793188992848199	0.428746068180655	0.737819453220422	0.299466008460058	0.839015558267366	0.646140961443803	0.691454323704014	1	0.761290520153914	0.93353507035332	0.879343593566062	0.85039892458792	0.920439841900353	0.756379845919148	0.658405362101573	0.674640288879432	0.717848087811929	0.832223261788029	0.328746850233565	0.654048999885936	0.674094734818313	0.188431857208363	0.833385008667549	0.756082759574975	0.545859127533513	0.771808214617858	0.85559447355396	0.806881119735719	0.824702708852618	0.726975055969664	0.769380725682501	0.641061561163469	0.916953073540618	0.750825391141415	0.80179411102562	-0.156810681771322	0.305700437933886	0.822433685418172	0.772924180908532	0.520455167521685	0.816101631779919	0.655187090254815	0.786627708373249	0.691890338674	0.535799484872196	0.849840558000989	0.605164192960663	0.688037217028079	0.736560244059021	0.716573034996008	0.789483770494877	0.342518913511996	0.8296291676953	0.679966310770345	0.452013004527298	0.533981534594967	0.78432466955385	0.786081194572269	0.509270242803234	0.357442637046719	0.694160113669252	0.693762019138846	0.824154225439575	0.729499294925212	0.173103868812587	0.774167884983456	0.778738620153073	0.786737947138714	0.813501073184049	0.740498473924789	0.677098245504613	0.865156148633853	0.430421155835195	0.639277095642922	0.795140125612558	0.843522729513401	0.513881520476479	0.834674184626204	0.372577188165719	0.766265140166669	0.663895801559494	0.770268703491336	0.754133831766304	0.413036038327905	0.539331267311652	0.788121074933875	0.381664203807066	0.716361153169953	0.622810010977858	0.752600008283981	0.396282145187199	0.646097526553396	0.822884360908518	0.759628063001208	0.560543648222782	0.586429269900606	0.59742131906776	0.523579123212152	0.712368658255735	0.513333674886518	0.596905595897888	0.768353799571315	0.591812236568472	0.520368039458005	0.609774382391303	0.464234647919066	0.720538187086695	0.831640094674745	0.45831281811436	0.173790056778722	0.788077822154292	0.79810823142127	0.666489800058938
SCARB1	0.863127388892865	0.879397418438952	0.725602793677679	0.804296080074874	0.886057557546641	0.795221349523058	0.843027829792802	0.830331584937741	0.767200153995293	0.636407926744344	0.824775797014341	0.845663755967444	0.860893618673525	0.798597674760584	0.807823595157766	0.436281962675757	0.879794888508214	0.737820331488904	0.765277464855203	0.721061675136748	0.821435491583837	0.832862772197503	0.85147989833648	0.719856649856238	0.0963239871623274	0.828653785822992	0.786503866434172	0.858712725657436	0.860830862897084	0.890571599514186	0.472358004551896	0.251538979993627	0.801294663258294	0.570000380850725	0.800644925774247	0.688992757801709	0.802015605781278	0.635519930772772	0.766901012049194	0.514156006682947	0.841024179320737	0.451476967370608	0.737033579012203	0.761290520153914	1	0.828925728742559	0.87813787689343	0.866367765734292	0.73580332138946	0.882184294645914	0.78564936675726	0.804044351546478	0.858332820620774	0.872181085467618	0.636669479277456	0.691710478142939	0.723375301312757	0.551526759261606	0.874549508139477	0.75118173439837	0.737723772171366	0.81946484099584	0.810711357265338	0.848548450640872	0.706500765989919	0.845851877924945	0.592083465024443	0.686684928800318	0.784231120780508	0.86464923390617	0.874176522739274	0.140153650364126	0.624544822371971	0.801255674877322	0.780497238999376	0.61341600279712	0.775573032517823	0.741596265299991	0.861255871528462	0.742310962735291	0.756499141172701	0.812359325380689	0.770876400806355	0.76780365088164	0.704003643961204	0.669243864052776	0.809187107918393	0.405766052567197	0.769076473237912	0.693265561414228	0.776975168940147	0.520564493072823	0.777505349202041	0.766511532858674	0.712357967778158	0.644021877929642	0.860947141338263	0.882618897365766	0.732451196236451	0.804948266253396	0.296229583131473	0.853155577322646	0.817627900858154	0.827853518172494	0.5074563609886	0.850631063346933	0.7708999528767	0.71286972149607	0.661422101800068	0.718274505255311	0.578085553883276	0.765792985290458	0.731704021313071	0.848657661899321	0.66499218519858	0.815789039500058	0.775671735170793	0.787624847916529	0.777566261957909	0.724157839169202	0.711335610566413	0.787266889982746	0.668280277193587	0.783907533726133	0.779362879947934	0.848337025163538	0.691956175479369	0.817107092328151	0.767862955640589	0.757004828152763	0.707227312902393	0.773187090914537	0.754661217175394	0.757126461781188	0.739579283772762	0.737427652962016	0.768864805451699	0.705603635129605	0.757253075640702	0.797280094690282	0.65887815819776	0.785703571685378	0.867013031603096	0.853258771869648	0.718075120197281	0.395041752569996	0.850612978101534	0.775907981770208	0.555994976405531
RHBDF2	0.920117537737558	0.81013892558285	0.555537109924853	0.919015983643372	0.935872699403992	0.792716435615947	0.814790840137875	0.722572198499408	0.790675445352899	0.816622939279629	0.798646643091045	0.821879421305697	0.827517353586056	0.947704976536569	0.872563666602003	0.177605644674929	0.833886706751288	0.771389551594884	0.855999219768023	0.521394181465419	0.668959906279644	0.837202891836999	0.828782487993389	0.654698168857215	0.0784815604174174	0.886187610343152	0.926419083482506	0.854085518316531	0.896349426021102	0.812703880453526	0.741124421980138	0.25195170823715	0.900997232981496	0.824078298832044	0.867398586104219	0.735380960251919	0.832396413047024	0.501401442093059	0.74453914020904	0.324011327042012	0.883635778165331	0.603792490384031	0.747350826729233	0.93353507035332	0.828925728742559	1	0.901926317148135	0.890389260346795	0.919571788968361	0.836055880237997	0.682183965361863	0.730602183995451	0.801514291252973	0.897711224344553	0.399172431369523	0.65280933766731	0.765285056857419	0.251193077970981	0.891209045296249	0.75681763433527	0.625156696953861	0.846959146894223	0.886290490561727	0.849883252770279	0.877624093641945	0.808246536752309	0.807343603903891	0.66361947341905	0.934066821702597	0.840541087271122	0.864384188028847	-0.1131606081625	0.375110120147797	0.812065866115516	0.766078628876968	0.514148098517817	0.846151683439993	0.754375598339352	0.80992768320279	0.687325787546491	0.590263466206854	0.889811810804025	0.671107654257665	0.764772565522898	0.834277028911872	0.745986206213034	0.802486171189907	0.397421245320055	0.907712300412712	0.782333769277189	0.531548333445059	0.570908493793859	0.815340221149375	0.839403633593285	0.618112339933458	0.440070780975499	0.773433216279464	0.765835804791457	0.776227438574193	0.81057610591999	0.222236578257727	0.836177047093188	0.83031636265816	0.825344009612291	0.734691283615632	0.799491643474016	0.728564629557885	0.866000542858879	0.503124186017496	0.680561259884368	0.794110001510121	0.839866882168288	0.547329794208648	0.867706673723359	0.44751478045605	0.816980407202356	0.677051147565877	0.809870210774708	0.811500814251826	0.505765319088126	0.592180202549225	0.817276994405304	0.446387965835715	0.714118321641526	0.701762306515287	0.809291611269556	0.480717513561084	0.710453629028559	0.797312924962854	0.813662945858182	0.655772502609146	0.647038398236708	0.692861102983383	0.583111300183732	0.741226417823093	0.550126432844592	0.616461963375503	0.791057668965519	0.626709623942498	0.598446095377396	0.70872330235398	0.560071544947363	0.782568284559177	0.843591751568659	0.541536161723689	0.252922767628631	0.845651853958938	0.769686876828265	0.661035986959516
