""	CD8B	CD8A	IFITM1	CD3G	CD3D	KLRD1	CD44	KLRK1	CD247	PTPRC	ITGA4	CD2	CD69	PTGER4	CXCR4	CD46	ITGB1	ADGRE5	IL2RG	C1QBP	ITGAM	CD47	CD4	ADRB2	HAVCR2	SORL1	ITGAL	SPN	CD6	ITGB2	ADORA3	CD68	AXL	RHBDF2	TMIGD3	LAIR1	TNFRSF1A	VSIR	HLA.DPB1	PLXDC2	CD9	RACK1	CD163	LRP1	TREM2	FPR1	TSPAN14	PTPRA	CD74	CANX	CD81	APLP2	CD63
ITGA4	0.235548772803308	0.822264147629976	0.324194711650152	-0.025403235570437	0.593012652158027	0.449798738667112	0.321454224771154	0.15351530020703	0.444651293193839	0.251156391585315	1	0.414695399883021	0.696254878459586	0.0492454370485824	0.720968764913039	0.282248465273073	0.213525107932355	0.362712089015799	0.520486263667457	0.157524088681935	-0.0495606024804138	0.660249966972282	0.0341025541724025	-0.132319865345444	-0.0186795855496108	-0.0371804527774081	-0.0151091490264179	0.263327219301633	0.220592993977383	0.0705751000372357	-0.0385692679988037	-0.107377702309302	0.025145597661279	0.0588877785157975	-0.0267071794493384	-0.0526725129402441	0.032532786162077	0.0105721032225492	0.0555390972586278	-0.0639641804317143	0.0559637514011072	0.202154770941221	0.056995659333272	-0.0413170225671198	-0.0516371077916451	-0.01671298858915	0.0498637130111269	-0.0900201893612855	-0.0275808759734046	-0.0120235174861281	-0.0660912635724839	-0.0558391701454328	-0.0998170155471067
CD2	0.808884478067246	0.671963296548975	0.881681206114068	0.858676600327051	0.954002082836398	0.890339373948603	0.919580983815705	0.901771303865167	0.778233864775865	0.476294171804012	0.414695399883021	1	0.629356219271017	0.124389749403059	0.612380376967417	0.0792074593249312	-0.0796697351659813	0.893010085892804	0.903582384590097	0.267067196952002	-0.430538373395833	0.511781806405581	-0.21993202971922	-0.29925859749376	-0.284650534274503	-0.384567999734898	0.275341260584382	0.719688956964691	0.937750155624269	-0.147766318905439	-0.459048913640043	-0.452114210685149	-0.414241232145622	-0.265207153836434	-0.394788115658811	-0.354675276281708	-0.0662429866046281	-0.39027395729432	-0.248794175294925	-0.430920992401274	-0.322302756740384	0.133066186628103	-0.274031433283145	-0.360481686069787	-0.421968214473569	-0.45219803821952	-0.250116933393862	0.0926692764008166	-0.380324080171793	-0.0939617494007981	-0.394153326981857	-0.312130496223331	-0.449621584433198
CD69	0.634495563408929	0.85495210949472	0.541427069245322	0.380012125016717	0.745051296073309	0.577912253671998	0.728991193041244	0.44963564269124	0.52243934779811	0.753094954546176	0.696254878459586	0.629356219271017	1	0.535573785203038	0.78760079838133	0.578327340417552	0.593537004546255	0.777780481867027	0.704161549747525	0.555273500124455	0.198396530847283	0.694730204481193	0.447985394991563	0.0836916516136006	0.34883450506555	0.249167570443921	0.509784811225796	0.740337740668469	0.522430996810033	0.513521868282039	0.197893530862683	0.248645805962841	0.325729232834682	0.353226827010037	0.324355792067935	0.301025965636029	0.498920251735085	0.223105511313817	0.40588904644863	0.276065773001165	0.398127969720724	0.661646624819302	0.41641523167759	0.314105464329131	0.303037756964347	0.256473700591232	0.430684051229705	0.327858538361202	0.324532271766521	0.494391870065685	0.309730905861786	0.339764269124417	0.257778527975943
PTGER4	0.560242877772434	0.305135702048216	0.169379236301149	0.250021472897203	0.204228760632282	0.114804940806044	0.358330276973726	0.154987089055385	0.0767294100170463	0.75987316471815	0.0492454370485824	0.124389749403059	0.535573785203038	1	0.490675250268369	0.558991802964425	0.821343383977157	0.418106233895786	0.312588725587192	0.533894245068752	0.540944542108066	0.355772118960544	0.712338611812379	0.644861390207352	0.743536447800367	0.701861484351256	0.827535166466856	0.610071211049208	0.125235790668546	0.732658415396533	0.539931241560369	0.556751506599913	0.622603629508281	0.686346583541285	0.612950067696167	0.737031959248955	0.685120795093297	0.571030284613394	0.705570676146073	0.703618110783044	0.697723693681085	0.686782542273189	0.665922378125995	0.741445840382356	0.645022592470792	0.668626474979169	0.788400154828	0.731036823899589	0.664181250909965	0.810314968746377	0.670995198795413	0.761414113688152	0.604875339694355
CXCR4	0.581887234251605	0.833621502201277	0.482528747082986	0.329915431437643	0.74877356712367	0.554670269073884	0.586617482466893	0.398556889159334	0.499848013010538	0.731079918289781	0.720968764913039	0.612380376967417	0.78760079838133	0.490675250268369	1	0.523746408841421	0.362636211640246	0.672895147583085	0.696250783466974	0.318888607013872	0.158648537714889	0.689254775500141	0.291634756609605	0.338222563794831	0.308612860826215	0.292864083688843	0.46979953447126	0.715678089726173	0.456765007357008	0.308983027174714	0.154792994052477	-0.0213024095619552	0.171316597416512	0.368370141886174	0.133833855419373	0.238857642933977	0.385964852618645	0.306822996456168	0.283243931256088	0.187399212449113	0.160138571505632	0.408002117713969	0.194882101844148	0.178385333866797	0.0984611091170473	0.192006018282003	0.357359164950568	0.188187076630612	0.191528316481813	0.235680857923864	0.109856880241516	0.201349064544984	-0.0284681657607441
CD46	0.209919795372077	0.380136558874724	-0.0172854853007444	-0.00822848047725386	0.167537643855388	0.00101524528784725	0.282084596285305	-0.0378788592270506	-0.00340453212803963	0.734792239715016	0.282248465273073	0.0792074593249312	0.578327340417552	0.558991802964425	0.523746408841421	1	0.689351221098039	0.306907384398065	0.167221458445965	0.414541258276527	0.653986610563088	0.335857529939945	0.737294633317525	0.557426715373366	0.712044295908476	0.713366670542736	0.523027786138631	0.574076971212199	0.0310201467520903	0.686188449987072	0.576620748200325	0.51379873502087	0.63854641754835	0.689262037153728	0.627043562308895	0.657065619195616	0.80263683264644	0.663915794744601	0.678852419959912	0.675572367539225	0.645734536565927	0.656804601872395	0.606906265299587	0.615234814009413	0.611329639400717	0.626130252112992	0.763013591983223	0.323473894982256	0.688818625585999	0.611691697847435	0.595712269378448	0.618948164059842	0.52729978566565
ITGB1	0.266881264667495	0.313899092044631	-0.0483719255477081	-0.0722824716683681	0.0490250546756014	-0.0605547093736955	0.183218361873718	-0.114562768639572	-0.0607587701082174	0.650908505272153	0.213525107932355	-0.0796697351659813	0.593537004546255	0.821343383977157	0.362636211640246	0.689351221098039	1	0.236912424358757	0.150353369456303	0.630015395821886	0.660515389808443	0.39111083782094	0.848001742758165	0.526274175378084	0.783873328992513	0.744833559699282	0.636481722128611	0.401882667782849	-0.0903343651659739	0.860775004962468	0.657732998372166	0.759047944062421	0.812024202955594	0.739198466262698	0.806178018881331	0.794108182317667	0.77426190577244	0.650887902118915	0.833258626420079	0.817596109162973	0.909017135460003	0.820277175762478	0.805138775635673	0.848207114865939	0.842435050999042	0.769901880374607	0.862983877241079	0.595152835979155	0.812343727393655	0.854241892856276	0.82448498374101	0.822356007517185	0.82970876991775
ADGRE5	0.836267910817617	0.694666701861113	0.74983244549238	0.810314712425741	0.888984536291669	0.729142040726254	0.951273776982619	0.775571170228436	0.602333204775183	0.700531641500287	0.362712089015799	0.893010085892804	0.777780481867027	0.418106233895786	0.672895147583085	0.306907384398065	0.236912424358757	1	0.861186389369563	0.530163127855577	-0.115193775179624	0.530508863026746	0.135867081673922	-0.0783196197033599	0.0552683773821503	-0.0440307501477811	0.536117001339751	0.829867120269165	0.843139419921421	0.215881848842523	-0.132618450975579	-0.0927744153655727	-0.0546589873654439	0.0565713277785722	-0.0249154656310229	0.0158065907133735	0.287040340948528	-0.0954089113988466	0.111386116538111	-0.0588181965138216	0.0372616328323504	0.468737876035351	0.112049245961797	0.00518791542307771	-0.0503673998574125	-0.0950041770863736	0.109937155820603	0.277852382909427	-0.0054672947199377	0.275991126787935	-0.0123243915162556	0.0714232961347898	-0.0779969631298616
IL2RG	0.843409465498498	0.745833731190099	0.833912286828045	0.732536486578949	0.940823031281683	0.830327902394745	0.882770147418897	0.794004936300906	0.768038638075166	0.524177992476967	0.520486263667457	0.903582384590097	0.704161549747525	0.312588725587192	0.696250783466974	0.167221458445965	0.150353369456303	0.861186389369563	1	0.3822759842652	-0.32039529835583	0.629872955830037	-0.104800790131136	-0.195997913437251	-0.186305630257228	-0.233281469034659	0.460876650965641	0.736083945487586	0.784914384913071	-0.0135111316659348	-0.365561787520834	-0.31412136525471	-0.251085406263099	-0.182344309570414	-0.243756059217372	-0.212161219673274	0.0154311999922627	-0.277616655016502	-0.0372922872576989	-0.269931183980565	-0.118414988547291	0.314254366119269	-0.0822277225950636	-0.214836508285226	-0.26273040436898	-0.31972383456854	-0.0893236619237876	0.126642466628553	-0.217625381981533	0.0498336053368162	-0.252819539791877	-0.17718596539988	-0.288864012557259
C1QBP	0.393697283747956	0.347568589299114	0.112713806457152	0.307258938581119	0.300251791323706	0.0893539988347032	0.464769792057251	0.143497781613126	-0.0553696134218805	0.51267870989444	0.157524088681935	0.267067196952002	0.555273500124455	0.533894245068752	0.318888607013872	0.414541258276527	0.630015395821886	0.530163127855577	0.3822759842652	1	0.316178141188168	0.427505535453175	0.533948522718911	0.090522396256132	0.421095304382836	0.327139607621684	0.468858353226925	0.465098714837177	0.270715555200924	0.501839255210213	0.235702447773571	0.414253932748969	0.401575925794768	0.374557525958732	0.450259473523658	0.430860024032935	0.58504384620676	0.189960331641649	0.533126299769112	0.401080931149826	0.612848200167449	0.829060436985037	0.496909963557671	0.541960275174603	0.443698818600352	0.348632455047933	0.491621970308587	0.486069140744958	0.446644319023345	0.709105439316393	0.487059108531075	0.567338569847573	0.555065298623945
ITGAM	-0.175198064405086	-0.105467761946613	-0.430637770569779	-0.371232416412759	-0.360113182005146	-0.411534523366776	-0.196242521566085	-0.46535537937224	-0.414008020584012	0.455790754088596	-0.0495606024804138	-0.430538373395833	0.198396530847283	0.540944542108066	0.158648537714889	0.653986610563088	0.660515389808443	-0.115193775179624	-0.32039529835583	0.316178141188168	1	-0.00849841259668234	0.909249508741112	0.691770498671799	0.918920870661289	0.898474400428062	0.505489675190098	0.1986980910792	-0.392409255381443	0.841001218687564	0.912408362388886	0.844419310919529	0.889407333380154	0.908552242623905	0.890860334530132	0.904601123158946	0.814872779542322	0.836004263511271	0.783220626829549	0.903466885667171	0.719335776604746	0.581668830536116	0.830680894723815	0.897400884441369	0.8667209482254	0.875320557389191	0.888533375357289	0.3681214035193	0.886572802386307	0.735697860975922	0.89398029847515	0.866431419094479	0.827660975875726
CD47	0.565126895956722	0.775518259012202	0.576657524738834	0.256715310097998	0.680160741724044	0.620548014153511	0.50443585805078	0.444634743539575	0.602551959534853	0.430726773480509	0.660249966972282	0.511781806405581	0.694730204481193	0.355772118960544	0.689254775500141	0.335857529939945	0.39111083782094	0.530508863026746	0.629872955830037	0.427505535453175	-0.00849841259668234	1	0.19008556680586	0.0241760592653894	0.0925311866743133	0.00901521973200988	0.242739633579668	0.47602359498503	0.452783065358023	0.16728518439733	-0.0851763648201156	-0.0820656427356073	-0.00751769712844776	0.13367671355862	-0.0138867947642078	0.0563861517746126	0.143673170497147	0.0456317071620479	0.071874450942557	0.0289434052270042	0.20393626274241	0.313789854145144	0.0268407244085476	0.113887495154589	-0.00334526307724291	-0.00870128494824887	0.187196968195159	0.347085643441307	-0.00262128345169206	0.264504793842462	0.00168040724093542	0.147676062344542	0.020818702392722
CD4	0.0720220492938316	0.111651501000828	-0.219230137307462	-0.160455108352358	-0.135874510563711	-0.213560165158744	0.0625501662455634	-0.244752634738798	-0.238571224699934	0.666958004612673	0.0341025541724025	-0.21993202971922	0.447985394991563	0.712338611812379	0.291634756609605	0.737294633317525	0.848001742758165	0.135867081673922	-0.104800790131136	0.533948522718911	0.909249508741112	0.19008556680586	1	0.687671629338536	0.941127479528775	0.890292464855642	0.618665406624525	0.375322372157725	-0.161082626300531	0.933696299593352	0.85456230144939	0.868397647097976	0.911020045223984	0.928030786734712	0.918754047934377	0.93714761993911	0.91234148391169	0.831056379089198	0.860359307690643	0.936792021998012	0.836661697592756	0.757189386624865	0.869418793699659	0.938630649146508	0.918739049651868	0.891634530435813	0.944986359083122	0.528239779160567	0.926251360180982	0.855013991809139	0.925597053972359	0.916957174397968	0.879706025817704
ADRB2	7.22606305996557e-07	-0.0352805051667334	-0.279355494507568	-0.193914005135897	-0.225122183781656	-0.276295221397236	-0.156608090413769	-0.263595344734854	-0.249676109163819	0.561880285739866	-0.132319865345444	-0.29925859749376	0.0836916516136006	0.644861390207352	0.338222563794831	0.557426715373366	0.526274175378084	-0.0783196197033599	-0.195997913437251	0.090522396256132	0.691770498671799	0.0241760592653894	0.687671629338536	1	0.783777717066816	0.860193805954257	0.503946176645128	0.260906820296752	-0.275159727940897	0.620282889264321	0.720153389886688	0.500435953365441	0.658220403204478	0.813787742392066	0.614107933594952	0.775232994079728	0.680465992731526	0.853782818844159	0.628218191933791	0.77339943837296	0.522158871347206	0.335874550717042	0.52172872474385	0.667101792874757	0.631356795105456	0.744865885237241	0.773479035980485	0.341856689996509	0.699232881711384	0.470878456218054	0.612707204520448	0.653605994853747	0.488183076147786
HAVCR2	0.0194570858415769	0.0375798514879624	-0.2912656021364	-0.211185132876635	-0.212400109893174	-0.286918844274179	-0.0526217795307796	-0.308893004034161	-0.306840685783789	0.629523380024682	-0.0186795855496108	-0.284650534274503	0.34883450506555	0.743536447800367	0.308612860826215	0.712044295908476	0.783873328992513	0.0552683773821503	-0.186305630257228	0.421095304382836	0.918920870661289	0.0925311866743133	0.941127479528775	0.783777717066816	1	0.942740035086114	0.586522637524056	0.345584178061468	-0.254125731441699	0.899774574063363	0.914841228211702	0.841534935598933	0.902839360862195	0.950768626661462	0.897127160729325	0.948155709271744	0.886429129374011	0.886641822398015	0.815851510305581	0.948780433651518	0.800528289546635	0.658542134412245	0.820956114812454	0.936024199157301	0.899440385936345	0.929785150311696	0.963552060662348	0.526209405633681	0.906882587300746	0.827023068611895	0.923891447663535	0.932018173141921	0.840444618658279
SORL1	-0.0660916994076859	0.00980323258242374	-0.426984775693513	-0.306063525743753	-0.282104677385074	-0.43148486106556	-0.149299015783088	-0.437224883240869	-0.421412796290924	0.597533719015188	-0.0371804527774081	-0.384567999734898	0.249167570443921	0.701861484351256	0.292864083688843	0.713366670542736	0.744833559699282	-0.0440307501477811	-0.233281469034659	0.327139607621684	0.898474400428062	0.00901521973200988	0.890292464855642	0.860193805954257	0.942740035086114	1	0.578196125673999	0.262656390944174	-0.384706750575578	0.849834140819926	0.898436651705733	0.793076440025339	0.903216356170272	0.933650780808678	0.881485356848528	0.947493332929773	0.869987521301878	0.92659410107799	0.878606084974411	0.965279948825592	0.804257689330675	0.632313149625736	0.817000418531412	0.895636759088321	0.882823844209917	0.943682392174758	0.954137625901348	0.409968548405858	0.937051503782601	0.732045367654432	0.880784442559495	0.875612832782133	0.788076836338072
ITGAL	0.594302961507821	0.225867609532736	0.308287095308848	0.412394594730198	0.306582549619805	0.242043097826674	0.52892200048251	0.311352355966193	0.222615888735951	0.781815887518232	-0.0151091490264179	0.275341260584382	0.509784811225796	0.827535166466856	0.46979953447126	0.523027786138631	0.636481722128611	0.536117001339751	0.460876650965641	0.468858353226925	0.505489675190098	0.242739633579668	0.618665406624525	0.503946176645128	0.586522637524056	0.578196125673999	1	0.728939444486418	0.282355885117097	0.686924290771013	0.43001175994277	0.480488343871893	0.517095729607792	0.531275033225614	0.530195658004173	0.61643154804985	0.640659653210843	0.462536529892553	0.626288320443064	0.55510687577619	0.465010182222331	0.655415833659129	0.65604987914164	0.563178870100663	0.520907556138567	0.480582366421807	0.657376876442205	0.47407712628922	0.566523150951796	0.676281674086996	0.548615820024811	0.58082763723848	0.462236388035979
SPN	0.764832100301219	0.550661515986448	0.615752945264132	0.676346658393506	0.712327826093369	0.600517915076873	0.825855387031294	0.62562973476172	0.508540218588591	0.827778049021986	0.263327219301633	0.719688956964691	0.740337740668469	0.610071211049208	0.715678089726173	0.574076971212199	0.401882667782849	0.829867120269165	0.736083945487586	0.465098714837177	0.1986980910792	0.47602359498503	0.375322372157725	0.260906820296752	0.345584178061468	0.262656390944174	0.728939444486418	1	0.677013444625725	0.430355022491569	0.13735410460188	0.129439535441158	0.180530755905149	0.311530007488694	0.215405814185566	0.283621789118408	0.508208038540646	0.196505204073871	0.328183776821059	0.211642884463638	0.198306378117084	0.557375081187997	0.294780085664352	0.244951073387254	0.172208353455494	0.157545185304185	0.373016233235578	0.364309245917817	0.250222762369716	0.451858344139588	0.21424672606561	0.316016319418988	0.114385361968538
CD6	0.796445553610788	0.521924715114799	0.886031734424516	0.926305877953745	0.851052434279633	0.877206781484206	0.90536930610213	0.942254524964963	0.754059181012664	0.467024119623605	0.220592993977383	0.937750155624269	0.522430996810033	0.125235790668546	0.456765007357008	0.0310201467520903	-0.0903343651659739	0.843139419921421	0.784914384913071	0.270715555200924	-0.392409255381443	0.452783065358023	-0.161082626300531	-0.275159727940897	-0.254125731441699	-0.384706750575578	0.282355885117097	0.677013444625725	1	-0.126396555765637	-0.446653604193862	-0.415924705993046	-0.423278461888613	-0.234597912214312	-0.393767613577612	-0.307679750206356	-0.056916399574724	-0.386360428717148	-0.291415475860762	-0.405863877535401	-0.339521288338311	0.0645984870367008	-0.284533812351167	-0.317781008697474	-0.398078221970426	-0.420529918220342	-0.242108894341994	0.219336569341219	-0.376847775166119	-0.0539234465628317	-0.359581667159774	-0.266519980006435	-0.397732263806207
ITGB2	0.11216032474365	0.120131506694188	-0.146851633667268	-0.0946988478883131	-0.0708981690974945	-0.153338726729133	0.118794064938391	-0.181027315757224	-0.15868764711887	0.680819316689737	0.0705751000372357	-0.147766318905439	0.513521868282039	0.732658415396533	0.308983027174714	0.686188449987072	0.860775004962468	0.215881848842523	-0.0135111316659348	0.501839255210213	0.841001218687564	0.16728518439733	0.933696299593352	0.620282889264321	0.899774574063363	0.849834140819926	0.686924290771013	0.430355022491569	-0.126396555765637	1	0.878698808667314	0.910221859759335	0.929597856819693	0.842718919896305	0.935955674848731	0.91671459024002	0.885393898991966	0.796218392492379	0.85510483726231	0.912203036137578	0.827954504041871	0.787251265442523	0.909646466835496	0.904446612120186	0.938868283687581	0.846274719499259	0.924649421291784	0.427153270257216	0.90965070513348	0.865769739416967	0.94237795392169	0.898895029040638	0.884331387374525
