""	CD3D	CD3G	IFITM1	CD8A	CD69	CD8B	PTGER4	CD2	ITGA4	CD44	PTPRC	CD247	CCR5	CXCR4	ITGB2	ITGAL	ITGB1	CXCR6	S1PR4	CD47	SIGIRR	KLRD1	CD226	CD6	CD27	TNFRSF1B	CD46	CXCR3	RIPK1	ADGRE5	HLA.DPB1	CD4	IL2RG	CD81	SORL1	C1QBP	CD96	TNFRSF25	TSPAN5	TNFRSF1A	SPN	CLEC2D	CD82	TRADD	PTGDR	SIRPG	PTPRJ	JAML	RACK1	TSPAN14	VSIR	TNFRSF14	JMJD6	KLRB1	ERAP1	CD74	ATP5F1B	STX4	SMAP1	RPSA	PTPRA	CANX	LRP10	CD63	LAMP1	NCL	PTPRZ1
ITGB2	0.818567708384264	0.822165632702325	0.621400681763859	0.47522066229961	0.552459223325102	0.381908276467058	0.270814004590971	0.694286431986609	0.63460959445011	0.526971159633823	0.487409757064474	0.541760853804154	0.569457410486004	0.846380413101823	1	0.46151549796109	0.618642197986225	0.724533215119832	0.604005090942515	0.504645464294647	0.605680245033712	0.247926537382519	0.420411971966162	0.569835679878415	0.676132311067217	0.525396237592261	0.231313624500691	0.720569082935165	0.450551378605448	0.4880062800059	0.467337721013252	0.486465069848801	0.633893953920292	0.422280255835774	-0.13497058263218	0.333690592648768	0.671832353712342	0.463236266386487	0.416548938285122	0.524418426436763	0.549508377569669	0.554816332845501	0.355602276923107	0.45165936819239	0.661307255003972	0.220479467343354	0.299526709678233	0.400031490713059	0.587331362057337	0.447660199141209	0.367412710552802	0.446011234309447	0.517297017069979	0.514082678232542	0.447269667106695	0.383013939878836	0.186530654646738	0.352491270335651	0.223557312301745	0.60618375863345	-0.307607460354828	-0.000851086750907956	0.513650100317879	-0.109148744544976	0.294737397872344	0.133545767694108	-0.514995717953074
ITGAL	0.560205399111692	0.537030134917501	-0.0164947416407637	0.749088162382312	0.363876403812973	0.883700249247541	0.259139617731888	0.552281825787015	0.513994287867278	0.867415354502324	0.633100115978774	0.440858615498875	0.738454657914626	0.364958176341025	0.46151549796109	1	0.488216045628757	0.293466953953189	0.0678068756475081	-0.000318564390620698	-0.0197001508534083	0.440944005811002	-0.0900976058581143	0.202206703466713	0.711789285463287	0.244961282503813	0.0617938127720483	0.10283227863595	0.0954506329066382	0.230937102225638	-0.101820784231042	-0.211560254937297	0.241586662685595	-0.132627499978411	-0.419583345755771	-0.0946611409183693	0.428385544726669	-0.118137308976605	0.465196965583206	0.0962466554771744	0.470325479831389	0.270223904509229	-0.34670929983239	-0.178725425296322	0.685906795228938	0.738113702461654	0.226019543282227	0.214116636314033	-0.0511065818933319	0.122995078514983	0.00459351164819467	0.7305114708135	0.108279433808252	-0.25533273266511	0.248035328472454	-0.174682001667648	-0.159867008309441	0.252800623808311	-0.0501220495239868	-0.0985969445031193	-0.000198011150488429	-0.603750264465979	-0.0346501661396151	-0.597263179455511	-0.178531242676539	-0.172701276402001	-0.544464635036982
ITGB1	0.7877549419722	0.728536395660755	0.642970543883981	0.392412812054934	0.837892474014522	0.54703648433327	0.787810143685722	0.861991849443105	0.793776088747695	0.720188859299744	0.859678548182884	0.593327780648422	0.758502495119262	0.711016319026632	0.618642197986225	0.488216045628757	1	0.619874308701769	0.703161147547209	0.750025214927212	0.619896915554582	0.38172490637327	0.639357836052685	0.788741762147819	0.58296289898237	0.829451065750144	0.547389620701993	0.613785749118352	0.640863124820266	0.861850724318916	0.423451164405149	0.560995743489008	0.776762879898346	0.175442758415602	0.0840766317247753	0.541999715381465	0.797883800083787	0.66018584535509	0.599936281558239	0.211703531882868	0.74391842494602	0.856156651474945	0.151015197867222	0.566114608970619	0.420981383189043	0.211389829530777	0.612732899977984	0.804524664458564	0.683569500848545	0.774108608688043	0.211052315657352	0.493268596380579	0.828448541422549	0.479332303739919	0.578818277199886	0.324360540702334	0.567341063649498	0.55161668250293	0.704241030235954	0.626097505027499	0.136705023654579	0.117669756215356	0.422982600537664	-0.0330079538780057	0.505107872895629	0.621676983946953	-0.463524391294022
CXCR6	0.866765316303465	0.836865969681401	0.861141039127859	0.371957064274256	0.797836294278436	0.399258193199487	0.550388453126611	0.839451629299693	0.511896579993	0.303918386899733	0.635018935628112	0.65867116764217	0.465295585956262	0.907688111533388	0.724533215119832	0.293466953953189	0.619874308701769	1	0.791119343167091	0.693097544003315	0.748226967632353	0.593667701623604	0.662892344434864	0.756753778366034	0.638484232726617	0.626199467078827	0.3043625597024	0.874095038980615	0.635051636565807	0.692320798243611	0.232954445512333	0.571634481978069	0.759343037843131	0.28873372517334	-0.16391349628886	0.539006444573775	0.774652814344455	0.668577700410724	0.487647180188682	0.31925914327268	0.428932241642599	0.764652000612638	0.304187747437862	0.626217199713775	0.447482154987273	-0.0535582976368688	0.340674855529491	0.68557144941053	0.710605937069672	0.533560735269009	0.105658296959498	0.0885509228822792	0.716692777775978	0.696683787265441	0.565113008487796	0.0629661019961228	0.428324954740435	0.637008929756393	0.495247105622447	0.714593945321834	-0.0867652107646721	0.0563045076457678	0.585516235322488	-0.0486926187614609	0.459148993269679	0.424726323923086	-0.527215600083657
S1PR4	0.698083861701971	0.677116440850169	0.940545688243803	-0.0135178327926561	0.830940194053228	0.133307273650011	0.700258494492084	0.745633110476564	0.727647552380909	0.289439804258555	0.625732527557796	0.692707191186917	0.385376975150425	0.831905910368331	0.604005090942515	0.0678068756475081	0.703161147547209	0.791119343167091	1	0.892588119361137	0.831536730547231	0.225244558983349	0.89943180187695	0.897907768058738	0.346324656675856	0.839368916267915	0.57262033176404	0.886042917191996	0.889948178330276	0.770952795544013	0.459326016222479	0.81242666916865	0.918559443424829	0.137970116552214	0.0811127945327712	0.731931456999264	0.800845498321021	0.829912276217543	0.551847939872528	0.399918814786196	0.447900566706948	0.893173028076449	0.477669301565574	0.920979115815975	0.245126296408599	-0.181135345167519	0.500625108102972	0.689554657537753	0.923982585073881	0.810969994393954	0.402026129939082	0.0626322611805805	0.908587931539807	0.895443447138532	0.767176331644827	0.328999811859033	0.691068294384385	0.52395276727357	0.715120014714127	0.915807062497999	0.120713843506454	0.29536036865555	0.825450645674787	0.184232724777606	0.787549791446202	0.705891296157796	-0.38977417924769
CD47	0.623897086812358	0.575331107862829	0.86249704623387	-0.0683824732608993	0.821542239745904	0.064304756856341	0.777953624352373	0.681239732714108	0.641156740795294	0.241151439639266	0.60111654949044	0.499800192973834	0.33694115470016	0.701995091653589	0.504645464294647	-0.000318564390620698	0.750025214927212	0.693097544003315	0.892588119361137	1	0.79877175454057	0.234298115469604	0.915673056775458	0.899397227966749	0.244030043064448	0.844136174708565	0.663671674323432	0.795675173659813	0.798200239984092	0.873273844719211	0.439655256613403	0.838901755048497	0.802596504959599	0.18239494733036	0.316795081354633	0.760712100363597	0.768502158495407	0.904697987796743	0.510046001053319	0.213660639059371	0.462633629524381	0.880885221366505	0.470140267583389	0.875125548560127	0.109608250687709	-0.288324076942826	0.543279962794033	0.784952556105892	0.888469605327549	0.869002573198088	0.273373597456064	-0.0139952946552373	0.91528466588333	0.842957589990487	0.639327809428256	0.359073901598674	0.797935614647677	0.611874576646799	0.877016346460836	0.869532479580491	0.217368713723623	0.500497491334442	0.662512691175486	0.312162491523041	0.822355420656143	0.839741476027076	-0.226718101703553
SIGIRR	0.730060145242874	0.749343099308084	0.882373608405398	0.14735099016576	0.689095505063812	0.0629419966169509	0.533100478184975	0.693262255163847	0.503965596177463	0.186479534366561	0.469653401203568	0.47296584820642	0.372424886371824	0.833691474744202	0.605680245033712	-0.0197001508534083	0.619896915554582	0.748226967632353	0.831536730547231	0.79877175454057	1	0.173676191866436	0.770471490382002	0.832967876821337	0.373582521772019	0.763199742528939	0.297068428167559	0.849237186950527	0.638054048773051	0.695560347742725	0.47180053191411	0.755495977858778	0.811659526578099	0.419745802615476	0.101971546587337	0.644314352222008	0.800637922932328	0.873814059762369	0.565427903188819	0.466213030471348	0.566559500700111	0.82149268874605	0.487494400451991	0.880014409573032	0.197133898136476	-0.21865675546399	0.492892237467353	0.670895457152032	0.890712221314573	0.658592556741827	0.249765652889052	0.0359689878752623	0.800506499303707	0.883555226147331	0.634054587352535	0.361778704063236	0.602485838035718	0.296561690892539	0.603410954089914	0.891270582039412	-0.149213151176332	0.354294914780463	0.526963735938625	0.269710680388474	0.710668187160069	0.590967861364153	-0.381789521408294
KLRD1	0.49924235427623	0.437662308644381	0.260247623037717	0.560837733366261	0.56640636403379	0.702190799732902	0.423816745803214	0.567855059387328	0.179107430085616	0.239247465144058	0.651976960965537	0.53751762017685	0.323295805720063	0.418933805150224	0.247926537382519	0.440944005811002	0.38172490637327	0.593667701623604	0.225244558983349	0.234298115469604	0.173676191866436	1	0.0966728328314799	0.246409091940093	0.645841964565984	0.245012852924309	0.259110106181178	0.31230427039363	0.0995611932722526	0.418593480160682	-0.181610896345817	-0.10411435520011	0.302477551312135	-0.00897965130910248	-0.18157994231266	0.114357165883034	0.421591571938533	0.0971857324602146	0.369733146904069	-0.270770837799654	0.0760813391615432	0.399128901032389	-0.350889184378864	-0.0188843936362364	0.42208878963951	-0.0178516001089102	0.268776977541691	0.594296879321818	0.0879525013714487	0.0565388885957586	-0.163913882104604	0.0760239109298075	0.319594213935593	0.00173129398245408	0.175057087669783	-0.336794372445123	0.104166756427514	0.702500435519954	0.252642410891749	0.0208034782439331	0.17652429590031	-0.291396141616878	-0.000400309920495458	-0.328188235400384	0.0118779608657708	0.157754435303847	-0.362089410205287
CD226	0.531624500354671	0.479762683344394	0.867407400118175	-0.252447532671906	0.758207151209604	-0.0685174192583603	0.774945400850836	0.603093633666451	0.56630131617828	0.145540580668609	0.502233435745965	0.3887391947457	0.269785659059834	0.622575950976518	0.420411971966162	-0.0900976058581143	0.639357836052685	0.662892344434864	0.89943180187695	0.915673056775458	0.770471490382002	0.0966728328314799	1	0.919668186790587	0.0771617654429896	0.821628340377612	0.554952943177088	0.724905541305477	0.875961492032713	0.822250117847567	0.370227746313967	0.892893673655473	0.74086824119812	0.0847880342015888	0.331506247901608	0.75667609130545	0.644752013482643	0.930502443427418	0.436910700106347	0.204108792656928	0.351953010998731	0.858710024617779	0.4675986126082	0.900582990790729	-0.0629392484746665	-0.315784468875094	0.462123846209837	0.692569459500296	0.865897246047079	0.901395773336937	0.267950170091744	-0.151509697269967	0.879192773745814	0.887577169548608	0.640650525111844	0.31102178330992	0.767438323259264	0.507186861755564	0.829858174313351	0.860348975173453	0.202564015541792	0.497412809090966	0.703820323298398	0.309141625630525	0.817808049911039	0.81521268186364	-0.182033484444034
CD6	0.744728204223059	0.717609004216724	0.857642679718658	0.0670872589652911	0.85112856564307	0.222440904210006	0.809241507533275	0.77710826735166	0.714424195118609	0.406858628677119	0.693690913004264	0.521368249351322	0.522864114172624	0.766094832403235	0.569835679878415	0.202206703466713	0.788741762147819	0.756753778366034	0.897907768058738	0.899397227966749	0.832967876821337	0.246409091940093	0.919668186790587	1	0.351466792653294	0.883003590954864	0.495187567767587	0.786357278745177	0.83022854680517	0.885602849030651	0.331453368372429	0.813971210216503	0.832267754524815	0.111151907061837	0.156496311505735	0.707141835572168	0.815573907198702	0.916614181497161	0.622652850192009	0.275376371304911	0.547301752064918	0.955282376902475	0.365671202766176	0.857622769905119	0.209327130024266	-0.112353301134915	0.565527664012138	0.773454729596441	0.866476140004837	0.871791988009478	0.228214283903696	0.0909322642541142	0.915994956977841	0.816309739635467	0.671092961476979	0.233314287759625	0.715425255913908	0.492743124341662	0.797140637404796	0.842180226923561	0.133171261494142	0.298084016964033	0.615604053697053	0.1404836942239	0.764669815259936	0.751830563145411	-0.373332644960697
