""	CD44	IFITM1	ITGA4	CD2	SCARB1	CD3G	CD8B	C1QBP	CD6	CD46	CD226	PTPRC	CD3D	TNFRSF25	SORT1	PLAUR	SMAP1	TNFRSF1A	SORL1	ADRB2	CD47	NOTCH2	INSR	TLR4	CXCR4	S1PR4	CD4	TSPAN14	PTPRA	KLRB1	ITGB1	CD69	MRC2	RHBDF2	LRP1	CD74	PLXDC2	ITGB2	HAVCR2	CD81	AXL	SIRPA	CANX	APLP2	ADORA3	TMIGD3
CD226	0.221056433594439	0.425937876755211	0.23907060283869	0.293725315502885	0.128334882663949	0.366263344058725	0.675311467730127	0.120989433723831	0.591589936971287	0.603455671555326	1	0.436492335848283	0.573405402528803	0.140483197690553	0.323366838298173	0.148954289605426	0.194909768249415	-0.16489270577676	0.395332413625267	0.162705318793514	0.0260896969721797	0.309553570811337	0.434232607764544	0.0831842209401022	0.096426149910595	-0.139809139038298	0.161299936302087	0.562371292040851	0.313233195748297	0.635891530935867	0.444103813342298	0.175376567546041	0.193704215036512	0.470365940312495	-0.418791338597267	0.177187031164784	0.347900482926287	0.299392070765362	0.184681154728982	0.195737434121296	0.261249861101628	0.623260497535292	0.534334057050505	0.374769953259728	0.20794884301589	-0.312023467747517
PTPRC	0.844984349019936	0.705463959452379	0.859020870852852	0.896043437662069	0.737155847074702	0.914787388060003	0.506247522837527	0.681480363746229	0.747666165330693	0.638801937902587	0.436492335848283	1	0.779342987061648	0.331909055438735	0.769439943553927	0.544543961011749	0.837977468205363	0.721006016574244	0.952488317013651	0.104048886990472	0.780043487367889	0.568315814033017	0.6663671086638	0.624288069284828	0.78393111951211	0.581635031634455	0.819311585174591	0.931634675884231	0.941583970386993	0.732850222360515	0.981640160808754	0.704109858414899	0.491343682324446	0.851212833193169	0.499968072273759	0.90495345934205	0.786103956158993	0.77704438884228	0.809692297126166	0.8730610535275	0.922717210024349	0.79415426966494	0.666944851955169	0.919038645661786	0.916823361346606	0.586827057716712
CD3D	0.60897604044939	0.925887007462938	0.574822787463993	0.665264207817116	0.365990680605858	0.829331202576734	0.857241901419283	0.636835805946745	0.959286042437062	0.690898800819308	0.573405402528803	0.779342987061648	1	0.00993293122929662	0.300751170208797	0.133966021856854	0.484553843819136	0.211682394807277	0.646488265739969	-0.15213763196085	0.246713797138324	0.571633486134424	0.539332772322842	0.0529724776425186	0.377648171096155	0.0979847697473739	0.38913300658041	0.694451047966227	0.804323158631677	0.976914970805122	0.815535707743902	0.323611625504732	0.311014600511752	0.507534078261962	-0.0169022488360926	0.557568626684071	0.319256689920641	0.752119536347251	0.344382232372669	0.615553572383613	0.604280572284692	0.880299384208427	0.731172905003401	0.616076396413936	0.645149535610136	0.179320309341296
TNFRSF25	0.627136012285332	0.0292001005106364	0.653049336014091	0.60118389348773	0.596203756614158	0.439238900848222	-0.222324522924661	0.129731531405232	-0.0955380616281434	-0.169146560263193	0.140483197690553	0.331909055438735	0.00993293122929662	1	0.571068247091124	0.772912232323964	0.706999215598767	0.471718532302264	0.301786082380247	-0.30183126355495	0.531963558296177	-0.0715505132682449	-0.184577384303993	0.599345111631136	0.733007049916369	0.756913552069015	0.350925630541251	0.266252829919359	0.22944191800595	-0.0325646495677144	0.214559334184988	0.781811213717772	0.542012631032165	0.293364215144423	0.279380234278996	0.475110818891705	0.428615932590517	0.279746552869737	0.369618018620284	0.485127227960725	0.157773458418114	-0.0659230381018088	0.296340265836597	0.138835164999657	0.513334190802402	0.00400531642702016
SORT1	0.718986783865229	0.176656977012264	0.699178534483885	0.692529902958299	0.817099270165555	0.565765729917725	0.138620427080917	0.344258828424431	0.226894582599156	0.325301893380492	0.323366838298173	0.769439943553927	0.300751170208797	0.571068247091124	1	0.778514006012055	0.761071350803559	0.739122544737742	0.804880497832249	0.339035105029656	0.866932442353267	0.402870604766299	0.566636381079169	0.891727042122401	0.827521548822119	0.708643933044089	0.864999482147674	0.819495669753237	0.664139095119386	0.296708513529098	0.660790340437344	0.808204198486121	0.634564202376268	0.845775287361387	0.604907871194586	0.828391259267042	0.898902757927246	0.494911528629326	0.832016432476654	0.753108648667698	0.785183357975408	0.449298225137228	0.521039188286699	0.768471126008705	0.76070109492795	0.51346768751222
PLAUR	0.767678472961663	0.0028837853271883	0.654633718515249	0.637405391529909	0.839707932714061	0.494811991783837	-0.043153599292238	0.0563305985790865	0.0203966314585624	0.105614915545644	0.148954289605426	0.544543961011749	0.133966021856854	0.772912232323964	0.778514006012055	1	0.761543558872956	0.652216935992948	0.602172416477705	0.0336103729915111	0.757279727328711	0.419729286192673	0.314535302003107	0.809918852451747	0.873068427022712	0.803217176044233	0.740478144729905	0.55641533414634	0.520522604496753	0.108854072894292	0.418040139088473	0.942613654720997	0.760887925919098	0.605256429636394	0.436082035385817	0.627830622539506	0.679263508748238	0.312197590534286	0.659537949885471	0.617471409469357	0.54147114634089	0.180972079259092	0.338648530047616	0.453672293162047	0.729253281722753	0.231574258052363
SMAP1	0.919939115678465	0.483150778192091	0.926337344202005	0.923067362081757	0.827021760146976	0.869535528808173	0.0868396229723366	0.593467158281922	0.408042322290225	0.296586604521596	0.194909768249415	0.837977468205363	0.484553843819136	0.706999215598767	0.761071350803559	0.761543558872956	1	0.829120220739984	0.813864048729095	-0.0884247968431873	0.861090257391714	0.322006933443529	0.263853949029038	0.75063945340232	0.950979218685006	0.853131775848272	0.790656822815794	0.719662119369676	0.768442567200946	0.382245208169551	0.789260886341343	0.881104141962086	0.50874326272837	0.715621393702469	0.6115994685608	0.893511442350785	0.764008144406955	0.689002170014622	0.808589018504872	0.885102344681548	0.730793380730684	0.476595828770492	0.542856564441262	0.695121060082395	0.928624341462372	0.546668785875268
TNFRSF1A	0.770598978584462	0.227790063389431	0.797432677067185	0.76805838649651	0.787683467973263	0.642842211251993	-0.1333281112662	0.460195564255017	0.182652099314458	0.152820841759283	-0.16489270577676	0.721006016574244	0.211682394807277	0.471718532302264	0.739122544737742	0.652216935992948	0.829120220739984	1	0.745869611288978	0.0502007947492638	0.94907655547317	0.341479926237937	0.365782544192592	0.809027617618744	0.85691339176181	0.88762420712317	0.81790563198182	0.582662001796736	0.664157286122968	0.129457449936269	0.662494260132794	0.766247165193387	0.480973719670392	0.623818345195422	0.891646681473453	0.847616979239965	0.719876261464608	0.480530752401159	0.816012723868913	0.783926000563044	0.768459486503921	0.234402243560437	0.174235659467862	0.694056643579871	0.81218097876098	0.811516684033775
SORL1	0.758844752950781	0.554032294459879	0.75320741213204	0.785159497062251	0.759689555371198	0.802399456696913	0.373189106422731	0.592388263082259	0.650990074506666	0.711371791937786	0.395332413625267	0.952488317013651	0.646488265739969	0.301786082380247	0.804880497832249	0.602172416477705	0.813864048729095	0.745869611288978	1	0.304651995782204	0.812970979269472	0.63809729276047	0.713803341634789	0.705693120565686	0.762105299395074	0.5524345248794	0.916390811517987	0.952743775840692	0.869328044062898	0.583594778116055	0.935470655180826	0.68146838183548	0.465642512252664	0.93443698564017	0.522726182192116	0.86138214256019	0.89308730018104	0.661666816968557	0.918033954333891	0.797876734274137	0.936317599623889	0.771302262909177	0.602115486780461	0.965278612856142	0.893732051602785	0.599150751462672
ADRB2	-0.244120449331646	-0.287978374325762	-0.2755102831738	-0.270763032465128	0.0971641217254373	-0.247524687321892	-0.0804412812704813	-0.0698891472642421	-0.0507396784457086	0.445814422131848	0.162705318793514	0.104048886990472	-0.15213763196085	-0.30183126355495	0.339035105029656	0.0336103729915111	-0.0884247968431873	0.0502007947492638	0.304651995782204	1	0.217864347285272	0.174088821789562	0.476132144686652	0.371743344869778	-0.0716401266879773	-0.198727337061896	0.40638114557289	0.400173719873138	0.0203859513090338	-0.135947079481243	0.116750420965864	-0.127079195264536	-0.183536473666188	0.54955902710917	0.147293510800303	0.0215149723358256	0.545400028242052	-0.209067310689385	0.476094745310549	-0.121963588019821	0.331861852698523	0.230730395932446	0.0358905043172321	0.436260831094374	-0.0488086448170178	0.254040524930899
CD47	0.797974156702345	0.187772995296023	0.80069293198096	0.776053081117621	0.863815956462984	0.645525182232283	-0.0527918201248091	0.393189294159796	0.20048653402521	0.238094212920216	0.0260896969721797	0.780043487367889	0.246713797138324	0.531963558296177	0.866932442353267	0.757279727328711	0.861090257391714	0.94907655547317	0.812970979269472	0.217864347285272	1	0.360067893348494	0.46408815323656	0.929592465142817	0.909112783357837	0.878315876212494	0.896959957320935	0.718407672270093	0.714014056673922	0.187710449641642	0.706434708511824	0.840975745492863	0.522553655212965	0.779136731623142	0.822726507744818	0.867301518129786	0.857005817828038	0.461795994478602	0.896659046553615	0.794617299630532	0.836279197405736	0.318357862092141	0.278773803393872	0.77297640475268	0.837891520176727	0.745731047163007
NOTCH2	0.493970591377388	0.364608251273372	0.286142234591024	0.370914941895003	0.544834943718599	0.453131430937082	0.586669317216697	0.101355847452704	0.550682521353011	0.644104333930836	0.309553570811337	0.568315814033017	0.571633486134424	-0.0715505132682449	0.402870604766299	0.419729286192673	0.322006933443529	0.341479926237937	0.63809729276047	0.174088821789562	0.360067893348494	1	0.788924048413699	0.271694185790889	0.368935417946737	0.144618600041492	0.608633007006842	0.613521778971572	0.625055987348239	0.576954234980157	0.542472594082782	0.404985070189064	0.624312488207966	0.553376007483936	0.0789144985383818	0.398131964926521	0.415255405424682	0.329564504651468	0.468263443534402	0.423175059329436	0.615204126271483	0.608113014625828	0.351731579865278	0.573124448568738	0.580660363812959	0.150637255392081
INSR	0.385913193112779	0.300979314216483	0.313572135950075	0.370244247172741	0.468636626878842	0.388271029286111	0.620818634858975	0.157939692740789	0.567190765794468	0.714083349219768	0.434232607764544	0.6663671086638	0.539332772322842	-0.184577384303993	0.566636381079169	0.314535302003107	0.263853949029038	0.365782544192592	0.713803341634789	0.476132144686652	0.46408815323656	0.788924048413699	1	0.408409802192924	0.325594594845492	0.11779937986029	0.648176487256658	0.772600386061549	0.683096873066939	0.609909021308084	0.647387588769726	0.33024689768633	0.474747309591749	0.714644781849209	0.20458723845064	0.468838001245103	0.576880349583652	0.295599133831082	0.555201728368266	0.387545761681534	0.790446711748097	0.681604355530393	0.349408374795099	0.782176632947062	0.507804386944213	0.337926477856804
TLR4	0.655251302457791	-0.0526066182034016	0.642512196660621	0.604810109924254	0.863751761060004	0.442004981935057	-0.167118256259308	0.153792392941818	0.0128966196955441	0.191604090063251	0.0831842209401022	0.624288069284828	0.0529724776425186	0.599345111631136	0.891727042122401	0.809918852451747	0.75063945340232	0.809027617618744	0.705693120565686	0.371743344869778	0.929592465142817	0.271694185790889	0.408409802192924	1	0.838217257995622	0.801821236506634	0.84151405612144	0.659748561474933	0.519066324814325	0.0148335901227681	0.526407354361574	0.807836047931459	0.548349298392305	0.783117024153031	0.679849304846041	0.703968964300555	0.883811726646246	0.223098572077674	0.856091169949221	0.620263120041631	0.696729116343157	0.180124600386274	0.193654401450883	0.672265008852863	0.6972832382955	0.549667306949894
CXCR4	0.94150902576917	0.315387483823258	0.894075958807131	0.885037009951819	0.912236580707455	0.775159424717314	0.0568388563263434	0.418714448283166	0.260276236138892	0.170634495641848	0.096426149910595	0.78393111951211	0.377648171096155	0.733007049916369	0.827521548822119	0.873068427022712	0.950979218685006	0.85691339176181	0.762105299395074	-0.0716401266879773	0.909112783357837	0.368935417946737	0.325594594845492	0.838217257995622	1	0.926047546769336	0.824588828201159	0.679734344294726	0.759681682719321	0.31044964529007	0.691300361265606	0.965146402394784	0.670731516778948	0.689322159292228	0.664948574966146	0.878844524636319	0.747211497772175	0.586566915639634	0.779802660013509	0.871538029804152	0.739539450557443	0.356901751278492	0.463261618152194	0.647497110541853	0.921750091571544	0.540869028627995
S1PR4	0.829341983986209	0.0994462869411286	0.83613712155364	0.789326810894416	0.795198818822481	0.602042766382198	-0.213706906773114	0.283626434560045	-0.00772173538598121	-0.129550165255205	-0.139809139038298	0.581635031634455	0.0979847697473739	0.756913552069015	0.708643933044089	0.803217176044233	0.853131775848272	0.88762420712317	0.5524345248794	-0.198727337061896	0.878315876212494	0.144618600041492	0.11779937986029	0.801821236506634	0.926047546769336	1	0.665955855207038	0.418289559829975	0.553255997621755	0.0371228062851925	0.481600747603389	0.903400466439195	0.58452911919984	0.455784671842652	0.760423425330269	0.768110638814606	0.584623577082438	0.41543385617956	0.634983904247983	0.750685246050955	0.568173485361143	0.0375580155272398	0.168100652846469	0.443740538495323	0.75727830550065	0.570262963177666
CD4	0.737273437858686	0.270850819993762	0.655139247103905	0.673021355935127	0.835531652842736	0.63163768476632	0.14380456888707	0.427775839123722	0.343587304084837	0.484522192009208	0.161299936302087	0.819311585174591	0.38913300658041	0.350925630541251	0.864999482147674	0.740478144729905	0.790656822815794	0.81790563198182	0.916390811517987	0.40638114557289	0.896959957320935	0.608633007006842	0.648176487256658	0.84151405612144	0.824588828201159	0.665955855207038	1	0.845003979303763	0.779978608470116	0.324292285366378	0.760500834731779	0.759040760051367	0.530220775479386	0.895997388887085	0.683024400871427	0.849471494701335	0.915104305485161	0.536929326321976	0.949023015895995	0.786389025449127	0.903395137888693	0.572481841037313	0.482526201845215	0.874768313382708	0.863363288443533	0.676492613381478
TSPAN14	0.691736630901176	0.554723893500255	0.675189328179767	0.717040664086883	0.704238117699095	0.749756928412284	0.503796208714513	0.545832040732852	0.689930206283248	0.769088402447341	0.562371292040851	0.931634675884231	0.694451047966227	0.266252829919359	0.819495669753237	0.55641533414634	0.719662119369676	0.582662001796736	0.952743775840692	0.400173719873138	0.718407672270093	0.613521778971572	0.772600386061549	0.659748561474933	0.679734344294726	0.418289559829975	0.845003979303763	1	0.847741365585955	0.672851767302957	0.908506761733802	0.619605345961548	0.454564536988497	0.959358637315098	0.369193427504144	0.785052063218222	0.881190891559476	0.62925256906572	0.851636326792559	0.717478563036045	0.903071995102939	0.828496376753687	0.693117291158647	0.943991078314197	0.806156115492813	0.466424194347333
PTPRA	0.856150789533309	0.679514608218125	0.795899974166798	0.850360799374276	0.710204713055457	0.882849901361532	0.579805426589575	0.617200083441669	0.71976888895977	0.55321426716274	0.313233195748297	0.941583970386993	0.804323158631677	0.22944191800595	0.664139095119386	0.520522604496753	0.768442567200946	0.664157286122968	0.869328044062898	0.0203859513090338	0.714014056673922	0.625055987348239	0.683096873066939	0.519066324814325	0.759681682719321	0.553255997621755	0.779978608470116	0.847741365585955	1	0.773409290370906	0.921463758100865	0.685316758305556	0.508502567147208	0.744830055966375	0.484196491739656	0.867652622618869	0.643486827360853	0.775541564195076	0.699464526473353	0.859464098316723	0.920100965633547	0.792622690548892	0.670047660678196	0.839856540623698	0.909498372513397	0.579151783160614
KLRB1	0.554176360027703	0.860418812279741	0.517151834712134	0.60813566013347	0.314371911840618	0.749306430200869	0.930956358950043	0.528825461047283	0.930361718842626	0.664943282031235	0.635891530935867	0.732850222360515	0.976914970805122	-0.0325646495677144	0.296708513529098	0.108854072894292	0.382245208169551	0.129457449936269	0.583594778116055	-0.135947079481243	0.187710449641642	0.576954234980157	0.609909021308084	0.0148335901227681	0.31044964529007	0.0371228062851925	0.324292285366378	0.672851767302957	0.773409290370906	1	0.75567553567458	0.289786889791723	0.353504640344547	0.467103466677957	-0.0914625036665077	0.493357237110622	0.262435394098599	0.685843892115458	0.255356669982198	0.543616000715958	0.576629138955196	0.854992480878603	0.70291126890245	0.574706159630544	0.566337459496307	0.0970407296389012
ITGB1	0.772959571475662	0.764907792353847	0.809278549803981	0.852094384382244	0.641022133523079	0.910875739197256	0.524560569990734	0.726361481255139	0.815148357021562	0.702770159667435	0.444103813342298	0.981640160808754	0.815535707743902	0.214559334184988	0.660790340437344	0.418040139088473	0.789260886341343	0.662494260132794	0.935470655180826	0.116750420965864	0.706434708511824	0.542472594082782	0.647387588769726	0.526407354361574	0.691300361265606	0.481600747603389	0.760500834731779	0.908506761733802	0.921463758100865	0.75567553567458	1	0.588675181538156	0.352305559285696	0.824999460507576	0.445021206039385	0.848765795851913	0.739566860663041	0.770074657566946	0.78180604103392	0.815163044901473	0.901532360561057	0.837529996175032	0.642308756100234	0.917222666082076	0.866132834810591	0.590820975488278
CD69	0.919319315233531	0.226347009501344	0.84755073550346	0.836704565076704	0.885932498515667	0.69955026662265	0.0894385632345851	0.249700074762621	0.191674448210593	0.106641556612823	0.175376567546041	0.704109858414899	0.323611625504732	0.781811213717772	0.808204198486121	0.942613654720997	0.881104141962086	0.766247165193387	0.68146838183548	-0.127079195264536	0.840975745492863	0.404985070189064	0.33024689768633	0.807836047931459	0.965146402394784	0.903400466439195	0.759040760051367	0.619605345961548	0.685316758305556	0.289786889791723	0.588675181538156	1	0.776152665452503	0.618948020070877	0.540857360739756	0.790421450174958	0.676409716545916	0.505383209830435	0.678110463466187	0.800315661433423	0.649799055767059	0.280823332397324	0.411941721522877	0.544016299258491	0.854734293808387	0.373561117997241
MRC2	0.698036511183303	0.140913015132779	0.557605067131589	0.576109924884367	0.755618845142488	0.456908422341047	0.324029446516162	-0.0396449672075935	0.183991667479304	0.120362571642977	0.193704215036512	0.491343682324446	0.311014600511752	0.542012631032165	0.634564202376268	0.760887925919098	0.50874326272837	0.480973719670392	0.465642512252664	-0.183536473666188	0.522553655212965	0.624312488207966	0.474747309591749	0.548349298392305	0.670731516778948	0.58452911919984	0.530220775479386	0.454564536988497	0.508502567147208	0.353504640344547	0.352305559285696	0.776152665452503	1	0.404570457818215	0.218813607927297	0.506453530195658	0.392438803691707	0.277827364178718	0.359544313730759	0.544710173517964	0.44267618148002	0.208673666474608	0.286800050849105	0.356640755839733	0.637054835211088	0.0371086360414809
RHBDF2	0.62477961876621	0.35865063059034	0.597825733148332	0.624135205334819	0.751945841129892	0.630859440559275	0.301611108607223	0.426079578274215	0.518584527936169	0.720428151799846	0.470365940312495	0.851212833193169	0.507534078261962	0.293364215144423	0.845775287361387	0.605256429636394	0.715621393702469	0.623818345195422	0.93443698564017	0.54955902710917	0.779136731623142	0.553376007483936	0.714644781849209	0.783117024153031	0.689322159292228	0.455784671842652	0.895997388887085	0.959358637315098	0.744830055966375	0.467103466677957	0.824999460507576	0.618948020070877	0.404570457818215	1	0.429601708771755	0.736564526271253	0.962885511637504	0.470645464927571	0.930959050565673	0.651355358989043	0.876990694810489	0.708353143444257	0.561700316621927	0.930486502354872	0.76623019542929	0.497240365208034
LRP1	0.527082428305316	0.0555499585294779	0.566637305209276	0.523008526422444	0.545052385161158	0.388223838606906	-0.314251842293485	0.468903479037928	-0.0637418104080051	-0.093663377880965	-0.418791338597267	0.499968072273759	-0.0169022488360926	0.279380234278996	0.604907871194586	0.436082035385817	0.6115994685608	0.891646681473453	0.522726182192116	0.147293510800303	0.822726507744818	0.0789144985383818	0.20458723845064	0.679849304846041	0.664948574966146	0.760423425330269	0.683024400871427	0.369193427504144	0.484196491739656	-0.0914625036665077	0.445021206039385	0.540857360739756	0.218813607927297	0.429601708771755	1	0.741015634500147	0.565407691050149	0.41361987394017	0.670577014647033	0.660135371956725	0.629943507983405	0.0665164189652032	0.0826277215343475	0.532071708630429	0.584151357557896	0.927000564797954
CD74	0.86715324367188	0.541921478216854	0.878626040641115	0.890164710347588	0.743040635698666	0.835582017225006	0.25482063691853	0.704171472277185	0.46250927923148	0.308526452912755	0.177187031164784	0.90495345934205	0.557568626684071	0.475110818891705	0.828391259267042	0.627830622539506	0.893511442350785	0.847616979239965	0.86138214256019	0.0215149723358256	0.867301518129786	0.398131964926521	0.468838001245103	0.703968964300555	0.878844524636319	0.768110638814606	0.849471494701335	0.785052063218222	0.867652622618869	0.493357237110622	0.848765795851913	0.790421450174958	0.506453530195658	0.736564526271253	0.741015634500147	1	0.761635135608074	0.826626134105599	0.801124869341885	0.970578845388374	0.86240780536894	0.603300588181082	0.632691210089607	0.81219547708451	0.921541385980709	0.730368391430673
