""	CD2	CD3D	KLRD1	CD8A	CD8B	CD247	KLRC1	KLRB1	CXCR4	CXCR3	ADGRE5	CD3G	F2R	FAS	PTGER4	PTPRC	CD69	ITGAL	CD44	ITGB2	ITGA4	SORL1	TNFRSF1B	TREM2	CD68	TRADD	CD4	ICOS	ITGB1	CD74	C1QBP	CD226	NOTCH2	LPP	IFITM1	NOTCH1	RACK1	TNFRSF14	CCR6	TNFRSF1A	TNFRSF25	S1PR4	HLA.DPB1	CXCR6	GPR171	ERAP1	SLC16A7	TSPAN14	SMAP1	TSPAN17	PTPRA	CANX	CD47	VSIR	CD81	RXRA	CD163	CD46	CD63	CD9	PTPRZ1	NCL	APLP2	SDC3
SMAP1	-0.741345957013423	-0.769625755281367	-0.65839748961574	-0.813466105198362	-0.178828466849542	-0.602849030595757	-0.680235858713587	-0.769395002845964	-0.858010070224966	-0.709320817478499	-0.407120181097235	-0.734653593429088	0.382963886836423	-0.154948848498369	-0.827845082215878	-0.699806576596427	-0.875645530991272	-0.754282388795932	-0.737290356736358	-0.607756314136278	-0.583335745809547	-0.513217454526237	-0.488315493965029	-0.293377512940556	-0.0766076489592939	-0.613234948633558	-0.349014582902147	-0.749666758234434	0.947329901680433	-0.274668791230571	0.8031149237546	-0.539977630484858	0.876508942595741	0.957962500507779	-0.663677317883623	0.86517708502256	0.886542354901	-0.622379152263998	-0.744579259675739	0.862748996115911	-0.338267895280665	-0.761223614503061	-0.197656318754457	-0.737991238395313	-0.646160418536136	0.245616865040943	0.353495376557405	-0.219553719549021	1	0.260720947354926	0.965160530246366	0.91189171567418	0.905648626450726	-0.408146551850711	0.834407695254762	0.89718709856177	-0.118988759631839	0.838889471867017	0.941418646151797	0.962780242698592	0.945444723023125	0.926423147723752	0.93729535937371	0.970784343421467
TSPAN17	-0.0579785498286381	0.0691740568878152	0.167144538874336	-0.279212835124229	-0.560311489502543	-0.533904751678338	0.214684178766256	-0.0846382346390209	-0.253657369480491	0.142811488773778	-0.235370037606879	-0.110242515724926	-0.306661748093416	-0.63382763159479	-0.0616503138970762	-0.255903319658376	-0.0829207405000028	-0.331799419321972	-0.14983913628322	-0.509414009847344	-0.458106644655387	-0.54930396044432	-0.642285690896491	-0.559729891387844	-0.595061381329535	0.0526294604927658	-0.64982039350766	-0.121241811174121	0.255609033625188	-0.557318718540193	0.275511476770503	-0.18243204542661	0.605374959809916	0.302260605221107	-0.187431697549856	0.533353471040759	0.332545632740879	-0.00588985241455595	0.235351593611868	0.0584356281874409	0.0586841786530656	0.187684937385767	-0.549151130349292	0.300788425855339	-0.153600493681516	0.379798151503478	0.00187129470340239	0.618185865333861	0.260720947354926	1	0.295711624496654	0.296189828077995	0.573802443908101	-0.29628865265381	0.0192705860446434	0.288243309135255	-0.508854303428273	0.307930266258223	0.173190665615042	0.293758216883535	0.368770655857204	0.504141581262076	0.252595178055228	0.340109130096169
PTPRA	-0.714766616946922	-0.759896612342268	-0.667058672516588	-0.838338357326766	-0.213064271481256	-0.634679869807577	-0.666167362604872	-0.737283722522324	-0.855336561508024	-0.788153885434471	-0.401708990110608	-0.728995134183437	0.439542904357173	-0.160595737474866	-0.82373225654228	-0.679404395964908	-0.870217012247218	-0.804946568634858	-0.771380703292956	-0.713129260637643	-0.574391462338637	-0.527801323617137	-0.60408209311035	-0.37078845972994	-0.19941296534696	-0.561584663483537	-0.452253465386814	-0.749742241795126	0.942666342296512	-0.368802410223444	0.775905656549829	-0.627269679321931	0.887268610307198	0.961684310665941	-0.653146100210873	0.842130201521129	0.892891963632329	-0.544490562166661	-0.673771688969329	0.819380013675877	-0.192123334706763	-0.76612767486229	-0.286493610838094	-0.70736660511257	-0.65848340324742	0.181306674499889	0.392477935315749	-0.217268644490863	0.965160530246366	0.295711624496654	1	0.910384606911647	0.91787762199408	-0.528505623308255	0.770059875299583	0.938634093296715	-0.23423177901255	0.810855455268976	0.894560192819459	0.959103633574396	0.940333671739215	0.916638714248046	0.902899624264477	0.970665908081907
CANX	-0.742254993955513	-0.735437869180603	-0.674638308401083	-0.797428387873602	-0.38793196254087	-0.698729816186318	-0.642910837835676	-0.710968266572817	-0.793731360426187	-0.670362582535654	-0.528808125978212	-0.756888962921621	0.26800135649241	-0.202309615510958	-0.795340782536829	-0.733268296606448	-0.788989151328249	-0.772296275088668	-0.696169517691908	-0.633593636184588	-0.694232848141946	-0.474245993362625	-0.620620507758928	-0.252489745884462	-0.080876713335505	-0.407365020235338	-0.381479742806154	-0.631741148802572	0.917376756086138	-0.277159359062305	0.618750409978141	-0.375436566633613	0.771142524160217	0.902021944506219	-0.729083096785054	0.750441617229643	0.939553478284145	-0.565378952847046	-0.584257422904412	0.816209811800851	-0.306311076294451	-0.722576732363042	-0.201868077929002	-0.639935747900846	-0.718229305530229	0.358742460444595	0.550873336328832	0.00977669629374608	0.91189171567418	0.296189828077995	0.910384606911647	1	0.880956806002112	-0.353342231391164	0.757434701286724	0.949963226796351	-0.155592756906283	0.814595371448058	0.925444245255371	0.961721293484957	0.789169259757552	0.790345332595313	0.928846668723871	0.894541382582399
CD47	-0.712358805709151	-0.66848602425834	-0.567614171394002	-0.797912999311943	-0.484436349596764	-0.810694368809506	-0.560001502126082	-0.73420666888304	-0.85156037854452	-0.56320615804763	-0.552424000667218	-0.724966755473843	0.107257415215934	-0.38378637272749	-0.78707342179626	-0.769652363026983	-0.787066467592336	-0.834623406007795	-0.752621698205626	-0.741063625678469	-0.744858801144937	-0.66379747073125	-0.75766971920734	-0.444934724929608	-0.288248945956547	-0.508056363292147	-0.578135194654966	-0.682190567118111	0.838626988159517	-0.444739101756781	0.722206919169351	-0.516852417597324	0.952361556972529	0.916541058455811	-0.732981144164711	0.94186987721779	0.824123441638387	-0.573171174997987	-0.524033768137038	0.767071581456247	-0.326390254247617	-0.623894650845282	-0.382564960281719	-0.523984409322578	-0.681071260958177	0.284539732691566	0.240048337856517	0.0768668439519012	0.905648626450726	0.573802443908101	0.91787762199408	0.880956806002112	1	-0.422652195167571	0.698883265032479	0.900546720324341	-0.293660604601717	0.832363234384633	0.852496296156844	0.928137865008025	0.916470221747168	0.927716964611925	0.89108138028053	0.944348266929536
VSIR	-0.0686544092673794	0.0366027626538131	-0.0188322153822278	0.486715227616797	-0.15822049709788	0.17992020207119	-0.0112504859137196	0.0236751309904386	0.288727134644257	0.416290268279317	-0.301955206356718	-0.0110540674453558	-0.622141081411156	0.389291848627611	0.156850035408179	-0.0584531133929461	0.320604306135088	0.349422169796344	0.178386301898186	0.792960643396269	0.0075540069584873	0.679630593674928	0.427682262307194	0.865786873872739	0.829139616698995	0.138509985911956	0.7929956357561	0.503852819846902	-0.456786412804668	0.877412386413385	-0.298753516191337	0.882712317016634	-0.472950317193228	-0.335146158369536	-0.0703607672230114	-0.240156911970568	-0.489931305850651	-0.253877202263852	0.116244125407691	-0.0236819702929773	-0.579432834464877	0.044850057388692	0.824902429078386	0.0629158839116353	-0.113828611977665	0.246494685411263	-0.415282631931346	0.221402587891908	-0.408146551850711	-0.29628865265381	-0.528505623308255	-0.353342231391164	-0.422652195167571	1	0.102433684728792	-0.368486282402681	0.858506721608831	-0.0552088725241452	-0.156903906923734	-0.379233869978241	-0.416502932167063	-0.471101580561671	-0.146732644796069	-0.356893051721604
CD81	-0.858877137189631	-0.868932566038469	-0.79777126974704	-0.61627463783745	-0.220763977693115	-0.501082172127442	-0.804002999225209	-0.820096944236531	-0.767211899981687	-0.650026186059001	-0.597638095025941	-0.828144198139058	0.163297650060147	0.196368234560515	-0.825349086656408	-0.771149472708175	-0.790777475916209	-0.638520160045568	-0.741613297447651	-0.186041365981445	-0.571770601121372	-0.0613273117493821	-0.264377974526939	0.252461143382488	0.438444465528431	-0.590523781218826	0.146971837624301	-0.516726120937684	0.786866555571735	0.272337543073142	0.737728720831111	-0.115147938688254	0.655063019663475	0.869070554226397	-0.737217756462157	0.767303330131266	0.65793644311579	-0.812456438912976	-0.759808442083949	0.94643397455115	-0.613474343945992	-0.876990075635064	0.328686847406179	-0.82974483607161	-0.803731099108731	0.356899074675357	0.124505709075684	-0.206301061809941	0.834407695254762	0.0192705860446434	0.770059875299583	0.757434701286724	0.698883265032479	0.102433684728792	1	0.776469151865375	0.419210786450433	0.879959543593619	0.927843495816646	0.818341676725561	0.799927647527243	0.721989285209985	0.922856068877064	0.853638787298383
RXRA	-0.830143377826793	-0.838619717787676	-0.782887539654932	-0.862321003278382	-0.44171263681167	-0.785097991871041	-0.73903792724526	-0.802930257887655	-0.877617640174131	-0.78554267585991	-0.621976951398915	-0.857223043587808	0.234845614499876	-0.138400993949722	-0.885952334715126	-0.8281217956691	-0.877738272987988	-0.868275897538631	-0.829811474046679	-0.711070623554128	-0.750182798916406	-0.475881369709989	-0.69064357118035	-0.257632485481973	-0.0960599970998165	-0.521020659688767	-0.422550694983209	-0.666407933212624	0.887473633246756	-0.280310504292958	0.659812092453143	-0.472014516076563	0.823867548148707	0.950518735223489	-0.823979875891079	0.799384333452486	0.860318073517388	-0.659067142773485	-0.628518355213275	0.865665954833416	-0.314057548617984	-0.811318775629943	-0.199579618686634	-0.722389360198592	-0.814517046761521	0.223670655703781	0.365149736298882	-0.0831848994534632	0.89718709856177	0.288243309135255	0.938634093296715	0.949963226796351	0.900546720324341	-0.368486282402681	0.776469151865375	1	-0.150445448553478	0.868181411245947	0.912272832645684	0.968535218756507	0.844285645060797	0.815549760541636	0.929663730454809	0.929899411143191
CD163	-0.278781102625745	-0.263794648936221	-0.291221516253169	0.24441033587205	0.078773440810134	0.202969414571339	-0.303663623790962	-0.203788748960746	0.0424193425558378	0.0700834826405884	-0.276802656105213	-0.211696705768253	-0.267140823535386	0.562744976095611	-0.0907911230262034	-0.165316746064079	0.0128123171550481	0.197154833291047	-0.0768244341192936	0.762252725820354	0.00583636098813986	0.700740637485909	0.49144081625635	0.934803277336449	0.967323153036158	-0.134562446604401	0.909574233660279	0.225399753571386	-0.141586534506358	0.960399154833752	-0.0420861895609353	0.661976928647147	-0.302042701664586	-0.0640336403553395	-0.166852817955811	-0.104279398709563	-0.279340789394359	-0.42854325948404	-0.252069557378386	0.278706656380984	-0.585990686775976	-0.290171348401783	0.912714332845987	-0.315359096231213	-0.274722504879196	0.163621283892465	-0.323311439322675	-0.141087514321257	-0.118988759631839	-0.508854303428273	-0.23423177901255	-0.155592756906283	-0.293660604601717	0.858506721608831	0.419210786450433	-0.150445448553478	1	0.163477136202798	0.11408852431983	-0.134157494968592	-0.148014893997153	-0.256324809865795	0.0897679562418877	-0.103813485359919
CD46	-0.863183631021481	-0.834624727129949	-0.725394798758184	-0.802676237242164	-0.398036947540494	-0.749603786712829	-0.73078842271324	-0.86080620502303	-0.893362812113353	-0.576128881543476	-0.676053164171775	-0.866551818109824	0.0129822266167975	-0.148154185889458	-0.837774548546873	-0.867848363599604	-0.852900264444618	-0.758133564443896	-0.854828512415589	-0.422731226846367	-0.789985481939956	-0.346588178808628	-0.480776260030499	-0.0413946360735128	0.143133929789224	-0.664887037312504	-0.157934213590352	-0.667582268396389	0.824266648566903	-0.018447686679055	0.641861880703867	-0.265441174107876	0.821017662210596	0.902843062536703	-0.831127079469456	0.816305311606966	0.698892522852152	-0.792964998037447	-0.700859214830503	0.939108080597729	-0.555392494649048	-0.767093381275944	0.00773279140409711	-0.727297942704495	-0.819215574445573	0.261723988546114	0.0859819155073453	-0.0351235727044077	0.838889471867017	0.307930266258223	0.810855455268976	0.814595371448058	0.832363234384633	-0.0552088725241452	0.879959543593619	0.868181411245947	0.163477136202798	1	0.911980092964274	0.889370808177143	0.816239675810828	0.780789337747823	0.910711183204439	0.881626760302539
CD63	-0.868018525950526	-0.867843058974172	-0.786084260730615	-0.794240283703432	-0.323903384641636	-0.667996136650744	-0.774039170401269	-0.834541628457594	-0.86296477985779	-0.701918305931884	-0.603769612509623	-0.861001429268825	0.21544899005185	-0.0413161537851791	-0.882473423081389	-0.815385813289237	-0.874769143875829	-0.782373718724758	-0.786424111055229	-0.458125294667596	-0.700413556970097	-0.344379094714652	-0.465385954641075	-0.0389781928813304	0.171237838499258	-0.585452923044734	-0.154756813855489	-0.66452275872942	0.913996647571697	-0.0400731753789184	0.741739251883143	-0.311114097676131	0.772317678367754	0.943222912197889	-0.788159606307199	0.817782671923983	0.838729920479738	-0.748455560686904	-0.743591267337434	0.94970007316876	-0.511919968061172	-0.854072034966719	0.0229307549346593	-0.801223481072771	-0.809893214104891	0.341162608813758	0.307288059685156	-0.122862937706995	0.941418646151797	0.173190665615042	0.894560192819459	0.925444245255371	0.852496296156844	-0.156903906923734	0.927843495816646	0.912272832645684	0.11408852431983	0.911980092964274	1	0.962450656125854	0.857772587264674	0.820297828656628	0.980918544903172	0.935631286266786
CD9	-0.824254907304001	-0.83026231206044	-0.740838932973514	-0.885932436759795	-0.357529313163113	-0.750821051351453	-0.722364190129899	-0.819788594904907	-0.907818321708149	-0.738209364692244	-0.561362439070002	-0.836131159233737	0.262551659534709	-0.202457557299005	-0.886430570447504	-0.805904059984126	-0.904915928190853	-0.850568732437995	-0.818929314546894	-0.667449226793021	-0.734846273811971	-0.536443237584167	-0.619009545025049	-0.283946593115431	-0.0802149359181868	-0.591691896970302	-0.400213377622183	-0.750238311542265	0.93898832122738	-0.289850742800754	0.716928442730311	-0.503344664531696	0.861730066444714	0.963256367039357	-0.78304354871703	0.839754546012019	0.888975319000113	-0.667686920256744	-0.702957701494358	0.896133215613721	-0.368788616801048	-0.800593425043133	-0.223836387412223	-0.744198602890086	-0.769018268681002	0.235375118350999	0.359492250814202	-0.11930974430873	0.962780242698592	0.293758216883535	0.959103633574396	0.961721293484957	0.928137865008025	-0.379233869978241	0.818341676725561	0.968535218756507	-0.134157494968592	0.889370808177143	0.962450656125854	1	0.892146571452515	0.871742529497767	0.956521125797224	0.960932384912463
PTPRZ1	-0.703780898061777	-0.728693720203848	-0.622484099380382	-0.762455382594061	-0.218786619425675	-0.613871655200423	-0.652972970761949	-0.742798050141693	-0.838061966540121	-0.684575725189491	-0.414151593677791	-0.701811260306019	0.319479446183628	-0.1292602627822	-0.79458038006929	-0.690315793539982	-0.836858085209766	-0.765211509443499	-0.742424967328429	-0.637143670666226	-0.553303495579687	-0.510648732238576	-0.536348786502749	-0.325490387468111	-0.151718107803296	-0.61955704959138	-0.396353882552796	-0.688668789429301	0.866607613108518	-0.29698203656334	0.879900325337943	-0.583270905902696	0.933991373028615	0.952479558707205	-0.636238458375723	0.942945778452641	0.771734909453032	-0.610418985381245	-0.667963334813036	0.810286322242055	-0.298128607845256	-0.713227962998017	-0.213136387411655	-0.666307589608681	-0.626573787768648	0.21890335079611	0.136516254437685	-0.192069769229462	0.945444723023125	0.368770655857204	0.940333671739215	0.789169259757552	0.916470221747168	-0.416502932167063	0.799927647527243	0.844285645060797	-0.148014893997153	0.816239675810828	0.857772587264674	0.892146571452515	1	0.973203751485187	0.884087656476004	0.970103107255751
NCL	-0.60391808700557	-0.617233792865238	-0.508482589160304	-0.747435216648714	-0.258033748810339	-0.613593714056401	-0.532750138540583	-0.630070946953565	-0.771410246237979	-0.605125412455875	-0.353449444116083	-0.616389581507426	0.311478659649804	-0.210850417960287	-0.689285815548454	-0.617701551396267	-0.756444365641678	-0.744298620814952	-0.640743020254654	-0.67533748161706	-0.533249050802083	-0.544609835757094	-0.553649287684477	-0.41307077520966	-0.261783972040947	-0.504610928707224	-0.473394100885038	-0.634182208690892	0.873817352757548	-0.383725930272094	0.896014483551035	-0.574150313573628	0.942876821999931	0.920829758979625	-0.557870283265402	0.928321365750713	0.825039602440086	-0.497604190196311	-0.537958495683167	0.725351941694907	-0.189459181203026	-0.580545702574679	-0.294377149588856	-0.531123612292861	-0.547114479384404	0.323474496280438	0.200501018726528	-0.0531370200878328	0.926423147723752	0.504141581262076	0.916638714248046	0.790345332595313	0.927716964611925	-0.471101580561671	0.721989285209985	0.815549760541636	-0.256324809865795	0.780789337747823	0.820297828656628	0.871742529497767	0.973203751485187	1	0.84084017303324	0.943003474858913
APLP2	-0.87535047234863	-0.858485134024462	-0.780761431460714	-0.764649796771108	-0.397474012362168	-0.705069852548692	-0.765628659075147	-0.851518382923279	-0.865482746920372	-0.683133318560819	-0.647515274177308	-0.866581644031997	0.154015849870838	-0.0636824657698093	-0.892728177489551	-0.852402433264618	-0.856688703000344	-0.783547898058879	-0.795660400518392	-0.497672704342843	-0.732224934332795	-0.366513069853476	-0.545509176267536	-0.0612051607675448	0.133015151944868	-0.563156652176136	-0.205133098687145	-0.616984631116258	0.883899286622661	-0.0645122553791248	0.73600367122868	-0.291099198334674	0.816423651291929	0.959670835329182	-0.824962654364158	0.876611626602174	0.824447231405997	-0.771101706027924	-0.708134710264289	0.938299274883972	-0.532207688402413	-0.842398801858324	0.0075147163135005	-0.762448089455229	-0.833268726509032	0.369489480297637	0.281950337544003	-0.0713249790500688	0.93729535937371	0.252595178055228	0.902899624264477	0.928846668723871	0.89108138028053	-0.146732644796069	0.922856068877064	0.929663730454809	0.0897679562418877	0.910711183204439	0.980918544903172	0.956521125797224	0.884087656476004	0.84084017303324	1	0.953822671640335
SDC3	-0.790791065029874	-0.801246088300702	-0.707799139680587	-0.812195421523275	-0.313688645682888	-0.691555190528808	-0.715993531185499	-0.802221317222602	-0.880223530812551	-0.730792970294017	-0.524601593484421	-0.794124189459143	0.284842024254754	-0.141546854985345	-0.86028837738845	-0.770655248842671	-0.874925319620728	-0.823642270970508	-0.792479433771914	-0.636052892391266	-0.647267495798914	-0.475266297424616	-0.588592346344305	-0.262818988016821	-0.0783012396984157	-0.598235516364798	-0.36982382218079	-0.704015428895354	0.914309860823252	-0.248992450197001	0.827447705365306	-0.507013664702115	0.909896777336393	0.984273333556371	-0.733024441142104	0.924034292193008	0.851376905467089	-0.658080390828161	-0.68693631419425	0.877385121076566	-0.364007520442646	-0.792649485566847	-0.166020331760113	-0.720570249309362	-0.731899642785676	0.275041205917664	0.259671280478052	-0.14369399689206	0.970784343421467	0.340109130096169	0.970665908081907	0.894541382582399	0.944348266929536	-0.356893051721604	0.853638787298383	0.929899411143191	-0.103813485359919	0.881626760302539	0.935631286266786	0.960932384912463	0.970103107255751	0.943003474858913	0.953822671640335	1
