""	CD2	CD3D	KLRD1	CD8A	CD8B	CD247	KLRC1	KLRB1	CXCR4	CXCR3	ADGRE5	CD3G	F2R	FAS	PTGER4	PTPRC	CD69	ITGAL	CD44	ITGB2	ITGA4	SORL1	TNFRSF1B	TREM2	CD68	TRADD	CD4	ICOS	ITGB1	CD74	C1QBP	CD226	NOTCH2	LPP	IFITM1	NOTCH1	RACK1	TNFRSF14	CCR6	TNFRSF1A	TNFRSF25	S1PR4	HLA.DPB1	CXCR6	GPR171	ERAP1	SLC16A7	TSPAN14	SMAP1	TSPAN17	PTPRA	CANX	CD47	VSIR	CD81	RXRA	CD163	CD46	CD63	CD9	PTPRZ1	NCL	APLP2	SDC3
ADGRE5	0.840980831074116	0.721438137962044	0.756726119756466	0.49774403731728	0.835994288604759	0.818414545148836	0.660459504738206	0.72729609331136	0.618115072724577	0.359642396160212	1	0.842563320800103	0.530781100820026	0.046823240460374	0.724817296239165	0.892029855988193	0.531876832645547	0.739141440933645	0.680821980521243	0.265088219693509	0.857623491817656	0.157974727728261	0.629673855782387	-0.210513037033001	-0.308146496133333	0.323240960575352	0.0963980045163706	0.229924110974725	-0.32715290826777	-0.174688464443526	-0.297945575482903	-0.106901466833362	-0.430190923370406	-0.544323028341302	0.883639764433091	-0.567365104332897	-0.295885664903624	0.774651031025114	0.321707892060296	-0.664566230926523	0.685097894287818	0.623521391877252	-0.186246153816195	0.471355123991481	0.899454663401615	-0.259879302222586	0.214423452060947	-0.203037894223085	-0.407120181097235	-0.235370037606879	-0.401708990110608	-0.528808125978212	-0.552424000667218	-0.301955206356718	-0.597638095025941	-0.621976951398915	-0.276802656105213	-0.676053164171775	-0.603769612509623	-0.561362439070002	-0.414151593677791	-0.353449444116083	-0.647515274177308	-0.524601593484421
CD3G	0.988399239452434	0.966379334216396	0.91377519776642	0.792815027787888	0.53430931267758	0.801180368977821	0.828057556578747	0.937701949405313	0.890436375120078	0.723073564968399	0.842563320800103	1	0.0753930478978349	0.00195629646745522	0.951877877361634	0.960355039975214	0.884021733107861	0.844346355794449	0.909332240839847	0.44068966924407	0.847854025491831	0.284402959299628	0.557076637728041	-0.0694025980166139	-0.268899990118839	0.655558031707328	0.14507033439254	0.587297648224232	-0.667757974230149	-0.053340299931595	-0.542800193422685	0.251712626582801	-0.653243700173267	-0.820019560262371	0.945931802295041	-0.715278002476556	-0.561949980261373	0.89536719092567	0.711100709623943	-0.923227847639536	0.631472506840846	0.898563648696684	-0.091178475610276	0.831857647930409	0.969197098251012	-0.104395821886257	0.00591382640735841	0.179041642975063	-0.734653593429088	-0.110242515724926	-0.728995134183437	-0.756888962921621	-0.724966755473843	-0.0110540674453558	-0.828144198139058	-0.857223043587808	-0.211696705768253	-0.866551818109824	-0.861001429268825	-0.836131159233737	-0.701811260306019	-0.616389581507426	-0.866581644031997	-0.794124189459143
F2R	0.0985198222635658	-0.106014959557673	-0.0739369523574019	-0.225087452876208	0.647473310137704	0.31695498095074	-0.126335853734847	0.0489971195392817	-0.0916887974553637	-0.539470968674913	0.530781100820026	0.0753930478978349	1	0.246655768156232	-0.0781856859645975	0.258594524946337	-0.267597008576577	-0.0174253715092697	-0.0181733966583459	-0.257627748358802	0.395145034346301	-0.0164742068458158	0.19821592049451	-0.245595010512006	-0.202361739576055	-0.118227509989637	-0.0700262610323512	-0.324588532140246	0.476851165916043	-0.233291294517376	0.377020465898237	-0.540989533042353	0.147399925006966	0.289171999852287	0.243564797922278	0.0266644562655853	0.460313115413986	0.226538665584557	-0.320320891188431	0.117821706842305	0.492777380367323	-0.242172087506705	-0.141829385646507	-0.328937577333411	0.181756356535745	-0.101591814170893	0.588143740931408	-0.529704076745226	0.382963886836423	-0.306661748093416	0.439542904357173	0.26800135649241	0.107257415215934	-0.622141081411156	0.163297650060147	0.234845614499876	-0.267140823535386	0.0129822266167975	0.21544899005185	0.262551659534709	0.319479446183628	0.311478659649804	0.154015849870838	0.284842024254754
FAS	-0.022402084446949	-0.133850008765404	-0.235870316291643	0.358632948384198	0.264741457052936	0.464531634744799	-0.203336900946423	0.126139752173281	0.306103857236525	-0.2810785211986	0.046823240460374	0.00195629646745522	0.246655768156232	1	0.0606946865713724	0.143396374711953	0.133384369115051	0.200597581962912	0.192060694592085	0.421018783152982	0.414191318002355	0.769324516751347	0.445913602086094	0.716888869854742	0.626728906469918	0.21843245689368	0.670961452901814	0.469532437309544	-0.108817872431189	0.691379589982525	0.164610608173045	0.369298674679821	-0.412398758510888	-0.0597779673019372	0.138953232221487	-0.232132317896543	-0.178506433955148	-0.101344447962676	-0.00342075703394446	0.00596811684392359	0.0144869081924828	-0.2232544113288	0.781763332672644	-0.217083677851276	-0.0645674242535886	0.189867431599123	-0.0594489607497681	-0.293528235649474	-0.154948848498369	-0.63382763159479	-0.160595737474866	-0.202309615510958	-0.38378637272749	0.389291848627611	0.196368234560515	-0.138400993949722	0.562744976095611	-0.148154185889458	-0.0413161537851791	-0.202457557299005	-0.1292602627822	-0.210850417960287	-0.0636824657698093	-0.141546854985345
PTGER4	0.961471911376039	0.961906396339254	0.888700211285636	0.814386581830299	0.389410142342543	0.758007868458337	0.848658083054853	0.964641367490039	0.936487343690979	0.769328557370385	0.724817296239165	0.951877877361634	-0.0781856859645975	0.0606946865713724	1	0.919727369778725	0.944371147014697	0.841067055212754	0.933745089560077	0.53093186570682	0.774463783517668	0.429616740492354	0.565798659014432	0.0802543237385172	-0.152239417881656	0.749281739936181	0.246563626220145	0.724592207783275	-0.722503430366391	0.0873345278346367	-0.578498206859916	0.428982467630307	-0.722070136983159	-0.866839447137359	0.912947054685958	-0.771628561600504	-0.612249776302221	0.863790879787695	0.819291677567302	-0.929430120273438	0.604656764864608	0.93471037283317	0.0428147608949715	0.886212686681358	0.886034463494336	0.0100436489519121	-0.0561633858948087	0.32488861997809	-0.827845082215878	-0.0616503138970762	-0.82373225654228	-0.795340782536829	-0.78707342179626	0.156850035408179	-0.825349086656408	-0.885952334715126	-0.0907911230262034	-0.837774548546873	-0.882473423081389	-0.886430570447504	-0.79458038006929	-0.689285815548454	-0.892728177489551	-0.86028837738845
PTPRC	0.960437819923909	0.887686061448387	0.829234856443518	0.743002215147971	0.650807919830842	0.878776915853968	0.766492957908118	0.930923281036346	0.880394146130704	0.561367172418683	0.892029855988193	0.960355039975214	0.258594524946337	0.143396374711953	0.919727369778725	1	0.82383387750628	0.816492220857316	0.891397295412366	0.459869573185797	0.926033121963861	0.393404686456574	0.633014902069223	-0.00276869278187555	-0.191203415196713	0.639147380466047	0.227435061447096	0.548544721389995	-0.596386437125908	0.0123288463560366	-0.480791532838531	0.196068409896271	-0.701400271883586	-0.79059937411088	0.985097466142422	-0.774298578820496	-0.509857686147997	0.909380242991197	0.637528466151307	-0.881812139847299	0.709279326645794	0.795150542312204	-0.0117756016127667	0.714054768078161	0.942171369777479	-0.138762348582809	0.0903757145031695	0.0233783528143401	-0.699806576596427	-0.255903319658376	-0.679404395964908	-0.733268296606448	-0.769652363026983	-0.0584531133929461	-0.771149472708175	-0.8281217956691	-0.165316746064079	-0.867848363599604	-0.815385813289237	-0.805904059984126	-0.690315793539982	-0.617701551396267	-0.852402433264618	-0.770655248842671
CD69	0.874478039614151	0.917569961481182	0.798772068512385	0.906324121924471	0.200127415730305	0.694379282742972	0.778848451975196	0.921390121522427	0.967290667567955	0.793933967712025	0.531876832645547	0.884021733107861	-0.267597008576577	0.133384369115051	0.944371147014697	0.82383387750628	1	0.793246729446908	0.92727454356132	0.585326096646732	0.701638882996666	0.500201489523791	0.459578338418828	0.223039094848359	-0.0303383695789751	0.841764529215959	0.300593759599588	0.8499742595117	-0.806410124625196	0.206207657186657	-0.62490325612722	0.597414250267139	-0.784573133076835	-0.884943149934684	0.809895707747438	-0.749033025437148	-0.665909108736607	0.774566404903815	0.881452378473679	-0.919816144928354	0.456581023349936	0.877562281424684	0.165448398602024	0.901741399302558	0.76615454753671	0.104043569692516	-0.10645304457617	0.413993493822896	-0.875645530991272	-0.0829207405000028	-0.870217012247218	-0.788989151328249	-0.787066467592336	0.320604306135088	-0.790777475916209	-0.877738272987988	0.0128123171550481	-0.852900264444618	-0.874769143875829	-0.904915928190853	-0.836858085209766	-0.756444365641678	-0.856688703000344	-0.874925319620728
ITGAL	0.812359109689196	0.792856250088639	0.800176190615548	0.854436906186003	0.606776441079628	0.869899552860705	0.737857969720765	0.746166181256784	0.826669655514904	0.706139561690817	0.739141440933645	0.844346355794449	-0.0174253715092697	0.200597581962912	0.841067055212754	0.816492220857316	0.793246729446908	1	0.79658265819864	0.714286997232675	0.775139977919098	0.515213056643528	0.785564816304453	0.287954491919698	0.144904892100271	0.466212458194402	0.504028112250893	0.619280398695434	-0.712413058538457	0.307580999229997	-0.653486853058593	0.514568552247348	-0.75446458682519	-0.81747250077639	0.794932428386018	-0.754997688907124	-0.679107669245383	0.608934036722607	0.476379090449797	-0.748391482550756	0.291344326123722	0.720076577657272	0.253553004237415	0.600114103691231	0.81102483633691	-0.116990994462922	-0.0611304147372322	0.0494465183539669	-0.754282388795932	-0.331799419321972	-0.804946568634858	-0.772296275088668	-0.834623406007795	0.349422169796344	-0.638520160045568	-0.868275897538631	0.197154833291047	-0.758133564443896	-0.782373718724758	-0.850568732437995	-0.765211509443499	-0.744298620814952	-0.783547898058879	-0.823642270970508
CD44	0.903538904502134	0.902729124009968	0.79408895431951	0.837292031440543	0.364476134498968	0.779033661313238	0.752439979637118	0.945286501331838	0.956909340761157	0.681566399692697	0.680821980521243	0.909332240839847	-0.0181733966583459	0.192060694592085	0.933745089560077	0.891397295412366	0.92727454356132	0.79658265819864	1	0.502695460736504	0.803348855974455	0.464727051024236	0.57071366693293	0.13440525666243	-0.0687780951277068	0.816043220323282	0.273346857697354	0.785459994089458	-0.660036149402015	0.1326630501992	-0.468774909661607	0.473917679082644	-0.746543732827144	-0.801096799118242	0.882623955732623	-0.723609505145955	-0.509578080986304	0.81337666290385	0.786021842895337	-0.890694534507422	0.531652237712777	0.84778007915288	0.13867488701712	0.822767118787666	0.848125866075178	0.15426471824573	0.0592877462989332	0.307886843074276	-0.737290356736358	-0.14983913628322	-0.771380703292956	-0.696169517691908	-0.752621698205626	0.178386301898186	-0.741613297447651	-0.829811474046679	-0.0768244341192936	-0.854828512415589	-0.786424111055229	-0.818929314546894	-0.742424967328429	-0.640743020254654	-0.795660400518392	-0.792479433771914
ITGB2	0.373791788974878	0.392801450985118	0.348333137781943	0.721475181780445	0.379221817727933	0.667050778954548	0.30219306804497	0.407501896775345	0.600848522622817	0.574944672731979	0.265088219693509	0.44068966924407	-0.257627748358802	0.421018783152982	0.53093186570682	0.459869573185797	0.585326096646732	0.714286997232675	0.502695460736504	1	0.505751300926287	0.78386512211481	0.782406539608661	0.792130630218051	0.705854688598384	0.291362195001806	0.902357703304727	0.546604093732792	-0.589309431969871	0.820661914526774	-0.456603646935298	0.777107953704867	-0.721683623135939	-0.63364925343318	0.4491298442687	-0.585622342144244	-0.635593407021011	0.196246759643201	0.2368606711208	-0.354049725110954	-0.16173663082668	0.329981860682517	0.729943335047174	0.263763620836349	0.361211710361248	0.0455076660533273	-0.285099945324605	0.00620764366378126	-0.607756314136278	-0.509414009847344	-0.713129260637643	-0.633593636184588	-0.741063625678469	0.792960643396269	-0.186041365981445	-0.711070623554128	0.762252725820354	-0.422731226846367	-0.458125294667596	-0.667449226793021	-0.637143670666226	-0.67533748161706	-0.497672704342843	-0.636052892391266
ITGA4	0.822983481672839	0.710038846061849	0.653916238292259	0.749855934896069	0.763776250552933	0.950281784168528	0.571831638515583	0.796755296938544	0.813313470725206	0.355961045881783	0.857623491817656	0.847854025491831	0.395145034346301	0.414191318002355	0.774463783517668	0.926033121963861	0.701638882996666	0.775139977919098	0.803348855974455	0.505751300926287	1	0.531801540587225	0.721221786374166	0.157789201561367	-0.00104083441607703	0.515711436316391	0.379147927701068	0.524557986524416	-0.523409043605609	0.18466438554462	-0.3143041602551	0.177229819490285	-0.675300386806852	-0.663174904467858	0.911851171608084	-0.681448200667986	-0.481062825914726	0.739635759274205	0.447584171277062	-0.736663042221699	0.594067277883388	0.573408876010585	0.198741722447733	0.491579669107099	0.842928276670627	-0.150561841153645	0.0602261195960338	-0.217783893792245	-0.583335745809547	-0.458106644655387	-0.574391462338637	-0.694232848141946	-0.744858801144937	0.0075540069584873	-0.571770601121372	-0.750182798916406	0.00583636098813986	-0.789985481939956	-0.700413556970097	-0.734846273811971	-0.553303495579687	-0.533249050802083	-0.732224934332795	-0.647267495798914
SORL1	0.268393361210185	0.220598917964853	0.101602419828844	0.627840438932731	0.25920218067364	0.616272424426319	0.123894948330836	0.403559009925098	0.589220478572146	0.169958695188874	0.157974727728261	0.284402959299628	-0.0164742068458158	0.769324516751347	0.429616740492354	0.393404686456574	0.500201489523791	0.515213056643528	0.464727051024236	0.78386512211481	0.531801540587225	1	0.641559877045644	0.858184613255925	0.704629796896415	0.453397066939611	0.866894305692216	0.683779288976737	-0.422393049860178	0.85743113294781	-0.212678590203212	0.726195889610699	-0.686417612778527	-0.432919215371078	0.371882628717273	-0.530662895924931	-0.420588586737771	0.184099737605254	0.305427496033969	-0.277005703828226	0.0537832958071654	0.13241732564152	0.872333531727538	0.147173243412271	0.174976622381985	0.231998525937876	-0.0841947997971577	-0.00611965639093906	-0.513217454526237	-0.54930396044432	-0.527801323617137	-0.474245993362625	-0.66379747073125	0.679630593674928	-0.0613273117493821	-0.475881369709989	0.700740637485909	-0.346588178808628	-0.344379094714652	-0.536443237584167	-0.510648732238576	-0.544609835757094	-0.366513069853476	-0.475266297424616
TNFRSF1B	0.516754277954533	0.431406807240046	0.434453205906396	0.593232457647837	0.75546758316935	0.829711832547019	0.33557931422126	0.48276233534862	0.580009602747807	0.39056995229056	0.629673855782387	0.557076637728041	0.19821592049451	0.445913602086094	0.565798659014432	0.633014902069223	0.459578338418828	0.785564816304453	0.57071366693293	0.782406539608661	0.721221786374166	0.641559877045644	1	0.504055097805768	0.478011899192194	0.137047073542219	0.753575605543262	0.370793219518386	-0.445506907218221	0.558585652354086	-0.327996839071316	0.409982971322268	-0.668920962859346	-0.57074690866425	0.61481489997027	-0.636108060500355	-0.515905884635498	0.327692571886477	0.0793518172114981	-0.391301032230066	0.0912250280752303	0.354587208737236	0.524387236893491	0.163545226092106	0.605043093219974	-0.143906343325098	-0.130181203390341	-0.274524384444915	-0.488315493965029	-0.642285690896491	-0.60408209311035	-0.620620507758928	-0.75766971920734	0.427682262307194	-0.264377974526939	-0.69064357118035	0.49144081625635	-0.480776260030499	-0.465385954641075	-0.619009545025049	-0.536348786502749	-0.553649287684477	-0.545509176267536	-0.588592346344305
TREM2	-0.118603725775637	-0.109790706035511	-0.204581029876223	0.428381784477417	0.0406726676282031	0.32967223431805	-0.18100103897531	0.0221970787480126	0.278182972028479	0.102466558441989	-0.210513037033001	-0.0694025980166139	-0.245595010512006	0.716888869854742	0.0802543237385172	-0.00276869278187555	0.223039094848359	0.287954491919698	0.13440525666243	0.792130630218051	0.157789201561367	0.858184613255925	0.504055097805768	1	0.94204675610624	0.167545612017224	0.930756461321547	0.485723676100222	-0.27206870550386	0.985669176807115	-0.126692004775868	0.787756957638392	-0.504949724905548	-0.213402263672792	-0.0158494739554214	-0.27980820053907	-0.338779275723	-0.23462142042643	0.00423701050488518	0.0755955820908979	-0.395906580261125	-0.163463769966173	0.966926230900116	-0.140533555723706	-0.179958593195576	0.270098288357248	-0.219781234420696	-0.0220718110299267	-0.293377512940556	-0.559729891387844	-0.37078845972994	-0.252489745884462	-0.444934724929608	0.865786873872739	0.252461143382488	-0.257632485481973	0.934803277336449	-0.0413946360735128	-0.0389781928813304	-0.283946593115431	-0.325490387468111	-0.41307077520966	-0.0612051607675448	-0.262818988016821
