""	TREM2	ITGB2	CD93	CD4	PLAUR	CD68	LRP1	PTPRC	CD44	ITGB1	SORL1	C5AR1	HLA.DPB1	PTGER4	ABCA1	CD33	CD81	ADRB2	C1QBP	CD74	APLP2	FPR1	NRP1	ITGA4	C3AR1	CD47	ITGAM	COLEC12	SCARB1	LAIR1	HAVCR2	C5AR2	CCR1	SDC2	LILRB1	MRC2	ENG	CD69	LILRB2	TLR2	TNFRSF1B	CD163	TSPAN15	TLR1	IL6R	SDC3	RXRA	TLR4	GPNMB	AXL	ITGA6	ITGAX	TNFRSF1A	ADCY7	SIGIRR	UNC5B	ITGAL	PLXDC2	ADORA3	PECAM1	ST14	TNFRSF12A	ITGB5	VSIR	MERTK	CD28	TMIGD3	CD46	RHBDF2	STAB1	TNFRSF14	KCNQ3	TFRC	CANX	TNFRSF21	CXCR4	ACKR3	CD180	FPR3	KCNQ1	TSPAN14	SLC1A5	SIRPA	TREM1	TLR7	KCNN4	ASGR1	ITGA5	CD9	THBD	GPR84	SPN	LPP	IL2RG	PTPRJ	ADGRE5	ADGRE2	CD40	CD86	CD82	SIGLEC1	PLXND1	TRPM2	RACK1	IGF2R	AMFR	ALOX5	CADM1	PLXNB2	SORT1	ITGAV	PILRA	SMAP1	ATP5F1B	CD63	CCRL2	TRADD	FZD1	NOTCH2	EPHB2	NCSTN	RYK	NRP2	SIGLEC10	STX4	JMJD6	MCFD2	LAMP1	STX3	PTPRA	LRP10	RPSA	ERAP1	PILRB	CLEC2D	NCL
LAIR1	0.911193636537747	0.926434770967532	0.806838977068952	0.909448138001094	0.953355511059662	0.803808510838676	0.823137772173757	0.893390495926423	0.72214576805197	0.950813830393435	0.883388334657985	0.795317963698146	0.739258852230635	0.907844952775624	0.561086114003884	0.885736597949308	0.955706375812248	0.818122881602497	0.638982539902756	0.837285599871806	0.942601556112989	0.888475688412624	0.87950814447006	0.853998020479689	0.919723980225019	0.886130550371586	0.871191319072862	0.588579799199588	0.851734304696716	1	0.933369150411489	0.62368477215402	0.81638004107904	0.474715173766798	0.918590805103276	0.867430373236639	0.906355671817673	0.789616449543974	0.797810171330333	0.921797010529068	0.886354303216775	0.929320591260142	0.897194285216807	0.888348594527645	0.738652369538919	0.713195701828022	0.650129737728947	0.877970469411359	0.456847196339642	0.715011683174027	0.936846636056363	0.662614205211984	0.952716327786789	0.912652989483607	0.844674043164239	0.874898350638904	0.827911147537928	0.942210140107956	0.880008695911076	0.778656400019089	0.756791405651372	0.655672152788658	0.812605983327152	0.834107636841164	0.875791185237208	0.640078670662926	0.827141092655027	0.881434691247549	0.880594240900653	0.859126089603571	0.708790873241884	0.830100789062757	0.720697960219196	0.910925252820266	0.738689330118876	0.794157247921253	0.656471688855693	0.659932958701036	0.840055680351654	0.881134223004967	0.902681253509859	0.789922680002676	0.937038783812798	0.620698083247425	0.878079196246911	0.665866116377377	0.640436382487557	0.648988348366916	0.843611473185842	0.655538737880911	0.848083742818117	0.787359017680328	0.86496214946162	0.807922064461416	0.88524673701711	0.855069850663612	0.895826200466943	0.824219346147734	0.876303849014019	0.76108887197212	0.634739119032863	0.775939899920394	0.900677078354083	0.838291401036221	0.708093295236732	0.813510256539605	0.785913620614853	0.817594258322166	0.851436318079819	0.752307097633909	0.886462167417196	0.661806493593223	0.888020934793697	0.761649145066235	0.923916240126625	0.886652061203303	0.908511243430324	0.824121011062313	0.777234154372005	0.790006672272629	0.878334361222844	0.788186824907876	0.728724427369442	0.787540943029217	0.915101281249211	0.799114388959138	0.873896792397597	0.873600818151929	0.662364657503547	0.868927785220337	0.898881170157455	0.719046763617291	0.815491551464866	0.732724065866575	0.814584309978206	0.733425366054178
HAVCR2	0.90412223356137	0.932362994966229	0.711682465777345	0.869534534011803	0.932614195966813	0.808439527827142	0.778344724765812	0.926440157260448	0.724394646644496	0.92709868552781	0.882546056737194	0.816426252639399	0.7706168038379	0.915548389762105	0.562652918788154	0.886284771196479	0.900931889089398	0.834917919718494	0.629100552489515	0.850203536871393	0.894265791400507	0.858971337810706	0.800465014872902	0.809589075985759	0.921211159433433	0.851135526570455	0.86005094776221	0.53925235073168	0.798918592093149	0.933369150411489	1	0.619651797584386	0.789190540600234	0.473882800894382	0.901501785571341	0.822909409480093	0.853802904809758	0.796388453218337	0.754679553789782	0.884455183454241	0.909880510637285	0.872638715745485	0.865743562603751	0.883006089030245	0.751446642130748	0.616314044194585	0.673607782627016	0.835329521772943	0.501018926946775	0.766384543854162	0.88895121708357	0.67657070744824	0.927138107865968	0.890263918586164	0.86021767759219	0.84563259670172	0.826923145055734	0.918504588902676	0.855992653402966	0.72578487226443	0.707675058841944	0.640153450773065	0.745965370724495	0.859276060480886	0.809722439729942	0.618699683208608	0.779921285937013	0.888653495027553	0.866342931355377	0.762264320083602	0.754924284988291	0.820397946256025	0.748452861982045	0.904313775904801	0.69624783307926	0.853170559360839	0.632709631986769	0.666260500722187	0.789420452981332	0.852615423094279	0.88153386498317	0.802364133593241	0.897717150126926	0.63960460384954	0.837139978274443	0.652006987090406	0.616106050355035	0.65570122398894	0.849038247909696	0.619507686592414	0.852205624744194	0.775752135647333	0.836130850534918	0.814844596391141	0.847237434894735	0.851126790407207	0.885965984195663	0.858905580614016	0.917010322392487	0.707726896807628	0.565037607031046	0.693214169709128	0.849338085920591	0.872268408147933	0.681625571028159	0.828204907947437	0.791287246558206	0.772127416533792	0.796473747166396	0.725620847376248	0.84500586060737	0.722848285954574	0.880900128553958	0.748486852409054	0.888447981802106	0.909503260069607	0.891619689924824	0.825399413670389	0.765855793711074	0.734813466525842	0.821211279299012	0.747395895253035	0.738994058906171	0.819469117496506	0.924552826066797	0.865412653019322	0.865294269578359	0.883433614894917	0.667568248911407	0.837189369700849	0.902460561887306	0.739642532250204	0.787447744088175	0.683500876708399	0.787557893794851	0.721753052633174
C5AR2	0.459804025970433	0.660944967716776	0.740652672264196	0.777761122698902	0.672565016663651	0.500394221810337	0.646166850433399	0.629978829825681	0.712726374842694	0.724962905720556	0.525245426482235	0.542616715897224	0.256198047952917	0.625274635795194	0.583789111998389	0.625801195957584	0.681862588099151	0.462304272949368	0.456921689047541	0.355364852597731	0.733839479163629	0.44125142219879	0.690871219022701	0.681358733354199	0.455098994845373	0.637946418186589	0.789759955551961	0.649894208627665	0.613394428534609	0.62368477215402	0.619651797584386	1	0.71605389746968	0.489473757854752	0.524842551628689	0.66046087846504	0.727655331009982	0.406727883053005	0.542090218069321	0.645122916963573	0.601058068569031	0.669422475156825	0.657359412600846	0.571107176252905	0.666566545503212	0.51967054610908	0.690997537187498	0.656679282244988	0.460155317439426	0.257209302240664	0.626959163239853	0.538003564220444	0.59608279574694	0.690337688408331	0.662792361694393	0.52826335299802	0.619936738625693	0.600621242972219	0.400129575669209	0.413351020169718	0.709476058244387	0.530180401801181	0.646994537485077	0.409188076062686	0.621684015957381	0.367322735263481	0.554345389086562	0.68486598528724	0.568458226243016	0.674387932780499	0.570289415171542	0.609080499312545	0.463844762848686	0.72217251356913	0.667303024866347	0.417146025967206	0.751896604617654	0.577901792017645	0.699622336304441	0.66886577212325	0.672504318798798	0.595758197718527	0.687624695357012	0.62941558187975	0.485478649550778	0.554178346146369	0.567137988709322	0.776570274912673	0.50138968883474	0.620281238479429	0.620146310587992	0.684130460406739	0.699057416003184	0.722009886049034	0.71958705050454	0.72444706079704	0.595734173308332	0.473913917863842	0.498632693011072	0.681086146459829	0.485849437691766	0.714579562122253	0.622797558953742	0.629335474796703	0.642250031137431	0.70987777429052	0.623401391387956	0.610252535037479	0.766783555668315	0.63191472194949	0.618331802783576	0.242321015956155	0.720794100095989	0.546104878340332	0.624400099034056	0.581532281481068	0.573540901551018	0.665919985938505	0.673176745202896	0.66021480417872	0.670356850834702	0.639728837081844	0.700312397192908	0.334525612836002	0.62481718682514	0.578687778419127	0.618091201289635	0.586227446257051	0.56124413063403	0.665648906331538	0.627783905907608	0.57789513911713	0.615144910945738	0.625350230177409	0.678717378207513	0.560260353452462
CCR1	0.672844763771879	0.806005177715625	0.685944850021589	0.832398452752606	0.854234337851068	0.816826148152206	0.779141840721119	0.730531315567171	0.795516258388398	0.877175753280777	0.642017945942373	0.711028091317786	0.41886595308005	0.712827625553573	0.761537776730467	0.735389885496007	0.837794320782182	0.605091359850765	0.555557732912089	0.532649755985232	0.898762038947033	0.610216629717879	0.835175356777452	0.705385097831441	0.682407545583405	0.790391284408327	0.851095274974411	0.699907098561079	0.772601038321744	0.81638004107904	0.789190540600234	0.71605389746968	1	0.683426785263951	0.692089537302044	0.722000934665251	0.820573081815983	0.515529999932209	0.649836350473919	0.764768073770763	0.718759913017523	0.834329614011038	0.799151706889201	0.691971944485086	0.809384423329538	0.66875083989421	0.679640368255035	0.797242458169052	0.724114441064368	0.425757662703864	0.756423050810686	0.689615672441137	0.791392921009742	0.775472490748543	0.745856237832838	0.605293100289019	0.694003426994261	0.723178519536567	0.614306624999034	0.570092903480274	0.786876574325667	0.620339882948949	0.837632555560296	0.550775831746784	0.768138783755863	0.451102104747363	0.729658508880081	0.793393368011057	0.688178298464518	0.734912199074767	0.81367918520145	0.687079849674167	0.511531087514245	0.87636085556935	0.823107952468711	0.57147610185273	0.768669918127635	0.748183919974041	0.820721963256039	0.74171188836069	0.787135950664836	0.671841408083199	0.831461515667618	0.773553341320718	0.627232872887778	0.63291794314386	0.623910498299988	0.728857098870539	0.726777103704789	0.648152441570459	0.671720736289465	0.730859984604035	0.75491363299015	0.753468885098737	0.766875013595939	0.811560947936832	0.709186344703024	0.634078521816664	0.718671872299721	0.829273277178482	0.665572145613916	0.819884544067643	0.721698315918096	0.757523291253283	0.808895416170708	0.81683569020023	0.725499926631193	0.704451632836614	0.819771503831712	0.67215263849363	0.748376891160298	0.491414129077495	0.857390919992976	0.681872427574225	0.859625824855139	0.763272416224603	0.803509014191065	0.684264111457285	0.790017547051268	0.698682265449592	0.832181992033866	0.650347183304395	0.829186173456932	0.492290736055678	0.773886788391928	0.724988565849575	0.801220431933082	0.873546383757589	0.756717788535004	0.755378413843267	0.802966051892159	0.663755085281817	0.644986961108869	0.646057572417045	0.681061074914793	0.641428787956195
SDC2	0.404969768883083	0.517396977962202	0.287989820508621	0.533319119966106	0.570489409722868	0.708032522378093	0.651418220757946	0.377724446650716	0.545645816904108	0.595190334677075	0.350799784120675	0.59341269820812	0.159432412423406	0.377669949392122	0.863010329853653	0.39861376869424	0.535641375606284	0.327503575621638	0.166431582090949	0.230728061377898	0.61244786052106	0.260235029119866	0.585141481515052	0.281065988827052	0.37222050886306	0.434746536722525	0.603218989210251	0.576841580845829	0.517339772626049	0.474715173766798	0.473882800894382	0.489473757854752	0.683426785263951	1	0.378900085189659	0.415888361446814	0.441140945564459	0.160359591609382	0.250516796865334	0.471772492648409	0.505982333466396	0.5690292201464	0.388002903819413	0.366891140853038	0.56015450024651	0.565525744557184	0.385298461773151	0.572634699644969	0.874632839762138	0.194694978142579	0.386566690801334	0.717454997625036	0.431186180545608	0.453097679394603	0.492769106137387	0.301102003675232	0.434338454691577	0.427333770309798	0.340603621764483	0.387675328640999	0.461150805099722	0.401004283520108	0.672658451896813	0.207534835131696	0.552596224839949	0.447223975849173	0.526386009148816	0.561266396887271	0.451247512591187	0.434058899191325	0.708730808886113	0.45699638886576	0.365572042776216	0.572906087075346	0.64207632086526	0.361292451938156	0.66752214926812	0.462489456707349	0.629975872461149	0.44519636975447	0.573400531526383	0.267891238868011	0.564446807000469	0.690334353255346	0.311742093043907	0.318607507937726	0.287161005803976	0.460543429224114	0.623437969797825	0.263508409432362	0.337583121535756	0.351970721226456	0.504380747759754	0.514191405397222	0.445282186274143	0.51639455169513	0.439229102150814	0.346241243028731	0.472184206620399	0.697015156199901	0.580049310488308	0.475585373014678	0.371489256135198	0.408026914438796	0.712782707515796	0.66034800690292	0.380435402842522	0.630038773272528	0.530804551331371	0.473635498708987	0.508488991846213	0.436555626646697	0.576074427277093	0.293080903239122	0.580202620905108	0.494625330214373	0.48786005874168	0.443875287433284	0.586061975504355	0.341497469780525	0.561636796241264	0.450539344693516	0.653169552539631	0.181191884241174	0.529927466941923	0.485243132497154	0.490329043450636	0.690962388198411	0.646717601293142	0.482567724084362	0.546486341431269	0.289980852178308	0.306043288807554	0.442612760520633	0.477751215185565	0.240832765251419
LILRB1	0.919714523896604	0.849783509389434	0.707192387300482	0.816808937096247	0.880696955729788	0.752118412529959	0.774254404208115	0.860094975613379	0.562088415295608	0.874802296530424	0.935576951209379	0.837354726354203	0.846068456273918	0.916184203347114	0.483364721784157	0.811170130124013	0.890548732999643	0.866037016203454	0.506929301598041	0.910373519844216	0.830666885796488	0.882291173453817	0.766540685867761	0.745069225623355	0.926898878603054	0.766564703825836	0.782445304500282	0.442563155524811	0.818476359374828	0.918590805103276	0.901501785571341	0.524842551628689	0.692089537302044	0.378900085189659	1	0.818470416042632	0.778278624850588	0.841691463365035	0.697807450411462	0.864780654978313	0.917723034447888	0.841260099719318	0.782715742857945	0.879091804713158	0.624870497145074	0.661366459359747	0.499206076985555	0.824984202890565	0.353852130450528	0.836295300919042	0.904098640350954	0.653245406249996	0.891703034448272	0.858869134950235	0.775066804089216	0.89766992728603	0.818887997592146	0.949730528941138	0.907962501102458	0.845159862442125	0.574761776029281	0.510588830525388	0.711875858244357	0.861150741325339	0.840804009845662	0.71850572391656	0.78154992214823	0.851171865351872	0.911435205620524	0.777695636570911	0.62757972793156	0.844255362902326	0.81647357322013	0.804039348030965	0.585839627293305	0.850798834927723	0.51617876290115	0.488289416244962	0.746242608457685	0.787772077470123	0.875152606127342	0.693537852377277	0.857535306451595	0.445466353723791	0.888598496474006	0.510012589753536	0.462565227061262	0.490933214257569	0.83244742511879	0.497891373674158	0.800340535138896	0.654421269118918	0.832903441173188	0.751143883520289	0.820384036784155	0.769261723740615	0.91757169712602	0.846234568420888	0.853356655390968	0.64511191508455	0.5890610812084	0.604802175651942	0.87155964304044	0.74518691666826	0.567739042660941	0.73318330361427	0.652375705535705	0.799208716142629	0.735765996133274	0.708319282662665	0.870798818092572	0.770962853802674	0.775711236453878	0.623721486002259	0.810458914073084	0.872219129584081	0.847580902617391	0.780054996900535	0.694259600596667	0.711043260521698	0.766226111910276	0.6763901009224	0.6129462168807	0.854232257056214	0.90270469969654	0.762398134572137	0.770059882349495	0.793140083278899	0.546963108754703	0.808219549987905	0.875307352326484	0.586744783852699	0.751125366645307	0.672494606563702	0.804064820163243	0.606801030641131
MRC2	0.75038908392228	0.821043772645773	0.821617742790177	0.873644687942083	0.844392482706635	0.624760853245725	0.808933523079022	0.830694422066655	0.72078705669628	0.882603784936051	0.803882560798516	0.681079963004183	0.582012696735599	0.827030369210454	0.519347411021582	0.774938627857033	0.891888843664259	0.684884551958546	0.5964429408042	0.683186899302816	0.873849112656087	0.726535698057905	0.822120281479043	0.819575466950845	0.765851915999373	0.828037567370606	0.844056170874168	0.578938119532471	0.815459837937818	0.867430373236639	0.822909409480093	0.66046087846504	0.722000934665251	0.415888361446814	0.818470416042632	1	0.865095083679761	0.671222468090018	0.724896185835025	0.841955089739906	0.791232113770367	0.859344871668426	0.80858466849541	0.790961759945642	0.720923061135603	0.676507814924655	0.665525048749001	0.81442279614198	0.372329134172239	0.567197941526834	0.890307813224732	0.627405148041955	0.866273477080074	0.840372629906513	0.803276111245619	0.803209552315357	0.768623848525626	0.861588263784854	0.708431743209968	0.69004114184721	0.73958886091512	0.657005311306036	0.740731160266242	0.667152418777518	0.813085857691254	0.568143035284714	0.662767151243971	0.817700090212501	0.802473990242865	0.854136149944333	0.621040576241099	0.769103978309757	0.673253962771232	0.854245653346933	0.681862082130828	0.660394696094648	0.656025248093716	0.628399157042405	0.786976193573027	0.823403414341928	0.830718224410477	0.729392113080283	0.865558809586099	0.575529271416134	0.760425020423631	0.660021761016901	0.597082131493283	0.69088048510282	0.740222576902889	0.663276597708751	0.790013079397193	0.744829205654536	0.880626204175921	0.794144533000824	0.850130435862558	0.83038758746761	0.820965439165721	0.67713887966341	0.701289359881434	0.743270079764259	0.575277315591562	0.763018848011453	0.825720553211314	0.760202309585409	0.69225120711047	0.783453018238773	0.721815626315385	0.79346106351995	0.85049147700599	0.804670328834281	0.852100320013125	0.474354289750877	0.821030140202312	0.713664453150714	0.810041499546707	0.75210289170773	0.800040160271425	0.837783637768738	0.767691879145129	0.783789413999602	0.850363799930277	0.79430610914404	0.746425840845887	0.645108010135449	0.831443382886994	0.729488877983639	0.804214604173689	0.718239114487925	0.619725552946384	0.900577567594984	0.792721705754819	0.67393619784251	0.787372746477187	0.790300710615755	0.849233033741474	0.699272155973314
ENG	0.761935133590984	0.904733909973046	0.896590155443193	0.93524761571256	0.909448723964943	0.6953894258807	0.772245487213866	0.851236022850715	0.823103095131123	0.915461320893999	0.734259066928695	0.610911865930493	0.495374637298241	0.797878280709194	0.515494080718345	0.883413993529875	0.921061080070082	0.643857538548907	0.747268974462586	0.624362825139401	0.9334626094256	0.751068516453026	0.904315730187399	0.923879173385889	0.775742246564632	0.90498732492768	0.90149210887701	0.708376962576928	0.790517695773481	0.906355671817673	0.853802904809758	0.727655331009982	0.820573081815983	0.441140945564459	0.778278624850588	0.865095083679761	1	0.628022205857442	0.829763437603298	0.847735121083502	0.739095811621148	0.912608886691514	0.944229005936307	0.787791989714076	0.789968102627994	0.657709867684318	0.809356773060798	0.792195114466618	0.434395277747457	0.478673216094136	0.873846492288124	0.578469101442865	0.887312360999169	0.876650581068053	0.834924677017823	0.751243051443626	0.750626954444534	0.822328842303253	0.71095748777188	0.585310341133585	0.903311300720182	0.77299831676801	0.80941928899101	0.67462445511332	0.807379135707866	0.509153432766863	0.745188151568324	0.814863311643021	0.735424024300962	0.891648567622486	0.636623325973775	0.721274392414757	0.53863098979721	0.922151229438691	0.787873019209376	0.594287801281384	0.742204395735359	0.758270247752201	0.855473027705617	0.884891030548415	0.814199325923342	0.832184935325215	0.920333426962331	0.74773731580521	0.737841893924082	0.814104234812448	0.800562812562991	0.810439948557458	0.694146443268362	0.821764101973034	0.838658413168817	0.87185519152075	0.828554913232799	0.777662111027162	0.917633703746447	0.864804615761858	0.781370907003063	0.695653083196068	0.750494133293041	0.766808033680895	0.604565153186792	0.908158123601317	0.855089783868689	0.854676524104103	0.764875671277292	0.778120589402827	0.86826568060258	0.682070109839457	0.928239574604084	0.700758557393488	0.786327888331653	0.408635222189453	0.882743381694426	0.843934136582821	0.892047996387794	0.783933759505316	0.837509382060507	0.799732502754413	0.747851742418847	0.832830026413281	0.901997214398826	0.788803325986244	0.773039848816099	0.612531497216134	0.814678169397746	0.739538489048389	0.887626888730435	0.817222149942603	0.666076485954083	0.853095152936014	0.797651138581273	0.81216251709858	0.804348696756536	0.698438994450781	0.753868503193563	0.827145399140329
CD69	0.823017029424561	0.771284371640896	0.576745666424644	0.644893276951819	0.730654317181729	0.526242760984037	0.479172060537902	0.835547889561317	0.47539623590543	0.704246348321921	0.863912613583052	0.669163854746628	0.842856407467954	0.861961519769204	0.211858587608417	0.763952456573059	0.688926519193121	0.834710328762908	0.536055207543781	0.88995521046676	0.651880950860277	0.876207972893926	0.547800416815925	0.707224823219936	0.841807270593685	0.69792660907871	0.608177751740923	0.237693083053501	0.572324510005449	0.789616449543974	0.796388453218337	0.406727883053005	0.515529999932209	0.160359591609382	0.841691463365035	0.671222468090018	0.628022205857442	1	0.635213295101972	0.720179359160966	0.809837061654267	0.604187019286619	0.662444129708752	0.797613275967607	0.50767849681978	0.337603148062685	0.432668290117382	0.621508187274836	0.0927511590087833	0.817466642887181	0.783022595270879	0.362005721296681	0.815813900216316	0.75824308829851	0.709675695714653	0.856365924725256	0.726273194245685	0.809115974304083	0.798864755011559	0.647174482512387	0.44395297424447	0.450902550980202	0.436043705345972	0.898874108548248	0.579051795202904	0.483941596809832	0.600821718357392	0.711255417108543	0.773750628326295	0.555292651866351	0.476846131437894	0.721812407202562	0.722829410918182	0.688577223391261	0.352881032600285	0.829009546479561	0.30933186986865	0.443303492452003	0.474148116242322	0.672726912051226	0.700238180979048	0.728439779231206	0.666498780851384	0.279389965271691	0.749928103402848	0.465407292855529	0.40732338585034	0.398499146042218	0.630661327794973	0.470564527364476	0.787390835214541	0.601458208528869	0.662736891430752	0.709941554637998	0.656853650790806	0.679947547471141	0.7935985700762	0.780341217992056	0.806564970904537	0.42038705301409	0.292666617528913	0.402393621449695	0.739489012142236	0.726160100379832	0.305670364251938	0.569571122721182	0.620321276156672	0.601017803599907	0.571703761344388	0.628649739774097	0.710353824286328	0.677979854306327	0.692585344626849	0.613487528614387	0.662328687708566	0.774878302518211	0.760118990310026	0.681921254069265	0.510159513216325	0.6214543428715	0.578962990080198	0.565747912478829	0.445458656077374	0.880772925755091	0.762246356775589	0.680886137074813	0.68217424729497	0.615820779292602	0.349736755104628	0.701650370966832	0.743090556825872	0.610008709884157	0.700892191501299	0.597287843837195	0.662057880150908	0.611515773660958
LILRB2	0.639820790590904	0.797851750164961	0.729585253046434	0.75123790923198	0.756312656120719	0.542344646133136	0.530126589861259	0.822613367744999	0.775226314368787	0.750288377324631	0.615658673819458	0.460618276157077	0.536174977227449	0.730288371614072	0.293334666266144	0.816882416346904	0.731179105474704	0.591430592248007	0.829773094303931	0.62284127978439	0.760178529062249	0.697594391001662	0.685372918850922	0.864211228294285	0.717906662363474	0.844153970675509	0.709931944342919	0.537162347375277	0.614451189645513	0.797810171330333	0.754679553789782	0.542090218069321	0.649836350473919	0.250516796865334	0.697807450411462	0.724896185835025	0.829763437603298	0.635213295101972	1	0.716725692996372	0.605305273545077	0.716765437238712	0.874912351900395	0.675170621005126	0.716647174704008	0.415511716968645	0.792500788635236	0.670110973261782	0.232882403811317	0.457170907632856	0.780112387574025	0.346051785838464	0.819462949787994	0.751400769742182	0.784195838401288	0.662348982146373	0.603183252651319	0.709421028192026	0.588265960509844	0.476411538229232	0.81273372455599	0.728746358739953	0.559733370664192	0.713599354664201	0.618384254879232	0.295379579390812	0.521844395805562	0.715626640394047	0.569517501741967	0.649804795448498	0.536215541351592	0.564466820382709	0.435570625620196	0.808457988396554	0.647368359537926	0.594691872924569	0.559520206997856	0.698950479699907	0.653504366994477	0.755610392141761	0.615701405038851	0.84366182760797	0.770324608259688	0.575900636552058	0.636380353759434	0.785738159793515	0.795340096078774	0.67148647396008	0.542273191410701	0.793828944684304	0.796019256093251	0.837985213703311	0.678313198139437	0.652941988493652	0.734249230895063	0.722795933526446	0.657613098150436	0.636513331736819	0.683019946070394	0.511502423091226	0.417084648945174	0.739648210225146	0.712926461748508	0.860812472108042	0.545683719375955	0.631583583588208	0.851248652327797	0.5270650221549	0.718885158940511	0.565950252244271	0.608110320308396	0.32895090008237	0.792556550652153	0.863090927915412	0.755158351505682	0.684408862000342	0.77028837979763	0.693253742027304	0.638583784372355	0.752701591714341	0.718749439199267	0.725608080723348	0.639388891338049	0.640254024159866	0.685674171054174	0.694380367331544	0.831893559914159	0.666969162483616	0.520441711971369	0.731745916846502	0.718727694551518	0.855033546604188	0.760439635574639	0.574274798959254	0.621762869176286	0.866431054907283
TLR2	0.844440702329059	0.866405911872391	0.783987553593744	0.874321457347359	0.891271881484	0.721369230196453	0.812828452613031	0.837326098559635	0.680692042118166	0.897618642574519	0.854043250683873	0.778671728768895	0.709693926203446	0.867284964530005	0.561279674767618	0.826517917447897	0.913232641548011	0.759366735430424	0.558729484064581	0.797927089328907	0.88386921570435	0.825113665014096	0.820339613578343	0.792514182447968	0.856709063581529	0.806379000978219	0.839666551295405	0.621732802726601	0.813813563710458	0.921797010529068	0.884455183454241	0.645122916963573	0.764768073770763	0.471772492648409	0.864780654978313	0.841955089739906	0.847735121083502	0.720179359160966	0.716725692996372	1	0.861633482205608	0.883919562492601	0.826183594814719	0.85003143665438	0.658553131286094	0.695758491489904	0.612451236756904	0.842915413800099	0.42300355237258	0.673715304225284	0.878954763955633	0.653329591580427	0.88159198222018	0.872506276349601	0.783943366093265	0.812529794484375	0.816693063147333	0.902876423835207	0.816056592983924	0.772567892746849	0.701384984386728	0.60226837358385	0.788034054388945	0.78337396859683	0.853577047117293	0.642955500104205	0.750542629673415	0.827151549920868	0.866139497907517	0.828153225675198	0.665139831201184	0.820197644894401	0.738670071222222	0.849971344650901	0.681561453273785	0.780340567489598	0.666030253091863	0.596353685935449	0.801466228568776	0.831727966616552	0.876132544264894	0.702290030968478	0.890639809713287	0.573521891199518	0.845440510656358	0.623867304791647	0.554857189594517	0.6289328985435	0.80265942768164	0.622799534566172	0.798393909782931	0.719200846609326	0.859968084961524	0.772262054616601	0.851973110103202	0.821116542693637	0.875497093978998	0.8006243284312	0.814294085188607	0.720905045589166	0.613231747211754	0.715141132498499	0.830112701078807	0.770557473090068	0.687015463857491	0.803071610538208	0.720952633666182	0.824834535841839	0.813136436989504	0.741497756508561	0.857212979637174	0.622109992596738	0.835304021808917	0.679437998378449	0.831739596073555	0.807135865167058	0.828957033595271	0.789399818244782	0.757372644846922	0.759490690226288	0.834683995280394	0.757565388027255	0.688927830211232	0.731464297455764	0.868938164898901	0.758786965797805	0.795374167138295	0.790911378956436	0.627794780915657	0.83438405320392	0.831312228293997	0.643175711060395	0.765164961095909	0.735954908815869	0.805159702096857	0.663870673971782
TNFRSF1B	0.893693707913868	0.846994799675193	0.663361547201258	0.815955342760044	0.879410867465477	0.75909450256346	0.807358894745169	0.854933777000071	0.589822363037826	0.881798133880964	0.94186215030247	0.908211854010204	0.815591738781462	0.919161461879007	0.609954947019496	0.784962739784883	0.867062807711522	0.88262424051044	0.430009493480973	0.871715160475816	0.827670483260235	0.834721178486557	0.744956627614068	0.696541178446516	0.883041779123047	0.719037318645356	0.81882347288814	0.473663823602345	0.799452089016118	0.886354303216775	0.909880510637285	0.601058068569031	0.718759913017523	0.505982333466396	0.917723034447888	0.791232113770367	0.739095811621148	0.809837061654267	0.605305273545077	0.861633482205608	1	0.815281937463627	0.729022110223982	0.874129534239905	0.648108901709267	0.651488001734028	0.491978509834027	0.834760901562896	0.466743430936975	0.834051610133113	0.851217930396559	0.740416464407276	0.867347557330178	0.870271149909416	0.787684148135968	0.882380648623106	0.85939037643794	0.937169446997382	0.867609575439738	0.831809797674123	0.532192338310487	0.494999696662078	0.71079635093088	0.838597474683329	0.82647437570832	0.721627054661118	0.788924120601348	0.87030145553382	0.940113804638275	0.736036239719799	0.697053088529537	0.878858358940947	0.881232271675478	0.811611931646233	0.58954111985974	0.860587298169878	0.559414050287992	0.490369649241774	0.735538080764686	0.785185140485255	0.928111089150783	0.656550162389542	0.84288424416594	0.485564387902435	0.851485682215142	0.47799736521234	0.403801902811944	0.54145285300901	0.847232234855388	0.461129568706681	0.80474055963151	0.635817928806838	0.848994872816431	0.811006531577135	0.811126510221693	0.794565291352971	0.934756317976699	0.850002830756795	0.86262579269386	0.674959406030461	0.567205934578533	0.558501463618915	0.8234443448937	0.741076129557358	0.623970005774075	0.798280610924991	0.626937696144054	0.843075537469952	0.729093992575173	0.747829801413508	0.87849796013413	0.810510780120222	0.787047020832579	0.563393340402333	0.779997063408927	0.891776173499062	0.822671499997484	0.800493237122993	0.72486818213803	0.685293585259308	0.744338023692433	0.705540840421526	0.668571696142963	0.829983369149442	0.907917794909853	0.807411733415239	0.749184716708108	0.806928488550985	0.586537722142217	0.802755707083654	0.893121769415241	0.553833536640828	0.711703648924714	0.700649027724492	0.829366481072251	0.545574871442227
