""	CD3D	CXCR3	CD3G	CD2	CCR5	CD8A	CD8B	CD247	KLRB1	CXCR4	CD69	PTPRC	ITGAL	CD44	TNFRSF1A	ADGRE5	S1PR4	PTGER4	PTGDR	TNFRSF14	CLEC2D	ITGA4	RACK1	IFITM1	ITGB2	CD81	PTPRA	SMAP1	CANX	ITGB1	NCL	CD74	PTPRZ1	APLP2	CD63	C1QBP	SORL1	CD46	TNFRSF1B	LAMP1	CD68
CD69	0.945350563634048	0.536845449543308	0.88284198945084	0.97482069600309	0.731491823207016	0.602376406108513	0.770263656265141	0.841334785749745	0.817439177319038	0.952275268622184	1	0.951158214474192	0.719175152958174	0.884760888439925	0.32154601667181	0.876042105700493	0.617325732887291	0.96781680632182	0.727244449706695	0.714738562184489	0.869905464709743	0.830007395107607	0.625728934048529	0.717340242445177	0.463163636467374	0.102952082812729	-0.206687451046686	0.40366726657927	-0.147156219507563	0.666248569725867	0.248822583627915	0.186265821715896	-0.412742470950153	0.0489115111067723	-0.174680693772231	0.16633329694133	0.209146872782031	0.674870326312329	0.729160928690831	0.452906035634069	0.0150158134018159
PTPRC	0.959450527801529	0.517600177450852	0.938978941917186	0.955101028284209	0.740536219045208	0.672902861061555	0.801356009809934	0.845337503944837	0.745639260701368	0.959559015310621	0.951158214474192	1	0.833958785288619	0.924905609775312	0.407415342235188	0.936074687351961	0.718838728780678	0.935864633263731	0.822513603048748	0.836811745000851	0.853622021149845	0.900819950040186	0.634098806734898	0.791285693036613	0.626360373538036	0.245299687171506	-0.131291416045314	0.512736091531816	-0.0585065281856405	0.777566514155779	0.246411909614629	0.340419460665229	-0.408344692852803	0.156062757655682	-0.104778621058834	0.168455489825827	0.365480814047904	0.745021761924386	0.783554909663398	0.539668011715355	0.153342519508216
ITGAL	0.823386885330426	0.351485035023711	0.865019695257227	0.824797443104788	0.638682243029367	0.842318640429725	0.90158842374521	0.627254384086239	0.337991815681247	0.721067057820021	0.719175152958174	0.833958785288619	1	0.782416906104711	0.0964261434152955	0.823071684545586	0.663620426461452	0.692518232056592	0.945012181680287	0.810769482680644	0.508780085739065	0.753769152227684	0.293311974361632	0.679115954362608	0.450989581307604	0.0592503060985286	-0.173057701419093	0.319218453650522	-0.217095223110452	0.49595542453388	0.00772553934950043	0.141699413029486	-0.408835533339771	-0.0901930680157677	-0.267295682797132	0.00507961057369864	0.183540927175064	0.655984151497871	0.509947456396205	0.29739896811149	-0.0585940006586973
CD44	0.96423017022908	0.733327139208984	0.936363063531365	0.913991142679236	0.883563928976959	0.727043573208343	0.783003384844482	0.958340602541143	0.680206594629041	0.958557970045723	0.884760888439925	0.924905609775312	0.782416906104711	1	0.359574226738273	0.913495537674149	0.886875881986068	0.817875164132679	0.810416720591986	0.864557644976858	0.837243925916829	0.943752219357737	0.584119238067143	0.916977961100297	0.466514479886051	0.0902331888609105	-0.217565669942449	0.395045841484422	-0.181792393621785	0.754751824946958	0.0902704970930624	0.215001804130434	-0.449446602097936	0.00917735276955662	-0.226376846418533	0.0330062515900525	0.180341170581798	0.609896957816274	0.663251938625989	0.308696780973747	0.031812675797502
TNFRSF1A	0.254462851636038	0.446552776190293	0.226459061072918	0.224477465658798	0.318406330718789	0.0361694986218929	0.0368666297815858	0.368859107184104	0.365558193518823	0.474178759615292	0.32154601667181	0.407415342235188	0.0964261434152955	0.359574226738273	1	0.302880939730754	0.320250007876252	0.400459618037712	-0.000362686367075948	0.405454951807195	0.396014738768883	0.380641883149781	0.707047284286187	0.337934253005943	0.784070276484802	0.842367666953604	0.437519518087743	0.620194188628322	0.595812254049513	0.833033632167527	0.639037452688097	0.831365382223904	0.200486418481197	0.854125107795806	0.664336578575625	0.545799474602899	0.798000627302443	0.55078281377374	0.731860664750696	0.753120096139671	0.787690999113748
ADGRE5	0.919153617873862	0.464235066808836	0.90267822908633	0.907145105363692	0.738967053453469	0.626963333982054	0.777899194432032	0.819095243690845	0.662476777728512	0.907246266275698	0.876042105700493	0.936074687351961	0.823071684545586	0.913495537674149	0.302880939730754	1	0.734826887216705	0.833183126525581	0.865846701656386	0.768477985356518	0.78981835383408	0.920635998074947	0.574447537187252	0.758433473318965	0.489616407392706	0.16775217922641	-0.075410853853086	0.56072876809013	-0.0411818901586235	0.705203599527157	0.223508807674733	0.245851067459261	-0.326497370545969	0.0714924214173975	-0.101904186774855	0.174213620377364	0.219359003037397	0.722454795758048	0.608110302291203	0.441572761973039	0.0173246888439008
S1PR4	0.799118036915533	0.797401175630897	0.811596887638779	0.675562063011704	0.799296195700555	0.681725709141991	0.614960443709252	0.89075519823753	0.486547443639889	0.782876869671053	0.617325732887291	0.718838728780678	0.663620426461452	0.886875881986068	0.320250007876252	0.734826887216705	1	0.500996287022084	0.686208224858662	0.883577608990006	0.664125373282639	0.872199891255675	0.49218571163909	0.942982205082007	0.336712740130577	0.0318132861822439	-0.213481740413856	0.283053761570269	-0.203991265512962	0.684294997934252	-0.0738652944198436	0.196317448490163	-0.435105612700111	-0.0501548453729976	-0.234720466113331	-0.0692420985387186	0.103391020598309	0.396125863365013	0.537611329786521	0.0887736756202106	0.0152973524367727
PTGER4	0.883558022043763	0.433238962648208	0.827705806243209	0.928701385480913	0.668665955969015	0.53594186243747	0.718978052840681	0.750504444866726	0.78851288125328	0.912190921942151	0.96781680632182	0.935864633263731	0.692518232056592	0.817875164132679	0.400459618037712	0.833183126525581	0.500996287022084	1	0.685727621537441	0.646900943717067	0.842537843260619	0.763626193063088	0.62189349616792	0.631420139979325	0.581103636752455	0.23280155493152	-0.133377201880904	0.470837143382733	-0.0469800505640726	0.682755386647859	0.325808865893829	0.293217818374129	-0.351325409260762	0.175542762772692	-0.0672711007449428	0.22829071343476	0.345807771777642	0.719876324720778	0.753761144640472	0.576485323803955	0.144291242591136
PTGDR	0.842808000649118	0.331356784082822	0.856215050316547	0.840541336974795	0.691098800505788	0.823538667566294	0.912255536874646	0.668341554157328	0.365631402048099	0.72084467656203	0.727244449706695	0.822513603048748	0.945012181680287	0.810416720591986	-0.000362686367075948	0.865846701656386	0.686208224858662	0.685727621537441	1	0.72688861971473	0.542815513969792	0.764736720789268	0.198747183821192	0.678321901980846	0.349018715260721	-0.0589300186263968	-0.279491598708903	0.242449936476352	-0.33042874267213	0.438725936143383	-0.126047140361082	-0.00357334668124221	-0.460882385147954	-0.21138189777085	-0.3965996363419	-0.133555063021	0.0446786914150504	0.57893176035759	0.374549435707552	0.210956064504579	-0.152132273678255
TNFRSF14	0.838817730601313	0.647756383717947	0.878232332260218	0.753664989092935	0.710291852585788	0.68400464146703	0.669881342210549	0.811283997884945	0.550164664320303	0.823358490709687	0.714738562184489	0.836811745000851	0.810769482680644	0.864557644976858	0.405454951807195	0.768477985356518	0.883577608990006	0.646900943717067	0.72688861971473	1	0.676359528023683	0.880766430624085	0.581383356546147	0.883732462667311	0.559269193924089	0.220057801054208	-0.133068273570421	0.37486878884018	-0.0627341567393428	0.765903829036837	0.0822184849035641	0.376490854329121	-0.420416738820571	0.128988897398138	-0.118288090791119	0.0719643992417318	0.35474662585897	0.594979099074389	0.764208526153112	0.331459486935027	0.182114013392099
CLEC2D	0.869314426341092	0.541930801253021	0.847790375212289	0.81232752154698	0.63039629529941	0.386202863016526	0.482792364770909	0.854727861184423	0.936352028359071	0.890485065390887	0.869905464709743	0.853622021149845	0.508780085739065	0.837243925916829	0.396014738768883	0.78981835383408	0.664125373282639	0.842537843260619	0.542815513969792	0.676359528023683	1	0.835305302932558	0.715525645655761	0.800589074498383	0.443069024409428	0.120866133544402	-0.058822884634125	0.532125167027102	0.0261902846620717	0.721730412786365	0.284071266398617	0.247541632981286	-0.308514886736901	0.12830179656759	-0.088122916966504	0.157795322130812	0.217892494951754	0.489533583883369	0.709976129717283	0.407157776947447	0.0612986122754279
ITGA4	0.913248255593635	0.651815585912364	0.917310492930457	0.851656757214993	0.820385963411682	0.577086386090327	0.655254959796654	0.887504294130519	0.698811785289653	0.925117260936709	0.830007395107607	0.900819950040186	0.753769152227684	0.943752219357737	0.380641883149781	0.920635998074947	0.872199891255675	0.763626193063088	0.764736720789268	0.880766430624085	0.835305302932558	1	0.636429757213294	0.879710513725066	0.483348542689392	0.147100203665864	-0.142388876963567	0.51637534418267	-0.0813644397051452	0.761893250168746	0.130113821709898	0.293363774666112	-0.406638417539704	0.0698298107711231	-0.122629231855852	0.114579044218991	0.223828283700032	0.622496157560178	0.688243655579101	0.336097427759574	0.0541658499021397
RACK1	0.552350644689618	0.508885960186411	0.531833942390797	0.51177598826707	0.350626107988809	0.116152645104263	0.199272239166661	0.619289895401426	0.748165571921724	0.72529673812388	0.625728934048529	0.634098806734898	0.293311974361632	0.584119238067143	0.707047284286187	0.574447537187252	0.49218571163909	0.62189349616792	0.198747183821192	0.581383356546147	0.715525645655761	0.636429757213294	1	0.575225758105175	0.561495926087554	0.556488933025978	0.314727276163182	0.760025869465538	0.462564667047329	0.808274052831875	0.745246113949825	0.663069298807803	-0.0390672219832171	0.551805412609894	0.529623429705802	0.729580746600957	0.534554037966082	0.562087443616967	0.834485913301833	0.638727774703115	0.401527495758525
IFITM1	0.872500917119326	0.782040448738678	0.889203231273254	0.75236073978697	0.766666110126114	0.689652365901375	0.625048769450566	0.940511824468767	0.639901000344451	0.843518860313419	0.717340242445177	0.791285693036613	0.679115954362608	0.916977961100297	0.337934253005943	0.758433473318965	0.942982205082007	0.631420139979325	0.678321901980846	0.883732462667311	0.800589074498383	0.879710513725066	0.575225758105175	1	0.380042072442364	0.0294473976802942	-0.185717961457198	0.359345298345635	-0.173295663218955	0.713857842573699	0.0255873128006372	0.202964403113864	-0.450352222072827	-0.0400796830141554	-0.235644055287694	-0.0261533164330003	0.12479156789791	0.385726224359781	0.613494741769414	0.152811588856777	0.00965659514911488
ITGB2	0.428739773222499	0.24491923881155	0.444128610390619	0.420272540520631	0.364500117776338	0.279053869320766	0.326824762119611	0.37310012912982	0.347166332148523	0.560072996384878	0.463163636467374	0.626360373538036	0.450989581307604	0.466514479886051	0.784070276484802	0.489616407392706	0.336712740130577	0.581103636752455	0.349018715260721	0.559269193924089	0.443069024409428	0.483348542689392	0.561495926087554	0.380042072442364	1	0.850329477485326	0.213653250197286	0.605659819593163	0.428510438877216	0.832402319862411	0.461669384486032	0.866876310013805	-0.102592534111938	0.741577701335434	0.453771721759959	0.361701125741936	0.922259802708858	0.68761815722199	0.784901476288893	0.872234582778695	0.830984209285563
CD81	0.0142819830205835	0.0487687566865999	0.021211741258995	0.017149965512402	0.0198223672329327	-0.111147307670848	-0.0681416552665233	0.0341432089899745	0.116607644966942	0.225566385756095	0.102952082812729	0.245299687171506	0.0592503060985286	0.0902331888609105	0.842367666953604	0.16775217922641	0.0318132861822439	0.23280155493152	-0.0589300186263968	0.220057801054208	0.120866133544402	0.147100203665864	0.556488933025978	0.0294473976802942	0.850329477485326	1	0.506935460729859	0.643325388952758	0.722736270408099	0.670927468039995	0.682426494587975	0.943215240462229	0.221756018050589	0.925686451323552	0.826687102396671	0.636091240131041	0.93705998489706	0.528354112989109	0.594691586468446	0.866762189375982	0.927059035528169
PTPRA	-0.243367424845963	-0.240245499913743	-0.178653157524324	-0.258139316683221	-0.373257741686327	-0.323496096836567	-0.326710794549213	-0.265910770023656	-0.024311678502676	-0.152928910415539	-0.206687451046686	-0.131291416045314	-0.173057701419093	-0.217565669942449	0.437519518087743	-0.075410853853086	-0.213481740413856	-0.133377201880904	-0.279491598708903	-0.133068273570421	-0.058822884634125	-0.142388876963567	0.314727276163182	-0.185717961457198	0.213653250197286	0.506935460729859	1	0.574016239480873	0.896533969675996	0.211678480874035	0.714360467399778	0.398990325522648	0.824711015673133	0.654299721279679	0.728359860967479	0.604987060483251	0.35954940453874	0.217009742701055	0.124159245581446	0.451992894000958	0.283716179461101
SMAP1	0.380926024138006	0.140734140725015	0.430894532515566	0.350240456094704	0.17506910278096	0.0420363673256427	0.132839631454142	0.328295884936424	0.477718368437449	0.502087427968477	0.40366726657927	0.512736091531816	0.319218453650522	0.395045841484422	0.620194188628322	0.56072876809013	0.283053761570269	0.470837143382733	0.242449936476352	0.37486878884018	0.532125167027102	0.51637534418267	0.760025869465538	0.359345298345635	0.605659819593163	0.643325388952758	0.574016239480873	1	0.638230153634921	0.666824831436163	0.783273625990385	0.667128933239471	0.192579281450082	0.592385099060893	0.650591532773813	0.725078272931005	0.54955452862947	0.57730504606904	0.573843716350981	0.7097065074957	0.392657159181579
CANX	-0.230955280335383	-0.226214997164052	-0.182702569372278	-0.252296042398863	-0.349838579056846	-0.444931668560274	-0.405577081219783	-0.217791599496001	0.0950237309295064	-0.0698697333296065	-0.147156219507563	-0.0585065281856405	-0.217095223110452	-0.181792393621785	0.595812254049513	-0.0411818901586235	-0.203991265512962	-0.0469800505640726	-0.33042874267213	-0.0627341567393428	0.0261902846620717	-0.0813644397051452	0.462564667047329	-0.173295663218955	0.428510438877216	0.722736270408099	0.896533969675996	0.638230153634921	1	0.376581340830964	0.784769602890533	0.647499998612103	0.727048083754202	0.847106772319046	0.849421243709124	0.664619157477415	0.606786174330136	0.303386189125021	0.309185273131071	0.632135939794887	0.55979732876808
ITGB1	0.675777430323845	0.604999435606032	0.662412286605482	0.611037134653295	0.606356226461452	0.377580408111903	0.412593616191075	0.737230555302733	0.627721449084759	0.811895824460928	0.666248569725867	0.777566514155779	0.49595542453388	0.754751824946958	0.833033632167527	0.705203599527157	0.684294997934252	0.682755386647859	0.438725936143383	0.765903829036837	0.721730412786365	0.761893250168746	0.808274052831875	0.713857842573699	0.832402319862411	0.670927468039995	0.211678480874035	0.666824831436163	0.376581340830964	1	0.490900060983531	0.745250235160175	-0.11318563036063	0.627820308356853	0.359855301797197	0.395894695976006	0.712187690532181	0.706726893723046	0.870608305501995	0.722013887693006	0.610171812924268
NCL	0.0929907396538478	0.03937586836459	0.0820058303365851	0.133768972550882	-0.118421279983685	-0.16055908313859	-0.0601434597280261	0.0791373609231521	0.356507632252307	0.275868514935402	0.248822583627915	0.246411909614629	0.00772553934950043	0.0902704970930624	0.639037452688097	0.223508807674733	-0.0738652944198436	0.325808865893829	-0.126047140361082	0.0822184849035641	0.284071266398617	0.130113821709898	0.745246113949825	0.0255873128006372	0.461669384486032	0.682426494587975	0.714360467399778	0.783273625990385	0.784769602890533	0.490900060983531	1	0.64064671166172	0.447467815842908	0.718519425619896	0.826352312590637	0.908915307456213	0.548788052373961	0.475012324717488	0.521515135123651	0.7229507667651	0.441028950163279
CD74	0.128573600339815	0.192191414460965	0.149699375170798	0.0968633389598778	0.0986588708122618	-0.0394505123419163	-0.0260135271118903	0.18334100124879	0.216112260026379	0.345353559581355	0.186265821715896	0.340419460665229	0.141699413029486	0.215001804130434	0.831365382223904	0.245851067459261	0.196317448490163	0.293217818374129	-0.00357334668124221	0.376490854329121	0.247541632981286	0.293363774666112	0.663069298807803	0.202964403113864	0.866876310013805	0.943215240462229	0.398990325522648	0.667128933239471	0.647499998612103	0.745250235160175	0.64064671166172	1	0.091309061723818	0.871341343610443	0.749377157286455	0.614521052697684	0.9419599637786	0.548988618097001	0.700931560039557	0.808022649357909	0.897554667139559
PTPRZ1	-0.481777941611956	-0.360025529545414	-0.461227608660428	-0.461384904241747	-0.484529755424785	-0.476812766777798	-0.471803817536856	-0.466780227620228	-0.24479884402568	-0.412300979289143	-0.412742470950153	-0.408344692852803	-0.408835533339771	-0.449446602097936	0.200486418481197	-0.326497370545969	-0.435105612700111	-0.351325409260762	-0.460882385147954	-0.420416738820571	-0.308514886736901	-0.406638417539704	-0.0390672219832171	-0.450352222072827	-0.102592534111938	0.221756018050589	0.824711015673133	0.192579281450082	0.727048083754202	-0.11318563036063	0.447467815842908	0.091309061723818	1	0.470650431193382	0.496634694409231	0.312980251603548	0.0917573960878344	0.0771305581875455	-0.195890776612756	0.144570441987637	0.0769055234511713
APLP2	-0.0693919780681495	0.0051800694385264	-0.0694976581937814	-0.0697685263489689	-0.091911128303662	-0.266367420335667	-0.217876961808565	-0.02369435572133	0.168231422407023	0.152709846136233	0.0489115111067723	0.156062757655682	-0.0901930680157677	0.00917735276955662	0.854125107795806	0.0714924214173975	-0.0501548453729976	0.175542762772692	-0.21138189777085	0.128988897398138	0.12830179656759	0.0698298107711231	0.551805412609894	-0.0400796830141554	0.741577701335434	0.925686451323552	0.654299721279679	0.592385099060893	0.847106772319046	0.627820308356853	0.718519425619896	0.871341343610443	0.470650431193382	1	0.832356505623684	0.623995937439515	0.885371626732309	0.499809917974635	0.574229391499763	0.82503870258089	0.858397429975804
CD63	-0.296776660347384	-0.119742956924476	-0.280682916480672	-0.28407300050643	-0.307363833505292	-0.437841976876311	-0.401374019608511	-0.240194911621127	-0.0108108401933544	-0.070171512903713	-0.174680693772231	-0.104778621058834	-0.267295682797132	-0.226376846418533	0.664336578575625	-0.101904186774855	-0.234720466113331	-0.0672711007449428	-0.3965996363419	-0.118288090791119	-0.088122916966504	-0.122629231855852	0.529623429705802	-0.235644055287694	0.453771721759959	0.826687102396671	0.728359860967479	0.650591532773813	0.849421243709124	0.359855301797197	0.826352312590637	0.749377157286455	0.496634694409231	0.832356505623684	1	0.856729977249958	0.657596736030163	0.275510610462507	0.313603544982569	0.645418857431976	0.655453188399887
C1QBP	0.0188547578157449	0.0218685980315534	0.0164756650476718	0.062449746748951	-0.147697797808755	-0.209214448752178	-0.101774731690765	0.0120613663416916	0.253405146961586	0.211223574975139	0.16633329694133	0.168455489825827	0.00507961057369864	0.0330062515900525	0.545799474602899	0.174213620377364	-0.0692420985387186	0.22829071343476	-0.133555063021	0.0719643992417318	0.157795322130812	0.114579044218991	0.729580746600957	-0.0261533164330003	0.361701125741936	0.636091240131041	0.604987060483251	0.725078272931005	0.664619157477415	0.395894695976006	0.908915307456213	0.614521052697684	0.312980251603548	0.623995937439515	0.856729977249958	1	0.498514040534815	0.437667350968682	0.454372624862908	0.613053087353569	0.378152233334949
SORL1	0.128679689782545	0.0598826342493329	0.145567123940913	0.122340390861956	0.0631392820606892	-0.0106180076122914	0.0314979697075235	0.115622063606254	0.203607674322413	0.308481652383616	0.209146872782031	0.365480814047904	0.183540927175064	0.180341170581798	0.798000627302443	0.219359003037397	0.103391020598309	0.345807771777642	0.0446786914150504	0.35474662585897	0.217892494951754	0.223828283700032	0.534554037966082	0.12479156789791	0.922259802708858	0.93705998489706	0.35954940453874	0.54955452862947	0.606786174330136	0.712187690532181	0.548788052373961	0.9419599637786	0.0917573960878344	0.885371626732309	0.657596736030163	0.498514040534815	1	0.591130570646076	0.700993231077041	0.858760477749947	0.929785569454738
CD46	0.602309218933915	0.262976503990861	0.581141311973827	0.656175280885351	0.489661479307007	0.400100965799401	0.574610089760007	0.472074279836868	0.411934751654659	0.689991213784093	0.674870326312329	0.745021761924386	0.655984151497871	0.609896957816274	0.55078281377374	0.722454795758048	0.396125863365013	0.719876324720778	0.57893176035759	0.594979099074389	0.489533583883369	0.622496157560178	0.562087443616967	0.385726224359781	0.68761815722199	0.528354112989109	0.217009742701055	0.57730504606904	0.303386189125021	0.706726893723046	0.475012324717488	0.548988618097001	0.0771305581875455	0.499809917974635	0.275510610462507	0.437667350968682	0.591130570646076	1	0.69484124846273	0.707307269676519	0.365788983360352
TNFRSF1B	0.664460720343849	0.502181127545316	0.6538879039558	0.646585676220302	0.471401580489292	0.32852889635213	0.405080709009496	0.638923064090958	0.707734874379059	0.791655428211607	0.729160928690831	0.783554909663398	0.509947456396205	0.663251938625989	0.731860664750696	0.608110302291203	0.537611329786521	0.753761144640472	0.374549435707552	0.764208526153112	0.709976129717283	0.688243655579101	0.834485913301833	0.613494741769414	0.784901476288893	0.594691586468446	0.124159245581446	0.573843716350981	0.309185273131071	0.870608305501995	0.521515135123651	0.700931560039557	-0.195890776612756	0.574229391499763	0.313603544982569	0.454372624862908	0.700993231077041	0.69484124846273	1	0.736912294322481	0.543988747712806
LAMP1	0.316225878626781	0.03491910910168	0.303233742487055	0.36534740794099	0.140983879779638	0.0669373443149507	0.21430630005582	0.213704263787794	0.415207385503521	0.474987871536377	0.452906035634069	0.539668011715355	0.29739896811149	0.308696780973747	0.753120096139671	0.441572761973039	0.0887736756202106	0.576485323803955	0.210956064504579	0.331459486935027	0.407157776947447	0.336097427759574	0.638727774703115	0.152811588856777	0.872234582778695	0.866762189375982	0.451992894000958	0.7097065074957	0.632135939794887	0.722013887693006	0.7229507667651	0.808022649357909	0.144570441987637	0.82503870258089	0.645418857431976	0.613053087353569	0.858760477749947	0.707307269676519	0.736912294322481	1	0.747378873317441
