""	CD3D	CD44	CXCR4	CD2	CLEC2D	RPSA	PTGDR	PTGER2	CD3G	ITGA4	CD8A	CD8B	SLC16A7	GPR171	KLRD1	ACTR2	ITGB1	NCL	CD96	PDCD1	CD69	SELL	CRTAM	CD247	DPP4	ERAP1	CD47	SIRPG	LAMP1	LRP10	TRADD	TNFRSF14	CD46	FAS	RACK1	KLRB1	PILRB	TIGIT	STX3	CXCR3	LAG3	PTPRA	VSIR	ADCY7	CD226	TFRC	S1PR4	CCR5	CXCR6	JMJD6	PTPRJ	TNFRSF25	PTPRC	CD74	CD63	STX4	SORL1	TSPAN5	TSPAN14	TNFRSF1B	F2R	CD81	CD6	MCFD2	ATP5F1B	APLP2	PTGER4	CANX	SMAP1	CD4	TNFRSF1A	HLA.DPB1	C1QBP
CD8A	0.42541948003501	0.487221682980974	0.0178113050196496	0.489451732220331	0.345101339208528	0.11901563446244	0.483353790364686	0.11161274035777	0.397919846986218	0.445187289973745	1	0.800868377865257	0.160665876225097	0.238239838055587	0.53805454716308	0.17622416785874	0.107824472842581	0.0294705193205086	0.482640179982424	0.185725771931597	-0.106706521486136	0.019345257729764	0.326783672536415	0.378610712595161	0.0121641547004537	0.190707581374955	0.151006205075138	0.312736481759568	-0.058863900824911	-0.195929096219373	0.103505851630146	0.459637734286881	0.0727683052663244	0.301997451414771	0.0690414503060677	-0.106656950915686	0.169106095068035	0.67720801238797	0.234473253441006	0.356854057478769	0.407026136005017	-0.131765257846695	0.108520202784866	0.0702979007956166	0.010857929478279	0.0919686602748029	0.320985370942402	0.620270028488495	0.496662825939952	-0.0610189029245897	-0.0126805477676113	0.0569711433511239	0.451491124701141	0.0361724815366755	-0.0293161567721551	-0.0389379733711158	-0.159293163883357	0.376108496959069	-0.0322240579429828	0.230298078667863	0.202286520049755	-0.0498709946181268	0.304298206202703	-0.0964870556742564	0.0210705987826597	-0.168480995160918	-0.121257841774059	-0.119532452325038	0.153077306072018	-0.00527431616192389	-0.0681046565112898	0.192895563379324	-0.0250976421889774
CD8B	0.724348374586901	0.392400679481033	0.245069777861906	0.715253552457598	0.352559227184629	0.508874337258513	0.440833633146436	0.507432761386384	0.621212849455255	0.432458583125754	0.800868377865257	1	0.371510412581289	0.613933915318052	0.397164175534266	0.200905881482813	0.135984381842033	0.0630167572256402	0.779634420381545	0.426349379835639	0.117382527227509	0.350703677337361	0.61577944331716	0.761113709573112	0.204892223883468	0.00951042023639523	0.407083899443767	0.71585631247555	0.151555216585614	-0.0169853070669727	0.403685492617546	0.479921336900643	0.21524341872047	0.244234427718558	0.404009936820465	0.110574331097123	-0.00522298211866425	0.623965548339925	0.276882191059415	0.647593700788443	0.526795213018701	-0.222483888565686	0.247547472353525	-0.213304188372019	0.220137059957489	0.126966047128157	0.631294641189535	0.378982482922607	0.382956544399981	0.201914235530392	-0.162748240461529	0.144261294040643	0.349337466207617	-0.012725907085718	0.089889303808575	0.214396703754463	-0.234505678741748	0.366345164855511	-0.182794832479665	0.190772063472265	-0.162484078632214	-0.0607460184288608	0.298237006687924	-0.0684292603745951	0.184518775757385	-0.17614499908743	0.0186592984172775	-0.171860603487179	0.420850729737268	0.110372548497946	-0.205122005007065	0.106467687345412	0.162939726268712
SLC16A7	0.661444836553227	0.374423252616647	0.671109671191415	0.792648297312177	0.734227469998849	0.503872106382925	0.454922516165148	0.683518064419153	0.709242046063241	0.674158659820466	0.160665876225097	0.371510412581289	1	0.734469647977715	0.239630574393948	0.309144781260304	0.233297311285341	0.281854449970853	0.683475938174321	0.126021088866798	0.543717692875845	0.568766302458941	0.239895646187986	0.653916056768064	0.685433754604101	0.296635562764304	0.522746923843633	0.412289666152773	0.044164186273479	0.310650189050771	0.603499460553701	0.603658742707472	0.511282225375858	0.239716769288505	0.46239173951111	0.664999978969013	-0.222038831966673	-0.148470034892016	0.690690705484936	0.385908800105299	0.339235754728442	0.000554378854545299	0.18250205334826	-0.015096176872727	0.66117522507276	0.169256885604734	0.369960855248226	-0.109148338409948	-0.311791128075577	0.461896001196497	-0.178605070750883	0.597327094326799	0.553323230724065	0.0416990210516704	0.159031632517243	0.295064094228587	-0.172229302898385	0.0940591460248145	0.146886267582169	0.355372225205335	-0.424304044907092	-0.0128973576742731	0.544717261398641	0.103326397982773	0.262302443567534	-0.0378147175085787	0.629790729860162	-0.0496538464278528	0.354070400687814	0.573606560664788	-0.0415490681541846	0.075511269576341	0.274197653624371
GPR171	0.859797755202784	0.301764255700192	0.753271961671514	0.837623894598775	0.652979785291776	0.73599082404116	0.4030497048626	0.922225213329477	0.811883107449745	0.47177819665613	0.238239838055587	0.613933915318052	0.734469647977715	1	0.105616412751871	0.27728051209303	0.167691346284099	0.206067364663428	0.846590762579553	0.294597896693716	0.609203169894184	0.555462470466963	0.349990353389183	0.769325640388889	0.751969568262709	0.103249791472526	0.530766597666129	0.803835905420011	0.127821068974804	0.164272321641663	0.864044345943469	0.671887958724958	0.405112198936893	0.123076062237449	0.668369709029365	0.728465174873358	-0.368053592624248	0.0675524634164537	0.631739436227519	0.690640591093708	0.428358297149157	-0.152673943970576	0.281587790837782	-0.249602045541392	0.69014687666004	0.209127004261751	0.708902143832033	-0.211641848015518	-0.20867549398178	0.502205456543115	-0.337818082386258	0.614189209193553	0.341972571091806	-0.0113611481727417	0.163881954341735	0.390514562545878	-0.251612314453888	0.245603687327495	-0.0705899691367284	0.355440232440607	-0.587784153296815	-0.0432231365033239	0.56222577797537	0.0339369467874055	0.312274030307748	-0.0863953552700558	0.584359599169233	-0.139313922256833	0.569858960049599	0.546995187206651	-0.0936372625523003	0.0212888866230279	0.353452630498513
KLRD1	0.187522778236032	0.300284035421298	0.235117428136859	0.369942971625332	0.365363549350631	-0.00249108384220486	0.742505938265979	0.0734996699905616	0.282109707248428	0.549463865177545	0.53805454716308	0.397164175534266	0.239630574393948	0.105616412751871	1	0.0765354005003475	0.210518222724646	0.0843885657087685	0.371169103982219	0.139525759778961	0.24303227609936	-0.127374645226047	0.185027056530978	0.260921159459849	0.0290920570502265	0.340751191241337	0.0795196490391281	-0.0235080288733257	-0.0978841648578796	-0.0748590867806586	0.0934081377232736	0.0826493512079627	0.0492659863228735	0.548260456536937	-0.0361396441631578	0.0336388670204123	0.101574728328295	0.183248036610138	0.39986962647066	-0.153397274765575	-0.083544288638809	0.0200204345929581	-0.0561946069472508	0.313494981670888	0.188087333749348	0.0859662703126827	0.102475285948893	0.461833090452182	0.182609417405355	0.12008700136631	0.0157679626854402	0.133123999687097	0.587174310835375	0.0393882024966064	-0.05888233417637	-0.106669457909846	-0.0618355076881585	0.0809991823109449	0.363033319553668	0.13352812908696	0.0268106790190712	-0.0634141817322293	0.294193744045938	-0.030529490080992	-0.116415605940436	-0.110744168894917	0.147912350821052	-0.0722768505312336	-0.0403713576000906	0.204305115998273	0.0247775673239658	0.14413476960034	-0.0639363094965946
ACTR2	0.343709731548097	0.767664063210396	0.524319080219381	0.295638101479854	0.492047544291975	0.64296506129703	0.0766432078171212	0.292264800791741	0.28626752910296	0.341404850127496	0.17622416785874	0.200905881482813	0.309144781260304	0.27728051209303	0.0765354005003475	1	0.883492424746822	0.954123831942704	0.264337666179113	-0.0767789554878599	0.536130821202089	0.567036267355465	0.32023345666726	0.240955410318359	0.344726367610154	0.692673981775525	0.687224432301912	0.261903788959745	0.750531684875547	0.623260809576751	0.277315202855367	0.598987789032143	0.724421586276184	0.319024185945887	0.723299293148341	0.114577128667954	0.363724887194396	0.129473340092433	0.586618532331919	0.206511762749501	-0.00203724492104101	0.801364069939297	0.87201732286519	0.646210572475986	0.469124361470458	0.927196847921322	0.31460104786893	-0.167846628755222	-0.0723191881358135	0.821038675203518	0.723375691879395	0.310281787050768	0.700911320845017	0.89716969937251	0.896048482850616	0.845438070710138	0.748819711442378	0.881259190985676	0.72598980189742	0.917486133327095	0.306889940355344	0.850852746904441	0.0298332254196134	0.878835703253493	0.917554092481205	0.832818638470345	0.592098413582726	0.824890502246595	0.784691835879936	0.776577150678858	0.760429630004076	0.902809899615308	0.901361991161952
ITGB1	0.234775787016664	0.820830951685614	0.497367617503191	0.266458657940063	0.407157348460412	0.550100138525781	0.16400876513472	0.185821739734937	0.269158355849427	0.392010971354725	0.107824472842581	0.135984381842033	0.233297311285341	0.167691346284099	0.210518222724646	0.883492424746822	1	0.926601590223354	0.250116809068151	0.0108220362162657	0.495118264943092	0.611482264165685	0.251552959058945	0.205165878658454	0.231427071204741	0.732575731084248	0.730795808977876	0.146724845714747	0.815038827368748	0.730978812153526	0.250205222453412	0.411979225412427	0.638015992014074	0.575866425706804	0.683034885349586	0.0652677077621095	0.470933655086515	0.222195348494685	0.421080040071779	0.0593762152639552	0.0441613742097901	0.829778477361911	0.835872240217543	0.692405454484427	0.43996285606585	0.863281605007497	0.211667309390947	-0.0223434279967837	0.0565542746856506	0.762720817457328	0.790374842509861	0.202943735805036	0.710586195416678	0.888555957558516	0.892465959262033	0.792869157668284	0.754642373821684	0.713137603352061	0.798143448965241	0.767895166338815	0.400433740881754	0.889476065512633	0.0740213247970264	0.879625972361215	0.859210905400752	0.847356771835986	0.523620389822994	0.817625763591433	0.715460903829355	0.683435798824748	0.776061350782433	0.869994486215226	0.859858415056444
NCL	0.255161847685638	0.745864833657961	0.49760430510759	0.235842018272658	0.468445665668788	0.593677681240556	0.061990950437875	0.223132143577648	0.230131666768322	0.329658887477205	0.0294705193205086	0.0630167572256402	0.281854449970853	0.206067364663428	0.0843885657087685	0.954123831942704	0.926601590223354	1	0.192320727486087	-0.129294735391198	0.5245986460276	0.586843427773971	0.228626324751145	0.148547970014784	0.345606822024521	0.782644737123645	0.703580585544411	0.127665094978827	0.769687234432294	0.698964786073356	0.24633206533169	0.522429123384264	0.717333181276906	0.384832468536904	0.701703680302889	0.13383015128669	0.418947062811483	0.0339132490361064	0.547780139351244	0.0434374662365387	-0.0468539457680376	0.898383880500271	0.822697238241998	0.684638071434104	0.520850707970167	0.937461745951971	0.202228813648475	-0.23050387502094	-0.183737317550037	0.835080925010672	0.768491099211447	0.307685112004248	0.693409712563205	0.908327096192524	0.947684607370849	0.855752544318284	0.785522651383035	0.803787712222808	0.808166618793664	0.857712838918381	0.318189372114433	0.897650936773215	0.000537006327131582	0.946464495344704	0.928527584560063	0.907079438710942	0.588568692858204	0.892930357245116	0.747325678863173	0.755977904617353	0.798021945843118	0.878649853893259	0.932998232638162
CD96	0.916076004639785	0.432419940221498	0.665401496723313	0.938098439968666	0.679682301083673	0.737786852105912	0.602027367537108	0.811906610255063	0.925595467100086	0.682263966914248	0.482640179982424	0.779634420381545	0.683475938174321	0.846590762579553	0.371169103982219	0.264337666179113	0.250116809068151	0.192320727486087	1	0.414140258044403	0.510079387801301	0.596465157374726	0.55578875814415	0.912581092842894	0.612726754746302	0.0726629668405328	0.655494638031297	0.735317136391434	0.20238848017584	0.171978585622192	0.783653375990157	0.59048235434334	0.457216408699086	0.39641939375556	0.65636637717893	0.576573101840696	-0.194583882905254	0.305827240088712	0.531681286786761	0.655560820759331	0.580918741646811	-0.155490957996707	0.273812723649659	-0.181773410769627	0.569803932865028	0.213812312624535	0.779325038397371	0.0182019739843734	0.0847322800015879	0.449747339646323	-0.295182848195182	0.478197212777427	0.520556289598629	-0.0370297490074756	0.132967871044641	0.361922313589849	-0.300519776526429	0.22523201552957	-0.00103589603854844	0.291057017419821	-0.429185065868466	-0.0784743655638766	0.565938442700304	0.0401133499111936	0.251023916629635	-0.156595773443605	0.415341260957964	-0.179003696660343	0.524571045283331	0.417594956327246	-0.179602180325341	0.0626606398845073	0.305517419989643
PDCD1	0.257995667820973	0.141703707835984	0.255873364458869	0.402640286440176	-0.0441245940980515	0.169013435735288	0.465153466694651	0.195868798322058	0.290551485648953	0.061659151240684	0.185725771931597	0.426349379835639	0.126021088866798	0.294597896693716	0.139525759778961	-0.0767789554878599	0.0108220362162657	-0.129294735391198	0.414140258044403	1	0.0232489216117625	0.192756463658903	0.520786431903339	0.508667414234996	-0.0974469264537946	-0.190180427065367	0.16725877690992	0.349818666060724	0.126066059171804	0.261397498399602	0.339253889390778	-0.128484445625643	-0.294883863198163	0.0189140286450517	0.144160843356376	0.0938106157646778	-0.0387967233805612	0.380174897483266	0.033613546120993	0.404029325065293	0.530085506812992	-0.235948032813297	0.215849087860014	-0.411089311361466	-0.146523193748064	-0.196770480538695	0.227473326908886	0.381932589993951	0.411499418397678	0.107146907233901	-0.112443404088162	-0.242369354875407	-0.089699437185824	-0.132677599980743	-0.0539331979132294	-0.0505318975545279	-0.361704440440886	-0.121052472177201	-0.107247110549187	-0.179212830396285	0.041978337548067	-0.0924657309032046	0.458939727806155	-0.197724366270641	0.0124464642325437	-0.208836911499743	-0.0508497776584623	-0.294419900075501	0.00753340752416472	-0.0566609555810119	-0.276899720378589	-0.129020998384202	-0.0930058545607462
CD69	0.527301652047498	0.367844702265314	0.897295305196826	0.493626269137069	0.661127018907445	0.68238903716805	0.371316594444512	0.729549881403585	0.54215148948518	0.558451021644355	-0.106706521486136	0.117382527227509	0.543717692875845	0.609203169894184	0.24303227609936	0.536130821202089	0.495118264943092	0.5245986460276	0.510079387801301	0.0232489216117625	1	0.420790192036542	0.263119792301388	0.418015144851886	0.669566803861362	0.274682101334373	0.509842984706779	0.355027084768413	0.376931865050067	0.391929285304343	0.655763722028643	0.409181813643107	0.582934567938372	0.349401035474634	0.656872672765559	0.560991748989918	-0.243396801013087	-0.251984726170677	0.718169967885994	0.25118466879313	-0.109303708630405	0.264627859316763	0.462549532240525	0.196960053699406	0.661141772645562	0.481164723365132	0.41074543484265	-0.458376118217478	-0.358726447469194	0.732121489807323	0.0447207335796105	0.571144586408778	0.560666437392057	0.353618936505581	0.378292332044643	0.531343464193344	0.200408553826836	0.338578545095584	0.450785948365282	0.534461793894517	-0.369827099299365	0.25765446043643	0.321278248449011	0.363573375943993	0.440438380769527	0.289165019255197	0.901640167113064	0.229020605978949	0.550933927848932	0.900412791551626	0.282592167730142	0.356676840290817	0.543927184255715
