""	TREM2	CD33	C3AR1	CD81	PLXDC2	ITGB2	ITGAX	ITGAM	SORL1	CD93	CD68	HLA.DPB1	CD4	ITGB1	HAVCR2	TLR1	ABCA1	TLR4	TLR6	C5AR1	PLAUR	LAIR1	FPR1	TLR2	CCR1	PTPRC	LRP1	MRC2	AXL	TNFRSF1B	CD163	NRP1	CD74	P2RY12	LILRB1	TMIGD3	ITGA4	CD46	SDC2	SCARB1	SIGIRR	PTGER4	TNFRSF1A	RHBDF2	GPNMB	SORT1	ENG	C1QBP	CD9	LILRB2	ADRB2	UNC5B	ADCY7	TSPAN14	SLC1A5	CD69	RIPK1	MERTK	KCNQ3	ADORA3	CD226	CD40	CD44	STAB1	CD180	THBD	IL6R	ITGA6	TFRC	VSIR	ST14	PECAM1	CD47	ALOX5	ITGAL	LILRA4	TNFRSF11B	PLD2	IL18BP	RYR1	LPP	PLXNB2	KCNQ1	ADGRE2	INSR	CXCR4	KCNN4	SELL	CD82	GPR84	TREM1	SIRPA	CD300LF	RXRA	PDE1B	FZD2	FZD1	ITGB5	FPR3	ITGAV	PILRA	ITGA5	TNFRSF10D	CADM1	PLSCR1	STX4	IFNLR1	TLR7	TRPM2	IGF2R	ATP5F1B	P2RY6	PROCR	OPRL1	TNFRSF10B	SIGLEC1	PLXND1	NOTCH1	NOTCH2	CANX	RYK	TSPAN15	ASGR1	SEMA4C	LILRA1	STX3	SPN	PTPRJ	NCSTN	TNFRSF12A	ACKR3	NRP2	TSPAN17	EPHB2	JMJD6	MCFD2	CD63	TNFRSF14	TRADD	RACK1	SMAP1	APLP2	AMFR	PLXNA3	SDC3	ADGRE5	LAMP1	EPHB6	PLXNA1	LRP10	PTPRA	IL2RG	SIGLEC10	PILRB	RPSA	EGFR	ERAP1	CCRL2	SLC16A1	CLEC2D	NCL	PTPRZ1
SCARB1	0.743360008515073	0.687079477300512	0.698089007346925	0.753881548002647	0.745411314059713	0.797392692182653	0.729291819467684	0.662936882568802	0.594649459448322	0.432430685948077	0.775168125505583	0.471958967339717	0.769108285841795	0.799033780064376	0.76682221598131	0.672097311503314	0.356428021514953	0.73363577573048	0.664338632541061	0.549426698465716	0.7639101218522	0.834923497310104	0.783731230693602	0.73027461676482	0.709308871415695	0.758268387615718	0.832892222107903	0.769547790732834	0.759663809472702	0.748451716754105	0.812615944523204	0.424177005243075	0.647943552936766	0.347166523528601	0.741502767304534	0.614792599073917	0.576640939504302	0.794088813550803	0.143319332965634	1	0.670014741153159	0.763566184036325	0.753725521682864	0.697633254836087	0.469511617633234	0.779237093868912	0.704112631791925	0.745768463182069	0.750598966968145	0.674052610430897	0.651926023616029	0.687326100957725	0.658872153502538	0.832479826015755	0.794509899963764	0.667247041072318	0.725925467404033	0.843018916611021	0.651411806831662	0.637832360714882	0.578508530336473	0.680565871212698	0.48978465022255	0.724113072900445	0.61931913499531	0.501724469269813	0.764310089868404	0.730238441461118	0.795782331493674	0.625074956158205	0.586159826534279	0.650886609525067	0.797842810367628	0.765961576851798	0.702335253526132	0.597877868464352	0.623727587732173	0.604048959637557	0.609390911276051	0.586016235261236	0.817433611660734	0.77976649322731	0.677642635422459	0.767448205464554	0.295271769965737	0.314131894025783	0.666364101397474	0.630355127378316	0.486406042253982	0.760510695261237	0.56000195237923	0.8215743827465	0.712100324425383	0.715484006714138	0.748899309303866	0.563618960935258	0.283458987928447	0.651719465855647	0.684482691987009	0.841925134789569	0.694646058767316	0.673839178801055	0.577511570862725	0.739954307902388	0.874730572487518	0.775749662833236	0.664052092792733	0.548779903204375	0.743420482869009	0.575528575491116	0.745706437684309	0.57378890085363	0.72536911238361	0.562632012216092	0.562007569123919	0.687815031751291	0.691532698779599	0.759707041638258	0.619843303904622	0.751234834824405	0.653964778776523	0.416560340585793	0.410847022909893	0.386889773348724	0.547129717727447	0.620202377113927	0.679787096175774	0.613259073777336	0.764904540993908	0.729766548957926	0.241972752832735	0.657347501425383	0.538601443338575	0.764236076892961	0.826154109669787	0.686827286429278	0.79175204789986	0.702277545386879	0.71657239758779	0.723476882149914	0.799479916022077	0.78107454720652	0.564070267526502	0.538377699449671	0.294102966285308	0.741485536522698	0.763674026213284	0.657773449930305	0.692102830369925	0.79379846691179	0.794429834159747	0.28074684236405	0.782862057253246	0.627073059838846	0.726284863715273	0.289358766680586	0.709136856084948	0.603072884429207	0.618166748228609	0.512986674206481	0.752333650128056	0.154278323369323
SIGIRR	0.75191663781072	0.812037962967768	0.746655747550347	0.821642760476357	0.637382137451185	0.862661448396765	0.604269018311245	0.721207796161606	0.461340961940475	0.602516224089582	0.734614294079791	0.625913758677803	0.811041822670237	0.768033848646745	0.751492875322774	0.68704991031731	0.352380370764746	0.608913733910133	0.619771881109454	0.475040610687304	0.717878986580869	0.858543671002666	0.807801818015579	0.778876013026884	0.749283249443256	0.725157187853262	0.632142227196923	0.611543113849507	0.742912395882081	0.696335759307641	0.653343049360007	0.458915956432902	0.743969170726928	0.42108837204495	0.686191322745937	0.690804551760581	0.657566123833101	0.722394043361397	0.193100793222184	0.670014741153159	1	0.743420268245399	0.856828054159973	0.669960690599581	0.399324307136579	0.617315214669351	0.732398991200592	0.886739323417413	0.807339328130797	0.656332670969202	0.635343059314034	0.611915783805078	0.569585695205938	0.714466806402627	0.813512834604385	0.697388837889007	0.674780076192779	0.543105637321166	0.573054518565814	0.652077153044192	0.423508482696678	0.754656692951425	0.539897281299684	0.627552928057714	0.741798498791042	0.469828991258991	0.750972672926773	0.596588354121855	0.654939087652512	0.797932960610545	0.56252824411342	0.551573986152191	0.819246241561015	0.77785783492122	0.743031380572674	0.491121019874211	0.68902923542071	0.579507621443495	0.715476799000266	0.452558646304999	0.591608798810861	0.743775773897427	0.788429195771243	0.771504237855341	0.29785461465776	0.359817898941655	0.735815630874508	0.634349704071107	0.471285976383179	0.73093724132284	0.52137786857181	0.739134964865304	0.711245972268791	0.659368930577907	0.525279471479367	0.565356448053328	0.399854265277386	0.506114862177153	0.576369029388964	0.601311889620106	0.629486300225283	0.591835723619461	0.457686411416003	0.604660360439344	0.832093291407862	0.753142810293166	0.674762373593872	0.50051830311097	0.703978641183059	0.406282982627435	0.918232812763696	0.61720435532561	0.775085543844912	0.575530993763261	0.586289639113072	0.737153237820187	0.539381523486589	0.593968555113445	0.474744652088494	0.702233913660046	0.59146389915978	0.489450005562644	0.501657401491878	0.357155291352646	0.638272304444059	0.571924962969525	0.71271132685621	0.484685095241789	0.768482765814176	0.775606606484469	0.312177192971063	0.530689309228219	0.609891287177167	0.708977743555796	0.805929566875134	0.786293473125213	0.804428996330642	0.806313973234304	0.826401000678897	0.949271167242042	0.858987007153665	0.732026338112597	0.523514245433158	0.381697430586196	0.0864778747847328	0.610104295712255	0.723609882591631	0.666702077468899	0.374423792264108	0.798333005592944	0.670610958079176	0.364015339950416	0.660701063125035	0.665068581194578	0.947094688327986	0.121829853297121	0.586067722987736	0.569837284242173	0.493868261017528	0.497991549917161	0.807402759047152	-0.063315186965706
PTGER4	0.681962603143659	0.698816213336345	0.704654609037415	0.690349660602452	0.79667827545444	0.795475542146032	0.747979222020289	0.656007090999231	0.600090073739093	0.520844371924339	0.644258824464592	0.537811458630977	0.778520354656766	0.833485417127425	0.75222918965765	0.771591932476388	0.361347991688212	0.788217204946773	0.664779982544709	0.516327959831272	0.733403920623989	0.818484766785331	0.738819160682586	0.803063773713554	0.70869383083711	0.835872718742097	0.694407696762712	0.738418502051758	0.730413211920997	0.760998884767231	0.748107360291097	0.376181322060742	0.698547684332878	0.403446364093864	0.814852658532433	0.605949343158524	0.674607626974385	0.821040011956375	0.112229698502714	0.763566184036325	0.743420268245399	1	0.680481605178327	0.779782244491007	0.40716711981007	0.756738378671854	0.647184472418129	0.746415575539966	0.713021972550038	0.584651801573158	0.711023700567748	0.700501277784334	0.719385661592211	0.82413635789969	0.764177639458925	0.847352082878871	0.834265280270313	0.724530072682883	0.703617994891951	0.687692577905719	0.542343506407267	0.666000446418174	0.482787125663164	0.566949076035004	0.659202265926919	0.400315734142645	0.804714275112662	0.754210309732383	0.798549860780802	0.654571978249032	0.488272358325962	0.657913842832087	0.802011534717066	0.821443404950684	0.765636130521047	0.452627768492688	0.628592228827365	0.685782783619823	0.610086788862654	0.69777372027157	0.743575482226412	0.696377013416117	0.718286846560131	0.825553815931094	0.343860326126706	0.495295940504626	0.582917188517748	0.582978744775873	0.473273630303144	0.709594789321617	0.572368033969617	0.725300503943016	0.639870346531784	0.657939101115353	0.646872912793571	0.517939644554868	0.397420463146435	0.534718584484037	0.537027772519414	0.766738262260729	0.620513635988816	0.600633266869194	0.590305466610489	0.735852631213427	0.861686362549367	0.809949612123279	0.725462460263372	0.562725186579542	0.779521561515189	0.544718518328878	0.712228034451313	0.537167007762782	0.74266083946915	0.586896380477636	0.690614779243915	0.810038583192394	0.549899098861575	0.664040259181224	0.509816101742085	0.699827760966717	0.644587751126704	0.417201343252636	0.433370617582611	0.468649199432564	0.661914574936478	0.663911768112365	0.805804802801562	0.630483432468826	0.680131477949503	0.667738280181456	0.227996809945171	0.589145319327991	0.643211968150635	0.702242308216317	0.831990030946184	0.686384196188433	0.697606940720021	0.751149214432738	0.808292464268887	0.780346776328702	0.817414266126827	0.764682107396408	0.524819648611867	0.50524792744998	0.0786144299232424	0.701196520005837	0.67731788601092	0.642863133402979	0.53648796151408	0.8242160490441	0.758668375619843	0.394925670647286	0.727134109532729	0.649215032975171	0.772273923223244	0.159458277308543	0.726667832847243	0.581477252917731	0.549953572412736	0.69477129168958	0.856614291432057	0.0289975238510693
TNFRSF1A	0.834380000864182	0.835730532283279	0.770652295882174	0.869015824419913	0.680943926062231	0.936419997661773	0.69462622061125	0.850072214250687	0.541286026329773	0.577298351909424	0.836924065758942	0.477133518747585	0.86957987714662	0.832294608481809	0.825458861912038	0.734961083995912	0.435940079825267	0.725669622695437	0.727320098901019	0.585349083079661	0.827642087330235	0.925040646460724	0.926628440111074	0.848097306616907	0.896990614756388	0.778994672765169	0.780208030523331	0.681444527015776	0.769381904998189	0.806315442162404	0.73087041902357	0.590167966426385	0.694387976289936	0.444526786968293	0.735513028539552	0.767995404520955	0.613855501226296	0.744497259610362	0.277493199696696	0.753725521682864	0.856828054159973	0.680481605178327	1	0.747488225829429	0.507750229835638	0.703282156709128	0.859456824128285	0.919493220151967	0.840963072154441	0.715644707390335	0.668393149093109	0.682964573963876	0.644759705383532	0.773446840106339	0.863944608979941	0.68943189775008	0.723206295242759	0.693009759038784	0.63720342779106	0.709014919066924	0.584249378962982	0.835594448049312	0.588806987241886	0.811631703117349	0.799214758599254	0.602808910968077	0.813891353112647	0.632105554288287	0.724818849936587	0.763678433833972	0.692945816603934	0.531535246562524	0.864858464601692	0.829472163429474	0.79995966209109	0.55922083484012	0.770315455557979	0.620455038101121	0.734244264658594	0.43280431389508	0.669929156482264	0.890351838934083	0.883530320710601	0.807374788660184	0.195796703025253	0.20918406125521	0.88642873877704	0.720618483169599	0.558419710421759	0.828828908770193	0.612438813108541	0.868966726505465	0.8010763741024	0.773762947102683	0.66937916175207	0.639530865401392	0.266191575395571	0.699513857737203	0.664619968825761	0.740355472408792	0.700623339859789	0.758871391027545	0.576943508406305	0.624661969053942	0.876180920782278	0.813203151291363	0.760536689909761	0.529540022764049	0.722196586030926	0.548152302684047	0.926739691967481	0.69142854092606	0.769162318785956	0.527663411988325	0.673357047802427	0.742325833387439	0.725837675038213	0.714902767188926	0.613272958922893	0.797277034421359	0.685819334691433	0.520848244138478	0.434949040658278	0.377205001096546	0.608650487353214	0.53078059175782	0.699178788329448	0.609491466491592	0.868659288579155	0.880272336929023	0.347444467768983	0.622303613210758	0.531853042874022	0.776179904730531	0.849284129364854	0.82306887952643	0.88886654801441	0.77784187484879	0.811844952775722	0.888736623101775	0.859561365457773	0.824393646739549	0.593610340666967	0.463017230491577	0.142718202662241	0.698670040141316	0.834937506068571	0.65780012703167	0.465966033651552	0.850845087438028	0.724532328182653	0.284317810447911	0.724758254094941	0.625673030061278	0.897342148196167	0.132845566064133	0.597454494772362	0.685207789117317	0.627576899250026	0.401003872282465	0.84417574927892	-0.0559496281268729
RHBDF2	0.816244637756907	0.856813471744214	0.859484348776894	0.82164424203137	0.933826848600224	0.822552843927441	0.790456440790395	0.671841013869583	0.880398902006369	0.385393124149081	0.591092770245635	0.595988710681609	0.889925484853795	0.796544624460896	0.809729410722723	0.789653349323077	0.216451249552078	0.814164416836983	0.836932579079883	0.324221714983168	0.624992479459018	0.875862860658027	0.739690463487345	0.854949664094047	0.789829622500438	0.935914541470591	0.644306726172093	0.826897210141673	0.800885690421199	0.695504182346585	0.654888354064998	0.266810230583436	0.811007488349386	0.751819469990168	0.918465419904037	0.676189749413129	0.593365523295511	0.872008210231486	-0.0661957875146591	0.697633254836087	0.669960690599581	0.779782244491007	0.747488225829429	1	0.227458676280178	0.880481691426104	0.618842520067264	0.765718036080758	0.741074353582561	0.483772937461069	0.906974279705791	0.881097188813954	0.882082081614455	0.912108023838599	0.843128334944633	0.883979048095849	0.837483487588458	0.764901547463637	0.813566491460966	0.89934837158792	0.722479933221122	0.851004192209824	0.254829927118679	0.498228733186088	0.747331846289406	0.239830272221185	0.795797883062272	0.805077536805882	0.739420842510705	0.804315977226438	0.356782117243294	0.638871971852527	0.791106722716156	0.907626303092548	0.888858166599729	0.52627722340481	0.784323178058815	0.71386269218157	0.711829136175655	0.782128375773841	0.776694375235449	0.808348333998427	0.776115695182898	0.831279867236553	0.365128550100268	0.402619193619263	0.6672845295711	0.788153079483022	0.289706284343868	0.70286565931659	0.447122610223014	0.727142971062353	0.704240832697801	0.52388674682772	0.739148249478026	0.573629509990711	0.292182402665561	0.460497693007923	0.403166536309291	0.843743746878755	0.660130524670401	0.611904506992866	0.439970333852194	0.788738624288445	0.843806294385452	0.766153469603018	0.859697417881346	0.7845596127458	0.891477385295045	0.43181313990691	0.709372849101193	0.750367975572246	0.77849481804514	0.62000303014864	0.770257027772244	0.847594622196842	0.491074494741158	0.719579396593554	0.422965074611544	0.602602123518835	0.673518352331068	0.589500028754482	0.272679646094137	0.681553270948061	0.775862938430963	0.773715887772128	0.839029137558731	0.884604730943836	0.744916016920716	0.762881097434311	0.0696994544072308	0.472445623176562	0.685116755687714	0.752960682781002	0.780821209193596	0.610404548835166	0.649659354351719	0.642447636296146	0.703455069344129	0.768856965184264	0.774374605352564	0.681543041816965	0.430726906480614	0.425730225545835	-0.0187358648365634	0.686869341195393	0.729221345795156	0.78134096801806	0.530939383247726	0.817893638006081	0.719085046574102	0.203605736862231	0.873166471238375	0.585470929627744	0.72553030492569	0.0972230148510048	0.691731257209102	0.585419807849221	0.476857961345706	0.609191807356284	0.880034394573238	-0.0678925020445129
GPNMB	0.410490584734524	0.265476358331133	0.288519518875054	0.329329604742783	0.158215729124525	0.610429651347647	0.631214367765375	0.715599248932332	-0.0219130741826698	0.298399861505053	0.79761413119375	-0.129680906840467	0.335481383351589	0.709234511449455	0.573551279509451	0.575730682200779	0.890054379456341	0.485662515714381	0.402204471589771	0.947205303111777	0.818111527216638	0.473608689890603	0.606310564499604	0.563193035825053	0.565771785818502	0.363587164352004	0.725977169223718	0.122007621202071	0.243207910150194	0.749971591500596	0.606784113926528	0.907568628110553	0.0220333914479262	-0.200204632009179	0.172148887628418	0.508987833965074	0.243876404008561	0.348686218744303	0.859916102588838	0.469511617633234	0.399324307136579	0.40716711981007	0.507750229835638	0.227458676280178	1	0.243892787052622	0.684817986434381	0.431148331719364	0.581861598956662	0.634648254925822	0.129006213926514	0.0435383891028899	0.148839126005498	0.331003073129617	0.307905919595144	0.166033018464144	0.446984727278101	0.478837669100008	0.215466364802	0.0834193736039671	0.33730038665905	0.283691115824105	0.866254955171032	0.726716723616076	0.535566184276546	0.819765483522068	0.522915077292972	0.0821052327920842	0.563770735611104	0.082557146444531	0.897661235939461	0.07084407992576	0.45059742570259	0.273958711013157	0.355474710711613	0.389044094259094	0.210684414839924	0.352446808890349	0.305467004132346	0.00280359286894458	0.3451230923182	0.516969496380324	0.433184205715896	0.507247912534965	-0.123107508736894	-0.182929197033056	0.613334573691127	0.183233756912768	0.893980780549811	0.613557662120884	0.837263971312422	0.728549261831426	0.245944060558182	0.877510077299443	0.261090631836833	0.343411941640432	-0.0548875230198775	0.766969917905975	0.737650400778086	0.424401537220971	0.619854194739614	0.685708216124601	0.74908731783437	0.163852322403157	0.514206802297581	0.651168811903315	0.379136183727319	-0.0878916161568426	0.13313817905254	0.873555531621464	0.454335041344545	0.0962275591037325	0.307151767275982	0.23711007342723	0.39221527383839	0.21860375857514	0.755966812654625	0.410396264568815	0.742938128903492	0.816872507616955	0.547367289609024	0.115418662092978	0.133743710257567	-0.196011109138275	-0.0190466746637053	0.0293413953452162	0.234995246445828	0.177388886650874	0.610873274376302	0.464109584568163	0.600011996635495	0.839390926555471	0.118009684437392	0.301151621885089	0.62559588886959	0.794400792852854	0.728822976902204	0.63872850625132	0.626198498270855	0.407051590453592	0.518363765660255	0.805206851017873	0.687543552401642	0.58252013842122	0.125239316999856	0.535073540459394	0.729597387692184	0.128629282639418	0.306944377551559	0.47513451090634	0.377043886512659	0.391137420962904	0.15643547893454	0.209096081366756	0.412125628681209	-0.0553869895721817	0.404893377988593	0.802657839314042	0.379614643445435	0.136944260005559	0.45319922927485	-0.0585327089483102
SORT1	0.749775537474001	0.711397248995306	0.78122761555453	0.735611797630521	0.845372525558973	0.731765185843873	0.78838898044113	0.619267810737806	0.790162495586656	0.45102465614439	0.561445490256511	0.420964267788134	0.823574571010727	0.754775521252046	0.770032665887523	0.67689754731861	0.22072778210549	0.810716607702544	0.779572814885326	0.35712048806785	0.640363435429582	0.823028971841993	0.678452120861526	0.779432519575567	0.730914117821402	0.902857639684958	0.734237081384956	0.879762132259054	0.671168778839275	0.684178860267975	0.624009470528493	0.295530529321842	0.660279299694331	0.687541298208853	0.817902751500515	0.664122629970526	0.531125715470236	0.842494068331724	-0.0473907942836624	0.779237093868912	0.617315214669351	0.756738378671854	0.703282156709128	0.880481691426104	0.243892787052622	1	0.607005561838115	0.728581596978626	0.652381240856395	0.478313748482436	0.842326612914714	0.830952869043355	0.788374677697435	0.915826004295998	0.775580204274299	0.865292390869474	0.845378240563169	0.755023436930212	0.751917115449115	0.768121599715649	0.761313251628805	0.773729027905004	0.301801293054584	0.550300085975296	0.647632804795185	0.294042014471872	0.725801917513298	0.73534927715981	0.802260715793236	0.636192036066958	0.333752958576242	0.543428759525166	0.782442897418033	0.829370807533202	0.827693303589788	0.532970413651031	0.752328443486709	0.669767144435416	0.678220497612465	0.765070097574198	0.905170222656066	0.790376378139884	0.686498343897808	0.783455170513441	0.369376063092458	0.220773913275294	0.648030087180415	0.757060867093016	0.34723780785989	0.699026740588028	0.457064417643588	0.711913974901224	0.646821369857431	0.533941537643332	0.716066475471385	0.516696743671677	0.190665707737065	0.517021564112892	0.426040340977101	0.911801748134468	0.602663904937503	0.601555538495302	0.465923275755494	0.707832919654937	0.801502053767888	0.764176512515169	0.816174303297039	0.621642917900737	0.817026829310219	0.486436223795512	0.627105655638493	0.723866404957667	0.6991501497346	0.618115286403427	0.724695784882718	0.744408885438731	0.520438644243188	0.81491663037029	0.508958032187771	0.644926321008103	0.724248482980241	0.484948491777539	0.112981180214033	0.517524811052195	0.704102622959632	0.670696789191369	0.802899407856855	0.828917456863844	0.718186150581104	0.7593456399482	0.0353052682099315	0.587432122958602	0.615165127753936	0.746284606406926	0.781716211499339	0.605592323504272	0.630826962899893	0.58705537909027	0.667695744945352	0.664739647546108	0.728282240499849	0.681115961631345	0.447197216815496	0.592689429332757	0.301323451000941	0.770652797537343	0.701040925257605	0.769859053975183	0.755193551861905	0.732210750230106	0.870913942747453	0.251273702967383	0.80738848830591	0.671185572387655	0.643087558403884	0.423358802564435	0.716870387368239	0.589532304631736	0.61601434159695	0.645657225656553	0.834645734229756	0.278755376885982
ENG	0.745280975542848	0.704426354225247	0.652420137770973	0.714537221215146	0.550105487124897	0.876502008951647	0.772747088382855	0.919436534252222	0.398164159001799	0.571359755933264	0.839062061345179	0.199979441651972	0.773751191240832	0.840904563366754	0.82771408442854	0.711065764400351	0.575211745670468	0.705600893223121	0.673439817807766	0.749787809435566	0.886644159274236	0.818608494520065	0.911796803465414	0.851807611427483	0.862513315230065	0.706964416812836	0.848631503782733	0.531815203864583	0.574709858280942	0.865998878520107	0.739863289648392	0.753133136203852	0.429905131847636	0.272047058405283	0.578459524975352	0.784241882608851	0.439635169468634	0.630713948595927	0.45593281881375	0.704112631791925	0.732398991200592	0.647184472418129	0.859456824128285	0.618842520067264	0.684817986434381	0.607005561838115	1	0.807318913376935	0.804663080952292	0.715529255563551	0.516253262165504	0.536455089014234	0.578995768257218	0.674188301752296	0.682964756637313	0.594267167803477	0.716089924221879	0.726705884694858	0.53966786781148	0.545011587795036	0.563526944770997	0.714448063574923	0.669876287176963	0.893254015790041	0.744824265911967	0.74212554918595	0.722028764307873	0.496959116017656	0.740205984383709	0.523282360934173	0.801719278261022	0.400087479321091	0.810922800713188	0.699624458172664	0.728037024320103	0.468587502571424	0.586039602638326	0.59649693390824	0.641059251311067	0.356035685284211	0.609500184418327	0.826787303601284	0.785704607265579	0.809873222875662	0.102592424510542	0.0219020698644802	0.87167434192146	0.601928145743702	0.627351363909085	0.887535095149285	0.795230080037611	0.872791361632586	0.553309359217026	0.854355111738772	0.623037156035726	0.520486716647001	0.0982217892066541	0.826089985812871	0.776126852731094	0.709956145098769	0.713430095648336	0.809559903858682	0.737048473643201	0.44255067053544	0.784287572599524	0.863237973300781	0.65612292545646	0.318014870977907	0.592254282813857	0.713797889888727	0.794640428781154	0.547101909461782	0.71116448775648	0.461396415433721	0.619722093703298	0.637311415950877	0.863917841871745	0.696995420416523	0.646523381477591	0.82251630031932	0.661043766765172	0.45682157199822	0.364659918496303	0.18885673048941	0.410103020291119	0.361478047133364	0.6224413101474	0.539795775176978	0.858383505731122	0.754365125067516	0.373130543473404	0.730045758269134	0.367118977656807	0.598804629114626	0.819860071469263	0.827073505832138	0.881358439711748	0.735450044970335	0.799968266689513	0.746985017622126	0.728234312206215	0.895606904255405	0.593814801084957	0.558646412272284	0.159416681544256	0.734026605067985	0.874237655134821	0.536128816426842	0.479222515977509	0.769264386649586	0.644658839944814	0.239868388944335	0.566282659509644	0.514426156754144	0.742163045693289	0.0732501778557055	0.555301985038978	0.74478404575714	0.649751740246151	0.323812046126861	0.77731310599368	-0.0364110657370936
C1QBP	0.871765804686784	0.863989504713487	0.834226431571137	0.896475158924878	0.676791073350671	0.920039322021866	0.703749058691065	0.814900569063988	0.557256334489673	0.539692488569789	0.781849902595639	0.488178757728401	0.846496673095693	0.83131773565201	0.850427591118648	0.678532649795689	0.304902832468883	0.672126340149828	0.710769031479125	0.491342110043718	0.781141244732022	0.91660259230766	0.902323289627211	0.819719575292602	0.851180651807853	0.788369931557774	0.707277260212734	0.676290799022436	0.74580365826793	0.73098764834019	0.654168213593055	0.493652909609467	0.702014793172872	0.512571052929244	0.715981218733394	0.810057129015887	0.60584630311637	0.731899937035529	0.136990356213234	0.745768463182069	0.886739323417413	0.746415575539966	0.919493220151967	0.765718036080758	0.431148331719364	0.728581596978626	0.807318913376935	1	0.865913746000948	0.631971007578889	0.710544307339409	0.712524782140665	0.669924889856559	0.780803544046284	0.876996262369289	0.762257886133853	0.738691855172462	0.642956817429977	0.593500142497053	0.723364001402902	0.61823654087651	0.87082562107283	0.498601938375365	0.75039711699028	0.7470519243819	0.480178275066643	0.778031301905849	0.620433083010258	0.730845454819961	0.767810829356274	0.580352775123071	0.463575279905198	0.895114029619575	0.845171670753729	0.843063155147091	0.598968638670714	0.770258938908407	0.623964013350469	0.779687200140093	0.45159346849996	0.656998469189421	0.844744551914266	0.841591666658231	0.802869672103219	0.140487162885444	0.193155699978466	0.86397259629646	0.77385229973376	0.471916449271632	0.85617472999074	0.587444036536496	0.813604844760145	0.771692851344114	0.719758966972614	0.630923940957598	0.574221038624926	0.271945633650096	0.604973479969235	0.563344649043893	0.753355753000553	0.658446310169317	0.693431644727694	0.545167044336162	0.615689986678159	0.877085758760157	0.872726742220944	0.735458772492593	0.517358709003818	0.729504822946585	0.45526002522598	0.946958269669191	0.773083669021397	0.82948229655317	0.549647900417383	0.700296229806866	0.765687407824256	0.606371040623626	0.7343283777807	0.499851112970874	0.757625886963691	0.674620312432739	0.561446406896144	0.412463018544252	0.373429978418787	0.654909606795773	0.521593443301322	0.758786468112482	0.59968802958453	0.834219684502752	0.898953974290447	0.203151221918863	0.587622433350056	0.535764988187025	0.7533536639156	0.876828745762097	0.82520054397278	0.887506704224075	0.718498828754195	0.827478400249774	0.921162628702799	0.848851709982754	0.788405509876448	0.498009311147645	0.488406996720166	0.127805364427001	0.740205718226916	0.813426131585558	0.731329432541981	0.412568815343014	0.836062135665869	0.748979948297795	0.26387201340428	0.689535117083359	0.667789122515481	0.938595947929994	0.168400643037774	0.562575631911256	0.671096067714064	0.642409852634478	0.416370922182721	0.908662539793197	-0.0131529418306111
CD9	0.930345971412961	0.864396041635621	0.857249240857923	0.907616464154642	0.679454871962043	0.916633603283695	0.798170519779167	0.845840983566132	0.580450136396666	0.321549639198582	0.885899754475548	0.506653309258185	0.811021958442826	0.894223612221634	0.920854402843917	0.735643492372758	0.406271131759719	0.650707056693473	0.740337727707082	0.564181481108162	0.810002905679817	0.873831554770673	0.890353085460682	0.807824758273566	0.831696980671821	0.754155503446952	0.742924682590126	0.586496292449319	0.780767596812815	0.758166490063908	0.701939070480338	0.548888365344141	0.666305466238227	0.423195046880582	0.689483925140769	0.833707064354951	0.456320902845779	0.723975075084518	0.222690236281955	0.750598966968145	0.807339328130797	0.713021972550038	0.840963072154441	0.741074353582561	0.581861598956662	0.652381240856395	0.804663080952292	0.865913746000948	1	0.568441416785759	0.681179348975206	0.63530234597833	0.680289315205014	0.756254333739421	0.760317248416233	0.634004126064396	0.755836000739476	0.753549236197362	0.529190589065503	0.753410220385718	0.547440888528507	0.80320248837153	0.472617342566056	0.730262159758351	0.736167831419027	0.444529159661199	0.729980322242489	0.601807921929208	0.649252086313895	0.730242925644294	0.658455201256068	0.48421946860908	0.853018102908847	0.792009086428985	0.799803986217005	0.706295465456129	0.641419732695503	0.594693638599582	0.724571706453581	0.426024261325272	0.598493942395713	0.804327167811181	0.818431671995364	0.781642427424846	0.107038984078858	0.217324273632504	0.857078220673869	0.744270194057693	0.503914076911238	0.858947380434123	0.719971486954004	0.844617742296819	0.707208764078025	0.755221071368515	0.648898978208436	0.431404674289342	0.195295011049609	0.645561307317268	0.629470699718794	0.754924375343456	0.847443631323489	0.653177534876861	0.650770319818309	0.604255115071264	0.843824559640643	0.892417972383513	0.725508230177654	0.541819622195991	0.721410704369835	0.556098848799153	0.891229822131026	0.671565195440997	0.803970192936583	0.679424609651243	0.67498497898378	0.700079474771775	0.660436764688326	0.653295153698448	0.518149075751416	0.753115205902623	0.618229729698218	0.570704215212127	0.438428187576595	0.341763334550031	0.534586760670711	0.496872597858227	0.705019604741229	0.651772132661962	0.85489980960451	0.819371044097422	0.195269682090888	0.628657219555807	0.533848320475069	0.700746297018699	0.864463834265592	0.819552415108347	0.928502935015737	0.756151694231467	0.840711135173367	0.87664271899147	0.787651717560501	0.844684276604776	0.475198538819033	0.539442691685353	0.0221744708871926	0.757465345054601	0.902705281332812	0.653334269250108	0.38397099577399	0.834045058803559	0.632407288617171	0.17814157533173	0.689826357270851	0.511814557135672	0.837944360204894	-0.0013327636664099	0.566317318285814	0.766435656041779	0.540869862329802	0.365615125322296	0.826273820755984	-0.127402719694281
