""	EGFR	PARD3	ERBB3	KLRC2	CANX	F2R	THY1	APLP2	CADM1	CXADR	PLXNB1	ITGB8	ITGB1	KCNJ10	SMAP1	LDLR	NRCAM	NECTIN1	NOTCH4	CD47	TFRC	TNFRSF21	NOTCH1	LRP6	PTPRA	ADCYAP1R1	CD99L2	TRPC3	ITGAV	GPC1	TRAF3	TSPAN5	CACNA1C	CRHR1	LIFR	LRP1	PLXNB2	PILRB	INSR	PTPRS	KLRK1	NECTIN2	KCND2	IGF2R	CELSR2	PRTG	ASGR1	ADCY9	MCAM	CD9	IGF1R	VLDLR	ERBB4	AMFR	LRP8	TNFRSF10B	TYRO3	SLC16A7	SEMA4C	TSPAN17	PLPP6	GPR37L1	ITGA6	CD81	TSPAN15	RIPK1	RXRA	EPHB2	KCNQ3	LRP5	CHRNA4	LRP4	NOTCH2	SIRPA	LPP	ERAP1	TRADD	LINGO1	RTN4R	SLC16A1	LAMP1	SCARB1	S1PR2	C1QBP	SORT1	TSPAN14	ABCA1	NRP2	HLA.DPA1	CLEC2D	SORL1	CD74	CXCR4
ITGAV	0.498649351045402	0.878785802521489	0.794106045761406	0.857940306705388	0.928719238909201	0.924834714027749	0.743037452595143	0.95950075687183	0.862582771602168	0.822542091058349	0.901257526977073	0.974506331331503	0.921200076332295	0.903066533197508	0.822133239174212	0.901441969102012	0.953527693606944	0.853077480162223	0.724448774622319	0.956152435052118	0.935527190686509	0.77829736369096	0.892630487081727	0.958469958915359	0.941640705448558	0.798776235331541	0.840485217546862	0.885131266023173	1	0.800011958505261	0.87656840713644	0.8911569452805	0.747584819612965	0.705974401995318	0.711097462603321	0.890703977709919	0.844605254111124	0.885310643155816	0.92078528513286	0.896733939674081	0.781961037960176	0.752947648861269	0.647047403174604	0.916287873533953	0.875193810183743	0.866939017158314	0.590156566710774	0.946899577493496	0.836342584001895	0.865389717640752	0.966456264864161	0.820193670446382	0.913820690375396	0.819321628297984	0.940807918243136	0.85203026637074	0.859940756095064	0.929846037199587	0.814633953325068	0.806705068645267	0.814450358225712	0.762924720577638	0.883846804411318	0.870717923036592	0.768533018041049	0.901132360340272	0.692781657368931	0.85234268076326	0.817121475545873	0.867202222423284	0.803470349782809	0.957205164838699	0.790283959999976	0.908351722272997	0.901870883883574	0.895557927672438	0.776383413988622	0.829045101573448	0.74592754397818	0.864246428983575	0.89481766218125	0.793483613878005	0.794132300253642	0.728226528618523	0.90310976928866	0.830331665444421	0.53911565912616	0.741488377163709	0.413823933950203	0.829611195269669	0.355712558669565	0.448550995066983	0.0676528457165146
GPC1	0.154247013717674	0.83829212199538	0.882618938679611	0.859986315476353	0.927582559418821	0.890555247161	0.974081395222168	0.878436220624811	0.892803117099317	0.946260334977781	0.928867426397637	0.836657891535845	0.887680240061547	0.937486432479941	0.965779053650779	0.925981301282985	0.892800302031034	0.930105116716993	0.72971666012852	0.853998972593003	0.816745445433524	0.954192263047939	0.962413267063265	0.905859844303544	0.915295531275037	0.717847366671025	0.886558574585201	0.778190569070763	0.800011958505261	1	0.889047998832684	0.927371972156523	0.810501345241117	0.896858289128234	0.394730933618195	0.956231484037024	0.885266107639815	0.817965552445582	0.891329303081694	0.74190415040085	0.624786301435432	0.760650307026126	0.518578796758319	0.88461449908661	0.914026554191663	0.804081022847177	0.340667585582478	0.853436970906764	0.854643837112262	0.79800862316634	0.861754431892518	0.89172771631618	0.908730230633408	0.894318137678052	0.883321468473123	0.917614163905525	0.917272752807801	0.747514493647438	0.927381311548982	0.917356572423139	0.854917820915914	0.951419691291433	0.852665704457225	0.963430684610176	0.917058613795649	0.653867367513209	0.500386743459787	0.919322454440493	0.486135215256088	0.848257320073843	0.939749617422758	0.840347638365378	0.585811116372395	0.834245801896278	0.721875573196607	0.818978575907511	0.928713132378645	0.834598371599482	0.952417083734973	0.910987476062456	0.922917228903271	0.953156595238939	0.909719306348709	0.975306658974063	0.691653182764391	0.811325731077779	0.170500027804836	0.415556653095574	0.261096816585696	0.593686099035811	0.0768699495597962	0.28076543578022	-0.0921232823259925
TRAF3	0.281042505075458	0.826001433763752	0.82554194443274	0.859697541305289	0.938663248577904	0.864605988289218	0.878674759311003	0.90891261633671	0.887174351845744	0.924731550816996	0.905312363013826	0.889716216190961	0.874185175988487	0.929757113048003	0.909759607263903	0.919699735047425	0.940055463520746	0.877909806440091	0.680506790977405	0.885023501235499	0.824643107940007	0.885436670933146	0.926485162835486	0.925672670435622	0.913975929108896	0.742215244646911	0.827121489660682	0.842737429320338	0.87656840713644	0.889047998832684	1	0.877577506038005	0.777209722114434	0.768371301940308	0.49506287819307	0.936079424972313	0.863885848223228	0.821705057840491	0.89211841274156	0.773374465608513	0.657959020487043	0.737782238401569	0.556398793409885	0.887255956263301	0.871907202247115	0.856953795971335	0.473000557166057	0.894957861247031	0.822226736385637	0.799844626003106	0.893545018408985	0.838364823811756	0.913298598560354	0.852210983144754	0.912275898011217	0.907859723486736	0.848348301505938	0.814544336669571	0.906554178697904	0.894619522643522	0.79672697618332	0.875976319358802	0.859538856968541	0.896063246204246	0.831634967100719	0.765320699374813	0.559561459188645	0.883067650361601	0.57352626399026	0.883362691459843	0.8807585979233	0.896346321848501	0.684651608300479	0.851714137898949	0.771110840468574	0.832424332935277	0.837532773631334	0.825659919682886	0.863630842493725	0.864030848331302	0.90478172773856	0.887358733761286	0.825076878250773	0.869725900663106	0.750834387850009	0.772035400212876	0.214186355794573	0.522441842744598	0.2668721923029	0.695096702492051	0.0979799165043267	0.278030169512835	-0.115980254822157
TSPAN5	0.388238560486108	0.881455357168658	0.867574763399811	0.894570886302531	0.945789793966075	0.930521739907742	0.886222117026233	0.919694135986615	0.906530264028665	0.919822200660346	0.926685111903257	0.918902931124467	0.92023722676427	0.938147661365947	0.932482021827946	0.927180003250243	0.933122044629173	0.917015493589564	0.731545641726601	0.925195230289024	0.901573944849997	0.897009912039692	0.937273530409235	0.935860373030167	0.95474160979513	0.809202185646114	0.879903217368968	0.830816461986491	0.8911569452805	0.927371972156523	0.877577506038005	1	0.80676923094968	0.870329031471468	0.614625307117498	0.942482080440022	0.891133005964596	0.877880948063997	0.930166092612706	0.843612796873618	0.712385434854927	0.772228172313798	0.630578246725526	0.907360601712593	0.92130650973332	0.839776841030158	0.473411236665485	0.885640812214469	0.865320307346987	0.861500079195294	0.935663834103508	0.884121694460132	0.930436303205675	0.879077993801688	0.924143742842329	0.890157378896473	0.920474367191333	0.855750876996564	0.896712651145248	0.87874918862903	0.860823162870893	0.876850073737226	0.879451094656673	0.96207772534771	0.881019426575135	0.774575568914647	0.637625146009929	0.898963204075364	0.663412092817582	0.839289442632942	0.898258108344015	0.914798645230445	0.705913550181062	0.889494661880008	0.830029464235116	0.878544065168174	0.870149333277743	0.880831972534134	0.863998534449617	0.913853930574776	0.931279294450877	0.88456578075226	0.865527274572439	0.883527909654377	0.783825764815619	0.838596308997556	0.36383839390631	0.564845607658443	0.31428431882172	0.680451132946021	0.209671589227202	0.337735998851988	-0.0372022251700534
CACNA1C	0.235349387777629	0.755901169587768	0.706129782634552	0.766991009539946	0.823758411810572	0.783199983715831	0.787117656606546	0.795118192975984	0.756592449765388	0.779371361817128	0.777294693049202	0.770333920400522	0.789285089358793	0.798674592900256	0.802707343252332	0.79466191958429	0.830010201239822	0.753339498476727	0.662094324786012	0.794058384569714	0.807591687688478	0.783809782220445	0.822893424736968	0.823464035121282	0.828679013179944	0.60375579139228	0.760446251055531	0.720293883127634	0.747584819612965	0.810501345241117	0.777209722114434	0.80676923094968	1	0.753914616452513	0.440897871927173	0.827820975256631	0.702773083476858	0.69730133951224	0.813633149173678	0.777959759032534	0.60961615034544	0.614660766432599	0.446181123267859	0.827945969958218	0.724731901758044	0.752969694696509	0.307169604461773	0.753962180249081	0.793102214316898	0.697664086020601	0.802094787690405	0.76136742110989	0.76904167352511	0.756974380679986	0.844364379006152	0.76628677709097	0.714200828812173	0.727626282684479	0.808189688411894	0.768271519616639	0.760093230825197	0.756707410237424	0.753979647406815	0.787426218918706	0.736665995053603	0.63855436814094	0.526791267815041	0.757415717961531	0.449259063309979	0.67305411843219	0.74804991256882	0.736320776126601	0.502758352934828	0.739232369476628	0.703391217705041	0.7656816881851	0.723231663305096	0.726114215427198	0.721402831083096	0.83608592893228	0.788477087915417	0.764234090390828	0.750299660293262	0.779257023741535	0.635301588249278	0.748541369534773	0.277700264527922	0.567278895738357	0.321569181744352	0.589695934390866	0.211056194883236	0.341190380629439	0.0876189635622538
CRHR1	0.112880894359856	0.812460077347297	0.873161986721151	0.740666444251566	0.857600254447867	0.843225708730352	0.862523535388513	0.796186955339597	0.867379622232623	0.869584502898178	0.860157412217827	0.742947179920688	0.846438557065013	0.867558305546886	0.860562175932553	0.856518001226576	0.804896594102635	0.873572470642297	0.589028045966988	0.788017588175442	0.760662209061777	0.888532593995522	0.871030929999793	0.820752966637867	0.83927098443986	0.668963463502421	0.841137949177516	0.696022991006744	0.705974401995318	0.896858289128234	0.768371301940308	0.870329031471468	0.753914616452513	1	0.3649589424189	0.857124242635758	0.792934189039862	0.787262811133581	0.835007291100082	0.685943931074382	0.574224829368711	0.648820434103558	0.413358833202649	0.837730396961506	0.815312484956042	0.763663481504294	0.220147440659496	0.746481270601656	0.850950249650368	0.813837106345052	0.789850016173296	0.88414417785323	0.841182194444761	0.785033164669075	0.797068908773066	0.828640092190417	0.833283286894145	0.67573878621784	0.821689028885031	0.852121146467815	0.820976142322504	0.844287880151058	0.81800120951705	0.887225287348621	0.89321432528013	0.643708440447898	0.537947862811243	0.834910247988993	0.443842555466068	0.697421357702575	0.847662276770761	0.751973944808837	0.477323634132217	0.792059248475679	0.674802971642262	0.823275316893469	0.84995574629745	0.710476233110375	0.857889072903425	0.807783225933607	0.865866222689988	0.876013109940458	0.78261236993609	0.849270379998317	0.659885400066719	0.773527434989385	0.211196767540971	0.4017760070849	0.287318079426103	0.521630016818607	0.125890665317602	0.314550647930056	0.00719211269110123
LIFR	0.85539387000072	0.601738850783362	0.409736221868196	0.679631325660628	0.545595329312896	0.573789378297506	0.284556290983775	0.597454673287459	0.488700036168505	0.437485756958043	0.508976570671467	0.712414829726653	0.551515856607883	0.52205920648182	0.45882152051105	0.535548308953427	0.621788154972062	0.475479834957558	0.420350849985891	0.687670801734654	0.694343117009815	0.321950223654959	0.494658889312194	0.588797891891647	0.601566909610338	0.738768501795741	0.494043826085444	0.591561807565925	0.711097462603321	0.394730933618195	0.49506287819307	0.614625307117498	0.440897871927173	0.3649589424189	1	0.507959673592961	0.514970745860325	0.614361490721813	0.61706457521507	0.700877250059637	0.673083999093682	0.485443547426495	0.687344905495856	0.522155530008797	0.538915316576602	0.557817193908484	0.607505521792112	0.621468632015345	0.475808161792942	0.611049902086398	0.71083335218098	0.47063069746706	0.553884479171286	0.383724811606265	0.598222585460237	0.421513443112997	0.546676536584192	0.67591378437114	0.412099345981699	0.427935264833341	0.520567706517956	0.316481209101987	0.550250956048523	0.534394622139585	0.352833403158708	0.685786868453954	0.701609496744643	0.478476895054734	0.755101145067979	0.480504816487367	0.43679542286207	0.711279443439122	0.702807796107424	0.597415795963152	0.752438281301315	0.583688807748736	0.281534889501904	0.634938650633145	0.340224468302117	0.501273448698455	0.503726106668664	0.323708273857076	0.383514259102732	0.298880989978539	0.662958180476055	0.547129160281499	0.698787443774263	0.682531679571794	0.315033008169008	0.546619879611337	0.509277879214263	0.358771832145329	0.122314761679714
LRP1	0.278203380258322	0.888100105957136	0.883834675589838	0.917023607187081	0.968839762822737	0.918728160074834	0.943816862737726	0.933275412592262	0.912673682254287	0.962581232814226	0.952240158851975	0.913549382875136	0.919537338572926	0.9574068438625	0.964032437550397	0.956522975999856	0.95639459133757	0.919720757764183	0.715944665599145	0.911843038150851	0.858950644823489	0.940271497063735	0.979802998074422	0.957473181218626	0.954087972779343	0.788555449039322	0.894472786360268	0.849287792448521	0.890703977709919	0.956231484037024	0.936079424972313	0.942482080440022	0.827820975256631	0.857124242635758	0.507959673592961	1	0.885923639642962	0.854866116614588	0.932304907442627	0.796588770551691	0.712202373251565	0.77188981651903	0.575427561675222	0.920547320505382	0.938626814185907	0.860826936323264	0.455984647430056	0.916295648928824	0.87481572172108	0.835057078657097	0.919921441857412	0.90129359004109	0.955029565970339	0.913047995155494	0.943095848177667	0.935412613821622	0.932573183992405	0.824271758847787	0.936165473020422	0.913654588091698	0.86184310107759	0.936798987748863	0.896544967227729	0.96286995539791	0.89222247525774	0.755097617889139	0.566807443242751	0.932722447787931	0.569064216531167	0.887454577867559	0.93344515928874	0.915339716771972	0.710956525818535	0.870748054115234	0.787903275247321	0.865874054589416	0.890151577178679	0.874854016943004	0.913160367511434	0.914630818738334	0.947374203483201	0.941922946841305	0.889417851096832	0.929592623357456	0.749471286552081	0.822118870198419	0.248723272312935	0.508195193369697	0.305243949112462	0.665225742619413	0.139389864075142	0.320357330132134	-0.0874568376142504
PLXNB2	0.308366343387965	0.798670555239077	0.822485939586666	0.81843018436755	0.893432864401218	0.908161870268106	0.853737464547867	0.876634970527108	0.867708494109313	0.884005661244284	0.913936618809368	0.858924896812356	0.869334058948127	0.910509440894089	0.902145259008435	0.880258526638794	0.875698976964576	0.938088320578021	0.760302876595577	0.873897120669707	0.831407436430819	0.855408346401943	0.907647367298233	0.89782706041445	0.894645905700906	0.737476163782856	0.855092585411482	0.785633095257671	0.844605254111124	0.885266107639815	0.863885848223228	0.891133005964596	0.702773083476858	0.792934189039862	0.514970745860325	0.885923639642962	1	0.868420453230485	0.891183316474656	0.730903041270889	0.63910433800133	0.794592743788482	0.523013026262255	0.852600726934644	0.90223134869967	0.79093585645424	0.472107994804872	0.889589028352853	0.825010538533316	0.820795621852449	0.87705160087723	0.818341259327973	0.908710652765351	0.80998238635583	0.872324480979801	0.89938860115804	0.902029265893097	0.766299956445568	0.856376141604536	0.858885751837212	0.764766538990979	0.847990363202947	0.854904738507836	0.937106795944741	0.82269061034937	0.722920449013661	0.615645704970529	0.880991411556901	0.655654968372721	0.892912548186572	0.869489045510709	0.879929465592872	0.659269156993181	0.861947586645942	0.808396584800535	0.837020612768667	0.895337436029264	0.837222336654569	0.85986262913019	0.844669288241068	0.896295727389183	0.871782554898079	0.860827377880518	0.872053023697764	0.791172871927713	0.832484081245014	0.362034199091725	0.509476946852554	0.359707437979333	0.68629997700027	0.204146604221571	0.389580956382824	-0.00477082442242644
PILRB	0.427911064563047	0.837320050983379	0.796440981248112	0.817354597710463	0.881572617078414	0.903812856524099	0.766848754242568	0.878639395024738	0.855041413181339	0.830876127616523	0.878132648363506	0.900034083600671	0.876966082357507	0.88122481067102	0.845166871871114	0.878324462137675	0.889075412216301	0.861648866438732	0.732520576003159	0.891041394904426	0.875301208419197	0.797987609251303	0.879760475028537	0.902110898539728	0.889585282383806	0.814175715691581	0.844410501696853	0.825927368880861	0.885310643155816	0.817965552445582	0.821705057840491	0.877880948063997	0.69730133951224	0.787262811133581	0.614361490721813	0.854866116614588	0.868420453230485	1	0.868095831305811	0.801542631027273	0.686597970055456	0.794993485958989	0.525836712378595	0.855248563436572	0.878927092695307	0.801948568805242	0.567925018702257	0.875837749054121	0.802015857106466	0.834759364344511	0.903539872124327	0.831508701387267	0.886805579986553	0.781499858137313	0.869819705138912	0.819222824255851	0.858385101723522	0.831913356231079	0.815454034523215	0.825772950324367	0.749829181630147	0.774749750537072	0.857473104143309	0.888554559107186	0.774364980964081	0.763718074081676	0.68100733132292	0.835379062993616	0.732651620226879	0.79994285566691	0.829842826647974	0.8847303082421	0.709099193459502	0.847324985680215	0.827345949460091	0.876659155651329	0.809312197284752	0.802053446144225	0.80162117994974	0.810037074926193	0.877513121610446	0.809044216368388	0.816376088934938	0.763004492819547	0.813584995697303	0.828057679269729	0.458199174354131	0.60998743874248	0.357198238439918	0.719978660314009	0.298104210661711	0.402464609166326	0.0393219562130267
INSR	0.363533187535804	0.912945263684051	0.874468641128481	0.85789639910105	0.96122089547477	0.934029117953233	0.839521834230566	0.951684609563804	0.928856257420524	0.895077682913512	0.939263754358398	0.935468053439909	0.938650625833171	0.955553173168038	0.898198149065695	0.943845581227577	0.950493763661969	0.9302768163192	0.703092377916158	0.947789429739564	0.901350457667104	0.883520502126127	0.937168143710412	0.964075431996168	0.953071463986376	0.783523098576304	0.879767170432778	0.864984416653532	0.92078528513286	0.891329303081694	0.89211841274156	0.930166092612706	0.813633149173678	0.835007291100082	0.61706457521507	0.932304907442627	0.891183316474656	0.868095831305811	1	0.831366979406547	0.730463142019113	0.729410110069784	0.569247317476336	0.94075292161177	0.899569159260634	0.901935972756286	0.461289461214605	0.924944490209439	0.89845027419381	0.913441645346123	0.958079860526908	0.910554913430375	0.947936117967446	0.825208912797694	0.953739292308116	0.904093339326261	0.886411352493828	0.855395293408534	0.875515368960228	0.853219818121161	0.85937315282196	0.859895442776381	0.936661761930075	0.938923730342757	0.872585827231108	0.849210717611594	0.645472871125525	0.907736546614719	0.689437257967437	0.879450805140372	0.871019561462019	0.926395360678981	0.742083946145112	0.920553156159119	0.893456846603511	0.940209196661062	0.844159195045984	0.794180475219295	0.836300777291335	0.882406986063026	0.945911277168839	0.896619596054798	0.819624876811578	0.843206036227095	0.84759588175958	0.873403242885455	0.415533213347431	0.665324080235083	0.432983784709352	0.760542594472935	0.296998900273491	0.451857029483507	0.0562772910050185
PTPRS	0.533445850825002	0.792898048128748	0.708708299654416	0.788513132507236	0.843716531650998	0.86216136164142	0.664392000384461	0.870417323908089	0.760260749863326	0.732769565248948	0.787273248782358	0.895231375471407	0.849889833041704	0.797653155970282	0.732312627382709	0.785896714781788	0.889003377682856	0.729677846823194	0.664819474086613	0.887956836733268	0.924767427707632	0.686632906267684	0.802403869884709	0.857018006340597	0.878391471425145	0.7556779397348	0.752116943506549	0.822466208431269	0.896733939674081	0.74190415040085	0.773374465608513	0.843612796873618	0.777959759032534	0.685943931074382	0.700877250059637	0.796588770551691	0.730903041270889	0.801542631027273	0.831366979406547	1	0.717692743868471	0.761994028414393	0.615385398985678	0.859644741562155	0.785178161526922	0.795063195414593	0.476430968660851	0.846025173784518	0.786257636632513	0.798104440348102	0.903759220585619	0.734215340748116	0.790597462862331	0.797612397234455	0.867293020624584	0.758728559366005	0.759850175205786	0.910647301356538	0.757930392038943	0.740888953910651	0.772769454886759	0.641479920775966	0.76663353719864	0.78170124449487	0.687683840843753	0.813190191938034	0.675978751962937	0.728804340980331	0.718522759372897	0.662679286926017	0.698738615739376	0.818643399186996	0.637008543572631	0.845013357798825	0.830992059668592	0.817836504150458	0.70167420859994	0.766881559171266	0.660662917891309	0.853410604716938	0.794063227116939	0.665059134554071	0.715191489433823	0.662873506106018	0.841757904804753	0.789480469805783	0.62353898769065	0.753906800665804	0.410714012724951	0.706186880892013	0.408323582068203	0.45760442738989	0.181418049511015
KLRK1	0.565278151349198	0.666779918431592	0.60373353336196	0.787199649840915	0.70778373789307	0.71783591274597	0.557052526849052	0.722170371569684	0.628785029122502	0.661705081029958	0.671503966859211	0.737801678469485	0.673120537087114	0.707747941010959	0.660200084565223	0.704703269426798	0.764651683227541	0.632183780617025	0.457942934791431	0.747943095230821	0.713881138682513	0.553493368531372	0.710082076719785	0.75362155633465	0.723381653319749	0.74080830842945	0.596562929890494	0.703585715381878	0.781961037960176	0.624786301435432	0.657959020487043	0.712385434854927	0.60961615034544	0.574224829368711	0.673083999093682	0.712202373251565	0.63910433800133	0.686597970055456	0.730463142019113	0.717692743868471	1	0.641452898791237	0.573603027741978	0.705359249050739	0.64846329397974	0.645046037122014	0.389059551535377	0.719225200511981	0.603732571837161	0.641772204058946	0.788911117333933	0.592913844419664	0.742663811005406	0.634672224765387	0.716725242626798	0.586327755668405	0.700369754199595	0.682922931124767	0.571931122927474	0.618501873596503	0.654599236084107	0.596829168888918	0.712331740397898	0.691237235400877	0.592692118065727	0.719489941510684	0.627132963346782	0.644814304120207	0.64159368885434	0.633094493864742	0.622305312471144	0.769205829129545	0.655686460765158	0.684610502089115	0.758902781462719	0.713201795335568	0.533370384504427	0.753310477045631	0.612181594446844	0.636493709284967	0.667302360912894	0.581843691106274	0.579257887516452	0.542598948808305	0.648725910257231	0.637133373494722	0.39096030571493	0.552699488509145	0.369671806643028	0.681602527370722	0.336013630511375	0.393167775263609	0.0913528925482248
NECTIN2	0.334180722232974	0.661349073851093	0.709932912673552	0.762156220455125	0.763816652666103	0.829182004715765	0.736221874793361	0.767286260851319	0.705413644796662	0.75315759753295	0.768532162299578	0.764461421125504	0.757258897461412	0.76787966566716	0.78428413181402	0.756444258503263	0.806802712396452	0.722474873293633	0.677901040454177	0.771619931191962	0.747970956865933	0.714330445713759	0.809057129665895	0.784345938568949	0.79693220570597	0.742070369792321	0.681374495744689	0.670070285063283	0.752947648861269	0.760650307026126	0.737782238401569	0.772228172313798	0.614660766432599	0.648820434103558	0.485443547426495	0.77188981651903	0.794592743788482	0.794993485958989	0.729410110069784	0.761994028414393	0.641452898791237	1	0.454441840085669	0.768718655866985	0.81356433878706	0.649335327172194	0.412884213816671	0.770057841338736	0.656725077578997	0.691106183274592	0.790042137626019	0.675722842574538	0.767185928042836	0.807675530079021	0.753643402367918	0.744320772969852	0.813168235252448	0.748724215215338	0.749859211316458	0.762892812660509	0.676426982792691	0.718437066698158	0.749575803833583	0.80078378024399	0.685668000973171	0.621568828009615	0.55168758243474	0.733196234461708	0.591874571156252	0.684773544104655	0.757040331771091	0.722212668405117	0.576333464208237	0.770379047207571	0.698771126216507	0.732059586046951	0.74382489930418	0.794627223039049	0.766104884530616	0.763856906783813	0.757381669167866	0.708628174209325	0.743899479710674	0.741797943224663	0.714719188597635	0.731955696754263	0.416604699130395	0.490021140426824	0.417037355992823	0.61745478689935	0.295744854214584	0.449586914189464	0.103865881505841
KCND2	0.631137859689293	0.566735506677737	0.396184908336783	0.698222229949012	0.548763133932433	0.567247553369556	0.439320705703563	0.58254702573821	0.453746465567911	0.49652506950084	0.53803288531928	0.666201771350666	0.504445607968753	0.543125799388394	0.563684166353813	0.521768754893111	0.608831738869394	0.551642831015173	0.448718795141927	0.586924693669192	0.583639564668528	0.396380674704842	0.533223531580453	0.574668293453801	0.602780339290936	0.600995064593633	0.526731803118358	0.652577625920961	0.647047403174604	0.518578796758319	0.556398793409885	0.630578246725526	0.446181123267859	0.413358833202649	0.687344905495856	0.575427561675222	0.523013026262255	0.525836712378595	0.569247317476336	0.615385398985678	0.573603027741978	0.454441840085669	1	0.515624597566315	0.52856517308525	0.509535666824157	0.474737184450847	0.575694042532663	0.400086807730076	0.490227047993898	0.644302814470756	0.413092992141601	0.536580129528498	0.480546631765704	0.543828161117337	0.46645015754034	0.550863938461	0.624735925658902	0.436490275917116	0.479139673875395	0.533407419508752	0.447071958927787	0.49325745826499	0.564994678697988	0.436227347101485	0.549574770501207	0.505094612868545	0.428315937122842	0.648444960128212	0.566570105234706	0.446028250573419	0.680107094172965	0.707666499330644	0.593615841578903	0.567819548479805	0.489540848572212	0.436403046533737	0.727963017518137	0.451834074111357	0.562333553365492	0.489262688505544	0.413328447425203	0.543553029075461	0.476300244043822	0.51542224242072	0.493112911876008	0.36781999482332	0.363533898646684	0.140449748212121	0.46747211558331	0.118909571406261	0.177031775360509	-0.141439995865132
IGF2R	0.23726016840507	0.926821342489795	0.915437635767903	0.815605703235856	0.96876269514016	0.948243382292039	0.849431497442997	0.975778777358683	0.942003262540791	0.881978986312643	0.948969142416741	0.930118857551792	0.962980808561997	0.953566669647324	0.885702926842474	0.936413020247798	0.952028366720659	0.901171165460005	0.692826476311314	0.94576409523626	0.905237285061471	0.903077478866411	0.940772322326291	0.965774640945135	0.963984045408928	0.704097503621096	0.880375185840593	0.849602502955454	0.916287873533953	0.88461449908661	0.887255956263301	0.907360601712593	0.827945969958218	0.837730396961506	0.522155530008797	0.920547320505382	0.852600726934644	0.855248563436572	0.94075292161177	0.859644741562155	0.705359249050739	0.768718655866985	0.515624597566315	1	0.88982291373528	0.895277983834978	0.392408706528635	0.911805097986652	0.907928630811923	0.910240720909779	0.945167091160067	0.917932933098839	0.929277094884016	0.889948347986695	0.951094901402707	0.898890071330779	0.881020644253468	0.896354464745011	0.883333089816293	0.870078308882546	0.891332247981392	0.8539555499354	0.94791210986545	0.906032355707299	0.910555825738697	0.847038777050879	0.60142260604329	0.884315581858096	0.648325496768127	0.837260535717572	0.864542373239654	0.895931213879742	0.664566404644773	0.92773069740736	0.830348670891032	0.933026356916841	0.874107626979407	0.778661122238843	0.818299269267961	0.888933404398471	0.955963002016782	0.894740078444398	0.818121887210397	0.831442426631185	0.855684560235189	0.839583245090159	0.394588340637846	0.649330278389936	0.409487872678665	0.751810332030926	0.254238656231211	0.435948922395598	0.0636673022648189
CELSR2	0.28340069558425	0.865552600945154	0.884905307936493	0.855573034999091	0.937415399350394	0.921287467452376	0.890245992933894	0.916856939185884	0.904189978726388	0.91602253987766	0.941638506357909	0.905854620831142	0.917801880262735	0.928163826806424	0.921187359603304	0.928802300947773	0.912361252897091	0.902716368251872	0.782981859433738	0.915358765138465	0.863555360311365	0.905487552696534	0.937713214638824	0.920775933354143	0.937360174994552	0.785971042134942	0.895635758684152	0.82079786961383	0.875193810183743	0.914026554191663	0.871907202247115	0.92130650973332	0.724731901758044	0.815312484956042	0.538915316576602	0.938626814185907	0.90223134869967	0.878927092695307	0.899569159260634	0.785178161526922	0.64846329397974	0.81356433878706	0.52856517308525	0.88982291373528	1	0.815548050724073	0.501493985783214	0.904049484489174	0.8585091763877	0.862932830805098	0.894030189939834	0.87802147688522	0.940104009066423	0.876040579196116	0.902583101504288	0.92097559614808	0.953298351787987	0.829119903842064	0.902433765019421	0.875169327205124	0.844359845375353	0.88145148006229	0.880851840140964	0.947650767749836	0.863055717961969	0.748653973244143	0.563532804091366	0.9198420719793	0.618583908257638	0.856349594016582	0.913098446459188	0.890298115409124	0.705569107573601	0.866212763494264	0.797989840665348	0.842838726394925	0.891293238824601	0.817353129282889	0.879710200650463	0.891422782252649	0.936951188581583	0.906962847957247	0.851731806113763	0.887915782540174	0.795385013333324	0.828097796220171	0.36797233588216	0.556407328474546	0.343572493604873	0.629936624055159	0.225316249982919	0.368379135594194	-0.0252259345221581
PRTG	0.307339590036759	0.899569982904522	0.803035660536328	0.777677271930015	0.899141729488913	0.860512679724821	0.758262938673926	0.896620527298311	0.857621537671802	0.79500515048235	0.854174127439037	0.879102514952171	0.859582279677835	0.89504460087709	0.816333194725362	0.848079687883006	0.903894032818534	0.834640187512531	0.641792033512497	0.891955118643939	0.842510936702065	0.813079011504357	0.853655210462354	0.885231283804093	0.893786071282118	0.656971819151354	0.836650775067795	0.839730431779833	0.866939017158314	0.804081022847177	0.856953795971335	0.839776841030158	0.752969694696509	0.763663481504294	0.557817193908484	0.860826936323264	0.79093585645424	0.801948568805242	0.901935972756286	0.795063195414593	0.645046037122014	0.649335327172194	0.509535666824157	0.895277983834978	0.815548050724073	1	0.40007692962626	0.853939776117003	0.876931657461957	0.848204154626511	0.883876342018469	0.848970036713908	0.873725915482077	0.755140470153007	0.889696168096535	0.851295829094284	0.804139237317297	0.815405283995347	0.820132720968923	0.752405846670289	0.830796660409459	0.775242212126426	0.860817135514624	0.830949751558946	0.828959271732947	0.783796912890813	0.631130346718935	0.832116313030072	0.642448937164775	0.818091518394752	0.768581762900738	0.86403306810557	0.710403303240995	0.878476769332598	0.833555163842696	0.864075302511071	0.777421201760461	0.700620361510994	0.705294193380752	0.815933085113279	0.868798738555189	0.810231149716139	0.771051567979758	0.755281060087503	0.7983672645419	0.78519105545959	0.392307904126544	0.652375517281005	0.402408779642279	0.653929091362448	0.25200791622018	0.411408219035143	0.0548717004244587
