""	THY1	LRP6	EGFR	CD47	SDC3	C1QBP	KLRC2	GPR37L1	ITGB8	CAV1	ITGB1	LRP1	ITGAV	NRCAM	LPP	FZD3	CD9	CANX	NOTCH1	CADM1	ABCA1	TNFRSF21	TYRO3	ACKR3	CD46	KCND2	SORT1	INSR	APLP2	TSPAN12	KCNJ10	CELSR2	ANTXR1	VANGL2	IGF1R	SMAP1	FGFR1	MCAM	MRC2	RYK	LINGO1	CHL1	TNFRSF12A	CD99L2	TSPAN5	NOTCH2	CD81	SLC16A1	TNFRSF1A	MCFD2	TFRC	RACK1	PTPRA	RXRA	TSPAN14	CD63	TMIGD3	HLA.DPB1	SORL1	CD74
ITGB1	0.715054124718003	0.628265488457709	0.183227558314341	0.808498194032861	0.82108309841206	0.868811627257139	0.562130556163467	0.128803998866818	0.837452898254628	0.891379533124623	1	0.851056145291476	0.803139518710526	0.646666595124992	0.922525657393402	0.868053459616008	0.855259973375559	0.942388917331675	0.852504642316791	0.641298516060242	0.741105214058233	0.266148502420042	0.876971989407269	0.793275171801548	0.862667142485173	0.859257816314107	0.855932078431561	0.613692843671427	0.942458230909332	0.847303792348902	0.38788839529191	0.826519237616792	0.662244768999326	0.814920735808538	0.889858013859705	0.843297558673674	0.803168249097751	0.685405662003269	0.787001349946101	0.85667897396674	0.704067405386339	0.660672676624822	0.7606519398441	0.826756586628784	0.784178902048042	0.717085246999645	0.824424373864087	0.860505190369656	0.870058223565603	0.89690120972122	0.719784376259566	0.885709743621393	0.867613760296099	0.771223496031917	0.789371583333146	0.95145519508659	0.394237332110285	0.573039828340938	0.472016170572986	0.493950397863826
LRP1	0.758193130003617	0.758361483560669	0.282580494376606	0.771587746612618	0.811134388386947	0.753962963113434	0.464852518036707	0.38453469756812	0.850565636901365	0.797809792040195	0.851056145291476	1	0.922715877682496	0.863300631250904	0.923512474600935	0.771792606557625	0.803132091403552	0.921767457687674	0.84369216701806	0.706776540303862	0.739672701257173	0.442079629571246	0.877605678858283	0.809484097266349	0.865457175701402	0.77919967641896	0.879394122331257	0.699890240958952	0.911143004075863	0.828529571051114	0.594676722922393	0.834538984717137	0.735093359951669	0.683765606537414	0.838304240869439	0.772855999698679	0.758565950209281	0.645713889256904	0.803244517671003	0.743703660436494	0.720067032948491	0.684553671524613	0.608323092697182	0.858158611587567	0.676159422361392	0.827780185586603	0.910362891488894	0.867207820058475	0.826461483010641	0.856142746594153	0.660987988367521	0.818664998946613	0.877825983184042	0.777930280984895	0.759195324145248	0.851930447326425	0.396382205682897	0.567638023740177	0.49030509849265	0.477840115705928
ITGAV	0.607234741359607	0.634622501264795	0.23079438132205	0.717193204183365	0.772407209920281	0.650776438633584	0.347798785976045	0.408491238444543	0.870695656367598	0.762009987461375	0.803139518710526	0.922715877682496	1	0.852313522536048	0.895288611323561	0.746507545681656	0.820418147107818	0.893944105066813	0.808996824164289	0.588226275087266	0.846015295835453	0.32477706739727	0.87428983429935	0.862576705701834	0.83396262371909	0.663904063122061	0.836981410277003	0.624926297915064	0.904852416878389	0.768873059142331	0.48637393177882	0.805759701182788	0.68794689656543	0.649026109640245	0.855401364592879	0.69514110120767	0.754980719742965	0.501006816945819	0.900081489827346	0.649410691349803	0.562783263134927	0.799871593694971	0.528029132899704	0.86643233085781	0.623028869171918	0.910702619721296	0.928007967800159	0.847265862849785	0.88202845114145	0.834604806219978	0.654529007397866	0.718831890685079	0.887997569013891	0.816910934791744	0.745437341105212	0.842919374768954	0.435749183854555	0.579122339485409	0.557044286881362	0.529653409193571
NRCAM	0.712741041038617	0.751214212602136	0.451449971192099	0.629029970246448	0.726844871411634	0.628739609604069	0.411525664451183	0.529953304423559	0.766965209213238	0.635288707305283	0.646666595124992	0.863300631250904	0.852313522536048	1	0.787036015692549	0.703959145377708	0.68205640435551	0.777705517369705	0.799500384526936	0.741823362146302	0.621421494388227	0.501176577953826	0.749923491797213	0.765839208070145	0.746326913677863	0.680716797230518	0.753459540107609	0.62287209302487	0.752079902136875	0.757110646134453	0.622044676199937	0.735664419743015	0.700481470027552	0.545534433356866	0.679748808265179	0.711897444660836	0.726113615167606	0.522165072290785	0.679135069563355	0.619627594870867	0.680635324577643	0.674942762889743	0.449613915830554	0.775820494627031	0.583049598021172	0.825527774521433	0.76666236907908	0.77818230377481	0.680261076710003	0.71555059190611	0.410709694760039	0.634209270792416	0.80061689735658	0.674612429284402	0.548030276877037	0.681466146657097	0.142235545692432	0.299279510390813	0.281280679579188	0.213545361882111
LPP	0.765975712225117	0.661979851456125	0.183565896972741	0.850622958546229	0.881325198860769	0.854131509502684	0.503034509629227	0.286423373824763	0.924177933623456	0.909076204382819	0.922525657393402	0.923512474600935	0.895288611323561	0.787036015692549	1	0.852305650856389	0.908936039288295	0.964728451824801	0.891516672898096	0.651359902505837	0.777790501711662	0.351483003691343	0.949168475678618	0.901880854511571	0.905054886787848	0.836049930449621	0.9120233884491	0.674982303787808	0.940630477142559	0.851303912149885	0.51020213107806	0.856357634571721	0.764410117178029	0.798328716829946	0.888085983234751	0.838755188050001	0.89562795267892	0.74694185395153	0.809188814936375	0.812064477628841	0.67913352056872	0.694883538852342	0.793289696427561	0.869831984431256	0.771391799495914	0.794931842197788	0.90326156150902	0.873669162991586	0.916090035509064	0.924229230781047	0.691322374151554	0.879423288507274	0.89458685108606	0.755091745450656	0.79476992471358	0.95806146368246	0.358577214774827	0.561671702165763	0.477532757480733	0.456742808110924
FZD3	0.710533203774086	0.65782455483659	0.290185259107172	0.770680099951075	0.842646741901174	0.823683345136117	0.624345157102395	0.223371599067811	0.858623477106572	0.858477517442252	0.868053459616008	0.771792606557625	0.746507545681656	0.703959145377708	0.852305650856389	1	0.873344752381067	0.891523087035704	0.836416926947014	0.680242218793598	0.637642388090933	0.246973208160826	0.807504438239273	0.825850320343519	0.786630447529795	0.842006022698353	0.809757206161152	0.626963340697422	0.868231654989323	0.83675237081719	0.437325241596511	0.848063750780838	0.69441377584513	0.746666915223481	0.848100422400697	0.795935432331481	0.763335029032637	0.578363601577815	0.715884942346976	0.891906681797687	0.736844169015469	0.645615579983833	0.683288455552022	0.828029952122445	0.724970403638767	0.709357372938835	0.6974012737676	0.813958430412373	0.782335415621045	0.841542367049757	0.487630185776834	0.795581080924071	0.816205820684925	0.766698760482074	0.555382943402066	0.862776518671473	0.11948569951717	0.309778432869918	0.254531325437761	0.224033225382163
CD9	0.717421134118344	0.541881398982182	0.0219717452528579	0.891501900383456	0.858211584149744	0.833951592029937	0.560742492450597	0.246553965346387	0.933071688846669	0.950766159644115	0.855259973375559	0.803132091403552	0.820418147107818	0.68205640435551	0.908936039288295	0.873344752381067	1	0.928995243947506	0.832702400430912	0.625956015938168	0.731019446466601	0.350175386568281	0.89834328794892	0.889728346005817	0.812792314837405	0.827897658266046	0.872057294371449	0.652291870918628	0.895496485656495	0.791413779897686	0.50065039168434	0.790156281769489	0.810752905816178	0.760662475698123	0.849427653927673	0.813082050940416	0.854803568863215	0.66021736128078	0.755744583754773	0.817721257683876	0.569580628832718	0.616848402373327	0.81012043740558	0.777103097628945	0.740559719844223	0.707402433526409	0.789507697416094	0.784749965672889	0.902833607529434	0.918746076185488	0.559552815992432	0.863663318227254	0.800095938572029	0.706551941878163	0.620601903829001	0.949623074482022	0.205568883401345	0.421470748470827	0.316567102435741	0.310229103817541
CANX	0.747106434654661	0.680233866339125	0.214679050873371	0.84856070173537	0.901059586387619	0.842210904472458	0.537522434850859	0.303665721411705	0.94222100688371	0.915440452141587	0.942388917331675	0.921767457687674	0.893944105066813	0.777705517369705	0.964728451824801	0.891523087035704	0.928995243947506	1	0.875921509809963	0.710669767761535	0.783315476755726	0.34671084709156	0.931584411496121	0.895748378735908	0.905374975139676	0.862684282064778	0.927373919474146	0.692977558407609	0.96716804695601	0.868822364942446	0.50659642088645	0.883024094524454	0.75813878849033	0.809388026471973	0.932838706644844	0.837951624170366	0.850959776065804	0.676156672277075	0.837913322327424	0.866124893941652	0.687173319577275	0.72421526757166	0.7463084128682	0.897505151452246	0.78202156765803	0.810070227054964	0.886211942066013	0.896021632334833	0.900068398231115	0.927621921060401	0.675083408365409	0.876958943325739	0.909565553088266	0.831312908775841	0.735895752382284	0.9557160735503	0.320300977395086	0.516460112535932	0.439707084199463	0.420536886997524
NOTCH1	0.832264422097589	0.748475663169588	0.277013617341637	0.857261153616441	0.800334943523418	0.886487109536623	0.604079514378244	0.299476630630859	0.833882719443504	0.855433705095225	0.852504642316791	0.84369216701806	0.808996824164289	0.799500384526936	0.891516672898096	0.836416926947014	0.832702400430912	0.875921509809963	1	0.759883392664825	0.652586221482294	0.530944594219055	0.843023803097389	0.825795597868668	0.826703289724821	0.839617720347366	0.844295518863198	0.615597608951383	0.854310979897369	0.861687471032701	0.552199642813731	0.732399876193086	0.811963903651394	0.740710398656503	0.754460669205076	0.898433104076227	0.851261849257559	0.756215030997366	0.714640794428932	0.784599086521514	0.766190289161498	0.597079782745148	0.725480197477849	0.743949692349382	0.73760337249369	0.730501314437638	0.773409630352582	0.819190541885542	0.775626335206131	0.848644787434775	0.544182517867343	0.879727890837246	0.821843221448804	0.623350824359879	0.687058445463295	0.86293750348753	0.200615525949098	0.417102570710429	0.288964156376341	0.291760775856901
CADM1	0.763036672294375	0.788886034708361	0.386828551169417	0.678501010131822	0.687833872529085	0.675315256394448	0.607852435875213	0.474741105578466	0.681459460314411	0.615880729078287	0.641298516060242	0.706776540303862	0.588226275087266	0.741823362146302	0.651359902505837	0.680242218793598	0.625956015938168	0.710669767761535	0.759883392664825	1	0.439060310480431	0.689116752499546	0.644038956653157	0.586300964253081	0.647496521587559	0.708998185281396	0.726754493258289	0.65089865398642	0.667920253053573	0.742075818919932	0.636184536139348	0.650829263186329	0.724511448586283	0.667128471667346	0.594200571758753	0.796411011434617	0.600312493737695	0.583964319622829	0.502255780493102	0.70935123577571	0.658199237088071	0.472170785044128	0.465272977556274	0.606649829226773	0.696287224995428	0.586159875558181	0.581163539133284	0.629716206374012	0.481753700744605	0.699921261824955	0.325002330442195	0.682752542826149	0.64448833057335	0.488763986874299	0.416125358889403	0.599407400719359	-0.00942033052284341	0.165674390723487	0.0717471999262734	0.0453424489067316
ABCA1	0.300131333125126	0.318984750443193	0.168266128669151	0.531539890893317	0.755488785029926	0.469091912381145	0.162100254441146	0.375147656564676	0.757434984442363	0.647038803578034	0.741105214058233	0.739672701257173	0.846015295835453	0.621421494388227	0.777790501711662	0.637642388090933	0.731019446466601	0.783315476755726	0.652586221482294	0.439060310480431	1	0.080356587296672	0.748928165920254	0.687361054665252	0.797547464181933	0.454709003900425	0.74271657049604	0.576482083340782	0.7725510943372	0.571908072135848	0.357567947420176	0.749979116060325	0.552850105433093	0.697068011658458	0.799017434703405	0.537944280596911	0.680937359768365	0.328438876158326	0.827297345371887	0.599666960317283	0.265039726597369	0.80778828153726	0.408000914081049	0.770384046278522	0.608234709765827	0.823529470130491	0.886160084744375	0.658664503062785	0.875001235098799	0.74941163313382	0.774687765456798	0.542621331915743	0.745738383578531	0.74635875215381	0.828326699548532	0.757011699308497	0.574868577912	0.670097596861062	0.733743280946051	0.665659725630898
TNFRSF21	0.697660347087425	0.629514282359994	0.0702667608879114	0.560192440647296	0.267299860834164	0.499410206678023	0.40916894767854	0.247228372991341	0.340332933604401	0.38632381910432	0.266148502420042	0.442079629571246	0.32477706739727	0.501176577953826	0.351483003691343	0.246973208160826	0.350175386568281	0.34671084709156	0.530944594219055	0.689116752499546	0.080356587296672	1	0.360237765078518	0.294269288454822	0.255592415543898	0.450088440956392	0.428870701857163	0.356628152939805	0.333920623454097	0.506834931482456	0.528888588701407	0.193849868619356	0.630737659434313	0.232173815301782	0.119418378835124	0.570749345646255	0.357957815027802	0.515244035641763	0.219047630228019	0.252114810196442	0.429718198010935	0.0230223825644108	0.333210888988092	0.172794810238338	0.342543462991555	0.270132934894411	0.271890603424184	0.340577769215578	0.152177893989229	0.386112252638919	0.0501597588142772	0.528463664424771	0.329675851325571	0.0535678587876906	0.15412132721048	0.295124408382937	-0.127443987077357	0.0210414858894906	-0.157015523604496	-0.121652430740759
TYRO3	0.718386455048947	0.647774758801972	0.195623209663274	0.861378666993292	0.85740100044935	0.800471245785968	0.545518486413247	0.3122364176573	0.927942400627349	0.87835582170318	0.876971989407269	0.877605678858283	0.87428983429935	0.749923491797213	0.949168475678618	0.807504438239273	0.89834328794892	0.931584411496121	0.843023803097389	0.644038956653157	0.748928165920254	0.360237765078518	1	0.891374734320997	0.875796361218652	0.767285485645998	0.896868493273024	0.725250247736126	0.891030986600106	0.791411775786205	0.584611602670012	0.864134956266641	0.781424487033264	0.797598553129115	0.872728775421247	0.794785243144595	0.857238406551372	0.75431089023282	0.764127601048484	0.759968135339754	0.633674549919265	0.6783426415545	0.779373096721065	0.851252780406646	0.802959023769741	0.725012133154796	0.857786707892436	0.819355158631942	0.871625962270832	0.925311144121253	0.593211862229066	0.829421101530363	0.888400473375469	0.687785522867516	0.735076041188099	0.919005463233118	0.264355899311854	0.465076394315398	0.392712396344885	0.368447667105716
ACKR3	0.692423118298735	0.599678485175158	0.223619520904261	0.837077634578013	0.841541000195104	0.766391453214176	0.483287749519352	0.370901604384048	0.934064194027903	0.856411189230358	0.793275171801548	0.809484097266349	0.862576705701834	0.765839208070145	0.901880854511571	0.825850320343519	0.889728346005817	0.895748378735908	0.825795597868668	0.586300964253081	0.687361054665252	0.294269288454822	0.891374734320997	1	0.814501465497308	0.759021276187842	0.846834577170781	0.634894752751857	0.856398425817678	0.795900970689497	0.539837656434583	0.790385905194298	0.770631961590167	0.737607746253116	0.8511468607434	0.740827639049052	0.840043319460828	0.67415653121457	0.739982509581683	0.737297625631879	0.613343269782312	0.727058092110909	0.727350761397519	0.828441852068006	0.700607423119606	0.746423563021877	0.818341102162062	0.807494312117053	0.836517278415741	0.848778705953316	0.502414315341392	0.775731788643986	0.84421924676929	0.705570391585658	0.60231626524381	0.875564960749132	0.180590787418406	0.383629736050377	0.314882867403172	0.279918266506743
CD46	0.617673138732856	0.608618069614647	0.36792759974346	0.734758323721916	0.870528425964935	0.713244910488881	0.432592620797984	0.30177168334827	0.870407213947939	0.805610201486211	0.862667142485173	0.865457175701402	0.83396262371909	0.746326913677863	0.905054886787848	0.786630447529795	0.812792314837405	0.905374975139676	0.826703289724821	0.647496521587559	0.797547464181933	0.255592415543898	0.875796361218652	0.814501465497308	1	0.736546759523852	0.878813356321352	0.783672593436675	0.841985556864877	0.735010145944132	0.535035749935624	0.858469635369084	0.718367801469883	0.813834145383507	0.861535039420046	0.74957371384465	0.797288493787209	0.662953442856778	0.725396888287802	0.780054822299679	0.604155227016986	0.715881539672298	0.668024708375245	0.86768674001727	0.817144480131588	0.748252824878836	0.860357971381608	0.765011579751925	0.859314871718256	0.845795868663335	0.690240261259921	0.750650876845414	0.846621326562783	0.727543198617532	0.79614056353513	0.858173415996015	0.369718300980025	0.539724974469361	0.521007420155862	0.453603269518719
KCND2	0.879185946853182	0.71093607083394	0.114588480675955	0.841515933142167	0.75855341679425	0.919705583647087	0.643023263410778	0.10222410856932	0.773166641517767	0.884927252445462	0.859257816314107	0.77919967641896	0.663904063122061	0.680716797230518	0.836049930449621	0.842006022698353	0.827897658266046	0.862684282064778	0.839617720347366	0.708998185281396	0.454709003900425	0.450088440956392	0.767285485645998	0.759021276187842	0.736546759523852	1	0.788226998076972	0.601577489597877	0.838151636470296	0.837047097295209	0.452472744041325	0.708423547432908	0.725894718730432	0.681361920346558	0.732213254498462	0.873510173026613	0.785336316336736	0.742589095103095	0.581679527659563	0.839067664521936	0.786479154607052	0.419777886412916	0.824664910670579	0.689426596993182	0.694229301952257	0.584786947354038	0.627842549887216	0.782064060414201	0.709064193424332	0.794787336753325	0.467709423882637	0.903593346187643	0.72879832551904	0.635047568816208	0.531724938595661	0.869782913865972	0.082286533407291	0.29759721583166	0.135726557127432	0.163698291520561
SORT1	0.716018455250292	0.650262398178978	0.208952077963039	0.81083254391999	0.865831126805655	0.778518855754378	0.453330484578773	0.341649878465636	0.909838941495502	0.850450795345251	0.855932078431561	0.879394122331257	0.836981410277003	0.753459540107609	0.9120233884491	0.809757206161152	0.872057294371449	0.927373919474146	0.844295518863198	0.726754493258289	0.74271657049604	0.428870701857163	0.896868493273024	0.846834577170781	0.878813356321352	0.788226998076972	1	0.737659634417806	0.875884993663147	0.791925383057725	0.604536604487118	0.834746670481742	0.789566639865162	0.753795535747361	0.84840439840859	0.78965329858253	0.813960613071213	0.67989439779831	0.734576821978682	0.831905613888766	0.638293728597555	0.636528443653996	0.713050396636092	0.842974957230555	0.78658739500033	0.766267643753249	0.872302975076444	0.80780354764246	0.83585839065471	0.874550700456728	0.653136575254944	0.824937230858029	0.854414828475494	0.717941819203333	0.740293036524191	0.883115139555399	0.354002925732012	0.551952797120896	0.462035203804082	0.430265483318305
