""	SDC3	LRP4	GPR37L1	EGFR	GPR37	CD9	LRP6	LRP1	CHL1	AR	EDNRB	C1QBP	F3	MRC2	TNFRSF21	FZD3	ITGB8	ADGRV1	NRCAM	TNFRSF19	MET	INSR	CADM1	TNFRSF1A	SDC2	THY1	TNFRSF12A	RAMP1	CAV1	CANX	NGFR	ITGA3	HRH1	ERBB2	CD44	NOTCH1	SORT1	TYRO3	CD46	CD82	LPP	CNR1	DDR1	TSPAN12	IGF1R	CELSR2	FGFR1	PDGFRA	ABCA1	CD47	NRP1	PLXNB1	ADORA1	F2R	FZD7	SCARB1	VANGL2	ITGAV	CHRM3	ACKR3	CD81	FZD5	TSPAN5	PTK7	APLP2	ITGA6	MCAM	PTPRZ1	ANTXR1	PTPRA	ADGRE5	PILRB	CD99L2	KCND2	MCFD2	RAMP2	FZD1	PDGFRB	IGF2R	RYK	KCNJ10	SDC4	ITGA10	PLXNB2	NOTCH3	MTTP	NOTCH2	GPC1	NT5E	ITGA2	ITGB1	FGFR2	IL17RC	NCSTN	APLP1	SLC16A1	TFRC	SLC16A7	SMAP1	AXL	LIFR	TNFRSF10B	PLAUR	AMFR	NRP2	RXRA	CD63	RACK1	SIRPA	LRP10	TSPAN14	TMIGD3	JMJD6	GPNMB	SORL1	LAMP1	CD68	CXCR4	RPSA	HLA.DPB1	PLXDC2	ITGB2	CD74	TREM2	CLEC2D	NCL
TNFRSF1A	0.782244530253963	0.589094030724467	0.550653644702097	0.531997979036103	0.904546575401311	0.868650706958055	0.833954580515262	0.887123420869444	0.908565255565036	0.831415881571363	0.36440681315181	0.944631647408305	0.906651764460794	0.894129597815851	0.957449054480439	0.850960710911502	0.83479821814561	0.532638107562174	0.952368915909143	0.687425481261642	0.838346095697355	0.817554114724608	0.918155961990993	1	0.896904227814146	0.754944552745537	0.91084543926378	0.919293945090112	0.772042155207013	0.971823813035228	0.18148655507303	0.881379984468919	0.945929155138019	0.792341914159145	0.918118406718528	0.830266971984892	0.906907474523079	0.776819384317403	0.915101939479324	0.520896349392297	0.899535889376478	0.905138434602085	0.830577566824123	0.50928075798292	0.901461074151886	0.839352782330011	0.92057340125883	0.66629420253204	0.959674883335666	0.880891081706409	0.881614523176865	0.667701192779385	0.808063505631652	0.895567485386935	0.875144495338409	0.828547067582991	0.765224770287443	0.963226442864882	0.791306898679826	0.782999100367213	0.909763212405742	0.79338178115367	0.951382762647945	0.853004164286405	0.973672347964306	0.87339492369873	0.714514552784357	0.800122728585594	0.866859736784386	0.961758018319155	0.86916797205125	0.864250233639752	0.922409490480308	0.287234048003298	0.926757162476529	0.81826801837066	0.695514761434458	0.677648775526692	0.769446966733152	0.81974535436516	0.25780430091304	0.783566591509587	0.736698237965339	0.884216798519765	0.744166834725084	0.831545157075943	0.860781562248628	0.928893232414507	0.810181755292201	0.907409102718502	0.842875384572256	0.575037363441043	0.901847637943956	0.874445604540065	0.9209938431291	0.793094089167985	0.43244337516924	0.934591749257511	0.943749609141613	0.724243106080889	0.818291742830702	0.902620555247018	0.433236624389929	0.931743173880404	0.92433214979395	0.774732719134472	0.970360218315814	0.930401647420712	0.892754148730436	0.937901419554118	0.729373124846392	0.341878132960726	0.685800373313016	0.371216279705816	0.584464868535935	0.948199188480666	0.44948646749909	0.468677081386291	0.910306279848055	0.449912742874243	0.401979573444919	0.428002951972343	0.411404330874605	0.298979313745677	0.721552811437427	0.941305943534475
SDC2	0.644827336030883	0.561612149326001	0.506483111084391	0.4963199227766	0.859839942992415	0.739890303891305	0.812519039111026	0.802269763288608	0.823865514368811	0.765599028899496	0.274493299599167	0.88764063056109	0.829125693011129	0.853623416839178	0.890506101739774	0.808339775638545	0.699895214692362	0.48531712730263	0.823169634353741	0.640883474747518	0.717500460130784	0.869737431123101	0.874784630195389	0.896904227814146	1	0.85349099385187	0.776515173970101	0.766855472531568	0.765761598255306	0.887402822816839	0.167090214749505	0.751955289430591	0.906589782942019	0.696111957352837	0.831535207624888	0.803287424010224	0.869367447647465	0.617051695002666	0.906558305816344	0.580371453583021	0.938321359000019	0.830260227981795	0.754063391728476	0.457530152769293	0.849205300887438	0.755852100240205	0.83152694924394	0.675174105750235	0.875570914408673	0.868361975901416	0.84805081554904	0.64236946979302	0.706568521269431	0.912693357872053	0.760448992301298	0.730200584364652	0.741662013246722	0.910500776439722	0.677753124685782	0.716239967095264	0.879055265367866	0.660864700570444	0.926523853298739	0.858430031363762	0.896590702661782	0.821183683924011	0.822649354300932	0.739679976667249	0.870360112448868	0.884564738611817	0.812022667850717	0.843280170606345	0.868204037489145	0.309007890586646	0.89649222525205	0.832737103743956	0.588069423804318	0.802190231709181	0.773751904317986	0.902930523387275	0.246260038222779	0.680701349709595	0.804113065864392	0.84227240738147	0.874828090781323	0.84546999215155	0.854146249626513	0.83750429344634	0.690560448755875	0.882009661133805	0.894694565623114	0.619130342828439	0.845848610763645	0.863041360316732	0.825380234286591	0.701299307152229	0.44016991375051	0.881383559410745	0.880806490850282	0.747587249376648	0.81888244339516	0.875871738257423	0.445087820117796	0.864466481497189	0.837580405927877	0.83619850958211	0.893489561808886	0.872567195469671	0.822909586042078	0.918919611162478	0.786092573692509	0.336355185738198	0.624277711543863	0.351907315614097	0.570871087291094	0.923976792962182	0.406109952437078	0.478644780094141	0.843386077528481	0.483558644359642	0.401494568815694	0.410786347642274	0.440697510362977	0.268640192304073	0.723563328734198	0.90588545952615
THY1	0.429750292137336	0.347111727668341	0.352788189762445	0.436666334473042	0.729803869365321	0.626518704358607	0.739258634988802	0.648501467270131	0.635174750453782	0.599195816369835	0.145699436413975	0.76118069053028	0.678622593505484	0.653094492228432	0.742525397822057	0.606207587330681	0.547796043137129	0.25199783051032	0.659693931262115	0.516254259261853	0.575562982789886	0.878101240942066	0.72897520440897	0.754944552745537	0.85349099385187	1	0.591383269514074	0.585908513327579	0.820635377202752	0.76293612153225	0.0364705836314977	0.679956185275712	0.728507952732238	0.51969409842983	0.693444199671993	0.688206476774224	0.837281413071489	0.515758274163833	0.828351115835333	0.55795012479134	0.888088069845582	0.670112958277006	0.542431353073209	0.245954026702503	0.745619269875383	0.577312826000199	0.680009030147994	0.588724978517832	0.749184187460763	0.847599032037112	0.861257576646356	0.515160406487439	0.460008100405314	0.89097030261934	0.600958344207999	0.690730163736485	0.510891536464596	0.774540887582247	0.566960117784246	0.431355105134175	0.808630054268774	0.46959319920612	0.820316706710359	0.685238540324043	0.801443566342993	0.800931374600054	0.919710094028784	0.52577153331029	0.764381018451166	0.716013270882615	0.736191817505157	0.660819201428821	0.683232298390582	0.0769495018069679	0.858534130554742	0.875942967792019	0.454741268034935	0.875794006982834	0.800832563492467	0.715891709659354	0.104075389331771	0.557221791297936	0.775503626907726	0.788577095920863	0.957999235276847	0.61163142728402	0.835927131780804	0.708472737488027	0.649624230559859	0.846623289429204	0.952870683505314	0.411127891680102	0.73708648952788	0.741882536942687	0.703392384997492	0.543204532759488	0.418506709095803	0.674169317291716	0.78684273969312	0.695552977809915	0.64232783391314	0.800617648662781	0.415245344667424	0.812483512450196	0.770131709634506	0.830567850191733	0.80295665247938	0.846207137556479	0.714659350858484	0.846985131233301	0.796013383851986	0.320472400296086	0.580482432016968	0.322260560538539	0.520615991417342	0.820534643944776	0.38843932983616	0.452798767601291	0.782920003148088	0.510682974896951	0.402853546616167	0.405155447478302	0.443373503743386	0.261472984907098	0.646757620858628	0.766201904199398
TNFRSF12A	0.816622203068123	0.548078846324092	0.445806802249833	0.379966725733256	0.727474787288048	0.850783332170224	0.668358706758945	0.7153137516371	0.793072933457856	0.726417649888083	0.328002109293664	0.885796456996923	0.783642968137558	0.821502337574335	0.875532304123635	0.724613159577129	0.762343133394807	0.486224102738452	0.891944918080232	0.492818956182499	0.834977561578136	0.62381075816577	0.796410467892143	0.91084543926378	0.776515173970101	0.591383269514074	1	0.920946786863905	0.742234713048859	0.881341598113562	0.296617029040461	0.892341452912769	0.822636855811373	0.832798270733856	0.905158816347948	0.708321201367189	0.717844525725248	0.690491870611573	0.762766136344606	0.434167473844991	0.72781810180789	0.807829289655176	0.731400428672885	0.516801481054435	0.784929493272449	0.750511131084392	0.849071897999306	0.594986213054497	0.818660717680074	0.720448830359775	0.81154440888372	0.512145646230919	0.85037377695711	0.723916905026393	0.807832344001664	0.696582188277403	0.680056190938464	0.861126891360168	0.681992894845106	0.782624425114638	0.728720605881866	0.749188720341041	0.819148673320443	0.759110439715199	0.858647385981728	0.683537949292081	0.528240247440239	0.660039144095933	0.748192508395557	0.85113696166254	0.791843041686145	0.716975969253972	0.862233983056195	0.256956637183924	0.768869948082289	0.715413955271948	0.646430600116831	0.469702403561407	0.507089003898395	0.673648276187093	0.158859457746306	0.83315226170603	0.537143024808852	0.731520783897591	0.558899631035268	0.723872126912457	0.685584380951985	0.886936275694976	0.831816663060354	0.750932155675912	0.679320922783326	0.421078799012593	0.794088145218804	0.700165056875271	0.78943116852069	0.781272450877735	0.268431517621983	0.853830213717568	0.847919487190835	0.606096438222786	0.73681391458218	0.800292755155277	0.304333783161653	0.864944228572356	0.792055469426612	0.555005758121013	0.903535425602794	0.848851122953907	0.709475382767986	0.78969185387352	0.514167662997081	0.179464395229977	0.551451628400998	0.213838966439127	0.410444906769824	0.786592973811287	0.307019899809692	0.390417742106132	0.868166354091637	0.34496942345632	0.216262274915767	0.261954755793523	0.275914257251873	0.151424579434747	0.623089186620094	0.866913955702253
RAMP1	0.837098130581069	0.596224358239296	0.577962661011498	0.50660900288595	0.750816091432712	0.921932297950575	0.707078881728747	0.793397582079064	0.831129670534669	0.784306306661661	0.520179301816248	0.910201298905465	0.852623290073642	0.831126781413501	0.927643440864712	0.782758253741183	0.833188072661137	0.574011309392144	0.877678641005185	0.59212376760541	0.771980103440613	0.637467559527769	0.837714615515796	0.919293945090112	0.766855472531568	0.585908513327579	0.920946786863905	1	0.655764663327283	0.903749291393166	0.325397546770211	0.843014526625105	0.8364206174232	0.807281560985615	0.858459818792132	0.788451584935737	0.746262653041161	0.821188395213035	0.753085252151835	0.441987211087002	0.720741920336834	0.789864315294305	0.793423844148847	0.676296772387348	0.757618809110427	0.801268945978365	0.893958184373833	0.647358614826138	0.8604223539731	0.771891942717404	0.741717985903253	0.625942756011743	0.860151519235282	0.738323088504681	0.841011259907343	0.671979369727362	0.682224314296288	0.876761724556718	0.651766807691613	0.81241974236762	0.769762718210226	0.819873826895338	0.841931566993998	0.723877903479999	0.887617540183993	0.7453804988246	0.537557993146653	0.75129633506502	0.801515534520831	0.899806202679128	0.833413407238208	0.766957686513838	0.862533898656606	0.425075023639762	0.762260020721676	0.717327791069403	0.633253637381857	0.458944232713063	0.542122537084219	0.665133859523955	0.322458603370958	0.76532333168569	0.579512450526583	0.708538082604107	0.559220749187417	0.757523264405533	0.721153933300371	0.864806069777789	0.799402908359789	0.752776574224895	0.663862804589355	0.458578236285558	0.791138968144005	0.694108415041845	0.842090047743814	0.805073114992153	0.258607240438852	0.858933336764314	0.902025172205153	0.573547721285921	0.689195588677063	0.757776594773727	0.291509111185816	0.809434504022728	0.778358761447909	0.550451523165757	0.90517163925386	0.855854924834384	0.727007016801766	0.780710704967285	0.522907158965993	0.203896919661007	0.56300832091146	0.245982567269792	0.411571033734117	0.805147484148957	0.324288005866183	0.35342647894402	0.884792166318191	0.319079292374367	0.235831568773829	0.260517024641835	0.262066681143658	0.182617115577983	0.624226139643886	0.887408290567922
CAV1	0.555748637591054	0.191845909070473	0.149442556877322	0.221717042622617	0.640504392581279	0.678352862532433	0.625489958277069	0.561681115505485	0.55579683439617	0.46102952629631	0.0682218106233625	0.74002673702402	0.660349018555654	0.676040799874666	0.697073134675472	0.507833366478019	0.494365704361573	0.222410236676906	0.752806394197654	0.48963105563183	0.718978076037477	0.734682639498855	0.618866481616948	0.772042155207013	0.765761598255306	0.820635377202752	0.742234713048859	0.655764663327283	1	0.786948692411664	-0.0493164681983892	0.866215475713627	0.673688509215563	0.616130611253732	0.819048258182732	0.617096327761	0.732965738762443	0.52898190632411	0.816710007821035	0.425667593770444	0.81683734820639	0.680830564716577	0.434269985328445	0.209685552962551	0.77183295259607	0.576125908453939	0.682774577625054	0.495181450456896	0.734736024244109	0.759233683821134	0.941792056091784	0.384525820296734	0.482429029867302	0.785051099253826	0.664639657128349	0.78234028655359	0.423403445261314	0.734272193850466	0.530830960827886	0.454524750308383	0.734772167502514	0.514282120020863	0.774722110948129	0.639797281664347	0.770421744895208	0.7014218494364	0.734615027643235	0.390898236340727	0.671077256068534	0.68420230846004	0.690586569466891	0.589395805389806	0.737727552374697	-0.00670548458117718	0.799317039331355	0.878733996842305	0.530419702930401	0.730964565246972	0.653178735412754	0.569869975007716	-0.0541797310389809	0.814047967337501	0.670483697507704	0.717880399246621	0.803358324513368	0.534719103002198	0.717561852231807	0.799134849965721	0.779296011074171	0.794547131620435	0.875674038635984	0.24887739456265	0.672926566313917	0.642653440894272	0.705482604821715	0.709543005186703	0.344522033152847	0.629286452090988	0.757295920931966	0.66619824160211	0.629956246227984	0.813784743508309	0.417334344535829	0.848867009825422	0.799415201219414	0.655824090798643	0.80810044043708	0.860770286433304	0.618702427656541	0.809619946121062	0.663743709556203	0.256890800925154	0.576673000344037	0.273985050475838	0.433203450415176	0.72716634616231	0.369509856289535	0.472395587020312	0.805471861774037	0.447827421089325	0.306709285828523	0.330550690448175	0.36564701404355	0.20838273406878	0.604503608854756	0.742607893024514
CANX	0.792103534586361	0.595422801269217	0.592969370042243	0.613900900697159	0.890944636052493	0.909220907014915	0.870923594028703	0.87487908532249	0.892251187702436	0.828873259577781	0.405108653434883	0.94502361275683	0.895015847404956	0.874186382162391	0.956816346945354	0.884566992933389	0.860018939732073	0.525781023725105	0.931589543413817	0.70468295863799	0.828406831225768	0.843308194041351	0.942670075337837	0.971823813035228	0.887402822816839	0.76293612153225	0.881341598113562	0.903749291393166	0.786948692411664	1	0.225902266557165	0.865074684009078	0.921862802085517	0.795675749226518	0.882939475913062	0.854090769052283	0.906955471076621	0.798149050257351	0.918986653292546	0.57460593706334	0.89449406165796	0.890577021763117	0.836976177172802	0.595592602272564	0.907262345624524	0.833586753259452	0.952130465135105	0.750278766787747	0.95105960688209	0.911321794487533	0.875325058096199	0.667025911520336	0.776937982916149	0.896842118558604	0.850965181971854	0.813081807460418	0.74335377189782	0.946465518662377	0.781658320779062	0.784910182607964	0.882431108727136	0.786556832439548	0.962248637315049	0.843962858235593	0.977250447894261	0.852934900952456	0.728119308287952	0.810135643828469	0.879163068091416	0.965644305716253	0.915979977169761	0.888952137771468	0.920704768593498	0.370482315830931	0.929741127375856	0.824078635469061	0.684254385623889	0.685008637928989	0.766115732799668	0.810427817915431	0.295013920750831	0.801323267214433	0.739889586143899	0.865110086323487	0.751608392529788	0.824553241988696	0.88967619478513	0.902773606255747	0.817819478726965	0.90968844026076	0.842244766499771	0.57346079507075	0.890163045256328	0.852780127602437	0.937803331642359	0.872710622647057	0.385002922973714	0.918252521642859	0.964663854075605	0.694674242256308	0.787349495845778	0.889375921979311	0.383153074359093	0.924860719493849	0.89722478325861	0.768533597373731	0.961413788827806	0.933927209471005	0.862496744657372	0.924526122253929	0.707022293210484	0.291714347572159	0.712704764390055	0.319173717241277	0.53083802319384	0.941825189517448	0.401632685792409	0.456784717787834	0.922365727277161	0.420516449324311	0.349177083350186	0.371667018473584	0.363817065267192	0.239953659209201	0.751538719437373	0.958187021603279
NGFR	0.435024325315111	0.498579764408762	0.596380520762041	0.494663322015121	0.0952722736038237	0.396809752384939	0.159464441710101	0.179008141487888	0.213155363642364	0.364344012541774	0.627827148573151	0.280000082145343	0.178471838299733	0.208111731996766	0.275510867617943	0.322364700980468	0.383203733436081	0.417650810342046	0.129867794059864	0.126917332918699	0.0568022723947502	0.0766259542864154	0.351246870349275	0.18148655507303	0.167090214749505	0.0364705836314977	0.296617029040461	0.325397546770211	-0.0493164681983892	0.225902266557165	1	0.166200285153758	0.123049818533069	0.34077407590951	0.14191872310702	0.245408083240387	0.0597348768014698	0.258107538089465	0.0292042571178619	0.335945419154601	0.00616600193192526	0.189341953763227	0.353290748253939	0.578773322533933	0.0446347630355462	0.324503368858291	0.355384782616686	0.411430328921784	0.139861867466389	0.133453762443905	0.00693782510623599	0.314157306229236	0.470015439769452	0.0884665729098369	0.1576980236107	-0.130415042294165	0.163759004560228	0.181549783481769	0.0220866649769317	0.324949928182385	0.0638549688537094	0.295810526650156	0.200232219314281	0.128349628750805	0.20626600539522	0.0852161656693117	-0.0165776941367629	0.326398378006667	0.23294321097082	0.23724081390492	0.323698766448907	0.204434428498148	0.204949990740078	0.491369149264849	0.0445547156710979	0.0787745044947161	0.157308854177256	-0.130598994823193	-0.0936458642367188	0.111980548201351	0.311347987905693	0.177456538093204	-0.0488218206590496	-0.0233208425772058	-0.0403256784821959	0.301834159367976	0.183987811696835	0.202575632421428	0.289168742708046	0.0683578426351316	-0.0289038323030839	0.168508439013612	0.145683033917321	0.0295001431852987	0.13032456529316	0.275808642413233	-0.22215390624962	0.220159493689219	0.264453999592076	-0.110007197749721	0.206397475209618	0.0511392276153836	-0.192858256923395	0.137388584149258	-0.00312914244943428	0.0303119895624198	0.209433254717524	0.12013488451391	0.0264951776503125	0.0329331327097652	-0.151922647169366	-0.235370755424325	0.0292041516058013	-0.187963269235686	-0.125286248605116	0.149196593713547	-0.197382825902622	-0.171556622644387	0.210216155781753	-0.16021401601996	-0.223667930309057	-0.2067766244525	-0.208375097712697	-0.213702391023317	0.148504695636822	0.274704982879306
ITGA3	0.817283154870325	0.418118309558806	0.370567569527474	0.332935111239488	0.731254284169378	0.788454824367072	0.673268143546817	0.72376987083128	0.720877383504692	0.622352188828786	0.27390030789871	0.813760309393539	0.80270407870747	0.846685933020792	0.825803067917879	0.642307618064289	0.703587003199347	0.485099302127813	0.901430146925912	0.574478618493802	0.807707973720301	0.672345318840385	0.742028903594083	0.881379984468919	0.751955289430591	0.679956185275712	0.892341452912769	0.843014526625105	0.866215475713627	0.865074684009078	0.166200285153758	1	0.788545654291668	0.823256827219012	0.919607860818759	0.723858671596896	0.766276844189445	0.706295392407914	0.808935935174504	0.406092762432453	0.771599371886004	0.820739536487188	0.645863882990708	0.379857151267367	0.794358218732238	0.749026713248294	0.820734822067555	0.547506341631249	0.834477526328336	0.738886116640103	0.898465241259846	0.540266679664648	0.704903816915997	0.768006359779111	0.832615919699206	0.809420794152467	0.606006984833675	0.81453683206791	0.642244971647744	0.6506164595512	0.786574719311636	0.737192665224385	0.837489675259385	0.734237281305699	0.852805704364265	0.762867218991931	0.642026607992454	0.577864332837979	0.721063742568206	0.805798115140484	0.759600427037786	0.708487576400794	0.841634760786029	0.103649538023266	0.799705650756701	0.816697784277697	0.686063359671785	0.586525494140243	0.601832456030013	0.602566596373255	0.0919509576632129	0.859563647432906	0.604543084569544	0.763641530840667	0.653666436287406	0.671693692783992	0.725117645774818	0.930796794147009	0.853032800174572	0.820612357639321	0.768726452448578	0.395375252215827	0.720096590369119	0.706994401197813	0.809272014076057	0.766928668805589	0.31391663895588	0.767793444009285	0.80175875879571	0.574101666012507	0.737555288833283	0.841088129888216	0.374497266226216	0.893621247429046	0.848969451424943	0.638571391031072	0.877112519864991	0.851164523784542	0.703629028638786	0.816001621917243	0.583250913582559	0.186588053912943	0.540996512995208	0.247716668844896	0.435556336338645	0.770536206992032	0.335415756583766	0.367939078104771	0.83337496043469	0.330925259319123	0.244291064663866	0.275096870978707	0.274324017757802	0.171685377711517	0.554532145839518	0.807969654227606
HRH1	0.728393489439239	0.615889352488486	0.580518869386127	0.55387183297476	0.949364952511381	0.769620827726462	0.8546397048952	0.895429303647587	0.929493717314839	0.842720374010343	0.293718743711825	0.897079119898216	0.901351714935282	0.892530491791163	0.931310494353989	0.881976487452818	0.814282158310387	0.566354359220642	0.91967811414768	0.704179734992282	0.763275570983549	0.8227928423401	0.928053105015299	0.945929155138019	0.906589782942019	0.728507952732238	0.822636855811373	0.8364206174232	0.673688509215563	0.921862802085517	0.123049818533069	0.788545654291668	1	0.768879971231254	0.858020595366224	0.825997032235473	0.910181731895335	0.740727689916229	0.905326152730843	0.529500522912518	0.909323396218446	0.912227973081984	0.862142114414489	0.473063581977738	0.894876641102068	0.846302590051462	0.870019912182906	0.657645135010141	0.922925744827545	0.851257861242659	0.791048949712793	0.664955683160767	0.75870588502773	0.887609958032074	0.866974025479177	0.77091524701688	0.832526701865322	0.92022665148712	0.819483187321163	0.761440719275171	0.888895542208326	0.76932141760933	0.941401885144437	0.880718613222828	0.932391227757364	0.861304723288086	0.741358263981391	0.854724136273478	0.853481249506942	0.945032729871732	0.817391707577567	0.904600472816071	0.892529581402478	0.314126933680892	0.913607582828782	0.767170897537824	0.691597277096442	0.700163156611656	0.785333754463347	0.881092284106071	0.30042191920023	0.646986688533496	0.766772896169589	0.898719827160706	0.753518996917513	0.874076951788305	0.838912406687126	0.873434668127207	0.670549234609234	0.907597766680517	0.810542995872284	0.652415949140869	0.869459643517817	0.915328045766231	0.914497222472884	0.708240635607342	0.410200422937105	0.96096277603227	0.877562665455645	0.682964392232282	0.831211849235598	0.859099044669407	0.373075327727298	0.874292032329648	0.892548097187453	0.806979283501593	0.904976984655873	0.842759671026428	0.906770485886377	0.928874258924527	0.745017740979445	0.296388238284316	0.611687229319084	0.329882928932772	0.559057976022199	0.935676330217677	0.396144764154398	0.405108297546491	0.815861162760003	0.384788082728906	0.372959231422859	0.384179264434063	0.365626449696201	0.248003216050802	0.673526996239193	0.899355373864829
ERBB2	0.83504675177137	0.618583112512805	0.592643366933009	0.452073184850548	0.703345433770983	0.717086783374782	0.621916646701034	0.763084793316045	0.791968008960975	0.737050672929203	0.430832310426903	0.732485370842172	0.801417374867291	0.852783691823191	0.815408539981044	0.739053669506677	0.809893793630776	0.66452316697615	0.833509766010514	0.562796072963942	0.75582667674446	0.57952862204106	0.756283207067326	0.792341914159145	0.696111957352837	0.51969409842983	0.832798270733856	0.807281560985615	0.616130611253732	0.795675749226518	0.34077407590951	0.823256827219012	0.768879971231254	1	0.797956883122109	0.741974031712605	0.691707380854775	0.705209969056687	0.683989980226842	0.324530662337659	0.677691876345604	0.744630380267284	0.777938343806073	0.515208129983008	0.71022598145179	0.790128906854644	0.826295777962559	0.604445910107477	0.773660738688529	0.607085528555327	0.687170403131694	0.616983856912028	0.830438151768464	0.655859451729457	0.83942964698115	0.632334126944514	0.767638465243598	0.777642196926562	0.649271556601623	0.779671799229758	0.710458052840207	0.776924249355465	0.756790712668913	0.778383752407658	0.759639044066141	0.712381557873673	0.562629572555902	0.720238979706835	0.711584809701898	0.80508023577845	0.701823904487686	0.745914634135786	0.7949906745452	0.332384909443362	0.680330824557354	0.613183792483896	0.766702690685404	0.488467229893889	0.456554548924508	0.667054326469281	0.342794587280905	0.690358449619529	0.568400444363378	0.733682988743499	0.539824778262545	0.705722581392891	0.660214480797858	0.842359320033376	0.691462032951883	0.67604911655706	0.589673608541144	0.536794418174954	0.705104758702432	0.659228646589337	0.73838392051446	0.679198028649802	0.273055076564227	0.802577097728251	0.734789385250181	0.477698898545117	0.774619102703589	0.707642116950558	0.266985016768864	0.780731121902398	0.69105982650077	0.556159974304879	0.761995059614913	0.708477793027106	0.673697331811423	0.703989963559183	0.520698212226098	0.0969760332890175	0.489890604739607	0.162557243533816	0.355345330831793	0.70896148090193	0.22783238096985	0.259268137613786	0.721954680071136	0.240408930838667	0.156581657123755	0.180213981855669	0.190851063748211	0.0770505782786478	0.541889993722663	0.759645480415165
CD44	0.757921953431191	0.465171703368401	0.360183461287443	0.295647601297295	0.772194262455478	0.754806385050602	0.684957075556674	0.754324540103225	0.761610502291442	0.664553194446674	0.225910901137016	0.844228427767587	0.841565923452757	0.880445141523217	0.854082116504551	0.675319334599691	0.675964154573133	0.504058089782563	0.912064374421816	0.568359870803769	0.786845211194765	0.672500729791725	0.777905658418489	0.918118406718528	0.831535207624888	0.693444199671993	0.905158816347948	0.858459818792132	0.819048258182732	0.882939475913062	0.14191872310702	0.919607860818759	0.858020595366224	0.797956883122109	1	0.764705383375502	0.803769951798236	0.686150620712289	0.826081919457115	0.410604608780386	0.813735774089289	0.854034880439143	0.680358321892483	0.345076911224253	0.800592768942081	0.776273805369566	0.801381676722127	0.498432108414484	0.880116065333559	0.780645375563054	0.877985475552346	0.56282323741553	0.761595847311941	0.796706130727286	0.866794761438361	0.819167387315074	0.63739379967789	0.865218378507463	0.64013160316088	0.680914299017333	0.847828900460256	0.763378305904082	0.872360882455333	0.734677530298513	0.874462924280396	0.793120620477291	0.625494697056875	0.6044236100975	0.742261268787065	0.838187124435862	0.75108818677526	0.737980433172244	0.871352386260263	0.144958115932794	0.797774548513927	0.778569653838742	0.655641218396842	0.598627224026671	0.65397218202197	0.684866618542297	0.0936410084317601	0.843726228530873	0.628762087723116	0.792942155134303	0.680985113583942	0.780969514786475	0.731902269412766	0.934751179631022	0.766668605652947	0.824811715225907	0.782305815014332	0.42707586161267	0.748560706073211	0.776446483387047	0.835489661981096	0.703160128139258	0.448233121660154	0.837510248798171	0.826338785140106	0.688405460154533	0.788745423432967	0.858922111128604	0.48282047804637	0.888267886615205	0.883358885583921	0.645209001073271	0.885820610501614	0.88589467973646	0.787206295527346	0.853213571502607	0.679080406924794	0.325673724440695	0.640640429293189	0.369145712856377	0.588603083623488	0.826955341186025	0.455039273015904	0.557479128253767	0.863803621408587	0.496274995630568	0.380431109733921	0.435789728681312	0.433488072376229	0.302630215119096	0.663188760051947	0.829745047543553
NOTCH1	0.676543557714525	0.665222493929441	0.668518086968757	0.621208278269112	0.74643480559851	0.720870727834315	0.75211664436587	0.821526341601062	0.821927817549203	0.818832013559266	0.473207406405579	0.754579999062836	0.87143013941809	0.836209438145666	0.892136769375435	0.817654231327133	0.805966421123047	0.66021987433599	0.777152185489528	0.622251417724814	0.691017661089328	0.724114681587337	0.84897011518515	0.830266971984892	0.803287424010224	0.688206476774224	0.708321201367189	0.788451584935737	0.617096327761	0.854090769052283	0.245408083240387	0.723858671596896	0.825997032235473	0.741974031712605	0.764705383375502	1	0.817082550898088	0.728228417739418	0.757063386303294	0.382560479337821	0.78496917264533	0.723458020581085	0.812839682566507	0.569655177194779	0.724858766575537	0.787973798068365	0.861442065183462	0.639989593351919	0.857689765141837	0.78992785694809	0.689262159826676	0.749872640075999	0.754126377497253	0.776857119919854	0.831241539279898	0.725000312947334	0.756046142362814	0.842682903610407	0.650426040472925	0.783048203528752	0.821810039009969	0.82316783759529	0.847073068976182	0.748027713853472	0.838792084273537	0.839656033145219	0.692099167564446	0.779367993813972	0.794543210615536	0.849187352464354	0.756002758131919	0.848793777999184	0.794071255161197	0.447278435890599	0.777339502473457	0.718241919796053	0.67254118557019	0.595442449560566	0.630606323029753	0.73530082418309	0.456078739579346	0.654333816233459	0.733596605653042	0.761516179097413	0.688897881833109	0.832792330215516	0.790880386923863	0.806922791607993	0.617083183842076	0.76101917655075	0.712557957950774	0.582069226768271	0.774186638322255	0.719562953092786	0.791550669203137	0.685135940890548	0.439172819977775	0.84421996469307	0.841008310860241	0.546261397829448	0.830087110709864	0.739281709215057	0.372833154906816	0.793627478488577	0.72311743472197	0.659199193973227	0.779190187839328	0.766875593643348	0.746679678095622	0.763703556883013	0.670939314359876	0.245677969334645	0.609409816314346	0.303575867294621	0.484403382752137	0.80491765403078	0.331715195945711	0.375905894726501	0.750736959319893	0.339593628582113	0.325330163923504	0.321428144644861	0.331076275880947	0.225626170962852	0.743521972466173	0.807043721446713
