""	EGFR	PARD3	F2R	ADGRV1	AQP1	TNFRSF1A	CD9	CANX	ADCYAP1R1	LRP6	PTPRA	NRCAM	PLXNB1	ITGB8	CADM1	KCNQ5	CD99L2	SMAP1	APLP2	TNFRSF12A	TFRC	NOTCH4	KCNJ10	CD47	ITGB5	EDNRB	INSR	PLXNB2	LPP	NOTCH2	SMAD3	PILRB	AR	TSPAN5	CAV1	AMFR	ABCA1	ADCY1	CHRM3	SDC2	GRIN2B	PODXL	NECTIN2	ITGA3	CNR1	TRAF3	ADORA1	NOTCH1	ACKR3	PDGFRB	IGF1R	TSPAN12	PRTG	ITGAV	FGFR2	LRP1	TNFRSF14	NGFR	TNFRSF19	SLC16A1	LRP8	ADGRE5	RIPK1	SIRPA	NOTCH3	TSPAN17	CD44	ERAP1	MCFD2	CD81	SORT1	RXRA	LRP5	GPR37L1	LRP4	GPR37	RACK1	CD63	NRP1	MRC2	UNC5B	SORL1	ITGB1	TRADD	TSPAN14	SCARB1	CD74
PTPRA	0.984705635751423	0.880024107473701	0.96005883614474	0.310362434711845	0.238749619629616	0.885894400381052	0.874427386797888	0.988955556864716	0.475543085886615	0.808205025470208	1	0.960304186705604	0.754754033295116	0.887004876402163	0.972671997477276	0.871382108896542	0.959732594402143	0.958523052591718	0.979145863259048	0.627900503728245	0.940698536405492	0.829237309906501	0.840186665369928	0.885335261610414	0.95943751721781	0.927001523357425	0.659872524602062	0.898206509284418	0.887376099287011	0.91288472430798	0.837807035544592	0.639637323000269	0.895529575315601	0.962148761906757	0.781747779076465	0.908617498633089	0.861028415502596	0.936204441937845	0.899008538170574	0.912897461382059	0.866400858943267	0.909804271033324	0.820828913634467	0.894126782070654	0.865313975875389	0.891192430604419	0.950926816920584	0.813286163285897	0.741204173144562	0.651383058113024	0.531720005099074	0.84382456829898	0.863525644256694	0.949626615701573	0.74703473673172	0.952321297159781	0.710720750789954	0.882585563081366	0.835576073966632	0.964928150466238	0.90267911114346	0.883868761345669	0.93400919844529	0.895686299470242	0.930072046383401	0.878784344620717	0.799695381580548	0.897537595576437	0.968764853696292	0.938099211965066	0.944011463162641	0.861785252959406	0.774989810547689	0.931472714209259	0.883781377840737	0.952872701639917	0.879392295704324	0.872177387006279	0.726549387807341	0.909347414709292	0.856982451221504	0.854917482075533	0.947376141727918	0.890168556566412	0.8478839464546	0.905759915338425	0.462570091174874
NRCAM	0.959768690059212	0.902217472693377	0.938990425158195	0.387772729581886	0.235167979979794	0.863463705236408	0.777626034792668	0.973876455559068	0.4578663947796	0.89763089803619	0.960304186705604	1	0.760151745892052	0.939367094307349	0.953230786320185	0.884916512765232	0.933987802021936	0.889465397748122	0.954648706392355	0.60627791145906	0.908825564182453	0.746017058396905	0.850092954155289	0.8724691726746	0.90801536313615	0.908862845850373	0.716637307773724	0.897764190876673	0.960503516442056	0.932993249453362	0.87570293518171	0.737483674916712	0.935073410063188	0.909976261909546	0.734437135316023	0.909966916269238	0.932897777103273	0.92693546788613	0.92231603358376	0.88306008228464	0.850346236599844	0.915521927868473	0.769987668414553	0.877936118853882	0.890544278725871	0.890615497796539	0.925259194297186	0.807894151171844	0.726786542085414	0.684439048194018	0.568282155810978	0.794847740972253	0.876358713529439	0.979142493953236	0.809116020888429	0.935736589736384	0.711934469110237	0.851704477801276	0.89369009308935	0.948328312248055	0.900608830135365	0.81674084385603	0.912220870976231	0.907694373442533	0.895686497094099	0.800347554244991	0.789985971950084	0.90590133835019	0.927272708963446	0.851596383397532	0.963795031100027	0.85415042157677	0.821516097179612	0.890562608921585	0.901024461656314	0.930127763195383	0.792735231765683	0.794066141502548	0.767364131059486	0.946014667031208	0.860826841538714	0.888338823850711	0.922477621966132	0.836565585172622	0.882013543253992	0.876215902208512	0.482443088108333
PLXNB1	0.728541673066433	0.732174861425649	0.699430737165419	0.69508770551112	0.668421530884529	0.601981253256728	0.492411882167116	0.740547136274377	0.792107830412197	0.765688767223242	0.754754033295116	0.760151745892052	1	0.874656585646206	0.685103201609402	0.722448727362057	0.756645529260791	0.616067209926609	0.708928169424126	0.248925302627536	0.614111394595308	0.419861924034349	0.84337890172256	0.548352407578003	0.738311627809682	0.851208457045191	0.737592345177146	0.754313488862402	0.774384781189719	0.82666051925541	0.825643666771403	0.757967702882446	0.805667581029146	0.649911439605485	0.341572508230443	0.86756371750559	0.812467175167708	0.744804279507329	0.674498435613147	0.730365494380308	0.63091324408973	0.804624719699113	0.575162842603244	0.667078826011864	0.681973218482979	0.623252536016729	0.72559401489157	0.812172450937227	0.698073240378276	0.832857443146097	0.742985506233703	0.531908564301394	0.738295060602246	0.793250171427967	0.743924306296829	0.795651432823028	0.385093823285264	0.62533454783453	0.721103877743774	0.680620154728501	0.720671110314584	0.495502583473771	0.649814365834869	0.865551015030139	0.743738164338757	0.465239660685176	0.561700252419322	0.629573144818209	0.658395555937285	0.657119233357538	0.831162561252418	0.722949743442724	0.748402235374361	0.697855141048447	0.884308149054733	0.776762752992971	0.449377430571065	0.439559082860905	0.436228767622527	0.84632109835638	0.615304137539607	0.865733709255634	0.643405034106434	0.495137926990426	0.769421347315054	0.66103269303334	0.366812349523906
ITGB8	0.892940192916025	0.866243785186902	0.865782995149443	0.574166173127377	0.454346387397138	0.723239649984347	0.63490777913501	0.905328973082587	0.611949010459703	0.944350251821995	0.887004876402163	0.939367094307349	0.874656585646206	1	0.853047064400337	0.850994238701212	0.886186958715661	0.772463621262688	0.886681286460445	0.414595461806283	0.811317696681632	0.57759581123717	0.898051545785636	0.722209848083658	0.842336515668239	0.908364649705602	0.836556107986622	0.887897030572594	0.947358129443449	0.93695255278851	0.928648248209126	0.837351063747069	0.940025816079518	0.811889000694786	0.542216989682405	0.931146312944203	0.940957786534646	0.892787458593089	0.867820083872292	0.83416323280235	0.817066843158328	0.888162853903821	0.639094003327501	0.805413626429611	0.830935848845689	0.806444773951551	0.837146002457742	0.875055063505821	0.691469199919483	0.784003157013306	0.711097732419504	0.708593837320345	0.876802754309446	0.955030116870985	0.806683436165495	0.905404292846641	0.518984258652209	0.788023474312925	0.886567064420798	0.869158222973567	0.86180709871708	0.692922385642762	0.816971415737204	0.926346603526854	0.867938611982586	0.631905683706549	0.669880356210309	0.796752690628202	0.813673981601039	0.744624848595145	0.965007186245439	0.851512060528878	0.842513167403744	0.821104976739736	0.944504463352179	0.892347353519808	0.624286335429725	0.610698406075473	0.611082197399891	0.960795338603589	0.796758410966775	0.945577771818087	0.83711478767487	0.690712452508198	0.904955940826645	0.795564845548691	0.452081467513778
CADM1	0.968851667768392	0.8665944306006	0.955786629529238	0.234509401721415	0.138974643311891	0.921497142827895	0.871549886540097	0.973457792096665	0.373410623696652	0.801403767623867	0.972671997477276	0.953230786320185	0.685103201609402	0.853047064400337	1	0.875828926673984	0.918972402455675	0.950229114161531	0.963089951420477	0.73619096838769	0.9393557008196	0.841138297962447	0.761050201601124	0.939457679077171	0.9215982554523	0.87282437302865	0.618462621600098	0.866915343111831	0.898464954100904	0.884800725578746	0.821156442302596	0.643021581051534	0.878788861957215	0.953985923497872	0.836037975276281	0.85552653284145	0.839374355105515	0.924476309892173	0.903973298330268	0.87794822062642	0.853400754968212	0.894118234350932	0.815102927368853	0.891754851670298	0.849104155093889	0.870866512163481	0.92848098406113	0.773844557629553	0.763641692817397	0.587528555934923	0.498092191494652	0.833296357933656	0.850130596254657	0.918811983385971	0.699685352928804	0.914953040473835	0.781869158065489	0.862266583246002	0.833718187249894	0.957081201421867	0.890189230414375	0.901222665681039	0.946496277466659	0.854072137633258	0.898115792085974	0.912010121585648	0.856433778892421	0.933317778866906	0.964522281203422	0.921776365068616	0.913216628572802	0.832281014744701	0.743100530464513	0.913103852643396	0.827486100328246	0.934129386798677	0.905873351579399	0.910564847435647	0.807823089491298	0.883921021029731	0.865630100552086	0.824570849372543	0.949804170890674	0.896631846635099	0.834968313573204	0.90060226834277	0.481511729316685
KCNQ5	0.854767875068188	0.860451510062074	0.812925215025037	0.449169647167834	0.373501373516187	0.845817159008613	0.642591848298325	0.868841707831676	0.547917723066781	0.779849337634391	0.871382108896542	0.884916512765232	0.722448727362057	0.850994238701212	0.875828926673984	1	0.839787896084958	0.789426128492587	0.871627185099674	0.649176806063603	0.756517413740818	0.66937713219361	0.757306314771271	0.863569967472015	0.80609720713946	0.846828073774618	0.671276600412605	0.775011295422027	0.868220467958421	0.820771245544381	0.819505553745162	0.646104293217618	0.855365689702412	0.802094485864777	0.634103836738316	0.837573685553136	0.815659401825993	0.797460268407289	0.757505134897121	0.871703525047593	0.73475396510972	0.840282287816245	0.737895186629658	0.857812904764229	0.744940982037103	0.807990422464779	0.865826934303157	0.713447262631289	0.775336127096129	0.696033421924034	0.591158840935191	0.629755399711603	0.740768024458383	0.87560291316381	0.692783108330782	0.821222938879695	0.739824599486506	0.66602796116809	0.716942674571964	0.809930527719843	0.796330304551938	0.685295423955033	0.839300095794381	0.81820045834071	0.774591574677976	0.747619467573898	0.853083037690065	0.828253970193145	0.833577627293418	0.804648799528813	0.88216913002537	0.758111117010412	0.678597348580403	0.725646275025006	0.776546907066108	0.888738395609599	0.704997921501978	0.750566891970595	0.791364188507928	0.873314068475826	0.763376865215648	0.808173142293645	0.8193226804908	0.776242072493024	0.757638769530011	0.813837211110314	0.514664804635632
CD99L2	0.945676206217428	0.864244210120662	0.913622779316588	0.347260514987578	0.274047479147099	0.81634900321145	0.798278071069109	0.959802682247889	0.507292062543008	0.816011711738099	0.959732594402143	0.933987802021936	0.756645529260791	0.886186958715661	0.918972402455675	0.839787896084958	1	0.907494617517551	0.948999892048244	0.540411248674179	0.906380230950703	0.752224157537172	0.863301175477975	0.806294053794964	0.929437597668233	0.909979028510477	0.691366611856105	0.909529177899683	0.86939435062925	0.901777666904213	0.840674559326861	0.650139054336243	0.880989412803645	0.913842919698426	0.700630652521869	0.898651434172848	0.864646069616279	0.911986687956258	0.880700457726069	0.904450504767743	0.863409603685779	0.893212458889462	0.752714768871706	0.861281927764262	0.843495692601442	0.898526063290367	0.921034488200175	0.82281797490458	0.686951778179977	0.666898446864803	0.562130249806215	0.799843061464918	0.860332916735563	0.94506891746824	0.751715969719953	0.93818758357618	0.637566667500867	0.858236502696786	0.812458354725234	0.927347843611654	0.897001830226584	0.819098892276512	0.877013272447017	0.88562278084792	0.912480130075627	0.783254160499276	0.724009734993299	0.844398326814003	0.909940625980999	0.872223726821638	0.939840455663119	0.849901396700375	0.767733494314743	0.896601389006537	0.888457613203291	0.933365529613938	0.801708993926446	0.78940471445777	0.66360438398158	0.904486891645743	0.812792128425835	0.870565291644188	0.916914844353249	0.814668401624705	0.827189551257753	0.88610747322793	0.448828748724162
SMAP1	0.955329746021606	0.779176676078079	0.961402471470238	0.143033961545179	0.0857981365087491	0.862081860734896	0.952102614672059	0.94611873028735	0.336696483511051	0.693574708523789	0.958523052591718	0.889465397748122	0.616067209926609	0.772463621262688	0.950229114161531	0.789426128492587	0.907494617517551	1	0.949478050991988	0.68315384729353	0.95838373506056	0.898431281957617	0.73141109924384	0.88633438826477	0.931638771912795	0.854621518075323	0.50709330685684	0.838367572770929	0.788449751895066	0.801610888813955	0.742405645368659	0.49595605414433	0.801138435296974	0.983762503530666	0.866706783974269	0.80492768129031	0.752398577267269	0.9017746509888	0.882853292106183	0.851558714242202	0.849521015789126	0.819341370306178	0.764420836807059	0.831035327290435	0.792680968430438	0.847386696535404	0.906577750392566	0.726759258604761	0.657526446576842	0.506282670260431	0.36615683250221	0.899761557082963	0.81329244382851	0.863278859411549	0.644576878022248	0.867705190684981	0.695202689361062	0.881780470896828	0.782419914230411	0.947285749531625	0.841692440383357	0.949792182031956	0.917270113208345	0.793831262260754	0.887113557856704	0.929845640178135	0.773049375726374	0.838709212926525	0.973826670214553	0.952867516758922	0.861586695530087	0.806797936125171	0.657440991578971	0.901567731142736	0.75656526874341	0.87649866499874	0.959269168480121	0.935296376621061	0.671943190177446	0.78679203681341	0.864221508094719	0.740481450880944	0.946320571740646	0.915792523763707	0.753071349410697	0.882647480795896	0.419668673148771
APLP2	0.985305200249226	0.88682968256306	0.949810938606923	0.26508732857956	0.20991169623189	0.867270636437722	0.849321991820936	0.984849553937817	0.419607084739506	0.829473545853138	0.979145863259048	0.954648706392355	0.708928169424126	0.886681286460445	0.963089951420477	0.871627185099674	0.948999892048244	0.949478050991988	1	0.632597963906999	0.933623681665065	0.811952410536553	0.822326407614539	0.88611007100947	0.943042364267851	0.887789017692194	0.672028169470184	0.90214810216635	0.890836553745332	0.903270321266349	0.830622167475552	0.638988340898899	0.875315399290438	0.955247935589449	0.772720252397803	0.898186751727552	0.844415813354005	0.920485251418452	0.893752920325829	0.907970556034482	0.870114334229002	0.89189155596573	0.787424629030323	0.886186745260251	0.846014915038229	0.87297051196019	0.918681396104464	0.806969992127643	0.698066497689903	0.61475060175742	0.521519473854459	0.843204410651143	0.878504370915502	0.950897835328751	0.730750756505299	0.937454001884178	0.686874961335618	0.87591586823134	0.827375180985791	0.965026318393754	0.9010622993551	0.886545282027683	0.935065034275212	0.872648648586745	0.925240071840309	0.863692390995835	0.788583379775206	0.891793314945644	0.958586322909815	0.914482180101098	0.942166336573245	0.866846397855696	0.769313428583482	0.90341499882471	0.866077221130374	0.952126857839933	0.875217040766173	0.868062809270209	0.719104025729322	0.909502071363351	0.872104842575638	0.860242893715048	0.96181082866336	0.896603454199898	0.845975407732651	0.897245660377983	0.485399315209341
TNFRSF12A	0.619364414801213	0.586794851743976	0.632057933671916	-0.123095977242711	-0.120959482035516	0.82873711196286	0.621699861707068	0.618395316801086	0.0571290254672173	0.3892528572137	0.627900503728245	0.60627791145906	0.248925302627536	0.414595461806283	0.73619096838769	0.649176806063603	0.540411248674179	0.68315384729353	0.632597963906999	1	0.617245442511687	0.744954934414747	0.255465238966478	0.855662956000392	0.532361181573191	0.46173775271225	0.1774309327471	0.452460563209558	0.550833674989336	0.461439251917472	0.449583127910026	0.23804074580016	0.463974197668412	0.655277691019291	0.783975258358724	0.430565315401905	0.460286613778526	0.521804343298068	0.553176040562219	0.594773464009139	0.504893191657463	0.550896265297291	0.614443725050973	0.692147516897685	0.467046775889011	0.554227972541559	0.630877800074849	0.352867546507167	0.669867893234002	0.205991971966015	0.242314886146268	0.495272586125173	0.439135801837946	0.516811574155783	0.26388383145832	0.48447204105042	0.853483349130293	0.443982559438621	0.435594494913292	0.59352292524282	0.526933737596878	0.663741251033628	0.74266805847165	0.397152128443374	0.464763601734576	0.799015231120314	0.899393763521394	0.722833972857559	0.69852328328828	0.684137995371251	0.505301887619752	0.469316968036662	0.307439725259201	0.490896865037041	0.34248471660158	0.575279619715863	0.772687316361215	0.852953311982408	0.851514924549211	0.473882770376062	0.561934698856704	0.387086183142237	0.655403307810085	0.71649237197231	0.425863416105617	0.6174502158595	0.404523486108042
TFRC	0.956297972583406	0.765480854267099	0.963248988584016	0.144651092132009	0.0152095326559713	0.801100864390235	0.924513051377879	0.948106699126433	0.264636733699403	0.759151598026557	0.940698536405492	0.908825564182453	0.614111394595308	0.811317696681632	0.9393557008196	0.756517413740818	0.906380230950703	0.95838373506056	0.933623681665065	0.617245442511687	1	0.86706418865548	0.722097092621583	0.836309479570078	0.906385534965787	0.827510096841438	0.570647509149568	0.860848352167609	0.827301246352417	0.835949445614864	0.765648590067214	0.566946780351136	0.820341903604568	0.959022052966415	0.82301559651398	0.786012897213259	0.798815965508153	0.937237274732182	0.944513679781204	0.806139717862177	0.888805939772995	0.815517030281814	0.687539497375366	0.791874870211826	0.830466905796193	0.862148225930368	0.889726746093203	0.752558413894485	0.588036165540239	0.486929059818323	0.397169447678322	0.907102367247855	0.849956134003402	0.889138487005945	0.670201841683814	0.890957346209854	0.613998414852873	0.929666955379864	0.854426723369062	0.963368025463753	0.871225744163819	0.938117716670779	0.893256276512092	0.795980210542853	0.900628126789924	0.870293172591545	0.695620148200646	0.82949384467551	0.94449972574783	0.874471985737373	0.869742077392075	0.814763476746515	0.726263035516084	0.933833144592548	0.796866298225339	0.853644428217068	0.912479183068616	0.865120535830392	0.645098615596432	0.797378952842384	0.875457368824834	0.760499767949714	0.945095463919654	0.860557982351564	0.785525529870364	0.879687137852915	0.361788157064786
NOTCH4	0.822926656928497	0.654495061047247	0.833228449885178	-0.0543519666455045	-0.074106248180776	0.793650355368685	0.906260288432934	0.800844652998954	0.180306281029367	0.495253536763098	0.829237309906501	0.746017058396905	0.419861924034349	0.57759581123717	0.841138297962447	0.66937713219361	0.752224157537172	0.898431281957617	0.811952410536553	0.744954934414747	0.86706418865548	1	0.521540749996617	0.825202213701308	0.787142648400193	0.689205385203877	0.328155763600136	0.663405031756254	0.627041363827255	0.644420717197894	0.573613604901461	0.302208600224616	0.626591318382325	0.866839750034798	0.842614482645439	0.610253155538164	0.585491032197006	0.762653762511727	0.753922011795171	0.727534845716054	0.717637052722265	0.643926528852157	0.705350609713872	0.686323813484159	0.685587558203158	0.714840735352165	0.794435536444909	0.519612259917498	0.558013532531878	0.326991166329638	0.232270761779903	0.795881141126815	0.660129914431067	0.706692409491119	0.470719983367946	0.717096793274982	0.671833069057727	0.767309377068717	0.639226386283845	0.818108090092779	0.698180067819689	0.875557293062922	0.824853536111197	0.608865599819027	0.730005873872739	0.873768499345449	0.726994912388958	0.733612752232262	0.886197656547564	0.86659553899147	0.667311662484008	0.632465556230075	0.490447736529827	0.784339684475081	0.575281490480024	0.72764467535385	0.929450273258879	0.909262202405759	0.655103021507473	0.600143659685046	0.746691086025944	0.54013778736163	0.824143034884382	0.858558403052975	0.570323391653673	0.786584267083535	0.338731961033344
KCNJ10	0.811208843252798	0.791264229659388	0.795531632827836	0.614048894264576	0.556852614753462	0.662859384110206	0.631714021685852	0.83727256690833	0.711518967414878	0.810568365084654	0.840186665369928	0.850092954155289	0.84337890172256	0.898051545785636	0.761050201601124	0.757306314771271	0.863301175477975	0.73141109924384	0.822326407614539	0.255465238966478	0.722097092621583	0.521540749996617	1	0.61841736121727	0.860013121097915	0.917568148098993	0.740926131269404	0.829586344668612	0.813104732004308	0.862923973332106	0.854289232081453	0.695264840605541	0.869601976615549	0.760646582015366	0.492635917883349	0.905222524183807	0.842244089073675	0.812009793315755	0.729276788103615	0.81791111911279	0.694045860111144	0.810501168672995	0.689348092106798	0.730265965722782	0.80503431604086	0.760606038691312	0.799761291880198	0.792539207827277	0.647929501041036	0.781101158035466	0.610079284429192	0.693257060142451	0.789310173410282	0.886763455652557	0.807136699977991	0.854693056941888	0.457677558263406	0.723858599857369	0.765341918741012	0.79609162316354	0.761803078584963	0.615021480609561	0.720168488757127	0.91391039229391	0.835191458319154	0.578956812467511	0.560817481285915	0.706677658676423	0.766268174987327	0.757503901844478	0.892592347473192	0.818039215020502	0.741664088104135	0.772891933423092	0.895165639198137	0.851230445816482	0.572022678221606	0.550544600954197	0.476096559294535	0.892457441553347	0.683563078635786	0.883859864968204	0.742190732094344	0.663972201662664	0.791125061323092	0.740300569442047	0.414163206321149
CD47	0.876262114977494	0.807514005207559	0.867602416363834	0.139481512287709	0.0765676547395762	0.952191763243625	0.806969745728187	0.881030243034483	0.300920157406298	0.682867687957857	0.885335261610414	0.8724691726746	0.548352407578003	0.722209848083658	0.939457679077171	0.863569967472015	0.806294053794964	0.88633438826477	0.88611007100947	0.855662956000392	0.836309479570078	0.825202213701308	0.61841736121727	1	0.826365780196381	0.768705184695385	0.449874889588153	0.738782106646045	0.811683009067899	0.760610567270311	0.715157394660495	0.4994301494985	0.761169062902389	0.876961673943064	0.849773312426983	0.733946581876985	0.729731397010954	0.791446876469219	0.782927454951449	0.804031576199297	0.740558650792993	0.809375366959084	0.804896821720103	0.864202202312247	0.727351611395656	0.785673651715715	0.861542545245045	0.639788591952265	0.793070245565746	0.499977899186232	0.403874772037796	0.731457963887611	0.711334421436479	0.807689031765544	0.593511346595544	0.774852763262054	0.8916182602465	0.713576537400425	0.692401580199255	0.853695958296371	0.767579191033177	0.835394087526376	0.914483973328364	0.728301063541956	0.744500538292288	0.923092127240816	0.938012425537305	0.905057798669752	0.913586195406305	0.891012828179596	0.810389201801027	0.746030401318329	0.572371967233165	0.765736583316172	0.661944143286843	0.852679553118145	0.88773369275002	0.933948727852453	0.882868027323066	0.771262258407063	0.78285119942989	0.691987120783742	0.874706509727492	0.901928708027768	0.696506532043597	0.804712952150018	0.520181255482607
ITGB5	0.949892643603555	0.815675951895752	0.932612942394313	0.308509020433495	0.251962353031323	0.841670348677727	0.879863816435227	0.950367175991595	0.476369129623548	0.765545510139039	0.95943751721781	0.90801536313615	0.738311627809682	0.842336515668239	0.9215982554523	0.80609720713946	0.929437597668233	0.931638771912795	0.943042364267851	0.532361181573191	0.906385534965787	0.787142648400193	0.860013121097915	0.826365780196381	1	0.902054301736592	0.624463015768679	0.875235502713896	0.819197375037477	0.875220067462784	0.801182829300364	0.603359439089196	0.864687727375238	0.935799734656881	0.751741007919168	0.888416623103648	0.806832920718242	0.905530575279543	0.843376856340396	0.877663024149933	0.818010265164437	0.866055099716003	0.808538854190429	0.827641705870514	0.830232997705333	0.842613722610717	0.905268899780087	0.791107855962691	0.700708037971863	0.618821144768479	0.462654994058497	0.845305511643976	0.842174114166488	0.909092310192024	0.737936467197543	0.923736099786617	0.633262572648174	0.874539721255496	0.792365208233291	0.93451448125784	0.856185312059187	0.865727006357264	0.877428087486394	0.879012127768939	0.914137636654561	0.850437520294328	0.722350090249165	0.838205747131049	0.936134862856151	0.928299854786009	0.908380332122223	0.860817340372745	0.734617878513673	0.92055326340963	0.854622797193539	0.924337132000046	0.856837012368066	0.834291081804335	0.627175606593755	0.873345887438595	0.82537984608953	0.83531585022958	0.902786838115914	0.866599837691541	0.814914330866573	0.86654565535501	0.424812623717362
EDNRB	0.886494731180454	0.82098650689836	0.893988264439356	0.572025474021238	0.492889195325851	0.793333393197501	0.76240059887313	0.905893039932931	0.712550392236867	0.782405141405703	0.927001523357425	0.908862845850373	0.851208457045191	0.908364649705602	0.87282437302865	0.846828073774618	0.909979028510477	0.854621518075323	0.887789017692194	0.46173775271225	0.827510096841438	0.689205385203877	0.917568148098993	0.768705184695385	0.902054301736592	1	0.681727493667321	0.843667166446279	0.85910300295296	0.8825290336342	0.856098329836405	0.668579255405119	0.912782914270186	0.883917525723256	0.653551401968271	0.908795044564369	0.868257040127278	0.868340576763876	0.818089766811768	0.88539097279043	0.751621764646135	0.873386685962262	0.772007991832516	0.811357396025438	0.844615720687247	0.817935195796942	0.898605407084702	0.781351198873433	0.75647773235074	0.830937080606753	0.571507559637006	0.75512044887042	0.809659561307849	0.916392792625081	0.802628434369357	0.881545190502434	0.617100723293774	0.773794010736962	0.823564383188763	0.865178861706797	0.807229672438027	0.728427782456023	0.811026741204356	0.932021179897128	0.863605536666685	0.736421365413876	0.724283285237669	0.785669927669466	0.88575907650742	0.886231074414779	0.931339791965498	0.834232701959655	0.726450168876485	0.827376813459526	0.881096371904521	0.899435957454296	0.731867121412893	0.723894379514911	0.5906618489968	0.898797582373339	0.784936923581032	0.867855432166672	0.834084588173033	0.793588857794262	0.795228051910309	0.827330682827829	0.451954215947111
INSR	0.681933491515978	0.698608106359028	0.60534863005043	0.580297522862829	0.445977492643223	0.463152739393097	0.367290017112595	0.686120986228734	0.523525753264009	0.825161726057096	0.659872524602062	0.716637307773724	0.737592345177146	0.836556107986622	0.618462621600098	0.671276600412605	0.691366611856105	0.50709330685684	0.672028169470184	0.1774309327471	0.570647509149568	0.328155763600136	0.740926131269404	0.449874889588153	0.624463015768679	0.681727493667321	1	0.762236884392461	0.76809501261358	0.783643078193776	0.777460023951811	0.820842170645382	0.788570077110485	0.55690285115705	0.21319866857574	0.768022859646901	0.758005497616364	0.717439514988046	0.677625267578043	0.641369572271409	0.701992535354589	0.727585577010418	0.419551184344369	0.613650781894888	0.631037409398099	0.635111854783288	0.600838519374833	0.771772570925157	0.510806827566183	0.634681431936894	0.716628619859041	0.441053324013005	0.77248881405287	0.767925111740898	0.656480083330065	0.768306835025001	0.250965308883757	0.601209764187205	0.697456508242738	0.662036414348469	0.742183497992739	0.44007471237944	0.561252312874084	0.766324214324117	0.704102681218524	0.351757260137867	0.425371023065304	0.554975108707548	0.533766517195255	0.478236248878923	0.783530555128902	0.695359292765988	0.763813206527222	0.642796689030149	0.811354972122365	0.723661617887731	0.351047917884687	0.329937907951163	0.411013271095103	0.802729857580782	0.627100375644758	0.838042612785194	0.631330345979304	0.399074585926831	0.787217006209126	0.612328707144885	0.38936406797927
PLXNB2	0.910788991408424	0.798264884271136	0.875246024700616	0.362769556818559	0.24155821648301	0.738233389099798	0.716970938022133	0.917184575644638	0.449501243582391	0.846014618351181	0.898206509284418	0.897764190876673	0.754313488862402	0.887897030572594	0.866915343111831	0.775011295422027	0.909529177899683	0.838367572770929	0.90214810216635	0.452460563209558	0.860848352167609	0.663405031756254	0.829586344668612	0.738782106646045	0.875235502713896	0.843667166446279	0.762236884392461	1	0.871262801439205	0.901428121896176	0.840622080091862	0.743776274521794	0.862449952804253	0.85698854752201	0.590138430309886	0.878960522879612	0.866454878709719	0.908740770362428	0.867614364218033	0.833666164229825	0.895194137909891	0.876531419103697	0.651089069154374	0.822684567977544	0.795743542837093	0.841644966732115	0.858746966553868	0.886631856022329	0.633104801361746	0.62342702987961	0.59383885386921	0.73607797682729	0.869855084398773	0.917366211037263	0.707407574540393	0.917470665249936	0.539481370045783	0.822890605883571	0.829772625647881	0.898429752484292	0.905097252342759	0.787003081162413	0.831258231111654	0.87170065737819	0.874490596740899	0.703285648688722	0.643018426861604	0.788468647009211	0.825892500577014	0.789489121712684	0.931301216878613	0.873566026095614	0.790439086364352	0.865161861191587	0.90091769941174	0.883344296627683	0.725195985086917	0.698918486994589	0.593966171195849	0.887706457011882	0.830653134131774	0.901142704753693	0.898783340577477	0.722941086871231	0.858317797058655	0.839498640898765	0.516878634815663
LPP	0.896565981374501	0.879876572491149	0.865524979219476	0.461245926552793	0.282606460918567	0.81036853474548	0.644122507748854	0.909129450853681	0.471895325100785	0.939645910497294	0.887376099287011	0.960503516442056	0.774384781189719	0.947358129443449	0.898464954100904	0.868220467958421	0.86939435062925	0.788449751895066	0.890836553745332	0.550833674989336	0.827301246352417	0.627041363827255	0.813104732004308	0.811683009067899	0.819197375037477	0.85910300295296	0.76809501261358	0.871262801439205	1	0.916178017061044	0.893596315343503	0.839456710864589	0.938644190835733	0.825665528447035	0.624811081450783	0.885602216112159	0.9345070349647	0.885989065010369	0.896798207033494	0.837773509238316	0.818540304054564	0.888229004871755	0.691439474795966	0.830688967755129	0.854534551859479	0.847307022476141	0.85837923331097	0.812331529519508	0.719751018799171	0.710899673915489	0.630039613762746	0.693544492279914	0.852884324085397	0.951038579792878	0.790124763124526	0.891147406699372	0.661760672749513	0.789971510102482	0.877367100425074	0.88957722547703	0.88474685364731	0.712320527140332	0.848243087028614	0.895825786984712	0.851723490165929	0.699791725612911	0.753003640452699	0.867195051996693	0.83882756199789	0.753065865873264	0.94240418486274	0.827877621592039	0.829518682038523	0.825015532303785	0.897155419066963	0.884302826914539	0.681758105950084	0.690290573186751	0.742038230830759	0.9479799259718	0.826635355688863	0.907125880733439	0.864516165940615	0.739207244475193	0.894071921233087	0.814451240301391	0.517719149805981
