""	CXCR4	CD2	CLEC2D	PTGDR	CD44	PTGER2	GPR171	RPSA	CD46	NCL	CD47	ITGA4	CD3D	TNFRSF14	SELL	CD69	SLC16A7	CD3G	PTPRC	CD247	CD96	ITGB1	KLRD1	S1PR4	CD8A	PTPRA	CD8B	LRP10	TNFRSF1B	LAMP1	TGFBR3	NCR3	CD6	ACTR2	TIGIT	CD226	CD74	IFITM1	CXCR3	DIP2A	KLRC1	VSIR	PTPRJ	SORL1	CX3CR1	CD63	JMJD6	F2R	STX4	PILRB	MCFD2	RACK1	TSPAN14	EGFR	SMAP1	PTGER4	PTPRZ1	TSPAN5	CD81	CANX	TNFRSF1A	HLA.DPB1	C1QBP
CD8B	0.782805982888887	0.867899234687971	0.774785270949724	0.844052427875807	0.580559964265946	0.787587736942173	0.77777373980446	0.422665418532169	0.743712482292089	0.527276922817984	0.802971842718115	0.908318916058997	0.876144651976023	0.71141409031358	0.251038145484234	0.704395910425553	0.601168225785097	0.851701889227976	0.863174408742015	0.808813891300914	0.862783941500724	0.640092048527322	0.856556400674187	0.53375718614675	0.937787017108526	0.717854479207391	1	0.650245040657128	0.768738655577917	0.395500185645202	0.782223297503627	0.801110714091449	0.64738813800669	0.665815072084376	0.865384562089222	0.749339782355083	0.0734443078322222	0.811138714594992	0.667880515558806	0.252323998844369	0.716885558898933	0.39867153812422	0.657091849808807	0.326076760334526	0.454276586843807	-0.038254377323097	0.4669369163425	0.754389220618411	0.175567934150459	0.726251335264933	-0.140276406034339	0.261324356210994	0.701856606744165	-0.507630926212472	0.561240492006278	0.75599405940741	-0.456822079177473	0.366250211418907	0.350621081241358	0.217932401941511	0.398294943008315	0.196003842454787	0.290628127691181
LRP10	0.84877708709312	0.645044288426934	0.759656145257569	0.616268660414015	0.734749192801397	0.687220029638928	0.731352712354332	0.727393246498498	0.811208532781132	0.871679003159472	0.876247169945996	0.770830394019037	0.727642508956542	0.861314552691221	0.570455683741622	0.857754665982635	0.697083102003832	0.825635571409647	0.863082822241777	0.638513583462823	0.685579510632113	0.926306571838486	0.704718698009678	0.503604299027492	0.62274759594233	0.840624053287687	0.650245040657128	1	0.890194090077759	0.633221423349926	0.639176612752204	0.646840507308811	0.469320051502488	0.890380795655512	0.630003675511844	0.795560586805459	0.51926754093796	0.678352185984962	0.255864010003194	0.419197009884482	0.538144724585654	0.733525559458229	0.770586689555208	0.597153254025993	0.621572157337269	0.264030100103483	0.436688489966158	0.675678642645371	0.436312482359224	0.604893141636147	0.0475218744366209	0.615034780424431	0.932252464316144	-0.352229125502717	0.895587024632383	0.856480331492169	-0.286840559842667	0.567689950277985	0.615281913252379	0.526602075811222	0.59461873026599	0.565019840834755	0.506691987032393
TNFRSF1B	0.797447823548807	0.633494963655436	0.710981947790643	0.728025609328765	0.749979454761898	0.705499819189928	0.693290436672203	0.548371779597629	0.793936780978044	0.789704734784087	0.84235293584709	0.809921321250844	0.723747908214871	0.811985758937125	0.333339894313111	0.796473955024128	0.552475735779869	0.756041124270135	0.845895712218209	0.734330449908931	0.725057555348862	0.865589547555757	0.830453111632743	0.409900705450234	0.717388435388508	0.827509719909447	0.768738655577917	0.890194090077759	1	0.740763769975108	0.754823192592226	0.734559339286807	0.510886186794762	0.932926273944816	0.667152151771282	0.727931975073608	0.419527934344707	0.740159319361331	0.280842248344861	0.377903892152791	0.603080376357654	0.737930654801925	0.897422002081606	0.628196667105734	0.723515640107076	0.388954018737506	0.634811455606301	0.753224473916552	0.500666357293804	0.710756783554733	0.19056792772312	0.489948323572218	0.855677637661679	-0.395679021755397	0.868913973932668	0.903972710218379	-0.334218811547363	0.435561496551159	0.66339719508007	0.636313812909738	0.69045570945727	0.493804279201104	0.418338550906857
LAMP1	0.367744194584408	0.326246899605376	0.364766450788919	0.374052368918832	0.672586452899615	0.28455206646944	0.243453272585461	0.294338092353963	0.544429388532889	0.479336714395321	0.452954409309544	0.397682289774977	0.346571342355476	0.55664131119282	0.0880176265760975	0.306815492051664	0.242564957894212	0.332787553601969	0.482000959782851	0.417274445472866	0.336593461734032	0.676909900363532	0.422709570292229	0.096811920997175	0.343243631698071	0.589636652133378	0.395500185645202	0.633221423349926	0.740763769975108	1	0.336715110645327	0.367335623782725	0.358006095526209	0.764181661507194	0.343717718292143	0.407473827689471	0.618759981773544	0.318020556394489	0.164081989399939	0.291713429637928	0.247597774966735	0.669538822493547	0.806185148875666	0.767471108975114	0.644652471207132	0.710270177799319	0.539773512660691	0.463857197466585	0.64941016091254	0.361343311579815	0.503396848545195	0.462170966339622	0.555109737201336	-0.180999466695149	0.638767697497408	0.533002971229089	-0.101025557149673	0.42124333268754	0.837044690669283	0.699357803606257	0.671542903809401	0.658149123993487	0.171849306705535
TGFBR3	0.742524136190664	0.640577758279511	0.625532677452632	0.907777802619527	0.454005189029972	0.70198015821151	0.766636306881581	0.290212369002259	0.667079195074158	0.60159581309078	0.815484413747813	0.839172561668964	0.647482585758803	0.693870961393846	0.0833547178942394	0.77254375882775	0.371517839413921	0.658620483944341	0.752987583291766	0.840200415855973	0.790137790110059	0.607345937946467	0.950671390839889	0.458163482480994	0.813971799941416	0.663667765915544	0.782223297503627	0.639176612752204	0.754823192592226	0.336715110645327	1	0.745930240463201	0.346105515943121	0.743963000466681	0.709119251057311	0.611390010686215	0.0336887843057031	0.871843341307231	0.402748248239624	0.381560888446217	0.728693191773995	0.504818080371768	0.730273117083246	0.33329446192274	0.657267943302602	0.0392719052170037	0.576895244984653	0.878301062632984	0.251526895056087	0.945265961381485	0.0152261725646961	0.154532860499535	0.739849719786007	-0.34456418772908	0.589405463697079	0.84516681935434	-0.309241679121748	0.28105054720464	0.385988223968592	0.36725530774866	0.52392461024484	0.153718330524668	0.336805155476569
NCR3	0.737648548382758	0.80892851698567	0.666637981114582	0.793752650235713	0.503047085578934	0.809342408581479	0.782150948127379	0.406478313072403	0.502483471348083	0.442712493551301	0.69255327800904	0.83802576083154	0.835691668294541	0.680859024884436	0.173125996854402	0.73218804718489	0.641123595415657	0.728947591307962	0.787631601518488	0.925325320797111	0.92289509497136	0.606745587996814	0.852809825107048	0.547893864224074	0.891289469563028	0.6060433311556	0.801110714091449	0.646840507308811	0.734559339286807	0.367335623782725	0.745930240463201	1	0.666812689917916	0.625230965868165	0.871280348239326	0.698904553574343	0.0630650321923751	0.923523044368011	0.583098996844304	0.161783070769131	0.844132805967725	0.438726170140881	0.576950996253551	0.245053678089484	0.543475590012507	-0.0102838313722945	0.500568596260601	0.78091564789347	0.399094694145178	0.787386431999939	-0.168641261877221	0.244668198574756	0.678732651354674	-0.544689733639897	0.644823001826771	0.755785118738473	-0.500204475120747	0.421396083912255	0.356593603942402	0.202474046027469	0.531797458538772	0.181244377624659	0.381946142523841
CD6	0.650313870677861	0.758187952736588	0.726596881956904	0.407162230053178	0.507441666073938	0.692986284310325	0.543347050501795	0.575466419095173	0.433474345309905	0.350425505827838	0.55957877620035	0.595709222691641	0.830595304867839	0.614546896732446	0.450786154248967	0.501666840410667	0.678116553679199	0.652419712607342	0.712198894510778	0.589545499054032	0.681454372681671	0.57206559391013	0.484578978474917	0.624699513817051	0.640032372325778	0.485383519424422	0.64738813800669	0.469320051502488	0.510886186794762	0.358006095526209	0.346105515943121	0.666812689917916	1	0.374095923235578	0.723687429101951	0.612920516645406	0.213119506038878	0.624209207029595	0.451167766549644	0.007621045851724	0.648862845964946	0.268634227286615	0.399236880668882	0.22501995887934	0.21503865050454	-0.140764264480831	0.323192767198483	0.390879197419928	0.120760263464471	0.376629991097565	-0.0706344764823696	0.467817111235937	0.43707597026542	-0.581579908171975	0.420660529791514	0.507023581329277	-0.531368358244572	0.504905700981168	0.185055913096521	0.0181250015773281	0.236338807748722	0.258014763112058	0.397308198296558
ACTR2	0.734594457113854	0.566179514950634	0.653531190408371	0.730188597353049	0.759359660420406	0.630892635130093	0.666503537267732	0.524002394464415	0.812142336734145	0.801496026190997	0.82817070309422	0.747420669629529	0.608751735169861	0.816118879990811	0.286211376638297	0.759614065330088	0.457409986659168	0.672993961412394	0.78252565370795	0.68352695290704	0.647974245024584	0.860409670095706	0.765721102226711	0.396148408358744	0.63381114731683	0.813825449317113	0.665815072084376	0.890380795655512	0.932926273944816	0.764181661507194	0.743963000466681	0.625230965868165	0.374095923235578	1	0.588521397704858	0.699076971675047	0.517664586993257	0.67542842507163	0.293379348216585	0.516054795304153	0.555844306224028	0.803924446865203	0.880053609669709	0.722273574111298	0.772484767628107	0.446922169948878	0.678002451578449	0.754663983535381	0.565577839057912	0.726780616151457	0.323540935943786	0.528617018347444	0.88808428346222	-0.285174081067349	0.837672696229522	0.826606883002155	-0.218621935405326	0.401593197398854	0.764295378504069	0.707373158301479	0.74479231476838	0.592606131789816	0.449994766552623
TIGIT	0.819674933706743	0.941657331215322	0.805771442535189	0.783732560773502	0.58811194954523	0.778126057951835	0.812100309654193	0.510238665978703	0.620477386063874	0.457050281768969	0.76683784822525	0.928173774560338	0.918824892716018	0.760862877105914	0.36008644991904	0.72110922579008	0.714336931321397	0.848053876102383	0.878388254209815	0.860634427414362	0.930486358417058	0.65535458453187	0.793171945539904	0.685574599904496	0.937407169574897	0.638367906917171	0.865384562089222	0.630003675511844	0.667152151771282	0.343717718292143	0.709119251057311	0.871280348239326	0.723687429101951	0.588521397704858	1	0.822331775305722	0.0920359537233003	0.87000336431479	0.740163915617183	0.160753941394365	0.805922103907063	0.316623147025062	0.550431617733705	0.219695292142403	0.373075087516249	-0.145894181522549	0.371630900640475	0.746786006710685	0.222831302915146	0.722203079961064	-0.234977515628148	0.335606926366006	0.715971347174379	-0.616358742017489	0.579218407595183	0.708891636209169	-0.557570676365453	0.46645752803903	0.294561890946492	0.0322096150389813	0.30617067132761	0.204230322143766	0.325013293508797
CD226	0.821423693754906	0.856086999870221	0.80932442993438	0.708280591046323	0.613856736365636	0.671242617693426	0.748157455889025	0.632093082039827	0.796356036643538	0.661252960495702	0.883466910241299	0.854286467933724	0.834247730538587	0.816977910971154	0.561332805080576	0.769435602573528	0.779914958565591	0.905025510382749	0.92752417468115	0.754656601751522	0.819726321637527	0.745617804097183	0.711854742246554	0.603175979470747	0.752322845487949	0.829133572806873	0.749339782355083	0.795560586805459	0.727931975073608	0.407473827689471	0.611390010686215	0.698904553574343	0.612920516645406	0.699076971675047	0.822331775305722	1	0.277838392321824	0.716494138894619	0.553898613839223	0.331789153926375	0.709260019837395	0.398364246796733	0.624507005320897	0.40432978797853	0.413922463439516	-0.12022628473894	0.291452752489716	0.624008251986658	0.215219045894793	0.568254486146331	-0.230848083550048	0.462051806789547	0.844008194525794	-0.455296885796513	0.682431743845608	0.757595273821111	-0.380655635992279	0.571746232168613	0.3258314900897	0.134637606262081	0.286181296113421	0.330804694628652	0.347967670285076
CD74	0.291857493450786	0.11053107031079	0.343185963495633	-0.0203415244620327	0.48283585909057	0.197391094205756	0.0962306790291415	0.508376413211478	0.328342605579931	0.40856064881094	0.312309260043063	0.167038537972572	0.192731723369708	0.434144690380831	0.405052113355258	0.280771039928963	0.171354553203172	0.196821547778995	0.318437379492963	0.0232741835581459	0.0370319371295866	0.555492716494154	0.0272797487200742	0.272414367891782	0.0161468434538316	0.305672213806652	0.0734443078322222	0.51926754093796	0.419527934344707	0.618759981773544	0.0336887843057031	0.0630650321923751	0.213119506038878	0.517664586993257	0.0920359537233003	0.277838392321824	1	0.0615190576239982	-0.0897452650603098	0.180995292812915	0.0117776058623671	0.77054017578922	0.415845057331709	0.81958520609805	0.549714746494743	0.442609863487509	0.135202623077073	0.0581046941114804	0.334889277982827	0.0393128731011213	0.296401072500225	0.651317703778578	0.434368905400338	-0.160873186341995	0.443526052165036	0.250055033838779	-0.0863814397427284	0.200138166717264	0.731981125156588	0.424832763661215	0.484617812368026	0.953868436942381	0.294778893632537
IFITM1	0.82946114732843	0.836200963713046	0.741230072270256	0.858467469069415	0.558217158194883	0.86826270803992	0.886148469378158	0.489873351131889	0.559006307701399	0.527933243772331	0.802155547711042	0.880283877009979	0.855681541442799	0.795597059924867	0.254679983788065	0.839099425810154	0.607471199903168	0.772993213837443	0.834590115543705	0.920310158075549	0.947083588947611	0.667335646946622	0.895530690661527	0.690693942020475	0.903636335251174	0.60003279782813	0.811138714594992	0.678352185984962	0.740159319361331	0.318020556394489	0.871843341307231	0.923523044368011	0.624209207029595	0.67542842507163	0.87000336431479	0.716494138894619	0.0615190576239982	1	0.566448952811563	0.255152875497642	0.925346494926338	0.487215161591888	0.642931795732238	0.23052039923277	0.532423160663773	-0.0378106654090363	0.524684939459755	0.823886862616418	0.32730798698089	0.898676226124085	-0.111541019200156	0.323435554832018	0.761124789873809	-0.579692792772355	0.658170898957739	0.79674353812381	-0.535950128101289	0.353402686321585	0.343662252353429	0.175851698814387	0.477297567497711	0.200886718241765	0.48376535801363
CXCR3	0.385710386575097	0.801060377855653	0.458066406991918	0.673937514967939	0.34971473424901	0.50184845446996	0.607112131080106	0.141982620725262	0.334046541509068	-0.00249330704952382	0.383741113987549	0.594682192944611	0.614448851843492	0.449948348000533	-0.0125457438120951	0.315918605957177	0.443450798344989	0.544370925174122	0.50289496719465	0.641477952434675	0.703026106949618	0.254220775033806	0.4591101877238	0.441301339038052	0.742073552741163	0.329424849284544	0.667880515558806	0.255864010003194	0.280842248344861	0.164081989399939	0.402748248239624	0.583098996844304	0.451167766549644	0.293379348216585	0.740163915617183	0.553898613839223	-0.0897452650603098	0.566448952811563	1	0.135767967690407	0.61940172470571	0.0701217705737388	0.20739977971763	0.0558743511925622	0.119283866377145	-0.173230608759384	0.167050409637192	0.52764684513576	0.170572175589089	0.471064998348242	-0.250293616002418	0.0603428709872681	0.402977026019848	-0.434084336497011	0.193506209695277	0.223723090467621	-0.385563049723727	0.238603104971078	0.192773826554473	-0.23762851878908	0.114916946102109	0.0577977552487088	0.0807345161577532
DIP2A	0.285567318508057	0.21139267128515	0.267642948650808	0.359798629400441	0.282256243900285	0.257241296011069	0.354211378515065	0.127108711260798	0.597323141581518	0.335416419849495	0.410434632532498	0.311710322121452	0.189234877962842	0.364875100481312	0.0717884587829226	0.357358123116625	0.171054631811338	0.272699683289167	0.322877492315115	0.243033555875936	0.249868880583217	0.363284804081422	0.328650351551192	0.109441006067195	0.242358625932634	0.456070496781811	0.252323998844369	0.419197009884482	0.377903892152791	0.291713429637928	0.381560888446217	0.161783070769131	0.007621045851724	0.516054795304153	0.160753941394365	0.331789153926375	0.180995292812915	0.255152875497642	0.135767967690407	1	0.195538218777908	0.371187747205011	0.454154226859509	0.473712163702848	0.408475419532536	0.0764990800856923	0.364244596233741	0.413109529941938	0.253642416539396	0.478506198821705	0.207373442100898	0.0704266135671205	0.487677658503167	0.377922176425773	0.307964209341153	0.337549290962662	0.431342918980664	0.330649876725229	0.299948356816571	0.456943356153801	0.48413156113621	0.160491187224714	0.0652134146280334
KLRC1	0.683285671786378	0.818535941268511	0.660889279321208	0.786585691473517	0.477412320908988	0.793106644746738	0.791989565115361	0.421828899364153	0.444201600076558	0.374224874766757	0.701744376493378	0.750267069592265	0.796962514736411	0.699999924072167	0.201913561730813	0.701142272652969	0.555374809265578	0.685943942318178	0.739903502997471	0.868656745185635	0.893759755912696	0.536880237970217	0.760826512807615	0.689622796375065	0.816664601687459	0.500512334002497	0.716885558898933	0.538144724585654	0.603080376357654	0.247597774966735	0.728693191773995	0.844132805967725	0.648862845964946	0.555844306224028	0.805922103907063	0.709260019837395	0.0117776058623671	0.925346494926338	0.61940172470571	0.195538218777908	1	0.380610750510365	0.528569873996336	0.166249290356169	0.414494519883793	-0.0953354376778241	0.454978646915015	0.689417519616371	0.267631701055511	0.777715567460372	-0.130706052237283	0.310491191371661	0.666267967206928	-0.568309320073477	0.503542491215184	0.633329374844332	-0.527481478932171	0.270474248834371	0.262230721972289	0.0282203074100881	0.364835407471905	0.156112596980494	0.467482894173687
VSIR	0.519921190949416	0.317326977824983	0.453618693675986	0.428798373723865	0.573376866748584	0.497130062843188	0.472173620792855	0.464782183700626	0.507266299132531	0.586640763509183	0.556536896786618	0.460375920354651	0.404194294520964	0.61141947282269	0.221091523363353	0.593730640566829	0.271581033386485	0.414273626544609	0.525744357685079	0.41507622206977	0.402868477194772	0.700195472476716	0.491273362972163	0.315621214429686	0.388810774979133	0.502731265876445	0.39867153812422	0.733525559458229	0.737930654801925	0.669538822493547	0.504818080371768	0.438726170140881	0.268634227286615	0.803924446865203	0.316623147025062	0.398364246796733	0.77054017578922	0.487215161591888	0.0701217705737388	0.371187747205011	0.380610750510365	1	0.681833652531186	0.814824533915023	0.830864003654662	0.503253483065577	0.51615059537797	0.503440388758104	0.504967923249989	0.527216597372735	0.294464034793357	0.531826931930896	0.700418271783779	-0.250688875454951	0.663396113338312	0.604896023832708	-0.181927359241513	0.165607202926893	0.854140368713873	0.62727643388019	0.789756895090985	0.837999376745128	0.437645704109848
PTPRJ	0.651789185636724	0.531837823531138	0.56538648715841	0.674446831214061	0.686749614461065	0.5110152688469	0.528953011923773	0.372777930762294	0.76494108117686	0.684609264820026	0.770251820437873	0.684722334137242	0.560670691962167	0.738948191812998	0.190535864482055	0.626498544909539	0.374718431795569	0.602227910790157	0.740054104133685	0.679260768252993	0.61739889363686	0.755322159014054	0.773734767375369	0.285645953299505	0.608301631363097	0.76765140712009	0.657091849808807	0.770586689555208	0.897422002081606	0.806185148875666	0.730273117083246	0.576950996253551	0.399236880668882	0.880053609669709	0.550431617733705	0.624507005320897	0.415845057331709	0.642931795732238	0.20739977971763	0.454154226859509	0.528569873996336	0.681833652531186	1	0.696418263495289	0.747129212197689	0.452077839045025	0.638259530809016	0.695414283851267	0.508059006618068	0.7087993613639	0.294446546210207	0.388870149516054	0.754380587619499	-0.254160713351924	0.747552406223573	0.84341674168927	-0.187135851008433	0.428700895530934	0.682992624400993	0.647230323795374	0.653649155262008	0.481092772530356	0.250449794561481
SORL1	0.319927674199766	0.226527661972579	0.325647724652135	0.321145273672587	0.451013128826244	0.234132738037083	0.205227772399306	0.254426727017452	0.580099742400492	0.448542454172182	0.45400415421375	0.338272640529781	0.249204662149979	0.457781759810471	0.11215498131387	0.325172906425206	0.175216082440841	0.288360026525231	0.444969382631658	0.303039288021974	0.232817742724832	0.567308558651774	0.35639434861937	0.0798565200483751	0.256795903073995	0.572242591740077	0.326076760334526	0.597153254025993	0.628196667105734	0.767471108975114	0.33329446192274	0.245053678089484	0.22501995887934	0.722273574111298	0.219695292142403	0.40432978797853	0.81958520609805	0.23052039923277	0.0558743511925622	0.473712163702848	0.166249290356169	0.814824533915023	0.696418263495289	1	0.829800958776279	0.465833047756631	0.400288251319542	0.375640792640594	0.407892078930384	0.348169094399829	0.309520920499137	0.375054708464702	0.557851511321462	0.00314940909645971	0.462357400156069	0.492239904437741	0.092923627770697	0.308640465699742	0.82727479880732	0.634164909026334	0.734014737987147	0.792520136089752	0.135757891531182
CX3CR1	0.414729159075735	0.307523964846056	0.323167496646999	0.59584430121882	0.32603797471356	0.383072329147102	0.390389358286886	0.124851251196081	0.520708081241813	0.478609035800758	0.538445913668673	0.492154669796808	0.327173227464882	0.471292555042075	-0.103634122335449	0.489673406862599	0.174736130344792	0.335040873014411	0.50924056687937	0.606500711680303	0.471166563419455	0.539361729206806	0.671978650617862	0.0763674185871986	0.479649016541128	0.608311001778915	0.454276586843807	0.621572157337269	0.723515640107076	0.644652471207132	0.657267943302602	0.543475590012507	0.21503865050454	0.772484767628107	0.373075087516249	0.413922463439516	0.549714746494743	0.532423160663773	0.119283866377145	0.408475419532536	0.414494519883793	0.830864003654662	0.747129212197689	0.829800958776279	1	0.384302206379577	0.564622045598038	0.667205670560229	0.483935960688106	0.675096063603708	0.183778081427892	0.164555372739669	0.617255133994001	-0.0937771058535532	0.549034783653754	0.701951165329479	-0.0256747797499873	0.287964623327982	0.780102002323917	0.640225024755351	0.842326429267175	0.589931422560788	0.188628078672353
CD63	-0.0592465655665902	-0.179096027268288	-0.121035843581475	0.0198252585867273	0.452166678879652	-0.0688502226805483	-0.10183891709495	0.0700435277744049	0.0517710492326964	0.267853233243511	-0.00979436820864505	-0.0535663575034859	-0.140782873197366	0.140571754728891	-0.186659085366918	-0.019060578322201	-0.200933298060122	-0.137422071037963	-0.0461351689152259	-0.0136948982977527	-0.106452829806728	0.268729031418908	0.0391531511679279	-0.192647282580849	-0.0847930945773452	0.118791353829866	-0.038254377323097	0.264030100103483	0.388954018737506	0.710270177799319	0.0392719052170037	-0.0102838313722945	-0.140764264480831	0.446922169948878	-0.145894181522549	-0.12022628473894	0.442609863487509	-0.0378106654090363	-0.173230608759384	0.0764990800856923	-0.0953354376778241	0.503253483065577	0.452077839045025	0.465833047756631	0.384302206379577	1	0.405536387456379	0.0837333335155314	0.648823378983492	0.0655429975586215	0.729271937866512	0.397581012401588	0.143460886530572	0.0970281279685547	0.424408388979975	0.119618910637889	0.0879610180898267	-0.0376935335772348	0.749631823564346	0.695931463257045	0.578242890770868	0.502214533272205	0.285290614037096
JMJD6	0.386905182685792	0.31985232719663	0.26365303546297	0.563350668171744	0.520349501285543	0.39696344711187	0.419612072859938	0.149658010159435	0.450823606797163	0.466679859434378	0.447145510695408	0.454765630343116	0.346484161966476	0.434334862194176	-0.103495588969631	0.401804007590229	0.184985053391158	0.310529606732727	0.41718916379547	0.540161394604762	0.470988951399897	0.456246286054134	0.605534476970433	0.137508961406126	0.489947738222606	0.460366433750282	0.4669369163425	0.436688489966158	0.634811455606301	0.539773512660691	0.576895244984653	0.500568596260601	0.323192767198483	0.678002451578449	0.371630900640475	0.291452752489716	0.135202623077073	0.524684939459755	0.167050409637192	0.364244596233741	0.454978646915015	0.51615059537797	0.638259530809016	0.400288251319542	0.564622045598038	0.405536387456379	1	0.575570160284959	0.588301169998839	0.62089957160356	0.532822730871384	0.229927421102983	0.444465319202604	-0.222529553187823	0.503327566909294	0.551888670161404	-0.231550183662809	0.0693696714664462	0.528563154324551	0.692957212627324	0.618715439783876	0.256462281621133	0.335174708649025
F2R	0.666001475432449	0.681312778781666	0.589274228848824	0.874530669846154	0.434496033165843	0.665116216454513	0.735286581843315	0.226576433312284	0.676863857175019	0.526855436928973	0.729329060484329	0.809717940469274	0.655120812205548	0.653701991175625	0.00663466256306709	0.687751418220507	0.412903581534239	0.641724956717073	0.72646524513032	0.851382871479649	0.804275292118507	0.676404622408912	0.892766877916293	0.356967142255748	0.818088811228325	0.709312235663761	0.754389220618411	0.675678642645371	0.753224473916552	0.463857197466585	0.878301062632984	0.78091564789347	0.390879197419928	0.754663983535381	0.746786006710685	0.624008251986658	0.0581046941114804	0.823886862616418	0.52764684513576	0.413109529941938	0.689417519616371	0.503440388758104	0.695414283851267	0.375640792640594	0.667205670560229	0.0837333335155314	0.575570160284959	1	0.350204676196805	0.880100950054728	0.00799540114177234	0.103034662944887	0.763558586506554	-0.290117963255045	0.606077043072596	0.787475979555085	-0.233374364540436	0.458385607016063	0.48488460410721	0.408314407346331	0.611135918988158	0.160275946705932	0.249639239431966
STX4	0.196683484005187	0.202598637275698	0.0935466331388005	0.314944006018003	0.527130646666393	0.177194723914516	0.234667152460688	0.147814195281923	0.188306059733638	0.274804736430108	0.218326897099226	0.23996947494865	0.170758515045243	0.363571427881415	-0.105391693969475	0.235827175639025	0.190917213703149	0.136904356696878	0.232312215160944	0.38625008123869	0.330198897309662	0.389233864882117	0.31087410857144	0.0507520030904722	0.269150351917564	0.307576196850441	0.175567934150459	0.436312482359224	0.500666357293804	0.64941016091254	0.251526895056087	0.399094694145178	0.120760263464471	0.565577839057912	0.222831302915146	0.215219045894793	0.334889277982827	0.32730798698089	0.170572175589089	0.253642416539396	0.267631701055511	0.504967923249989	0.508059006618068	0.407892078930384	0.483935960688106	0.648823378983492	0.588301169998839	0.350204676196805	1	0.36254278001093	0.411007225458031	0.286591697465042	0.345460499271562	-0.135823191194461	0.553406486437232	0.31741773590265	-0.115291918379282	0.195055944517415	0.639514528908785	0.544588772555886	0.613642260211307	0.416287990114251	0.207348134647369
PILRB	0.695023102052573	0.651693899962562	0.563935755333351	0.894842077730843	0.45283638661498	0.691017425171195	0.781835040634473	0.243434554097673	0.593233686579694	0.488159415955384	0.732049665996541	0.792409978346863	0.632320415366888	0.678815984172136	0.00597125727691546	0.735556247998161	0.391960677957475	0.600680056443058	0.701119732445771	0.865020713705921	0.815994104969571	0.565650078299266	0.914398301522112	0.457607027145135	0.818915644335285	0.601664978137343	0.726251335264933	0.604893141636147	0.710756783554733	0.361343311579815	0.945265961381485	0.787386431999939	0.376629991097565	0.726780616151457	0.722203079961064	0.568254486146331	0.0393128731011213	0.898676226124085	0.471064998348242	0.478506198821705	0.777715567460372	0.527216597372735	0.7087993613639	0.348169094399829	0.675096063603708	0.0655429975586215	0.62089957160356	0.880100950054728	0.36254278001093	1	0.0359559085063113	0.127523728136807	0.712220251648764	-0.297244591326354	0.575744142094351	0.786179790290066	-0.250004225964069	0.268727456264043	0.427832953368607	0.358795452792114	0.605800118437782	0.176491053027312	0.32467296109705
MCFD2	-0.107060352576756	-0.258239993978349	-0.0869561146590228	-0.065867393920901	0.408838003310924	-0.0440168228892056	-0.157172204356249	0.0596504794428629	0.0405857688294096	0.213760834018608	-0.0430920768154477	-0.146010831750037	-0.200252326502512	0.0958931288972341	-0.158722688625792	-0.092664917112623	-0.344181684060417	-0.266375186005249	-0.132451016357504	-0.142099878271952	-0.22898743938471	0.188976222731104	-0.074825341131268	-0.065042453418378	-0.202226580160734	-0.00767329684321873	-0.140276406034339	0.0475218744366209	0.19056792772312	0.503396848545195	0.0152261725646961	-0.168641261877221	-0.0706344764823696	0.323540935943786	-0.234977515628148	-0.230848083550048	0.296401072500225	-0.111541019200156	-0.250293616002418	0.207373442100898	-0.130706052237283	0.294464034793357	0.294446546210207	0.309520920499137	0.183778081427892	0.729271937866512	0.532822730871384	0.00799540114177234	0.411007225458031	0.0359559085063113	1	0.386056298396091	0.00597886933206374	0.15108891097958	0.202155472720389	-0.0457775914332362	0.116722896750817	-0.111569542290068	0.473810541972682	0.669159418143842	0.403783146598133	0.305643863006062	0.320950646107331
RACK1	0.58410430070692	0.378212807052354	0.615412428534082	0.110139021342856	0.778976275272233	0.510613634575213	0.402540203043227	0.897304756091502	0.380444426852428	0.657785570579364	0.521641883984941	0.381843159500699	0.506259942083294	0.681619010527551	0.721429837523915	0.542684379063582	0.434894037462055	0.4863729179878	0.521800650529337	0.160111945330159	0.277093768898013	0.70093330967687	0.149414707882016	0.662396875218156	0.203962314424268	0.350772713058137	0.261324356210994	0.615034780424431	0.489948323572218	0.462170966339622	0.154532860499535	0.244668198574756	0.467817111235937	0.528617018347444	0.335606926366006	0.462051806789547	0.651317703778578	0.323435554832018	0.0603428709872681	0.0704266135671205	0.310491191371661	0.531826931930896	0.388870149516054	0.375054708464702	0.164555372739669	0.397581012401588	0.229927421102983	0.103034662944887	0.286591697465042	0.127523728136807	0.386056298396091	1	0.538229647236312	-0.414293185848043	0.64896500702141	0.333746935042113	-0.403536105311264	0.255591699218925	0.494098197366827	0.30940328779268	0.276174722882408	0.676558904302637	0.786632084201783
