""	EGFR	ITGB8	SDC4	DPP4	CD9	ERBB3	ADGRV1	F2R	CANX	CHRM3	TNFRSF1A	KLRC2	THY1	PVR	TFRC	NRCAM	TNFRSF21	NOTCH4	PTPRZ1	CD99L2	LRP6	SDC2	LPP	CELSR2	PLXNB2	NOTCH1	SMAP1	ITGAV	KCNJ10	CD47	RACK1	INSR	KCND2	LDLR	NOTCH2	TNFRSF12A	APLP2	TSPAN5	EDNRB	NECTIN2	PTPRS	FGFR1	CD81	PTPRA	SMAD3	AR	IGF1R	ROBO1	ADORA1	ITGA3	LRP1	PILRB	PLXNB1	IGF2R	RIPK1	ADCY1	CNR1	ITGA5	TRAF3	SEMA4C	MYLK	S1PR3	TNFRSF10B	TSPAN12	SLC16A1	ITGB1	TNFRSF19	LINGO1	CNTNAP1	ACKR3	NGFR	TGFBR3	ADCY9	CADM1	RXRA	LRP8	MCAM	TSPAN17	VLDLR	SIRPA	ABCA1	SORT1	ADGRE5	GPR37L1	GPR37	S1PR2	ERAP1	LIFR	MCFD2	SLC16A7	LRP4	STX4	AMFR	TLR4	DCC	GPC1	APLP1	STX3	SCARB1	CD44	GPNMB	NCSTN	CD63	LRP10	AXL	SORL1	LAMP1	NRP1	C1QBP	RPSA	TSPAN14	CD74
RIPK1	0.923881433912746	0.939086020730638	0.568834970670038	0.732302715400373	0.831100224992754	0.795285297014578	0.578985323296101	0.851688583590343	0.925236274982679	0.908372147049681	0.851052819108312	0.842280589935809	0.861442327700838	0.884931765164772	0.864903062606066	0.912019381286089	0.908411217923423	0.612210418429057	0.852662733682391	0.865562027129614	0.894196085820957	0.839227637533837	0.930000406771465	0.897447522918227	0.828200185306646	0.842622813299085	0.920546366206286	0.899495539310577	0.667654961471113	0.924640959215733	0.805180373027941	0.621867833507702	0.785354867995662	0.854727415028284	0.885121347522339	0.645816140046164	0.912015070989877	0.877445209085622	0.76138526658313	0.823816909022532	0.825814685202202	0.93053237827245	0.878908254388325	0.907186924807578	0.708028083042057	0.910081775369859	0.667699829434603	0.939193921873824	0.846186598185592	0.873500728703463	0.873471003201899	0.873854543550213	0.772841283308931	0.8853970549585	1	0.84108241585003	0.722300038913265	0.786025815125002	0.782229988956762	0.798958665127523	0.206555307113895	0.471015832220952	0.66282012788076	0.902217675538591	0.657650062153378	0.86855897794954	0.893695470025366	0.783090941195846	0.836891591421415	0.783225618071476	0.545391298776101	0.774757375318763	0.894917986476733	0.908849041362769	0.809077306002717	0.874387506150641	0.79786220655411	0.851469157922907	0.594439813006237	0.708793748120686	0.69538602326094	0.881844393556854	0.856255320376946	0.711234104250429	0.846353217670115	0.856880320083126	0.849746332891063	0.84268734752489	0.915247461376732	0.903728063889749	0.82517901255983	0.814269658313773	0.904032670916595	0.818972215755165	0.768012741127079	0.78286445045659	0.80821190864073	0.430255842639937	0.702430037948234	0.477160253437842	0.598067873189193	0.916995601127108	0.869469292686778	0.88808147799019	0.774428019675889	0.694702228877416	0.905899112573841	0.717780715965705	0.868003478473088	0.791932472321374	0.682485369018039	0.426020337284757
ADCY1	0.903494661919195	0.914690322769596	0.311512421664102	0.563671230640154	0.786721689810466	0.887036309649134	0.556164316845175	0.727726526753397	0.841195101641112	0.911518554242022	0.707361264603192	0.905600907541015	0.958299653875925	0.890408597052549	0.792105971310898	0.848634382387944	0.943052362364944	0.548143493160691	0.894341589763591	0.87646138865915	0.858867257839372	0.750370396602929	0.819816462868598	0.907521664321941	0.759037955504437	0.850523566468066	0.891293968954769	0.879785021134738	0.745761892797096	0.845654348977322	0.691929173491406	0.616873080295176	0.8727744971057	0.843727540887765	0.858076814198659	0.477446845023896	0.858267764197658	0.881537883705523	0.755001795491194	0.793676930205806	0.843565575420699	0.883025765471853	0.896150097708859	0.911789635706055	0.663199317130601	0.858974638479754	0.457240012643093	0.892921712270416	0.870786209878541	0.805657142600756	0.932889111988396	0.861990024153344	0.776494495331332	0.821970513816088	0.84108241585003	1	0.677046384997654	0.615042551095896	0.81627673025733	0.712483186201996	-0.0577304662896066	0.162336888741411	0.456435573553277	0.837201340233307	0.436570178577468	0.76962413716637	0.8564358295855	0.951882666016063	0.756132198366401	0.891201311740892	0.629427420936541	0.675732650352953	0.866938770217608	0.870325491828574	0.71868075547653	0.934792681589982	0.77185361177141	0.825883125506134	0.394025091098752	0.729286653396688	0.462589743204407	0.836435717127516	0.927635097509044	0.841738654278973	0.882436919493384	0.888612891687035	0.784141201038601	0.85827008573541	0.799975672962268	0.888706822451879	0.877872821426234	0.640496520881179	0.858119952518557	0.743857870181842	0.877874164191028	0.643345153259478	0.885586271209474	0.318880763975144	0.517337843449516	0.164968153992049	0.335096585961979	0.823697925122891	0.822225760896636	0.795225243361633	0.738583366734651	0.634953971007066	0.887909695407388	0.538068634840889	0.873850222939981	0.755489545456182	0.708638430544394	0.424047871817717
CNR1	0.680128143895937	0.790230371477111	0.450565369974092	0.562863248917058	0.735996333606838	0.775276460667242	0.545037958573792	0.797377605322669	0.735495583787046	0.689386727636729	0.792109207482073	0.600873216029243	0.729331633611942	0.767866228106794	0.589110933965359	0.856979921576336	0.792438674029427	0.4409615184638	0.721277612360467	0.790306441244554	0.739048442347539	0.724852884136835	0.801198334878951	0.787229341872228	0.769712287757966	0.740386127439045	0.742537223985079	0.785603576195931	0.575241342923608	0.762331293743825	0.606554267648619	0.7155594589825	0.617701149761337	0.647654511380516	0.819282978700991	0.487184987224639	0.799643145314354	0.693676677910532	0.703243758576395	0.782162804283283	0.664391894673286	0.721952672975311	0.791815572865457	0.784528120140285	0.797036085645555	0.74383940137195	0.694155426788066	0.794862424488878	0.753980368645256	0.760299992817503	0.755528732543032	0.715648417817854	0.767745806106204	0.810035686257951	0.722300038913265	0.677046384997654	1	0.692440768002427	0.698208313191505	0.783690723105045	0.129929695226485	0.279852663878035	0.404328857618496	0.65603763164253	0.521760900330572	0.73993140056835	0.818125975675326	0.634737231167578	0.832837807654998	0.692514483144183	0.574041038253921	0.708162429105332	0.690787490140519	0.847681668016601	0.731438246918546	0.651138457773818	0.707715373759157	0.744411981989672	0.512326815243067	0.708116074736008	0.777815330615262	0.836210849455539	0.740357622431933	0.628763922631316	0.779158783656552	0.735055930216782	0.834477462109227	0.77662256710361	0.757723979978411	0.693234537592728	0.702002137268845	0.588815340597579	0.780170400711105	0.713659003596222	0.681286364037477	0.66526739546751	0.71847688535901	0.449012184985306	0.597037413963073	0.492516139862155	0.446453827534451	0.844015012637241	0.71101897079065	0.833390011872406	0.79988297688792	0.81864420778523	0.823430438798478	0.611671030000941	0.668951873916437	0.586857199521774	0.701598090010967	0.365658266073132
ITGA5	0.767386467062251	0.750964610253868	0.766932829993512	0.823454886274919	0.82236239391213	0.602231007593461	0.416722132559169	0.849658217080971	0.852894059978584	0.772216789516076	0.87819657691588	0.57312061004206	0.624706082745463	0.745005331161372	0.830428664831306	0.794276256583315	0.695722226237815	0.648742931862574	0.610066619507321	0.721822116708256	0.754083103767222	0.777156603381016	0.861715618041277	0.737540512888617	0.885170961347422	0.650354464559507	0.786082739214193	0.707519256866942	0.420460352500239	0.866199129007921	0.828677763713981	0.703556812061252	0.538791055432392	0.75502818835019	0.780779956289644	0.815374521660313	0.846757852350864	0.731408271056247	0.56168707421856	0.864724535761922	0.647281252050723	0.828369999296326	0.717045964423437	0.748094039125291	0.706045130942587	0.727429100813271	0.852831575272453	0.797157752220129	0.648337590596567	0.8745229993955	0.67786317581645	0.738432884240603	0.665248817466032	0.791483725438865	0.786025815125002	0.615042551095896	0.692440768002427	1	0.723098291631129	0.827782494718431	0.554509941447908	0.700191850959459	0.798482185882477	0.665585435206991	0.833997346492281	0.921140197700589	0.82399489836586	0.511854500993228	0.690769147587442	0.552430192447832	0.397281673790273	0.76349724353262	0.709447340157301	0.775189268642762	0.873238979585347	0.663847914747627	0.696339649866987	0.775522389603528	0.773710226304783	0.577456233194241	0.827292490894966	0.799522787442442	0.690061401074874	0.475031248539486	0.6454558185689	0.722967271560913	0.790292676995316	0.662962381977685	0.848584144841305	0.701421017632302	0.597768992951272	0.893707326525249	0.779097545938303	0.775335658909661	0.604752095138755	0.863158102996355	0.652704687658796	0.513369525707383	0.848050101267093	0.738297850251227	0.789496662627351	0.871046192268923	0.831721905382278	0.85186841185411	0.739591141564103	0.720919671554003	0.770547391972425	0.897366492611818	0.735085430465026	0.740879757606138	0.700733609451606	0.39966246809607
TRAF3	0.854560565845725	0.843088070028487	0.545474983580219	0.640673236529281	0.799987742882157	0.742138120115542	0.502765778271275	0.762506788018021	0.862980184480396	0.898909693006089	0.782748815208257	0.739934973258017	0.807603143652331	0.86124746970586	0.81954687769012	0.853344884341828	0.809649692852983	0.488703880861223	0.778230230395326	0.80787126486882	0.821356168606075	0.784576702721286	0.873329484525517	0.841291046189995	0.829923723050367	0.747177271358894	0.860873492648401	0.808156454153487	0.616996460656517	0.862078982511851	0.770157718056774	0.609363852781904	0.708858032897453	0.864479964598985	0.816129160085678	0.676085849259444	0.867219563892165	0.876126017835552	0.673998125465669	0.877982582907137	0.842901855563205	0.882560379298181	0.81642462507588	0.849949588284247	0.739807437454164	0.815473038108982	0.60931757610968	0.873424479366498	0.787714834056786	0.863252883430124	0.79720665952813	0.789795541129522	0.682800948295082	0.763169814928356	0.782229988956762	0.81627673025733	0.698208313191505	0.723098291631129	1	0.797885777188986	0.265570329667303	0.387567091167349	0.59500448743269	0.797459531198872	0.610385810968135	0.879127196704047	0.879853967487794	0.722556272742561	0.668083998623998	0.751905691927057	0.512798981904848	0.670403177549353	0.766607389618043	0.846452711590472	0.870621184918131	0.819762641210986	0.677321813022795	0.755861042728571	0.668809391353946	0.641287309188923	0.599271144050002	0.82831273262965	0.860185210193767	0.648975428201533	0.766540112112862	0.82982185635361	0.776998094907092	0.758018464160518	0.834283347697608	0.747008079202086	0.756531807747943	0.787702227050995	0.76564506804209	0.836830434203584	0.779534336138536	0.778820440811723	0.807438091023339	0.304959972385127	0.613256865515813	0.453845384620169	0.468871294744067	0.800135546207549	0.876660830343713	0.854804782484664	0.695689989192025	0.62470674769383	0.845165215701578	0.661151471548704	0.83904366539989	0.786358259729687	0.680348145461122	0.416768299864559
SEMA4C	0.821519089626511	0.845145881093922	0.604479509842638	0.696430598446141	0.859882670867473	0.771751062475794	0.675044787160897	0.913268672714864	0.881851070806802	0.829221411593801	0.869983898713141	0.720300516377022	0.743967904445797	0.829556423968637	0.793393111695638	0.912384008547241	0.80734200645183	0.627697031146605	0.793847782122455	0.807613861422664	0.829270648141172	0.844325714336799	0.913780057206784	0.864788435496734	0.900455436575269	0.813527251873104	0.862482240337249	0.861187569486945	0.683013791314307	0.886733930397254	0.768097090828017	0.760366039372967	0.721355256675943	0.846885350279648	0.90203760871594	0.66850052522743	0.916100701737359	0.810306871429316	0.80118269450534	0.9005221921703	0.790636051431951	0.856448765017284	0.87057875824808	0.876492459214918	0.82795583775198	0.844648760278909	0.745217513020342	0.881253395641254	0.832471698543523	0.862961271809218	0.811336709233777	0.826756462857545	0.834572896162183	0.845423017866694	0.798958665127523	0.712483186201996	0.783690723105045	0.827782494718431	0.797885777188986	1	0.382839459665232	0.488041967467675	0.615056581785816	0.808457045325284	0.67394096872051	0.892111359843105	0.90373489543955	0.663371123053918	0.758655668826168	0.711664718307277	0.661031131007944	0.835305988065028	0.806282831196839	0.898341409437922	0.893139975389335	0.746207680071	0.766894309501404	0.781250118361575	0.719090267456677	0.793099278177686	0.753647605273326	0.901562081019324	0.764870850356981	0.707491279080148	0.832638948213884	0.821752043889385	0.875113017309601	0.841228930734129	0.87605231729355	0.774001872815864	0.780227112689176	0.840947831728152	0.819993977638207	0.894696088132041	0.732834541158246	0.755422619747046	0.826282514205022	0.493652951524162	0.744100964503225	0.563525595106265	0.570688063315067	0.891559611756692	0.857901087874903	0.929803030336685	0.848747869350247	0.802266445484899	0.881430340375727	0.789847768298041	0.777700493945754	0.731383893577403	0.803355092893759	0.441809565322851
MYLK	0.209559410425994	0.0761265054629303	0.794445720718512	0.589270879552069	0.454694029581812	-0.115270320787448	-0.00550819558610514	0.359096447873926	0.354585090904942	0.200497036404266	0.492118572259121	-0.111341713834312	-0.062770207298788	0.0975839359151443	0.424995528086278	0.181873930177539	0.0151653105491111	0.116136051551364	-0.0915874881423286	0.109897569977492	0.129494955691422	0.39183873939466	0.319063900586036	0.0652206916470611	0.457375723014569	-0.0424955779865567	0.233936032930275	0.0702689035008975	-0.184876128103423	0.357103435804051	0.570063013400453	0.104300422798656	-0.123784687250517	0.243975221956955	0.198617554214929	0.714701064037601	0.295525418474673	0.194621924024322	0.000777753117466118	0.391108740475964	0.0771351071097158	0.317904857017519	0.107628119245182	0.136507054609002	0.239431568258614	0.1124867091658	0.643706842885934	0.193349506345485	0.0381317731422847	0.417278160532645	-0.0338054037563058	0.0925217407089766	0.0343546809525927	0.190470634161782	0.206555307113895	-0.0577304662896066	0.129929695226485	0.554509941447908	0.265570329667303	0.382839459665232	1	0.848319839002306	0.719920595101679	0.0698995662542382	0.783416177467178	0.434525808773864	0.276093683949108	-0.19245450360045	0.122549882723294	-0.094229413483277	-0.0793206775729146	0.44392859827444	0.147391629011148	0.177756200030107	0.530659115177315	0.00963877707974347	0.0201767743989021	0.167316810172725	0.699403927760489	0.0270392359806817	0.57756320422782	0.186490966249555	0.0641554878296443	-0.214097271694251	-0.0112780948049609	0.151628445636111	0.200755306162434	0.0139471013576486	0.387987510567266	0.0350239199878489	-0.0952963226911506	0.608008151390598	0.218983352158321	0.308916616066831	-0.0687594034108569	0.549976203850254	0.0480009311982055	0.26329685473202	0.700742742815992	0.798801362584153	0.662410977813864	0.303198695516605	0.398590884987074	0.336421001782588	0.225088310795313	0.185692383145176	0.117590173591181	0.605178152961481	0.236334293069771	0.387168997813041	0.103914752657512	-0.0375028071296727
S1PR3	0.4216127590887	0.296909249697724	0.937139167437446	0.821854629420487	0.599311512210102	0.0579783495718002	0.0370670454675811	0.52179413384279	0.534782380303455	0.381358387734133	0.683888897480933	0.0972150804878591	0.150879772443123	0.314274781557962	0.596631738657975	0.372146844503599	0.253446506236604	0.150810983002018	0.077096159566443	0.305533410403669	0.276912284704082	0.551180310324441	0.498022324441373	0.242702889958817	0.60959595856209	0.0915960877022787	0.414237877760924	0.24196970995624	-0.117137552915063	0.540157809867784	0.720135030394322	0.131167251897086	0.0211030212991058	0.397122412231304	0.347539059917929	0.852759589743186	0.456059513069444	0.380741820427971	0.108140173918442	0.532803053717833	0.208443679026523	0.509427829388278	0.274727006830199	0.31766467661354	0.354018451636697	0.301478103895541	0.731535711384526	0.399646228761658	0.192307129439553	0.606111048446721	0.156339269363579	0.242982564426031	0.154344083984305	0.357818557171677	0.471015832220952	0.162336888741411	0.279852663878035	0.700191850959459	0.387567091167349	0.488041967467675	0.848319839002306	1	0.812149647973237	0.270962495627715	0.924739978696387	0.586945632817413	0.469632224139445	0.000817006903744853	0.324945679364585	0.136412095962357	-0.0488580663082982	0.526451035733103	0.321305884739936	0.350559555539108	0.632108367586692	0.215719200378779	0.174110571416489	0.337262579190414	0.777847372610934	0.105873249466453	0.715372020704056	0.322998236181376	0.267784704219046	-0.0854189805806766	0.165007535127645	0.365414437387761	0.327360728929092	0.147054500200853	0.581459585488218	0.251823842083166	0.0583721112557764	0.735652986387323	0.434767695366676	0.414109519690892	0.0241335033305425	0.783336627093966	0.148821962696099	0.28107399229918	0.824213502229442	0.872953888969233	0.746136950838243	0.499799823645623	0.579813932176598	0.510383100426023	0.353784778657355	0.291592853870878	0.277329494109446	0.743047277512586	0.433109786423834	0.543635677323433	0.137609019209904	-0.0163219836576743
TNFRSF10B	0.661150617988789	0.539644372872484	0.831464114586583	0.835410949577644	0.719219207720227	0.294666326100156	0.27113057464019	0.649126067296145	0.751748239345488	0.642890454008143	0.785488730674981	0.372977204535785	0.446495360659592	0.550470160292159	0.794059627627135	0.573713592366338	0.504258664987967	0.457957191546715	0.360793383945565	0.600654653327935	0.546782336750913	0.715958543167707	0.672224355406062	0.500203663197508	0.736517379264321	0.390246767968633	0.653612413686555	0.490985407099401	0.209491961115597	0.746024266922134	0.834998617822774	0.338774676104306	0.31219112143267	0.654957031367489	0.585686264726184	0.820757353546411	0.666453592987677	0.656412662857099	0.370077131264909	0.66406724456653	0.447380499034715	0.729724819146106	0.519458678198538	0.562464417838143	0.518337421099169	0.548239157711143	0.728156651825453	0.630229632289557	0.441119577252808	0.725943006881731	0.43001838462779	0.541614264523996	0.405954652306092	0.570606084424906	0.66282012788076	0.456435573553277	0.404328857618496	0.798482185882477	0.59500448743269	0.615056581785816	0.719920595101679	0.812149647973237	1	0.501197509827661	0.886516939618677	0.755434285357768	0.638869160139533	0.302363520959586	0.452199770148502	0.337410180075275	0.18870152642952	0.697708428042808	0.575535897348454	0.563527790962059	0.788749235031885	0.515437371112357	0.370724547711391	0.554626431520693	0.785996102536015	0.356245670373322	0.719402350612545	0.531212383986263	0.49096631916099	0.19980058919869	0.416468629707342	0.525557115363272	0.566028308635314	0.435756880003218	0.736100495282819	0.5155009548776	0.326065382324778	0.858790217388685	0.650882614447383	0.576153851706321	0.368584211069753	0.8244679230589	0.448809408896616	0.296842517364075	0.830227305175966	0.746123602950511	0.819667693807238	0.675133666985847	0.744484977789257	0.676898375801318	0.494115907256813	0.478680592674245	0.539827229023266	0.779758424974214	0.664192476352076	0.764716632176406	0.412915093849206	0.279831948049652
TSPAN12	0.88988791452373	0.936240738112684	0.388461422517231	0.533674538342626	0.76018433478878	0.842940064913461	0.626842821219275	0.824677396671677	0.872058644610505	0.896729649651329	0.748455709733036	0.911128424624901	0.880265253819861	0.869190857208387	0.768410572545819	0.909337624146816	0.878937059589929	0.62146426541348	0.913625522533355	0.832023477371326	0.895850417541861	0.750824934561358	0.897586373677189	0.907923841987218	0.757810761154955	0.88691364748405	0.899012249034336	0.904295154963118	0.789520401992736	0.848402221301815	0.683546141890831	0.684103888048473	0.841522167649037	0.874871042052639	0.863320692508929	0.508680842988378	0.87767768242224	0.869004384025468	0.80025900274936	0.789884859397809	0.89745807435818	0.873902165584327	0.878993377978152	0.901817249203374	0.718728242367579	0.914162643039142	0.541050852842651	0.916943808089588	0.857672084111106	0.804473890583819	0.900442383839624	0.875650171247253	0.808348844197574	0.825192811021858	0.902217675538591	0.837201340233307	0.65603763164253	0.665585435206991	0.797459531198872	0.808457045325284	0.0698995662542382	0.270962495627715	0.501197509827661	1	0.482465434794503	0.822662909561086	0.840027241842526	0.834027134085573	0.771980238755887	0.772906623388497	0.595895808675442	0.691549195802821	0.865735343777312	0.899778245425213	0.761189243410171	0.892704530479037	0.809997327503677	0.763946235628832	0.528026947114402	0.727851100747893	0.52924960967798	0.870912202021171	0.854880424750241	0.802140238136259	0.868778907589008	0.834180396431109	0.852529856418474	0.874600274895262	0.84700176591598	0.895989987758896	0.899985487185603	0.732502579994158	0.819432691956888	0.813453691752024	0.816588450190404	0.652003527070023	0.869453914866599	0.339686611581995	0.545083488829176	0.295164256520606	0.398557949112635	0.843206283255901	0.809171535936054	0.849059500068056	0.746173040672991	0.642092458465505	0.894643787041815	0.613283087052071	0.824031215233113	0.713999641220958	0.727398744508183	0.4789540482937
SLC16A1	0.651782797601115	0.553426807628457	0.941505514053917	0.909978671763598	0.801664604851581	0.321817053608418	0.233559515311801	0.723423655003023	0.749038714820128	0.628205334713147	0.853322115298384	0.33507929419046	0.424757900574318	0.557065083053543	0.762099154077872	0.614174633258949	0.520006409464545	0.317022523503525	0.342924872415762	0.556342561856483	0.515414194218801	0.752076279868731	0.715272081668345	0.511548697326171	0.807641003255471	0.351913981694303	0.651700458422007	0.500875943260579	0.133548196515453	0.751684063222685	0.875189992225616	0.331747239972986	0.287048994444126	0.622218452780563	0.596840733098425	0.901672125813281	0.69104608850735	0.625620124786171	0.352577451781559	0.737190701409135	0.44321128533675	0.736680548860682	0.532783202176821	0.572369526894032	0.536859484103502	0.544548824978636	0.844294614661389	0.638632625956207	0.447049513748561	0.813080578798258	0.426074398892037	0.497405432958966	0.401025592854906	0.583600173539468	0.657650062153378	0.436570178577468	0.521760900330572	0.833997346492281	0.610385810968135	0.67394096872051	0.783416177467178	0.924739978696387	0.886516939618677	0.482465434794503	1	0.768931151171641	0.701148767491658	0.276384557068351	0.53871170370713	0.373317806401734	0.166102533487588	0.726861894965355	0.562916291528365	0.603193752759337	0.820027274160339	0.471928485223234	0.38726933459734	0.579613689183557	0.822662057561792	0.350575845267165	0.834282428756044	0.569516856566	0.506843771382609	0.179530758500402	0.410414297839082	0.584210245296686	0.574436511571749	0.419354853638072	0.779459191941572	0.486144816062046	0.31874890713769	0.865968925141477	0.668461808374422	0.617185552010892	0.310362835445806	0.902815650064596	0.415177443767319	0.375892175720308	0.939867976527977	0.868058144146817	0.797578397232654	0.732605006640007	0.776900357185675	0.71718914975645	0.590866985586967	0.503486025492799	0.532488176643976	0.869524234785809	0.659608518135291	0.731038391460357	0.384562761152569	0.129779675625802
ITGB1	0.89415782289135	0.876919905939288	0.71323771980922	0.785745171535055	0.874889533477832	0.734185133333898	0.562640837499278	0.917945001098926	0.950318930440786	0.910549866758459	0.886926972534941	0.724836139760785	0.786786926929675	0.883318980408748	0.921542256284316	0.90128854276708	0.830835297614324	0.652022577049297	0.770394658122457	0.855921268635915	0.85918886009719	0.873870688403409	0.942434052628053	0.861666870539203	0.945089907998714	0.783869477290685	0.900487451761006	0.84797845884178	0.590150076646305	0.941632201553228	0.874056418759245	0.729070504369322	0.701800607239338	0.885850524425599	0.876055761605374	0.803533100073369	0.944249459096012	0.891565731856034	0.715183960619899	0.938165155657489	0.798568828414613	0.932580373417945	0.853020944807602	0.883482488029638	0.786899730918782	0.865167287385626	0.75085978010512	0.921119247029343	0.810137226441664	0.941273912472448	0.80324603120962	0.853137809138517	0.763143573562262	0.851917568130182	0.86855897794954	0.76962413716637	0.73993140056835	0.921140197700589	0.879127196704047	0.892111359843105	0.434525808773864	0.586945632817413	0.755434285357768	0.822662909561086	0.768931151171641	1	0.91582088600175	0.674626687400526	0.729141149431081	0.710110220774479	0.549347796946918	0.815998365937648	0.827507159429194	0.892040257021898	0.934884447233557	0.829084694649588	0.794524418642636	0.848690272739277	0.780946612733605	0.696855933994611	0.740085383525413	0.897685267874985	0.836552427177508	0.634265793515507	0.801203736405075	0.85086056483291	0.859249633747021	0.792379230889474	0.934702341657663	0.793077633873313	0.743415490519906	0.904490515988266	0.860594946437828	0.892714179544261	0.734887549048486	0.888571324458767	0.816052894766144	0.44653738929985	0.78608039182159	0.613701482508856	0.660767810427221	0.91258202750334	0.934412928549804	0.934756124327604	0.780069790315482	0.751763022570354	0.891769839188854	0.850443365377523	0.866085300698275	0.850612734101669	0.771852513856017	0.484064049676655
TNFRSF19	0.934500253272381	0.926439216635714	0.613486072945234	0.753165577938962	0.891165427087225	0.8230445128234	0.62635492478041	0.89445487426415	0.94387246584258	0.931409521362327	0.886477456925653	0.792505443722863	0.869999293201318	0.90438088453911	0.887709087117727	0.941417836750644	0.913258395711372	0.561655286264363	0.850622549073675	0.910185540611558	0.889227178082493	0.903032163510836	0.95566363975062	0.928845574249914	0.927702674348851	0.846976934897606	0.923758052449701	0.920294334578017	0.673824910567488	0.937680251875915	0.836900672451643	0.681970457852959	0.811408679234729	0.890721741752526	0.935194722960242	0.694344420803817	0.959440117927647	0.911475820560266	0.800516590932238	0.925571844668057	0.826336543866519	0.948463428578091	0.915788554965843	0.933916687696274	0.802330282019823	0.901597588392636	0.705352069487142	0.956145237104479	0.893673816276314	0.935427491273832	0.883783140842407	0.890361957650264	0.812473075063835	0.886591391717582	0.893695470025366	0.8564358295855	0.818125975675326	0.82399489836586	0.879853967487794	0.90373489543955	0.276093683949108	0.469632224139445	0.638869160139533	0.840027241842526	0.701148767491658	0.91582088600175	1	0.782745079469882	0.81395640011895	0.82568410228755	0.63304906583282	0.831314954543904	0.886316953936927	0.937583419640618	0.901964261234971	0.861380389616853	0.7923773853202	0.888512057195397	0.6739698748256	0.778668695248729	0.731680373906124	0.933153250942736	0.872664406581492	0.738870285773169	0.869999618787466	0.899233658425824	0.882761759831869	0.870254542554247	0.93037697829829	0.845337397573081	0.829788215028458	0.830468968174336	0.897470009673657	0.903254261750041	0.792590738168679	0.822841049826903	0.855914454224095	0.428997295124174	0.759328783092	0.510458291852032	0.552794842324451	0.941933669057282	0.924616769138671	0.939086732338788	0.848596565416558	0.768675179323934	0.926259262855252	0.775302640268539	0.886379927010367	0.834956396587635	0.767254689864331	0.432304637595048
LINGO1	0.84065031764246	0.892795465649581	0.140725668386546	0.404657116756371	0.715992567759916	0.916942324789286	0.59462586115402	0.67013721922847	0.7718092508158	0.85085402842021	0.594927555361533	0.948261003064276	0.945848650874739	0.834686680783922	0.685691763088311	0.819280260894328	0.908575009752465	0.528724570903961	0.934287542681749	0.815748877942535	0.853056515419559	0.647016787656218	0.765595135685305	0.8973124798565	0.656760871792466	0.880603104352608	0.85272072793178	0.867541570027887	0.834717283676306	0.77478189334655	0.571782982022942	0.659409987218727	0.921952603027416	0.807244124531254	0.842580088606252	0.327406860686351	0.797768334875978	0.807547926349035	0.783012024487574	0.708582084889023	0.861488402726379	0.799922528028162	0.88804707609351	0.891469153256652	0.621211627517632	0.833270327742542	0.35945779811266	0.844191495285048	0.869523560191187	0.69946309882921	0.951607458345357	0.845179274843408	0.788425050209144	0.809624627026187	0.783090941195846	0.951882666016063	0.634737231167578	0.511854500993228	0.722556272742561	0.663371123053918	-0.19245450360045	0.000817006903744853	0.302363520959586	0.834027134085573	0.276384557068351	0.674626687400526	0.782745079469882	1	0.737744663286081	0.890047584889506	0.685855603491141	0.612208519664684	0.834841157095567	0.847133307896962	0.629479592952314	0.921365369568343	0.761299126883731	0.773976202907746	0.260928387012772	0.766014812319904	0.354533096224484	0.818460552829474	0.905177956863344	0.924533156080516	0.88686928991299	0.857154281392264	0.785620076331122	0.885486974691241	0.731448075212354	0.884121477076092	0.937718984474984	0.534208458130761	0.788244602362703	0.684616354213172	0.904038080027169	0.48465673674061	0.904034596743553	0.328207596585543	0.395158745582495	0.00971510783114964	0.225856050532532	0.764708987172097	0.721923150694492	0.721073826950037	0.719522400701305	0.586663522997301	0.870273964471574	0.392726388097373	0.801643457395348	0.643976359257928	0.707100647054069	0.396956285302492
