""	CD3D	CD2	CD3G	KLRD1	CD247	KLRB1	DPP4	F2R	CD8B	CD8A	CCR5	CXCR4	ADGRE5	IGF2R	LAG3	SELL	TFRC	CLEC2D	CCR6	TNFRSF14	S1PR4	PILRB	CD226	CD4	ITGB1	GPR171	CD69	PTPRA	ITGB2	CANX	CD44	SORL1	PTPRC	TSPAN14	SMAP1	LPP	CD81	PTGER4	NCL	LAMP1	APLP2	CD74	SLC16A1	CD63	PTPRZ1
LPP	-0.00274896862193685	-0.15837623149687	-0.136758092012577	-0.286443723500505	-0.157440951429733	0.0426002429785449	0.0715591657782167	-0.0160167574872451	-0.342291676976608	-0.330327090606228	-0.0102174964962742	-0.243555188263619	-0.0744151151318829	0.763602575479195	-0.311330414522543	0.13240533759104	0.629807793421136	-0.0876161883553891	0.0712561896467138	0.341803302068091	-0.0451560519785702	0.349324933126117	-0.195019860946749	0.404223911494204	0.466277480660478	-0.133234643596117	-0.21506673326287	0.72081267832503	0.472091879761236	0.739536223362347	0.52150118217691	0.285625382318967	-0.0950667497344044	0.482528101418331	0.531813287536544	1	0.805966562276535	0.0217141135567107	0.446564441005962	0.566487092619293	0.782250956825402	0.53338059538632	0.635848012556647	0.731982536877434	0.805938081853081
CD81	0.106572507218328	0.040437601869135	0.0422172407226507	-0.281402375144746	0.032258265713812	0.172534714033667	0.177681803839933	-0.0244538756509967	-0.289580075609372	-0.276704158412492	0.135506981688996	0.0636558793100625	0.0572160222265541	0.74610691459758	-0.114350701837831	0.184260587911499	0.708396911529376	0.0329049458191418	0.185004472017818	0.484457457603496	0.0923858699430306	0.166015238867504	0.05037689737384	0.501694813365452	0.663865899333288	0.0777226762385064	0.0145964328036348	0.777062378607181	0.552106080758618	0.883238173140098	0.770795815618981	0.439363836984309	0.0760751909502819	0.545889794098837	0.725345712309017	0.805966562276535	1	0.17977790120559	0.719931378687917	0.667638255419528	0.806579583790594	0.503429484951508	0.664937563512182	0.890309599891389	0.728924802179006
PTGER4	0.942286728317504	0.905002267038907	0.924372651534508	-0.233784795163992	0.91039485855626	0.918759048237624	0.838117963779055	0.261328730251706	-0.113227638840471	-0.174690100704927	0.603839560891262	0.777811918328635	0.711808419647907	0.486909790309979	0.298070484923015	0.803783360802108	-0.235350275809124	0.871146417963374	0.830290121763565	0.799123579992846	0.943397395504009	-0.287013255706746	0.792182087395445	0.754249870572967	0.671060565821528	0.922739098792537	0.800608095349676	0.27369455099758	0.0634711012865129	0.0371613722467111	0.520710773388032	0.717497770694618	0.901442234604946	0.497531251405521	0.580541075047753	0.0217141135567107	0.17977790120559	1	0.235590229764258	0.034204736744806	-0.0767007679099024	0.14016442157125	-0.115297789884669	-0.117546602370866	-0.172048173659772
NCL	0.149082489082382	0.0732300953218166	0.110368693212369	-0.317887922610746	0.0730363431650886	0.155183417427603	0.118779303963883	0.0447916852169339	-0.256520499802468	-0.353033676082127	0.0387926863859382	0.0721984412135057	0.12457956881172	0.508565175311118	-0.066425825334476	0.0947899196091589	0.816874530763628	-0.0188649986392163	0.114349630766618	0.300753169739582	0.135145958048676	-0.1139309660111	-0.00676257825634629	0.295477240701448	0.489091555445796	0.113002150560757	0.148300315235644	0.704763936772034	0.147541735091781	0.663000958132127	0.611079069166284	0.250104087008093	0.0340265955956718	0.235838785361952	0.723728291296017	0.446564441005962	0.719931378687917	0.235590229764258	1	0.452424913815814	0.487850605014541	0.141496738870005	0.728413984353529	0.720229605855085	0.553140617283123
LAMP1	-0.0643981456076949	-0.0685971221641516	-0.0600955638319859	-0.0170032408389041	-0.058155674859756	-0.0820865911710353	-0.00206473678175059	0.118350862758334	-0.0322942577579575	-0.0753117778043065	0.14514245350505	0.0289670179100282	0.0544854178619701	0.676508049381336	-0.0170688850281359	-0.0931598154488565	0.399082790024252	-0.0158848773367921	-0.0999111095987792	0.487394919955587	-0.0446443875897754	0.170057506920254	-0.0535662642466478	0.515392807148805	0.656959161448512	-0.0513770001447196	0.0189908458470136	0.340366386997936	0.789407885335409	0.866941693275251	0.762160001357619	0.46721430073696	0.0294756060861093	0.64966783430673	0.297332352914605	0.566487092619293	0.667638255419528	0.034204736744806	0.452424913815814	1	0.906606565702464	0.531826126721129	0.190129397682002	0.728134062988232	0.290768225909176
APLP2	-0.14447139075642	-0.237529759163425	-0.225858415446297	-0.209111053181074	-0.237625409476896	-0.0943742860672367	-0.00880746251007661	-0.123805988102367	-0.29717512922679	-0.278557428030788	0.0465449967011985	-0.205363532677192	-0.123459517400357	0.74677889151949	-0.290767221481768	-0.0366780943474333	0.579045355878538	-0.169136245243771	-0.0685780949030844	0.405249890118474	-0.155010528633829	0.266051119842716	-0.210149592938261	0.489569472774574	0.554756273077056	-0.200387023888884	-0.236653963995862	0.462946851543276	0.789085032081798	0.945388917118213	0.717290296102676	0.376447531458514	-0.145760600633201	0.573849785769717	0.426496430876409	0.782250956825402	0.806579583790594	-0.0767007679099024	0.487850605014541	0.906606565702464	1	0.625664671300519	0.39457818978027	0.869091281336337	0.51053323265522
CD74	0.0739545873275184	0.0570499722034605	0.06379875465963	0.0284916446661903	0.00762265001606035	0.0863474315178418	0.102614021952272	-0.00413192048710352	-0.101200566897684	-0.0281609012180286	0.280331680786608	0.0977018718493117	0.166187521259819	0.653828561626186	-0.0799262952591091	0.138360750668997	0.0951344426012279	0.155741321440958	0.0852656659643463	0.490930022468585	0.0149434534428936	0.349570938306294	0.0998508059762822	0.542929025151558	0.583299383081719	-0.0251238323602543	0.00837274019448335	0.15456632052678	0.856235699071581	0.482134645324358	0.434148122289607	0.603014738102927	0.170208244135273	0.779766238453801	0.197694153819724	0.53338059538632	0.503429484951508	0.14016442157125	0.141496738870005	0.531826126721129	0.625664671300519	1	-0.0207720734587648	0.321478150178943	0.136535490786099
SLC16A1	-0.139404962006668	-0.208733782487441	-0.201495819714807	-0.350392169317035	-0.220015975785953	-0.109291251393338	-0.0790942204697027	-0.0167155722335287	-0.294739322472083	-0.322777054978595	-0.116605352656717	-0.305038773138194	-0.118780732079042	0.345310725778424	-0.195602164736467	-0.105139079773468	0.897194103666667	-0.26275970622678	-0.0898809606241748	-0.0962849710477015	-0.167902837127968	0.0852413591628042	-0.22223514314918	-0.0548812366333898	0.139427373034454	-0.217419684920955	-0.256846814872419	0.850987964562782	-0.0961545037684526	0.533814130356807	0.226801759758185	-0.0690466188129627	-0.286278266363921	-0.0283341399775452	0.526731688144726	0.635848012556647	0.664937563512182	-0.115297789884669	0.728413984353529	0.190129397682002	0.39457818978027	-0.0207720734587648	1	0.685837127098207	0.88645840275236
CD63	-0.180685345514421	-0.285293949219761	-0.275626301750916	-0.330269531267207	-0.278823141286447	-0.0865008682511689	-0.0325635442997064	-0.208560987179224	-0.387062096467323	-0.380401683698388	-0.0835324775261788	-0.242336580459736	-0.220495643944264	0.58264021119936	-0.335562800800771	-0.0466166325165193	0.817904507629339	-0.283416400371184	-0.054375242290643	0.255644783359141	-0.186608608855302	0.152238115953533	-0.259115704647954	0.309807996512066	0.407016299632653	-0.206303304639496	-0.263524396307	0.635727671258445	0.490325636502372	0.933910452520394	0.676142571040723	0.156625945252932	-0.25762967753659	0.277515651581151	0.60304839050466	0.731982536877434	0.890309599891389	-0.117546602370866	0.720229605855085	0.728134062988232	0.869091281336337	0.321478150178943	0.685837127098207	1	0.689446967688592
PTPRZ1	-0.207920493510712	-0.285455513510129	-0.270782554794662	-0.224525828138216	-0.28596380144961	-0.174494585148802	-0.173583113412951	0.0626971411999633	-0.229414487709578	-0.25316611117924	-0.165743499090612	-0.300253484823849	-0.182209372023746	0.411812496613005	-0.209535256970457	-0.142671950407632	0.81218009817108	-0.294301105172006	-0.154573435038201	-0.0452096830282185	-0.222911797743836	0.211625145802314	-0.304045129508403	-0.0370591847509772	0.209018132345493	-0.256101272047318	-0.252240171620793	0.820468312957052	0.0647523789504905	0.562809795721804	0.25694209664253	-0.0292196177086199	-0.303160452746878	0.138896525172266	0.457710592153065	0.805938081853081	0.728924802179006	-0.172048173659772	0.553140617283123	0.290768225909176	0.51053323265522	0.136535490786099	0.88645840275236	0.689446967688592	1
