""	PTPRZ1	SDC3	NRCAM	NCL	EGFR	NLGN1	NRXN1	F3	CDH2	LRP1	CD63	SDC2	DDR1	FGFR1	NLGN3	SLC16A1	PTPRA	TNFRSF21	TSPAN12	GPC1	APLP1	APLP2	NCSTN	NRXN2	LRP6	PLXNB2	SDC4	LIFR	FGFR2	NCAM2	DAG1	LRP10	LRRN3	NLGN2	TYRO3	PDGFRA	ROBO1	ITGAV	NOTCH2	ITGA3	RAMP1	LAMP1	CD99L2	NEO1	BMPR2	TNFRSF19	SLC16A7	MET	ITGA7	INSR	MCFD2	NOTCH3	CADM1	PTPRF	RXRA	EDNRB	NGFR	ERBB2	ADORA1	NOTCH1	PTK7	NRP2	AR	ADAM22	ITGA6	TMEM67	CHL1	APP	SIRPA	BCAM	MTTP	ROBO3	ITGB1	ITGA2	THY1	PLXNA3	LRP4	EPHA4	RPSA	FGFRL1	PILRB	ACKR3	CAV1	CHRM3	CNR1	PDGFRB	EPHB3	SORT1	IGF1R	ANTXR1	CDH11	IL17RC	F2R	AMFR	ACTR2	CD46	NRP1	ABCA1	RAMP2	DSCAM	ITGA10	CD44	CANX	ACVR1B	MCAM	NT5E	TSPAN5	SORL1	DCBLD2	GPR37L1	GPR37	CD47	DIP2A	ERAP1	PLAUR	CD81	SCARB1	STX4	SMAP1	TNFRSF1A	RACK1	ITGB8	CLEC2D	CD74	AXL	C1QBP	JMJD6	CXCR4	LPP	TSPAN14	TFRC	GPNMB	TREM2	TMIGD3	PLXDC2	CD68	ITGB2
PLXNA3	0.696529873837668	0.716477903344483	0.823853984716319	0.726252866998487	0.40090456451698	0.778746903509358	0.353073023105517	0.828480585800939	0.781416667357986	0.825922308364686	0.739875936886288	0.752357567678546	0.734598074185402	0.761044252626724	0.516314161904844	0.676716718405224	0.80504700515821	0.772855035588009	0.323737045703483	0.841401138093543	0.814624354304156	0.792173630520634	0.79586530645976	0.536980659022153	0.728162692506954	0.817844157382983	0.680683645412852	0.78944821646981	0.588097305888107	0.631426367002319	0.798955745913308	0.806637360711137	0.657812807979488	0.730989803063418	0.677285174574526	0.510647131084643	0.615567023323242	0.783708049495087	0.763620390075015	0.800448630362064	0.681481202020742	0.795090524956611	0.789439371108672	0.796635073525792	0.764373906848087	0.71797334528211	0.772964688753073	0.762627215562251	0.815522228439853	0.715621982049845	0.780927754526902	0.686349401479269	0.759121394613156	0.817907333058254	0.704775884785772	0.302822835980454	0.0685560835204804	0.738435667703335	0.601178992320841	0.752576321463826	0.762224814367472	0.823200194451295	0.660621347030719	0.495798929211176	0.850257986363072	0.763656291396396	0.792722324449466	0.806665816744235	0.794345832509957	0.745927264895495	0.747539479935893	0.616715655645132	0.737758819491337	0.780896939756031	0.637679440898625	1	0.521972876601105	0.718509576214939	0.657371097855882	0.841534058764205	0.773778685266208	0.644479726299819	0.711664747201571	0.719706506789946	0.781460101725859	0.67841267482739	0.308642625323361	0.819233630933164	0.778853773192897	0.700309937283549	0.751572465007687	0.726365021899383	0.772602494318779	0.804221282971491	0.824290583245141	0.787353669964288	0.765427888894199	0.838437113033823	0.712003960413587	0.108897212245645	0.741232962578943	0.806713176007761	0.793977317545923	0.80641426071661	0.678011925225956	0.597191589572906	0.807689300182026	0.547751447029591	0.748997309553932	0.450967388431184	0.811071487285665	0.707599332095242	0.743633121907377	0.745067942855443	0.463693301047941	0.84646124960174	0.810140720125376	0.716099406735862	0.727083229639748	0.801127651658473	0.725215521251558	0.703300529493973	0.530766482647571	0.364589299575731	0.604014646641146	0.686584276822736	0.597635306397177	0.392336613538309	0.811276783529799	0.694005984194595	0.501703867529229	0.380422829761924	0.279696718644997	0.309914821135638	0.390186219281659	0.397874168633622	0.380827002021963
LRP4	0.804273738737883	0.643358341133234	0.542694439324555	0.577697143170124	0.703920636987986	0.733121992932753	0.793476403520548	0.643271950961914	0.752080587066675	0.733328465230218	0.513370160552993	0.561612149326001	0.86261954269998	0.663324137981152	0.763648607512157	0.470996506459609	0.686263321526006	0.703085342615049	0.59337010368916	0.519717481777855	0.534180609564993	0.561916363414587	0.566719567770508	0.565833715641251	0.623183702892736	0.545041441010159	0.316402837930271	0.640168806649641	0.692700914395411	0.797449257786987	0.73473676893948	0.478276270690857	0.72107900071056	0.452452444693024	0.593939212305065	0.550396687288719	0.566281774623319	0.642800119774876	0.537232835867388	0.418118309558806	0.596224358239296	0.56751582284093	0.531787893925054	0.63390735552059	0.537197695777086	0.458598364637385	0.724051500271008	0.514975540551197	0.629993722733198	0.498612203560121	0.490891609444606	0.367097174347046	0.706585926738946	0.576694546099865	0.491076954648715	0.634636033889943	0.498579764408762	0.618583112512805	0.75525451663791	0.665222493929441	0.672816197827504	0.4226012396277	0.762398742264968	0.260102466801948	0.565946743314069	0.541129535069648	0.749470658073307	0.523149651284908	0.5528608375708	0.397273509572033	0.675494549549278	0.544665679657357	0.328549747093781	0.422160418758023	0.347111727668341	0.521972876601105	1	0.617498482646389	0.447216239887187	0.692108498783148	0.652448979830287	0.768399028881459	0.191845909070473	0.600694245833902	0.533970233555747	0.308397141319405	0.70431234792347	0.534787379251491	0.487511932350487	0.684346484321988	0.368347221592848	0.647907246307274	0.482260875741668	0.463585845409839	0.498539039393379	0.408242788711657	0.3383555776113	0.608101836025995	0.307330125413736	0.456018717600213	0.430543941512226	0.465171703368401	0.595422801269217	0.505206889803	0.407221697136748	0.41879782767948	0.552164206565946	0.257663747799811	0.317621538182548	0.814506055784768	0.589964344299792	0.420473366046814	0.570259861272502	0.568637166956566	0.12545827156873	0.541938263662723	0.371325597769993	0.459089124017138	0.615979574827713	0.589094030724467	0.429503661306035	0.781854449234076	0.509553541601531	0.110122236876278	0.274868720302481	0.538125419225245	0.373858445367182	0.123796119396904	0.480461242862911	0.345450836744887	0.269037917198784	0.0976269661060427	0.0164598696075909	0.0450563957052997	0.0996469190516464	0.0881026639891328	0.101386872919156
EPHA4	0.827371943087282	0.781322297195143	0.863613234451112	0.872671357219773	0.626057444269323	0.865182619391191	0.556587204557154	0.88101185652649	0.911236476515901	0.814510508992668	0.841928923587754	0.829575840028786	0.828824036793396	0.872885781403453	0.766438977062066	0.784770357584375	0.916640261739992	0.895258593768872	0.670034150132887	0.813274370251115	0.882996746874673	0.877217236492918	0.773595335312942	0.690066895478953	0.816792310424947	0.770127537819506	0.700920897746019	0.727704138711302	0.515167296642389	0.811790910048758	0.875255914106127	0.819039008596024	0.832339935938153	0.754254163016258	0.795615927630491	0.769770588793939	0.642692744004959	0.843378562498797	0.765351791628525	0.742529742796531	0.854974561920502	0.842894908863717	0.860583897480637	0.820894839724798	0.7837625891991	0.737031466737232	0.882552242022051	0.731503880093475	0.824489974848777	0.722172928626805	0.79510194545324	0.651896596254643	0.894548497904311	0.702337698291024	0.634174667895208	0.44975932492158	0.33872295804052	0.769041955357751	0.780676630470686	0.800970919157342	0.763648933701356	0.800252612035613	0.807724423664963	0.402632770010704	0.761389010946614	0.893353159858253	0.847106955339414	0.857263901770652	0.785527086715019	0.725978708390504	0.795985253644509	0.659051435778464	0.705015577058873	0.810413376349181	0.624727491434893	0.718509576214939	0.617498482646389	1	0.8007359034655	0.814990565374345	0.871903291512108	0.777741620394099	0.618055132286049	0.723587027329094	0.833041741540568	0.5745160121121	0.455890784375434	0.814535855352492	0.816018946852872	0.811020727652464	0.725134063186919	0.772172070473015	0.803105850185142	0.789619807181424	0.820772587535269	0.8116581285422	0.701056480888725	0.856474788653074	0.697513722016371	0.455085818511316	0.696967378944073	0.801563263238447	0.896146874123044	0.771670709817785	0.61236900188631	0.686868613328966	0.881692710791297	0.430224717863462	0.670384798255448	0.649246096902266	0.834057128720786	0.815253757852316	0.759832199754056	0.807010273577197	0.244097042680648	0.7841685912151	0.67079176592887	0.665865536113957	0.854867308498139	0.876641175607594	0.792480876786994	0.838552235822628	0.678404432981072	0.243982412113242	0.588107570721228	0.864906528322195	0.599576506623681	0.348246936591317	0.805129647324689	0.603780208346202	0.260273288938587	0.221253655245954	0.141969662760732	0.180131055137122	0.247581381730873	0.29296090048746	0.261535427070946
RPSA	0.611658103310604	0.717042526359791	0.831822423216997	0.944995486236363	0.468080832792639	0.775695902835165	0.284769626976922	0.759642959796148	0.795234961337377	0.719887793776613	0.960456603061904	0.843386077528481	0.65730837036838	0.866039441864266	0.707927198939515	0.801809154182141	0.853762647709421	0.873491015339733	0.557088616494243	0.820409454900118	0.830928280227385	0.930638809141998	0.741779636060809	0.533798401655266	0.748230138853772	0.767904149391895	0.796600186568866	0.631310565579942	0.358671034445921	0.678207841217757	0.727743476328832	0.883853680356612	0.75896617585743	0.686409466537548	0.676738045981851	0.688815511924166	0.635722435491836	0.898116842761049	0.816944870794458	0.83337496043469	0.884792166318191	0.882524314266787	0.854509587606927	0.784217568383342	0.829060186308481	0.49125579561667	0.802772175396851	0.7087237860347	0.772298189576216	0.778471792544168	0.87007139480033	0.72786773206975	0.840870930863107	0.663750002867542	0.710299235189275	0.286346928564157	0.210216155781753	0.721954680071136	0.707213091305814	0.750736959319893	0.732114374075982	0.833401288349623	0.701238198464273	0.392296430880534	0.761754165066697	0.785454920464767	0.742382847720308	0.883670387129737	0.772859739451139	0.845109611931374	0.681102204304475	0.468319794219512	0.847584767806205	0.85033464686419	0.782920003148088	0.657371097855882	0.447216239887187	0.8007359034655	1	0.70852907012964	0.754003987948815	0.674492206943987	0.805471861774037	0.611660190966327	0.795295647535511	0.630502666076569	0.328973266391702	0.826863107499558	0.813035318164222	0.843897991975109	0.798826005948679	0.79979979085549	0.837535172663115	0.87706473324762	0.912595035270141	0.860828096676947	0.893190538794279	0.874636116532215	0.846472446903964	0.376489797684194	0.598216223159741	0.863803621408587	0.922365727277161	0.751881430839449	0.702204298778961	0.850031186404479	0.897048463613586	0.56403759194477	0.841974660761169	0.443872279881605	0.745431484703777	0.900234090863096	0.79323294014934	0.718790690195118	0.447317603403094	0.820900157701167	0.732713143496092	0.74472339025991	0.935454625020194	0.910306279848055	0.982207969585501	0.719542629688285	0.762542248095112	0.471611878477869	0.740306434429522	0.949409518934262	0.702261611601579	0.580214006935065	0.811430454367272	0.695358191445938	0.369878329716409	0.369278222246814	0.329013187033266	0.377801569815386	0.405629505449527	0.487163206134592	0.455894789750301
FGFRL1	0.820187343355507	0.842378661286534	0.901848153543286	0.772791583723354	0.512896147739868	0.84489262577031	0.508114213141993	0.917658713500327	0.90306923120161	0.878366191621794	0.792695305303754	0.752662559066459	0.867348413336796	0.851010725105672	0.691181303653487	0.706369034094498	0.8809418378103	0.894937329970746	0.498215057277403	0.905918227496034	0.8379204301217	0.825520348751259	0.780523826474348	0.70578894785313	0.724719353318423	0.77808380596173	0.676145318149588	0.856112818665484	0.619218423266791	0.82392575386138	0.876457514083273	0.761068650421592	0.832966961219147	0.730341797299758	0.827567100020243	0.546844029819924	0.598017375740924	0.832508124812052	0.727783020655911	0.832642837905988	0.860866524586136	0.77716168658499	0.844092538482882	0.854478474525255	0.731362209271735	0.718350180471271	0.875099524553041	0.772796559319689	0.826456758056725	0.625222934098755	0.747123454468769	0.595288910839803	0.828394881361083	0.882351215694577	0.609100192210024	0.48605482276793	0.255789590147259	0.858119876819614	0.837660661303323	0.842422380116097	0.783420101603506	0.800141444519065	0.791551801057585	0.412667082439681	0.833934587424439	0.814537045228839	0.880778241153371	0.803448108205016	0.755109314983505	0.691758357672087	0.835196613603213	0.618258638034214	0.639725316301319	0.750172037986205	0.564468656311385	0.841534058764205	0.692108498783148	0.814990565374345	0.70852907012964	1	0.811167682902258	0.822283973038682	0.622669734774437	0.752487987627188	0.826820282411358	0.543049378830875	0.557116343991845	0.776723896296335	0.786590499816803	0.770173099317663	0.68448613570729	0.782772167715751	0.725043265524063	0.793960270400209	0.776186703203997	0.736559344067464	0.698429052296535	0.847820980338779	0.657310698904224	0.225594361928209	0.669142761823003	0.850192097196912	0.84783789338517	0.841414653864588	0.564902812067911	0.680984080728435	0.827659161409183	0.400909170723259	0.663710273217389	0.650114587513225	0.810170689537428	0.665498502819983	0.682355946302069	0.721281288037426	0.296236854885345	0.802855443019206	0.711108129252792	0.634078606982051	0.792530649426068	0.868857621768072	0.728274327521489	0.852577172733348	0.571214556791633	0.201728771123231	0.493163714758054	0.763597540795232	0.509409017759518	0.24970614459059	0.754394557016256	0.56071950333073	0.334274842829595	0.214848008298961	0.119366174432985	0.129444643188299	0.212589356683272	0.257976285649101	0.218817709250046
PILRB	0.883431513182981	0.714131312855984	0.848201879262944	0.874178871295001	0.651930300997793	0.925843949582027	0.598419910244967	0.878192782699064	0.925360474847042	0.893703445089803	0.817087222862704	0.843280170606345	0.865786391517877	0.87769987275924	0.719676596043964	0.755274073897437	0.918932790021733	0.886508533005437	0.599115795792586	0.791511035896438	0.896129011023952	0.882074941921989	0.856794730634856	0.708378511196206	0.854715063097406	0.864472504036096	0.60297713297341	0.777846678391049	0.709324685772402	0.768007392065157	0.902258898130786	0.854353449962629	0.821246219975108	0.818073109908652	0.731256890206814	0.752666138294965	0.740828314991275	0.873615255557551	0.825429641342224	0.708487576400794	0.766957686513838	0.891132179125798	0.84691490107727	0.868852095358635	0.831206713550793	0.731056544083094	0.900673770883864	0.727902057101442	0.872386428196954	0.789736512367582	0.867903208965004	0.713708585361673	0.918627352804294	0.691736155553915	0.776989725330357	0.404589604063368	0.204434428498148	0.745914634135786	0.684830503524643	0.848793777999184	0.866671559951208	0.814399361429725	0.838526690149899	0.556996648215507	0.820744517741631	0.863523983613687	0.896516128990946	0.883430426086712	0.841300474960656	0.752897841017466	0.833112494382951	0.692015489962654	0.750160992718809	0.855282044134553	0.660819201428821	0.773778685266208	0.652448979830287	0.871903291512108	0.754003987948815	0.811167682902258	1	0.787138334148215	0.589395805389806	0.791436009992669	0.846760442618875	0.694018069508187	0.407232623482906	0.873388618219279	0.830446391207141	0.818247281397455	0.761800734792696	0.811223505384264	0.842604592534395	0.784229906339266	0.855837721944959	0.863895916647461	0.702533482854358	0.88648988226767	0.68025381106201	0.431487133475389	0.784405828741423	0.737980433172244	0.888952137771468	0.753813926746511	0.720375549695603	0.622464259047495	0.898169509683969	0.52170240145517	0.719098909119417	0.69079022620706	0.890056536768059	0.835324099672459	0.845449302875345	0.882424445275304	0.365598020493393	0.837160072527082	0.724199977602308	0.742383377769742	0.841321599643096	0.864250233639752	0.769620915657105	0.845274513953145	0.682406500615632	0.33846582875195	0.629055832627579	0.819842406920996	0.655903919400699	0.378305300383444	0.852009371192521	0.701926684841797	0.412859310518602	0.328727551488166	0.231289696883477	0.283382380036311	0.365547199869019	0.375423045660611	0.349226079476302
ACKR3	0.832924956738945	0.788469228893754	0.770373878624562	0.780676628432361	0.546676422714176	0.796541607701797	0.647245174471221	0.799189859521234	0.87523966302444	0.80824558040478	0.715060808852235	0.716239967095264	0.86570762173402	0.852121992610639	0.729370182837263	0.721549864092498	0.838582537630096	0.853295200639652	0.699815106538077	0.736900278690735	0.713781012577999	0.729135637252556	0.655441148508614	0.542725190185845	0.634010991935568	0.676296103835299	0.587923996529937	0.75867604716517	0.688750546361477	0.818492423330929	0.822347489401225	0.656519682214571	0.840471481982144	0.5783447461636	0.686088491354312	0.599837733451742	0.614820429206883	0.810231176426954	0.644998813864278	0.6506164595512	0.81241974236762	0.706453800205948	0.775793974159798	0.761991820328125	0.688106793428885	0.558442530758824	0.842360763756208	0.727317639737411	0.709996970612685	0.57127981901322	0.650545362604995	0.472808641330446	0.790661436814521	0.766730088815983	0.512820636907518	0.544137972697455	0.324949928182385	0.779671799229758	0.863420860597582	0.783048203528752	0.799830819330396	0.614639962150933	0.837482655319698	0.292330692844887	0.677413714240426	0.717891704851307	0.855837766496327	0.684662685979824	0.652066568845698	0.540324231465617	0.773956806954016	0.449419054186101	0.498665246905966	0.581936936848393	0.431355105134175	0.644479726299819	0.768399028881459	0.777741620394099	0.674492206943987	0.822283973038682	0.787138334148215	1	0.454524750308383	0.695379401892334	0.695828463745178	0.431501545611955	0.667842259535526	0.639366853052395	0.672877753634312	0.771714672939006	0.52038554340808	0.759958303336948	0.608981395601627	0.671132255391535	0.671075030286233	0.640554591600418	0.561993241406724	0.767981903178478	0.505179849171791	0.246443065574507	0.581327480250914	0.680914299017333	0.784910182607964	0.709219096197096	0.472714068914209	0.613690388086167	0.719504381760786	0.329239698477488	0.486004057416593	0.68618437628151	0.692062113873894	0.586596680750457	0.665544590000336	0.712012175494977	0.243649793584403	0.659481983214247	0.539917755480103	0.545337543552204	0.765882397449123	0.782999100367213	0.647235249961411	0.853240025899716	0.649915531079385	0.210127510087134	0.477825199823171	0.732025398723845	0.492725218702652	0.277738700864171	0.638391603249137	0.463598987079562	0.292011023254413	0.170634142292945	0.0847589247658589	0.129444484153788	0.172738522601068	0.215946361528853	0.182851730029094
CAV1	0.390898236340727	0.555748637591054	0.752806394197654	0.742607893024514	0.221717042622617	0.575462178914905	0.0233715541878472	0.660349018555654	0.590384930373289	0.561681115505485	0.80810044043708	0.765761598255306	0.434269985328445	0.682774577625054	0.429833511627387	0.709543005186703	0.68420230846004	0.697073134675472	0.209685552962551	0.799134849965721	0.705482604821715	0.770421744895208	0.642653440894272	0.365855304802258	0.625489958277069	0.717880399246621	0.814047967337501	0.629956246227984	0.24887739456265	0.432054410287317	0.582002421029041	0.809619946121062	0.500364347882209	0.643697861221445	0.52898190632411	0.495181450456896	0.557877632161542	0.734272193850466	0.717561852231807	0.866215475713627	0.655764663327283	0.72716634616231	0.737727552374697	0.654433469862291	0.775084839016388	0.48963105563183	0.629286452090988	0.718978076037477	0.669664265493439	0.734682639498855	0.799317039331355	0.803358324513368	0.618866481616948	0.689631777742384	0.655824090798643	0.0682218106233625	-0.0493164681983892	0.616130611253732	0.482429029867302	0.617096327761	0.639797281664347	0.799415201219414	0.46102952629631	0.42578452258846	0.7014218494364	0.689013559036696	0.55579683439617	0.795918977448024	0.618702427656541	0.860937475711506	0.534719103002198	0.353153860651162	0.875674038635984	0.794547131620435	0.820635377202752	0.711664747201571	0.191845909070473	0.618055132286049	0.805471861774037	0.622669734774437	0.589395805389806	0.454524750308383	1	0.530830960827886	0.680830564716577	0.730964565246972	0.103024348241644	0.732965738762443	0.77183295259607	0.671077256068534	0.860838942924446	0.672926566313917	0.785051099253826	0.848867009825422	0.815925776890854	0.816710007821035	0.941792056091784	0.734736024244109	0.878733996842305	0.108343748405931	0.670483697507704	0.819048258182732	0.786948692411664	0.713898240788172	0.734615027643235	0.779296011074171	0.774722110948129	0.433203450415176	0.867502089967587	0.149442556877322	0.640504392581279	0.759233683821134	0.678289251254794	0.59552678035228	0.417334344535829	0.734772167502514	0.78234028655359	0.624381414542081	0.757295920931966	0.772042155207013	0.860770286433304	0.494365704361573	0.604503608854756	0.36564701404355	0.66619824160211	0.74002673702402	0.576673000344037	0.472395587020312	0.81683734820639	0.663743709556203	0.344522033152847	0.273985050475838	0.20838273406878	0.256890800925154	0.306709285828523	0.369509856289535	0.330550690448175
CHRM3	0.808681878587939	0.648432017968485	0.834039607480252	0.716020234499239	0.543285990009447	0.83734603203607	0.446951279661139	0.80713921969295	0.845647735768675	0.860639309544432	0.72817667207759	0.677753124685782	0.822827892489352	0.754709964676495	0.675969340396469	0.627332832423315	0.840936492084347	0.778053026832526	0.352740792113335	0.718668704999705	0.830154886021249	0.788460706727213	0.855480471325823	0.616491451995299	0.816433609607004	0.883089876275387	0.494835884228701	0.703392522123407	0.656778327400382	0.747008772853959	0.794507306919816	0.785720687815525	0.658783386714192	0.722171355093983	0.745192307758095	0.632489797128542	0.725039003062205	0.79038686498512	0.774391926142958	0.642244971647744	0.651766807691613	0.805900564316187	0.757161519350263	0.754259514807944	0.759347117376195	0.723171689868924	0.825424064870786	0.794430276122466	0.882848327735721	0.703610272593026	0.829873799277693	0.614189422212732	0.814020850341515	0.670765672573308	0.701217663817552	0.275624807500361	0.0220866649769317	0.649271556601623	0.625421948262266	0.650426040472925	0.816088023060694	0.81650026871852	0.714624874021066	0.472353009531962	0.778384004484756	0.756809695658423	0.889175909897799	0.790586194484242	0.829162073318841	0.67120235636619	0.645469467393808	0.739877099890074	0.670905257811286	0.758344808613266	0.566960117784246	0.719706506789946	0.600694245833902	0.723587027329094	0.611660190966327	0.752487987627188	0.791436009992669	0.695379401892334	0.530830960827886	1	0.806389422812418	0.671552342740753	0.368539651728899	0.818901959335957	0.842575608118611	0.739835082724516	0.690286129017483	0.828068334277757	0.735726063779127	0.757270677333601	0.74571279600704	0.770351345706295	0.660515418876313	0.791895885045434	0.546854949504466	0.263057499957175	0.725621805028324	0.64013160316088	0.781658320779062	0.79075855117138	0.591554997076169	0.550215756023054	0.757585823549953	0.443049274511465	0.699761449377271	0.560996859751514	0.862722411113176	0.67314557723521	0.791478541778203	0.738124858065754	0.287194178447771	0.75085806036688	0.73436078530843	0.661668306837482	0.705198624905144	0.791306898679826	0.661890837003549	0.848900553265774	0.523155667254348	0.268208104717285	0.595092605619264	0.692509605035112	0.546432879966149	0.251640176874068	0.786599206739706	0.642080348432391	0.375184119539647	0.285957486305745	0.186386383148565	0.232339730729924	0.330504953347285	0.318283400656003	0.31712918990619
CNR1	0.764436651974585	0.817620347766336	0.931515889132153	0.846574708392323	0.493511075831015	0.87578283052187	0.390682333002832	0.861263914436436	0.884684757798817	0.861139669684314	0.879763513255386	0.830260227981795	0.782954570556939	0.84532412906517	0.676767983436894	0.725016109341628	0.886649465881684	0.849203825436524	0.427303029637043	0.887811637471393	0.927269139207555	0.90439832540574	0.897967406205381	0.678088929331763	0.82398973040205	0.83831361116152	0.708884603802452	0.783710263173505	0.613750912845237	0.728677361433855	0.856699906248594	0.892373239393004	0.744530803270471	0.829738265951468	0.752113445411762	0.607303234899945	0.652843070704045	0.863376257144563	0.805603408725231	0.820739536487188	0.789864315294305	0.89133840738246	0.915407957440838	0.894930687022394	0.761906319553239	0.732369294424446	0.850989274675872	0.738326434405375	0.88489137385442	0.748691405542133	0.869630103059433	0.674333465365272	0.892945656519921	0.731897509829069	0.782006301208081	0.281148849336616	0.189341953763227	0.744630380267284	0.712930731403722	0.723458020581085	0.815003116007019	0.901791250795254	0.700362051301874	0.493193818623987	0.80997990082025	0.893280093329937	0.854529924678997	0.89893061449559	0.855873233124284	0.776640323449199	0.817805062072934	0.72783600074092	0.772911021186282	0.879436904973493	0.670112958277006	0.781460101725859	0.533970233555747	0.833041741540568	0.795295647535511	0.826820282411358	0.846760442618875	0.695828463745178	0.680830564716577	0.806389422812418	1	0.678553847402851	0.2930588439467	0.872413769989534	0.898068650794363	0.791621906910532	0.80915516520874	0.766442908636449	0.816813999638139	0.855212970861532	0.88227685809635	0.879930358962812	0.801836210653859	0.886762234693704	0.721603657372234	0.316390004805316	0.681473339372511	0.854034880439143	0.890577021763117	0.881585081351518	0.635550592052203	0.684244269609263	0.908697439352624	0.534492584389741	0.812549879875001	0.552282047722293	0.904155052123752	0.807402899410914	0.794181295426399	0.789501074640665	0.364674296638448	0.843786357202293	0.77138841787626	0.756882951075616	0.79860807189601	0.905138434602085	0.812742705068752	0.787061734346882	0.560336673268883	0.320983040389983	0.64261396471506	0.859423034142269	0.548441250497585	0.350700957260889	0.842703584155428	0.661687257717611	0.330923300755982	0.320217792615817	0.236081216249722	0.265248569834823	0.341536870916615	0.387861178262017	0.370196204554274
PDGFRB	0.564046438236352	0.416650957250998	0.663305806327189	0.678198274712131	0.378991662090122	0.671281770836582	0.20240939717827	0.704931763895312	0.622377095012973	0.703396456571427	0.688749788810822	0.802190231709181	0.543896044450699	0.624825816081894	0.42397413465954	0.487355390234602	0.694339013950571	0.651585091660652	0.152421646407805	0.659500448367625	0.725793956839215	0.720015770622062	0.791750318176113	0.503288653787023	0.748439078934148	0.83554107736889	0.440072592892009	0.621168412292565	0.538336576609135	0.440798654519537	0.64717733224265	0.828994611969114	0.474534289511613	0.791725548245846	0.525158366438322	0.571211695534019	0.747832001248616	0.715723053107357	0.809488845072435	0.586525494140243	0.458944232713063	0.784061570965206	0.672886174914493	0.704937970626116	0.804847202701288	0.653741890667677	0.623854147459973	0.580345921478182	0.772914231609885	0.836581352286222	0.829509733988065	0.946389375459143	0.676521166726701	0.467712808710398	0.841218650185408	0.088100440172936	-0.130598994823193	0.488467229893889	0.365439677133126	0.595442449560566	0.729222384096066	0.777096328983999	0.530424214482143	0.65854244375563	0.777388835675281	0.66495857333397	0.650029088046805	0.819879353762753	0.720740493646729	0.835447913219955	0.561609768605127	0.603709159907685	0.905025060492257	0.805622777895295	0.875794006982834	0.67841267482739	0.308397141319405	0.5745160121121	0.630502666076569	0.543049378830875	0.694018069508187	0.431501545611955	0.730964565246972	0.671552342740753	0.678553847402851	1	0.020440800347266	0.829910895073071	0.781861270302543	0.737799836163747	0.908164224278411	0.679294401837548	0.846328674111238	0.734778181023564	0.807674466351632	0.818087068590954	0.782440279706309	0.728880014411078	0.728256831442128	0.228511146197293	0.865096082520883	0.598627224026671	0.685008637928989	0.619951077105563	0.878432956813427	0.517142925093754	0.761925400448349	0.516852802907033	0.811009266086469	0.34957512423768	0.763517833275533	0.758964493584636	0.772315391838722	0.721574196391947	0.429441433414879	0.794705669668641	0.711117575436122	0.705249562319476	0.66405658045015	0.677648775526692	0.725003516820569	0.549630984624951	0.516523321782992	0.411097124611098	0.71561557081362	0.644142352200921	0.543295827739301	0.385157855437713	0.891168430986091	0.812343812416479	0.45029162120061	0.352762692344565	0.255456215300098	0.3292158961133	0.432062633136377	0.386537885120144	0.397780451296511
EPHB3	0.562761672835328	0.623584360141655	0.374895625740479	0.406946623999106	0.55716893752822	0.460500152079102	0.687210569490151	0.456194267379622	0.550483208850824	0.483088463215609	0.338394349669552	0.25799037982642	0.613816577353559	0.58978777655945	0.643477170675589	0.472871249448866	0.469042339358394	0.51900790783111	0.699899229858315	0.390818200618437	0.32416992202155	0.350783472834382	0.203222109099594	0.458583057602728	0.278423572366587	0.252486301533076	0.258601583564357	0.378944718174698	0.418270549733458	0.605211109242696	0.482722141233599	0.184325200592201	0.652263385642185	0.186550062984531	0.529972610893155	0.468362101457563	0.404141118464326	0.411552709507368	0.346929010509124	0.381459697799655	0.554892904674306	0.290629977982584	0.357781919964219	0.395856762382001	0.275291536947555	0.309070472262152	0.46820877639411	0.332226455735035	0.28756695833722	0.188375052636596	0.230405776237135	0.0865791324116527	0.466761796423887	0.466169179440361	0.140201189847134	0.741629301944218	0.650798460850733	0.576565619440455	0.65990243305118	0.48504600738212	0.395074953522642	0.202509273815829	0.552162947650557	0.112054067550829	0.346493349404575	0.385755616291662	0.48825489800521	0.262867748620809	0.221550785419882	0.18612966521276	0.394266560610504	0.214835737392745	0.0853617332076447	0.174568075004965	0.100018944593664	0.308642625323361	0.70431234792347	0.455890784375434	0.328973266391702	0.557116343991845	0.407232623482906	0.667842259535526	0.103024348241644	0.368539651728899	0.2930588439467	0.020440800347266	1	0.213575796900561	0.236756734784843	0.46768340701628	0.135389642385078	0.408261719236974	0.206040535881257	0.290202819386828	0.252007263707553	0.184098804478151	0.167677134762046	0.370120462238975	0.17718807392045	0.352299437125346	0.198552697879326	0.300773584843556	0.421603159254067	0.377879237632185	0.149768707015078	0.455724407848492	0.329929881542986	-0.0231130680543722	0.109039623261	0.678062905755943	0.273261105609566	0.195426777114454	0.319204101264215	0.232739192241885	-0.0400485107050756	0.26762774672092	0.113170879806119	0.147254415918651	0.448323205305902	0.379173956877405	0.264851405465459	0.666254351810564	0.330634920727517	-0.101314253298442	0.0230543115043386	0.37607475527006	0.220036985017046	-0.0719079578594554	0.17516984488879	0.0326351680137004	-0.00531341753346446	-0.0592218501411322	-0.124858113017274	-0.14427177018349	-0.106821364992808	-0.0599454831098533	-0.123379326549656
