""	PARD3	KLRC2	F2R	EGFR	CD9	ITGB8	TNFRSF1A	DPP4	CHRM3	GRM5	ADCYAP1R1	LRP6	APLP2	KCNQ5	NRCAM	PLXNB1	KCNJ10	CANX	SLC16A7	CADM1	EDNRB	PTPRA	AR	KCND2	IGF2R	CD99L2	SMAP1	NOTCH2	NECTIN2	FAS	CD81	TGFBR3	TSPAN12	ITGB1	ITGA3	THY1	NOTCH1	EDNRA	CNR1	ADCY1	ADORA1	ACKR3	PLXNB2	TNFRSF10B	SDC2	INSR	PTPRS	LPP	TSPAN5	CELSR2	MCAM	KLRK1	SIRPA	TNFRSF12A	SMAD3	LRP1	SORT1	IGF1R	TNFRSF19	LINGO1	RIPK1	ERAP1	ITGAV	S1PR1	SLC16A1	MCFD2	AMFR	FGFR2	RXRA	TLR4	TFRC	GPR37L1	TNFRSF21	GPR37	LRP4	SEMA4C	SDC3	TSPAN14	ADGRE5	SORL1	CD44	CD63	ABCA1	CD74
ADCYAP1R1	0.417290048774881	0.550101470696148	0.346318056080541	0.817973049521921	0.725641470710543	0.72881050282692	0.653955606610174	0.526015555991882	0.436455594920317	0.7386442912824	1	0.472156794521968	0.645061777174658	0.797107342069841	0.774296490194985	0.80835578634126	0.863322722128521	0.564641097043341	0.65027555702631	0.786570129234431	0.900785892831924	0.776143937435299	0.696104833753422	0.324095007757248	0.62624774140257	0.610706768494264	0.610983268685988	0.789379977422714	0.422832944552649	0.576097193489562	0.717870820195549	0.621301523232848	0.457314080824802	0.325888936430923	0.453470342956778	0.0475331280080167	0.441823926129731	0.730033796478935	0.730325528159454	0.59629777264536	0.867816430217557	0.647422258675208	0.47271117858855	0.322311884271948	0.696096047392836	0.127240748670689	0.487378776698948	0.586596366980127	0.488833583849703	0.698075232284299	0.159932929248607	0.65109369438109	0.767882401222639	0.215754512277035	0.497978669712792	0.808458174506236	0.625659278331851	0.25420881594511	0.51884080710886	0.20319262406556	0.548430299517318	0.628974143701618	0.805188821801128	0.627168608791119	0.546792428117201	0.611876246277011	0.567972122842944	0.873669145983297	0.471050319226921	0.441233175469702	0.207125865743594	0.822457559488535	0.605956526603382	0.779080426432114	0.417005438372581	0.610842636544414	0.781939336116725	0.333279759622939	0.0821665887859474	0.67983440369789	0.550561441369767	0.457863476955889	0.54263738913087	0.0371033320374153
LRP6	0.812613808513727	0.81814012070492	0.857202708117604	0.728519910875358	0.641432333865794	0.850845399310371	0.769387864960566	0.766873325713999	0.867975992874777	0.722313061062645	0.472156794521968	1	0.876825266770472	0.7345500855038	0.857400378120422	0.610561045146347	0.717602200207658	0.881239252763092	0.869434450923849	0.805123070017135	0.632263493102807	0.851900154238621	0.778305883250266	0.830282197643026	0.839179488885935	0.78567974574493	0.812196395609673	0.797613544058057	0.825246165266668	0.83046711105453	0.67338491574047	0.865208852973754	0.736518298372102	0.883339887158384	0.744899471059964	0.703577921186653	0.881918150806735	0.788887866177372	0.755723824412166	0.642836009398999	0.693237263809044	0.577980580159704	0.817368193083731	0.850079630009971	0.841332068895273	0.632460994940021	0.800005311561991	0.859660213358166	0.886245534924721	0.852726179027644	0.813240673608457	0.594705488157509	0.616927778321848	0.639438144144637	0.802617742951933	0.798678745472174	0.903027032211679	0.849030194202198	0.914515158684048	0.636057381872325	0.796432840465937	0.703429381416184	0.792436171607771	0.6536848797486	0.820913902236771	0.882677956962268	0.779593829600336	0.530979696686161	0.847143569154114	0.830368497298943	0.8143532378788	0.611520119478668	0.776778195227831	0.548463082057218	0.632522690158702	0.679496335811972	0.769108604751018	0.823528282011326	0.333481077189248	0.722435799705222	0.661436103841896	0.797194661651352	0.736983875628031	0.339136026104724
APLP2	0.789628395297625	0.869606408503246	0.827867715246581	0.818333454797832	0.790336128659834	0.926601671020709	0.934155701225774	0.835653373681904	0.849748119571197	0.77920547532521	0.645061777174658	0.876825266770472	1	0.840980712841636	0.932355085288996	0.735812566653765	0.824766635411685	0.97738007665611	0.9334864141169	0.916537171589322	0.797881517745581	0.949212312282183	0.81271121443051	0.750772135382239	0.935562963165799	0.884600868039541	0.886797803121785	0.922113343170525	0.825900660883938	0.892904330243382	0.83990014662827	0.937585341948119	0.826527880351217	0.886417819648802	0.791505226694027	0.636271265200139	0.847755477240754	0.896181664356151	0.872209239075622	0.662567812169731	0.847442061597015	0.678544135378886	0.887037409563853	0.834628407672666	0.932678414233247	0.577670592032011	0.773366171846274	0.924164282035115	0.919035355670317	0.925024584591636	0.70064418872199	0.64927168355763	0.78396318125376	0.678235669624539	0.816736507683651	0.91083184826113	0.968642271236221	0.728905252563175	0.897337403298657	0.613349656367391	0.862391848303553	0.843320215519772	0.932798228571866	0.735146343649871	0.891900134875577	0.961146918820672	0.881379897050427	0.715210807465898	0.858855891678302	0.83918069560914	0.763261736610092	0.763065052973499	0.911872557477808	0.766953747885883	0.628871767768023	0.744831691781378	0.877774440678536	0.828713773372229	0.437222124517807	0.870080702968857	0.816991995492418	0.908521070834862	0.839817105684143	0.423880066538986
KCNQ5	0.647918211675646	0.695971064443185	0.657342076490396	0.802693732205177	0.738267121293958	0.840298107266354	0.86324441256685	0.758273399923343	0.643682684116585	0.808386918504491	0.797107342069841	0.7345500855038	0.840980712841636	1	0.899716736044713	0.793474098796359	0.850961220147794	0.767525417781752	0.817960302585571	0.85822504361135	0.854407648491042	0.883221530256385	0.76040911744289	0.549252543688924	0.841295579395815	0.714965944113501	0.741008936885402	0.891733485416638	0.680046581391764	0.816124032674216	0.770709615006647	0.805255148678306	0.564567977895108	0.651129467216586	0.711632574819992	0.315255731607505	0.709735656321897	0.857545345831158	0.834814871286308	0.647519615393582	0.876006329457532	0.662640182277731	0.739107596017235	0.6277702282416	0.825770348479624	0.435300149348377	0.663919036987469	0.821105831362991	0.706757528495517	0.824370606333756	0.533801367814216	0.657152818501726	0.80725183084054	0.529297235670469	0.745142190663445	0.888987973467835	0.824723511536816	0.587745322225321	0.770173591709157	0.374429414787527	0.665100402331145	0.81130357811116	0.890552903932118	0.714392265701983	0.728682503537043	0.818120252217046	0.777854912822698	0.788125608260824	0.688847351011006	0.706044313093343	0.552425488338108	0.738595246591366	0.765151632636947	0.783482904613232	0.506868716638959	0.714907821216444	0.846581444355935	0.609953951205922	0.253217605188543	0.809709847139004	0.758397330418731	0.68426639161235	0.725466991720739	0.237066938835489
NRCAM	0.787226802382977	0.818872097762703	0.767913725660941	0.898980080358777	0.793959924157702	0.940372716896523	0.908077175577256	0.827338577906311	0.814290021738225	0.862099886749802	0.774296490194985	0.857400378120422	0.932355085288996	0.899716736044713	1	0.815633825676347	0.887343311689724	0.888070718965519	0.915271290040932	0.934855131295716	0.886935261522143	0.955424401015429	0.886824582544408	0.67731452983497	0.925115333095853	0.842781186344269	0.846607382402383	0.923426033396751	0.793223236315458	0.895383604137758	0.793038530514242	0.885160186045523	0.70932845249673	0.77580351934144	0.810156454303675	0.468671481204566	0.778114821610222	0.908557014437476	0.887342778105861	0.74222614026508	0.909975165983411	0.717890979991743	0.836692789822554	0.737871427419002	0.919177351643456	0.519907493097588	0.771603788434077	0.910553983222645	0.867588744506879	0.905843842810597	0.604724668307195	0.759349355955507	0.842052376831876	0.600291580704202	0.81492784105829	0.961538572743065	0.92550781829045	0.682358748480754	0.902111358349266	0.519455266397056	0.830503826923514	0.835071998393063	0.95436086247365	0.739486297767183	0.846726384368829	0.92630185571537	0.851942635452899	0.822713824820556	0.79817173926176	0.787922416839047	0.668821799069391	0.846884124565731	0.831559869643312	0.797916483426158	0.614355086338847	0.7704533196804	0.907813525083419	0.73923848447093	0.331768624662461	0.859220281433399	0.75668747626706	0.783157522550396	0.797841536208303	0.271496197999794
PLXNB1	0.561240356518263	0.621812939942626	0.51188866628878	0.80263170284683	0.783774704770745	0.803472638460458	0.754776024938347	0.643478545387148	0.568576915211941	0.719927500672346	0.80835578634126	0.610561045146347	0.735812566653765	0.793474098796359	0.815633825676347	1	0.876484022508519	0.673161176002493	0.718685769824291	0.837536723825596	0.875287789558993	0.832719788008997	0.802548629515347	0.467927727594	0.718971531052096	0.690179266125515	0.698715819533118	0.808851754982266	0.583700531870911	0.68384201469216	0.798312158051416	0.697237977841869	0.563221842556117	0.488151292790786	0.573181895628411	0.207935270664114	0.594173437237351	0.747018849097866	0.828025435391715	0.57404587032101	0.853774151122242	0.67300864174147	0.599832274959795	0.450838345449292	0.768668346161632	0.288939339210235	0.615632811633828	0.684719652541511	0.634949702480575	0.798303180839431	0.387135868188676	0.645718591918253	0.802626471435329	0.346476101218263	0.58442779466051	0.868227050612834	0.734724877208249	0.358143000592878	0.663856585953095	0.379014446183179	0.631504857009207	0.701807918573172	0.829586115719928	0.715187572263591	0.630892804833282	0.705108919301415	0.665676669781963	0.865685496822175	0.640373291448702	0.54211550339681	0.348176901413346	0.824596127678901	0.661678067153928	0.781641682148386	0.513172085733303	0.6586421036901	0.88386041127288	0.517839309137277	0.0980066940439752	0.720959279851696	0.650885183057528	0.570327304517781	0.623415125770169	0.0961048324650049
KCNJ10	0.601561180008569	0.733657115362196	0.611825905085433	0.856289720572252	0.795421702650394	0.888318999712236	0.79217918554516	0.691311538405342	0.626731588591408	0.772231916927306	0.863322722128521	0.717602200207658	0.824766635411685	0.850961220147794	0.887343311689724	0.876484022508519	1	0.754065256287487	0.796268896271942	0.88743361838034	0.913501782394076	0.900625668033843	0.804249213693984	0.559754037605973	0.7694785449746	0.737139081272837	0.769102682461672	0.88909655557046	0.651205327043353	0.747378956304528	0.829197675909816	0.803943242876349	0.662663319695589	0.580470057905564	0.627018522100279	0.303237201547856	0.671786231112917	0.829211294930951	0.866043218579596	0.657254018529704	0.890973917227379	0.685023596411425	0.692670689913353	0.54143189616955	0.840868548352066	0.37949573421803	0.661791123053905	0.730838830570442	0.696385944425756	0.852578314689908	0.502835762312839	0.681022217182037	0.808686848133981	0.380467936682575	0.679456070053271	0.907680651535821	0.812159206617781	0.502943717553233	0.729998178076437	0.426124994507321	0.679316955579291	0.737821654410287	0.887780290531836	0.775589600360923	0.68619642549232	0.790412591118444	0.737752481423675	0.851171939112702	0.67995323947357	0.667038953101192	0.459047054641866	0.833344330768354	0.700796173916962	0.775376500838444	0.487242538811441	0.693774336463236	0.91523066289447	0.6014866749131	0.133438455582735	0.780805284769795	0.656953325877031	0.63388646974162	0.647031632196926	0.131751132896652
CANX	0.778352395635815	0.880668787766167	0.825838519051188	0.783882111308713	0.764635344563134	0.900222209559242	0.890823171638252	0.812609510387935	0.877021567012035	0.751061642003427	0.564641097043341	0.881239252763092	0.97738007665611	0.767525417781752	0.888070718965519	0.673161176002493	0.754065256287487	1	0.93794762380545	0.885037684608021	0.724878807697702	0.915921919280116	0.799015406475165	0.809348463343113	0.907864464928799	0.893846973086404	0.889572086934582	0.879764465618625	0.820761252609847	0.867555781969593	0.7952722639839	0.921233181715261	0.864631414783279	0.918665976801305	0.758949906355841	0.728295813555006	0.859647131356066	0.854030390626672	0.837203398292998	0.661854048160694	0.769488285551091	0.661299596723069	0.874098781292087	0.863423120612395	0.905408451660531	0.554866546984044	0.793481937547958	0.91261568548496	0.936557454772805	0.905883086281292	0.715932364628126	0.624583779878488	0.72746787965909	0.71992940750868	0.772650679095892	0.858537051947157	0.959473743357509	0.730966794328357	0.886273149266669	0.656392534159228	0.875413785544474	0.801921296431365	0.889865561573867	0.662784723106467	0.921660675354532	0.946899937894141	0.856708617364697	0.619310667754648	0.866768866666492	0.807248761624824	0.778922629808949	0.725872990902649	0.919376412729994	0.724737886041883	0.673452972773031	0.721534024758073	0.824012072611004	0.829344109122249	0.497176440115934	0.819575352155935	0.777759059113622	0.935084895588883	0.829992779755735	0.458971978095021
SLC16A7	0.756601388072143	0.877504556572773	0.705833219969549	0.846624983239237	0.783782554857067	0.901174826017294	0.845239532064496	0.806633938211297	0.870750288066375	0.857741733975655	0.65027555702631	0.869434450923849	0.9334864141169	0.817960302585571	0.915271290040932	0.718685769824291	0.796268896271942	0.93794762380545	1	0.919569537822394	0.809734215097859	0.928585654320026	0.879544639481395	0.789123344698283	0.873034978605648	0.883111729547772	0.893565178562983	0.921306782783544	0.713428577407252	0.834947301007342	0.768856564855214	0.869421899503045	0.815817887372137	0.807254113403529	0.714453957499187	0.637966555532696	0.787653045595611	0.841642855701728	0.867119594602681	0.75700592089715	0.847640671422534	0.768397328353899	0.798309020862118	0.784748173725185	0.869479323304854	0.390239823579012	0.800787973930357	0.914725830232069	0.87609555983912	0.906509613117806	0.608247751308062	0.738010253375065	0.777858324440315	0.681172854842692	0.732825469023153	0.883404010993622	0.929019899300644	0.625663273615971	0.873177549898357	0.632004764432664	0.853253211122791	0.782638043435694	0.912021866298422	0.59200331218252	0.934519441943508	0.896739105806262	0.808293021077373	0.685080971419256	0.831961075978797	0.70860510362789	0.637856160265598	0.785172775916861	0.921771467525403	0.781580649133931	0.716893629743036	0.758116765849702	0.844432501369999	0.678627632503508	0.456703422068225	0.795301067140384	0.724759829034593	0.855178364880691	0.7715037051204	0.310568875968136
CADM1	0.736417919407648	0.814870843636255	0.681349043067817	0.876783656697046	0.810638282604353	0.937083302368204	0.847399226494026	0.769199059771892	0.802206225929569	0.857662361710897	0.786570129234431	0.805123070017135	0.916537171589322	0.85822504361135	0.934855131295716	0.837536723825596	0.88743361838034	0.885037684608021	0.919569537822394	1	0.896880601819835	0.949931963871305	0.848449118611897	0.67569345585821	0.864412565191848	0.883920336152279	0.875178909220879	0.926917968621092	0.683172550553306	0.821970021848603	0.822726049538387	0.870592075406244	0.749330385231169	0.719966256036526	0.689863645515798	0.485583115311833	0.772147237809708	0.871397673417978	0.898025208945109	0.711965033685112	0.910552419987892	0.779959590396302	0.764863321120796	0.709149509150766	0.886741450018621	0.403144885646519	0.78687073897918	0.874416489013137	0.836826434667125	0.92135649664107	0.541083211460264	0.732491411687276	0.842447464481972	0.535610736492228	0.768132767635126	0.943430038171944	0.907054922029672	0.580169377832905	0.84692367997306	0.565940933091239	0.838750165553313	0.785551114748412	0.950860190729627	0.706683764738401	0.850114439108436	0.878846845210559	0.755879179565165	0.826435130147431	0.821965274646832	0.718485325210183	0.593769781925879	0.867972080606748	0.855461052324825	0.813725071079001	0.677115655247702	0.789924957079212	0.918725590665055	0.690076837035944	0.34881834472318	0.842581532883979	0.74189874963642	0.775141767447496	0.79220608548136	0.307886861800112
EDNRB	0.615060380012379	0.686512800343424	0.5117403264811	0.859164589900624	0.819463162566168	0.850371867234098	0.801153432080053	0.711484621035928	0.587941197799395	0.778088828733738	0.900785892831924	0.632263493102807	0.797881517745581	0.854407648491042	0.886935261522143	0.875287789558993	0.913501782394076	0.724878807697702	0.809734215097859	0.896880601819835	1	0.883241456354591	0.809593690123051	0.484359416491487	0.744824169957481	0.722720053058505	0.791666067553078	0.87981319478705	0.575687982853147	0.709888537027776	0.84804829419097	0.724437984031562	0.604677067115804	0.515092906943721	0.550090618990046	0.229458929429198	0.56755202395142	0.849946986391281	0.840738470316913	0.639261571119786	0.936026831340489	0.813800453630631	0.650872408707385	0.452363506059839	0.836682352916254	0.250087410544396	0.647460781425645	0.723194742460662	0.658826988037005	0.845520904864897	0.351665499730093	0.679487143964854	0.842506204838327	0.34267537994761	0.644205996110441	0.921392304758743	0.76870294377093	0.379122125924612	0.688704130287539	0.378663683572581	0.696683265140202	0.695863255985786	0.915528159703201	0.715870594212377	0.6882491425362	0.753111007081589	0.720195414123143	0.898951061001547	0.618517057666172	0.577385408709881	0.345126195623584	0.865549591457751	0.72235543821526	0.828939107566204	0.526579597589924	0.77881837180033	0.915863608907196	0.485667417955471	0.190045224442211	0.769120068147938	0.711027135297582	0.593139707229395	0.631682525648392	0.0878898399812455
PTPRA	0.773511185819027	0.891826021808265	0.749590072378445	0.899629159387717	0.887751101343426	0.935909220743072	0.889458647090901	0.825008842661218	0.827637822339335	0.838768219426341	0.776143937435299	0.851900154238621	0.949212312282183	0.883221530256385	0.955424401015429	0.832719788008997	0.900625668033843	0.915921919280116	0.928585654320026	0.949931963871305	0.883241456354591	1	0.876092169040253	0.753435216868653	0.88758419579652	0.870391676580937	0.910384531661331	0.941192073302495	0.774680915413389	0.849214930961208	0.883851132006693	0.904977044016624	0.811746206357926	0.782591277610122	0.725172794378062	0.567643256470248	0.814644993688828	0.875481552321912	0.889627995945747	0.722972872369568	0.91002906635873	0.737284545791283	0.802681676414367	0.75578756381953	0.920494189685595	0.453814505159425	0.808940154126221	0.884935420940483	0.864409814481653	0.942794503573219	0.612950236202742	0.715955224773143	0.809522771421588	0.625871811184318	0.784209396739016	0.946182321780672	0.92522739863223	0.639388389372705	0.872762496521325	0.627427671308166	0.838655520956702	0.811072917525095	0.940280394367334	0.744633893473487	0.888643873573906	0.925351404660189	0.830652247063119	0.796148179938709	0.814408838997091	0.74034602351409	0.6369979457115	0.838590824951639	0.863382632932389	0.814362853883747	0.640259261668112	0.745232483244705	0.910738652282902	0.716863485193403	0.358268221465706	0.823443766466055	0.742085164761334	0.853766617305545	0.765164405070826	0.265722059266309
AR	0.735584377602776	0.797498940791382	0.609805730673582	0.867432456765422	0.816109412696313	0.820749951022254	0.778892331130352	0.730842179277709	0.794914348005928	0.817408825577706	0.696104833753422	0.778305883250266	0.81271121443051	0.76040911744289	0.886824582544408	0.802548629515347	0.804249213693984	0.799015406475165	0.879544639481395	0.848449118611897	0.809593690123051	0.876092169040253	1	0.70790153270381	0.782291449941604	0.79903292306236	0.837052433195927	0.830891120755112	0.671925970221142	0.765739567872798	0.731417879161826	0.748762104862059	0.725234155363898	0.656238821416961	0.661020821289199	0.49066593806077	0.66745598622385	0.724356316070207	0.787297740615361	0.733869794879098	0.84743614728304	0.693000789175638	0.674944154318414	0.644630958880424	0.816004408518111	0.313960858526837	0.721877453165948	0.798775199740426	0.796054187972519	0.842139926455444	0.479366030747273	0.756813138044436	0.763888604124092	0.579717808579395	0.604801812510597	0.869918440637427	0.820296750623428	0.503740510776571	0.79420630547239	0.58237446157063	0.817029914295407	0.677203747895892	0.833068363436332	0.620907637215665	0.821926459390585	0.80087328138845	0.73504006378295	0.753569245895996	0.733649286418337	0.589607678528016	0.4987123523655	0.835446658175	0.775188292048397	0.755021102452421	0.612031549476071	0.678861300452364	0.820813099691703	0.575688263414856	0.294664632195886	0.707758580920339	0.587388017974628	0.734578172198717	0.6583676913058	0.129833899205796
KCND2	0.7644127024106	0.845912619241762	0.68802346937813	0.591410860270578	0.703936827435416	0.704098199127097	0.591847180678963	0.685604307722871	0.83194370553713	0.619817313941911	0.324095007757248	0.830282197643026	0.750772135382239	0.549252543688924	0.67731452983497	0.467927727594	0.559754037605973	0.809348463343113	0.789123344698283	0.67569345585821	0.484359416491487	0.753435216868653	0.70790153270381	1	0.629672699799674	0.686814203432826	0.824638235651545	0.630959486178716	0.654017601396272	0.634863144239684	0.646642620749279	0.743017261184705	0.849189373082593	0.779814790424499	0.531913804400601	0.863565958868287	0.77116659840047	0.563479286441066	0.60477542366822	0.560541007451738	0.53329819197434	0.556766403150117	0.647238204781138	0.813357615456396	0.724356335694455	0.397778389965724	0.742209090452688	0.695299450448708	0.806872159971527	0.765813681502153	0.741967481738567	0.438117544292115	0.403208028528963	0.647403017459298	0.576613184372156	0.633207163940348	0.743005494902843	0.640417230158471	0.760195336406464	0.82161524368033	0.687675352248773	0.496230041453783	0.60861335860911	0.454063277734793	0.836558054179714	0.74403359349217	0.595097528514452	0.298058559626494	0.728231301414262	0.56633624463919	0.656123615049101	0.529665304250896	0.705373965549168	0.43377302077379	0.603449158688971	0.502128656682508	0.607922615999608	0.639463848644389	0.361139618998513	0.469476438749072	0.40783404028697	0.80606235845894	0.499076775970751	0.194178541440532
IGF2R	0.746500889376433	0.760960174510556	0.806596465285582	0.796452927266025	0.666608160595548	0.882489746462849	0.918662337590871	0.801339544338219	0.815615914785317	0.799549815596361	0.62624774140257	0.839179488885935	0.935562963165799	0.841295579395815	0.925115333095853	0.718971531052096	0.7694785449746	0.907864464928799	0.873034978605648	0.864412565191848	0.744824169957481	0.88758419579652	0.782291449941604	0.629672699799674	1	0.834925063542501	0.756467138871946	0.890858407347803	0.821977391648268	0.916061097141743	0.691719997335175	0.882514040692697	0.669063882168958	0.851519397724358	0.873470638461087	0.505790096362614	0.804293667256739	0.880074447894751	0.850322663902846	0.692615665717817	0.812598566138967	0.564426558092868	0.890112238083986	0.815076786107369	0.873088380769396	0.608553699962985	0.700618613802331	0.943340163098081	0.880815695149814	0.843656807607246	0.647986430331906	0.726755053797807	0.816763804288596	0.67913377468489	0.830140477911685	0.888174169699416	0.928886136156956	0.727771706678838	0.903223531327125	0.474738224902045	0.814239970369967	0.89921499650672	0.906966624545246	0.682606864932388	0.822868396893406	0.925827130430822	0.879004861862881	0.721912812275379	0.834239325700458	0.858648757327247	0.772425214981479	0.752985830813257	0.869987456398374	0.775451963453752	0.56207338493432	0.698282923948558	0.814997152683757	0.829772362117046	0.496427647298572	0.915547392154362	0.831649954795689	0.827505536308381	0.90673594732512	0.49432413751217
CD99L2	0.642179925355059	0.823563016633125	0.687597976228715	0.827235370470211	0.73722925400193	0.854791735200592	0.803372959826988	0.716691246613988	0.856467035231844	0.736002697536271	0.610706768494264	0.78567974574493	0.884600868039541	0.714965944113501	0.842781186344269	0.690179266125515	0.737139081272837	0.893846973086404	0.883111729547772	0.883920336152279	0.722720053058505	0.870391676580937	0.79903292306236	0.686814203432826	0.834925063542501	1	0.815138202909151	0.874019613716779	0.712309299773689	0.767872560436189	0.708167814365601	0.835200163915351	0.784912523679098	0.774663643635484	0.699693376681681	0.586773673896586	0.746839681621719	0.745119112265708	0.787843029605706	0.689346064782857	0.786339399201867	0.629523616552948	0.762508763831592	0.759603827326803	0.802867317153959	0.407633291826863	0.773377540149751	0.857542228899214	0.845009946141523	0.84370136251011	0.538525811756071	0.695272876564685	0.763315880889503	0.636634287754279	0.66489777530285	0.827550479818808	0.884288181198522	0.594920979857188	0.784708207764889	0.588089992806899	0.855779092159459	0.745086953554369	0.830967138212589	0.583658019492927	0.869620548927326	0.865463653316894	0.722738742337637	0.67708995234323	0.814200367671055	0.704696121711972	0.642895648881323	0.745792071513634	0.853781860103419	0.747105211317214	0.678767582545456	0.64362580927093	0.796305350782578	0.708566122982705	0.473351186290252	0.798834338289453	0.671598311009496	0.837893157740225	0.807490053260281	0.436877136654629
SMAP1	0.806560447161614	0.893144594041902	0.698681493348734	0.774952264128576	0.875756852838936	0.837595849253993	0.803133045942389	0.812033055553722	0.830173662450409	0.709794216991148	0.610983268685988	0.812196395609673	0.886797803121785	0.741008936885402	0.846607382402383	0.698715819533118	0.769102682461672	0.889572086934582	0.893565178562983	0.875178909220879	0.791666067553078	0.910384531661331	0.837052433195927	0.824638235651545	0.756467138871946	0.815138202909151	1	0.824815087423848	0.705076139067778	0.752013681502738	0.875190118452387	0.812770692677757	0.878741119886193	0.779320696295534	0.56586736780324	0.706933341239644	0.772596665954575	0.752099296135374	0.756071663289612	0.62052558717604	0.802806634005385	0.788377246033239	0.734687309244026	0.734729601069167	0.870868441112472	0.379022180182608	0.805534747492132	0.789455384281414	0.843211976527843	0.909462651728465	0.605517810008912	0.580613884088994	0.678103202189778	0.617262731762363	0.702722364538157	0.838973945190402	0.841502311091761	0.580512022709938	0.794307558763775	0.750944121874543	0.835662453315885	0.61427195851903	0.832546801432043	0.667784161958945	0.871892732640472	0.857253658065725	0.748130011702668	0.624130010513004	0.764880408998018	0.637774936798837	0.593662165502637	0.727294386687057	0.809427651885862	0.677707453241888	0.641715248895925	0.730385777635915	0.822666080367676	0.660507114703942	0.363512647526582	0.677129121556133	0.668207544468549	0.843230851485855	0.629247962076316	0.204935624923598
NOTCH2	0.655430075108	0.811391289777453	0.672691823562061	0.877738851095344	0.791290542795395	0.911709115775147	0.887555006254124	0.778798817748412	0.765536050905056	0.829339463041945	0.789379977422714	0.797613544058057	0.922113343170525	0.891733485416638	0.923426033396751	0.808851754982266	0.88909655557046	0.879764465618625	0.921306782783544	0.926917968621092	0.87981319478705	0.941192073302495	0.830891120755112	0.630959486178716	0.890858407347803	0.874019613716779	0.824815087423848	1	0.71468081185211	0.83577085557088	0.819152477062949	0.886370716769103	0.723862451420654	0.732007611390507	0.721078511841122	0.44646069201294	0.770167827774359	0.872416170727451	0.894457452099602	0.690860072223773	0.910285931238967	0.700788226907438	0.802383538794599	0.710571240688129	0.877342905922714	0.414982851410032	0.709959734283267	0.887265395264726	0.787006559649772	0.903963042901071	0.547217877651589	0.736411974099367	0.861360381699123	0.580713425773313	0.723686078143195	0.926667667693145	0.913696157375423	0.591464014563408	0.80683255143566	0.48746012038769	0.786001865592515	0.831211166295032	0.936282989412412	0.733665761028932	0.830410530197239	0.891326461800575	0.812321765382385	0.8082496269665	0.800588922036448	0.764616859129712	0.591846131042152	0.804987973273482	0.890161750554595	0.845159103483829	0.598438476447472	0.733829558461082	0.891585234777035	0.677183763886816	0.367233904214418	0.884973489838045	0.803306585909032	0.792240992570256	0.820705867950794	0.359087985930977
NECTIN2	0.727330909175497	0.717803137313647	0.910742018696354	0.652077432758851	0.624614655958088	0.735538807370418	0.821105129387002	0.766309612426846	0.752518938681727	0.547700620330803	0.422832944552649	0.825246165266668	0.825900660883938	0.680046581391764	0.793223236315458	0.583700531870911	0.651205327043353	0.820761252609847	0.713428577407252	0.683172550553306	0.575687982853147	0.774680915413389	0.671925970221142	0.654017601396272	0.821977391648268	0.712309299773689	0.705076139067778	0.71468081185211	1	0.832683216595342	0.670842599172462	0.792147875864926	0.627065224971919	0.894445914897487	0.778405982350524	0.608834722873456	0.782024729960043	0.728852180589198	0.653465136226741	0.480977949274613	0.612178688969428	0.423821877831365	0.839202788631357	0.791442987325657	0.807781567389222	0.740386063019307	0.695306581369494	0.804991820824494	0.819093748199576	0.733930886192475	0.756945366488063	0.47806302613004	0.609785026206694	0.658109777263266	0.723059225462326	0.739520174227852	0.830288616418594	0.836380648696257	0.820518671194121	0.507097872793995	0.729137865196327	0.681063904040296	0.69986490759224	0.715812652351513	0.729689066501894	0.873206917095716	0.805089858370684	0.53656006160332	0.718485755669541	0.814730668790034	0.836416069150363	0.549561918481355	0.682059886423206	0.519385472797306	0.402722324144392	0.600593142141032	0.697434770101529	0.859228672160726	0.314864483981454	0.712617094326468	0.688215903701108	0.791769981093574	0.753339439361951	0.406439444698326
FAS	0.801160020250049	0.714627459588134	0.811757257886077	0.725308536252795	0.635876439282079	0.845755183115269	0.887453004107781	0.841382390714957	0.785579722580064	0.732912467429257	0.576097193489562	0.83046711105453	0.892904330243382	0.816124032674216	0.895383604137758	0.68384201469216	0.747378956304528	0.867555781969593	0.834947301007342	0.821970021848603	0.709888537027776	0.849214930961208	0.765739567872798	0.634863144239684	0.916061097141743	0.767872560436189	0.752013681502738	0.83577085557088	0.832683216595342	1	0.672605136530169	0.867582894572016	0.645142670904834	0.855803700369922	0.897560581576158	0.49851351257772	0.776198506595213	0.852307207014259	0.829847892182787	0.598700417497238	0.758081228240304	0.55595956044847	0.839482271911358	0.827334501625241	0.850094580040522	0.668549067391474	0.685343476082026	0.897554051869131	0.84645940675377	0.809867187916912	0.704196902746004	0.646781852918432	0.717567611204621	0.696689547147697	0.812620556367307	0.851787805045383	0.884050699833309	0.771893881982265	0.897910516004654	0.473414622018861	0.748275534631892	0.824165703963243	0.85216633129341	0.716593848562037	0.787516323296338	0.916604103298514	0.843416864161421	0.667820053567312	0.780812735819839	0.846637206961594	0.785692674506421	0.698761102221804	0.824797466507203	0.680452011798814	0.484969075429066	0.700435814565677	0.756713175100486	0.823670844134702	0.329835670447627	0.820442806432594	0.781297669549038	0.795167400888675	0.813820229716085	0.370714800183208
