""	CCR1	SIGLEC10	FPR1	LILRB1	TFRC	C5AR1	ITGB2	KCNQ3	TREM2	VSIR	INSR	CD74	AXL	SORL1	TSPAN14	ITGAM	TNFRSF1A	ADRB2	CD81	PILRA	ITGB1	CD4	APLP2	ADGRE2	IL6R	CD33	TNFRSF1B	C3AR1	P2RY12	PLAUR	ITGAX	SLC1A5	ENG	GPNMB	PLXNB2	TLR2	LILRA4	CD163	TREM1	TLR4	HAVCR2	LAIR1	ADCY7	SIRPA	ABCA1	PTGER4	LRP1	RACK1	CXCR4	PTPRC	CD9	CANX	SMAP1	LPP	SORT1	TLR7	CD46	CD69	PTPRA	CD63	ITGAV	C1QBP	CD47
LPP	0.80925568761753	0.74556002109436	0.804653276480093	0.78272460778678	0.784830327377224	0.778410067597928	0.809545968015203	0.736486910566574	0.814645142770229	0.691030279222607	0.467449720782156	0.834562042058969	0.816178964293308	0.816398128253997	0.792155052359579	0.776523807742333	0.828709495680555	0.290133033849332	0.854806438502344	0.782897967698385	0.840846240894663	0.842294288672088	0.807757020481115	0.68349027676595	0.692579519564027	0.698301595472095	0.778134455426717	0.750256058622259	0.183210310162739	0.718847198178798	0.813923544446954	0.676770825021312	0.693887927052671	0.623503480413676	0.775236672930281	0.68404890591717	0.726268719403352	0.766552086388333	0.667001757996448	0.613147909562023	0.809804515820885	0.8467236483082	0.722428666103692	0.824338170870155	0.760056866338313	0.76928687679586	0.868385338949798	0.834669895760416	0.436426335031067	0.783654357082503	0.795545275148039	0.818498996527796	0.735132717097525	1	0.760679303885169	0.730353761085396	0.727338774882199	0.765084219318049	0.702252082116266	0.776685449933415	0.832896551877727	0.797973401429369	0.705015884298994
SORT1	0.699807994373627	0.618667343757903	0.729211496940454	0.737530036643114	0.684623840994186	0.676542669618583	0.683407502509999	0.724495461524414	0.720745228581071	0.764289445766424	0.480106784762026	0.821284130755314	0.80370584454177	0.798582384594026	0.742149478349565	0.650267100693843	0.753296265796437	0.311414670043517	0.710542473896133	0.78735072447107	0.669371248118253	0.729149320959359	0.632530505891927	0.6596490045938	0.602269631205591	0.718622700565515	0.664090176997731	0.703171550387078	0.29242139686475	0.636246810077175	0.731531037840781	0.704773024124288	0.548697450711302	0.424687511224655	0.689717782446351	0.618852962348894	0.687066954172179	0.603000076880366	0.637668688745482	0.532998200504146	0.669201227629948	0.730036303475657	0.720889866843374	0.682130007163682	0.599789519130475	0.696695599699445	0.731568844021269	0.794232690889047	0.465191726984596	0.783994195471983	0.679451723828149	0.652001522577645	0.588442529570479	0.760679303885169	1	0.7858250194577	0.675643808563731	0.737971319904167	0.587895966517421	0.585508232486657	0.710896569921263	0.699696259185432	0.566497011945075
TLR7	0.687998686645495	0.628015041643442	0.75573226659451	0.700435506193341	0.676179300946516	0.68601393095152	0.662225206474203	0.722908914257032	0.700865112290086	0.73717346672205	0.477834887030198	0.804619126529274	0.804563035069173	0.811137870002589	0.764586818248063	0.661638998686528	0.732645631452234	0.319967865317354	0.694214140961733	0.780326702794753	0.65235602019814	0.716184832346366	0.616451775693031	0.695903947472642	0.639305973997555	0.656603099002514	0.646801048522713	0.69914372421498	0.300509877088397	0.632661035539715	0.731482734276138	0.754592132229432	0.530034881343799	0.391214751211078	0.662569855567377	0.626379304574244	0.672355154922451	0.587434876958405	0.649990865092033	0.548003577661512	0.692152057231495	0.712338268434716	0.722206793156851	0.655931181674389	0.583338117693445	0.713700120339564	0.718428680312266	0.773130258136858	0.494541377803256	0.805145097739703	0.656195744636554	0.633751605017324	0.580558923699341	0.730353761085396	0.7858250194577	1	0.63502522025907	0.725141512138343	0.556281920476197	0.565372265697493	0.727645982576921	0.700854973001996	0.551570873108307
CD46	0.695011823928177	0.662088171254412	0.708518262907172	0.649142310698549	0.690039670007097	0.705297456155083	0.683511410085383	0.642533384005769	0.687993363363188	0.616864959059048	0.354558478221724	0.725114733604135	0.702580020335753	0.69527370556713	0.71744492395558	0.720130959113482	0.746711736176273	0.286035855467089	0.73561660275007	0.712500790601147	0.722882020236176	0.743397484936294	0.698895534885743	0.602577077117526	0.627183118860291	0.596261674068642	0.725299363610459	0.655798299106654	0.201692900402345	0.640415569280917	0.711738533099131	0.578326319104081	0.632457376008027	0.559893411946471	0.669123709269619	0.637091831401123	0.60681277330396	0.692817076334681	0.608421287165254	0.567017325618781	0.751452173461651	0.700402929302913	0.65707682684173	0.725464852899072	0.671504728956581	0.665868483930213	0.76112682959422	0.709794074632732	0.396030224456037	0.716102823737011	0.66623504823784	0.688586748965829	0.548347409383193	0.727338774882199	0.675643808563731	0.63502522025907	1	0.626945202422154	0.611666527850778	0.65640390864361	0.702589113207853	0.685087204041793	0.578421762929869
CD69	0.746628405113289	0.732519565116591	0.846645492628406	0.753451180818518	0.830056249768735	0.856494173050249	0.756039020965827	0.699786483400605	0.816926421716513	0.672469450131958	0.417163442694065	0.893462395690033	0.868992423123289	0.773681421438197	0.858893255848753	0.685352377748613	0.798537570510206	0.0792582577506819	0.785998408409474	0.811243319353996	0.75961687554803	0.800489458936669	0.700531884570012	0.856863973849067	0.69412791700804	0.773091639202348	0.72347464821668	0.735008496315304	0.149164912832307	0.869808406271023	0.74695787937936	0.748960151993356	0.60819589908728	0.472077392838226	0.75562266870619	0.624797364131719	0.661403063702907	0.705515149037751	0.859085803853913	0.527706348086315	0.783691548309809	0.78235357067456	0.690516097498908	0.762947863533046	0.681436811547402	0.828866361944102	0.799443527988913	0.8234777853986	0.408364321527618	0.83102370523674	0.760039652881412	0.735598044197558	0.618153927865594	0.765084219318049	0.737971319904167	0.725141512138343	0.626945202422154	1	0.594763370647782	0.706534934742567	0.842520563434282	0.761657800565838	0.595466724618147
PTPRA	0.701192418685332	0.703651914983881	0.674537146942541	0.617839028572669	0.709318028571798	0.596400792650291	0.67121277610265	0.624619088155107	0.641754327655904	0.515029779070567	0.364116919574185	0.6414136361947	0.61984370012226	0.61204338265255	0.650370150442716	0.674251459058961	0.681079374956252	0.301878533764109	0.697004408616983	0.669818376237277	0.751125674545601	0.674669562886232	0.71710438903487	0.537696339001592	0.674823076980701	0.447228078415258	0.668923890330088	0.628233397629337	0.0964321271705165	0.613114422175262	0.658714832798814	0.496247939909522	0.606999363708551	0.528527360376743	0.636924161149127	0.550033607652885	0.544541987763034	0.670354833474317	0.559774432059491	0.58417273241886	0.728047568012661	0.658526667890801	0.610537355055782	0.670035911504671	0.662710278540985	0.683682406471136	0.755353776872334	0.62979674339345	0.297755599286975	0.61741785799017	0.681403085586024	0.749103834066466	0.644194941665413	0.702252082116266	0.587895966517421	0.556281920476197	0.611666527850778	0.594763370647782	1	0.679758476199273	0.733605639055436	0.683241803818525	0.645809946869859
CD63	0.875372339075725	0.887812148398338	0.839214660539169	0.77443174494293	0.829288181577565	0.792768143689593	0.943586214897723	0.739338164578186	0.920339808861358	0.461924170563357	0.230091384388245	0.799317113621155	0.761980430298753	0.631778874484778	0.666783862045634	0.77075843825339	0.837840214266179	0.148835782167004	0.930270345565574	0.701582216454374	0.902838553998207	0.870881199891681	0.932105795646464	0.613838175255834	0.69766180119953	0.60334291550785	0.855987847009833	0.71122687305023	0.018713912961617	0.802141464829566	0.790166255489324	0.477354072019563	0.87369435667787	0.874371528935156	0.784853999535731	0.516906706785828	0.611365761850888	0.91774077874543	0.616020888468355	0.590517782266152	0.806016512021801	0.867093289830661	0.678862864478542	0.870946799414441	0.865501056596048	0.791520436216189	0.885245252178332	0.798752145521041	0.191060093415626	0.598261004882529	0.864246403163292	0.940743330880916	0.67073634713804	0.776685449933415	0.585508232486657	0.565372265697493	0.65640390864361	0.706534934742567	0.679758476199273	1	0.894872479194382	0.827637661958195	0.665647988504029
ITGAV	0.899729496000535	0.893707931022326	0.892930606064713	0.800436146979323	0.935727325366454	0.875827751435386	0.899187225583815	0.79441802644029	0.89564622506965	0.616191657746595	0.350848989574478	0.880546679209428	0.852428387423108	0.74523283296554	0.834105657202727	0.795452477394649	0.881038861556578	0.197152444694625	0.92676764940443	0.813861405583164	0.910428167204365	0.901482511151733	0.899414672836755	0.775126743406643	0.74518794515051	0.665200249300887	0.863002729379002	0.768379251366641	0.0830208268472076	0.890529572235968	0.838629160126262	0.631747144317078	0.787300997638155	0.718517476592579	0.831057176494633	0.628356256737735	0.666497141309543	0.88883564019461	0.761414689858213	0.657102953096706	0.864154036626397	0.881037630899653	0.780504346299445	0.871280181460278	0.834248144090613	0.882709834747683	0.925779892868863	0.841434445841448	0.341157092061544	0.763198692254494	0.83602092606753	0.929194050563794	0.707416623903267	0.832896551877727	0.710896569921263	0.727645982576921	0.702589113207853	0.842520563434282	0.733605639055436	0.894872479194382	1	0.842646294500496	0.692346748027136
C1QBP	0.787017436744588	0.738145994201818	0.806985294086745	0.737401928965514	0.759285757753393	0.760600136775706	0.82741137081441	0.683423632638228	0.840999640079326	0.552831475858228	0.443378103651628	0.817171535193957	0.799657105464363	0.683605459236587	0.731581614560754	0.715764716172796	0.790286292705574	0.0887237324011246	0.848945717028308	0.756202984613898	0.859108123498321	0.817879432217664	0.824050828048893	0.710147237328657	0.623507877183384	0.667261896832208	0.777005534529057	0.682050922106813	0.0485525473439329	0.739145651678286	0.739161304745605	0.625122173475379	0.747633840337728	0.65328646634908	0.744374934362964	0.554586975517003	0.615268812085452	0.78989272968558	0.68477370538545	0.53193909848665	0.749226319206509	0.801498349858224	0.677048096817999	0.78839654244544	0.778128026341752	0.750466705682734	0.850883951548929	0.872622296703566	0.242569778940476	0.711149746438871	0.835403850532023	0.85649585918644	0.722190784107294	0.797973401429369	0.699696259185432	0.700854973001996	0.685087204041793	0.761657800565838	0.683241803818525	0.827637661958195	0.842646294500496	1	0.727759938021049
CD47	0.618731079032211	0.63757454521444	0.685653125787628	0.60514583333467	0.611874365945799	0.687938061227016	0.639567716876791	0.626168078283715	0.602673267509604	0.492687885807285	0.517286681969974	0.613582553007982	0.548824230973476	0.55324477002863	0.616162225696206	0.659719343654701	0.678882355352517	0.213256802472715	0.660690152835235	0.565880504418601	0.742568480828092	0.651368680390016	0.724403365965768	0.52279727115185	0.597197529940301	0.463769884589063	0.692868653360559	0.624391094965842	0.139776361211063	0.628889375620716	0.642723194175679	0.502852157120563	0.653136603874418	0.568720332039571	0.69485567010761	0.56192057074993	0.42785464727683	0.618044808282828	0.632576810489999	0.524246522215282	0.627208864821638	0.659089004667576	0.596502278749436	0.643864275179478	0.711823065623996	0.634654121524962	0.699817777196651	0.621981691897866	0.348604324298055	0.615957602527573	0.663756398478064	0.687955196797845	0.594526745352864	0.705015884298994	0.566497011945075	0.551570873108307	0.578421762929869	0.595466724618147	0.645809946869859	0.665647988504029	0.692346748027136	0.727759938021049	1
