""	CCR1	SIGLEC10	FPR1	LILRB1	TFRC	C5AR1	ITGB2	KCNQ3	TREM2	VSIR	INSR	CD74	AXL	SORL1	TSPAN14	ITGAM	TNFRSF1A	ADRB2	CD81	PILRA	ITGB1	CD4	APLP2	ADGRE2	IL6R	CD33	TNFRSF1B	C3AR1	P2RY12	PLAUR	ITGAX	SLC1A5	ENG	GPNMB	PLXNB2	TLR2	LILRA4	CD163	TREM1	TLR4	HAVCR2	LAIR1	ADCY7	SIRPA	ABCA1	PTGER4	LRP1	RACK1	CXCR4	PTPRC	CD9	CANX	SMAP1	LPP	SORT1	TLR7	CD46	CD69	PTPRA	CD63	ITGAV	C1QBP	CD47
INSR	0.334888625204328	0.265113076084885	0.423779054621139	0.424630590313076	0.340782749347266	0.429698149150924	0.298061067754353	0.357279513906356	0.281589930036146	0.501672331085648	1	0.405761771894266	0.399199095668578	0.474750217853892	0.504790253181451	0.431905672418013	0.389133186763942	0.201384934701794	0.358108837517652	0.454540799170568	0.397327702867766	0.397672553828054	0.337526966400467	0.462726306095792	0.412340457891892	0.360264677666236	0.424837369923198	0.432904032217683	0.255583254699881	0.379548412546347	0.451831978586211	0.544733506609729	0.352561135950806	0.199695804520784	0.467464523139525	0.51264815144621	0.407797424661591	0.284825675483211	0.508532530111791	0.322128288222293	0.402796234145309	0.436628562791271	0.373085950132751	0.38639137263101	0.389589637007928	0.397460567786524	0.425642545034747	0.387607518650115	0.498766501384968	0.552213145391576	0.369627205194647	0.284301530659346	0.392403596360702	0.467449720782156	0.480106784762026	0.477834887030198	0.354558478221724	0.417163442694065	0.364116919574185	0.230091384388245	0.350848989574478	0.443378103651628	0.517286681969974
CD74	0.818371308894993	0.805476572390886	0.889649909982978	0.827268913044004	0.842991344330578	0.819609095530235	0.867263041895689	0.797150437309269	0.931436439286413	0.791639351427439	0.405761771894266	1	0.956185578566587	0.887041543243423	0.876515358306912	0.790696713262035	0.887282329572461	0.262837042072088	0.871333762653798	0.875545783130606	0.82577575578795	0.885332038476449	0.771894965080139	0.830127163491423	0.748595767908347	0.825097786559539	0.779896625675203	0.842578143191069	0.284059871529803	0.821496370352834	0.837122575116608	0.769508464372587	0.693811886602372	0.548970799519236	0.788657098711523	0.679995401138867	0.79366589754492	0.770593690940847	0.765034903499618	0.611734133358366	0.860345076047777	0.879151577763787	0.779858563145466	0.819242440280976	0.714546326234714	0.821495931897579	0.870162252487166	0.909838181659965	0.400113630455304	0.877675387267512	0.810785201455084	0.807591679787512	0.688074781338329	0.834562042058969	0.821284130755314	0.804619126529274	0.725114733604135	0.893462395690033	0.6414136361947	0.799317113621155	0.880546679209428	0.817171535193957	0.613582553007982
AXL	0.805470279196563	0.752206792577613	0.845938235665185	0.812384547110665	0.821279342993628	0.780730571530885	0.829103546149758	0.745677215356628	0.91226729061884	0.738972769860918	0.399199095668578	0.956185578566587	1	0.859432151068666	0.854307302431707	0.750125942294871	0.844000811215957	0.211416477632279	0.860370178126465	0.855558046225586	0.803908753268305	0.854357879596174	0.728053000565261	0.829739342044461	0.690670018349112	0.816267270266351	0.740010150553556	0.789454987271404	0.252147904532956	0.769032462974382	0.832385595155733	0.763500876930484	0.639504045259347	0.530160356421061	0.740712140455328	0.621547672410927	0.796822302544692	0.755010633472272	0.726111663648523	0.584353354815602	0.817033389430009	0.850447767320963	0.729127176206319	0.804671097124526	0.690724769835247	0.791736118042175	0.850030304507804	0.909660054091625	0.382678180766895	0.835084948177747	0.822428110541988	0.793757635142513	0.666531425326963	0.816178964293308	0.80370584454177	0.804563035069173	0.702580020335753	0.868992423123289	0.61984370012226	0.761980430298753	0.852428387423108	0.799657105464363	0.548824230973476
SORL1	0.73400872409731	0.67088416014106	0.78578914715651	0.795423239236408	0.724772468706346	0.709062794022874	0.730638076116947	0.758623119593652	0.780832249429129	0.80588708049716	0.474750217853892	0.887041543243423	0.859432151068666	1	0.841877555606348	0.758489749262052	0.782299166832202	0.418151766405127	0.765697516276878	0.803413537881958	0.713173828813618	0.786832923585494	0.650517240667003	0.738239199391792	0.774863547928322	0.688025389454492	0.700091328825652	0.823640407280998	0.344515900647463	0.65084297455118	0.835887171584838	0.775311646131518	0.574268440607483	0.436597744278147	0.737230633751305	0.731404950572445	0.796546562191097	0.636815194794986	0.673778783403373	0.612452806702137	0.817564872827495	0.809493605520829	0.739364753389883	0.738885632538904	0.62616211692622	0.733154546401584	0.804286847211745	0.795469000535682	0.587388168267111	0.878117707610634	0.725635842152101	0.670835089609346	0.652817167472447	0.816398128253997	0.798582384594026	0.811137870002589	0.69527370556713	0.773681421438197	0.61204338265255	0.631778874484778	0.74523283296554	0.683605459236587	0.55324477002863
TSPAN14	0.775021098854277	0.740585553868775	0.838910009828401	0.751264157596348	0.838315650306897	0.831644397056584	0.732945495616478	0.713138768646263	0.784985327019296	0.751620449600738	0.504790253181451	0.876515358306912	0.854307302431707	0.841877555606348	1	0.764696498340773	0.792819291252815	0.233978869167755	0.798484768345838	0.860876052717365	0.761561346893182	0.809886995927842	0.72499638067653	0.845992874356947	0.782713946342704	0.692349091705827	0.734332046200592	0.81174461104212	0.255610692971029	0.801399555530758	0.814064640277587	0.773660208974031	0.597314323955031	0.464661704204778	0.748609762439183	0.734227892833967	0.710956564139923	0.716293672548849	0.81549075352261	0.622634246643722	0.856895133138279	0.789879128287877	0.742347786610225	0.765976064491208	0.68361801265192	0.803907375522707	0.837674862364121	0.773406703166875	0.536189163261347	0.87332560590028	0.741084027231146	0.726769735002135	0.666394845209968	0.792155052359579	0.742149478349565	0.764586818248063	0.71744492395558	0.858893255848753	0.650370150442716	0.666783862045634	0.834105657202727	0.731581614560754	0.616162225696206
ITGAM	0.788213943680917	0.785539968951873	0.815695761182007	0.782085771825288	0.732622149042053	0.774921752513727	0.834585887348545	0.755610479504315	0.779331756065114	0.643692805087757	0.431905672418013	0.790696713262035	0.750125942294871	0.758489749262052	0.764696498340773	1	0.822062566724334	0.320078447522138	0.83338454919571	0.750743968648766	0.814207347462959	0.851283766975908	0.816832708009903	0.63129752133535	0.750160602159404	0.640818984691963	0.79804834860494	0.768554639928318	0.2199002198236	0.734578899916752	0.769902825494112	0.617365111396425	0.762053645546736	0.68828849113198	0.763025916888556	0.659504785213504	0.634773785702193	0.798142981135326	0.66279586194151	0.645336437245221	0.829262541386339	0.827876343168028	0.704031795703643	0.823694482402254	0.796241164795151	0.763467982498625	0.857638506443945	0.764536979968924	0.433158517112126	0.755379157896767	0.699620139935611	0.767931806323268	0.662229919289589	0.776523807742333	0.650267100693843	0.661638998686528	0.720130959113482	0.685352377748613	0.674251459058961	0.77075843825339	0.795452477394649	0.715764716172796	0.659719343654701
TNFRSF1A	0.847700472685922	0.839007822858935	0.863745443790411	0.780297308325406	0.846565747903755	0.844428527536635	0.890306459963555	0.787277025025671	0.86919475222191	0.702484522177374	0.389133186763942	0.887282329572461	0.844000811215957	0.782299166832202	0.792819291252815	0.822062566724334	1	0.329188924288812	0.879231753437247	0.826627155450075	0.86797047301806	0.903835295270808	0.853607685213854	0.721209102670761	0.724416768683931	0.73384100043395	0.856987696482856	0.781097030707825	0.233102324193094	0.822685322938377	0.827747785642463	0.670026831162111	0.788209656120627	0.697324233864465	0.803612680215114	0.67877964374177	0.682244182733311	0.849227704395286	0.715279214890854	0.6749046711401	0.863271245242534	0.875611785975336	0.790620722021303	0.848317393599501	0.819706560281104	0.819463441305088	0.886433204631307	0.8471552302163	0.407360440498269	0.810575665022575	0.764533078425924	0.831637088822798	0.693533791018368	0.828709495680555	0.753296265796437	0.732645631452234	0.746711736176273	0.798537570510206	0.681079374956252	0.837840214266179	0.881038861556578	0.790286292705574	0.678882355352517
ADRB2	0.285747067478437	0.219491758607077	0.225804813519744	0.303233857100661	0.204096148407825	0.123836254460963	0.250349976069903	0.361510735263866	0.172180766035842	0.508029190980624	0.201384934701794	0.262837042072088	0.211416477632279	0.418151766405127	0.233978869167755	0.320078447522138	0.329188924288812	1	0.2134853852055	0.29763956842271	0.250358155926417	0.297553524484985	0.20373417583619	0.0722712318262008	0.336918911699342	0.0890767778858848	0.262650465710651	0.440974748950528	0.416794530362346	0.0659420710599822	0.342166924085055	0.237564672651366	0.204652704675916	0.151541136515853	0.278992312598858	0.490442692483476	0.382405694715564	0.179371072881398	0.102861990307574	0.449024687990963	0.393074251085427	0.305697393751731	0.334585646378613	0.206124489300878	0.240313013921009	0.237297850521648	0.245726483353707	0.164432328260831	0.46923935789936	0.366751106706934	0.0852730786344923	0.174350888480909	0.259152800959563	0.290133033849332	0.311414670043517	0.319967865317354	0.286035855467089	0.0792582577506819	0.301878533764109	0.148835782167004	0.197152444694625	0.0887237324011246	0.213256802472715
CD81	0.943860823116628	0.856265775955137	0.871712261962119	0.842985023208685	0.886805647341195	0.863480402440673	0.951311918337593	0.797265439973179	0.937887485223063	0.599482132534874	0.358108837517652	0.871333762653798	0.860370178126465	0.765697516276878	0.798484768345838	0.83338454919571	0.879231753437247	0.2134853852055	1	0.824492641102896	0.918969079689857	0.939073128461348	0.937038888406332	0.710738023153991	0.752635267558	0.683726710318031	0.894472240870367	0.781072180949448	0.127954861777051	0.823565799804722	0.85860372899611	0.625540055070731	0.856912485471643	0.834773442496049	0.827926407719414	0.609547122703642	0.743615171603481	0.946712461215598	0.699537607610543	0.627473432684598	0.855975597408318	0.917748288722611	0.757607173486877	0.931064065866424	0.898817617304362	0.857245697308881	0.945276539840064	0.880428445733689	0.323203649233637	0.722189552705692	0.870654177705582	0.945971304654083	0.697452092565092	0.854806438502344	0.710542473896133	0.694214140961733	0.73561660275007	0.785998408409474	0.697004408616983	0.930270345565574	0.92676764940443	0.848945717028308	0.660690152835235
PILRA	0.805565148730249	0.740162219017161	0.798548149003064	0.758839992790891	0.822854846758211	0.782681860299473	0.783502682993329	0.752321747946418	0.811882686672661	0.782082790948723	0.454540799170568	0.875545783130606	0.855558046225586	0.803413537881958	0.860876052717365	0.750743968648766	0.826627155450075	0.29763956842271	0.824492641102896	1	0.765398860002491	0.832816069590117	0.755953179762713	0.774206150077497	0.723468409084738	0.716939728122768	0.772336697917105	0.786271805220425	0.246838260535318	0.767733568974839	0.776467823455762	0.731787858420167	0.64897232619577	0.540308868031902	0.735569463671899	0.697016494795583	0.737379491106491	0.765332125043976	0.723298982649278	0.641536287298104	0.825703096718448	0.795589342253584	0.782442867350329	0.779358739452529	0.719760567456843	0.795534407854253	0.842038424155387	0.822438710324299	0.448210518361199	0.842359452902227	0.720113932426733	0.753999206236956	0.657815554394232	0.782897967698385	0.78735072447107	0.780326702794753	0.712500790601147	0.811243319353996	0.669818376237277	0.701582216454374	0.813861405583164	0.756202984613898	0.565880504418601
ITGB1	0.87836569607631	0.826288976788189	0.865199888829794	0.795271897576018	0.849463273067867	0.832730175825972	0.914708648717172	0.747140443866281	0.872617103137124	0.572667450864351	0.397327702867766	0.82577575578795	0.803908753268305	0.713173828813618	0.761561346893182	0.814207347462959	0.86797047301806	0.250358155926417	0.918969079689857	0.765398860002491	1	0.897275276163244	0.908464629765918	0.711593024734605	0.732816251604051	0.623574286402932	0.876832765836354	0.737407927118091	0.064940335307516	0.812010288135543	0.837221052788297	0.600573872031226	0.858884433506063	0.79494835994951	0.845205958030223	0.628284185082638	0.658912228152898	0.897196395146647	0.72381599649706	0.608180794410494	0.86261336188699	0.870979151659939	0.726715263429766	0.896435394359924	0.893592176325254	0.843023124999438	0.928895449091796	0.843982063535604	0.331744269441994	0.737763887687818	0.861678766307617	0.919563168906171	0.717045972253812	0.840846240894663	0.669371248118253	0.65235602019814	0.722882020236176	0.75961687554803	0.751125674545601	0.902838553998207	0.910428167204365	0.859108123498321	0.742568480828092
CD4	0.889150476114869	0.844046524545686	0.878336144905568	0.840257919089663	0.855558529672206	0.880426641859654	0.926185607023295	0.785117598820457	0.890164982531366	0.66460077769731	0.397672553828054	0.885332038476449	0.854357879596174	0.786832923585494	0.809886995927842	0.851283766975908	0.903835295270808	0.297553524484985	0.939073128461348	0.832816069590117	0.897275276163244	1	0.899393673587912	0.739123867299764	0.7533717478499	0.707632900094143	0.869539297411315	0.79383514561594	0.174304905940836	0.85237987348985	0.846745250448662	0.657741879511298	0.836772979222236	0.771604802710575	0.835436433222025	0.682686832493243	0.724364610455729	0.905002391870953	0.748020466665683	0.657983237189588	0.874466094583829	0.902595310750789	0.76386025990133	0.903992527840394	0.877192600944314	0.854034703356081	0.925406802093839	0.867676159422115	0.376416091708525	0.791214192904396	0.789743169962799	0.877101136431847	0.697138057190446	0.842294288672088	0.729149320959359	0.716184832346366	0.743397484936294	0.800489458936669	0.674669562886232	0.870881199891681	0.901482511151733	0.817879432217664	0.651368680390016
APLP2	0.905187549628836	0.871533390907374	0.845544847121437	0.77394530427105	0.843305494205037	0.856197257941626	0.922384189981005	0.778022640614588	0.856971365470327	0.517336683254571	0.337526966400467	0.771894965080139	0.728053000565261	0.650517240667003	0.72499638067653	0.816832708009903	0.853607685213854	0.20373417583619	0.937038888406332	0.755953179762713	0.908464629765918	0.899393673587912	1	0.63284111876435	0.727864246263303	0.589121350728051	0.901354910458085	0.730762655745657	0.0469307689159416	0.834052490596916	0.803916920670795	0.524639131427275	0.892905757206028	0.888288324512513	0.821091970945889	0.597866234980777	0.599934058925544	0.943717520634805	0.689311993244576	0.643459082309313	0.816491231732422	0.872968262076034	0.747307925126116	0.898112453818305	0.928045614685396	0.8385811725747	0.919229263388644	0.793694140044736	0.307990382727537	0.65435349812492	0.820829870574352	0.934265027446002	0.664285217294822	0.807757020481115	0.632530505891927	0.616451775693031	0.698895534885743	0.700531884570012	0.71710438903487	0.932105795646464	0.899414672836755	0.824050828048893	0.724403365965768
ADGRE2	0.659521277782717	0.655528836411006	0.780980417833311	0.662732322001903	0.773014342931835	0.776611357015335	0.669042180403926	0.621361430459919	0.739831039227324	0.631767378629011	0.462726306095792	0.830127163491423	0.829739342044461	0.738239199391792	0.845992874356947	0.63129752133535	0.721209102670761	0.0722712318262008	0.710738023153991	0.774206150077497	0.711593024734605	0.739123867299764	0.63284111876435	1	0.663418108996114	0.713899448514928	0.636986960360163	0.65794437591021	0.109493730268264	0.80998720808146	0.74281096983916	0.72947462603455	0.545098905342898	0.382245877343053	0.702284355956329	0.618558994941606	0.602180463327227	0.65193839681964	0.828867451832428	0.486029570383008	0.745048356004325	0.689931035258166	0.659300960673097	0.682741641263007	0.614161059456314	0.715236864566239	0.772745752286528	0.756207229873462	0.388102267512542	0.823457873799776	0.734326637565557	0.662578761838744	0.581366254506752	0.68349027676595	0.6596490045938	0.695903947472642	0.602577077117526	0.856863973849067	0.537696339001592	0.613838175255834	0.775126743406643	0.710147237328657	0.52279727115185
IL6R	0.748536478962163	0.719798207613376	0.805851500451769	0.768458176158315	0.730932950100113	0.759980261667471	0.72710387851341	0.717224712562168	0.725304705820285	0.606312462354811	0.412340457891892	0.748595767908347	0.690670018349112	0.774863547928322	0.782713946342704	0.750160602159404	0.724416768683931	0.336918911699342	0.752635267558	0.723468409084738	0.732816251604051	0.7533717478499	0.727864246263303	0.663418108996114	1	0.491278948597609	0.765991292953895	0.774581258716027	0.211335665133164	0.718845791601343	0.790879678992158	0.612985747109653	0.673099925641428	0.58978213520283	0.709108069995838	0.679867573953077	0.625494027758989	0.71828312839098	0.713823824953288	0.617827030692392	0.814474501632385	0.767683771454872	0.679269052152828	0.739971283452769	0.724096719091035	0.760671030665581	0.788904046380781	0.636914746167714	0.523998523831332	0.735258310057846	0.730775956342976	0.700309855053553	0.563496048505853	0.692579519564027	0.602269631205591	0.639305973997555	0.627183118860291	0.69412791700804	0.674823076980701	0.69766180119953	0.74518794515051	0.623507877183384	0.597197529940301
CD33	0.60239673743006	0.610611425701713	0.679651294138566	0.609552000421911	0.673329401259368	0.648062559715886	0.664605019730496	0.625582109152247	0.759054130060846	0.667709300028409	0.360264677666236	0.825097786559539	0.816267270266351	0.688025389454492	0.692349091705827	0.640818984691963	0.73384100043395	0.0890767778858848	0.683726710318031	0.716939728122768	0.623574286402932	0.707632900094143	0.589121350728051	0.713899448514928	0.491278948597609	1	0.592459464436032	0.633647199960417	0.218767121688267	0.692499340514034	0.602745430743463	0.617922045906598	0.505273799553805	0.386907778522565	0.640707850469368	0.532765925817673	0.655639232240873	0.592819634177562	0.612013738060446	0.490861776233706	0.635924611317959	0.658500422296213	0.582683189777355	0.665565601203739	0.521536350713391	0.610635156404086	0.674690740899726	0.796263162122304	0.206522654656828	0.72655686082574	0.642234348863026	0.604626226842096	0.558838058595671	0.698301595472095	0.718622700565515	0.656603099002514	0.596261674068642	0.773091639202348	0.447228078415258	0.60334291550785	0.665200249300887	0.667261896832208	0.463769884589063
