""	EGFR	THY1	LRP4	LRP6	SDC3	LRP1	ITGB8	GPR37L1	LDLR	SCARB1	NRCAM	C1QBP	ITGAV	SORT1	IGF1R	SDC2	ADORA1	GPR37	IL1RAPL1	VLDLR	EDNRB	ADCY1	CHL1	CNR1	LRP8	CD47	AR	CD44	ABCA1	INSR	CD82	RIPK1	CD81	CD46	CD9	TNFRSF1A	PTPRK	ITGA3	TYRO3	TSPAN5	NOTCH4	TNFRSF12A	CANX	CHRM3	ERBB3	NOTCH1	ITGA6	FGFR1	LPP	ITGB1	RAMP1	CADM1	MRC2	ATP5F1B	F2R	S1PR3	FZD3	NOTCH2	ADGRG1	LINGO1	SORL1	RXRA	CD99L2	TFRC	KLRC2	LIFR	MCAM	ADGRV1	ANTXR1	TLR4	ADCY9	CELSR2	AMFR	NRP1	VANGL2	PLXNB2	CALCRL	PTK7	RAMP2	TNFRSF21	TNFRSF19	CD68	APLP2	NGFR	NCSTN	RYK	PDGFRA	ITGA5	GPC1	PLXNB1	SLC1A5	KCNJ10	CNTNAP1	ACKR3	SMAD3	TSPAN12	MCFD2	CDH11	FZD1	SMAP1	MYLK	KCND2	S1PR2	PTPRS	TGFBR3	SDC4	TSPAN17	NT5E	GPC4	ITGA2	IL17RC	PLXNA2	IGF2R	SLC16A1	PLSCR4	SEMA4C	DAG1	DPP4	PTPRA	CD63	DCC	PLXNA1	MERTK	APLP1	PILRB	RACK1	EPHB3	PLXNA3	ROBO2	TMEM67	AXL	SLC16A7	GPNMB	ADGRE5	STX4	TNFRSF10B	JMJD6	STX3	PTPRJ	SIRPA	ERAP1	NRP2	LAMP1	RPSA	LRP10	TSPAN14	CDH10	HLA.DPB1	PTPRZ1	CD74	NCL
ABCA1	0.60246527241412	0.47294119097125	0.449931981234412	0.629201478453932	0.512635121649162	0.537118712933635	0.635467048379934	0.29373416617347	0.580588581345776	0.828992780373879	0.734992610925156	0.583477933538933	0.589120909734184	0.675018291311772	0.924927230485361	0.707607050631731	0.525832888775698	0.54617871592524	0.399440692965826	0.743768520865505	0.466621480564167	0.462589743204407	0.693058696997206	0.777815330615262	0.46867764211504	0.764000957698925	0.619395251065599	0.869348384128559	1	0.559529802411376	0.392823013829604	0.69538602326094	0.603162958018378	0.759991011321609	0.765410812938211	0.903261417413749	0.524152119990118	0.765870480143461	0.417043764106064	0.572805671821687	0.406432906907136	0.729842680870302	0.713614742137572	0.593894114465769	0.485912049548096	0.504576164365952	0.477819000330246	0.702980822611807	0.767483691191853	0.740085383525413	0.414820013109067	0.715031343944269	0.857183377199793	0.57960266133311	0.766157922595414	0.715372020704056	0.745659425597647	0.695286081400763	0.454603086808952	0.354533096224484	0.712907974987807	0.794919422175171	0.631808898233104	0.640729348165535	0.396449925212288	0.555304711203114	0.495618554643123	0.334856214328332	0.647927538409276	0.638853387250414	0.600199941992931	0.602404483770211	0.719234800448328	0.801826807793121	0.589181647332208	0.775748708260232	0.559180474057236	0.726455825457556	0.652632257180323	0.587910900085669	0.731680373906124	0.64738314411256	0.719687760439485	0.262283736317551	0.800297321662381	0.685584205810395	0.300830928366807	0.827292490894966	0.797055504074729	0.557745969190655	0.713183286464135	0.281707749198997	0.765287050614064	0.418852948391927	0.732517880592697	0.52924960967798	0.754422313211231	0.808977472045104	0.812553090054323	0.653345193830716	0.57756320422782	0.348055899271877	0.591267828186122	0.529487686128891	0.737194271389568	0.761967304550401	0.630981301405728	0.344088762912533	0.759304232923923	0.711849539524252	0.680441178164927	0.312711092723498	0.742962621489094	0.834282428756044	0.618736748553407	0.753647605273326	0.555229796369887	0.777872898407816	0.627326603312383	0.699701062793164	0.402503118043599	0.701480663027384	0.488576872477783	0.480892049727775	0.572136463871481	0.731553181141364	0.65943713296039	0.828219417592746	0.584029437786446	0.621777818545802	0.704021917492803	0.60385852789268	0.805706415456332	0.569090279965794	0.77709839994177	0.719402350612545	0.718736007266848	0.551661515324506	0.661947999225085	0.473479734748677	0.710488432530127	0.731656227303301	0.65268566078055	0.592787933852609	0.79567892166548	0.541502950548362	0.49332256128524	0.300027986916678	0.461517197906804	0.214917479897754	0.60589683113865
INSR	0.607081438321516	0.637362242816452	0.775061547968332	0.78526676458253	0.770200117480569	0.760546698272722	0.731347335428786	0.707850429407175	0.622295506922181	0.428778447773605	0.754909869977101	0.50989731498478	0.718098472516697	0.815969539246453	0.607074880827719	0.505984003960059	0.688719436878226	0.736884187286178	0.782385194279661	0.418351629990888	0.657047538648554	0.616873080295176	0.702164895710598	0.7155594589825	0.662332374796888	0.680491377348487	0.683877895556404	0.288101737158189	0.559529802411376	1	0.608209281809194	0.621867833507702	0.702926824950829	0.801028635918955	0.586844118450735	0.582385051960327	0.818760661991107	0.615124177617972	0.743299664584419	0.568660653638073	0.717986852049615	0.33407132507408	0.657999627215048	0.658132759054649	0.762016807868025	0.796824300549307	0.830382604129482	0.621285954547524	0.730603204837438	0.729070504369322	0.648131829858268	0.747705481704093	0.723433771129396	0.512469542952556	0.727066287720734	0.131167251897086	0.736079123163878	0.749950937475036	0.763773798162392	0.659409987218727	0.753968418532887	0.654868033405871	0.667828414578836	0.560447948456664	0.665890525101363	0.777885326619347	0.800425334466825	0.54297371791873	0.72664370038814	0.661888352615439	0.67510287578355	0.754081904284881	0.632182355647857	0.561064468864597	0.785872394783617	0.646629279776173	0.856480275147449	0.685577557452342	0.709978533841827	0.648111221474008	0.681970457852959	0.221929674823322	0.724480407888921	0.583072191764737	0.722027296930209	0.709641449311605	0.704631573127672	0.703556812061252	0.448608467857383	0.796373859775209	0.249561138041671	0.684519678776155	0.676684011302511	0.544872199377396	0.731109551534398	0.684103888048473	0.619858084233704	0.724214019184403	0.569750974242272	0.654031732320648	0.104300422798656	0.687310638588621	0.623824446527314	0.714805748430361	0.583739970841435	0.23774663184489	0.67802970995057	0.671920248167185	0.632196140648001	0.793413147224374	0.729027974054488	0.847718794557962	0.816709705713225	0.331747239972986	0.753094798484099	0.760366039372967	0.686126929928152	0.338309956893725	0.703965626221639	0.549703855359198	0.729775016099485	0.522775325881191	0.635445529171472	0.74507344680308	0.767677706932159	0.42547719676957	0.698440836365687	0.625728406142289	0.747811528719796	0.721295230917696	0.731305476886315	0.722283416217571	0.438730289642468	0.697265335070583	0.54227952923815	0.338774676104306	0.387604124579234	0.535809475891119	0.703387215928054	0.681679430174318	0.805619730421301	0.770451219920047	0.783016607866606	0.411026212123131	0.704588254377759	0.836972425333708	0.736628769881663	0.531294908434789	0.746978799653556	0.555219238699771	0.601230850388624
CD82	0.903535581115151	0.962532449046271	0.902930912662153	0.871055372487124	0.864718704665033	0.937911471999418	0.912764237663077	0.868198595712952	0.864584704673345	0.47423761038959	0.842248787213042	0.880327707492456	0.880745524217937	0.827804688249804	0.40464231747653	0.722289895199389	0.868166246005034	0.868569830184152	0.754068792335541	0.376106132687074	0.761080776296332	0.976096335376759	0.836481382881649	0.628734543665983	0.944844933358376	0.832344660542429	0.859866666997456	0.113766588524353	0.392823013829604	0.608209281809194	1	0.82206959261819	0.894363395301362	0.775480755385256	0.765606489685817	0.663713174658165	0.818707688503059	0.782239211321299	0.937014676737755	0.885079929998138	0.543574417686248	0.458763653148283	0.836667093542623	0.918550993966792	0.887816803204895	0.860860262648344	0.726908209503564	0.873988431298365	0.815148583383433	0.758244014863309	0.869562443830577	0.862292100099766	0.566893715238866	0.867934768223763	0.698919666467833	0.114887359521794	0.846383676768669	0.851028557625587	0.906373043539684	0.965652853209292	0.575783463385663	0.701517432812386	0.847440677237767	0.778667748491331	0.933812004645669	0.862678098127311	0.758991572373206	0.565524494459959	0.895863907427939	0.755487604695731	0.846780736875686	0.910477226985044	0.827021114609014	0.486536548197538	0.864384531319218	0.733413709803012	0.713007895038127	0.811729784587549	0.838545910419441	0.928415654266205	0.832501840991809	0.173091040469724	0.845916466629834	0.634323404143239	0.795163157863155	0.870488707254232	0.922852192020521	0.586232636704452	0.597364983219706	0.748737401565217	0.109843884455093	0.781116301067947	0.725205962449428	0.901398566022756	0.646488007722416	0.851242471451152	0.788675295272706	0.76559931294284	0.59651459090458	0.893378174931242	-0.0871362902714436	0.896272114617497	0.8861264371963	0.878626281334224	0.649164077841348	0.271046589320111	0.809956504245317	0.793061039654836	0.656187024692217	0.649597848517338	0.864754839326615	0.7116754665967	0.803614718391956	0.384650202090198	0.691676567884275	0.692528695901384	0.923120634521769	0.504855838987153	0.911175453343584	0.815024508849965	0.905076317463287	0.71601331900301	0.729544288592825	0.901267537845011	0.862469967610564	0.677931758128303	0.819907532792353	0.705680294753178	0.913134853604251	0.887853747926362	0.702934017562947	0.885608305053351	0.28855602267265	0.918998906224879	0.634879569242412	0.417497413325372	0.521473355789675	0.303828366620305	0.796885573445513	0.731503003123324	0.783021988784969	0.572464118880182	0.885001995608582	0.750471469853911	0.775029440517317	0.699677837686973	0.873021134142854	0.476788113968446	0.915286490153193	0.419789139745172	0.912039278646622
RIPK1	0.923881433912746	0.861442327700838	0.82517901255983	0.894196085820957	0.806346208247368	0.873471003201899	0.939086020730638	0.711234104250429	0.854727415028284	0.702430037948234	0.912019381286089	0.868003478473088	0.899495539310577	0.881844393556854	0.667699829434603	0.839227637533837	0.846186598185592	0.846353217670115	0.724732188118095	0.594439813006237	0.76138526658313	0.84108241585003	0.911783104951834	0.722300038913265	0.874387506150641	0.924640959215733	0.910081775369859	0.477160253437842	0.69538602326094	0.621867833507702	0.82206959261819	1	0.878908254388325	0.896539023503758	0.831100224992754	0.851052819108312	0.820452521714567	0.873500728703463	0.80555695680252	0.877445209085622	0.612210418429057	0.645816140046164	0.925236274982679	0.908372147049681	0.795285297014578	0.842622813299085	0.735964025882102	0.93053237827245	0.930000406771465	0.86855897794954	0.770971073963735	0.908849041362769	0.735789579981431	0.858951570539992	0.851688583590343	0.471015832220952	0.909420956065277	0.885121347522339	0.811771740056562	0.783090941195846	0.694702228877416	0.809077306002717	0.865562027129614	0.864903062606066	0.842280589935809	0.84268734752489	0.79786220655411	0.578985323296101	0.925369644169199	0.818972215755165	0.894917986476733	0.897447522918227	0.904032670916595	0.717780715965705	0.840368162020284	0.828200185306646	0.764634869928102	0.904896778659647	0.850656118056999	0.908411217923423	0.893695470025366	0.439716517914182	0.912015070989877	0.545391298776101	0.916995601127108	0.923014452551865	0.761765563951187	0.786025815125002	0.78286445045659	0.772841283308931	0.45759283331607	0.667654961471113	0.836891591421415	0.783225618071476	0.708028083042057	0.902217675538591	0.915247461376732	0.888113392110473	0.790812379060458	0.920546366206286	0.206555307113895	0.785354867995662	0.856880320083126	0.825814685202202	0.774757375318763	0.568834970670038	0.851469157922907	0.720802688602023	0.781796653788195	0.771020405281328	0.910348475024324	0.648179234727182	0.8853970549585	0.657650062153378	0.681292930537424	0.798958665127523	0.892094184727274	0.732302715400373	0.907186924807578	0.869469292686778	0.768012741127079	0.787273931974661	0.771799386072534	0.80821190864073	0.873854543550213	0.805180373027941	0.888074363692776	0.820160234243485	0.893176856804159	0.910654738611673	0.774428019675889	0.903728063889749	0.598067873189193	0.856255320376946	0.814269658313773	0.66282012788076	0.689374062134174	0.430255842639937	0.826562571517551	0.708793748120686	0.849746332891063	0.765916425329168	0.905899112573841	0.791932472321374	0.88808147799019	0.682485369018039	0.809473919092162	0.521143173756424	0.852662733682391	0.426020337284757	0.922217562175763
CD81	0.906715258736068	0.942942407436619	0.909652452858062	0.890731375695351	0.95891420892153	0.9479471720083	0.94765754442947	0.894596105703979	0.92105267805752	0.654116935736717	0.950253868594657	0.919791340810901	0.967188827421363	0.937730403233254	0.550256016614735	0.885003510627846	0.96435029739893	0.942107400384585	0.796310137121086	0.497030214359115	0.926012416049402	0.896150097708859	0.948577678868111	0.791815572865457	0.920905044713681	0.929558323048818	0.938635263395916	0.301404749061166	0.603162958018378	0.702926824950829	0.894363395301362	0.878908254388325	1	0.864593167396795	0.882249862619038	0.80777568983932	0.846412916794739	0.852999734498642	0.920603381064616	0.919860479981799	0.602524797984906	0.556356966741065	0.924940004194583	0.918050244969036	0.896457951865482	0.920964578271997	0.883019104761826	0.917370500686798	0.908190967190424	0.853020944807602	0.958326621144003	0.965923484422923	0.752930612710338	0.927964770490413	0.892141979505281	0.274727006830199	0.939522179405523	0.963000813093188	0.93875826804711	0.88804707609351	0.762081606521417	0.840100246364879	0.907519493972619	0.813915762064404	0.884291707044502	0.954779292166101	0.845228935836162	0.77640250507307	0.9566470518885	0.87837169477028	0.891536974644019	0.958388344816661	0.912909286561149	0.621084907329927	0.906723758923835	0.862064402324113	0.861893477808119	0.915529194624139	0.879675300257371	0.956768755528713	0.915788554965843	0.300300827131001	0.953864577453574	0.80722593081436	0.907158520253289	0.921031725809648	0.852227802543779	0.717045964423437	0.70534582739507	0.893380792987064	0.249585089304541	0.845173641052387	0.793666879072427	0.893090394617163	0.744000641783673	0.878993377978152	0.909826804198744	0.861447275644996	0.771539662198449	0.967010617086743	0.107628119245182	0.899508705542288	0.914695669216921	0.861794125315823	0.8425304734164	0.429316159834251	0.860053052357132	0.896389798237531	0.750534649095202	0.74326450837133	0.941707109035263	0.763568854545828	0.892957341704193	0.532783202176821	0.850758337897171	0.87057875824808	0.977283025603076	0.631339919019022	0.98769402766449	0.896597039271536	0.884600194763607	0.747034485836404	0.861682550899487	0.949699660413809	0.884662448044704	0.790107023469485	0.931067848421287	0.789600465962429	0.964329423493798	0.921471053386975	0.876815592732669	0.872544687836764	0.421437066918806	0.895321412463206	0.747178890365078	0.519458678198538	0.622143226324285	0.400078100237304	0.818877211047638	0.912082406977027	0.907404378260777	0.817856682822409	0.960612200627405	0.816705738757359	0.9081817749603	0.806858548063362	0.895608839286571	0.512459936188708	0.942176068095333	0.433889326693292	0.930791028014942
CD46	0.885180181112289	0.794364769916074	0.839131155389262	0.930104809594545	0.829918046198388	0.874210896161246	0.915299455158861	0.712682771208257	0.847222270661275	0.741120518010033	0.920356889314528	0.791639700391426	0.883820084126729	0.9287841163819	0.780655215310559	0.803249563959978	0.836150641912148	0.850400978417792	0.782483070292935	0.692110025886223	0.752466036442594	0.794585167958552	0.883811586813882	0.784539458918518	0.826617247144912	0.924169341589079	0.878501414208623	0.548067860552671	0.759991011321609	0.801028635918955	0.775480755385256	0.896539023503758	0.864593167396795	1	0.855981612724319	0.856196570017433	0.887240521292494	0.902428193042552	0.813934108370882	0.825733055982304	0.678482329573098	0.664541007922461	0.918906980478601	0.896582555816192	0.822974319053792	0.860412360637549	0.785909219752248	0.907302653797535	0.952279631125174	0.92178631931726	0.732438609286434	0.925929142110052	0.813878079285569	0.797663022182638	0.889744388792525	0.468734312322252	0.937478772470496	0.912934959017593	0.821280690283251	0.751786278056658	0.818178618347023	0.872774485921151	0.854097426480142	0.864324674759065	0.799171709583035	0.870269021665893	0.797636309748371	0.592239573317981	0.899353163640525	0.854592687807033	0.906631592977435	0.899156052580421	0.878622659191696	0.777213031588271	0.870329030241602	0.886204455033424	0.848686408686587	0.903115922095867	0.854369847249599	0.846941844355018	0.910323921537232	0.486135389774609	0.924706776872965	0.56655664996622	0.933550834801812	0.938524937949123	0.765605353716272	0.859186296950466	0.776482999489482	0.830699029537952	0.499237443152786	0.67812704185684	0.856425566301044	0.711635823052023	0.798881221226221	0.843555182236395	0.904564438885492	0.906414156873623	0.81460810958027	0.888832132561395	0.328421751845013	0.762705391653599	0.835224034848652	0.867158263592414	0.79363846997097	0.590406184075532	0.871014509674778	0.733687762843451	0.760286686522055	0.824723001245932	0.906921792261545	0.721749220293937	0.927013621805426	0.681958989344438	0.728100743462903	0.884115862737051	0.859969803789386	0.686916298675073	0.897170931429489	0.844386194576361	0.794502216196858	0.804906997844457	0.790223600580745	0.836359158696052	0.917600673911917	0.765360167668538	0.886495604162872	0.865293187359623	0.874775823174138	0.915815881903478	0.818590200660778	0.876994512368379	0.670062417871345	0.861525360382735	0.828770066843299	0.672481828939709	0.72955002356524	0.595972661557923	0.869090773521035	0.737644075111553	0.898129889268253	0.838034994610914	0.92692819792392	0.721860216373252	0.908031614040625	0.809915151233098	0.821114932373358	0.578380543823265	0.84407477480238	0.513113600029993	0.860547289615277
CD9	0.859718706947001	0.800907163987889	0.721155176491853	0.794617082771158	0.764591073168594	0.806291974800426	0.83489515381995	0.651709050264803	0.870957460882179	0.875562464726045	0.868650035626438	0.89634299039225	0.816871674859231	0.832518909665159	0.762433440381992	0.8843362046708	0.803819684764609	0.76879683449334	0.610177927062575	0.714609938135273	0.713983282072461	0.786721689810466	0.835696853850812	0.735996333606838	0.777303400695156	0.928997146538094	0.811973020680585	0.598218780160473	0.765410812938211	0.586844118450735	0.765606489685817	0.831100224992754	0.882249862619038	0.855981612724319	1	0.919171778786543	0.709974071560832	0.919971927447125	0.734795184020346	0.843218698861821	0.483692330349957	0.812019298318528	0.916102074583467	0.854428126308848	0.740916914231608	0.713827162817423	0.661968045607413	0.911624989594251	0.890215986622565	0.874889533477832	0.761170583197694	0.887198431270578	0.738722276851993	0.896290409823126	0.858145733565731	0.599311512210102	0.909433806258307	0.878402729012784	0.747952128218789	0.715992567759916	0.670791363071905	0.915429309027008	0.791331644276614	0.852075746077112	0.728667596314879	0.779051202338687	0.662660588505968	0.544595326973114	0.842001695343918	0.82078308910831	0.799172028186384	0.829226476085835	0.872107985798698	0.763260183278124	0.757412627099009	0.911927845725333	0.708681074708934	0.883899840051786	0.877729621060457	0.831633648286177	0.891165427087225	0.525639444404952	0.908199142989434	0.550300829325285	0.906004497371179	0.902333672592996	0.639361356948076	0.82236239391213	0.848334297698145	0.711731050350351	0.540940289855548	0.585654806646861	0.771930745624447	0.752970143798344	0.723640450447017	0.76018433478878	0.92854423229586	0.851684374609392	0.881600599000476	0.922411118985257	0.454694029581812	0.671646490034559	0.878244453365205	0.7698534135725	0.859531142973318	0.721916444594644	0.774105961210241	0.672776024512626	0.736616205254534	0.70605983579686	0.877532673089521	0.526373843699065	0.825123002383792	0.801664604851581	0.708289995810927	0.859882670867473	0.827338972151891	0.797848000919106	0.885927526725939	0.939503668970397	0.71071157551435	0.837575194196593	0.703498656222937	0.793939314912949	0.756295947841119	0.914249242950373	0.843037684149604	0.872229326874611	0.817808112582659	0.806362093620576	0.822266084458592	0.775461151701384	0.638783416010909	0.824133944704474	0.881051982597974	0.719219207720227	0.772712198497521	0.485715713874203	0.779095095344585	0.715804802502328	0.829481583652154	0.747434504864866	0.844514366607015	0.835141355248209	0.891053280837319	0.660924947017152	0.737470377708612	0.353942414334923	0.745619206487558	0.232578395744374	0.865471230039485
TNFRSF1A	0.823181388201262	0.730533125331916	0.638067291735111	0.777371893778023	0.686779704183453	0.734658225197801	0.81806050467892	0.50968454708831	0.812043561756947	0.875991536727563	0.877880415911308	0.835805657159798	0.77598685366757	0.807264234313198	0.856425301407767	0.87151027444664	0.715201188716369	0.730322476361184	0.532809640417436	0.793401188417434	0.639161945722374	0.707361264603192	0.850716825459903	0.792109207482073	0.704231809076072	0.91386229513107	0.804022908467788	0.76431150345539	0.903261417413749	0.582385051960327	0.663713174658165	0.851052819108312	0.80777568983932	0.856196570017433	0.919171778786543	1	0.668578189615022	0.912779494532784	0.643722432183732	0.817853654574214	0.49052435597178	0.823684173582191	0.894712409538544	0.808853824117036	0.664498532835772	0.67388808421287	0.616279778132934	0.893986818395691	0.899429313265833	0.886926972534941	0.638589616344482	0.867578494650351	0.841185836432004	0.829510965473656	0.881269450791253	0.683888897480933	0.896043818633205	0.851359096749285	0.643925239590149	0.594927555361533	0.722490965253993	0.90739124399842	0.808811466279885	0.828913817928524	0.636494451000975	0.72158826462333	0.655551001285723	0.468670987681494	0.830076206270554	0.796388043336274	0.770080206646323	0.787138086607868	0.874985828267309	0.853875284224132	0.71789631779353	0.904737559489992	0.670654834700392	0.885481780343725	0.85244131501177	0.800577651250789	0.886477456925653	0.619922985757393	0.888976758714132	0.415310986470597	0.917546015321583	0.874496536393059	0.530817490274682	0.87819657691588	0.896648565191034	0.678553644170734	0.623600621134426	0.46881984645883	0.826261929048866	0.667915594088912	0.803504398625422	0.748455709733036	0.915070978552427	0.908755643404767	0.891568960626822	0.866020132846531	0.492118572259121	0.565144400188721	0.808739448106407	0.714411076443562	0.837344249692311	0.783638191376075	0.764828452372543	0.54556569317476	0.789363768967652	0.774273372865897	0.86578532490035	0.469253319051257	0.826367923349127	0.853322115298384	0.681889676144945	0.869983898713141	0.770035078041963	0.848200097134787	0.829395467374088	0.909100129323434	0.606189375280934	0.872772762507858	0.65813246368357	0.696036311555166	0.741676072488554	0.894694235523414	0.822426672439725	0.930382426812159	0.771860267368921	0.803593705011773	0.780447811424412	0.761557168861113	0.731182696778053	0.753686876155074	0.90746017159126	0.785488730674981	0.829985889176845	0.470436512826597	0.802145521264843	0.622115642495475	0.827088141488894	0.774858867586777	0.819153700907247	0.819964991735485	0.933544259214094	0.644007143439203	0.684237957521149	0.419639780395996	0.66809744030071	0.302545394451091	0.841553098974804
PTPRK	0.831303435831018	0.825089166990744	0.913885161571011	0.925926152933115	0.873927524042971	0.900884403943441	0.89743504823605	0.825642418590457	0.835617648425155	0.513385996827883	0.871673086915251	0.733457917338662	0.877137158181797	0.899656014442648	0.555044262138716	0.673358714445247	0.840440225491364	0.847209420413993	0.844787283700468	0.491335614386879	0.794348137064122	0.799891516851699	0.848503756008598	0.67711307079189	0.849998947822589	0.825077256837187	0.865955618684925	0.255468998488135	0.524152119990118	0.818760661991107	0.818707688503059	0.820452521714567	0.846412916794739	0.887240521292494	0.709974071560832	0.668578189615022	1	0.753590546599983	0.903140565448702	0.794933543199317	0.715369007407797	0.417506346944266	0.833744924470906	0.865228250209905	0.85352719027756	0.909165501712239	0.854740941471562	0.822677207969154	0.873850278440687	0.803237787770357	0.771726320465907	0.871303878953701	0.67291519418447	0.725876766383211	0.777578620200343	0.168372092920147	0.87784151468113	0.867370323222641	0.886585002785887	0.825167688001953	0.731510057548119	0.748263089054189	0.815490402112292	0.739212302835923	0.866521365758824	0.899940972617106	0.802172913281678	0.642476119343708	0.887253277245547	0.793414790446466	0.872616647668577	0.898673092361499	0.787938574191074	0.564580517018758	0.871143013382879	0.7245370269441	0.88090695546272	0.833739647293703	0.798979429204422	0.818232115199948	0.80851078515545	0.259978006330621	0.852483017560126	0.641170177091362	0.820322597054853	0.879599030864362	0.869358095193727	0.684026251426734	0.554365875816021	0.849854119822133	0.246767229692435	0.830353779940466	0.736582942176117	0.693887912411993	0.721633637485568	0.8878312557246	0.795019497028923	0.791409058129218	0.677369816185591	0.843841952893431	0.0800123761910746	0.860400095812516	0.75692269986717	0.882813819626419	0.679811436556084	0.302258794709625	0.797821288582852	0.83285099904173	0.656113747898039	0.79043773605054	0.846653514545007	0.828737200202284	0.864657455072933	0.41186476652472	0.7381047319937	0.794634322912797	0.863220071597059	0.458018288705952	0.872562659120309	0.717997615060176	0.882553588469836	0.650278861233951	0.807967475002425	0.892199300998414	0.910345081125581	0.601918334106959	0.848261767504904	0.704231397220199	0.892902157176857	0.885356328808956	0.772060620709724	0.891318239295819	0.460196247982005	0.84308910686918	0.685562237391965	0.477148253490871	0.552821517064527	0.522241979338535	0.814531645257615	0.764725561611013	0.881142735194105	0.756608464224244	0.909839846066694	0.635551489032308	0.796690286224581	0.841590444556269	0.856315384274765	0.625369331596108	0.906053400766999	0.598588579116207	0.832032834658011
ITGA3	0.914207095031694	0.805787938983025	0.735097146448042	0.84220008435787	0.753109010750838	0.815903865050531	0.885995682619742	0.620758252557141	0.867902769916027	0.847157455184762	0.901805916866889	0.888511101305339	0.851012804175026	0.87778333667956	0.779957539745923	0.895556825063285	0.814876645866331	0.783551265859322	0.636540045704657	0.755539376231476	0.692827057982719	0.805657142600756	0.855310071035494	0.760299992817503	0.820087831160267	0.938174203134151	0.860969037411101	0.629644147310232	0.765870480143461	0.615124177617972	0.782239211321299	0.873500728703463	0.852999734498642	0.902428193042552	0.919971927447125	0.912779494532784	0.753590546599983	1	0.749969513503307	0.890317172012806	0.543089318781327	0.817304560717636	0.939965928327373	0.907741563895059	0.747814652519724	0.7543750594377	0.659527292034542	0.95060218998968	0.944719667949517	0.941273912472448	0.71408761742356	0.898307237063096	0.754877746330477	0.894545806328998	0.899165881887473	0.606111048446721	0.920968978779882	0.876290572879287	0.732948574557399	0.69946309882921	0.73426622272965	0.911644144344949	0.849630457239933	0.899237713035741	0.72411516341313	0.779276811417186	0.726916616676626	0.511110716829105	0.875316150116069	0.883906722528558	0.847599005347041	0.866112923639651	0.886104026011185	0.853818739306342	0.76060880005457	0.963344920812834	0.72987269546394	0.922391782943948	0.897506415127246	0.859187348634446	0.935427491273832	0.567514111504869	0.937846555265042	0.504555100486254	0.93654625235713	0.933523338236533	0.671005700778744	0.8745229993955	0.906558963730591	0.727578619076643	0.582925943240233	0.551317052922471	0.791109863790084	0.732368320257905	0.737927165217811	0.804473890583819	0.946992466618719	0.883709195100169	0.826169055041961	0.903642076613684	0.417278160532645	0.696523565291965	0.869576718044314	0.798734815323783	0.820173886965136	0.740378674014735	0.872256021730985	0.677150412646485	0.797017803577478	0.726627586883474	0.886525717995499	0.579670278273224	0.829131239408745	0.813080578798258	0.671309980316175	0.862961271809218	0.847590914128519	0.827207577045027	0.887306736476309	0.945301752547006	0.721775894504414	0.939655997575552	0.742847857253588	0.79140408165639	0.844609422493494	0.896544284584457	0.853394581591297	0.921654614290045	0.82697494074972	0.858811498651973	0.802731561931703	0.813350671121162	0.631270017845917	0.845723076831441	0.881513146193048	0.725943006881731	0.791246354223603	0.467673929890157	0.854695411592775	0.66838065521959	0.826543634572854	0.769916626423681	0.870595317871043	0.851706166713642	0.927221004445783	0.71044952272943	0.720269342309584	0.487441740108676	0.760925328880733	0.373980270935184	0.89850561497391
