""	CXCR3	CD3D	KLRB1	CD3G	CD2	KLRD1	CD8A	CD247	KLRC1	CD8B	KLRK1	CXCR4	CD69	FAS	SMAP1	CD27	PTPRC	TNFRSF1A	HAVCR2	CD44	TNFRSF14	HMMR	ADGRE5	TFRC	SELL	LPP	SLC16A7	PTPRA	ITGB1	SIRPG	CD47	ADCY7	TRADD	TNFRSF1B	TSPAN14	ITGA4	RACK1	CLEC2D	CANX	PILRB	PLXNB2	RPSA	S1PR4	CD4	VSIR	ITGB2	IFITM1	RXRA	CD6	PTGER4	ITGAM	SLC1A5	JMJD6	CD9	ENG	RHBDF2	CD163	SIGIRR	ADORA3	APLP2	TREM1	GPNMB	PTGER2	CD81	CD68	HLA.DPB1	ITGAX	SORL1	CD74	C1QBP	PLAUR	CD46	ABCA1	LRP1	CD63	TSPAN5	MCFD2	TREM2	FPR3	LAMP1	C3AR1	CD93	STAB1	NRP1	NRP2	LRP10
KLRK1	0.716343016419014	0.624575294363682	0.897572341504876	0.572768248936558	0.654507039601718	0.824005655350307	0.589710141324004	0.912947958866208	0.930853288070099	0.679419809479229	1	0.6570746416118	0.847230422607176	0.458139600287145	0.185755631257422	0.540340909613027	0.665217925181896	-0.499903614922938	-0.138021742036138	-0.467297779846422	-0.0494299670405532	0.13960609487069	0.745032698321084	-0.426348089207743	0.507967254475915	-0.0667674051590396	0.841179247591516	0.124375042658039	-0.0748303114139744	0.872018189587755	0.232394989671703	-0.0894219514891325	0.467481072896413	0.347660935067164	0.453786828644372	-0.237011731183116	0.102947811106143	0.377223163848112	-0.524729290776809	0.439217643534977	-0.582362142977875	0.361513534353477	0.591384355833255	-0.612591336845747	-0.171618713348227	-0.530024455902669	0.855208161932539	-0.253365016907983	0.528429132900661	0.354315468034275	-0.569259627618158	0.416218502996984	-0.0757052299461365	-0.469604839956246	-0.558043778297001	-0.573390168993317	-0.63776668668017	0.457024256548338	-0.481992931177374	-0.646396278636481	-0.66152238402722	-0.674434396321759	0.857915940203123	-0.43449044046414	-0.648240792046172	-0.354449319958693	-0.574413772258949	-0.468916030465115	-0.395759747604824	0.0558885017232103	-0.612020196722614	-0.216336056205578	-0.725439061508164	-0.684793507437081	-0.211339202884945	0.542655966936273	-0.522177863371942	-0.487411783950134	-0.642087718900898	-0.447468177692365	-0.57438899602946	-0.537747799091859	-0.515473231972846	-0.648363069269161	-0.670812381753271	-0.374523960654947
CXCR4	0.773918162940399	0.89765198059376	0.56878628117559	0.87220711173253	0.881847120239378	0.395182282196898	0.788620303811498	0.639733602086803	0.41820160729604	0.801537976975573	0.6570746416118	1	0.892421190635406	0.86928110453816	0.478888827959613	0.764392808675101	0.909530942932938	-0.283831927820578	-0.0104152769900613	-0.103075412366456	0.233744955510172	0.578596138239447	0.887423043362657	-0.0635798824349873	0.707265349988894	0.12777826327904	0.581530509012612	0.320497054288725	0.208954570929301	0.765288039590164	0.677922676090503	0.0573695831936267	0.895230835767197	0.742351572074445	0.577238414841154	0.129696262294251	0.364948192654045	0.809609754114019	-0.245812522029826	0.406190019514647	-0.397682323692628	0.54069019731597	0.916702078288792	-0.314129307332618	0.0806287903190966	-0.22132761203136	0.854824538472604	-0.152867154785139	0.894080165131557	0.681086374835352	-0.374236732312451	0.619315869341923	0.0660782677461474	-0.367826056307364	-0.369165718820283	-0.316326014871733	-0.476079244074508	0.847227092728225	-0.266941103412557	-0.422956355846204	-0.456910890045198	-0.546865463509914	0.593872077824818	-0.220378926985857	-0.475791353280597	-0.0322776242943381	-0.577409832806377	-0.16237329947601	-0.0978657044177399	0.203183426303373	-0.388325294895477	-0.0467962472720711	-0.614946254231993	-0.530536430858441	-0.010015037699965	0.481836896004828	-0.215896688135906	-0.263696790991497	-0.483617431225603	-0.243052744273339	-0.338259658736801	-0.370669419684956	-0.383253812229328	-0.503287895692255	-0.483216412471303	-0.109221167761036
CD69	0.72991645499732	0.803910027804057	0.8516188300471	0.746573374808695	0.786901866645686	0.497703424085802	0.691965108571678	0.875542553737871	0.681865293882584	0.779178680054765	0.847230422607176	0.892421190635406	1	0.732862745330716	0.352585969358078	0.64585868494985	0.850189545437753	-0.426073108785512	-0.121850512147775	-0.352300334200618	0.0568712872708231	0.368253033478634	0.835601636668023	-0.262057366042153	0.72192543008613	0.0073814173897762	0.806859610563629	0.217295011766198	0.031350000255337	0.944662673860269	0.516994574271104	-0.0754931282351067	0.758164795655065	0.615976247916673	0.621503642997269	-0.0553011210920465	0.297943254265251	0.586045548341021	-0.404430965842004	0.432457083598956	-0.535809761527541	0.552632902952486	0.792080068879321	-0.51767820769226	-0.0174899937200435	-0.429786235122953	0.913208222378984	-0.202336309488089	0.768932629678925	0.562533764250446	-0.537226639883858	0.558080901871382	-0.12473530449663	-0.519523933068711	-0.508197746890419	-0.489404003310826	-0.606244491270548	0.678084559522831	-0.402663444115298	-0.585361601090811	-0.621213831090022	-0.681090254141276	0.820047026727465	-0.351689751105045	-0.621644293715815	-0.229604855894729	-0.660819572931662	-0.334031941520721	-0.287753732145996	0.172773311079482	-0.553824472089652	-0.157080528685447	-0.742902927786228	-0.664021929541134	-0.113865047901465	0.617017567712172	-0.381417839775856	-0.424778029120976	-0.611497128251647	-0.390436946744951	-0.504678539809425	-0.487624183737539	-0.477637160382686	-0.613005182000329	-0.659091527500758	-0.313447640692229
FAS	0.723714817058063	0.896973379332279	0.362185277327819	0.890369809686663	0.874958448231667	0.275288989154475	0.812932068855579	0.422158302271718	0.221071786702535	0.761813403817793	0.458139600287145	0.86928110453816	0.732862745330716	1	0.330102003183137	0.818609554098087	0.784903852781425	-0.273056173718233	-0.095552812292729	-0.111173046546197	0.185189896812907	0.60634618730194	0.721602115476103	-0.0564157994391078	0.67436346233029	0.0704126539802393	0.378116966563425	0.238192114218479	0.209824985072606	0.576803592864638	0.61039598477407	0.114715043639264	0.866233590367022	0.648557938893552	0.412190634345743	0.130195018714326	0.156821030917777	0.87421028838885	-0.24982103263944	0.359672192246587	-0.391553253328047	0.295169059492806	0.901873540740671	-0.234418011253198	-0.0197540621394793	-0.199376737572896	0.764347158320356	-0.228798561596518	0.89094948584404	0.614700111857706	-0.336748397062586	0.503669915006621	0.11136176550343	-0.331499044370363	-0.305822129520625	-0.252953990263879	-0.399524617459917	0.802576622248191	-0.200628647512971	-0.362757234397553	-0.455673121547037	-0.521346403353741	0.432336317625958	-0.186196321022299	-0.466359976721381	-0.0735799398728959	-0.577961788546384	-0.125128661087441	-0.106298044245373	0.0403652388835638	-0.37213772637936	-0.119942528011548	-0.559645026338957	-0.437294773059539	-0.0824395531168123	0.361550173084308	-0.225349339918488	-0.235667993071237	-0.416762513605764	-0.238449704504788	-0.304512387391429	-0.307351132379144	-0.286433738148616	-0.438245756848781	-0.411716665693664	-0.119061322856978
SMAP1	0.042088338632175	0.174168887196737	0.203933554829256	0.168212738325539	0.143315715650687	0.00487916056727502	0.105095382473748	0.282814644944778	0.128065961676282	0.086754858255493	0.185755631257422	0.478888827959613	0.352585969358078	0.330102003183137	1	0.0334669432719949	0.61071183102815	0.491420162633074	0.66657318205735	0.566352601666046	0.543744997296935	0.57028172801774	0.55010007073097	0.494068951736824	0.0127865726139624	0.617585792982155	0.292214623474179	0.627918889230567	0.70697287485595	0.292111130839003	0.665426469935555	0.472772167946163	0.453332988599353	0.720964286178525	0.709909100041819	0.621594928291191	0.820972851280694	0.284718321074486	0.568101729974785	0.316319604819209	0.410171683424552	0.751949904298705	0.367186822700616	0.369138454563551	0.703488803090818	0.526663489631287	0.202580455139545	0.550790529256619	0.34108624349951	0.460683720808986	0.449321501734103	0.73535992014186	0.383781554491184	0.393086873851674	0.361415190074038	0.385120123898889	0.293360625739344	0.662651186528736	0.398531180133364	0.406027117982669	0.384364240723052	0.212586528059232	0.0909728432718451	0.494145520139876	0.312589575222472	0.557243190364415	0.214442343494957	0.445582730264091	0.555895306404316	0.660905565726195	0.431653089256712	0.600766240584029	0.158565188262179	0.267526123231252	0.730440930776233	0.24501239525967	0.4774910801379	0.455129016503764	0.29676308401292	0.433423263497052	0.468863886569264	0.311694496514445	0.258013423012864	0.227328166554089	0.338354608137322	0.578280330295259
CD27	0.871702666416606	0.9303057818614	0.342794626265885	0.935259681437324	0.955849151121667	0.464009574314163	0.871694141429087	0.412068181955964	0.320161350550642	0.802402966788088	0.540340909613027	0.764392808675101	0.64585868494985	0.818609554098087	0.0334669432719949	1	0.682848597986062	-0.51056757088275	-0.313952954048228	-0.261194206611593	0.111033347108997	0.354193814785438	0.641677494128379	-0.27047298802915	0.691777400732645	-0.128788162681542	0.327669564607929	0.0334394583449265	-0.0207081082691929	0.530716368571144	0.371559838058701	-0.0499254459167475	0.773814867641488	0.412118936584475	0.174252662911172	-0.162634892590381	-0.0908710793380424	0.884542562430112	-0.5042972046063	0.22370060391653	-0.591258108523864	0.0744634863705898	0.871626786716645	-0.421515987017172	-0.287900551041883	-0.428196588437847	0.824260115241661	-0.458744563311415	0.776649481516327	0.567861644100959	-0.554081218087872	0.274642321389093	0.040887306000556	-0.480745898932361	-0.516263207475977	-0.488496746053225	-0.587632467278761	0.594157178965487	-0.421854326009488	-0.586851381974289	-0.625756883875997	-0.630375864319781	0.469700661520592	-0.431488407152456	-0.606504177093052	-0.285898748928276	-0.657674431114723	-0.363947648140015	-0.33645358797219	-0.177067686809972	-0.572248033162545	-0.350200282243426	-0.676401680564242	-0.630712065603511	-0.36178991469135	0.270364995930312	-0.402205858337742	-0.445367300582676	-0.609504263217675	-0.409000678770514	-0.539497234726396	-0.505541768935163	-0.480347564401503	-0.606155955086418	-0.565744129393266	-0.297978878315288
PTPRC	0.670039961826202	0.782725195019455	0.58875280865286	0.762581786698348	0.770014746990174	0.376170241743331	0.687474824295468	0.663783317875929	0.463627199574949	0.687971567125529	0.665217925181896	0.909530942932938	0.850189545437753	0.784903852781425	0.61071183102815	0.682848597986062	1	-0.0557731788447188	0.244340410906038	0.0289502187796004	0.326879231430987	0.58552953454995	0.895243464693606	0.0777830395942156	0.620258942829512	0.337303261971047	0.648543115084393	0.495808100898339	0.436156447521277	0.745930338695275	0.74865846849297	0.286792805259107	0.871315399867379	0.779587110793157	0.733481917197377	0.343097013247263	0.531981127567912	0.729883148758645	-0.0537589864432689	0.46652949268852	-0.182853648372648	0.687086459333811	0.854740545827346	-0.118313733414709	0.332321386727486	-0.01206110879412	0.811797427885348	0.0829824472800043	0.795759173588413	0.791463032060764	-0.175763695168214	0.741023171555082	0.168821035936221	-0.188658407306371	-0.137947257095301	-0.136485569405477	-0.269119256416829	0.863630718309696	-0.0340011874171663	-0.229675047149415	-0.321886856572338	-0.509110591980291	0.571044279681622	0.0262432616179464	-0.395073552630198	0.176343771653547	-0.473262280094715	0.0541572258991982	0.132828071525974	0.442116966874119	-0.192454309053845	0.133151451394174	-0.576784013804864	-0.358230900800244	0.216763698677669	0.480024250647818	-0.0321586507758797	-0.02047309349722	-0.27157286609173	-0.128688329768863	-0.133381434067499	-0.127805405716076	-0.151161733966747	-0.309572837027849	-0.364502490203462	0.0911431016675288
TNFRSF1A	-0.560638150138451	-0.502905706735957	-0.453703373623657	-0.472655776852427	-0.522370285403341	-0.423824039372106	-0.483027965220651	-0.458532212089347	-0.448175621520325	-0.55307103709626	-0.499903614922938	-0.283831927820578	-0.426073108785512	-0.273056173718233	0.491420162633074	-0.51056757088275	-0.0557731788447188	1	0.836308557194559	0.76215317328101	0.406260255902551	0.256244475922257	-0.123208564892308	0.743164799990223	-0.439685801148857	0.744407401158753	-0.246211101772438	0.55462743539581	0.786170260847351	-0.460036436379173	0.38696802579174	0.681341397591002	-0.123014197896676	0.191482012833208	0.319272378689369	0.829040792760157	0.563915476009384	-0.232811485703861	0.945424765165007	0.147012618550743	0.9210956561965	0.346956784447444	-0.331806616284365	0.918481998435925	0.814003877055995	0.927607802996147	-0.520012542631896	0.837744690069041	-0.28255970250635	0.124657946883147	0.916751612396243	0.290026633598258	0.396784219400471	0.798390725972473	0.946587046881837	0.873274448350481	0.925713021392321	0.104758486758929	0.915267761890138	0.941951783924993	0.790115824404225	0.57046656768684	-0.496775394985845	0.95746224396392	0.704103535472914	0.848168290267188	0.630033970309798	0.89138747123485	0.920111957375756	0.685260097073662	0.911836324707397	0.767864471044065	0.581153571486012	0.896665341105618	0.88450667878462	-0.161938317910704	0.85228479582183	0.952448247931035	0.913422541815514	0.753544609020776	0.933785496150723	0.924284917089875	0.8896114161881	0.87279918123414	0.789115180056265	0.838169549981651
HAVCR2	-0.272346388139865	-0.263974004216385	-0.139795759184717	-0.262347786230577	-0.275789378137901	-0.0863333371619311	-0.236590708759609	-0.16589507951973	-0.105454808737053	-0.28524090967123	-0.138021742036138	-0.0104152769900613	-0.121850512147775	-0.095552812292729	0.66657318205735	-0.313952954048228	0.244340410906038	0.836308557194559	1	0.755917160606288	0.527305014674609	0.359394578224627	0.192493640325847	0.638386225607792	-0.240417388895176	0.784248025600125	0.0876879467959158	0.552442295815912	0.840532515133598	-0.186004183972227	0.469826042378593	0.793660901108944	0.111732624071986	0.353083146425678	0.522969763493929	0.845447636081503	0.712798644257456	-0.07507210621356	0.814207687875344	0.292169732569661	0.812791703317294	0.567326159721912	-0.0924935677815494	0.770003856337771	0.866671258523577	0.866584233401923	-0.193315053523713	0.858704707850749	-0.078321500017069	0.355948690512194	0.809049093922298	0.523719944380551	0.397983065547233	0.683518128375131	0.78841150587794	0.778352576514104	0.734580588760034	0.321803817233688	0.790297068244167	0.776497319730942	0.686024331143164	0.430668186272376	-0.147856243980326	0.84629681939652	0.578423469678272	0.828041049238896	0.532344616973154	0.794829326404334	0.871561607066904	0.766608809772244	0.798286613810103	0.738035107356264	0.402192149680932	0.672817235625611	0.866698253071633	-0.0845317634338294	0.699990198117753	0.863033597960814	0.733077150835332	0.619058344692598	0.805165016680185	0.756148824716268	0.716973607717795	0.679295014883582	0.584639174810829	0.776301739905147
CD44	-0.34989611032784	-0.283995507160494	-0.451377367076927	-0.260700468450071	-0.299735067440585	-0.37486792354004	-0.268080730484543	-0.488806859751873	-0.480563520396532	-0.37262222361646	-0.467297779846422	-0.103075412366456	-0.352300334200618	-0.111173046546197	0.566352601666046	-0.261194206611593	0.0289502187796004	0.76215317328101	0.755917160606288	1	0.653539246351767	0.209555146093538	-0.0480869744477951	0.758755828121996	-0.262224216583156	0.663356940280044	-0.264000119107001	0.382311044990607	0.693893781434602	-0.421731385370775	0.324983265672875	0.527716445957122	0.0641918508886326	0.268642473177391	0.248157589738438	0.637769727609438	0.646160265827809	-0.0288607073183802	0.85514220292523	0.0278159652655798	0.75986683069223	0.386660132765148	-0.167498913698922	0.750544196970992	0.702939030238145	0.827307118739264	-0.387676096236766	0.727747856309715	-0.109388926816604	0.224222439422221	0.790409523328568	0.248179491941207	0.439601119012278	0.732315929293328	0.691264745593953	0.749433402543223	0.689037503192045	0.212142654193201	0.631097574201003	0.772073188627038	0.810171969734592	0.70555962303289	-0.3799250316609	0.692695095786879	0.777387050502968	0.731629455455377	0.659835563348234	0.702592758147581	0.739997028891635	0.516641837015327	0.823980471088388	0.726492601692823	0.68213445862903	0.734633056786687	0.728869035174038	-0.16585229337006	0.805616636189523	0.730515299208254	0.680808456660007	0.705649536514137	0.75393506237124	0.615903411321513	0.546087872923006	0.636146599341868	0.798109413361664	0.786634940914072
TNFRSF14	0.0585069986263292	0.0849720703052653	-0.0537088898890918	0.0929163769774483	0.0849875791085576	-0.115151842272445	0.0455966655687279	-0.0643239936633534	-0.13431790665788	-0.0178537945241064	-0.0494299670405532	0.233744955510172	0.0568712872708231	0.185189896812907	0.543744997296935	0.111033347108997	0.326879231430987	0.406260255902551	0.527305014674609	0.653539246351767	1	0.185195265860027	0.266123622163346	0.461041106095032	0.0738202854168604	0.514262810788242	0.0207952082228255	0.266589132362767	0.564525805234995	0.00422885836612878	0.343860945015755	0.32014800982854	0.369246730167371	0.485519457371012	0.431408513088512	0.365274869831651	0.501374705382476	0.227360857258516	0.47828368564152	0.048439340896568	0.380037472425974	0.351333873755082	0.165946967078469	0.405306328659293	0.487958094222776	0.477642270894866	0.0813750676482716	0.458613498492004	0.142381283453466	0.434698161542425	0.401074977132065	0.2572836150861	0.30917899410724	0.392016661398784	0.308662608209378	0.433205393313694	0.323239829148528	0.40841617318968	0.346334636749578	0.397070624150336	0.388584616518094	0.461462000735977	0.000730322509849167	0.365242304574721	0.517855114254874	0.449773433230809	0.393250130266622	0.310567976753138	0.455403671458435	0.279513824475834	0.455830915313074	0.516486228088215	0.374431049202711	0.365342053117875	0.517837881014672	0.0311620186851565	0.499841636098965	0.410975034078572	0.283169231729473	0.557670116021551	0.384990854068275	0.25201007317775	0.234105940982177	0.310121552975626	0.430893890211493	0.564795255235161
HMMR	0.276299775463468	0.470923108888335	-0.0170182233674947	0.484850097972023	0.455613621127508	0.143153210210998	0.449056927729153	0.112733291861728	0.00967362966509699	0.30755739397877	0.13960609487069	0.578596138239447	0.368253033478634	0.60634618730194	0.57028172801774	0.354193814785438	0.58552953454995	0.256244475922257	0.359394578224627	0.209555146093538	0.185195265860027	1	0.597421690708997	0.236527052333633	0.13834143085458	0.318325004740011	0.132965075488651	0.532142642318109	0.529672404513455	0.167758077050583	0.771362326206418	0.449346436020178	0.581255989663399	0.55969361436525	0.393125910420484	0.604246430634536	0.344772396533138	0.647589407832585	0.28015174152092	0.434413774067453	0.161969802834223	0.398873536076347	0.64666709589408	0.246748030659461	0.360699238216248	0.340452274384893	0.332383029611672	0.213913379469959	0.555333576670326	0.402468082598577	0.217419871896035	0.781708149157203	0.360961495060129	0.0742688049989202	0.225047004974177	0.145593043874823	0.124251397392697	0.756706303720995	0.302311946335333	0.20008920868016	0.0591320067812404	-0.163524078365771	-0.0415933186072213	0.336051522542398	-0.055028702102817	0.364805069837825	-0.201234466230734	0.373122186189624	0.389466636907517	0.486123397197459	0.129078097988022	0.212961686291382	-0.183401204932718	0.0215079478955407	0.433481338714522	0.0444602157900146	0.195152435898755	0.285317197570657	0.0954920377127269	0.181479060279916	0.231553078495686	0.181976857967373	0.188333105762145	0.0508924418766847	-0.00787573881721455	0.250818865476027
ADGRE5	0.675131492927365	0.748087766523785	0.605871714854079	0.721675520512056	0.755285807714579	0.577335410055634	0.674728530884968	0.671712682229464	0.560935302991111	0.661711969202919	0.745032698321084	0.887423043362657	0.835601636668023	0.721602115476103	0.55010007073097	0.641677494128379	0.895243464693606	-0.123208564892308	0.192493640325847	-0.0480869744477951	0.266123622163346	0.597421690708997	1	0.00155204769161872	0.50505050175594	0.291641141694892	0.65083203009745	0.470618924301109	0.356500292283874	0.75115690130449	0.692824297151878	0.223309196379793	0.772473121798425	0.716781423776338	0.66748552450219	0.240582021338171	0.411160841266589	0.714858513239203	-0.126458509966281	0.543898484598287	-0.260546945234366	0.590442271940811	0.811175564560361	-0.201405778455834	0.192223400842235	-0.0917222506492859	0.81109335826959	0.0099305281774976	0.797940189689094	0.602909030479027	-0.215861248903359	0.721873613540099	0.2054364859654	-0.190539028821572	-0.211172150304594	-0.197305331864616	-0.318739089356735	0.820635251819266	-0.107448972500979	-0.280148972611988	-0.362783111725843	-0.503327436369241	0.593160809748677	-0.0511239091904399	-0.420720664426872	0.0556450872618435	-0.443262556915516	-0.0534859168705866	0.0340144795813292	0.35556816337521	-0.263342289667693	0.0867932518099805	-0.562143312229463	-0.403962745249252	0.161886284726531	0.515530483861577	-0.129905026874801	-0.101492336541345	-0.340704812171549	-0.157847014617635	-0.197870243775811	-0.215049257281903	-0.218278402509185	-0.350380327809227	-0.379789179293832	0.00596482367320627
TFRC	-0.327300733170167	-0.282779989949983	-0.345001715523636	-0.256707558398755	-0.299036087576526	-0.385794291887901	-0.320898049720632	-0.380830899121	-0.423578058429451	-0.409206930488775	-0.426348089207743	-0.0635798824349873	-0.262057366042153	-0.0564157994391078	0.494068951736824	-0.27047298802915	0.0777830395942156	0.743164799990223	0.638386225607792	0.758755828121996	0.461041106095032	0.236527052333633	0.00155204769161872	1	-0.233640507186914	0.732067450968889	-0.195673292769697	0.620326337306489	0.673156738306766	-0.306740010414313	0.47969679100062	0.489516278195652	0.0505630003505839	0.281075335139753	0.280229955405648	0.647030455186599	0.594416892992001	0.00394455080209681	0.786498681935885	0.23187374336748	0.682734989143473	0.394733523373676	-0.121274669128978	0.70480150948258	0.647824101718836	0.720960367308521	-0.353554670888463	0.645017091411829	-0.0488831342738763	0.176788846964694	0.710637018847879	0.265590492819231	0.371405560271352	0.766016638997719	0.662765497360825	0.721308718116134	0.651554364470131	0.225387404514804	0.613091455915895	0.702199588245287	0.613611619308773	0.483598466401865	-0.356290116152348	0.692650407748041	0.536034260932676	0.677530288567662	0.548273525201743	0.708778335947607	0.698876560417204	0.57638868256812	0.70643613340333	0.692493327578722	0.502644065263048	0.700672291401045	0.693925009082665	0.113170673612673	0.766753356425877	0.680420250046599	0.640601694233799	0.539706336758624	0.667962905076065	0.616512320646792	0.557012971150488	0.63208121502207	0.703832499415268	0.706290533101932
SELL	0.737393855518554	0.769256067846799	0.522912069251969	0.73365779859499	0.734400859116828	0.228288149861673	0.695805260316537	0.456957971124444	0.307518640756504	0.806385984490428	0.507967254475915	0.707265349988894	0.72192543008613	0.67436346233029	0.0127865726139624	0.691777400732645	0.620258942829512	-0.439685801148857	-0.240417388895176	-0.262224216583156	0.0738202854168604	0.13834143085458	0.50505050175594	-0.233640507186914	1	-0.0775382396340479	0.558488049829168	-0.0607226288574736	-0.0750005347149475	0.597984627628454	0.344236769017775	-0.0815939242429513	0.751199437668589	0.375504490717422	0.28859593898485	-0.109288189763357	0.128647343479539	0.529940166352277	-0.431978721332031	0.242933731846506	-0.510958292642649	0.303959102350597	0.670280670540133	-0.404350757526426	-0.136025123754181	-0.431448397723114	0.741341928259448	-0.272449485703146	0.661437059034607	0.577131203399232	-0.555747776805957	0.199808186814817	-0.183688528834466	-0.540938037904226	-0.482198783476047	-0.395275197171567	-0.548266688677718	0.457797097990339	-0.380218685536662	-0.566637735970786	-0.602555590297032	-0.628228826427267	0.706260507382665	-0.388736710042799	-0.565505484754474	-0.206992864826581	-0.656471837447952	-0.266503493422786	-0.301916293057747	-0.0307024398069549	-0.52344626373566	-0.237157880029448	-0.670688353881429	-0.592786386624713	-0.324279354088515	0.404248418870412	-0.379787742034386	-0.417434643665667	-0.540374481774291	-0.428120288405472	-0.512271925015776	-0.425212496879169	-0.429611665509662	-0.559212673966388	-0.595396287863709	-0.313770106004649
LPP	-0.112012770422736	-0.131024560076383	-0.0229789467657942	-0.123240070065761	-0.116301599582927	-0.0476636367658326	-0.189664350135795	-0.101261284613431	-0.0780282983066284	-0.225428372142221	-0.0667674051590396	0.12777826327904	0.0073814173897762	0.0704126539802393	0.617585792982155	-0.128788162681542	0.337303261971047	0.744407401158753	0.784248025600125	0.663356940280044	0.514262810788242	0.318325004740011	0.291641141694892	0.732067450968889	-0.0775382396340479	1	0.120667175372615	0.693901790924442	0.857159723952958	-0.0416488924891139	0.613811679407428	0.676168717144576	0.271805547025861	0.550072525697275	0.60960346713133	0.735290979939301	0.678263195267754	0.0990994205634071	0.722988920291487	0.433632984551841	0.624320952399643	0.549341004670444	0.0427220282894954	0.68096254652018	0.729569777759299	0.713049661723958	-0.0566920545494973	0.756233153840824	0.108434287628003	0.357116794541469	0.688787581680821	0.476443260182139	0.301639437061985	0.701367073978141	0.664612327669597	0.725169652994467	0.643560019106389	0.40329987063457	0.664432947280258	0.648889487107912	0.479838571892258	0.303540528881539	-0.0230736757877658	0.746959577298076	0.41329125041731	0.705355573713208	0.444839063240625	0.70238287144401	0.750906237430255	0.666065933962424	0.641532191988628	0.816613502398593	0.289922611461758	0.613781321022635	0.78367483979967	0.28714251249668	0.704480342852355	0.724115021640233	0.589843260584477	0.57527071249663	0.652177715896903	0.640482757128107	0.608125357095211	0.606550687609393	0.538020423475332	0.726199174704282
SLC16A7	0.534228558359734	0.478916242972621	0.881078827330365	0.411972951939983	0.461817649306158	0.571362689098821	0.441873378142753	0.829951540489996	0.801645597471758	0.580966027588983	0.841179247591516	0.581530509012612	0.806859610563629	0.378116966563425	0.292214623474179	0.327669564607929	0.648543115084393	-0.246211101772438	0.0876879467959158	-0.264000119107001	0.0207952082228255	0.132965075488651	0.65083203009745	-0.195673292769697	0.558488049829168	0.120667175372615	1	0.234485118327024	0.0830425279695963	0.803145573804407	0.357093265668495	0.0729868569656328	0.484138194142354	0.360937563364824	0.567284698715219	-0.00465133124119128	0.359802095689366	0.202881893979534	-0.254552170864354	0.550324870236611	-0.335821608808081	0.589180285358608	0.464117833098416	-0.399127984928771	0.0725129826093417	-0.322538047247784	0.729548798055519	0.0294495356671463	0.443563943398873	0.435076883604411	-0.371652526794262	0.491372184136884	-0.0351227370035445	-0.309566751513831	-0.324165158950139	-0.345551075045472	-0.41784795847068	0.461216066483981	-0.297494803622096	-0.425792728644247	-0.473238279641993	-0.573851880218933	0.861516664540661	-0.19653789938622	-0.504373008557862	-0.150625251311463	-0.441969661894008	-0.197016050930099	-0.185867217545419	0.336114890324994	-0.399692785065057	-0.0211689641421521	-0.611370939916698	-0.472003684516758	0.00909916961541832	0.592859225605566	-0.304874005873976	-0.26666303081742	-0.421015162906593	-0.327202145399114	-0.349002706277811	-0.30186437139645	-0.304555373022155	-0.440740282634082	-0.512631547434618	-0.204395165927136
PTPRA	0.0275915759053855	0.0756636358585091	0.104941951067602	0.0956912386536437	0.0733058705636746	0.0637598308651639	0.0315164944886649	0.167334346036397	0.100276768470762	-0.0411177995379659	0.124375042658039	0.320497054288725	0.217295011766198	0.238192114218479	0.627918889230567	0.0334394583449265	0.495808100898339	0.55462743539581	0.552442295815912	0.382311044990607	0.266589132362767	0.532142642318109	0.470618924301109	0.620326337306489	-0.0607226288574736	0.693901790924442	0.234485118327024	1	0.70549043116434	0.179945104565672	0.740869675937437	0.4859089574438	0.299861987884004	0.541580194534437	0.543606757209852	0.647447316692752	0.594337496392861	0.29614338464734	0.545764365681784	0.618404284551625	0.394294343758192	0.552205774997093	0.264257034656016	0.39459253390299	0.619658924372273	0.461443774626679	0.117542677168427	0.480765102355537	0.268268567390597	0.338105752644861	0.395753297701641	0.626090496356075	0.424970756316109	0.557766429656501	0.42558585858178	0.410303358782537	0.347151046343878	0.555763723706586	0.457011937291349	0.409663075955822	0.174944758556547	-0.0342683799960222	-0.0188623877321036	0.540809055578167	0.0556705412442932	0.54797343352182	0.0876928156669204	0.564072203800015	0.584056681789722	0.691450960168577	0.344733314031534	0.618860811791397	-0.00173819440582648	0.323783901556676	0.692250475386641	0.506259224783288	0.525917320929085	0.492645587226516	0.298524391350576	0.268008496479258	0.45329346986677	0.411488067488075	0.356677086620246	0.316523757886069	0.309906837654501	0.599212113332006
