""	PTPRZ1	NRCAM	PTPRS	EGFR	CDH10	NCL	SDC3	F3	LRP1	ROBO1	APP	CDH2	NLGN1	DDR1	NRXN1	PTPRD	NCAM2	SLC16A7	PTPRF	PTPRA	FGFR1	NRXN2	FGFR2	CNTN1	GPC1	PTPRK	DCC	NLGN3	FZD3	CHL1	LRP6	FZD6	NOTCH2	TSPAN12	LIFR	APLP2	SDC2	ROBO2	NCSTN	ADCY1	ADORA1	DAG1	GRM5	ITGA7	LGR4	NEO1	FGFR3	SLC16A1	LINGO1	LRRTM2	NLGN2	KCNQ5	TNFRSF21	ADGRL1	PLXNB2	LRP10	THY1	BMPR2	ROBO3	EPHB3	CD46	ITGAV	ITGA6	FAP	NETO2	UNC5C	ADCYAP1R1	NPTXR	CD47	UNC5D	CSPG4	BCAM	ACKR3	ITGB1	ITGA3	RAMP1	LAMP1	TGFBR3	ADAM23	GPR37L1	CD63	TNFRSF19	CHRM3	SORT1	RPSA	INSR	MCFD2	CADM1	AR	NOTCH1	FAS	CD99L2	EPHA4	MCAM	FZD5	AMFR	PDGFRA	CD81	ACVR1B	ADAM22	DIP2A	ERBB4	TSPAN5	NRP1	PTK7	GPC2	LRP4	DSCAM	LRRN3	PLSCR4	BMPR1A	DCBLD2	TYRO3	ANTXR1	PLXNA3	SMAD3	DPP4	ITGA1	GPR37	NRP2	NT5E	RAMP2	CALCRL	NECTIN2	SIRPA	ACTR2	KLRC2	TLR4	SORL1	TFRC	EDNRA	CNR1	ABCA1	IGF2R	ERAP1	EDNRB	CD44	RXRA	RACK1	JMJD6	STX4	TNFRSF12A	IGF1R	CANX	F2R	PTPRJ	MERTK	S1PR1	SMAP1	TNFRSF1A	TSPAN14	CD74	HLA.DPB1	C1QBP	KLRK1	SIGIRR
ITGB1	0.77298336437545	0.77580351934144	0.727060948731616	0.594809632566287	0.640057589541595	0.928479078340331	0.659626526651738	0.546433015048185	0.714472774440771	0.775276506582153	0.88497205095219	0.888918790959719	0.856929920135493	0.802425905605508	0.675917372099655	0.733490140790529	0.70577529872732	0.807254113403529	0.726275189194896	0.782591277610122	0.932484429933877	0.758503444052716	0.414594971401819	0.65256647733895	0.858853954762218	0.75410603079364	0.824675114777834	0.738246278652038	0.876876410136694	0.661333953111769	0.883339887158384	0.819028216314833	0.732007611390507	0.743680096634194	0.754777814661673	0.886417819648802	0.826290486527068	0.750776021786506	0.772826055268603	0.49126265330391	0.584832616231645	0.720734779826757	0.591620258045557	0.81909998045291	0.611260631963892	0.818764616173464	0.324693944103791	0.827595154042262	0.64337959862107	0.741110438476335	0.742933127984093	0.651129467216586	0.804798539799873	0.464330753960174	0.869308110518587	0.854833108195641	0.789853483980107	0.871298015839506	0.742957986538821	0.801233261073551	0.768011822478822	0.727513263932686	0.740514518852203	0.859792820911509	0.67188044408516	0.716765470465243	0.325888936430923	0.676503876441867	0.861782915657896	0.789115323330554	0.783614195665249	0.637022565320341	0.479599257721064	1	0.786211584152543	0.665598911698776	0.741500079288877	0.85111172764467	0.730525820562269	0.515100505580406	0.9034178189223	0.87035744257848	0.83317336541492	0.881133347123497	0.79320936606393	0.704129113367601	0.907875121850453	0.719966256036526	0.656238821416961	0.865609558633138	0.855803700369922	0.774663643635484	0.661968531747936	0.828459618783378	0.773509757785623	0.797845804636391	0.573061691184946	0.65015576949816	0.743606408947177	0.759388057755988	0.884649122999297	0.608508030232347	0.917104096841262	0.885274635868536	0.862699310986541	0.690768344414665	0.522015274059866	0.733987245933053	0.729872755337288	0.632006553863728	0.806012654032969	0.881305915415819	0.6094376950827	0.804665504677368	0.643461015515294	0.776303727037506	0.794844553938138	0.879005932810297	0.505406311188112	0.776962254426368	0.778216374101729	0.518529514611336	0.560743875080878	0.894445914897487	0.565891219789166	0.950897117849239	0.778205272182077	0.839761758689224	0.713149446868245	0.895463354260798	0.743468343322196	0.678969513940592	0.794226617806885	0.851519397724358	0.705368428086699	0.515092906943721	0.724697028037294	0.812857597354407	0.902117144665939	0.840299766467831	0.866517921129956	0.782133377844494	0.871811382335361	0.918665976801305	0.917980353382463	0.803824757705674	0.669394429057207	0.619505656855648	0.779320696295534	0.821365036073822	0.895103811241953	0.506369771403937	0.582423635736556	0.824960121397135	0.48561892922894	0.551702376441039
ITGA3	0.750780316968272	0.810156454303675	0.553515520496304	0.63668088054368	0.580449474784523	0.698380749055199	0.636671483966634	0.625419552052598	0.750396936693436	0.676928911770353	0.825533838748527	0.714418945708089	0.801921167488042	0.687849628525746	0.642760232684618	0.722484709295908	0.636820372588482	0.714453957499187	0.755378570858171	0.725172794378062	0.785777620330667	0.675282536752036	0.565998331676843	0.495352528347622	0.926108064570671	0.68373614042085	0.779911223081804	0.529656726154049	0.850752451157288	0.667927652682431	0.744899471059964	0.765985746267129	0.721078511841122	0.501290843839016	0.770235502803499	0.791505226694027	0.736207721249112	0.674881455346024	0.692855073214663	0.58665014899228	0.654126793346773	0.652743487862442	0.648625581989466	0.81958199491561	0.751300196188929	0.784392670100144	0.436592764280317	0.706965289146333	0.397987163600072	0.599692328088097	0.520378573521292	0.711632574819992	0.709733975992193	0.347756805740807	0.816647728788171	0.790721249199115	0.405746095029889	0.807318992505275	0.60567795437428	0.675781194377813	0.823128153579904	0.737809384880484	0.834889811153845	0.650524279808461	0.360794049400989	0.573956252622422	0.453470342956778	0.465331865517849	0.714155374152044	0.663347536174023	0.534966803177207	0.518111796706609	0.350643963785525	0.786211584152543	1	0.466677800626664	0.605512976461959	0.785941608017879	0.742004211102675	0.616604366535872	0.717566559476164	0.835221846240033	0.746786756413971	0.781673047587549	0.42579756747708	0.640561802607512	0.841492024213524	0.689863645515798	0.661020821289199	0.691514229461457	0.897560581576158	0.699693376681681	0.670446217104945	0.65108916616354	0.680013040952331	0.737344263517419	0.205615319390398	0.484012134960089	0.66678914962046	0.677112110991393	0.814407058057633	0.671273557920712	0.778553726501986	0.822522690211472	0.697444803166416	0.382807518314224	0.431315974402399	0.489590650792385	0.73095069257479	0.606945332438158	0.694360440824101	0.817961203911111	0.43237621741589	0.60207563946078	0.443944034655801	0.750201003275458	0.762591273457371	0.731675635528001	0.612615186279351	0.828709694435369	0.684590135767092	0.18856178719447	0.653296215839693	0.778405982350524	0.670687984760645	0.773054377230124	0.60650679405778	0.789738937284473	0.781463504969334	0.767580557286582	0.717968533849723	0.742076948362354	0.793316061058657	0.873470638461087	0.78602712099422	0.550090618990046	0.655491354300171	0.714968281321611	0.596868364362589	0.58868764131416	0.7994310242239	0.71992528142741	0.728600276942284	0.758949906355841	0.74487388551063	0.741850520402389	0.695643761914248	0.59061130394043	0.56586736780324	0.802788988372726	0.781948115475778	0.434717630017236	0.496612556352978	0.608550092786739	0.635285068316599	0.446363502955923
RAMP1	0.827928891777493	0.781163065285197	0.736953359756152	0.77842541843224	0.68967798001084	0.78619668344525	0.803372228884839	0.692257938303041	0.786773378312582	0.859846613574307	0.796909252150925	0.863430009210558	0.706105526546408	0.890028604837356	0.659220621024764	0.738211589673537	0.81341739615755	0.82644226982816	0.820727667924768	0.893445100857212	0.685488869408033	0.823972770567521	0.640275971686075	0.735811689438991	0.543246049152688	0.719023093976987	0.694669733859125	0.828150214108407	0.747383374351109	0.802348697235036	0.688923697541462	0.798017001491934	0.8051881472448	0.883072543663938	0.772683780176277	0.839411920918211	0.824559718602199	0.831172977831687	0.885309907733822	0.548646087641777	0.80038709275098	0.863281857802562	0.647351469855058	0.611452954007664	0.645577574311683	0.620062476595283	0.504599949847159	0.828621133915197	0.689569925793303	0.642308373132862	0.657460494339106	0.717091000079671	0.755689816919034	0.738009293513316	0.647650681011992	0.721532363954932	0.625456122847107	0.722831664676417	0.821712180151767	0.810372142952434	0.639312931532132	0.790882813073527	0.630354811762943	0.595381662016075	0.74602839346321	0.787246466394418	0.677077523883543	0.677134830098387	0.842995210740322	0.705970700832669	0.625921775870029	0.718072558335163	0.742679900453079	0.665598911698776	0.466677800626664	1	0.874489304402991	0.771582727884003	0.734370222251133	0.706888144789301	0.828359612536687	0.668251809351426	0.71201127656615	0.778277757054674	0.650088036431494	0.248995498707381	0.793970695336862	0.823794690408088	0.783862664705727	0.687588642453162	0.63740042274141	0.765335384527374	0.789209565782905	0.48017535447181	0.688151231125932	0.700104026796561	0.532920783279184	0.934269942624267	0.748200208365835	0.783164603583926	0.560024374457302	0.764800302269793	0.754120993742345	0.546443879962954	0.689602971784282	0.738252061381558	0.584598967054902	0.524141659924057	0.812287027693162	0.758283718629073	0.795768250471214	0.658300116625873	0.625660043043087	0.732360437600765	0.594382603985847	0.566726196172162	0.729912646654234	0.498853695592661	0.720960791226161	0.444893412573954	0.866243698033964	0.616455570659042	0.717413163262287	0.636002234996466	0.643089973647699	0.695788724557412	0.88812859740552	0.521492845625449	0.609259346619003	0.44382772640883	0.707770063890749	0.732704626157702	0.533393616538747	0.675134097806557	0.591293269012264	0.799876090307484	0.599183290316909	0.657236983980205	0.747239107198523	0.667597903400273	0.550294902980901	0.551859635886594	0.434571476542635	0.833762260915641	0.597692236432016	0.491584967720504	0.420357571801194	0.626960213526815	0.917486168598182	0.775574804587291	0.537481327277951	0.108389317192323	0.173171328707314	0.910133169024475	0.515760709929317	0.831156669489056
LAMP1	0.844586278314594	0.885865442503349	0.720703486277117	0.789375501977197	0.772832792724449	0.762729246718708	0.918233817960486	0.845132895674268	0.904264017677325	0.932112982826445	0.906373713762588	0.859658308340608	0.828583888775883	0.895988764197116	0.694686591469979	0.846248182172592	0.820150857859484	0.874465967270071	0.81611903920737	0.91561281876785	0.712796920897156	0.828342739707707	0.760163217730573	0.765787656172265	0.642956260141491	0.87366521604323	0.753074803801853	0.769907960606944	0.832711686503595	0.903443720546993	0.775415209863339	0.828487805890686	0.905715651178964	0.764233862051627	0.875672919930175	0.91354602720692	0.903141839044289	0.833798939175704	0.902420355510759	0.602646442534233	0.857055719379985	0.922133514431396	0.700751285847825	0.67872722230356	0.739025577695682	0.683657152028777	0.540114401181581	0.78118697845045	0.511427269010708	0.685506739936102	0.60775663273254	0.824432421076426	0.819057901290291	0.683593741311141	0.818347863754394	0.873658481672714	0.493537306703453	0.855183422248112	0.75243996414491	0.762489422018826	0.756941375827024	0.923128654429891	0.78203632957533	0.627613761066029	0.543523074356367	0.821787588770743	0.729798062604437	0.670379486122465	0.874729881606997	0.725602430556602	0.54526885391458	0.823229527706453	0.809719325498083	0.741500079288877	0.605512976461959	0.874489304402991	1	0.849912074432463	0.77392989745286	0.757997690094088	0.774964242151672	0.772607999085799	0.697772578855294	0.882100470088513	0.52410225802491	0.441189952394614	0.874662043275246	0.901945914657096	0.792785435603186	0.748128898733111	0.790330607986317	0.806853101591366	0.823839328262674	0.579772367418787	0.762850116808633	0.844765667764804	0.418298245912948	0.930232473001974	0.886941258238166	0.774710190117626	0.689303095303257	0.827340752833856	0.791800459462996	0.741520196902265	0.744824165060178	0.599736917447187	0.614792301256267	0.439727681447439	0.889517273766231	0.882655211629092	0.842819003043263	0.779012588480075	0.558850764867372	0.757819809549026	0.52912453709748	0.725749301180666	0.784141558898185	0.664799612240619	0.766504080776506	0.633484787615782	0.830157116363765	0.446952398313959	0.877429189561817	0.732466828946546	0.796975125521699	0.748030605246643	0.790486632333593	0.736185535832509	0.813326030815652	0.548643421876754	0.890504950854444	0.873240558827965	0.726914465696891	0.821072429833513	0.741036765325632	0.896741284777008	0.83981358807619	0.775885079839985	0.67027914265199	0.625206479442931	0.672755978959182	0.502947113796381	0.575348383396658	0.885406172109458	0.704434965584463	0.637546872841166	0.596856808512166	0.773512503077222	0.892024219184478	0.891269873242387	0.686654806114528	0.276914163772085	0.319460060331654	0.811102775733927	0.578144722286165	0.815253608741164
TGFBR3	0.875276439794291	0.885160186045523	0.722759493876849	0.771959672544498	0.765356181920466	0.869938778208803	0.838881699167899	0.666239830700848	0.864734234867045	0.874406129399878	0.93904027519491	0.906033078351288	0.919486647004143	0.900766007034815	0.78873108932412	0.852122842437352	0.812569621681372	0.869421899503045	0.807665635637717	0.904977044016624	0.881675774407893	0.887510879541487	0.647469480288905	0.79715468645629	0.774698464119648	0.834081396439931	0.914290130391229	0.811823716294398	0.918932949492591	0.824737323900699	0.865208852973754	0.902745459743609	0.886370716769103	0.775316905881504	0.8846758973301	0.937585341948119	0.887709396269576	0.82856071152235	0.845727760055646	0.621219909050914	0.773112039670953	0.818047167487183	0.751072805644964	0.782056100613516	0.753168467258954	0.834772983387335	0.476170564525388	0.822671282610291	0.585043620491482	0.804342057803995	0.769578059739771	0.805255148678306	0.852784261189796	0.587283983367379	0.84860707596192	0.877323467646268	0.61128329923779	0.92421531158801	0.777498385741491	0.810254178668344	0.796007524659396	0.874022595735758	0.840966943586357	0.725392318728549	0.585628525659356	0.776764494546936	0.621301523232848	0.655940486113281	0.876989220148784	0.779841846535765	0.712882077633061	0.734116385446528	0.572638217626867	0.85111172764467	0.785941608017879	0.771582727884003	0.849912074432463	1	0.791131028881433	0.72951168793588	0.843684454830383	0.884783659189959	0.810946626990103	0.941030584334804	0.591419265628323	0.630291740525355	0.92255848834814	0.870592075406244	0.748762104862059	0.85735672991617	0.867582894572016	0.835200163915351	0.777937284235555	0.754294003327579	0.796219282081126	0.807228827870953	0.428591502660596	0.788259016842844	0.855269035734837	0.820355387753091	0.823163852072201	0.788132781230924	0.877556120581538	0.858807600399869	0.755729919148713	0.636062235162647	0.606348973710786	0.600501305190354	0.863468306590994	0.802429665101737	0.854222497526755	0.888627957756413	0.636096166564198	0.829168445655093	0.642885469015454	0.805454151138105	0.7796917380775	0.809680409446027	0.672884856496347	0.735750331532389	0.883329557298185	0.411531402987575	0.729714980815537	0.792147875864926	0.703005134279759	0.860249362766175	0.806188145844101	0.842873545534587	0.82553924619175	0.779294585568109	0.860253823725171	0.863368364708608	0.791099977924097	0.882514040692697	0.778156045531266	0.724437984031562	0.724638331624179	0.86846042478643	0.75904518201507	0.709268504185848	0.804136038187516	0.64102557912872	0.769265681464605	0.921233181715261	0.815035215570785	0.777136832602341	0.674196253629233	0.754704411753972	0.812770692677757	0.853650095545837	0.826999026766989	0.38633103757455	0.435313664097272	0.823616565608374	0.589885092503713	0.647688406055639
ADAM23	0.929684908447479	0.907652738044257	0.749110718671311	0.833230372489588	0.799222368324241	0.774433199341065	0.816381025228541	0.777655308626295	0.885891297932667	0.848470088379783	0.870144804414513	0.846636103210139	0.825357879755467	0.836500149356075	0.803856227806726	0.896968748809253	0.884705511459049	0.917580316931339	0.868899648298912	0.889035063396052	0.786209919160179	0.844575735355973	0.717584847157124	0.756559138162187	0.724900529048501	0.788603459873912	0.830486302454732	0.764809160737334	0.906052240236455	0.888217797267918	0.833967095347986	0.882834468587573	0.857457261430834	0.70397128542083	0.895864104118244	0.858079182651702	0.843029931773385	0.903788310493666	0.819148944496016	0.726061808882727	0.854757001862506	0.840972414415841	0.86364319857895	0.853278537572543	0.856529445640292	0.816658937118983	0.641037366768364	0.858093806508539	0.597299786790671	0.773636141468134	0.612043499626456	0.802700604195339	0.822407128308771	0.550999368622376	0.702374474428143	0.806879124673488	0.531883870729041	0.845406758215773	0.815817771177182	0.757508816705897	0.926872440803754	0.862586496159914	0.788238513850778	0.640276917285263	0.571517781278764	0.747456954413846	0.66915128440096	0.7131178049227	0.852061380816326	0.799259077170388	0.585670383005051	0.562556577903297	0.687376341817942	0.730525820562269	0.742004211102675	0.734370222251133	0.77392989745286	0.791131028881433	1	0.827027601713433	0.751057129881021	0.875927877493698	0.823413571299995	0.856910651366537	0.466563245934082	0.388859795493332	0.840357475608577	0.876654564819164	0.895451583023569	0.709115124139686	0.834041187855364	0.786059546408898	0.843548340564396	0.573762081102628	0.802991086554335	0.745721352515594	0.473733516621596	0.697033582717817	0.781368352466814	0.848043242432283	0.786446156033606	0.883204800488976	0.830308014674	0.724244062528639	0.745841810409475	0.579219253474384	0.595728005760945	0.537933022687756	0.860707099163122	0.757390534036294	0.881929760876891	0.787123744283581	0.588098816176748	0.754722005380395	0.624407583975078	0.722553305070369	0.775880765640962	0.666842400102137	0.741128474008601	0.621214973823425	0.836863061405034	0.285832998778729	0.798699695481128	0.701397274691351	0.742055469556672	0.769594983575315	0.794529018390339	0.660496357911966	0.742649681333935	0.601393234207696	0.788232721891313	0.813774529022646	0.708886677401631	0.838889114879162	0.734852038880845	0.802855299714802	0.629186375559026	0.757167933340037	0.636546085240024	0.642643689571029	0.691574531153431	0.620838203219364	0.604090781888814	0.831887638971344	0.672940168761579	0.633999393689339	0.619544548134024	0.5832415607571	0.823402905405652	0.793349228419798	0.653711953656537	0.191208152328936	0.239796878554918	0.750275509150615	0.780060278092181	0.627950456153772
GPR37L1	0.832403246651855	0.846884124565731	0.616643511810002	0.841958163484222	0.739794135716932	0.583716463995061	0.843096093778956	0.754163295450693	0.89297699959087	0.828021829802549	0.761947993243628	0.686767045820128	0.712419791938448	0.787252088561884	0.682392073020197	0.833184194877622	0.833818304111376	0.785172775916861	0.815460539059625	0.838590824951639	0.595964600055239	0.816859195936296	0.838517625244205	0.688302731181865	0.577266350035729	0.694045041420705	0.729938681274436	0.669516291051494	0.771854721660809	0.868454015760408	0.611520119478668	0.79430949061179	0.804987973273482	0.600252077215922	0.872322060014189	0.763065052973499	0.795372234176366	0.775421347023326	0.791437299732392	0.724775777758706	0.859052777616335	0.82646545262574	0.826187197974956	0.66192572775787	0.85591358780007	0.668081018859019	0.787626311323588	0.720824613366612	0.467148233350038	0.664263377557181	0.486694296358436	0.738595246591366	0.751989999110447	0.619687057803197	0.580001868723837	0.721751923511786	0.304993510670868	0.745824531098298	0.687403660855257	0.641398965017832	0.761026310622465	0.862326837019583	0.743105702093706	0.463368284936731	0.398114434243	0.699823547578769	0.822457559488535	0.611514018060328	0.739158201018569	0.674483995454983	0.404329974017787	0.553720240273219	0.647381711897948	0.515100505580406	0.616604366535872	0.706888144789301	0.757997690094088	0.72951168793588	0.827027601713433	1	0.621979181714437	0.721471979360924	0.665756905244067	0.764036698777376	0.280385423872773	0.239668175640171	0.720719242547061	0.867972080606748	0.835446658175	0.559999715427733	0.698761102221804	0.745792071513634	0.750489346883294	0.356674405332413	0.676180590932876	0.663811450764716	0.319472464427161	0.708911092720736	0.71555677321971	0.746692864136331	0.619258214325205	0.863766056432282	0.717134494385698	0.619628152602556	0.595437949112411	0.388348213982665	0.594602459475899	0.295793635148263	0.863421722587193	0.743653611245735	0.75357803778484	0.621166147281345	0.415563677722035	0.653936787633615	0.541475430172984	0.602382964943399	0.605635846301884	0.475485302344891	0.81011306412049	0.496923489324274	0.77888292548955	0.141697579266562	0.827447875611041	0.549561918481355	0.780422791552114	0.602730213870097	0.640288530994916	0.502708390582438	0.741133474797199	0.390922538230276	0.769716552408655	0.828302808175969	0.67360212068552	0.752985830813257	0.667905364281593	0.865549591457751	0.563586587444898	0.673649616645301	0.444150675570011	0.462311997410504	0.554356797668759	0.389723355923294	0.358168496498992	0.725872990902649	0.492015448693834	0.548626562665955	0.599783066547718	0.61105146732621	0.727294386687057	0.705059478191884	0.525749885541348	0.147991190042406	0.172133239936679	0.642856046021631	0.750453783220944	0.667676140658716
CD63	0.808529381447883	0.783157522550396	0.727144971775576	0.683158708735699	0.64994672523993	0.933573737860124	0.668939327869166	0.597867365155724	0.734750119998303	0.8121893273473	0.861261524140716	0.915248305244211	0.776645353760968	0.868114722861158	0.644624845235766	0.715488150905313	0.776833426922501	0.855178364880691	0.832655148791871	0.853766617305545	0.856974867487687	0.82767897938632	0.504645843771411	0.678466132692834	0.802499380995502	0.66606116773356	0.799859177059719	0.787878949278253	0.858576688874189	0.694501914751622	0.797194661651352	0.869784891342187	0.792240992570256	0.856409178432368	0.761789002550005	0.908521070834862	0.818549150219211	0.791106104776021	0.85445293654869	0.583536722226359	0.695304483383722	0.758653010139544	0.660171660616974	0.771226479516962	0.623957917448802	0.817833800077425	0.360022541808687	0.916060303333329	0.730943098593912	0.70751793852293	0.751175852064367	0.68426639161235	0.880926942771693	0.554401574920381	0.786516587375952	0.794154239267937	0.806443158919263	0.843080937915196	0.845783813038915	0.864240769672512	0.736976540793176	0.760642113229794	0.68298050521092	0.786380389551698	0.810975795421654	0.695305501442701	0.457863476955889	0.716015806816636	0.894748360320349	0.776230662088211	0.813968503343003	0.620016296692857	0.551809331671364	0.9034178189223	0.717566559476164	0.828359612536687	0.774964242151672	0.843684454830383	0.751057129881021	0.621979181714437	1	0.801970347030115	0.844947290935458	0.865370612837018	0.8425081787334	0.47389677764498	0.902233856327127	0.775141767447496	0.734578172198717	0.808532135674665	0.795167400888675	0.837893157740225	0.742777961568141	0.650991836604445	0.762425946595048	0.792843255882236	0.657738379325906	0.757621455118804	0.723307745857509	0.857387565322397	0.747270468073741	0.683350258414449	0.894824958704843	0.769824704506429	0.876560445838761	0.724660622363468	0.582104805553693	0.700690024867877	0.786527727780342	0.660790027329978	0.813848493003918	0.776010061744318	0.680675001699323	0.813384909535107	0.648703217243916	0.678189048041839	0.766622256755486	0.69793748413752	0.660949124425679	0.696097847905779	0.848577136155059	0.64256083804105	0.594976056842343	0.791769981093574	0.621216006982324	0.928991437660277	0.879625940045399	0.684441952677009	0.699542707883379	0.735093632282717	0.704516780650565	0.726100396046033	0.752976333312066	0.827505536308381	0.730687830905059	0.593139707229395	0.676725179216051	0.777065459843304	0.934473106379348	0.882846560631833	0.776739329778001	0.826659481320387	0.671294951853201	0.935084895588883	0.785069430268057	0.743108310764341	0.600387400229762	0.55858113365082	0.843230851485855	0.837678079305688	0.743938426636672	0.42907183651822	0.531144004613055	0.936703689094971	0.56786296494564	0.661844654863124
TNFRSF19	0.901735104457719	0.902111358349266	0.753906422187769	0.742093698703985	0.788067947261224	0.853892732883891	0.804682550647139	0.683588188162448	0.861712524565284	0.835070311059915	0.931225264161454	0.885360710282865	0.936544687951447	0.851026569740701	0.841303104606132	0.896337023305202	0.806921959443833	0.873177549898357	0.80290645636716	0.872762496521325	0.917565263594933	0.848037668999659	0.627874304763118	0.756692896557212	0.848581682744354	0.841266712637027	0.919350763977484	0.780215782527042	0.93765344852348	0.841690471914573	0.914515158684048	0.891628981524578	0.80683255143566	0.698348310846587	0.879027486282052	0.897337403298657	0.869992086612919	0.85444897611992	0.802158039219456	0.688174976222357	0.755273662235812	0.815368675737974	0.794826964280331	0.877729749924339	0.808573573843382	0.840245613529877	0.562807052369654	0.825823723791915	0.622141424356783	0.82413521138804	0.657751780136135	0.770173591709157	0.805907458548802	0.476990629425223	0.83579249515538	0.882631734648697	0.631458046248875	0.901265757163294	0.785014806801339	0.805873342680006	0.889874342895953	0.84910739769774	0.854388548198943	0.757531611939529	0.543518980281435	0.801413595843518	0.51884080710886	0.686535564064479	0.869512012227479	0.856697899998812	0.679050483885567	0.643212441570626	0.584657971340373	0.87035744257848	0.835221846240033	0.668251809351426	0.772607999085799	0.884783659189959	0.875927877493698	0.721471979360924	0.801970347030115	1	0.87149505859555	0.916521605777839	0.568765153253786	0.654211305104795	0.900751469745756	0.84692367997306	0.79420630547239	0.840175365317632	0.897910516004654	0.784708207764889	0.783742033725163	0.76005260662913	0.811969996650823	0.80590801453412	0.476930438673884	0.67161478305964	0.817780587931042	0.822111101485104	0.906721114961126	0.80452142678584	0.92258403198427	0.853599791463423	0.800604493203447	0.655625597116102	0.619910016966065	0.672471348509911	0.834514813096212	0.715131242974857	0.865807229896926	0.91347566059362	0.594632443407284	0.780943113726836	0.65523207638872	0.863629874960894	0.808282814074037	0.853653963758943	0.627072903498078	0.751911478611701	0.834294451945537	0.330507341304143	0.731294342897298	0.820518671194121	0.699627377453281	0.870871612800132	0.777711898420017	0.823949301085143	0.796569861673212	0.808855348405083	0.831186357856886	0.808948902187826	0.790423023849111	0.903223531327125	0.77592541517604	0.688704130287539	0.6946163776433	0.851406696748411	0.737391379105229	0.697347844692077	0.824308986768999	0.652007869460193	0.79806364647539	0.886273149266669	0.845858304054244	0.764833200477859	0.697783917421014	0.656479146760208	0.794307558763775	0.829788249357994	0.836795402803321	0.35369460903249	0.404518675292155	0.761140946643707	0.679798273311061	0.593386307646804
CHRM3	0.876766127772197	0.814290021738225	0.800686833547388	0.761119479844306	0.714223477430306	0.895271509204222	0.696962530308779	0.554846380288358	0.759836369706762	0.797319390693791	0.84424072373301	0.908635563167595	0.828414538871965	0.828283689576066	0.800446438597301	0.820317783252555	0.798924965292545	0.870750288066375	0.80134212630892	0.827637822339335	0.867417077924329	0.832294215208268	0.508693562600138	0.746765076162592	0.793153316129386	0.703791073596859	0.875548082580397	0.794959760867219	0.893258859308285	0.729185596068292	0.867975992874777	0.875158394711523	0.765536050905056	0.811234132748102	0.823631138780502	0.849748119571197	0.778031965045686	0.832841520557819	0.765477363193827	0.697746784521572	0.685344353355706	0.727452911767557	0.72660377123099	0.848256181946417	0.730392121424129	0.808222077983394	0.548932469572669	0.896997678232468	0.734402755915127	0.788900258751122	0.706110893043415	0.643682684116585	0.812671381815819	0.466004259871424	0.748900390809786	0.757892050458549	0.748159057592615	0.835816401068905	0.798718705276767	0.862730967167691	0.806513710637352	0.745557110552411	0.726876558665323	0.733401201219818	0.723040057570062	0.743368676686671	0.436455594920317	0.713321963796604	0.838870801944477	0.812329302760767	0.793515256094321	0.536477220052633	0.536590468998483	0.83317336541492	0.746786756413971	0.71201127656615	0.697772578855294	0.810946626990103	0.823413571299995	0.665756905244067	0.844947290935458	0.87149505859555	1	0.848475615017365	0.708067451110203	0.492171256283877	0.851321568698471	0.802206225929569	0.794914348005928	0.785878639330122	0.785579722580064	0.856467035231844	0.761568423506561	0.660971707621357	0.750581873442561	0.678367710734251	0.605286723627368	0.609621118666135	0.755624777283622	0.873691872928212	0.860969434006538	0.760872223341879	0.889099747349564	0.762580852530707	0.738030684746581	0.749375126791926	0.675630801663451	0.772819802839736	0.762848693023599	0.635320277324388	0.844979883646559	0.784224962341626	0.676038637438755	0.760389902875248	0.693829361654008	0.70975055219674	0.765050982492659	0.7329953042525	0.636667253926576	0.641920891741253	0.856058228406097	0.496080997869983	0.59448892646785	0.752518938681727	0.609994420774948	0.879884671801612	0.875846349540363	0.694071374910122	0.690321821648927	0.74830628410304	0.660327896125425	0.69515082708358	0.715332255688525	0.815615914785317	0.647504083473953	0.587941197799395	0.539353387061633	0.784534908903009	0.817917807967941	0.811317544418625	0.778746674327648	0.690573867846895	0.691786575059143	0.877021567012035	0.751203015207074	0.710008353829897	0.631058020076704	0.530105711271687	0.830173662450409	0.729925849993302	0.739559473465343	0.351077546739784	0.425873329388436	0.837279797099985	0.688389137795967	0.570398147260399
