""	C3AR1	ITGAX	TREM2	CD4	ABCA1	SORL1	VSIR	CD93	CD33	CCR1	MERTK	ITGB2	CXCR4	SORT1	TNFRSF1B	PTPRC	LRP1	HAVCR2	AXL	TNFRSF1A	PTGER4	TLR4	PILRA	PLXDC2	ITGAM	C5AR1	LAIR1	HLA.DPB1	ITGAV	STAB1	ADRB2	SIGIRR	SDC2	SDC3	ITGB1	LILRB1	NRP2	TLR1	CD81	CD63	CD9	ALOX5	FPR1	P2RY12	NRP1	ITGB5	GPNMB	TSPAN14	TLR6	TLR7	TFRC	SLC1A5	MRC2	RIPK1	IL18BP	TLR2	SIRPA	ENG	ADORA3	LPP	TMIGD3	CD74	ST14	SCARB1	INSR	CD46	PLAUR	ADCY7	FPR3	UNC5B	RHBDF2	CSF3R	CD47	HLA.DPA1	IL6R	CSF2RA	GPR84	C1QBP	CD163	TRPM2	SEMA4C	APLP2	ADGRE2	CD82	TNFRSF12A	NOTCH4	SCARF1	ITGA9	TNFRSF21	RACK1	CD69	TNFRSF14	CANX	PLXDC1	RXRA	PTPRJ	IGF2R	TRADD	NOTCH1	LAMP1	PECAM1	PLXNB2	STX3	CD40	TNFRSF13C	FGFR1	TREM1	KCNQ1	ITGAL	TNFRSF10D	JMJD6	STX4	NCSTN	RAMP1	SPN	LRP10	MCFD2	ATP5F1B	KCNQ3	ADGRE5	SIGLEC10	SMAP1	RPSA	SLC16A1	CCRL2	PTPRA	ERAP1	CADM1	THY1	BMPR2	NCL	PTPRZ1
ITGAM	0.851797647908748	0.786082501035561	0.787221433734638	0.81073788676156	0.816473908060256	0.88572654280375	0.820348754416695	0.785804436174321	0.758818360355787	0.642520561330147	0.793035230120831	0.810396947784197	0.808779589377745	0.767707242214964	0.845545535677453	0.76943244299512	0.730038195994008	0.845539834642584	0.85696869934077	0.760238486841982	0.799436419347111	0.67399242149904	0.824074925017832	0.864837548384437	1	0.833250753385021	0.754118596635979	0.466019083717219	0.710178970376426	0.756442539889171	0.669827276515413	0.704875066636318	0.846454201997989	0.553236431525948	0.712660213140523	0.825191101449132	0.805828688510498	0.779335432370474	0.753488962531735	0.700577339092664	0.630900060453968	0.783247607988717	0.855133643747416	0.830579525033098	0.331977918038929	0.802542558705556	0.31727685297495	0.861789193201453	0.772489259283457	0.720386619067622	0.703561626578431	0.813380252036882	0.670281278842534	0.795861293268419	0.655965224259771	0.816486992754538	0.785495648399417	0.850418901850839	0.866115497297936	0.666567454990699	0.880385200539653	0.62745245529034	0.701174770805987	0.628912489980696	0.550758603908679	0.581468525448838	0.757204774905449	0.657176581884078	0.68970016825006	0.751930837716978	0.831429080576273	0.768579276379906	0.565956759676646	0.48662775656806	0.840216475988586	0.888464876054774	0.76098384029629	0.659016303674992	0.427388136087927	0.773823745720463	0.378670118632561	0.752257451651732	0.762835971070022	0.534947276086034	0.769266568158724	0.717675334300054	0.737866575681176	0.459651168007817	0.50717424655559	0.73281731579843	0.689264552337218	0.737000722855845	0.699237841607666	0.482140166692394	0.71804182187393	0.807890387142697	0.46322491254317	0.651429541527545	0.272418979431227	0.790196255484749	0.716748455129474	0.705893285305936	0.747885486300278	0.777277810342804	0.711412264368546	0.728706831644403	0.67273847017107	0.794715188902061	0.754551014586968	0.510356809418638	0.811807323787657	0.729810698434374	0.687990130387802	0.518971703910248	0.560269126387911	0.769314479850898	0.73112494175439	0.674210458380764	0.64379860853337	0.839102867866521	0.856219663621977	0.525051693014011	0.622106569146307	0.568713901184801	0.759456128448307	0.432934105758559	0.566380588298424	0.0961619326094614	-0.017331853594414	0.546619026470191	0.670756382144832	-0.0116089339641321
C5AR1	0.913464853405461	0.865928170859279	0.722835359849896	0.732587318097509	0.90146624778139	0.83547295931597	0.789749262346427	0.762409518968219	0.602821151759163	0.723355275843348	0.910961877713658	0.68835132866064	0.936491675732527	0.896100367239457	0.947619955522593	0.758906162648948	0.64748820388628	0.828412228014881	0.800194662948802	0.658394388818965	0.887788087408249	0.66719999440063	0.786069899082446	0.876777132769001	0.833250753385021	1	0.69364318604345	0.342116629194948	0.72634385672387	0.712681727107482	0.795808877414657	0.642428842121544	0.909935824229819	0.537783582551193	0.657082002979203	0.754349278571019	0.955719171076685	0.788544131170291	0.682671655658409	0.622098476337854	0.553359703989198	0.814799108009831	0.915820627989843	0.885023198733322	0.233661794917151	0.705242973794776	0.267572256398572	0.877751215007782	0.820662680621367	0.739209236883681	0.851104069965913	0.860965765196449	0.70789296650246	0.857626651347531	0.595011636677819	0.929761508102296	0.740332661701039	0.856653499040176	0.734001456952455	0.623915702639654	0.843021157178103	0.534774755431583	0.652470128864434	0.61822273564923	0.561915207089436	0.574623383647574	0.966208064834142	0.672371431582475	0.646060387186953	0.776090352981929	0.911163285665802	0.883466719929564	0.563458931488496	0.356591607503938	0.941254863070436	0.931991557821503	0.937644049468431	0.533587758364367	0.387892370918458	0.892693455551624	0.577528699244779	0.79975415449378	0.787280611304192	0.45456486219912	0.926736528527289	0.650197547157212	0.8487481914672	0.417147482399822	0.549237483035233	0.6127572490065	0.916804662945292	0.743870705085421	0.652097710520205	0.420971605484993	0.80377763250738	0.862466034187422	0.52727599945248	0.553579429724024	0.344942079384752	0.712313938308218	0.583044839801222	0.708182578351872	0.783169109385053	0.855401030529283	0.629372764413269	0.75930237449825	0.91956310690266	0.701778981079114	0.56332205814538	0.702658163965448	0.929152965582942	0.860104802314059	0.584208056219258	0.530487717477747	0.445959253820052	0.696949680257436	0.628965602371706	0.633218279860665	0.613511622554044	0.806533428802404	0.817966006576811	0.500622652827479	0.505009484354911	0.616279836184182	0.943501468871865	0.431164096796423	0.595567208685045	0.0761660674868696	-0.0341348535434694	0.529525499023309	0.744759222929726	0.00577776457271389
LAIR1	0.824378764149769	0.808968008788051	0.914224666084885	0.934112738305906	0.870580800910947	0.845787872708151	0.882297583765271	0.835324025362833	0.853905122279439	0.721670891663146	0.829246059574113	0.932657025151893	0.779172785090961	0.757652142465834	0.782573280615925	0.95286104593085	0.823711736628686	0.902787577773415	0.912172361817299	0.924299564497814	0.841762410679145	0.88734922506392	0.917396467123024	0.912123489558752	0.754118596635979	0.69364318604345	1	0.809019254525276	0.755295285160362	0.77414489070884	0.819627603290736	0.829641917156472	0.760371074739345	0.719654924476152	0.899478362496479	0.905151453271809	0.730073488861749	0.898014197669541	0.942970262648991	0.885869128240448	0.829517109220248	0.801472111535988	0.790239971509482	0.815991715231725	0.714439767689237	0.910063961597536	0.684468527358682	0.876181742286191	0.843592138628242	0.760211841991896	0.697352427932336	0.788581514227198	0.894537083674579	0.853952953066015	0.920577310443716	0.841726645087718	0.945105255055817	0.860900606767901	0.875033547745829	0.86797047106382	0.798211600853516	0.914264948671638	0.8182507410431	0.780404185623282	0.687315600118691	0.744005059839702	0.69395918892528	0.817106195108555	0.930822103281569	0.723510612438894	0.765308913827366	0.828287307290123	0.710079915895697	0.844132213098722	0.76867961373654	0.783774797553168	0.644427454515415	0.75092606360977	0.759944535879558	0.640043265227256	0.541333197432901	0.840389531939312	0.890037746329684	0.889201813544065	0.61984430366807	0.807465329418342	0.7212675876564	0.660575629808833	0.523170932918935	0.892336359720881	0.622784796985643	0.904890044047199	0.847241684601267	0.72162462122381	0.850624611772053	0.799982286248722	0.666404560810209	0.783868396698803	0.266870901731651	0.907369408408588	0.921425005315549	0.851115579799831	0.802462120867113	0.729679886422363	0.817527725068835	0.677051763187897	0.490479943465175	0.703923526851684	0.711701044022226	0.522660004062426	0.688205440934602	0.764887506568006	0.860666669727304	0.54004310271785	0.779813493354046	0.915043373288203	0.801125946417211	0.809846567142433	0.807305219631999	0.75013469477942	0.91878254575649	0.731867433092366	0.78271507022351	0.507289801426227	0.698986497563529	0.521054159404186	0.688575010969458	0.246550434333679	0.0116188295345268	0.678232842910594	0.685002965882688	0.0325109968586024
HLA-DPB1	0.535252834704257	0.567271926092021	0.733246296678017	0.714271631608522	0.579210268093752	0.505389600922018	0.581630630426933	0.519377178646385	0.680322787567829	0.500874546857249	0.491336556972865	0.818848554052196	0.536597834488924	0.392286161125467	0.415846535658595	0.7756317411386	0.672327860442474	0.656210426776386	0.675426808327672	0.655485595285482	0.612615156458642	0.713285007405844	0.74821768530543	0.623470470902018	0.466019083717219	0.342116629194948	0.809019254525276	1	0.483948276922355	0.391125247372297	0.531636898779138	0.675372897706918	0.499984113773589	0.647965136776462	0.792468764536089	0.721405535187952	0.387986220312154	0.611288153927956	0.838218708622395	0.844116303672069	0.855761301081722	0.634494829347051	0.41856372319765	0.446814907763562	0.550283200781411	0.678877225999303	0.874546847122998	0.682734989064566	0.525110459312636	0.480068792033908	0.50531476392741	0.570281011751998	0.659773945654091	0.677792446686525	0.85539052338775	0.497131562599138	0.724438309097337	0.582226551687847	0.574058379475029	0.759503698930804	0.503092181051309	0.968266496283017	0.765858752903099	0.633215550266811	0.623912759250061	0.680133064316181	0.377822477002085	0.535411679736991	0.864805025879436	0.41749010132293	0.388742016140951	0.509219339299248	0.63251391562962	0.990864732925785	0.485986327204065	0.434726395022643	0.332300007706021	0.695593329202643	0.939472871044696	0.263993885331267	0.256206757373015	0.640375157305576	0.648724162368722	0.83020387967806	0.241708067958217	0.641831293144026	0.363234139639829	0.357998569900862	0.406570951868945	0.850740899405416	0.343044664806681	0.803730654793774	0.726371613046064	0.633593250201222	0.626557139636184	0.460482067050537	0.699669561347918	0.670377254884863	0.198954215546311	0.742898753251579	0.85403164872611	0.610623786398163	0.486509080145295	0.463260222081774	0.600290136700627	0.496104827157789	0.123861481183929	0.481445813369567	0.49991367852772	0.162682123488935	0.390012637936973	0.514096094422118	0.767005815256611	0.396550476385792	0.793061858216181	0.719849380593372	0.689718134524733	0.707377975349207	0.572219927758574	0.523137791080899	0.619976007314501	0.760503323292486	0.769609836961313	0.378866591218487	0.414615316765987	0.45799462388308	0.49759863435138	0.337544833576031	0.0948061368035783	0.545926015360665	0.506324401030075	0.0975000279296743
ITGAV	0.742397724250007	0.774567867237428	0.77743878222869	0.756741192562218	0.829632801074622	0.740261807377776	0.698595809624757	0.739310914114126	0.680118719984096	0.556330189473373	0.735801586930409	0.748546569807653	0.684929492467278	0.74181327988694	0.748583166944022	0.739746958708392	0.90628565001376	0.824929177493818	0.773494111196727	0.740207112394097	0.785524287901296	0.672982852111353	0.761953305661951	0.829934343322449	0.710178970376426	0.72634385672387	0.755295285160362	0.483948276922355	1	0.720974871226066	0.711797010805345	0.637425123228488	0.736132875370454	0.85897323286957	0.837372611215731	0.773960484486594	0.769265194936827	0.792413139995268	0.822901132194738	0.762635645220897	0.691886052842714	0.683891046465629	0.731044916279646	0.773695836241016	0.538434347176282	0.795819114811795	0.448225123828507	0.795021855427454	0.76831360387095	0.719155656161104	0.754576267266765	0.691378222652478	0.794849169614111	0.801528209991924	0.677871974582277	0.794238249911815	0.834313326174607	0.785796693406894	0.716735208240439	0.788202104385097	0.700186913254984	0.628687390751491	0.557476202413611	0.913132561409656	0.781351762522083	0.861572880298602	0.720082469906561	0.69758322152423	0.711963471736766	0.790742504686283	0.724436051959954	0.751469873774074	0.880543576077551	0.516151497520671	0.792060810550107	0.748834789133014	0.644060829369272	0.86843564298285	0.510167624238914	0.682009975527225	0.66408838617021	0.921641717120171	0.80739558632786	0.716149779663001	0.713795931937313	0.800343849473146	0.664338486669909	0.580024377545584	0.885201047649598	0.80226974586081	0.650828653416909	0.728242475279866	0.909218260997385	0.602923850792987	0.796593495355034	0.828346270598996	0.686769883973613	0.773683592647413	0.720279790584079	0.855585795707601	0.658248525571014	0.858758287023685	0.704030329819387	0.728158254581759	0.59175863720012	0.867292972832121	0.545653827419784	0.584912130106247	0.609879900927725	0.542658844078257	0.795756969108608	0.802687736069881	0.836917564029309	0.852904524361134	0.675548916765192	0.767546391548739	0.851763204675702	0.898960190670456	0.864522230698385	0.731557114422069	0.800505165151112	0.801863686777969	0.84056264939229	0.740244708089083	0.717715782505425	0.784596263975972	0.782559216792449	0.613880648687053	0.478167846165434	0.904530460462915	0.906461315870688	0.509500806101601
STAB1	0.812869012970577	0.651448112617967	0.754845215166561	0.822620341028293	0.749621750113431	0.846499173138193	0.904999772729294	0.928850297389401	0.776701453592772	0.756680696714922	0.826461367357286	0.726538658822737	0.703861241933562	0.773392137137078	0.838220641535994	0.767209081463826	0.686834059068549	0.817760670040515	0.834362121663268	0.884915664087233	0.670570824417583	0.711265731250522	0.736385343127045	0.837420754297344	0.756442539889171	0.712681727107482	0.77414489070884	0.391125247372297	0.720974871226066	1	0.741850531400663	0.725594802576444	0.74301388780649	0.546784857651579	0.655361202759958	0.818212480282282	0.731550520447626	0.767174374338536	0.715360784491265	0.61988567779586	0.489871418391954	0.637558307996268	0.844743716140866	0.859500718871817	0.68085228759698	0.813250959246415	0.206414468773173	0.733431824783158	0.775912312694295	0.863752124442984	0.525887562945371	0.761105283124588	0.744952420399924	0.674007724937055	0.719744507446637	0.827121875400042	0.807896350625895	0.82614780377116	0.899174160425967	0.629907204852077	0.812833996595772	0.573115185472443	0.660288067567706	0.621195622603669	0.467425320803217	0.521290043647864	0.622411468688637	0.882424290616842	0.660347197394593	0.849328457318085	0.83730813518477	0.788892122523187	0.541805907630876	0.469125162882529	0.742005159565608	0.853877992336598	0.659735329646869	0.601389326688011	0.324537790405918	0.727779837569527	0.505038008650184	0.705951853723931	0.768809199625934	0.659589843937618	0.655027572467301	0.676681526418225	0.838897006184992	0.728903747975107	0.453150890434709	0.675382317570585	0.556062996271094	0.643053799526462	0.664793381147855	0.727057352613896	0.768626201497273	0.859275361092753	0.293654919333467	0.600882010420901	0.213154271440262	0.78030787249573	0.678956972347239	0.743824796302805	0.753375042884207	0.722932547981898	0.779845131393648	0.583213615088855	0.588362784759964	0.789432357563777	0.774198556045691	0.575360834641701	0.720111194846962	0.616751380475897	0.631216453760539	0.484952756727539	0.451826741922711	0.796040946364839	0.692811430735796	0.667673709822655	0.705872900771371	0.701714364692953	0.876415384209127	0.428558587100418	0.582274063019283	0.497650574465228	0.651477398404317	0.435856343086415	0.518661107235548	0.0743135878346993	-0.0551821584650148	0.572061555034519	0.551499812544743	-0.024189304742688
ADRB2	0.842799091678122	0.82994186948208	0.762736828899161	0.793787250822211	0.886532097086472	0.782294863799657	0.793453069198967	0.801755504027399	0.644355033365496	0.820082168415284	0.931136644349559	0.724421658719332	0.844104374408264	0.865759651389105	0.868349746295665	0.85116217195567	0.673343497969615	0.848469711333057	0.771762066009842	0.795730072567369	0.87045033655954	0.842453786115918	0.784356984647679	0.870880600608799	0.669827276515413	0.795808877414657	0.819627603290736	0.531636898779138	0.711797010805345	0.741850531400663	1	0.651608297202992	0.763544557956646	0.656668019528962	0.736985596395135	0.774309233315863	0.85540275236628	0.823476475656875	0.76091834341338	0.691994672996856	0.6419214412676	0.792292519126582	0.811796997940832	0.812878519933264	0.546673357288069	0.753435927143435	0.482150122027026	0.819486321631606	0.838972014428462	0.725531935492461	0.770363502518569	0.810872122328497	0.784653188814808	0.813494889529733	0.751657603967187	0.881929389354661	0.821881540850368	0.793135083483522	0.737068085410491	0.729826146489305	0.706248126160577	0.683659022894341	0.723598874514476	0.650690510334928	0.645120469873662	0.674849620086766	0.820802348593525	0.737012276193754	0.780296028130635	0.770265187771726	0.844277481272097	0.927123748689439	0.658136466425146	0.569680018769115	0.82080429903068	0.801771836667589	0.747866228789325	0.554405184072803	0.555406131876529	0.759884140325909	0.721764792777687	0.815171718842038	0.812649688484822	0.710046382187202	0.741148439247875	0.607355594240064	0.827767561247158	0.646428367262727	0.499242370988575	0.663682674953652	0.751711017213209	0.819556734689344	0.709780567271077	0.554825249096427	0.818966038999571	0.819053611767477	0.609070643966027	0.622583601323299	0.298961335678541	0.742610656776351	0.714113054139004	0.750634663267656	0.83145341229261	0.73583175793394	0.725639934559487	0.677824426295625	0.72864676348682	0.632106410173013	0.563974723196986	0.754165246187123	0.773578359427705	0.836883989986795	0.643393550009706	0.512618296662865	0.541180018288485	0.750607712958047	0.621587968845903	0.68701967120385	0.710342940460363	0.682910421076687	0.846670242582814	0.595793137933459	0.566485867853393	0.553149012705654	0.845733709265631	0.475623754460438	0.674110318528409	0.158032840216281	-0.0301559018101914	0.621211513532629	0.69915372273833	0.0302617376108317
SIGIRR	0.790172301479353	0.61749846015798	0.832310575504384	0.795920957637368	0.685831199608763	0.740304172320716	0.827716830472245	0.772485363591119	0.811523152065378	0.657211011932301	0.715542895522358	0.830043279263235	0.711856868105814	0.643586672391842	0.706514231459146	0.790464739950039	0.726452740911486	0.762666918950369	0.818502048513264	0.797982491412257	0.689616562957421	0.656438948937766	0.850929442304995	0.811029384142193	0.704875066636318	0.642428842121544	0.829641917156472	0.675372897706918	0.637425123228488	0.725594802576444	0.651608297202992	1	0.699200229485074	0.61690356605302	0.757559460832689	0.837560634737501	0.641067185169684	0.716335730040487	0.827044693092093	0.789226619500187	0.709140772416189	0.747843327484512	0.747496585040548	0.729352855604166	0.541384182732802	0.80773380035145	0.535232350435776	0.805032769388213	0.731459284690661	0.722018170896763	0.546166784807864	0.761518781390335	0.76305520687926	0.735736714342405	0.829447513698448	0.735316212659178	0.781803794168152	0.721455019734202	0.785650258062252	0.701423752987164	0.841463423630061	0.771400826103896	0.746340680020324	0.673723402616328	0.468528790382873	0.549774680921085	0.615294263324237	0.797524276590023	0.790814713038679	0.672515861190468	0.746753949108773	0.699796583063583	0.54116126860065	0.700322855314518	0.702927472594398	0.738127273954256	0.701922931715401	0.672496150838806	0.597986424944342	0.555485841718645	0.325114296666521	0.685527274924699	0.733766387781146	0.745635924933592	0.541837314059298	0.72233352424878	0.734435536153124	0.578723794061333	0.45072280712441	0.813420569907069	0.560568624665798	0.777971525850797	0.72622829345165	0.795750807716966	0.790466171222597	0.695553406059658	0.480287371908828	0.659593510079855	0.179464703512208	0.811422542545525	0.822911256545123	0.643896354444556	0.670996031663238	0.773235823359783	0.740966184534131	0.544896476582405	0.453260355670855	0.765408290195347	0.662271215584644	0.327458631747464	0.644312378034559	0.57987948821317	0.719463250093504	0.418143669138742	0.574237656162293	0.851757483334524	0.76811267372738	0.727091484149822	0.601229996972785	0.726915445965559	0.813442255510628	0.575301514162132	0.692103841216643	0.386908656422568	0.616549382676763	0.443807010416432	0.430808333253461	0.129179454382659	-0.0356307156629948	0.543930579311184	0.540696806570144	-0.0320888430318247
SDC2	0.916181202648346	0.858325205514103	0.837634737286339	0.807646595051133	0.869126187082782	0.849594551189302	0.811401913705184	0.804202204102417	0.731704504659851	0.718368183958363	0.859115992093964	0.818456649885583	0.882180938891676	0.80600360782633	0.895014578510432	0.838190167720196	0.732206132674873	0.881169802722573	0.857614794836658	0.715764576783362	0.860455554509107	0.728841578419833	0.878335071790493	0.916928648135572	0.846454201997989	0.909935824229819	0.760371074739345	0.499984113773589	0.736132875370454	0.74301388780649	0.763544557956646	0.699200229485074	1	0.598973585217938	0.762357676546529	0.827485922450549	0.881617415296101	0.790761905942912	0.80428554746724	0.765536473758417	0.700773831012348	0.841665427018222	0.875241694005461	0.885940766911097	0.348751731665594	0.788632145012179	0.424709636669413	0.914793368938207	0.789786982076042	0.734184531141261	0.827074546775663	0.867361280823427	0.768886741529993	0.857392778767751	0.740213613480364	0.888745907817788	0.827469214076762	0.913546413126612	0.781409145743067	0.712009329325504	0.889270401521981	0.662386301639547	0.728407320144812	0.695864912781418	0.61924003758032	0.642902246849177	0.864042398533421	0.713000112706049	0.742329749362568	0.831682076690672	0.848292450305726	0.837858793335571	0.644373848477782	0.51745097893718	0.916119275466743	0.905749401721391	0.856681200181096	0.65608034738675	0.506032457854313	0.772586022591252	0.44170332825715	0.840435530559152	0.801011034152732	0.58784061500246	0.854025509917918	0.727638202191065	0.80172101843825	0.427815356251326	0.573959790777765	0.760801267488924	0.805199186154604	0.810139432024502	0.732349013915213	0.551700049229785	0.841876355166335	0.869208683348005	0.569723750901766	0.68453925497368	0.326335820914946	0.823394032913942	0.681332558965348	0.767855448344993	0.759287338832158	0.861861086219671	0.680430042952196	0.810414669400573	0.766448565080908	0.762151131215292	0.688171403213361	0.583088801912863	0.870313871867186	0.82513262052859	0.681900460404125	0.594747109368916	0.558196232292853	0.791471414280559	0.763691022222476	0.736208432605839	0.682347506480232	0.839663803536719	0.875637590239907	0.619249931985789	0.648281611461631	0.617221405398493	0.858179786242846	0.46901255240953	0.61975998562141	0.151542038653493	-0.00449700308832205	0.601503934080444	0.745947504682639	0.0265115869294519
SDC3	0.620961686186508	0.670790437604668	0.706514719894846	0.675539133651256	0.698235812846531	0.586967239245244	0.616499828285472	0.596953540573202	0.606144639949986	0.570284904951686	0.637256826180417	0.737791644945876	0.63003267875716	0.629120283382083	0.592511883529404	0.718732663517895	0.899190940160644	0.712078033605115	0.664938718833084	0.650465153704582	0.710984852129515	0.668999112589194	0.703101316154962	0.712458331964204	0.553236431525948	0.537783582551193	0.719654924476152	0.647965136776462	0.85897323286957	0.546784857651579	0.656668019528962	0.61690356605302	0.598973585217938	1	0.807826590452363	0.726643487473905	0.633277998644148	0.687776835558125	0.824761384494753	0.79519064410505	0.753327783135518	0.642958649615515	0.573440144531984	0.568126982862069	0.482099973916546	0.698304661682555	0.615392704246603	0.738437418946319	0.677430544596384	0.593072468552671	0.657053833664266	0.628250077816868	0.666060323551429	0.760232504784211	0.752253683823366	0.630968322628264	0.773452478877849	0.645208452399603	0.620139323708985	0.810141270529637	0.570890982959776	0.724172564949494	0.67169837248873	0.895457009971611	0.861849772958035	0.885452460676255	0.54441279838082	0.590794772583716	0.736638233723114	0.623487896532864	0.570489192447664	0.657265708545417	0.907527850430635	0.659684745842004	0.633392423023994	0.593300706165948	0.484064180039775	0.909516396898822	0.671429085543456	0.530500940566424	0.572352809677915	0.870892169051152	0.675802058782945	0.768688860556791	0.46106143591207	0.697890029450112	0.526512614135174	0.475905783543425	0.861964124971893	0.846621751949176	0.475495991790936	0.754173421964221	0.928574949272198	0.640818854555837	0.720085808993483	0.659576176930407	0.762871789327753	0.740540393619615	0.745322806116456	0.807443237596299	0.725237364486422	0.737831566702424	0.641953265431465	0.586818401174141	0.558864408252321	0.767667553235195	0.360595844523445	0.570768269468089	0.552133531005394	0.405249844974077	0.679173263213771	0.681329409337929	0.84122845939627	0.832210366113483	0.707926035716543	0.718114378152721	0.862645449560977	0.933284733203021	0.757015681228384	0.59168541392596	0.688394241965402	0.892420657806038	0.908747302440901	0.722124955390703	0.584650834364555	0.887467751925578	0.723433270587226	0.731469744294884	0.592992706619948	0.918306549171695	0.865502844536717	0.615444939937486
ITGB1	0.767289220024353	0.849873978084831	0.931728305444044	0.89317826193311	0.843665017660177	0.775784119109292	0.753178467515422	0.747196884494666	0.85386019021782	0.592908046765075	0.739472276623306	0.920782887928327	0.719824215327704	0.698438707808498	0.686367132119495	0.903930045822087	0.900372651651939	0.893527403169444	0.887731509431986	0.817018119750527	0.830724608475057	0.829094012020015	0.918275765640803	0.879394486532114	0.712660213140523	0.657082002979203	0.899478362496479	0.792468764536089	0.837372611215731	0.655361202759958	0.736985596395135	0.757559460832689	0.762357676546529	0.807826590452363	1	0.871312189423441	0.7102736722649	0.842840137390684	0.962184108672159	0.942953002420456	0.926472789930638	0.774405735867754	0.692069645154459	0.735529106963775	0.632199348688784	0.866336372597783	0.758900914381517	0.873549366734399	0.746636693574119	0.686481707505534	0.793101229244169	0.751240390207908	0.886829840627572	0.864366242605618	0.848740870421014	0.772681827096231	0.927699767015543	0.843749341009666	0.756877765904049	0.93590105176187	0.726686159225931	0.879659349877436	0.717964984926158	0.879055053011652	0.76863055137051	0.897028116960976	0.684945101181718	0.710973257567776	0.912929779184003	0.756064457188356	0.687335801697214	0.749700334196848	0.846406282456276	0.810661257822105	0.794230519101346	0.7006343336381	0.611067583113761	0.862469209900389	0.77528493464648	0.554108677927119	0.54398766733601	0.919544133023399	0.898217927786389	0.85221587646347	0.610852653416338	0.865618658968263	0.653708054660074	0.583496336481597	0.711201256070708	0.937767659629231	0.653732526017623	0.9022487453606	0.933348218854623	0.662849741247757	0.857020363518766	0.814720606771797	0.808899196302347	0.875779881194126	0.474757223009204	0.934075724703192	0.840187896977675	0.902307039200923	0.714313991824947	0.711088354154861	0.71307483704766	0.825163030436827	0.445603033914307	0.609401142515119	0.676304471483774	0.481464863231135	0.690005267362532	0.800283051904854	0.91642358094558	0.730605436997917	0.854449600805309	0.864004960790025	0.886600026356974	0.898339859649819	0.838382074305281	0.782695373999653	0.861550455655468	0.86394269954159	0.88433507195956	0.593843346173473	0.704633467206913	0.672917196918587	0.768826409381791	0.482844240870179	0.250980404616527	0.80505303348763	0.811327672287227	0.279279675458369
LILRB1	0.867619672946874	0.805263879033745	0.9281198401733	0.902955252093362	0.859370009154625	0.860574113611898	0.898942667110431	0.857663966841177	0.890844049909613	0.759360219941773	0.832193318457405	0.940846354929492	0.823821619276672	0.783702548550886	0.820326445579686	0.919480906042101	0.845681497589592	0.922185311193807	0.936965325717423	0.906659591207389	0.836182520162499	0.814866080718372	0.921955486629977	0.931246752208617	0.825191101449132	0.754349278571019	0.905151453271809	0.721405535187952	0.773960484486594	0.818212480282282	0.774309233315863	0.837560634737501	0.827485922450549	0.726643487473905	0.871312189423441	1	0.794184598003248	0.86680842832775	0.925472523097971	0.901925558602514	0.825713547070415	0.751673801582844	0.81637144960125	0.824147614697115	0.606221879743839	0.936025485346351	0.614078950157719	0.919903023865778	0.801422134171078	0.841616913443664	0.721252883779305	0.85556645834629	0.865900164482344	0.881252854304098	0.903374017778496	0.856057768703817	0.936587109862326	0.894991646153918	0.91658155595582	0.863217844825801	0.862855046014221	0.853220489900844	0.800707139649056	0.80749464019142	0.645560623348564	0.732175896510601	0.711682291378969	0.818041393591898	0.902961290383306	0.82983923197706	0.787537988858739	0.833108406534392	0.695441176427218	0.759033331628093	0.827836892285319	0.844556442882517	0.703681450237036	0.785640138183511	0.689746323159103	0.738076485061088	0.480253808811276	0.854566327054133	0.86829422777432	0.839720637931938	0.639188906136064	0.797139011188356	0.776421376355705	0.624019656481385	0.547701277088235	0.894218424001178	0.65321300285121	0.894473391859177	0.84314862144242	0.745222542486081	0.883835171035855	0.841933517208046	0.644040652369456	0.801166343012253	0.266518491353322	0.944350396485072	0.889633803577741	0.826255315262558	0.790738990276572	0.803831575809462	0.797130476446736	0.75127509376109	0.548575993339516	0.842796262852902	0.796779428692286	0.479537758656009	0.755376168160636	0.734240982703915	0.847246853354931	0.574562745411926	0.756769035486593	0.931654562021364	0.856453283311297	0.828079431451657	0.739279712705033	0.809122681883112	0.942440274656937	0.679894000796209	0.774376509349116	0.572900608949552	0.744714782090475	0.526235711162596	0.640763812330815	0.21109259791652	0.0108847934460384	0.662022338694103	0.682408771498978	0.0313091557826107
