""	CD74	ENG	SORL1	APLP2	PLXNB2	TSPAN15	NCL	LRP1	LAMP1	SDC3	ITGB2	PILRA	LRP10	ITGA4	TREM1	TLR2	ITGAM	SIRPA	ACTR2	RPSA	PLAUR	STAB1	TLR1	TLR7	ITGB1	CMKLR1	NRP1	CCRL2	NCSTN	ASGR1	AXL	CD93	VSIR	TLR4	CD33	LY96	CD81	ADCY7	NOTCH2	ITGB5	LILRB3	CD163	ITGAV	ITGA5	TGFBR2	MCFD2	CXCR4	TREM2	CSF2RA	CSF3R	NECTIN2	HAVCR2	KCNQ3	KCNN4	CD69	NRP2	LILRB2	GPNMB	THBD	ABCA1	MERTK	ADRB2	C5AR1	GPR84	AMFR	BMPR2	CD63	CD44	ADORA3	PTPRA	ITGA6	PTPRJ	CD46	MILR1	STX4	TSPAN14	PLD2	PECAM1	FPR3	IGF2R	ERAP1	PLXDC2	P2RY6	CD40	DIP2A	PILRB	CD47	CLEC2D	CADM1	LILRB1	IL6R	FPR1	UNC5B	CCR1	RXRA	RHBDF2	TMIGD3	TNFRSF1B	SCARB1	TNFRSF14	TSPAN17	TRADD	TFRC	TNFRSF1A	RACK1	SORT1	PTGER4	PTPRC	CD9	CD4	HLA.DPB1	SMAP1	JMJD6	CD68	ATP5F1B	TNFRSF12A	CD82	SLC16A1	CANX	C1QBP	C3AR1	ITGAX	SLC1A5	SIGIRR	ITGAL	MRC2	LPP
CD33	0.849293388220997	0.9282474243796	0.895265698290047	0.890020705714137	0.833124109879184	0.906726656077497	0.911411406026348	0.769527653851928	0.816373528036518	0.686635144227535	0.937329796204614	0.42011285439533	0.849358278462747	0.914848317500762	0.25649253745158	0.866891752594991	0.843036405952644	0.832212327507297	0.936743559998641	0.852710853888912	0.767380047032416	0.849606501888795	0.852262915053072	0.766430103213276	0.872076885614129	0.709846659617966	0.826680595945516	0.737483713487296	0.875780502085003	0.257273206580901	0.803185017436273	0.756069922911419	0.899793744371679	0.644992044296561	1	0.860279389323435	0.839276846551209	0.820866110124267	0.4806777868155	0.699330017001185	0.434106726176021	0.932643881604946	0.838367985135373	0.55998685310836	0.811693825249525	0.806740256186878	0.348165036216547	0.930282228810966	0.639942806303221	0.710389944003769	0.922563882114292	0.880859979014885	0.699810628819684	0.780625738603755	0.651151511636394	0.299400822328435	0.744943377694958	-0.0243460438853453	0.761366332341352	0.0676360793995284	0.748031615502694	0.719877482727481	0.408219142878886	0.902551691089503	0.471162986391681	0.79158962810198	0.840961988088982	0.222795058214667	0.928503700455509	0.766043731756701	0.841245031528889	0.789645639944238	0.833647764085941	0.895192008444476	0.768697962956972	0.755953364189422	0.759456915548206	0.70767375718578	0.828167064319034	0.354017777468854	0.884545487085237	0.86157595498571	0.873889580438045	0.815460074491483	0.512629547495784	0.721945081816109	0.920426855839217	0.634277313010938	0.695008301801694	0.885127334486715	0.478760018775714	0.944869450636929	0.774018013675902	0.831271201416219	0.4457816247628	0.888547631823121	0.82349504896141	0.664814604286347	0.756168129446959	0.2628702159619	0.878613676412268	0.85684014459418	0.463206639572338	0.921299870844174	0.82511932041762	0.740403559027709	0.612620635364321	0.911884697897564	0.439554148101163	0.891014157130846	0.732710647419647	0.65737564159667	0.785565415462267	0.705256960718275	0.906167725976027	0.665423641933484	0.729263342138848	0.82332380087705	0.85682225911419	0.913303730483261	0.919538548861095	0.0569699831847701	0.905694243951151	0.736237583531215	0.783902866053815	0.718627558205529	0.849758613591536
LY96	0.939101307284904	0.828893650894734	0.92070934647056	0.81086732595547	0.778662923474471	0.842367880050375	0.771013524563227	0.82286866378309	0.845297965136121	0.800150050889752	0.864414045011622	0.707920540058122	0.909149996047616	0.803156174144048	0.0888918910546945	0.859047420420301	0.801011145034096	0.814081326859324	0.831273052547491	0.787385411629499	0.785741212062336	0.777663453497067	0.911186626863428	0.894450757773356	0.88357582307124	0.863303948850099	0.771835682260632	0.818269341831667	0.795951399361509	0.00406395809432482	0.922114221943951	0.570545995104755	0.949021307907195	0.820509442534765	0.860279389323435	1	0.870109096932902	0.861647324597096	0.6096802979847	0.766346116260896	0.608226695984352	0.892341787741757	0.876156769904909	0.384056403703001	0.916083777813822	0.814637293799594	0.496970563623091	0.907097261266762	0.855944336808871	0.833335792888129	0.883277962917236	0.881862401679623	0.846676577802125	0.546087374192036	0.760682874595724	0.483392074278167	0.738181598098382	0.131231572648408	0.668900542241232	0.297124669836448	0.881026937733757	0.780292475256342	0.692560125762294	0.862324376239641	0.601789700399351	0.842625858314369	0.79164510307646	0.232359165115831	0.928736401850004	0.824534506773681	0.827286834075274	0.824067382082208	0.885024866764383	0.896303739162767	0.879202157731966	0.885693177204715	0.858572605910826	0.893741579716497	0.806771617817824	0.41529902134516	0.779593307657687	0.935087387202539	0.748018746298672	0.846578183082264	0.718588045438354	0.82605141919292	0.811706277773623	0.723616893400176	0.800664580564728	0.899628775178234	0.579171949728852	0.854251337342221	0.813529316039375	0.868404234588953	0.457544875536932	0.89571059344393	0.756136942988586	0.815115379116545	0.816131199287564	0.500291737397415	0.816117587884178	0.917779227322346	0.639250173683886	0.931589428120127	0.858097388508604	0.849422100447835	0.791331342663012	0.921762323859884	0.496181602199014	0.88954080975181	0.87029196578515	0.769008453279723	0.840226438256478	0.836041204368177	0.743206057393971	0.518521156445388	0.684055288692786	0.667407863602974	0.816543636692179	0.721538068749456	0.907243973192081	0.2550317969976	0.812168556063271	0.723178230699487	0.826681696197502	0.741360992428237	0.838809748042
CD81	0.82987378103191	0.884141169181043	0.923849959077382	0.828838416291629	0.856282660320566	0.883325898958734	0.821827599331854	0.894404485104784	0.771940038702979	0.890354401842762	0.843291594770475	0.449092613587106	0.897816234080011	0.857837583770098	0.146608334183781	0.841888863384742	0.836684610141394	0.884854963074728	0.880872919445277	0.804860439156251	0.789965134747166	0.928547960726297	0.84710634881361	0.860883457881653	0.870117810916756	0.842565652404737	0.858209592206604	0.77496961858656	0.824092838203561	0.105529193516196	0.875491419927721	0.765486743407464	0.824535589211792	0.758309340666619	0.839276846551209	0.870109096932902	1	0.891249925290373	0.522768607397936	0.883301820157243	0.480063164175306	0.93809496740768	0.942613066809256	0.465173966151824	0.896225448633431	0.843626312502844	0.303422217078825	0.900414466332099	0.65888731903662	0.829631049624151	0.878791725265501	0.847068033124777	0.834410280766431	0.635300439730278	0.796647961400136	0.453494848899257	0.728234438418885	0.0141121334902344	0.7566347868651	0.186195126183944	0.903500837848157	0.778504811986112	0.613044880275561	0.904633977390698	0.531507399938176	0.900453482937058	0.767380627360893	0.180135430704027	0.917289756152591	0.866960823014842	0.866120406187683	0.861011686663217	0.830799622277252	0.86146063372866	0.891563813318926	0.870001124184942	0.826788465422657	0.822260189692053	0.777441807396195	0.446470386350145	0.786630252766091	0.94047166560555	0.751011569132479	0.785412327010755	0.66676247556764	0.819621542000734	0.820849670036602	0.758223815293479	0.76249916753062	0.915889448921636	0.507057007802789	0.836517020758252	0.892741931967825	0.829326478198721	0.478597963779161	0.912179655068604	0.827740533407345	0.747632745876234	0.813500268828871	0.316070848881766	0.866941653051498	0.8311051749961	0.689217468232872	0.904592762883099	0.833396179011206	0.805901281731495	0.782612375471341	0.905656898922862	0.414813812082435	0.962238425306982	0.736528470105642	0.699273998815585	0.764213418575197	0.748278786222917	0.754027813287882	0.608642219879694	0.709464124000068	0.770339070778399	0.829415891369576	0.762218317778329	0.834006832182312	0.250205430933755	0.808588700747065	0.716350512535863	0.895730313427252	0.820353286179235	0.924119503165386
ADCY7	0.845985541043583	0.801713095959508	0.877622972197584	0.73823866178047	0.796869379185687	0.824998795102978	0.78560877817571	0.832812156529814	0.702380862014104	0.823077744952176	0.778198753500698	0.44091513371269	0.878421321377388	0.833609542269111	0.0423408039655922	0.83568328682925	0.798706983767343	0.818986795911176	0.848033120450032	0.777800399557463	0.694677078880704	0.870197358566631	0.783012817287826	0.872984218033033	0.782992831611413	0.824305586075516	0.763946259890112	0.712261256667021	0.742398370639631	0.138858843909704	0.862490796192823	0.694167026457878	0.857364871803395	0.771456736023415	0.820866110124267	0.861647324597096	0.891249925290373	1	0.54672006164363	0.780866709545259	0.437080835213887	0.877786651151779	0.899765146185697	0.36397101358098	0.865973408127705	0.784854739328959	0.325344544719118	0.826265413763664	0.718855295879846	0.851347507634709	0.823358177227519	0.760535178635604	0.772169198071379	0.544766782290319	0.787685321654905	0.364505631821136	0.81202714694072	-0.086319806485934	0.763637152108903	0.0997169367526428	0.885212626403535	0.797271742454655	0.577594490814991	0.859048604397226	0.50326844604317	0.867866102557647	0.670498071185687	0.226736445920712	0.886748043773107	0.818857623719845	0.859512912467289	0.816435120954865	0.766911352560513	0.862712491127204	0.824960177075951	0.835119893287604	0.782784501762836	0.85067554657693	0.801375063154621	0.343642223643321	0.760820939489871	0.917338829788624	0.706389040105132	0.734282709983453	0.70331974418237	0.847588030500008	0.784226852013001	0.701883059726088	0.646770042954277	0.917732329245249	0.489215228334653	0.773951518039288	0.860626903811537	0.785870477949554	0.449627153171513	0.888180750318579	0.681553108114824	0.68754305292715	0.799035187238039	0.302368108648899	0.840287688500371	0.812423984829471	0.701006443094352	0.871103345163401	0.817650930110075	0.785206981068291	0.778548063160689	0.859655007181356	0.281399129014104	0.905477081101062	0.793488836522459	0.645773929863867	0.74588948772263	0.681968644341194	0.706305449854894	0.457850784489921	0.58870686100164	0.705146147323785	0.752436052125953	0.743457867855827	0.774142766836881	0.147483003891141	0.789222889103615	0.701022164826191	0.856154266428106	0.775303340791403	0.869487238261672
NOTCH2	0.500305645295375	0.446549324714558	0.583443420711842	0.530891250418422	0.61168615053116	0.477126157636488	0.519408593542983	0.595176266544963	0.603437577572462	0.489205203871227	0.526963310355913	0.624273396037469	0.627891695003265	0.555924407550951	0.227164761823463	0.58503882756676	0.591505423954627	0.619877025360871	0.556531331949607	0.656943895308308	0.605449544115106	0.464274060169433	0.595455149242422	0.530451392797376	0.648726620083567	0.487619067914767	0.558698352640574	0.662846366702861	0.471728742894672	0.128431339552533	0.522587304953269	0.409358241425394	0.540161438598144	0.724193404692681	0.4806777868155	0.6096802979847	0.522768607397936	0.54672006164363	1	0.570157047134053	0.636569420927647	0.481179512565572	0.561873477692848	0.373567926843934	0.704359310733114	0.669559364478123	0.496279851023483	0.449873628640454	0.556993308171405	0.556320039839541	0.587840647761701	0.542837897677892	0.570375127608565	0.331255610522063	0.59155862805075	0.654966119109429	0.478743510872515	0.37825293897391	0.465736613927081	0.560649099539136	0.563104223612246	0.516822315736799	0.675328008102316	0.512345623227349	0.730919413112119	0.629420415802927	0.561588705352637	0.598898021525256	0.496529403294086	0.677350589898915	0.559223248709705	0.643116697510081	0.587505205290664	0.477949776464364	0.603861235596208	0.68437145418925	0.549688860532211	0.566265848067734	0.561160484401889	0.643257451121131	0.526741934039501	0.636627697658374	0.416383943665976	0.609523200030529	0.651215156862506	0.586936390640214	0.542229897521977	0.602370630451734	0.663624911871948	0.549384447052133	0.717714881735231	0.410850911854912	0.484904384751029	0.653910550593472	0.566055817180273	0.572294312832399	0.472549454544947	0.732253521044791	0.566093949554549	0.662110871884742	0.592488717087595	0.669908281482986	0.526918434484874	0.591860973442882	0.716458357028765	0.69376710201998	0.612712588791538	0.618688489221577	0.479783224719718	0.574579402154399	0.512467600975512	0.726492102698147	0.646116463602929	0.68023612619552	0.466133080399257	0.419961146503202	0.51191033375966	0.44839261952615	0.650603395840574	0.465883414053002	0.479858445245477	0.511239334376384	0.527651408877806	0.689261662651644	0.568651411271961	0.341373792834739	0.56945942773218
ITGB5	0.66456333645514	0.757493644411497	0.846592538271178	0.753375952879263	0.821429966873607	0.785148171784913	0.72672969386703	0.856367574286301	0.718624443805811	0.789298925244494	0.738838159907528	0.452021292721307	0.829321020130468	0.787436297399733	0.182130431503595	0.765404009333696	0.770351349271468	0.851381608818318	0.793522809768169	0.784818311426135	0.74999402941661	0.829065994450241	0.76351514681182	0.758917137516379	0.793358803719242	0.732276590494338	0.819653184067514	0.708166419876038	0.751891960718817	0.11038277290823	0.751533400686025	0.702941261091319	0.679140177080181	0.732531467054978	0.699330017001185	0.766346116260896	0.883301820157243	0.780866709545259	0.570157047134053	1	0.51118766181815	0.810610260752724	0.870871623871877	0.483753590276615	0.839066447594681	0.833865752567667	0.262673957771628	0.743270191722978	0.567563657795785	0.744708513136566	0.783363977528808	0.750029932895903	0.800230031360294	0.532327897906155	0.708487983262189	0.579772976555978	0.647228610471973	0.154678295469568	0.646486991776248	0.332160267562064	0.818351302328957	0.641390415733317	0.638803328238398	0.780211985503043	0.6062792592908	0.823879905130891	0.704648377340716	0.303384055181697	0.79876313103541	0.855169989506599	0.798264218470949	0.813741791233029	0.744592549566898	0.728824728173364	0.782550860080505	0.803638278056428	0.728594410612866	0.73657564869073	0.687149194456698	0.55109642979237	0.720734271248926	0.861349776958704	0.658988410184237	0.672618320810552	0.707326080338045	0.753148543429817	0.744019519638188	0.749767072184039	0.733517157408914	0.803181928095056	0.590424711320065	0.670793998092879	0.812241549629921	0.795627387355904	0.591215426142653	0.81970820826996	0.780265072415835	0.731038546045804	0.792500585424806	0.41396782466072	0.806940456206584	0.748428944908124	0.637243446411208	0.807515808432632	0.819740012003478	0.80353107702587	0.724399610167869	0.811476232671864	0.392557068919406	0.883387467569599	0.599584244259295	0.732794824994887	0.686820179780885	0.749439735826511	0.660604035417398	0.570910050764377	0.681032684509107	0.691470768629905	0.795715158894567	0.670049913270951	0.675955884841629	0.398525643964355	0.718980239341737	0.697826272749091	0.841259853150799	0.651142005278372	0.857391969303184
LILRB3	0.44857346953961	0.459703621421288	0.548767933156643	0.583117112611276	0.542890764546015	0.452048751560685	0.443787328899373	0.601539749505299	0.69553795280191	0.354884808619638	0.572458371052602	0.830381791640247	0.610136020047482	0.451241531231563	0.471419845986791	0.573023658230408	0.612735936726328	0.625154463208257	0.458477582914346	0.606677393050689	0.760617415912505	0.295726181021655	0.657707212803635	0.456398636413521	0.681576100346572	0.483108276740177	0.536963508818104	0.739684045642894	0.477583510293715	0.16944424373808	0.488467645329599	0.289326086861914	0.492328158389817	0.667628574584407	0.434106726176021	0.608226695984352	0.480063164175306	0.437080835213887	0.636569420927647	0.51118766181815	1	0.482228924510747	0.423140559548432	0.505792483346166	0.613179301273418	0.599153414007954	0.69751724311055	0.482965720472684	0.57828303585865	0.555270910692422	0.592226778598453	0.654662427611329	0.591882775082092	0.385741655807147	0.460793604131105	0.767727772920839	0.390638478542129	0.703128166013313	0.408417924307128	0.760052785086861	0.513093910260641	0.429543925426308	0.793562939806526	0.473663607333548	0.704061693238517	0.578237054409091	0.650553519378493	0.643426583374455	0.454869613691423	0.56997220667646	0.36941831848722	0.621508780454558	0.617072749025312	0.388055674748278	0.616044552382694	0.6767366395408	0.573626889384279	0.51000097099923	0.517920316621931	0.679759505577202	0.418294586492399	0.582842397945752	0.419322932984776	0.685416878886624	0.55267803807514	0.433603976142314	0.469604094521937	0.583144817624402	0.721562837967359	0.457481594871916	0.759807086357827	0.407737094917372	0.3338094399273	0.659141802631783	0.650545638477989	0.47416184214259	0.556791717616522	0.830855371587521	0.543252065889526	0.855329493205975	0.459421404909996	0.668918054593197	0.404012233000253	0.569367345414852	0.694471706075708	0.662513386411231	0.597830779442495	0.6258570241574	0.804028449352289	0.514774498662557	0.428613013751053	0.801731010174522	0.665766391839963	0.796449707661227	0.442306516468205	0.527566653910098	0.615601650198706	0.337195684088448	0.638980137214243	0.388426982545126	0.534725052776579	0.768342791523518	0.446857117328572	0.729874371012608	0.47500941676504	0.301890595774018	0.509274008420575
CD163	0.860983733479772	0.949685933153154	0.948161993875858	0.914053099606475	0.871189749293162	0.931996811153259	0.889087037502679	0.862436275155326	0.847705678273476	0.799003237626134	0.932680791429552	0.461711063393738	0.880559609970875	0.905151033820817	0.228788137553024	0.900953321396839	0.870364377372978	0.885114718786749	0.931960497005783	0.835582096786345	0.815619552749151	0.903121645325051	0.884855279707437	0.817333374832096	0.909248144564461	0.809550791717506	0.888433042652513	0.795580407385991	0.902792646679139	0.184620810586935	0.855262478103782	0.768569114378881	0.883216435313878	0.710071963401964	0.932643881604946	0.892341787741757	0.93809496740768	0.877786651151779	0.481179512565572	0.810610260752724	0.482228924510747	1	0.903498154248221	0.557676236009594	0.864497015388771	0.85554365816752	0.34180702106322	0.96126118805455	0.66385357209736	0.786925396330753	0.93541619457388	0.919326734236558	0.772774537380816	0.751357122928336	0.703799557433668	0.394620704631791	0.732381297171572	0.0340155482644905	0.768818498885441	0.142524796396473	0.83783186810245	0.742506497610419	0.524963324708408	0.920703248437508	0.498394102270183	0.857175878830797	0.855605162022304	0.18297607574261	0.952546109822548	0.834037875209089	0.879297158463159	0.856062842271742	0.886525724480886	0.90245005905631	0.853958306592124	0.838912969522004	0.824799099727568	0.776367281064775	0.822374514548173	0.418469471766912	0.863200131714561	0.916730984732789	0.85755835900229	0.835513254373042	0.597259258551023	0.7775772147075	0.899234140930653	0.705264073206623	0.763402563474111	0.91858490045753	0.501395591725415	0.937292874058772	0.8424729085149	0.866847793582806	0.482947614446565	0.919086550766467	0.861142896199567	0.721316717910549	0.827724220820483	0.293007728020292	0.884761693908853	0.86616441501834	0.554497662616905	0.948058992136237	0.828726236511411	0.794280971701022	0.688898407966821	0.945600644590887	0.483901896960105	0.94498695816321	0.73601872255589	0.685800671323183	0.783262908427726	0.762197900657505	0.871126245080077	0.67741250841057	0.776402527676958	0.828141144213231	0.876083431454626	0.86624024917474	0.925366780857187	0.161623043222346	0.882179394772375	0.751967865544658	0.856110663234676	0.791303433495154	0.911346954957155
ITGAV	0.838665035085195	0.850870949406275	0.915258561238335	0.797200033603046	0.831565278664078	0.877124482548206	0.805334883472937	0.865710653690177	0.746469379497813	0.869044996767516	0.823678235745443	0.437142029119354	0.902605282219432	0.863656190497638	0.0699381216985999	0.842620800813243	0.815428874511927	0.876410021694899	0.884368473768937	0.815180243026707	0.742648768215502	0.911729294400405	0.825170565426151	0.868704646825455	0.838713469783878	0.834634972118475	0.816317865919626	0.736027775833265	0.81092922113584	0.083689428647737	0.887847713413906	0.755002897452938	0.84986704568983	0.762772769284834	0.838367985135373	0.876156769904909	0.942613066809256	0.899765146185697	0.561873477692848	0.870871623871877	0.423140559548432	0.903498154248221	1	0.418308845784693	0.908943655137758	0.856248636498267	0.27549052975916	0.865633926610052	0.693326026734641	0.82737527534252	0.849960064603025	0.814483115117923	0.807718933513861	0.569802480906563	0.798222278060167	0.432092240582599	0.773379701483561	-0.0523045525243836	0.754643549919829	0.145258494674852	0.890475885053655	0.765673196258068	0.606944597520186	0.894379929968172	0.526793967894839	0.890171097861677	0.727828033398129	0.201595295548064	0.918605002979921	0.894211149094523	0.892388021816558	0.859216011541119	0.82036935449155	0.877959672606515	0.851856588223864	0.835016834658649	0.799381295322374	0.856974916826681	0.792839893023919	0.404240802767979	0.803903309161372	0.946113745455881	0.743489505758745	0.755737237247383	0.707000673470417	0.843698160167989	0.828322424404478	0.777268202086454	0.723293619151738	0.930276126294263	0.495474290887583	0.819556529810051	0.912685633736599	0.822294741262787	0.454829298938296	0.918459032384979	0.794039917771448	0.721188055104441	0.843740095100522	0.297140233382522	0.869648246775751	0.83388671091962	0.703660327635182	0.904040860820801	0.854715002113296	0.821423948355892	0.784173262637346	0.898282736218341	0.315884705484892	0.950195507026143	0.778902569143364	0.696783983438979	0.762842533787763	0.73072193878058	0.745188680421642	0.546404985926432	0.682126362282598	0.755674293577951	0.819228948804601	0.757614483635016	0.810903399668666	0.198056688580641	0.807882300003825	0.71444851673351	0.902917659308382	0.769111206182153	0.913847634260847
ITGA5	0.2456407648699	0.620749730354131	0.512782683043754	0.714097703936894	0.643421849465746	0.553496821009961	0.687062803975008	0.533656009420238	0.637432285385499	0.181121146356598	0.655086043444073	0.28865414956042	0.468117827283149	0.637083325583311	0.783596222264258	0.544133508370469	0.6912757160786	0.638748592996792	0.651804931054135	0.713477930741291	0.703630202956282	0.457710175194738	0.523422166715086	0.221117552747899	0.635950085244417	0.18519722054656	0.679977418831035	0.543479548530357	0.614810505644019	0.631339032425755	0.250223862866702	0.702478964359552	0.329886148368639	0.346336802039942	0.55998685310836	0.384056403703001	0.465173966151824	0.36397101358098	0.373567926843934	0.483753590276615	0.505792483346166	0.557676236009594	0.418308845784693	1	0.438146679877075	0.636717133013821	0.394028254422163	0.493409935681962	0.117431563323439	0.295779133897482	0.599395913313358	0.605115172594006	0.359143159879646	0.765051683739211	0.22702189760102	0.505961263245762	0.33175067379603	0.4454467937357	0.616157602030087	0.375675970654359	0.275321851480791	0.20205456630327	0.305121938009542	0.4914713382162	0.503341887893997	0.445683219593184	0.716211136059061	0.639330026666257	0.429206878642161	0.523271633555941	0.422257127643689	0.563268076828469	0.58494786598967	0.320392619470139	0.427690213383746	0.443248096026528	0.370834819765057	0.192757550763325	0.579138088127896	0.623096019033853	0.611852327227372	0.435713348084183	0.628858557298165	0.53420774075767	0.284974838572921	0.248503240406075	0.676749852925887	0.461443851796045	0.570338241595341	0.391175775279564	0.600155143282716	0.533128664294344	0.240800495972817	0.594500595501943	0.638554044106212	0.439803725398495	0.665540855745609	0.520033603837218	0.509557793909856	0.387399748712497	0.522973555896936	0.497982274330472	0.0810583946182516	0.513253054935028	0.62597647467883	0.506387549158495	0.238834017659981	0.552876483374332	0.628717736960213	0.523139722949068	0.133892478087216	0.600692575147784	0.527588864082844	0.57243083297731	0.704340260780734	0.763742278842199	0.77480732789977	0.652144711203864	0.728135799207325	0.690053436390852	0.505459886279495	0.387076418769432	0.608490083542601	0.696161735150957	0.429846593621272	0.196003384381107	0.508663890828887
TGFBR2	0.825471069414329	0.829537602853682	0.919105499874368	0.810579028606616	0.847456368449657	0.849394500754617	0.789477586613112	0.878237861840566	0.815836599110765	0.818530034174594	0.834066470580905	0.646324251950085	0.919623620140195	0.835378468645588	0.159149593640067	0.844424443483764	0.841917707547817	0.883895244662384	0.852440117259597	0.84891149931816	0.822424341630988	0.836210198732773	0.881739905706575	0.858596186625518	0.893156178067309	0.828439281909771	0.828980230490347	0.82822958120737	0.786451265196685	0.0617929531372645	0.871530619307523	0.67765406708899	0.862553196372853	0.872436684371096	0.811693825249525	0.916083777813822	0.896225448633431	0.865973408127705	0.704359310733114	0.839066447594681	0.613179301273418	0.864497015388771	0.908943655137758	0.438146679877075	1	0.881081592115817	0.414441627044247	0.840591182214161	0.7537653052826	0.839435451425422	0.870523628760934	0.848416812563163	0.84281199569185	0.577420046544516	0.802397381802867	0.589166977206921	0.710362247756219	0.169237368895994	0.724798882132707	0.383413237541467	0.885327678020779	0.793537792911508	0.741149947522264	0.871854909408252	0.678682825798818	0.900330150920803	0.778245304629984	0.353094617563999	0.884473440149316	0.878866421239726	0.839622921331616	0.885785159148667	0.85096273290674	0.84610583407843	0.896763199287011	0.903009155608982	0.834857359695494	0.841386685189022	0.7569915096559	0.546061350659705	0.776559190972748	0.951667735788071	0.732525322034879	0.82249376773018	0.7487690503013	0.820871516817838	0.809838608537998	0.815846824072089	0.800844352001197	0.891057163940754	0.681854595505335	0.780968026751322	0.847740466266529	0.882503037543352	0.581098341709803	0.916961714567318	0.801459245918638	0.860605775907695	0.840135851518065	0.527019143644314	0.857673176274631	0.901014699721074	0.713869538311342	0.914028616499948	0.908562807685846	0.8829579546211	0.821628936562386	0.919736887133123	0.476574297227445	0.915665958235007	0.765371475194266	0.810243685418798	0.828269763369607	0.833974140293203	0.73140442651511	0.600140833219581	0.725675933938752	0.699092116273284	0.862410288912987	0.729525288856235	0.816011441778247	0.363807296076894	0.799253836366258	0.79265362705648	0.875470006896468	0.741924191536515	0.896616806369005
MCFD2	0.683044668211008	0.839022191549793	0.879150902440791	0.887515625195995	0.870039561379608	0.855463411554787	0.855060932343999	0.843594651515649	0.862578741085995	0.683264969214062	0.858732608678391	0.557408735589191	0.86144480547017	0.860075719997522	0.354496123094855	0.80552709112583	0.859974707858212	0.900217544174548	0.882475654133875	0.90889594294874	0.839898682898282	0.808140774956558	0.847301060031432	0.687868504646665	0.899120607227671	0.690734520491469	0.899587818482845	0.808503730902836	0.825325101130158	0.25217439081991	0.72770338425459	0.73113235759393	0.749360189287538	0.760786604495751	0.806740256186878	0.814637293799594	0.843626312502844	0.784854739328959	0.669559364478123	0.833865752567667	0.599153414007954	0.85554365816752	0.856248636498267	0.636717133013821	0.881081592115817	1	0.381176023500483	0.813082832397038	0.575886236138322	0.699423202941528	0.873740128393872	0.858207734099794	0.76806022868358	0.689108423097737	0.671328091989232	0.66042982510574	0.626796256890479	0.290414799557973	0.73684215822072	0.413357136315339	0.757191067515562	0.653029543573846	0.616029157513811	0.819616487079664	0.691835700861757	0.831012218015556	0.870020044568394	0.462591642309115	0.836438652996523	0.888212947162224	0.839461685937822	0.87518184698643	0.850297378304268	0.756439870165338	0.796203997837356	0.827962619582921	0.741654947505939	0.695429232978135	0.736044077353483	0.626695419685134	0.806818083907446	0.862165722445828	0.794145106936464	0.805965141125003	0.683978232237075	0.703318952874524	0.864486769271509	0.780020584157169	0.806242139858271	0.809160725866857	0.721830776596942	0.773976440686932	0.740557812181689	0.899347823606701	0.645226998340011	0.840646690524195	0.856020251827393	0.811548208110858	0.858825143526322	0.521548300613864	0.850304181196332	0.853447880009696	0.520396838283779	0.884966533775266	0.904804004918481	0.860872298220279	0.689897761224566	0.888326964922215	0.558367134035818	0.885506867686808	0.58564605230705	0.829736244410144	0.784697931176551	0.855042735859373	0.823102169564723	0.728135531713339	0.826796981144132	0.772687315017339	0.930398063383702	0.815347206305807	0.788340497308426	0.39939929624913	0.825532792667957	0.835089062926221	0.808186079812946	0.632407891933908	0.85515896342145
CXCR4	0.46466810674264	0.287688384616794	0.374110080714825	0.359889517027117	0.357857705051363	0.229505332226737	0.346922138848746	0.349464256713	0.443749768931344	0.243191308362247	0.409104684510936	0.654898349510654	0.410531598948749	0.352522529188675	0.445654728522007	0.432031938512659	0.458317476648065	0.427278178354781	0.317884626843347	0.420069124687014	0.566192502874093	0.107493407992644	0.419933115494788	0.331650472821727	0.469148189110576	0.356627460728765	0.257808543418307	0.560613151664544	0.305428208324741	0.221835190802669	0.380432030771376	0.134727013292298	0.420448826235136	0.488290417006863	0.348165036216547	0.496970563623091	0.303422217078825	0.325344544719118	0.496279851023483	0.262673957771628	0.69751724311055	0.34180702106322	0.27549052975916	0.394028254422163	0.414441627044247	0.381176023500483	1	0.333488713910708	0.58597292017635	0.469613502281315	0.43030540457284	0.465992311025665	0.438708702235945	0.228032290796094	0.457694209600901	0.490391559671275	0.301455104825143	0.505495253719426	0.359624736602746	0.467420534357152	0.364944662582779	0.335139833083136	0.631698500300275	0.322194804415032	0.553776016249069	0.405981890287924	0.410868627446659	0.552352730285034	0.289944492303743	0.382825367171451	0.237769742435615	0.34250635616899	0.502303605174994	0.263498984821489	0.495960163889435	0.505091377645114	0.435527435176048	0.460154847307162	0.491361344484477	0.421408403789953	0.318173179672062	0.409909124157983	0.254607525758252	0.481819884231233	0.424563100634249	0.393399233912443	0.356940271766066	0.410495076514603	0.57721714212611	0.314721134548987	0.526627461345557	0.322486302512632	0.15853640548779	0.401664411542727	0.349779115089556	0.273206549064091	0.266841231056423	0.595154961024627	0.338056625684706	0.605381401353246	0.288212800904396	0.500544898936475	0.354893513752946	0.369262525012071	0.504335198368044	0.469460450408367	0.523297362289586	0.480995527356812	0.688762812018647	0.341587505923919	0.491038641061707	0.546841771804442	0.587314028635199	0.509128860348093	0.310183205097897	0.296711648416169	0.452696648182167	0.237559165491264	0.406992462007571	0.26784085001038	0.427591116482584	0.510962766629362	0.337808851782561	0.534206462510773	0.347699312211745	0.141261904001562	0.336018447764933
