""	PTPRC	CD3D	SELL	CD3G	CD44	CD69	LAG3	CD6	ITGA4	CD7	KLRD1	PTGER4	CD226	IFITM1	S1PR4	CXCR4	DPP4	CD247	TNFRSF1B	CD2	ITGB1	CXCR6	CD8A	CD47	CD8B	F2R	CD96	ITGB2	SIGIRR	CCR5	CD27	CD46	C1QBP	TIGIT	SORL1	ADGRE5	ICOS	CCR6	IL2RG	KLRB1	CD4	PILRB	RACK1	HLA.DPB1	IGF2R	TSPAN14	CAP1	TNFRSF14	TNFRSF25	SPN	CLEC2D	RPSA	PTGER2	TRADD	RYK	JAML	TFRC	CD81	JMJD6	ATP5F1B	PLXND1	PTPRA	VSIR	SMAP1	LPP	CD74	STX4	LRP10	CANX	SLC16A1	CD63	LAMP1	APLP2	NCL	PTPRZ1
KLRD1	0.0418470486716932	-0.251411757132498	-0.419025626805029	-0.0140454558388113	-0.191664907355493	0.237160086860552	0.459031751579341	-0.0550691532064079	0.390858156358635	0.0418666219057794	1	-0.233784795163992	-0.0335464075392814	-0.333787758141756	-0.303576730819785	0.24692753417214	-0.42952831586575	-0.0937412224340234	0.295830516033618	-0.0504453052489852	-1.35640128254766e-05	-0.0310258248987997	0.850214329112712	-0.17530734060874	0.824202053760869	0.684667088690991	0.109136866270946	0.138640488231275	0.329748533123976	-0.039402266488301	-0.111298265092894	-0.138717737308934	-0.573598393010736	0.500258004212966	-0.107594538906902	0.264292105275994	-0.208319543252616	-0.479696366452726	-0.12614502125985	-0.401843630974039	-0.381708037751132	0.512385495184869	-0.495472352792944	0.0630561118093304	-0.346694946878247	0.10520967750301	-0.357795370309494	-0.0966402820724157	-0.214130116506062	-0.024350437042396	-0.0123172622513708	-0.500216172752175	-0.152529438755646	-0.427400912321384	-0.335222494818136	0.115407332751796	-0.350597620290035	-0.281402375144746	0.214637575194456	-0.435741154770022	-0.0994381355601668	-0.293408647655936	-0.150124829287372	-0.570859264725128	-0.286443723500505	0.0284916446661903	-0.0885036250462302	-0.389670353627286	-0.352379811746604	-0.350392169317035	-0.330269531267207	-0.0170032408389041	-0.209111053181074	-0.317887922610746	-0.224525828138216
PTGER4	0.901442234604946	0.942286728317504	0.803783360802108	0.924372651534508	0.520710773388032	0.800608095349676	0.298070484923015	0.88340870561733	0.625378390650788	0.858876710004306	-0.233784795163992	1	0.792182087395445	0.933281393295989	0.943397395504009	0.777811918328635	0.838117963779055	0.91039485855626	0.599138422156002	0.905002267038907	0.671060565821528	0.755268839890149	-0.174690100704927	0.905111850203505	-0.113227638840471	0.261328730251706	0.833356125215721	0.0634711012865129	0.754371851495825	0.603839560891262	0.917364083018647	0.491605083713867	0.318016880788023	-0.10296874068458	0.717497770694618	0.711808419647907	0.906616978621814	0.830290121763565	0.874138723714458	0.918759048237624	0.754249870572967	-0.287013255706746	0.822837544248759	0.502666492590482	0.486909790309979	0.497531251405521	0.327234035833573	0.799123579992846	0.92539390184523	0.770766754571778	0.871146417963374	0.782860313403319	0.915481155745263	0.900736828182578	-0.0636496731045715	0.750816184894902	-0.235350275809124	0.17977790120559	-0.0680864536586119	0.437104900799244	0.147030840345131	0.27369455099758	0.581648354819983	0.580541075047753	0.0217141135567107	0.14016442157125	-0.0328808993563504	0.447955132400973	0.0371613722467111	-0.115297789884669	-0.117546602370866	0.034204736744806	-0.0767007679099024	0.235590229764258	-0.172048173659772
CD226	0.912112513164024	0.776335026246461	0.643276567938212	0.859938103287294	0.339154602348068	0.653479130555645	0.550778980853641	0.816559416274484	0.660641048575177	0.898893217099907	-0.0335464075392814	0.792182087395445	1	0.811585821407959	0.810494350400966	0.8003748685621	0.756275332096935	0.917779089165101	0.519620479162076	0.916015208325853	0.548649574532582	0.846903832872019	0.193400798607525	0.824408975515393	0.14537521978948	0.287918421881084	0.894157641499402	0.0716394620981471	0.628156235993395	0.753270365413109	0.891265248922963	0.429491325390262	0.0447531131839906	0.125657661364107	0.67737112323458	0.659096766327959	0.822512608739041	0.730626928159731	0.833853962239854	0.756940219366542	0.57115869689669	-0.152271358078554	0.623703601837826	0.424859552315674	0.267942429953185	0.461310829171954	0.17188605874792	0.603121844811666	0.77586157421955	0.697897468323546	0.919354136910463	0.548397400086562	0.89614880616852	0.797689969028415	-0.0805544135641458	0.799080954553986	-0.406152048821482	0.05037689737384	-0.17285140230042	0.188881707478775	-0.0390121682597	0.167467175105972	0.51520259823152	0.226607659691289	-0.195019860946749	0.0998508059762822	-0.218794299898858	0.145156446139287	-0.0839498091710026	-0.22223514314918	-0.259115704647954	-0.0535662642466478	-0.210149592938261	-0.00676257825634629	-0.304045129508403
IFITM1	0.871999548567559	0.92888464944115	0.753089294775338	0.912954507900693	0.428443952331151	0.690612226314738	0.344172820564874	0.90111118757817	0.572707013333486	0.883896792089562	-0.333787758141756	0.933281393295989	0.811585821407959	1	0.942892721986428	0.682705276302561	0.876650682184548	0.911486477398582	0.500827593034846	0.916066960386917	0.588977199820292	0.830644270462965	-0.189663556545059	0.855284471505933	-0.116695652050269	0.220062449265412	0.786411645448164	-0.0651182054092955	0.625854416953904	0.665912192205118	0.918616594296534	0.468299781360098	0.301980138384119	0.00289521611297318	0.714705232246645	0.707099954167664	0.903945313216955	0.826787908480997	0.890703124952798	0.886227886372072	0.68438017602146	-0.385667599679285	0.770745577951763	0.399480782024133	0.439608564367095	0.391802630960758	0.235280813146157	0.638950347830794	0.839076074724922	0.80045179774961	0.875190201647533	0.721250292687368	0.887221479132384	0.871273038295194	0.0178146589804187	0.671123919043005	-0.252464868116128	0.0965526062464306	-0.0863872123848377	0.387039828344982	0.0369862219950594	0.286758635617402	0.444100688842172	0.502276084450519	-0.0570581980580928	0.020888797880759	-0.147781920537726	0.414674302010668	0.00427498030217425	-0.0895744626230587	-0.171941157604699	-0.0307306544108816	-0.14490507559204	0.188265120961738	-0.190214406688966
S1PR4	0.906260531840929	0.952587847643126	0.856804448004783	0.893987853416387	0.455838882104779	0.688051241261448	0.300904895986172	0.895312347917553	0.562812909054219	0.891758094994911	-0.303576730819785	0.943397395504009	0.810494350400966	0.942892721986428	1	0.686872692196804	0.869756861378354	0.941282464154063	0.490476348914303	0.903305175958479	0.551577034446512	0.832679203509389	-0.151310999226751	0.858127609204926	-0.109528519693453	0.179720080673042	0.848177473830893	-0.059914978070634	0.667747663866353	0.551798643950079	0.881212120663705	0.389933561227432	0.299166291405806	-0.0716130069658289	0.6494671583433	0.589617056444332	0.883921059110701	0.90128304306185	0.897901884696126	0.932940110947256	0.716849445467984	-0.287130972988331	0.797182049549097	0.360928596766926	0.41491954258809	0.388932477842722	0.236422392544825	0.705415925128677	0.917399010653556	0.733144047506014	0.884963250373458	0.754652951396297	0.935855361855254	0.938306301943994	-0.111873485619352	0.736468215482858	-0.283922331742622	0.0923858699430306	-0.211077589614524	0.380098012354569	0.0549517572852304	0.245260934108243	0.482643060398167	0.500255981096446	-0.0451560519785702	0.0149434534428936	-0.100846196290288	0.351258017139538	-0.0206318676534662	-0.167902837127968	-0.186608608855302	-0.0446443875897754	-0.155010528633829	0.135145958048676	-0.222911797743836
CXCR4	0.835404061774253	0.643123135490301	0.43250404715555	0.798706069181268	0.391608285264038	0.919524669111065	0.57493884102542	0.768652824268161	0.635780720480926	0.812161714976781	0.24692753417214	0.777811918328635	0.8003748685621	0.682705276302561	0.686872692196804	1	0.514174987016277	0.801282176197759	0.56523009769678	0.812635457477808	0.612749188302947	0.776970474351018	0.254202786474298	0.796266795272407	0.290831765508278	0.488496092528214	0.838751460451283	0.144992350849211	0.868867827685867	0.645261658587792	0.852652305288052	0.366042801051969	-0.033140791977903	-0.0441669921358693	0.634976002500392	0.699773965638157	0.824177409861309	0.493893353145915	0.646675087198802	0.612589876889221	0.440710979975922	-0.166699731558522	0.550382069997349	0.472135168705586	0.140835483505257	0.516168050034695	0.153794414435246	0.626572280501348	0.774351699049705	0.536730556389859	0.800141691386987	0.514144353668429	0.860208562958295	0.651968743629716	-0.275495300530951	0.89602343913558	-0.410785223659667	0.0636558793100625	0.0343125290279485	0.178127310631488	-0.0172775128137081	0.0307927778614279	0.450323225061813	0.226542974997697	-0.243555188263619	0.0977018718493117	-0.216619098028892	0.0785833349225945	-0.1281482023104	-0.305038773138194	-0.242336580459736	0.0289670179100282	-0.205363532677192	0.0721984412135057	-0.300253484823849
DPP4	0.807103364656623	0.901364174440205	0.891717422786152	0.805511514466262	0.508252140908218	0.453276587706424	0.155006214729852	0.68959562873841	0.492707843924732	0.786496106892587	-0.42952831586575	0.838117963779055	0.756275332096935	0.876650682184548	0.869756861378354	0.514174987016277	1	0.815678436895052	0.438905465606168	0.822005256461523	0.531653720203401	0.636981879115984	-0.233647410860326	0.77911102835879	-0.270199392791599	-0.0253408020515996	0.760481135665377	0.07167205639173	0.456280000177822	0.676880601016056	0.812856138608528	0.422839465608225	0.347187696704429	-0.0505728933656239	0.650420804429182	0.564786152224891	0.753407694067605	0.942532164064936	0.899029483717398	0.948080144950322	0.784557249020262	-0.199652193925377	0.799803449878283	0.356091908131594	0.520557660376633	0.356560456190012	0.353108503172076	0.689515320613229	0.845581489041535	0.806480096795663	0.835715643892902	0.754893800369347	0.797054418359394	0.91205054775648	0.0332209979599497	0.614705075635021	-0.222874319527006	0.177681803839933	-0.276388253114831	0.40051802910325	0.131892738290262	0.279311411180174	0.596761711449459	0.524787098083906	0.0715591657782167	0.102614021952272	0.0125951303465108	0.39446652121496	0.125976674513889	-0.0790942204697027	-0.0325635442997064	-0.00206473678175059	-0.00880746251007661	0.118779303963883	-0.173583113412951
CD247	0.967902864021842	0.921655363411398	0.74245950632675	0.958108199866799	0.400052468266647	0.781560431703336	0.565223970234982	0.927771713076149	0.711871768991595	0.97654995537238	-0.0937412224340234	0.91039485855626	0.917779089165101	0.911486477398582	0.941282464154063	0.801282176197759	0.815678436895052	1	0.553158739137468	0.980693470888349	0.585440653549711	0.886457822488531	0.125469032597745	0.888754745209054	0.161110431364996	0.363864267416031	0.943736268394488	-0.0359663316836261	0.760584186737663	0.6443334311157	0.936512873430839	0.43131445190936	0.143161500658243	0.133821538223514	0.646059639145329	0.725648017529306	0.850045677824415	0.80748478065137	0.92268401733125	0.859452100402755	0.638477101022003	-0.258197494217054	0.710385246257043	0.364349452693554	0.329345361709803	0.422114629028218	0.155100139071785	0.676261873986332	0.878382481408913	0.748106176670894	0.939888065333474	0.654849580059231	0.955588428801582	0.869784127978388	-0.13145990786928	0.770699439555983	-0.372952034928894	0.032258265713812	-0.129253526334487	0.267696454891492	-0.0132632190364974	0.210970110663908	0.480955780199116	0.336151067549582	-0.157440951429733	0.00762265001606035	-0.175528879790032	0.247982184662243	-0.0921635482923894	-0.220015975785953	-0.278823141286447	-0.058155674859756	-0.237625409476896	0.0730363431650886	-0.28596380144961
TNFRSF1B	0.703524329409285	0.572564272219004	0.40561426690005	0.647786540160321	0.57083807523134	0.573522994111591	0.411817864405685	0.543306184976358	0.847262723322024	0.584291385281861	0.295830516033618	0.599138422156002	0.519620479162076	0.500827593034846	0.490476348914303	0.56523009769678	0.438905465606168	0.553158739137468	1	0.604057934524808	0.826664367246983	0.395764420397265	0.281310955048783	0.609165870965855	0.296948931248925	0.520934605853863	0.590581023000128	0.635771644716756	0.697898824015042	0.503806945697125	0.562701214328749	0.525436516025326	-0.0516407999663123	0.336379508862326	0.783580623470627	0.744569838189428	0.469487636751496	0.356687788612705	0.615894799554333	0.439983918872619	0.702761958782823	0.239806479623416	0.351159927185474	0.773426969782822	0.647284877103558	0.826567200565928	0.366087161213493	0.790174851907976	0.463528205389676	0.700548047287139	0.635829751749943	0.309084338580334	0.460290048700518	0.425969010539492	-0.0816395165175319	0.531028783549759	-0.238824934124287	0.283636252602414	0.150943125298707	0.226295488523479	0.600432615185473	0.170277547231043	0.729018888489544	0.221713383980466	0.237852982333802	0.666407827162836	0.2218827580316	0.415192029373036	0.249096161549818	-0.246823791230765	0.0121196068225582	0.455177996136461	0.322712905760447	0.0978029674094544	-0.143317064262911
CD2	0.966952173964032	0.922360841480738	0.710688657000501	0.982407800522795	0.381446669505917	0.78829672563009	0.59965243002716	0.898302948352699	0.753991177466882	0.97423210811067	-0.0504453052489852	0.905002267038907	0.916015208325853	0.916066960386917	0.903305175958479	0.812635457477808	0.822005256461523	0.980693470888349	0.604057934524808	1	0.612072118961782	0.845327452566525	0.164144952113174	0.879144870570372	0.194674606896489	0.385256170412233	0.948770983362487	-0.00396026925440726	0.75922571361332	0.690932945151333	0.967194022884621	0.477410853449305	0.129961277769343	0.2007819224326	0.678244601527875	0.819811315482532	0.846684561495259	0.779123400177477	0.934955377809427	0.844727607321769	0.62867584678699	-0.238670489902565	0.687992304985039	0.448913891957962	0.34882554793027	0.44431283700755	0.15960624140545	0.670025282931349	0.849351391786129	0.803926278079258	0.943935870713818	0.626628418222756	0.921470634496296	0.837435987040082	-0.0806791730412941	0.766367968829696	-0.386870421716838	0.040437601869135	-0.0889994989408798	0.251881841904541	-0.0127866989752843	0.211658095195304	0.506712262316218	0.335110782836619	-0.15837623149687	0.0570499722034605	-0.171490001238405	0.269540598850174	-0.0977093015919634	-0.208733782487441	-0.285293949219761	-0.0685971221641516	-0.237529759163425	0.0732300953218166	-0.285455513510129
ITGB1	0.675281943337457	0.583228161210015	0.432300112794698	0.631965762586527	0.859455761823786	0.595736252663034	0.355759248001069	0.563020519196498	0.640608990808409	0.575988355417908	-1.35640128254766e-05	0.671060565821528	0.548649574532582	0.588977199820292	0.551577034446512	0.612749188302947	0.531653720203401	0.585440653549711	0.826664367246983	0.612072118961782	1	0.490588025480179	0.024751603064369	0.828496380936761	0.0737790226366036	0.422551060973434	0.559475199857905	0.636770733979297	0.691761335976172	0.591103884093939	0.629425914455681	0.81123716797539	0.300672703976601	0.0378370954594131	0.864604025307606	0.653195130977662	0.575511645889135	0.446024828070147	0.568263788821192	0.526932817531877	0.802889121479761	0.0475517046033137	0.664915642024155	0.667062294735324	0.825091974985351	0.879484288577869	0.676863374394069	0.853106998774742	0.567690879300404	0.575446038788444	0.61707703689938	0.628965047712704	0.572423056159666	0.582848023482453	0.212441920021407	0.545180585314702	0.145182985325815	0.663865899333288	0.391633473448925	0.612476392951631	0.650112852291678	0.531575042095152	0.735204443972483	0.567659806327516	0.466277480660478	0.583299383081719	0.458695268982678	0.691640271436714	0.600935333568092	0.139427373034454	0.407016299632653	0.656959161448512	0.554756273077056	0.489091555445796	0.209018132345493
