""	GPR171	CD69	CLEC2D	PTGER2	LRP10	CD96	CD2	PDCD1	PTGDR	F2R	CXCR3	NCL	PTPRA	S1PR4	RPSA	SORL1	ADRB2	CCR5	TNFRSF14	SELL	NOTCH1	ITGB1	CXCR4	CD6	NOTCH2	SLC16A1	JAML	IL2RA	SLC16A7	ITGAL	ADCY7	LEPR	SDC4	SMAD3	FAS	ITGA4	PILRB	CD3D	SIRPG	CD44	CD46	PTPRC	ITGA6	LAMP1	TNFRSF1B	CD3G	CD74	RACK1	ERAP1	ACTR2	NCR3	LY96	JMJD6	TIGIT	ITGB2	DPP4	CD47	TGFBR3	OGFR	TRADD	KLRD1	CD247	TFRC	TSPAN5	PTGER4	CCR6	HLA.DPB1	CD8B	CD8A	MCFD2	LAG3	PTPRJ	CCR4	HAVCR2	TNFRSF25	IFNAR1	CRTAM	STX4	APLP2	TSPAN14	CD63	ATP5F1B	CD4	MCAM	RIPK1	CD81	IL6R	CD82	TNFRSF1A	CD226	SMAP1	ADGRE5	SLC1A5	CANX	LPP
IL2RA	0.698376938146168	0.501391537615415	0.614104417490299	0.122998597595411	0.827602364634478	0.798816110929663	0.916765500408193	0.762628962913715	-0.246762567369361	-0.114305342907553	0.86370699074703	0.726374712828935	0.631107018223375	0.819494497951151	0.527004524254342	0.48687589563936	-0.175064641861141	0.244307198747749	0.724647380902062	0.223151357413932	0.674133472310721	0.710199949671016	0.25334321861633	0.797378137116591	0.82503907724618	0.801610836949297	0.782178312961203	1	0.601959509544126	0.691756746556727	0.571219243916112	0.0648909760694712	0.905479448958419	0.50165152182672	0.82191379833337	0.80413832783417	-0.286650821611001	0.82170046132372	0.889807316132811	0.773011829791721	0.804001877324481	0.79868360488826	0.138971749842936	0.825742829358716	0.90402242077465	0.765647306563683	0.516555666636184	0.536889246230758	0.488559248514497	0.864203504298852	0.721407383767432	0.583332413836072	0.591097939688291	0.7221666848351	0.892030732666104	0.547077976816274	0.654204888453743	0.0516016435414824	0.751665086904226	0.807182693819609	0.284280734117473	0.889216663979443	0.942463743537485	0.781404732856756	0.503320773819719	0.691213048171296	0.379168868249729	-0.419942659264931	-0.377170232541121	0.74447119514028	0.850351534192249	0.886291475121256	0.663129055079885	0.870691580624572	0.775452310143395	0.72690768995368	-0.268414158447485	0.713203298213155	0.311159229411384	0.81959921030168	0.505788802036573	0.759939716769962	0.943313433559561	0.717473151358214	0.57238467926163	0.345902155614764	0.78474565827648	0.928212677899058	0.583142143379291	0.878534947875268	0.740321842144271	0.927604961812373	0.878838120078589	0.740326567878807	0.681806632802246
SLC16A7	0.34412555709665	0.532265092711432	0.756871897864095	0.359233589967533	0.650562187586044	0.517218965610424	0.657051009592691	0.515962958527891	-0.0167637929780029	0.0749568455294167	0.547032001075646	0.745270339388024	0.660187788921915	0.665087797294128	0.536426421354204	0.540657529681961	0.105252625371629	0.234809479455005	0.714748868481434	0.368957931371027	0.53943341599655	0.616933953857256	0.436285869914046	0.546525485942384	0.617039247418031	0.610390194243764	0.598412439575265	0.601959509544126	1	0.755185781693351	0.476186728758963	0.117430103684491	0.572234711521589	0.489617542122384	0.617419283377503	0.770353885029721	0.0288459147023219	0.65314331205183	0.579954824610692	0.756224394321011	0.633970949008114	0.819175914852958	0.197613480946067	0.643216076856494	0.677451077103544	0.717252220972799	0.396778901545399	0.55164893908835	0.51215912919412	0.71022075824279	0.448497349190304	0.552527227684842	0.695513410701565	0.616311712223069	0.600303720117275	0.274225674976926	0.638211610349033	0.130715278501098	0.605596540581433	0.562019396569692	0.253329093799914	0.644665376301356	0.654496653154703	0.53907042169606	0.599121409075739	0.585096851311602	0.318809063142234	-0.0100891655833795	-0.0263590796228673	0.562038077485556	0.450135209989018	0.685540649788134	0.628221909388079	0.476393087167101	0.562530340078156	0.57031015446732	0.173909963747267	0.552435638066012	0.293022230394383	0.71504461230563	0.363655370966496	0.577700758398884	0.614329168105609	0.392261327659568	0.661638632178387	0.371137146400687	0.593507258501665	0.580333368434456	0.398497659573518	0.511701108315618	0.605851511093379	0.641926927520465	0.627318981098422	0.578920863227626	0.560000538750853
ITGAL	0.474375267743264	0.49079668968593	0.759828170436256	0.149678236978876	0.637795050635608	0.684774858271254	0.805726186756371	0.659660197993736	-0.0763248992910509	0.279414235404168	0.736689388149964	0.6870715944636	0.59744634015179	0.69718858302642	0.472229733918868	0.396381586644123	0.269727966484964	0.399232575364375	0.662380898323638	0.197417057918857	0.52061163075748	0.554535538007296	0.438030013102045	0.632845723162777	0.628406534146299	0.616059162049032	0.628537663289763	0.691756746556727	0.755185781693351	1	0.527899329161208	-0.0157406257319088	0.604014229430535	0.370564990123597	0.638073932452652	0.793824933947155	0.0900003808223781	0.802757485841832	0.722927015124796	0.719175208036027	0.639579684690591	0.890521226934757	0.0533190206382736	0.645836743605908	0.699264195881436	0.820106453931926	0.387376772661514	0.484402246780894	0.41892644948406	0.734502053302127	0.59471585571773	0.44734918310812	0.779699545154425	0.637262322089836	0.750907402680526	0.302258928000907	0.579810658346967	0.0158843493357105	0.623373447801607	0.576730355848388	0.513568519676474	0.793763029850531	0.686336339062708	0.600440818835485	0.472919442305239	0.521033430411796	0.289860249231662	0.182538097261099	0.156036071639144	0.474557371582976	0.625961029548905	0.727810344043261	0.567349932105925	0.643384270993382	0.571800024611683	0.600388220487162	0.229166979696643	0.621361794134642	0.194784350090744	0.639341138783348	0.338885012940343	0.628939143934064	0.645448537468628	0.499816218166737	0.616259821429812	0.401607571441896	0.511504044588677	0.646854587019846	0.371618416127059	0.600514135120687	0.571346883882554	0.77312891703224	0.702152208563097	0.55496786452167	0.515174693817176
ADCY7	0.375565901582694	0.461112301005923	0.539627944312995	0.224459198758003	0.648246600151208	0.49773252476851	0.585273633745289	0.359144081363939	-0.18746132665341	-0.0720586330569657	0.494878511406308	0.693069717886836	0.617623199421564	0.619612690749361	0.66210187046234	0.597152316396372	0.116085797963876	0.0900781569750312	0.641884683486191	0.399382052397366	0.454258716862183	0.708592139606308	0.392270775677873	0.481122521112024	0.564632675482897	0.638268377015368	0.770787123641843	0.571219243916112	0.476186728758963	0.527899329161208	1	0.098905116039769	0.603498296169659	0.39773705601582	0.657258750191457	0.620422282405985	-0.0588223592881563	0.557503578157768	0.50217441326636	0.699748060904005	0.714670183612616	0.6306901058102	0.395826581993156	0.650791805957015	0.65155989382343	0.586140015896361	0.72697472677007	0.700807547194044	0.365516038935158	0.76932961301159	0.582071083510862	0.67124541536891	0.448112717577809	0.536356481082553	0.59355452617675	0.477648619083966	0.670700482249933	0.110929869124848	0.65348322228565	0.626365716025784	0.0844221258246172	0.565423617849329	0.550074548974854	0.453796040925474	0.525797718314838	0.7130551950448	0.65489803200947	-0.174978994367245	-0.254584065221376	0.674155168866461	0.333332241377003	0.663482433263569	0.595077631359427	0.448434769934114	0.594480161366006	0.731738667356215	-0.237130307949439	0.717532564765835	0.340732865594039	0.687570769182364	0.506410266294456	0.748798420883949	0.688694426921851	0.495551102207556	0.567834507997846	0.432171967362189	0.584339303268635	0.53041434468487	0.592198110106379	0.52967234460501	0.648693662741653	0.589825958217232	0.724196360480307	0.696948468226899	0.614704136855027
LEPR	-0.084506801979001	-0.00601862364363018	0.0226118093862786	0.0297440289837276	0.36225557469977	-0.101869663910344	-0.0307481141390991	-0.0557267023312253	0.712307503508509	-0.083302713678865	-0.0462794636407935	0.316274163987251	0.390142256348136	-0.00844789883981246	0.147405818554015	0.152023063916837	0.159129830952265	-0.0290897446132285	0.130299072926327	0.057722841900977	0.167814548480621	0.366586499624841	-0.039696943612285	-0.0392399764857683	0.440789452999536	0.435546520588512	0.207170143501774	0.0648909760694712	0.117430103684491	-0.0157406257319088	0.098905116039769	1	0.148245803930706	0.475155866947643	0.157496650354597	0.0516240303616252	0.409563719326656	-0.056201700712365	-0.0182528245320021	0.254234102650655	0.366746799007836	0.0207794892436124	0.0675228486490877	0.4712795789957	0.0970519030209102	-0.028895935307012	0.351567688293056	0.260976018742005	0.3116576645708	0.246501603360188	-0.0737494339773213	0.152497263809783	0.137106923906944	0.0478616133680771	0.0419627269252826	-0.0419637220949047	0.442881444706591	0.99351135609857	0.219089446292222	0.0798170739847011	-0.150442552077658	-0.0353981880180718	0.152702987174517	0.429613248421784	0.059795543524283	0.130437488157129	0.316408767441167	-0.115047102061182	-0.123444635471364	0.547998884367719	-0.0510950561453782	0.189238848090738	0.108680966175418	0.0739026627528609	0.0412708001482704	0.471816793198002	-0.0487042152094164	0.366042864067374	0.934553636534008	0.205655373898478	0.825011952700513	0.392514233465902	0.133701866658855	0.15515312936496	0.374198392846837	0.782987035313789	0.183994570406251	0.0189524536932524	0.652925355829364	0.0263903160276581	0.280630970895536	0.0562550361814684	0.118856812949835	0.5383122976903	0.629846848113363
SDC4	0.672505429621339	0.45719450674491	0.551053783011595	0.080731013325012	0.818120958576089	0.760947409364488	0.859294744319448	0.761391366202461	-0.181735103103117	-0.079684584224552	0.799028049078722	0.770646016375371	0.623488442215347	0.732089629704079	0.523875999809487	0.464290465126662	-0.101387269849118	0.221960596920793	0.651296855536796	0.162310610908285	0.724927128215442	0.734849664387123	0.241607221709581	0.776558465655057	0.829872888831887	0.801623365585691	0.865918574734743	0.905479448958419	0.572234711521589	0.604014229430535	0.603498296169659	0.148245803930706	1	0.512109176443016	0.748352824808983	0.724812121032626	-0.24805451265542	0.767863987701744	0.799240045967304	0.770260411116134	0.795584902906917	0.749160277686439	0.122836300943377	0.837737089958973	0.86096214840256	0.698292187899395	0.659714917506412	0.55315308896475	0.526040471449717	0.881174510320933	0.740323786000181	0.539518302721464	0.624666734843727	0.621737614895677	0.916918695951965	0.51032708183542	0.66321142841949	0.138238632236857	0.810543066200842	0.754312919211688	0.311305361157602	0.808339534360016	0.919830948444666	0.784970183263325	0.576681496847901	0.627893549596506	0.54834226307276	-0.400332744908789	-0.34955288419493	0.79556994924209	0.774594359154756	0.831279033485232	0.547764150350256	0.835178462347165	0.705776527012201	0.754161076742714	-0.254185376136987	0.754453744966813	0.398013032054695	0.792845926040901	0.597108167375974	0.800237878254641	0.917274176732407	0.722377021688545	0.63491171216079	0.461264972863238	0.716579205246914	0.915281805974497	0.684947952032117	0.898540319101807	0.752797820646143	0.924766254994103	0.894112615712307	0.816924992779656	0.707616214045534
SMAD3	0.490931524449486	0.685294260016744	0.552738702074847	0.59927825603294	0.742995898463791	0.440193114504778	0.459993498918638	0.400823955347568	0.033894026502917	-0.264006972562507	0.377592634629417	0.705791024209942	0.698189866712017	0.580642146814301	0.707296375830154	0.700062520141671	0.0538012004069064	-0.18477889088946	0.609126155585004	0.572566526354337	0.240203357639667	0.786537508322728	0.506987290562435	0.535202012870546	0.636501894980911	0.627352738701959	0.544154625874651	0.50165152182672	0.489617542122384	0.370564990123597	0.39773705601582	0.475155866947643	0.512109176443016	1	0.537462983450994	0.512191090290504	-0.148809146862104	0.493824866036253	0.481286643508035	0.641212338922675	0.764807310911262	0.505085536704289	0.495529133339339	0.731224354787548	0.493625489489543	0.598938222783949	0.437013470016032	0.715600009985581	0.438204210415191	0.638302033823695	0.498334282932032	0.584763819027199	0.441856497618513	0.391317138062747	0.457610527068498	0.55233686077063	0.777851395928547	0.476558053960228	0.6004322998627	0.658381085606941	0.0340646391142048	0.531973519082671	0.587101641856645	0.603130781721988	0.666776554433587	0.639652571675027	0.339657244590246	-0.307475513287283	-0.417137624842225	0.720010702783775	0.278534527747134	0.504606798520604	0.568316430432924	0.403634094663459	0.685068576941707	0.705290096817956	-0.28336518975249	0.601472991132915	0.571085519304958	0.72934397446499	0.619538413956273	0.66151378150744	0.613552255002721	0.630363775440495	0.643298658538692	0.522752723289277	0.635068380800921	0.501510256187399	0.504840342106094	0.547756845262364	0.718145067234247	0.488060221365307	0.522160368827463	0.72936405360012	0.706755969746593
FAS	0.416162736230309	0.624172902732138	0.769034749247503	0.278005696845657	0.855018289047724	0.596779199599997	0.765176931318582	0.501852876214486	-0.17487165995785	-0.145635275829246	0.57546086379574	0.826695833930685	0.785554944549418	0.806692661561136	0.668322539383367	0.643609882704881	0.0214385341218896	0.102151041404356	0.821638375483736	0.524943196282975	0.633571896283476	0.802011936808201	0.506528502997556	0.590911146668448	0.751821910198545	0.898338722747133	0.789148953931525	0.82191379833337	0.617419283377503	0.638073932452652	0.657258750191457	0.157496650354597	0.748352824808983	0.537462983450994	1	0.781385720741506	-0.107782783120182	0.727595780504856	0.707385784920058	0.88244060375391	0.813273205017792	0.799846601121278	0.418436593627266	0.808418956124349	0.935922237553003	0.774009879065684	0.641592368228687	0.718067076181979	0.583159009165247	0.85322475894986	0.667322883437758	0.824813923960302	0.619209041441714	0.906586425622941	0.659178234229422	0.517680808298314	0.794924272848892	0.160875581690317	0.720601840386859	0.721802276422308	-0.0208412829614554	0.713471130989692	0.805655764017145	0.664508253941868	0.563935439856622	0.870577106219065	0.524309597963524	-0.286933338599197	-0.306141576823419	0.777542138093045	0.584959785073251	0.828061287967003	0.84690155409459	0.551258350479985	0.733663736092984	0.771030842828753	-0.163754592002741	0.773530142320844	0.411604038936104	0.84873028969071	0.498535024377768	0.78606897011883	0.860711261015423	0.577459823217943	0.692393418472614	0.409568852078758	0.863490328639177	0.680925732212217	0.54097573207136	0.605936720180485	0.70887116327755	0.69836496699854	0.803517937473325	0.751466147198335	0.755258439758086
ITGA4	0.54413661743819	0.553904524001471	0.780085814631834	0.286549115900601	0.782397657931863	0.712579461667078	0.847960572487169	0.685568692556924	-0.170000606627115	-0.00574652972130985	0.751586523816195	0.772292799257134	0.717514759563792	0.776762439180329	0.56540876857937	0.538234050753343	-0.0344600952831554	0.269303708453461	0.749945820371173	0.322447828683973	0.549265407320408	0.701602407829223	0.389985004376163	0.725827365532383	0.729712482451857	0.748847158597072	0.753457430774745	0.80413832783417	0.770353885029721	0.793824933947155	0.620422282405985	0.0516240303616252	0.724812121032626	0.512191090290504	0.781385720741506	1	-0.106802078579107	0.801011104972175	0.82219983540836	0.801753723480998	0.77660030202184	0.887749508171151	0.206319174445053	0.764647031406627	0.856423777407068	0.842416313837454	0.454082501522503	0.580423333424674	0.501532561276719	0.825857828184272	0.626782510028337	0.604217310767975	0.656312127655054	0.785506113395802	0.717088017132207	0.479364500565998	0.670462394550713	0.0549674097138228	0.687320959158751	0.701767521928016	0.24568722544384	0.824347314852798	0.811042576673204	0.646497075211666	0.533961201255241	0.708084929270646	0.347202963868152	-0.215054003220556	-0.224174635852741	0.684021038756083	0.632096770383871	0.829720630464534	0.719077607832409	0.667585186255467	0.729266013862884	0.678192726167255	-0.0299717164294549	0.628531820362103	0.282133477728801	0.800830173704366	0.408637254187724	0.696286507698371	0.80998488974458	0.64812167790569	0.655367239492871	0.324161602603649	0.740909255093365	0.764846039934041	0.478809054378249	0.704634776018404	0.691924127703319	0.779115039093737	0.785152674699653	0.657307130140839	0.686246143197206
PILRB	-0.587470904343874	-0.402588373752917	-0.0364949318616466	-0.271093007972326	-0.170477119217637	-0.411082369828566	-0.287066390232045	-0.397734986157252	0.755369340486465	0.420871122663317	-0.291934964177211	-0.0374807675225416	-0.00393674695979375	-0.348032914020945	-0.319638297621993	-0.248295497513874	0.422427585605588	0.362594021483844	-0.184462999458931	-0.221080343426719	0.060796044950577	-0.177470864495761	-0.198710700243189	-0.504367684968185	-0.0405781811624758	0.0251396112509124	-0.133260208881607	-0.286650821611001	0.0288459147023219	0.0900003808223781	-0.0588223592881563	0.409563719326656	-0.24805451265542	-0.148809146862104	-0.107782783120182	-0.106802078579107	1	-0.322325614970281	-0.382294649403778	-0.039022175455145	-0.154457148176273	-0.031797462508258	-0.160617251875724	-0.0610243166253927	-0.161928131636698	-0.26907566013981	0.122398604436567	-0.224982080684101	0.18740812052187	-0.149616096108689	-0.452731674448716	-0.186897759863592	0.107650789207909	-0.0257804938371573	-0.218932678884494	-0.508083681291608	-0.0579204929533834	0.442971526354271	-0.224116059448154	-0.464111874775528	-0.0397061225105189	-0.372373993341664	-0.231752946934538	-0.10881609035082	-0.31060389692509	-0.216338236643175	0.158593984457038	0.515405391338335	0.530368293845615	-0.0819440448148473	-0.277662836639956	-0.0128108741597404	-0.17767806039856	-0.232225829256391	-0.493805525407036	-0.0520957139244524	0.555597078903057	0.00242634181827572	0.354712133925744	-0.244410707688817	0.181428723478626	-0.107410255696795	-0.322525739571873	-0.436716660427625	0.098215474739123	0.365866121106619	-0.269641715281558	-0.401641635703807	0.128426159543729	-0.449376123088732	-0.31783531295812	-0.227462319331535	-0.230664187336105	-0.0296456687542713	0.120596981167851
CD3D	0.789702322674144	0.703473053754058	0.748792125504866	0.30965024097452	0.773705193022502	0.912119905197954	0.96184761753133	0.885442632853476	-0.377609507481367	0.0750273128475203	0.858284411405514	0.722824905541184	0.652085447166462	0.88655066965337	0.659086543538586	0.516428115730108	0.0522979744016772	0.217233170792275	0.795040256540951	0.299350842654727	0.568672887045745	0.693634751064325	0.594673606949207	0.909725562320698	0.653938181166846	0.684798536994002	0.718151276311462	0.82170046132372	0.65314331205183	0.802757485841832	0.557503578157768	-0.056201700712365	0.767863987701744	0.493824866036253	0.727595780504856	0.801011104972175	-0.322325614970281	1	0.88321130830011	0.744305540025253	0.760780368238958	0.875543655364871	0.141837479305824	0.721609589111089	0.786697503518588	0.944207356699856	0.353881377760309	0.653278625201415	0.379814948433497	0.807253730044512	0.851793904278566	0.565527901351094	0.740487365313512	0.678004010602426	0.849413022431464	0.643039057903721	0.669974434354489	-0.0465955011008565	0.833674811126504	0.834954343845838	0.490415729697359	0.951302594804664	0.806521032818439	0.789047844633872	0.708018050307116	0.608146306915312	0.235294547944923	-0.12190869070002	-0.125410131394844	0.618272329272903	0.800226845736429	0.715101210852429	0.586119070354148	0.740236610111394	0.819291201986991	0.637054570958556	-0.0729060789417736	0.649796023193001	0.147527593968269	0.782816571528333	0.37755398231327	0.758548539245781	0.817523829162156	0.782656191233627	0.59765041283438	0.3602833883055	0.664422127131181	0.859312408539489	0.429468081337552	0.829827808698748	0.778592072633147	0.840191233672631	0.814131691496212	0.643085587881414	0.540116418181409
SIRPG	0.811114981943118	0.610571949096877	0.646789666282494	0.244995434802197	0.797170231666621	0.874916952968853	0.937784284078813	0.842066970502431	-0.357636525347965	-0.156125725098464	0.910767725318127	0.660189320028179	0.620458904293108	0.82877698379929	0.576424669436681	0.468238988840697	-0.149808764709482	0.174141263480338	0.705627060510829	0.218249639961551	0.531664278440541	0.644787087904111	0.371049821714257	0.884890285305546	0.768713124196032	0.679023393871418	0.728015040288382	0.889807316132811	0.579954824610692	0.722927015124796	0.50217441326636	-0.0182528245320021	0.799240045967304	0.481286643508035	0.707385784920058	0.82219983540836	-0.382294649403778	0.88321130830011	1	0.694592242883345	0.769786358739354	0.762031614845545	0.0611285585024681	0.734159082795681	0.81238050847017	0.849588531684452	0.336393333867234	0.557248715040581	0.2970782918104	0.805804749544439	0.783388998217679	0.52367309249545	0.570306078196458	0.634722465024874	0.830735248237379	0.581356722115156	0.617187563230331	-0.0335765060456561	0.714053654777404	0.853129223282062	0.352409750114077	0.930704555430249	0.852098307790922	0.756499944347666	0.536468007800167	0.622001814178892	0.210066121039527	-0.380972420715946	-0.364887748980917	0.624456494942871	0.783775757361067	0.739721757994083	0.62139234891739	0.787183563807455	0.823226856881691	0.657828046898457	-0.258139342088701	0.5925807505697	0.178009509566344	0.731037903694148	0.395109198622216	0.695481353918603	0.876071894802052	0.80958339600042	0.462824706785899	0.234350351828968	0.726554430122682	0.922401392226617	0.472985313683856	0.890313006427972	0.750504181634232	0.861609850628208	0.847892584907359	0.637044347654582	0.566615937220046
CD44	0.445872813453536	0.699587889489585	0.835196435471024	0.400888304625503	0.902067048778948	0.603792369027128	0.761727786727902	0.540545330240199	-0.102013024664463	-0.0703291879332092	0.589382603931721	0.939860950696849	0.861282577560472	0.825413004744091	0.764122643732091	0.739661026327512	0.133156235190404	0.138118196004786	0.871296571316626	0.553413821454726	0.660607368021384	0.888743989628903	0.587114017341153	0.63077952653931	0.81824917760207	0.892149435162841	0.857187311037578	0.773011829791721	0.756224394321011	0.719175208036027	0.699748060904005	0.254234102650655	0.770260411116134	0.641212338922675	0.88244060375391	0.801753723480998	-0.039022175455145	0.744305540025253	0.694592242883345	1	0.874785560203615	0.863952187237091	0.429000103720127	0.871906421393071	0.89371058047369	0.822021507847625	0.726952290443587	0.808141302680128	0.612433995653936	0.936816399861482	0.644819505693448	0.829983749713684	0.749951903104036	0.794886084508409	0.725293025965834	0.518771753451639	0.884063765787131	0.263665038354626	0.810154739899062	0.761855692727665	0.0780311380254002	0.732775897234587	0.827028596214378	0.70154763664967	0.697673416658304	0.846522765930322	0.624227471433282	-0.194151580050071	-0.240374584874185	0.819840543410716	0.519104998047088	0.850549367620637	0.836117484728006	0.601504145090018	0.757105644471695	0.857035722010157	-0.0699774603893906	0.854937730698538	0.520375556784224	0.896111517724322	0.612505300217473	0.859834870133027	0.854779922512596	0.603358233098487	0.787992325133014	0.553242206630768	0.865681084516548	0.700709249610618	0.64189780526233	0.653003874615103	0.812565745521642	0.758689832230842	0.837160653781441	0.862221926190081	0.804517861202957
CD46	0.626192600118236	0.706706561366571	0.71670807821446	0.432893049704053	0.934450455915753	0.681267257704884	0.79002474394266	0.607814639726562	-0.0961978361795787	-0.178420508091451	0.682438784399292	0.882365847513936	0.83702673054193	0.829590133452782	0.800484898486302	0.729937325669885	0.0375444327317712	0.0105942308293561	0.819435378303198	0.517120972379103	0.537171231191439	0.918364712324039	0.502114946937671	0.739803063589687	0.868936970735453	0.855422540182014	0.833756798845597	0.804001877324481	0.633970949008114	0.639579684690591	0.714670183612616	0.366746799007836	0.795584902906917	0.764807310911262	0.813273205017792	0.77660030202184	-0.154457148176273	0.760780368238958	0.769786358739354	0.874785560203615	1	0.772385656664906	0.449435624309755	0.915861723518544	0.811520388612621	0.806623120628196	0.644379901607059	0.82831224916176	0.517863220340209	0.914904759373138	0.713011722469874	0.738799045460082	0.623052672667519	0.64208328526145	0.757117314684796	0.635269050991308	0.901892118991072	0.368079885840685	0.788984821718915	0.861788199638642	0.131343968120966	0.802043904613836	0.817878813515236	0.777740495291057	0.68613747079789	0.81579727157154	0.523969950190304	-0.370369825681487	-0.428605609514426	0.876758995434088	0.567411801112248	0.800854739772213	0.759206884287121	0.659089042044827	0.840775504907188	0.895307889924666	-0.294476362887076	0.834087712492866	0.56852820522717	0.888724900183489	0.722300054190277	0.898630754064919	0.90254257809209	0.747043105325895	0.713504590419424	0.599620558801693	0.810548128811881	0.793562254722193	0.702236759366004	0.776767866352582	0.881414383162303	0.790657467614042	0.848083651970031	0.89947669166582	0.830038287576312
PTPRC	0.532831921539764	0.601684981809849	0.869385470173411	0.290538755227865	0.779392778649391	0.757470187038219	0.882710858557819	0.691678382332802	-0.146595100057687	0.216676559797833	0.740781811228688	0.839086224408984	0.758356158253616	0.843292875848693	0.611128049274943	0.575234544166732	0.151837800187127	0.359524448472236	0.824650217212773	0.335176302441678	0.629438060394043	0.707345990784563	0.523204833756258	0.714287660394377	0.725838990639935	0.759122833233664	0.770851246084571	0.79868360488826	0.819175914852958	0.890521226934757	0.6306901058102	0.0207794892436124	0.749160277686439	0.505085536704289	0.799846601121278	0.887749508171151	-0.031797462508258	0.875543655364871	0.762031614845545	0.863952187237091	0.772385656664906	1	0.224872672752148	0.768714614054932	0.846988739094437	0.888594562993797	0.526856374975663	0.632536506455506	0.614334737703775	0.857492496836127	0.659841441271019	0.620230899252925	0.840225298903682	0.781789560583721	0.813690913946473	0.47072219933691	0.735289784636398	0.0433064556091891	0.76666394954792	0.696107251178997	0.379459603109643	0.852738283955325	0.806387314652611	0.70552648862901	0.654242287308161	0.687889730819928	0.422523481772246	0.0290500973270126	0.0281865321745892	0.666467437765705	0.698643289838868	0.841029392643851	0.697811298048531	0.692846950204014	0.693375286072999	0.696336704085719	0.131225144751244	0.697914853778369	0.272441599736245	0.832849989943176	0.420100033864351	0.753375272215392	0.794781783551194	0.584070463575109	0.765306232593735	0.456388931239966	0.694475171269369	0.757055428511103	0.464823744821735	0.69212861353289	0.699934190661223	0.831551314942339	0.797536945433514	0.702246610303642	0.648694951274676
ITGA6	0.0415714814317844	0.584749078924519	0.414091148950779	0.624735311033573	0.422306404778697	-0.00477803537294818	0.0814463543450307	-0.132856298983898	-0.266775673065912	-0.252959456879337	-0.0765010658659583	0.461848144446426	0.504428223763999	0.38169821348918	0.671918879155393	0.61426922446586	0.0179198812120857	-0.375226757015313	0.45886375473914	0.792823145804471	-0.00512590449726664	0.57114148822313	0.530831489960443	0.0935767976579249	0.167803163068435	0.321976552301317	0.27564554101794	0.138971749842936	0.197613480946067	0.0533190206382736	0.395826581993156	0.0675228486490877	0.122836300943377	0.495529133339339	0.418436593627266	0.206319174445053	-0.160617251875724	0.141837479305824	0.0611285585024681	0.429000103720127	0.449435624309755	0.224872672752148	1	0.295010479229884	0.29287441641013	0.338463672602035	0.363515065482316	0.651743764150951	0.280442901407936	0.339592948461266	0.21499393819262	0.65838045232188	0.0775646683694671	0.333903136880095	0.0203878245943456	0.519547691198649	0.548396201296966	0.086452304186045	0.264304132392457	0.394860347787613	-0.433673886550214	0.147454172798295	0.153681231157963	0.0339298486020458	0.426403317291616	0.659914923287165	0.35042939307872	-0.221244002083511	-0.374668485214509	0.349787193520526	-0.176385861435037	0.211446111394095	0.586822735547707	-0.1171236648849	0.435713447482164	0.392295092342466	-0.29726062193347	0.355803237167138	0.184448533372049	0.444257095092662	0.167868665594493	0.366789234029726	0.298471774874673	0.175440156845527	0.322437753681002	0.134672406642672	0.43227779342142	0.0677308245682646	0.159247538336239	0.0850949389008964	0.350788679029324	0.0647813353206267	0.217023182707474	0.366755579278442	0.345753041094443
LAMP1	0.573435988927287	0.572579944458418	0.628300942582984	0.268875890049482	0.914662852939227	0.625935589142376	0.77417636938561	0.642037157865946	0.0459234846600968	-0.12369478400284	0.678903821480688	0.865790339758398	0.792918963705323	0.757244778527636	0.681510541102758	0.646453417640706	-0.0134878773109209	0.127467015711176	0.751617191043568	0.37871738103901	0.653148202426674	0.890646475397222	0.383205490460189	0.703901671233858	0.90207159010268	0.89839749941064	0.866964576655052	0.825742829358716	0.643216076856494	0.645836743605908	0.650791805957015	0.4712795789957	0.837737089958973	0.731224354787548	0.808418956124349	0.764647031406627	-0.0610243166253927	0.721609589111089	0.734159082795681	0.871906421393071	0.915861723518544	0.768714614054932	0.295010479229884	1	0.834175289044565	0.74041145067982	0.725859932222623	0.739177386763351	0.58649041938721	0.920122475373455	0.652160134835871	0.688764875038677	0.657357561173689	0.653172109496852	0.797535785886122	0.560013583221221	0.860253419396931	0.468137423381165	0.819859521280285	0.783754467384879	0.187173492616689	0.771338487582631	0.868260749015251	0.819928392087504	0.63189602396511	0.746204166994597	0.604798747111466	-0.327947433235515	-0.364370269733356	0.929083055914473	0.622737505956132	0.837093223352307	0.681770216517788	0.739184780221217	0.740725084540326	0.896373016577804	-0.223438417026116	0.865251502914758	0.69235588016892	0.881879281170912	0.819320332434425	0.929057702128136	0.885353896505022	0.71407095626524	0.742856210086236	0.693832201095159	0.805457685138073	0.768665115020195	0.804927947239139	0.762735235472784	0.85262854945597	0.813731658273844	0.855313719586968	0.936308381051789	0.900337262629359
