""	CD44	ITGA4	GPR171	CD96	CXCR4	PTGER2	CD2	CLEC2D	PTGDR	TNFRSF1B	ADRB2	TNFRSF14	JAML	ITGA1	CD3D	RPSA	TIGIT	TFRC	ITGB1	S1PR4	ACTR2	CD3G	SORL1	KLRD1	PTPRA	CD74	PLXND1	PDCD1	CD47	TRADD	NCL	TMED5	CD46	F2R	LAMP1	JMJD6	CD247	KLRC1	PTPRZ1	CD8A	CD8B	NRXN1	CXCR6	VSIR	APLP2	TSPAN14	ATP5F1B	TSPAN5	HLA.DPB1	PTGER4	STX4	SMAP1	CD69	PTPRC	PILRB	CANX	CD81	C1QBP
CD3D	0.946354638431261	0.965995720211517	0.866151908931497	0.990186959881188	0.986282066016287	0.957537132834043	0.990756374799765	0.946840764229153	0.982197709833253	0.888477794393806	0.824095038722276	0.938197612276127	0.937957735985527	0.91503539020301	1	0.962312174963776	0.982750011965343	0.461672606500138	0.877210824816503	0.976914382304541	0.91012329510302	0.986928044679404	0.524334697673211	0.951001278627679	0.409829176813801	0.247271070608122	-0.00307961588220641	0.969428096483589	0.723072298694015	0.980621399373899	0.910260351304991	0.854255101910385	0.626785481539007	0.498552929807363	0.438635374527737	0.915731718287497	0.990057731611652	0.953528839734309	-0.468673340675586	0.888301651693157	0.978941468259071	-0.380671573058429	0.973800346412564	0.39074713778372	0.328942109760163	0.8406121511635	0.517571079816696	0.270691419516351	0.547016318667253	0.978875310467933	0.84972556863207	0.74587762353181	0.966275539942148	0.986614314196443	0.441772760890759	0.619431820880613	0.319285553528352	0.803821322718654
RPSA	0.908382504749822	0.89567816448805	0.91208022086641	0.952059635823415	0.955976945912224	0.901306920938907	0.929700593296969	0.873134318191416	0.942856701664772	0.809164250795634	0.871661342120381	0.93687450939685	0.872382690234336	0.885693567220685	0.962312174963776	1	0.926227182608825	0.519356657723885	0.879773493172449	0.929694443252139	0.914134958744296	0.926692304446496	0.615780009754471	0.939234230655534	0.508167382461957	0.41247568781061	0.112385727256406	0.899563953519779	0.728062320938157	0.952963552076674	0.917128993482567	0.818046539690447	0.647153473855117	0.590017909125511	0.537847610241606	0.870790265202063	0.963888370158468	0.945177256890137	-0.39703199647439	0.902244516562579	0.912020494520222	-0.355524109463187	0.927917921722696	0.534081880805741	0.437643141585686	0.856198586790444	0.673695795180057	0.443262593451458	0.686285154481301	0.922664975393916	0.812620190447115	0.864479694160323	0.912763859171164	0.933050547771966	0.432243447220399	0.709245407867119	0.524537223390995	0.836752713199456
TIGIT	0.937038117132716	0.958848728261175	0.802483507557677	0.973833476369793	0.979583023049453	0.941138117053051	0.984046665440195	0.948925270645343	0.967976166300554	0.90400861301061	0.778133385038469	0.903416140653796	0.93103382077104	0.856436390798499	0.982750011965343	0.926227182608825	1	0.353511379037428	0.837906432591957	0.987323342883427	0.85817341437287	0.986385093673024	0.469815007088537	0.905166716080175	0.381125506807282	0.173332311417171	-0.107986300919571	0.970084525586543	0.701754543963449	0.973020342408764	0.897442924579167	0.839447685504524	0.563508087019037	0.393130561491802	0.362973652375284	0.907476315831695	0.958349518016241	0.923730611543944	-0.454037116766663	0.849985271980849	0.979576929763012	-0.360795426458415	0.977155668404573	0.277245879036622	0.288864836958937	0.80358460895246	0.449578601335471	0.199360690110228	0.478302043306292	0.988481482983948	0.86977726067603	0.674568921851708	0.981161091409825	0.979859548516341	0.378236031992747	0.565854814475094	0.238456116705556	0.812013106500264
TFRC	0.413118239992475	0.403000285286152	0.583063358321751	0.471012371006476	0.439792809294038	0.440884694460447	0.411976006759693	0.385976676035983	0.437181896902755	0.318719052069915	0.560321862606715	0.570752200547445	0.385211781617418	0.715461751985926	0.461672606500138	0.519356657723885	0.353511379037428	1	0.628854018256023	0.355068797638852	0.634175532803165	0.387522720422064	0.602109043339453	0.530350783076835	0.625869908359262	0.416814328272358	0.574747523677296	0.388113481945172	0.635032562614074	0.44394302774221	0.453763525237981	0.461996043839676	0.878764838172885	0.62657266706287	0.754796510227525	0.400998113031044	0.52232173668238	0.491648182224412	0.0891276235769059	0.491028140548764	0.37551418243968	0.083097776746879	0.390061905313047	0.697046540694431	0.455710596706165	0.617868273742487	0.574522325391629	0.475034373523679	0.472397481244091	0.368985777536557	0.353859151947695	0.677771005880553	0.341627569043864	0.43500760192163	0.808724664028695	0.690104523232199	0.520533742530635	0.35988841213685
ITGB1	0.755360034792225	0.858976926411646	0.731579660481027	0.853512181888925	0.833747785167867	0.88711677611747	0.861587699689118	0.862640832800364	0.855519875801565	0.825627986458688	0.663828391641656	0.847599003303595	0.874487024168466	0.894466727616125	0.877210824816503	0.879773493172449	0.837906432591957	0.628854018256023	1	0.828510109208485	0.936556373002177	0.863012429001932	0.576316203596276	0.853630693048484	0.485705373172697	0.365726672028716	0.026027330104405	0.846229040745194	0.717102479825386	0.82737811563172	0.825691560566562	0.874408343961873	0.740075572946766	0.39576156967036	0.499739442236431	0.844468416172217	0.893466956220576	0.79308781033681	-0.31125984625821	0.707524292217351	0.84302666373151	-0.291047754387547	0.803510970416201	0.499219127580749	0.470341036374773	0.774098422143057	0.680611346188325	0.206876925196851	0.526346660105107	0.834356175352999	0.797326555079837	0.810903438907209	0.787545725569604	0.88583372829695	0.56761658377136	0.726359683978203	0.470280206872334	0.800576930484051
S1PR4	0.962785277618831	0.933381862784871	0.83923026095358	0.967350593130087	0.980978582469725	0.904778390624681	0.970627523497086	0.906184411221046	0.95498787919582	0.846737381388977	0.805743875183658	0.920208527355799	0.894373354416304	0.85883074479947	0.976914382304541	0.929694443252139	0.987323342883427	0.355068797638852	0.828510109208485	1	0.835267285140729	0.971402392843355	0.480712011712951	0.883495033713259	0.400224121630062	0.196999813366892	-0.0345563643557939	0.945669298422657	0.686677233864055	0.9763992354021	0.888227986105316	0.783450453157027	0.559782152312942	0.45913966058104	0.4152747071193	0.869372481397711	0.945691906259726	0.917841358771845	-0.465140018865813	0.892298665786307	0.960521677773557	-0.365623975611429	0.986810413752756	0.320619272628204	0.260372710379019	0.817040768117897	0.436083623063218	0.261249182763987	0.522469863420247	0.996149799585074	0.83236903185599	0.667148361676176	0.989362263941148	0.961193093687326	0.366063219612513	0.546736758530791	0.273653874808589	0.786325142728824
ACTR2	0.792154607530162	0.900398503481135	0.774692048896204	0.891757949369679	0.876472684789515	0.925361910187698	0.897607705963438	0.903024906798268	0.902544769282378	0.87363885181862	0.743981007265981	0.884970645659235	0.900423819178904	0.908426800416037	0.91012329510302	0.914134958744296	0.85817341437287	0.634175532803165	0.936556373002177	0.835267285140729	1	0.894001160860124	0.667849712821561	0.929211597397871	0.495676401574055	0.413275629340249	0.0813993471852251	0.889502583836268	0.759020100804328	0.867981608098629	0.879901277906903	0.927720192930911	0.759685365606944	0.464658937392474	0.522236914325052	0.891973396142935	0.934691144465289	0.869317089664836	-0.328297711020392	0.756928500721854	0.884870896180896	-0.27216533135641	0.827881952810107	0.545276351207507	0.552899361997685	0.821817028307881	0.685603919202231	0.238257155949635	0.587638377996032	0.846285596131947	0.815561956327633	0.82895947202456	0.814136790207366	0.925140257061294	0.573268616777161	0.789395025001434	0.510145816074697	0.810887064631168
CD3G	0.919905668793157	0.988097281546167	0.793809335609458	0.978105947392323	0.974341284594905	0.971778872216865	0.996894146664812	0.974705590271039	0.98806089683761	0.925615154377851	0.768525305482242	0.893589622939246	0.968932226383377	0.881315892309801	0.986928044679404	0.926692304446496	0.986385093673024	0.387522720422064	0.863012429001932	0.971402392843355	0.894001160860124	1	0.48105971126851	0.942349026026461	0.378824040998611	0.163836112626449	-0.133303017462898	0.988750061988806	0.720071273496277	0.955599915758628	0.924207590876445	0.880907970175765	0.593673468734267	0.378348047304522	0.346873293223238	0.950154580501558	0.973495757605189	0.935248536501337	-0.435200645114874	0.833929247031907	0.996451542093893	-0.335453578010942	0.963636699548855	0.271794338000409	0.340977044836741	0.810705902411681	0.491784748195276	0.166407385932899	0.45873200554875	0.97957270609379	0.888825803583348	0.69390121211533	0.965862176959387	0.994409888829976	0.410412567054151	0.607621110406363	0.24542278640813	0.833165507199668
SORL1	0.525144794000261	0.471412655965979	0.592798805043355	0.521106515635888	0.571191965888765	0.455813132414865	0.491353297507066	0.443449832083623	0.513526547317159	0.45663859060611	0.669220768004841	0.644317936727507	0.428339420316233	0.527587904874055	0.524334697673211	0.615780009754471	0.469815007088537	0.602109043339453	0.576316203596276	0.480712011712951	0.667849712821561	0.48105971126851	1	0.533063927381325	0.562666239066304	0.773664829801262	0.409960651643151	0.483365788342248	0.698156603316262	0.543741503573569	0.613998262669075	0.530631662064969	0.641877140542	0.49133309947831	0.661281724106347	0.521389284685511	0.521477245410181	0.569639297624644	0.0207173084356605	0.560873118903266	0.471863784682896	0.0725572443625729	0.504840991116311	0.742988695346297	0.722843511291995	0.794294268256561	0.601350336543267	0.398234775095866	0.799185084121513	0.4976518225426	0.56642790485187	0.63855204571878	0.499883997674683	0.525661571569292	0.467520206301602	0.732592428514107	0.78795554145726	0.553887998771636
KLRD1	0.867656951537094	0.946643765400628	0.844597097278166	0.950079041436467	0.932836325221903	0.949111680455738	0.944653658249146	0.92532538619171	0.973214786792542	0.854113496762025	0.838930849019532	0.891721946116467	0.926219579774173	0.913370554701586	0.951001278627679	0.939234230655534	0.905166716080175	0.530350783076835	0.853630693048484	0.883495033713259	0.929211597397871	0.942349026026461	0.533063927381325	1	0.443496998958983	0.249288450175058	0.0172821609410526	0.937626045486172	0.742866499880671	0.908262456508564	0.922090395704608	0.874246661594593	0.668719038258445	0.516527301009192	0.436039316106883	0.939363345026305	0.97623367951	0.965135323734439	-0.367858983007645	0.849042570063202	0.945235197350008	-0.301923332176945	0.894966356851153	0.396845232546972	0.431838648147503	0.814556005781118	0.62377267821077	0.32941932747876	0.517815502361262	0.891463187293928	0.827630703750553	0.808258394817753	0.883665543571935	0.951091524212835	0.476011795257168	0.713457405257038	0.383482380234084	0.820700744661468
PTPRA	0.433235389902548	0.358277385445441	0.464967398098687	0.427478762719124	0.440320147214315	0.346013663094478	0.376209124496454	0.350088114101425	0.425970695820211	0.278501025509736	0.573321882169504	0.529228612306015	0.317891139454992	0.512493644062313	0.409829176813801	0.508167382461957	0.381125506807282	0.625869908359262	0.485705373172697	0.400224121630062	0.495676401574055	0.378824040998611	0.562666239066304	0.443496998958983	1	0.299781064091181	0.395747367859801	0.38273653624313	0.632554574995275	0.438035967562506	0.550526535191574	0.345097820146118	0.743412613994401	0.494789970310583	0.669604325191701	0.434108553811815	0.429832395006431	0.451703894032027	0.431448693409654	0.490037327054837	0.372772700118869	0.403981772078801	0.405633255323145	0.376074339174236	0.550980666346774	0.544364458096173	0.647229976041234	0.644315742685119	0.390761488165635	0.400966569281582	0.47275458628715	0.636664638734803	0.400186781746797	0.402638425926057	0.64565316460053	0.776584939509964	0.595463339311588	0.540872714191527
CD74	0.255291428539724	0.129362503944163	0.444859940478984	0.237124142285148	0.279923634404172	0.15729231612266	0.180232051785512	0.10958084350967	0.193343719969024	0.150385878656013	0.439430579530947	0.434651118494399	0.115714393760506	0.24732923563752	0.247271070608122	0.41247568781061	0.173332311417171	0.416814328272358	0.365726672028716	0.196999813366892	0.413275629340249	0.163836112626449	0.773664829801262	0.249288450175058	0.299781064091181	1	0.517547412153181	0.139762813076985	0.265403330311559	0.273220209293081	0.276218470170865	0.261894971735729	0.299652490365974	0.459597399526514	0.545288546684027	0.185462135199945	0.252931126494741	0.295916958244251	-0.147390639380846	0.350834110001012	0.141243260147972	-0.231594509183648	0.223100245965438	0.845017552256515	0.488117846517613	0.482913911394169	0.486148127655652	0.381164913427546	0.897560704776639	0.186204223657829	0.184812166310977	0.468872150852044	0.193174945288682	0.211836950891031	0.159123921120127	0.455371050790919	0.850941412990547	0.256535668010783
PLXND1	0.131404978011435	-0.186017445612593	0.395023484342042	0.0222718590494819	0.0253256586639942	-0.181354960853289	-0.10051676425191	-0.239726023422821	-0.066693368819195	-0.316751022714288	0.370518570848968	0.256511570076083	-0.249541771317594	0.220267514547549	-0.00307961588220641	0.112385727256406	-0.107986300919571	0.574747523677296	0.026027330104405	-0.0345563643557939	0.0813993471852251	-0.133303017462898	0.409960651643151	0.0172821609410526	0.395747367859801	0.517547412153181	1	-0.162784709278491	0.0796175914016379	0.0659028698911236	-0.0767703306161592	-0.205505688819049	0.381568063540947	0.755138806596798	0.755256198590984	-0.223601215903252	0.0237704394291449	0.100246828235108	0.00696200326759912	0.326758614043496	-0.149889528413442	-0.0400577528053527	0.0110628415576646	0.710024653685062	0.00795469345567354	0.238480728642756	0.101123679527647	0.683895312323324	0.529252414107958	-0.0585882861453317	-0.264627658775676	0.215941508073887	-0.0408932987880224	-0.102339520303008	0.41737185567313	0.172303146770153	0.501528564190331	-0.243708238618625
PDCD1	0.906031775000955	0.992500717917524	0.75225342735849	0.960558793677399	0.959603747186859	0.969611437325459	0.989898646868633	0.978610961681351	0.980559052623482	0.934528703161347	0.759642873917587	0.884342848184323	0.9617155603372	0.873288324885144	0.969428096483589	0.899563953519779	0.970084525586543	0.388113481945172	0.846229040745194	0.945669298422657	0.889502583836268	0.988750061988806	0.483365788342248	0.937626045486172	0.38273653624313	0.139762813076985	-0.162784709278491	1	0.745266877118912	0.942587988368829	0.928757699129412	0.887400032175267	0.601768417935186	0.354139879824788	0.315628498415008	0.964015289673959	0.958488170159811	0.921381809824722	-0.38513963345519	0.807792949502875	0.994879397376452	-0.283906621489153	0.944339038235774	0.240629397374853	0.370883764663033	0.805868383534878	0.493768328889167	0.139739276494318	0.419558006622452	0.959950010090345	0.904246476032025	0.672832374432183	0.952485212407173	0.988626891445041	0.398281937334309	0.630196297779473	0.23238767789954	0.841760067797011
