""	CXCR4	CD2	CD44	RPSA	PTGDR	PTGER2	CLEC2D	GPR171	CD69	PTPRC	ITGA1	CD3D	CD3G	CD46	CD96	ITGB1	ITGA4	CD47	LRP10	SLC16A7	NCL	FAS	S1PR4	KLRD1	LAG3	CD74	CD6	CXCR3	ACTR2	PTPRA	SIRPG	NOTCH2	TNFRSF14	ADRB2	TNFRSF1B	LAMP1	CD8A	ADCY7	SORL1	TIGIT	CD247	NCR3	VSIR	CD226	CD8B	ERAP1	PILRB	DIP2A	KLRC1	TGFBR2	JMJD6	CCR5	KLRC2	F2R	BMPR2	CD63	TSPAN14	PTGER4	STX4	CD151	TSPAN5	SMAP1	EGFR	APP	MCFD2	CD81	RACK1	TFRC	ATP5F1B	APLP2	PTPRZ1	HLA.DPB1	IFITM1	TNFRSF1A	CD82	HAVCR2	CANX	CD9	ITGB2	C1QBP	CD4	RIPK1	LPP	CCR1
ITGA1	0.632534639896179	0.773329157453622	0.803659396695544	0.366232567787465	0.68247388388982	0.430092583791603	0.518240291691944	0.615541128859092	0.56123209659995	0.787606154632065	1	0.50265311548617	0.519443231558755	0.346513851964543	0.796561339030746	0.917384592318089	0.688966647035627	0.595676002264666	0.661053010450958	0.509936850911593	0.353512180249209	0.613281681531461	0.579952898404668	0.763950121300602	0.54170238060997	0.550807554317999	0.60540753846147	0.738948864782543	0.689549447307869	0.391555952905116	0.517553948018027	0.463885218974349	0.592809048351493	0.667065005714641	0.666403384739782	0.304744376042907	0.516657086792663	0.585023753067909	0.597969790438545	0.798831706471026	0.7783853291992	0.712502116996466	0.711977107431813	0.512911087768236	0.498526612204899	0.764451038123739	0.593140132201208	0.416284652439945	0.752548441651216	0.797549928345169	0.375473974809645	0.56779393365887	0.624984475065921	0.768091198749801	0.403514637584611	0.456834119392438	0.684210796444836	0.573410425907697	0.254831214365239	0.105661943803744	0.289657098715429	0.502883689726328	-0.103420702587953	0.000703050296869752	-0.430965144838583	0.738218572806464	0.313690682638536	0.243876218493864	0.229857099186168	0.229771852916039	-0.0470951552574462	0.614978309648352	0.807960771338598	0.698980512463279	0.0339479927528923	0.760328073495107	-0.0593915967161935	-0.111921103110921	0.763155198595317	0.0804101514993412	0.542616490248105	0.56174509514793	0.442210637452841	0.700344111113431
CD3D	0.944229755590231	0.910514276626295	0.796602682614245	0.899346487279758	0.365953558707769	0.943366417777675	0.895119897014818	0.918506032559778	0.961876945509009	0.821911572631669	0.50265311548617	1	0.976218559031501	0.681226494684051	0.794943473107757	0.582444080003051	0.85802729963144	0.797772727987965	0.615109850529913	0.802267561474882	0.58458155873149	0.862999766784949	0.782044748532763	0.274993949193501	0.941783675397476	0.400941541725425	0.918923036422676	0.866008867658853	0.728351462532322	0.454805779911742	0.853610627620638	0.408961057582398	0.869242474771434	0.722797641390716	0.867059016736171	0.611148636755202	0.888332488324331	0.709588189058348	0.700798920131642	0.500890802152517	0.298834697186322	0.649594622774722	0.779743238141069	0.917114259069129	0.865108348411341	0.715907839355591	0.518132461715054	0.598664657282781	0.20022112111984	0.795469715308337	0.173982021290682	0.322377676588848	-0.0175805464782038	0.671825122883593	0.412646622928515	0.333866254544504	0.952509714102289	0.932805810337027	0.340563237449428	0.261290646100294	0.648545893289894	0.789284479780627	-0.164414057374103	0.00420170033087959	-0.171012878859819	0.432518317495802	0.846307551391331	0.634967782846384	0.400538542864011	0.188639701084081	-0.118657162680472	0.467120436601817	0.650806046480555	0.349392193917928	0.00678702780445649	0.384312518155223	-0.0067459139702135	-0.140722371108989	0.678802004037082	0.487059969570424	0.821748863347199	0.782178772122617	0.174306129717758	0.0684119041076161
CD3G	0.928397580628205	0.904006295777151	0.782447765108523	0.890259519672169	0.360504956568821	0.967382932008137	0.931764525384478	0.919897220640023	0.966677232861626	0.809964395015843	0.519443231558755	0.976218559031501	1	0.693516315026099	0.768740038722867	0.555057650273856	0.827341902062208	0.813106757868932	0.675011027888798	0.811347033974264	0.669375784939196	0.858625646213742	0.696112563144236	0.233020804967775	0.922844338122398	0.317549819551846	0.945884183920715	0.841972279862115	0.745283196121312	0.527780968253145	0.924186888699486	0.381596680140141	0.813401996995714	0.66755704399512	0.818411227901861	0.618588562436751	0.952605536884861	0.657922374530363	0.673273556453148	0.514321037795303	0.252888375991973	0.624898483239472	0.766001880728185	0.942519645467337	0.930882061630314	0.784305639578323	0.443126803729277	0.66540346182142	0.165934321252146	0.845451858857693	0.189839847919854	0.266856298347625	-0.0622923737323019	0.635821511389306	0.483582384071668	0.383411673672769	0.944531018009401	0.969269800576411	0.451743007060944	0.311608087704118	0.656988046196622	0.848293322865	-0.115099421430019	0.075947133769143	-0.0861370902546299	0.410720039672817	0.850155465172363	0.712612269102679	0.461540691515107	0.218258139858881	-0.0668354913957516	0.38101664376382	0.597540677576762	0.308804902586066	0.0507149283844848	0.393063483526993	0.0710631290450093	-0.0626453708726606	0.600336436911971	0.569919242275012	0.773492040230052	0.850954546855218	0.177755737018902	0.0511027941747916
CD46	0.638791346534446	0.552779038106565	0.582574007546423	0.655538609951653	0.347579844258419	0.646963098570152	0.661973028836632	0.719944782713169	0.683449723901319	0.505145143184862	0.346513851964543	0.681226494684051	0.693516315026099	1	0.472630930602682	0.438611586038478	0.54030079839295	0.756819090958027	0.648114483358131	0.828342566945323	0.712617780493552	0.498671776890839	0.495278079668655	0.0997208373175547	0.635954104759815	0.279698064346646	0.630783229859371	0.467697444355392	0.760550028212384	0.757145874150191	0.607916038620939	0.687578770937233	0.737303640048304	0.506151814893658	0.6397553219964	0.879732751715361	0.632735051001715	0.490562780767849	0.738726823340291	0.268766421008321	0.100247228991359	0.29571625545484	0.499779536126206	0.628680348153592	0.578783794221913	0.589602842654254	0.62885667814776	0.727432345201135	0.0422608585445906	0.622671679601605	0.263627430126346	0.177449932740249	-0.105545228250131	0.599373906732938	0.730151972253034	0.605007227174039	0.756289351440061	0.679482029151303	0.58552636309532	0.567956968317347	0.835182539783519	0.753218621644055	0.408914314480836	0.510179898285002	0.175153447517207	0.589460074857113	0.651022578520748	0.597966244310411	0.592840240827099	0.586015624505405	0.441675508955209	0.215874476520448	0.32799408043034	0.533074475334765	0.522621710924257	0.523184800558871	0.456130117390252	0.410371753043253	0.425882228132684	0.515100234818058	0.653576350023669	0.713998383799673	0.593345663171998	0.131084187124249
CD96	0.912885471312258	0.939997462371795	0.960011357719085	0.664067258426121	0.747926856850919	0.70913731600604	0.79637115390187	0.825497466825575	0.838082847019209	0.983033545054868	0.796561339030746	0.794943473107757	0.768740038722867	0.472630930602682	1	0.865644847778234	0.89610737044046	0.782582731708564	0.691968778713288	0.700871302965982	0.403684431932704	0.867434542608066	0.858027235550409	0.770348665040779	0.808140718755124	0.538076368212768	0.729047887548962	0.903614813584355	0.659303347494648	0.354886906415979	0.669497407908566	0.43015597348219	0.781369472917552	0.931419328020828	0.813749615805843	0.339313484610001	0.702477381546921	0.837218532194964	0.697108040979316	0.880035071478617	0.788882320646668	0.793029794584028	0.755943209031759	0.678987454874114	0.70826172921071	0.816616363114088	0.709512898318119	0.473246460235397	0.704247708443153	0.856131024657952	0.20228468712783	0.597952606244791	0.526212501058679	0.730135509872199	0.213131379262859	0.286742084280521	0.86149047593681	0.772757663696279	0.11533912882605	-0.0691662106137716	0.444319711414236	0.632206691817906	-0.281319238968526	-0.230386165637503	-0.512639752486142	0.586076292230518	0.59611773177428	0.267789597025508	0.162597482642684	-0.0290169503153557	-0.228330156834463	0.691444056896308	0.920946193440073	0.60068905227692	-0.153100549953111	0.662675240497676	-0.215631505155855	-0.344061203256469	0.842306761986601	0.119285305907678	0.731006386130607	0.6236110966011	0.260341610113314	0.532551979560233
ITGB1	0.747944643819352	0.804618246222224	0.889546759813582	0.522274752483189	0.735266587574766	0.472745947451415	0.566972017662834	0.689346515496618	0.638934358551062	0.847949174710462	0.917384592318089	0.582444080003051	0.555057650273856	0.438611586038478	0.865644847778234	1	0.822282514476299	0.713336476170265	0.671869455741267	0.657335615817379	0.357010813600239	0.649471232065833	0.789878839717116	0.820684608917831	0.562289006964314	0.734006160801503	0.60531001646759	0.822159098383908	0.74163026843716	0.414950955794297	0.457430279506785	0.632011392041363	0.76802024369201	0.806160316285516	0.804227261120363	0.424650152107771	0.473045193619085	0.78341268868467	0.699306990541898	0.779212554176673	0.825097078029907	0.796242453351066	0.791448056529355	0.542320864248859	0.466797917186823	0.721769843988835	0.811345831084609	0.434577112151291	0.823261937686671	0.772219635520208	0.382244184784286	0.519656813391533	0.688013179837996	0.758053402772565	0.347028674776335	0.550070548138544	0.737253390054704	0.592612476831152	0.208772053884147	0.0693548452255456	0.399407387787548	0.571581253988114	-0.07176198613673	-0.0234793739639569	-0.497804516565357	0.848010172389561	0.475970547983184	0.184615770366925	0.22812535572185	0.230106347137358	-0.0202957822287692	0.807442977067041	0.927989356245515	0.8195392926737	0.0681339108213265	0.841356757138531	-0.050636465748568	-0.111781564503953	0.894132430517799	0.0879692502196649	0.724972123395302	0.500000239677675	0.543138442463925	0.733604347975617
ITGA4	0.934060619508594	0.90974657396677	0.87969414669418	0.837497710339485	0.566745087214649	0.78351616481358	0.817456474108934	0.874227160581137	0.886059478730196	0.878259274596672	0.688966647035627	0.85802729963144	0.827341902062208	0.54030079839295	0.89610737044046	0.822282514476299	1	0.766438765664611	0.6153475506207	0.812032624437714	0.440053090408879	0.811243178958625	0.87758874976158	0.573981040508901	0.79032946404812	0.621484426270706	0.812805139251519	0.940801371567366	0.714578685394175	0.341748251641775	0.683873979926463	0.475165530576128	0.860722514403746	0.802679062857846	0.905555840684535	0.490176540385335	0.729263528485536	0.86446502777406	0.693786802191436	0.624261524308516	0.563633592339392	0.811885247937246	0.912981344272736	0.838938150966636	0.732039768370526	0.699173329097523	0.655262445521713	0.48642476684359	0.568018831285895	0.794169622364975	0.285002140454119	0.275855353633767	0.322031393893136	0.653294432416952	0.285986995066149	0.395776443954698	0.880075419413699	0.834172867051479	0.240963866543965	0.0760888270266095	0.473154658581268	0.712770943317889	-0.258459599593918	-0.137878588207378	-0.396086248623617	0.603058154406869	0.769080983324321	0.416661576174362	0.279748700426028	0.0949705351836763	-0.210710227955555	0.718046943542258	0.876669433589327	0.542755994098551	-0.0968535351285691	0.615087880392808	-0.122421600931729	-0.244815115614954	0.83248962301935	0.302501699185348	0.889164654678597	0.602582635081474	0.290572133970607	0.324998013643629
CD47	0.856766574891784	0.805179533135764	0.852951635549044	0.75173580232316	0.542530995719209	0.785301913854873	0.87592888709705	0.816220727000591	0.827033610557508	0.837028630012934	0.595676002264666	0.797772727987965	0.813106757868932	0.756819090958027	0.782582731708564	0.713336476170265	0.766438765664611	1	0.898643019560482	0.847437138040994	0.756568502752818	0.737795939032063	0.698072348043408	0.405883077095605	0.755688217932995	0.504498532875813	0.761608956405251	0.742723190947158	0.789415237407669	0.774537578587931	0.758247556767181	0.694230406545684	0.822567921155271	0.766133509825471	0.763715860933307	0.721455840935886	0.773475349756882	0.737176114166759	0.820894262405952	0.62908912751788	0.433448230587333	0.627334773218652	0.692927045624165	0.743515476401002	0.784207829612347	0.856789242006387	0.747306148218034	0.81808866202528	0.359308126924446	0.876912309591129	0.213303871093014	0.42148407754868	0.173515154553806	0.655145007890842	0.598645187840024	0.636177349138776	0.856440091304717	0.843021211362406	0.515042863553066	0.326730242252494	0.828034613306284	0.872224050217686	0.181684931990593	0.289823713304902	-0.0889685626994191	0.668212550655929	0.769778626949833	0.587090645827317	0.398209363647698	0.407203091830458	0.241525912294188	0.534269787005859	0.636044242931379	0.638109675726518	0.312506196292911	0.608966297046262	0.334115511783437	0.190775358435199	0.631542371291117	0.497510147734874	0.751851558139265	0.812939434619029	0.5116695256238	0.418620704974559
LRP10	0.681255683593909	0.70247743617533	0.736832726190118	0.513108758989477	0.535314294742494	0.65673835981837	0.804682337690837	0.655066903241194	0.674466744315411	0.754791192174191	0.661053010450958	0.615109850529913	0.675011027888798	0.648114483358131	0.691968778713288	0.671869455741267	0.6153475506207	0.898643019560482	1	0.737247245021743	0.764970868066913	0.640491492668195	0.43707996571711	0.38566861541703	0.639515431312445	0.448441500778821	0.6336181360404	0.595944841678302	0.702616036175211	0.816935566887569	0.753064422815246	0.617676004164871	0.632082799804378	0.600309403741479	0.545961917445952	0.62112603449689	0.730173801083336	0.520215765795427	0.820192285587228	0.646552927854906	0.412122212029291	0.522278245925648	0.58838012491612	0.64888379042809	0.754715119738693	0.901968838863305	0.638565435744514	0.902761989083552	0.324647222273386	0.907930400396579	0.114850573032263	0.498504958085246	0.154977000450311	0.620992978181933	0.705399764538138	0.638878697347964	0.744346479441948	0.7453348378336	0.586345832800504	0.396464216812115	0.764040700424345	0.814746336435302	0.3293128721792	0.428333510436175	-0.0526806341753458	0.638981313967901	0.560707788812855	0.606241749139269	0.322615431405123	0.506420200086594	0.393602425064051	0.418870626893635	0.507412378236069	0.608149919094291	0.41505723485259	0.627779919669687	0.429014644269088	0.313839154363759	0.46170355185419	0.470978283554986	0.52307496352408	0.82246706094894	0.613969375696702	0.531351078868144
SLC16A7	0.834409003826201	0.742820025886474	0.748009897986306	0.808373548032668	0.525528932224124	0.778007959181343	0.822786488583966	0.885769384718809	0.865753144961179	0.71400607334564	0.509936850911593	0.802267561474882	0.811347033974264	0.828342566945323	0.700871302965982	0.657335615817379	0.812032624437714	0.847437138040994	0.737247245021743	1	0.659874944667294	0.641929914897797	0.703780388050683	0.327311171218433	0.708062151204229	0.456365733587196	0.752618818201949	0.706537774532234	0.77536725479047	0.677140346498685	0.70746671594868	0.658261115809497	0.818236039195802	0.655006746611114	0.780558966714216	0.7628380026303	0.744643985526499	0.716106286741905	0.771871524099698	0.427613697997986	0.308435723826379	0.581034958480421	0.722957106567292	0.792959368536259	0.70713118293506	0.689246492849662	0.70190582138118	0.725268666178929	0.299701396795981	0.787076176849544	0.209839511514254	0.153697170754858	0.0466936010972804	0.591005030648699	0.575986943585224	0.612771766954495	0.857822105026794	0.824371076140523	0.536563094622503	0.398724505187989	0.779274323027228	0.838870783545647	0.176822016184836	0.271365234498696	-0.101776462527161	0.630320674104034	0.789353799781171	0.553521607877875	0.504202431442996	0.388754793670145	0.220919447925023	0.457090394214733	0.608144940674148	0.569770823748077	0.307714398989415	0.60335302757076	0.237904062165735	0.1862404887316	0.611688834138019	0.481351186651038	0.810552114149692	0.708999990995487	0.547669767508281	0.239006751809929
NCL	0.557167817903621	0.540273583135629	0.531212928987048	0.636655736216072	0.132133479555742	0.699489983018208	0.685722832263321	0.540221893417539	0.61661369542266	0.494549279324578	0.353512180249209	0.58458155873149	0.669375784939196	0.712617780493552	0.403684431932704	0.357010813600239	0.440053090408879	0.756568502752818	0.764970868066913	0.659874944667294	1	0.561113592697099	0.250467084865702	-0.0290219892424311	0.54465395723379	0.191413913182553	0.629212590391918	0.460018879388196	0.749509484958726	0.895077122156367	0.753997104219583	0.562950570549955	0.530002228322653	0.307910431734466	0.470132155365804	0.741676036746354	0.733318549031412	0.330842687071177	0.554970716216125	0.288765473518277	-0.0110300486648977	0.412837605759935	0.498003516962094	0.665156970856689	0.739925071197761	0.743764315425395	0.399528888502202	0.888144680492632	-0.0702363895030417	0.716536293700143	0.441338670853057	0.181492194780283	-0.210656836325123	0.352568129712009	0.739960162425256	0.732431034399104	0.625709254406035	0.723918616913376	0.857054310001351	0.504650851915898	0.772375101291684	0.893110962608788	0.385722598036739	0.585489678374076	0.501493893237447	0.459137416933	0.718198260380403	0.84595814459607	0.628490799610509	0.598241889781865	0.424242281068383	0.152150308692404	0.230407787596734	0.344748830615383	0.456469147862091	0.355425313698982	0.709635719974268	0.497698573299355	0.197126695460015	0.864849526920549	0.399156375703203	0.871531263906233	0.423775988420745	0.179542180627401
FAS	0.875643176834645	0.909138619121836	0.85942443002452	0.752123575583835	0.426760207383098	0.825875497679871	0.823107973124274	0.758334085279644	0.846429271026222	0.885596954928147	0.613281681531461	0.862999766784949	0.858625646213742	0.498671776890839	0.867434542608066	0.649471232065833	0.811243178958625	0.737795939032063	0.640491492668195	0.641929914897797	0.561113592697099	1	0.709749274192949	0.447734722165789	0.857990275764917	0.377971427093423	0.772462563585642	0.873308422451028	0.671605486892339	0.39739381479708	0.782825698345587	0.313646630387521	0.741121415537902	0.781709326205597	0.779375861317991	0.394346054105047	0.801507434150386	0.661363795484031	0.620747060223335	0.727512868529425	0.497042360565154	0.671423066460684	0.711432799523929	0.767311752736373	0.824796282251482	0.808062896781125	0.513002680174021	0.552172829696051	0.35806542718168	0.814240991182831	0.271865880541091	0.487181854943845	0.219356710029599	0.633045631230626	0.295606996172941	0.288578309187676	0.853376462914597	0.822250048015531	0.251850937429544	0.0652265401270851	0.48710708963697	0.7343143177231	-0.233683052949007	-0.104299582577774	-0.215100248762439	0.445365102038409	0.72067885991839	0.528045688599215	0.360279450674857	0.0698244017400147	-0.190682186345996	0.515538196971708	0.717349810543849	0.361020982697531	-0.102680611752129	0.46926523822895	-0.028577496645566	-0.238407627861319	0.663522288251273	0.416435484564598	0.657263080813187	0.746041999810596	0.145311164538281	0.25874917364068
S1PR4	0.889643661440599	0.816111765141221	0.851465120903168	0.761278650974991	0.62445838763154	0.6406803522461	0.647161935186342	0.803869970398876	0.793735864421267	0.831930288906665	0.579952898404668	0.782044748532763	0.696112563144236	0.495278079668655	0.858027235550409	0.789878839717116	0.87758874976158	0.698072348043408	0.43707996571711	0.703780388050683	0.250467084865702	0.709749274192949	1	0.662800177509519	0.707328096775721	0.631091158376363	0.667945395343459	0.85441427647438	0.624215528862275	0.216468884191735	0.461147793994556	0.487388544497463	0.868257359237175	0.895997125558547	0.890702562171278	0.412362537992143	0.519176714251293	0.922340225756181	0.598020226703336	0.623348095780091	0.659658559469143	0.758634242310661	0.737312920563858	0.610290499014451	0.499900803032006	0.534984258881727	0.759331404713077	0.270037375404241	0.638220752745309	0.616385699465433	0.224094812241154	0.362608705611766	0.480705173055668	0.647687711885148	0.0909020846639689	0.283770818311784	0.787770695759022	0.65799723259035	-0.00279180553560657	-0.089370514886716	0.413685451078666	0.539113034507507	-0.315646485156393	-0.291256914642718	-0.508406510562175	0.581112540283442	0.684269742978645	0.139166576501407	0.188333904564941	-0.0482824313417805	-0.284740931425444	0.776845025777463	0.899128206065612	0.590962257513866	-0.177998486250264	0.586808255318885	-0.2850724446749	-0.356561881638837	0.881652484091472	0.0738978680934928	0.864905231059886	0.407166137703781	0.216628059641233	0.359206293479993
KLRD1	0.504347149133123	0.579811270142726	0.719845421140553	0.154193200178712	0.888702863855113	0.128588807122645	0.305465970823092	0.450578653245418	0.355811266754639	0.70570593314817	0.763950121300602	0.274993949193501	0.233020804967775	0.0997208373175547	0.770348665040779	0.820684608917831	0.573981040508901	0.405883077095605	0.38566861541703	0.327311171218433	-0.0290219892424311	0.447734722165789	0.662800177509519	1	0.351777090130741	0.515010850203978	0.270674102794515	0.558571013523499	0.351785470688462	0.0459941179686426	0.153260053915354	0.285769521156803	0.438590449104839	0.755705951505369	0.490993311139478	-0.0213583068763033	0.164216354580635	0.633668423962309	0.385194129738141	0.849861975610253	0.983766958513036	0.579644024176912	0.4237805348855	0.139529780687983	0.158913248405811	0.505932150322645	0.648886225846766	0.0430569053591861	0.970957511993221	0.498224533104483	0.194111462511171	0.620661279607155	0.896543721179803	0.58111383689683	-0.102729852466438	0.120106098660772	0.424245363261279	0.247815134065703	-0.194809639245318	-0.381517849514037	0.0168081486848188	0.144522004695919	-0.316984969142962	-0.4209567943867	-0.714185746945678	0.54146518621163	0.0789182943350167	-0.292663054618367	-0.0814859830177601	-0.235303848616015	-0.286783956872949	0.691303583947813	0.84268827485584	0.664874116406017	-0.261582352196821	0.720268922822143	-0.425717195940376	-0.438838820662563	0.750987122294925	-0.384137514501578	0.420620282239033	0.116274929188851	0.258529607209189	0.744958785887339
LAG3	0.887349021389836	0.903250141121741	0.785481507493367	0.75323567204885	0.459848828902203	0.88148307150061	0.881861160810926	0.881486260612381	0.896840100015076	0.836853310253706	0.54170238060997	0.941783675397476	0.922844338122398	0.635954104759815	0.808140718755124	0.562289006964314	0.79032946404812	0.755688217932995	0.639515431312445	0.708062151204229	0.54465395723379	0.857990275764917	0.707328096775721	0.351777090130741	1	0.341211094968569	0.891975221061402	0.796004944065509	0.67148576527718	0.420022239579946	0.876178969061015	0.328370191341039	0.792243430248422	0.716817263094449	0.768641974275318	0.515677424741074	0.884261110792832	0.643264510137847	0.687750549730538	0.59511472923296	0.370177974616568	0.562671681338164	0.69823708732291	0.844098241488691	0.856226049458441	0.759233750100379	0.465737267618128	0.601018996950979	0.247850944791686	0.810596511921382	0.0818475022814524	0.504900858556542	0.0298559460736393	0.716884380036715	0.401319749624153	0.220928883669671	0.920405585603552	0.882453121155507	0.297656744059429	0.175085621719721	0.59127552488655	0.700913363947386	-0.179692411236123	-0.0455414874649323	-0.215377007622419	0.364372097743889	0.699355533198262	0.592277210154588	0.30900068242624	0.145473553278034	-0.136097383255648	0.42123592275919	0.616516216175266	0.364550672682836	-0.0398026242000779	0.432638200955048	-0.0691866772853676	-0.191632702753004	0.628135539009741	0.361090545675718	0.727602374713545	0.776433865483029	0.151476841340987	0.137952328132461
CD74	0.499993778002288	0.511920993411411	0.577431798133798	0.412234666825341	0.419161273116488	0.291870520727394	0.351910802268746	0.417863718890858	0.384088914200023	0.536276487247874	0.550807554317999	0.400941541725425	0.317549819551846	0.279698064346646	0.538076368212768	0.734006160801503	0.621484426270706	0.504498532875813	0.448441500778821	0.456365733587196	0.191413913182553	0.377971427093423	0.631091158376363	0.515010850203978	0.341211094968569	1	0.373354300737462	0.568085395128834	0.509551560143026	0.219912169223508	0.223021407172321	0.528173102187104	0.636749638887207	0.502795448020575	0.619536296119216	0.420174558395696	0.193503841375808	0.555823900944101	0.678878195826293	0.377137570709284	0.508201286964363	0.598312883072185	0.683120455532696	0.407619298028218	0.206668226555916	0.375776655307552	0.696009212800301	0.303637353140897	0.534882117112765	0.454765277916234	0.27520471192519	0.336543547305537	0.422296300184515	0.542806822945776	0.196227725726113	0.500324382864188	0.496522738634721	0.334060791759462	0.0993278917219268	0.0372108459717095	0.251911877981293	0.365569918567584	-0.0667684891053452	-0.002326652669733	-0.363607247274821	0.698604909724431	0.412093463582404	0.150758863155148	0.0878774553434703	0.284581673369274	-0.0187635693679992	0.935730338574051	0.667255472510786	0.616168926737854	0.053732561037444	0.644150657696395	0.0365607740529594	-0.0678241386133394	0.704142863360222	0.0951938836279689	0.657934196309826	0.224887566624704	0.47398699104249	0.545054511667759
CD6	0.876022004490325	0.899993209392219	0.759289623097912	0.830984331974965	0.365574560723348	0.900914009025991	0.85033287514737	0.907464058390237	0.902818061798167	0.775431617530671	0.60540753846147	0.918923036422676	0.945884183920715	0.630783229859371	0.729047887548962	0.60531001646759	0.812805139251519	0.761608956405251	0.6336181360404	0.752618818201949	0.629212590391918	0.772462563585642	0.667945395343459	0.270674102794515	0.891975221061402	0.373354300737462	1	0.83967173277501	0.788948984648656	0.50158296508975	0.903096210804827	0.408366086624003	0.790338731174408	0.595250370408542	0.827897651182272	0.599854698857037	0.918819928822907	0.642649690319096	0.627114066220573	0.483357773917877	0.276529144441623	0.662205925690541	0.833562071245013	0.937546690730071	0.878067257694796	0.759490590236859	0.400760259979956	0.61240428648475	0.238240807528885	0.82669867878669	0.278939552332194	0.274861348648797	-0.00027957630553543	0.65320978174321	0.506397734834544	0.430550974355396	0.909659717652711	0.939208739732206	0.489600832905782	0.328214894188159	0.572920843825898	0.801571846358442	-0.128365863401879	0.0838434096751898	-0.100689257112006	0.467144357272757	0.78315267750749	0.707766254063318	0.46007517973764	0.273524439568713	-0.0794102838073699	0.421357408491185	0.613507622572669	0.381739074405756	0.0561429640119253	0.448205226388898	0.0648896563430243	-0.045853061536254	0.649830941126848	0.535710824697283	0.784137754606176	0.829888755485334	0.193611590593019	0.113569311927498
CXCR3	0.931788286153736	0.952639377087067	0.906261222331932	0.822257815373813	0.468044127641931	0.803541000904633	0.764225949633094	0.817937853275381	0.877967210967646	0.911213450197715	0.738948864782543	0.866008867658853	0.841972279862115	0.467697444355392	0.903614813584355	0.822159098383908	0.940801371567366	0.742723190947158	0.595944841678302	0.706537774532234	0.460018879388196	0.873308422451028	0.85441427647438	0.558571013523499	0.796004944065509	0.568085395128834	0.83967173277501	1	0.746749252293678	0.348755562896623	0.708007992769733	0.478518471223379	0.845664934006796	0.813457695684663	0.915111456068311	0.429361158203753	0.748521345554234	0.828520703882912	0.652148673544604	0.679497449841179	0.585518723876771	0.881222426477428	0.905759013669555	0.821527146133669	0.7560389299226	0.737413927697583	0.603215244710117	0.469258725066936	0.543733525464133	0.811548553661126	0.340356342797319	0.371167929490271	0.37822929428775	0.639192726271116	0.275310706222226	0.400496466459058	0.887472668031827	0.836128237568047	0.226150642942879	0.0933617580551496	0.439146188041151	0.727423812420393	-0.275325651978989	-0.135389962686707	-0.371601685539588	0.607213079245161	0.753713006979727	0.451040635859246	0.264344890316897	0.0921287239297951	-0.22661859949121	0.686824059633465	0.895162184800262	0.505787366833889	-0.101901363263856	0.563337683702975	-0.123291468501649	-0.26049186403284	0.84736735918951	0.349659027375264	0.80428301757152	0.673507277948791	0.217708306445701	0.38454425474934
ACTR2	0.744626983777043	0.770987615136789	0.784828522582628	0.721615940071563	0.385704073189599	0.6844266923232	0.644046855709533	0.753528293549985	0.729702982715114	0.699408729146663	0.689549447307869	0.728351462532322	0.745283196121312	0.760550028212384	0.659303347494648	0.74163026843716	0.714578685394175	0.789415237407669	0.702616036175211	0.77536725479047	0.749509484958726	0.671605486892339	0.624215528862275	0.351785470688462	0.67148576527718	0.509551560143026	0.788948984648656	0.746749252293678	1	0.733625801622768	0.675402791454122	0.746774822658271	0.833608941616286	0.615415346024496	0.839457198899444	0.794070242145753	0.687899104265696	0.634797929610402	0.701673055653039	0.490511260097847	0.364484591035444	0.628663013022072	0.78304146946029	0.725777669887346	0.648389638585187	0.772155392747579	0.679021925060135	0.686265148370813	0.337339753616257	0.788817547234536	0.562206547758859	0.323510087883846	0.207819730217808	0.69797692499152	0.700236440436653	0.778932802852976	0.823380969095812	0.757611551891121	0.677949208279646	0.465750469225341	0.70933499552944	0.831197394920835	0.233499778710825	0.394507942458997	0.0414370709534618	0.809596148517977	0.714928707638371	0.634378634964428	0.628374079507498	0.589854144130187	0.279280285593857	0.513060876429565	0.620382160203617	0.709650164811959	0.403081908154368	0.706538273092351	0.379166687664569	0.288986935159355	0.700060025516448	0.581981159528979	0.753627848831346	0.791149666339816	0.588445734711634	0.408268320084087
