""	CD2	CD3D	KLRD1	CD3G	CD247	KLRB1	CD8A	CD8B	KLRK1	CD44	ITGA4	IFITM1	CXCR4	KLRF1	FPR1	PTPRC	CD69	PTPRA	ITGB1	RACK1	ITGAL	ITGB2	ADGRE5	ITGAM	TNFRSF1A	CD4	PTGER4	ADRB2	VSIR	HAVCR2	CD46	CD47	CD9	CD74	SORL1	CANX	AXL	TSPAN14	C1QBP	CD163	TREM2	LAIR1	APLP2	LRP1	CD81	CD63
ITGA4	0.414695399883021	0.593012652158027	0.449798738667112	-0.025403235570437	0.444651293193839	0.351484837151687	0.822264147629976	0.235548772803308	0.15351530020703	0.321454224771154	1	0.324194711650152	0.720968764913039	0.133417974180424	-0.01671298858915	0.251156391585315	0.696254878459586	-0.0900201893612855	0.213525107932355	0.202154770941221	-0.0151091490264179	0.0705751000372357	0.362712089015799	-0.0495606024804138	0.032532786162077	0.0341025541724025	0.0492454370485824	-0.132319865345444	0.0105721032225492	-0.0186795855496108	0.282248465273073	0.660249966972282	0.0559637514011072	-0.0275808759734046	-0.0371804527774081	-0.0120235174861281	0.025145597661279	0.0498637130111269	0.157524088681935	0.056995659333272	-0.0516371077916451	-0.0526725129402441	-0.0558391701454328	-0.0413170225671198	-0.0660912635724839	-0.0998170155471067
IFITM1	0.881681206114068	0.855330512662432	0.976801428815932	0.789442948971941	0.949470413080484	0.934114862819115	0.575773635514785	0.840248450436756	0.96063949622239	0.835398831891363	0.324194711650152	1	0.482528747082986	0.964250835768143	-0.472357746275067	0.385432620646282	0.541427069245322	0.189661875818528	-0.0483719255477081	-0.0269411935364526	0.308287095308848	-0.146851633667268	0.74983244549238	-0.430637770569779	-0.18355233603174	-0.219230137307462	0.169379236301149	-0.279355494507568	-0.379393196106086	-0.2912656021364	-0.0172854853007444	0.576657524738834	-0.361271205577041	-0.433418967676021	-0.426984775693513	-0.0838861988047857	-0.44133328563634	-0.262236207081107	0.112713806457152	-0.313663130496637	-0.418405501967893	-0.354580130578599	-0.314528793540127	-0.372623628188488	-0.403293013599713	-0.421139231231441
CXCR4	0.612380376967417	0.74877356712367	0.554670269073884	0.329915431437643	0.499848013010538	0.549741348707013	0.833621502201277	0.581887234251605	0.398556889159334	0.586617482466893	0.720968764913039	0.482528747082986	1	0.323755524726058	0.192006018282003	0.731079918289781	0.78760079838133	0.188187076630612	0.362636211640246	0.408002117713969	0.46979953447126	0.308983027174714	0.672895147583085	0.158648537714889	0.385964852618645	0.291634756609605	0.490675250268369	0.338222563794831	0.306822996456168	0.308612860826215	0.523746408841421	0.689254775500141	0.160138571505632	0.191528316481813	0.292864083688843	0.235680857923864	0.171316597416512	0.357359164950568	0.318888607013872	0.194882101844148	0.0984611091170473	0.238857642933977	0.201349064544984	0.178385333866797	0.109856880241516	-0.0284681657607441
KLRF1	0.794240181111177	0.724213791620481	0.929121844279874	0.791159970257601	0.921841336970658	0.911059438669539	0.384497190544415	0.777143272425525	0.961159102903031	0.753088035761437	0.133417974180424	0.964250835768143	0.323755524726058	1	-0.517567589180009	0.315779995343087	0.360786709486274	0.158040753408422	-0.134781472452305	-0.152912273296578	0.29008150453442	-0.206220771198092	0.629780245418371	-0.44957485031028	-0.245000829552009	-0.265365837980078	0.110936919818941	-0.247861528204206	-0.39634886620241	-0.332358697182142	-0.081132834981417	0.432062009515019	-0.448495518479075	-0.474322174823415	-0.456099750276912	-0.1659582990282	-0.486535532237995	-0.318332069324491	-0.0167689803974018	-0.384534926739095	-0.453489959557236	-0.388150380237017	-0.381448368522194	-0.425864969037127	-0.454477679390191	-0.468500077601052
FPR1	-0.45219803821952	-0.345493452840066	-0.47271334566459	-0.374512995272713	-0.467185779821631	-0.395857333922091	-0.00409177494479598	-0.139474414897778	-0.496865368014197	-0.201061152593061	-0.01671298858915	-0.472357746275067	0.192006018282003	-0.517567589180009	1	0.494921918146809	0.256473700591232	0.461532472730716	0.769901880374607	0.614795759060866	0.480582366421807	0.846274719499259	-0.0950041770863736	0.875320557389191	0.808080418239302	0.891634530435813	0.668626474979169	0.744865885237241	0.882416931595047	0.929785150311696	0.626130252112992	-0.00870128494824887	0.826193037432598	0.932428421753428	0.943682392174758	0.761767253207337	0.915779788851526	0.926867684567036	0.348632455047933	0.84695800805333	0.911157391376657	0.938510662625855	0.907472275382466	0.918947228470526	0.917003636280207	0.859743361122495
PTPRC	0.476294171804012	0.523802875028293	0.378692860223886	0.464952729950743	0.309324623986029	0.47063204868563	0.545688674851595	0.641611695720311	0.404601755804046	0.657183642281875	0.251156391585315	0.385432620646282	0.731079918289781	0.315779995343087	0.494921918146809	1	0.753094954546176	0.459706243255976	0.650908505272153	0.687039855567975	0.781815887518232	0.680819316689737	0.700531641500287	0.455790754088596	0.778023863584467	0.666958004612673	0.75987316471815	0.561880285739866	0.557765877586619	0.629523380024682	0.734792239715016	0.430726773480509	0.475632811409131	0.5667255816433	0.597533719015188	0.587022120707737	0.503640681464733	0.678276073846416	0.51267870989444	0.507235425635539	0.490258319864406	0.592508816353979	0.529288526598483	0.519210075038599	0.480945269477639	0.363935920963053
CD69	0.629356219271017	0.745051296073309	0.577912253671998	0.380012125016717	0.52243934779811	0.55637888333073	0.85495210949472	0.634495563408929	0.44963564269124	0.728991193041244	0.696254878459586	0.541427069245322	0.78760079838133	0.360786709486274	0.256473700591232	0.753094954546176	1	0.327858538361202	0.593537004546255	0.661646624819302	0.509784811225796	0.513521868282039	0.777780481867027	0.198396530847283	0.498920251735085	0.447985394991563	0.535573785203038	0.0836916516136006	0.223105511313817	0.34883450506555	0.578327340417552	0.694730204481193	0.398127969720724	0.324532271766521	0.249167570443921	0.494391870065685	0.325729232834682	0.430684051229705	0.555273500124455	0.41641523167759	0.303037756964347	0.301025965636029	0.339764269124417	0.314105464329131	0.309730905861786	0.257778527975943
PTPRA	0.0926692764008166	0.113942133783527	0.125936809810882	0.292523117031594	0.0425142381107997	0.114672316812582	0.211573158599231	0.51556850605763	0.195924655578802	0.284483163695585	-0.0900201893612855	0.189661875818528	0.188187076630612	0.158040753408422	0.461532472730716	0.459706243255976	0.327858538361202	1	0.595152835979155	0.394986073660839	0.47407712628922	0.427153270257216	0.277852382909427	0.3681214035193	0.391073007977636	0.528239779160567	0.731036823899589	0.341856689996509	0.261485304671682	0.526209405633681	0.323473894982256	0.347085643441307	0.52354269132023	0.354348911950716	0.409968548405858	0.681075444149605	0.287137167089872	0.521943857374067	0.486069140744958	0.371954273966354	0.364996473740218	0.457886063535572	0.587618951525846	0.564006669131274	0.445407329548533	0.458739402090206
ITGB1	-0.0796697351659813	0.0490250546756014	-0.0605547093736955	-0.0722824716683681	-0.0607587701082174	0.0430179508692696	0.313899092044631	0.266881264667495	-0.114562768639572	0.183218361873718	0.213525107932355	-0.0483719255477081	0.362636211640246	-0.134781472452305	0.769901880374607	0.650908505272153	0.593537004546255	0.595152835979155	1	0.820277175762478	0.636481722128611	0.860775004962468	0.236912424358757	0.660515389808443	0.77426190577244	0.848001742758165	0.821343383977157	0.526274175378084	0.650887902118915	0.783873328992513	0.689351221098039	0.39111083782094	0.909017135460003	0.812343727393655	0.744833559699282	0.854241892856276	0.812024202955594	0.862983877241079	0.630015395821886	0.805138775635673	0.842435050999042	0.794108182317667	0.822356007517185	0.848207114865939	0.82448498374101	0.82970876991775
RACK1	0.133066186628103	0.2125920882707	-0.0464305663479212	0.121376910817613	-0.120210277004041	0.0687843623251479	0.361482821881658	0.319932973732889	-0.0293671140028121	0.376446425632899	0.202154770941221	-0.0269411935364526	0.408002117713969	-0.152912273296578	0.614795759060866	0.687039855567975	0.661646624819302	0.394986073660839	0.820277175762478	1	0.655415833659129	0.787251265442523	0.468737876035351	0.581668830536116	0.804629695828227	0.757189386624865	0.686782542273189	0.335874550717042	0.510268211606142	0.658542134412245	0.656804601872395	0.313789854145144	0.81146715373305	0.771859339665164	0.632313149625736	0.818691714134027	0.731425966768229	0.750673795413471	0.829060436985037	0.774948885329005	0.741258470125963	0.692305157376501	0.732439578554171	0.733275269494823	0.735136258676476	0.739436575913918
ITGAL	0.275341260584382	0.306582549619805	0.242043097826674	0.412394594730198	0.222615888735951	0.448976325712302	0.225867609532736	0.594302961507821	0.311352355966193	0.52892200048251	-0.0151091490264179	0.308287095308848	0.46979953447126	0.29008150453442	0.480582366421807	0.781815887518232	0.509784811225796	0.47407712628922	0.636481722128611	0.655415833659129	1	0.686924290771013	0.536117001339751	0.505489675190098	0.640659653210843	0.618665406624525	0.827535166466856	0.503946176645128	0.462536529892553	0.586522637524056	0.523027786138631	0.242739633579668	0.465010182222331	0.566523150951796	0.578196125673999	0.676281674086996	0.517095729607792	0.657376876442205	0.468858353226925	0.65604987914164	0.520907556138567	0.61643154804985	0.58082763723848	0.563178870100663	0.548615820024811	0.462236388035979
ITGB2	-0.147766318905439	-0.0708981690974945	-0.153338726729133	-0.0946988478883131	-0.15868764711887	-0.0860724791951628	0.120131506694188	0.11216032474365	-0.181027315757224	0.118794064938391	0.0705751000372357	-0.146851633667268	0.308983027174714	-0.206220771198092	0.846274719499259	0.680819316689737	0.513521868282039	0.427153270257216	0.860775004962468	0.787251265442523	0.686924290771013	1	0.215881848842523	0.841001218687564	0.885393898991966	0.933696299593352	0.732658415396533	0.620282889264321	0.796218392492379	0.899774574063363	0.686188449987072	0.16728518439733	0.827954504041871	0.90965070513348	0.849834140819926	0.865769739416967	0.929597856819693	0.924649421291784	0.501839255210213	0.909646466835496	0.938868283687581	0.91671459024002	0.898895029040638	0.904446612120186	0.94237795392169	0.884331387374525
ADGRE5	0.893010085892804	0.888984536291669	0.729142040726254	0.810314712425741	0.602333204775183	0.736321822982672	0.694666701861113	0.836267910817617	0.775571170228436	0.951273776982619	0.362712089015799	0.74983244549238	0.672895147583085	0.629780245418371	-0.0950041770863736	0.700531641500287	0.777780481867027	0.277852382909427	0.236912424358757	0.468737876035351	0.536117001339751	0.215881848842523	1	-0.115193775179624	0.287040340948528	0.135867081673922	0.418106233895786	-0.0783196197033599	-0.0954089113988466	0.0552683773821503	0.306907384398065	0.530508863026746	0.0372616328323504	-0.0054672947199377	-0.0440307501477811	0.275991126787935	-0.0546589873654439	0.109937155820603	0.530163127855577	0.112049245961797	-0.0503673998574125	0.0158065907133735	0.0714232961347898	0.00518791542307771	-0.0123243915162556	-0.0779969631298616
ITGAM	-0.430538373395833	-0.360113182005146	-0.411534523366776	-0.371232416412759	-0.414008020584012	-0.369118142576607	-0.105467761946613	-0.175198064405086	-0.46535537937224	-0.196242521566085	-0.0495606024804138	-0.430637770569779	0.158648537714889	-0.44957485031028	0.875320557389191	0.455790754088596	0.198396530847283	0.3681214035193	0.660515389808443	0.581668830536116	0.505489675190098	0.841001218687564	-0.115193775179624	1	0.814872779542322	0.909249508741112	0.540944542108066	0.691770498671799	0.836004263511271	0.918920870661289	0.653986610563088	-0.00849841259668234	0.719335776604746	0.886572802386307	0.898474400428062	0.735697860975922	0.889407333380154	0.888533375357289	0.316178141188168	0.830680894723815	0.8667209482254	0.904601123158946	0.866431419094479	0.897400884441369	0.89398029847515	0.827660975875726
TNFRSF1A	-0.0662429866046281	-0.00830079047857324	-0.186807433007923	-0.0276702888421855	-0.243637385442724	-0.103530435492207	0.172371664477853	0.138256204223298	-0.165244792663417	0.196076945726455	0.032532786162077	-0.18355233603174	0.385964852618645	-0.245000829552009	0.808080418239302	0.778023863584467	0.498920251735085	0.391073007977636	0.77426190577244	0.804629695828227	0.640659653210843	0.885393898991966	0.287040340948528	0.814872779542322	1	0.91234148391169	0.685120795093297	0.680465992731526	0.797732243910417	0.886429129374011	0.80263683264644	0.143673170497147	0.79511644819137	0.894672940957622	0.869987521301878	0.790510616670897	0.854386971581955	0.903307036789962	0.58504384620676	0.801560363771475	0.846219472466807	0.869155732889825	0.840886152411557	0.846340313044754	0.845265539350059	0.772715568110747
CD4	-0.21993202971922	-0.135874510563711	-0.213560165158744	-0.160455108352358	-0.238571224699934	-0.161787663457763	0.111651501000828	0.0720220492938316	-0.244752634738798	0.0625501662455634	0.0341025541724025	-0.219230137307462	0.291634756609605	-0.265365837980078	0.891634530435813	0.666958004612673	0.447985394991563	0.528239779160567	0.848001742758165	0.757189386624865	0.618665406624525	0.933696299593352	0.135867081673922	0.909249508741112	0.91234148391169	1	0.712338611812379	0.687671629338536	0.831056379089198	0.941127479528775	0.737294633317525	0.19008556680586	0.836661697592756	0.926251360180982	0.890292464855642	0.855013991809139	0.911020045223984	0.944986359083122	0.533948522718911	0.869418793699659	0.918739049651868	0.93714761993911	0.916957174397968	0.938630649146508	0.925597053972359	0.879706025817704
PTGER4	0.124389749403059	0.204228760632282	0.114804940806044	0.250021472897203	0.0767294100170463	0.244862024282771	0.305135702048216	0.560242877772434	0.154987089055385	0.358330276973726	0.0492454370485824	0.169379236301149	0.490675250268369	0.110936919818941	0.668626474979169	0.75987316471815	0.535573785203038	0.731036823899589	0.821343383977157	0.686782542273189	0.827535166466856	0.732658415396533	0.418106233895786	0.540944542108066	0.685120795093297	0.712338611812379	1	0.644861390207352	0.571030284613394	0.743536447800367	0.558991802964425	0.355772118960544	0.697723693681085	0.664181250909965	0.701861484351256	0.810314968746377	0.622603629508281	0.788400154828	0.533894245068752	0.665922378125995	0.645022592470792	0.737031959248955	0.761414113688152	0.741445840382356	0.670995198795413	0.604875339694355
ADRB2	-0.29925859749376	-0.225122183781656	-0.276295221397236	-0.193914005135897	-0.249676109163819	-0.157565725288579	-0.0352805051667334	7.22606305996557e-07	-0.263595344734854	-0.156608090413769	-0.132319865345444	-0.279355494507568	0.338222563794831	-0.247861528204206	0.744865885237241	0.561880285739866	0.0836916516136006	0.341856689996509	0.526274175378084	0.335874550717042	0.503946176645128	0.620282889264321	-0.0783196197033599	0.691770498671799	0.680465992731526	0.687671629338536	0.644861390207352	1	0.853782818844159	0.783777717066816	0.557426715373366	0.0241760592653894	0.522158871347206	0.699232881711384	0.860193805954257	0.470878456218054	0.658220403204478	0.773479035980485	0.090522396256132	0.52172872474385	0.631356795105456	0.775232994079728	0.653605994853747	0.667101792874757	0.612707204520448	0.488183076147786
VSIR	-0.39027395729432	-0.273422605045211	-0.366400081873402	-0.376071424484249	-0.319854987053483	-0.271615883800408	0.0289895382896892	-0.126235864146751	-0.414844333670607	-0.202876819648206	0.0105721032225492	-0.379393196106086	0.306822996456168	-0.39634886620241	0.882416931595047	0.557765877586619	0.223105511313817	0.261485304671682	0.650887902118915	0.510268211606142	0.462536529892553	0.796218392492379	-0.0954089113988466	0.836004263511271	0.797732243910417	0.831056379089198	0.571030284613394	0.853782818844159	1	0.886641822398015	0.663915794744601	0.0456317071620479	0.676808860979256	0.871278263450751	0.92659410107799	0.592998666384744	0.851934963319629	0.87590951448835	0.189960331641649	0.684944750259749	0.834615558679725	0.888808385011646	0.772739146129864	0.775031438528596	0.793107648697982	0.710914711462817
HAVCR2	-0.284650534274503	-0.212400109893174	-0.286918844274179	-0.211185132876635	-0.306840685783789	-0.253663207119738	0.0375798514879624	0.0194570858415769	-0.308893004034161	-0.0526217795307796	-0.0186795855496108	-0.2912656021364	0.308612860826215	-0.332358697182142	0.929785150311696	0.629523380024682	0.34883450506555	0.526209405633681	0.783873328992513	0.658542134412245	0.586522637524056	0.899774574063363	0.0552683773821503	0.918920870661289	0.886429129374011	0.941127479528775	0.743536447800367	0.783777717066816	0.886641822398015	1	0.712044295908476	0.0925311866743133	0.800528289546635	0.906882587300746	0.942740035086114	0.827023068611895	0.902839360862195	0.963552060662348	0.421095304382836	0.820956114812454	0.899440385936345	0.948155709271744	0.932018173141921	0.936024199157301	0.923891447663535	0.840444618658279
CD46	0.0792074593249312	0.167537643855388	0.00101524528784725	-0.00822848047725386	-0.00340453212803963	0.09615603734185	0.380136558874724	0.209919795372077	-0.0378788592270506	0.282084596285305	0.282248465273073	-0.0172854853007444	0.523746408841421	-0.081132834981417	0.626130252112992	0.734792239715016	0.578327340417552	0.323473894982256	0.689351221098039	0.656804601872395	0.523027786138631	0.686188449987072	0.306907384398065	0.653986610563088	0.80263683264644	0.737294633317525	0.558991802964425	0.557426715373366	0.663915794744601	0.712044295908476	1	0.335857529939945	0.645734536565927	0.688818625585999	0.713366670542736	0.611691697847435	0.63854641754835	0.763013591983223	0.414541258276527	0.606906265299587	0.611329639400717	0.657065619195616	0.618948164059842	0.615234814009413	0.595712269378448	0.52729978566565
CD47	0.511781806405581	0.680160741724044	0.620548014153511	0.256715310097998	0.602551959534853	0.557001897817624	0.775518259012202	0.565126895956722	0.444634743539575	0.50443585805078	0.660249966972282	0.576657524738834	0.689254775500141	0.432062009515019	-0.00870128494824887	0.430726773480509	0.694730204481193	0.347085643441307	0.39111083782094	0.313789854145144	0.242739633579668	0.16728518439733	0.530508863026746	-0.00849841259668234	0.143673170497147	0.19008556680586	0.355772118960544	0.0241760592653894	0.0456317071620479	0.0925311866743133	0.335857529939945	1	0.20393626274241	-0.00262128345169206	0.00901521973200988	0.264504793842462	-0.00751769712844776	0.187196968195159	0.427505535453175	0.0268407244085476	-0.00334526307724291	0.0563861517746126	0.147676062344542	0.113887495154589	0.00168040724093542	0.020818702392722
CD9	-0.322302756740384	-0.196438181634049	-0.385965353227089	-0.274418458589654	-0.393639448150672	-0.278873548860828	0.132480766863496	0.0138691180898203	-0.395089592745161	-0.0605045529622381	0.0559637514011072	-0.361271205577041	0.160138571505632	-0.448495518479075	0.826193037432598	0.475632811409131	0.398127969720724	0.52354269132023	0.909017135460003	0.81146715373305	0.465010182222331	0.827954504041871	0.0372616328323504	0.719335776604746	0.79511644819137	0.836661697592756	0.697723693681085	0.522158871347206	0.676808860979256	0.800528289546635	0.645734536565927	0.20393626274241	1	0.878332956553005	0.804257689330675	0.86263838912091	0.862985328770537	0.874274945841158	0.612848200167449	0.833140005736791	0.893331306168301	0.827707232456847	0.876670689095939	0.898434828809351	0.88619554661505	0.904099118870789
CD74	-0.380324080171793	-0.282251977466132	-0.443764538183649	-0.308910036646446	-0.437975215309992	-0.305522089355758	0.0116531702342714	-0.0796504134815747	-0.445271777349405	-0.10101145475755	-0.0275808759734046	-0.433418967676021	0.191528316481813	-0.474322174823415	0.932428421753428	0.5667255816433	0.324532271766521	0.354348911950716	0.812343727393655	0.771859339665164	0.566523150951796	0.90965070513348	-0.0054672947199377	0.886572802386307	0.894672940957622	0.926251360180982	0.664181250909965	0.699232881711384	0.871278263450751	0.906882587300746	0.688818625585999	-0.00262128345169206	0.878332956553005	1	0.937051503782601	0.793142611594119	0.972257109218572	0.938145077686015	0.446644319023345	0.897808037733232	0.968686477289818	0.953066992731518	0.893200663124549	0.920558347060687	0.939447812540203	0.89997303164947
SORL1	-0.384567999734898	-0.282104677385074	-0.43148486106556	-0.306063525743753	-0.421412796290924	-0.301485159801186	0.00980323258242374	-0.0660916994076859	-0.437224883240869	-0.149299015783088	-0.0371804527774081	-0.426984775693513	0.292864083688843	-0.456099750276912	0.943682392174758	0.597533719015188	0.249167570443921	0.409968548405858	0.744833559699282	0.632313149625736	0.578196125673999	0.849834140819926	-0.0440307501477811	0.898474400428062	0.869987521301878	0.890292464855642	0.701861484351256	0.860193805954257	0.92659410107799	0.942740035086114	0.713366670542736	0.00901521973200988	0.804257689330675	0.937051503782601	1	0.732045367654432	0.903216356170272	0.954137625901348	0.327139607621684	0.817000418531412	0.882823844209917	0.947493332929773	0.875612832782133	0.895636759088321	0.880784442559495	0.788076836338072
