""	TREM2	C3AR1	CD68	SORL1	ITGAX	ITGB2	CD4	LAIR1	HLA.DPB1	PLXDC2	CD33	ITGAM	CD81	HAVCR2	CCR1	TLR1	NRP1	TLR4	TMIGD3	ITGB1	CD93	TLR6	SCARB1	MERTK	LRP1	PTPRC	PTGER4	TNFRSF1B	CD46	STAB1	CD163	SDC2	IL18BP	CD74	ADRB2	P2RY12	GPNMB	FPR1	LILRB1	C5AR1	AXL	TLR2	ABCA1	TNFRSF1A	SLC1A5	ADORA3	C1QBP	CD180	COLEC12	MRC2	VSIR	LILRB2	CXCR4	ENG	CD47	LILRA4	PILRA	SORT1	IL6R	RHBDF2	ITGAV	ITGA6	CD226	RIPK1	TFRC	ST14	PLAUR	APLP2	PLXNB2	CD44	ITGB5	ADCY7	UNC5B	IGF2R	THBD	CD40	CANX	SIRPA	SIGIRR	TSPAN15	PECAM1	TSPAN14	ITGA4	TLR7	PROCR	LPP	CD69	STX4	ITGAL	RYR1	ALOX5	PLD2	FPR3	KCNQ1	ASGR1	SELL	INSR	CD300LF	TRPM2	KCNQ3	GPR84	OPRL1	PLSCR1	PTPRJ	ADGRE2	IFNLR1	CD72	SEMA4C	PDE1B	SPN	CD9	TNFRSF21	ITGA5	TREM1	STX3	TRADD	PLD1	TNFRSF10B	SDC3	RYK	CADM1	NCSTN	CD82	TSPAN17	MCFD2	ATP5F1B	NOTCH2	JMJD6	TNFRSF12A	EPHB6	CD99L2	RACK1	AMFR	RXRA	NRP2	TNFRSF14	LAMP1	SIGLEC10	SMAP1	CD63	NOTCH1	PILRB	LRP10	EDNRB	ADGRE5	ERAP1	EPHB2	PTPRA	RPSA	CCRL2	SLC16A1	CLEC2D	NCL	PTPRZ1
SIRPA	0.928337634721397	0.906590956798261	0.861741853227803	0.791756133358681	0.933002395480016	0.977799350389285	0.926421043137536	0.967158760302394	0.546992153780568	0.960356625913599	0.855419877561192	0.872631807194736	0.961099274755313	0.918133177771361	0.914347712400266	0.856573677865254	0.861748986653378	0.851191015740061	0.788814380933123	0.94887207002151	0.433050029660776	0.681578539067081	0.851630743713262	0.845517388986349	0.950919332100605	0.876486926504554	0.914616210386143	0.852760591649527	0.893308418064757	0.911167219666312	0.943215743605138	0.856871587299972	0.898528305353571	0.801149802152723	0.436945519654808	0.229649556535448	0.621865816019931	0.742827710595548	0.848920663877377	0.925112756726188	0.893063397351416	0.727691796898453	0.897176268450122	0.907696090427051	0.732428417863687	0.927480889593437	0.950333642989012	0.94235374256116	0.845336388931546	0.713014812971522	-0.0538876136741658	0.688539669479442	0.399268609718323	0.878066032380909	0.907759254659928	0.528900795264263	0.92466762225072	0.885048303216077	0.937558539596622	0.655922565817399	0.817897310627377	0.902967129417006	0.679821257703978	0.899966732269402	0.933726930267335	0.901366617182705	0.925854496956945	0.957541527119916	0.85444747525674	0.555426654852106	0.854903693323695	0.88153128117511	0.718726397757248	0.878430935315242	0.738369907278336	0.887592992941389	0.964393132993446	1	0.835369449033738	0.734206406790751	0.688251132573412	0.913708897983284	0.291677383326106	0.890453295279406	0.725510953516291	0.916548973096638	0.614762123790468	0.893295202404844	0.805923253515021	-0.00939650077187769	0.888982703770117	0.70459703634327	0.76792639412799	0.765384740764111	0.396419852523505	0.540057251876612	0.151271074392582	0.820436515654859	0.932817190518828	0.619108279943895	0.721833053930143	0.739224197029909	0.823588393684798	0.927855085497538	0.751396621640786	0.767157795967613	0.43895699722436	0.594666632460598	0.71527746927717	0.699106954095537	0.581220751641041	0.771491174262557	0.832429621472729	0.828356358387562	0.778984389391591	0.916207124458923	0.839144471088039	0.750118450618611	0.739212503905292	0.730288851229794	0.833923190872974	0.922359561856995	0.754760602618632	0.849636661590894	0.981437588217165	0.942301399381183	0.592446698776031	0.794944007156569	0.797523517601975	0.843349806733553	0.807446885633579	0.949002120044207	0.782358143841863	0.92432277860976	0.938490738231052	0.695351642107586	0.86145478786334	0.735236681858258	0.87980096265564	0.933589904339915	0.680396753051303	0.764097702352493	0.95705204691728	0.797609458101701	0.778493810536262	0.837748928926523	0.731232968887833	0.908596690959349	0.94211468446847	0.876755988453515	0.809169681078621	0.616001786763103	0.943781643205281	0.249003085960223
SIGIRR	0.827317818477951	0.853346647718946	0.746529028493219	0.702269971064596	0.820896468052328	0.822508757914623	0.802127412246151	0.815546888725512	0.609332534910659	0.832533771772854	0.844255824129056	0.73466020831393	0.860201015905612	0.8043246362364	0.807125963849961	0.808739895940241	0.690139957199948	0.69812019137122	0.714300871305082	0.793317263531077	0.410898134327796	0.573875976369048	0.681755502547372	0.744733368436512	0.803187668068544	0.80010447138566	0.79678207313033	0.755026977918773	0.790199899604038	0.769673813628657	0.796701466832498	0.758784237684597	0.743071882336408	0.792558824741849	0.413190438273156	0.153309634332198	0.494113424197832	0.658331762238278	0.794504400826938	0.77541089826125	0.807001671120624	0.756045301907674	0.726692689473041	0.835392296089274	0.750476240775783	0.80930733797065	0.873582276369654	0.751425515510328	0.630174856669341	0.567378312811241	0.119951313438174	0.673357691766978	0.587632535918322	0.701010471113441	0.825825370892137	0.422623985754713	0.839770357806134	0.74018065587033	0.768088586184373	0.633670530747858	0.709498570367175	0.780246372202246	0.605736311677143	0.801080387590606	0.739807485571855	0.774584067308966	0.784995316415005	0.801984418178952	0.752730143765144	0.498865785151068	0.708756548136316	0.779846528867607	0.679951427748835	0.710791461883512	0.582407071854201	0.785782404227163	0.797692654807509	0.835369449033738	1	0.664922181643307	0.606489279993333	0.810534155050027	0.356619258273498	0.783308453788242	0.673024128670561	0.782518810195397	0.648780107495299	0.816686338883933	0.738939532402519	0.0308096254927777	0.754197611079346	0.663538705911385	0.696001746034746	0.732634131700961	0.406696813603084	0.631147745439582	0.215123702199902	0.707163947210638	0.836381898582323	0.527738536136227	0.638679143800846	0.686039792650489	0.747829721883869	0.805394672423251	0.619958473134021	0.625104530374021	0.4244349948216	0.594054253164703	0.614079017320637	0.632055507618551	0.503184300583582	0.660774677994566	0.760954784161025	0.669566008368847	0.686196782606763	0.826225390665356	0.707083082475695	0.608030510077342	0.594071311776835	0.627951441396945	0.781212168025165	0.845843325184494	0.606794109984742	0.692955615448677	0.848015833776931	0.842060107401212	0.496837966958712	0.746148736964818	0.714604219108501	0.788271453506318	0.622963229749194	0.897888272122057	0.686407388194038	0.817284985548279	0.799784074412399	0.61795383024835	0.707375366386241	0.645289953284668	0.817664013008216	0.820057149515021	0.545267200394791	0.65419725831337	0.863091875578444	0.672088611085458	0.69992436294623	0.681442755718423	0.676911488711518	0.770026974280525	0.895430981663069	0.762033993201689	0.697571276068188	0.602968554118087	0.850279786544198	0.134642548088827
TSPAN15	0.885423378269849	0.779499913133088	0.389237152138898	0.927559107063927	0.779587228747994	0.777731171727876	0.870156419737693	0.642156907881148	0.00406118052901748	0.773952379641145	0.78736279376032	0.83335458836876	0.681778276482309	0.903342633523596	0.648828251751677	0.818148635606897	0.851751226572657	0.374092619955997	0.975658549565037	0.843637467465933	0.507896429432016	0.764800688503133	0.385412764217368	0.610377693210217	0.619379881650381	0.872875655442751	0.562221022953834	0.854482728894992	0.515789674703428	0.850292530395098	0.845226011474451	0.702099358439201	0.683799286474582	0.372776772809455	0.701479483054651	0.685112535846013	0.0160733399907641	0.953790759787942	0.81328140520855	0.601720714595666	0.523671589012238	0.765052791991115	0.469126762555151	0.818356470702105	0.780214978153864	0.598561462820783	0.787006571480089	0.774716914958091	0.449150248703079	0.836226274425682	0.401341432893242	0.29059652713298	0.0791535823608427	0.900883348570653	0.526375927728488	0.0345354918048084	0.723231219474343	0.803355444874549	0.765452871204196	0.885427620885806	0.955754930700781	0.882200987883045	0.838474562344664	0.671133011531389	0.695089410060875	0.461330444427131	0.538890210650203	0.633855183732056	0.808300838946741	-0.0657636317899848	0.779275662653635	0.762496722510777	0.909014741347632	0.402401981701694	0.719293052607948	0.871780557710963	0.666969888805203	0.734206406790751	0.664922181643307	1	0.113800650557511	0.621099231691812	-0.289118943623121	0.64618687329547	0.940503984005141	0.693578379037749	0.881837287926198	0.703740109413627	0.895811046956728	0.458971515742322	0.844852578171452	0.811166500209906	0.249354178178693	0.934614429332518	-0.222471355737233	0.360077913772536	-0.116673578692214	0.354315019431196	0.776588959702995	0.871113816791598	0.886745406719605	0.759843704537597	0.895914930507319	0.797074774060852	0.813474889528078	0.88764131845292	-0.190580408452337	0.471883298740578	0.810459890972741	0.17678931982057	-0.0450926477699753	0.279412410728308	0.549608747359021	0.85069046469606	0.432991506242857	0.586924668982899	0.838800561972248	0.864338133354781	0.220073557800911	0.473455487703163	0.417045527952297	0.651711552582747	0.264189810886424	0.638158236095954	0.744409435704111	0.649250179038651	0.0108135162001494	0.851383402066096	0.844734199245162	0.811915978154102	0.457686618446802	0.736739972557647	0.34402838432675	0.741127837915476	0.61562181603359	0.142496964161785	0.371233596031687	0.909931955687043	0.488215410351478	0.581193019474479	0.378794016146224	0.595636344958869	0.77841589350694	0.57756489593432	0.701810785933589	0.558634979506218	0.369726025772701	0.694259529113906	0.773116217498675	0.504930664994672	0.63412054190698	0.511751098047907	0.754813068998177	0.112291688243054
PECAM1	0.473569433824573	0.587076635455366	0.89786412875691	0.253175075395066	0.580435531644188	0.642509917508138	0.496156308559957	0.781720496283044	0.86996681735776	0.651322827021851	0.534797037686549	0.441958496297259	0.745421303414501	0.435172646682997	0.717913733421995	0.421021319708206	0.393561783016772	0.899631884199903	0.186324377833613	0.516524700817697	0.083152814019833	0.263336665494452	0.893876693290103	0.706105074303659	0.801460450261431	0.435828853463117	0.794299637682468	0.439826037276771	0.840829013403771	0.489199615668874	0.539449269263926	0.562509611016214	0.660174667009309	0.880327759361195	-0.0825096393937558	-0.354845771224479	0.925169256475502	0.123442567460369	0.477223807611311	0.787760513846335	0.845957909506902	0.365685432859201	0.881984269770321	0.559929832509417	0.372241038061144	0.815851774983415	0.632084039681126	0.542797298118367	0.800862711284419	0.139384068759253	-0.366987058677557	0.743302480185399	0.65599933685626	0.339137745590434	0.840632691023422	0.817048497311984	0.648441339950294	0.48451834899531	0.589613377519579	0.136625670432908	0.241031646591729	0.419869545704271	0.158611354541959	0.667599319544884	0.647776734911831	0.85182825951484	0.808834073111378	0.791120170557912	0.434082222014538	0.907865238663823	0.429944403081234	0.600716747886637	0.184061036292135	0.876272265401744	0.298693175306416	0.451456132001089	0.75545312243818	0.688251132573412	0.606489279993333	0.113800650557511	1	0.780598816758262	0.779180792242452	0.675995772298413	0.123773825310392	0.6789248049789	0.0815527785390511	0.635083975519313	0.266991437691773	-0.457494006150742	0.454917662262521	0.236103458014464	0.941982598917912	0.238142020553097	0.835941122016333	0.568768980273029	0.411895244618808	0.873010383643754	0.603152329071546	-0.0133449279092642	0.163651986653567	0.344193048197931	0.307564493816897	0.586237199610418	0.252351517864316	0.205714705021974	0.88506591696702	0.483511977970002	0.226989826608159	0.919529459853981	0.921927442950637	0.867108311051092	0.648330356752051	0.286837794438216	0.758252326615846	0.794978453233742	0.342959773236027	0.209807294780458	0.928178933342652	0.651077221968363	0.851464243367483	0.739801414665435	0.890521072056309	0.63104904177811	0.677494416329779	0.769555001151111	0.902405188124926	0.330993162101213	0.277710381220374	0.482075012838345	0.77612957693148	0.68706095919252	0.825860354864271	0.599312100078388	0.778409155446271	0.927577361804509	0.91432268656914	0.160069794714931	0.862823102726383	0.793523895429388	0.672251321594541	0.495312937658677	0.627239022846553	0.665399267641751	0.399683634363992	0.728148292895627	0.691744504985157	0.659259747154863	0.640399483525893	0.835191881080971	0.579475952549927	0.45441550806543	0.659849406025335	0.266332378269025
TSPAN14	0.827110573318339	0.917050494221773	0.862348590767866	0.720667423313903	0.866887651101993	0.900313647348789	0.834169816625498	0.916562242496772	0.659911709306839	0.929908480061135	0.827163325090113	0.804627221690261	0.924848026003977	0.825883513279149	0.896879458762987	0.778384044971179	0.731520803489211	0.882697600058968	0.675740796173642	0.831596884351223	0.351088472048854	0.638770882548648	0.891045566804519	0.913008495226857	0.93953217493551	0.84260672670044	0.891415384812794	0.828759923615469	0.935174797439465	0.811326606821432	0.847143088090973	0.802816559304227	0.876119789784538	0.885465336230388	0.379610115925413	0.205637741406731	0.704389922254184	0.636950995565406	0.841227197734544	0.940815325349762	0.914786810736489	0.769907535422251	0.916547177716216	0.846439194984237	0.735141493833544	0.931619500668722	0.891734558704542	0.806847938237486	0.848255845836712	0.593615904808008	0.0430827002990372	0.682179411203839	0.533196688767662	0.745418297215768	0.906599515734398	0.657203374400589	0.890107988487613	0.845480689829573	0.838019307354249	0.632417471145417	0.722732312545453	0.765104443476139	0.596835420346061	0.912536139006917	0.904127840171566	0.843669772453987	0.870815903266876	0.944048013144648	0.81907764101331	0.613545662566438	0.767321833699294	0.889157837308305	0.646312283651056	0.857421227605633	0.638375901894451	0.823905604981489	0.935855175021128	0.913708897983284	0.810534155050027	0.621099231691812	0.780598816758262	1	0.37698870749063	0.862444063567356	0.596325048094682	0.932189338953279	0.593919930015988	0.881893445499964	0.679528511353459	0.0217959998118129	0.822212807435992	0.599058809717295	0.817248468236636	0.706424019647862	0.458000292841232	0.643584318331665	0.387400930222843	0.825737884400832	0.881768943959766	0.522232670521992	0.586966239255886	0.739075670631544	0.739103231005479	0.896922632306808	0.679252754234783	0.682790479006041	0.544836368783942	0.631471841889727	0.586989748973423	0.728764214643058	0.663749785223759	0.784223869777297	0.747637580658068	0.676506776566099	0.808343945023278	0.889809937287036	0.720772234473829	0.684612137807062	0.80875848430585	0.829143617490076	0.822238746930168	0.895843714797158	0.835416283255932	0.877682259337985	0.909503707436723	0.903051859460373	0.727026036325562	0.764197971946666	0.683465284971014	0.823933288589906	0.829350754963658	0.913621681996118	0.847703115380009	0.849121422425547	0.898755348919509	0.761624183315033	0.89610419320662	0.683761664861362	0.905055878663978	0.895826441285039	0.742169839554705	0.723336351974536	0.894909172148662	0.865607404544541	0.704777407457941	0.828224645890088	0.686720996481946	0.894666796848612	0.887385842775835	0.900503794036903	0.845005950214254	0.659866375789116	0.927049091832513	0.338087678107652
ITGA4	0.0585172122739253	0.166700550521053	0.617697401357517	-0.222203033454791	0.150011676881699	0.235111260789034	0.0887818677733376	0.425012741055682	0.888214178719251	0.225332035622164	0.227274555440712	0.0426721926583328	0.379014026520304	0.0158869683681913	0.320905270972372	0.0802951173920015	0.0302509105740299	0.623402867819318	-0.251646541441994	0.113858196930364	0.0505255143798777	-0.178190755449547	0.546037382244073	0.296986910515707	0.410498453557185	0.0205837238999058	0.461072292057988	0.0385142159451838	0.501771748650656	0.11953534670296	0.146424868265229	0.142098382488299	0.237939534012814	0.688911260935144	-0.415954868937782	-0.692009897742604	0.741465703280725	-0.280943446151643	0.0628782848155985	0.4175051843627	0.516293278200415	0.010047811853425	0.532625488707258	0.179497262575765	-0.0427369111499569	0.443508152579029	0.249132227425024	0.144856088806641	0.453829361574808	-0.20995460520907	-0.492018107346121	0.639925523811936	0.697007067693317	-0.0488655310149731	0.534796214952809	0.621616362648427	0.277418808851632	0.0335080094993056	0.18164377288341	-0.288390981977254	-0.195487727319129	0.0181286226300142	-0.213515440969566	0.25633079114916	0.220818327610683	0.58417191236083	0.48817091222626	0.39441809183566	0.00508791889663193	0.883790031755767	0.0606983995847011	0.196629844515683	-0.22280117485415	0.571027735341176	0.0203847553054327	0.0299957138753893	0.37394002043359	0.291677383326106	0.356619258273498	-0.289118943623121	0.779180792242452	0.37698870749063	1	0.379963263043384	-0.233982185748566	0.238903048173377	-0.284114229440311	0.238273794437726	-0.118406153327235	-0.678827591056582	0.0237027718080357	-0.113704551102257	0.722763844262483	-0.141103161995605	0.91570733955273	0.339953450399787	0.438803423293609	0.597129206924146	0.226675899594678	-0.397187584433863	-0.199093913675676	-0.062215958503328	-0.0550544027078024	0.121271521407006	-0.0807645382635555	-0.220715819670955	0.864211348992647	0.262929115420054	-0.107697805909857	0.707531625175008	0.826607143681514	0.634332835970718	0.44053004112369	-0.0955891398826493	0.46513201973125	0.483942062163089	-0.0812493580778677	-0.187793822198797	0.661680443321072	0.29668955149085	0.655584776493947	0.383212979535342	0.60741983646624	0.236510856281928	0.291727526526265	0.426592352230054	0.711796102296095	-0.0542719496572716	-0.128764881337385	0.0687713021930316	0.412201838704368	0.344267326122154	0.537276354902933	0.231338963450337	0.402179145923924	0.743623704664205	0.59068377708646	-0.249280327952073	0.575033550004607	0.446292410586049	0.376331577132159	0.211722732691164	0.258025893261312	0.265919819736628	0.0892888614070504	0.394137979899086	0.501049206702614	0.260472294134753	0.293269432343917	0.477130204211657	0.236013836363913	0.114588119520855	0.25285555148258	0.083301002101794
TLR7	0.835186033756335	0.837078639279072	0.784428704949995	0.723323645563982	0.840911010952168	0.859457719624826	0.844329544323399	0.869164722674158	0.595159180771374	0.90625059502028	0.872603048063311	0.791151720291566	0.883800930671695	0.842958888853885	0.849584605093709	0.798619816167491	0.766654049296521	0.769553109347526	0.69793745758291	0.844168767535915	0.394654865817443	0.639538492219223	0.767471901716097	0.814511466779165	0.856978468489472	0.830773930773215	0.832759709205586	0.801197876358364	0.869388152635896	0.859064313350529	0.852916490514427	0.742487434081077	0.773650943697495	0.814243986839158	0.41115388441424	0.202428779933814	0.537872993463164	0.654863165347237	0.80776642466498	0.845506659419435	0.842805288284073	0.726236077460538	0.819250763429606	0.829903603675446	0.709554156674792	0.862131020998757	0.884593542074191	0.826904729354872	0.712825429676572	0.626957128763034	0.0268807559242085	0.651336130677469	0.521434002472448	0.778593048724442	0.837499845564668	0.442574794083267	0.837557391589934	0.787850598439205	0.868159858112306	0.614266412423762	0.754005610015226	0.822631651325473	0.560908879693255	0.832095148929069	0.85234517036856	0.831852519950351	0.81039554452734	0.858135216640592	0.761303660690947	0.534372838987882	0.724269177405704	0.891055213885173	0.643342277733072	0.779300814184034	0.66358073013549	0.791863558740316	0.892796310367071	0.890453295279406	0.783308453788242	0.64618687329547	0.675995772298413	0.862444063567356	0.379963263043384	1	0.676010970632309	0.853587151776367	0.606131480467158	0.84837685468982	0.679227946222067	0.00778551711244904	0.792839009007675	0.616034726696709	0.740908773744089	0.729953729899772	0.449063973087048	0.562585645282826	0.190261064433228	0.750419734961597	0.877500725956403	0.538232281000181	0.659744079408459	0.700462942055141	0.75866306608441	0.861345060910925	0.629711601382168	0.726378840022333	0.437171580050725	0.530398158758662	0.648896668952506	0.651237136219273	0.524420468525658	0.71289248255511	0.765894714995208	0.685941974484404	0.702441600537071	0.835163365318343	0.723367935680777	0.725061150108406	0.688168341797856	0.674891592353781	0.851766848284884	0.857955863034885	0.668173123649139	0.748324696337935	0.888519858163878	0.879594453624019	0.51961475147551	0.761176224968544	0.669636086105827	0.768611094955163	0.729924751185213	0.884739511598776	0.680689247946357	0.811937434269843	0.86576539018802	0.62921242462769	0.775545283261101	0.694818592284371	0.817497701879338	0.829342357355981	0.633199954022273	0.746621059561771	0.865792772873627	0.714472178242057	0.670015352724735	0.787753857769755	0.777659142015101	0.810791655412749	0.875799866487597	0.823414566288281	0.781626328854585	0.567381664203907	0.882137257746042	0.177700517244318
PROCR	0.895840526849427	0.753231871782722	0.425184056188838	0.894568076959697	0.812460697859735	0.773084688503145	0.846495510737667	0.632593821845784	0.0359475845576773	0.766657335070201	0.770859688180775	0.765648568902472	0.692171108061589	0.906767099543744	0.604636963271675	0.80427491038402	0.806924151275785	0.364835678268922	0.94929225929141	0.859273608408794	0.422810014844261	0.708721223202347	0.403097855172959	0.552342935932468	0.62598703942302	0.832958569460308	0.55016538041684	0.788094984935664	0.51908436741263	0.834562572180644	0.848383082210042	0.662994077262256	0.690538755899983	0.372862666759839	0.721820760229852	0.561661844911088	0.0426745218157885	0.909680040751452	0.782432134876584	0.565522588580412	0.542414021769045	0.727021692804992	0.462177149611141	0.784751001074513	0.768662665992152	0.603795107803553	0.79094591412576	0.799482571617425	0.466736500078233	0.749861900071065	0.283305089738814	0.2550412626643	0.112499370380844	0.885973600190778	0.544372654168273	0.0413391895207949	0.719668268799346	0.746012058143847	0.784093040454302	0.793107671936341	0.928570877415245	0.896567109605607	0.811804976959875	0.690625891302841	0.700081312199115	0.494645152749786	0.568811601915884	0.632774635165985	0.747733788356283	-0.0302686403072502	0.722678131434148	0.765831168448237	0.822310306576731	0.428254280504739	0.734679212523956	0.860376135671705	0.665273792761539	0.725510953516291	0.673024128670561	0.940503984005141	0.123773825310392	0.596325048094682	-0.233982185748566	0.676010970632309	1	0.633377890345442	0.842281527609297	0.67915246089807	0.895894586022339	0.359688256499716	0.808068857039247	0.765396952716283	0.265585728702361	0.880768215468171	-0.169182685172633	0.30706838525515	-0.149130452867955	0.377983840266061	0.751888774912454	0.840526574219452	0.918020212676491	0.733004398522118	0.867564929184742	0.772951104752816	0.748184504440727	0.870504387896779	-0.155122452961395	0.378229050234751	0.794560802270202	0.217933123189715	-0.0242354124338494	0.294267302273371	0.546046196778	0.804810158845375	0.400717667270454	0.580851592952599	0.789519044680087	0.852613023354259	0.230401425597505	0.42634590864325	0.443702236637869	0.634361697569645	0.262467265608037	0.631853934879044	0.738902597178401	0.67212274116498	0.0223212511735519	0.837150873850593	0.829230295014701	0.825202521107135	0.433938168432909	0.743311966270205	0.341470586968754	0.757872638345326	0.640544282162648	0.189857399906052	0.384270092842466	0.842581758208041	0.491485350587824	0.61341799846648	0.327495441051492	0.618488293677057	0.762654904405648	0.556779231392628	0.633178488695115	0.530359665076414	0.392816233173042	0.675467239277699	0.780637329277988	0.539042634218511	0.632643374922023	0.528909310813897	0.754198313249028	0.0744905433400235
LPP	0.833917293282271	0.892689176855141	0.777880756562408	0.787744984215771	0.857469512603438	0.892525836477372	0.859538383327752	0.893424269542903	0.528658569076019	0.924613763172181	0.814515200544126	0.844109376829118	0.890338415746416	0.83623559709401	0.906309699129474	0.787884420698009	0.803550297589796	0.805826754038143	0.741557452474042	0.849158461099835	0.396215992497349	0.68780264009061	0.815973753603745	0.912316891127126	0.90470764170759	0.876229494802299	0.864368847972195	0.862892104134584	0.896189429829658	0.839854443813056	0.85829160725829	0.841751532723772	0.827177516855067	0.793693169249465	0.395466234860849	0.325169611273018	0.587436991591965	0.710216123045495	0.843505286286721	0.910340101563054	0.847479039533494	0.772026081559524	0.876704855930649	0.846241589963644	0.750660300431655	0.881684755324771	0.882157770753716	0.817894256310387	0.768178829938657	0.718818472617719	0.108608497301107	0.669107718112497	0.412208906167344	0.774840062931883	0.847063255793263	0.533905970783384	0.873177501800799	0.876933108736884	0.857056356462779	0.697958616743598	0.78842143962755	0.814342885355722	0.635341853781393	0.870331501072609	0.900153345144991	0.795937475203607	0.816227738056678	0.904569047383661	0.864288492246142	0.498417767867785	0.797362266791926	0.853382155432555	0.752302898022313	0.798232858636395	0.661121239602382	0.827926719589051	0.914585127452432	0.916548973096638	0.782518810195397	0.693578379037749	0.6789248049789	0.932189338953279	0.238903048173377	0.853587151776367	0.633377890345442	1	0.656830315637429	0.889532522670639	0.724181623921267	0.141649045373191	0.849617451759988	0.689845746001067	0.732768665522237	0.757554178123942	0.325801207634483	0.616720023751772	0.290462615722392	0.763643973124026	0.898422866040536	0.613709770042685	0.619136004470824	0.76569354649922	0.777736278450417	0.918961733815429	0.7207181975486	0.733509199921332	0.412445772592342	0.635253719409273	0.636027680952228	0.646816818820714	0.543182058777304	0.721791125554239	0.722827460368443	0.749923124829063	0.765245267949068	0.869192589361237	0.811386123791551	0.720772026807963	0.733325433593842	0.818698528171255	0.775492033269911	0.865454152994732	0.747685554347374	0.830848390059902	0.908359102021332	0.861024773325221	0.612284074442353	0.774568758127025	0.759532780596655	0.823153530097681	0.770443017753452	0.885906435761035	0.782216554025514	0.850784160464959	0.871571592203939	0.632798883809689	0.821116292265226	0.761174450900739	0.838337253168658	0.841471905625591	0.75568026214718	0.703149835050344	0.909997929854362	0.825050337662751	0.774214136173194	0.802872441934133	0.671311921249574	0.898355072220498	0.874278031730964	0.832521471941217	0.845378539773899	0.649889479381318	0.913852776119901	0.358990428970801
CD69	0.746233866594182	0.74707375416709	0.271045118083618	0.869271756513958	0.682632088661957	0.630867523236217	0.729259682413683	0.499105557465899	0.0172755761580871	0.689695620947021	0.723495035824641	0.741830310353242	0.570485636312566	0.79555752212671	0.556913048726964	0.744784698680346	0.701087944158312	0.242538983818166	0.883587056477259	0.688849212481779	0.484244828573589	0.76502949426187	0.302424497878012	0.603528479148176	0.525193376205113	0.829971394053097	0.500418127530289	0.799804614065925	0.46003243772969	0.726661595817254	0.717202280612808	0.616533015516125	0.518038112409533	0.339121270023223	0.650613119179148	0.707544866766758	-0.0719040669820658	0.860572229192455	0.813610980268878	0.51587462162825	0.423634393291452	0.804730726823541	0.36141828957681	0.726973178922801	0.795006247963965	0.489508791509511	0.692682645770571	0.602912505963467	0.270354017160524	0.757620025046122	0.570161206325705	0.254411209988771	0.221433222051147	0.734119776996782	0.446874366992806	-0.0652365419746169	0.629770201344897	0.746521743407023	0.637671443652846	0.86948233345831	0.895214273745202	0.747670750551212	0.786690233174153	0.608228904991706	0.632664701009413	0.334917336257938	0.39698770831911	0.514740706411267	0.771394971182454	-0.116230124099095	0.646818232103841	0.722586779743308	0.893660632516004	0.273778387334403	0.60523719634656	0.755662390474307	0.560989923158441	0.614762123790468	0.648780107495299	0.881837287926198	0.0815527785390511	0.593919930015988	-0.284114229440311	0.606131480467158	0.842281527609297	0.656830315637429	1	0.698521484213687	0.775455311617039	0.580480728803114	0.753135860944634	0.761771270786613	0.21049081848162	0.881327323794601	-0.248370417752478	0.428685124761226	0.0112384685779938	0.25334503662043	0.714449475642213	0.802913301166529	0.753708685422768	0.798145494986343	0.836185480063739	0.742523475488877	0.699185890643867	0.850404788951869	-0.205285376076347	0.445240360271079	0.744042088827998	0.12943553141703	-0.108269444344873	0.20951853898307	0.444310290311445	0.715107661103157	0.412024393457184	0.477691958948955	0.750603796524009	0.805003295722957	0.146560732759528	0.463162227166778	0.365927903395817	0.56201544526218	0.185886739763687	0.535414746926075	0.623329129447679	0.520437378920411	-0.00804500062585464	0.847474683722924	0.791324055158962	0.766546968104952	0.366483009212375	0.657390941995663	0.27648013392274	0.640281082403051	0.504198159563969	0.0698119418375874	0.274338071292845	0.896291810147799	0.420224467114354	0.452177027493527	0.370557585401113	0.541897873197231	0.679709371492136	0.51116422546396	0.7107348005863	0.479493134347534	0.320271223025611	0.611862887208618	0.689529766210174	0.39380531631705	0.594239934313272	0.564390097331746	0.702138679914074	0.154469978912277
