""	CD3D	IFITM1	CD3G	LAG3	PTPRC	CD44	CD69	ITGA4	PTGER4	CXCR4	CD2	CXCR3	S1PR4	CD6	CD247	CCR5	CD46	CD47	CXCR6	CD8A	C1QBP	CD8B	KLRD1	CD4	CD226	ITGB2	ITGB1	SIGIRR	TFRC	TNFRSF1B	TNFRSF25	ITGAL	SLC1A5	RIPK1	CD96	IL2RG	SELL	ADGRE5	FAS	TRADD	SORL1	TSPAN5	SIRPG	PDCD1	PTGDR	KLRB1	TSPAN14	ADCY7	CD82	DPP4	F2R	CRTAM	HLA.DPB1	SPN	TIGIT	IGF2R	PDCD2	SLC16A7	CD81	STX3	TNFRSF14	CLEC2D	PTGER2	RACK1	PLSCR1	TNFRSF1A	PILRB	SMAP1	JMJD6	LPP	ATP5F1B	VSIR	STX4	PTPRA	CD74	CD63	RPSA	MCFD2	LAMP1	ERAP1	CANX	LRP10	NCL	APLP2
TNFRSF1B	0.388232255776823	0.420804689331628	0.347893615934192	-0.00516692776886434	0.679432474002173	0.702818298932145	0.534461793894517	0.319925633926537	0.642500509083366	0.574722948312321	0.350313710711265	0.248782898722203	0.403503435805152	0.212593693152786	0.229743903229987	-0.193709762864212	0.693266809087611	0.594996593809151	-0.140535100988997	0.230298078667863	0.82217129178588	0.190772063472265	0.13352812908696	0.76768230442767	0.580929769561699	0.745117322659748	0.767895166338815	0.283690141357428	0.863271638379464	1	0.469097894524238	0.595513896175788	0.69209390367419	0.54407983248857	0.291057017419821	0.461922111525663	0.459778866620936	0.693843583992892	0.245948851645217	0.397168980448528	0.643243458401643	0.817064396800049	0.343754794192696	-0.179212830396285	0.116183533567731	0.310479704466097	0.672505683167066	0.652441782405875	0.80772647107638	0.427950148333539	0.180366913917463	0.135255809651835	0.830121129561389	0.630474159634972	0.0230274314834824	0.653632896025823	0.670166607657364	0.355372225205335	0.746293296116539	0.661292846416898	0.720287619434766	0.58152899453233	0.33799954768017	0.699985014715988	0.830755614388039	0.764850878294455	0.239051057829832	0.759023507401313	0.793009459657862	0.749584182436172	0.819238065504737	0.754035920117941	0.761598613900829	0.700007996446149	0.809216899083872	0.77767973685636	0.597620214043928	0.790862949044533	0.567927450265593	0.737951182525299	0.709876331424616	0.442394285981768	0.857712838918381	0.719729518689735
TNFRSF25	0.642005868778151	0.689766484848946	0.688065370433659	0.12564192649757	0.511935306159187	0.272746563428191	0.571144586408778	0.403661373861099	0.636097763447623	0.618230189007721	0.607915988282109	0.345564046596493	0.495533925990719	0.318541820218649	0.405358980488004	-0.473533358681037	0.559962230904829	0.495867286973371	-0.291430379541761	0.0569711433511239	0.369067276846546	0.144261294040643	0.133123999687097	0.570557018685206	0.882918836823348	-0.0201524850858505	0.202943735805036	0.215900029051078	0.305222808737581	0.469097894524238	1	0.167319139107854	0.166126714473732	-0.175376676719434	0.478197212777427	0.70565361222557	0.387946485199846	0.674965096741346	0.257754284257676	0.637545878287984	-0.0302396633087476	0.224233143618397	0.320412216564172	-0.242369354875407	0.35013949565354	0.815767432156477	0.112229377792706	0.179219000492708	0.44689353057373	0.885181132645391	-0.553184711684235	-0.190377390125627	0.0867594254414239	0.706614914570854	-0.343230577256149	0.245958838312095	0.293559513688995	0.597327094326799	-0.0147779802416506	0.659017062714692	0.707063927176693	0.816622619336778	0.717933477448822	0.52969525158458	0.142726193566682	0.138354573509065	-0.429124898362115	0.518439579517977	0.454021549809719	0.05500169105526	0.225890195051038	0.0466634357065114	0.343354480210198	0.0203170380370659	0.0611864330841127	0.153478757342827	0.533154218769225	0.219495023783784	-0.0258223451136796	0.351521470476187	0.0446490565298772	-0.14218871680179	0.307685112004248	0.0368357972990171
ITGAL	0.2747657382136	0.271874346666869	0.256377081657557	-0.00529811586587458	0.523141589900749	0.720717746779108	0.359628881957738	0.309792660794808	0.428854258665806	0.337648540914129	0.227868763970441	0.418300057848076	0.158051828422594	0.0978690682750804	0.201359112992383	0.13684070828993	0.395594592819952	0.413381769206632	0.318821982184775	0.361084988271681	0.526554474007073	0.291954646536411	0.225730211762694	0.520966047540848	0.260461986273233	0.664978818325811	0.645260800259808	0.180418801404501	0.480555101503496	0.595513896175788	0.167319139107854	1	0.588362510973016	0.50038991942275	0.193031310021658	0.272929863559902	0.369203234831299	0.335111139986313	0.401395324435531	0.141501989081196	0.465314351915065	0.623296658902318	0.235187072176265	0.064681629877259	0.272666540559103	-0.0837998562361462	0.38575451179186	0.373330689744684	0.403193909471765	0.158801020488131	0.408793617184209	0.319715075476883	0.556105831947116	0.405134735129733	0.411013509284714	0.309976783174308	0.452247251178813	0.0810242273335334	0.521054954237667	0.279006068796345	0.404262213930634	0.383953735794108	0.182604564176946	0.431198634311756	0.573139940178783	0.426340471739479	0.143862012852596	0.551875075098445	0.438841780825271	0.493671271057058	0.501782991068953	0.577392093246112	0.419310844900384	0.374516427167907	0.552056946879871	0.504402336850478	0.37726308417964	0.430956691473241	0.511518246750473	0.384086912017355	0.432654103047468	0.24367879330616	0.557519860385778	0.471027492140161
SLC1A5	0.252925085049975	0.207692515697549	0.217769641820504	-0.0225371232079845	0.810281757793334	0.708735411860942	0.280490943265104	0.532796426040121	0.285627669551372	0.196756414491829	0.243862841659997	0.0152124025101363	0.131242574509545	-0.0602506814688008	0.135423239747829	0.188605163050747	0.572140132420617	0.438712851168705	0.0770144627275573	0.554748514953599	0.548378875889222	0.340883304798682	0.403491505674928	0.507478618068763	0.216939971027105	0.568007915620759	0.670121461841498	0.176597057602213	0.685790234105054	0.69209390367419	0.166126714473732	0.588362510973016	1	0.67110235395775	0.223961700069218	0.254854379006987	0.261830064168692	0.572326302675077	0.478790376607978	-0.0465321559872696	0.564319510331874	0.790916568617256	-0.00671725167383718	-0.186729455986062	0.244265547533103	-0.188045505817103	0.615151221303592	0.656132779820839	0.548367208230797	0.146290032524908	0.415897811772264	0.345824111019052	0.765272693710161	0.45548688041888	0.304185256342055	0.679043574820527	0.612821595979898	0.180457766313454	0.563808136767746	0.492303171037317	0.506909957956593	0.483396728228186	0.0473187488880612	0.346126184020593	0.75234083850604	0.502216177610062	0.496707305097794	0.447532640155129	0.448718380395305	0.681490310821311	0.556498557264414	0.563121820078796	0.487471889530078	0.596063680504108	0.666796472846211	0.582306225362431	0.340217331119771	0.588417146638039	0.427227247531783	0.594611012542146	0.59798011470127	0.306106049296693	0.702257318910975	0.535797624105023
RIPK1	-0.0779460759814914	-0.113202639405611	-0.0952841628448891	-0.0863118795333027	0.509278408731481	0.618493120548952	0.0271147323430522	0.215156161173386	0.0675445443706545	-0.00579198417157716	-0.0352194946124921	-0.12409166070548	-0.0950990694727781	-0.257199428295665	-0.0276295607856077	0.210381426036979	0.435831886699009	0.423437772906808	0.150616068656403	0.180782624738029	0.59134724995136	0.0925012440357937	0.118791018107996	0.28577432322615	0.0458506459868862	0.740933337725082	0.761437358185844	0.134645928345779	0.666745773429235	0.54407983248857	-0.175376676719434	0.50038991942275	0.67110235395775	1	-0.0624212530021081	-0.0431884391766604	0.376289563257559	0.321048703600625	0.264566723926352	-0.218887898785759	0.756235755002615	0.610560788494714	-0.0966606729673617	-0.106402315076333	-0.0793366585701426	-0.35693554942274	0.623084008925128	0.626272870332275	0.5182556734487	-0.176511135845249	0.630057692370463	0.2619930214487	0.764429924500633	0.142922205379364	0.305355619100606	0.593243142680097	0.523195526446374	0.0640779976811094	0.787099321045008	0.110376947423798	0.226504710570802	0.0375494634784183	-0.223869517750244	0.282621110174995	0.80321760582908	0.626432083271638	0.698872574955485	0.396253935639521	0.421157844135999	0.759561352141423	0.66808611339119	0.615364721927637	0.527094749937831	0.754244965077053	0.779317257788205	0.73679679458097	0.190935651142071	0.709954537519335	0.635251075047366	0.609094762697997	0.764548640378706	0.629848338210009	0.726174809070853	0.735988008500415
CD96	0.916076004639785	0.830483028715843	0.925595467100086	0.580918741646811	0.520556289598629	0.432419940221498	0.510079387801301	0.682263966914248	0.415341260957964	0.665401496723313	0.938098439968666	0.655560820759331	0.779325038397371	0.565938442700304	0.912581092842894	0.0182019739843734	0.457216408699086	0.655494638031297	0.0847322800015879	0.482640179982424	0.305517419989643	0.779634420381545	0.371169103982219	0.417594956327246	0.569803932865028	0.138078745340419	0.250116809068151	0.844512988009011	0.213812312624535	0.291057017419821	0.478197212777427	0.193031310021658	0.223961700069218	-0.0624212530021081	1	0.878346993691775	0.596465157374726	0.72405247737406	0.39641939375556	0.783653375990157	-0.300519776526429	0.22523201552957	0.735317136391434	0.414140258044403	0.602027367537108	0.576573101840696	-0.00103589603854844	-0.181773410769627	0.432467251510711	0.612726754746302	-0.429185065868466	0.55578875814415	0.0626606398845073	0.65524013121112	0.305827240088712	-0.0326511347960622	0.559062600325848	0.683475938174321	-0.0784743655638766	0.531681286786761	0.59048235434334	0.679682301083673	0.811906610255063	0.65636637717893	0.019563177661316	-0.179602180325341	-0.194583882905254	0.524571045283331	0.449747339646323	-0.135640635603443	0.251023916629635	0.273812723649659	0.361922313589849	-0.155490957996707	-0.0370297490074756	0.132967871044641	0.737786852105912	0.0401133499111936	0.20238848017584	0.0726629668405328	-0.179003696660343	0.171978585622192	0.192320727486087	-0.156595773443605
IL2RG	0.944375180615922	0.898237348371544	0.903971386291559	0.385283301266758	0.565149487751467	0.387161207165609	0.70775165877326	0.62268551278306	0.603166393169666	0.741882317849664	0.849008605202	0.636326266043577	0.795110266742648	0.388500091299882	0.818286526701477	-0.354709078618631	0.685546298159753	0.729258582494574	-0.112602494957154	0.266315688757515	0.525079867940938	0.594036419833089	0.243134929739404	0.600919891653497	0.815645711011907	0.216463236821277	0.353874595288404	0.703112688395875	0.38000275199111	0.461922111525663	0.70565361222557	0.272929863559902	0.254854379006987	-0.0431884391766604	0.878346993691775	1	0.646904737765086	0.777460488534701	0.392969060366421	0.808696562379401	-0.0756765724708222	0.335265363661487	0.709467905207009	0.139922620270096	0.417687545696962	0.684674207074658	0.0628245381270468	-0.0623157717797965	0.584644043689666	0.791103481713574	-0.574403106658869	0.445529466981932	0.191650043847653	0.855476234150865	0.0261294673450724	0.0587643214377043	0.680648429096843	0.649552914827558	0.0533044506441397	0.591213064800009	0.694403822470847	0.757670052262132	0.921025880773158	0.818948892766044	0.200134062267869	-0.0250014613571536	-0.289973525082482	0.728451557532698	0.650325739159435	0.0347960212234848	0.404920441251276	0.350079053016878	0.564132510302489	-0.0144487520654373	0.121682490081825	0.305053744097637	0.892154133750948	0.22823726350512	0.321229146571309	0.153731166674069	7.50865888160029e-05	0.15131725567426	0.364707586933599	0.0337598430201817
SELL	0.65364278165936	0.587933601327345	0.640056440540915	0.509323022010324	0.456447264478485	0.562907028806766	0.420790192036542	0.409319388031352	0.461653440694928	0.534805463519192	0.614520920815857	0.545884975905103	0.503661466880962	0.186407212096641	0.6551667644621	-0.286339912830127	0.693543887016533	0.886367484532366	0.0294227721303988	0.019345257729764	0.708496224611095	0.350703677337361	-0.127374645226047	0.510267377768157	0.598191361740217	0.574578645426618	0.611482264165685	0.721573015942921	0.484435231269982	0.459778866620936	0.387946485199846	0.369203234831299	0.261830064168692	0.376289563257559	0.596465157374726	0.646904737765086	1	0.698168299887939	0.391227049017172	0.536199692099717	0.241347597730869	0.368754751717552	0.521999935985536	0.192756463658903	0.134339142784671	0.415590797949499	0.217109985217706	0.0904870460391517	0.64013208629613	0.540509065223512	-0.108477193750082	0.434441071049933	0.382571662721627	0.582865996994547	0.0985245747170609	0.131064247889868	0.730809902295989	0.568766302458941	0.449954567828391	0.322103977757853	0.551372830104719	0.484578204319039	0.575247188258245	0.821918094672025	0.415255591080184	0.222466394077432	0.0914833275122047	0.753930118546207	0.659481847890502	0.338425703237938	0.681710671417525	0.622047136482878	0.739343343528896	0.323408261726121	0.409472893518804	0.625674212185592	0.787449662357056	0.520667180967757	0.667389717015657	0.286288909057034	0.34664963030193	0.591681956543161	0.586843427773971	0.404077911419087
ADGRE5	0.768092531475852	0.703808405222553	0.793068240584414	0.462621973862641	0.82096497218525	0.703250686215031	0.510877403935052	0.671455430829638	0.560687000187131	0.636591084551982	0.800501857366323	0.374694878898794	0.553279380558334	0.435398861681969	0.607170155569658	-0.125998953463563	0.743976977292859	0.804884591152912	-0.118128007538057	0.404095133629558	0.661767049349635	0.492487190080383	0.302852016281535	0.639960954798282	0.808097176846984	0.405194194571754	0.614081988238489	0.5984036264631	0.6141813877494	0.693843583992892	0.674965096741346	0.335111139986313	0.572326302675077	0.321048703600625	0.72405247737406	0.777460488534701	0.698168299887939	1	0.529610953840364	0.627247335591698	0.201867286425571	0.546593409811345	0.425421630965008	0.0198323865364834	0.444595244682401	0.576847883168913	0.417373395583174	0.35211243777841	0.767924653494439	0.73230297106384	-0.155798906040175	0.271205919582421	0.485152860086766	0.715524019624695	0.0964149245757871	0.503209797386597	0.713148374153811	0.690411678038399	0.384238643626963	0.715373405015419	0.848809444968875	0.838289919392835	0.623745924750997	0.745528314924125	0.532553074805276	0.320147208484777	0.122236316601503	0.708099458690012	0.682325235640806	0.370504231556272	0.614514039217194	0.500091430735376	0.638802882182615	0.375833670801994	0.424249333935319	0.560764346821193	0.71869718189664	0.52273948779048	0.39485932576747	0.627403420224141	0.352145605103819	0.363933484725361	0.657080864398571	0.346592515854496
FAS	0.317890805860068	0.193461325152872	0.440726425036128	0.224025993150599	0.675365687187988	0.611206753560776	0.349401035474634	0.614336860440776	0.322175615183295	0.297444012146769	0.399167887913076	-0.0104803470356774	0.133875315163766	0.179246278042358	0.311208416018538	0.199546172116993	0.420336167610181	0.543422589465564	0.220374107179082	0.301997451414771	0.337767237685909	0.244234427718558	0.548260456536937	0.34006118487467	0.365664436441913	0.304626991253512	0.575866425706804	0.261825278288727	0.318815687464362	0.245948851645217	0.257754284257676	0.401395324435531	0.478790376607978	0.264566723926352	0.39641939375556	0.392969060366421	0.391227049017172	0.529610953840364	1	0.122949715448607	0.219641644197377	0.241647696577794	-0.00686717492711498	0.0189140286450517	0.433930888059314	0.0520338463207612	0.407261265949869	0.431713730553424	0.208093842092828	0.254852169425823	0.139294378500907	0.178277335266252	0.311781210340129	0.4414987935232	0.281536552634359	0.120643700998539	0.430279459716972	0.239716769288505	0.263792367122371	0.214710424203042	0.186711541545732	0.501455929490541	0.184352666819398	0.340122483201932	0.383880168132685	0.214190983870579	0.264463392023023	0.332167398953693	0.287242555892564	0.237385269138942	0.248866862109421	0.284822393281014	0.336752372559296	0.28636398724044	0.259421995740056	0.316301364773629	0.294878132706056	0.330331240450327	0.381880588183785	0.369420433924085	0.258069700035587	0.244382516375645	0.384832468536904	0.243826195565886
TRADD	0.767693608292174	0.741659034993433	0.812517110650577	0.447230031131611	0.333007325023329	0.305368216786106	0.655763722028643	0.413939058862043	0.605134349584267	0.862112483761549	0.776350873590025	0.605721921259137	0.749502178792907	0.685949320961234	0.673817424114732	-0.3085892979154	0.382664425382773	0.570205657555892	-0.117703466933862	0.103505851630146	0.37502204063104	0.403685492617546	0.0934081377232736	0.565472536604503	0.693900725494676	0.191616694970559	0.250205222453412	0.653370594881001	0.264060238617889	0.397168980448528	0.637545878287984	0.141501989081196	-0.0465321559872696	-0.218887898785759	0.783653375990157	0.808696562379401	0.536199692099717	0.627247335591698	0.122949715448607	1	-0.217579148728708	0.152683262955915	0.693815071193096	0.339253889390778	0.474701227256144	0.866173010288403	0.0866974898648101	-0.149329992250994	0.457103032359566	0.734572925365245	-0.511773282333127	0.187121686917961	0.0867461634241114	0.594149753450818	-0.0308660585550023	0.0053179221597338	0.402274822955559	0.603499460553701	0.0283030803602441	0.606283284784654	0.608911348716082	0.635674974942148	0.852005466729758	0.719421447544291	0.0464454109212602	0.0495830487591048	-0.381166968324442	0.559915348562442	0.560458262012335	-0.0783677681465254	0.317655748110668	0.315131515031462	0.391060053856696	-0.068991272066636	0.0637391082595443	0.175490678975214	0.711937812619103	0.125241090870535	0.179029974990544	0.174086039135259	-0.106700761999759	0.210577461257998	0.24633206533169	-0.0267880683867783
SORL1	-0.216224835338987	-0.180590442558893	-0.271401239354867	-0.363366274253105	0.370402495856451	0.412806299959688	0.200408553826836	-0.0922616880590867	0.22872971542242	0.0524096460417242	-0.306605028439548	-0.270947757328172	-0.0897009495411277	-0.420094380536371	-0.275538885038528	-0.153336267937551	0.493556965138356	0.346606989436971	-0.072353073338743	-0.159293163883357	0.7089565131939	-0.234505678741748	-0.0618355076881585	0.435039597708068	0.15143352749869	0.76962953448382	0.754642373821684	-0.15084666761139	0.791194356882698	0.643243458401643	-0.0302396633087476	0.465314351915065	0.564319510331874	0.756235755002615	-0.300519776526429	-0.0756765724708222	0.241347597730869	0.201867286425571	0.219641644197377	-0.217579148728708	1	0.677566618135766	-0.162111686619629	-0.361704440440886	-0.326348562516609	-0.280585085127715	0.717105476699613	0.791220600898878	0.558539642825695	-0.0800575788329101	0.471396005748642	-0.00493171816995107	0.809812705696473	0.260499330115603	-0.0347940106429948	0.532078474735191	0.505349668817819	-0.172229302898385	0.886278906057169	0.14704353323051	0.125990906405303	-0.0245113178690708	-0.19969223465334	0.340894617969105	0.882404898113375	0.850476684145177	0.592462940921661	0.483231924269772	0.537955352753347	0.934852064302342	0.719782031470825	0.665132250392909	0.649223953111031	0.870202942666294	0.872473244888224	0.806917847058409	0.217435474729544	0.838555281911662	0.722083674099912	0.583744382526704	0.931830361337837	0.506064185544308	0.785522651383035	0.911412864884961
TSPAN5	0.314248811998283	0.359106970380382	0.195292065883952	-0.0292182774060115	0.573861082351797	0.679954981139817	0.338578545095584	0.203470080096879	0.364778948016257	0.299361734102633	0.20803455183979	0.233610711887255	0.344391555132326	-0.106601635091029	0.176032048659547	-0.0226268934650788	0.573847345985314	0.531572633733409	0.0360864626847819	0.376108496959069	0.783714435858229	0.366345164855511	0.0809991823109449	0.579538129445632	0.317380174735578	0.723251767408809	0.713137603352061	0.27274423801202	0.872801290856443	0.817064396800049	0.224233143618397	0.623296658902318	0.790916568617256	0.610560788494714	0.22523201552957	0.335265363661487	0.368754751717552	0.546593409811345	0.241647696577794	0.152683262955915	0.677566618135766	1	0.31407942201615	-0.121052472177201	0.0166423318491163	-0.0638902746868036	0.538799401511548	0.566141218392323	0.797311738620721	0.24068914221012	0.329895830380928	0.299048831014874	0.806142634119362	0.543565861237307	0.333523070825808	0.541626629592846	0.734637550692667	0.0940591460248145	0.736717126773054	0.460869468897804	0.574501022453015	0.377170764620599	0.219529619946724	0.592266970811573	0.800072302479662	0.67439468530868	0.40906807990584	0.724774456679931	0.618802739849072	0.811522276910061	0.804996375703395	0.743907488804789	0.735639085867387	0.681550326191889	0.771488898897654	0.780378167995502	0.549168511433431	0.754742096853047	0.630245381394929	0.582316482937669	0.760762015143585	0.365263284548716	0.803787712222808	0.728448003934513
SIRPG	0.756726541155477	0.788175613374029	0.625046970083789	0.428964694355768	0.0798561049339711	0.23924830319028	0.355027084768413	0.160448739653258	0.310983124311083	0.5087890146086	0.645128733505404	0.829990007646343	0.832240036540912	0.355784816272324	0.774574762668455	-0.118564351207822	0.306976552055339	0.477297066791147	0.123627275485908	0.312736481759568	0.369185839573231	0.71585631247555	-0.0235080288733257	0.289700512821047	0.414137537182639	0.252681878658105	0.146724845714747	0.752555122291711	0.215434674403112	0.343754794192696	0.320412216564172	0.235187072176265	-0.00671725167383718	-0.0966606729673617	0.735317136391434	0.709467905207009	0.521999935985536	0.425421630965008	-0.00686717492711498	0.693815071193096	-0.162111686619629	0.31407942201615	1	0.349818666060724	0.12914308382051	0.452259930684009	-0.227167247946732	-0.290265177487085	0.48688784077373	0.387368829890038	-0.409593074267019	0.449178920950925	0.0968045438481901	0.545034394934821	0.288477484028001	-0.182146861839876	0.489711567604752	0.412289666152773	0.0473684692877542	0.268699121024921	0.522186280719331	0.315764724739237	0.733693055177236	0.686541589250972	0.0118795893070993	-0.0437636526111657	-0.297508670476608	0.64487232738182	0.43703016860171	-0.0633817714077316	0.36063350495402	0.390261267527175	0.456232488910817	-0.17349522129966	0.0557910737165863	0.209215976911984	0.730133018575278	0.0725990554485842	0.289475261071213	-0.0795650724895579	-0.100589020421742	0.0965012323425433	0.127665094978827	-0.0370695569487921
PDCD1	0.257995667820973	0.243051986783011	0.290551485648953	0.530085506812992	-0.089699437185824	0.141703707835984	0.0232489216117625	0.061659151240684	-0.0508497776584623	0.255873364458869	0.402640286440176	0.404029325065293	0.227473326908886	0.458939727806155	0.508667414234996	0.381932589993951	-0.294883863198163	0.16725877690992	0.411499418397678	0.185725771931597	-0.0930058545607462	0.426349379835639	0.139525759778961	-0.0566609555810119	-0.146523193748064	0.130670687920934	0.0108220362162657	0.60252404372496	-0.196770480538695	-0.179212830396285	-0.242369354875407	0.064681629877259	-0.186729455986062	-0.106402315076333	0.414140258044403	0.139922620270096	0.192756463658903	0.0198323865364834	0.0189140286450517	0.339253889390778	-0.361704440440886	-0.121052472177201	0.349818666060724	1	0.465153466694651	0.0938106157646778	-0.107247110549187	-0.411089311361466	-0.0653490778281937	-0.0974469264537946	0.041978337548067	0.520786431903339	-0.129020998384202	-0.119473308403065	0.380174897483266	-0.421675711592631	0.0626771373550025	0.126021088866798	-0.0924657309032046	0.033613546120993	-0.128484445625643	-0.0441245940980515	0.195868798322058	0.144160843356376	-0.243407063741314	-0.276899720378589	-0.0387967233805612	0.00753340752416472	0.107146907233901	-0.267863206706229	0.0124464642325437	0.215849087860014	-0.0505318975545279	-0.235948032813297	-0.132677599980743	-0.0539331979132294	0.169013435735288	-0.197724366270641	0.126066059171804	-0.190180427065367	-0.294419900075501	0.261397498399602	-0.129294735391198	-0.208836911499743
PTGDR	0.437090323854126	0.3956181507847	0.598661547623567	0.243408958520394	0.573815610231932	0.401745920912444	0.371316594444512	0.618563311213298	0.334722129063246	0.532608350245704	0.662783353612877	0.1891280398012	0.23478754872016	0.606062436156349	0.473898640481493	0.332009227151758	0.0312189227422572	0.249365568847614	0.221614272690915	0.483353790364686	-0.0577792398119536	0.440833633146436	0.742505938265979	0.345023566152108	0.322278795697551	-0.00993379793814724	0.16400876513472	0.344062512272687	0.00194275156876334	0.116183533567731	0.35013949565354	0.272666540559103	0.244265547533103	-0.0793366585701426	0.602027367537108	0.417687545696962	0.134339142784671	0.444595244682401	0.433930888059314	0.474701227256144	-0.326348562516609	0.0166423318491163	0.12914308382051	0.465153466694651	1	0.397822175482116	0.249375811945978	0.0587133937095367	0.0169034259793208	0.385952067964971	-0.0860637357080058	0.226526373823801	-0.00674434682940593	0.257635691170893	0.19901916638122	0.0721746670923053	0.056273405652347	0.454922516165148	-0.168633035353898	0.568440847559806	0.266123820797584	0.586083655887722	0.358607515430167	0.127461287436179	-0.0375881728702765	-0.114394161816825	-0.14562687456526	0.0261093600558385	0.167030514035613	-0.18179161589279	-0.0943641215812721	-0.0121903896263495	-0.120530584671177	-0.138109700097424	-0.0877569652385875	-0.119079640894461	0.164117035973927	-0.12108497002977	-0.138288603792222	0.250419039498513	-0.24743509077999	-0.00279832217718254	0.061990950437875	-0.236955302106546
KLRB1	0.627721831351799	0.650162407096031	0.714427292917708	0.317370493658918	0.272515652262739	0.107256201050512	0.560991748989918	0.322789791663148	0.610467870651711	0.748627959955644	0.673994803866041	0.404313031207838	0.54943932575281	0.624615997218344	0.501371548164015	-0.467144718649067	0.351032760930135	0.422200210262972	-0.324928120899745	-0.106656950915686	0.230135224608731	0.110574331097123	0.0336388670204123	0.482973674965153	0.784444528592294	-0.0625813647337238	0.0652677077621095	0.39522821435931	0.11440473092068	0.310479704466097	0.815767432156477	-0.0837998562361462	-0.188045505817103	-0.35693554942274	0.576573101840696	0.684674207074658	0.415590797949499	0.576847883168913	0.0520338463207612	0.866173010288403	-0.280585085127715	-0.0638902746868036	0.452259930684009	0.0938106157646778	0.397822175482116	1	0.0268519448918964	-0.0969432579578744	0.325163078015044	0.82264768236636	-0.64837836957479	-0.138474812093339	-0.0813335669291379	0.505866011399374	-0.399271222144857	0.0399676698310726	0.155729783241618	0.664999978969013	-0.12069612614299	0.598079837762086	0.570526758116405	0.664933355700844	0.75356766153649	0.529936794040535	-0.0738582101838462	0.00318842038691778	-0.507964045560969	0.377913516576293	0.445400833885406	-0.182838674321281	0.143707299982533	0.041517956743756	0.237498954247462	-0.125264667979762	-0.0806257483664935	0.0276836083773685	0.509181781435169	0.0557404161373138	-0.079315776850041	0.20532100829531	-0.174001487893001	0.030344108168217	0.13383015128669	-0.120096687045829
TSPAN14	-0.095198230303115	-0.109100440239827	-0.000193858606869003	-0.270371786270766	0.65902994126241	0.587913950862723	0.450785948365282	0.310853745408709	0.495808636809514	0.424717963105845	0.0250144950373906	-0.372653173200724	-0.0664990071457677	0.0986762804187996	-0.124269055405263	0.00137242759674738	0.434369151649689	0.401575686098858	-0.192148716111468	-0.0322240579429828	0.605841936704984	-0.182794832479665	0.363033319553668	0.653213862219786	0.273478627663658	0.683311605482955	0.798143448965241	-0.0248778744736653	0.757517374345346	0.672505683167066	0.112229377792706	0.38575451179186	0.615151221303592	0.623084008925128	-0.00103589603854844	0.0628245381270468	0.217109985217706	0.417373395583174	0.407261265949869	0.0866974898648101	0.717105476699613	0.538799401511548	-0.227167247946732	-0.107247110549187	0.249375811945978	0.0268519448918964	1	0.820543671009321	0.455684145420029	0.106272347289403	0.439713171289313	0.0251892356487759	0.760404385590936	0.267916461773398	-0.0610526484761713	0.625056804972669	0.424888637923049	0.146886267582169	0.760678080393817	0.534266898438171	0.188499510546242	0.325250812695224	-0.08485778384439	0.326226368344692	0.813058889788545	0.801443195520544	0.511755607432245	0.324836620534742	0.608606914433404	0.784860542362866	0.612090330188619	0.590217580495144	0.507700599729594	0.866082618531061	0.782200020890902	0.684761062078003	0.193396839078298	0.768884924719206	0.53534647294313	0.78795802405722	0.774364621766796	0.629598256960485	0.808166618793664	0.766846283456055
ADCY7	-0.193055376524402	-0.185340005753029	-0.102106887797663	-0.331508448730973	0.611453924941523	0.507325989562269	0.196960053699406	0.132101769198197	0.271729270475392	0.136362641934935	-0.129546960356834	-0.427893495170737	-0.0726394630980713	-0.162811905736422	-0.253172756664792	0.0508630145984088	0.413636819031843	0.291917016131978	0.00627484169857902	0.0702979007956166	0.495666271823927	-0.213304188372019	0.313494981670888	0.437070847525526	0.219857533558236	0.556012518529364	0.692405454484427	-0.220951686090246	0.716344960994463	0.652441782405875	0.179219000492708	0.373330689744684	0.656132779820839	0.626272870332275	-0.181773410769627	-0.0623157717797965	0.0904870460391517	0.35211243777841	0.431713730553424	-0.149329992250994	0.791220600898878	0.566141218392323	-0.290265177487085	-0.411089311361466	0.0587133937095367	-0.0969432579578744	0.820543671009321	1	0.414146941811152	0.0324806879255175	0.460281240797884	-0.240065486957707	0.726171009731885	0.293321520053198	-0.0510852412060281	0.648547254627228	0.303504414085887	-0.015096176872727	0.693031575722752	0.350737567036716	0.204298114155034	0.227847155068394	-0.232624923968961	0.179221259150597	0.781253142864374	0.84068954550236	0.508291140381796	0.280583238362827	0.388141677703703	0.776411452324498	0.483263275203051	0.420835782100382	0.41083326007414	0.779380246853256	0.722682454819467	0.576731419544485	0.0365926871303483	0.721678061854888	0.401150596042372	0.737719606314331	0.768328649954122	0.297647689047406	0.684638071434104	0.703166795342567
