""	F2R	SDC4	CHL1	MCFD2	ITGB1	SDC3	CD63	LRP1	INSR	NOTCH1	PTPRZ1	CHRM3	CD44	CAV1	DDR1	PTPRA	LIFR	THY1	CDH11	MAG	LINGO1	NT5E	GPC1	MYLK	DDR2	KLRC2	GRM5	FGFR1	NGFR	ITGA3	ITGA5	FZD6	NCAM2	FZD3	APLP1	CD99L2	SLC16A1	CNR1	RAMP1	FGFR2	ROBO1	VLDLR	LRP8	ITGAV	GFRA1	CD81	PILRB	AMFR	EPHB2	NOTCH2	LAMP1	CALCRL	PLXNB2	LRP6	SMAP1	ERAP1	TFRC	APLP2	SORT1	RAMP2	CANX	NRP2	NCL	TREM1	ABCA1	RPSA	RXRA	LRP10	TNFRSF21	NRP1	SCARB1	ENG	NCSTN	TNFRSF1A	TNFRSF14	PLAUR	SORL1	CXCR4	CD74	STAB1
PTPRZ1	0.264779912346533	-0.0568352979461286	0.991003743978199	0.137579966257953	0.222336979836207	0.974889026861883	0.20430196123098	0.413515740431557	0.756539865376985	0.768578154947724	1	0.971086594573272	0.0476945416724107	0.02052049233723	0.442080158645014	0.71751480474595	0.774797598333318	0.217868121258794	0.869354491755027	0.10246244536593	0.965220795142676	-0.00200136087821131	0.14800042803395	0.251161690484343	0.120433919231471	0.958999301231594	0.981399069367353	0.421531270131832	0.373827298703559	0.195426344528348	-0.0687038039742398	0.591669251305795	0.972614977469375	0.627548419598602	0.72519416995509	0.414670772379655	0.342747977135431	0.922343245975743	0.729745279205637	-0.0661919058114577	0.638854983027962	0.568883702303815	0.75363401149549	0.323404243568955	0.945414165797388	0.232779880055208	0.43560928588519	-0.0719410024273797	0.761941111045819	0.241300160364806	0.35306036976174	0.346896577810117	0.318485788806454	0.900223375680243	0.475833656683074	-0.0179266673082746	0.143061031871087	0.40248963351725	0.790093476483348	0.90979351259227	0.230401330733331	0.0821076283648281	0.593282835392847	-0.100741604534306	0.30665445892078	0.376548069098765	0.439397464314369	0.351615151395508	0.718383324811906	0.0223483027458317	0.036526866239898	0.159273608848821	0.293770317790442	0.19387829382024	-0.103497774690654	-0.0923708085445824	0.731367822467865	0.342046855528678	0.109830749586697	-0.162754545347873
CHRM3	0.287358548486501	-0.0359419026141703	0.979528974364962	0.16150063439172	0.247143075034414	0.961364566902473	0.219963828557809	0.429102596116542	0.809613078777935	0.770992967806207	0.971086594573272	1	0.0667034624127081	0.037099768972862	0.444768134961397	0.718102930724277	0.794664889261159	0.208047560701081	0.894404065901113	0.133623806613578	0.942261041063537	0.0139507060268903	0.155809280908653	0.27763110757591	0.143912395914411	0.911426075400439	0.948925219041945	0.439516525013459	0.418552038816622	0.201818259234288	-0.043944024165776	0.598478654497554	0.973568920281061	0.647645720190365	0.745584202450783	0.42359743682161	0.384955375785246	0.9297859614134	0.702180159620689	-0.0317640425862986	0.646499944140195	0.623012995825299	0.764286126307909	0.328283291449903	0.95072425324746	0.24559008739018	0.44798971961912	-0.0385448205039437	0.771531967265333	0.25404961993926	0.376453375410924	0.349884373383895	0.343672614088016	0.9120042893639	0.503348416290313	0.0107792859061709	0.164997906726372	0.42123719316215	0.806517747857208	0.894925945135644	0.260962633163057	0.0829382868810348	0.594471205344166	-0.0741950870609843	0.33200573268958	0.386195079035814	0.461245627303697	0.382318242269949	0.732309349682889	0.0434414744176397	0.0699640387914915	0.187730351152326	0.322654424503811	0.213434627273261	-0.072558597159953	-0.0660186497202903	0.787006276737095	0.392303391438549	0.110943139586811	-0.148249362408442
CD44	0.926824860531863	0.955545358893969	0.0353513223461393	0.828647974177	0.943733877492825	0.173392933638636	0.901422349928438	0.745551194933513	0.0842759810548714	0.584506462038403	0.0476945416724107	0.0667034624127081	1	0.964877475087731	0.73370598833123	0.695139503333152	0.577625528802746	0.84595267796832	0.415802835929151	-0.00978975841823736	0.0394792819306319	0.953543815152191	0.934430720170518	0.820025274653413	0.910140560201129	-0.0131464188369618	0.00486792156813799	0.813362399558712	0.524954243464658	0.872611697177404	0.838432218816421	0.78445388915996	0.0584819826127111	0.752033514818282	0.16013181254755	0.835369932476648	0.741456717997723	0.171677235409591	0.410723845457362	0.00963508969122097	0.754590809785226	0.620333571674978	0.602899322349183	0.889973290074264	0.081399592956375	0.932344391896001	0.85696959388686	0.516484745304216	0.582187885613433	0.961024541198653	0.893012591642675	0.799940889948456	0.902518713428135	0.413737177113594	0.656349418197237	0.817118010603103	0.776252138908627	0.908542313376791	0.498875256950053	-0.0235646684493835	0.790882226581613	0.910694669645016	0.7817111059765	0.627403526270269	0.89284201933137	0.844132093696397	0.831838699299024	0.885242963169533	0.54379170974019	0.95899916647894	0.764156643562064	0.917031539819371	0.888314033268456	0.947494341243092	0.70749477671808	0.825071729106235	0.300136026307439	0.623811732923138	0.272429744199276	0.0509182217970488
CAV1	0.937083810269578	0.972083710113157	0.00515828311188816	0.904609967126983	0.965764564702789	0.136825268741194	0.902552929526007	0.822312458712862	0.0296383939534729	0.523792735074427	0.02052049233723	0.037099768972862	0.964877475087731	1	0.610159542670836	0.689354552984201	0.518046993352565	0.750679781943726	0.350835285260171	-0.103123191601104	0.0213393419681621	0.986499184786103	0.854749673096799	0.705232958633487	0.965531577485972	-0.026971341265826	-0.00829113385343678	0.870167939900999	0.484515264119057	0.777317023869588	0.919884733800283	0.738697323554607	0.0311160216847715	0.721179407788628	0.0791910590620768	0.769078343961641	0.818335378298588	0.0973323675554999	0.30339664791163	-0.0832732438002747	0.750981647835121	0.671313596095157	0.542882118225463	0.811200974726879	0.0339112008954891	0.895041674914905	0.829303986418817	0.44982325319478	0.57672309599175	0.945954424733731	0.884433600561924	0.702983237349514	0.840258095999949	0.37018197015758	0.745707779384347	0.900954618223346	0.877448075457148	0.900930968369928	0.401735231988754	-0.0495068323269204	0.867671399680235	0.830086200671588	0.768897573155077	0.749037283898427	0.857951055123196	0.873162600461409	0.839331272145467	0.83897755326612	0.461451471317341	0.981569471537922	0.865221930120034	0.875908022708955	0.900238730451778	0.908991931666859	0.80509171295082	0.892157836136103	0.195578796765017	0.528460901035671	0.164169014342182	-0.0326978725384529
DDR1	0.697229868446212	0.602156044788727	0.44311592233605	0.522086450498032	0.668536729179666	0.557187968206792	0.774815009790633	0.513506829063518	0.370020398875578	0.829704479755887	0.442080158645014	0.444768134961397	0.73370598833123	0.610159542670836	1	0.758110866594949	0.777764734310196	0.904002456358202	0.713544985291289	0.346925511414748	0.453022711626607	0.565259645994075	0.891667240647671	0.903587658732942	0.57355553156174	0.38680884324494	0.388372841539727	0.58806128531651	0.533221529616219	0.872295099922099	0.355827146571896	0.872990927534629	0.47210561568496	0.83643710037307	0.633401191566862	0.893658763393382	0.479533173967404	0.560826152282008	0.825148362004129	0.283984355367931	0.78287517696324	0.576749133071744	0.842075192614713	0.917554285671073	0.468453774173676	0.854999573250038	0.830642985036713	0.602720733000261	0.705672298559026	0.792294493037722	0.78234273438003	0.889482902788609	0.893345544959967	0.715519984052441	0.499445691760604	0.432195910522637	0.380431550605678	0.791145912183291	0.8390777655374	0.404862814921561	0.528919378078305	0.814636637789017	0.797227539075404	0.0975560343037419	0.804068148482108	0.71284860319862	0.719229801306446	0.859256712585338	0.86780520197085	0.600101752407361	0.40196359788729	0.733371918138329	0.757874726756804	0.844335350971184	0.302402712736595	0.357469511329987	0.631225785012891	0.754608385032819	0.309202525218196	0.0722897694606248
PTPRA	0.827669551267902	0.620428682498197	0.700319598344168	0.741943201536145	0.822887556854536	0.782642370802164	0.77357314641428	0.854309143860158	0.589114181149794	0.90312271956461	0.71751480474595	0.718102930724277	0.695139503333152	0.689354552984201	0.758110866594949	1	0.934090442808715	0.681492558624243	0.877297970074133	0.00445379952729188	0.687282283056593	0.658474590162191	0.70333640978388	0.685919443438691	0.75241176991732	0.645178800699704	0.673313574274373	0.890533305209644	0.644898412851309	0.687428102989082	0.560283822739383	0.943886440100229	0.707108608510538	0.962022975531255	0.571140408175512	0.8296857371692	0.818217794438867	0.741584207658078	0.734213337713057	-0.096904860194677	0.970784935700624	0.878265487875845	0.91343150772135	0.806656174684757	0.710673924199194	0.78519141287679	0.897497098492875	0.262263528800833	0.934275261780101	0.824441167440952	0.875505589083743	0.753992812107561	0.822759801109167	0.901143994669573	0.864761702009854	0.623264877449599	0.695523439429663	0.913379650472775	0.858786337319415	0.602956705540196	0.784472352239184	0.64331042233766	0.95615008202076	0.413358846728178	0.835730691553798	0.856752227649846	0.909344799772281	0.856707397654802	0.841256888386143	0.682919518715603	0.628019027373369	0.722872993779629	0.844828890900222	0.773758090833737	0.500977062922162	0.532207098637922	0.689835562241391	0.64176097472364	0.20965542775918	-0.129636987182156
LIFR	0.720743284921144	0.448867760839717	0.77079164466271	0.572145314110044	0.683849198698701	0.83115086335647	0.650541538745603	0.707292648926949	0.703384801268423	0.886351800473727	0.774797598333318	0.794664889261159	0.577625528802746	0.518046993352565	0.777764734310196	0.934090442808715	1	0.621588904960835	0.94482318334404	0.111099224542972	0.724082312448816	0.476380569676479	0.633582767487673	0.68485860518098	0.588142037529643	0.669064218020277	0.709133219041681	0.747095372101469	0.696841595107542	0.629033507120018	0.36612451141069	0.895204150045638	0.766685038771589	0.925975730144032	0.659835747178902	0.773226158785877	0.691950675934107	0.858231496869898	0.793303649751085	0.00257149782329639	0.897097143738143	0.805702716153487	0.90629388643129	0.763076269319264	0.801099142193099	0.67723501818818	0.823331184024672	0.240549815657724	0.875449361668009	0.705745036529918	0.777024989440309	0.745144113195174	0.752700939486697	0.927639146106932	0.728312565996814	0.436520076266336	0.507337579147542	0.808900751557203	0.940343306879601	0.657897050016101	0.626804766174134	0.559385623126772	0.856203365252406	0.215424047200547	0.790170649709341	0.704528370441364	0.810393792773863	0.801488461581743	0.877186873047056	0.524983110203992	0.454809000339921	0.628548470820766	0.733709592937024	0.675537005724321	0.318798886424693	0.341953349746473	0.828192675424819	0.663534949457463	0.245746919433792	-0.0700859364827238
THY1	0.75116694974504	0.735353368774991	0.200091846685771	0.577379376560356	0.731322587622466	0.333223122361739	0.79292721156017	0.487989416310499	0.144786480677487	0.732048021956565	0.217868121258794	0.208047560701081	0.84595267796832	0.750679781943726	0.904002456358202	0.681492558624243	0.621588904960835	1	0.517472144308491	0.112805631250416	0.225811750031492	0.701878625135571	0.95418640101625	0.909313096451067	0.660249042963616	0.173589331148346	0.171886239340922	0.590846308537743	0.340704170440192	0.954785764970856	0.468312392648439	0.842822644165216	0.229287086968751	0.782219692534868	0.353118559068787	0.89849321333856	0.454781322537061	0.309496953171956	0.651936109520934	0.0718863331481552	0.721701211528816	0.463283010954649	0.735162390457591	0.953516322438275	0.218848517528864	0.884460858043789	0.793301260274358	0.526679268446706	0.591124381743247	0.860333420515563	0.764437859815546	0.933968915377948	0.901068922820959	0.550325407407568	0.449253636640451	0.514446128218063	0.429281660186246	0.798121186141969	0.647023461808098	0.163485876374324	0.541450268574728	0.936320750649878	0.77936967889215	0.182306502930291	0.811657808945961	0.721804800291992	0.706918776176873	0.824687103527188	0.726583407825357	0.719953764562054	0.444692147841798	0.759207347356163	0.749013867453146	0.887909968767699	0.368760140855477	0.463446148734684	0.384448251690855	0.69182074178335	0.258177304201709	-0.00335996897767742
CDH11	0.586144699470107	0.283448068765073	0.871087577732441	0.414964859968011	0.541180392157295	0.907119594572938	0.517227624040072	0.608624294587166	0.779251747007691	0.884583737988174	0.869354491755027	0.894404065901113	0.415802835929151	0.350835285260171	0.713544985291289	0.877297970074133	0.94482318334404	0.517472144308491	1	0.169304916095425	0.832094986602222	0.31290643163851	0.504096126682025	0.588846514425434	0.431462542187201	0.779062193013903	0.82015969670309	0.64350151204981	0.64288746313368	0.506672977394048	0.214012422269286	0.82588288249619	0.879463459696676	0.860118108165761	0.735985449090153	0.686589195313716	0.580960138450107	0.933596781575422	0.802981725407619	0.0348253689668249	0.840523446937652	0.753914068170404	0.897461489740052	0.645273716202583	0.892677993301628	0.558688924384629	0.707632304976855	0.191402204578859	0.867455068432127	0.565077388774746	0.656836157945282	0.638613460581871	0.647377175744441	0.958959928161267	0.640468916857157	0.269143630524855	0.369718005282745	0.694554647977937	0.94447832639929	0.774557238854452	0.488509636701459	0.417285290905058	0.786222476329633	0.091987744302872	0.657892833221456	0.606191084678033	0.704686006282149	0.681219000926677	0.877223517272011	0.365921672023344	0.304351027852615	0.500043726712011	0.608809505767613	0.539872923430893	0.161159900534284	0.196243547513116	0.858330703138924	0.602378705915067	0.225384667531578	-0.07892137763367
MAG	-0.0726824983510264	-0.0355124902636244	0.166995331007417	-0.111407060911838	-0.0786790114960333	0.1858467264641	0.187556689660117	-0.0546414255241769	0.159953655309666	0.158429227466851	0.10246244536593	0.133623806613578	-0.00978975841823736	-0.103123191601104	0.346925511414748	0.00445379952729188	0.111099224542972	0.112805631250416	0.169304916095425	1	0.214786304405511	-0.0945536593330186	0.137581253653868	0.259185618520026	-0.116883816457316	0.150400143700783	0.0978659723688273	-0.0793895617116121	0.195484733975069	0.0400225718974002	-0.116827132711724	0.0469459350731378	0.210216928526543	0.0290483398221348	0.693479093782685	0.111570909861335	-0.0776172651233504	0.209274966239574	0.409879473227009	0.899881662747164	0.0761469821677418	0.0829897104897236	0.13670924563003	0.0611110992188944	0.11063321780563	0.199527187574514	0.0766799279931149	0.643670774623699	0.126644342001808	-0.00543016880025525	0.105909316705018	0.012615741044143	0.160465874119663	0.137424157783491	-0.0496313970691977	-0.102271844190085	-0.112559789580509	0.010537973707779	0.316503255246131	0.258525921961954	-0.0698386067602885	-0.0431815243812617	0.0069880488725078	-0.130313032428727	-0.00636593427333122	0.10864509738225	-0.0387604825858417	0.139116747398624	0.348913557342702	-0.104998560044075	-0.0426012826563505	0.099414006304434	0.0969013794089597	0.13947085297862	-0.0789987199120454	-0.0535756818104122	0.348495950379134	0.236060068458524	0.161096677896403	0.357017464262127
