""	CD3D	CD3G	CD2	CXCR3	CD8B	CD8A	KLRB1	CD247	DPP4	CCR5	CXCR4	KLRD1	ADGRE5	ITGAL	CD53	F2R	SIRPG	CD47	S1PR4	TRADD	FAS	PTPRC	CD69	TNFRSF1B	LAG3	CD44	CD4	SMAP1	TNFRSF14	ICOS	TNFRSF25	PTGDR	IGF2R	SLC16A7	RIPK1	CD226	VSIR	ITGB1	ITGB2	RACK1	TFRC	ADCY7	PTPRA	CD81	TSPAN5	TSPAN14	LPP	CANX	PTGER4	CD74	CD63	EGFR	APLP2	SORL1	NCL	PTPRZ1
KLRD1	-0.0546988297072442	-0.150768824192814	0.0183643861674563	-0.286582496985742	0.875326658130324	0.915455571201384	-0.594969312628424	0.154616882920175	-0.46747884073413	0.813377983172952	-0.492760636367083	1	-0.0660946347696513	0.355836534128059	-0.334787302742556	0.559912509877568	-0.17789729551828	-0.494823081637685	-0.429318321985395	-0.621507347364525	-0.0628359689613115	-0.145247113114722	-0.558831589918585	-0.526030115562935	0.758431154830078	-0.196632448424308	-0.608077402804071	-0.29870674743867	-0.508253781820134	-0.280497544660563	-0.617667991455187	0.565612609791101	0.0672900078010269	0.204755654505144	-0.342375897306133	-0.454054937962352	-0.352888656996473	0.439517576416551	-0.0357370777820904	-0.464654919420722	-0.26732342276908	-0.203932277549669	-0.0928381483207783	-0.0411909543290048	0.0591112427523347	-0.280859263881979	-0.203592284185166	-0.258009476539912	-0.0740531727798163	-0.0608721510978416	-0.132053142095093	-0.163650392531975	-0.119227003674143	-0.291197021021002	-0.27779916050503	-0.178437597370825
ADGRE5	0.732820948907581	0.755261618519866	0.724772433908296	0.816670290836988	0.0705875635546155	-0.0525781481889548	0.631593546054057	0.657301332348658	0.559725087887668	-0.293124540898197	0.523510380462287	-0.0660946347696513	1	0.454653710474512	0.81966860250206	-0.0704858312537403	0.846888219247562	0.676034641092211	0.502835758569963	0.524018292769169	0.442469015393889	0.69108214007176	0.682912911537619	0.58658015609197	0.0225213320208061	0.666534883810425	0.520609353002932	0.662658390980567	0.530730426284464	0.53698416477458	0.537207655208412	0.419336596163229	0.642438575745149	-0.0448349789645097	0.650116579145023	0.627762089489461	0.689715391596086	0.501653026401885	0.682135054031872	0.725266238204712	0.517992260698406	0.644207939276727	0.459196406722412	0.416709644456421	0.600527302019151	0.768423913652172	0.184179385188821	0.260788430562255	0.447602659357632	0.442373398909805	0.659522703751602	-0.105381488486181	0.267154371219775	0.289366051517576	0.760017269985536	-0.155293866805545
ITGAL	0.331099150956492	0.344357256718433	0.497318789340553	0.290729003670299	0.418133605460861	0.489946311169343	0.0736416044195356	0.514639857216535	0.386677320112123	0.134766877279018	0.0768032846599155	0.355836534128059	0.454653710474512	1	0.20484986221934	0.492436386025112	0.393317784526513	0.0875248531347291	0.0178714261210305	-0.0910159930000909	0.482642727649963	0.62958830049279	0.0741817852101242	0.15735768039757	0.441430315839343	0.54399610674856	0.346164184806951	0.234543718319512	0.142253971073151	0.320951647456161	0.183193342015848	0.589188781476598	0.438466376464572	-0.105200532614834	0.333751374213134	0.393627972202138	0.0722538111547701	0.549933244301539	0.366457754170509	0.0916912601522719	0.165138469456875	0.346409009818352	0.177131697207185	0.153926209109963	0.523202698651225	0.355115305896424	0.321878569787283	0.0514759621325111	0.259899633906433	0.204754145205967	0.207114258005486	-0.185039958933047	0.0839837885163559	0.108289471965962	0.457022402368501	-0.218312642048363
CD53	0.870532434978685	0.880505280936016	0.799874566454797	0.84696080735392	-0.135653040926963	-0.283496470955034	0.845351148386012	0.701353998053764	0.694454875339283	-0.504574257028314	0.790706061239858	-0.334787302742556	0.81966860250206	0.20484986221934	1	-0.441354989772312	0.834078700733566	0.919530018454397	0.782816005469516	0.834336702400648	0.437134070128298	0.572828964396777	0.865627483085219	0.767488326294845	-0.0815616891762317	0.584373842918404	0.62771292810864	0.864217295263934	0.734650534136372	0.558381096541928	0.658344863640686	0.227236827130865	0.42151643697856	0.219710515818703	0.539500577990905	0.667505513104408	0.766010920872112	0.443637780633293	0.670525633037711	0.942983183607328	0.49557780777176	0.612246097582104	0.322975439146645	0.384601093871556	0.498835117393494	0.715593871771585	0.0169163694312834	0.186431034141408	0.571750179318576	0.378090989138322	0.746336804571444	-0.173133709738889	0.207885778980841	0.189461343271182	0.757100919302911	-0.226550855196759
F2R	-0.382945372580643	-0.419277147824939	-0.230945397666832	-0.25461568545644	0.386012595540133	0.584942759069101	-0.597473994240218	-0.11222808090805	-0.300239279818088	0.488193937911755	-0.573002371838935	0.559912509877568	-0.0704858312537403	0.492436386025112	-0.441354989772312	1	-0.295837737527386	-0.549995126014909	-0.573458520269821	-0.761438766782274	-0.0451107866647375	0.0418124234963885	-0.529068786839821	-0.319283658315262	0.329132230233294	0.11433028555294	-0.168414552824388	-0.371255707262261	-0.417571368889931	-0.11783374373588	-0.385615982516155	0.169914349886932	0.117728698691128	-0.311093041759551	-0.205332342870312	-0.271518468443489	-0.495304295185543	0.183986957522024	-0.0563423035564564	-0.571582381666048	0.00898584702076828	-0.107418188121234	0.0944695629194722	0.203953199760653	0.0726263061760457	-0.18295637905696	0.407833676643525	0.206287187411479	-0.187386113459958	0.203112010446416	-0.128815525563584	0.2547875932332	0.158443273006716	0.106545817967395	-0.053936372835317	0.238578490242382
SIRPG	0.787144406672285	0.811108651139121	0.730416539626615	0.809152145771234	-0.0142662584789813	-0.152137351240059	0.698517788609714	0.625754049777274	0.662540039858527	-0.392514307324102	0.483506614767345	-0.17789729551828	0.846888219247562	0.393317784526513	0.834078700733566	-0.295837737527386	1	0.737273156187056	0.514081398209279	0.638037759354691	0.393142215652119	0.653296802025605	0.673780132599127	0.634685979976005	-0.0885057602261041	0.5086296365896	0.572682872629795	0.729367794983843	0.538304306306913	0.495424544527684	0.569142149510312	0.465816013696366	0.622911829948823	0.0530372876426931	0.631565312974673	0.759795784881326	0.677469725010946	0.508285914315136	0.642105831831714	0.813324123405428	0.553378159015709	0.721382334271453	0.500852268314864	0.321401894940914	0.59858815138611	0.804542576418698	0.163114812337731	0.238389460934594	0.413675953219579	0.355256360195775	0.679809504268713	-0.117650763269522	0.27377776674201	0.306039357703401	0.773217639685109	-0.137363978615464
CD47	0.820788758819389	0.861086093952724	0.740073867752899	0.787296737305916	-0.280363427698167	-0.451146671716558	0.84066144423041	0.670774992822772	0.660959603391836	-0.541982269607556	0.802057679131352	-0.494823081637685	0.676034641092211	0.0875248531347291	0.919530018454397	-0.549995126014909	0.737273156187056	1	0.827610674448628	0.899970863380078	0.411650483543532	0.495300438326106	0.860304928556976	0.788248249982495	-0.211425014457556	0.529553078402161	0.637419439496097	0.824145830556671	0.791549459264537	0.519769119677563	0.702021981988254	0.0810531911283269	0.237071407875079	0.263336172227634	0.555916609868554	0.630720783085274	0.798299399733196	0.334678276746748	0.612102065233177	0.939395867092125	0.487859149252538	0.620961803546336	0.252712254885411	0.345554048751977	0.345012288314383	0.686502533743129	-0.00314205930545102	0.177007128306407	0.468334417732224	0.310218886242709	0.675260489392077	-0.164457470831442	0.189854513506184	0.221323580270239	0.670022631136417	-0.197081322414629
S1PR4	0.698319757535149	0.758641493770334	0.588617438572614	0.603679030584853	-0.263726143248638	-0.370578848001255	0.811914697716903	0.621048947549154	0.561584663412891	-0.528170594617992	0.889511986302241	-0.429318321985395	0.502835758569963	0.0178714261210305	0.782816005469516	-0.573458520269821	0.514081398209279	0.827610674448628	1	0.88347114418976	0.436150204942399	0.409689073688669	0.827937495261986	0.602401662305065	-0.117696877296559	0.359834906052648	0.422168637903638	0.6846788437916	0.735902973709479	0.539074077720555	0.570545115950035	0.0660029354605925	0.027614279992599	0.245781323433038	0.449024473710163	0.498106518041833	0.553942098782935	0.182542116059674	0.338569073767425	0.819310690129451	0.0779640119280643	0.316722271144245	-0.0987698636167377	-0.0182576540780654	0.246379258625431	0.408790551778061	-0.296825236991079	-0.207846756589456	0.500005387293803	-0.0486921762814771	0.391757760053473	-0.446051353574561	-0.152054949976966	-0.168447808400329	0.382161378667369	-0.48117877435086
TRADD	0.709343438052927	0.788339451549833	0.594977132334582	0.655219037405725	-0.407988051823101	-0.575014788513597	0.90729616182468	0.480511573974744	0.66431565178384	-0.658615080954425	0.877522456164645	-0.621507347364525	0.524018292769169	-0.0910159930000909	0.834336702400648	-0.761438766782274	0.638037759354691	0.899970863380078	0.88347114418976	1	0.313077069948551	0.396772745746947	0.89729588578958	0.693049509768423	-0.296955136561071	0.375466474072642	0.564661714298214	0.733139859436443	0.795000464937019	0.476408966821409	0.700782599324737	0.00826371570316521	0.110676686093115	0.254275281083855	0.517924184626775	0.629813856099569	0.698245466308007	0.0990482653506022	0.353135029657111	0.896729600319218	0.25865902274582	0.383893423833813	0.0676580176278424	0.0329798847819977	0.226637516719614	0.519390399543902	-0.20117256559241	-0.0344546979143643	0.466280323742596	0.0180188318069142	0.443405097240522	-0.279894918759663	-0.0273187048745739	0.0188420696542776	0.478198565709849	-0.296343815960893
FAS	0.485513193154617	0.417132903569498	0.595126540898894	0.29864108603645	0.22014316326902	0.104065496647409	0.471826659589785	0.678396494868568	0.631382803987855	-0.208995269354127	0.536538001762156	-0.0628359689613115	0.442469015393889	0.482642727649963	0.437134070128298	-0.0451107866647375	0.393142215652119	0.411650483543532	0.436150204942399	0.313077069948551	1	0.726693745495324	0.448778582553008	0.3655540520385	0.20396626298126	0.642768600921448	0.379676963826176	0.358504989279417	0.492990121941001	0.378884868816822	0.552075676022904	0.447835006515107	0.447954646055169	-0.0552017066109872	0.474851801610638	0.51928880831051	0.432243966264085	0.399469013434192	0.437864372823091	0.46207508229677	0.170494573771368	0.363413997614808	0.185397891088647	0.00625668152963233	0.58611798530188	0.587555374213209	0.192597623111201	0.0199262971702635	0.629780772446714	0.0886349842934309	0.271014842967819	-0.235748445942941	0.0107999530325032	0.022588493520596	0.528624120770021	-0.269401471016898
PTPRC	0.494507143730872	0.551242079050067	0.596081410327182	0.446601271644326	-0.0114332077544821	-0.0257584029453374	0.63579783791167	0.640069249234369	0.704646780595902	-0.365335193884149	0.518682763837659	-0.145247113114722	0.69108214007176	0.62958830049279	0.572828964396777	0.0418124234963885	0.653296802025605	0.495300438326106	0.409689073688669	0.396772745746947	0.726693745495324	1	0.594449894135733	0.604788244697634	-0.0182770997012415	0.851245319769427	0.666485842882528	0.48774039393059	0.567476498334282	0.592547853827309	0.726228080289965	0.472324531470086	0.536208001270438	-0.253953196250121	0.773889464841843	0.815654645700634	0.570232138691045	0.390579822343688	0.597529438205517	0.584909567019807	0.417029605680716	0.526526316204691	0.420471550023578	0.192260016785962	0.70877356621955	0.785694983829766	0.375058306731681	0.200835687870216	0.614900449084222	0.299082862110097	0.365618780091457	-0.16726829698423	0.196809349260406	0.318501146986985	0.751793067333962	-0.196473247151591
CD69	0.697944278932569	0.783476233672082	0.658821357652643	0.748607448498258	-0.36360703339538	-0.486697958203633	0.930442178076524	0.536201598815951	0.75048052852541	-0.640628494694776	0.88541321081654	-0.558831589918585	0.682912911537619	0.0741817852101242	0.865627483085219	-0.529068786839821	0.673780132599127	0.860304928556976	0.827937495261986	0.89729588578958	0.448778582553008	0.594449894135733	1	0.726366910619807	-0.26177327004845	0.622295562180111	0.672995164440355	0.69406983525992	0.844385499831	0.517051552867831	0.794800699881118	0.10866771456291	0.209114526114825	0.103751938636268	0.604523035999814	0.670209322039988	0.675305605193434	0.138188853687116	0.409600097486061	0.857950521484591	0.303230064603703	0.378149970719838	0.152410166439875	0.112838204118349	0.337253865044986	0.629692606205092	-0.0112320477806118	0.0574000293944169	0.623578119592194	0.116634139109047	0.456640562390828	-0.25623364572676	-0.00111837866391188	0.092425182651353	0.621018842658588	-0.288797227584474
TNFRSF1B	0.546356137274553	0.581933496911274	0.515234019915378	0.544949019859776	-0.427518899274776	-0.463576731131821	0.762158901335629	0.46415722105523	0.578385690772745	-0.620964286763171	0.648048210546922	-0.526030115562935	0.58658015609197	0.15735768039757	0.767488326294845	-0.319283658315262	0.634685979976005	0.788248249982495	0.602401662305065	0.693049509768423	0.3655540520385	0.604788244697634	0.726366910619807	1	-0.274421256278447	0.562360505438311	0.812805108611759	0.796374519814781	0.586391646802349	0.590558503104168	0.63094859298534	-0.0559071268103806	0.239971477988294	0.00812739059671049	0.512504590333842	0.660623754457644	0.703468787113431	0.373851633688659	0.724133770476668	0.807579851260489	0.644522730440766	0.590482018270123	0.502944810656723	0.547286824805882	0.361710473584056	0.669027415813704	0.373990276014669	0.447187909136163	0.393487854632326	0.571502179254628	0.678757553487807	0.0936438508993794	0.478680460939926	0.531140233515826	0.744715967077441	0.0600393621412982
LAG3	0.240630578506234	0.0705516130584297	0.334033534240253	-0.114876132643595	0.84546992082784	0.843929793864354	-0.316056105837994	0.279790771535265	-0.133639158250302	0.510241658722475	-0.0765011875885384	0.758431154830078	0.0225213320208061	0.441430315839343	-0.0815616891762317	0.329132230233294	-0.0885057602261041	-0.211425014457556	-0.117696877296559	-0.296955136561071	0.20396626298126	-0.0182770997012415	-0.26177327004845	-0.274421256278447	1	0.0131387817211332	-0.342482220431507	-0.00748670094948092	-0.198054862939257	-0.0940201111633226	-0.32124290711791	0.526262493051815	0.0890721072538696	0.316000319026952	-0.363960871913736	-0.226918767447217	-0.167192269393005	0.546205979737191	0.0919542017665507	-0.234399565601048	-0.282861492186136	-0.269648029942425	-0.231673959934988	-0.112450024260503	0.0383414438407455	-0.218188753123478	-0.237928718751356	-0.311247990907232	0.0968884423099325	-0.125843826222713	-0.065990100403156	-0.273090397752877	-0.186779291220354	-0.332251915676662	-0.138689008104925	-0.30123195043739
CD44	0.513860582004085	0.538251725386741	0.654139049191491	0.536612700984671	-0.0101118520293759	-0.0362639936834552	0.582674503687002	0.570776558760589	0.71743706142302	-0.302556128594539	0.550368034748153	-0.196632448424308	0.666534883810425	0.54399610674856	0.584373842918404	0.11433028555294	0.5086296365896	0.529553078402161	0.359834906052648	0.375466474072642	0.642768600921448	0.851245319769427	0.622295562180111	0.562360505438311	0.0131387817211332	1	0.696025917972637	0.426073590406913	0.677390806170697	0.561166618440047	0.778453628845286	0.304359313195022	0.433048677356953	-0.162735179473526	0.6063157812663	0.687225085967198	0.534993987148556	0.279798051041176	0.524215484081512	0.514860656098118	0.450403822543071	0.414024818235675	0.312128380770659	0.261020415368529	0.51534901792964	0.688184924581772	0.372696054570517	0.258736965755918	0.637814850232483	0.317230737982873	0.329386206308006	-0.100279827871193	0.131686116024354	0.28793893594796	0.710802880059762	-0.135039582216605
CD4	0.422571115276601	0.494001728273031	0.493289575180631	0.574825256636485	-0.488354912023438	-0.477070204414944	0.723327404169005	0.312891071767599	0.789846795586376	-0.691099037968438	0.559646528285517	-0.608077402804071	0.520609353002932	0.346164184806951	0.62771292810864	-0.168414552824388	0.572682872629795	0.637419439496097	0.422168637903638	0.564661714298214	0.379676963826176	0.666485842882528	0.672995164440355	0.812805108611759	-0.342482220431507	0.696025917972637	1	0.564591627118344	0.647444816573168	0.598783954345103	0.744728686965833	-0.0564488737870428	0.319115635835876	-0.194650603645244	0.527784049899189	0.76406482167519	0.576448605975867	0.209627769658916	0.500942032301568	0.62424172141064	0.587366969451118	0.53942099196521	0.438693863489186	0.442628541964018	0.349898703881302	0.671046595871904	0.539685482629006	0.480326849028208	0.413936234739631	0.478860005308443	0.50369354246714	0.130545177103543	0.376009163750968	0.554616343122436	0.784162020496869	0.100081389850022
SMAP1	0.752385321691122	0.738558170170787	0.651456834451858	0.635531347454207	-0.118036275230668	-0.23116087290158	0.700905432597991	0.601386653596619	0.540116663515263	-0.426216205443088	0.659378857920919	-0.29870674743867	0.662658390980567	0.234543718319512	0.864217295263934	-0.371255707262261	0.729367794983843	0.824145830556671	0.6846788437916	0.733139859436443	0.358504989279417	0.48774039393059	0.69406983525992	0.796374519814781	-0.00748670094948092	0.426073590406913	0.564591627118344	1	0.568601915504665	0.460705182109794	0.477157733458426	0.181176908375334	0.377951871413545	0.207189619099052	0.493630095557396	0.623366888813739	0.662748745516318	0.527840523577176	0.746650509891273	0.869887775828998	0.544787584688633	0.544345174164473	0.398904129580824	0.46257784696186	0.487767884077854	0.595441269153158	0.0768306063689932	0.283683330188098	0.382048416278184	0.447327924415515	0.792525992821078	-0.0111170223343508	0.387573756143329	0.283767269619776	0.709727074094803	-0.061963349446177
