""	CXCR4	CD3D	GPR171	PTGER2	RPSA	ITGB2	ITGA4	CLEC2D	CD2	NCL	SORL1	ITGB1	CD3G	CD8A	TIGIT	HMMR	CD69	PTPRC	CD247	PILRB	FGFR1	SELL	LAG3	ADCY7	CD96	DPP4	FAS	RXRA	CD47	CD44	ACTR2	S1PR4	HAVCR2	LRP10	TNFRSF14	ITGA1	CD63	IL2RG	CXCR3	CD74	IL2RA	JAML	KLRD1	KLRC1	PTPRZ1	CCR5	LRP8	RACK1	TSPAN5	CXCR6	NCR3	PLXNA3	DIP2A	TRADD	TGFBR2	SIRPG	CD46	DAG1	PTPRA	SPN	F2R	PTGER4	CADM1	JMJD6	APLP2	KLRK1	TNFRSF25	IFITM1	SLC16A1	TNFRSF1B	LDLR	AMFR	SMAP1	PLAUR	LRP1	CCR1	STX4	CD82	TSPAN14	LAMP1	ITGAL	CANX	CD81	LPP	TFRC	RAMP1	C1QBP	TNFRSF1A	CD4	CD68
SORL1	-0.314312541804884	-0.380872121570601	-0.389127301088045	-0.434866646582321	-0.289742188012541	0.613025282827422	-0.298310497971839	-0.332251025428329	-0.359727710183403	-0.305745764141237	1	-0.162276904049823	-0.379231759388469	-0.280503211686524	-0.210163143964868	-0.213069308643362	-0.221444375785775	-0.063790234238121	-0.312400798261962	-0.298673954239659	-0.219951314042516	-0.151167077489181	-0.259353470179105	0.510620841915477	-0.280282132477338	-0.485799444320706	-0.340137139646355	0.623735151328477	-0.343531565656156	-0.0378765204445076	0.00444252351669311	-0.290063290503954	0.902306936032417	-0.134289486905396	-0.165941947329053	-0.198029353156184	-0.123168614344635	-0.35014811866195	-0.0660252326792624	0.334160859419024	-0.118468098906057	-0.212107241940645	0.095435071016944	-0.0159478761710322	-0.0772723738989651	0.150946998808802	-0.283166308147976	-0.219104038539523	-0.460442435093043	-0.386111172661892	-0.247388964895101	-0.240273265076905	0.262469163954587	-0.34547676360165	0.663266722801868	-0.299303654937152	0.151159089191149	-0.08533019887663	-0.079104022380942	-0.309343543983431	-0.336212444482899	0.349094840982444	-0.0342142929265389	0.253633630201624	0.276345232131481	0.233098607739477	-0.291664960318497	-0.203009846955695	-0.113541576095105	0.160874790216135	-0.255748153935927	0.0807761474754481	-0.556766824377029	0.633202218697845	0.441197262427198	0.725490571732525	0.784286125168412	-0.322288097692071	0.873546429224674	0.434962252544275	-0.291592487513976	-0.220094868836803	0.745752558587998	-0.188313890207361	0.913224752813098	0.0635692232096583	-0.295110171049916	0.312850608647221	0.596214226757519	0.602012518820397
ITGB1	0.337291349746472	0.307060371644904	0.173885940061401	0.167902443411981	0.762866968025213	0.335106579015146	0.546986031120727	0.35478157279133	0.227928685011703	0.795940899566617	-0.162276904049823	1	0.245137324749749	0.264304599015945	0.324980622925096	0.169349741077265	0.232892570778026	0.4490389067349	0.22935579939638	0.114327209604283	0.0969476161167341	0.378755029208418	0.0315418676224199	0.171403366728598	0.175065691315405	-0.0641121472947933	0.536732029306635	-0.0654307402513543	0.615289603747132	0.0529970290119654	0.802967029519379	0.319625790922483	0.0716698341762257	0.661180923720163	0.323987611254322	0.713887993957562	0.589805854401545	0.313281154055767	0.27095737303196	0.57524839165379	0.0902135635900364	0.628117175962495	-0.241939008390033	0.0439478794851122	-0.156788394372618	0.132829190437589	0.516897573832123	0.801977619121844	0.426152656441855	0.0449102145351947	0.567715222851962	0.168281879213369	0.29277598943289	0.526424395722142	0.290884012961789	0.216350935514061	0.370590610110431	0.0372633912462289	0.113496958439072	0.572892993370687	0.400893468054529	0.574153015739726	0.2188928832418	0.498797245896645	0.0552088885674206	-0.0627794832735554	0.14034548268624	0.598771534103306	0.611458977416436	0.303865709860752	0.141055867385514	0.404841186189164	0.446035579538631	-0.137294764485263	-0.249082313088081	-0.0235973263628502	-0.0300825968753126	0.56154843613164	0.0895864694187681	0.109831944586048	0.220442670658635	0.343357017407598	0.195333105606699	0.529931514276003	-0.158791839363887	0.0853359281463763	0.803626021951482	0.322097587166198	0.55974557126359	-0.00620523787045039
CD3G	0.936624467002768	0.973351034699057	0.847889632681412	0.631805274402792	0.61482509814609	0.097826130994143	0.892208052920987	0.929733645605267	0.97058075138417	0.27582047207719	-0.379231759388469	0.245137324749749	1	0.820145680335282	0.802867479704737	0.502571607708663	0.858643056216377	0.847327896478068	0.936685541437735	0.0264060303220093	-0.169506809168555	0.619158829875732	0.767230983313118	0.276066226517692	0.917866554306089	0.389671510444608	0.718402301107812	-0.810336483980017	0.838975668203499	-0.255034378595612	0.529545903233287	0.881247905928761	-0.413794112231893	-0.0217895092404955	0.227472461029845	0.0598943897501921	-0.14093305912209	0.899241837376454	0.740194021608506	0.0972724696068371	0.478249705539289	0.363181162990429	-0.148598658879408	-0.213637597464475	-0.32908739988469	0.443664767663114	0.583792843312452	0.457192150824474	0.436107238188334	0.833512460465905	0.515589994034275	0.555507599712602	0.399756233000717	0.862481000440027	-0.153455575520787	0.739293317179609	-0.296076084097489	-0.181841418831403	-0.23882098914327	0.780360665114949	0.114262545307376	0.261144043992258	-0.217981238262551	0.485951059398769	-0.528879824501167	-0.0870794397534673	0.874041187504697	0.226751014480378	-0.062483679242032	0.537660498868365	-0.407056332209248	-0.0500043768878141	0.34684521470022	-0.661734675620992	-0.753360840580303	-0.464459308166418	-0.657113757398935	0.785273636791983	-0.526369999974266	-0.536882947646287	0.83904443976476	-0.40122222708177	-0.606240514937292	-0.13861024292901	-0.664604518526711	-0.302862953346404	0.305433791488216	-0.530552193004978	0.124493279907004	-0.555091971611355
CD8A	0.771224778168508	0.799776310882762	0.581247132989842	0.368630651650581	0.456924597069676	0.152481794173814	0.810382265593623	0.845578331766007	0.804578352045184	0.226555161730036	-0.280503211686524	0.264304599015945	0.820145680335282	1	0.783080752503765	0.486284614802794	0.646213331605401	0.784943971847354	0.746050798419071	-0.0525500351241404	-0.192734211875731	0.354499598611332	0.697069446882108	0.269139106145944	0.736472963597574	0.00384431634259341	0.769283064691049	-0.59445629100375	0.726524892517362	-0.286533807164324	0.473014080110957	0.882277215167505	-0.217237934320174	-0.195034377083155	0.145509829703239	-0.0301350442649952	-0.105599631166978	0.718269595430093	0.530505450536377	0.145414565005915	0.409789402337643	0.150766290587923	-0.160391703235746	-0.146743499685013	-0.292914611407707	0.580300115314329	0.330359721118145	0.329660034669213	0.305026775437088	0.579750629365512	0.375102064717663	0.622725128915457	0.390205705117961	0.614722349115763	-0.121092642239807	0.501348638091623	-0.389741950508314	-0.167440230847406	-0.210223767002362	0.534272754015554	0.211330634397229	0.16908803140681	-0.190432492707827	0.555264706021388	-0.433715410540053	0.175756659562015	0.594896022431013	0.0316675187504925	-0.187933893233337	0.469539380458095	-0.396956933872953	-0.00748203980225603	0.242649101437375	-0.513797718079277	-0.58167654712514	-0.365350518600441	-0.459432875353715	0.496352988412869	-0.285496710780988	-0.47409182741581	0.919715878437762	-0.3802540773208	-0.481391848158117	-0.194148739324564	-0.494084427165998	-0.262354491550019	0.230888245632606	-0.438183250553499	0.209069264415925	-0.414822320067883
TIGIT	0.616813474619135	0.723927145350688	0.39419000491925	0.100298370265702	0.436060059085805	0.0768643915150872	0.883285323292051	0.8990288780177	0.76359197908368	0.342137266440596	-0.210163143964868	0.324980622925096	0.802867479704737	0.783080752503765	1	0.82394606749781	0.45133329569161	0.698360624907867	0.595555401487614	0.183744425034315	0.16662060454501	0.598068179945925	0.897565179555111	0.0935147838520329	0.72220602788538	0.00141030177030051	0.814439310002023	-0.527282098395039	0.725913849747233	-0.245932751841149	0.539454734867282	0.89188101395315	-0.273996150252386	0.0965941306551077	0.246092659059664	-0.0461919898865727	0.256637615455298	0.84632542025464	0.618770769683584	0.103434924560989	0.832929415272049	0.0528505841287676	-0.0901466764251397	-0.273185620638668	0.0272671995246484	0.548398759073082	0.413456300543132	0.33440783045128	0.634929630962454	0.81531963546322	0.390200724809824	0.687381094197521	0.590894653220259	0.600361740416218	0.025581591717777	0.330623958208795	-0.124934204048363	0.239865960014832	0.0839716321873708	0.738799327084738	0.367182677064807	0.164904168075024	0.158312125805403	0.556323982616552	-0.0152434543236355	0.0223383708327851	0.497481423146189	-0.0774135662138051	0.00357232169117633	0.69623275887284	-0.109326979238714	0.36817500355675	0.500424281545131	-0.50780559953476	-0.333411848245945	-0.242456366371158	-0.410677408642197	0.699324246220641	-0.302434931659358	-0.0830226105824836	0.672743327165632	-0.0532801155305875	-0.254125303135007	0.00675706903143951	-0.430067454604247	0.169951204520835	0.335575991038261	-0.133319276412238	0.283551730498713	-0.370926166521087
HMMR	0.252287415493014	0.349816330679827	0.0176864253805313	-0.200356942522687	0.274129858182564	-0.199651024413111	0.653868311368098	0.697281376778744	0.403093949077609	0.413420661491758	-0.213069308643362	0.169349741077265	0.502571607708663	0.486284614802794	0.82394606749781	1	0.10516568846247	0.323066547241513	0.243174391517346	0.511824537591492	0.533302565915312	0.437995541305827	0.848415049745945	-0.1444796016624	0.537497334115498	-0.0835492836613653	0.675759572477707	-0.377066058233667	0.547920069831365	-0.287335284592937	0.323901893523859	0.633233791325663	-0.289468313289442	0.297444270268097	-0.0440612862271581	-0.212175203265947	0.549376180330785	0.570652369502298	0.22770592464786	0.0405825040982632	0.831273401845768	-0.0468565718381299	-0.0508782648007062	-0.30359476358343	0.447814239100343	0.152776108272879	0.0852971124709968	0.235539441170368	0.770578577817703	0.616447212917014	0.137485047087168	0.656927914640222	0.497142362170011	0.271922873526167	-0.163356689513015	0.147163992755084	0.105563517065526	0.604052571897272	0.449345693949045	0.565195759765836	0.53348670645363	-0.0143640493573178	0.580936150337463	0.437024487123343	0.377529923740522	-0.0117480551982195	0.224403195533052	-0.244153093365717	0.0909888375597368	0.425764028970146	0.294603789510655	0.599946933994629	0.655581495961695	-0.477032737065512	0.0587856165658603	-0.242875539932376	-0.295453668337301	0.466850867491189	-0.356478336132401	0.160987414835008	0.241799252199893	0.316507375358119	-0.103483753425839	0.173961956327016	-0.386338717906708	0.551297859613861	0.384555281034655	0.170878806874955	0.130876561826745	-0.367335387164206
CD69	0.957162262763355	0.888700635476661	0.940559984623948	0.869593483261594	0.67098071749336	0.280500349653096	0.684582766986828	0.723257157114126	0.8552044004207	0.204285273852329	-0.221444375785775	0.232892570778026	0.858643056216377	0.646213331605401	0.45133329569161	0.10516568846247	1	0.783128278313474	0.953619190828718	-0.174861454982591	-0.442625070214042	0.429039878985836	0.392294837936942	0.524817437464395	0.846966191382423	0.528765348882812	0.503686196930361	-0.685208610388813	0.745114419936568	-0.197556167779596	0.500938575469666	0.599529203162314	-0.224346443426879	-0.0242003026052496	0.0696757229574117	0.138625045266505	-0.366177468643226	0.638103566405833	0.630521336426992	0.204325675854751	0.042616575989122	0.569097975428438	-0.29756044930162	-0.0900709623777268	-0.555958686917852	0.295133551911853	0.538783661823328	0.521074695803929	0.0989116218397202	0.508966878733493	0.537846944204741	0.268117146563377	0.225655309184019	0.858938592520536	-0.11134322500629	0.906678809931904	-0.293335234693806	-0.482424476403765	-0.431194216312987	0.580152619816017	-0.13426974966323	0.421670571768827	-0.433112508291805	0.434670619062565	-0.722539051474734	-0.135489406800592	0.932940213262996	0.432138679199642	-0.0316395049316031	0.272318519987554	-0.595552174343179	-0.240087878779664	0.0877591964412587	-0.4956292072125	-0.817774073475589	-0.339719778846574	-0.555864892009076	0.693581711927681	-0.367832570785544	-0.609937177903797	0.742211748676539	-0.566281015480417	-0.524096120913588	-0.217857116339619	-0.501314805045276	-0.562088698336818	0.279025265354741	-0.592431596023621	0.191980639953718	-0.407518266325892
PTPRC	0.870445078769595	0.87478107362074	0.740515494239217	0.506219141818728	0.725634263151481	0.542113635085159	0.868901261436185	0.79446731544451	0.799923077141159	0.375881945078749	-0.063790234238121	0.4490389067349	0.847327896478068	0.784943971847354	0.698360624907867	0.323066547241513	0.783128278313474	1	0.831697609057781	-0.169418754097525	-0.355221746938053	0.570958816169034	0.603829830574461	0.586334371526204	0.714763560360085	0.0917219939222238	0.597704551260518	-0.529839973881752	0.846244820922148	-0.204842373243965	0.79027166949773	0.834785230184724	0.0244646564562462	0.000320219187804337	0.414529302425906	0.236215085723314	-0.123173440662491	0.80675125966422	0.841062976690741	0.538702198948405	0.297608176950572	0.523001167417687	-0.138919761160808	-0.119159428876095	-0.545000779852719	0.621629060464886	0.597932311135291	0.637754691966193	0.249904005839812	0.615640390794647	0.61685610806177	0.509874501920487	0.591782322822628	0.861027805354987	0.204131138941564	0.589159560624936	-0.235485162445188	-0.37329078232364	-0.36770881643322	0.771350466009149	0.0239650122024429	0.610650456361531	-0.271673467976076	0.758121863823663	-0.535423236005254	0.0247456736411058	0.675948996332867	0.314708925597785	0.0624090599266232	0.689178136242357	-0.584009058783604	-0.0846361271787237	0.117696671323326	-0.358919238553355	-0.724958994106777	-0.169546764489903	-0.297150926126349	0.734538201703456	-0.117859268066854	-0.463045942366218	0.81168998147705	-0.442098578130969	-0.279247864548061	-0.134811999177596	-0.325963323765053	-0.429978322464091	0.386674223903261	-0.425607089948765	0.530259316317594	-0.245821279699273
CD247	0.966843602993763	0.951560176517217	0.923179754486465	0.785124291200978	0.637186028491536	0.157399038289767	0.794067108081199	0.826362314814263	0.911707095423515	0.234251070577678	-0.312400798261962	0.22935579939638	0.936685541437735	0.746050798419071	0.595555401487614	0.243174391517346	0.953619190828718	0.831697609057781	1	-0.128622294656193	-0.330333864367442	0.501812331288217	0.552497189050623	0.40276179971012	0.904485699066741	0.455713846301987	0.634583864441823	-0.736649843666886	0.781947350753567	-0.286707577745432	0.513290419616618	0.766231946330289	-0.296582418915126	-0.073495018852106	0.0923255226697905	0.175555148933522	-0.327224100223582	0.772732554877664	0.686761285891645	0.141388428320382	0.189636301004295	0.49755517884248	-0.1596357914397	-0.0221368281289765	-0.488865669406087	0.307620050075456	0.563826725330708	0.475745970685053	0.241243021063784	0.668328611506425	0.587131636996264	0.394598981257712	0.343369696976202	0.885306761668213	-0.214436746805259	0.82771069856618	-0.345610843780916	-0.387012626653604	-0.369726457753433	0.660867065503775	-0.0170463928055846	0.346550543656618	-0.388206192882149	0.445220222568378	-0.716072150819209	0.0078522975971493	0.931017604963612	0.387191438847616	-0.0337103877903609	0.391212460994227	-0.56405210168574	-0.246957166265201	0.178152854640279	-0.610344690530899	-0.837791781847241	-0.486438509735842	-0.583184686975745	0.707049849496086	-0.480775949305664	-0.687005519792719	0.825891006373898	-0.538097957497816	-0.62691510333923	-0.175299908686447	-0.604272679390117	-0.52276852279702	0.264526424612443	-0.627612867090853	0.115881661382994	-0.549458527520242
PILRB	-0.0846119719230044	-0.0304292514192053	-0.132457379808929	-0.269953829457611	0.147643869646083	-0.510795217984007	0.138907086497271	0.173838722596407	-0.0172354942170917	0.511321746787094	-0.298673954239659	0.114327209604283	0.0264060303220093	-0.0525500351241404	0.183744425034315	0.511824537591492	-0.174861454982591	-0.169418754097525	-0.128622294656193	1	0.773177673016323	0.354542145330078	0.261072244107129	-0.536825253221655	0.0852036056728239	-0.242302453664996	0.279940168414889	-0.0142505711013925	0.172094578268549	-0.490525129945609	0.0597353428378152	0.120493457224582	-0.365687579863142	0.607494118386474	-0.147648251358832	0.178967779121389	0.624596889274704	0.208386572896661	-0.104532935506831	-0.139008288789815	0.342265805138215	0.0616369869091667	0.425519444423464	-0.256853454274412	0.788422865562786	-0.323742788448074	0.18066625794762	0.117661214246599	0.780140110066904	0.183807378335291	-0.162675366474769	0.47982493857357	-0.028768316801401	0.00839465832050157	-0.273931034475609	-0.018814388632178	0.733903593835978	0.801926261640692	0.86392876656459	0.292204637111449	0.748660444715086	-0.237381496981697	0.81068220670237	-0.0464631933893454	0.505945789821538	0.0895322104955547	-0.0452451663792531	0.207722971851782	0.472176484698251	-0.191891039308609	0.70660142838909	0.593143288050074	0.743031836946398	-0.583676552113596	0.358142723132642	-0.431940136983302	-0.160576093436249	0.144226446109373	-0.328231584656043	0.301014270899856	-0.225376273388762	0.383056644191047	0.0522040789161191	0.725831393889119	-0.354811180325358	0.71591503058054	0.435893540137587	0.543803757064023	-0.235853885806432	-0.513013905155032
FGFR1	-0.358341569097138	-0.263488278139984	-0.433153872527739	-0.542449853190077	-0.0947383251264544	-0.569294877371247	0.00681942223435743	0.0513050235195107	-0.223943646126052	0.404842314200779	-0.219951314042516	0.0969476161167341	-0.169506809168555	-0.192734211875731	0.16662060454501	0.533302565915312	-0.442625070214042	-0.355221746938053	-0.330333864367442	0.773177673016323	1	0.126652189242776	0.225441734345508	-0.625840888699375	-0.0521794608609722	-0.274825003447404	0.201428444316709	0.220035507876433	-0.0209030190158222	-0.327190195637626	-0.00382771336740364	0.0130458872611402	-0.279326366541667	0.56303330309931	-0.23365981990715	0.168049825928399	0.705076253894397	0.0258917998434462	-0.294591041701541	-0.226270821435326	0.358374758307169	-0.19195682119197	0.295504261905086	0.150413153883627	0.916721493138566	-0.394583902276568	-0.0643476001954453	-0.0766311141134539	0.710047761621119	0.0869846718581292	-0.0240392743369807	0.366931034624078	0.193315215602315	-0.156134593366446	-0.294069344238679	-0.384247256929874	0.614093647753222	0.942565820318648	0.922883951990089	0.115720978120495	0.823379905480334	-0.277890724331569	0.886194428672622	-0.140928051467893	0.730560732326823	0.179720405400773	-0.309715782474188	-0.0535975783273233	0.459875434975074	-0.159467889928787	0.856437108272501	0.694506882146057	0.73467783002534	-0.361127425546789	0.574393607986221	-0.323297669051895	0.0416865292216872	0.0240761924682235	-0.273109203313522	0.489505298587179	-0.327307230238235	0.672458908339036	0.188544480379296	0.730469237224208	-0.187182749842646	0.862824457538316	0.229410497054355	0.685739703976419	-0.279454258808777	-0.353806012309465
SELL	0.58898143690907	0.631482312006754	0.486924293298961	0.244530941285702	0.500206049643001	0.0892861057158891	0.676032713264252	0.605560189349159	0.633194528637251	0.37874494393395	-0.151167077489181	0.378755029208418	0.619158829875732	0.354499598611332	0.598068179945925	0.437995541305827	0.429039878985836	0.570958816169034	0.501812331288217	0.354542145330078	0.126652189242776	1	0.517074499817472	-0.052384351183184	0.508276256647968	0.0636857514278514	0.508223120715625	-0.48787705364312	0.558055115474246	-0.370081160906836	0.498076742915914	0.59451099760656	-0.198104646357819	0.380980787570507	0.419149228859205	0.338779653619684	0.227004491886416	0.818138739893444	0.673102198401336	0.160751549205475	0.601277516512443	0.342916687049223	0.248137521412605	-0.368485121954293	-0.0180436380448499	0.292441168235272	0.762010570156242	0.401360982759132	0.626216120725138	0.71379550292946	0.333359210146751	0.415223271200306	0.257874867855026	0.630026888449903	0.154888428506757	0.356613127542661	0.276282269942774	0.185845009464836	0.123469051081654	0.868184762842826	0.278678136950741	0.344873579739923	0.117639253629038	0.335564703040358	-0.106940333891608	-0.0447687476485667	0.554313934366265	0.392516352271731	0.246816925865791	0.65884895151872	0.0119255198403667	0.18623885019683	0.518818255028419	-0.544130351897757	-0.405162677684402	-0.334182923468417	-0.223204018739308	0.663200416228968	-0.201232075170578	-0.120956229492417	0.382111993972897	-0.146877481523538	-0.204910249478664	0.296885071597002	-0.396921897202123	0.117142389416324	0.406947812572673	0.0207069036700377	0.215586423689653	-0.47787019618875
LAG3	0.531369155051909	0.650823499351005	0.383726449067468	0.0695082166900014	0.270995297478275	-0.0823022289070506	0.767632465433196	0.808072546873778	0.675431458601184	0.183790517525924	-0.259353470179105	0.0315418676224199	0.767230983313118	0.697069446882108	0.897565179555111	0.848415049745945	0.392294837936942	0.603829830574461	0.552497189050623	0.261072244107129	0.225441734345508	0.517074499817472	1	0.0295500298371784	0.708727598248421	0.0386255243220327	0.623163835382478	-0.57373561456733	0.612503501805729	-0.3178895635169	0.344671956793019	0.847079695994612	-0.367127237826806	-0.0502826556443145	0.172121566591031	-0.196335434160439	0.111950170133261	0.806447390653624	0.579852958755599	-0.00252453771067774	0.790969430776608	-0.0430173504326333	0.0600728600471928	-0.272191387156405	0.109655250507771	0.434327235382146	0.263762802071171	0.170214236687709	0.613111482876812	0.862047837063792	0.25173595327108	0.744324727687545	0.604146938765612	0.509262152168788	-0.146506814843623	0.288151691183631	-0.212077092031839	0.2590535575065	0.0906620868195811	0.664212401239991	0.327312912790464	0.00995929240353872	0.166831205290439	0.446204529085386	-0.0581931926139928	0.0528592807023271	0.481804897154187	-0.183677729556716	-0.111531346924974	0.610476547976827	-0.0958364581038039	0.233112146531361	0.436922870609026	-0.566311303304864	-0.303872752549121	-0.359940870166123	-0.448292824952163	0.558618814445322	-0.467737503799946	-0.220054424637516	0.57439870872013	-0.118856213366311	-0.378441890859919	-0.0704502774062544	-0.496487177940963	0.140319744785809	0.143088780187425	-0.266410628891023	0.0673095613424945	-0.479168706048391
ADCY7	0.415806112925327	0.306844339050414	0.341277180615754	0.346150141052089	0.407546848224135	0.857796063743339	0.254052160100536	0.198505811591748	0.223920535888144	0.0340807132553552	0.510620841915477	0.171403366728598	0.276066226517692	0.269139106145944	0.0935147838520329	-0.1444796016624	0.524817437464395	0.586334371526204	0.40276179971012	-0.536825253221655	-0.625840888699375	-0.052384351183184	0.0295500298371784	1	0.274892217224313	0.0839444114804692	0.0138558023772046	-0.00829740042535554	0.371321077180444	0.188889584806503	0.51835219201846	0.203149263129066	0.563614616148956	-0.174442762454485	0.0930393617062946	-0.0752767353916989	-0.323467145091928	0.0840794528729127	0.399476625361334	0.692755689801754	-0.23770717143016	0.420612813738356	-0.377232820898036	-0.0285712699495675	-0.671712351200008	0.377190978519772	0.0627631084634386	0.4285003129148	-0.43954014220162	-0.0841603164912985	0.263952581383013	-0.0162651391213855	0.451257823542262	0.379243338271936	0.485848335820231	0.431492384079382	-0.280580084605302	-0.631952048406076	-0.560619834558111	0.133227167085589	-0.486963101550888	0.714044272960962	-0.400034675214145	0.680641425141423	-0.363139469453183	-0.0587223721724769	0.295105317486167	0.0931735607508015	-0.143820128085344	0.322104893777795	-0.70161537591179	-0.172093334278804	-0.521616249137782	0.351358799348008	-0.314129538477484	0.485061723012615	0.132497552879602	0.282296418536981	0.40185362135212	-0.155501216792143	0.276881603996518	-0.399287120024409	0.234005960896892	-0.445306328459151	0.344984196211703	-0.537956911913503	0.0852059121075557	-0.284673864634071	0.726014665108278	0.433759771568932
CD96	0.872026393207221	0.847327982397633	0.758955194251214	0.589467956511655	0.565738502760487	0.00651354934203529	0.830658036233308	0.917142751722736	0.878791256641924	0.271630930603235	-0.280282132477338	0.175065691315405	0.917866554306089	0.736472963597574	0.72220602788538	0.537497334115498	0.846966191382423	0.714763560360085	0.904485699066741	0.0852036056728239	-0.0521794608609722	0.508276256647968	0.708727598248421	0.274892217224313	1	0.383158929283725	0.747884202713583	-0.726707464905759	0.782641897283456	-0.420475643422231	0.446262225170582	0.76419145255598	-0.331457841693131	0.0770664993012334	-0.123579543421389	0.0230955878095373	-0.107041314517542	0.750724676864836	0.538891388134327	0.060228379237542	0.406546954950846	0.364079549401001	-0.191739308097385	-0.0551963380001441	-0.178490636483061	0.199689240240204	0.379780389210811	0.406318524374032	0.433936507037852	0.702159863906881	0.502891987109218	0.452110519827508	0.408767307549313	0.765933260446703	-0.286011753762679	0.780840406086508	-0.223024115371114	-0.0654831011002417	-0.102548665429374	0.661552847995198	0.172009022211657	0.262518625818488	-0.0827623355981032	0.430588849394474	-0.427783953476105	0.0440744316787702	0.902684819619903	0.247566621556299	0.0101140013471925	0.349932002174966	-0.344601308121055	0.0396692556749564	0.385739707229775	-0.706594834876963	-0.61216855483192	-0.510276246663747	-0.563397501894496	0.671174698006963	-0.518584505662084	-0.481249084259837	0.71717575526972	-0.366855482657349	-0.535511795963299	-0.0676626418232895	-0.60837814994023	-0.193105815113543	0.307172816924575	-0.425130350850144	0.108351763152692	-0.623287495669363
DPP4	0.414012648245494	0.379875537522352	0.56131690242193	0.766634337030318	0.261646040863061	-0.181796364476431	0.121200110579935	0.187938195888561	0.3903616169796	-0.072840994066641	-0.485799444320706	-0.0641121472947933	0.389671510444608	0.00384431634259341	0.00141030177030051	-0.0835492836613653	0.528765348882812	0.0917219939222238	0.455713846301987	-0.242302453664996	-0.274825003447404	0.0636857514278514	0.0386255243220327	0.0839444114804692	0.383158929283725	1	0.0211830690532176	-0.644010771514151	0.244624758789884	0.406381943981701	-0.071891884879074	0.00939824469685978	-0.541260695499958	-0.0348093975333243	-0.00595307030278636	-0.127328702863052	-0.27665385448925	0.153462137856979	0.115935619375663	-0.228644541848859	-0.096629331803736	0.316533972885487	-0.49338501934459	-0.105347003159156	-0.371947544423602	-0.194610367897023	0.172893502736618	0.198882641428629	-0.0841624437327957	0.26607336497891	0.203568892601652	-0.256783382952404	-0.264289564082702	0.390482219102531	-0.35576939069623	0.612931435666724	-0.384523542203729	-0.381220066651929	-0.430484961483718	0.182130783583188	-0.387130997513819	0.00920422735500549	-0.408253927788566	-0.165620702199881	-0.465871387408167	-0.606596454577668	0.559610092467339	0.120424938335699	-0.216650577329683	-0.115926223248554	-0.168684166352239	-0.342289214350567	0.0294302549241206	-0.164740652456748	-0.556352270179159	-0.21882291811399	-0.635689228752923	0.398563029125654	-0.596918153768874	-0.408371934679967	0.133679680181122	-0.0411969870488844	-0.594030167067125	-0.325353367981479	-0.514571397769655	-0.399059515582487	0.0431485019096788	-0.534329162321578	-0.327382881744243	-0.164201059536608
FAS	0.645181101219503	0.66945424399196	0.396836608140419	0.238341096168945	0.602962519132579	-0.0777742241716828	0.869177256289967	0.871020155200643	0.688097175400558	0.581797480354714	-0.340137139646355	0.536732029306635	0.718402301107812	0.769283064691049	0.814439310002023	0.675759572477707	0.503686196930361	0.597704551260518	0.634583864441823	0.279940168414889	0.201428444316709	0.508223120715625	0.623163835382478	0.0138558023772046	0.747884202713583	0.0211830690532176	1	-0.494938657511795	0.777661767270308	-0.38767706328297	0.56254368295577	0.794835094054982	-0.254763864489306	0.308398016448418	-0.0754303423881722	0.224183535598382	0.367182800001988	0.698343284029947	0.364119502028811	0.134774914740709	0.547344780779444	0.316850888209591	-0.104905550782366	-0.0981427961464985	0.0457932237782249	0.178748785356527	0.372156737529692	0.497814942257472	0.667777115221867	0.557048485684321	0.431292966955585	0.53252957874761	0.383057981725862	0.597668649496659	-0.221192059515488	0.479762413851587	0.0265913230877751	0.229741673939037	0.199523196936048	0.659647070272703	0.495389672146411	0.217526927336137	0.221412923613286	0.502218847823404	-0.0824715703935225	0.204656010877534	0.554843550709804	0.256938798483027	0.198557027291772	0.369051466501784	-0.0130105312780228	0.328175230508014	0.611111465434174	-0.643659617160008	-0.36301128339011	-0.467303482993969	-0.384275740331359	0.607369291482321	-0.353659428820366	-0.202181308698038	0.625510161439707	0.0223072317556002	-0.318132190404146	0.246689392067136	-0.546425395942641	0.134147524494236	0.595616834773451	-0.0355554915833771	0.22401300679602	-0.544227212399931
