""	LILRB2	LILRB1	CCR1	C5AR1	THBD	TNFRSF1A	CD163	TLR2	TREM1	KCNN4	KCNQ3	HAVCR2	ITGB2	IGF2R	ENG	APLP2	ITGB1	SMAP1	TLR4	CANX	PILRA	ITGB5	CD4	CD44	CXCR4	NECTIN2	LTBR	TNFRSF14	SIRPA	TFRC	PLXNB2	TMIGD3	PECAM1	TLR7	SDC2	TREM2	ADORA3	ITGA4	CD81	GPNMB	LPP	PTPRC	ITGAM	RXRA	CD68	ADGRE2	GPR84	ADCY7	CD47	FPR3	CD74	CD9	VSIR	SCARB1	TSPAN15	RACK1	TSPAN14	TRPM2	FPR1	ACKR3	CD36	TNFRSF21	TNFRSF1B	UNC5B	PLAUR	AXL	CD33	CD93	ITGA5	TRADD	ASGR1	SDC3	STAB1	HLA.DPB1	LRP1	TLR1	RHBDF2	ADGRE5	IL6R	CD180	PTGER4	C3AR1	ITGA6	NOTCH2	ABCA1	C5AR2	TNFRSF12A	ERAP1	EPHB2	NRP1	SORL1	ITGAX	JMJD6	AMFR	MRC2	CADM1	LAMP1	SLC1A5	ITGAV	CD63	C1QBP	MCFD2	PTPRA	CD46	NRP2	CD69	SIGIRR	SORT1	NCSTN	LRP10	CLEC2D	RPSA
TSPAN14	0.71682294021728	0.822502971960479	0.757332120301447	0.70086945220827	0.545400097954926	0.805289495654379	0.833193016646595	0.850746584402637	0.532027401078423	0.482669770754796	0.794866399489442	0.78347451123027	0.785785001076461	0.615672933519286	0.800278493587986	0.868475866071881	0.886604161558285	0.789425708247154	0.852379390079489	0.750133871503318	0.572439512588516	0.761255419084093	0.869154458074814	0.707410824751794	0.605893992533925	0.767278728056892	0.812056326939136	0.725653647068043	0.861139600749586	0.80291257265921	0.761042656087018	0.721163833445974	0.73777926123241	0.727791253682472	0.531469004112052	0.839143006353894	0.794870418965005	0.669878256338994	0.878523001551751	0.464877406201026	0.856222257372831	0.725068361809375	0.825869683383342	0.684868297519114	0.764136557650762	0.852898574855361	0.700771484083797	0.788727210402133	0.700050388320375	0.84954836271747	0.693993079958913	0.815672708111339	0.669506947323153	0.799218419911642	0.770133922142481	0.653431442210531	1	0.757886235099379	0.749029539337924	0.56495600399661	0.396911411953133	0.741996362643895	0.819720996602287	0.802952863110299	0.819084723060999	0.634268856085274	0.735260609648223	0.786375146747106	0.588719303274136	0.796118536399159	0.522348799468661	0.683578888666148	0.782460603011663	0.603690635350843	0.849896485273163	0.768041171273593	0.849224348913014	0.735755068027764	0.567237986071256	0.514951789210165	0.741305704165519	0.807138847515061	0.767718525180029	0.679327011059444	0.438852576675475	0.526072154416275	0.567567461653077	0.727628610197408	0.784012264685732	0.792276294840043	0.728330900795991	0.548839190977624	0.566062074684929	0.743075487068045	0.773136758231776	0.765933883851062	0.772010461253747	0.529265552190647	0.848292570427025	0.814472606493502	0.468081011945191	0.737290294918199	0.733230538491251	0.806003492457084	0.725774122944637	0.562824176650175	0.712805900624528	0.628705621484305	0.781333628423572	0.796681325438696	0.763153788283607	0.524709415343546
TRPM2	0.798140795969089	0.83132318447193	0.690697000696759	0.443692653651035	0.687188371284375	0.855620217012044	0.803549450847225	0.842767513607882	0.465115950608893	0.684723035628327	0.701911486019067	0.795883629326521	0.794088513204234	0.440899571617672	0.87597699896394	0.823558109231738	0.829910788473112	0.70707145795596	0.707893026157302	0.796098386312413	0.330836089772278	0.628315358277415	0.832997581716933	0.660460278562756	0.584515720208834	0.836806326341531	0.80084306454505	0.509507481446883	0.87230314463337	0.665410152676169	0.786863308642283	0.584051323487717	0.605730038016509	0.807622373362078	0.251317917894901	0.828991234315917	0.738307227517595	0.802411829334536	0.879270908720619	0.154913833945365	0.793563945537344	0.757346185862212	0.786155651740965	0.708330287246721	0.52741257930071	0.791680451272132	0.784672031751688	0.84060531409308	0.798664212966387	0.812474249892793	0.654906510371254	0.671368208626062	0.70745916820147	0.784744308929502	0.856215366667683	0.710285137285436	0.757886235099379	1	0.787196345109059	0.501568602340947	0.421825866752676	0.706610553128436	0.657321742521182	0.774159290504644	0.775252577889108	0.546457808414637	0.796451397343614	0.868050123197199	0.612655003319221	0.755937820681069	0.677632911303443	0.525140998181535	0.775304205739282	0.555303148239174	0.728473437711739	0.748702156155629	0.758819613827696	0.715606865170588	0.613370544118261	0.609179767298689	0.700650752854157	0.818621058846264	0.78279524628418	0.559229315461019	0.112522732060826	0.418883431178648	0.667599382331591	0.817001700507518	0.764771619999847	0.787678055205937	0.78425511690718	0.245819389563993	0.568138112589847	0.64173165095363	0.809212281716448	0.588618760307652	0.619576015783132	0.7231143289825	0.797171572963217	0.795413807025986	0.667542801849406	0.756482129304523	0.777233115033806	0.772380648242246	0.550801550212714	0.619221125705503	0.733155571080332	0.590444364599112	0.808501777205442	0.752763961379409	0.656060096357976	0.655747462779647
FPR1	0.826012706543324	0.894741859390835	0.573845796783294	0.497600130866621	0.539879743777115	0.848446620256203	0.674030476714754	0.827586398254026	0.359872242206761	0.599837574002683	0.747195348854237	0.872149407194135	0.842223666827373	0.244812412736967	0.742273644808795	0.727693532766488	0.775952962198974	0.703576134676958	0.671109485470167	0.717263274775625	0.523649628897105	0.455933468943725	0.689775990162857	0.599478741162768	0.798100928134883	0.843046357415768	0.723471704242291	0.499313346524221	0.801465044071571	0.714500722226344	0.611346470503056	0.533418891194157	0.722419468241068	0.83654052729885	0.266679763418508	0.921916403368693	0.817034051834838	0.813133174835038	0.774519024485497	0.0936311720545861	0.687017593687713	0.854018925814287	0.699042339988815	0.567603680492545	0.570124071066028	0.837321068402924	0.843083560074227	0.81446239426121	0.786651574493601	0.693193785933939	0.891415931043721	0.808946378953451	0.91966328137567	0.741953220056551	0.775070662557219	0.717760060225818	0.749029539337924	0.787196345109059	1	0.310736447145615	0.191251480748223	0.564827046008567	0.725657283296611	0.807065631391627	0.750565052002351	0.853975053478836	0.80285145778641	0.709619599100393	0.409655893476521	0.846072757188862	0.62547292238987	0.411122147231522	0.56863988468829	0.820424837088916	0.592023610717111	0.910430806914642	0.822916721711404	0.625335835483294	0.492488094573958	0.54265563531726	0.855671527943156	0.927273882932318	0.817243259124264	0.505643946113748	-0.0253478104379963	0.257784221460321	0.559018725317605	0.710079335275448	0.620531773505146	0.608430981492001	0.847296775369788	0.153363825301093	0.583856491458588	0.540137902866301	0.7540275133415	0.67190018726809	0.576156268233747	0.700863703853441	0.800643446514807	0.786442230740278	0.62557843543759	0.646831621671232	0.737590396408481	0.791080514514963	0.371695735365515	0.774088386020576	0.757764348640081	0.679909559099116	0.748202223528219	0.848019805750539	0.662628085407751	0.625528963748955
ACKR3	0.348933530506032	0.383889655562325	0.621494472418356	0.289549305106053	0.627536162481433	0.544452140902532	0.551251402290156	0.554367494216803	0.765329927617354	0.508105197335862	0.484145687785101	0.514790399937071	0.626565220172938	0.625890008156296	0.616582026128872	0.671109476284968	0.674949568481464	0.635087444172044	0.47759145346953	0.630870992864221	0.0204945837731081	0.604642392989521	0.706162148110828	0.678495104630423	0.321980099357723	0.569340054462788	0.56635424144772	0.531745767806211	0.597118811433254	0.415099655222754	0.711973278656247	0.456263871325992	0.21561984475112	0.374280567109355	0.445457535605476	0.437210637276773	0.319171656634011	0.542130498646606	0.638531564810739	0.512106372979766	0.626872218374522	0.507341616419194	0.698130179908198	0.757353216554669	0.41721528575674	0.442763166978474	0.430402103494054	0.501099715954072	0.539217982736431	0.577630175038284	0.118662501196241	0.475167876572991	0.337731496476002	0.537472900736425	0.592937731487183	0.566993765926731	0.56495600399661	0.501568602340947	0.310736447145615	1	0.613171489760979	0.661647901315165	0.535093343553286	0.35648391692001	0.67577402537716	0.0746731347977116	0.557681638953205	0.612364234011882	0.700385366211194	0.499626809076241	0.580894927999864	0.249541562592492	0.50017333464304	0.0216846995505181	0.590420532467457	0.303989853487205	0.455684885925286	0.630054597261297	0.555194725748826	0.618733344070875	0.364334586944219	0.427895031498687	0.413613620646874	0.55965752372465	0.454858105036017	0.754583340871184	0.628758364568963	0.534945127088155	0.579151521156014	0.611069543808656	0.445936105002967	0.467258263605613	0.559012808139003	0.643914734774373	0.536123275468703	0.388198338537779	0.51340717436873	0.440843808083705	0.435864611368054	0.627116829155836	0.438285782226274	0.646229305627663	0.578263776232599	0.48712483333032	0.684336800660655	0.3471127305879	0.575335983381039	0.478707059636732	0.604379397867779	0.467161125684072	0.437911730559435	0.536011940505885
CD36	0.374074638979927	0.29779662260049	0.687907625417229	0.197889068182562	0.722170477265432	0.525529268805092	0.572792058757831	0.415787329651133	0.701936813738171	0.569586813242143	0.198471823040137	0.451140977449873	0.508690854840215	0.645632828879727	0.600916058812117	0.642983757367305	0.55618376012298	0.612920669030877	0.42627924663945	0.687371253722207	-0.0011376349600902	0.5462228446995	0.564913085660095	0.671382631025212	0.207215182138496	0.506174992718905	0.565172306566367	0.483806721631347	0.498297869546896	0.317148413436462	0.6170581092224	0.409562638976866	0.000660331601915633	0.283136504322514	0.481519581958577	0.30855079148836	0.180040959910765	0.446084516200173	0.557274681272072	0.509679292690828	0.503213734448549	0.429899051653097	0.575348260576991	0.673476713467117	0.478289824463551	0.245252914977642	0.381980239178096	0.43040268310781	0.593395465229793	0.518924929902054	0.0138615393156393	0.284705343036011	0.246538583640669	0.454028323464616	0.573496267044453	0.593749401012585	0.396911411953133	0.421825866752676	0.191251480748223	0.613171489760979	1	0.669817653262245	0.373089812792031	0.142878860230619	0.594300512544	-0.0791700112991064	0.581435645843923	0.438782094019727	0.778113709307985	0.482664334992445	0.623757463510599	0.215425004326427	0.392175115323762	-0.054106645590608	0.502016029650815	0.180676661620749	0.224014079516174	0.551910858390401	0.679449749140426	0.621698825229891	0.135172052669285	0.347960107917035	0.247066646597144	0.562676939619415	0.457629521846137	0.505821176245488	0.624963509498901	0.481089841641138	0.514636172482555	0.5745953479343	0.32042130839887	0.439554183011954	0.521895176756167	0.54502308011715	0.275906106662187	0.0827249144584254	0.609171568577566	0.514743725255425	0.289123568228254	0.646959834567391	0.558597537304473	0.714515482222086	0.458111596649945	0.431282932746999	0.698402038051066	0.198292597746182	0.512750024483113	0.319718833587267	0.529966460964453	0.400098800633433	0.262807391542712	0.598496697043381
TNFRSF21	0.669049701611619	0.649541576538634	0.7855012783432	0.503515194413647	0.72274936338701	0.755047042387504	0.789617734126001	0.757194879258508	0.692835340849318	0.641919409243507	0.591382801164947	0.700552603877759	0.73983572137936	0.666230636215791	0.803552649757734	0.83743243917396	0.802422515315754	0.759946834982482	0.724698064004461	0.797234520342457	0.317891363645914	0.707806784869523	0.809278142764186	0.768447187873494	0.494701428848241	0.738054931613149	0.777189488898926	0.647614740273483	0.791243986857326	0.655665514105653	0.776125526080692	0.600846781996184	0.462418709888082	0.610086683322181	0.538334843563133	0.665973775681973	0.55992668419792	0.658987455070246	0.824937782216502	0.507726256406738	0.779769588768731	0.665767607142909	0.810980828184309	0.767455799739174	0.67166174274823	0.646673153902448	0.648044491843531	0.709777696897947	0.742712167821008	0.802238362833022	0.429531588898596	0.655363433624495	0.539372578655456	0.739245085675913	0.769733378264472	0.705778158465863	0.741996362643895	0.706610553128436	0.564827046008567	0.661647901315165	0.669817653262245	1	0.659846259120755	0.570996419527912	0.811360585044645	0.333266495187216	0.7401467875311	0.71689766183355	0.72907053387546	0.711174499915358	0.65529650011708	0.527914491576331	0.673104139237536	0.339622735825988	0.76802663332056	0.554117547142229	0.626090812534726	0.731281450531354	0.676236759470825	0.638309278474708	0.522419658729939	0.680528695862359	0.597402164952163	0.661601669791259	0.433902383731341	0.598691519559077	0.68821456771187	0.702365984043378	0.754734596170871	0.778540899309822	0.617995866255138	0.516620500660689	0.628326305166208	0.746727960789637	0.642449878849272	0.516794325353269	0.751204420488571	0.621829614116424	0.672355364672974	0.821828747080213	0.599675051314096	0.782166360263405	0.699786621689878	0.723932704599127	0.736373074384383	0.463078297364701	0.696448252064842	0.56528687182869	0.74568459843069	0.682724241848329	0.605238648002777	0.638700605970699
TNFRSF1B	0.681717249634477	0.761112761277958	0.728888727678544	0.735417871264659	0.510069265964865	0.782546777257003	0.709230601512814	0.792146681656164	0.525463563344552	0.460255876841343	0.763238800675737	0.778399227803725	0.798663270184914	0.617479332416803	0.691321521346399	0.820900192903336	0.847665528073355	0.812141863620372	0.817133634166529	0.751355848586882	0.618621649819549	0.624553302346287	0.770822798400502	0.764548222311973	0.697407296401641	0.742910086536621	0.779156410176072	0.802743131967546	0.78737979068561	0.783102150545688	0.730025241115595	0.646488652421012	0.704462538144392	0.693095971411966	0.549471323929261	0.781033652146367	0.692491169467293	0.655555597033096	0.769918692053147	0.540197790941106	0.836689124406827	0.780207956066725	0.7607414873798	0.644181233523262	0.752489768548872	0.797054083684999	0.66209916912041	0.737264328852208	0.674262424558384	0.708064591015137	0.696556890551739	0.83437007286364	0.734018357185284	0.751040284433391	0.68977157340213	0.701038182052363	0.819720996602287	0.657321742521182	0.725657283296611	0.535093343553286	0.373089812792031	0.659846259120755	1	0.693137025336107	0.813227470289947	0.665730894014394	0.725988126340195	0.622786733520936	0.560440416913544	0.796813664776722	0.518629193857858	0.499013480318152	0.575078398127781	0.626198049230449	0.766026796546261	0.772017591105031	0.818769725597923	0.724605916516978	0.630201636232667	0.583717734166112	0.72853727204747	0.797492299433885	0.682264589305494	0.750274870556729	0.500431283669301	0.535971401621381	0.531998417811863	0.637948027958761	0.690208258653657	0.669275148505869	0.761199797116612	0.581342711827559	0.667592415185298	0.773745010781008	0.668622158111526	0.750080468414999	0.758557818637583	0.531819483706985	0.80408630579136	0.782008027369774	0.486220380172077	0.739020959917013	0.720463092240245	0.839940810348244	0.724032674760937	0.604049157966237	0.773524504916971	0.686772975194501	0.736415858743692	0.816174916647886	0.771449808919362	0.56732578351623
UNC5B	0.711508781840069	0.830988040071349	0.562917663539753	0.597569216003526	0.365983347581527	0.727743663021199	0.755860399136174	0.793631615178549	0.270500261349894	0.369416767632794	0.800626154666594	0.706408753339278	0.673070449678287	0.364018114637163	0.71187063082125	0.73107883117857	0.767867601136901	0.583393531981055	0.740132868314506	0.585882257101036	0.53973727643707	0.638427053772694	0.766886579485023	0.463288841750195	0.545364952031159	0.696765620065166	0.68986205272647	0.507441579569099	0.779246015689125	0.706249388829822	0.609222044608101	0.654554122760596	0.818493357562864	0.783566211890688	0.306315597315563	0.866164012885938	0.870770396576356	0.632963633860606	0.806887484128136	0.154491072587854	0.72462499646378	0.636993812347399	0.645090449337645	0.485017075481568	0.593261605169205	0.857317752479999	0.652111223735924	0.748704839082641	0.611450449373112	0.757533238725953	0.782510310163918	0.75205720509491	0.673791938606624	0.73192606046603	0.709181792002391	0.492668233148164	0.802952863110299	0.774159290504644	0.807065631391627	0.35648391692001	0.142878860230619	0.570996419527912	0.693137025336107	1	0.676455632123611	0.727570229474356	0.622120342510614	0.78969987419088	0.331449012998442	0.69774978356296	0.397575763748641	0.661082325455799	0.770842384210852	0.696661668472342	0.735380018620517	0.80719534237532	0.855679206631202	0.600674285654485	0.33461078253014	0.346752411405616	0.765308483952478	0.807965836071871	0.796496045363543	0.47467974576809	0.129564652220712	0.314667523032064	0.413464269716027	0.680057773011478	0.668984329158571	0.711787305121346	0.699030678934753	0.263693802959212	0.382125950957265	0.545854608865069	0.791818670010275	0.802942096472648	0.578807029672575	0.457658021754959	0.824918824374482	0.684877180288754	0.364372046360532	0.534367878121185	0.654690247180442	0.715286780588549	0.447610930886274	0.554861968850136	0.577093722213492	0.568465175071593	0.713999834998352	0.714604035391869	0.689843872631513	0.36847880001752
PLAUR	0.704282915259375	0.782291575380016	0.859713892295012	0.550417535536041	0.740018293415696	0.869525734735939	0.798160199114548	0.850489346830957	0.814961886654528	0.726290923793855	0.743796017960205	0.887592816515796	0.934328577363815	0.656935205800513	0.860869693093368	0.916856925592296	0.928884212996369	0.865573237127139	0.764380408421124	0.884414595585657	0.397751666578411	0.725205788773629	0.863090325558641	0.85677322908401	0.695958263926828	0.878360598838209	0.851850154051933	0.738654685468233	0.886557845638147	0.721381024224193	0.839104827710045	0.695428423518911	0.551780187393954	0.675173121079004	0.618211890532085	0.843735133212167	0.679827928765749	0.799224358663901	0.889570997355952	0.559930410528104	0.844689793607433	0.832843123803764	0.897824087364214	0.842860518004344	0.742016920765487	0.774054937470206	0.794998244274843	0.802950981181635	0.835036476367696	0.797421162398276	0.572909825059649	0.838932288425069	0.735789078966361	0.805897464665001	0.858540065693549	0.813948485843359	0.819084723060999	0.775252577889108	0.750565052002351	0.67577402537716	0.594300512544	0.811360585044645	0.813227470289947	0.676455632123611	1	0.542323773056148	0.863248224222102	0.769889503951983	0.753781184174184	0.847906194083459	0.73162645968169	0.457983595628686	0.649062410077446	0.465460712305495	0.786377989755516	0.734210609340691	0.786633063603186	0.803654072875661	0.72620168221609	0.768303180607941	0.709466890585573	0.846222392966505	0.696322164423887	0.714935804962439	0.445417973625359	0.615860711566252	0.812867191403866	0.745309482865203	0.734761067323433	0.806196550441637	0.752767056938973	0.556082962238107	0.777451664335804	0.793715295019148	0.72062789286611	0.625358855713195	0.805736306819229	0.718255860306928	0.730181001880467	0.938612419112558	0.678089466634892	0.864698061424793	0.802851743188519	0.834596195800316	0.754541785110292	0.649472361896121	0.831724451300982	0.704456037424147	0.835630984456754	0.843700040610271	0.686941763431246	0.729649288481517
AXL	0.660104821360613	0.752033926869337	0.343106125350804	0.578095509909432	0.230507041991658	0.62657881068442	0.462809483104195	0.660734222505671	0.123973815554254	0.28220744695211	0.670609395351389	0.684644786229442	0.62218541296436	0.0977637243985112	0.467637732099865	0.501443377694529	0.577585754865082	0.540240898801535	0.605658567141306	0.451832700063033	0.661285589751003	0.281743225060107	0.477481263993594	0.401418590236446	0.748596327526069	0.605568738308503	0.53045358211809	0.462648411691033	0.584056498219347	0.679720540042102	0.361174400927214	0.422748674462944	0.770803035346978	0.703357093787365	0.230016816452504	0.770518846108582	0.732700499558749	0.560138861368726	0.545816130996128	0.0712258150148477	0.542793816568171	0.682458702078375	0.476018513252328	0.294633205825242	0.511499711549461	0.748501437640598	0.650023123378199	0.614612315334058	0.522696006723265	0.494960758086852	0.91243696423984	0.758611439089822	0.811883474947368	0.550427325167639	0.515172667917879	0.500499801102058	0.634268856085274	0.546457808414637	0.853975053478836	0.0746731347977116	-0.0791700112991064	0.333266495187216	0.665730894014394	0.727570229474356	0.542323773056148	1	0.568707576123688	0.466560391162175	0.139079006472476	0.674784099609275	0.319830932037214	0.36014960353612	0.379425562163489	0.895155104828886	0.462114683683296	0.837459382621716	0.742177959010717	0.42736319734656	0.265523643172428	0.287186370213906	0.788202728838961	0.782952661607205	0.64685755073056	0.390819666720661	-0.0169250399769067	0.104933749624051	0.26491655664665	0.476736235218398	0.422415858751628	0.377138621956806	0.709008526992318	0.163115687925311	0.418831229553603	0.414700413744217	0.546225471234228	0.702229630939414	0.429847810249725	0.42273415309163	0.693527444708343	0.538683452462313	0.343303152036532	0.400377128984326	0.530559569502465	0.642741535164471	0.228221369958644	0.650587462875443	0.566757605108313	0.57128073098422	0.510810805156273	0.750602083563366	0.592113306085348	0.366556078359078
CD33	0.803558623421295	0.811187076917045	0.76390442034485	0.384588591254405	0.84238405331836	0.92188092978907	0.71709879498235	0.820682799149046	0.641164530636634	0.828034925094116	0.649353552098436	0.891427320603297	0.915404788035241	0.484059380086579	0.866771186497203	0.850018135679059	0.848414708317137	0.86532970855076	0.679211292795669	0.917753325594951	0.287246142200711	0.543009371398405	0.79015337810716	0.853399055393275	0.725138293562304	0.908306354451806	0.84176443970229	0.583603032428919	0.859777569687756	0.686051649307634	0.805319263112808	0.501749615118132	0.470862915191125	0.75384038538709	0.358023809310105	0.795433729669072	0.614413296785518	0.896295692079905	0.836677735021858	0.275327191797425	0.792681953384731	0.907287115887969	0.840884408650092	0.828685820210706	0.569231792607054	0.715808847914852	0.866018273506634	0.840101356228182	0.923696959836092	0.738430431759995	0.620178792772721	0.705099679145476	0.839550435631277	0.76225156282207	0.876080680560224	0.921237682160976	0.735260609648223	0.796451397343614	0.80285145778641	0.557681638953205	0.581435645843923	0.7401467875311	0.725988126340195	0.622120342510614	0.863248224222102	0.568707576123688	1	0.758530842674732	0.767328418318566	0.866161657100547	0.850433500042851	0.315069977270933	0.566729542470139	0.525748906699673	0.636904387441951	0.742093367036341	0.703423156074128	0.806184214670459	0.804627718339163	0.79031736130048	0.718008127722295	0.84753195052677	0.754161383143716	0.689963213240758	0.179026431964624	0.472660077133056	0.790519210768371	0.796905502872184	0.710512330640161	0.686426093917951	0.860404931360313	0.296196589194024	0.758463382023693	0.701892447826818	0.714401764050795	0.486479435906023	0.67201871256671	0.86522185976467	0.745201356597464	0.888024627017392	0.848009559518544	0.880456556126951	0.843356278203402	0.823807167716153	0.635075301666606	0.765947426616758	0.878465198182715	0.714754248322637	0.843843686092263	0.842936987571935	0.668818504440838	0.877659103108164
CD93	0.728822713956304	0.805257273822901	0.708007814690936	0.40473329200578	0.687966630900119	0.82438192635707	0.825137230063442	0.846019785529767	0.508620901861035	0.630899676891659	0.731561604935512	0.752407363856668	0.762390215722997	0.485979705251544	0.900248541868909	0.834056416907934	0.83877124479327	0.668602596943099	0.694100846884221	0.75814055990814	0.230979219372899	0.72188960384922	0.891525603727278	0.621261623956582	0.455809109354289	0.792960522202476	0.792968723130846	0.464964565650902	0.878474345246648	0.642255107005814	0.807821729722697	0.648811672274715	0.579335748135883	0.776970473559129	0.24746776058377	0.801538764091499	0.761586630905814	0.781384254031413	0.905366769981523	0.152677297103931	0.797699187816566	0.69663987084705	0.789965177945913	0.733488909373555	0.491896267024359	0.787272129988697	0.733761020575534	0.818806905741031	0.755750579403834	0.848582720953584	0.54891518890741	0.61502351150314	0.623600636665356	0.763198371586743	0.881122501139818	0.662282205626086	0.786375146747106	0.868050123197199	0.709619599100393	0.612364234011882	0.438782094019727	0.71689766183355	0.622786733520936	0.78969987419088	0.769889503951983	0.466560391162175	0.758530842674732	1	0.641886691353104	0.706361272408556	0.662954695076564	0.581324457184502	0.863454915010635	0.430655724923448	0.758386552725207	0.677585033009793	0.780054173617894	0.742122223377567	0.560889491853189	0.574612791110968	0.671867504971255	0.769915478287808	0.80738874524767	0.515084982052838	0.128289786315333	0.487775145092301	0.669509181575756	0.815620186077257	0.77192615120268	0.833678680605214	0.733066337411957	0.234066907912707	0.515244392879973	0.631348622941576	0.836897463058027	0.596049945193105	0.582136496318928	0.649566449077142	0.775582713760881	0.771209822024605	0.592944307595727	0.725695166388273	0.773365703296006	0.72157881504055	0.574545815785367	0.576098187924248	0.673180978942734	0.574128467700567	0.806868854277047	0.687725127243227	0.6355160662586	0.606179278036707
ITGA5	0.532007813284292	0.525612006906937	0.787474651536301	0.22497545217722	0.837268279724449	0.723912139781436	0.614710386595158	0.619184610695308	0.777494735500509	0.756123831651451	0.43812411827489	0.663254080514529	0.734932282272164	0.659730640649754	0.755071113113766	0.770243432188917	0.729233219186794	0.790166820200641	0.546062118437588	0.8461818571437	0.000775959032060167	0.581343252420924	0.739566244217855	0.864256420563912	0.464453968073674	0.731919954068811	0.745189482770605	0.589044863644618	0.693054537289251	0.473986250421766	0.821871306106756	0.423649103296944	0.141465645934259	0.450902837138647	0.405740737717229	0.484787043813407	0.308494469872991	0.717038055951052	0.707372348234664	0.465662383219737	0.715353023490526	0.690068326248369	0.801101052915548	0.863833265387864	0.464884163855355	0.454442078880507	0.607157792074629	0.650436890380005	0.758223236016673	0.635166966989606	0.190994414466122	0.470616879959672	0.481895926147421	0.63396626573813	0.729404220550872	0.801570107538188	0.588719303274136	0.612655003319221	0.409655893476521	0.700385366211194	0.778113709307985	0.72907053387546	0.560440416913544	0.331449012998442	0.753781184174184	0.139079006472476	0.767328418318566	0.641886691353104	1	0.66096575914918	0.793699828375914	0.235680416039842	0.499525440738934	0.0945451331356156	0.57430910006144	0.387477187262876	0.44593179631138	0.764759523608613	0.844878691637262	0.81077829625895	0.430864633709536	0.539065079198305	0.508100689556379	0.688968326858611	0.417912865693521	0.614591925429617	0.782090602754291	0.650062779495937	0.642075866361686	0.625725915423473	0.601373590950784	0.439318601105501	0.691561641978798	0.721499996775432	0.549698532088128	0.249270688294752	0.61213927674148	0.70268200862704	0.501535752826882	0.764386990037942	0.734452616794511	0.848646048277423	0.717379318329741	0.618167641506363	0.753194046493302	0.529461730011153	0.739315437278347	0.553934062188549	0.732425576022884	0.597383098302095	0.501141699194127	0.80256937140837
TRADD	0.801566518682605	0.856920914328987	0.745257512620009	0.538688092586845	0.691742956430976	0.891509721431813	0.740539487324423	0.840674391912162	0.579089800335196	0.682318989702606	0.715146254052898	0.881411757775494	0.887504988522128	0.490314059152821	0.805389557601779	0.838266853198795	0.860380624271312	0.859816319447151	0.746229455532501	0.85387532356269	0.466623228497423	0.57965038802472	0.777738710629264	0.807012659861939	0.791404092490058	0.879469482750023	0.830073738931342	0.682690289299043	0.8386467393075	0.727249779017521	0.754109975125002	0.567844924199009	0.59863689305517	0.755110643242357	0.443136126966037	0.844830164797561	0.707816744833208	0.834334066601112	0.831974844217794	0.347696841558967	0.801199459144788	0.891771308932556	0.807840833955295	0.753123280568132	0.689754943345224	0.77875955000214	0.825277978127499	0.843428176958152	0.860471958777322	0.757738540615079	0.731368709037252	0.805093414902654	0.847296826464743	0.78979896560599	0.832355415739512	0.839851900551477	0.796118536399159	0.755937820681069	0.846072757188862	0.499626809076241	0.482664334992445	0.711174499915358	0.796813664776722	0.69774978356296	0.847906194083459	0.674784099609275	0.866161657100547	0.706361272408556	0.66096575914918	1	0.743952055442934	0.419764070699148	0.575242189988626	0.650020954374795	0.68497514724853	0.815335617300654	0.775274883304656	0.758927274856376	0.69336318343785	0.690917115928555	0.800861868626949	0.872678021195712	0.755946172319544	0.683015777789445	0.23655399705637	0.432556171429038	0.671370164300915	0.734703878381221	0.714501327801601	0.676775796323547	0.828746507454324	0.36700703173389	0.703215289509517	0.700658703412001	0.738682351735062	0.618752495399022	0.72533350438867	0.742740688045901	0.785366987846335	0.886537015822484	0.705330857351765	0.815791651628481	0.804366031877834	0.836408570626146	0.628303982708614	0.752818337942377	0.841045023201869	0.722302950800842	0.823461025932143	0.881317003692712	0.686772658643088	0.749902442398949
