""	CD3D	KLRD1	CD3G	IFITM1	PTPRC	CD247	SORL1	KLRK1	CD44	MRC2	CD4	LILRB1	ITGB2	TLR1	LAIR1	CXCR4	ADRB2	PTGER4	CD2	TNFRSF1B	CD69	ITGAX	ADCY7	SLC1A5	CD47	ADORA3	LPP	SORT1	TNFRSF1A	CD46	CD81	MERTK	C3AR1	RHBDF2	HAVCR2	STAB1	TNFRSF13C	TLR2	KCNQ3	CD74	VSIR	TNFRSF14	PTGER2	PLXDC2	SIRPA	ALOX5	P2RY12	ITGB1	TSPAN14	HLA.DPB1	TRPM2	TMIGD3	ABCA1	RACK1	CD63	FPR1	TREM2	CANX	APLP2	ATP5F1B	PTPRA	RPSA
CD4	0.22331805763856	0.205379408063738	0.180517678456296	0.102740615438325	0.880662782975046	0.211880847003442	0.88326436609426	0.361711451538226	0.249025154525144	0.445307456425449	1	0.702013923886751	0.898941288082049	0.766770417362611	0.770461061952473	0.604094423923211	0.671524573374244	0.603703965601142	0.178254139270419	0.882726122236083	0.428354440366336	0.60059841991956	0.537716553680522	0.837870522124769	0.54763043289856	0.841298094589934	0.679894375663183	0.384771282153827	0.774266667403123	0.379975212520372	0.824069348954762	0.758629608302579	0.859489537974899	0.610200194516378	0.889644461065504	0.330183783628271	0.900010791751683	0.679433347748691	0.580615749042106	0.885209427421028	0.78560684757733	0.588874894740967	0.222566236701992	0.866795596553736	0.789695179428205	0.698462844185952	0.867199767115655	0.814056100591308	0.846659941884013	0.825220699070809	0.681350030130672	0.84703567531248	0.735161741076585	0.710595865990004	0.785807944951622	0.851667770994421	0.860420591005603	0.901643160377695	0.866239759148905	0.710421579436907	0.560113203282858	0.6580507415307
LILRB1	-0.042423383220852	-0.0870918841457383	-0.065709797287418	-0.112132241046133	0.540036696591421	-0.0685278321472255	0.683303747456525	0.0770116085064321	-0.013108099767332	0.407107134830162	0.702013923886751	1	0.49375434564929	0.421509767238219	0.46164441924045	0.217535583020474	0.376343703537462	0.36253466621847	-0.0918655470262826	0.639474758565194	0.130229031237357	0.450630677888256	0.386307858539054	0.677989984411397	0.349940767707871	0.637837993527597	0.632044026089096	0.58351409563437	0.403666421210794	0.601794317670811	0.470536380688607	0.621069026261038	0.601617611639614	0.430579484601643	0.595957888649218	0.293071568328723	0.565367039000501	0.533475566735206	0.488267985177313	0.615019419717042	0.435172991544986	0.211407804035144	-0.0896641695777209	0.671743655556129	0.633985741131936	0.4564063863477	0.518659059132601	0.687258383294417	0.713390524770166	0.568190144345762	0.503553808885565	0.543066596558609	0.68494908248294	0.452113316608505	0.474625439349864	0.653409055365741	0.587357824338122	0.654895123294511	0.692349999235725	0.528481970700716	0.357094563485947	0.413445088767187
ITGB2	0.360882397211972	0.368556719796196	0.314490505242273	0.223068344102148	0.930258762777307	0.361013199424878	0.845063762580369	0.490246610159877	0.357006751568156	0.289712637892806	0.898941288082049	0.49375434564929	1	0.789423557547602	0.870779787031904	0.753347717652967	0.795615856675042	0.611948425534399	0.321007530390781	0.868902160061259	0.559996936818977	0.569275056548327	0.580842232611332	0.839896437910466	0.577923702205714	0.796373300670835	0.545107810916579	0.174095948783846	0.880360540609542	0.190250014637672	0.915988558457853	0.70835653451337	0.885118974513778	0.552122232506524	0.889061804712437	0.202147690206776	0.902299154576375	0.65823981675881	0.491679039088654	0.910519351355727	0.878415412597689	0.740970673756789	0.374977365436666	0.840980522360533	0.756326991061831	0.726882052624619	0.921162004719406	0.781930563554295	0.787536951005604	0.838867890273708	0.586080047967068	0.896716789386016	0.679453362906437	0.742213130382691	0.8433755215005	0.831711067057285	0.898212645797395	0.856550887169133	0.828326353807776	0.689331783881155	0.573905742302286	0.689568207303064
TLR1	0.102778405856638	0.104298605995092	0.0572623803160541	-0.0284045095039814	0.755508720256039	0.13489746300731	0.75900684499857	0.19104572190971	0.0682353365544011	0.507672316990913	0.766770417362611	0.421509767238219	0.789423557547602	1	0.633688713966825	0.506564874589445	0.540451962898946	0.555897722820024	0.0450331756819694	0.745068565364374	0.308882150031275	0.647340645079383	0.461367943115737	0.662615447204188	0.477534727960919	0.822885763434429	0.695789943235001	0.35362741337934	0.721564182076951	0.268790115446455	0.664419135449406	0.788520674668955	0.660028167215701	0.781304502002149	0.817896335606218	0.348660973036249	0.809481209230838	0.698146999458747	0.623461697849843	0.69542590030583	0.678464372092303	0.458216569965844	0.131728563005457	0.792061738717231	0.703685929850738	0.785134208727584	0.710028813968267	0.545716270635607	0.651453983641658	0.62879082123771	0.732732042024557	0.702697152780531	0.646262012797483	0.51840637037561	0.543184563833087	0.650573800484249	0.682163320929576	0.706122813586947	0.676755741406474	0.476417615427944	0.418840334712033	0.441639508149271
LAIR1	0.342600040800421	0.314566707647291	0.327707309080423	0.172414249042712	0.855885892190122	0.348745691858199	0.752279631753456	0.397351589311979	0.29749669248153	0.242104850876704	0.770461061952473	0.46164441924045	0.870779787031904	0.633688713966825	1	0.660236033918953	0.805437572282898	0.567338577550001	0.289369394891019	0.722488815796034	0.525166414665329	0.377069403211683	0.546073110659968	0.711173599648752	0.531109651208671	0.695076900331179	0.375642391514899	0.0386912792490269	0.807535264379276	0.116436729375078	0.864918625527864	0.607259878377284	0.801951370722126	0.349362289690534	0.760382071437396	0.0333505112256202	0.816337294622198	0.541572886932983	0.309343480876263	0.842977554646284	0.874567869258724	0.668285089660766	0.345931452696872	0.765998325396501	0.73996558347955	0.622595169154929	0.897610492528279	0.730150409296197	0.689079322818094	0.776070977791111	0.321466931607319	0.865382886246287	0.615179728381084	0.697381865670566	0.782700191250423	0.756232113150418	0.806687906361044	0.750245593123373	0.761846428754495	0.649834185669397	0.612344839414417	0.655558463771918
CXCR4	0.800141829774301	0.785266209093527	0.75206005553177	0.707445309738445	0.767434859070716	0.720321758194756	0.450697788554428	0.867213209793992	0.794282860076187	-0.0478536266039284	0.604094423923211	0.217535583020474	0.753347717652967	0.506564874589445	0.660236033918953	1	0.547805445581245	0.765633188761383	0.772981583545676	0.660818105592406	0.936753171484799	0.164519760110313	0.203892143716164	0.580255651607506	0.801110432821182	0.464743489432625	0.192417979195888	-0.0640214767616465	0.707373652277981	-0.00728540393227149	0.807003853411838	0.275673706487512	0.728284730167014	0.135298621929882	0.637498157195165	-0.147718703876435	0.595217444860454	0.366668560784306	0.149641207357939	0.718529764329798	0.684794398655997	0.950978691779926	0.782580499168381	0.432867174294954	0.343477034375131	0.427746328409409	0.668730859388169	0.644197276411288	0.616299705607445	0.708738843771514	0.299377115365049	0.704962004117205	0.309393435568868	0.777508273418282	0.781236996725739	0.615797511505241	0.697276126492992	0.612161212698236	0.527913300432761	0.661362202466852	0.43756880178895	0.803135074810163
ADRB2	0.296572228581017	0.349072875883822	0.262052391713204	0.194930177051412	0.779839671056969	0.370749042979958	0.656821146021343	0.386006460825779	0.27779280814199	0.137758085784702	0.671524573374244	0.376343703537462	0.795615856675042	0.540451962898946	0.805437572282898	0.547805445581245	1	0.334155955369898	0.279931239525149	0.582927378903275	0.370561568617389	0.39443846513535	0.569299262953393	0.558645126239454	0.256541980153599	0.547906466623587	0.254126731501774	-0.0214086620624351	0.729870472047265	0.0360561914503999	0.683075268169402	0.636288502182292	0.63126086298692	0.320925072521725	0.638109298552059	-0.105872909956738	0.713626006633994	0.510932095700417	0.247756153675461	0.68980303920603	0.797555976584521	0.533514503829441	0.356785817225091	0.694613889735669	0.574147371154579	0.481304255753916	0.751002517867538	0.541493408472011	0.593353676014052	0.559060178382776	0.290603614479065	0.665250898254561	0.456961221093877	0.42238035022066	0.586825672620743	0.592183155902073	0.641256965942319	0.56536987991805	0.666977601718318	0.383429822154845	0.508295803518695	0.383552457272747
PTGER4	0.554516078714743	0.529635292038515	0.511914695973746	0.429494900075522	0.690380824727438	0.528022594865625	0.454347793001981	0.610747013077773	0.557132647296287	0.315549610670054	0.603703965601142	0.36253466621847	0.611948425534399	0.555897722820024	0.567338577550001	0.765633188761383	0.334155955369898	1	0.486622880121813	0.680852745760961	0.744409969697231	0.238755743171833	0.0914629091017696	0.542087543132868	0.707966816789765	0.586814699257873	0.413444334400331	0.290464833335211	0.504120922985615	0.213730975142577	0.646986395705433	0.351287257738093	0.649846143585313	0.311929923416938	0.681940744847916	0.0672189101858402	0.541242810565225	0.479281193334431	0.429197379604558	0.644933656832287	0.44509025357838	0.731111350461396	0.546190909118418	0.47886581488672	0.402595686426617	0.465319447001262	0.506435563411236	0.591763067229497	0.656142802792632	0.682179351992177	0.456387201689309	0.627037653353233	0.549561602505433	0.720309292994407	0.661112381794667	0.656435308953669	0.622114998100579	0.641218891642027	0.550501751257829	0.677415761609582	0.462542742673226	0.725148253192064
CD2	0.989422796083916	0.97363877373417	0.980008371926078	0.951635398080909	0.450010818700118	0.928031530363674	0.0138457533616112	0.922489478779138	0.960319701070861	-0.289069175344217	0.178254139270419	-0.0918655470262826	0.321007530390781	0.0450331756819694	0.289369394891019	0.772981583545676	0.279931239525149	0.486622880121813	1	0.19964134972015	0.867181917923243	-0.247004397683036	-0.122723760738659	0.0785670219121074	0.604184803791913	-0.0354950806766867	-0.201425418997237	-0.337754313681757	0.351011297040056	-0.228302749960479	0.353568637968987	-0.125428899749112	0.216939580850013	-0.295282108086057	0.0919900469838461	-0.41748532843685	0.10834223295992	-0.0847930598663844	-0.293527979688081	0.203252548143636	0.331873324386219	0.805740875127662	0.956906497876147	-0.0479516743120192	-0.130064563865763	-0.036353303780083	0.226155161466409	0.220523563809676	0.243988236993714	0.206825289580408	-0.0524096127001474	0.181283622790546	-0.144206357182749	0.369598667249886	0.34266051136383	0.0539893141105929	0.146175697846059	0.131107486511163	0.0707655569276178	0.24616449186353	0.044018514942217	0.475741261105982
TNFRSF1B	0.238808075238065	0.24674356970491	0.170520560571865	0.146415663885254	0.848057712491154	0.221888113178006	0.856269111691218	0.384856807379254	0.248158470417001	0.473844919350643	0.882726122236083	0.639474758565194	0.868902160061259	0.745068565364374	0.722488815796034	0.660818105592406	0.582927378903275	0.680852745760961	0.19964134972015	1	0.47704120021661	0.629184933422216	0.395945213264572	0.883110141809371	0.620931081757915	0.892299159943227	0.751358430836699	0.441025617009176	0.765600074164878	0.434365783182165	0.807114939599087	0.764072025983277	0.863396287258245	0.638060819127986	0.857729797184968	0.387674718943853	0.844709947066852	0.731428693096818	0.706371062928643	0.844996088627371	0.741838105518482	0.623481921275344	0.267673289455193	0.855065869396171	0.720578760411688	0.711810706147294	0.806874643838974	0.825590467795991	0.857408645731596	0.788451884519259	0.620523956176641	0.815147929916229	0.79432703250675	0.715505643266634	0.759248082891255	0.854450351073714	0.858899572314034	0.890237192604605	0.794817495345253	0.714819078975583	0.442790204517122	0.655618035314428
CD69	0.902747409158797	0.848057538634265	0.879450985391442	0.819574081006916	0.613954406644529	0.796422470635162	0.257950862568458	0.911531492110263	0.890564983784538	-0.195410409571112	0.428354440366336	0.130229031237357	0.559996936818977	0.308882150031275	0.525166414665329	0.936753171484799	0.370561568617389	0.744409969697231	0.867181917923243	0.47704120021661	1	-0.0835769680100139	0.0519240453021394	0.397216897078439	0.816894164696721	0.274224335978075	0.0271717314025935	-0.134169065012585	0.557291041358574	-0.110977692836136	0.661293416743435	0.045009874405592	0.556829385731353	-0.0832887901145175	0.42335116724601	-0.263260135901105	0.394476931975758	0.156812041513398	-0.0726550251258657	0.562018248527072	0.507368583091517	0.926896367677476	0.851057734096058	0.192847142034566	0.141283543112575	0.242139523610546	0.487660461540419	0.527745654497444	0.463898083216041	0.596859335781719	0.155571884849714	0.539128306081248	0.137159500009229	0.715077127105649	0.65917517342415	0.432125544702487	0.511917704757546	0.445016123793876	0.33352365324499	0.584858836756794	0.337890105863627	0.776708849041246
ITGAX	-0.235914500397772	-0.163375270992122	-0.280196079143883	-0.274579912473629	0.478288941840176	-0.155337244739645	0.644867604315305	-0.127095341004277	-0.217222964284053	0.424794478717173	0.60059841991956	0.450630677888256	0.569275056548327	0.647340645079383	0.377069403211683	0.164519760110313	0.39443846513535	0.238755743171833	-0.247004397683036	0.629184933422216	-0.0835769680100139	1	0.438031799640495	0.604412495794839	0.0721914656196834	0.609501659526586	0.668466664297827	0.425241568057738	0.455452095396702	0.48040433404365	0.378636373966553	0.689159981208585	0.493995986335045	0.833332912019045	0.653918418003623	0.369771916214657	0.569111992087203	0.624118441128245	0.81280029764111	0.446474851439061	0.509674712943537	0.170595529976969	-0.147611425696008	0.677178591298771	0.531458552949045	0.675834539457214	0.463777264321627	0.385782357183944	0.472905825255982	0.371341130917675	0.654213508012958	0.42806873642639	0.712815028411662	0.21720697150962	0.292219823765048	0.530660117800301	0.528820049197866	0.537759929920024	0.560259779936044	0.219486225674439	0.244223053821082	0.119834700749089
ADCY7	-0.0967011961318212	-0.09661532215462	-0.0798282719063763	-0.245326479822918	0.461488474434935	-0.0583624470828244	0.550335759729892	-0.00307852686272178	-0.0972796914450189	0.0120057778141718	0.537716553680522	0.386307858539054	0.580842232611332	0.461367943115737	0.546073110659968	0.203892143716164	0.569299262953393	0.0914629091017696	-0.122723760738659	0.395945213264572	0.0519240453021394	0.438031799640495	1	0.520530795541417	0.0536022357008431	0.551226201833531	0.234797229372847	0.0437229657575848	0.534059403261137	-0.177048532668993	0.507215660710691	0.402244954990908	0.517169377918232	0.442769195340222	0.600818246979881	0.278396256214861	0.692950600995496	0.521905526024515	0.337831054129934	0.581356050766177	0.539432290010029	0.176502418461608	-0.110337531627118	0.51288536832734	0.589933483392848	0.45525908730902	0.651620525647697	0.33914198789181	0.373109725001381	0.479127222210883	0.434787929894502	0.56046132874448	0.39073538817575	0.310961045029701	0.409247299816122	0.516367838015349	0.534037695394413	0.472031460940093	0.534657704362863	0.238986677395316	0.304057217631992	0.253049731605458
SLC1A5	0.121897698877535	0.107451436759583	0.0681911667519155	0.0131651469462058	0.731537618818873	0.0584017637192484	0.803070303905472	0.32933709934422	0.186843024740145	0.315789706905141	0.837870522124769	0.677989984411397	0.839896437910466	0.662615447204188	0.711173599648752	0.580255651607506	0.558645126239454	0.542087543132868	0.0785670219121074	0.883110141809371	0.397216897078439	0.604412495794839	0.520530795541417	1	0.453072081673878	0.800912909431268	0.669853186224908	0.335250814492754	0.698652583016747	0.395416796215915	0.833743056619723	0.642656552651826	0.928729744955088	0.623499478116584	0.844269277942352	0.398813817546498	0.799917432869457	0.680845411889605	0.650898287203964	0.90105406276792	0.675211933067574	0.531969428672237	0.0828117308420901	0.790645692781201	0.740814551642562	0.775740333402869	0.802900153756129	0.827703795032075	0.792220582089064	0.863676835915151	0.623000407317927	0.865274788019992	0.776444169371832	0.749983213178263	0.810030746965564	0.905199539885511	0.921503882864835	0.882478709389007	0.791228978477902	0.762419156186463	0.544072752606878	0.686431994723792
CD47	0.647869185362326	0.549204155464462	0.61441659453989	0.585827850515106	0.633715712678978	0.488147069261674	0.458732831058943	0.641654550308074	0.590456572353162	0.0663026564198712	0.54763043289856	0.349940767707871	0.577923702205714	0.477534727960919	0.531109651208671	0.801110432821182	0.256541980153599	0.707966816789765	0.604184803791913	0.620931081757915	0.816894164696721	0.0721914656196834	0.0536022357008431	0.453072081673878	1	0.473617778875348	0.289295859323154	0.180360806808154	0.583312061624976	0.176928114327698	0.699053656489098	0.263758013895034	0.609180151362109	0.0744706036800289	0.492198707006714	-0.0881536536393461	0.51989342346062	0.291627265585505	0.0851373144894853	0.608022982058294	0.544702057178109	0.780122068843053	0.576005184425494	0.391552666657748	0.345054146246071	0.336326166834162	0.572330298136371	0.679413836064397	0.593337267163383	0.633570108527171	0.306872931942977	0.617968231672826	0.369083321113779	0.772870671119554	0.688848477185561	0.511914727234915	0.562564367405381	0.613807134064164	0.517454154819386	0.699564083667441	0.38221870057866	0.801688479737916
ADORA3	0.0244274439306248	0.00806247859627281	-0.0203902527250013	-0.0929436184643759	0.792506426480509	0.0367528560789757	0.907245526490926	0.111895361938057	-0.0070234344322582	0.595375632069182	0.841298094589934	0.637837993527597	0.796373300670835	0.822885763434429	0.695076900331179	0.464743489432625	0.547906466623587	0.586814699257873	-0.0354950806766867	0.892299159943227	0.274224335978075	0.609501659526586	0.551226201833531	0.800912909431268	0.473617778875348	1	0.801932815590089	0.541081385876738	0.702721443097954	0.374495077223643	0.709770562365034	0.822349043877025	0.743544465743709	0.725859186776586	0.864112201600503	0.545940305254147	0.863513429467722	0.714857861896937	0.74466859666295	0.793577327954284	0.664816382820327	0.40984353201821	0.0492763163562457	0.898880803351686	0.846139860059145	0.683679442428859	0.804200695363857	0.727293991326017	0.819420273973615	0.699169497333814	0.672586456908046	0.778571886804567	0.7730893834958	0.575701915564758	0.63179190963067	0.79047165388185	0.779637355436772	0.814382407347586	0.765378356185836	0.572674097521689	0.402766158037956	0.485683304333734
