""	EGFR	THY1	GPR37L1	LRP4	LRP1	NRCAM	ITGAV	ITGB8	LRP6	LDLR	SDC2	SDC3	GPR37	ADCY1	ADORA1	LRP8	C1QBP	EDNRB	SCARB1	SORT1	AR	TSPAN5	CHL1	ABCA1	CD81	IGF1R	CD9	CADM1	RIPK1	CD47	CD46	CD82	CNR1	NOTCH1	TNFRSF1A	ATP5F1B	CHRM3	TYRO3	IL1RAPL1	PTPRK	NOTCH2	TNFRSF21	KLRC2	TNFRSF12A	LINGO1	NOTCH4	CELSR2	ADGRV1	F2R	CD44	FGFR1	ITGA3	TFRC	ITGA6	CANX	INSR	FZD3	NRP1	PTPRS	ERBB3	TLR4	LPP	RAMP2	ITGB1	RXRA	KCNJ10	CD99L2	ANTXR1	NGFR	PDGFRA	TNFRSF19	KCND2	VANGL2	GPC1	PLXNB1	MRC2	MCFD2	PTK7	APLP2	MCAM	RYK	PLXNB2	ITGA5	S1PR2	PLSCR4	PLXNA2	DCC	SEMA4C	TSPAN17	IGF2R	NCSTN	LIFR	SLC16A1	AMFR	PLXNA1	PLXNA3	TNFRSF10B	ROBO2	PTPRA	SMAP1	EPHB3	RACK1	TRADD	GPNMB	APLP1	STX4	JMJD6	CD63	AXL	PILRB	SLC16A7	ADGRE5	SIRPA	LAMP1	ERAP1	SORL1	LRP10	HLA.DPB1	RPSA	NRP2	CD74
CD99L2	0.904555751765539	0.900941428164416	0.826323836756162	0.889672768157492	0.891189324954933	0.942702463383329	0.936306671865811	0.937256543457031	0.903812703508732	0.886437026322831	0.878721053986961	0.907805121716485	0.895427551527558	0.875606139137923	0.867897176883328	0.871440387563757	0.874677887001324	0.84131224904742	0.816139912460646	0.930225738962533	0.877636572811747	0.897975787875325	0.93860247489986	0.776485050756305	0.910041531863213	0.809966627921656	0.881599017485227	0.916771075179063	0.892065562940785	0.929844072618036	0.81116774121366	0.814577099728112	0.830148192346487	0.920769446857322	0.880865116845432	0.880005370838675	0.914549080503646	0.879885516615907	0.717151749271653	0.78587883270129	0.930073976805039	0.948809547747897	0.73187505855821	0.609252514351548	0.837610757778341	0.79658308557887	0.917242456288279	0.747063288358448	0.900342832885213	0.434899495457919	0.93008857171082	0.894311889526613	0.899218302761545	0.834561449710412	0.954237052596995	0.739041100264434	0.90977680035284	0.736715211857319	0.833130684482635	0.780260862078365	0.848724929182411	0.917385935908021	0.830643078921393	0.906175428915854	0.89737448890292	0.836768882423711	1	0.927713474202604	0.812836875272126	0.752848480128589	0.905303487912589	0.868336797760335	0.813022055493619	0.86063008744272	0.804310333831479	0.861861877339031	0.930953771574607	0.912206953785248	0.947369302472761	0.747747362769042	0.917379107802365	0.910146715812329	0.786774108399662	0.796541239714808	0.795722976530214	0.72270845135759	0.793060963762467	0.840965618298379	0.789014448871449	0.910040339975277	0.927949570066842	0.936118788842169	0.789062979902083	0.917014935138434	0.854866759867433	0.884657530114481	0.852842744725352	0.929399010873818	0.92821261033826	0.886952785592925	0.854870821148917	0.82917777250936	0.801993247378976	0.493449848199224	0.921109317721335	0.876745596340091	0.818181928354689	0.893217760564379	0.842995898684295	0.854721723763037	0.778970218738226	0.794529821512036	0.844916118924826	0.937508731210958	0.86086059474879	0.67660696151826	0.935540500666306	0.332440122563341	0.812358663137399	0.825343372342245	0.36635852272905
ANTXR1	0.90676621921887	0.911643921452362	0.836282585867159	0.929315722978047	0.929676514528966	0.949013497402928	0.941312001796712	0.965299981062172	0.942197605816155	0.901957481147329	0.847563565501442	0.914016008224853	0.905979283240706	0.898258302232141	0.885165791636638	0.873678311451114	0.875800278009704	0.82768062065161	0.774164360616661	0.925293918274085	0.908975979076805	0.887574087177766	0.94434124449933	0.763486745674998	0.909596847451216	0.846805587266103	0.863378357987785	0.905469183437298	0.914588618931556	0.9384094660767	0.860176367231826	0.850153214285242	0.818688038681928	0.922938730928103	0.862796309109818	0.868854511969124	0.946874132617196	0.905272054519238	0.757478745713053	0.80008598416868	0.932319026481478	0.937015082534048	0.792801439611189	0.595816077045273	0.867900701388874	0.804748707142548	0.931146424299208	0.72122518021296	0.896924793824187	0.392752390581323	0.948630002288071	0.873627071663761	0.925637574540547	0.834058347233768	0.955836236443175	0.753756467425759	0.930755447089872	0.700240416854389	0.901504549009405	0.797798674892207	0.859819277822549	0.939813185953221	0.849669195381646	0.909539998626033	0.904535113556987	0.869927310510791	0.927713474202604	1	0.770325154507987	0.806759103508632	0.892883719137258	0.912044814115762	0.846996460614831	0.828809722269017	0.815419936498095	0.842372729032297	0.946006188146488	0.925729571671964	0.952189514813412	0.772324803926247	0.936108790768683	0.880752110468432	0.783933251243808	0.809267340888379	0.822222515532335	0.759969192247224	0.864673470652484	0.817242582743545	0.791762264579954	0.913326403669017	0.935450623602986	0.939074872707884	0.756070716899935	0.901465391347423	0.812620587955834	0.885775334381023	0.875863904624407	0.949272963798256	0.953998723869842	0.883438186701237	0.81414511945905	0.816990765306861	0.808747153509709	0.46946591845368	0.913799659009018	0.897482152689502	0.815261192604276	0.886713552818913	0.803677693480033	0.849263986740565	0.853662581458084	0.825336509977974	0.808453064336443	0.94022688481825	0.862937498661497	0.677760043656931	0.931424445085999	0.320724063552114	0.796423804954546	0.823221814193037	0.385013133746498
NGFR	0.684086953212176	0.749965330464152	0.844168400186408	0.747787965166133	0.743278213801504	0.851256233756528	0.882841708320164	0.74688998102654	0.704333916497243	0.70349014092123	0.869910366087946	0.878278022842705	0.846139223421923	0.728360742134338	0.875941466727587	0.725510372910089	0.755258881365383	0.921025371513696	0.650115993972311	0.832367269582264	0.729136382181677	0.792912786986563	0.866922757034596	0.676682619268887	0.855225537083354	0.582831554645917	0.763807229500145	0.732394197993538	0.710769164647628	0.76257767162198	0.587704421979742	0.596997464853368	0.774910778477891	0.826976674188783	0.765532124596613	0.771269832116818	0.710186968590337	0.74680820960174	0.544796538247936	0.684077504758736	0.745547616914507	0.866637540922765	0.541316716278427	0.37915405033835	0.650367134096062	0.820947262171938	0.85117037754197	0.893649924761859	0.818230137267004	0.188001749570796	0.719462529051539	0.76638188103081	0.717515309119777	0.910763723068944	0.813861001666596	0.672237822429831	0.73416132146771	0.495074753674737	0.640135150494993	0.786918900211123	0.682394321255885	0.744925888813386	0.756094383314617	0.734290684202627	0.755435630956894	0.840619544618218	0.812836875272126	0.770325154507987	1	0.562970651478264	0.728972009942018	0.812100198481202	0.590154112194872	0.680794278551888	0.792106311023366	0.796102851213153	0.77212059075875	0.713452331902765	0.800511479896646	0.673610593091626	0.701498690495234	0.715537272946253	0.556891522529281	0.723602581292896	0.791724006980516	0.689134828969786	0.605128047521708	0.674562820420699	0.658019460534494	0.771065559568383	0.798084298895281	0.867918456865224	0.551369812385377	0.79702657727424	0.623411859237446	0.688765868348656	0.702103838597048	0.812327671481246	0.817385189064331	0.756680175807253	0.681831763272857	0.651307398958916	0.627340596870453	0.277132313622524	0.829997246901204	0.719185622624185	0.575688497720375	0.750142286229779	0.769989593777502	0.694525008860722	0.564228962324769	0.494860656851026	0.91298895097935	0.845365358001538	0.699557484410404	0.633977946396857	0.829898916258117	0.256211899363979	0.689442597503593	0.761702902964515	0.28826396461409
PDGFRA	0.770143778949846	0.816115573568076	0.844759384346457	0.91136984856571	0.918952383872685	0.7629423879563	0.746090006169616	0.866556038147693	0.868392718877662	0.731971834521448	0.52152694399588	0.804486730066651	0.80555751782978	0.899733715379643	0.746695098914653	0.775683720053944	0.667985568505958	0.586456186394667	0.461895182680973	0.739335926341182	0.767176034461253	0.690216550101751	0.722592293259776	0.503938642366984	0.750164919519003	0.705394139796569	0.666039144703897	0.679999892815223	0.712048076348923	0.771563915480275	0.892441989102665	0.88775960502649	0.572784221899025	0.824093580366461	0.632161613723762	0.660002201818331	0.839741919137703	0.891600821922831	0.908461053382604	0.863490031453198	0.79663777681665	0.76220659485221	0.915435805769143	0.336928566277934	0.932797044578363	0.657469288718951	0.847032058873488	0.474529132501322	0.653242079311268	0.0995790121653406	0.822114046439723	0.745910149812426	0.730366820719797	0.629881090392137	0.746962275490557	0.751588948887126	0.818177151469383	0.399206730738864	0.904017741860559	0.805285543238152	0.725112312372149	0.819538771113803	0.729151474225848	0.715171482104104	0.753208515411171	0.821875216782113	0.752848480128589	0.806759103508632	0.562970651478264	1	0.697708532387681	0.871820215902567	0.902184667478005	0.572438577847396	0.749947140015928	0.574899453414059	0.761562777612866	0.783138462348105	0.739418731952071	0.729377122792894	0.79742958942867	0.636685138092143	0.582381456839523	0.835145861409631	0.713131669088783	0.756389116456464	0.904335770270527	0.72515751745506	0.714457645938436	0.728448934350712	0.750497845924047	0.80131524702951	0.450066066226847	0.718110427106496	0.603102601070373	0.698722263098077	0.668218245782268	0.840047481176885	0.839966083723505	0.779060448708692	0.702213962888822	0.541766065422768	0.598560209744169	0.323049657084237	0.779378035418735	0.721724823912037	0.633186788070932	0.665290419632347	0.509510436600601	0.821137079166119	0.897331869296563	0.82585041236841	0.61259439817334	0.771838006917942	0.829568019715001	0.50057936528176	0.709899126988055	0.322513306882136	0.523266442056932	0.567278222561637	0.357831364733565
TNFRSF19	0.910555242690601	0.869084760887249	0.739121850853048	0.847851474215467	0.849805344786197	0.90404559930818	0.893375949714317	0.905508072853789	0.892771688795027	0.90540501559357	0.852874996651995	0.845310952545809	0.851359609814233	0.839843767146571	0.79407909320796	0.872820313642128	0.864547057960167	0.771788261233873	0.862994613312052	0.922238755997653	0.854868466488314	0.897352405838723	0.901563049323361	0.781250465555116	0.868046745827947	0.809427486176529	0.880670364202692	0.941678593251618	0.857824028521363	0.933039414011315	0.780748317778786	0.783889559050622	0.819908741483367	0.892806263937226	0.881161339179705	0.86880887339791	0.899786489574154	0.846227632352561	0.665040662587074	0.738339868713892	0.917910128683646	0.90229539130914	0.697411216432222	0.660778994543724	0.805345881417727	0.751426741143933	0.884758360007188	0.654970303732807	0.90249551473631	0.547302191205565	0.936972161864963	0.897032251298726	0.910376089290767	0.765667365603758	0.93994585505651	0.708700791502195	0.888886189379742	0.821691357719534	0.825877889509332	0.741974859174891	0.844437176965016	0.907583033404654	0.814169109412972	0.918696445132107	0.87053573193721	0.745555401201151	0.905303487912589	0.892883719137258	0.728972009942018	0.697708532387681	1	0.80695719043534	0.786012470597445	0.89353529262751	0.742547840489395	0.846522401905865	0.911386911047441	0.920346582585999	0.937295701596008	0.753408089793678	0.910350752992492	0.930022659010416	0.850587842776418	0.773528080395968	0.740232150694678	0.706985119636201	0.764641273229981	0.8259395013135	0.840874610527466	0.889603242645785	0.940031536469544	0.884613272993201	0.85937819447432	0.913719964799355	0.876859616378254	0.899594430794775	0.882899330229049	0.885426597571634	0.880605066693002	0.867676780670092	0.893000449479318	0.856108135067873	0.828258561933021	0.543501624570133	0.902098303674148	0.890385078363742	0.851092588452498	0.887598606359344	0.844051689823129	0.869250815763821	0.72458367548188	0.809463648916794	0.768110889797645	0.915046551141806	0.837296420796701	0.659134527264326	0.918395423722606	0.313876667218003	0.818728804976357	0.801626314838364	0.345997961237255
KCND2	0.857105572017153	0.905479413528445	0.917095030036496	0.944322031155255	0.936478607873464	0.906140065399509	0.911925446635246	0.929372149027042	0.910091889812445	0.836106537885236	0.778657638164552	0.927189615775007	0.920233955914117	0.9221436695796	0.903018907424703	0.851304397938628	0.833848983442316	0.818167905388959	0.618083462462356	0.882086236907796	0.844271999043667	0.851598100135381	0.899683548822301	0.652534865442983	0.901492039607409	0.737515804683536	0.809459363313463	0.812392918723484	0.838649259718672	0.884859506822771	0.838562098441533	0.878512392445016	0.733827149529023	0.923510977085934	0.77991076319585	0.827522071690448	0.902797723477407	0.940401516694014	0.829311869126308	0.845738907984245	0.866466724061417	0.925456838162508	0.852015395571456	0.458235978225511	0.894973356659683	0.815590990502438	0.94732124851983	0.727213816977159	0.81738072145959	0.186609644468572	0.901218599006948	0.838688370220821	0.84654388854337	0.828203833968102	0.889678343122045	0.766633482751213	0.880802011563845	0.524036523156381	0.897904528258457	0.854196245810789	0.823110802538966	0.895837001368237	0.852532791671457	0.837872903740379	0.847444489839035	0.917792483744123	0.868336797760335	0.912044814115762	0.812100198481202	0.871820215902567	0.80695719043534	1	0.849999977098584	0.724773718710158	0.838211328033857	0.753402844239822	0.887285102569402	0.873633193822109	0.882938762542252	0.767465008387344	0.878812785272547	0.769492865222735	0.671730213426374	0.875606721435524	0.816739974431277	0.81094983261332	0.863182069443271	0.781614160592633	0.788447626052355	0.831208103029309	0.879356197027666	0.930806505548095	0.585911032172978	0.850433683595908	0.711645349251196	0.793593770875381	0.807380498117104	0.931192609782627	0.942932949741074	0.872961825687231	0.770892938925113	0.711517170590112	0.718537508138429	0.356406226430622	0.902389582085873	0.832166910225114	0.710222130626301	0.828379788768509	0.7086181721919	0.846675679495846	0.854546116119407	0.796359851553642	0.815224220171501	0.908468512538024	0.848412590896712	0.618703733620553	0.855764813978588	0.317940481951601	0.717175550291156	0.733130271664605	0.365134262359209
VANGL2	0.816748998216365	0.813238031165517	0.811912928197253	0.903450672106789	0.915833571831427	0.827419441124753	0.799484238863762	0.905178531405389	0.899718237804297	0.77806386309618	0.622188850955899	0.828141645707418	0.838150080584255	0.885862238688856	0.792571481853446	0.800476774302696	0.706414360610895	0.652922326718826	0.605667531463193	0.813722872362781	0.845600102801532	0.740505400365404	0.792831629430212	0.675860804754385	0.790358785818724	0.800387274223482	0.736877287511397	0.782732908637209	0.805442951716466	0.824319873254388	0.905830297603643	0.850224686784885	0.691383236909549	0.873164553683299	0.744210337490236	0.703151583781612	0.865131093174682	0.886947302185714	0.899105580338672	0.844633158256408	0.85019256824682	0.806058007053429	0.852473926531932	0.429749553223648	0.903306267834283	0.686136938380912	0.875334431634779	0.527542487688823	0.751327122465286	0.267462073007808	0.86981524095326	0.842505658091234	0.794214984457342	0.67365582012099	0.811596288025996	0.768072064817431	0.875794012814726	0.529351818328068	0.906236476896033	0.792369333546148	0.797313111377121	0.883035573378894	0.73375054908935	0.779051385824449	0.792226612204897	0.804151180107433	0.813022055493619	0.846996460614831	0.590154112194872	0.902184667478005	0.786012470597445	0.849999977098584	1	0.660193588161582	0.773376384951214	0.684242485847758	0.821076519688006	0.829351868637554	0.803579320815913	0.736637759951712	0.866347304989583	0.731634298444527	0.659523470923989	0.820664931213119	0.751904734402886	0.782588909452141	0.861545024733113	0.808715489925337	0.757149093186225	0.799880840571486	0.809406266836141	0.84586798121084	0.585523812690978	0.791567991937238	0.707114981861286	0.805215332917481	0.737114244955803	0.874536210588929	0.87135033315595	0.796189128791502	0.781557489784226	0.634009199738917	0.715984796050723	0.428173340053232	0.801290832170289	0.77316506715704	0.732756538327398	0.721946338647567	0.620207875267434	0.847657084308194	0.887115328228204	0.839999010599975	0.68044626471884	0.811587178233646	0.840057590624494	0.5915610402406	0.787333969659454	0.31986330548784	0.582294482435675	0.68711662103079	0.370794772161869
GPC1	0.869295713729259	0.858712997413351	0.606888012341564	0.755146270775789	0.737345252666432	0.843470114889932	0.799089206740374	0.823738554679815	0.779404769834632	0.850593663059696	0.863881492729008	0.738953396611394	0.785384469893144	0.736744814346283	0.697966124140444	0.78718182982162	0.924380948852922	0.687685682464825	0.884951325534436	0.874866921353232	0.757998815427581	0.911444760422367	0.841192644474218	0.736009645331074	0.840311011642439	0.747312863900878	0.890317942341867	0.91953097933471	0.860495968328476	0.910059233667241	0.656696268095833	0.758463775243979	0.713012866575805	0.772923199831202	0.870083520871934	0.923621120860819	0.835396871444931	0.782293215604873	0.523902728239048	0.637531116342924	0.848431956090324	0.860922110054424	0.627563404982127	0.802173606860212	0.710062836331075	0.717642096992949	0.774444326252012	0.566391686849672	0.847309437949782	0.667610817173013	0.878286191763932	0.850700562156473	0.881874417079353	0.645936815926979	0.91302070441426	0.596900176193906	0.797943939774396	0.858897933554009	0.72791157277746	0.559893771954905	0.728585535614756	0.824994352492379	0.812745183320225	0.915123251832808	0.796590281640826	0.607116456737737	0.86063008744272	0.828809722269017	0.680794278551888	0.572438577847396	0.89353529262751	0.724773718710158	0.660193588161582	1	0.576928412780443	0.785439077284823	0.896899927470464	0.858442873006929	0.921157404169979	0.637201364691715	0.87211433726911	0.914223948739897	0.856138534490984	0.662551806969301	0.602492638855565	0.605168873530763	0.643605333108234	0.810244567831864	0.826033287254243	0.810123750641622	0.880119131209172	0.788201432558868	0.919232812434139	0.881973338707634	0.915587319707753	0.867411267290084	0.86502034215499	0.763134646430841	0.799492571996264	0.86782901841414	0.838577403953	0.951012226629643	0.869481101044616	0.596055583400432	0.881804850622513	0.891397081640399	0.869514196547065	0.940252790013833	0.813943385055815	0.74686560905441	0.658910428217818	0.768718609933039	0.661280847199212	0.874089314184825	0.777439647834696	0.560263848116133	0.869841582038326	0.259164845155619	0.92622569832849	0.726350577414217	0.274917843882882
PLXNB1	0.705478594313321	0.70927989144535	0.863983150040234	0.841816778924052	0.860131247266041	0.868505525824813	0.881049844242062	0.836900573110272	0.844710055769368	0.716829967091483	0.715699323402344	0.915934114906812	0.856081139910399	0.807411894400427	0.877197832507811	0.757355860800781	0.61653457815038	0.837606218167605	0.598313671801038	0.820846815318097	0.856304673868145	0.674930784263973	0.841216493293471	0.73718568923792	0.77963402691756	0.755579092636999	0.675748392640791	0.713783552407222	0.751711017767711	0.752771192312864	0.807720306132189	0.642633548000865	0.816719408305751	0.896973054233117	0.750050873577838	0.622038989319233	0.786553950019555	0.774247236978825	0.744321418523906	0.816219126480839	0.816951172311575	0.814770303180726	0.665507478063551	0.328733364030456	0.743319824289177	0.758703186273197	0.876099475672137	0.822629360290394	0.807486363829253	0.200703711328443	0.769875426582858	0.784519235356277	0.757670837748758	0.8856449788861	0.782913003454325	0.811001825180077	0.856428566039432	0.478982921164823	0.754448929562195	0.865484335065813	0.803154313616436	0.833709665280168	0.664922383452042	0.716292010168813	0.837743992880599	0.903245538364926	0.804310333831479	0.815419936498095	0.792106311023366	0.749947140015928	0.742547840489395	0.838211328033857	0.773376384951214	0.576928412780443	1	0.814153245539644	0.787649534368884	0.748835089039595	0.773643699112054	0.754323642736413	0.753361024705726	0.732762715810716	0.583983748078802	0.79822539861528	0.864711125539768	0.78393944656001	0.764524975578564	0.757299513843408	0.617619931428202	0.856044695346684	0.800882836935722	0.897924822749288	0.495602401136704	0.790805585977216	0.623673505885507	0.735797373776141	0.727628920657627	0.896990189217438	0.85274331712559	0.693467065406937	0.659559993712468	0.518766766637014	0.603978683310919	0.331087158849744	0.758672120993201	0.726298344273307	0.623625656911531	0.63026461657866	0.719316487606213	0.818580703076798	0.71605335279562	0.657914719635827	0.856146259324535	0.810423840523998	0.785482707715249	0.713222220670747	0.823532095112554	0.356506942125391	0.499049785214422	0.840143600657275	0.43560423458113
MRC2	0.774557656455323	0.716756457869959	0.717491499815998	0.757049563923399	0.786157222511725	0.909877850550892	0.912191236351063	0.832511459587946	0.823404714186939	0.824586662874325	0.892434456686119	0.858672966788793	0.838777654586314	0.721101470424038	0.822024915980344	0.760497049843557	0.745958972940209	0.872215178940688	0.830937454958186	0.899952323301907	0.8558228095014	0.785473909503785	0.898054585302807	0.871267993502493	0.828918297385735	0.812339704215143	0.805522756298449	0.86732865915536	0.848854037386348	0.84283730952671	0.741648823894031	0.58004681603938	0.902912665975885	0.856906111016845	0.886407824260999	0.763809143867507	0.815741123487715	0.706965138347715	0.574453332131512	0.699724915870748	0.882070924703131	0.853844275513769	0.536870606672915	0.625479224701651	0.645038949178198	0.751520768916554	0.832705736341922	0.828968022112289	0.917911859092409	0.544847704793901	0.828426136295247	0.842930423438908	0.837455101478801	0.865268053675479	0.882840247179099	0.690611388848699	0.859862676315061	0.72164027990832	0.718289134181943	0.727136283136153	0.828344455999155	0.874855972191659	0.673315274566964	0.82943495037026	0.910068772325671	0.782734236648061	0.861861877339031	0.842372729032297	0.796102851213153	0.574899453414059	0.846522401905865	0.753402844239822	0.684242485847758	0.785439077284823	0.814153245539644	1	0.868824228883259	0.825216872768547	0.877932857548878	0.676660425515886	0.814052413717529	0.889262823700981	0.736173985169112	0.685492100807254	0.817812152302322	0.64246954916234	0.679668443647154	0.801210822464329	0.662603419316735	0.876157438534857	0.886735702865324	0.886344629597599	0.767519900659086	0.894523753031713	0.770420669237636	0.86411111085812	0.831211088276289	0.869233376614209	0.850689512570379	0.748522294208139	0.719662993195297	0.747540979686201	0.768985933818832	0.515954125151741	0.808448082008192	0.82790754201078	0.768435715837076	0.781890692068728	0.914497081775174	0.806881853728418	0.627401423114286	0.680166199578103	0.880263894701943	0.876645031325713	0.793482810533796	0.804187327847729	0.92346111447057	0.427823316774564	0.69784570147544	0.92686880470704	0.497978840048308
MCFD2	0.915315847803092	0.925801292709368	0.820776351227392	0.909709683107666	0.916778941658178	0.959214054782631	0.938626744882844	0.947545307717816	0.923241547425728	0.886923611848061	0.896508299758969	0.900668781616548	0.91418149468311	0.884517826937349	0.883448347091324	0.842917728810095	0.917509980953264	0.833275769305014	0.848214566455578	0.932080728265094	0.913143240109419	0.916156966856662	0.951428818906003	0.819442682114891	0.946874626599617	0.844021247106921	0.935298192094669	0.936301482763994	0.937567187260468	0.964724836767245	0.843108063730596	0.854393008769149	0.842360632993298	0.908697573700914	0.940188965815119	0.921429577922794	0.947040879112527	0.899793907002082	0.721572056316204	0.787090792097718	0.956514830360287	0.949968168968416	0.784874210585166	0.722958250070455	0.855201909302664	0.808384439432383	0.916866175335877	0.71153075925158	0.91186655481075	0.533864456095063	0.95638918880392	0.916527487164578	0.950293768570145	0.808787397270583	0.974263960579266	0.736518576567814	0.936054796142938	0.761473912943281	0.872047346797973	0.776047157434317	0.858088599422995	0.944291725153521	0.861921735932729	0.931992928440969	0.902919156695528	0.833669472017101	0.930953771574607	0.946006188146488	0.77212059075875	0.761562777612866	0.911386911047441	0.887285102569402	0.821076519688006	0.896899927470464	0.787649534368884	0.868824228883259	1	0.914434279427426	0.972848381692106	0.744730574195161	0.948339593535854	0.920742448600388	0.829593648697944	0.834477494417424	0.794509867087523	0.751980754819959	0.811594496420982	0.872530370647916	0.832659572752169	0.914156901923323	0.955411456820882	0.928431698303025	0.838391100973708	0.952118183159669	0.855256994115254	0.917932216562128	0.892364462177803	0.929610423806452	0.952029272283574	0.931720704078907	0.8504716963852	0.894416874685897	0.886346246174779	0.581468422527541	0.92664808443715	0.947957277332768	0.883677184472676	0.94335708124141	0.860193972734622	0.845112224758866	0.82527043526103	0.862138933381571	0.818930665628476	0.961021451737387	0.891329763278218	0.655332588090852	0.955840850114067	0.335432536082524	0.853779953918659	0.846896579636041	0.364442622020798
PTK7	0.935433130274509	0.895557380899397	0.754500989194939	0.895393596788695	0.882694090372093	0.899271148789955	0.89318991519658	0.940038811055395	0.925619883364841	0.949063970424345	0.830516634507005	0.842860794009766	0.867482192073348	0.867726322045005	0.792974272960082	0.905322426482021	0.891153860589743	0.749506260646232	0.788491233915833	0.924220854689831	0.852925972948284	0.909311017191363	0.902674120954187	0.726102600807884	0.863723819580078	0.802663263698419	0.852313195161032	0.928439005992477	0.873678744593976	0.945271005724439	0.819805597647258	0.847935958315413	0.756707535909891	0.898443075695824	0.826786092051281	0.878243802188207	0.934005940913825	0.885811412655187	0.730702494260097	0.767262923616778	0.906805823503225	0.917402545455185	0.775655460434782	0.643101512379727	0.833570586020226	0.738806710906284	0.896844213339607	0.636232112895489	0.872089656802912	0.459099763484998	0.962310298145638	0.872611364708226	0.90133553911143	0.745195184465429	0.941954722316089	0.688556663654712	0.896604925194884	0.746759972269071	0.887693739421591	0.733458018436659	0.849447825390917	0.924148679368467	0.827736816487641	0.917078862528599	0.890113126137668	0.779506113942024	0.912206953785248	0.925729571671964	0.713452331902765	0.783138462348105	0.920346582585999	0.873633193822109	0.829351868637554	0.858442873006929	0.748835089039595	0.825216872768547	0.914434279427426	1	0.936397753693648	0.732607927525483	0.922631980976988	0.902093172339768	0.796105049657207	0.788247474402856	0.738206060185565	0.689033076688297	0.835676755373327	0.810875629141717	0.832497688120164	0.855560629735434	0.928891182369548	0.896337841158386	0.798037895759721	0.899815111383158	0.870211420257268	0.889351440029776	0.882056731941968	0.901843942400355	0.90621005569287	0.870472803701018	0.84435109746972	0.84585823488009	0.812662866529204	0.485356159567296	0.920455538149709	0.881245284114995	0.822805666386575	0.893926031684359	0.789504309932401	0.888194153354011	0.785518255927788	0.850055822805421	0.739236120230901	0.920625916698937	0.846068157908132	0.660012113424231	0.900154497480529	0.342694526220577	0.825542850396683	0.763041402663167	0.381806518230454
APLP2	0.930198746247056	0.928656695324729	0.794652409716921	0.895403053558167	0.890409261869546	0.955889561156997	0.942461361130725	0.946644894258632	0.916749719072438	0.920207931376428	0.915212425111762	0.895323992997808	0.917352544602821	0.869541461622709	0.862995633068686	0.870915760265923	0.93669388095779	0.838889168885918	0.865813039417258	0.959844636458742	0.890360147736519	0.949898255064023	0.955192786005998	0.800456303828408	0.94262676643677	0.827187731884978	0.92801367404601	0.961993522466948	0.930460777266252	0.97483547380436	0.815900956595268	0.841530390794356	0.828471130854931	0.920157068699432	0.919546428976845	0.940762915905497	0.936377358820837	0.892568019853856	0.693540543055693	0.769616756354997	0.951874452683647	0.961109021942563	0.747395805340306	0.693148847406275	0.837695854691031	0.828985057375098	0.917900173518827	0.722923413138821	0.936504690737712	0.526171471461726	0.964494701926325	0.916800537763683	0.957826381672639	0.826082148705432	0.988460237167739	0.733451032593779	0.917507243216759	0.806283395166956	0.860768565337876	0.752036149733049	0.8594505382672	0.942642221905887	0.865872733118077	0.963961711442722	0.910583937284329	0.812870130757619	0.947369302472761	0.952189514813412	0.800511479896646	0.739418731952071	0.937295701596008	0.882938762542252	0.803579320815913	0.921157404169979	0.773643699112054	0.877932857548878	0.972848381692106	0.936397753693648	1	0.756886346084732	0.949932000292478	0.941320027845693	0.851894565285583	0.789096462057015	0.778216150524974	0.740082251296904	0.796483761023083	0.866654499798762	0.843354341184789	0.917089920836563	0.965801049570186	0.933323007247258	0.860205919519736	0.950788068703921	0.891514040235236	0.913738752580913	0.913254644689293	0.922330215648945	0.940187807813908	0.928417986684629	0.874650582628293	0.90957207831316	0.869167882260738	0.576719192934825	0.950950509042488	0.937096322782833	0.877422453456152	0.955483262241195	0.875157167189163	0.855881068853747	0.793652680860499	0.829852326245576	0.82349462263845	0.970340615498884	0.875246814897924	0.690394544094927	0.959607561461634	0.357337837049452	0.886744697590473	0.844699204412504	0.388137497890149
