""	CXCR4	CD3D	NCL	GPR171	RPSA	CD3G	CLEC2D	CD2	TIGIT	PTPRC	CD69	PTGER2	CD44	CD247	ITGB1	ITGB2	ITGA4	SLC16A7	SDC4	FAS	ACTR2	SELL	CD47	S1PR4	CD96	LRP10	SORL1	FGFR1	SLC16A1	CXCR3	RACK1	PTPRA	IL2RG	TNFRSF1B	CD63	CCR6	CD74	CD226	TNFRSF14	CD46	TNFRSF25	TRADD	ERAP1	NCR3	TSPAN14	LAMP1	CD6	TGFBR2	KLRD1	LSR	VSIR	DIP2A	CXCR6	ATP5F1B	TSPAN5	PTGER4	APP	IFITM1	SPN	PLAUR	MCFD2	STX4	JMJD6	APLP2	IL2RA	SMAP1	CD82	HAVCR2	SIGIRR	LY96	CANX	C1QBP	ICOS	CD4	CD81	TFRC	HLA.DPB1	LPP	CD68
RACK1	-0.172364913792728	-0.151736677988675	0.827803881082772	-0.187818022176221	0.82645569220349	0.0311185286885162	0.220501801142969	-0.166325099729439	0.108055885720368	0.406135198567805	-0.0762254717315635	0.110414760912027	0.874075938278224	0.177080040580408	0.815956749747713	0.515097897469715	0.559223708962835	0.586137282212814	0.675600739925308	0.446818332401777	0.827602911611493	-0.46822373645809	0.895925355362726	0.356907032218597	0.0695288008723823	0.74917226817545	0.206804819326674	0.542707049960172	0.0739786819111278	0.238364262927701	1	0.266434460279974	-0.0592710481923708	0.495647661666768	0.574471311585996	0.300784393475903	0.802655174257989	0.363200325888167	0.612389197649153	0.36945176562122	0.102157368766101	0.73163122738735	0.201788955330531	-0.498458453152277	0.580107695684754	0.471062567412359	-0.0955134574849878	0.434315191842037	-0.264448594002397	0.558905597894562	0.627291460883833	0.451283745964468	-0.128503506245183	0.689895489297494	0.550283363054675	0.869717162799547	0.34921812476582	0.593570018284384	0.684748638108053	0.632108797040527	0.823112854161	0.424020799916101	0.374466386223245	0.464921078944952	-0.0259251682486179	0.535799955676537	0.326764351945501	0.466324947915653	0.0524133188876713	0.575519265259213	0.72228206313711	0.961418128956844	-0.385753452232335	0.704828046745457	0.541837118433447	0.406459685920947	0.86959402806226	0.513227260755278	0.672037829502785
PTPRA	-0.683387451539876	-0.628551105831412	0.674114190152967	-0.866730940685576	-0.260696574954327	-0.407098243912117	-0.125172971920965	-0.437765186899265	0.595291847426772	-0.150902594342648	-0.638726372104618	-0.66203146016081	0.113262282407757	-0.549635462048266	0.657970566055071	0.525347911716244	0.697771014579422	0.142670851296415	0.825660350655647	0.797365053695712	0.585252629682818	-0.511381551909695	0.425330747800141	-0.120181588674755	-0.0295733013833005	0.446935506494294	0.650879808401072	0.920050928221976	0.824473036784349	-0.478957550048203	0.266434460279974	1	-0.137109760509664	0.576923324154483	0.837779845995318	0.370794413568499	0.642056413009575	-0.467013199100918	0.31890855582736	0.733267529074885	-0.691286504496106	0.203174416406583	-0.574513317484257	0.104623227194131	0.517669401477658	0.897601749345827	-0.71166541853221	0.706693041072028	-0.60972226783386	-0.162825120082913	0.665402197611122	0.892817767523603	-0.0693894002528198	0.869838034450065	0.764518662995787	0.173441268555717	0.923117295214188	0.386356466403197	0.130622361653702	0.773168032517434	0.688499946431909	0.85132393594197	0.78567169827971	0.939793347895372	0.547411850837962	0.882786222948848	0.756962479220033	0.764351751135665	0.211980455757666	0.687841021623141	0.808737069176114	0.437713188000329	-0.45745188820902	0.566607006901231	0.894154702052793	0.89149975719598	0.546315727343925	0.882849385647523	0.620229518595192
IL2RG	0.589504524037907	0.725583790797007	0.00741184849030091	0.119763289587076	0.111317998616332	0.797950753306678	0.614617908399587	0.799686149384144	0.625132031793108	0.620496067587065	0.376009085591432	-0.034244913382472	-0.0967312430086569	0.522319949265896	0.0420910179672145	0.283972563011587	0.381515796774961	0.155592235664568	-0.254430625253127	0.276570478070579	0.199950810532176	0.662983248163759	0.213957594203419	0.74576586954779	0.63123662030253	0.307724198600341	-0.332526478956199	-0.151488966371684	-0.0892718642416044	0.599293361215424	-0.0592710481923708	-0.137109760509664	1	0.447634248490835	-0.336846802258033	0.717567438973561	0.0252735266535582	0.347875262676541	0.307864789437504	0.0953906597092053	0.522855828469095	0.371165238778928	0.130322150087242	0.609997269406828	0.402209314779307	-0.308287979077505	0.353903622669492	-0.0364722821584347	0.267768228207738	-0.0242030720316231	0.00744495759945605	-0.160939147327178	0.687933962784062	-0.130431196808169	0.0715883407880553	-0.00166461521177164	-0.219970256569597	0.288407134906867	0.230359415406523	-0.293233720869875	-0.259374739856558	-0.277727919583408	-0.247159347187109	-0.266268159975563	0.599983613782546	0.110602716807052	0.183785360307497	-0.0493185003922221	0.751679184310174	-0.315575864094551	-0.278615654399998	-0.0177836599704848	0.693597806844025	0.241961802797501	-0.24049715491895	-0.198101594911584	0.0611025535147088	-0.14616885236575	-0.372755752148275
TNFRSF1B	-0.0423910468203388	0.0185120408192265	0.698387534619945	-0.493406286815353	0.23190525845141	0.227597935090895	0.351514344098957	0.239760555342811	0.770673350190918	0.591720922810777	-0.0454207854754729	-0.268488112630525	0.477705793887813	-0.00848198696191786	0.666747953456139	0.899092781453926	0.88973280036826	0.183280996799945	0.528586322227099	0.779809462795203	0.811510640548559	0.005221064847019	0.743119130009799	0.396927929049318	0.426905166187365	0.658118752371119	0.480162851585331	0.596426516205058	0.285441251884897	0.0893132687543849	0.495647661666768	0.576923324154483	0.447634248490835	1	0.464174303940668	0.852709985999581	0.813724087126882	0.133934936052312	0.798114349767495	0.543321105661413	3.42138496698089e-05	0.630619899816015	-0.178844028334184	0.04342453211546	0.816856125713194	0.532668809736739	-0.347362291413298	0.569920741986137	-0.25661534732205	0.161252944061711	0.807950621278116	0.668849983420003	0.414916692972495	0.662741154717358	0.546509247643564	0.563036689579852	0.409026623784927	0.442638905902244	0.550723870731233	0.662276965931953	0.598101658051451	0.611978003207656	0.673379449398175	0.548366952807032	0.698217072554968	0.700163300540886	0.565485344809443	0.786029783442637	0.567661511747297	0.578859410525555	0.612155925018969	0.59246117623936	-0.0244011167176905	0.901651918874515	0.635050830174232	0.636896957557317	0.775137774845392	0.545886906306093	0.5903405578329
CD63	-0.801585376347554	-0.761651347457291	0.71874560991654	-0.82726760792235	0.0451824144848425	-0.547387489676039	-0.274983602952742	-0.64619239453579	0.366856393971732	-0.25556000706832	-0.681155118799562	-0.496528681566647	0.370242715886998	-0.581932251717577	0.748591498615662	0.505848073259271	0.585345593603263	0.168820438296154	0.884892664899781	0.710346866614655	0.65023452093162	-0.710065584167069	0.552954430852908	-0.139482953844858	-0.256475986278075	0.518206743026468	0.490523453739445	0.883185385869497	0.691684120910306	-0.443303672052636	0.574471311585996	0.837779845995318	-0.336846802258033	0.464174303940668	1	0.269991901191751	0.759798829880285	-0.432427071730647	0.342746374509716	0.555363357743396	-0.65201257937383	0.202001338093035	-0.454667885459509	-0.24325559097654	0.422642883811459	0.925700183480458	-0.755657482055452	0.609433053057408	-0.730599719616	0.057241319021356	0.655586073366489	0.797693622099628	-0.267721308400257	0.926605160447131	0.646896178244295	0.335118119114608	0.887012125440491	0.397440041064806	0.265550633533541	0.818963436442491	0.86306320401619	0.79695972110171	0.697361472790534	0.937526154792844	0.284608269871261	0.757249956496762	0.658332928567261	0.694982821029953	0.0029148959431669	0.880632752258895	0.955158760473751	0.673008667931465	-0.701315704475252	0.5832560096772	0.896078498872472	0.800689339105025	0.706850670567961	0.818877068112758	0.827305438230734
CCR6	0.135228809433512	0.23914347798921	0.447237515761992	-0.382477520358065	0.146580030362045	0.396525506180546	0.434928700891736	0.451674741751404	0.829336439028588	0.543279478653484	0.123175797932342	-0.225313791130504	0.24948398376444	0.0341881794112073	0.486347397029425	0.755483660711492	0.781242057549083	0.00221175156828522	0.239219032573722	0.756846394581261	0.604369053176419	0.245075169372451	0.58101961975043	0.554102712281895	0.56284286220096	0.517403073155169	0.0757000741442978	0.346770586942713	0.155228474299885	0.181986630205696	0.300784393475903	0.370794413568499	0.717567438973561	0.852709985999581	0.269991901191751	1	0.586770447947984	0.0479443117582523	0.708173085165289	0.365489526338344	0.156033505813042	0.4811952330624	-0.180879195377615	0.230726607470782	0.593610737590908	0.281202658209299	-0.271088032466066	0.31772206668241	-0.191308026646387	0.0520270265548256	0.45464565773938	0.389290173367718	0.525345675928403	0.441218454796858	0.331109063904756	0.294784067566725	0.214436793611189	0.407256309066535	0.514118899023888	0.280221760474959	0.329518752466211	0.283941153037686	0.355836907154579	0.28597608368247	0.786834167340464	0.498437050145449	0.456173102864322	0.436867247331949	0.718590938791032	0.359474615464439	0.347959328523663	0.384201079490589	0.157331178208458	0.715682186698462	0.335894471942842	0.317420931368607	0.58360910201999	0.294386766926595	0.259279991436603
CD74	-0.404771194575151	-0.366158261483259	0.893472961361224	-0.616509586422013	0.412119783475006	-0.133339558652975	0.091946247493568	-0.231666907824556	0.484415878698513	0.313725045584436	-0.32155564461846	-0.262725032601429	0.655837635833768	-0.206286568231996	0.901263226243574	0.839464159862058	0.818002322153445	0.310363771585693	0.812731429444259	0.747303940417324	0.939121728762574	-0.467897356168599	0.857221835104696	0.182551692490359	0.148387120037084	0.723057692589483	0.5255839521379	0.738974219608123	0.377175915125248	-0.0924179168444645	0.802655174257989	0.642056413009575	0.0252735266535582	0.813724087126882	0.759798829880285	0.586770447947984	1	0.00632715744854312	0.71081929955547	0.61555235096261	-0.242953910334095	0.600249790805872	-0.183250559609962	-0.26962570783449	0.741076974188255	0.776497153242907	-0.513916767142246	0.715227347898967	-0.519363098475406	0.307155162492802	0.885267104625191	0.767121496683273	-0.00679469051668229	0.879145753212618	0.633776533538382	0.733066244631132	0.622312949871988	0.584853477162155	0.697127146259535	0.872452203450588	0.898334472740251	0.765003336276564	0.752359601859033	0.754769398731754	0.375409919597772	0.7594609534984	0.615475516059511	0.81858990975155	0.272107688133301	0.839525705974483	0.89245243741872	0.86798768232084	-0.473229155113713	0.914866407935719	0.847409909053963	0.767137231339546	0.985380262811297	0.750393709720787	0.863352528904694
CD226	0.722458871786643	0.686278505868225	0.13705147769545	0.598688249488248	0.730225879905219	0.73560706310976	0.512896864549392	0.626065994021947	-0.0591354047226581	0.741260562662958	0.629848755357748	0.454417561699741	0.447394869962271	0.84179695807364	0.0163317436725918	-0.0065277051925739	0.0901781617722898	0.564848333750442	-0.195890147952497	-0.187301142225123	0.213673381241835	0.449389700105441	0.354602722945614	0.537268066549081	0.287324092372773	0.313102116183699	-0.283586333651123	-0.216438735834254	-0.490772706710096	0.827120705708843	0.363200325888167	-0.467013199100918	0.347875262676541	0.133934936052312	-0.432427071730647	0.0479443117582523	0.00632715744854312	1	0.372036369236542	-0.256927452403827	0.747086136147623	0.55990002094049	0.572432455724123	-0.131644380271305	0.321853817966437	-0.511513944758239	0.780154333800368	-0.256906935913066	0.696914453845846	0.360501751912728	0.047297726307572	-0.282111996158348	0.453133026605518	-0.208787076351216	0.062224595899135	0.57053189492907	-0.493092714862925	0.207664618760238	0.155003462182327	-0.156170934364045	-0.102079584744476	-0.374269908457023	-0.314977833888347	-0.436495665937081	-0.0925087023288875	-0.107363599040388	-0.22044911380806	-0.14378522152418	0.246753109281165	-0.347202286700581	-0.238692871029664	0.275415899422005	0.55271592577579	0.128420047188594	-0.35741838070633	-0.369103935704964	0.112784910721159	-0.309777769360348	-0.165023970995472
TNFRSF14	0.190252002904439	0.168682399759582	0.65306151753708	-0.241162964819481	0.491613095277535	0.321431933357441	0.443440364616488	0.312182188640374	0.532780397920148	0.642311245130752	0.323949479264682	-0.0527313237551302	0.648553404880694	0.0890193635697651	0.601386720854572	0.686235157238029	0.806509920404982	0.221231203679529	0.37754618005957	0.67255153488008	0.702579741157373	0.106991073370198	0.730745857859476	0.445450380394303	0.369359666662144	0.666086139041946	0.188759897667272	0.468257654290918	-0.015653443888991	0.176792879084097	0.612389197649153	0.31890855582736	0.307864789437504	0.798114349767495	0.342746374509716	0.708173085165289	0.71081929955547	0.372036369236542	1	0.205813604585345	0.154060423445759	0.566853705791659	-0.113080204248896	-0.25611720123616	0.572054901040055	0.274414510371006	-0.148338292157017	0.302726248722353	0.0605001778154932	0.146077804299342	0.613885982208147	0.531139210349067	0.349729075112521	0.557864366028522	0.3778789908907	0.716604945564207	0.147467140542754	0.454607114794781	0.50168131707813	0.491960859121361	0.535274229845585	0.337368698758697	0.467543317077223	0.318921112771999	0.507677826274906	0.482240200545643	0.254742287211346	0.458542408160496	0.557508638258646	0.493309508100545	0.507618652713977	0.616276800268484	0.0208992229522018	0.783739443088394	0.402911680299285	0.356453051561892	0.746543334707027	0.324747730784639	0.502248408923076
CD46	-0.439883086346712	-0.305380452048641	0.732147044597498	-0.549707351028124	-0.00176621480510982	-0.110931819932041	0.212623257012371	-0.235893281730734	0.423894033935946	0.155380037709918	-0.47289670065318	-0.386233393517655	0.232366413303563	-0.126284218418167	0.742891151428209	0.517343399311	0.63152397501687	0.406388746457209	0.774862855882328	0.649471846460413	0.662581207809166	-0.553636597137468	0.541604852750945	0.127038660660345	0.350189010444048	0.463382115109954	0.636127761434583	0.690284090087028	0.643333024734449	-0.214428925701917	0.36945176562122	0.733267529074885	0.0953906597092053	0.543321105661413	0.555363357743396	0.365489526338344	0.61555235096261	-0.256927452403827	0.205813604585345	1	-0.349529439082431	0.497636052883333	-0.187271656797004	0.234872753262362	0.612082875097266	0.759404028602346	-0.388064863198583	0.897144237906916	-0.54979838510264	0.127684433985711	0.627040813863287	0.71990019693789	-0.188611391929641	0.703098872073737	0.730939011417792	0.30525233160086	0.74013615463089	0.602934288786256	0.496222818452699	0.664390221354158	0.590906715247278	0.729499596088036	0.613535023108259	0.730960532702023	0.336086812251374	0.816878788277689	0.687508335770095	0.661757873866668	0.182873362532722	0.391456270773403	0.625957790149044	0.491370891222649	-0.366509749652997	0.5801357543272	0.764532529266088	0.789854944180391	0.559069285402647	0.879874641278478	0.398884330194594
TNFRSF25	0.852715545894949	0.867027510199118	-0.198840710890788	0.804343210679318	0.589214906879068	0.775689015950977	0.605537679467246	0.79761899807419	-0.172410466483244	0.722558911340512	0.794361115246068	0.73436459762049	0.307521856601152	0.848338116205913	-0.235346049354216	-0.0387877920903757	-0.18185586265497	0.146395008269161	-0.522552342287723	-0.340835926559714	-0.0836834231292555	0.556322228705646	0.162246299956503	0.60093694007814	0.472805738475461	0.0116130730748406	-0.447454944873456	-0.549331913720372	-0.763874823685095	0.76123482658549	0.102157368766101	-0.691286504496106	0.522855828469095	3.42138496698089e-05	-0.65201257937383	0.156033505813042	-0.242953910334095	0.747086136147623	0.154060423445759	-0.349529439082431	1	0.429826537338797	0.773289767221523	-0.103930312044469	-0.012269588701593	-0.685478695322072	0.726568131134369	-0.437668516664266	0.556406016680971	0.455109780904302	-0.324489403849677	-0.602085008158771	0.367149255599695	-0.500292964063894	-0.289716170114093	0.193341676255644	-0.756449305479048	-0.0476192543480872	0.251448028988683	-0.513251596136076	-0.343674357731832	-0.631457315386939	-0.539220494320345	-0.712849997867134	-0.17948799710599	-0.397357460132052	-0.511815517298754	-0.435387147221973	0.0950694606169103	-0.563751141122225	-0.517171121171725	-0.0126008801578503	0.585035957218893	-0.0571457838452616	-0.639524199630458	-0.660658044095441	-0.135998186418532	-0.591874039636881	-0.464902108397348
TRADD	0.16934233666602	0.273788507477409	0.717619939430817	0.0127654668950713	0.7248977884817	0.43717768670167	0.526399182610315	0.291536349142606	0.296771950862211	0.747328569498756	0.153960519593126	0.120490706683503	0.689358545187328	0.578978842378857	0.635544774624351	0.488983889222865	0.591406116167233	0.657460067437053	0.470846787885056	0.394310046123592	0.753814557578232	-0.0938039541100935	0.850130527681679	0.578834526524307	0.384139462131879	0.692329719007832	0.213441461512003	0.380720198576471	0.00607843607960568	0.554014979336151	0.73163122738735	0.203174416406583	0.371165238778928	0.630619899816015	0.202001338093035	0.4811952330624	0.600249790805872	0.55990002094049	0.566853705791659	0.497636052883333	0.429826537338797	1	0.31739828636919	-0.113924785807862	0.750283942671105	0.235977933790891	0.219729091197355	0.402586170476936	-0.0438526405239949	0.438927165132349	0.56243926906563	0.336979899083022	0.195318743327531	0.464063017849978	0.641471241186285	0.778910470317706	0.175068615293432	0.547211264849031	0.633435464000568	0.422029489930182	0.57093612426039	0.285301200963882	0.264804907275932	0.260477638769174	0.167283905909815	0.564762165976433	0.294267788940447	0.439445740993248	0.250476556270837	0.151415220341524	0.403780792961923	0.749272993852251	0.0368263632128	0.642079986212587	0.350096980087057	0.307215836234629	0.648539580703285	0.421766992843359	0.299570162483962
ERAP1	0.563156530151876	0.534171708017398	-0.0977390623734203	0.787320338464837	0.584564910179988	0.452868884693772	0.450546588486569	0.410626511445818	-0.480471795518422	0.502668485431332	0.484362319487748	0.892756018844978	0.416678705147036	0.650211408023843	-0.135975710325446	0.00309199790563931	-0.354407607976448	0.189901934574494	-0.317601705684692	-0.477290245217711	-0.0533247752195742	0.0942512791476762	0.166481748555499	0.382792112233158	0.358013614141612	-0.0723966681145902	-0.149912661263947	-0.434777788674179	-0.683504637475671	0.446770507469783	0.201788955330531	-0.574513317484257	0.130322150087242	-0.178844028334184	-0.454667885459509	-0.180879195377615	-0.183250559609962	0.572432455724123	-0.113080204248896	-0.187271656797004	0.773289767221523	0.31739828636919	1	-0.303102305788145	-0.14215146777591	-0.442896991507551	0.550461451731437	-0.270517594970565	0.311752481392683	0.771153142546042	-0.294467718707094	-0.573182010250794	-0.0337078499038356	-0.375505467652073	-0.269494602392	0.137204790421256	-0.58252981776712	-0.0890940352703886	0.358012368858399	-0.340036643294052	-0.187629008606264	-0.448738536863496	-0.447291091790539	-0.548048674267776	-0.531337257786911	-0.363223588638148	-0.544122132676106	-0.362027847227458	-0.322314873283444	-0.411965531686052	-0.34045078566999	0.0930847030395112	0.240735034747897	-0.0810462890140344	-0.463349910509929	-0.519669036241187	-0.0922947701103301	-0.427816220302739	-0.281267810302032
NCR3	0.119238711388627	0.268610333877672	-0.188380513728131	-0.169029753158617	-0.505186297933526	0.329884801340016	0.159459173502102	0.288962947363268	0.520033458061336	-0.0381833841456736	-0.172378109926945	-0.530697965211891	-0.681025519962989	0.128109094941341	-0.135101055180269	-0.141069409613963	0.142752456426277	0.140705401678632	-0.138314585825807	0.14083162531108	-0.122666527428449	0.410561997101813	-0.289201095565407	0.2604409991047	0.227847079775393	0.0294384153097333	-0.175048144406473	-0.0480118330337047	0.404975837341465	0.172091588696889	-0.498458453152277	0.104623227194131	0.609997269406828	0.04342453211546	-0.24325559097654	0.230726607470782	-0.26962570783449	-0.131644380271305	-0.25611720123616	0.234872753262362	-0.103930312044469	-0.113924785807862	-0.303102305788145	1	0.194925209404599	-0.147347983733748	0.21046504240051	0.119039849365719	0.100715139935272	-0.512426593301047	-0.0898926535961635	-0.0651669338076769	0.382394669301336	-0.161272271265475	0.142479699358032	-0.447404554657188	0.141124151653367	0.202466946017551	-0.302201401077702	-0.274437594969762	-0.429985179185728	-0.112608745043234	-0.210573568134712	-0.0465081584474904	0.53793128542181	0.169070877986556	0.384930781065553	-0.0535927082241145	0.561879495040627	-0.398922393007302	-0.334247219947825	-0.38379265566101	0.521502713750837	-0.165130468415352	-0.113484568835814	0.00522336693202731	-0.309817676450463	0.0639607284772419	-0.483910016511702
TSPAN14	-0.112457907715789	-0.0140267169907528	0.742023228112756	-0.460853543285268	0.338174112873656	0.256035178826477	0.232954487443519	0.133117990214629	0.694799305323759	0.515605335227528	-0.241964362350728	-0.398437349798293	0.398688529971235	0.220105164866465	0.726921489901641	0.627949062969858	0.809629388952638	0.586765716514111	0.620748069306175	0.634112825343421	0.848856504200954	-0.0499311746952876	0.749243733142727	0.387578231320475	0.258028868999909	0.76331681412179	0.376998142377605	0.620414475862551	0.45412119371851	0.377003610883319	0.580107695684754	0.517669401477658	0.402209314779307	0.816856125713194	0.422642883811459	0.593610737590908	0.741076974188255	0.321853817966437	0.572054901040055	0.612082875097266	-0.012269588701593	0.750283942671105	-0.14215146777591	0.194925209404599	1	0.487057360702861	-0.061486348175486	0.633708478591451	-0.181408298659697	0.154495577792591	0.820666436256914	0.611144870546001	0.420378237630524	0.632452585988553	0.774309033462759	0.664370587691933	0.511361591278123	0.653013756012488	0.42136534175077	0.657796169337323	0.580239002200305	0.580309125811832	0.5391767726956	0.558683406692984	0.582029292710811	0.777836377718882	0.744180046262966	0.7762019413997	0.562048233978761	0.430079634231295	0.575238473101625	0.673903389089098	0.0592755400149644	0.783873613569225	0.628490880472326	0.636810339130753	0.718436164895862	0.638357493561461	0.511041524797527
LAMP1	-0.817252547578689	-0.767094595183913	0.730050824910865	-0.844055621810728	-0.0808728569273069	-0.57074918139514	-0.230356789076543	-0.632270470565274	0.373742158668535	-0.196222659806825	-0.724969416606926	-0.504333026077609	0.305984190835286	-0.596129973021157	0.759746900853246	0.591066078180973	0.596391896222735	0.117364464898807	0.899066588499403	0.694936557082847	0.659592227510686	-0.755065475741199	0.515680873502374	-0.213553913133186	-0.10822774312081	0.438798057482173	0.712885285220984	0.862340659128586	0.73005282926111	-0.536725133811746	0.471062567412359	0.897601749345827	-0.308287979077505	0.532668809736739	0.925700183480458	0.281202658209299	0.776497153242907	-0.511513944758239	0.274414510371006	0.759404028602346	-0.685478695322072	0.235977933790891	-0.442896991507551	-0.147347983733748	0.487057360702861	1	-0.8018742114182	0.799511513592261	-0.800518001736519	0.0763280695833556	0.732412718469707	0.873293574433847	-0.317747153855629	0.90166139683802	0.659074809012639	0.305349175154697	0.911213664796061	0.394830803988085	0.366509275311742	0.883723732294455	0.83977966140694	0.919905577270591	0.834417129115623	0.966826093025729	0.289781949706682	0.794548763628269	0.701253085897097	0.814081040872515	-0.0196568349393033	0.841611196436763	0.925139052894908	0.591205546635897	-0.714938608915971	0.631253846737584	0.969408022215923	0.92646330322707	0.691128614996435	0.909041383879545	0.807365741891575
CD6	0.767119340831883	0.769333773907553	-0.316400659922378	0.795053031340386	0.389140437444964	0.681905708448099	0.454323527359073	0.584021896332055	-0.282565409479946	0.4370561373619	0.595700292166748	0.424069590809034	-0.0280732630538302	0.886845659800372	-0.371868049314975	-0.506109204901303	-0.323491491938411	0.445528325544891	-0.521522865928552	-0.537486659360512	-0.287719964510401	0.563796579160429	-0.150400622871269	0.47098243620597	0.168049953028163	0.00261420256680137	-0.530559171793408	-0.538652497239507	-0.517297124753033	0.781325473156477	-0.0955134574849878	-0.71166541853221	0.353903622669492	-0.347362291413298	-0.755657482055452	-0.271088032466066	-0.513916767142246	0.780154333800368	-0.148338292157017	-0.388064863198583	0.726568131134369	0.219729091197355	0.550461451731437	0.21046504240051	-0.061486348175486	-0.8018742114182	1	-0.442524261110518	0.749009906480142	0.0883072371338602	-0.397441028285389	-0.620052311168964	0.266525345233102	-0.609686670850101	-0.19249931735334	0.0696228552748704	-0.64678487000573	0.0117634760319114	-0.192132883443623	-0.59239960696032	-0.537944950555528	-0.689357480887904	-0.689798348276333	-0.716639190741763	-0.276944893653743	-0.399477064942913	-0.42056366067886	-0.556966905553819	0.0997777513068505	-0.800237533279555	-0.678765755779149	-0.209814134233785	0.724823458885882	-0.377343710677369	-0.701607704982163	-0.657882634207999	-0.413257996726786	-0.536235913576183	-0.662873244544396
TGFBR2	-0.502838482886349	-0.439175375050206	0.71889233258186	-0.615213548693393	0.00308195598468173	-0.271339472361321	0.09559325048866	-0.357992121063458	0.404036324646439	0.11692303474204	-0.522309660000283	-0.42358138139608	0.288135060622186	-0.261237267301023	0.794172884808941	0.574839643139682	0.644194499951254	0.319367474627902	0.786447511273981	0.614395653340914	0.673419806448936	-0.550543167235489	0.503809253598839	0.0369449381184308	0.20973474893165	0.536729170992187	0.706157867080066	0.71271399298216	0.599386938494709	-0.289998112442549	0.434315191842037	0.706693041072028	-0.0364722821584347	0.569920741986137	0.609433053057408	0.31772206668241	0.715227347898967	-0.256906935913066	0.302726248722353	0.897144237906916	-0.437668516664266	0.402586170476936	-0.270517594970565	0.119039849365719	0.633708478591451	0.799511513592261	-0.442524261110518	1	-0.585235041814679	0.120780356762171	0.757794945588351	0.779703817710384	-0.240318426451487	0.723750549809585	0.648270850562032	0.387423094833579	0.743337616401674	0.658432950105851	0.482528243483344	0.786353775625097	0.645766573424864	0.830996438036358	0.748455764804418	0.769591280498739	0.318827199921674	0.776671893396644	0.679466732827902	0.759432985726656	0.208348806254455	0.565928147760749	0.686912135044676	0.506200745032655	-0.408435111222624	0.68674471897634	0.844569623977522	0.865058681597378	0.651672934126705	0.889212247360153	0.575918656628453
KLRD1	0.820671716049089	0.731265809404933	-0.360605522240223	0.684294869481244	0.195330678572462	0.657527516676247	0.301214419615161	0.658156710959488	-0.174608325432316	0.369849203924846	0.754705428471689	0.346363416057493	-0.0908087406027757	0.599384283735826	-0.495220153995802	-0.406272018234815	-0.236090902546199	0.175246387935267	-0.601596411153076	-0.390814706286199	-0.347501004131275	0.68039452055904	-0.256870736150935	0.205825033069149	0.217554803751882	-0.220163241488457	-0.470483657777511	-0.521169842051313	-0.532329083489297	0.538537138139302	-0.264448594002397	-0.60972226783386	0.267768228207738	-0.25661534732205	-0.730599719616	-0.191308026646387	-0.519363098475406	0.696914453845846	0.0605001778154932	-0.54979838510264	0.556406016680971	-0.0438526405239949	0.311752481392683	0.100715139935272	-0.181408298659697	-0.800518001736519	0.749009906480142	-0.585235041814679	1	-0.0873829120169837	-0.401011924884884	-0.508953016717479	0.480633681796117	-0.592389229979248	-0.314366997722096	0.028412035341112	-0.702514674061887	-0.158103524028864	-0.335868799787157	-0.547829311410944	-0.623602129263085	-0.658278782034341	-0.558531139693309	-0.703417003050153	-0.0873600041984309	-0.4714656592471	-0.45186196805212	-0.525046039045478	0.224756305062088	-0.64884045809788	-0.653257717740542	-0.343388452996403	0.662928134697288	-0.358971084747449	-0.698681323432574	-0.635386811736176	-0.44275774271632	-0.633100297900848	-0.562627006274661
LSR	0.174359657217994	0.119969976582663	0.303643682141979	0.341817254624279	0.643872505863818	0.152740479591724	0.340650787576432	0.119902328115837	-0.242124406604233	0.474439403767256	0.164265914810723	0.71698847281105	0.700539104741543	0.299798191481287	0.327934853300277	0.388327226149727	0.0156010436418211	0.198583569168518	0.135968885423873	-0.0488911498257812	0.343888150099937	-0.271340295325577	0.504289614388216	0.30836091417944	0.404050377062608	0.171935755504189	0.196189870616736	0.0193300023987764	-0.378949810984913	0.191849950797531	0.558905597894562	-0.162825120082913	-0.0242030720316231	0.161252944061711	0.057241319021356	0.0520270265548256	0.307155162492802	0.360501751912728	0.146077804299342	0.127684433985711	0.455109780904302	0.438927165132349	0.771153142546042	-0.512426593301047	0.154495577792591	0.0763280695833556	0.0883072371338602	0.120780356762171	-0.0873829120169837	1	0.0978333535542115	-0.0946961282587075	-0.133083362790088	0.115071017008051	6.56887974143423e-05	0.414926764669431	-0.160753316668777	0.130412270609001	0.643571103908855	0.160591786665739	0.293138814183162	0.0651416138037068	0.0717836243301974	-0.0684374806005337	-0.337505804010087	0.0076149995959746	-0.162895680798134	0.10179620495279	-0.280816723153573	0.148636197710933	0.199031708563923	0.467295507703476	-0.123725952008506	0.366599188228365	0.0464171638828205	-0.0454209790489015	0.36868255216803	-0.0025715438055326	0.232419209043724
