""	TREM2	SORL1	C3AR1	HAVCR2	ABCA1	TNFRSF1A	VSIR	LILRB1	CD4	AXL	ITGAX	TLR4	ITGB2	PILRA	LILRB2	PLXDC2	CD33	LAIR1	HLA.DPB1	PTPRC	ADRB2	TNFRSF1B	CCR1	ITGB1	CXCR4	MERTK	C5AR1	SORT1	ITGAM	FPR1	LRP1	ITGB5	CD81	GPNMB	TLR1	IL18BP	NRP1	SLC1A5	CD9	ADORA3	LPP	TMIGD3	CD46	ST14	TLR2	TSPAN14	CD63	ENG	P2RY12	CD180	C5AR2	STAB1	PTGER4	C1QBP	TLR6	SCARB1	CD74	RIPK1	TNFRSF14	CD44	MRC2	RHBDF2	CSF2RA	NOTCH4	SIGIRR	HLA.DPA1	TFRC	UNC5B	LILRA4	CD69	RACK1	NRP2	ITGAV	INSR	SIRPA	CD163	CD47	PLAUR	SELL	TRPM2	ALOX5	ADCY7	TLR7	FPR3	ADGRE2	SDC3	CSF3R	CD300LF	TNFRSF12A	SPN	KCNQ1	IL6R	APLP2	CANX	ITGA5	PLD2	TNFRSF13C	ITGAL	SCARF1	PECAM1	NOTCH2	GPR84	CD40	FZD1	RXRA	TNFRSF10D	TREM1	IGF2R	PLD1	KCNQ3	RYK	FGFR1	STX3	ITGA6	SEMA4C	CD82	NCSTN	PLXNB2	TNFRSF10B	TSPAN15	MCFD2	STX4	TRADD	RAMP1	PILRB	JMJD6	ATP5F1B	LAMP1	AMFR	CADM1	SMAP1	NOTCH1	LRP10	PTPRA	SLC16A1	ADGRE5	CCRL2	RPSA	ERAP1	CLEC2D
ITGB5	0.943509916360168	0.731357297776496	0.944901478575602	0.898355802949989	0.756996144637495	0.823526688567439	0.624110752484104	0.810628696088416	0.898549255450082	0.921549228846363	0.885619284588066	0.449352667928448	0.922159661344872	0.884602485477883	0.808156812265799	0.915755569672762	0.841659470536308	0.894496710550427	0.673380433308733	0.803811727117322	0.680804256557426	0.835067604515322	0.802237518592911	0.902273630483797	0.520487261186912	0.424382411667576	0.736516600403071	0.867378644919066	0.755361433033777	0.89219805158223	0.855055017324215	1	0.929705793819101	0.826645901393702	0.750437525927584	0.843938591943177	0.636731745060763	0.830004822596133	0.903752083882642	0.653531025570034	0.836022142616763	0.880451718014606	0.762998950047412	0.638110001487511	0.625849250837167	0.785380711665039	0.907409087166055	0.859370747890145	0.69955340791486	0.763863386488347	0.546230439382406	0.637412323040121	0.609583365221678	0.885123154041339	0.394730013831961	0.719331195631433	0.802838724444184	0.712802104421367	0.814514043742716	0.802459838250331	0.842718908344238	0.862535058262103	0.826916571720427	0.16850370106797	0.752158284885135	0.750331803257726	0.709378035571563	0.709664233675745	0.872329054110217	0.568758369405975	0.792482076964388	0.776971206222228	0.796160253326219	0.274533146488211	0.931644991206853	0.619898504665819	0.829839449599161	0.69719254210376	0.791609988920833	0.703474439055726	0.724246873831577	0.680698211891546	0.758472010175596	0.780681191883261	0.772636951866953	0.55254486474402	0.605659429427394	0.810784296907058	0.768397708504231	0.76356014818759	0.731571612917828	0.761795335671034	0.874131879656388	0.914701201269847	0.637739748064113	0.718875272362128	0.306593288022323	0.787628460826855	0.605711723681511	0.632399287543887	0.673961560664403	0.586472628052284	0.714533556416287	0.82045996194618	0.728857060668087	0.657412945910323	0.642877676483471	0.843889533093523	0.883192022655079	0.704319408831904	0.526727233519438	0.427736459838784	0.698033493961694	0.871682585170651	0.498936800051024	0.902339546973579	0.841262642561386	0.658783694980992	0.73877573079422	0.481167381883202	0.91996924796449	0.714666416069318	0.759132819575997	0.759989673166104	0.243781793755732	0.684778487120726	0.887028895844055	0.868521587222229	0.766676808816002	0.851025939639431	0.866950341431303	0.532955381404457	0.90854298143153	0.775472275446548	0.628606955383139	0.784146708789561	0.690422526030041	0.864330869646938	0.617323791273009	0.290993864920498
CD81	0.966162507493733	0.815575991830991	0.929596152231588	0.945018229572797	0.811373873955557	0.867135974944265	0.729514980135832	0.868523983538585	0.92310331229547	0.968262384223915	0.894782798128229	0.517526103352271	0.973573891249614	0.95728312575088	0.871115663908212	0.953434653936044	0.900933366202079	0.94819210959666	0.794903322350633	0.865629536680439	0.709280136220565	0.849198872284767	0.896371040492432	0.949301542312788	0.559318738779688	0.484088978886102	0.736024325911031	0.887727838516256	0.811863884628512	0.861386367455775	0.915118673710754	0.929705793819101	1	0.926231047587746	0.811709464542167	0.857700141258317	0.726097412034377	0.876338496479907	0.909438288634396	0.786991777036931	0.881533586290139	0.953883065057648	0.870388981808406	0.732738225665584	0.665275380688031	0.829264048234125	0.942463257831764	0.890682832559943	0.757639218351996	0.782822898535024	0.517299977875717	0.643017022040647	0.637074857574518	0.962172220658283	0.479989781799217	0.809724731965675	0.885692625393243	0.721385721583641	0.913495922911465	0.919540470201107	0.84941280578871	0.828537839619063	0.883817324032262	0.130524306809318	0.778988705553167	0.859694295276514	0.680887119946107	0.742993315059863	0.909972405684323	0.49821045642191	0.906482269786983	0.859172995304701	0.853259898542442	0.379322340687002	0.938771178587353	0.724302040883257	0.891457624464002	0.670174713515738	0.765975715748628	0.748340410818929	0.817405196176069	0.724313439460221	0.807750511307408	0.872750610413995	0.720396651814864	0.716133137085362	0.678041918090689	0.892000260313555	0.807624333595042	0.798138656262381	0.81635353799673	0.751912824774334	0.928604488033141	0.957895371925324	0.697792104058352	0.800776323577983	0.368580964788934	0.810544496078862	0.641005700718498	0.770460140582289	0.785609792283001	0.575456865856684	0.779853066915005	0.779281510456127	0.787084406228311	0.608994721932268	0.609101926346984	0.908032399421722	0.856520768146619	0.741711770778521	0.60388657483536	0.501451889940562	0.782604508379804	0.845071924217014	0.593949038952763	0.944817683550894	0.919190744058702	0.807435257001256	0.736328923847651	0.570955981323834	0.943000538252527	0.71621462834682	0.872070270768038	0.749717902523444	0.336793832174255	0.673503727686398	0.958605606973617	0.957273288641264	0.850561589212207	0.865301289639162	0.953483150111158	0.545367758155259	0.963112030486574	0.876375251503575	0.591102933062703	0.796867284704254	0.66286566339602	0.965761435742777	0.681209450535055	0.340027146421299
GPNMB	0.925370222237783	0.616794067777799	0.794157262081411	0.808494306392154	0.66883601673987	0.682517960997403	0.532756933845249	0.726668474489524	0.76036082865028	0.835889742500438	0.804311606231154	0.38172963095244	0.929761356568281	0.836907314863317	0.761595515529618	0.82574446266905	0.762296494363352	0.808418178940076	0.661488005194181	0.717229032086135	0.521327632305916	0.648560438376019	0.771643944207331	0.84279693652053	0.387657797327353	0.31406131679077	0.604250524212065	0.719060951407486	0.60431998907028	0.695338582075414	0.777617952374493	0.826645901393702	0.926231047587746	1	0.647962014575601	0.752868188630661	0.541191719600278	0.702703081835562	0.913384717791232	0.633658883650965	0.736863697980532	0.859500118025849	0.740918024283031	0.710113149764746	0.435754421880482	0.670131915744961	0.936460109909434	0.820903230886204	0.543149495198937	0.688158608397575	0.400257672380067	0.406745437105515	0.470448919223426	0.843239847016288	0.263416603514294	0.701021192257931	0.723107378358336	0.532145740836282	0.835617697368391	0.914463235988656	0.7199426444934	0.619701646348663	0.714882292764131	0.0132560870669299	0.599328614477907	0.725309703242313	0.576891033903503	0.576317247837249	0.837121120615853	0.329132172744081	0.77676146275435	0.784085909380908	0.749965746733706	0.287426495553945	0.813951141727978	0.751989202471286	0.76531669037191	0.536967690787104	0.649766429537055	0.583168982573597	0.699628381290423	0.52994682405327	0.62051164547996	0.821780089351044	0.567572046746731	0.629077085857073	0.512314629235651	0.814329423320928	0.636926544006711	0.760238373059953	0.649047761465075	0.647166950834449	0.796433702909271	0.841875601645975	0.499801737715941	0.733316176768003	0.149539598303272	0.773620927633553	0.442878167944532	0.631814328502809	0.700843075516676	0.356041345273226	0.61261909455026	0.752414884956909	0.625872363225999	0.440386471167794	0.471401278649833	0.906250944594557	0.770571178102942	0.580394747147964	0.426945778108866	0.33759698824812	0.655096614439515	0.824642618783985	0.503934587429943	0.852268933112489	0.823755780271479	0.701522759139345	0.558033063749203	0.360379923078384	0.823742519226403	0.569379339875565	0.820031566605762	0.704380543808722	0.247628828848638	0.475056176752125	0.868959768738631	0.863551583625843	0.821324589853882	0.777309270508217	0.868348440348297	0.426360735383588	0.915411872530667	0.751365417141238	0.412516946526081	0.752743531003859	0.494653864821083	0.868358556201116	0.500095355242112	0.241489177816555
TLR1	0.718326429427242	0.882316296351767	0.823782923518102	0.866532266293631	0.852641903418318	0.866878535881322	0.824651280470956	0.826453091653312	0.866411230978487	0.869284081143291	0.753352554306375	0.697568325555085	0.731183667036196	0.868561984939396	0.763511851722231	0.872911162409466	0.860539642110174	0.84690982621806	0.794559458335858	0.872418851006433	0.810621968951329	0.843981059268998	0.795829581846541	0.82715431181797	0.646510434506195	0.686491798448395	0.658947408963287	0.871493037190561	0.7703826947134	0.740943137404634	0.840708850131007	0.750437525927584	0.811709464542167	0.647962014575601	1	0.704410402925521	0.773916669402734	0.833616609895303	0.619252448575565	0.85309433206433	0.847172544887048	0.796896719393286	0.874556048071765	0.605330579838012	0.826046875059389	0.86021156538005	0.651697798189394	0.707560915969136	0.860668953420262	0.768990939496231	0.576522622894395	0.750881160923632	0.659985615052691	0.820748707519709	0.702494480540791	0.816235666445732	0.873532646792476	0.754260189477716	0.828805568516476	0.744454203483082	0.687867327137615	0.82106138262782	0.884880209790226	0.320992888453934	0.741524343658969	0.837095373401038	0.672841997566006	0.748491753604764	0.689204179059772	0.518937849374972	0.834981532871016	0.777733701564494	0.729900041567861	0.518304242617462	0.797907002969519	0.665306654965761	0.802550292577057	0.58758283832661	0.611920822783193	0.797269901060214	0.814487515284008	0.799011882528066	0.855893484582705	0.769751202841613	0.623839505181777	0.716893479956891	0.799758904461153	0.815979842581413	0.736836521716555	0.620378493984203	0.859259423105317	0.647313880637932	0.853209254421231	0.835403821470148	0.783268934826809	0.721790147284535	0.640023764754031	0.61365673192569	0.717647688326424	0.804168085987421	0.81795719708574	0.606106028936904	0.736211512008235	0.649062637313635	0.804047325467134	0.601486581826947	0.661685220615831	0.728383821562474	0.720157539461161	0.799677510138546	0.703720536844202	0.643471600716088	0.810004007593202	0.590348761264834	0.661227803929407	0.750443539273191	0.787951569682142	0.786668973411698	0.71463291576555	0.72521462474741	0.80261820963162	0.7257897159553	0.712204628131394	0.48630659786653	0.503256077116536	0.695491844458688	0.772484015979188	0.845518818969716	0.741693147481989	0.656965701940342	0.824132822306137	0.51971715107888	0.725828298918964	0.776154549396712	0.609825353230893	0.591992180954935	0.646214221047907	0.80460438138188	0.768029865475532	0.485809528634788
IL18BP	0.831788584769944	0.75973985595915	0.854111546021632	0.891400316831737	0.834871487965428	0.8210964237313	0.674311041226681	0.853726192142523	0.881536886420113	0.877721490884874	0.909284475823302	0.545337116847172	0.875753346160909	0.825562015415106	0.822392459920392	0.917386299386685	0.764393292054407	0.890992224835045	0.572059390476872	0.889785895601391	0.631904037716485	0.8644426386117	0.74615411502328	0.915186658021365	0.704786003297644	0.631074082570595	0.866240126509957	0.873838956534934	0.766724270864916	0.922526456699536	0.891193250178145	0.843938591943177	0.857700141258317	0.752868188630661	0.704410402925521	1	0.702839867449971	0.824130018314735	0.78504839188854	0.64839258318299	0.872023118228352	0.848830705730451	0.805511074269376	0.724588959186442	0.744345376039839	0.859884211553411	0.840043952226066	0.830514429437977	0.772372881389673	0.825660680596514	0.65242540148448	0.704824724657457	0.774676573013778	0.823989938434485	0.5278033737317	0.758391322968267	0.754116551731784	0.813094403098893	0.767986813208833	0.743479478393105	0.920419556494115	0.856960529110416	0.852891761682441	0.369971941365733	0.824672537734193	0.664221051281597	0.840049399575377	0.811225329156061	0.861980496633357	0.742572521158494	0.720649191256645	0.849661463750369	0.90487678636291	0.435961933926627	0.928309016508023	0.514132535047534	0.86773627140654	0.834702561256662	0.87646393808992	0.752179020332127	0.719418214686978	0.736829475933871	0.799293728097145	0.856358026373753	0.862294444445485	0.633963939649216	0.727228522718025	0.809852222066438	0.798293347917229	0.777590701930293	0.679363277049744	0.887383896067335	0.914330306294164	0.915626674939374	0.664794522405976	0.818963871498885	0.360202947526	0.849785207296641	0.6133375059651	0.635237826049796	0.69804968843158	0.751492969859639	0.809425875408208	0.654113644411214	0.814999688694235	0.745454116290712	0.719775354262576	0.860845048607281	0.80329730755748	0.775108425870981	0.675914931555735	0.542385730334957	0.7528818611843	0.787280120913623	0.662898009162305	0.843578387988537	0.884546329495979	0.768729910858865	0.828310231340698	0.460735878859839	0.86733515187181	0.830296064163579	0.774629441834771	0.740618894245214	0.333571503780457	0.786353440921447	0.889077359569347	0.824413387333065	0.817471321392499	0.825292025384725	0.861014223943347	0.628447343693869	0.862465356539027	0.782624450219519	0.701030397928043	0.848051620660099	0.79391836719455	0.806327516733512	0.69922167695601	0.389137851787923
NRP1	0.576617348779152	0.897756553956372	0.750978105574527	0.757951640759286	0.838973442293336	0.828517317546658	0.86863242898782	0.768769281585542	0.820498924345321	0.804549182376975	0.655585577580694	0.623205344102422	0.631940070536413	0.81947731692568	0.746096793084296	0.768353922810643	0.742525278130329	0.771152138110159	0.828772707435498	0.829724349696756	0.784588246070647	0.799098698773921	0.792511417535164	0.723111314838386	0.809710642061848	0.771309836969554	0.765912832985698	0.7689632536594	0.840269335679676	0.700203936482442	0.808429254891453	0.636731745060763	0.726097412034377	0.541191719600278	0.773916669402734	0.702839867449971	1	0.841789590574639	0.451682700378303	0.832370792942833	0.748255761121224	0.739009531244098	0.840005830523245	0.651314674414756	0.861388842811014	0.827732703766073	0.526125560661424	0.550913299373784	0.856386652722931	0.612723475537357	0.557294085278773	0.811101484360597	0.759773277829222	0.750170588042175	0.750029353505006	0.765580734593721	0.884366790488756	0.731485605855959	0.770018248935131	0.653085195416553	0.642909232628974	0.751920880145188	0.860461127129545	0.31026598525172	0.792186206031596	0.850360100235238	0.590603502448223	0.818036148236694	0.669160085938466	0.581354734758281	0.847465672364731	0.717445607021786	0.709503186226061	0.536743876223918	0.724772997458075	0.569621438633989	0.704253989373199	0.643308062527763	0.592699860839127	0.830934362252204	0.79236636344865	0.845509578627069	0.863750048959305	0.770918317228649	0.595264752297093	0.764149472322011	0.813725890901748	0.751797481395393	0.696756106298567	0.466501041285403	0.846443313391874	0.571223096641915	0.82324646201592	0.759457813440207	0.792087995092024	0.694933812955507	0.671539301386373	0.494769854254122	0.761447662828251	0.857063212128395	0.759050645718415	0.774870192630939	0.864070005214121	0.441734169097767	0.82933820956913	0.632665358928844	0.638133469251231	0.613277425623028	0.594120029265697	0.750184905563604	0.788002179849089	0.690472678418252	0.856955113569013	0.43761444137836	0.733754462867497	0.72462385553098	0.795333445258546	0.797599573998353	0.822101426820331	0.811981936891226	0.720528787844293	0.747539317763335	0.682977027655338	0.358317475673018	0.489514263961511	0.786488205118962	0.701503010325087	0.817138987157725	0.690435949498274	0.567159734219341	0.76035583482329	0.528767805080852	0.657626489476557	0.779153523162716	0.764920521421176	0.532636305681382	0.785280738745689	0.795000640021909	0.787872644140778	0.402607218918312
SLC1A5	0.787248983708366	0.910180836212866	0.914203087152377	0.893883550405928	0.892988775328739	0.940652813260267	0.867093008960317	0.858629401064476	0.924495279828736	0.933411441768495	0.825538156777124	0.618706547384743	0.79587798617623	0.9267123572169	0.836086434910045	0.898361774543992	0.876881453029225	0.907580688054554	0.840246087849203	0.894442554661776	0.824664096759948	0.911378110488233	0.874365418329066	0.868370700839256	0.793527998755102	0.701580669612496	0.821974854389938	0.890383961837847	0.892623573139978	0.847749704001707	0.892793452763384	0.830004822596133	0.876338496479907	0.702703081835562	0.833616609895303	0.824130018314735	0.841789590574639	1	0.676137383821986	0.865469442574165	0.873171652669061	0.892504127287058	0.867336217016747	0.685081253839362	0.864665847591918	0.902312771526637	0.729107938012095	0.745613997245782	0.853308301800892	0.75300178305014	0.58905580290762	0.786174202325704	0.785562169161755	0.861149241271968	0.657320336169489	0.842868651066511	0.938795817402338	0.820885880156119	0.865660942538521	0.760847178620258	0.787534188753075	0.882138932030937	0.9242582469616	0.252599786392611	0.843057584899862	0.890287112171786	0.682124052693437	0.812494685263823	0.774492518945309	0.673005577646831	0.894220855739942	0.79734784348883	0.778170286675286	0.52427202429203	0.870835064862956	0.697714137426279	0.826041369592268	0.696734124765504	0.679792773615207	0.831188846590695	0.843426117465057	0.875623560234544	0.908044664799541	0.847102950230873	0.721670370562176	0.712557630789924	0.813675043940503	0.870111859360343	0.810339816854496	0.629468261031632	0.869771981809229	0.722795541599958	0.899980012688152	0.878663756790964	0.816628022735135	0.753295135349234	0.574718311122605	0.642796089657571	0.764656706040375	0.845500692526272	0.815049512997631	0.763216489739027	0.854009904199923	0.649389362140715	0.838342031744985	0.733914600266873	0.764983886437123	0.752248686401814	0.770260240315496	0.808311720202881	0.718048947893492	0.637271186141883	0.813872737107962	0.631491763610567	0.685192855001386	0.860077888414988	0.885195510251899	0.8304106020055	0.862203191162178	0.746432260524833	0.849320255507223	0.820251523888853	0.754160595280383	0.547102785065806	0.498512271025766	0.828876080069311	0.83385606189398	0.902631040222962	0.795014901387994	0.723818711191557	0.860475629821737	0.539034107882843	0.794642964579612	0.811353304856022	0.723295027449396	0.655117527691316	0.811040317724165	0.875055780635744	0.80077862453584	0.455514411335836
CD9	0.979360165157191	0.543904985145335	0.827991517874497	0.833984132706317	0.601085941884851	0.674538156014334	0.413518826007508	0.729970947392768	0.770910412324343	0.827158582412787	0.851409353588165	0.307150116987245	0.95502383934533	0.789524049682451	0.751780553005331	0.844652396599337	0.736158845330681	0.821496554681638	0.519039336294313	0.690568464457725	0.486698157340398	0.688005835808982	0.719698591831397	0.872122340239403	0.300725333626956	0.203162008118525	0.60957601004547	0.758029620644967	0.599550522038804	0.815284801000979	0.762045723766775	0.903752083882642	0.909438288634396	0.913384717791232	0.619252448575565	0.78504839188854	0.451682700378303	0.676137383821986	1	0.511901706594217	0.766151568997533	0.823480941765625	0.668803870527894	0.584090641555744	0.392151565035329	0.638864981966688	0.986418471551091	0.894645472570214	0.499344148613668	0.737270172621279	0.41969174122948	0.406462825607606	0.445558975950046	0.846440881956639	0.188463904292591	0.597143297929694	0.638055441348816	0.577913084179464	0.734447291024875	0.820300930338951	0.813382453467311	0.704448181211181	0.673270948677819	0.0410079172960943	0.587768195977678	0.604635368001171	0.637665048913919	0.540859114575176	0.888704300062473	0.405850839481134	0.685054056887459	0.723864528063461	0.763669606821155	0.136773931186358	0.873863183163359	0.617035962130611	0.793068213354493	0.588092646225824	0.73804014276912	0.546241044266312	0.631211312614316	0.508423844636198	0.56568506283059	0.728049042106998	0.693332398857188	0.453905858431526	0.41632305958437	0.744578025647504	0.706337149557769	0.844024329156807	0.550125200414658	0.723240537595454	0.782760127214627	0.858328980310554	0.463372509070857	0.694174418964465	0.0795993180587466	0.852364843991434	0.42912239958859	0.480326995122565	0.561128650836391	0.389655049324329	0.576518888092578	0.800997616339632	0.606275207749991	0.512895723334566	0.508660066786345	0.861908824040726	0.857695674006523	0.539544400489792	0.346731643151654	0.255042722955267	0.55654543994866	0.938880276846804	0.348631371929071	0.871837997529291	0.779557894876883	0.599403935386939	0.550618472119706	0.264270970151096	0.87055012948754	0.566587795310897	0.760825538891638	0.863332749777953	0.110130775386712	0.487735998971197	0.890024980125483	0.781657954386403	0.731963278048629	0.875186863486107	0.839374483652992	0.479244773842245	0.929240052111668	0.70182604585716	0.434701757532264	0.815378854098552	0.487343764356005	0.817336863934375	0.47454253689976	0.201237506708268
ADORA3	0.642511511422005	0.902953112604803	0.771430376485981	0.816129062529072	0.82878071455972	0.880771046677681	0.924732480810792	0.815840897904763	0.82079827493698	0.846156894022293	0.663824760992945	0.620486371326297	0.672071186896375	0.868117099551269	0.748103391033888	0.801992861414085	0.85401240031114	0.84046701120525	0.888950432606323	0.835553447607997	0.802608661119049	0.816803731501576	0.878323204982402	0.763266785598576	0.714776397787649	0.70513182813958	0.620594860226887	0.793840681606303	0.828139610905456	0.661604612430504	0.784823084847154	0.653531025570034	0.786991777036931	0.633658883650965	0.85309433206433	0.64839258318299	0.832370792942833	0.865469442574165	0.511901706594217	1	0.796896100152564	0.829988572360461	0.84893388007318	0.58960788135742	0.818007803963293	0.80938420414663	0.582690849406227	0.654712092037384	0.852014094770073	0.647879117657818	0.43151285219826	0.724015109517024	0.64200519611562	0.793274255159898	0.746483662477684	0.791208988071245	0.91825122027559	0.690900709067496	0.87102797589586	0.711615863745676	0.628081007447856	0.741533381570892	0.85799547224676	0.234995607548163	0.735749809866062	0.905905038201617	0.499282716626824	0.760911496773336	0.638097347320167	0.425007063218517	0.891013571867318	0.739565191285738	0.64747166804078	0.622701571788989	0.72570101616098	0.691555094517201	0.728665189135492	0.455732583925664	0.512353444739781	0.795779390277964	0.881175009502969	0.832759083465528	0.856630139546517	0.766307106586914	0.478439622017046	0.733862653493624	0.815014842409155	0.792054478512143	0.694905883512647	0.554108401221472	0.889253298260473	0.545972224387667	0.796234300580172	0.775114833418628	0.809228377918478	0.70745376667394	0.697305287398994	0.501680531857443	0.769494854846812	0.881809245294764	0.81021079023214	0.591099880467948	0.769710672424886	0.471821360036542	0.787993379736155	0.513334637092742	0.590939157391994	0.643150917617825	0.601986384219509	0.734615135928163	0.68139863724867	0.596655110079692	0.821649300236438	0.455476499207454	0.712011383450947	0.737582965772653	0.817002132277725	0.851568155037986	0.720034651620395	0.837778931698564	0.718972347824993	0.671182393592998	0.734482484217147	0.316306109045565	0.576407086656444	0.679118328202935	0.721916919202439	0.857107147707417	0.701356924855999	0.532845777366437	0.766216353379379	0.373023943004045	0.669488887298416	0.788677687741886	0.568088338821286	0.480758467708757	0.60212984148922	0.82328925600991	0.77367332397228	0.450265742461874
LPP	0.828404593727944	0.856439071903939	0.861772726901694	0.953055612024412	0.899652828171477	0.912339690676854	0.773161233977016	0.92446472895408	0.9320028539399	0.922691528808341	0.919661370686142	0.723848369183355	0.863602476252619	0.896088468391504	0.849343745834788	0.95824592858754	0.870010031263408	0.938016590899106	0.700285975056189	0.950345918574177	0.732725878973601	0.944287690981374	0.811382932575789	0.958051190058315	0.677570513668775	0.69769357833703	0.787992725490384	0.951779151487249	0.798609843341913	0.897062523632845	0.924883111957214	0.836022142616763	0.881533586290139	0.736863697980532	0.847172544887048	0.872023118228352	0.748255761121224	0.873171652669061	0.766151568997533	0.796896100152564	1	0.895362375276333	0.907192324541211	0.695600948992458	0.807203429252674	0.916606018299508	0.804395499447891	0.855417869610506	0.852053703112834	0.84735488501468	0.679480551273559	0.731556185665346	0.770022050193977	0.880098739229063	0.68935274765864	0.815398134887225	0.836702595627562	0.877775624655259	0.845124542790243	0.81021833201214	0.890009749795574	0.877834649354155	0.912854030642058	0.455020660001751	0.802397343729652	0.763862866954914	0.817982830150429	0.81406832730728	0.834362389207835	0.648284324134076	0.806856876307285	0.866167791311393	0.898588623392537	0.539112738315344	0.924449249513616	0.636571553741599	0.924427549190338	0.743701790203472	0.811308687070126	0.814192747634907	0.815303868639435	0.791788092548242	0.829577015511628	0.857806521039377	0.810468068348226	0.674147254278295	0.814869694203205	0.836800814618854	0.86779101159036	0.821653014516656	0.770368733442463	0.865651010748119	0.943895378252561	0.939863478302034	0.762891263326955	0.793742724769902	0.504726973136418	0.847270238154405	0.706543345893788	0.768033308971367	0.827446320608922	0.709886778947534	0.823966692929844	0.659703549921354	0.888979856516952	0.719754177374555	0.702789425295646	0.837248943311256	0.839183945707643	0.838252986309809	0.692260627965931	0.656488144020128	0.81893112061971	0.767486078039032	0.662485160967223	0.856003210320267	0.90745322767206	0.843525840610706	0.788518077506328	0.588152937487561	0.902984888613905	0.826189274933683	0.828141622573196	0.706708650887719	0.435425176825484	0.804167044327479	0.903172246887701	0.854127031776239	0.811752000328988	0.840633400365644	0.892694012312837	0.639346567955298	0.832721071811008	0.871664816243727	0.686344450513775	0.835999248101525	0.717782152122057	0.860616028507239	0.794463342547812	0.571817393169329
TMIGD3	0.898157188835593	0.841439250944773	0.90110179220582	0.936502639103973	0.83809965554263	0.888917677431068	0.796810732816731	0.894618980897081	0.923686537779962	0.958045379795831	0.8803936082496	0.569189944694225	0.922092433213983	0.944609365161551	0.848410089579599	0.933296581865422	0.911334589270175	0.946825709631699	0.806625969502943	0.894057122635778	0.697030715579954	0.881185870452233	0.89734764354895	0.928440151639197	0.63099291661709	0.570556148715959	0.754048972356612	0.881480268670463	0.828612611519375	0.853595236289181	0.903400133570128	0.880451718014606	0.953883065057648	0.859500118025849	0.796896719393286	0.848830705730451	0.739009531244098	0.892504127287058	0.823480941765625	0.829988572360461	0.895362375276333	1	0.866518562784691	0.738637148197693	0.72377395570059	0.854311379635076	0.872804805811205	0.848903960551617	0.801574660878071	0.743534102038508	0.529009572315689	0.678132402849846	0.70016767216856	0.937886797522302	0.565440447356143	0.807220956170628	0.896641079434352	0.74735306991591	0.901149268868004	0.883163259908795	0.847010628245519	0.830970861870968	0.9008068897638	0.209441038813685	0.786141958286193	0.866567681841259	0.66396533655867	0.795083922594836	0.88239449537781	0.533729092271218	0.902527146492196	0.839902399555028	0.841365058890045	0.465836560722459	0.908290324158702	0.690614211332363	0.874520610945732	0.674602241086685	0.759818775602859	0.766030416134061	0.847588794156924	0.766080841574928	0.834420795257193	0.868569146556852	0.714468690523805	0.712612502438115	0.737227522370512	0.860549368215259	0.825816563769414	0.772252330441693	0.813756492620829	0.778164461644915	0.919639632986719	0.932431762974916	0.721549789018245	0.790832545709035	0.426300246040547	0.779041157758446	0.653143799438991	0.798725015732647	0.797224384150519	0.632312214363699	0.811054629332363	0.663440182583156	0.819457613268835	0.597908553670461	0.643008190531774	0.849486152593737	0.817256739364182	0.770997861109164	0.6256400051771	0.530847090733051	0.782475489979258	0.760518082582606	0.632285098593655	0.896037455465366	0.926907081915542	0.842493795096417	0.766808071079248	0.602885349034225	0.915629042533935	0.726773741567586	0.888465040606821	0.665045091091793	0.383059191814626	0.713243940675152	0.926610102183382	0.932911221847318	0.817685041842642	0.802485564449413	0.904051717196146	0.502496629946391	0.90480727396322	0.868956769053082	0.614422458228442	0.775855058313793	0.684982110499641	0.940555879873906	0.693031796986722	0.416824488963666
