""	CD74	APLP2	LRP1	NCL	PLXNB2	SDC3	SDC2	CXCR4	ENG	SORL1	SIRPA	PILRA	LAMP1	TREM1	TSPAN15	NRP1	RPSA	STAB1	ITGA5	CD93	CD44	ITGB2	ITGB1	TLR2	LRP10	TNFRSF21	ITGAM	ITGA4	ASGR1	NCSTN	LILRB3	LILRB2	MERTK	CD163	CD81	TLR1	TLR4	ITGB5	AXL	NRP2	PLAUR	ACTR2	BMPR2	CSF2RA	TGFBR2	VSIR	KCNQ3	KCNN4	CSF3R	THBD	TLR7	CD36	HAVCR2	ADCY7	NECTIN2	PECAM1	CD46	EPHB2	NOTCH2	MCFD2	PLXDC2	PTPRA	ABCA1	FPR3	DIP2A	GPR84	ITGAV	TREM2	CD33	ERAP1	AMFR	ACKR3	GPNMB	CD69	ADORA3	CCR1	STX4	ITGA6	CD63	CD47	CADM1	FPR1	TSPAN14	RHBDF2	RACK1	CLEC2D	PTPRC	PTPRJ	C5AR1	LILRB1	RXRA	IL6R	UNC5B	TMIGD3	TRADD	ST14	TNFRSF14	C3AR1	TFRC	SCARB1	HLA.DPB1	C5AR2	CD4	PTGER4	TNFRSF1A	TNFRSF1B	ITGAX	IGF2R	CD68	TNFRSF12A	SORT1	SMAP1	CD180	JMJD6	CANX	C1QBP	SIGIRR	MRC2	SLC1A5	LPP
MCFD2	0.468706870372197	0.894017451525965	0.704463113153422	0.831828374540925	0.870635957533965	0.361388586360753	0.467532195138801	0.624497002130293	0.865686939302241	0.776219179276297	0.850271888960698	0.254975002580377	0.747199047556362	0.722623967765806	0.843626342105229	0.735942238898159	0.846514869666164	0.604998427902683	0.848646048277423	0.725695166388273	0.907406950358622	0.863311111726205	0.867853870476829	0.776550323008386	0.784964847908916	0.782166360263405	0.865581666456895	0.812801404585895	0.820982963007793	0.832298633066246	0.639609253169957	0.707726820033647	0.549695998453169	0.748573651481207	0.843023001184865	0.618692655974802	0.718376420991089	0.637039199198889	0.400377128984326	0.785501882672037	0.864698061424793	0.889407892704496	0.785981393431591	0.549411572211009	0.724798139852527	0.686379131555623	0.614088900437903	0.79794895542608	0.552836095641859	0.834275080262652	0.663178199159761	0.714515482222086	0.82773061499648	0.783098388345391	0.855936200826447	0.401212827999579	0.82078882273044	0.745036967754138	0.770229484544368	1	0.737565767906776	0.845554941236672	0.392288122890612	0.737946901557829	0.798591374408992	0.77192249989195	0.720610510553296	0.70615318679852	0.880456556126951	0.781490203193132	0.804944681669962	0.646229305627663	0.452137176243665	0.640533993605254	0.525821714236705	0.831925571732594	0.836281632587104	0.673471862351995	0.893418779545749	0.891061973609023	0.446466164793817	0.646831621671232	0.737290294918199	0.650123140336278	0.884948412856167	0.663765796983789	0.834966190070801	0.790070171799901	0.428570505734359	0.723484107434341	0.859922332854238	0.856282433190126	0.534367878121185	0.548168444337481	0.815791651628481	0.87995982766362	0.678636344336686	0.759120232377007	0.675669139432754	0.773235678052492	0.365137500477147	0.578434890840465	0.825879231005425	0.600378242386817	0.885766936391131	0.739020959917013	0.450405251008451	0.64671824278524	0.61256605144541	0.82346409581029	0.707342123164685	0.878939166666587	0.826801051963675	0.779449420951522	0.946685383480189	0.805272688842587	0.859678316480058	0.662688127562666	0.803395940202955	0.83549474627724
PLXDC2	0.837793840307385	0.825416769775106	0.726692221829857	0.686742286145563	0.758123775263023	0.507162823283764	0.284266018924093	0.760808672512994	0.828989208648594	0.897934073605658	0.8903970411324	0.493339141473095	0.616816690147881	0.421219346067284	0.833158220982709	0.711848191097415	0.672829541682921	0.703623184192986	0.531586449605044	0.82705046121937	0.704636589828267	0.864390216952411	0.874670984169954	0.913780252781926	0.872499728891784	0.668243430989546	0.809411751377392	0.847668156656729	0.650324406252433	0.826009729784991	0.67534726679355	0.836792700948499	0.709350842380335	0.754136456483221	0.868055930818016	0.877004445276788	0.780737802816406	0.579914694697993	0.776633183093053	0.527560661168193	0.809745559740254	0.826652420998088	0.87616746852722	0.880234954724643	0.829497695442093	0.871525676371512	0.82960539488814	0.628393344145275	0.870628912222376	0.607663293525517	0.880477041534447	0.264543958492199	0.864111002890118	0.879996349387686	0.868174719142229	0.775934671900565	0.863193436901588	0.729889261936952	0.627148056393547	0.737565767906776	1	0.82440200281845	0.125636999734969	0.790251578890423	0.728658789212173	0.851743806968098	0.899489351472315	0.912260041471843	0.820443847454159	0.789828664189738	0.690042261915096	0.463443522331967	0.179443276236367	0.772161715032802	0.809508769615077	0.645543188040212	0.874389267606942	0.869917211634957	0.801116937009614	0.812160960531794	0.765427000094956	0.91007422603066	0.840584751564134	0.89457608834155	0.773606128882984	0.781743776816398	0.87353696313136	0.811263204420848	0.580150139945768	0.913601543582074	0.667057470127229	0.595941861462462	0.859891692327951	0.577889071341179	0.852381586225105	0.734063449273352	0.587717316857045	0.922024550365439	0.797938283782237	0.812551379974696	0.749299382882581	0.422145180412053	0.814221576577839	0.879725437403045	0.893762981242287	0.809476108277763	0.268322754825886	0.416119911553902	0.587154267115576	0.605289933538095	0.724585355212593	0.771845123228148	0.601444498809556	0.627882609845925	0.790615865571501	0.652494817039913	0.815816161111733	0.850011185052008	0.710551707729697	0.837742244985022
PTPRA	0.559913283786922	0.815267441186842	0.622001752947858	0.83338415932871	0.823719637124576	0.321780017341875	0.299678172513482	0.690810885913382	0.838133821173804	0.860791031748424	0.84201266712085	0.214770760378969	0.568667596163114	0.577040541640749	0.820131974390252	0.663888800471275	0.818701904000188	0.588179539950733	0.717379318329741	0.773365703296006	0.827629402625407	0.848811807560447	0.843795155789157	0.815396466935674	0.82114664599734	0.699786621689878	0.825501663232692	0.886812346093621	0.781116966370637	0.833923071835799	0.582751999481709	0.736424240579374	0.539562546405288	0.661934413466041	0.824049576981043	0.679558913762104	0.688908335486411	0.521624738719518	0.530559569502465	0.62639955229396	0.802851743188519	0.899165402981542	0.84508380381278	0.650649845860576	0.682332354537669	0.769174174220372	0.7065670343124	0.779329678426349	0.624046161522371	0.765998676915657	0.71665491175593	0.458111596649945	0.83597283053594	0.838729114689936	0.887559432225967	0.486982773628629	0.805360743724119	0.729216384049099	0.706495229228573	0.845554941236672	0.82440200281845	1	0.176740177345175	0.686778377381781	0.79897243528026	0.825008233467997	0.799799153693633	0.744553039414439	0.843356278203402	0.8085474440081	0.751288176788247	0.578263776232599	0.210794950434144	0.787502931985429	0.574375553139221	0.705926183329902	0.824228190776368	0.781490690936069	0.822319490159063	0.889354973001096	0.546916681913964	0.737590396408481	0.733230538491251	0.729248293492714	0.86266504072118	0.763134104948767	0.874585816819488	0.808748046817894	0.349756497165884	0.766226322667643	0.823217918315216	0.752890958303629	0.654690247180442	0.430290521969955	0.804366031877834	0.798774510116934	0.534156310288757	0.797411432985315	0.672853595673905	0.767362753276987	0.461925160869303	0.512297531860335	0.800521423973584	0.722771180613675	0.884178362175796	0.720463092240245	0.265968859615046	0.477095030579356	0.44324524271374	0.765607470059074	0.822652185697576	0.796828606267043	0.769982877339398	0.739600571580706	0.882924333203941	0.792665826420598	0.865758057519349	0.790030286418862	0.814599317145436	0.839706594382443
ABCA1	0.00595502396921613	0.478158959443124	0.582867740963421	-0.0225256672073334	0.407356278465906	0.426054981806421	0.780500987737318	0.100831812696929	0.210017843755375	0.0476050638039159	0.292564064220613	0.410722111147703	0.632216507024912	0.529305262925792	0.173412670158381	0.431106819845076	0.0546210308911156	0.289350680710542	0.417912865693521	0.128289786315333	0.463306359968155	0.260502663076387	0.426844935962746	0.245095213361564	0.253480892683326	0.433902383731341	0.400023287537039	-0.00722808564776547	0.031229738893733	0.279775044114345	0.515941688912874	0.0433448507802164	0.387027462764595	0.410026935441211	0.329915343620794	0.115559337263568	0.516066696386937	0.587721652322365	-0.0169250399769067	0.759814815766172	0.445417973625359	0.114255467567907	0.261414669745705	0.145643527552543	0.404184380614085	-0.0176458578388609	0.291133473548953	-0.0045921673014014	0.254978675692271	0.125647138934337	0.0102193308625823	0.457629521846137	0.192622550896619	0.119289923572352	0.16180035529021	0.241078304160041	0.340805445748933	0.356435552038334	0.547920626445573	0.392288122890612	0.125636999734969	0.176740177345175	1	0.364845396695977	0.403863633720281	0.0144361479447529	0.255065196217142	0.17055153871838	0.179026431964624	0.15889597458985	0.583167616934528	0.454858105036017	0.920328399831195	-0.10035898936641	0.174793794020291	0.563396676929868	0.369174774247638	0.0474645394664861	0.374540842910483	0.103171428314763	0.379349072074617	-0.0253478104379963	0.438852576675475	0.275995221376226	0.164112383000899	0.361756813903642	0.128074847160473	0.303420075821944	0.605697996041768	0.127285709505083	0.339170841980289	0.360499248157098	0.129564652220712	0.515452532048151	0.23655399705637	0.294732659520529	0.730924820291889	0.158267765965381	0.359095904169319	0.315060727905006	-0.0322048171690688	0.565867668419522	0.405989654950318	0.0636911043299043	0.199631627206187	0.500431283669301	0.870440581086181	0.773240581222903	0.652286853457309	0.217896983145073	0.179794777105356	0.426816251323338	0.23998541927936	0.317853847551756	0.325683413073397	-0.0480586707167057	0.256280719590046	0.113389161647116	-0.0278616657088334	0.432194173894249
FPR3	0.613186393185531	0.88887544267468	0.888566804535481	0.541818636954622	0.785128772147433	0.759196754243344	0.479470714831894	0.469891618024712	0.863533893610892	0.6551054244943	0.869578100660782	0.495286494142385	0.78942874422304	0.525010420649637	0.83301392302474	0.860393015091297	0.517633261673948	0.874107749747866	0.635166966989606	0.848582720953584	0.65291714277338	0.727660040165126	0.859395076524202	0.851945216273118	0.716642922867316	0.802238362833022	0.804983811332653	0.650669382481518	0.566112550038725	0.793298152596905	0.678530873394514	0.778463571947401	0.860739046170588	0.922077861971034	0.920770634735111	0.696887266589753	0.825246418557646	0.824655546109208	0.494960758086852	0.704588229662947	0.797421162398276	0.767712872966092	0.746373104822808	0.652808029893011	0.876412060563495	0.585894757279066	0.712166825316955	0.52679354853586	0.724526024835468	0.62493999186089	0.751212244562864	0.518924929902054	0.723047610260833	0.787214214605767	0.753816684766608	0.668068162401097	0.744498212445129	0.81415584724053	0.589637465681594	0.737946901557829	0.790251578890423	0.686778377381781	0.364845396695977	1	0.689089251421197	0.678777589533291	0.802437168358908	0.803312603956039	0.738430431759995	0.766491204955475	0.696760997701847	0.577630175038284	0.414395426181366	0.438668642716855	0.794635714622604	0.785759638689931	0.844905956490142	0.699807651443419	0.825598686267404	0.715289889032232	0.664185096383475	0.693193785933939	0.84954836271747	0.768736355769317	0.616660507079799	0.648716880208341	0.652694647678448	0.83194168631143	0.649418454731685	0.803502916223047	0.681416968017216	0.570816038921558	0.757533238725953	0.768590725839572	0.757738540615079	0.828521930412693	0.664803171656316	0.770960191085828	0.735313124482716	0.789914197213422	0.514991097137575	0.49324193092101	0.889635394213486	0.633078839172664	0.808518188021759	0.708064591015137	0.477401620686355	0.635790030878232	0.752865831833252	0.589418749376493	0.511813586533771	0.737264815183864	0.516163320034478	0.505456608179378	0.762221319592639	0.501346701565454	0.652784888260089	0.751898935397298	0.553408376562673	0.826113234970065
DIP2A	0.470444049145082	0.800162021970438	0.707914133591931	0.659909651610612	0.777266854413896	0.42806961225463	0.392721367438403	0.584090628262806	0.742561656054486	0.7222432761242	0.76295320601161	0.279734543424945	0.65389712122082	0.56693398490195	0.729686391588457	0.693852336132883	0.666133278235182	0.612429545507829	0.6902301491897	0.689821358293773	0.795375241677904	0.741792202349432	0.806789982185719	0.742527999729497	0.734878312148888	0.734105832280026	0.788521224768001	0.712652627584654	0.621046071784001	0.768512673001754	0.599333935734381	0.623983071419419	0.584599748951711	0.690480134748953	0.778124978970513	0.590071211293678	0.7213607425981	0.611963925398143	0.414323881204478	0.72477964635671	0.747523534688111	0.766498383790676	0.753502204147677	0.590212104310873	0.713915016928926	0.606437779058238	0.66495292650051	0.6065236161304	0.599269071174355	0.660658917793457	0.61343479317938	0.529679083886657	0.716253440590702	0.741735398263186	0.753551717123411	0.494958771183176	0.7879765109829	0.717389062846099	0.722440177589103	0.798591374408992	0.728658789212173	0.79897243528026	0.403863633720281	0.689089251421197	1	0.652550353027869	0.752944915886755	0.640911663881223	0.735256748159797	0.73221660690657	0.780686873441599	0.601404604442387	0.392496267353311	0.610493893259717	0.522298819349201	0.706814448189968	0.792583739032473	0.653336552787808	0.755259289032643	0.741932363982145	0.58884541284979	0.590651939543408	0.737295468313225	0.692991420191884	0.739452461004243	0.756959244216584	0.739545935210306	0.759441407574065	0.462295263602904	0.660756167494967	0.756279666720405	0.709610851332845	0.607607200886822	0.480505006366649	0.717539686435803	0.73751893174506	0.61943479211561	0.684885845037401	0.663753043644643	0.731370193611584	0.381144815607103	0.579682556704153	0.789828599884925	0.605877684254945	0.781469263363356	0.723113209731506	0.461352920209823	0.633441388078968	0.537038347814066	0.653541226919819	0.712934683457037	0.769514267202109	0.645367185425088	0.698327258777071	0.803387938025109	0.614146896230585	0.758295563793503	0.71069768356052	0.642249466795015	0.8284196727936
GPR84	0.678052136456778	0.742039021382381	0.543692497546121	0.835264377690565	0.697670342304155	0.287340690541765	0.220664239287017	0.756420402084121	0.822716957436261	0.852225556405884	0.819122967298483	0.277461389630511	0.540236661850463	0.507450259409107	0.823180808542535	0.602791300334079	0.815987314350149	0.531605577287154	0.607157792074629	0.733761020575534	0.747334035001878	0.862407671816131	0.777397837675265	0.809235692745968	0.842174892873467	0.648044491843531	0.784221439441924	0.890638234342296	0.790591918687332	0.772692832344137	0.59249863113871	0.807975161914608	0.500906738699992	0.633231745544474	0.776479175913352	0.746494884805893	0.623438867599098	0.434561532855444	0.650023123378199	0.450209833594105	0.794998244274843	0.858306509224737	0.777908991392551	0.685524975582561	0.651485779236523	0.851933440264419	0.650806422820224	0.802070918917378	0.651686271166856	0.743916862359773	0.771355626122378	0.381980239178096	0.866112040387989	0.845644045627514	0.876320763499609	0.514325629410818	0.786460507424272	0.622618034471596	0.558505206278213	0.77192249989195	0.851743806968098	0.825008233467997	0.0144361479447529	0.678777589533291	0.652550353027869	1	0.727217811483562	0.792767012997607	0.866018273506634	0.754959435840537	0.622364606251887	0.430402103494054	0.0971797039384427	0.809039881726287	0.614143428880449	0.628239759981556	0.791682103811306	0.745563899951162	0.794952380671494	0.878913046736298	0.484201300543023	0.843083560074227	0.700771484083797	0.716993828313082	0.860629964675979	0.652158643148286	0.889652245500906	0.730666692504714	0.341392663925093	0.816617422096904	0.723559924046061	0.690759832989618	0.652111223735924	0.40676739585887	0.825277978127499	0.742490693911911	0.447936084853903	0.848484412401429	0.662027955991786	0.726373414780421	0.596942371769755	0.350767428833453	0.69796505695514	0.771538705031763	0.871816953153037	0.66209916912041	0.177991280393196	0.326624873414434	0.458154226838957	0.73519871829177	0.698267666391833	0.751750334379196	0.709790116848837	0.694133089575494	0.826426251758131	0.823735437169571	0.837786979465928	0.706471058171952	0.846839753228951	0.735174630083199
ITGAV	0.790358536235695	0.839907695119987	0.79462748705579	0.583762633238432	0.74293903808417	0.651476369474897	0.356009143712843	0.616332007535817	0.790347093895301	0.820691162757223	0.86373789503262	0.580877141725893	0.686265205757712	0.338670647538777	0.777894787780332	0.747774013346875	0.557135982749659	0.763487715700239	0.501535752826882	0.775582713760881	0.656625904823439	0.749706133082931	0.85421986400401	0.865609197685239	0.80618627705197	0.672355364672974	0.75280866426144	0.708897083704296	0.52232563859727	0.797454281349306	0.64852307038946	0.799559479993247	0.783246175034784	0.801476188600282	0.865342539251718	0.8125791834011	0.855080125717446	0.655881536103808	0.693527444708343	0.621797302149226	0.730181001880467	0.757714815746161	0.861595080919783	0.812261823873888	0.859056934487689	0.74299276597521	0.795866302894366	0.500503329669267	0.833738502742091	0.527585359975183	0.828817948307999	0.289123568228254	0.765250518621839	0.815142519985944	0.780018862419993	0.782108330975516	0.828641312863934	0.783661846081044	0.66819433016666	0.720610510553296	0.899489351472315	0.799799153693633	0.255065196217142	0.802437168358908	0.752944915886755	0.727217811483562	1	0.846904115944889	0.745201356597464	0.786734393365276	0.706762205297606	0.435864611368054	0.262525999896491	0.614539360830579	0.816055737884702	0.667113906726641	0.854772840072793	0.823311846339136	0.77537627607465	0.752894140440321	0.795748687361161	0.800643446514807	0.848292570427025	0.866247633913649	0.673967940551952	0.793645741557811	0.758904946518199	0.803831470998727	0.669038114937904	0.87500489993661	0.595420193239587	0.569266535180285	0.824918824374482	0.643996256099638	0.785366987846335	0.701766168319436	0.644589434614607	0.853325741423776	0.805579876413256	0.79709475757193	0.705870265889541	0.397034643765508	0.821302651371201	0.761587923279555	0.856595055172396	0.80408630579136	0.36758423510122	0.496797466129131	0.65767267454835	0.523393629840845	0.707825714896227	0.735413094636814	0.499901401106466	0.559141652963936	0.76732984965104	0.540632126281241	0.723990457372833	0.82580172814511	0.607896524589642	0.849818450155792
TREM2	0.824382914852333	0.848329059360409	0.767211104407313	0.591483388381769	0.709634691037523	0.585380050507581	0.431808202909999	0.666182454627512	0.83655874770879	0.802302110330091	0.889487141836274	0.581029259567058	0.72078365422795	0.492270040984641	0.847431340269894	0.796351564117949	0.562569819559751	0.736252991176668	0.484787043813407	0.801538764091499	0.612386530782595	0.865328214947132	0.882844486235494	0.888174997645399	0.831833866275217	0.665973775681973	0.757252990431349	0.75917257944449	0.58250779644514	0.806946210947617	0.68494722657786	0.794433759646216	0.758687569578891	0.832949997941246	0.894382597368758	0.896443290508806	0.770704206914829	0.685155147909681	0.770518846108582	0.523666909707519	0.843735133212167	0.772797623947649	0.808724654444312	0.824224631957881	0.842770152875306	0.818281848078575	0.815253829312609	0.578057799043332	0.806769077030953	0.550242052750573	0.831277114330821	0.30855079148836	0.878270297932808	0.831262421510718	0.848429733007989	0.759325655083147	0.815246981232152	0.731457602387047	0.55307521824312	0.70615318679852	0.912260041471843	0.744553039414439	0.17055153871838	0.803312603956039	0.640911663881223	0.792767012997607	0.846904115944889	1	0.795433729669072	0.750907534826884	0.633822568439506	0.437210637276773	0.284788335489676	0.64027057219754	0.910600299718514	0.712863212876626	0.858127932152931	0.833811319475787	0.869422854380523	0.777485063196236	0.758234542667391	0.921916403368693	0.839143006353894	0.898964230576258	0.673019103301965	0.676734400583593	0.794873629248337	0.782200092149014	0.597313479178697	0.919553438896568	0.618309584399864	0.488401545156343	0.866164012885938	0.73788897925228	0.844830164797561	0.742521034148445	0.600882204502398	0.944433507755998	0.747289700277065	0.808007377778139	0.724729593292654	0.367382363698095	0.815909261581627	0.791691867418975	0.863324599660803	0.781033652146367	0.325749521947164	0.420035726750229	0.716936303333916	0.622021122064877	0.652511735632972	0.719956387080786	0.539173544729543	0.583012237539544	0.757368879616447	0.557615865337552	0.721707552809062	0.801977027162717	0.638620554893208	0.778431045853087
CD33	0.620178792772721	0.850018135679059	0.636904387441951	0.865682115899571	0.805319263112808	0.315069977270933	0.358023809310105	0.725138293562304	0.866771186497203	0.860404931360313	0.859777569687756	0.287246142200711	0.67201871256671	0.641164530636634	0.876080680560224	0.686426093917951	0.877659103108164	0.566729542470139	0.767328418318566	0.758530842674732	0.853399055393275	0.915404788035241	0.848414708317137	0.820682799149046	0.842936987571935	0.7401467875311	0.840884408650092	0.896295692079905	0.850433500042851	0.843843686092263	0.637328192033435	0.803558623421295	0.52917758724358	0.71709879498235	0.836677735021858	0.742093367036341	0.679211292795669	0.543009371398405	0.568707576123688	0.635075301666606	0.863248224222102	0.915905632898737	0.790501214765518	0.650376124499654	0.72433646531274	0.839550435631277	0.649353552098436	0.828034925094116	0.627395229597048	0.84238405331836	0.75384038538709	0.581435645843923	0.891427320603297	0.840101356228182	0.908306354451806	0.470862915191125	0.823807167716153	0.710512330640161	0.689963213240758	0.880456556126951	0.820443847454159	0.843356278203402	0.179026431964624	0.738430431759995	0.735256748159797	0.866018273506634	0.745201356597464	0.795433729669072	1	0.796905502872184	0.701892447826818	0.557681638953205	0.275327191797425	0.765947426616758	0.614413296785518	0.76390442034485	0.8334826553644	0.754161383143716	0.888024627017392	0.923696959836092	0.486479435906023	0.80285145778641	0.735260609648223	0.703423156074128	0.921237682160976	0.668818504440838	0.907287115887969	0.781058947230842	0.384588591254405	0.811187076917045	0.828685820210706	0.804627718339163	0.622120342510614	0.501749615118132	0.866161657100547	0.859864104627759	0.583603032428919	0.84753195052677	0.686051649307634	0.76225156282207	0.525748906699673	0.472660077133056	0.79015337810716	0.718008127722295	0.92188092978907	0.725988126340195	0.296196589194024	0.484059380086579	0.569231792607054	0.790519210768371	0.714754248322637	0.86532970855076	0.79031736130048	0.758463382023693	0.917753325594951	0.848009559518544	0.878465198182715	0.714401764050795	0.86522185976467	0.792681953384731
ERAP1	0.554553913621631	0.820795994844972	0.685577240403614	0.733707870283852	0.791161022900118	0.465697545106322	0.296972659009064	0.52609915754089	0.848663942831706	0.760169966377856	0.844331228955553	0.252322842181863	0.599059595469852	0.500744899969083	0.824620883174819	0.748902019170573	0.688462661359576	0.719017283613379	0.650062779495937	0.815620186077257	0.697562845443825	0.774716666690802	0.8170888456114	0.800116023234284	0.726154409002366	0.702365984043378	0.778345439505537	0.79146933798105	0.689430943302518	0.797008724392519	0.526208043748867	0.755244613949699	0.657699529646996	0.757830366674779	0.846634711500946	0.673234376833183	0.679255615668844	0.616905075774084	0.476736235218398	0.579245358761207	0.745309482865203	0.853755526551423	0.758965995828092	0.594082360589468	0.74247874330803	0.667447354159552	0.653900928524325	0.693097728043548	0.615834154383851	0.6933971903725	0.741328730016255	0.481089841641138	0.771704213346647	0.79308982348079	0.808880653329433	0.526104589201575	0.76322481355589	0.729851533368663	0.57002982050755	0.781490203193132	0.789828664189738	0.8085474440081	0.15889597458985	0.766491204955475	0.73221660690657	0.754959435840537	0.786734393365276	0.750907534826884	0.796905502872184	1	0.673736137738376	0.534945127088155	0.189831253803469	0.616794160162762	0.65163799030879	0.687082767662658	0.779424976459671	0.77097490105008	0.787833248295471	0.809150382219075	0.522128368492907	0.710079335275448	0.727628610197408	0.707757517490145	0.735218149204897	0.655879799744042	0.750141737088449	0.809893643911428	0.381546301916698	0.768253278478837	0.720115175453905	0.652707162810488	0.680057773011478	0.528140720169536	0.734703878381221	0.806107613268226	0.505721565922109	0.7642294178668	0.646000871692559	0.724318892615388	0.450384453404872	0.442259109628061	0.813042492060744	0.634308922811821	0.831989845776694	0.637948027958761	0.246370224494159	0.469337946327954	0.488883719634739	0.687656912134156	0.649986290121414	0.722198766920097	0.641173355300139	0.599951463640092	0.814984631008285	0.690408467864769	0.748934225991438	0.768747322689016	0.734288155217203	0.780448558251803
AMFR	0.450147694569435	0.818878362661197	0.752539560942551	0.6132166112452	0.817840713492505	0.453974971006301	0.544887088436362	0.581320526487756	0.717713701225624	0.678739821772657	0.762626663972424	0.369701632071275	0.708289907262893	0.665427783320343	0.693513646894832	0.693798345623712	0.641564918679257	0.595084074306788	0.721499996775432	0.631348622941576	0.833299160702907	0.752234504751768	0.828170093704756	0.732789624341851	0.735248471124195	0.746727960789637	0.812360389777611	0.649964871413222	0.589044329272135	0.753376604487909	0.671722812340107	0.595239436835667	0.593090743441299	0.687492112792415	0.774344040212118	0.541856094192792	0.758761898164338	0.665105593099638	0.414700413744217	0.802794233460304	0.793715295019148	0.711218066652618	0.741484667211217	0.570793223134343	0.71394537243306	0.566190682489008	0.647519271860827	0.577729142060781	0.616912566638321	0.624959987448752	0.561151318612789	0.54502308011715	0.692569698419446	0.674508495826324	0.728320171348436	0.495688920577848	0.766873489555853	0.686701890627984	0.763006536854958	0.804944681669962	0.690042261915096	0.751288176788247	0.583167616934528	0.696760997701847	0.780686873441599	0.622364606251887	0.706762205297606	0.633822568439506	0.701892447826818	0.673736137738376	1	0.643914734774373	0.581395960793473	0.530954689443131	0.506060981969158	0.769222498965033	0.785198644378415	0.596448913373791	0.761025468430378	0.701087192369701	0.586908934796987	0.540137902866301	0.743075487068045	0.66572540899451	0.722897874001953	0.719148901185852	0.716888866332877	0.724080295299861	0.568984327752738	0.628190123892007	0.753723164081433	0.738385821455911	0.545854608865069	0.55652414524198	0.700658703412001	0.734275902429502	0.752229517965202	0.670368993571092	0.702890484847748	0.715876526176924	0.359052024760118	0.660942347717702	0.787229460455866	0.563131760490249	0.747291945100031	0.773745010781008	0.594353808676893	0.699988721790704	0.627428142283815	0.650732710739111	0.670311636952675	0.798214920078076	0.679685264432573	0.716510316088411	0.798612247534038	0.574968815741547	0.768947099415212	0.632505424806223	0.601725672975725	0.840031519437923
ACKR3	0.118662501196241	0.671109476284968	0.590420532467457	0.480375939706039	0.711973278656247	0.249541562592492	0.445457535605476	0.321980099357723	0.616582026128872	0.445936105002967	0.597118811433254	0.0204945837731081	0.51340717436873	0.765329927617354	0.592937731487183	0.611069543808656	0.536011940505885	0.50017333464304	0.700385366211194	0.612364234011882	0.678495104630423	0.626565220172938	0.674949568481464	0.554367494216803	0.467161125684072	0.661647901315165	0.698130179908198	0.542130498646606	0.580894927999864	0.604379397867779	0.457601064311461	0.348933530506032	0.436827986201279	0.551251402290156	0.638531564810739	0.303989853487205	0.47759145346953	0.604642392989521	0.0746731347977116	0.684336800660655	0.67577402537716	0.632817974979535	0.519666173746394	0.310353556690586	0.501385154755651	0.337731496476002	0.484145687785101	0.508105197335862	0.355065563613802	0.627536162481433	0.374280567109355	0.613171489760979	0.514790399937071	0.501099715954072	0.569340054462788	0.21561984475112	0.48712483333032	0.579151521156014	0.55965752372465	0.646229305627663	0.463443522331967	0.578263776232599	0.454858105036017	0.577630175038284	0.601404604442387	0.430402103494054	0.435864611368054	0.437210637276773	0.557681638953205	0.534945127088155	0.643914734774373	1	0.512106372979766	0.3471127305879	0.319171656634011	0.621494472418356	0.574067021878392	0.413613620646874	0.627116829155836	0.539217982736431	0.388198338537779	0.310736447145615	0.56495600399661	0.455684885925286	0.566993765926731	0.437911730559435	0.507341616419194	0.628772314364155	0.289549305106053	0.383889655562325	0.757353216554669	0.555194725748826	0.35648391692001	0.456263871325992	0.499626809076241	0.691315978909746	0.531745767806211	0.427895031498687	0.415099655222754	0.537472900736425	0.0216846995505181	0.754583340871184	0.706162148110828	0.364334586944219	0.544452140902532	0.535093343553286	0.467258263605613	0.625890008156296	0.41721528575674	0.628758364568963	0.478707059636732	0.635087444172044	0.618733344070875	0.559012808139003	0.630870992864221	0.438285782226274	0.575335983381039	0.536123275468703	0.440843808083705	0.626872218374522
