""	PARD3	TNFRSF1A	EGFR	ERBB2	F2R	CD9	CD63	LRP6	LDLR	INSR	SDC4	PTPRA	TNFRSF12A	ITGB8	CAV1	LPP	NRCAM	AR	PODXL	SMAP1	SIRPA	ABCA1	CANX	EDNRB	DDR1	CNR1	THY1	ADORA1	IGF1R	PILRB	CD99L2	CADM1	NOTCH1	ATP5F1B	APLP2	ITGB1	RAMP1	ITGA3	MET	CHRM3	MCFD2	PVR	NECTIN2	AMFR	ITGAV	CD47	ACKR3	FAS	CD44	ADGRE5	TNFRSF10B	NOTCH2	TFRC	CD81	TSPAN5	TLR4	RIPK1	PDGFRB	SDC2	DPP4	SORT1	RAMP2	PLXNB1	TSPAN12	DDR2	LIFR	MTTP	SMAD3	ITGA5	PLXNB2	TYRO3	CALCRL	NOTCH3	GPC1	RXRA	SLC16A7	GPR37L1	TNFRSF19	TSPAN17	LRP8	SORL1	GPR37	ERAP1	SLC16A1	LRP1	CNTNAP1	AXL	MCAM	NT5E	SCARB1	NCSTN	LRP4	ITGA7	APLP1	PTPRZ1	IL17RC	NRP2	FGFR1	TREM1	SDC3	LAMP1	TRADD	TNFRSF21	CD46	ITGA6	ITGA2	RACK1	NRP1	LRP10	TSPAN14	NCL	CXCR4	RPSA	C1QBP	PLAUR	GPNMB	STAB1	CD163	CD68	CD74
CNR1	0.784351399227321	0.83001528405295	0.603098555677579	0.688138999282209	0.552759032679799	0.66556037378343	0.739784162717373	0.784224555055531	0.854290441129408	0.516523023938482	0.10259174210038	0.878865528231803	0.498896157467686	0.872497362931872	-0.158233027117573	0.680541159836156	0.699696685858182	0.783039681511637	0.854596577957522	0.648511966679592	0.781679718307474	0.614461519429005	0.673522449119781	0.681745887504835	0.875724271661277	1	0.580425050307323	0.854096320878916	0.571142747648807	0.764956236796811	0.779322407387624	0.811232640806751	0.878486356287394	0.730034665373347	0.771317619254119	0.297544206835398	0.818723197100317	0.587973860595269	0.520629148092797	0.81371508108669	0.641807816904144	0.701511846613878	0.557958411658975	0.693826769238771	0.795373039404397	0.647190517734714	0.711832286441731	0.309413272979257	0.531010777574214	0.595123059121911	0.462848369777329	0.526667852342814	0.383789112246257	0.733093549109997	0.608546145043932	0.685474753973355	0.706798596670935	0.177070215199774	0.478430686578315	0.429855281818536	0.882409374456207	0.706491682389223	0.699791573182447	0.598162320255103	0.233636437080682	0.720554491155421	0.820292268099005	0.496884922012851	0.0547633907793255	0.628862677419696	0.817686718656548	0.755715060463022	0.132679504770521	0.753766321315463	0.710339235531846	0.625691385955766	0.713593670673209	0.694568629837169	0.623696921773261	0.527596590786931	0.872996661869849	0.712843303556555	0.54325916817699	0.277276846536658	0.68487632238356	0.787853034203238	0.480957428923147	0.706726287330566	0.0498405235559277	0.476039934815844	0.793839163692862	0.758543156894347	0.896488027948571	0.766415350819349	0.915439630004878	0.774377612544057	0.671495281831099	0.765682953089572	-0.177036422678577	0.71060341023736	0.736342190066825	0.594920296825804	0.824484661098773	0.658631021961158	0.657965681797775	0.233042875284771	0.48909796440106	0.303500039515912	0.75986843952033	0.758582970023258	0.640741524697587	0.144805199892281	0.477189255875896	0.641449426396957	0.0701772914116302	-0.0627821317883993	0.30392710485429	0.148323406777363	0.273430553425879	0.254677203428182
THY1	0.750612899129241	0.75477059541372	0.682319961076482	0.4787179039963	0.801952786996853	0.65832126266863	0.814531618858196	0.537035008729518	0.703425066250956	0.631906198488914	0.554720533587002	0.761350138093328	0.765916295782008	0.781678057751065	0.34188521303191	0.802344179607704	0.761132826281787	0.685875393499866	0.727779441617094	0.705954393821297	0.795256427588972	0.804979995446849	0.815660017291386	0.285567742958211	0.587410044261423	0.580425050307323	1	0.747407458313079	0.69059189129965	0.733677311832221	0.773970508477232	0.470541325664427	0.546979156682161	0.733807454609853	0.708959033881528	0.72697160324509	0.507132379870532	0.683540429797345	0.816459337541976	0.711220937313417	0.829971489482513	0.701695257732472	0.762484860676325	0.719890246846983	0.820841054957907	0.791801434473073	0.311129026138663	0.583629897436156	0.630077356212116	0.68060588475573	0.601850447837182	0.764392364539409	0.564878542868913	0.739813029284387	0.634299950283917	0.613869114674432	0.745966580033992	0.642722188001277	0.717302290418086	0.621094835072616	0.741779182804051	0.540772386133902	0.496211835846317	0.141048680882286	0.636191220697978	0.408014653538869	0.653978456174742	0.489395985322072	0.45924100484695	0.718492900469132	0.593104623812689	0.76694372343643	0.555776546743186	0.783399346206111	0.806018800780733	0.842660364487286	0.452208350214718	0.37143235694905	0.735617510394482	0.742951592205256	0.683725959930309	0.803735871477653	0.801090043075961	0.525908650108797	0.736559086299781	0.711640484678443	0.645137631672362	0.74843309786366	0.48764253511309	0.606815298280528	0.80698074044173	0.464068794369826	0.716418542615164	0.743625172947273	0.674308921867886	0.79851319023812	0.624324552663345	0.679168817265512	0.297687000508623	0.242554717653354	0.749638838106917	0.727592679409651	0.705963580934979	0.821561969561206	0.126246032215497	0.508227231784036	0.75310226888345	0.586210432327596	0.816782590709994	0.706288932083614	0.724616505442949	0.564301758055398	0.693478241605655	0.775236849463156	0.422744122536128	0.149176055090731	0.289750983089706	0.12865786239274	0.594495389026289	0.177305795890411
ADORA1	0.829937623655041	0.876309082237407	0.730663332147136	0.683862117800277	0.645376640766311	0.679159772729893	0.82044709376015	0.758053439663311	0.871715588769531	0.633770824199233	0.344106865233422	0.908980427381753	0.66042673372946	0.899008843553763	0.0382492067924152	0.816545219866029	0.840175838700487	0.830538404295726	0.871849967819625	0.694691548756636	0.882180515910529	0.802517080267123	0.799960403804995	0.578048903836747	0.849833848904497	0.854096320878916	0.747407458313079	1	0.653120575731903	0.853975917867734	0.879760076692351	0.721843807858278	0.82217507268267	0.733358178407522	0.795315710267252	0.485489629869874	0.733102152894558	0.744837845606917	0.720999495127627	0.839851886388918	0.734827564574296	0.772885166885829	0.679684406436989	0.801179668571596	0.873404270661357	0.743636273865438	0.576322587744363	0.435253177833251	0.63528200130865	0.701177434683373	0.567976400689088	0.690052331597975	0.485435921668251	0.855734506671424	0.631174650500857	0.742915437823549	0.806405829658218	0.343736815495324	0.630950981691857	0.543708542697186	0.90219457974115	0.66907109785817	0.732303082380438	0.398435667105137	0.402427571437116	0.738660388481957	0.845502325618015	0.577618556195185	0.246065800488399	0.797543261376244	0.801133091835635	0.86070121156845	0.285637237091379	0.857857250831047	0.834366542746873	0.811134942567832	0.662487563747841	0.651835978581057	0.706714525788171	0.689478653608477	0.898880582456439	0.853748253516991	0.704357876904131	0.425964113963551	0.822476282623896	0.867369829277374	0.548156839360659	0.759880605119604	0.262095625076692	0.574330686809259	0.872058392577347	0.692347142575826	0.918010789842745	0.842142953341409	0.911431416884834	0.8456346063487	0.704437519389275	0.815885749229764	0.0453460663476573	0.565497114358086	0.797784892080574	0.695776957435791	0.801837313339993	0.800551229491925	0.474908420192241	0.420841515201504	0.587637328158202	0.431735382289456	0.849994286561289	0.7548445504821	0.70035625883087	0.351150860395424	0.549802594403419	0.725942825628884	0.228243841008869	-0.0165623718132573	0.316124608423982	0.131863656616756	0.416803591226408	0.182822415103706
IGF1R	0.659572222643482	0.755825676653351	0.76297703444294	0.627618542089242	0.780572835088454	0.668219587095271	0.756065213794458	0.565894425186642	0.736977662354405	0.794023828239581	0.632816638965323	0.74538050545716	0.733637679084622	0.731130073345757	0.551243495098475	0.851937370014639	0.814648572385245	0.684788054144655	0.57298440684836	0.812689018919065	0.72939303079221	0.828552418566794	0.852546474131971	0.387766965664194	0.601913896227262	0.571142747648807	0.69059189129965	0.653120575731903	1	0.742514634522373	0.740237690107559	0.564429549103794	0.516693759039598	0.681290035204656	0.789976953883845	0.698899907032453	0.486505363034662	0.787279684167192	0.713129946918981	0.718904571297506	0.808409389834204	0.77467169390031	0.773000807366862	0.799811734947662	0.79773064373253	0.757824621768345	0.336036694833657	0.711727722660622	0.817538304838884	0.754115594825262	0.7612430369772	0.782655263669325	0.782841655924614	0.745379381680287	0.707622614714794	0.701042572569064	0.760720583903944	0.576083121180392	0.740797076667337	0.716909466225644	0.680129210853776	0.537335232559946	0.572371366943599	0.286501470336631	0.668785177380458	0.507925770301508	0.688601450649672	0.64163357807383	0.56053800172472	0.751950656042326	0.498929354448044	0.737476267651327	0.602961224484375	0.808264849275794	0.78148013916378	0.756080864210166	0.290721175687856	0.501564752871202	0.679747634373933	0.782619827260309	0.669904985974652	0.615341499111218	0.78021094506833	0.798242618117293	0.810674398793245	0.704025226664925	0.74499656968808	0.607500580915784	0.61426600144602	0.822564617828042	0.771514840413533	0.575382956995223	0.659877719634477	0.801574107019133	0.571759553622395	0.737045376025557	0.789535692270214	0.818652153533573	0.454633920446356	0.328347017442916	0.774873628308067	0.820807826559925	0.595365002765189	0.845646921639652	0.20994566580881	0.605048936437175	0.772109989759041	0.756637311312819	0.798659713647795	0.685945685076307	0.744374131192428	0.589550592028133	0.669630114800419	0.693674355892987	0.568404010090552	0.315922515722229	0.372069116369286	0.183029735829079	0.655893588855003	0.259091083522284
PILRB	0.773382606500479	0.846291750616779	0.788894353699332	0.714478280359804	0.755585801383817	0.625520780710435	0.80646185572816	0.759977842235439	0.857912156980382	0.731109194592736	0.517339390377477	0.888448395702051	0.731310248965953	0.877072472829483	0.233049985491625	0.85581532748606	0.83774596312429	0.834289665409897	0.776978743220018	0.748804332233304	0.89520934309061	0.832357710229942	0.829301320803621	0.493348628909368	0.8111251669924	0.764956236796811	0.733677311832221	0.853975917867734	0.742514634522373	1	0.854766755229092	0.650971752665218	0.776450486970725	0.7317561727838	0.828315485762444	0.630256100384314	0.644195210366927	0.815407795516139	0.762130969690958	0.82765989636126	0.799365342971431	0.83258106697582	0.786828746906382	0.811323979631752	0.85924860392052	0.783772286923518	0.54324698904403	0.590595061331163	0.701040949137581	0.804186342381054	0.658910388910549	0.823441467629	0.60833952205707	0.859060459157582	0.6948408820425	0.744342314082247	0.849957020947696	0.493312498891113	0.693196960845986	0.646178524079948	0.881329090123991	0.616708007631859	0.701901610731396	0.333175847783589	0.561379028143164	0.686742515449556	0.757754123189284	0.697733728641453	0.478605665635312	0.863382090109727	0.800766654136695	0.801651893369927	0.459150663001477	0.903250265982931	0.879556372685215	0.826812244082437	0.587747907518012	0.614214804441384	0.735482883383039	0.795346178445624	0.816138199246961	0.822393829841684	0.781100694410459	0.576176170391317	0.873269247522735	0.871575144407645	0.654872326553549	0.714601165287618	0.442806645354837	0.687844800098867	0.901855279360361	0.639214177157267	0.882847048402134	0.88487268062002	0.815356509327387	0.824469081919395	0.782796627197032	0.839079539594018	0.249516539918653	0.500762112529379	0.795872880105228	0.728224152120455	0.771272345457004	0.837674460605378	0.374555905638817	0.614170912179317	0.676948622262041	0.56677855465137	0.854848337283443	0.794433541838438	0.768114815048824	0.511136201190342	0.615758309523379	0.739784357723625	0.443841345735818	0.11430996215086	0.367406370288274	0.157111520634225	0.523261481882344	0.187145788263044
CD99L2	0.809828355510292	0.895513571497636	0.771416787721935	0.702355017581559	0.767054717406385	0.693280426224395	0.859246291177945	0.76607335992082	0.872321268895944	0.72697799005963	0.460355995505955	0.90141233424824	0.740320553289102	0.905766367363326	0.221418926802603	0.866848136913415	0.859437765215001	0.844085661754175	0.830899344754688	0.768039503369444	0.867489080765364	0.825384647904915	0.829069553170257	0.584359852283579	0.833889445497756	0.779322407387624	0.773970508477232	0.879760076692351	0.740237690107559	0.854766755229092	1	0.738995047302072	0.7752001665759	0.789266713108901	0.869576946890656	0.62131226431794	0.723762052785088	0.783946779535647	0.723323961195715	0.801471755516516	0.807631972777927	0.830233734793831	0.777072997961259	0.842942440350596	0.893599434804133	0.802126727258299	0.556458020282634	0.574631054406622	0.763921123380817	0.782544821598807	0.652317284827982	0.776232373829299	0.603030871176901	0.88806479604213	0.737319790461183	0.730161847997742	0.794461717518075	0.489646910233628	0.727722036843556	0.684151381144072	0.86636168921108	0.719193579950421	0.738314038777303	0.414784802386523	0.557805276341428	0.686099991835959	0.843703106209062	0.673464377614444	0.383347923776231	0.825343405090619	0.786315692567966	0.854800575004441	0.455625581919153	0.893027308746938	0.823713546239584	0.828989608574492	0.58930514284023	0.657461944204111	0.767015797298438	0.754152965728949	0.830646814670271	0.782832563812364	0.758156876089083	0.524593733993173	0.867088471269874	0.829047881481296	0.674231351881629	0.748195090738618	0.441482890192809	0.651381436383131	0.873770578208924	0.695312622670659	0.879019408416019	0.879119255248235	0.832236816585816	0.891080683479584	0.790159128755697	0.84983512025308	0.196677410850957	0.541706012343294	0.861662267112726	0.787369670284575	0.810803243070789	0.821227816205519	0.442794419024528	0.466084375199758	0.700113212601299	0.559267799742146	0.888156929070026	0.795723182085549	0.789093509759966	0.432156553110066	0.665428116533008	0.788848374618311	0.397883835770375	0.0954005217852642	0.370122139204364	0.161410728152247	0.534689898872619	0.221381361446885
CADM1	0.756840925796225	0.854446522797034	0.66152793134298	0.620779511411526	0.54412904303002	0.73312909928388	0.765472118782265	0.792329136553034	0.755018658818906	0.498868764770274	0.102686575679657	0.848650691030909	0.529829123676429	0.778182825880801	-0.0662731683945885	0.615910389084128	0.620667653805327	0.771738333843415	0.769568734542432	0.747729399164695	0.653892639538724	0.532673342720333	0.647142353485445	0.856638219018874	0.847470210854076	0.811232640806751	0.470541325664427	0.721843807858278	0.564429549103794	0.650971752665218	0.738995047302072	1	0.794781464422307	0.832221519726359	0.844190478596134	0.340143798560578	0.926090638671111	0.508114142507376	0.350113857688319	0.665946257838706	0.646396450554906	0.68859641642888	0.590537266287702	0.647613044982824	0.755379095654854	0.704212307224427	0.793624378173594	0.388364914779719	0.586206666769273	0.665395413514363	0.454633514225716	0.534775405124978	0.427000252730321	0.669153555012363	0.771123902929855	0.563716797796706	0.637139169937141	0.165868866820826	0.529522990560028	0.547452033315463	0.825064942480112	0.848281630771586	0.650510690888909	0.829331317944674	0.269027686623156	0.605235684356453	0.841582912324442	0.484688135305296	0.0937707929308992	0.507224940223072	0.755693343564191	0.631920491393079	0.206916781734001	0.656335524347596	0.563928682733587	0.565134675848503	0.631893315762079	0.77883796349355	0.716300790685305	0.476202412089481	0.734559183745145	0.48294969241934	0.505128913316343	0.302187003812377	0.605912289028028	0.610229266921625	0.566448821821108	0.688373520311015	0.173328207701156	0.425535293759122	0.677525431882994	0.797074043616508	0.75462143377844	0.738078456873824	0.800150964791111	0.749502622532684	0.724346886585244	0.781768130267856	-0.0828981762761297	0.820534784033712	0.808884785106199	0.636456205518626	0.853789845533847	0.597643281775604	0.754051578765824	0.205787505018641	0.568509488388669	0.313867601829275	0.746162106056752	0.749021669573006	0.72609701310906	0.166938579043596	0.603111296657227	0.718885819355947	0.149108396437004	-0.0423927861460894	0.292472322087478	0.113371255535292	0.279642882655453	0.273945677657977
NOTCH1	0.721040803058009	0.785401255842811	0.600880271801746	0.681754915711905	0.540430044733025	0.557982058340359	0.676072307876339	0.794018322072617	0.784977233702895	0.481219582772485	0.0753491938391545	0.852937225552145	0.445509273335892	0.812389174623424	-0.181353157896515	0.617531970271257	0.623506203387821	0.791300861812494	0.802795069844315	0.601863570785936	0.774768863448702	0.558603166813207	0.61327801582103	0.688397392634098	0.88260884340772	0.878486356287394	0.546979156682161	0.82217507268267	0.516693759039598	0.776450486970725	0.7752001665759	0.794781464422307	1	0.687307102254109	0.741268189561413	0.303685201327647	0.796963506479221	0.531086460151505	0.447749700092776	0.74779259990502	0.595456139693379	0.670652050630434	0.549370944054267	0.673288621516015	0.737320150811181	0.60993733576799	0.768927094624909	0.271890843479215	0.46741750631241	0.600196643601337	0.422590703913203	0.553301146393765	0.364165489211985	0.757100133871563	0.627474676139299	0.652721770483894	0.687320120577159	0.235451011646503	0.47657718554919	0.442450509920403	0.86742691464414	0.651116823858684	0.715924493478863	0.627625349803911	0.255947353932619	0.74041165113711	0.76855140206594	0.504288341885901	0.0951324438443455	0.642543188939036	0.835154361610262	0.655633373843445	0.193129393993096	0.719599537451993	0.681831891080119	0.58686143915199	0.727287106321164	0.7328836375113	0.604398053356472	0.519044511137886	0.817633409530733	0.656166290317237	0.511231009920315	0.232334604495193	0.660364998271727	0.782169962227656	0.485080026987234	0.712614492884577	0.0429035735175883	0.437690418544451	0.743969970767808	0.76029301432154	0.856798833985753	0.715142535951219	0.894944438975117	0.723298268638931	0.654262328860956	0.738614317395346	-0.17674312243321	0.769814460241946	0.700284933637069	0.55385794568827	0.8148366367469	0.610204212052273	0.720332985747215	0.229883958761877	0.442200224855884	0.253218965848182	0.699545520297868	0.762801821435176	0.642255523823969	0.141192048167135	0.449469650748399	0.617947053849824	0.083210588963505	-0.0536772962731766	0.325352116038022	0.167616456386298	0.244590513627772	0.236858853313108
ATP5F1B	0.833692200514766	0.922760576077279	0.767957281105429	0.583341517330858	0.78043507455871	0.831495608891693	0.954293610016649	0.668877998462836	0.769164107991016	0.593970391237854	0.422582106430978	0.883291744212089	0.832318044614384	0.82217705843138	0.258720491336388	0.764254382436341	0.729759022855855	0.783231248450333	0.786276677512701	0.892515686989081	0.738935560286964	0.72834958790438	0.828051471285779	0.646893532205334	0.73486277184225	0.730034665373347	0.733807454609853	0.733358178407522	0.681290035204656	0.7317561727838	0.789266713108901	0.832221519726359	0.687307102254109	1	0.931056992108431	0.686471993553847	0.858617083948927	0.630873229663483	0.602276181547115	0.682825232484237	0.885466771169273	0.794828143398959	0.837322240066713	0.728821579967147	0.86863163437171	0.927968971401801	0.623047484930458	0.67201969154932	0.735420902088172	0.841933630899289	0.653571440657109	0.767060451208519	0.602422361704837	0.749690843360215	0.910769749833351	0.581902089699518	0.775372731607805	0.470761091634849	0.745292671621394	0.759323261664742	0.849071823448117	0.906636335327641	0.570477485848428	0.625427521663062	0.584041046167361	0.454287838265987	0.805698064391541	0.551315916513002	0.425471771778494	0.643908964510674	0.719692704016759	0.710563157073617	0.457750995963193	0.78294585199018	0.706633722973574	0.751709639227541	0.546990644205416	0.636415354484587	0.92598637796462	0.667374304334944	0.711391871933711	0.588948951027727	0.749107775034496	0.520640681510776	0.694220278215589	0.648014449706619	0.795018286367906	0.714925065692047	0.497655331988426	0.578264040430295	0.802997177372509	0.683513922033411	0.741526841699765	0.838078380723293	0.722644273854478	0.848813019911493	0.825307042117992	0.832665449995995	0.235848112359961	0.643818726527851	0.928184515210595	0.796550219024712	0.882678466772093	0.766321268078953	0.460841892776717	0.479711323584317	0.875119214975394	0.565228683561307	0.890953088680425	0.811375030079915	0.925214118522041	0.500817128621619	0.90285716900822	0.955400886150682	0.441664056152727	0.130868365566874	0.315737801374321	0.118654175624368	0.552484937423937	0.30629894155483
APLP2	0.84276911172036	0.963626698143606	0.856832365535166	0.707091443048026	0.826379615084529	0.802761094594579	0.951670375536615	0.769377902773457	0.85924921440644	0.758818704423676	0.511913543709866	0.934160035521003	0.852683516516342	0.878380268453397	0.329466591742755	0.883303536991499	0.846553128863181	0.858681490666787	0.792723642192868	0.90877031807318	0.825688828757455	0.82850458315141	0.89226298942846	0.691062669723382	0.818751621170234	0.771317619254119	0.708959033881528	0.795315710267252	0.789976953883845	0.828315485762444	0.869576946890656	0.844190478596134	0.741268189561413	0.931056992108431	1	0.716562516989846	0.831432559728541	0.774411885395336	0.663289739322514	0.75472930335259	0.903432437687753	0.896007734212699	0.874216671440364	0.841104617810981	0.936672032836393	0.928055270071107	0.631555840257087	0.733178010731407	0.862312224882688	0.902000779394128	0.733053356687784	0.821927578983281	0.712340363120572	0.87937797927033	0.907880776968148	0.707221969260203	0.855402035608502	0.499118706074194	0.801222121365691	0.792745718381671	0.879029926122563	0.882280888444881	0.701860274990911	0.588459283992934	0.634735439055659	0.607367448946843	0.857836913459735	0.69522527554983	0.510511915369441	0.79252900995515	0.760825485112102	0.809049513489608	0.522796926706715	0.880797133563857	0.792113979643105	0.814303282952095	0.548311732936991	0.69119108139617	0.888255705795062	0.789440125373176	0.781466016025207	0.653131669181104	0.789526646040782	0.629085598544275	0.847226671109822	0.754428338377969	0.810262370139465	0.714598751906421	0.566113869314068	0.701562784844827	0.872584066103924	0.754424981986418	0.824014996907965	0.934028149975091	0.776485070043191	0.909426807197011	0.917285044160663	0.91336332667615	0.318498853240325	0.634263853423273	0.965111585761652	0.875923548236365	0.869605896309595	0.850913459815068	0.501091077722071	0.585042117062912	0.849713608174433	0.660060507669733	0.939461719324164	0.862022074487973	0.923732652463019	0.534005585684052	0.838265975012312	0.909105466397028	0.545632935910742	0.207155036364667	0.422172442864231	0.213078983795346	0.636462531751624	0.331694253944439
ITGB1	0.567502194254872	0.653886156824357	0.724043976109284	0.498904547692099	0.871189557219337	0.478170636973611	0.759399685408326	0.38456352365294	0.5828971427287	0.664499320103379	0.762061958707737	0.583433352063492	0.901120056005678	0.541932541341899	0.726488366626582	0.794666229252802	0.667818133580646	0.567693704452301	0.397924357581597	0.710878031668532	0.600737995156457	0.781813084858562	0.750394314853887	0.23027521940193	0.384531075345154	0.297544206835398	0.72697160324509	0.485489629869874	0.698899907032453	0.630256100384314	0.62131226431794	0.340143798560578	0.303685201327647	0.686471993553847	0.716562516989846	1	0.326619522347399	0.675660347501128	0.643697575319265	0.412343817116	0.832689264126042	0.740064438585812	0.91297603638145	0.624956454454835	0.70735809275415	0.831268812340415	0.189061800797223	0.915772421226417	0.818946016793717	0.809152016436098	0.779312543564064	0.863413603723922	0.731285506976735	0.736366904965602	0.772360548696979	0.520726211189411	0.702211180249762	0.88920743497269	0.897562444344894	0.804457296468748	0.526755166125706	0.537132721493073	0.41704355893597	0.0808716122700321	0.947616941202361	0.278864811975093	0.449788346264044	0.647989814163299	0.895926766414744	0.750197209812613	0.372121253125039	0.61429285953564	0.857134838235377	0.740110174027316	0.660126804499706	0.730970071740044	0.177556103763589	0.332692360730886	0.761370947540636	0.79260656131112	0.406323840212762	0.461304384476633	0.798901191836903	0.684730810611141	0.699573570178671	0.514357291704206	0.844234351076503	0.493944921143963	0.85146349550497	0.713723837911347	0.677929557016649	0.342150993891003	0.456354166786889	0.726162869069018	0.334973449589094	0.653621267947948	0.74509581051885	0.638694295102272	0.698021618175067	0.139619049283927	0.764690751129665	0.771387884729874	0.510290998189659	0.741791691865787	-0.019617264629258	0.824580878129729	0.862004307779219	0.767060690760111	0.764594248143651	0.576259011089878	0.83505199419277	0.757066681169584	0.855900521922794	0.815726321503569	0.851078067795543	0.40499876991186	0.352574401104328	0.157170304410341	0.759176563425201	0.199140547033628
RAMP1	0.756999549820699	0.849774194411425	0.634064617703509	0.56955833819992	0.534370868983174	0.721209327480744	0.791869229904005	0.745431392566759	0.728139373656451	0.441555410509133	0.070186157860921	0.855750894777228	0.540569956297585	0.777540893427279	-0.130759665326195	0.5730784630046	0.579704802378461	0.782433339473525	0.791834586775271	0.724847616259221	0.659518228897718	0.497776829332989	0.627804472845563	0.830373335105856	0.842917973215275	0.818723197100317	0.507132379870532	0.733102152894558	0.486505363034662	0.644195210366927	0.723762052785088	0.926090638671111	0.796963506479221	0.858617083948927	0.831432559728541	0.326619522347399	1	0.46383233797172	0.363788671110225	0.648332852864066	0.648625062264093	0.657728132517033	0.564567243483025	0.644291072367473	0.741338766747268	0.711143680117989	0.791052233633168	0.346122067738645	0.517433149075647	0.662009590935413	0.397049255471779	0.53111060867136	0.351413879049582	0.671248125306388	0.766283107405673	0.539949934937223	0.64064357225059	0.156668047234653	0.518894503030892	0.524309508372546	0.835974811126549	0.89986371086757	0.657709816536041	0.829761161269954	0.228378518846443	0.568319686962561	0.825106452751987	0.438731159837703	0.0688868798328295	0.498374662066306	0.795312161165513	0.611129377443493	0.160541813661408	0.63475494239833	0.54831882079339	0.554402076292099	0.708876616129523	0.749092255250843	0.735435226711281	0.447700988785847	0.725719252588345	0.506667492936947	0.496113554650196	0.23828760068256	0.58883792509094	0.607241392076146	0.553294752500306	0.689431851221812	0.134794628623542	0.34386529261885	0.664309264908039	0.797403627625992	0.759724753171153	0.716918912667321	0.820360021928061	0.759920031191178	0.696965040112593	0.761776145803305	-0.117599542243729	0.833024501421725	0.789194333698195	0.613878444422922	0.887075308304772	0.574637105874617	0.75740050067962	0.193885377380903	0.578194325874287	0.259086201949814	0.736705828005094	0.751965362548112	0.738451845251782	0.141984129847132	0.62940479285135	0.757792886972873	0.105241657380339	-0.0811013263172	0.243706503981784	0.0791220665879274	0.246535158182426	0.256753372929761
ITGA3	0.707980403837978	0.781679275911667	0.765109640543035	0.606728202421302	0.734656694263371	0.638275981124374	0.774897579572897	0.595919718587845	0.7657221864076	0.80929705952462	0.762011623175723	0.769311173742847	0.781229536098933	0.751929576848442	0.526996287436295	0.890082298380557	0.928208366022816	0.6731082585798	0.63373379407892	0.733332697949826	0.80293369868794	0.913651859554214	0.862156502025074	0.293696672626514	0.599821343699159	0.587973860595269	0.683540429797345	0.744837845606917	0.787279684167192	0.815407795516139	0.783946779535647	0.508114142507376	0.531086460151505	0.630873229663483	0.774411885395336	0.675660347501128	0.46383233797172	1	0.839424798271578	0.756158057776029	0.766497812996275	0.826743805141501	0.754365417864898	0.816939572850556	0.807504470040861	0.738458619798952	0.27781560939239	0.652033368140159	0.812001738629757	0.78400196154476	0.701855202733405	0.791111487794358	0.720703304662225	0.807339522603667	0.614604706236868	0.634937326701236	0.753189306752468	0.504025788364007	0.698309016679481	0.683883537979841	0.708724934640213	0.53734087164167	0.588474315404609	0.12945772324025	0.599416175676115	0.577181954616547	0.688697289976214	0.708062512482424	0.59564537793279	0.868796833447136	0.576829646607041	0.798101809783282	0.53128129535718	0.898610701212577	0.851827749121122	0.851902066330914	0.281164292540596	0.433985538672022	0.670736065509279	0.846200640836585	0.720836418401784	0.744274830836095	0.783967623147569	0.780712097518919	0.906552912045705	0.768859874443306	0.63574330864245	0.561580432046288	0.655544070918077	0.781314455444098	0.836632905271403	0.461938697863713	0.748912605346961	0.844070866267341	0.600076143069042	0.794889270627259	0.742658506654446	0.794342328156916	0.504625964288411	0.293843750664255	0.742260553321263	0.782918364829021	0.581271789410101	0.848292905133847	0.106793975052402	0.681771112476757	0.711449820597518	0.783759790512877	0.8297397255723	0.657364529262719	0.690103038915188	0.595198296031806	0.601682573980387	0.673061969216128	0.55611949634846	0.152821699015367	0.328236139619906	0.129362096535944	0.636456616536211	0.157470636399091
