""	PTPRZ1	NRXN1	NLGN1	EGFR	NLGN3	RPSA	NRCAM	GFRA1	NLGN2	NCAM2	ROBO1	NOTCH1	CHL1	APLP1	CDH2	GPC1	TNFRSF21	NOTCH2	NRXN2	LRP6	SDC3	NOTCH4	RTN4R	RGMB	NRXN3	BMPR2	PDGFRA	PTPRD	EPHB1	APLP2	PTPRS	PTPRA	NECTIN1	ERBB3	LRP1	FGFR1	NCL	TSPAN15	CDH10	CADM1	FLRT3	DAG1	THY1	UNC5A	CNTN1	NEO1	NPR2	PTPRK	VLDLR	DCC	PLXNA3	LINGO1	ADCYAP1R1	TRPC3	TSHR	INSR	ADCY9	PLXNA1	LDLR	NCSTN	LRP4	PLXNB2	LRRTM2	ITGB1	S1PR2	SLC16A7	DSCAM	GPR19	ADAM23	EPHB2	CD47	ITGAV	SLC16A1	IGF1R	ATP1A3	EPHB3	ATP5F1B	LIFR	RTN4RL2	LRP8	MOG	ACVR1B	ACTR2	ADAM22	DDR1	CD46	LRRC4C	SMAP1	ANTXR1	MCFD2	GPC2	TFRC	LRRC4	PTPRG	F2R	PLXNB1	BMPR1A	ACVR1	RYK	TYRO3	ASGR1	TRADD	SCARB1	PLXNA2	ITGA6	GPR37L1	AMFR	FLOT1	KCNQ3	ERAP1	LAMP1	CD9	TMED5	CHRNA4	SIRPA	JMJD6	TSPAN17	TSPAN5	NRP2	KLRC2	ABCA1	STX4	SORT1	CD82	CANX	CD99L2	TSPAN14	PILRB	CD81
LRRTM2	0.952508499146461	0.953690927937931	0.935877983831789	0.945096412627502	0.841959378516145	0.799646432985331	0.954130032348896	0.932600826044933	0.845829245120468	0.962264252887415	0.947410209897704	0.902753003010664	0.948466780811265	0.765110159549531	0.9246028702594	0.819868762755203	0.825111824873637	0.886853912010982	0.882089609130163	0.939001051289217	0.877297020256603	0.802322777604939	0.738848147320412	0.922417498794664	0.894928485884612	0.944051080496339	0.940481176757016	0.900189212115873	0.855301198773338	0.936963890654919	0.934230297432255	0.914347667433585	0.883160373367674	0.863906668450488	0.904901840212745	0.910937191622051	0.938556954815748	0.778922499543785	0.88216492234393	0.867674806398719	0.934818925668271	0.885075943693995	0.814243394044989	0.794152901248164	0.930151403758191	0.886959890255557	0.816787549281384	0.917055465212677	0.85646320022129	0.866757869891402	0.882786621742136	0.864449041755989	0.858438911732234	0.87559630071706	0.901264616755968	0.928753308046612	0.861126901026373	0.881706162453138	0.896245276719856	0.855742727436394	0.938280553061577	0.8463881045713	1	0.920964311998787	0.860550426748086	0.937799617498241	0.888491092424277	0.890468048677086	0.907268699022002	0.80711878138389	0.938715121913627	0.941160351309605	0.886542133706289	0.946259211724921	0.822889511340231	0.81269151788651	0.797730899948628	0.870245779689173	0.814947154936454	0.943480093926067	0.726957103553814	0.885088539021493	0.907712742984308	0.953508103503698	0.812361846787338	0.94435111263175	0.924476917578392	0.860545286088149	0.918479207200486	0.906794941686981	0.8364908376548	0.881340432569229	0.907305143241067	0.956509270821711	0.870854737017504	0.862810486242377	0.914775924146611	0.825600571499439	0.907622766826166	0.833525682505835	0.793439220774571	0.754769991887414	0.835296906966408	0.823469262670519	0.858272425644072	0.772366200397486	0.890257524489213	0.860111234655637	0.907348017053695	0.904500094513045	0.846029447439013	0.68402971503039	0.874989489712871	0.798863701928941	0.845913082495053	0.902492213574732	0.746335811373852	0.900345980951002	0.747922826886148	0.890542778197263	0.679147253495917	0.86765761657727	0.863838369212866	0.806418208632483	0.931805725369707	0.85539451474781	0.755020659688625	0.898499734118396	0.817925401993936
ITGB1	0.963460908881686	0.933218346194176	0.971428943380764	0.906470005723057	0.93382668979724	0.908053011354577	0.967777560015294	0.960539035289659	0.938336048100963	0.943260481084932	0.970526793470603	0.958623628584063	0.933471502136066	0.8900451518632	0.968389869905819	0.924616007107758	0.928208331068622	0.885901368842251	0.946131774211867	0.964335793983848	0.942972926441332	0.860923803102118	0.864428837838639	0.967972081163441	0.897717615101032	0.967021805325832	0.911744685672565	0.806369058633286	0.939384561270214	0.977362964007191	0.915983174432272	0.970792321707542	0.945480770560852	0.918639605542819	0.96129982690634	0.931055056152859	0.958668921133922	0.884854023990544	0.821271628032514	0.948134768933011	0.940443249479475	0.955795514627579	0.926622003479286	0.865561945265161	0.960700086695698	0.934806285619884	0.857439924400408	0.953185840845046	0.924435281458838	0.84481229742146	0.930869830574066	0.912737514147062	0.874589832005692	0.908580445720718	0.907083180599267	0.954868660858957	0.909694262981861	0.935868261667169	0.940183916314132	0.933938960338677	0.957423595086695	0.910620555103348	0.920964311998787	1	0.90161590138586	0.943310872002144	0.957890096638405	0.909173458941095	0.953675846025815	0.900523912897399	0.972982611546557	0.967417655701973	0.936413095082609	0.957538747439067	0.916745366218798	0.897341817746528	0.908996398412472	0.793023907910319	0.888444814850279	0.956650840388464	0.806724993094681	0.948385690981678	0.97610391664704	0.954429251062942	0.91969462229516	0.953692071586631	0.935275098399014	0.944777680086112	0.947621114039864	0.964425650472547	0.916232723558598	0.901642677631019	0.960102833294014	0.943167876160382	0.948273664709654	0.933918639763495	0.932754279814029	0.87372391932913	0.959315041941313	0.930889715309459	0.825731130197694	0.886571177608158	0.93241603725621	0.887056719770951	0.916806340609535	0.894103936062239	0.945861483905953	0.929219767121998	0.903842011374245	0.927940415082087	0.949290102449152	0.779921946524407	0.898687054453639	0.896565905642314	0.906563206199362	0.938020479316385	0.862091216810754	0.950601860232062	0.720676571028913	0.904980818219449	0.694881813395003	0.940614965857452	0.874628938067033	0.863459600979549	0.980516092215409	0.928002105607265	0.824070850201031	0.93571639412844	0.925256125715618
S1PR2	0.883589495673044	0.871371198766812	0.917460953854312	0.889033938689069	0.919829530254386	0.905864692747647	0.913623668057191	0.905513489280425	0.92242667272901	0.866521139678177	0.911401744794056	0.935406447164819	0.858905473033592	0.876761092657574	0.916749240143626	0.897836996677451	0.897249984207837	0.892868661255483	0.932116698978833	0.893316067497399	0.926311005326893	0.808194007712463	0.863932523718756	0.924999705649438	0.845158527748305	0.905069181092237	0.858956889662196	0.732719521327709	0.912134818590736	0.898459386813038	0.824638496008171	0.92111350908999	0.92007676222138	0.90339795305349	0.925325570979493	0.91248960887101	0.857801068001228	0.812437595787103	0.792268252582998	0.90361103344174	0.898672774710581	0.920216163004479	0.903860933276967	0.879389984733948	0.893214572339408	0.878300351208024	0.804077452716341	0.895385296075103	0.877620195204739	0.758192353078744	0.92650646619536	0.921396373460254	0.854780827536048	0.868314953284551	0.814313433825037	0.901708808515137	0.837280189435611	0.895167296889967	0.902616509190886	0.904048357898428	0.905346820640599	0.883457276899889	0.860550426748086	0.90161590138586	1	0.860096286574005	0.924565051564011	0.891270343684385	0.872911729379856	0.902059780826934	0.895793582323475	0.900279368410445	0.903450080849451	0.910969631116765	0.906604913364167	0.886697199413056	0.909793172918358	0.753975523786723	0.849193832684628	0.905839907501463	0.732119875739259	0.912894096781809	0.915389350545043	0.886504887010082	0.906351717628156	0.868608427966771	0.881383641526673	0.917537003418561	0.903417473030476	0.911732829916618	0.904914028960522	0.82358731940264	0.912257621806108	0.866658731179553	0.890441469870524	0.922436645010505	0.905462495584097	0.83189083279061	0.901410983420931	0.902449256053024	0.818246109986154	0.841535699103072	0.895136106679206	0.791992217493685	0.866720167135855	0.885962850108653	0.901181706802788	0.882758376725938	0.833209551493187	0.838130314121337	0.906280586930761	0.669863570113041	0.802985317187798	0.881030855836866	0.828293715819714	0.88239871115976	0.884213705304869	0.92401042609359	0.62379626284363	0.902638645584902	0.599567134153918	0.895781404777802	0.769082674036764	0.847426088507346	0.905345978626872	0.881602328673009	0.751996111104506	0.879781492574878	0.906530600726138
SLC16A7	0.956383196347697	0.932805573882232	0.949285163727378	0.914423339602395	0.877190517389209	0.840058493906871	0.953242766943405	0.941642525151724	0.8790160335459	0.948612596468288	0.956236463626966	0.911538490300924	0.940012658336668	0.814977646129124	0.943962627345141	0.85956252247559	0.876781525908846	0.866087658248679	0.895533003525634	0.945128420297561	0.897919316623371	0.802602572233464	0.784820053918167	0.93870968713365	0.882888179199114	0.944526926070072	0.913835842227772	0.838859724818125	0.889207857126045	0.951038291322809	0.927079188121163	0.936008823840365	0.906338933772404	0.877066730113135	0.913770266295396	0.903112642223894	0.955330579016859	0.831868130289125	0.830240815961197	0.907165636972675	0.921367956066555	0.910142238441079	0.863744629235259	0.81241982647318	0.944583247107248	0.899285975495112	0.829695045810129	0.926957306236025	0.882534718861321	0.866835974985121	0.890020285146103	0.861529165955331	0.850217220452894	0.880321312098192	0.923640296425855	0.927577425880303	0.889949836555264	0.898174852999425	0.907354363766071	0.873210607822329	0.935215081308672	0.846362698903997	0.937799617498241	0.943310872002144	0.860096286574005	1	0.913301636567732	0.886994348774819	0.928362288666079	0.823082205966611	0.946813368613934	0.946497901209804	0.905341792756031	0.946461681166239	0.852364817663268	0.836334671961107	0.83780873109644	0.818846372894151	0.85181198680394	0.940525433606229	0.769122940328641	0.905240001783739	0.933933532283965	0.950138773729566	0.854805500827072	0.94510121102093	0.92122931062348	0.890346991494648	0.921483998351863	0.919212734129932	0.858714749202818	0.868365565242376	0.928368505142067	0.945122481572196	0.901404038390082	0.879454783318609	0.903178475921518	0.827062914567159	0.928432551460242	0.872649036363984	0.770288123574431	0.813832055932976	0.877139942503989	0.856113333494513	0.889702497713109	0.832448484046783	0.910124942663369	0.879355046743347	0.90405025010904	0.898569937090695	0.887208387551777	0.721880509955354	0.871327453084853	0.839099924374422	0.865649756239471	0.910203792908262	0.792091166249031	0.91620370873914	0.714131710020417	0.880489272900652	0.645274442710785	0.891747771993633	0.858238954501289	0.801783424937526	0.952620674670884	0.885588158660867	0.7450159118523	0.893137868097868	0.853447596846164
DSCAM	0.948681952305229	0.928070662397042	0.976093635909467	0.90524348720739	0.969973875911304	0.942770287298582	0.9653072350946	0.967401632268136	0.972174517134393	0.919811750922327	0.968324843375631	0.979753827087857	0.9163312517198	0.924786688686755	0.971917762280519	0.950176127821573	0.96376261752471	0.879460565626966	0.977335123182384	0.966407369671423	0.974182647105984	0.829476391523807	0.913157104179206	0.977363594809936	0.889275040796942	0.959195413428221	0.901294691659097	0.765349402495334	0.97510937771245	0.958087756264804	0.885560689362342	0.976535403006916	0.967702500273239	0.945365886099693	0.980579905287756	0.9448351131621	0.922983312619053	0.90388977538188	0.800509394523418	0.97253844014819	0.931500132103389	0.975860666456094	0.960464635721643	0.892863423160603	0.958537305323317	0.94152477448037	0.88644169137997	0.953297112437041	0.92993691357091	0.840548494459821	0.949877912458172	0.945436637879133	0.884671804180442	0.912902762730438	0.887881193982267	0.950537705820004	0.887978600271651	0.937471602476294	0.962588560258846	0.944895625480332	0.961770452053825	0.909517663766009	0.888491092424277	0.957890096638405	0.924565051564011	0.913301636567732	1	0.901569516681026	0.94005979234224	0.922604586080251	0.954017093809182	0.95932386121477	0.939894273590387	0.96200856605097	0.951136884955236	0.925940200732093	0.947819286383707	0.759507003455429	0.910991986979795	0.954173990454325	0.802262666963271	0.959185463823692	0.974663973375785	0.945171670367003	0.960728891974542	0.926646015346979	0.938524907939969	0.967020036278215	0.944777169819631	0.959897857023796	0.94318700572001	0.845279317133276	0.971195359997461	0.919049057574555	0.966222380345728	0.971543476682001	0.933415742272911	0.879972018189393	0.968673096432251	0.957286144023565	0.845265514924005	0.89704610071596	0.962381809205473	0.878014472823656	0.913535556367655	0.932218246833487	0.938580625643124	0.934760226587651	0.882919653654404	0.900698757356855	0.956113693905609	0.706215244927371	0.853946188115479	0.93396145470459	0.887367788690891	0.926286481908869	0.901028874479508	0.965980452704161	0.631224646359298	0.919644312861351	0.589818742148896	0.936590476960904	0.823256573952149	0.873697894903221	0.973231757941423	0.944322896984566	0.770403523811577	0.934113170797049	0.940247335506831
GPR19	0.910449856744478	0.908687972177861	0.922159038443562	0.908141453697713	0.889980347733783	0.866442059619369	0.921008247767348	0.916207125014404	0.894510718247648	0.907860416785184	0.926315894572899	0.907803762285249	0.90898679791675	0.839567136342026	0.916903100964529	0.872782319057309	0.871929904728662	0.881118920283763	0.903667834869947	0.905475739009842	0.912816708148395	0.809214569464176	0.804497183527671	0.923678973341112	0.857117409317396	0.921339375133143	0.883989851461486	0.78943771581296	0.886477501951126	0.916750244273671	0.86671102414181	0.91850842416861	0.902985466834635	0.87206938576816	0.905771961857727	0.892732003648301	0.897798975215998	0.808605664325191	0.826539937504097	0.894099773242654	0.909761492228817	0.906144043014905	0.873292094977087	0.838909647128273	0.910119461581347	0.87972320741763	0.788525626184666	0.896557862269214	0.854251644875738	0.802985056166879	0.899628277794123	0.883003553032659	0.863564419834097	0.877793941407853	0.869670132880707	0.911973286689001	0.862359331510098	0.876707390497353	0.889372651944259	0.871090279530312	0.915802265451159	0.856144849441478	0.890468048677086	0.909173458941095	0.891270343684385	0.886994348774819	0.901569516681026	1	0.879884833628138	0.845221892571847	0.906499713293467	0.918996574686156	0.877735601105326	0.921055922884367	0.866065073709903	0.854339926127717	0.863574989419287	0.802935268047833	0.843877589482334	0.900961265082538	0.743986845661384	0.88773586770218	0.907209818225672	0.908443183072332	0.867009346653112	0.899666657543417	0.90190795437216	0.895321187489423	0.897035815955556	0.9118353039422	0.878654825692738	0.825337862982446	0.908642230904005	0.888520489290274	0.890325205397561	0.888988512134585	0.881663898151077	0.820443464224008	0.9022301620239	0.867782577127547	0.80354866468286	0.80100147328343	0.869872462915041	0.818272673947892	0.856864034522147	0.85306626947325	0.886009380526491	0.877873287899304	0.852138828408429	0.862838153042423	0.874712217808467	0.694876405188457	0.803340187197608	0.858551855520198	0.837855392398938	0.8866488923366	0.818146281378085	0.906135583458569	0.678651981948825	0.896542179253592	0.594176359370291	0.890998244708191	0.79702283727254	0.82169428438077	0.912223341488409	0.873181337665005	0.730134364127938	0.883828696089481	0.873505943988968
ADAM23	0.959962355555272	0.918022648988401	0.957575362234395	0.888536983531661	0.900894534791852	0.850773913720333	0.959926222456645	0.957312674133911	0.906249641215764	0.940208400200843	0.963967757611184	0.928870148952988	0.915699580137822	0.847124173870048	0.948251924696109	0.883815395431504	0.909508489305922	0.867590667290962	0.908748421717386	0.953311149065165	0.915144128090768	0.792719064157084	0.81397571937334	0.9583135965551	0.879276426738899	0.96257020788137	0.893956391958561	0.792038216659779	0.925507312356624	0.966003592511981	0.926264100086814	0.945540805907521	0.91737402818719	0.911384789988954	0.922965008749712	0.900785374457954	0.96174818705151	0.875099086625383	0.791609515031487	0.933933244527617	0.908628085761926	0.931450825885908	0.885146632855094	0.825041610356942	0.953164445506615	0.933609000797784	0.855667197892981	0.950713963154589	0.919249993500425	0.817460959545521	0.904075949809496	0.863441353396761	0.842718653693864	0.893748651278047	0.91280435741652	0.941461319539917	0.899047952015038	0.914464842178052	0.925419748943115	0.890843822757875	0.942802747760349	0.875174426628046	0.907268699022002	0.953675846025815	0.872911729379856	0.928362288666079	0.94005979234224	0.879884833628138	1	0.871273495567329	0.962022717538917	0.948470306679364	0.914354119074957	0.956523578016832	0.873977109189516	0.845983737794557	0.856148563257417	0.777004396949423	0.845746202677003	0.95650256184494	0.771181887342767	0.926685090771792	0.945308706409978	0.959302046711248	0.876813587517865	0.946311221748743	0.908632910361931	0.902586511858899	0.923940781422297	0.924277569885839	0.890578955123601	0.854563055886945	0.935294699750347	0.9415319680918	0.923019683085176	0.908038188735686	0.902138122199321	0.853239086000954	0.948876819996213	0.889972685418631	0.771312251783277	0.840438067587575	0.919639002578158	0.862010379443726	0.926790537296873	0.867496914572869	0.927363581060518	0.883732839679908	0.881857598826791	0.909612526521215	0.909981280011878	0.702804592774118	0.870657301498247	0.867870028459402	0.849257456625614	0.894703593789563	0.813135723068749	0.912927106392199	0.631490576703257	0.864672225419725	0.603401588457697	0.88335998024312	0.846669165376952	0.805565424847657	0.968909411465793	0.908026407239359	0.738503816793888	0.907290475658171	0.860252116611034
EPHB2	0.860197172578547	0.821261783843224	0.904442682640512	0.820479439619096	0.930322726448499	0.910170031510271	0.890395548925998	0.893513326727604	0.934635841641958	0.831949619539293	0.891931034321975	0.918547357974461	0.818350206920958	0.917915514252547	0.902985481013226	0.904325263191356	0.934411366318527	0.82515289115481	0.921956461515343	0.882250100866463	0.928689518276393	0.771412492012407	0.895516640043442	0.912810971162225	0.808172500996177	0.889746988975474	0.795473846445068	0.664242308784409	0.93637350809697	0.8955060802824	0.79165675619441	0.91325783347535	0.92271309405728	0.90930610223929	0.913094357244087	0.86244204530168	0.843904635516373	0.876553590752553	0.714377062425946	0.929679991710968	0.85651451819929	0.91692062871282	0.91797267433503	0.85895964596811	0.867471739820466	0.884925167128194	0.820746115543619	0.881303069957716	0.878637598493788	0.735480412121729	0.912605447554713	0.894148780205189	0.837607676014226	0.840368202189614	0.798788872133446	0.892781299027334	0.83041788485872	0.876558946415548	0.902592778302504	0.894180909121276	0.88689487494853	0.874360652988225	0.80711878138389	0.900523912897399	0.902059780826934	0.823082205966611	0.922604586080251	0.845221892571847	0.871273495567329	1	0.881760413345632	0.880233685308801	0.874192152833509	0.893805813445183	0.902670464917579	0.884562797507628	0.925629918832176	0.66744576555991	0.843105412106888	0.881841594861978	0.789865005712677	0.884830816568963	0.917003570977917	0.856058492491505	0.925735193538225	0.850150385654256	0.84396267533095	0.909708473780676	0.874690590736533	0.900719558798734	0.902399966849749	0.814623269660887	0.897339983778408	0.830818141324335	0.901079749466632	0.932166974379193	0.860008805167084	0.837058687324361	0.901075336989998	0.904427229436744	0.780212918600084	0.882672282369874	0.933963775772854	0.81269189576373	0.849254352066149	0.907426885396041	0.887154301518869	0.887605669995159	0.796601834581668	0.846469303121369	0.927277776642005	0.710370769239953	0.811551529867996	0.91499838603111	0.836317130640742	0.840302090204835	0.878141087604314	0.911800662539204	0.574105803611195	0.847543212695531	0.563164202320059	0.876658750536145	0.764721528475315	0.827084644490984	0.907093231079645	0.892827028191409	0.752202039287869	0.869710586485236	0.915039901008937
CD47	0.971080250886936	0.947209228135314	0.977100292838237	0.922396118868041	0.918775975145206	0.882713670828885	0.976407058155245	0.967668576583274	0.921377036839215	0.958871728172524	0.977764921564735	0.951191543236245	0.94456518647162	0.867964820526474	0.970604294954129	0.904616756926764	0.914525958546815	0.883005842366388	0.938883990872797	0.971987962730375	0.933140839896535	0.827479773688987	0.841287400892737	0.967302812426141	0.91091804079579	0.97186238129831	0.921332219157329	0.835249752340189	0.936254726321582	0.975775277110428	0.939206881759219	0.966408680330371	0.939224048410552	0.915502916825073	0.952102629434992	0.931840806270831	0.963448528486621	0.878012226772922	0.839447118364029	0.942331041478424	0.944520125810794	0.94899309479367	0.907300876378735	0.848915734527254	0.965780670992886	0.938696201494378	0.85556249607407	0.95545562153366	0.922195318528357	0.856124921055329	0.928851589245243	0.904479438864293	0.878476954675993	0.914168713074408	0.923250100446767	0.956328054406556	0.906394074519302	0.931546170543766	0.942934493282815	0.918050904321456	0.961181072599771	0.894375579991841	0.938715121913627	0.972982611546557	0.895793582323475	0.946813368613934	0.954017093809182	0.906499713293467	0.962022717538917	0.881760413345632	1	0.969716810333697	0.930183417203345	0.966874149786134	0.900308838154266	0.880508281602865	0.885141426787688	0.812026663748137	0.875689021753966	0.969689390409071	0.800968847274102	0.944238598946603	0.962704745535776	0.973860041350131	0.901379230844569	0.962723686368035	0.947575191380697	0.928960702626082	0.940742999538755	0.950012143832741	0.907133972282683	0.889423114477458	0.958045405494799	0.959330184178823	0.941022748815333	0.923674470802332	0.937284815369428	0.868147802973655	0.960419729165936	0.916324303341484	0.815243221880668	0.857327445939805	0.920622076211538	0.873854238262229	0.918404963922141	0.878272404392099	0.943706980008568	0.90908940230661	0.907407098162105	0.932889416962599	0.927792303327978	0.738310756471485	0.893609151685223	0.872329588522949	0.88051897311333	0.927358470108297	0.831510688866874	0.946160664434871	0.706299955218905	0.909885608610503	0.659021058667782	0.922240703728537	0.874556266371618	0.853372608868174	0.979072257045785	0.917676555489569	0.78544300943716	0.938648333967387	0.894995918238527
ITGAV	0.980306332343904	0.957696958746476	0.979269808199213	0.938147156508629	0.929250865904308	0.889827661483971	0.975467593310407	0.97884410568224	0.933658118308902	0.963280670970343	0.981679440007566	0.958627625399131	0.959412503101566	0.868855478893074	0.973433191748677	0.914051568117343	0.920989023921013	0.911542837585905	0.948712883497731	0.976873162416945	0.951194689798444	0.843263471871534	0.84431740100398	0.971813189146872	0.92156181996755	0.974536476033326	0.942425767059707	0.840677454780173	0.940695540692914	0.975491715112896	0.929655476788254	0.972466027635908	0.948340963321809	0.929517327117434	0.963675985697043	0.948382818645495	0.963337160062252	0.866396524982728	0.851690130475459	0.944931091627359	0.950421490841913	0.956247453963496	0.912582215184894	0.855300569702149	0.979332039427816	0.944632501647107	0.857722653623396	0.961289148853336	0.917296169793001	0.871526509152022	0.931265328086317	0.919762326884048	0.898778594977092	0.913152348450971	0.921870733927949	0.961829759467936	0.905596680730361	0.938981114466056	0.951135823482331	0.919258743115805	0.972753001435471	0.898916758460097	0.941160351309605	0.967417655701973	0.900279368410445	0.946497901209804	0.95932386121477	0.918996574686156	0.948470306679364	0.880233685308801	0.969716810333697	1	0.928489897068811	0.972498810446373	0.900598732492719	0.893983972978974	0.888825465294442	0.83248906448621	0.891895452994381	0.965751166240792	0.795660101378257	0.948382047140391	0.967612134237279	0.969719609134733	0.911856441834768	0.964293252116983	0.95988676500675	0.93693182851546	0.952569262613542	0.957866979737761	0.912017548268543	0.885163225891486	0.966910380465666	0.963991445801238	0.944896517215549	0.936185062401822	0.935178970369162	0.868555862092993	0.957425661747299	0.918998553770252	0.813359178754167	0.867816087591937	0.923906048336647	0.884030015540841	0.919585475502534	0.880649341664413	0.939590526920639	0.921997377940978	0.9126136092805	0.931898226107648	0.931426803830948	0.737763762508697	0.893984174565087	0.888712433146889	0.897880279327629	0.931522198071737	0.834419317649768	0.9527960301552	0.696693334795307	0.918082116724236	0.656755986273818	0.934903050724777	0.86400532011208	0.845398812897136	0.978921010914051	0.923101143594937	0.787536021863531	0.935321118635187	0.903851615792934
SLC16A1	0.933746243764804	0.905616453568451	0.944779667410446	0.884114601250753	0.92939876629464	0.906865722779478	0.942863490472887	0.932916353654437	0.925413659420118	0.900932813167433	0.94624502099628	0.942846503470897	0.8900940558798	0.87416533264144	0.952388064735613	0.907105815805188	0.919905508705602	0.872970376430855	0.936582691624091	0.93995017218862	0.923789507260676	0.817742146375271	0.86072261757393	0.95422432927182	0.853142615919496	0.934304423810949	0.886892194187829	0.758978407625959	0.928094604947612	0.942311716128502	0.894806777036348	0.944897505791678	0.931696434551869	0.908276080238731	0.943245474902083	0.926027103867116	0.916693695301083	0.85312884619963	0.795924073609666	0.929606491053717	0.91578725965419	0.947482340620643	0.921240004560756	0.854930652930123	0.942204077685781	0.911410791043503	0.83583725211001	0.922372886882839	0.902930054370704	0.828017761381279	0.915352401389447	0.896130349184783	0.844080350590305	0.901534444742826	0.874023706656713	0.921193297869062	0.891108825498193	0.919162945601133	0.927431270205186	0.894485254633237	0.933486178644636	0.879696735165165	0.886542133706289	0.936413095082609	0.903450080849451	0.905341792756031	0.939894273590387	0.877735601105326	0.914354119074957	0.874192152833509	0.930183417203345	0.928489897068811	1	0.931191374438584	0.902274964704748	0.882867250351968	0.904884507222187	0.756231626626684	0.879248899272884	0.924150187839469	0.752797995465284	0.933246758579022	0.941818493600355	0.928377989527355	0.910595928928584	0.91692148238841	0.909900291705372	0.928975561206139	0.917823539995935	0.935809789236538	0.912907954658288	0.846705000400502	0.937346798741231	0.900792633162808	0.921698107687388	0.925216761874419	0.895570768794274	0.86534419267173	0.936071282696891	0.914057462617828	0.819109989951915	0.857164480103272	0.916375745154293	0.858101465159624	0.893447037145504	0.896484411731925	0.920810852883312	0.91037360000482	0.84764290259612	0.877953463403078	0.919003877945769	0.678979460724893	0.85553705384188	0.893806307963997	0.849821282949683	0.90862160787382	0.87415845604261	0.929832801482967	0.639653849632114	0.89616170434753	0.592837305148548	0.903231192080763	0.806652569998613	0.827894787089349	0.946720175974424	0.915347794624091	0.766142792656884	0.900326877352712	0.904729845791097
IGF1R	0.972352405305035	0.952622244139893	0.978647663912909	0.948447596870917	0.926735684462787	0.881609361309152	0.982405897314063	0.980901965025212	0.934859708139758	0.966876507701415	0.981993564242011	0.962537678090903	0.945178445176711	0.867157824041145	0.968863589885945	0.89397422032361	0.923738153171836	0.906036831145508	0.948887443583189	0.979324323959285	0.951984099977082	0.820706354118401	0.837066960195457	0.979043720526166	0.907542918356059	0.97847718251898	0.930548504846348	0.843774275314115	0.948590909017629	0.971157646909939	0.931476242052759	0.967640011010021	0.952268392951293	0.948159900689193	0.961524710435007	0.94046702484405	0.958171306439615	0.866244280436756	0.83814068237984	0.951258367289945	0.948140478250998	0.954759407956268	0.902190299702042	0.862426385359552	0.96660397269101	0.943209223366889	0.87240775780385	0.962263957636851	0.91893334602526	0.869104830480897	0.944089565007927	0.914620851650398	0.897728120054622	0.913419809016523	0.923621725690011	0.966321215186384	0.907994214837064	0.93686504090958	0.952593410030994	0.908535433760898	0.967485559228161	0.900157633308722	0.946259211724921	0.957538747439067	0.910969631116765	0.946461681166239	0.96200856605097	0.921055922884367	0.956523578016832	0.893805813445183	0.966874149786134	0.972498810446373	0.931191374438584	1	0.906258380432686	0.877072656697526	0.886848358603988	0.830410464052662	0.871723460272647	0.978561150840028	0.794545709626275	0.939067736225265	0.96014294568936	0.975350590789576	0.906269496162352	0.95889678258039	0.942113252066163	0.925881489794917	0.952868388202468	0.943503428007205	0.906552090292545	0.88722300203473	0.961004680348318	0.963305897355482	0.938130315518956	0.946245152987783	0.929376994217576	0.866579157303488	0.960250598444209	0.910772677118963	0.815950795917349	0.851650351977034	0.928814194853899	0.885828204382187	0.916917996038999	0.874038690784474	0.937248294725024	0.910793920094303	0.911846927899722	0.929377530707482	0.925242749084951	0.708149449910505	0.881437125093211	0.890018945426415	0.883797855333638	0.916349689651118	0.835593640518877	0.948370471415843	0.681865765955116	0.905646413539439	0.639662026143684	0.913006915665805	0.868220621004203	0.852020557844164	0.977339617635107	0.918973879648299	0.767979942978088	0.931286681386926	0.889733914125995
