""	CCRL2	CCR1	C5AR1	TNFRSF1A	TREM1	THBD	TLR4	SIRPA	CD53	CD163	TLR2	PILRA	ITGAM	CSF3R	CD44	NECTIN2	APLP2	FPR1	SDC2	SIGLEC10	CD40	FFAR2	LILRB1	CD86	LILRB2	IL3RA	CSF1R	ACTR2	SCARF1	LILRA1	CD9	FLT1	SDC4	LAMP1	PECAM1	CANX	VSIR	INSR	KCNJ15	STX3	LRP1	KCNN4	TMIGD3	ABCA1	IGF2R	RXRA	PLXNB2	TNFRSF21	ITGA5	HAVCR2	TNFRSF10D	TRAF3	GPNMB	LPP	SORL1	ITGB8	IL6R	ENG	STAB1	NRP1	ITGAV	TLR6	SORT1	NOTCH2	TNFRSF10B	IGF1R	ACVRL1	TNFRSF10A	HLA.DPA1	TNFRSF14	BMPR2	RIPK1	ITGB1	MCFD2	CD300LF	ERAP1	CD47	ITGB2	TNFRSF1B	TLR1	LRP8	CLEC12A	STX4	ATP5F1B	CSF2RA	SELL	CD81	PTPRA	NOTCH1	CXCR4	SMAP1	NCSTN	ADCY7	CD74	CR1	ADGRE2	CD4	AMFR	JMJD6	TSPAN14	CD63	CCR5	RHBDF2	TFRC	PTPRC	SLC16A1	CD226	RACK1	ADGRE5	TRADD	SDC3	CD69	ITGAL	IL2RG	CD82	S1PR4	CD36	SPN	CD68	PTGER4	IL2RA
SCARF1	0.333139827141015	0.973321426988789	0.91305409898116	0.920939983246255	0.98302944701685	0.97578182359523	0.875106281090277	0.987402751262885	0.975178904467461	0.880661551898072	0.93805791693624	0.97168306832694	0.983243443772449	0.0760239365578782	0.972671566405458	0.97259655614993	0.950538741795132	0.837139959287442	0.975629336833519	0.955552864303358	0.962589435017172	0.32855258836197	0.950969984586973	0.973077641503518	0.870292399820657	0.965516863235187	0.985210248990164	0.973408887230179	1	0.797421625213672	0.953745363945524	0.98186215278285	0.973138769363721	0.963728188344294	0.818071652782357	0.983067270674361	0.96032268380674	0.977689798998091	-0.485454739707971	0.83781833246037	0.974967349224659	0.980832779245471	0.892678489116007	0.974272087876069	0.966571659459655	0.935681240027814	0.978970889551761	0.956580774260296	0.979165444042125	0.95467512008263	0.909242981693354	0.96165599383764	0.958508932637126	0.984737641603986	0.709431864624193	0.934238803373003	0.911764251267402	0.977633360543954	0.7040048349327	0.968396036886923	0.960040269798877	0.902321214645333	0.981625198420109	0.96567741107416	0.972107362504374	0.925461582548282	0.961639924315591	0.967162989981236	0.930815715783265	0.818373471346152	0.956787383789761	0.911105025769017	0.960135343269406	0.976074819076253	0.947128339154766	0.942707421912586	0.958329477533747	0.978476011645351	0.956278623021523	0.963537518578126	0.97446633798487	0.98247302203672	0.969332204234659	0.976481906456916	0.95645731577798	0.425653578117923	0.984184972947294	0.966717596777752	0.853130384713335	0.550636853188796	0.954938416539262	0.974125606775779	0.935086819213524	0.957138637456184	0.702557158457789	0.95439063634745	0.968115891936471	0.970655949663179	0.934229513191716	0.967345078648695	0.971387567631829	0.949732356795313	0.976570893847394	0.969615058820388	0.859985425377274	0.970136551891519	0.95564958433734	0.962225330703829	0.940986940146835	0.787960519421902	0.947827104506155	0.292495116293281	0.958468551586402	0.937836246213064	0.967255748577153	0.938302687127596	0.981556055484217	0.978085878472675	0.972889865761305	0.894386032957755	0.811185963622735
LILRA1	0.423352072351315	0.891997207694173	0.959908753125991	0.952244340607395	0.802435426941017	0.875098189200577	0.933590333575189	0.826815989742069	0.894300220610754	0.962982349773022	0.931014226691766	0.749419101076286	0.791031273811488	0.233633025304349	0.882934780858505	0.803588389256607	0.91677368257205	0.911438172852714	0.790455249429029	0.849255665530159	0.672210134256435	0.467552565562771	0.92761374754033	0.849192624686022	0.964558905314652	0.80415038296904	0.777184981525178	0.881450551493021	0.797421625213672	1	0.684346697797181	0.836495161772082	0.86193522762374	0.837183389850305	0.955449760340821	0.777568104394312	0.904145045519162	0.826071211406578	-0.41594521496317	0.690688165396196	0.833134365681748	0.747902872580334	0.856247600107065	0.858178846109985	0.816620013103652	0.944122371167025	0.751695487932572	0.708300947116661	0.869392503323691	0.875227069759155	0.931073851701004	0.885746008515781	0.689589039767563	0.792314417284528	0.712537407695789	0.867002589207939	0.934841414136951	0.845389452671721	0.975972899861891	0.687060849338146	0.881259600827293	0.605238336271761	0.774453712911166	0.795099173213786	0.84074451115682	0.754733146512203	0.866629341725282	0.8796768319788	0.745099821514316	0.549769815527867	0.780605345623655	0.86899611078092	0.894598364367922	0.791435232141095	0.893579912371798	0.769190343553593	0.847733042639044	0.745165626670396	0.842624678391946	0.851014802248949	0.749252315919454	0.829539236625363	0.875974542841032	0.726198998499752	0.804068760375915	0.699828295831847	0.792220429977067	0.844436247180268	0.900261404139869	0.435391933038314	0.80725422623115	0.845277575314325	0.872566970217657	0.746090513706004	0.91400709705917	0.927740206134248	0.737393470679819	0.823415979647256	0.899751527036168	0.876562847638544	0.836595672627919	0.660757251411106	0.784047269211232	0.785302195453472	0.844899097177072	0.747213405531295	0.704961458858294	0.783618859159462	0.905768726827173	0.656431979430656	0.892485610100558	0.0741525209265857	0.760924351773123	0.713924271895738	0.845558224092201	0.749377518636018	0.834357112600393	0.774431157710991	0.783315503500809	0.742182438916307	0.694723413836659
CD9	0.262286097748012	0.912363392522488	0.831361857878231	0.832188816475708	0.972206916575697	0.940196045337652	0.761713842552266	0.962809711160929	0.912935228757305	0.789492865784241	0.863792357562957	0.985316533985125	0.969373263109942	-0.092828611555599	0.934693154032367	0.950873136164554	0.903520979788239	0.721264690115533	0.975588871556446	0.925638371780775	0.959180928675868	0.125541545005583	0.886117995257378	0.945838806516544	0.762065815543125	0.958853867670145	0.965883857127455	0.929053192372323	0.953745363945524	0.684346697797181	1	0.953436911710099	0.924757768010613	0.955422040184057	0.73734296868214	0.981498921731035	0.896590384030761	0.942804576911987	-0.496479633276363	0.819244534740448	0.96198875334889	0.979581539308526	0.874421125962063	0.951528149290028	0.960007657277899	0.863664928416242	0.973739258865891	0.981043655590935	0.932822569269456	0.927390483727189	0.800940232259006	0.901144733741749	0.990500874224411	0.955485416128119	0.751448838655933	0.906918006455589	0.813298817513332	0.952223768046083	0.570338813089584	0.984042626681263	0.923806560697589	0.904921249868925	0.963048617499302	0.951963208651054	0.932807871886938	0.950802941952896	0.930984905282498	0.919430784427684	0.912792440392918	0.866297747823642	0.964772685982168	0.858445763268819	0.920474506855894	0.967922022872717	0.892358976163196	0.957250927066092	0.924373215915786	0.975878647101767	0.909771128734246	0.916243051907638	0.971034727776254	0.959779222742526	0.917504161721557	0.977574428261249	0.93832034500817	0.240385604539861	0.96956735844497	0.929518492133571	0.772404595707755	0.526619719494194	0.936343101635781	0.947300465219572	0.892945467821354	0.945941807712419	0.596792644641439	0.890776426049784	0.970419541757426	0.959989480157533	0.868159883573712	0.926439166111907	0.959874732053523	0.973082327388391	0.975718740797092	0.9595062954879	0.763445195990085	0.96531389304176	0.955926698127786	0.956805399909083	0.846496356961508	0.782809895884123	0.911044675212963	0.249474760463477	0.946786695756305	0.929017658281733	0.942260343267063	0.925915321558337	0.932591517866907	0.959519312763875	0.98056699286078	0.866923047788212	0.748996344183716
FLT1	0.291143247417814	0.985556376372183	0.927447960614158	0.925818931875417	0.985580820003962	0.99378143143376	0.868484876845694	0.991283737688731	0.976947257807099	0.899201475271079	0.939851780262577	0.975034217752674	0.994692680782525	-0.00478512008645445	0.98440912249021	0.984633953227692	0.967466954801571	0.82906446004399	0.991694796426533	0.968542912254756	0.957671081962611	0.270632184252111	0.967065817186308	0.989844717097419	0.883876401401811	0.97603370384474	0.991137036847885	0.98622516719174	0.98186215278285	0.836495161772082	0.953436911710099	1	0.982829234367045	0.975932307262455	0.837211212841258	0.988190622265233	0.964679712379408	0.993586170426303	-0.564422482741422	0.809068112571819	0.985763624488867	0.983750990608853	0.900947239653603	0.983903189704594	0.982420584996274	0.948258483081411	0.985483026810655	0.969592062948317	0.987427793062025	0.972607389393279	0.921933512651951	0.968912565493006	0.96300272762447	0.988781127389035	0.734782062763848	0.962453092014065	0.910812485805527	0.992025953656034	0.736452541434874	0.968743876855747	0.969470330362125	0.868765400214021	0.990650258451548	0.976749433429847	0.973355722770516	0.928186344293708	0.979124475960661	0.984693318340007	0.94376944204967	0.799321072158167	0.967218893237361	0.919261899859653	0.9825263125576	0.983226367760632	0.948988285992801	0.968871231384893	0.969636025636984	0.98359203415295	0.95329369635951	0.956779479082237	0.984228338938931	0.989214561318423	0.983539694646114	0.979100158396773	0.962945396806361	0.414737874496384	0.992111622187734	0.977847960810698	0.866413959687745	0.5413409924412	0.964699634908639	0.993179995919372	0.953736346801201	0.965385671712478	0.721241400042203	0.971218332371672	0.975547361342035	0.983421159907692	0.947998547876648	0.977601761676419	0.980074652093259	0.950108270887176	0.980708049565262	0.980338429005772	0.859500575505769	0.975999203891522	0.965275317504172	0.973375676771489	0.943159999758462	0.805716578206575	0.976531334794217	0.24928014877904	0.972405204378251	0.938178633869523	0.987578190492891	0.94962133944796	0.985208342959667	0.988022292130297	0.978812195911343	0.901308221948596	0.816842091598778
SDC4	0.318406962218659	0.97880943461587	0.939690702722529	0.940594613928651	0.967070812430354	0.983413116721754	0.878492583932604	0.975206059590001	0.983896398649811	0.91889959017789	0.945447975520823	0.951288342044944	0.971691671925544	-0.00657604373180813	0.984496864785529	0.983061547620314	0.97233083876245	0.860089948617558	0.969196051400252	0.972669448817956	0.945887806104844	0.255030445867818	0.97247871634128	0.992900691552208	0.907212182664303	0.961129204479195	0.969320339475503	0.991717832590569	0.973138769363721	0.86193522762374	0.924757768010613	0.982829234367045	1	0.975516400684294	0.873090324172943	0.974089102642923	0.97951084251852	0.973663139651677	-0.570830558481217	0.771311106403893	0.974866620363298	0.970803564064276	0.905899035735675	0.981033178655514	0.975038092138249	0.959165475943358	0.968052267921324	0.942780083957519	0.982070349296605	0.980886312995681	0.935887038883773	0.990170019278732	0.935061236691136	0.981108514190832	0.745060801161617	0.957331045206557	0.945389083197057	0.983657691310042	0.777953396758291	0.93811749542455	0.975525442920847	0.857348202384376	0.964165060720819	0.983567591460658	0.978516438708649	0.908511653239179	0.970067742229177	0.982243372748904	0.953467852596681	0.823996132021767	0.965739097122847	0.954557234567123	0.99030738045067	0.981917031764761	0.960637510317505	0.964646968308156	0.985354242348562	0.967519342293611	0.988036451095065	0.951945600856495	0.96257225609985	0.977600590179341	0.990756013337896	0.960413913923699	0.975051776007602	0.514131941533622	0.982636121037232	0.988866532757972	0.923435344174726	0.623451254964967	0.980541385712839	0.985246723073294	0.978924235608301	0.966711977438088	0.742574446859163	0.971267560900852	0.969193478731235	0.986077191175371	0.975459834426084	0.992514981368588	0.976302566189707	0.940873964196604	0.974196993261649	0.981630600384116	0.921852353417947	0.969352605587198	0.956335253563965	0.976055578173437	0.970969435993186	0.862710640812114	0.969758005049123	0.328246199018011	0.972126166427799	0.954461618032473	0.991295981000991	0.965736736889424	0.971361724186113	0.978070930694134	0.964517756543663	0.940143202190067	0.882569586075337
LAMP1	0.355483485390147	0.961261976930557	0.935357371053026	0.935749350073653	0.986108929856893	0.980645669673657	0.883334270659159	0.985357529768858	0.978013189005196	0.917048115642796	0.953447380735059	0.979778108299767	0.975540223456164	0.00424538199342821	0.989872464126341	0.977955119728985	0.973743699906067	0.861143416539554	0.976465977141912	0.984849877023448	0.926228090622898	0.239438229426487	0.967853472110244	0.984789820016798	0.893676258422223	0.987877874424867	0.963570996805869	0.985990593657173	0.963728188344294	0.837183389850305	0.955422040184057	0.975932307262455	0.975516400684294	1	0.883040941276206	0.984598228640201	0.970685957743667	0.959186318338828	-0.539982206178866	0.795653441540308	0.990772852858265	0.972102935195137	0.944814178493617	0.996006944864118	0.977112734542473	0.954976010293399	0.970441352391133	0.967729255722612	0.970249930425838	0.993198224564567	0.887069373788212	0.966486972979047	0.959242511978888	0.967725175881757	0.785804348072724	0.947657487734601	0.920190645934147	0.9887127276433	0.754042717326155	0.9474258405427	0.98338601836688	0.851237555115865	0.954508771336002	0.982563115216512	0.981442908441905	0.951276940115329	0.98278955004054	0.975108933146167	0.946491855315776	0.854753202373209	0.990547040265998	0.941294945162136	0.984228251022784	0.986841898532147	0.968689533840538	0.976168142312887	0.984416211237392	0.970548053550487	0.967091254457975	0.959482784080137	0.96721828205107	0.978008072131299	0.970598400317301	0.960571409380223	0.986038729839972	0.451444895741229	0.977141759626896	0.978593769776533	0.897962251196858	0.594218842345621	0.984838371123828	0.984517294421914	0.970789551647463	0.964099833550389	0.763740293340734	0.966742321257995	0.969814155300819	0.992931440918403	0.962797393843206	0.988520981801016	0.996624032451116	0.945982187603633	0.989330465431215	0.982482402131637	0.880088609975921	0.970151579167935	0.947949428066985	0.980018433240524	0.939309111259417	0.843460362029076	0.977796432932288	0.270875018853533	0.958801888785187	0.944942941807703	0.98515358857339	0.946016376692391	0.951334131156279	0.968252666556048	0.988200617346741	0.922881082022599	0.819113348186694
PECAM1	0.387333221143752	0.877310056149226	0.957823753561222	0.963491701448554	0.83725347939846	0.881587414426934	0.947250806089105	0.850450189285013	0.913102124437795	0.969410318653214	0.951776116320695	0.804515054483579	0.808693645192219	0.26402535330105	0.906849745603702	0.831900611963565	0.937375838230052	0.942526606840557	0.811198322303856	0.896914276627876	0.694448583436651	0.394197960598569	0.934848360197219	0.871812717609714	0.960383301301971	0.849735952835637	0.789853704593144	0.900513636216988	0.818071652782357	0.955449760340821	0.73734296868214	0.837211212841258	0.873090324172943	0.883040941276206	1	0.810115772500942	0.930272952985705	0.816351526889105	-0.351605719676788	0.716866863836861	0.872966447044096	0.783027325242299	0.925587352697337	0.893878719768222	0.847080251905338	0.946204767686672	0.782791709938496	0.755849717383935	0.877239162997958	0.909124611117784	0.894205202993223	0.901582067396005	0.74079908090659	0.808406296804739	0.810829401174888	0.861353667264539	0.934996939841155	0.871276254604577	0.944651281802471	0.721419615029769	0.921688499433994	0.656880683533035	0.776814886299746	0.827374177976015	0.876029221127897	0.835138268408675	0.885446745903106	0.884214976255107	0.781962528645749	0.622701371769338	0.843318340057895	0.910775836838098	0.910089808536265	0.82332505414279	0.937519032928311	0.806150844496816	0.885672900830112	0.778839440787048	0.880215401239198	0.889555938210896	0.77152129307123	0.847184197121472	0.877238885131974	0.757497156265438	0.852755881195214	0.711349344051907	0.814592516363993	0.869795942029703	0.910632752328419	0.498595978017047	0.851465009446222	0.862785256331905	0.908262938134227	0.784655371161096	0.932904740365409	0.929440503617389	0.778276193915856	0.864200995959264	0.922820637061827	0.904823140427089	0.875904753785181	0.712579674882922	0.835634635423804	0.823245279843261	0.873621129838259	0.785149201210277	0.734838154057938	0.828442220832474	0.914043414628827	0.718360586546465	0.903629494088187	0.124481055815837	0.784074415562092	0.755693242091369	0.865705158692366	0.781118821583824	0.824220913273865	0.790915853143513	0.833187087358455	0.7834705773704	0.711278216593088
CANX	0.304115700981599	0.964620405843169	0.899600225081866	0.900677891487406	0.992225943655828	0.979929515425464	0.83906343694096	0.991304113051605	0.964821763871397	0.870524306140938	0.921817729288711	0.991464565896695	0.994440495057342	-0.0489098222051133	0.977886510954521	0.986647658255404	0.95185462391474	0.808385989623746	0.992014208925588	0.969743892104926	0.971890967243666	0.200114302848708	0.947736045047533	0.9832849519594	0.84956364332326	0.982162010370487	0.991660325429188	0.977618352876976	0.983067270674361	0.777568104394312	0.981498921731035	0.988190622265233	0.974089102642923	0.984598228640201	0.810115772500942	1	0.953025661065839	0.980012426510323	-0.552758025215528	0.800517367266658	0.989232710675927	0.995574798547875	0.90374942692589	0.985122845950152	0.980950096561046	0.926423450149859	0.994472100687532	0.98775187563617	0.974814358925478	0.971943122412718	0.881430142357281	0.957020171533242	0.985448573992424	0.988818107302054	0.739790147446641	0.939985054738353	0.886824522550266	0.989317719385093	0.676637360386294	0.98601200565067	0.966995146311176	0.894625586218053	0.986471323797636	0.984385675455351	0.977199582754377	0.94313625251035	0.972860752681753	0.971813720839894	0.953927989233809	0.858555637793744	0.985850447731254	0.917171603645531	0.969378864631407	0.994368025644097	0.943562244302011	0.977588810334508	0.97233122891801	0.994965368352771	0.956523385334355	0.95543574166361	0.991999974641256	0.987263599371308	0.969697926969277	0.992138880065447	0.974238988633759	0.370042496046099	0.995369685116886	0.976629556887316	0.853156678651126	0.57175296421543	0.977153118024837	0.986992948688665	0.948254044471846	0.977715788077846	0.676039333116688	0.94861981208516	0.989522829193939	0.988986891348608	0.937378563464218	0.974136549404316	0.988203984854268	0.976842873645639	0.995312080073007	0.989194434847276	0.848009391578614	0.989482793157518	0.977068877270162	0.985497444138233	0.91830760451622	0.827715363992678	0.96068613414616	0.289501554086286	0.977507972360359	0.955067796031546	0.981737798345691	0.959986820741188	0.973604091374541	0.990423588759934	0.993171074269617	0.914687132131536	0.816668654017344
VSIR	0.338419332692374	0.980144591154087	0.970638351191523	0.978856496589351	0.955668795486471	0.978013600022197	0.93746533030472	0.969009820919396	0.991669163702462	0.964930301570879	0.97943840615033	0.937299416061853	0.954139772518964	0.108752073167286	0.989808236465024	0.964088748138171	0.986282141559954	0.924049048801851	0.944724043283837	0.980385187500262	0.898014198816827	0.320127326976534	0.991990141319589	0.974806595066807	0.954611072055625	0.954659833696672	0.949743439733191	0.992095715958191	0.96032268380674	0.904145045519162	0.896590384030761	0.964679712379408	0.97951084251852	0.970685957743667	0.930272952985705	0.953025661065839	1	0.958619928734661	-0.482109674834185	0.792746933096691	0.973628514824442	0.941969098753547	0.933916710817653	0.980152603266783	0.960429451008384	0.981328676048645	0.943060759534921	0.913984202219524	0.982384068543768	0.98221153969802	0.956504133206035	0.987727707812707	0.902819559256696	0.960803679979666	0.794487459424759	0.932148542794322	0.964268439469464	0.979267244339378	0.843644482533851	0.905444648291288	0.988583432344894	0.839956388748774	0.941304678023567	0.95631981779074	0.981644259242302	0.913380251183654	0.971633077202199	0.983280660611358	0.926336269904097	0.775666723793837	0.955796713911556	0.973399812287444	0.988057898058435	0.956406017097583	0.984247233365739	0.934177553784629	0.983177264567747	0.941777672723956	0.974130386862049	0.974284321587258	0.93584892063162	0.967155245036538	0.981408865954614	0.931996160800241	0.956473161915815	0.612903779355522	0.960163630416043	0.982548477732582	0.936869309465423	0.606724372574363	0.962060601082382	0.975860499486595	0.982395025871196	0.937750660752821	0.819870361019809	0.989029312343985	0.937776336581493	0.970275107824676	0.986341734980189	0.989207446105605	0.970463787507721	0.896963307018872	0.962089229388881	0.958175928577936	0.932483886262079	0.944297171257704	0.915666561717223	0.96138172212011	0.975989552971438	0.834327751240399	0.971253507872113	0.288073837497278	0.943255437619244	0.912218670913489	0.97129272807605	0.936262055649746	0.963176783894605	0.950629976186059	0.951890729706458	0.912277996829069	0.835075814952777
INSR	0.277662354525695	0.986117275214504	0.917573913180285	0.91452008082286	0.971688694857165	0.984063127186285	0.857302844481644	0.984501305420224	0.965111007364382	0.890529790755702	0.926200212295345	0.961113599165835	0.990536908833426	-0.023590525843263	0.974099997687287	0.981048822791955	0.954328527674931	0.818224860843184	0.981438120158002	0.959949206608201	0.958945750336924	0.256523574460937	0.959928586576338	0.976718369147177	0.876609028080918	0.957907174920898	0.992047409209346	0.978120003373574	0.977689798998091	0.826071211406578	0.942804576911987	0.993586170426303	0.973663139651677	0.959186318338828	0.816351526889105	0.980012426510323	0.958619928734661	1	-0.556928468085267	0.807664004543528	0.975783231473642	0.977090800594725	0.873036734907462	0.969717614558453	0.977359447120564	0.936982395954903	0.982184371630905	0.95864270353057	0.984594294414117	0.957393604304078	0.930713473934634	0.96355026831	0.950170157808267	0.987671832330679	0.728303849584144	0.939276149126234	0.900127813032154	0.984093714206024	0.729210000023252	0.96490860964557	0.958142713507711	0.882480350395794	0.993554446182949	0.967189471200875	0.965219398051414	0.908427494917634	0.968934410933733	0.980573112089611	0.937852373845045	0.786201633767275	0.951454820556115	0.913106674831992	0.971339114253717	0.9717237186588	0.931999882011045	0.956838242797168	0.959761999132257	0.97918677928024	0.94040265926419	0.953723452711358	0.979954065914942	0.981020063686328	0.979249722211352	0.976686205705967	0.944994255846616	0.417199990340497	0.986394700149494	0.973350555104654	0.858122937960715	0.539649549960196	0.950635155240369	0.987867296555868	0.944120437940632	0.958790772362845	0.700517509096293	0.964468994386482	0.969272348570632	0.969276401221883	0.939696867877456	0.964086524597225	0.963594648845638	0.942392583623947	0.96946618662443	0.971280906630439	0.853935239929214	0.970213745466805	0.962678844699168	0.9639545176178	0.931031161423916	0.795390976379629	0.964113863606232	0.253481980440796	0.971916842893679	0.928466729136426	0.976616798919911	0.946962178018426	0.990415140106269	0.986510763733232	0.96426849683091	0.889476999262489	0.814797202468178
KCNJ15	-0.052915182965901	-0.505803093399444	-0.435128246934591	-0.403029894243913	-0.528157744804726	-0.541949449807338	-0.305848323319063	-0.521172637757493	-0.479465044846402	-0.410735492015822	-0.403630923529545	-0.529071964159646	-0.54671709531006	0.510220224329602	-0.529245140373272	-0.576109286062526	-0.510971771888246	-0.25998410214593	-0.569345498254736	-0.513333268262899	-0.581945664920679	0.12209229915535	-0.486687462844345	-0.578289031091624	-0.372019164993577	-0.511432729989105	-0.548490471687909	-0.542539332395626	-0.485454739707971	-0.41594521496317	-0.496479633276363	-0.564422482741422	-0.570830558481217	-0.539982206178866	-0.351605719676788	-0.552758025215528	-0.482109674834185	-0.556928468085267	1	-0.171933889639101	-0.534914498938491	-0.573337728676105	-0.469371430700073	-0.518240206774704	-0.548826327482693	-0.466329196258246	-0.564536548988126	-0.569205662362769	-0.522273828755071	-0.563274527127137	-0.447833273801038	-0.543025165455891	-0.565848069573696	-0.532574990833168	-0.252935605608578	-0.559429072831788	-0.389414032191486	-0.542622010287267	-0.331255640140104	-0.557144325606918	-0.51628588092202	-0.319625398111867	-0.549791368605386	-0.582473952738708	-0.489668577372063	-0.449423227754305	-0.500695838998154	-0.553362363374705	-0.578561916089078	-0.516199417429389	-0.556287300152807	-0.48048271173003	-0.562773727819055	-0.597477174544066	-0.476545928151578	-0.590212485695308	-0.556064799354223	-0.56509073485286	-0.538758093631438	-0.385708976176556	-0.557777610529014	-0.557282935542816	-0.527428664275649	-0.574101783440489	-0.559702177715862	-0.155012680200051	-0.578456687333433	-0.551769626574361	-0.55084739605435	-0.484131675222149	-0.587264473890041	-0.556491801677221	-0.569462819577937	-0.577169074889129	-0.179787139697483	-0.474918738908259	-0.59645496242837	-0.56854910129305	-0.518452494488941	-0.549424108123739	-0.53239152823203	-0.601038108350234	-0.54189082374267	-0.591618490526054	-0.504904563263425	-0.581881900665765	-0.601091337750845	-0.596159668776706	-0.464378429311173	-0.607771649013098	-0.52911582965432	-0.409455323175178	-0.611578094484663	-0.590017081242692	-0.57548516344163	-0.627672220476737	-0.515844826661637	-0.5768973497123	-0.543534428172797	-0.60136011795012	-0.567479227117702
STX3	0.293443047896603	0.807083743099114	0.777118640429478	0.779899490282614	0.82576606855364	0.814004798077096	0.767115288897951	0.832724361455908	0.813775548781355	0.725576299942349	0.810416700226475	0.816828557831602	0.810017873422803	0.249205657966732	0.807421545970372	0.781708490780177	0.804565237956358	0.687395899698152	0.814282974984959	0.779144054521858	0.755094649405696	0.440873607313434	0.780261599805534	0.796575871765689	0.715327188362068	0.813418896579947	0.800267856901562	0.793599836458653	0.83781833246037	0.690688165396196	0.819244534740448	0.809068112571819	0.771311106403893	0.795653441540308	0.716866863836861	0.800517367266658	0.792746933096691	0.807664004543528	-0.171933889639101	1	0.811338795962612	0.792133713432669	0.788565955305388	0.813023076212855	0.829063507763422	0.780765326251417	0.7888052625339	0.776789375919093	0.819575869850735	0.770934786309953	0.735104935626621	0.775380162208268	0.789824130423237	0.794362320270221	0.746266786026189	0.795626591906159	0.763459042213064	0.797225456406668	0.612052414240746	0.788071572064169	0.790728256517715	0.832924706129534	0.809409622867614	0.763559920379888	0.775855470797913	0.866660006319627	0.789175623338014	0.783273862654289	0.706885622308942	0.606984862123868	0.764583360843557	0.717088524569708	0.78622222771215	0.773262928484168	0.771954042090717	0.75689353707932	0.750130934608229	0.783015707816495	0.749976298971301	0.813629472251879	0.777217792453941	0.813146418645953	0.781099547803507	0.782174409443319	0.764404119853837	0.290498859911031	0.79385029338566	0.763665406590644	0.649461891887236	0.346684407421602	0.728087326491694	0.798700412617597	0.740657822543145	0.741305959119256	0.663321009213117	0.805435119474469	0.769393337129305	0.78995946524046	0.730990069523046	0.774580316452594	0.794364545858336	0.740877764949509	0.794039604091642	0.769028035904586	0.635225486904397	0.757759759487321	0.744669950538549	0.75780396041685	0.766191691647363	0.543322218550656	0.783823070126752	0.0254455675100078	0.743155471172544	0.731855450174516	0.781753518498151	0.706866807948624	0.796662793123702	0.773447208551596	0.809120605717549	0.65571939069899	0.544575846250048
LRP1	0.308661175914395	0.972993925197942	0.937548968959844	0.937690639080703	0.992350536099826	0.990456024411834	0.883221584993914	0.993526176695418	0.976723385106952	0.913842377543801	0.953369292023253	0.987473173639279	0.986292030431508	0.014740352449275	0.991796043718769	0.982576795312926	0.980061064763076	0.847795302839119	0.988167459166006	0.982993452033059	0.940685906595379	0.234678779947491	0.970751305657602	0.98808157465943	0.890495923186247	0.982020355652272	0.981237837087022	0.98793803060536	0.974967349224659	0.833134365681748	0.96198875334889	0.985763624488867	0.974866620363298	0.990772852858265	0.872966447044096	0.989232710675927	0.973628514824442	0.975783231473642	-0.534914498938491	0.811338795962612	1	0.98140131638027	0.94657001003594	0.994947057587007	0.98603173384905	0.954924928229924	0.980753481890234	0.970835688486607	0.985518009162471	0.985601533672619	0.907590013466608	0.968818979754831	0.969370432778411	0.97558267973384	0.786261595709959	0.951204950635548	0.908492655161793	0.995519143272194	0.751462252277567	0.965292963919265	0.989606908973767	0.867176647007359	0.97491942435992	0.974437182689861	0.978303840962038	0.961774173284389	0.980954682331924	0.980347002398476	0.935256447813151	0.81958764628723	0.98389069123758	0.936378141540084	0.983959865965451	0.986156863696176	0.971093701476155	0.965372614460353	0.976840896837015	0.979293157822488	0.958345593171067	0.970092522435734	0.973347462510561	0.990712333440812	0.971597146816879	0.974500967391929	0.968813642706445	0.432820490279435	0.987409587667591	0.977432550858884	0.879779206287646	0.543073868955442	0.971803662769963	0.989365187638262	0.96286460067057	0.958771586066884	0.748358025534447	0.970116266170625	0.973758619989123	0.990327906286744	0.953301584502993	0.983345946802764	0.993062383883057	0.948134288749808	0.991656881718128	0.98107658076778	0.857887834514899	0.973813492955408	0.951966217735503	0.980841090172532	0.931139223409047	0.809660640430992	0.977831090971845	0.229592241938986	0.961029082250419	0.927732265997706	0.982463248943882	0.943912715461153	0.971881601894652	0.974373044207208	0.9933050472983	0.895592323922241	0.79117665957781
