""	THY1	LRP6	LRP4	EGFR	GPR37	CHL1	GPR37L1	SORT1	AR	ITGB8	FZD3	EDNRB	ITGAV	AQP1	RAMP1	CD47	SDC1	ITGA2	LRP8	NRCAM	MYLK	LRP1	PTPRK	CALCRL	IL17RC	ADCY1	TNFRSF11B	SMAD3	INSR	CD9	C1QBP	TSPAN5	SLC16A1	SDC2	TNFRSF1A	NOTCH1	CCR10	FGFR1	ADORA1	MRC2	EPHA7	CANX	VASN	FZD7	ITGA3	FGFR2	LPP	TNFRSF19	ABCA1	SORL1	TSPAN12	LIFR	CD44	CD82	MUC1	FZD6	NOTCH3	ATP5F1B	ACKR3	RAMP2	PTK7	CD63	SLC16A7	TFRC	CADM1	AMFR	SCARB1	PTPRA	ITGB1	PILRB	CELSR2	TNFRSF21	ADGRV1	SLC1A5	FZD5	CCR1	SDC3	SDC4	RXRA	KCND2	NOTCH2	TLR4	CD46	NRP2	APLP1	PLXNB1	CD99L2	TSPAN10	NRP1	RYK	HMMR	APLP2	ANTXR1	KCNJ10	TNFRSF12A	IGF2R	GPC1	CD81	CXADR	NCSTN	JMJD6	LAIR1	ITGA4	TNFRSF10B	PLXNB2	SMAP1	TNFRSF14	RACK1	TRADD	MERTK	ITGB2	MCFD2	PLAUR	HAVCR2	ADORA3	RHBDF2	HLA.DPB1	TSPAN14	C3AR1	CD68	CD163	SIRPA	CD4	PLXDC2	ADGRE2	TREM2	CD74	CXCR4	GPNMB	ENG	LAMP1	ERAP1	PTPRC	LRP10	STAB1	RPSA	CLEC2D	TREM1
PTPRA	0.844140178586019	0.883735262683615	0.586956941797973	0.859882647781767	0.736731749583822	0.821855813429675	0.896219378782123	0.967689309941915	0.825812359178136	0.879225992169796	0.862317247403096	0.833571372276602	0.984453554997439	0.824674124028793	0.832775796022924	0.982089339841112	0.647266308371929	0.845483571325552	0.902406617050702	0.871408664020036	0.532852530803341	0.984013254999245	0.621361155288693	0.768265884750777	0.619092668253587	0.871664348661949	0.818263523591469	0.879740483745259	0.554959139976584	0.974993634154021	0.755564258301855	0.846639407299417	0.96792072921192	0.45410292161381	0.972476211731659	0.913736255122815	0.849486855850172	0.629449277594812	0.748694541013003	0.950678841079809	0.621919361950563	0.976672324527303	-0.20849210274589	0.782905318993892	0.524858961585528	0.419176882617973	0.933885693929165	0.799901892372848	0.911828843338343	0.848791722410996	0.779329447109229	0.868027514638242	0.966746478456364	0.944256957357356	0.907144500887903	0.90175019716435	0.763470387406283	0.91592963923819	0.71535323353377	0.680710535103694	0.730270140539837	0.986082346604497	0.936737869115408	0.81492976222443	0.958278257853646	0.808218258154795	0.857189239403018	1	0.84252403462144	0.978131860980979	0.929892355388023	0.884101426337212	0.835323507739792	0.87989123662654	0.846821982084633	0.748906715926882	0.954126288026811	0.875132184310438	0.872825851802008	0.735962779707905	0.919605823379671	0.848967499419949	0.934714980242359	0.943924822254837	0.72078700613293	0.775945046619849	0.850467985970257	0.172232611463715	0.854657452328694	0.936861044093462	0.529378406894321	0.923092255772624	0.600717873610199	0.65888495612568	0.880401841789954	0.922181035682675	0.825350548488227	0.855907829757082	0.960858073248493	0.836846604766964	0.825353612160517	0.706252801146386	0.535026213931926	0.89303979748263	0.816864987424351	0.814524425153691	0.73897585429655	0.831185475114583	0.927059967949393	0.771012666785195	0.669464990985865	0.888902010407361	0.803119790129303	0.74869129683552	0.651075741356624	0.879744938638885	0.721906053392783	0.942098855842445	0.730722262287445	0.801881705537836	0.793874090944881	0.792679540186289	0.665455748384486	0.707642404856478	0.790029414502934	0.715406292644434	0.71991690064443	0.873469490001582	0.77152676311187	0.797537864454179	0.936996858775348	0.91770785215182	0.695063820937943	0.87062608500916	0.749007421967598	0.767909004240593	0.93096319353727	0.795223981841762
ITGB1	0.878662264513044	0.742388251206204	0.3821729019022	0.493607042585909	0.352985677039749	0.43812077425846	0.569838810983459	0.702247763962477	0.46536195240052	0.500557347026966	0.476270394822261	0.582532806431717	0.796019669191243	0.435187540965203	0.492050575438256	0.84507405159322	0.283085214102363	0.485643938239713	0.613666278721987	0.494484588947464	0.810822999767243	0.817058550255423	0.291891461862075	0.38609403339507	0.607968937584332	0.585847773347837	0.825775415579105	0.587130081976833	0.29626844029466	0.805449243708181	0.944357172412225	0.490142380261589	0.751676970223564	0.835119523165107	0.928801928477704	0.826486177698174	0.702013694270102	0.287408124416987	0.411570397673854	0.862441011658882	0.246764188983155	0.910143166299045	-0.0745516316673015	0.398703910605723	0.51961427429349	0.131317471778221	0.849511121240485	0.563915313982862	0.824734563711467	0.913189332633891	0.381321471232208	0.558025273734033	0.925651949100381	0.693958367262287	0.585007660676362	0.626369675705341	0.800970677209263	0.953166506740019	0.8629690492999	0.333780674306134	0.833683257448976	0.849287965922068	0.763954574199041	0.892330148139578	0.910819425015667	0.940878789312657	0.916369318837191	0.84252403462144	1	0.800551677163567	0.703887158160099	0.692069128434309	0.46137948431195	0.949959494332053	0.710443073581933	0.917161993418252	0.90161924383832	0.869578925460636	0.893718204512267	0.329220317793396	0.8575122315599	0.947598045114388	0.922460352118113	0.769004307009767	0.374976066513232	0.516009655794771	0.93313719927383	0.288007331286479	0.968454860859898	0.784545036603118	0.859542856333497	0.943043420991617	0.889042838289342	0.280545389962388	0.955206457439219	0.890641778861228	0.571147558067494	0.958908229403427	0.869010439528326	0.962054554605913	0.924541885580748	0.931050632286328	0.879406928086267	0.894706412377541	0.944619379176267	0.933812684620618	0.885038247675158	0.958096339969501	0.952066538725533	0.909833829661098	0.928089842869767	0.929395251605466	0.959008369953355	0.970572216803792	0.934227907708018	0.982686563776429	0.93362781241358	0.910308005657665	0.954234766174272	0.935396405681422	0.96058876089486	0.976684525770386	0.92347174177971	0.942192229857332	0.932575774339088	0.953238134130583	0.953423017108734	0.959535057102189	0.803505248343505	0.975935259669583	0.952009619707351	0.937091507722756	0.939173465281513	0.927241694790005	0.930856000940106	0.958548101625884	0.848929803945699	0.936087295732406
PILRB	0.776832093292619	0.869364133282168	0.665632412028287	0.882071954189743	0.75467631638715	0.797520850105479	0.921229289564743	0.974597888593956	0.834322494719609	0.876752606969318	0.871106556851217	0.786951120376633	0.973710231434472	0.821427022313483	0.835564462120076	0.951891231256123	0.661799409782128	0.82833936521848	0.923460043267069	0.877992761409591	0.430274973593704	0.978812121908356	0.614508217879403	0.737933512701774	0.569823849840152	0.911133519201328	0.775004498471615	0.901497491864456	0.549521151697038	0.960339014755234	0.695296456376181	0.839791618575096	0.960824982445164	0.380306031251668	0.945028702532971	0.871856114803685	0.841405255925876	0.667863274405712	0.738468788200088	0.955659080385342	0.63320446185449	0.934872231595667	-0.315577549369803	0.788190325625535	0.495490794245487	0.473255882989353	0.925729936491999	0.841889513355337	0.91115964584553	0.82332944098232	0.771898694155341	0.913465882045092	0.934531413524124	0.941052065911792	0.932154793178348	0.896846080640609	0.766399505469261	0.865905332573052	0.647845971599509	0.668192268612873	0.687061449072071	0.959964852258267	0.942149052332115	0.813675048282905	0.938230415864314	0.770155137780536	0.839020371353855	0.978131860980979	0.800551677163567	1	0.967757748312783	0.872556960336369	0.864295291006982	0.814461809824282	0.893361039429918	0.730107650747364	0.929253656930792	0.782996348689756	0.823025491017992	0.7402334784358	0.914236962708613	0.829981002878966	0.893568082273476	0.951982375031885	0.768309169913497	0.783896811310683	0.808898525682755	0.136342011582506	0.80361823475726	0.913089824780288	0.445685572011292	0.887045532438447	0.519720771442706	0.678709297313122	0.856563314486095	0.900370654871322	0.833676335459654	0.825796847783478	0.94268894970757	0.78556261860664	0.815949885796606	0.665613988299968	0.469800746938368	0.880186360810625	0.755071033247924	0.746191569261256	0.721726258894581	0.77754288902816	0.913408332462237	0.746392994018155	0.616899335730254	0.869576596294089	0.76794202905663	0.71280885721673	0.594505469941711	0.842720437896305	0.673918766337881	0.928060207332788	0.69127306734061	0.770999937565538	0.759364278671495	0.756192325900181	0.616273053869556	0.671689211995843	0.776784687118051	0.672038635747977	0.675818846869751	0.830744054649791	0.782244103405435	0.750410320218161	0.889289903827254	0.889680025500645	0.659065875888047	0.828518455093489	0.712830880072131	0.706059911066038	0.904752775843136	0.75633680319543
CELSR2	0.672524142306622	0.767147163172147	0.698340116980373	0.929464781434087	0.820540723976689	0.82226690242066	0.933872194015856	0.963951491874908	0.88069362312492	0.885246590068355	0.909222658373355	0.80041562990225	0.964492383167735	0.839115044685095	0.865917766767825	0.926862507132632	0.708259904984632	0.852162539088505	0.960037791619469	0.910052190865639	0.309528418798292	0.947658072283429	0.635607137335262	0.750931065618653	0.423419870580049	0.886843660883773	0.716391233040338	0.924731898466307	0.59284845740492	0.93888007069672	0.628339758186847	0.825710435257515	0.956663499008784	0.256973916306069	0.868393842696433	0.820840642409113	0.84812590462352	0.777666701180853	0.699842358955984	0.905721419586627	0.720812128061149	0.871495886768358	-0.366487659196822	0.7978178729842	0.452471849778925	0.475879067269879	0.885476791675288	0.788827399888082	0.859654941070842	0.756014463082499	0.821852368808569	0.940884797227499	0.880580496967286	0.957252842248097	0.946599756883928	0.834698381076854	0.662965347384466	0.794067497842269	0.554198675428715	0.735137311014392	0.554121446458477	0.92267085913626	0.904998680961421	0.723525956501009	0.899737634359001	0.660403981375159	0.747903065530177	0.929892355388023	0.703887158160099	0.967757748312783	1	0.859697938745241	0.89618836579271	0.739228266181117	0.885154685571432	0.654231049549281	0.84485687222663	0.722216206833011	0.761589433711247	0.811063713822313	0.833694850673104	0.751313746785506	0.811588188950295	0.947140915362318	0.812405608640392	0.73391560655024	0.772141707324166	0.135826577996695	0.701508998297489	0.892274625701723	0.311084061243183	0.819603139207052	0.416265069530132	0.779943384809058	0.80434998159084	0.792051432441004	0.876443020870161	0.743050785444991	0.915744755978107	0.68889368149984	0.695330299904839	0.57277135453556	0.361062120579573	0.874579982579449	0.644472755474733	0.670782908534244	0.647855235446937	0.698572018807918	0.825524778680889	0.664634063231409	0.530142062964185	0.813710862804469	0.696755191923351	0.62586742457719	0.496771549324493	0.757354878549751	0.582313673809244	0.862518144801035	0.602289448081206	0.706310603548077	0.651015853329071	0.67981227566082	0.506755756786612	0.572145676879859	0.67554123068857	0.582271520308553	0.579233948227413	0.766424203457292	0.739876689813301	0.644974811945636	0.830430929035211	0.806893092899829	0.564831358615813	0.746523321244978	0.594300660627085	0.626622152495237	0.880728819839922	0.68370710938242
TNFRSF21	0.558284070024424	0.852112800896242	0.741989399669778	0.816905331512285	0.5983323942342	0.707002859621969	0.918079987093902	0.882903487815446	0.706929463668672	0.790536131189144	0.795860417894529	0.680556706465163	0.90425541759801	0.716129666237248	0.683631894777628	0.869785081104991	0.413416915994094	0.803044327214035	0.921441286813112	0.794929508272716	0.319190628823951	0.896468707593852	0.353622795186049	0.651457682208215	0.339699945107023	0.885611478759695	0.876009829957162	0.939089267132977	0.35776400428008	0.867926953351828	0.681423121056376	0.691172982810619	0.892678408397704	0.265773585216868	0.861288345465524	0.683514711711002	0.647978599117548	0.489152016270926	0.565301894963656	0.906354080502897	0.469815383669069	0.825771009687702	-0.0766504780298243	0.605453618013482	0.760556062196676	0.297362838282406	0.955295815304142	0.802674553952773	0.912569370765976	0.864054131076216	0.654959061052495	0.909713495162448	0.877403763598515	0.927128589899742	0.789128413722973	0.807547139847412	0.444521907988649	0.808475700915606	0.569586273538595	0.491760951355483	0.632135138262021	0.849122734031863	0.939475597895373	0.829471530909575	0.88340816707327	0.745763684148293	0.846086615072365	0.884101426337212	0.692069128434309	0.872556960336369	0.859697938745241	1	0.815653563894605	0.72688325466331	0.912539109883955	0.766444985702838	0.805651177136873	0.71579789105056	0.867622806946745	0.631167496526558	0.905196245797604	0.830020761866913	0.859543969802388	0.953856366758622	0.526247927140516	0.487578088409588	0.80692466206823	0.0156997139674987	0.756577424775261	0.943620519375471	0.449261358975918	0.882529975606218	0.562978541139217	0.641188434588752	0.807658806237788	0.785418408879276	0.614302630139881	0.820164582524189	0.893855096437348	0.774633455379779	0.670851685755472	0.694924714426337	0.470330749037796	0.809213128551036	0.776237105983169	0.794941482968745	0.789483892419049	0.789053633599649	0.789665071349981	0.789839875840348	0.629636630065801	0.814793555807366	0.768309479613937	0.666775283749278	0.584699386856471	0.785071322998368	0.715879843485113	0.910387847027047	0.673499595826944	0.806663276857534	0.735219321079668	0.696422605869472	0.63737899401204	0.677054227204839	0.770625296437429	0.656974880865418	0.663468813003735	0.809266242172845	0.836047379512658	0.712119593694388	0.834545453027681	0.860477027968916	0.659967097430213	0.866662439597192	0.701221277856274	0.681534086575016	0.887951962388198	0.786751302398346
ADGRV1	0.502606568956343	0.671041429683621	0.717003251750615	0.969220361282566	0.880493580310735	0.884136395888062	0.934417999763073	0.928362208170987	0.932044149210494	0.925800263883709	0.959484374940327	0.79117512340503	0.882423230854104	0.897017643252333	0.904467531250385	0.830298275163993	0.758824994622543	0.861177323166025	0.94603505419143	0.952711089853574	0.0837458906837518	0.858349661441938	0.695698461301516	0.809569603996182	0.314363392341528	0.870688022108536	0.592546650243691	0.91601852933793	0.630795151036518	0.867876450649346	0.400467307162833	0.866734576674537	0.903559640934163	-0.0172951861829391	0.727675034267306	0.728196514034921	0.755529246647531	0.811459818723038	0.797034809872638	0.767394158156548	0.807004012997825	0.739374728486332	-0.361731827351786	0.880397046028134	0.368973201517351	0.56927949116143	0.773298020762276	0.772103543923457	0.761137260580754	0.568439858267705	0.901912941433374	0.935411364683399	0.73783033029136	0.912724655782897	0.948575453609502	0.857377126853542	0.46379615188075	0.625194886132504	0.414691022761515	0.791752388566952	0.399649960296829	0.829303833242127	0.800600567201916	0.525619413271412	0.749198768461031	0.467975899023408	0.584710837191908	0.835323507739792	0.46137948431195	0.864295291006982	0.89618836579271	0.815653563894605	1	0.570710910463529	0.753217825620287	0.409981319559314	0.69406206800206	0.604805293713652	0.646369417214509	0.888304235722182	0.72832136484614	0.55580730985578	0.68413826793509	0.881732794739179	0.795446324796511	0.703261290953748	0.544617945058907	0.103689327174242	0.521736310408502	0.841195523035096	0.052619629401017	0.652536675384612	0.17373460925696	0.874758573256591	0.601873098059132	0.690099044132986	0.828030480460822	0.532161805109065	0.78759296750642	0.491314291636341	0.479134137996127	0.325431144538661	0.0847283873803055	0.682455913391401	0.458742279970586	0.485566366900268	0.441832427533474	0.502306351461665	0.62696259513966	0.418543445594377	0.282818200629249	0.658029193102427	0.466501721326799	0.364510065898371	0.21904681842413	0.538056796175726	0.347150135253037	0.70914446459786	0.358564205057745	0.50144103113336	0.408591702107604	0.42276995857018	0.248591488883731	0.312504086296213	0.449183359759702	0.321254737720564	0.324141222919064	0.567235254575906	0.617946402919591	0.403390974095653	0.657053827794774	0.645402931133283	0.308274194930494	0.562985553118782	0.349655827930909	0.399427179307689	0.789808263905455	0.482853869903217
SLC1A5	0.90877887275645	0.711776963413252	0.380879419295333	0.588860546204547	0.479566781488019	0.564955211688548	0.617796889563695	0.758337397669247	0.572168674080599	0.603453565251026	0.590782918035738	0.677740895883907	0.850865167276213	0.518347808107661	0.618819105321936	0.909562840025961	0.4002665117177	0.612625534967643	0.676309108653015	0.604773717099431	0.812045023480507	0.848286087450825	0.39935515361786	0.479174701942839	0.564916623609425	0.597558627068511	0.787961417890182	0.630634371574843	0.329566510269602	0.846953341719956	0.932463889056934	0.588587316817335	0.813607133722351	0.770358953676428	0.93541987646964	0.882941640120961	0.737462905783788	0.400268316452554	0.515845633177541	0.859285856255397	0.376440949988266	0.939876989370466	-0.0262716870784961	0.508673135927867	0.499085451328984	0.167363500736329	0.85759603030447	0.515297442492565	0.809782785506099	0.885458256064584	0.528685468160426	0.594275654543695	0.948354023330742	0.747361034807066	0.657526672690027	0.659740141707532	0.744641452532198	0.966984764720574	0.835512317067811	0.460269106526647	0.787808195193729	0.903756493250429	0.761725314501567	0.813299397425264	0.932901973803085	0.887431223382381	0.884052929603087	0.87989123662654	0.949959494332053	0.814461809824282	0.739228266181117	0.72688325466331	0.570710910463529	1	0.674646162022586	0.839409486267264	0.894264812790961	0.937044082808434	0.929607336614023	0.480640886362222	0.838805801427093	0.904277640322906	0.902449234514138	0.800377268201406	0.436323167605145	0.543876736874032	0.937554078251589	0.251258019932199	0.928644582881641	0.81921905693133	0.796246362233139	0.939811495233727	0.837088552987937	0.386522254972429	0.936924436923863	0.861347929634001	0.679150289459599	0.92190296791986	0.896101691444511	0.915473160108794	0.840750845733907	0.865550746169583	0.81440889127488	0.927635849052702	0.920496742033266	0.941974625610056	0.814558041775728	0.947276729078011	0.92060596139188	0.855489144194426	0.886111284927616	0.936361908895825	0.926123213967669	0.904959173365098	0.868821270994686	0.943200385044497	0.880595148847902	0.888930818444322	0.893525548902039	0.893838786037252	0.883896812753607	0.943021765380222	0.85248184451077	0.868838272990272	0.857349581055595	0.895862734869425	0.894536678442088	0.957775726843315	0.751445603884519	0.931756893636169	0.970898212877195	0.921478488458367	0.872876561762147	0.893727221859486	0.855676667987652	0.949619331418381	0.887713209057591	0.90764837970349
FZD5	0.528420778312934	0.841286681545721	0.799053169162941	0.756731164919135	0.516388990831281	0.584528040426581	0.899057777784329	0.849303329515912	0.631250725155755	0.704277820466823	0.715643605822939	0.552983197613642	0.863433027792014	0.633788514266332	0.595824657535522	0.814098570230255	0.344890173988951	0.703626895823254	0.883449744133232	0.70865993908517	0.295950031348442	0.862313441584219	0.2686578821227	0.531108877393492	0.327540713246972	0.917202042670051	0.786627353421298	0.9114959781432	0.308518187306258	0.822569308005298	0.682532428264985	0.605968594613691	0.861195779488118	0.305888393052268	0.836794207395142	0.615846265773173	0.665696616798644	0.451741289020612	0.455136048107324	0.919654366596829	0.384068111182995	0.773724462349001	-0.252659381124261	0.524862814584202	0.740878669687212	0.323113353421599	0.92729247388758	0.865322498169106	0.910902493898544	0.869088946615689	0.539682441620493	0.918533024016279	0.839890332556573	0.869019762306282	0.783807665023065	0.769218565213856	0.520006421434987	0.778934202109134	0.495325442733211	0.394396676612149	0.64744818987339	0.796778188130612	0.937419118763438	0.878068139685925	0.866014162885275	0.742690243225738	0.851781423727058	0.846821982084633	0.710443073581933	0.893361039429918	0.885154685571432	0.912539109883955	0.753217825620287	0.674646162022586	1	0.812408863031558	0.779708259497778	0.620223684104895	0.807265542494463	0.52967858780656	0.891572395334079	0.838651532993774	0.815328563446557	0.9274980223243	0.562149288073773	0.487215874206628	0.794035675529215	0.038012178372913	0.723605178696758	0.868579140798265	0.448129068491172	0.852091787576888	0.546748060452051	0.604341326005266	0.817411927724677	0.772217663966292	0.586916970376327	0.818316212356466	0.850517434180738	0.770481621771497	0.745943654560118	0.721860645812861	0.492541809567999	0.811433243094862	0.729696220269066	0.737181032813116	0.820778368088881	0.762451292703722	0.811566751006647	0.803245464950208	0.641875344223306	0.813148887596817	0.775399753708948	0.712679288872852	0.606124071777165	0.792269004470736	0.716321738293791	0.898711107343031	0.712010993278642	0.808996668184649	0.756966339081031	0.722290004150546	0.655807089293303	0.705986657357459	0.808221370092204	0.684270050014404	0.687860377935017	0.778660370598533	0.859019592901407	0.715465812022292	0.785250693327111	0.841396412456508	0.702398219561314	0.840335872973674	0.728920667356355	0.674100936713705	0.8132715642506	0.779479198906201
CCR1	0.658360641690153	0.739421180395187	0.536329260236682	0.419086039844294	0.190115319388018	0.282659386636128	0.577857505983343	0.621067271381365	0.316418643612093	0.382475758988132	0.380455885374919	0.398897527964238	0.725329710539302	0.297105226250843	0.324383763863762	0.746378811046738	0.0383186444327738	0.417670345459499	0.611610158720894	0.38628715958361	0.680742408976714	0.740944163112571	0.00924508085221764	0.227390535384517	0.370922096490105	0.619939447659638	0.849210757541381	0.622393751824454	0.0719750810563034	0.706981955315796	0.928351285763177	0.313192570074566	0.686861218366323	0.751958224761831	0.849981822351297	0.62097453340583	0.545783393325838	0.119921675849331	0.200835154453276	0.854637277592307	0.0542287422008174	0.782887749051762	0.00436087259009273	0.193634032798279	0.755210946663624	0.0394473846712624	0.878956580464994	0.594628958802301	0.848254624494947	0.965114222377357	0.215256153521088	0.591657285896241	0.862346502183671	0.657424843276503	0.487078302844234	0.525101473655278	0.577403383208966	0.88436455488694	0.742066311542214	0.112252862368973	0.785079519543625	0.728864061838037	0.788418096320954	0.958812952728192	0.868900005147198	0.934893838157949	0.934508603139172	0.748906715926882	0.917161993418252	0.730107650747364	0.654231049549281	0.766444985702838	0.409981319559314	0.839409486267264	0.812408863031558	1	0.781667048490992	0.723232005660689	0.894695181763346	0.178327680063414	0.862017174038636	0.966247125350289	0.862309619620692	0.776948527553993	0.21139115799178	0.271938572441845	0.928230780113754	0.160155925738505	0.901645691035552	0.774791742940066	0.846526548559721	0.930416909597085	0.907290355295426	0.232739971323254	0.928045602370977	0.79759848366297	0.369959824076367	0.965696485487115	0.808058657025552	0.952919773877769	0.852649575445838	0.977011802363318	0.889327420732307	0.849316212387476	0.933815272794902	0.941328189283978	0.972184898940058	0.953991127863238	0.869861616842544	0.969465513797716	0.950889193659103	0.893334843609136	0.973381119611476	0.96147408891852	0.940738791455174	0.942858893522068	0.974319259378965	0.900876325383973	0.964571403681163	0.977571830571044	0.957313085302699	0.950967576108107	0.958088967902465	0.976443107428976	0.969598360092994	0.961262798470869	0.964856931302758	0.929501185652912	0.891749734833426	0.951623182213975	0.873866254151371	0.905139578905107	0.971121408842352	0.943986540874189	0.946279640558773	0.931089715868289	0.797006699126725	0.967583133799439
SDC3	0.877610888827009	0.863260301417764	0.497695510353221	0.740679312230569	0.606958078872613	0.69880499353436	0.781982989427699	0.888287732407635	0.706716636161604	0.769218126652009	0.728798494755411	0.731736199272148	0.914881235165939	0.699157197521135	0.731827902980421	0.928844406959773	0.560095193957137	0.704003024791432	0.787620668146654	0.746732492963386	0.587435467564605	0.948065107432536	0.565249482980036	0.63829576944033	0.70004496955748	0.785881185330923	0.824783036092841	0.762705317286703	0.461642946177414	0.929465044980775	0.774421488378119	0.769923186757132	0.88473215438654	0.563643781856733	0.979033920491972	0.895023856704776	0.771056768788368	0.509182153493953	0.702352296884415	0.939473930173904	0.487637732138707	0.963851161316446	-0.247630590013886	0.694150623013528	0.451920044548245	0.356685131501902	0.903265708996271	0.73951457739101	0.895828165371506	0.86288220302462	0.644635150143088	0.751343560936148	0.949720390122457	0.853684885329909	0.797639320760632	0.852696563042489	0.833820492721479	0.91256235869493	0.797734119945398	0.548505842930788	0.7940489763799	0.949536289576601	0.871243207166797	0.849692574729338	0.940507398632655	0.871313726427379	0.893840005798701	0.954126288026811	0.90161924383832	0.929253656930792	0.84485687222663	0.805651177136873	0.69406206800206	0.894264812790961	0.779708259497778	0.781667048490992	1	0.866184628448244	0.875124673080176	0.592942703122406	0.915282764345469	0.88431961859689	0.932167616023069	0.871421435950081	0.634258875789173	0.756364506465286	0.842570098662861	0.145464755301538	0.912769333971581	0.8782510071456	0.633357655893196	0.926908094890874	0.673002040443162	0.488272819505949	0.895312572272243	0.962858367943508	0.739002138356476	0.893437747872114	0.932123761585684	0.880519958394086	0.900391736678575	0.765445902433772	0.632661167160442	0.855981705359567	0.871424557134421	0.826777410290065	0.7710614815077	0.850313866616457	0.968090646367436	0.827744488265821	0.734198560189436	0.889713577087142	0.842740991927242	0.809226354436713	0.725207706049942	0.914002278448964	0.778704136668349	0.942798735900527	0.797319255838029	0.829681548792813	0.871808743240548	0.842628228342704	0.757078871894485	0.787699238023892	0.853604566369564	0.782258600588125	0.788013536810366	0.902321007704967	0.779172493593668	0.867312921850872	0.945480717865917	0.947119729210932	0.762655386731949	0.891154497340136	0.83988049550171	0.800153196124423	0.897845363845372	0.836478374741177
SDC4	0.887384168345676	0.686963770476314	0.322447261008863	0.640952594424127	0.561840418683881	0.688562636519474	0.651912470851351	0.779609093128898	0.663055607925675	0.676959481467629	0.659988360086375	0.785553490143968	0.851391889567016	0.631269814356163	0.682279745690564	0.912118183049665	0.489921480465992	0.665038136526569	0.696633762875429	0.675508541463816	0.733042989787531	0.839929077101529	0.523921482122526	0.624800163361735	0.598856267020521	0.587560903670496	0.76151491365453	0.646835600525288	0.49066102532798	0.870629086852782	0.850646543418479	0.661157101525009	0.839777549339188	0.659988585407208	0.895222738944234	0.898789906729128	0.758775894859413	0.478734243663998	0.597622016763842	0.789548917631288	0.497195536142725	0.933691251397344	-0.0205628354813625	0.602668358142504	0.433570406326683	0.144340188809404	0.807438441730567	0.503112382123462	0.794306861638069	0.796684026258256	0.620837511036077	0.60410947411497	0.914686595175838	0.792059455362742	0.683797680399671	0.712505508352456	0.687068340201062	0.914647091622145	0.793291392636575	0.574491261475743	0.712625922868715	0.901484091944871	0.737127273227774	0.703954547509074	0.88874216239053	0.804808672262002	0.797632700642201	0.875132184310438	0.869578925460636	0.782996348689756	0.722216206833011	0.71579789105056	0.604805293713652	0.937044082808434	0.620223684104895	0.723232005660689	0.866184628448244	1	0.878145127832371	0.581755663217487	0.772511854337836	0.808985232474697	0.896955832371745	0.771627694785618	0.501062379931251	0.593053210259455	0.866258738126102	0.250446296045291	0.877917927005204	0.81463990690816	0.68825120052905	0.881712837720442	0.756233877901957	0.50058271565129	0.861776590646199	0.830208291277694	0.723316908338064	0.818333195034932	0.876858440423168	0.858207524464715	0.749746324348738	0.743276469528463	0.685160981575083	0.850624234510415	0.840812160911986	0.863919381410402	0.718912001296829	0.866143943526187	0.847227183725162	0.734918757222021	0.76549606387977	0.849390380656634	0.821444115858185	0.807697007747659	0.745091198135349	0.866389675748155	0.761641380502529	0.830398565171089	0.791164465591433	0.801568678330887	0.7879898185238	0.826193225526332	0.728701195724397	0.736625418872647	0.73096571641698	0.770536024880441	0.768969519379949	0.881732010651882	0.700320208542369	0.818950042243118	0.931547758519812	0.852351466750321	0.746242771076621	0.838789507349157	0.731095146975606	0.857033196771726	0.861466365879102	0.81525249896691
