""	TREM2	CD68	ITGB2	CD93	HLA.DPB1	PLAUR	CD44	CD4	SORL1	CD33	CD81	C3AR1	LRP1	ABCA1	SCARB1	PTGER4	TLR1	C1QBP	HAVCR2	TNFRSF1A	TLR4	ITGA4	TNFRSF1B	LAIR1	FPR1	ITGB1	TLR2	NRP1	ITGAM	PLXDC2	ITGAX	CD163	ITGAL	C5AR1	AXL	ENG	CCR1	LILRB1	TFRC	PTPRC	CD40	ADORA3	CD180	SLC1A5	CD46	RHBDF2	RXRA	UNC5B	MRC2	LILRB2	ADCY7	TMIGD3	ITGA6	SDC3	TNFRSF14	MERTK	GPNMB	STAB1	VSIR	CD74	ADRB2	KCNQ3	APLP2	ITGB5	SIGIRR	TLR7	CD69	SIRPA	CD47	LPP	ITGAV	PILRA	ASGR1	TREM1	FPR3	TSPAN14	ADGRE2	SORT1	TSPAN15	PLD2	CANX	THBD	CD63	SMAP1	GPR84	RACK1	MCFD2	IL6R	AMFR	PECAM1	CLEC12A	ST14	PLXNB2	SIGLEC5	ALOX5	ITGA5	FZD1	TRPM2	IGF2R	P2RY6	KCNN4	SPN	TNFRSF12A	TNFRSF10B	CD9	NOTCH2	CXCR4	NCSTN	CD72	ATP5F1B	TRADD	NRP2	TSPAN17	JMJD6	STX4	CCRL2	CADM1	IL2RG	LAMP1	CD82	ADGRE5	SIGLEC10	ERAP1	PTPRA	NCL	SLC16A1	PILRB	CLEC2D	LRP10	RPSA
NRP1	0.85834694092494	0.827254679389599	0.906103908352298	0.80621768234873	0.499448989195131	0.852815601842553	0.36358427146218	0.880502051351989	0.873941537909482	0.826680595945516	0.858209592206604	0.808633140804744	0.845705998316148	0.352793238367842	0.836608694949245	0.571036667747638	0.860103802831603	0.86493129017448	0.874819480853666	0.889523183134845	0.675701279931335	0.890961915913008	0.756544687806653	0.880506287941626	0.818579991555933	0.913599253612552	0.809306965245297	1	0.88877159948026	0.833941594722192	0.334396984247293	0.888433042652513	0.774840428482439	0.501798529947485	0.704142378606663	0.908176917481754	0.895714442178797	0.795006491636149	0.398829755068187	0.875381603482437	0.801390963660218	0.844150457916872	0.698763361892366	0.842151455942041	0.849847788824	0.860197362077383	0.672072727656227	0.737753112834308	0.683992957012198	0.60013819259184	0.763946259890112	0.909088459690149	0.818793211683047	0.652198687940778	0.435090919441423	0.718126606631675	0.268081177814669	0.857418434277369	0.729147336968219	0.6478027978173	0.59950996073345	0.737445970984102	0.939334818681877	0.819653184067514	0.801085461948736	0.676542654815306	0.563999033434785	0.893315094598931	0.889941303872688	0.864066090071817	0.816317865919626	0.472056990432096	0.279752314676562	0.402535734233111	0.728026564755245	0.769853939840858	0.692101925891592	0.793552252344346	0.903561555253127	0.751406714361917	0.933391620883062	0.699398060996641	0.914216350682401	0.784606868185229	0.832632202062511	0.848235373118656	0.899587818482845	0.664988956149976	0.612815039901455	0.614400808788945	0.356001507124436	0.847607844218154	0.885112753174803	0.877745967050709	0.843748959304667	0.679977418831035	0.611972967357722	0.826517180694709	0.624692862794921	0.84855566580232	0.807515014881929	0.710470107486356	0.807201772149497	0.688843037868896	0.551589194715001	0.558698352640574	0.257808543418307	0.856264558261237	0.507120502298623	0.877085864932456	0.820595992281695	0.579330549444675	0.858016105980027	0.738346161216072	0.781292108337867	0.772157586487791	0.775406834427154	0.587354585266434	0.887978550051443	0.840854334306658	0.614712449298026	0.651250366895114	0.821421249453877	0.823558998278666	0.87889140894176	0.824307597085844	0.652552385227455	0.714859128752017	0.831349361407128	0.892379743987307
ITGAM	0.825176680850738	0.794187778245091	0.893955573395105	0.801016074304652	0.600598446880523	0.869451693984139	0.498886504886382	0.876310343596652	0.864885001371074	0.843036405952644	0.836684610141394	0.801120128953852	0.83764289264711	0.336733278368626	0.808622650124617	0.662563345685984	0.843470586806181	0.856921552453061	0.853873154327717	0.876060528045668	0.734484701309818	0.89743727886028	0.779052196995595	0.863404395110266	0.799773220313537	0.890514697570691	0.865582040003354	0.88877159948026	1	0.866445623648625	0.352536536701845	0.870364377372978	0.80441588494054	0.593461267277671	0.729402707957141	0.883306858731612	0.865351400666377	0.802332739688008	0.504916048445753	0.900941721937739	0.769804814828409	0.81825569791988	0.68703133763816	0.853875706679104	0.849613089962104	0.844588326283512	0.688459200575794	0.721279102515602	0.665027625985498	0.688200918101907	0.798706983767343	0.836911405466221	0.778860399375628	0.630158347709675	0.457863725443845	0.725988852925417	0.243107330372243	0.80859512573319	0.779027298922058	0.706588503555888	0.646993493031626	0.748798392744336	0.885741864945005	0.770351349271468	0.846715340646911	0.723548280369073	0.636267509068164	0.91306846486973	0.885590213195599	0.867777366531382	0.815428874511927	0.52587666202099	0.395337638927	0.473818849809599	0.828473446083249	0.784391907054821	0.741364256127086	0.802739953361267	0.862817366423726	0.765762156218579	0.9030445492579	0.787552628947423	0.856910983391616	0.803006022067032	0.841750068096578	0.904864770335053	0.859974707858212	0.70586053460724	0.628647291842027	0.680796378903123	0.503600118885859	0.849913166077178	0.881619755962424	0.798873932317324	0.866322543709576	0.6912757160786	0.677317943262515	0.822500581329397	0.600903797282267	0.818118821294582	0.768498568178562	0.700593757671913	0.755469041997025	0.740342518804298	0.571240274608806	0.591505423954627	0.458317476648065	0.836744051308115	0.574673239456733	0.855035406468468	0.843245770564363	0.552102787294708	0.831265172828187	0.807930948175772	0.800252327084798	0.794490183858418	0.763878417732066	0.637689882958417	0.836295778390239	0.814080846798395	0.720007657000312	0.663806011020793	0.818431474050545	0.805769974512242	0.888135008051837	0.780894902042917	0.703444344567979	0.774720090829492	0.86302661592564	0.920117302029874
PLXDC2	0.891882108197088	0.805763715587931	0.865238299981078	0.712873573544254	0.826310457144713	0.820186021527006	0.272008479008937	0.951465020202757	0.949309310773603	0.86157595498571	0.94047166560555	0.851385013240067	0.909346170154559	0.26787610017857	0.833839826708679	0.838412847905166	0.889765491827253	0.75990042644518	0.865195879596144	0.942713016362767	0.849286599240645	0.87132070918239	0.830909566983513	0.940667323051396	0.833326954664253	0.892796036447749	0.894619054787317	0.833941594722192	0.866445623648625	1	0.313322852523112	0.916730984732789	0.914920831576905	0.714257600273941	0.935528449953955	0.867187510614975	0.868760792147352	0.94866132015874	0.738589515590658	0.942643498524095	0.81488479901165	0.936314061875403	0.470350966702749	0.817570729387522	0.856516433455253	0.946420009041651	0.537150464503126	0.902104470211913	0.796830719704256	0.801923880589217	0.917338829788624	0.798355565227222	0.872730068571064	0.863896850135804	0.440797157046627	0.929202561072713	0.0675420418681284	0.879129710513016	0.906778942736118	0.888423911980137	0.818192310362082	0.870516547030348	0.824660665215389	0.861349776958704	0.777924361056003	0.911427348225658	0.825788292439083	0.897409607039161	0.840385991289555	0.930387187346405	0.946113745455881	0.588570014381978	0.0906425150234691	0.133652208201495	0.822304167308733	0.906328424868152	0.915423010443333	0.87402476771642	0.87966503472634	0.876805187814073	0.844090374900402	0.749514192134797	0.7750990735404	0.775375192079312	0.903008194844489	0.905305382065889	0.862165722445828	0.592814160971674	0.61530120000723	0.892470472593543	0.625486814361699	0.762174744648094	0.869385912533505	0.725969310701057	0.813256013692632	0.435713348084183	0.824742840619057	0.873832248983168	0.469202061337554	0.753040148164868	0.598573319790849	0.599919199793458	0.584593564313826	0.774066458871358	0.450245718919594	0.636627697658374	0.409909124157983	0.812079216143548	0.690399886641071	0.750117293606577	0.89416110494768	0.495988596782599	0.888100078165975	0.837774897399526	0.913236672468098	0.819333690183903	0.793344217191835	0.581666025848226	0.809015150358911	0.699279654425539	0.82065070982602	0.893112802209456	0.806275664469601	0.880983327042328	0.812176786970282	0.734833844892052	0.864680466436018	0.804672256126726	0.952104461588451	0.844781522922388
ITGAX	0.13318711722308	0.57779702006003	0.233822620584588	0.126767067278781	0.106999260227207	0.563442877317349	0.598523288712846	0.25229160483973	0.256691951169927	0.0569699831847701	0.250205430933755	0.144505203487887	0.425545795666572	0.81235710815393	0.288755141220899	0.400560460992956	0.346007015395256	0.0602685571351592	0.342763558987657	0.225656002095877	0.454652218056192	0.17315472047853	0.639604748586525	0.129985504728839	0.025485486947419	0.408619617528187	0.259476130094695	0.334396984247293	0.352536536701845	0.313322852523112	1	0.161623043222346	0.277217723572941	0.704177138829646	0.203200144495787	0.154750045565355	0.385666596175662	0.153098176543188	0.308203024159785	0.303047973606593	0.350529613618864	0.116414168781339	0.543236590285835	0.116775407216546	0.328134500112872	0.191002865960823	0.580095347032259	0.117636704739647	0.0693927308746023	0.0901507094432415	0.147483003891141	0.332277526119077	0.097299698735812	0.177000360037073	0.75903512098465	0.289208510389408	0.778396313280248	0.0604182305447857	0.0896399531978252	0.0775473231406451	0.133935218177951	0.393282848555856	0.298550413497634	0.398525643964355	0.497624880454248	0.179434193165084	0.260268540470188	0.402832471889657	0.173734437732329	0.280323596255579	0.198056688580641	0.63272355171359	0.0999637907833481	0.472240889938578	0.200513879956835	0.450214070006412	0.22579159407256	0.445797572061438	0.160789751991151	0.29706276117392	0.378964697416116	0.147241232414653	0.370310950229522	0.625780388567641	0.167550703443104	0.44169543370759	0.39939929624913	0.63392321662966	0.630163025899847	0.22769470233674	-0.162771671546292	0.221942775158559	0.315169775106375	0.168216864318062	0.109540980883562	0.387076418769432	0.403387395430378	0.113651233053271	0.689512060260531	0.108386253695128	0.130880402761301	0.17617908287789	0.394678995234182	0.153955679743029	0.667142802129753	0.511239334376384	0.510962766629362	0.184344983171142	0.529700529249661	0.112954383041314	0.32999822755626	0.773460979850443	0.183943431048276	0.373833026500425	0.393826199307943	0.512337680938048	0.537008786792821	0.58247488246808	0.41750789161275	0.419967040193228	0.329393469993426	0.0365308004910517	0.110364575905555	0.364376512001671	0.131163915522046	0.121197148121971	0.172925020208453	0.435859626023753	0.329925211777459	0.343558025650998
CD163	0.96126118805455	0.762197900657505	0.932680791429552	0.768569114378881	0.73601872255589	0.815619552749151	0.18297607574261	0.94498695816321	0.948161993875858	0.932643881604946	0.93809496740768	0.925366780857187	0.862436275155326	0.142524796396473	0.827724220820483	0.688898407966821	0.884855279707437	0.86624024917474	0.919326734236558	0.948058992136237	0.710071963401964	0.905151033820817	0.721316717910549	0.965811869523744	0.937292874058772	0.909248144564461	0.900953321396839	0.888433042652513	0.870364377372978	0.916730984732789	0.161623043222346	1	0.856110663234676	0.524963324708408	0.855262478103782	0.949685933153154	0.866847793582806	0.91858490045753	0.554497662616905	0.945600644590887	0.835513254373042	0.952546109822548	0.521253474804291	0.882179394772375	0.886525724480886	0.919086550766467	0.482947614446565	0.8424729085149	0.791303433495154	0.732381297171572	0.877786651151779	0.861142896199567	0.879297158463159	0.799003237626134	0.293007728020292	0.83783186810245	0.0340155482644905	0.903121645325051	0.883216435313878	0.860983733479772	0.742506497610419	0.772774537380816	0.914053099606475	0.810610260752724	0.751967865544658	0.817333374832096	0.703799557433668	0.885114718786749	0.899234140930653	0.911346954957155	0.903498154248221	0.461711063393738	0.184620810586935	0.228788137553024	0.822374514548173	0.838912969522004	0.820636739521563	0.794280971701022	0.931996811153259	0.824799099727568	0.876083431454626	0.768818498885441	0.855605162022304	0.685800671323183	0.920703248437508	0.828726236511411	0.85554365816752	0.501395591725415	0.498394102270183	0.776367281064775	0.613661907617375	0.836578696670097	0.871189749293162	0.837743930264311	0.903884769503061	0.557676236009594	0.715542504614604	0.891615693341441	0.418469471766912	0.85755835900229	0.751357122928336	0.648934459854276	0.67741250841057	0.798520380565378	0.483901896960105	0.481179512565572	0.34180702106322	0.902792646679139	0.577705316590623	0.871126245080077	0.86616441501834	0.394620704631791	0.884761693908853	0.783262908427726	0.853958306592124	0.795580407385991	0.763402563474111	0.48498146863053	0.847705678273476	0.776402527676958	0.714801477499191	0.835144558225862	0.863200131714561	0.834037875209089	0.889087037502679	0.828141144213231	0.7775772147075	0.705264073206623	0.880559609970875	0.835582096786345
ITGAL	0.812900551518355	0.708177207703607	0.789031628008184	0.706555703527387	0.739998715496926	0.752528327532318	0.253317331105184	0.909302495320158	0.883191781051628	0.783902866053815	0.895730313427252	0.752595561480986	0.864990294885105	0.20402541453192	0.764644512284988	0.781234346687791	0.791342919036331	0.715582963764375	0.782019342765833	0.861256398993569	0.77131844273813	0.825515244995258	0.742890482804311	0.877128301980626	0.761402823665656	0.814504668611966	0.822290919692328	0.774840428482439	0.80441588494054	0.914920831576905	0.277217723572941	0.856110663234676	1	0.652769692232271	0.842387071318546	0.809264761512988	0.77663499037475	0.875711677838634	0.713913843170857	0.869417279444286	0.70098309148727	0.857929152097682	0.45451562667079	0.77145478788067	0.787528700819558	0.872048679871518	0.503474695089773	0.841059503312934	0.738441194456207	0.752972782275147	0.856154266428106	0.751276661047402	0.81665957337155	0.82245583374043	0.347571804210004	0.858517442846413	0.0122896872437668	0.852648745092992	0.797663762006235	0.791306387747107	0.740059534533258	0.78661398557969	0.758257288555006	0.841259853150799	0.725689215577316	0.822121935530866	0.783548067845654	0.837035236810768	0.793550849567082	0.882279936525156	0.902917659308382	0.464488083720022	0.113794895189661	0.153421297200461	0.756945389019748	0.83633702499954	0.866923269857916	0.826441518675182	0.812431894763199	0.78890875380379	0.790275566822457	0.746765247679652	0.692086448372948	0.706166875720137	0.827027514985074	0.840492564621449	0.808186079812946	0.522461020565951	0.569064212334545	0.810166283001297	0.561153323134885	0.754699348570482	0.819410737272337	0.694223001356113	0.759151809773824	0.429846593621272	0.77384049208991	0.826834220468253	0.451089639904576	0.688372074893759	0.563615840149752	0.609994001602395	0.550515858697604	0.756559118731529	0.382348930157293	0.568651411271961	0.347699312211745	0.760652425258696	0.601301519674678	0.699546045381828	0.797945247926909	0.443796092754039	0.847002538160506	0.751216701655714	0.834240410457038	0.735586691066135	0.723520308039637	0.514489813135684	0.715358408441566	0.665341170102506	0.775800377222867	0.805857813169371	0.773761233077898	0.832950051454422	0.768933887539355	0.719430919713062	0.830212952389442	0.78122210163056	0.877450980604426	0.796183581525528
C5AR1	0.493135768619927	0.726649905441348	0.507334762286592	0.310366238532432	0.568723998590544	0.728355328880642	0.481641324264656	0.612936023080923	0.632444840920919	0.408219142878886	0.613044880275561	0.519207371942311	0.707364806508497	0.675225519693462	0.550637551654504	0.788723155224401	0.641116564420801	0.2937033223773	0.615371604180886	0.607434652890684	0.805096231806438	0.464199497812395	0.871348538459223	0.531712449213611	0.403287419754044	0.665785471875638	0.60866387943482	0.501798529947485	0.593461267277671	0.714257600273941	0.704177138829646	0.524963324708408	0.652769692232271	1	0.643303702687635	0.455561452013748	0.64897091330484	0.580046609501955	0.733685033789838	0.654217268883759	0.595869998955095	0.525613551555929	0.463506795536073	0.434159844296399	0.626781787989627	0.586242477441882	0.563452871107365	0.563418040627902	0.459145331044502	0.456242291663608	0.577594490814991	0.506433617595473	0.478571977660113	0.606379993110235	0.730143595836544	0.713087412419309	0.471310614569935	0.422071301847457	0.563400515207526	0.561060418155296	0.579513584026079	0.713969576563006	0.507502509061317	0.638803328238398	0.659572863668302	0.648243745989865	0.698111491115625	0.652489794436772	0.435809750371494	0.614430815002958	0.606944597520186	0.798366672486206	-0.0588051146240166	0.223383437503171	0.523248900129241	0.789198650612757	0.685972275346703	0.753014985280954	0.462147131976126	0.685435631386094	0.592633984149795	0.470613923206681	0.509434790788616	0.768233700423765	0.537078034332216	0.705389676134691	0.616029157513811	0.68696545264437	0.707641810134536	0.705434794752396	0.272858249140177	0.410319678791028	0.566074520175511	0.31972452601914	0.384134348401434	0.305121938009542	0.771853391176573	0.469620565072844	0.592295770671751	0.324055525853711	0.217078405957805	0.266312208308886	0.410426829369135	0.526940118047894	0.611252388609811	0.675328008102316	0.631698500300275	0.453805793948785	0.772370197487653	0.330787002805716	0.66863722312674	0.726723608505894	0.529474551679355	0.692454642435186	0.759191431208383	0.751731325865741	0.726071531483137	0.656361074923735	0.590181435510773	0.538589496558552	0.676710244808997	0.510402274534251	0.395779171193874	0.663062338622197	0.398532726084142	0.342632174129214	0.635419501725805	0.698925640924335	0.675335184816926	0.5588778148481
AXL	0.870417071953841	0.720164373445012	0.785403083465092	0.564877974663065	0.894329519487793	0.707223858071829	0.045195228437149	0.867736186809997	0.884090213143965	0.803185017436273	0.875491419927721	0.828993353025606	0.815419196851292	0.142746111356502	0.758821632416983	0.798949377217695	0.835996888091977	0.632004618362158	0.805972172367736	0.879565920009636	0.791237158992531	0.765608733805719	0.726412047689424	0.884021312094272	0.796300717662382	0.794667233014632	0.807841716678757	0.704142378606663	0.729402707957141	0.935528449953955	0.203200144495787	0.855262478103782	0.842387071318546	0.643303702687635	1	0.784728534404857	0.765310192617887	0.918966615868548	0.706894516557902	0.87129275877308	0.75896497647098	0.907794576843176	0.298190819771735	0.718429377919922	0.7925366789243	0.885110409486001	0.326659167279671	0.882793517072235	0.780318039811081	0.772411256729201	0.862490796192823	0.688384854384015	0.813587569269468	0.867460468794286	0.354551145951537	0.905847862461377	-0.0354228729321876	0.801682537381865	0.917485257509851	0.933964620611282	0.796790576704273	0.838418509587864	0.714168738507367	0.751533400686025	0.621654445560971	0.909961097051407	0.777695183281332	0.7788966525214	0.734473636907651	0.839337583970426	0.887847713413906	0.570753909805843	-0.0967829435717793	-0.0577711594887599	0.740471568208832	0.837849301439809	0.87566003233397	0.769354416739376	0.81886209688847	0.838020909957971	0.696673301723173	0.606985620730008	0.667701698137326	0.637481986723552	0.833041892935319	0.780709610685665	0.72770338425459	0.425559887804577	0.47939360344221	0.906463381700226	0.689012568152167	0.604520858106075	0.726110120202595	0.618077897842236	0.721655713514539	0.250223862866702	0.788376618952836	0.77692301213518	0.306581729660172	0.669322211167541	0.461359727416866	0.441745450423448	0.432004417359435	0.701554156943212	0.369350911134484	0.522587304953269	0.380432030771376	0.713822546272406	0.684565985051004	0.632806210689332	0.830884607001834	0.350448467139981	0.80006563579903	0.758446242247333	0.86619143899049	0.725711409304569	0.720794660878013	0.455170842024948	0.725460009289068	0.555495978841298	0.747465037836601	0.925611391032641	0.720157256559387	0.781827839023287	0.678605836132177	0.602959295985206	0.825325414434804	0.692036928718296	0.881808048117265	0.689713482061235
ENG	0.946572379464022	0.748580912634009	0.963482944849886	0.820585737002478	0.63078214433911	0.83694043504092	0.23222056219268	0.913209091420967	0.910558244109687	0.9282474243796	0.884141169181043	0.91109162393715	0.824363951399723	0.159981279192325	0.788299812008949	0.586955265211249	0.871295168302463	0.913467404406156	0.917553745730475	0.924881419575003	0.622595537479272	0.922305290083415	0.708165512780892	0.942026321430576	0.933704628530779	0.914099906627651	0.859847912708682	0.908176917481754	0.883306858731612	0.867187510614975	0.154750045565355	0.949685933153154	0.809264761512988	0.455561452013748	0.784728534404857	1	0.836666834427035	0.86065969885303	0.450255818106092	0.923579286167195	0.818652842178294	0.906093459297731	0.625060281971812	0.892420989069126	0.872512317629198	0.891989565621776	0.51102459459447	0.773335435309084	0.75276895221562	0.676234368708067	0.801713095959508	0.916656746453965	0.81294113005611	0.692256066239178	0.289639595585413	0.739512496807352	0.0760403072310706	0.887416175741464	0.834309824084721	0.775251560817077	0.658253675791207	0.710163709734371	0.938221605918544	0.757493644411497	0.763641696058029	0.75093506615167	0.608152369026998	0.89108745324758	0.924400751848208	0.884063489587569	0.850870949406275	0.421583353466249	0.268616926290466	0.359211093805031	0.780998141685145	0.762829204455585	0.743568118384483	0.756096398297677	0.947121188254105	0.803283783958753	0.900157719381127	0.753063286874802	0.885860459698665	0.695959088686733	0.913440618446865	0.833233425886943	0.839022191549793	0.522263301447397	0.465157536139806	0.657222125902676	0.525866813901868	0.843526040744507	0.851832588798313	0.877322048740702	0.928508159012671	0.620749730354131	0.63882087243785	0.883846637901012	0.427237552706964	0.910304286039754	0.853487314442392	0.702704237478113	0.78234423085701	0.773500859261	0.513084814055177	0.446549324714558	0.287688384616794	0.911424558409477	0.520546336526529	0.922736220900955	0.843182536716983	0.386334047529678	0.862982438031782	0.77536442727514	0.814829269583543	0.775919150673511	0.739061677836311	0.497358669111114	0.849927014404176	0.816683907976451	0.624141879712148	0.749544765203794	0.867726333349191	0.773809707860156	0.919819724474148	0.854489374994241	0.687959181403393	0.689948276594654	0.851167101187961	0.873742259188639
CCR1	0.843082504165427	0.881911558341242	0.882594387980825	0.66701664550088	0.628832934047113	0.846518854789057	0.42475046268449	0.87727992507338	0.888825659677945	0.831271201416219	0.829326478198721	0.839867504150565	0.817868683362204	0.457172835292024	0.846946907765501	0.682391504705351	0.909194381003052	0.790371506389352	0.894879241133157	0.90944886536425	0.795021670717774	0.823492085919578	0.848093141214438	0.8762396634328	0.806646400746556	0.915166722199855	0.850894345256249	0.895714442178797	0.865351400666377	0.868760792147352	0.385666596175662	0.866847793582806	0.77663499037475	0.64897091330484	0.765310192617887	0.836666834427035	1	0.818533223388951	0.484247480548758	0.904175325547382	0.845380829467894	0.863591848723697	0.662081613625636	0.836709250158267	0.866094627350666	0.871329589395624	0.681579975501866	0.731556459793933	0.634791565025898	0.650811168021165	0.785870477949554	0.84206261162069	0.8153642549983	0.678109353434795	0.574854939091874	0.773332017805623	0.324370342433971	0.781348131109064	0.819093428314527	0.737667110494935	0.671548153046457	0.794474762266167	0.900922631033966	0.795627387355904	0.821199705990601	0.740261098413134	0.640358870563728	0.874128645705054	0.856416121081698	0.842861036676725	0.822294741262787	0.654676444848578	0.143845235640873	0.294797090424432	0.768447168702931	0.836044937418263	0.724302213001272	0.844614644132863	0.847923892815933	0.781959658172196	0.921003369140184	0.68113948425675	0.888851112176035	0.851841820431648	0.81802071929493	0.885749532067885	0.899347823606701	0.719005390488192	0.70052037515479	0.725522689343383	0.437837825250568	0.764291517197368	0.845275002746418	0.771670229996243	0.803559969360375	0.594500595501943	0.667510370554821	0.781880015119988	0.633436814824019	0.785962240472736	0.66197964100046	0.611377919932693	0.690555470723257	0.706040371134966	0.573945678158448	0.653910550593472	0.401664411542727	0.825286711818584	0.652489635615572	0.819864572590606	0.896274991705102	0.638746806621341	0.836608903157071	0.800235951869783	0.794667216431233	0.811442647638717	0.815721232423526	0.681996550524942	0.90675571152168	0.801318187686259	0.658790058669966	0.717232626761123	0.787106570280742	0.847389432036426	0.819116166517839	0.722012000509591	0.716264667341383	0.764795677184373	0.87741091122123	0.874873669005959
LILRB1	0.900043665201069	0.723527097284461	0.843725552424745	0.716665479306459	0.829477893386274	0.746454039880187	0.159709803732365	0.941241254232561	0.914682960078424	0.885127334486715	0.915889448921636	0.84162644945733	0.86133514277108	0.0767764473480866	0.809617988895788	0.786607535011995	0.83877148280706	0.774915702614165	0.826124581080753	0.922872008174968	0.772786222936122	0.868166464378203	0.716734089591353	0.949776962647201	0.847866660231645	0.833706582742084	0.867769350850733	0.795006491636149	0.802332739688008	0.94866132015874	0.153098176543188	0.91858490045753	0.875711677838634	0.580046609501955	0.918966615868548	0.86065969885303	0.818533223388951	1	0.697007848813164	0.904484346416734	0.78451802497366	0.953550962533502	0.370349843837215	0.813241029053565	0.791854238496252	0.933348551937446	0.420837977724913	0.911562622392213	0.808198412609168	0.835835283277676	0.917732329245249	0.773576944353268	0.886956652342981	0.843351237694851	0.286015254045691	0.908178531187877	-0.0906232320854155	0.89523463121058	0.912783475255083	0.895047096924244	0.826004732477023	0.801501556839722	0.798782533807674	0.803181928095056	0.712721375756538	0.897729358351044	0.796500759214562	0.852998313042091	0.823514348988345	0.910956911398746	0.930276126294263	0.449893924804178	0.101829263167514	0.0628594602588981	0.811548568916175	0.843504435143448	0.893554686363376	0.792513488626115	0.88465944940271	0.839082931777255	0.787666802625162	0.764966234416389	0.734527024104576	0.674039056037438	0.904859631947021	0.842339279587013	0.809160725866857	0.460089391901976	0.489529501770504	0.870603574404228	0.694627421353282	0.749301010836046	0.824106127961797	0.738665814255958	0.82762724200131	0.391175775279564	0.755824708446988	0.875839849698221	0.337261841972099	0.752363157338813	0.585911461778921	0.602769023491382	0.513709858743544	0.7698125936596	0.330461172223919	0.549384447052133	0.314721134548987	0.798734012979458	0.607277024620997	0.746619381594765	0.8535846852722	0.344788483635742	0.890399382158699	0.788385949988996	0.852065922636742	0.740894756430254	0.688185369699631	0.439475732820238	0.75207922620039	0.626573407978244	0.776210376518449	0.924730301236123	0.810464851660034	0.835588544745696	0.809502238009687	0.730640446933983	0.847912208182924	0.702351607514579	0.919334774053589	0.801894837821975
TFRC	0.480715885864316	0.440409749426954	0.399811118795466	0.415991897701866	0.678678010909454	0.515880431658261	0.181542613394862	0.672344934254282	0.61067720396361	0.463206639572338	0.689217468232872	0.436557118800844	0.682825248221878	0.146803600155965	0.493560050620513	0.880931060759192	0.490062704286841	0.316577152386395	0.441147119570045	0.58241556049355	0.737312910535226	0.499721033986702	0.628885697870799	0.582925367881201	0.409744967584473	0.502633749742041	0.568746165436766	0.398829755068187	0.504916048445753	0.738589515590658	0.308203024159785	0.554497662616905	0.713913843170857	0.733685033789838	0.706894516557902	0.450255818106092	0.484247480548758	0.697007848813164	1	0.585619211445793	0.455622918049808	0.586492166399832	0.063597618031207	0.431094648542954	0.441350609692838	0.643787216537107	0.308849447790166	0.728579351327324	0.616084842930223	0.610089128697845	0.701006443094352	0.383625152208023	0.579836377243849	0.754944907273639	0.28498027501064	0.795582506666591	-0.121161762435702	0.595792655365651	0.600365248760503	0.638143080570507	0.785195666676446	0.651833723581642	0.348915008360399	0.637243446411208	0.489167487557689	0.755204244597807	0.897424860341587	0.595580260731651	0.389323573817622	0.677560209889365	0.703660327635182	0.385703463046611	-0.0904997729617648	-0.0993572760024858	0.529655505895611	0.728023902570909	0.861611378470158	0.61065597716813	0.477545330308441	0.62153014239326	0.423831163022763	0.609059108791509	0.267757936790558	0.473592289038949	0.617991118525961	0.617533503557512	0.520396838283779	0.362132773395309	0.445458645830626	0.771426583568501	0.523342598532921	0.420758028003033	0.575943639465277	0.274147644578526	0.390848975952055	0.0810583946182516	0.803374587558281	0.609572816304813	0.216944381437935	0.255263164781006	0.150053634072523	0.352904280753323	0.168026502242289	0.616295364786686	0.146352156863853	0.526918434484874	0.354893513752946	0.377049615304457	0.529651032746897	0.256846614634747	0.549072405364689	0.35307698679451	0.591121322238571	0.629829916610189	0.725768683817939	0.599115092763194	0.473200642795633	0.361784645571628	0.325702991936083	0.286534797718965	0.762760986074047	0.699562483234036	0.403557050835087	0.626283121359404	0.42177137958018	0.400348330025255	0.753347494251845	0.556137459591031	0.678714348686347	0.479303665380664
