""	PARD3	EGFR	F2R	ITGB8	KLRC2	PLXNB1	SMAP1	CD9	THY1	KCND2	CD44	IGF2R	TNFRSF21	ITGAV	SMAD3	IL1RAPL1	FZD3	ANTXR1	ADGRV1	KCNJ10	LRP6	LRP1	NOTCH1	CANX	PTPRA	IGF1R	C1QBP	CD81	S1PR1	CD47	ADCYAP1R1	PTPRS	CELSR2	PTPRK	VANGL2	LRP5	TGFBR3	AR	SDC2	ADCY8	GPR37L1	TSHR	INSR	LRP4	RYK	EDNRB	ASGR1	CACNA1C	LRP8	CD99L2	MCFD2	LINGO1	APLP2	NOTCH2	SLC16A1	ITGB1	SEMA4C	PLXNB2	CD46	PILRB	SLC16A7	S1PR2	LPP	TFRC	ABCA1	SCARB1	SORT1	TLR4	SORL1	SIRPA
CD44	0.491760728277843	-0.0818673282914223	0.620442839089971	0.622667613463738	-0.25873529951089	0.422363204351013	0.468382526649624	0.837362675024575	-0.204778233009138	0.171921056910919	1	0.185719842216858	0.120219905379063	0.785721285051964	-0.0171202710607717	0.140677410168979	0.654355363477674	0.351206504247754	0.873251337239636	0.496405667747896	0.332468264036718	0.238104630855966	0.220211503623833	0.508677869811707	0.682425840503693	0.135186669169324	0.0497427775993097	0.503900733904923	0.908603767597717	0.634907671853482	0.912373523345433	-0.121229003047825	0.616147500328893	-0.00438534389781816	0.290204734349043	0.0307104388157572	0.899724955029605	0.337875610509596	0.935239910364754	0.901999372341533	0.415168146144688	-0.12922113483039	0.198956227148459	0.34060474319159	0.085283982063261	0.941427101301636	-0.124132029234913	-0.0842086662932862	-0.033004988410455	0.394143656830637	0.573540543326638	-0.109943253511495	0.522143542451464	0.23923488074159	0.10523849141897	0.0930054091290315	0.0880717249824474	0.408239576680522	-0.0528683723417229	0.380897638462688	0.240814672442678	-0.13687515284695	0.813746680063943	0.248154477826997	0.875166516670424	0.292686772042922	0.60976655643883	0.857753931908805	0.944201443197724	0.878242540750604
IGF2R	0.846261184258382	0.916794126021486	0.79794277428763	0.700314425496198	0.785117437175776	0.87493570254301	0.886942409406927	0.247049469614395	0.827509211784334	0.886261119017915	0.185719842216858	1	0.931653631902012	0.68222116120104	0.911651093687088	0.826666349542858	0.784020994546212	0.938820471249643	0.139332373304467	0.887549223206534	0.921358076921174	0.939693736273489	0.941187632758249	0.906337622861265	0.80129654514797	0.953807770168958	0.863187516003037	0.771500564175142	0.180807806282338	0.767753321742381	0.229642645091847	0.871143090613834	0.799122769075564	0.910612934669464	0.87759474053906	0.885354153784533	0.20775863119009	0.902085254753694	0.149110883899854	0.1070773051692	0.851348006924346	0.850297284064585	0.939986539103919	0.922317722959603	0.93925394043941	0.141088826593652	0.82172927007267	0.865999931736281	0.871945716859993	0.893106067341333	0.863986024474438	0.848139225036374	0.881073235034711	0.95760771218726	0.950486279454682	0.959207601638634	0.866021918759653	0.84532062903167	0.832747091168842	0.866160743286555	0.905616521296142	0.837818388726844	0.599933110111376	0.794196472799036	0.457304820386972	0.857572937325086	0.761091203608223	0.18128448272918	0.313234954312236	0.318976318153791
TNFRSF21	0.766089112970887	0.909818449571531	0.730021778776546	0.555006205314775	0.855416448845546	0.897201479327321	0.903096195733498	0.274064373539049	0.905933825959754	0.873506643044248	0.120219905379063	0.931653631902012	1	0.625819464037157	0.925280763696767	0.72835120085847	0.681898352509435	0.918716574060507	0.074748930124419	0.8330085989853	0.847311451033804	0.948087314812731	0.953613062669408	0.879875079448311	0.75981976261812	0.90634635157087	0.954252773436019	0.8470289987738	0.0937001497130171	0.726285871227803	0.220578753533535	0.848164516354523	0.771401875798547	0.873201907493158	0.786369360438761	0.896177668142315	0.0834187968501438	0.855214932339988	0.104543703912398	-0.00412242792916105	0.89621982087298	0.852608013342538	0.923113644010616	0.878733264408875	0.928202094906565	0.0898084068292718	0.889019733459914	0.850044495743829	0.8745866907404	0.894740724479306	0.83295582621053	0.920598704429899	0.839673737182547	0.928788491235515	0.953269732216878	0.947427577512923	0.898636698304538	0.846557203615294	0.755851599536235	0.835465605276451	0.84481546365427	0.875450888471268	0.507187255921126	0.720060987002773	0.326740497125066	0.924591407373872	0.675212223541106	0.165772306941219	0.233036591804872	0.299716386764064
ITGAV	0.862199721824731	0.490028917306321	0.912297772332455	0.868577159409644	0.289056445365434	0.795885710607128	0.856798787008366	0.766126749838615	0.324807347369335	0.675193989971908	0.785721285051964	0.68222116120104	0.625819464037157	1	0.52736339881725	0.61929207340074	0.920594189482915	0.792138127571861	0.70544087825459	0.888529226391546	0.784346625233955	0.728541515092621	0.706316195288548	0.894284620832385	0.958848205052808	0.649691378975995	0.520708171011918	0.801795884149662	0.755086777621437	0.934638351141354	0.788659590342905	0.439030770468372	0.925741080270356	0.539570611879373	0.730233070744918	0.547418233285943	0.760258280676163	0.744470826284292	0.749538305596749	0.697950284184197	0.80445980347113	0.3801208365522	0.703693140306598	0.785925962662126	0.602361449523503	0.765523071094062	0.384817563709949	0.450416458839575	0.489465762973549	0.802207781290045	0.902394509349684	0.433877786506348	0.905036081456201	0.726205760610957	0.623134350277597	0.619090704410618	0.580199361225683	0.761001579699657	0.464191124177327	0.771673284657318	0.711675721360943	0.40693423136176	0.938111738081653	0.647157795792523	0.891360619162056	0.704215143841337	0.908456089410562	0.733065862357878	0.863353688223882	0.831588988505542
SMAD3	0.742899621316557	0.961954681072445	0.66100193196636	0.546000707821449	0.886463452219028	0.817270006348213	0.827662088407844	0.10384046113028	0.912480946533583	0.900268947767246	-0.0171202710607717	0.911651093687088	0.925280763696767	0.52736339881725	1	0.790698230168251	0.650004004752181	0.8744809468662	-0.0722517044981483	0.797027430376934	0.845523913129046	0.934009856725832	0.925218340261052	0.809430205405197	0.671998167359627	0.934745847139276	0.884071236229124	0.714847676280027	-0.0363515538769156	0.640243212226552	0.0748168030593622	0.907102466755166	0.692645833430995	0.922720386836123	0.805303904145797	0.90022214458419	-0.011411642702983	0.788186675134994	-0.0320724405111589	-0.117590457033287	0.820066411128799	0.894518151629414	0.900226415081074	0.866119850790604	0.911469835685132	-0.0556085495682847	0.878627062136995	0.901589093489623	0.920880786461994	0.820871360829142	0.744016883821957	0.936596635493928	0.779723541375974	0.899537189864288	0.936004994202826	0.943624503271257	0.844821621163029	0.774907149460609	0.820171687755891	0.77436270400706	0.848795483623029	0.898896043426442	0.43105119903339	0.706838599848617	0.251406582897907	0.834109168130304	0.61090483560256	0.0102918126055572	0.0981678762181769	0.161799978419257
IL1RAPL1	0.831427235272152	0.844931264644132	0.704265352521353	0.742540295168159	0.639769843113277	0.682395942819698	0.727137618307457	0.155116981492151	0.632509873710542	0.844076590137883	0.140677410168979	0.826666349542858	0.72835120085847	0.61929207340074	0.790698230168251	1	0.728297762943484	0.796069747191122	0.111798363275736	0.806137374490313	0.87700467852578	0.806265095767437	0.794775498123906	0.782707256728513	0.697837275290261	0.865050087084706	0.613690975704497	0.542888347869439	0.164698965055439	0.720198258425839	0.142930448712926	0.826940019343226	0.726177262523975	0.863834380603574	0.863182207927249	0.762295319354396	0.237059757268278	0.755789502773799	0.090860621829711	0.0829189923732614	0.653836164480067	0.643904806974103	0.834701394069009	0.825485638017404	0.833347657651156	0.10850537989725	0.639019787769065	0.759234728093021	0.789042018835122	0.732828760852003	0.728031337820915	0.690465029627685	0.799432738966766	0.827175219309452	0.806931938210669	0.838731306606623	0.727110808783216	0.663334418805831	0.876721883697018	0.753044184715985	0.848662158781163	0.724977367694003	0.584160509092555	0.768545868255754	0.459261052176162	0.624892906669273	0.758462052256953	0.132445324167111	0.275777389283372	0.260701474220833
FZD3	0.915701334940424	0.626765787418963	0.934355088830353	0.937285370397924	0.421017559706323	0.814440336356616	0.859687652604374	0.541142100592508	0.457011344471339	0.74571025415019	0.654355363477674	0.784020994546212	0.681898352509435	0.920594189482915	0.650004004752181	0.728297762943484	1	0.852180517658525	0.531097687737848	0.910034176176589	0.884576864670994	0.801821058640651	0.780415541221775	0.919138660222694	0.940147238886912	0.779204234493632	0.5836222778922	0.741952444584684	0.616319982009613	0.886413097243663	0.598925913039518	0.585353106861308	0.895139012180913	0.693367802084586	0.836377974888452	0.667083410978112	0.672803819152792	0.835839575412425	0.571207983487378	0.596801599439901	0.787401117619105	0.52795614726282	0.782424874023947	0.850962615850684	0.723604683249896	0.580951132055849	0.505214215619263	0.583201103210069	0.613372408578028	0.837478597991007	0.915531173354152	0.535435341493898	0.918688766003163	0.818269565968391	0.721043152580812	0.738656918854378	0.642831134161653	0.809241064240951	0.614867001203146	0.822350005440133	0.793507594299143	0.530689833676721	0.873732865639619	0.704551905025527	0.847719489502993	0.691726897504571	0.888888594284665	0.521558010573067	0.731934488201256	0.642401449109456
ANTXR1	0.869095766832647	0.859583864814882	0.860364534383956	0.745161004143258	0.75189762469859	0.924958912329032	0.948823599589697	0.414933605758068	0.774361540106976	0.901696294394181	0.351206504247754	0.938820471249643	0.918716574060507	0.792138127571861	0.8744809468662	0.796069747191122	0.852180517658525	1	0.278320578857727	0.91860089484845	0.934446565930167	0.949033598742348	0.960925351357786	0.963135993542536	0.893436222944359	0.933019022015593	0.863393780594154	0.853718711349883	0.316020129778485	0.835682269454611	0.411890758427946	0.815735251550632	0.859314252298019	0.855025380137686	0.855335622728675	0.863311475632042	0.32598309834405	0.89282401573608	0.316130494961445	0.24817857659097	0.916299161867695	0.77982803517297	0.924918866272742	0.927882173268481	0.91699627995485	0.307081914420975	0.783234860237866	0.808445070908104	0.83190027732977	0.930878230363757	0.927975367952113	0.823011270086697	0.933867500284659	0.945566575960019	0.935945922066428	0.921278961340994	0.857425354489745	0.895172701062115	0.763045254151486	0.873448888530385	0.884768662840064	0.820150216107881	0.696747756817299	0.766674632741086	0.560435218643607	0.893447340266585	0.791807055949378	0.342602996472429	0.453588678155077	0.471360017741541
ADGRV1	0.403190040244051	-0.124850427243262	0.526573660924476	0.499824687984951	-0.309961499477149	0.341076033847551	0.392582527471982	0.880550663681002	-0.257965941984224	0.109267491612348	0.873251337239636	0.139332373304467	0.074748930124419	0.70544087825459	-0.0722517044981483	0.111798363275736	0.531097687737848	0.278320578857727	1	0.465607791142263	0.262965700159638	0.166759684614742	0.16175103213325	0.438154534766286	0.613189897636148	0.0616759791882573	-0.0135120508516648	0.44294615165177	0.936081126911534	0.578618577612855	0.902967219380066	-0.170651123554492	0.571577138709322	-0.0566817964209411	0.209977419233078	-0.0489049453373903	0.803441339735425	0.246788184419623	0.902287793517564	0.884933910408346	0.367885253716239	-0.135503283980232	0.129367118667848	0.294308525851467	0.0016826863885925	0.94044833730986	-0.183394415257381	-0.144282958169322	-0.0672547225638264	0.321585116162916	0.475700799750688	-0.163780574731487	0.432716740622159	0.179081771014459	0.0418681136308084	0.02798429610707	0.0218353844751069	0.323315993506057	-0.134563650438891	0.320424523542381	0.196223966213904	-0.177466107281582	0.726464147204288	0.150065219438836	0.784192215934049	0.251722859616116	0.56176127837511	0.911539099384782	0.904988418119133	0.86639832349852
KCNJ10	0.925649976292462	0.777196799832056	0.898436536473326	0.836078749544944	0.573200901844799	0.891640847658696	0.929942345230731	0.545921910974606	0.615142121054552	0.855071258068999	0.496405667747896	0.887549223206534	0.8330085989853	0.888529226391546	0.797027430376934	0.806137374490313	0.910034176176589	0.91860089484845	0.465607791142263	1	0.922982843089255	0.907088745927107	0.890377791139067	0.960296383472089	0.942994207132365	0.864227913551795	0.720367909647492	0.826997462171274	0.502092654624651	0.917436674455952	0.551484249807566	0.723103610522625	0.939624232636036	0.801373551042543	0.87337883189832	0.748982119954019	0.484934606641679	0.855359726820799	0.4776812744996	0.409903283212431	0.894325887723885	0.679016091396965	0.879980000907695	0.9250097802569	0.81898694226343	0.479164960870501	0.633212101154476	0.703875050581519	0.754755229887202	0.896140177647239	0.933129034447829	0.696238142884722	0.949203121498312	0.901372338182918	0.840683300328662	0.854881928674003	0.74907471034679	0.844318406208958	0.70019229638771	0.880146017996998	0.883216021864351	0.670741959719312	0.819446781975891	0.762348594994391	0.71501276296014	0.832971000475797	0.905554769858345	0.487781344985396	0.618062780084324	0.626369680541597
LRP6	0.932697625158518	0.863653367440801	0.870024312693229	0.847580215853222	0.669691314256892	0.850008301947579	0.8821919791827	0.3160010576678	0.694130385221816	0.884744243850457	0.332468264036718	0.921358076921174	0.847311451033804	0.784346625233955	0.845523913129046	0.87700467852578	0.884576864670994	0.934446565930167	0.262965700159638	0.922982843089255	1	0.911992223554169	0.89533523797475	0.934046191005131	0.866530792876188	0.94340764535294	0.748729925807441	0.726162074091215	0.320455679754259	0.837058681266227	0.329227577219951	0.833058425531741	0.84770633056995	0.891348829834577	0.925729188607661	0.837890176112796	0.383177664456456	0.901547366440217	0.271483587129893	0.270956824261932	0.811435053465587	0.728740208638128	0.921992518166715	0.931270454454305	0.916630344194686	0.276910889565877	0.708004669670091	0.798280220722421	0.823535528450475	0.879373517185121	0.894747515379798	0.746599550252331	0.93539678324353	0.93453405779934	0.896010060843671	0.913678508573116	0.831105253280229	0.824517770819058	0.844595489281579	0.879253486032413	0.907894942294748	0.773259478978167	0.714028671596184	0.823892482005346	0.612403224786563	0.791464684518024	0.850294733913631	0.275088006767737	0.453633508969763	0.41768681469613
LRP1	0.850424842706373	0.913252836224643	0.8166532695066	0.693114291089914	0.813890971555564	0.914217209666001	0.937029298734999	0.329541724815977	0.851502062136704	0.939031999106137	0.238104630855966	0.939693736273489	0.948087314812731	0.728541515092621	0.934009856725832	0.806265095767437	0.801821058640651	0.949033598742348	0.166759684614742	0.907088745927107	0.911992223554169	1	0.971267565218656	0.931686952534893	0.834825382360073	0.944339253214411	0.895221228344588	0.846564449273528	0.2080386357931	0.792074831530336	0.314759896184092	0.849644450530667	0.842563001127673	0.886450362313291	0.845406017217941	0.89214537375863	0.217735963736055	0.865130137788812	0.210548556382918	0.125751471570763	0.923003684577806	0.811961151209149	0.937405282583899	0.923418972300679	0.9277314127843	0.192134520613863	0.844103937947557	0.850486519392025	0.880748983806551	0.926122836543919	0.889113800015694	0.896408619783172	0.899389783105028	0.940312686010943	0.945777624881152	0.945785933522445	0.8720916673542	0.879453255430427	0.776105542815845	0.859462179295564	0.901326143231073	0.848139110428269	0.618477901642991	0.759003601760693	0.467423466437687	0.899262303918943	0.762047693293025	0.235919840592838	0.35059332892954	0.391539935899707
NOTCH1	0.830872492434931	0.905627995175511	0.802530750996259	0.650544429680035	0.824791473494751	0.929692332947672	0.938799551810115	0.336888077473613	0.861587218794079	0.915611138178667	0.220211503623833	0.941187632758249	0.953613062669408	0.706316195288548	0.925218340261052	0.794775498123906	0.780415541221775	0.960925351357786	0.16175103213325	0.890377791139067	0.89533523797475	0.971267565218656	1	0.927164241868984	0.828931314147923	0.941540241383929	0.917498651364214	0.858397392588598	0.195078271582518	0.774585517954762	0.312134147626951	0.840139429784173	0.82097328333504	0.879522986372521	0.829944070211336	0.904643206930854	0.185738474046056	0.873573464203177	0.203848370457386	0.111108227249825	0.919610412675215	0.837127612004029	0.929235980531742	0.915466472433375	0.933119465704449	0.187435422813186	0.848209745826883	0.825940411096362	0.874261266815021	0.918489670530794	0.880953408510009	0.894379970258946	0.881267677045384	0.950020284056183	0.955934528636814	0.950393381811636	0.863168161038899	0.883694994945843	0.752021553737745	0.858904104865553	0.88305416873758	0.871514059300535	0.604584784620808	0.732583263874671	0.43884934869749	0.911091750238021	0.736885987058608	0.235532627072615	0.332683310810386	0.388003516723816
