""	CD2	CD3D	CD3G	KLRD1	KLRB1	CD8A	CD8B	CD247	KLRK1	CXCR4	F2R	ITGA4	ITGB1	CD44	ADGRE5	ITGB2	S1PR4	CLEC2D	CD69	PDCD1	PILRB	TNFRSF14	EGFR	PTPRC	PTPRA	TFRC	SMAP1	PTGER4	CANX	ABCA1	RPSA	NCL	ITGB8	CD81	CD74	CD63	MCFD2	APLP2	SORL1	PTPRZ1	C1QBP
F2R	0.40474838030155	0.354719321253603	0.38770737547094	0.544200831800814	0.386349214981551	0.410668439618966	0.341347129622699	0.465947249742276	0.583569557093812	0.42329728322555	1	0.527478254329375	0.421219696256613	0.594577602320595	0.713448167882726	0.375878570693852	0.187788861304214	0.500476599502427	0.462525745595869	0.44337118577543	0.223674348126292	0.107990895288033	0.426156996087532	0.422331847909259	0.662819770925339	0.60125711903571	0.770706509583866	0.531272789890284	0.445539319558462	0.195900625667941	0.349363606791748	0.776646252124889	0.388525367873415	0.547757510397946	-0.0601450254626944	0.409264000153356	0.500903256092334	0.511276446254017	0.316820916085326	0.403216137586732	0.298567893104072
ITGA4	0.925793021048139	0.887975467042896	0.890507889106444	0.709048040121101	0.91072180284247	0.917352195041017	0.834910544405257	0.918634557633805	0.918647414616256	0.944824978827255	0.527478254329375	1	0.700517239057851	0.914535555342864	0.864472722834818	0.85636177853032	0.723540519532301	0.964599434868257	0.945715256624527	0.907135031445327	0.0443895668255093	0.589169829516005	-0.415009080136578	0.936235609514971	-0.147099792888032	0.140774614887118	0.35605630813107	0.960061273982449	-0.327612144921885	-0.525433585855436	0.543828828137972	0.321800752786686	-0.500535736316069	0.00891393243787584	0.216815649511864	-0.288020670144363	0.0234854288030486	-0.267482782639273	0.342043587466619	-0.475046433877597	-0.265706395874262
ITGB1	0.862495022812354	0.856724486255223	0.873565697666061	0.310651808381423	0.837109809412799	0.789889437018727	0.88858605349289	0.759062777439758	0.472046758133621	0.855849554836983	0.421219696256613	0.700517239057851	1	0.846836895983657	0.681384572956489	0.836386521722124	0.857554508616326	0.807597562872426	0.840728326463113	0.781684203540634	-0.171213518741738	0.809395882938169	-0.154930654241347	0.865129176850368	0.11745278690208	0.59072138383601	0.397194937321731	0.715796233034916	0.010062052113401	-0.290635472830423	0.756563221436163	0.457640707470751	-0.254255810663387	0.368255442705168	0.581821146505596	-0.0666545135850732	0.411206547211985	0.188745002218276	0.428550817749446	-0.1981875281306	0.058383549990836
CD44	0.934261936389331	0.899919661484006	0.923688124117225	0.578787004862449	0.929282540983658	0.87873952649322	0.898356891071396	0.88581981029955	0.777184304679124	0.936276609861349	0.594577602320595	0.914535555342864	0.846836895983657	1	0.846102332224896	0.844805538176447	0.807265506696663	0.960702703535403	0.941652423041406	0.894554613791853	0.128568168126099	0.679262871966134	-0.207890107460768	0.936357010672909	0.0588319280859834	0.360650322573752	0.455923905579118	0.892710095381008	-0.130187405510607	-0.300313499089472	0.670501872824209	0.451379251612767	-0.324197120408409	0.177146395069587	0.298630827081235	-0.163696559843307	0.245138072472366	-0.0299521817990898	0.386666545381209	-0.275864709913093	-0.124739365100321
ADGRE5	0.788488951481737	0.697997590967199	0.733591645400186	0.774904058619361	0.803129387191721	0.734454956712867	0.668938443119567	0.90401652994927	0.845752807260955	0.815478891977221	0.713448167882726	0.864472722834818	0.681384572956489	0.846102332224896	1	0.829376509776778	0.612953067742281	0.840281350590271	0.827842435415956	0.700936994743253	0.102316871218567	0.397966285662293	-0.122294699006816	0.815396194479526	0.202471346349091	0.32083627230982	0.550974409152523	0.890342401571574	-0.0386351988685183	-0.282135685563459	0.536247854638862	0.511824440071556	-0.190443510831882	0.289680856225978	0.259243843807591	-0.00566650804394416	0.246800459507983	0.0694880481065366	0.517629779043668	-0.158219222243436	-0.0224007831175886
ITGB2	0.884027474847975	0.83782597738703	0.837687180478334	0.625996306111034	0.855588571454416	0.846786372205055	0.805387297175488	0.929828055807242	0.729223930831686	0.912613905443664	0.375878570693852	0.85636177853032	0.836386521722124	0.844805538176447	0.829376509776778	1	0.764201574277436	0.877455008550107	0.889174710356101	0.788721481011687	-0.0978187838647547	0.692322340067125	-0.418491056829165	0.90805920015698	-0.111066264872965	0.270776611974665	0.297394313507804	0.902635442725202	-0.262101066901201	-0.505560922580463	0.614090115708913	0.319641755341862	-0.509081396629074	0.190178363861395	0.617627275159457	-0.221605068695434	0.129124206353432	-0.116951717539023	0.57851552004525	-0.476817904475234	-0.115802639421013
S1PR4	0.893316330139741	0.90042070536058	0.895339996729155	0.159328261493374	0.929163956467368	0.761797085155857	0.893752661275023	0.741948409612509	0.43247169953718	0.86253056339028	0.187788861304214	0.723540519532301	0.857554508616326	0.807265506696663	0.612953067742281	0.764201574277436	1	0.811690845872183	0.820717833481911	0.759393006587134	-0.202503044620844	0.82403974409822	-0.383031838328554	0.853940596110131	-0.113512158036853	0.255148294421396	0.276234045277659	0.655390990020872	-0.208394923710053	-0.45065076392499	0.7982184960497	0.244185694086283	-0.46309525362688	0.141480301864583	0.422177583871768	-0.213527323655647	0.285512369839043	-0.112344714175758	0.175805658476886	-0.412459546539821	-0.0807168677712772
CLEC2D	0.959000443756331	0.933859578553713	0.936787608172167	0.631394311220511	0.943628846391964	0.942573411270557	0.907009908882305	0.918392995818814	0.839086164439633	0.97581279255537	0.500476599502427	0.964599434868257	0.807597562872426	0.960702703535403	0.840281350590271	0.877455008550107	0.811690845872183	1	0.970734209483512	0.9377165904899	0.0601721749660527	0.707714394646782	-0.382516450082213	0.969652301195722	-0.0924727358432907	0.251893055878289	0.362241944020194	0.938090580522831	-0.268795931666141	-0.445899773311289	0.630347499458008	0.360206243953159	-0.474552857778052	0.0752429789524546	0.295605637364014	-0.271231592052668	0.130364541869541	-0.1851871198835	0.347246825141086	-0.431007470327947	-0.210415658168709
CD69	0.977255835043182	0.940962953364723	0.972186495951586	0.629760893585554	0.952861354848655	0.939822649997155	0.948340284328452	0.927024766563536	0.817597133702415	0.984184236555751	0.462525745595869	0.945715256624527	0.840728326463113	0.941652423041406	0.827842435415956	0.889174710356101	0.820717833481911	0.970734209483512	1	0.949786563039268	-0.0475667781117671	0.68977693268966	-0.434756282552211	0.992138749345386	-0.137116659539449	0.255918080920725	0.358611612055246	0.941851841040466	-0.270525137798126	-0.530078416933018	0.655319051786368	0.345005541596171	-0.518892375339816	0.0908818872063635	0.344427265172864	-0.268127566490084	0.122078878252757	-0.175921021238817	0.314074200899199	-0.473752185973065	-0.205285468430926
PDCD1	0.934143908329259	0.939424765032912	0.941311813255055	0.555248160473019	0.887795679380013	0.971642120343906	0.939005333422496	0.820774103015734	0.787399235492189	0.948858881365904	0.44337118577543	0.907135031445327	0.781684203540634	0.894554613791853	0.700936994743253	0.788721481011687	0.759393006587134	0.9377165904899	0.949786563039268	1	-0.0962207634841178	0.737484527432103	-0.430436224841548	0.947905006183914	-0.150454230705928	0.263277610437694	0.329745776982992	0.891293395777041	-0.255192585451711	-0.539386120036776	0.620537850759232	0.359727065195509	-0.515918721998161	0.072131977244262	0.24586594727945	-0.262975726980459	0.106530005722124	-0.200704752742938	0.176876197854153	-0.463485841329871	-0.199640676430763
PILRB	-0.109067377031534	-0.174718705923725	-0.120029695130691	0.2565018486288	-0.0650219108030875	-0.13678370964333	-0.14066976528973	0.00515202943777046	0.168220077624163	-0.0921412502876029	0.223674348126292	0.0443895668255093	-0.171213518741738	0.128568168126099	0.102316871218567	-0.0978187838647547	-0.202503044620844	0.0601721749660527	-0.0475667781117671	-0.0962207634841178	1	-0.305250703399788	0.26360135633943	-0.0765676789704819	0.0505435467429453	-0.208565299769912	-0.0789188916427019	0.0298956436909783	-0.118500816830961	0.500155684186086	-0.365534846673495	-0.158566956808479	0.267261377199269	-0.310509708291162	-0.211605441811329	-0.240999252321036	-0.215077748566593	-0.082303755889946	0.162237865631362	0.240528544594737	-0.375267658992249
TNFRSF14	0.787145054811349	0.863651462221253	0.779672112041286	0.0835044926173462	0.722404762117923	0.786823817824447	0.783486120400733	0.618876688516561	0.301780022253308	0.773544915061052	0.107990895288033	0.589169829516005	0.809395882938169	0.679262871966134	0.397966285662293	0.692322340067125	0.82403974409822	0.707714394646782	0.68977693268966	0.737484527432103	-0.305250703399788	1	-0.369107785580602	0.729212525869399	-0.126316248128267	0.409399668426907	0.119582193244569	0.577593443216158	-0.202210854706958	-0.449502812803971	0.686877460792005	0.252366289046659	-0.463995411261963	0.166418051673262	0.404924223088587	-0.188031961094769	0.241827967151791	-0.0752213305867584	0.195475594614053	-0.414297151997242	0.0266830111651211
EGFR	-0.451696010130518	-0.455142591416048	-0.429306422312396	-0.268714695932773	-0.41739039765907	-0.462315023029942	-0.409921514141978	-0.438155777007228	-0.342681707202827	-0.45802087887022	0.426156996087532	-0.415009080136578	-0.154930654241347	-0.207890107460768	-0.122294699006816	-0.418491056829165	-0.383031838328554	-0.382516450082213	-0.434756282552211	-0.430436224841548	0.26360135633943	-0.369107785580602	1	-0.441639492307157	0.793331891529423	0.477376539715292	0.308876004639614	-0.423116350470557	0.676949775285949	0.81415732699312	-0.183492766732936	0.353478455207608	0.959373334317786	0.438073516010553	-0.15491931083494	0.545732277090926	0.459446621471255	0.739127082551445	0.174024274347976	0.958213772621669	0.41059253462171
PTPRC	0.979626613563131	0.949516347199873	0.972257542770376	0.592492202672744	0.962936357681569	0.948390266921421	0.9576663605925	0.919905446934911	0.794822930256676	0.990667822744021	0.422331847909259	0.936235609514971	0.865129176850368	0.936357010672909	0.815396194479526	0.90805920015698	0.853940596110131	0.969652301195722	0.992138749345386	0.947905006183914	-0.0765676789704819	0.729212525869399	-0.441639492307157	1	-0.151809344712193	0.259709403753955	0.327483818863359	0.929365300918277	-0.282249920148298	-0.536864913669283	0.668544933296537	0.324930121655558	-0.527591366862044	0.094264422452033	0.404795474616085	-0.286731623800024	0.126225432789028	-0.182856484036186	0.340075473417358	-0.483251876688627	-0.210848570633973
PTPRA	-0.14983350300893	-0.159203208303586	-0.144872821359481	-0.0710355497249207	-0.129466221866934	-0.174642286719565	-0.133485447486052	-0.120189737435557	-0.121119381094129	-0.149472381810763	0.662819770925339	-0.147099792888032	0.11745278690208	0.0588319280859834	0.202471346349091	-0.111066264872965	-0.113512158036853	-0.0924727358432907	-0.137116659539449	-0.150454230705928	0.0505435467429453	-0.126316248128267	0.793331891529423	-0.151809344712193	1	0.718807412144585	0.743988137230364	-0.132119030023572	0.895333480337984	0.638120800870373	0.271121500850315	0.797461545891303	0.790087986088953	0.836527747545636	-0.0470160656723154	0.82847934809021	0.815980663581398	0.911466137585166	0.143246334829062	0.828307883846318	0.750593456961993
TFRC	0.263784263183324	0.295189997247259	0.289572058183682	0.000705781596924691	0.196927318805476	0.276814840009128	0.310186034976391	0.185578756751008	0.0338207837250296	0.256888833091627	0.60125711903571	0.140774614887118	0.59072138383601	0.360650322573752	0.32083627230982	0.270776611974665	0.255148294421396	0.251893055878289	0.255918080920725	0.263277610437694	-0.208565299769912	0.409399668426907	0.477376539715292	0.259709403753955	0.718807412144585	1	0.577069165131618	0.182016249486813	0.658353303624899	0.327588218134913	0.504914931587559	0.74304493815779	0.424973425441027	0.77620765922744	0.273120721819977	0.554164261187315	0.770259816209526	0.784132430562084	0.330604071112625	0.475095950079839	0.61134080918399
SMAP1	0.329431703537184	0.300655439747703	0.335506814984813	0.229533813593973	0.350989392923047	0.268150975888154	0.330711943055265	0.31522056800334	0.320820011496408	0.326869031481456	0.770706509583866	0.35605630813107	0.397194937321731	0.455923905579118	0.550974409152523	0.297394313507804	0.276234045277659	0.362241944020194	0.358611612055246	0.329745776982992	-0.0789188916427019	0.119582193244569	0.308876004639614	0.327483818863359	0.743988137230364	0.577069165131618	1	0.333364515986267	0.695890129779719	0.175480350125857	0.62696718675595	0.926142123187554	0.321743488354227	0.79777175448609	0.0757184753653234	0.665731954651288	0.756400350994872	0.646292325428201	0.0718062736392197	0.380166532126639	0.579658604029951
PTGER4	0.901681574983721	0.84693896142894	0.858082570644352	0.819214917442857	0.862000003862386	0.919267092869053	0.8063664313655	0.960333101317972	0.924589597592457	0.936826021186157	0.531272789890284	0.960061273982449	0.715796233034916	0.892710095381008	0.890342401571574	0.902635442725202	0.655390990020872	0.938090580522831	0.941851841040466	0.891293395777041	0.0298956436909783	0.577593443216158	-0.423116350470557	0.929365300918277	-0.132119030023572	0.182016249486813	0.333364515986267	1	-0.309936342775497	-0.5444603747235	0.50229693932524	0.342714032740588	-0.507297033165352	0.05682609425843	0.289264545591861	-0.266957205102475	0.00768778760150243	-0.218848157916895	0.432519491657825	-0.480736463957193	-0.227523917462106
CANX	-0.29049540876191	-0.281628939211958	-0.255316597938656	-0.256623275813553	-0.276146927406326	-0.30402342866712	-0.215301848020669	-0.316019211942676	-0.309386550757952	-0.294875434426581	0.445539319558462	-0.327612144921885	0.010062052113401	-0.130187405510607	-0.0386351988685183	-0.262101066901201	-0.208394923710053	-0.268795931666141	-0.270525137798126	-0.255192585451711	-0.118500816830961	-0.202210854706958	0.676949775285949	-0.282249920148298	0.895333480337984	0.658353303624899	0.695890129779719	-0.309936342775497	1	0.627028669200788	0.269968824731691	0.745163276061035	0.713979868409787	0.829922406084324	-0.000455574675971691	0.870725760362496	0.793368490943472	0.92798299898669	-0.0196127905407733	0.751431813117158	0.786968734170904
ABCA1	-0.56100598860318	-0.566804963322595	-0.526424027197849	-0.355744161990489	-0.512491227373687	-0.583782061879596	-0.491992035508052	-0.551731993719926	-0.446901711646015	-0.565793036769158	0.195900625667941	-0.525433585855436	-0.290635472830423	-0.300313499089472	-0.282135685563459	-0.505560922580463	-0.45065076392499	-0.445899773311289	-0.530078416933018	-0.539386120036776	0.500155684186086	-0.449502812803971	0.81415732699312	-0.536864913669283	0.638120800870373	0.327588218134913	0.175480350125857	-0.5444603747235	0.627028669200788	1	-0.254657282635931	0.176444823347791	0.820015947273614	0.297478443664771	-0.123039923403743	0.440900141578665	0.366868708410593	0.611893792036725	0.110090337216614	0.83791548245962	0.302108797399376
RPSA	0.709004411963472	0.729488065695814	0.721427487416053	0.0783662490188449	0.722412935564527	0.607509805701166	0.731610657750364	0.567961857510029	0.296925849214122	0.683135076778903	0.349363606791748	0.543828828137972	0.756563221436163	0.670501872824209	0.536247854638862	0.614090115708913	0.7982184960497	0.630347499458008	0.655319051786368	0.620537850759232	-0.365534846673495	0.686877460792005	-0.183492766732936	0.668544933296537	0.271121500850315	0.504914931587559	0.62696718675595	0.50229693932524	0.269968824731691	-0.254657282635931	1	0.642166368200938	-0.240836680136874	0.597346847679951	0.360678130514552	0.362264120189581	0.635074220974386	0.27552821981814	0.0634690021880447	-0.174236939683855	0.464403728019454
NCL	0.322025444508017	0.321654607633561	0.320570637997678	0.238612571574319	0.300215896406159	0.336204374640122	0.323339013946349	0.311661907146722	0.293045100754824	0.338145255777745	0.776646252124889	0.321800752786686	0.457640707470751	0.451379251612767	0.511824440071556	0.319641755341862	0.244185694086283	0.360206243953159	0.345005541596171	0.359727065195509	-0.158566956808479	0.252366289046659	0.353478455207608	0.324930121655558	0.797461545891303	0.74304493815779	0.926142123187554	0.342714032740588	0.745163276061035	0.176444823347791	0.642166368200938	1	0.337214269290866	0.877157266325015	0.119031570768008	0.72413365926147	0.81030843566774	0.73288456118837	0.162259687131119	0.394582299691976	0.697800855277053
ITGB8	-0.542255354217811	-0.547574092293849	-0.515610726194565	-0.312428488403564	-0.505366150913839	-0.553190748738018	-0.493102426017944	-0.521641080412049	-0.41056284249447	-0.548521902568785	0.388525367873415	-0.500535736316069	-0.254255810663387	-0.324197120408409	-0.190443510831882	-0.509081396629074	-0.46309525362688	-0.474552857778052	-0.518892375339816	-0.515918721998161	0.267261377199269	-0.463995411261963	0.959373334317786	-0.527591366862044	0.790087986088953	0.424973425441027	0.321743488354227	-0.507297033165352	0.713979868409787	0.820015947273614	-0.240836680136874	0.337214269290866	1	0.452234907568925	-0.190783681894563	0.578052423239196	0.451862165310108	0.753044994760255	0.0573108294515349	0.977855962693044	0.440636547477216
CD81	0.0884102004622403	0.0957991947567864	0.096287846883069	-0.0455907116514349	0.0784174048306988	0.0691997160170467	0.123320648461383	0.0766739126707279	-0.0515940114270591	0.0969312463647928	0.547757510397946	0.00891393243787584	0.368255442705168	0.177146395069587	0.289680856225978	0.190178363861395	0.141480301864583	0.0752429789524546	0.0908818872063635	0.072131977244262	-0.310509708291162	0.166418051673262	0.438073516010553	0.094264422452033	0.836527747545636	0.77620765922744	0.79777175448609	0.05682609425843	0.829922406084324	0.297478443664771	0.597346847679951	0.877157266325015	0.452234907568925	1	0.305108651759321	0.86104590163083	0.872657156221275	0.853059805053168	0.187206503375217	0.504762840389169	0.867550473802387
CD74	0.324302515576554	0.301642832299224	0.329341144720444	0.0550975013210722	0.327278815289987	0.285275079548825	0.389101982768206	0.315665251829944	0.0826035609541554	0.360687614955889	-0.0601450254626944	0.216815649511864	0.581821146505596	0.298630827081235	0.259243843807591	0.617627275159457	0.422177583871768	0.295605637364014	0.344427265172864	0.24586594727945	-0.211605441811329	0.404924223088587	-0.15491931083494	0.404795474616085	-0.0470160656723154	0.273120721819977	0.0757184753653234	0.289264545591861	-0.000455574675971691	-0.123039923403743	0.360678130514552	0.119031570768008	-0.190783681894563	0.305108651759321	1	-0.0768409922909004	0.197075261230396	0.142315090351557	0.618183937377152	-0.167567318763693	0.0153484910019613
CD63	-0.271850844432063	-0.258999851072184	-0.263317728569783	-0.200016643711656	-0.266569292551546	-0.277671803675307	-0.250464245838868	-0.255960357039523	-0.262105306931558	-0.274914264156949	0.409264000153356	-0.288020670144363	-0.0666545135850732	-0.163696559843307	-0.00566650804394416	-0.221605068695434	-0.213527323655647	-0.271231592052668	-0.268127566490084	-0.262975726980459	-0.240999252321036	-0.188031961094769	0.545732277090926	-0.286731623800024	0.82847934809021	0.554164261187315	0.665731954651288	-0.266957205102475	0.870725760362496	0.440900141578665	0.362264120189581	0.72413365926147	0.578052423239196	0.86104590163083	-0.0768409922909004	1	0.750749978133425	0.794986587556996	-0.0782597524490268	0.602905689129482	0.942819937906679
MCFD2	0.14686549721515	0.167426014975707	0.171913829597248	-0.176665286293205	0.171838241241286	0.0765540171823879	0.209730564217574	0.0620792821335915	-0.105953768904201	0.128866712491902	0.500903256092334	0.0234854288030486	0.411206547211985	0.245138072472366	0.246800459507983	0.129124206353432	0.285512369839043	0.130364541869541	0.122078878252757	0.106530005722124	-0.215077748566593	0.241827967151791	0.459446621471255	0.126225432789028	0.815980663581398	0.770259816209526	0.756400350994872	0.00768778760150243	0.793368490943472	0.366868708410593	0.635074220974386	0.81030843566774	0.451862165310108	0.872657156221275	0.197075261230396	0.750749978133425	1	0.805006391444821	0.0403867445923016	0.502324578677005	0.786067456236222
APLP2	-0.189178317082514	-0.189258126020492	-0.159733149845063	-0.197997309255144	-0.195370712898117	-0.226528464308474	-0.12651798967419	-0.19446427799991	-0.287854337924164	-0.195208576714331	0.511276446254017	-0.267482782639273	0.188745002218276	-0.0299521817990898	0.0694880481065366	-0.116951717539023	-0.112344714175758	-0.1851871198835	-0.175921021238817	-0.200704752742938	-0.082303755889946	-0.0752213305867584	0.739127082551445	-0.182856484036186	0.911466137585166	0.784132430562084	0.646292325428201	-0.218848157916895	0.92798299898669	0.611893792036725	0.27552821981814	0.73288456118837	0.753044994760255	0.853059805053168	0.142315090351557	0.794986587556996	0.805006391444821	1	0.184325961616821	0.792718322323655	0.750729484096213
SORL1	0.26596200173286	0.199000839036346	0.211412676680495	0.429374235688773	0.249277666491263	0.276450965819991	0.182228745235941	0.427813873039342	0.360110714217439	0.319138095072645	0.316820916085326	0.342043587466619	0.428550817749446	0.386666545381209	0.517629779043668	0.57851552004525	0.175805658476886	0.347246825141086	0.314074200899199	0.176876197854153	0.162237865631362	0.195475594614053	0.174024274347976	0.340075473417358	0.143246334829062	0.330604071112625	0.0718062736392197	0.432519491657825	-0.0196127905407733	0.110090337216614	0.0634690021880447	0.162259687131119	0.0573108294515349	0.187206503375217	0.618183937377152	-0.0782597524490268	0.0403867445923016	0.184325961616821	1	0.0691513846697831	-0.0892965459060629
