""	CD44	IFITM1	CD3D	CD3G	LAG3	CXCR3	CD69	CD2	PTPRC	CD8A	CD8B	KLRD1	CD226	IL2RG	KLRK1	CD27	CD247	KLRC1	CD6	CD96	CXCR4	SIGIRR	CCR5	ITGAL	CD47	S1PR4	DPP4	JAML	TNFRSF14	CD46	ITGA4	C1QBP	ITGB1	PTGER4	CD82	ITGB2	SELL	TIGIT	ADGRE5	TNFRSF25	ICOS	TSPAN14	SPN	FAS	TRADD	SORL1	CD5	KLRB1	ATP5F1B	RACK1	SIRPG	SLC16A7	SLC1A5	CLEC2D	ADCY7	LPP	TSPAN5	CCR1	TNFRSF1B	HLA.DPB1	HAVCR2	PDCD1	CD4	LAIR1	VSIR	JMJD6	CD81	TNFRSF1A	SMAP1	CD74	PILRB	PLAUR	CD68	CD63	CANX	CD9	GPNMB	PTGER2	PTPRA	TREM2	STX4	LAMP1	NCL	APLP2	RPSA	LRP10
TNFRSF14	0.706223271160014	-0.11400285805027	-0.0400476069871605	-0.016795012445207	-0.172521373226672	0.0187031840182127	-0.100620905914047	-0.0216663520123956	0.0762057683453229	-0.149466755133456	-0.213815419865173	-0.188327440031273	-0.0693182269472254	0.088374055405406	-0.180095855112053	-0.0525601127930514	-0.11181806485661	-0.097068476558636	0.117391216975792	-0.0899940794783044	0.132613093949588	0.385437237446949	-0.0819262062716581	-0.00249402380463054	0.138340422130383	0.00756411880632727	0.15793305706753	0.193024649183424	1	0.199775312001346	0.166100475212768	0.196550324820145	0.346843150847889	0.324327289126512	0.121220150147667	0.2835285083478	0.0213174450398258	0.0326142346155962	-0.0728792030155163	0.00809620112047833	-0.00146559588910514	0.454353901164284	0.194555004654697	0.0348904819114606	0.25517468430003	0.278351264984793	0.0115716351864628	-0.132322059097956	0.164524266388215	0.427157154446628	-0.0512552297737092	-0.0710119862655429	0.234758303987062	-0.0712143950905724	0.105791752695579	0.15604832328833	0.0378341998360138	0.341530081284104	0.661725552492201	0.308930107323788	0.383281305674119	-0.0276608944364093	0.165668726762203	0.169008449092135	0.396557416528259	0.139261720501285	0.0212915662054997	0.289990574901611	0.523811300631729	0.248802842166797	0.05238758030799	0.399224932836151	0.513573464851312	0.377828414056775	0.41255409300568	0.432492557211645	0.585052748389927	0.0960676995949302	0.178435975283878	0.141935711806637	0.295981593455341	0.540739673683946	0.238585025876488	0.315081909762613	0.287836955826856	0.374626870455418
CD46	0.423258238712965	0.149891236021991	0.10199440293617	0.019097839388413	0.0142478115018724	-0.0546128620679406	0.400890590342306	-0.0820639434703661	0.319710176506178	0.0716620885134393	0.143487612452741	-0.204082596364147	-0.0833822582142565	0.188059952335748	0.112205494820126	-0.0713314576547825	0.116617682026162	-0.0879787519684511	0.0477316426049257	0.086992339319042	0.315112656574675	0.394611672071262	0.183775085900896	0.37300388781884	0.480044426536712	0.233982726457831	0.0342213455717498	0.345214572593615	0.199775312001346	1	0.567118548257192	0.563449561776872	0.672317889885054	0.526160718510055	0.311554432072482	0.588897925043543	0.161068401685863	-0.0443239426004538	-0.00839020515306649	-0.0437241903415848	0.066680482573693	0.379540931345783	0.248894174518162	0.303665781125286	0.208994175290866	0.471763374975809	0.0537116877404057	0.0217671298552956	0.666671700508179	0.577566809364946	0.296517468518425	0.300508840352995	0.625627402510443	0.176192037733468	0.345476981687826	0.459544236296844	0.16363038053081	0.518516525205172	0.472722829715461	0.553287396948014	0.549243510247711	-0.0198948778730709	0.386339734182684	0.490604330119747	0.614880741495796	0.336429140207525	0.314481160790641	0.584969784396614	0.660876192087512	0.538156257428387	0.0599444970318666	0.39883174332218	0.423683938794588	0.558405757763925	0.606714594625576	0.33461161009309	0.215596598931195	-0.0971067422330663	0.469220114244502	0.489700129009734	0.584162045214933	0.584220341902304	0.603303023008765	0.477651960739334	0.550821837472192	0.569787797492107
ITGA4	0.632392189707391	0.335673829622407	0.272438052122184	0.198060478085859	-0.0580203085031654	0.220246253005939	0.578974960592991	0.137204619662482	0.541597723483578	0.0784934667605336	0.150211890981141	-0.0262882123401283	0.221241892498498	0.368381661765172	0.135120663190914	0.101814297835579	0.245892005196785	0.0863575206969894	0.357553446132022	0.196282121346343	0.435088551415139	0.638558714210131	0.0276771934734914	0.678331110367582	0.826711366710052	0.388870041341385	0.402933025885941	0.563278978709437	0.166100475212768	0.567118548257192	1	0.904396414943682	0.756813557491977	0.72200170351318	0.518627020573292	0.712232472539961	0.379224784842404	0.14866568359244	0.259690542905831	0.29666421520484	0.180127769287096	0.564495962351703	0.63968586523776	0.555174550044797	0.67037198317632	0.428412051961749	0.192591345254754	0.255925790900969	0.807592820164398	0.822810966037489	0.315708607813847	0.414762879855731	0.795800960277306	0.429757593010786	0.443440714306131	0.683147329220993	0.347263749319021	0.359351608175852	0.394351474165332	0.635599104967254	0.453785066567121	0.097141947592089	0.579386603922354	0.673944692159213	0.760954847747326	0.180289669888886	0.318888019559112	0.610045825112777	0.573218229575757	0.63368552914353	0.360983809845153	0.361982765650434	0.238444854620239	0.487703820006745	0.500569774031873	0.0621669647415674	-0.199282514923591	0.380990021792335	0.460044067166122	0.614817787633501	0.600939126057004	0.487969976650784	0.863614899387108	0.46709517065617	0.873378021173215	0.855896450356786
C1QBP	0.668443580953182	0.251079629929798	0.198628544885108	0.128433335889732	-0.069208688422823	0.204870735136302	0.393573958677864	0.0964119625882782	0.502716891554667	0.0439352233650959	0.0118676713460167	-0.104665664552534	0.0747892686260081	0.376520981010507	0.116384235448622	0.0617206146123915	0.210893714398633	0.095145155647136	0.361454218320752	0.194395700266358	0.403390169185588	0.556899154020687	0.142135409461598	0.651639382266806	0.801641057150164	0.196173765743503	0.165753273095771	0.508465972859827	0.196550324820145	0.563449561776872	0.904396414943682	1	0.77727261546683	0.71223458123008	0.576374352209841	0.813783331006501	0.199251149569287	0.176094448625943	0.185697371292081	0.0334779337651554	0.187976690962634	0.614013778429921	0.682147047160817	0.348247397836524	0.525067039617485	0.486943261456599	0.172739145331636	0.0757907505597546	0.932671811549329	0.818327256533974	0.298965541910984	0.481691164432171	0.910300659234158	0.25885323376221	0.444046175212017	0.655364535232383	0.367951211731448	0.547812036394903	0.506932028951445	0.728200291669619	0.589922241932538	0.0500222701708929	0.675450885744649	0.747559378918477	0.807927989712755	0.383732384567595	0.43919556648189	0.733741932347197	0.65571242904809	0.718935426563995	0.370700687449289	0.478603229843281	0.356983464376081	0.66691804493028	0.669149620796911	0.279760549532123	-0.0513417593175184	0.196866755939765	0.556184214133603	0.688104753806612	0.593612901309877	0.634738284851345	0.974610939791661	0.592674900830755	0.822876143596744	0.823085583524045
ITGB1	0.629660826795204	0.075864339561481	0.00263709772880805	-0.0796373202467622	-0.340785677222263	-0.103875641968715	0.425215694837998	-0.171705479981837	0.20977452763377	-0.214703471746984	-0.0777815543573468	-0.252947173561055	0.0147974073535973	0.198855659216878	-0.105125800926327	-0.178321583965184	0.00208237643523586	0.0422714369698205	0.101063115662955	-0.0313339673636603	0.138680170958389	0.45581206839746	-0.133929597914543	0.466851471426983	0.662574487434631	0.352920796886606	0.258001481609171	0.354906593230594	0.346843150847889	0.672317889885054	0.756813557491977	0.77727261546683	1	0.647070313041069	0.311892879923892	0.660251547666166	0.422941722053122	-0.0997723387644664	-0.0825671124234576	0.246662200048484	-0.0418512587916762	0.634064676225799	0.463779127408646	0.487443747619109	0.596203850171213	0.651220750260745	-0.108043543683553	0.228374319807284	0.725982754978779	0.876842441094161	0.135516709354385	0.130223602560572	0.706422786254935	0.208723323319774	0.357064658242357	0.579446420213183	0.263800612032132	0.440505249314198	0.641837977746053	0.65214783684232	0.562070083444061	-0.272674281403115	0.614139315450783	0.64306375093277	0.779752282096667	0.11798796201968	0.449966995166343	0.700443642883776	0.784384386914666	0.648830996680481	0.123575560806555	0.544529908254578	0.46510237955062	0.641119625231423	0.687009132934463	0.446295666176015	0.173472102912684	0.224068924280216	0.521274308172116	0.607876128772839	0.709615387995976	0.675518622234816	0.763575867270003	0.620329433946102	0.843533530197427	0.817996944229923
PTGER4	0.711038329270353	0.300275628541604	0.308804431676971	0.270061204145761	-0.0190670060433035	0.226635326902429	0.594670791699177	0.144572733416903	0.448564232198233	0.161113971894224	0.172423667541991	-0.0954984732422296	0.00880934785766568	0.435222991465037	0.168695247671129	0.142105726912423	0.230744058178751	-0.0130803710440075	0.412799554134836	0.230166414117162	0.534708523564982	0.666911440036895	0.102440520671359	0.66451926853943	0.621272577568628	0.395448123960796	0.238059075634185	0.577224538413167	0.324327289126512	0.526160718510055	0.72200170351318	0.71223458123008	0.647070313041069	1	0.534782925383386	0.514998018874855	0.344803715380375	0.234528521415486	0.261228893021349	0.146844650883199	0.121365260960472	0.630699910044654	0.64743964428178	0.524869443879527	0.550046772726424	0.346550076626814	0.29041046690925	0.0794238081784275	0.655890406004506	0.727776055529397	0.355408957640426	0.492282922297336	0.689491745950396	0.285800745565362	0.347648244122075	0.573259827348472	0.365741462840711	0.288933151233816	0.445265761344491	0.542393208241858	0.337298361751138	0.0360032767486281	0.4794468528167	0.482307306734648	0.595158189858406	0.285104452998656	0.266149589900961	0.480483081456488	0.623456478937007	0.477384512089974	0.359115829908999	0.318582086920007	0.220246466963604	0.353069825989326	0.452441600718783	0.111157151851794	-0.0816536397175739	0.305670692803523	0.380951686558751	0.402480073570286	0.495316667570459	0.437946479527739	0.719802717383466	0.344455027703611	0.748026881764448	0.812569580238445
CD82	0.465674854919401	0.599989029980722	0.697341848042018	0.619748231584716	0.535851629948814	0.711255215465576	0.511737102707447	0.671127208252465	0.762700636661524	0.643083535595338	0.47017611429107	0.589265386447422	0.439451525092377	0.780461511074814	0.727539932820738	0.646110615040947	0.753064283977807	0.697686552251095	0.786308139715841	0.787064601529816	0.748886446810462	0.798563719764538	0.473466895024594	0.638916781479247	0.624502329837161	0.220286723083097	0.196734073651614	0.712730494256214	0.121220150147667	0.311554432072482	0.518627020573292	0.576374352209841	0.311892879923892	0.534782925383386	1	0.259326493829918	0.108293773932721	0.716185465036662	0.686851023023793	0.10389719034838	0.723091850680508	0.751680467014653	0.836528921482941	0.167163357849484	0.343389553770246	-0.146562442532061	0.714589877631908	0.368448485245805	0.517185213400415	0.313966713767599	0.714193007493581	0.801474964494638	0.538079975185259	0.628133917050454	0.0129908394038932	0.219754799085851	0.755268287157711	0.201617892057972	0.0778480050245945	0.131291979589329	0.0847097489063618	0.589601451768077	0.0544660663283468	0.111207002868863	0.217349460692986	0.319038936380402	-0.11504533405031	0.161676018682104	0.214520198121249	0.0941574225136983	0.795805982301758	-0.148459087833157	-0.175957327234333	0.130290124788335	0.0909908361523657	-0.0725399511440764	-0.34139390813292	0.457748673087137	0.478686771404593	0.0413858142366415	0.0432548835260333	0.131084585862964	0.655553973976318	-0.068595634940468	0.499738089996183	0.392677565693471
ITGB2	0.543821939961741	-0.15757256793845	-0.199284895911059	-0.270331412599975	-0.240774076992498	-0.160696047011595	-0.0266373758613635	-0.218241222659044	0.288951788115179	-0.232051710141012	-0.346248554559678	-0.374176157048421	-0.218271313127632	-0.0398481116684548	-0.202944554045377	-0.270117969741763	-0.167805774485172	-0.248125557428379	-0.0490524978996102	-0.16266616948332	0.118169730347667	0.21886971405751	0.0861048397686921	0.235580194914802	0.472415150431557	-0.25078970678464	-0.169278352979832	0.0747741300404146	0.2835285083478	0.588897925043543	0.712232472539961	0.813783331006501	0.660251547666166	0.514998018874855	0.259326493829918	1	-0.232434855499724	-0.0994737032060753	-0.204869085871855	-0.309052927562643	-0.0818121443301551	0.381331284242328	0.298273863285254	0.0843835068199451	0.135848682188735	0.732131084778998	-0.141789641743536	-0.337075221177046	0.840097271931516	0.681800264047378	-0.0755040776527388	0.159073664950803	0.882412029147764	-0.161354381927476	0.75158231823049	0.646695879599321	-0.0646666848403328	0.83902417446575	0.768714430624837	0.945513840671264	0.91939200095031	-0.0986105511179534	0.859370914884427	0.945687348189036	0.949223811428687	0.490308686375165	0.724194393484923	0.937664725811053	0.757835603321335	0.950312284644249	0.0716846585224691	0.81161624477642	0.742105262087618	0.903168677088155	0.890355591555755	0.508124820768195	0.350799431952146	-0.299908332837787	0.522358316276768	0.926727467864981	0.823101331600915	0.856014207157584	0.820138167139729	0.887795885248998	0.495419347686859	0.712060022912671
SELL	0.25552968809191	0.396430844136464	0.340135617184646	0.324577819436443	-0.127346997344771	0.137364139260176	0.742672622246261	0.109231080410605	0.0442372800614999	0.079321549325436	0.418400930624073	0.0685424206590918	0.305350799835816	0.313634669340377	0.124936356474127	0.153874486857993	0.278178452672434	0.216231707703509	0.248453778806716	0.172228450473719	0.174314831655699	0.448688118441365	-0.330830923876029	0.517263274989784	0.4447806610102	0.925023934915981	0.700681834893814	0.55902338626401	0.0213174450398258	0.161068401685863	0.379224784842404	0.199251149569287	0.422941722053122	0.344803715380375	0.108293773932721	-0.232434855499724	1	0.0277977106031678	0.214070286401221	0.82294588806529	0.0362889344475674	0.25671275922975	0.345275720782404	0.694853046234156	0.760943925532926	-0.0952347221799701	0.0921970180935246	0.734320253867439	0.0323834543076912	0.439955704025886	0.349228208294188	0.102245017479413	-0.0437083691614846	0.606655039881236	-0.338217705196067	0.101256183181818	0.389075611621588	-0.524897064916575	-0.204346568389392	-0.231994323859769	-0.412525956221941	-0.0983136488939289	-0.202722239231255	-0.214106879591972	-0.0639339486327592	-0.504137424448425	-0.370238447431483	-0.236103020148379	0.0755855192697033	-0.255218300716557	0.0605633709576076	-0.285097604019599	-0.371100951784649	-0.317610692978831	-0.247029124083278	-0.266487003937318	-0.393302928636264	0.777126191538073	-0.121605000137035	-0.267687023230975	-0.10811634488641	-0.203413606173584	0.106635145552326	-0.283458473242124	0.66063459900413	0.328627718467865
TIGIT	0.143249193851736	0.722579418953361	0.85652954206414	0.821351904824519	0.772792875648336	0.86996733623037	0.408422497012926	0.912715245220751	0.811298828066277	0.833285917607972	0.666262971051913	0.707322937538039	0.631843438848701	0.846795670793925	0.837054904150942	0.88600840326111	0.858292142920849	0.597706643037929	0.850308390288857	0.895329653339738	0.820617136372074	0.620830484071482	0.636524001094009	0.405562097554642	0.459861489815238	0.191845372907519	0.185200385787389	0.575983094179636	0.0326142346155962	-0.0443239426004538	0.14866568359244	0.176094448625943	-0.0997723387644664	0.234528521415486	0.716185465036662	-0.0994737032060753	0.0277977106031678	1	0.755977225758567	0.115115053404489	0.866870618777764	0.422292915409663	0.724884026798613	0.189071298811148	0.170034690801393	-0.566743772418924	0.897218668084953	0.169896603384702	0.166704978402536	-0.15182527375198	0.769712344358892	0.807263427899868	0.227676271340075	0.617083433603341	-0.210688954056291	-0.222819708638294	0.767883652305245	-0.106990996390358	-0.275970466980393	-0.242259544410574	-0.262124934472982	0.779923023690996	-0.30131440425615	-0.222832476827301	-0.160329831918116	0.194033885872191	-0.430249288894648	-0.266419361293679	-0.182195834027953	-0.267808273398603	0.697431460878718	-0.527845337236466	-0.489311417478986	-0.294402129422136	-0.298720517642496	-0.509684699591743	-0.527719081955081	0.458252976654491	0.0917117248018962	-0.298391336220012	-0.33282111158548	-0.268491366888109	0.278512256240213	-0.452105736273466	0.121199996212094	-0.000543011342606062
ADGRE5	0.135447320197336	0.85520407786808	0.880500356366441	0.896560406780946	0.786625533313637	0.92077310796193	0.586755065019607	0.86417631969218	0.769712002784209	0.837281049866937	0.778216979996174	0.731823253699757	0.700940723388659	0.846164631074233	0.86098594402207	0.857241566051289	0.846503975610846	0.619188083121277	0.861695918242501	0.854272448372558	0.78909213178873	0.614383365603782	0.603403031753408	0.627857948161262	0.498725040029464	0.415230542047973	0.393619729683402	0.702093175051396	-0.0728792030155163	-0.00839020515306649	0.259690542905831	0.185697371292081	-0.0825671124234576	0.261228893021349	0.686851023023793	-0.204869085871855	0.214070286401221	0.755977225758567	1	0.237680622683595	0.77675839649441	0.29616797862796	0.647713616205213	0.200427237605466	0.338259864735924	-0.597468908235643	0.861884456830065	0.404819040874306	0.155956006879423	-0.0461354894117676	0.770489530888569	0.736144800260497	0.0977893288047414	0.695014735441428	-0.318628594861095	-0.0179127176892559	0.665889913223632	-0.217156819503941	-0.429581274127644	-0.310802326203525	-0.40873283896866	0.661644605486526	-0.363121326527159	-0.288753305621298	-0.199166946968087	0.230127742586178	-0.508330353776092	-0.346443953646124	-0.300170974301075	-0.32956779563674	0.656290904583059	-0.610842764227438	-0.602652627131806	-0.409250571732773	-0.399504245577933	-0.586186674126977	-0.682771065918282	0.588883250921631	0.205321354577855	-0.345339736855647	-0.371729271004947	-0.416878378130799	0.241482609592638	-0.546298204315488	0.2390989101125	0.106924964711871
TNFRSF25	0.0927747401066932	0.34316862046638	0.348405499857962	0.3158653708759	-0.0732684994553265	0.183264794332152	0.616732239436717	0.204663765678025	0.0941842235064082	0.0974918125769655	0.398150916464483	0.21541745975361	0.478498589706017	0.243914058849007	0.124795454890716	0.22280998166966	0.260361092571867	0.256567133618282	0.23013223057023	0.18513498445271	0.1038352025453	0.383468908871775	-0.35721912998648	0.313230866783355	0.367541992804018	0.748568953522044	0.760644268404761	0.421084702209865	0.00809620112047833	-0.0437241903415848	0.29666421520484	0.0334779337651554	0.246662200048484	0.146844650883199	0.10389719034838	-0.309052927562643	0.82294588806529	0.115115053404489	0.237680622683595	1	0.162286412785944	0.254255393633352	0.286770227106184	0.601810991716253	0.651492402195979	-0.149908917079716	0.125884219381707	0.711703708293239	-0.146163538911407	0.229917535963849	0.273189331953388	0.0326934766985324	-0.173248419159353	0.653511661846865	-0.246872973584573	0.0487636967769431	0.397954985241055	-0.551929424979555	-0.288767263643093	-0.330160815047831	-0.469986560560246	0.080784509829446	-0.230006977844846	-0.263590266533033	-0.151156708310647	-0.573179248283465	-0.36854924884445	-0.316056326314237	-0.0921390524711131	-0.311949097671172	0.17246290736213	-0.382096606005962	-0.449982773271544	-0.420679113242814	-0.366639353248968	-0.391054746327883	-0.460003208923079	0.800503630676252	-0.159466905343758	-0.306131223038474	-0.107839678884809	-0.322205822854091	-0.0527882719645255	-0.351611232530556	0.459838008805398	0.153475717653798
ICOS	0.0745298339405364	0.780676731917113	0.869740577786145	0.836524510125825	0.820312323127823	0.878219439314763	0.422932187949529	0.898359427155229	0.793256396084792	0.836465142686392	0.731160263848809	0.674210496089344	0.788075672177189	0.839968640960593	0.863011919090852	0.870773995923916	0.846726645838949	0.639498197012801	0.842671934086517	0.896131348310661	0.770535360980112	0.571436015247906	0.733631950852072	0.392683899852991	0.498787123269681	0.217995748217675	0.238058030531966	0.612297418577356	-0.00146559588910514	0.066680482573693	0.180127769287096	0.187976690962634	-0.0418512587916762	0.121365260960472	0.723091850680508	-0.0818121443301551	0.0362889344475674	0.866870618777764	0.77675839649441	0.162286412785944	1	0.388846717215059	0.637226995248976	0.0405204718263989	0.14411857699107	-0.540632791671961	0.843951897314823	0.227216054786702	0.19703244217236	-0.099491038708423	0.83475220712594	0.750428110361059	0.215556800990696	0.640265627704751	-0.273907858294893	-0.198840856003841	0.743075987781316	-0.00628334679943473	-0.263308741485462	-0.239403604635123	-0.234415814658205	0.777564001064767	-0.297583252653576	-0.210398252640173	-0.114575820312065	0.321851441820449	-0.427391762281075	-0.249769045034437	-0.137699908697666	-0.251970677726434	0.610780058992177	-0.502300549005653	-0.456326889034375	-0.246116895620071	-0.245430546448844	-0.457339916507118	-0.49140854661556	0.43080160392753	0.173401300619149	-0.274629678809478	-0.292593020634	-0.272355305362943	0.293065783088167	-0.43175658041019	0.172889741926273	-0.0242326558222516
TSPAN14	0.685242704890057	0.265141634745534	0.377911471438475	0.299131596084327	0.0561474999746798	0.355464260868238	0.38128926167968	0.328715773486273	0.480676723163034	0.202975042747776	0.110272149992248	0.223041503055648	0.260111399253438	0.52984522403599	0.278084474752081	0.310831336781383	0.373845221270126	0.465458447403391	0.532997940599267	0.41406733002437	0.42627506744568	0.727608111027277	0.0741159088985511	0.47879851165269	0.597298918982873	0.230061277697932	0.236324833327779	0.571531567601016	0.454353901164284	0.379540931345783	0.564495962351703	0.614013778429921	0.634064676225799	0.630699910044654	0.751680467014653	0.381331284242328	0.25671275922975	0.422292915409663	0.29616797862796	0.254255393633352	0.388846717215059	1	0.748448999637038	0.302792107938895	0.531067228148025	0.258196594956661	0.354429041306215	0.321929507108665	0.507153798228372	0.57208670530019	0.410233999947905	0.451533208248209	0.545452928210429	0.418436587293538	0.219501356866636	0.358949967141842	0.6274313117111	0.263780697959003	0.443171831740484	0.362782649055808	0.29914130243973	0.264606713257057	0.318183458638898	0.29997924049566	0.461454173889427	0.119632665665029	0.167760284276391	0.390691278382942	0.509248782361415	0.319138645135944	0.604489891524472	0.178313190812688	0.158994444560385	0.351714041434672	0.360865057164661	0.223586127708488	-0.0202495233075357	0.465958264563808	0.46517939912955	0.247121579413147	0.374545474058887	0.437297291161358	0.661415027477695	0.237286891326483	0.64478430901246	0.617344249820734
SPN	0.576587964118376	0.62289943881045	0.707934931631381	0.659009827294701	0.392840488596686	0.707035043944774	0.601943427631917	0.657502507257033	0.768271386206621	0.539378267092414	0.445250031512825	0.423794068867963	0.498472341750005	0.79662190775816	0.59565933486182	0.633870818559489	0.711602030449978	0.563564820550609	0.807252723254683	0.706305794905646	0.717670507782287	0.815081444599735	0.343164819058758	0.725851636995333	0.798276787314488	0.394651610737919	0.346964098579966	0.761380012581194	0.194555004654697	0.248894174518162	0.63968586523776	0.682147047160817	0.463779127408646	0.64743964428178	0.836528921482941	0.298273863285254	0.345275720782404	0.724884026798613	0.647713616205213	0.286770227106184	0.637226995248976	0.748448999637038	1	0.414741225060316	0.593971054285192	-0.0765144729637103	0.666805703961878	0.355905107039212	0.577741354267188	0.460919407742034	0.695228590551397	0.748020648349262	0.578904710236562	0.640862968456643	0.0682370439606848	0.276734030691314	0.78029014855429	0.0973113632879877	0.103627055926377	0.191092258560941	0.0581588657086904	0.497310821937983	0.167991274745092	0.213530724228621	0.310018855153389	0.216763775469816	-0.0669163845154005	0.189850721468242	0.260390552828628	0.160149712032181	0.703473904556427	-0.118369606359088	-0.196013129205229	0.100529339275461	0.1172012612529	-0.179938018770764	-0.441286453302909	0.603088878667013	0.435237850057348	0.11833004775833	0.0971676326625332	0.128130423632907	0.718709329703113	-0.0221046015955638	0.662525560911647	0.565431882813482
FAS	0.304356461184286	0.382470198075006	0.348380138024535	0.292427994474591	-0.0688596573099606	0.184227635575256	0.722863182504688	0.200043018165233	0.340911419304689	0.110554100913504	0.375980050887692	0.0680046030510069	0.289313829642502	0.341381801585034	0.109561066950237	0.199684395132152	0.241166999550863	0.0453886864707446	0.291814562859651	0.187934617381519	0.353893657586747	0.521821423315464	-0.216914508223182	0.412382910761718	0.624207852384468	0.686960549469909	0.658626458988966	0.436860204277033	0.0348904819114606	0.303665781125286	0.555174550044797	0.348247397836524	0.487443747619109	0.524869443879527	0.167163357849484	0.0843835068199451	0.694853046234156	0.189071298811148	0.200427237605466	0.601810991716253	0.0405204718263989	0.302792107938895	0.414741225060316	1	0.740450211241863	0.0841522372582938	0.195218616776488	0.417365630733508	0.313598729863292	0.434085052732162	0.264266108401436	0.211880275990304	0.277090122007637	0.536609763026436	0.0174811011903086	0.318651353408593	0.460106014436902	-0.266729896086782	-0.0459213053791607	0.0611175859856314	-0.0979076949940983	0.0695545753604617	0.0713787563028474	0.138473144060806	0.211609949649061	-0.319714776977448	-0.1344870551946	0.0307329637084745	0.234674693682423	0.0792196795894814	0.299593741871376	-0.136329905313679	-0.198954707841211	-0.0840045837437417	-0.0116719480200816	-0.271625516429947	-0.396908671773832	0.620218138878303	0.0253626988535962	0.0708374225584553	0.195856362736405	0.00854303134703369	0.303854133939155	-0.0388426234641661	0.614368365056203	0.517987505215263
TRADD	0.561871826389915	0.471273577823961	0.409545829749532	0.394844583448907	-0.057579089766289	0.315377674790099	0.676444055395508	0.273016551930295	0.342504308552609	0.110622570573552	0.299599378759767	0.0853825038888698	0.405201901231961	0.466214770399508	0.118978277155308	0.275632307782055	0.298564328342927	0.235637658540033	0.461196809695309	0.245550980568226	0.329978348318636	0.641054120939413	-0.175209073047856	0.615628693691699	0.696343425229371	0.703045074330315	0.642667855219773	0.597598363111967	0.25517468430003	0.208994175290866	0.67037198317632	0.525067039617485	0.596203850171213	0.550046772726424	0.343389553770246	0.135848682188735	0.760943925532926	0.170034690801393	0.338259864735924	0.651492402195979	0.14411857699107	0.531067228148025	0.593971054285192	0.740450211241863	1	0.0883526883406702	0.219107946787517	0.56379777788098	0.358450650211833	0.633997451780966	0.345207562346023	0.223698153455277	0.305964851513765	0.549190954505266	-0.0828995340896607	0.277221395580697	0.470790348114934	-0.164800236584757	0.114478896109702	0.111526836173046	-0.0694890024330336	0.0507176176549959	0.118102803010284	0.141654555272247	0.296004332830714	-0.220514764685139	-0.137175486409573	0.0961157741849263	0.252792680398028	0.0992147430678226	0.374713544488799	-0.0494010699980919	-0.113000976702925	0.00788199107938751	0.037788492465411	-0.143110661884074	-0.313390844482414	0.788260999150448	0.208254167146244	0.078100906997688	0.196082019362847	0.101254647292919	0.446008510967273	-0.00405033188121239	0.799844669691722	0.643357990963877
SORL1	0.376551025903711	-0.592210628644637	-0.624434654340509	-0.67277468134149	-0.724192538491789	-0.620822472357273	-0.220613015070736	-0.671395923245025	-0.267883447391697	-0.700225967809246	-0.676698301502114	-0.65929393654312	-0.493460348839099	-0.477022870492673	-0.667619414173761	-0.693892147287562	-0.618881561015697	-0.460655208175681	-0.463846177574376	-0.632404615973263	-0.414558552953791	-0.143073879131879	-0.426453209748482	-0.07783824635667	0.144591662743729	-0.253421445697132	-0.128831610140705	-0.273645323826349	0.278351264984793	0.471763374975809	0.428412051961749	0.486943261456599	0.651220750260745	0.346550076626814	-0.146562442532061	0.732131084778998	-0.0952347221799701	-0.566743772418924	-0.597468908235643	-0.149908917079716	-0.540632791671961	0.258196594956661	-0.0765144729637103	0.0841522372582938	0.0883526883406702	1	-0.605761019740678	-0.284071998692935	0.498799949100472	0.618290242912495	-0.51675336789105	-0.330176275892788	0.513636270708879	-0.440844832601661	0.700797962339479	0.711458178780594	-0.289470243417426	0.626579404334625	0.77172383389027	0.831243005452921	0.810271436233198	-0.551306245995672	0.876783075973675	0.820657183843811	0.784195712185306	0.149940713244418	0.8615646078633	0.868051893524926	0.721008392132384	0.851683862018841	-0.183086981698989	0.884455030636848	0.787264597094568	0.81274288364495	0.850169515669227	0.736132741159581	0.538836420644744	-0.36523846939252	0.395063673004198	0.837184474296616	0.865153601183404	0.797173369685331	0.445176799209948	0.9217734129347	0.338751975531445	0.584529741316549
