""	CD69	LAG3	CXCR6	ITGAL	SIGIRR	ITGA4	PTPRC	IL2RG	CD2	CTLA4	CD6	CD3D	CD47	IL2RA	RIPK1	ITGB2	ADRB2	CCR4	CD28	CD4	TNFRSF1B	ITGB1	CCR5	ITGA6	SELL	SPN	CD82	PTGER4	CD96	CD3G	MCAM	CD27	S1PR4	TSPAN5	F2R	CD44	CXCR3	CD8A	CD7	CXCR4	IFITM1	SORL1	SLC1A5	RPSA	C1QBP	CCR6	NOTCH1	CD226	CD46	DPP4	TIGIT	PTPRJ	ADGRE5	ICOS	CLEC2D	PDCD1	CD63	TGFBR3	TNFRSF14	TSPAN14	RACK1	TNFRSF25	SDC4	HAVCR2	JMJD6	CD247	IL6R	IGF2R	SMAD3	SIRPG	TFRC	NCR3	PTGDR	SLC16A1	CD5	SMAP1	LRP10	NOTCH2	SLC16A7	TRADD	TNFRSF1A	ADCY7	CRTAM	LPP	PTGER2	KLRD1	CD8B	RYK	CAP1	CD81	ACTR2	FAS	PILRB	HLA.DPB1	VSIR	STX4	CD74	PTPRA	CANX	IFNAR1	ERAP1	ATP5F1B	KLRB1	LAMP1	MCFD2	APLP2	NCL
SPN	0.592700120123402	0.794330264000249	0.877844060593622	0.613585754735757	0.845076580593604	0.711889727501618	0.747816861164512	0.930317716984473	0.882444982852258	0.886663715364014	0.899617931490625	0.845105151967441	0.645285242270655	0.873036582663734	0.578639596466987	0.881667325504959	-0.13253345681981	0.546048303222102	0.88221928435217	0.900192684908786	0.773086240510616	0.74976869301869	0.0959764212045749	0.151279216503359	0.234902328992853	1	0.911370607268108	0.67152639879954	0.845727698560965	0.767517725224629	0.823401188717422	0.321700443959082	0.796803381154231	0.774662323037936	-0.136638405284963	0.712169925057774	0.814061008360739	-0.408261299886638	0.885926997689308	0.380433394370369	0.371624027880468	0.545023184145854	0.85994221514407	0.608014624613555	0.649018743807943	0.625432462224691	0.636093480338992	0.928441639911577	0.797481002704441	0.66981836133642	0.535924975551158	0.7566121785661	0.885572495905422	0.685131044260462	0.525964859450653	0.846922436977416	0.509218505414974	0.0378230666349833	0.689177254434119	0.838880835728689	0.605825262871543	0.834818596223019	0.887648791356177	0.84142219185682	0.61757555604078	0.878833523622016	0.692376611514747	0.38753244751788	0.566807387501489	0.816393541378331	0.883213741206292	0.822293197782387	-0.318378197284015	0.704457957530017	0.694624404678323	0.811715086666122	0.775012646707915	0.751963985648032	0.541235682135693	0.846395906363813	0.562465192154416	0.612009646231637	-0.358518790843052	0.597509880137037	0.182573258804564	0.400899743488733	-0.431690315081502	0.370958484081764	0.898732152002472	0.373906452001916	0.833418511532926	0.688607741790944	-0.403313341466229	0.377464172843178	0.573607584649231	0.714645920151036	0.511243065402355	0.543293807121843	0.743947347678514	0.696387680595237	0.381818109599526	0.787974449076013	0.829354648048788	0.796794991594133	0.749787135282508	0.269588616584992	0.698671811453653
CD82	0.541324241353604	0.852320062974186	0.929592814807997	0.646854587019846	0.865046877470107	0.764846039934041	0.757055428511103	0.96544391816454	0.92919682911795	0.936701648127977	0.901907457378964	0.859312408539489	0.605091463878405	0.928212677899058	0.53568609356999	0.919656441401228	-0.137007441712875	0.528557695091098	0.922179214110316	0.911438541498263	0.800826411031436	0.672133771988672	0.175368769407707	0.0677308245682646	0.157654421755156	0.911370607268108	1	0.586157838793529	0.891391707758373	0.780055352507617	0.80288022326136	0.312546756694624	0.806817364598552	0.811288617362029	-0.0973983509692171	0.700709249610618	0.903533120934596	-0.386748011058022	0.952993177812314	0.285922847816052	0.304684686733575	0.483890431107033	0.865194136133976	0.543954591339512	0.605419982075187	0.574647214515947	0.604442288945826	0.959923892453245	0.793562254722193	0.59081376813912	0.554422254580502	0.787251268936648	0.931540589695582	0.738390349110312	0.588338905772304	0.8644098459294	0.471400451889083	0.000522398924749422	0.667920988806395	0.769410606175446	0.532037640753656	0.801967975577846	0.915281805974497	0.883815018747842	0.603293070610991	0.915501747582025	0.693758653754808	0.456507819549238	0.501510256187399	0.922401392226617	0.904599200761713	0.784842329922019	-0.323761131911194	0.68989011479059	0.781922571226607	0.777884155575664	0.796088619147986	0.795050141616243	0.580333368434456	0.84768733223444	0.542719199195428	0.53041434468487	-0.291023235992903	0.591009400493521	0.194553016467178	0.396272488937424	-0.438462367778224	0.288807386154821	0.899971481060175	0.315737288961525	0.824048527042487	0.680925732212217	-0.401641635703807	0.299612607059885	0.521572665556943	0.651433192508883	0.422203705614522	0.585052171875693	0.714431546315646	0.675288770847669	0.386405620309813	0.727228355744574	0.787933719193978	0.768665115020195	0.697240169758238	0.227882146154168	0.694184346091016
PTGER4	0.853501746127056	0.405296339390197	0.509690304839304	0.472919442305239	0.752494453646262	0.533961201255241	0.654242287308161	0.621848026644008	0.623325290272302	0.534924714219964	0.694635875912551	0.708018050307116	0.742292392307915	0.503320773819719	0.600516859006028	0.600418878723673	0.0724202467854221	0.526769131266435	0.648905795067103	0.639398523771036	0.553261988918462	0.764825162329732	-0.164232436694989	0.426403317291616	0.641583296585262	0.67152639879954	0.586157838793529	1	0.593590734144955	0.772307080965824	0.582175991303475	0.355961909173932	0.747133415455251	0.551992220749787	-0.122276834147641	0.697673416658304	0.45499017404349	-0.230393470871305	0.5749175710527	0.799887369776868	0.772328353060722	0.768125316650192	0.602703301434097	0.845095263875476	0.761296755809353	0.644054718083009	0.433791342893155	0.612889437633288	0.68613747079789	0.675429184472611	0.430139383666157	0.470937992563275	0.564915028215677	0.626526414614636	0.664878010775235	0.578062891137103	0.379939484681004	0.0743925223592443	0.782897142108464	0.755858339118232	0.834384508982012	0.732505255057158	0.576681496847901	0.439648663079914	0.667037487362673	0.644779503012588	0.594588533049921	0.270291072475705	0.666776554433587	0.536468007800167	0.577195922852131	0.67375742414333	-0.358049434529638	0.540265874343651	0.64431855939954	0.748378394238105	0.693481484129321	0.490845835072898	0.599121409075739	0.784738074489148	0.376704359404743	0.525797718314838	-0.110936426792401	0.486543918319576	0.661946151602242	0.213775098510981	-0.135696229401243	0.409034187963262	0.660578209468376	0.380675756584779	0.68305146603381	0.563935439856622	-0.31060389692509	0.401250793278159	0.803408815013596	0.583822428644764	0.461871892952024	0.615038876296594	0.615156133485328	0.602338193614523	0.340827510715053	0.725233938318118	0.722684456470238	0.63189602396511	0.603684221455414	0.227047434315464	0.74498103336241
CD96	0.566547049970067	0.822461481131526	0.921877973749103	0.684774858271254	0.917020111575047	0.712579461667078	0.757470187038219	0.92965954049548	0.913760927049969	0.858849652921133	0.902261487746452	0.912119905197954	0.541284872260704	0.798816110929663	0.498277150477977	0.838834226699033	-0.00620013221023056	0.435008363633523	0.819761600718952	0.780738327248737	0.686645785271614	0.573761465481864	0.273927568155558	-0.00477803537294818	0.105488179027358	0.845727698560965	0.891391707758373	0.593590734144955	1	0.813802113937675	0.817920970496465	0.391746663967453	0.79143367055386	0.780764926307879	0.0379027344258874	0.603792369027128	0.873116571062135	-0.186208616086109	0.892795615037266	0.408253488651183	0.447330812179609	0.406955769284932	0.774028198939558	0.512926952639011	0.519143147285681	0.469512843649688	0.489051745651845	0.879418881460142	0.681267257704884	0.597895010597464	0.507498571974276	0.649606606556422	0.829439004391434	0.69218781684664	0.606248167306813	0.876655173904691	0.332966780595142	-0.106951209975849	0.621693311813862	0.67356011842054	0.490901078985884	0.773740667534193	0.760947409364488	0.775228355064877	0.625862022992628	0.902533100574676	0.57829113043448	0.336616997600919	0.440193114504778	0.874916952968853	0.769835936151512	0.82798814722882	-0.392541212541277	0.56494262824388	0.793718091681761	0.732590008661131	0.67518432816631	0.623478893163588	0.517218965610424	0.778255265663777	0.397637426536845	0.49773252476851	-0.197194510961708	0.440146676158804	0.215785236793127	0.506703397920057	-0.224390489084549	0.163568236409118	0.81843271119514	0.254136929137308	0.720527026752811	0.596779199599997	-0.411082369828566	0.140442930768303	0.465520669843962	0.54672407659699	0.260216995426532	0.538849505141936	0.583295029448052	0.555264409020658	0.318370681900542	0.635374426467935	0.804278841149666	0.625935589142376	0.550037517652508	0.0721862842524216	0.59451025556409
CD3G	0.831437526188496	0.646578234393841	0.784351278387618	0.820106453931926	0.897493677174848	0.842416313837454	0.888594562993797	0.83303130143052	0.895453665883074	0.798127026947711	0.846381172036972	0.944207356699856	0.765705411020261	0.765647306563683	0.647415021093597	0.762113725761538	0.0972463980084871	0.722689939524412	0.860499237400243	0.806450602172215	0.803358663927041	0.783442982537329	0.108016780025472	0.338463672602035	0.507943916938069	0.767517725224629	0.780055352507617	0.772307080965824	0.813802113937675	1	0.735852152934966	0.65046987594673	0.911120815448763	0.712199123387394	-0.00269793880123646	0.822021507847625	0.751927408363471	-0.172581233288904	0.861062621697749	0.730300640410673	0.701835511860127	0.656244258827756	0.789083760770666	0.784350515435628	0.773414914531137	0.738700631257244	0.514419234000038	0.752527256239825	0.806623120628196	0.668560171845027	0.725349647809374	0.723949734140169	0.779108189753865	0.876369209434272	0.862847315420034	0.773180582492752	0.362588071174168	-0.01531759745589	0.862908474958221	0.82382645660331	0.771896347940906	0.856996492496347	0.698292187899395	0.629220428006551	0.758073608008935	0.900374081339773	0.735279100145484	0.423075797419895	0.598938222783949	0.849588531684452	0.782222522339454	0.807661026093116	-0.374106624582306	0.716607453538914	0.875878682455722	0.796993701328772	0.824602734599618	0.660580214897325	0.717252220972799	0.857029501221196	0.401711031594694	0.586140015896361	-0.0473031169948885	0.592937954003363	0.501498457253846	0.336330821802601	-0.108313335681784	0.344324809093339	0.844124922477985	0.345579712163282	0.831197972758763	0.774009879065684	-0.26907566013981	0.29426534581527	0.755343750032696	0.680047062631467	0.402093832526482	0.752552541372527	0.661985385421805	0.690105826469589	0.409415270766296	0.773930060979783	0.755280383072121	0.74041145067982	0.636059233645878	0.184991870054342	0.811942119601509
MCAM	0.623626675304035	0.626102066672402	0.827462736189009	0.499816218166737	0.780682596388694	0.64812167790569	0.584070463575109	0.815654900193686	0.766448736655168	0.822115447717784	0.875388093353562	0.782656191233627	0.604476948127457	0.717473151358214	0.47503324372101	0.695907636201345	-0.0858646019137528	0.492054592662193	0.743407663645009	0.778985237916547	0.643843196421391	0.697273373312665	-0.0606486165518096	0.175440156845527	0.230687382961182	0.823401188717422	0.80288022326136	0.582175991303475	0.817920970496465	0.735852152934966	1	0.257200011469884	0.68906549154424	0.76394008186651	-0.256567153876029	0.603358233098487	0.718824876404916	-0.509509248587894	0.794678227082699	0.409900477462519	0.337554625293211	0.489910132110528	0.742523548616233	0.610851063409714	0.576343152762755	0.585658517244214	0.379376625234392	0.860009287648073	0.747043105325895	0.699186096135128	0.45480711917643	0.586528035920025	0.714921778551889	0.703126092600798	0.488034060379808	0.801734837419464	0.50876828094105	0.138915835682933	0.582584836331134	0.689878192327768	0.596415660785888	0.855463581428472	0.722377021688545	0.676609610530084	0.450757235219617	0.802766746898069	0.645969447179118	0.345645492075166	0.630363775440495	0.80958339600042	0.756914436210543	0.83663172711316	-0.328168950809685	0.624398655377216	0.758264820158275	0.806026787293307	0.753099719800292	0.678760655064611	0.392261327659568	0.808953324848493	0.512531245872731	0.495551102207556	-0.450277492731224	0.570251968501876	0.252725138763792	0.28174891561723	-0.499927328299791	0.407985489670724	0.764108050843957	0.326213840448247	0.730239336447549	0.577459823217943	-0.436716660427625	0.225169727120721	0.597730373991043	0.596365903479686	0.351365045107283	0.55095103924644	0.691992088969145	0.666199544238675	0.180167208037425	0.693036416799177	0.854182336679243	0.71407095626524	0.665386993667348	0.299342962311837	0.598356777654912
CD27	0.416960716164235	0.352558429165181	0.352307507680266	0.681895894520959	0.484741767863771	0.587780918819756	0.721096410680008	0.388940864668766	0.549893777170658	0.423367592275571	0.287484278614099	0.599295967479907	0.554951474738308	0.455553004277801	0.597799806411873	0.419929929885523	0.397491225905588	0.590234598873917	0.535527808884922	0.455768861246575	0.681839874364342	0.470180292362365	0.286176349227408	0.27857555707662	0.32394886592373	0.321700443959082	0.312546756694624	0.355961909173932	0.391746663967453	0.65046987594673	0.257200011469884	1	0.555109061584133	0.428793593980946	0.329018390420673	0.668436487981077	0.341277594475421	0.290107114886452	0.486539271992232	0.556086942857309	0.47914169192209	0.345209034458133	0.520198998509263	0.420634666061729	0.580877423165679	0.568472847129319	0.489094943569087	0.211889346811146	0.46250973278299	0.188200517548913	0.831258957218656	0.57879124151156	0.419625910533062	0.616062800280695	0.742397177963719	0.29863166145881	0.233456029355777	0.041286700455163	0.62491065906618	0.51944669968225	0.493262482351053	0.353714581609893	0.400999389768895	0.256110045059174	0.647041256946541	0.469395413427131	0.495502962193807	0.383341648987748	0.20260271073642	0.408407052259374	0.456699579658581	0.453421103516599	-0.0587166846611336	0.662665165821656	0.500008215494842	0.370880105186337	0.530224980544763	0.387697702252829	0.511307538064903	0.335877964321434	0.281464203670003	0.502357800181289	0.348214951778237	0.500162771837322	0.112103652149695	0.0860771924568137	0.309166626901794	0.312815740074548	0.543073787445575	0.382840900630392	0.586446013174518	0.742577957383767	0.20805850756314	0.419018951561069	0.484492549278027	0.552137940551896	0.477323490584717	0.63759972919965	0.448032470342103	0.503810003120947	0.496957847500779	0.531409591036434	0.12243381371922	0.466464633694823	0.416462965993567	0.212336397410544	0.632854628139798
S1PR4	0.802228336913568	0.674817487392037	0.767954941649647	0.69718858302642	0.883906663897789	0.776762439180329	0.843292875848693	0.839402687454902	0.871386046085264	0.831257092110034	0.825811272609159	0.88655066965337	0.791737325181786	0.819494497951151	0.591514093960719	0.770853769389258	-0.0589660617101815	0.768475761919029	0.887051345117773	0.872331386249384	0.816259357184252	0.800702799868973	0.134164858935106	0.38169821348918	0.54855813244373	0.796803381154231	0.806817364598552	0.747133415455251	0.79143367055386	0.911120815448763	0.68906549154424	0.555109061584133	1	0.691595895788899	-0.0991094099061447	0.825413004744091	0.740720974614522	-0.310132649958971	0.869314161087799	0.636898619757016	0.652694671479701	0.688731447043086	0.799671803141228	0.803915457361176	0.777523134976102	0.782928939194476	0.55980406743495	0.770853078241591	0.829590133452782	0.73680129490204	0.703579085220615	0.72434697326551	0.775022225374656	0.858219891299799	0.806664097387231	0.704399869552688	0.400224051690311	-0.00155999416830517	0.888014232180325	0.841561898160938	0.795097579816858	0.862580816479127	0.732089629704079	0.655356556396849	0.634254154929292	0.883160380820956	0.817136767101725	0.368699095380016	0.580642146814301	0.82877698379929	0.778731585039354	0.765138812414161	-0.410359924638938	0.733136055998537	0.837143649909409	0.806626838885909	0.852702729275049	0.676816165496341	0.665087797294128	0.897097257634925	0.437953967576483	0.619612690749361	-0.197524217499936	0.592721814880597	0.520168040750022	0.243427673856458	-0.235965016385225	0.378171058751284	0.853378281126104	0.327690780708325	0.84514027677907	0.806692661561136	-0.348032914020945	0.346652464640043	0.768012099181658	0.680967353315695	0.45421068884207	0.761718094209873	0.696736120495604	0.706268451681535	0.447463262039968	0.796239276704579	0.753110871164033	0.757244778527636	0.703270966221205	0.208312805070209	0.792729222945615
TSPAN5	0.477368612815617	0.748649908448442	0.797977781276285	0.600440818835485	0.78320009322995	0.646497075211666	0.70552648862901	0.831026212488672	0.809621009055626	0.779017009942825	0.768298229577922	0.789047844633872	0.70674970888505	0.781404732856756	0.661542140872936	0.80031801548061	0.067990075849523	0.45284118752726	0.772473863236083	0.762731301157516	0.708876278182324	0.705747657296977	0.220181595975319	0.0339298486020458	0.107765038903182	0.774662323037936	0.811288617362029	0.551992220749787	0.780764926307879	0.712199123387394	0.76394008186651	0.428793593980946	0.691595895788899	1	0.0558708859861981	0.70154763664967	0.738997432639898	-0.174582606089301	0.806989710697229	0.351004012876298	0.349634253110224	0.418692606969641	0.751899158527606	0.503242580654796	0.624167878480113	0.492151493130187	0.596957459910785	0.779625728981543	0.777740495291057	0.480165716417761	0.535886758120227	0.739952319779918	0.792784678074994	0.645956983016213	0.555120840469678	0.764834693299782	0.719640167167798	0.420629914486384	0.659743994875235	0.726055430643388	0.553672534817118	0.687792574218255	0.784970183263325	0.764253211916912	0.689628390696873	0.773210456375204	0.624163298881686	0.662199755469242	0.603130781721988	0.756499944347666	0.822114544539072	0.667308851770604	0.0522941131388447	0.782991019134821	0.661876453077163	0.78332504977764	0.787695301072214	0.801937137839747	0.53907042169606	0.722517417360352	0.708307969441006	0.453796040925474	-0.104918972717848	0.741188964168935	0.163945583520659	0.345839279894192	-0.246250768957387	0.565694738542295	0.812617354650048	0.650130379520848	0.775384429586548	0.664508253941868	-0.10881609035082	0.322282100748467	0.520701714610038	0.704559783325378	0.443952594588509	0.687799525356356	0.809963796040163	0.734148608412783	0.488701930219315	0.782279760595907	0.63252104425493	0.819928392087504	0.768746738038075	0.567468306528872	0.71309948503455
F2R	-0.310273321865645	0.177532791634367	-0.0177854666298984	0.279414235404168	0.052199087355715	-0.00574652972130985	0.216676559797833	-0.00395784211920159	0.0298304491454143	-0.149680263038456	-0.135367461385181	0.0750273128475203	-0.146537536906648	-0.114305342907553	0.173734682379749	0.115924207251053	0.458922422563887	-0.331551772300407	-0.157182692628647	-0.244090891703559	-0.104991337472829	-0.262511697154802	0.551196147301527	-0.252959456879337	-0.434146313467626	-0.136638405284963	-0.0973983509692171	-0.122276834147641	0.0379027344258874	-0.00269793880123646	-0.256567153876029	0.329018390420673	-0.0991094099061447	0.0558708859861981	1	-0.0703291879332092	0.0221718514739131	0.805097091659312	-0.0915881761357115	-0.0479639421402931	0.0701524795532575	-0.284910865656861	-0.0992354566645417	-0.312092372654135	-0.112079526567053	-0.355523360973446	0.0473723113225596	-0.176971394368154	-0.178420508091451	-0.272466581571905	0.000423074510119448	0.0366757435643993	0.0308868835165041	-0.225904906897878	0.105789580605832	0.0487752683585747	-0.051188817171457	-0.0420442906459253	-0.100543808163949	-0.154730474183282	-0.258608985376178	-0.378856035406888	-0.079684584224552	0.091342779405262	0.32555091109081	0.00581074297864849	-0.329344280656598	0.170273054294309	-0.264006972562507	-0.156125725098464	-0.109603482789812	-0.178904837434676	0.280811861380453	-0.0865518060931466	-0.159146461892493	-0.219712869666365	-0.206427025447149	-0.105701722118108	0.0749568455294167	-0.318491996980885	-0.0551630676998883	-0.0720586330569657	0.704533084512251	-0.0855242723652842	-0.277458583353412	0.41994655209819	0.703390488143468	-0.166227642582279	-0.0464227155391552	0.276726141100315	-0.101937470164526	-0.145635275829246	0.420871122663317	0.0194412761870562	-0.270412279511639	-0.0802618978724503	-0.0308194179516492	-0.0280739125123258	-0.101661632836547	-0.144413811485236	0.248899761517222	-0.0667906428962314	-0.356899995415204	-0.12369478400284	-0.158452433436914	-0.0654606753280016	-0.0218945842781031
CD44	0.699587889489585	0.519104998047088	0.597001478990035	0.719175208036027	0.720965764849148	0.801753723480998	0.863952187237091	0.697669359731588	0.761727786727902	0.716038112513004	0.63077952653931	0.744305540025253	0.884063765787131	0.773011829791721	0.787992325133014	0.725293025965834	0.133156235190404	0.836117484728006	0.856130220672464	0.854779922512596	0.89371058047369	0.888743989628903	0.138118196004786	0.429000103720127	0.553413821454726	0.712169925057774	0.700709249610618	0.697673416658304	0.603792369027128	0.822021507847625	0.603358233098487	0.668436487981077	0.825413004744091	0.70154763664967	-0.0703291879332092	1	0.589382603931721	-0.240374584874185	0.759362249337552	0.587114017341153	0.517417997970107	0.739661026327512	0.837160653781441	0.764122643732091	0.892179956020399	0.846522765930322	0.660607368021384	0.653003874615103	0.874785560203615	0.518771753451639	0.794886084508409	0.850549367620637	0.758689832230842	0.808671380054702	0.835196435471024	0.540545330240199	0.612505300217473	0.263665038354626	0.871296571316626	0.896111517724322	0.808141302680128	0.757105644471695	0.770260411116134	0.601504145090018	0.749951903104036	0.732775897234587	0.865681084516548	0.608658754838733	0.641212338922675	0.694592242883345	0.827028596214378	0.644819505693448	-0.102013024664463	0.892149435162841	0.728823566039904	0.812565745521642	0.902067048778948	0.81824917760207	0.756224394321011	0.761855692727665	0.64189780526233	0.699748060904005	-0.0699774603893906	0.804517861202957	0.400888304625503	0.0780311380254002	-0.194151580050071	0.634328345386356	0.87069771409588	0.553242206630768	0.936816399861482	0.88244060375391	-0.039022175455145	0.624227471433282	0.785787961962077	0.854937730698538	0.726952290443587	0.861282577560472	0.862221926190081	0.857035722010157	0.612433995653936	0.859834870133027	0.541104811052914	0.871906421393071	0.819840543410716	0.520375556784224	0.939860950696849
CXCR3	0.433870329630037	0.82955419988788	0.919632411222612	0.736689388149964	0.842684159072098	0.751586523816195	0.740781811228688	0.929888343541478	0.930268670386623	0.86201171881212	0.851950070627339	0.858284411405514	0.500722991266745	0.86370699074703	0.413749115097309	0.892122083343216	-0.153376704771109	0.42585244126101	0.828002789159491	0.798489319466011	0.711178293200383	0.534599144797858	0.336784831245801	-0.0765010658659583	0.0293585015765041	0.814061008360739	0.903533120934596	0.45499017404349	0.873116571062135	0.751927408363471	0.718824876404916	0.341277594475421	0.740720974614522	0.738997432639898	0.0221718514739131	0.589382603931721	1	-0.19845668961954	0.906770948714076	0.212348046224247	0.301273731593727	0.296228359195718	0.793666055292928	0.428885948426719	0.471613729423777	0.439172853211761	0.531982653926489	0.889077374179282	0.682438784399292	0.516416322577757	0.504747962220113	0.715109865625945	0.892927882769639	0.658493969983476	0.510438548688304	0.854244553110891	0.389177228704775	-0.0545505015839417	0.586637620098854	0.636890137249767	0.414459216787031	0.681416793829362	0.799028049078722	0.841560003637148	0.55633360569664	0.906988478198375	0.552023708775217	0.365489246354371	0.377592634629417	0.910767725318127	0.792885096073774	0.732105665613523	-0.277242410257968	0.581412591258282	0.748985342403585	0.679596097138051	0.672756696608495	0.673230625932411	0.547032001075646	0.749560812072879	0.482478062868025	0.494878511406308	-0.177481505339583	0.499492578755918	0.0886067139137855	0.544240880790728	-0.244486737633851	0.145982094363103	0.846761454225754	0.279787094553482	0.732676149170872	0.57546086379574	-0.291934964177211	0.184114327923098	0.384344822552846	0.555580114852211	0.302086169341869	0.489278816319688	0.578502415921811	0.560569707243063	0.293347037568585	0.645212412144003	0.718876916786545	0.678903821480688	0.541325351070169	0.13965800030438	0.550652915779681
CD8A	-0.376249089997093	-0.0900851715178054	-0.285698564477926	0.156036071639144	-0.176514032664405	-0.224174635852741	0.0281865321745892	-0.282038357704579	-0.192448205962633	-0.430868938778814	-0.385024133064078	-0.125410131394844	-0.278239350923275	-0.377170232541121	-0.00938603322016735	-0.145800936616632	0.497194426316796	-0.395583404685214	-0.379166985721413	-0.484927263994476	-0.309305688738293	-0.470757641432261	0.457386830216603	-0.374668485214509	-0.399918033985299	-0.408261299886638	-0.386748011058022	-0.230393470871305	-0.186208616086109	-0.172581233288904	-0.509509248587894	0.290107114886452	-0.310132649958971	-0.174582606089301	0.805097091659312	-0.240374584874185	-0.19845668961954	1	-0.327782496765653	-0.0443680165697986	0.0538703101534884	-0.409724871291502	-0.342352535984656	-0.416014508937031	-0.277534167304272	-0.491830943213492	-0.093321836953681	-0.454985599233332	-0.428605609514426	-0.519075576539485	-0.12924998369564	-0.221365474776132	-0.226403278589879	-0.368026565560573	-0.00746819972289528	-0.199337244925065	-0.25065292689307	-0.078209824052086	-0.215336606593466	-0.374221388580464	-0.373720254014284	-0.571367570101041	-0.34955288419493	-0.215731585569347	0.221960036799247	-0.244148680739022	-0.520025125808403	0.00794601325133074	-0.417137624842225	-0.364887748980917	-0.382669613825074	-0.348851666482243	0.362953938350668	-0.282603287696675	-0.294438805130287	-0.437984098924641	-0.428527296006967	-0.346437502558084	-0.0263590796228673	-0.525757178107068	-0.275352083054742	-0.254584065221376	0.83005969374104	-0.293177999287743	-0.281900372038647	0.34034723624689	0.923775615975999	-0.289011193392554	-0.285461921981991	0.120569797682036	-0.313815491225469	-0.306141576823419	0.530368293845615	-0.12008841917728	-0.442850372299514	-0.277248375535665	-0.186612507109872	-0.180964653463624	-0.330676337908408	-0.333826657055392	0.0780959237300233	-0.294290339925254	-0.551717676783332	-0.364370269733356	-0.420887283864719	-0.179930108873778	-0.208396158075999
CD7	0.595375670991143	0.865963982108181	0.944405328648583	0.744244478418317	0.877377592429503	0.827907324437876	0.828397657572313	0.961897948089458	0.97154963317884	0.963781751438071	0.889111154636371	0.920206667539008	0.656729788347098	0.960379321495187	0.548465604339435	0.899278329933067	-0.132784034611422	0.651877116617938	0.953979781528742	0.926064386085461	0.882352822965785	0.701718819452272	0.225686032698812	0.116018839098699	0.232890094265437	0.885926997689308	0.952993177812314	0.5749175710527	0.892795615037266	0.861062621697749	0.794678227082699	0.486539271992232	0.869314161087799	0.806989710697229	-0.0915881761357115	0.759362249337552	0.906770948714076	-0.327782496765653	1	0.37403263214074	0.382732566184079	0.483287801010651	0.87833542169575	0.583681395670489	0.635156720901716	0.664671113330085	0.633884533089042	0.910747929121723	0.799541428608854	0.603092274980488	0.710420399486948	0.823389158489874	0.922139381539477	0.841526965317942	0.671015933874143	0.861509788667741	0.438124892653469	-0.0181235295784479	0.75546884081354	0.8033514422506	0.577399708178717	0.832793079333009	0.882239327578251	0.840181761890906	0.632419820131974	0.956718641017325	0.75889797423689	0.441152300688181	0.4915204035671	0.956161413339199	0.915304605428234	0.812948065459669	-0.336120668265671	0.750813054687795	0.81988349486391	0.772587042289132	0.826130922567571	0.786740102031344	0.621318503822116	0.855306304643316	0.520228237218754	0.552046629029804	-0.234372266725932	0.615433049706779	0.19387118013277	0.385160006595048	-0.360777768967936	0.284791312207411	0.926499008129656	0.305065657671383	0.857469698984017	0.79220780048487	-0.365770897849094	0.286492147087881	0.570666849390426	0.666718108157164	0.420324571346384	0.642789219052412	0.702944161464495	0.695630226832547	0.413836443121296	0.754252165406492	0.768388640880126	0.787158049415732	0.693195983759555	0.216217533937062	0.720332727648468
CXCR4	0.887241016576234	0.155933932119255	0.284014053984147	0.438030013102045	0.580759693368307	0.389985004376163	0.523204833756258	0.369043600943813	0.436662913530682	0.322880250178269	0.474015193325157	0.594673606949207	0.649487840321482	0.25334321861633	0.463750440654615	0.294519903565029	0.315434824383887	0.53871485429042	0.44938603748756	0.397165287505739	0.416875368468078	0.613409672449258	-0.257602538608071	0.530831489960443	0.729324805459189	0.380433394370369	0.285922847816052	0.799887369776868	0.408253488651183	0.730300640410673	0.409900477462519	0.556086942857309	0.636898619757016	0.351004012876298	-0.0479639421402931	0.587114017341153	0.212348046224247	-0.0443680165697986	0.37403263214074	1	0.884770883392297	0.681139016559904	0.393906808376961	0.797469783250258	0.670105702084196	0.596058627908783	0.245514811503195	0.286203174350085	0.502114946937671	0.565213317357677	0.467961042679528	0.287121731093068	0.272199995902944	0.601785873213705	0.698113525489872	0.362055962156057	0.145643742682688	-0.0102829289627938	0.706715500458591	0.560214425358652	0.785003832276134	0.609186108784512	0.241607221709581	0.118236874805714	0.589225896600977	0.467399999651522	0.482396070034094	0.157624426549754	0.506987290562435	0.371049821714257	0.318739846829223	0.584666900821999	-0.379002309244948	0.424651613801776	0.595495823955896	0.559047494057381	0.539671652686288	0.253026122307323	0.436285869914046	0.609387172001852	0.123369778982185	0.392270775677873	0.0836853368306483	0.32025063824169	0.695845193517431	0.0716187336553428	0.0844567684121434	0.343107483509669	0.430198781115043	0.249211673904031	0.480693916079548	0.506528502997556	-0.198710700243189	0.22958266179434	0.772149268765016	0.4602031379154	0.275131958834497	0.563946687395727	0.384000767139397	0.43560063255649	0.209826127889173	0.536109083344986	0.52310764418283	0.383205490460189	0.356779268505695	0.077033504447433	0.615347957371421
