""	THY1	C1QBP	LRP1	LRP6	CD47	SDC3	ITGB1	KLRC2	LRP8	CD9	CAV1	NOTCH1	INSR	AR	ERBB3	LPP	SMAP1	CD46	ITGB8	CD81	TNFRSF12A	ITGAV	SORT1	MRC2	TNFRSF1A	ABCA1	CANX	FZD3	RAMP2	F3	MCAM	ANTXR1	TYRO3	CD82	RYK	APLP2	NRCAM	PDGFRA	FGFR1	VANGL2	CADM1	CD63	RACK1	PLXNB1	ITGA3	ADGRE5	TSPAN5	TSPAN12	NOTCH2	TSPAN17	CHL1	GRIN2B	LINGO1	GPC1	ACKR3	NCSTN	CD99L2	PTPRA	EPHB2	SLC16A1	MCFD2	AMFR	TFRC	LIFR	RXRA	JMJD6	GPC2	PTPRZ1	LAMP1	TSPAN14	NCL	HLA.DPB1	CD74
CAV1	0.883131782827141	0.905830235737604	0.898363353119747	0.876090286125499	0.900344580133086	0.911765515849576	0.885347412933362	0.856093586471824	0.824856689515736	0.940442797556267	1	0.886937989900629	0.729089852681146	0.872121363461739	0.892674054418404	0.92016118947706	0.875241403443818	0.802771983507014	0.870381427699165	0.899467024411885	0.839321533667109	0.882388622770877	0.890577131468748	0.751520963628544	0.876243785313017	0.688386846072085	0.919187607190166	0.899972917805174	0.91008151815253	0.828582031791522	0.839796677469589	0.905224836925364	0.885511758514231	0.796560025304591	0.860481445649363	0.863470327711194	0.865309981843251	0.861977155321391	0.891045136008306	0.862880426232212	0.838380109669146	0.916606437210772	0.943979568101966	0.837819766367741	0.811577388283516	0.848050437696564	0.843702419280268	0.849641199467871	0.841045731538899	0.838044009028791	0.828002003332059	0.805783969425305	0.865544309148114	0.883161658168335	0.786279414841391	0.805119526100699	0.859431821183076	0.853410372938138	0.857701756749028	0.888876459734177	0.874270198208619	0.86878813801899	0.808423527879271	0.839085777199943	0.883679166184751	0.729790040648427	0.784522667927317	0.898027775831168	0.892078767492738	0.771952175970999	0.85921306988777	0.40492388652425	0.128528603908795
NOTCH1	0.934084663713124	0.938154801293401	0.93288180005993	0.947675505738866	0.928041539369604	0.92681022621725	0.925151554305427	0.908421865875142	0.907413680544561	0.900216067196541	0.886937989900629	1	0.794536870541893	0.935426751636624	0.932042779659593	0.944048425242476	0.923580537414735	0.857293676575045	0.897813746056479	0.953443310143733	0.760870614520465	0.912273313676377	0.935794054927852	0.769627849809396	0.863743217958348	0.729240041786052	0.956851132085698	0.936883742496602	0.929754946114632	0.855566246086005	0.910401722721729	0.947104920142083	0.927312408357152	0.852629588187363	0.934054338676731	0.919043733186861	0.907522354120389	0.94609709187964	0.944316342417619	0.935569516107028	0.94211408897841	0.918894242632765	0.946873286951732	0.904258859577671	0.803720327851265	0.884031264364388	0.89488371328584	0.922046842103393	0.897971423639857	0.852872535849425	0.848537158758019	0.846112973372751	0.953547016355512	0.889475909869948	0.877635495689425	0.846401584865666	0.897980617433897	0.894134524388614	0.940542122590944	0.903616093489921	0.925898703359904	0.921981927793036	0.864482982397307	0.882149102506397	0.875427553334444	0.844888932074775	0.875658255617233	0.941732211782698	0.934586321449035	0.836284466534964	0.917605756493888	0.468038856357933	0.168196097478467
INSR	0.756426039363317	0.743208455604904	0.851653246161155	0.833221306558745	0.801744302266043	0.842084466548382	0.844465413325487	0.766734660519138	0.775061041598785	0.752127855115129	0.729089852681146	0.794536870541893	1	0.782774334784378	0.772992261771853	0.836227145534389	0.753408201490648	0.795536521184609	0.850972220770894	0.809751316447849	0.705764501142478	0.845404840960857	0.848276119006204	0.809547511373952	0.74980049392156	0.767610228274473	0.827772358387974	0.850340721580935	0.812218926899871	0.682197658843687	0.704450249132773	0.789701628388769	0.855875632024669	0.685561215820167	0.782068045949024	0.855009868952927	0.825407736512752	0.786870564100329	0.756785452917211	0.816003647873751	0.774443547027717	0.790616578961792	0.767449391182331	0.805029395063917	0.807393856613011	0.767309128205797	0.843223999217364	0.795363632487944	0.804804570841019	0.713937448566014	0.807414355893002	0.788719828373141	0.785352428652757	0.837044610509961	0.73367812949246	0.803970335815686	0.8138970354949	0.87644036673603	0.804236653006574	0.794376230321617	0.81396893678478	0.81513809462415	0.746466845600414	0.690395008574413	0.779789105768449	0.712642396742405	0.739088736342883	0.862548838975428	0.826578095185748	0.777792553335793	0.777332521377843	0.442992957845416	0.219451404655019
AR	0.891189184918006	0.899712665563466	0.896293916670236	0.920964697977307	0.896402125248365	0.896147999612125	0.90091208262665	0.882863772177359	0.857571281722977	0.891341927338466	0.872121363461739	0.935426751636624	0.782774334784378	1	0.896540739680887	0.920081624881885	0.868511053481859	0.828745312887453	0.857433014409186	0.913769017612884	0.753388512624204	0.867413718594275	0.896003082977714	0.745552177541071	0.831312307067979	0.694037418898424	0.930047848934835	0.906985546763869	0.896812810477658	0.806493617605599	0.868602560674638	0.904577559936329	0.895658134064572	0.835158512616078	0.900448500013577	0.898862446620793	0.868751779001619	0.908292965045832	0.908801338182466	0.912194234108655	0.903213939410441	0.893310169089441	0.910745675623245	0.882637339429438	0.811055041583534	0.848342213653868	0.877801947560458	0.898585542972263	0.860455144468125	0.823476092646138	0.80973937418499	0.811957035032057	0.907439671350846	0.877014845522698	0.857286438907753	0.834026346794552	0.880716570813327	0.864609476731045	0.913067341497356	0.891402789117664	0.889280995965207	0.873383159690923	0.847419372151756	0.859370223931114	0.843622828488896	0.801996737521834	0.84115089744092	0.912242702681307	0.905677660268772	0.789260291102043	0.894596410378571	0.431204125322471	0.156659554921833
ERBB3	0.91594628706529	0.920765175409593	0.933019474605019	0.920315138730022	0.923000650952734	0.935704874421249	0.889081063394163	0.889991419856672	0.87294136950333	0.903225593422497	0.892674054418404	0.932042779659593	0.772992261771853	0.896540739680887	1	0.924796622973951	0.89861822721999	0.831451685335077	0.909533649268487	0.944818184772867	0.770652425719237	0.907381218459306	0.89527340056074	0.769228360186111	0.879752819595456	0.722864909205546	0.94456709205992	0.925671855968809	0.927291908529565	0.845900814603517	0.881528720705959	0.929309044606213	0.903090341427134	0.863504414810968	0.908031968903959	0.885938060912056	0.902867068135659	0.933522236536926	0.904040281250691	0.901843691162523	0.923296674552876	0.916061021956313	0.932834053182978	0.907452158969023	0.809548682848881	0.896373926049179	0.851178495676935	0.893455987349486	0.899993408702391	0.837039786264306	0.856233229716797	0.841065564485621	0.937079052604781	0.881679284240686	0.813577865893349	0.821263710090453	0.888918153062716	0.878677728429242	0.9065534779613	0.882489628161142	0.9141617731747	0.913089523826658	0.85245669188872	0.864838100681635	0.882607110648268	0.783250516618627	0.868115593596175	0.941289150741685	0.918793304329032	0.803271895252458	0.875979707155398	0.434948884798026	0.162312164602768
LPP	0.907162959419626	0.911601609999755	0.955219191108814	0.932441598332031	0.955567264728942	0.968784368151539	0.965719747532658	0.887297241200189	0.895532617491567	0.928700027612166	0.92016118947706	0.944048425242476	0.836227145534389	0.920081624881885	0.924796622973951	1	0.896531449181309	0.876675038660988	0.945618460120928	0.95720577846858	0.876132644838788	0.956351527227223	0.953926201474498	0.852228538280456	0.919659911633984	0.788401015954999	0.971320861397923	0.957483497653781	0.946483401007918	0.874484356623041	0.873886111104838	0.935681091693239	0.946917700739569	0.821359256893423	0.926147741232569	0.958148064275485	0.938686111427795	0.931341838197704	0.922933343138966	0.924238032618122	0.896336915435312	0.968243449478646	0.944085437922507	0.913022710534386	0.898491645889386	0.919097853653341	0.919604534802591	0.915664674474088	0.908116963630972	0.869695246345056	0.906798278473898	0.912653600422749	0.941094132304508	0.95606878172266	0.860130524652431	0.880747539950407	0.917374249287682	0.950406638599295	0.918431547724383	0.909707552345363	0.944505739108293	0.929278863250568	0.871895352605768	0.880691444392709	0.903351997564496	0.809618676183426	0.852910050312622	0.968765810371776	0.958010113507439	0.862573170874548	0.89695676756882	0.490258533895972	0.217649423690977
SMAP1	0.957113735324865	0.962049056214707	0.881878816257371	0.908130566737318	0.909005759039933	0.868293294046637	0.886245981160232	0.888294355138767	0.914248254396508	0.88837663699281	0.875241403443818	0.923580537414735	0.753408201490648	0.868511053481859	0.89861822721999	0.896531449181309	1	0.822716516136948	0.849687948376558	0.893614171856541	0.732363442698517	0.8491633625144	0.870063377766845	0.681759608736953	0.838651563563402	0.61784440402585	0.916896420517442	0.893203011906706	0.907765232738859	0.767367079407511	0.922529168848869	0.888927021920242	0.864998747446397	0.863424436727826	0.917687194482049	0.87302213587551	0.847506831830906	0.927349516830704	0.926945254542008	0.875858015213565	0.930945169752412	0.884751695362441	0.95955304693534	0.881047954670603	0.737798532923064	0.85607048449227	0.839052721270516	0.907077640342163	0.866865100911366	0.851083496250412	0.746625912715023	0.769919638274125	0.893402135959801	0.819058537464316	0.849493232225638	0.800691256771788	0.876720228226042	0.840720199609036	0.919094410320144	0.912961684934457	0.895113617867826	0.902462852581607	0.813159736202261	0.833199807045117	0.873396432549131	0.830511752408389	0.881872786799161	0.888970329399325	0.898956959609	0.78831791886268	0.943681605871038	0.460405057779276	0.143004648085716
CD46	0.81473767145131	0.815141543094627	0.886556751050639	0.881359947070366	0.836096937044928	0.87292487812621	0.885835499336794	0.780230914112638	0.823328873969767	0.832169479664161	0.802771983507014	0.857293676575045	0.795536521184609	0.828745312887453	0.831451685335077	0.876675038660988	0.822716516136948	1	0.867806295506948	0.87062049711734	0.738848492938443	0.875008860301223	0.867385555812094	0.803603728202902	0.817486426198085	0.748321182752881	0.895062319699153	0.876593822329936	0.846145714248033	0.767094732532468	0.789752741850217	0.841092088749167	0.868104872882509	0.733813721152765	0.836870512375919	0.879364498224771	0.865913233268983	0.854260375225286	0.835630976976864	0.867673078708902	0.851870616903062	0.857364427923188	0.844872790242304	0.839251124966457	0.806530728598436	0.843571427497144	0.826636400413544	0.847965830673641	0.863398211321964	0.782588845736985	0.817868415033976	0.820065840126057	0.855706858485408	0.847143065576397	0.779774005465618	0.839569467524355	0.827473406101486	0.867705668293761	0.864633488679308	0.843166106897805	0.853236484659149	0.841562657788315	0.809363170484642	0.788420140794351	0.833102658332692	0.758236318228411	0.802286845208454	0.885252875369922	0.869325914558747	0.796481772225192	0.837073164880468	0.488793518618383	0.256729765187618
ITGB8	0.85205071888454	0.845506258381613	0.942611511145899	0.901814000945314	0.919255810542278	0.961480122217642	0.933321163948891	0.862503320809827	0.860737961307363	0.884165365180917	0.870381427699165	0.897813746056479	0.850972220770894	0.857433014409186	0.909533649268487	0.945618460120928	0.849687948376558	0.867806295506948	1	0.934671491294721	0.85445898238728	0.959001947832661	0.924703710777971	0.884738113598982	0.907859698963921	0.839038076118622	0.943966933689465	0.929550498343911	0.923607260897893	0.854513429094167	0.81167103215453	0.915363335252422	0.945040402216852	0.765693570590389	0.892566175225857	0.943381159781674	0.951787241486181	0.901951723944577	0.880166623547828	0.902539995996917	0.860325852251149	0.940348300177921	0.883932315770987	0.903777915572465	0.906502449009165	0.8952856260021	0.89341108308	0.894160615696274	0.901093600492646	0.825498736500937	0.931355048078679	0.91365434419554	0.922327693983163	0.947155510748057	0.822859396809902	0.887547481394621	0.888637639944555	0.94467163716236	0.881095844508167	0.856128016579244	0.920074361779605	0.904210374404919	0.807244256165932	0.840430863700423	0.879623529034429	0.748153970064784	0.81653701280698	0.961561738360213	0.933943011116292	0.861093454697575	0.829488022446154	0.431410190039796	0.19273988867414
CD81	0.899273287528193	0.912663565514535	0.959324797776287	0.928720614083468	0.939528528617304	0.964744264872217	0.939243483318222	0.882335930173825	0.887557950198817	0.919957487521868	0.899467024411885	0.953443310143733	0.809751316447849	0.913769017612884	0.944818184772867	0.95720577846858	0.893614171856541	0.87062049711734	0.934671491294721	1	0.815903861828792	0.952394775532027	0.944972324032218	0.842558119620233	0.912435636782779	0.804680881779502	0.966008783276056	0.940119018891223	0.940556324370423	0.87346880047976	0.866391454969944	0.952781824847559	0.930771042881775	0.841491218499727	0.926179722686601	0.927964878721328	0.93950415122164	0.932130032103537	0.922479944189036	0.92965059441521	0.915720455887602	0.953383907936403	0.939470466855329	0.920867366054351	0.865196610389517	0.901857771270139	0.894456460593184	0.901322722341933	0.912861884588217	0.866566643852864	0.898801987694109	0.878570578273673	0.94855165257704	0.929925000554309	0.843148329194068	0.876410816801595	0.901150561238605	0.921720465142741	0.920745637047177	0.883024191190124	0.928038744437998	0.93213770918551	0.903790979183252	0.900324742010762	0.904444866949987	0.814119638572942	0.853324260799863	0.948086275844909	0.950042961001532	0.885836027777773	0.870556067543686	0.570587050141601	0.313194772038511
TNFRSF12A	0.754095528714267	0.756461769336477	0.81520754565174	0.753807962951924	0.842391898935484	0.865397005372307	0.856485738393435	0.733336316605815	0.717101744687093	0.809201863292032	0.839321533667109	0.760870614520465	0.705764501142478	0.753388512624204	0.770652425719237	0.876132644838788	0.732363442698517	0.738848492938443	0.85445898238728	0.815903861828792	1	0.841928617660846	0.821505441671949	0.79938776783052	0.868005339891426	0.712056696098676	0.84023368131702	0.817483298850572	0.843343222569957	0.795604675886784	0.724826315336916	0.793048400629588	0.831168986341413	0.627632253084449	0.766645805668853	0.858753895078491	0.836470977934202	0.760403941256998	0.784928502419646	0.756860512700948	0.688787691292203	0.905864998542141	0.796746661965166	0.753506621332187	0.876858566632151	0.82613583955254	0.797143363311597	0.784241807906398	0.745137314406003	0.790476370124947	0.824717022650817	0.842460374467913	0.779301304571461	0.907155157310782	0.697047433394638	0.773794720105785	0.785340155414252	0.846033123083211	0.744098150882797	0.730538078040884	0.804928688635772	0.810999717735147	0.72493168262465	0.768909595225379	0.760863675957917	0.641052495922701	0.690691896600382	0.846296478384572	0.850532605853749	0.751093854793024	0.723396088678144	0.372238538136086	0.1675670999913
ITGAV	0.852645248339941	0.855266041171403	0.951003193001577	0.908170564109423	0.923578271761487	0.963033935694338	0.947755431435897	0.856189749213748	0.863381680301354	0.901231241144404	0.882388622770877	0.912273313676377	0.845404840960857	0.867413718594275	0.907381218459306	0.956351527227223	0.8491633625144	0.875008860301223	0.959001947832661	0.952394775532027	0.841928617660846	1	0.936591012507589	0.894681008540846	0.917297322991929	0.871640112030234	0.954829420779439	0.939682300704259	0.916614487155314	0.855187073870893	0.819927242362712	0.922017210522449	0.934171173342106	0.758132280695756	0.899080960317441	0.944601695067033	0.943617556343981	0.902839689123386	0.874577954471076	0.898373402723798	0.866443655812548	0.946414699667054	0.901491465090799	0.890118858670804	0.886662259423737	0.890370106556331	0.903316066251691	0.876350046884699	0.912204307773411	0.838594745543519	0.935043516966876	0.901320142964216	0.928135953895386	0.943039957045328	0.811627222963153	0.883313887589772	0.884414675433027	0.94736906618359	0.890496674707758	0.869107302933155	0.922542906675214	0.914716816887081	0.859504520320835	0.853635951802686	0.894654105962087	0.765888971651853	0.803034024759097	0.954642470059049	0.946561836190386	0.877062710261216	0.8356515285047	0.527825006269726	0.292940697283669
