""	CD3D	CD3G	IFITM1	CD44	CD69	CD8A	CD8B	CD2	ITGA4	PTPRC	PTGER4	CD247	CCR5	CD27	ITGB2	CXCR4	CXCR6	S1PR4	ITGAL	SIGIRR	ITGB1	CXCR3	CD47	CD6	HLA.DPB1	CD46	TNFRSF1B	SORL1	C1QBP	CD81	IL2RG	CD96	TSPAN5	CD68	ADGRE5	TNFRSF1A	TSPAN14	KLRB1	RACK1	SPN	PTGDR	TRADD	JAML	CLEC2D	VSIR	TNFRSF14	CD74	ATP5F1B	CANX	PTPRA	SMAP1	STX4	RPSA	CD63	APLP2	LAMP1	NCL	PTPRZ1
CXCR6	0.827145095185026	0.784248583888718	0.665011751269435	0.782177957839257	0.796672604579706	0.899958218585638	0.937377371169842	0.8681257005131	0.642129763765994	0.788384147009285	0.738816615599349	0.71170801700565	0.719433632517502	0.766457754326528	0.324156882186336	0.76201657403308	1	0.638344902739213	0.828881793472989	0.725159327286999	0.450746538994716	0.588756778789608	0.540099693763232	0.529939963032729	0.0205884736059362	0.528783898627831	0.525290113604854	0.0527912616889311	-0.0456839777472058	-0.0555868603321429	0.819097284935453	0.793384855931077	0.576262414743661	-0.109474416936936	0.68730128726438	0.146655319745266	0.474658431959983	0.399369235196233	0.306401254269761	0.729569145402537	0.795029117468914	0.347000936449851	0.745777131302058	0.523022632737927	0.258349804595136	0.70767179266882	0.00338354811858715	-0.210455750357161	-0.394328461186197	-0.323445343955035	0.0836561476382925	0.224063873307532	0.304869727456646	-0.361372174145784	-0.166427782093887	0.219058475734129	-0.0068218968607658	-0.471324218192071
S1PR4	0.799118036915533	0.811596887638779	0.942982205082007	0.886875881986068	0.617325732887291	0.681725709141991	0.614960443709252	0.675562063011704	0.872199891255675	0.718838728780678	0.500996287022084	0.89075519823753	0.799296195700555	0.900909749526059	0.336712740130577	0.782876869671053	0.638344902739213	1	0.663620426461452	0.781178245652456	0.684294997934252	0.797401175630897	0.521801706286218	0.756157003943064	0.268469572368025	0.396125863365013	0.537611329786521	0.103391020598309	-0.0692420985387186	0.0318132861822439	0.596250951578889	0.695977363586302	0.601165512846873	0.0152973524367727	0.734826887216705	0.320250007876252	0.585349767387569	0.486547443639889	0.49218571163909	0.582626765524544	0.686208224858662	0.50742320218135	0.71948223810466	0.664125373282639	0.40714630969235	0.883577608990006	0.196317448490163	0.0181156700306755	-0.203991265512962	-0.213481740413856	0.283053761570269	0.291355088721163	0.544949940426964	-0.234720466113331	-0.0501548453729976	0.0887736756202106	-0.0738652944198436	-0.435105612700111
ITGAL	0.823386885330426	0.865019695257227	0.679115954362608	0.782416906104711	0.719175152958174	0.842318640429725	0.90158842374521	0.824797443104788	0.753769152227684	0.833958785288619	0.692518232056592	0.627254384086239	0.638682243029367	0.870166061653927	0.450989581307604	0.721067057820021	0.828881793472989	0.663620426461452	1	0.64559164851871	0.49595542453388	0.351485035023711	0.726164955967307	0.521951944688318	0.183870176749251	0.655984151497871	0.509947456396205	0.183540927175064	0.00507961057369864	0.0592503060985286	0.731150026830119	0.742767797116188	0.685196836863407	-0.0585940006586973	0.823071684545586	0.0964261434152955	0.643696938669343	0.337991815681247	0.293311974361632	0.745040956467948	0.945012181680287	0.387510957829945	0.79611649793207	0.508780085739065	0.322390884627602	0.810769482680644	0.141699413029486	-0.0802508230779447	-0.217095223110452	-0.173057701419093	0.319218453650522	0.464128092660909	0.312402811347373	-0.267295682797132	-0.0901930680157677	0.29739896811149	0.00772553934950043	-0.408835533339771
SIGIRR	0.885145042309623	0.829444732444573	0.817115588017509	0.926952225522158	0.890315926719015	0.558457789351346	0.652410160026739	0.863591528094913	0.895340846202129	0.884548257255981	0.856699226779363	0.904485014438898	0.866914421445143	0.707698243992887	0.534695200252863	0.967079109353956	0.725159327286999	0.781178245652456	0.64559164851871	1	0.795519320455891	0.770666518362569	0.668050521059591	0.884108897014083	0.42314237378722	0.650305377976183	0.770516971797701	0.302332950983451	0.212602198345691	0.237044643336044	0.861032108228784	0.902576217656859	0.698332490558261	0.170205080059324	0.82681889027605	0.515153102939217	0.764363056446532	0.727333716768087	0.720296168080273	0.871683409269704	0.634898666426079	0.737811439364542	0.839070732307674	0.83166607728772	0.664903791778789	0.791179601447761	0.363411457484632	0.0459549443806228	-0.076532970117625	-0.173890795479383	0.453772171109708	0.42037299063185	0.757191451717399	-0.0334152457623543	0.167342099852044	0.423897480696377	0.247767013642296	-0.400793878651775
ITGB1	0.675777430323845	0.662412286605482	0.713857842573699	0.754751824946958	0.666248569725867	0.377580408111903	0.412593616191075	0.611037134653295	0.761893250168746	0.777566514155779	0.682755386647859	0.737230555302733	0.606356226461452	0.577050657491016	0.832402319862411	0.811895824460928	0.450746538994716	0.684294997934252	0.49595542453388	0.795519320455891	1	0.604999435606032	0.72222440835817	0.749612957224697	0.725469057953298	0.706726893723046	0.870608305501995	0.712187690532181	0.395894695976006	0.670927468039995	0.62277954391713	0.664157376587924	0.708305013094173	0.610171812924268	0.705203599527157	0.833033632167527	0.854472683016491	0.627721449084759	0.808274052831875	0.680204553056911	0.438725936143383	0.715323718242264	0.735262358624655	0.721730412786365	0.895229706653458	0.765903829036837	0.745250235160175	0.353668241345477	0.376581340830964	0.211678480874035	0.666824831436163	0.655813159974188	0.811541899246508	0.359855301797197	0.627820308356853	0.722013887693006	0.490900060983531	-0.11318563036063
CXCR3	0.617084467591369	0.560782429324736	0.782040448738678	0.733327139208984	0.536845449543308	0.555643727720946	0.445711256336396	0.547974190944251	0.651815585912364	0.517600177450852	0.433238962648208	0.820565679942741	0.798115446545061	0.652520743108191	0.24491923881155	0.696605208489031	0.588756778789608	0.797401175630897	0.351485035023711	0.770666518362569	0.604999435606032	1	0.2847815003	0.649821593093673	0.257810968354439	0.262976503990861	0.502181127545316	0.0598826342493329	0.0218685980315534	0.0487687566865999	0.528600934893471	0.570041874436121	0.388347327001764	0.0733174054312191	0.464235066808836	0.446552776190293	0.352655079757257	0.403001929578347	0.508885960186411	0.457571957149306	0.331356784082822	0.378906062846793	0.516036813242045	0.541930801253021	0.35711908647742	0.647756383717947	0.192191414460965	0.0854137647136522	-0.226214997164052	-0.240245499913743	0.140734140725015	0.0996959732588304	0.531924593562343	-0.119742956924476	0.0051800694385264	0.03491910910168	0.03937586836459	-0.360025529545414
CD47	0.713436324675089	0.728216997623033	0.576513337678158	0.707389596645907	0.716425146124648	0.478171039802688	0.612437203255605	0.71132632490616	0.705840518007123	0.800621213854189	0.735534682321544	0.596915892694398	0.453546872854436	0.586483141171849	0.592536938594704	0.750354972542873	0.540099693763232	0.521801706286218	0.726164955967307	0.668050521059591	0.72222440835817	0.2847815003	1	0.61032579707945	0.564549993992645	0.865924164944215	0.659041272980805	0.452758627013093	0.514530182111836	0.429358055953238	0.706159479021695	0.709570885237414	0.920779885603047	0.205220879926926	0.831943286758956	0.460628874210258	0.774083104418491	0.547235869774916	0.685743999412752	0.767689835438407	0.66946291298239	0.664771191220022	0.79523375284778	0.640064783940865	0.613192428776431	0.653582165430796	0.477307553173683	0.320054502674204	0.331088207451249	0.313071238601914	0.745715282484486	0.544479278301914	0.693723452266755	0.266263268604045	0.377949323216709	0.647792101079979	0.55799255128959	0.0256352576019492
CD6	0.871943537304454	0.848518258994743	0.849732128462589	0.872951432608568	0.852624768921137	0.378933419198281	0.467140115184554	0.803475542524148	0.899045857678138	0.841939701773326	0.796535116563904	0.896696946933578	0.712888509877416	0.643068176796121	0.415619878343315	0.910994409011011	0.529939963032729	0.756157003943064	0.521951944688318	0.884108897014083	0.749612957224697	0.649821593093673	0.61032579707945	1	0.321150845467546	0.486599534731297	0.744171609908345	0.197620773167899	0.158796016483885	0.1182384839387	0.820830452084376	0.891665482085904	0.667938104142272	0.0639618302511789	0.79738191967394	0.426444535379498	0.759378165166255	0.911473816977371	0.744615319142713	0.807894922410397	0.54196428356481	0.891886437179102	0.837184518031582	0.957382200427806	0.631766555584697	0.762671552419953	0.2579706581066	-0.0436473586988638	-0.0106960101910665	-0.10413003058937	0.498077680539066	0.354540729393093	0.811513789210953	-0.0873309057567852	0.113127426435126	0.344580543046327	0.232258065440833	-0.356291950226418
HLA-DPB1	0.182049113370756	0.206213499316729	0.265722640460636	0.273497240109842	0.229291284358915	-0.023178395775547	0.00232447297379192	0.14615821341485	0.37872921970146	0.365572228757629	0.302268463712695	0.249251175328166	0.120199502362639	0.157225944646645	0.747501554436494	0.402449700470197	0.0205884736059362	0.268469572368025	0.183870176749251	0.42314237378722	0.725469057953298	0.257810968354439	0.564549993992645	0.321150845467546	1	0.571392532478235	0.677374717396617	0.820223919835709	0.724694406152837	0.846102716628515	0.187723515190214	0.19681540342222	0.485133938685248	0.731680591216947	0.330782269390823	0.759293024252335	0.548959203571103	0.260480873659421	0.759114291286735	0.303255129745782	0.0342899523773596	0.443263377048495	0.409092589748489	0.297091525507625	0.8076910425028	0.405325144197919	0.950651821881976	0.766274090337323	0.637894055638841	0.424730260467216	0.753509168788803	0.608048248236181	0.716768582049831	0.759604978321393	0.784936149802134	0.725956372239668	0.707533953022406	0.11027720569918
CD46	0.602309218933915	0.581141311973827	0.385726224359781	0.609896957816274	0.674870326312329	0.400100965799401	0.574610089760007	0.656175280885351	0.622496157560178	0.745021761924386	0.719876324720778	0.472074279836868	0.489661479307007	0.462784119369779	0.68761815722199	0.689991213784093	0.528783898627831	0.396125863365013	0.655984151497871	0.650305377976183	0.706726893723046	0.262976503990861	0.865924164944215	0.486599534731297	0.571392532478235	1	0.69484124846273	0.591130570646076	0.437667350968682	0.528354112989109	0.65206498533423	0.632373429392351	0.717965063571517	0.365788983360352	0.722454795758048	0.55078281377374	0.765764899612646	0.411934751654659	0.562087443616967	0.746133575969096	0.57893176035759	0.494923863955928	0.65630038886598	0.489533583883369	0.662756830747457	0.594979099074389	0.548988618097001	0.229352321284218	0.303386189125021	0.217009742701055	0.57730504606904	0.679171259689467	0.545975018379457	0.275510610462507	0.499809917974635	0.707307269676519	0.475012324717488	0.0771305581875455
TNFRSF1B	0.664460720343849	0.6538879039558	0.613494741769414	0.663251938625989	0.729160928690831	0.32852889635213	0.405080709009496	0.646585676220302	0.688243655579101	0.783554909663398	0.753761144640472	0.638923064090958	0.471401580489292	0.463942018644893	0.784901476288893	0.791655428211607	0.525290113604854	0.537611329786521	0.509947456396205	0.770516971797701	0.870608305501995	0.502181127545316	0.659041272980805	0.744171609908345	0.677374717396617	0.69484124846273	1	0.700993231077041	0.454372624862908	0.594691586468446	0.687840551839806	0.699826389774554	0.596739160447782	0.543988747712806	0.608110302291203	0.731860664750696	0.764562413877726	0.707734874379059	0.834485913301833	0.692739759151399	0.374549435707552	0.727950752159573	0.779959699982874	0.709976129717283	0.894673471701169	0.764208526153112	0.700931560039557	0.266850623537234	0.309185273131071	0.124159245581446	0.573843716350981	0.693884484712822	0.810394006467839	0.313603544982569	0.574229391499763	0.736912294322481	0.521515135123651	-0.195890776612756
SORL1	0.128679689782545	0.145567123940913	0.12479156789791	0.180341170581798	0.209146872782031	-0.0106180076122914	0.0314979697075235	0.122340390861956	0.223828283700032	0.365480814047904	0.345807771777642	0.115622063606254	0.0631392820606892	0.0553143705987008	0.922259802708858	0.308481652383616	0.0527912616889311	0.103391020598309	0.183540927175064	0.302332950983451	0.712187690532181	0.0598826342493329	0.452758627013093	0.197620773167899	0.820223919835709	0.591130570646076	0.700993231077041	1	0.498514040534815	0.93705998489706	0.159592629248883	0.152191488900155	0.298275476053031	0.929785569454738	0.219359003037397	0.798000627302443	0.593260658300276	0.203607674322413	0.534554037966082	0.278129443561606	0.0446786914150504	0.341961078740869	0.316722756833051	0.217892494951754	0.863660400043841	0.35474662585897	0.9419599637786	0.478642174921766	0.606786174330136	0.35954940453874	0.54955452862947	0.778791273249675	0.476246159591465	0.657596736030163	0.885371626732309	0.858760477749947	0.548788052373961	0.0917573960878344
