""	EGFR	SDC1	TNFRSF1A	ERBB2	NRCAM	PVR	CHRM3	CD9	F2R	NECTIN2	ADGRV1	LRP6	SDC4	TNFRSF12A	INSR	CADM1	LDLR	PTPRA	DPP4	APLP2	MET	NOTCH1	TSPAN12	PODXL	CANX	ITGB8	TSPAN5	SIRPA	AMFR	AR	KCND2	ATP5F1B	CD99L2	MCFD2	NOTCH2	CD63	SMAP1	EDNRB	LPP	CD44	IGF2R	CNR1	CAV1	PLXNB1	TNFRSF21	PILRB	ADORA1	SORT1	MRC2	LRP1	TNFRSF10B	CXADR	RACK1	PLXNB2	IGF1R	ITGA3	CELSR2	CD47	TSPAN17	MTTP	SDC2	TNFRSF19	SLC16A1	CD81	MCAM	GPR37	ITGAV	GPR37L1	RXRA	SDC3	SLC16A7	ADGRE5	ITGA5	LRP4	AXL	TREM1	ABCA1	TFRC	HMMR	ITGB1	TSPAN14	SCARB1	TRADD	ITGA6	C1QBP	SORL1	CD82	CXCR4	CD74	HLA.DPB1
ADGRV1	0.163457432364326	0.645785635930143	0.46500051070563	0.665561856185024	0.583764894153977	0.530309110096409	0.208467161364815	0.157734879754879	0.414409568225663	0.325665789587818	1	0.638041833660611	0.0572531735325734	0.211897646915301	0.644053422673962	0.315584900879905	0.635335934400245	0.651675705024463	0.395305284270275	0.401086104778659	0.458049800229217	0.689899035534487	-0.0675780858664891	0.641726380083335	0.447340797038396	0.589570580418846	0.185018983450712	0.688988166235396	0.442465970318715	0.390307054123336	-0.141303085110015	0.122101771551822	0.666892829865604	0.316520204398712	0.31755488255122	0.404446203350341	0.276118790126893	0.310982170755396	0.468282567628023	0.348190161724465	0.506761598457096	0.764841774395857	-0.0969742577097362	0.708796872147888	0.467063703588225	0.69075127503267	0.683929232976201	0.724148051155511	0.650867543775866	0.703728592760774	0.354614481379308	0.494549566495519	0.141406105448945	0.537157688760774	0.32575151190509	0.284439739635022	0.604209505793571	0.233730756321607	0.260433027699887	0.171176773809352	0.370996794848301	0.480017412115302	0.109151946684179	0.622882310876882	0.302915018010054	0.671679124027893	0.517764362264224	0.405048448528726	0.681129011424126	0.461512016085765	0.499644115122474	0.399593721013791	-0.0448953858704242	0.585175617687556	0.381578636959617	-0.273318018858339	0.485770974338239	0.281603169106482	-0.0789088951434197	0.216014275021892	0.448095125393036	0.425432016895273	0.279893506652358	0.552430700721904	0.197545397627334	0.676703322034816	-0.0843003736885567	-0.133399615175542	0.0341021904995203	-0.133249420326182
LRP6	0.432538613076049	0.721109122947824	0.761321440779096	0.695809735938091	0.761224813619975	0.758496885767884	0.493487048372173	0.633318625788208	0.692524514026757	0.739996611038645	0.638041833660611	1	0.465136222972707	0.62427012976597	0.740278194331494	0.632331905851697	0.75819869059956	0.850779839891317	0.598591223014076	0.790849918786352	0.618338493024603	0.72671499873396	0.179744935987781	0.692999125674947	0.796207823153706	0.776150068294141	0.57893941943817	0.713940559767729	0.702231546507729	0.654535669900749	-0.0380653437803319	0.587041300436433	0.794588724527957	0.767625963231458	0.704616003682044	0.731669233279123	0.67043523665123	0.355885419085302	0.74415599548119	0.695925699759968	0.708543349719473	0.721485933126039	0.320742836633857	0.579554481595186	0.65297544209435	0.740329665705532	0.687360251427248	0.765558054881145	0.736245460936818	0.776225565591368	0.697252034189076	0.724833597617309	0.64872123646532	0.645500821357445	0.72507567678144	0.612023627019962	0.73775586569482	0.707007716818127	0.614946605214149	0.392686686425024	0.672889624258255	0.744556099199322	0.552499138609018	0.801689659618637	0.490521483752897	0.645765078630551	0.823303752524335	0.215468673137019	0.790693299746198	0.571226397477691	0.698855925525822	0.807158381814231	0.312770715976843	0.397682323600015	0.610704012699124	0.174152971538535	0.733739036665826	0.564757001930007	0.181938477320084	0.588071104370511	0.64746649013853	0.653048333596408	0.658577471709545	0.36180182901596	0.652982335705919	0.691364815305929	0.472741790716268	0.199729042542933	0.245880939486702	0.154862952573986
SDC4	0.0427005299286188	0.522084856721921	0.675144385432196	0.518706275175749	0.753613164936298	0.645850690751116	0.40651537732844	0.455958319666289	0.588539044980201	0.726814807174273	0.0572531735325734	0.465136222972707	1	0.629185690319725	0.472787386545607	0.14750633045941	0.594001247266293	0.456175398748583	0.730080699728338	0.544441614047373	0.803142288860092	0.228045233383944	-0.280974680063148	0.529760679228896	0.709936070784717	0.245139933331339	0.235306527433047	0.582413483663934	0.757455480703063	0.434712041399183	-0.439859199890175	0.275070475623375	0.519225205956181	0.696148057244843	0.480891990882161	0.587969923332427	0.416148376258788	-0.241622164692496	0.794185542087943	0.804941374958374	0.749746997776185	0.449670205871947	0.859178103272043	0.227747745847921	0.388842416887733	0.317940095697234	0.564497277339282	0.29136983315386	0.666543823551074	0.659206572798619	0.759052401096359	0.41371391584089	0.677664582969773	0.704516537019339	0.631558488215851	0.821308152117668	0.559328034072431	0.644772457505689	0.496077551737222	0.368469003394181	0.514193925147095	0.349997807219356	0.856838722860198	0.667834278470884	0.189737570395972	0.5528774123702	0.635142063092869	-0.451556862997852	0.562961673098228	0.0901899408762271	0.772916993065071	0.669192704279142	0.87545602481523	-0.199138077206982	0.551874219040956	0.857735422682591	0.802304973819738	0.694231163354145	-0.0868103892058055	0.750818625502474	0.308799487900689	0.715919969832798	0.756423467818739	-0.161315926507073	0.507946081468091	0.467700327551662	0.778221818736334	0.492421723900734	0.372003198172773	0.41440046411137
TNFRSF12A	0.244526663245861	0.527795143504863	0.900691285865479	0.475759717346543	0.707686925206208	0.690386812994582	0.815075208635883	0.837562273182613	0.577952849231791	0.855336213614397	0.211897646915301	0.62427012976597	0.629185690319725	1	0.529402821172177	0.666701213227013	0.674491962778262	0.739497815953152	0.531161344602208	0.869121634199908	0.493676882538367	0.545995321954444	0.290088418354279	0.67557279250317	0.842699128218133	0.641909069537476	0.687510859324651	0.479229175279562	0.69563120323605	0.720277725667536	-0.114108058107439	0.758868056592463	0.670225229698593	0.864261695537319	0.634894569458014	0.910450970175284	0.787415916230052	0.348643862134002	0.780388048044523	0.892135644436051	0.595318757806314	0.559972830764668	0.522343163952171	0.340463186133445	0.665266767172856	0.305193429548232	0.544812868443674	0.536193605463031	0.616508095415577	0.553012684474823	0.781528689732599	0.734398815957409	0.921777802715937	0.550048755249612	0.685372915876556	0.820083379955348	0.492573959117331	0.902424797389272	0.850297743638797	0.722352274130346	0.686624490873153	0.617582222098645	0.698508434785488	0.711349665411078	0.379312557491223	0.418950920025511	0.819658152189857	-0.250039737511259	0.551593625605414	0.473732521316043	0.764853940476734	0.834476194208933	0.49291772606193	0.169475178819587	0.619220183215748	0.419463701953039	0.727943131911561	0.612303284706128	0.0161636831416007	0.653272873448034	0.62727816778622	0.60580199196894	0.851732162874567	0.277503555693275	0.909925834290213	0.522693396545484	0.545727374202733	0.322508708086916	0.383712469710834	0.356767134106484
INSR	0.26981544120269	0.736567486444465	0.701224301356942	0.703376543513392	0.754263612763005	0.752594021641544	0.467208915542887	0.43939761715609	0.701233935025159	0.714338957670115	0.644053422673962	0.740278194331494	0.472787386545607	0.529402821172177	1	0.413319860459124	0.729128297294761	0.777561516955219	0.569317963732932	0.66427042574106	0.633124899927949	0.696457670090664	-0.00579900937183612	0.761275487930305	0.746467995244874	0.587598116552348	0.457904128669055	0.707881840469868	0.673582279376783	0.556240314295687	-0.203263988548439	0.386743032670313	0.787731734226225	0.697096730176569	0.617458639629824	0.63014426421926	0.568422012283475	0.21249889467135	0.793082751931072	0.655331669048918	0.745043614172509	0.735944901608764	0.453166915453421	0.623032573516293	0.599352468757313	0.714657025339633	0.680439576030946	0.780390129468871	0.76495011210842	0.761706248136608	0.623015227550213	0.619556759810811	0.556917797990769	0.714328712684095	0.705352759815341	0.611424572594995	0.621540159309313	0.596978622819944	0.525650849587604	0.285399344099892	0.705349966544412	0.586753449606028	0.585777947993407	0.793119199534284	0.638428014977497	0.635245775062821	0.726933043308181	0.0727440065551887	0.791810136876881	0.447936098209499	0.707149514641036	0.669922127284656	0.437783784934796	0.380566505653076	0.709174884507796	0.181748180707959	0.702274511402207	0.612267375005186	0.0521378700893225	0.6556361424894	0.715151340357716	0.746265324345204	0.647697108744805	0.451258439403596	0.508294660010315	0.746380820547931	0.363814644581681	0.261527679620206	0.322211026275354	0.243624234783302
CADM1	0.67326105748066	0.371801445252889	0.647046954002025	0.327381583507898	0.382729414008143	0.432531232438282	0.670109596852005	0.872722403335313	0.458752252471276	0.593526119043777	0.315584900879905	0.632331905851697	0.14750633045941	0.666701213227013	0.413319860459124	1	0.436858560137023	0.775458286851111	0.246397563262511	0.847908612099761	0.1135856538147	0.713395234898568	0.760420783436577	0.426639516579615	0.68745831921289	0.836039722602379	0.894069565746714	0.364269713709084	0.485425851355695	0.705766964280425	0.499534778811588	0.890590660230678	0.592824955094643	0.678232412129759	0.72086362750929	0.707527189299997	0.858575423860196	0.782345963143364	0.419123057885053	0.468293610249453	0.262227585015181	0.434600822094158	0.0418703673455197	0.45081082348114	0.669076980938699	0.383053238543578	0.383310323377588	0.653204110019509	0.356373312507274	0.38380123988659	0.408676371825898	0.688173171296294	0.661428766096607	0.228252927006431	0.589535333023914	0.392274611937992	0.446636664162413	0.741139452490558	0.677496842069034	0.614514560252703	0.537268162880548	0.807468397511976	0.339569422490069	0.503142314376794	0.315640416184436	0.217263067215954	0.678098827776418	0.40973630016592	0.466891797405929	0.807077588486772	0.405813640737772	0.641317570101361	-0.00285967517203212	0.423657807760719	0.393794488620949	-0.0660277656350263	0.360137386939485	0.25974539753402	0.533972978187796	0.259900172097016	0.583518196014024	0.279389872793071	0.561161265618085	0.551232909626053	0.782187751573205	0.380635130925251	0.287579492275422	0.000236051413356954	0.122342862336414	0.0865772368408202
LDLR	0.0895366094991121	0.879488037518587	0.86022499940948	0.798611718833019	0.911612640370244	0.842580986524235	0.484473215108495	0.51222378546545	0.688814103392523	0.76288673421806	0.635335934400245	0.75819869059956	0.594001247266293	0.674491962778262	0.729128297294761	0.436858560137023	1	0.788210434587633	0.731926872864788	0.716079656977185	0.802501307449721	0.643006671312007	-0.137353026185297	0.857731401847529	0.814042368228184	0.583297231926639	0.352716886589515	0.849284347985056	0.746847004394322	0.549365826984668	-0.375049984566211	0.404674487912514	0.823790203731107	0.715372437624189	0.529542545929607	0.760878242298817	0.529992084462023	0.116382775976541	0.848714888144694	0.829370187358266	0.847633635855415	0.878524890349685	0.401458761563172	0.540195573960922	0.590223019245602	0.675354346876361	0.854218800569144	0.739244992406276	0.903642495694195	0.888470451603204	0.736460992355028	0.741689217334891	0.623142841487935	0.83592804375817	0.625534145531074	0.760653868974463	0.720585249362624	0.654266068713558	0.628482014245621	0.327926007180212	0.618963455047691	0.610344850849121	0.621348679250378	0.85040655579962	0.417563512097302	0.797821678941299	0.802581091749502	-0.127476876519155	0.81807143538937	0.355520394977513	0.81815488688404	0.763586416604242	0.437398410944827	0.208755193395474	0.598102483962754	0.235957268417463	0.878323542001232	0.690702743228916	-0.108760347776289	0.648242374657156	0.61733115118613	0.782703895495883	0.726513976103383	0.27259660966333	0.597101599966859	0.796796354163827	0.389873108208196	0.275214985902269	0.332185776277918	0.213628116095979
PTPRA	0.509783884655558	0.760248592113944	0.865304346041321	0.727884897683392	0.79421315350121	0.778119548774548	0.668916033550728	0.778412227223769	0.747859349101862	0.819689917803556	0.651675705024463	0.850779839891317	0.456175398748583	0.739497815953152	0.777561516955219	0.775458286851111	0.788210434587633	1	0.642849281311612	0.919376355491664	0.597943177699357	0.876815120687181	0.343828250881013	0.807431231677403	0.912027364467134	0.865982040718329	0.727768934342877	0.757793233392302	0.787397105337327	0.745263412030238	0.0868775835738046	0.72767741358633	0.866488071313746	0.843844590584726	0.786481795865356	0.859265809539838	0.84304885314961	0.514702661715454	0.803188707612	0.742939830156127	0.699729325248743	0.811754518861966	0.3086928972365	0.662929967206046	0.777095229399365	0.700764065643012	0.769448582803167	0.888622429318424	0.780789603009321	0.785669472587499	0.706645206197925	0.838980319994686	0.751713873450457	0.687652445579214	0.766491804890831	0.677166384477504	0.78900713941229	0.818135895747001	0.742974827307208	0.572924713375047	0.753276128320608	0.854001584250061	0.589760044892991	0.842255907762917	0.518825113953887	0.67725465274135	0.891123585166118	0.258910778250169	0.823016156498865	0.743281759291736	0.777033118179483	0.84791384384015	0.303988740779968	0.487471001305967	0.683332996617125	0.101479422907492	0.760584356131986	0.551979991314141	0.289885640261558	0.602761448757843	0.76684990239559	0.667981946717231	0.75942818970483	0.531453093808204	0.783710707130256	0.754776720898588	0.410423709408362	0.170315501058512	0.26223246566047	0.184424785847384
DPP4	0.124925179762214	0.768954009804228	0.71060003031822	0.735044725349332	0.845436340729608	0.773928142504578	0.378208158065977	0.492906724946131	0.643417324099509	0.713113381775694	0.395305284270275	0.598591223014076	0.730080699728338	0.531161344602208	0.569317963732932	0.246397563262511	0.731926872864788	0.642849281311612	1	0.618935086329642	0.901162192852258	0.497033168544085	-0.176852856761441	0.750658493131781	0.760698088928538	0.482327295212234	0.25984332426728	0.726472428421021	0.736918149625801	0.485712304079605	-0.302588027345597	0.369438960442151	0.680427868804748	0.677873442431605	0.451342772598833	0.725381534544024	0.457085426246771	-0.0536449330191454	0.802627265591955	0.681384848617869	0.783798918935335	0.765906742181774	0.541544736656833	0.342751233851997	0.541680787713475	0.554768179278276	0.844975534373287	0.563270048649893	0.76533643419876	0.756637607834966	0.677416329136715	0.696000929206623	0.637061204460315	0.852886272192017	0.61001376847361	0.691275060976428	0.788306258566251	0.605221557754112	0.587209724682253	0.312922713316519	0.573713284515464	0.555273766768627	0.712243478866652	0.72917905393406	0.30563086118403	0.890122308583413	0.690092469703046	-0.152803518590718	0.731702889354598	0.349323485954071	0.784639258596565	0.752337917684233	0.615750240891776	-0.0816392871700736	0.629509847027103	0.405375103468919	0.863464061040895	0.539532315589604	-0.0434414928920193	0.706014599910431	0.527459643869376	0.709234082333	0.699526328098146	-0.00917828212902331	0.554394799281329	0.664975355524174	0.502131117421098	0.374850279504626	0.309805305643754	0.294430133120254
APLP2	0.548588832207972	0.667281756690326	0.90331086639197	0.612631970267804	0.750123062576881	0.746380395407756	0.774046579486917	0.91497738447434	0.710378165972514	0.88448210466428	0.401086104778659	0.790849918786352	0.544441614047373	0.869121634199908	0.66427042574106	0.847908612099761	0.716079656977185	0.919376355491664	0.618935086329642	1	0.528909154372922	0.767842057785615	0.456194090238223	0.714555510052512	0.946514654310209	0.843506387477128	0.833845327545661	0.625263611241926	0.76468864858402	0.799739704068582	0.156973134482518	0.866475280995073	0.807234740693085	0.911112840032871	0.82280219558299	0.923350045532352	0.926614956055361	0.53918228983579	0.793403263526306	0.807317550781604	0.651164068652763	0.683411276545202	0.414728356751055	0.544769674821058	0.791390388020433	0.550662816485306	0.667586192178499	0.780589112772649	0.692164106302793	0.68273182934247	0.737284993666377	0.840914539926096	0.897651286106669	0.616197387809752	0.806413114799956	0.728784970761896	0.704796845674153	0.928985730356168	0.833203203343736	0.669581925259077	0.769095799372488	0.84338034531795	0.694969738490219	0.80126625363449	0.469632215826433	0.546608095821452	0.909985563900812	0.108802517161867	0.737792049448786	0.725908342702014	0.768437611805033	0.897827604620918	0.392770831904105	0.310705896599499	0.690684960173714	0.266484466978929	0.746804521261273	0.59509337747599	0.330673050813393	0.647675308760525	0.765026829248097	0.643783767553417	0.843265982423582	0.435723115351446	0.910817100039627	0.648413123003553	0.54970582471905	0.28142828529872	0.354333329192365	0.311017823784991
MET	-0.00407913700314864	0.807258212473148	0.695259396588676	0.781009697137904	0.905784604850951	0.789835022664105	0.300617856271585	0.346102658719802	0.662017041761973	0.685682345989192	0.458049800229217	0.618338493024603	0.803142288860092	0.493676882538367	0.633124899927949	0.1135856538147	0.802501307449721	0.597943177699357	0.901162192852258	0.528909154372922	1	0.438880656647952	-0.404251695805994	0.76211249143987	0.730382948539897	0.36937708664651	0.122408211700671	0.816938486525546	0.767090118706273	0.379820400565379	-0.520592211143869	0.192174298997239	0.683981563691649	0.621854777599403	0.437815606684161	0.630421454882959	0.346551318946032	-0.2464830855847	0.852085203626657	0.735237538873693	0.887614504099085	0.773294228549332	0.648242860413522	0.395574403547408	0.393781682885105	0.596638631666517	0.821885199059762	0.539417265399362	0.84402915983346	0.846659117933679	0.719025034891928	0.575692792794368	0.553258841121153	0.900104405358066	0.612112401322117	0.774069362407762	0.756834048850054	0.540005123096467	0.473015280198267	0.187629468899067	0.514072751065254	0.417465312882557	0.740461323955135	0.771397714080125	0.311972886492708	0.886513907904386	0.678292282599211	-0.25562862766683	0.755483414628167	0.176242788276181	0.814982685208893	0.675254039917977	0.712667182890985	-0.0844471219086386	0.595837844001414	0.519009997945102	0.907360332959119	0.669517609688536	-0.156016295020797	0.714751936082491	0.431691881889921	0.801584445497395	0.688855280436395	-0.0613502681721322	0.423512774115359	0.703699538555557	0.53572196877309	0.358457758808124	0.309734622765495	0.259076713573559
NOTCH1	0.492492283149936	0.66532878347954	0.677554966074316	0.660939092640197	0.622773990951014	0.626499933742478	0.524324376966396	0.646494085478589	0.623783423061696	0.640379520132472	0.689899035534487	0.72671499873396	0.228045233383944	0.545995321954444	0.696457670090664	0.713395234898568	0.643006671312007	0.876815120687181	0.497033168544085	0.767842057785615	0.438880656647952	1	0.38764927945256	0.721645129222646	0.7384514887209	0.785609813669347	0.645646097578882	0.633752364601516	0.618655420442748	0.649957824648733	0.199009594963805	0.63924341127104	0.74533284027362	0.650934357238037	0.678485438709118	0.708113625743546	0.72278699124187	0.538950475846452	0.641694679625899	0.519289151001708	0.566882858139138	0.749902798819879	0.152509990178499	0.671098050540206	0.660459862355802	0.635871778484203	0.674432951083108	0.808410505622789	0.641111860944443	0.650699974532442	0.521605674763688	0.725303510689424	0.563727958141144	0.564225652333388	0.668430207486739	0.495671480980469	0.642686315919454	0.630954459683663	0.625921785618995	0.449076831426538	0.642205756767083	0.738535566837018	0.422904680457477	0.689199310056135	0.511407610737308	0.5818389273934	0.733041500371891	0.389459860808708	0.742482920979119	0.746893393290069	0.594250802351103	0.672936893159892	0.146271601832489	0.482435049752756	0.597487486036834	-0.0988866198392742	0.580293169954899	0.393643912174688	0.319182352673877	0.450631422745861	0.715330294508112	0.539755618444867	0.554814464542195	0.583637777154238	0.619353488914777	0.630241400337149	0.210468312362885	0.0341673926084838	0.139190824552961	0.0259440007478874
TSPAN12	0.685189682343538	-0.146446122706247	0.139870209076215	-0.148613619449943	-0.178269251289232	-0.0427535213012124	0.399517393255566	0.623375345294864	0.0621873365596458	0.159468682155927	-0.0675780858664891	0.179744935987781	-0.280974680063148	0.290088418354279	-0.00579900937183612	0.760420783436577	-0.137353026185297	0.343828250881013	-0.176852856761441	0.456194090238223	-0.404251695805994	0.38764927945256	1	-0.0511437856539339	0.20257768007246	0.560146568407962	0.73198620159329	-0.16915545572418	-0.0177718606568911	0.425450654147732	0.841013568264804	0.731795613146612	0.116747077640504	0.266712976340205	0.399890188092604	0.299285456123936	0.607580840460591	0.819329290402839	-0.093744450486947	-0.0522647458275508	-0.256634417242491	-0.070029766164912	-0.276933616914813	0.0984765112145434	0.378786412969337	-0.00115538608802037	-0.0959065915798103	0.242178266381843	-0.203075292032081	-0.200000846280243	-0.0654575612693196	0.340671419983273	0.327927391611428	-0.27701439524179	0.206686488721848	-0.0995429939248889	0.0424452478147522	0.377216868000491	0.363902096223281	0.460780132207903	0.207502468225969	0.491915873876867	-0.0593201726287683	-0.0425943530162659	0.132865622746961	-0.252702049028295	0.202314989879484	0.530511759593708	-0.0115960106007989	0.658460543930754	-0.0860710900198395	0.217693748136632	-0.341198488106118	0.34574491855956	0.0687001363147212	-0.317954787988516	-0.184272364017923	-0.208302275548677	0.619153462734453	-0.117394474242085	0.299867212112735	-0.22150493695987	0.11965415891368	0.461777691441703	0.489924758338218	-0.105381665538769	0.00326983144263585	-0.14845498649443	-0.0868542947297328	-0.047553778497629
PODXL	0.0870738879752615	0.838281795028752	0.842227314728806	0.800407142876907	0.861683670418859	0.79254551446686	0.524176840548022	0.556965942716856	0.656123414563244	0.754390968875711	0.641726380083335	0.692999125674947	0.529760679228896	0.67557279250317	0.761275487930305	0.426639516579615	0.857731401847529	0.807431231677403	0.750658493131781	0.714555510052512	0.76211249143987	0.721645129222646	-0.0511437856539339	1	0.810003292946637	0.615768098807925	0.383995364511355	0.783151399883542	0.792187693525311	0.546465864020687	-0.306151397773213	0.432467509982184	0.790734963631776	0.722688022753	0.491699384167805	0.817044452432164	0.593451063773194	0.174629186009962	0.855657949063319	0.775420893736236	0.74687161056133	0.887184943278312	0.424235666378065	0.521977558363922	0.645373215268126	0.552836160956153	0.852191082530652	0.752936883736754	0.854488391372189	0.811075984628712	0.701010109687005	0.742304078146525	0.666547297299495	0.84273818361535	0.638502050190598	0.766921455383005	0.708377073784642	0.665812946546374	0.681589377869232	0.41900050344569	0.676106067533438	0.61869130161381	0.593764646347481	0.837906881200054	0.497463770827482	0.832526450475723	0.811790478080324	-0.0804938362520354	0.747094451832121	0.43283592108789	0.814001709919884	0.714552315159771	0.433746922313462	0.291774970661697	0.719443841585599	0.150025766597038	0.855640087216379	0.574269962054488	-0.128389609872742	0.651530157760599	0.702485518007183	0.724736263626172	0.746067152864636	0.37827298526055	0.637926111585344	0.771145976152216	0.270281162856094	0.206487422827315	0.318241928611315	0.214375490025251
CANX	0.411159611263815	0.775020223392949	0.939247922930731	0.742483278294299	0.87501654556806	0.826856965920147	0.709690416690687	0.819857237724408	0.783390060011593	0.922002777603254	0.447340797038396	0.796207823153706	0.709936070784717	0.842699128218133	0.746467995244874	0.68745831921289	0.814042368228184	0.912027364467134	0.760698088928538	0.946514654310209	0.730382948539897	0.7384514887209	0.20257768007246	0.810003292946637	1	0.755464593152959	0.69739354527572	0.754924501573173	0.873148389798211	0.734383970986484	-0.0704175546727437	0.723724573999744	0.864657476908331	0.925916205788354	0.808719585660875	0.921471048627204	0.839116242292821	0.327459508964206	0.905598778728147	0.885742573066718	0.796864460660253	0.779492463211792	0.581213443424762	0.565648234489262	0.74037627875056	0.607214273261541	0.774742453887393	0.785578992519224	0.8224500995097	0.81242666970278	0.816775855060079	0.815888850635698	0.887071977936256	0.780230967775238	0.835666571045829	0.844755962767911	0.765727751848407	0.905539024529321	0.794685876852059	0.586036267841262	0.788383848183119	0.792365229176491	0.803253771675023	0.888580741735993	0.476784212976749	0.696662001160348	0.932115422822356	-0.0221470844816536	0.817989026951546	0.609702747832549	0.873561753997171	0.904040973595789	0.578135129178299	0.209216033377044	0.753354326040136	0.407389270851812	0.885525710277214	0.712593753367499	0.215683175099926	0.751891212324956	0.742325653349527	0.777005716681865	0.907141868759534	0.331636985761953	0.841522900409518	0.741687900147422	0.608273887854247	0.351004792752061	0.399841918418787	0.358431397951628
ITGB8	0.633580581136565	0.538058004334902	0.719299841273319	0.529991561381785	0.584507362834714	0.601703328246009	0.594613895110828	0.782772456701331	0.579068459223966	0.664185849838719	0.589570580418846	0.776150068294141	0.245139933331339	0.641909069537476	0.587598116552348	0.836039722602379	0.583297231926639	0.865982040718329	0.482327295212234	0.843506387477128	0.36937708664651	0.785609813669347	0.560146568407962	0.615768098807925	0.755464593152959	1	0.786321482762903	0.567709838691735	0.594196648744129	0.76685096240342	0.321347290771812	0.770946929117613	0.759585076858014	0.737767172272543	0.702369499852748	0.779059763371693	0.807480004681194	0.729544475685137	0.573907770862176	0.536927753899183	0.455147276585049	0.632101313045763	0.078551065118509	0.587275640628913	0.761007409686691	0.591870397267658	0.631987623547461	0.798812233730953	0.549973174337327	0.593510648787459	0.491051026116554	0.773634314142945	0.668529636619893	0.469150979720843	0.63479513718262	0.430190240514127	0.684053270649982	0.739103057989832	0.688190120973214	0.627336839270201	0.641537700116883	0.852730830431633	0.374872193455519	0.667248270366547	0.385420688473106	0.53634167070521	0.796733785902373	0.459686736905947	0.672238006778045	0.791831704251564	0.587253683175086	0.739758548585471	0.08748030924758	0.492893593100234	0.55810659194147	-0.0599258519140825	0.558560881142168	0.335246550988628	0.330765346286239	0.400424785441901	0.655156400217696	0.389963348116972	0.626997130731229	0.612427267371333	0.754238828182742	0.576426001556815	0.298027750436569	0.0857635334229745	0.165880495657732	0.117518613770122
TSPAN5	0.649000220678779	0.326766937308886	0.63985484308342	0.255288191293967	0.366182795597571	0.424739907544673	0.698320936827742	0.853958249343419	0.533950074971152	0.668263268699136	0.185018983450712	0.57893941943817	0.235306527433047	0.687510859324651	0.457904128669055	0.894069565746714	0.352716886589515	0.727768934342877	0.25984332426728	0.833845327545661	0.122408211700671	0.645646097578882	0.73198620159329	0.383995364511355	0.69739354527572	0.786321482762903	1	0.296220651802515	0.485921146604937	0.68713361978114	0.442213842164697	0.897574617915162	0.570624922800266	0.757007958981845	0.767511139377428	0.715391878548391	0.892241096992517	0.710834443556804	0.462714760637227	0.484800551161919	0.285572840540903	0.352844355529832	0.211882069269967	0.392806873007628	0.708381033465481	0.348086774179509	0.337725599613548	0.631617469641115	0.31825829021398	0.328750029544428	0.421481923900523	0.633460956555193	0.744894283165059	0.249110981432451	0.648570346625298	0.403334628947883	0.386407808670549	0.797296084595448	0.688196329472172	0.63318856477993	0.650620849393434	0.771037341102104	0.417315479732609	0.501140289949666	0.423622565014559	0.17330323017158	0.683232648692889	0.290371831151611	0.459129479542126	0.73953561741679	0.415219972518111	0.649455421728885	0.16283998981036	0.311542504220124	0.503575222278837	0.0577895238749737	0.358639696896272	0.30872291709244	0.533852294467879	0.411582480514505	0.629541448748236	0.31401614356062	0.61810926180267	0.496820983403837	0.828328418892162	0.354280408251006	0.401314291373521	0.119043287196917	0.203555197514186	0.217840978949845
SIRPA	0.176140808013873	0.798278567210564	0.719671847210047	0.803135876850163	0.855975065560427	0.740817439336779	0.330731673335699	0.410629908863965	0.696766861152953	0.665519047195572	0.688988166235396	0.713940559767729	0.582413483663934	0.479229175279562	0.707881840469868	0.364269713709084	0.849284347985056	0.757793233392302	0.726472428421021	0.625263611241926	0.816938486525546	0.633752364601516	-0.16915545572418	0.783151399883542	0.754924501573173	0.567709838691735	0.296220651802515	1	0.776367585185759	0.492933447695269	-0.295298726451647	0.296006708298359	0.778180438732805	0.618049461124933	0.523571622542687	0.630949807845386	0.461673421775562	0.0736155913289718	0.774055889781362	0.681589489162404	0.817252690090642	0.828202504374361	0.371058879192057	0.592407089939817	0.533821703941978	0.728345723482458	0.839379273945761	0.721105696765037	0.869257405381196	0.90710720216869	0.613834540771674	0.625198870212616	0.488418926328891	0.82967491916447	0.612755947305896	0.675894584266414	0.80223941495933	0.553392492835663	0.449360228014492	0.244135263796233	0.558057953710096	0.60779292892269	0.548274334851293	0.8364023161085	0.339019086359611	0.816166551892985	0.757663701110563	0.0594485948561647	0.818703808418838	0.421682627627158	0.766715950349602	0.644051802832054	0.450171433797491	0.228872097454174	0.601686019371548	0.218623984431452	0.811413028126606	0.61323763789964	0.0466168275775081	0.58118390108708	0.520098583470518	0.742602511992593	0.625284951683065	0.279860512147589	0.441329738966887	0.80616278324216	0.363516026539117	0.181228746272245	0.28777132326064	0.172871320321466
