""	IFITM1	CD44	PTPRC	ITGA4	CD8A	CD8B	CD2	CD69	SIGIRR	LAG3	CXCR3	CXCR4	S1PR4	CD3G	KLRD1	CD3D	ITGAL	KLRC1	ITGB1	CD47	CD247	PTGER4	CD226	CCR5	ITGB2	KLRF1	CD46	IL2RG	ADRB2	KLRC2	CD7	SPN	CD4	TNFRSF1B	RIPK1	SORL1	C1QBP	CD96	SLC1A5	ADGRE5	CD27	CD81	CCR1	CD6	F2R	HLA.DPB1	TNFRSF1A	TSPAN14	TIGIT	KLRB1	PILRB	ADCY7	TFRC	CLEC2D	LAIR1	TNFRSF14	PTGDR	FAS	TRADD	TSPAN5	VSIR	NCR3	IGF2R	HAVCR2	SIRPG	JMJD6	SLC16A7	ATP5F1B	PTGER2	ADGRG1	RACK1	SMAP1	NOTCH2	LPP	CD82	ERAP1	CD74	CANX	CD63	PTPRA	RPSA	STX4	GPR171	CD9	MCFD2	EGFR	LAMP1	LRP10	APLP2	NCL	PTPRZ1
ADRB2	0.872457340163873	0.916027576290121	0.908668119460329	0.802679062857846	0.543689078945629	0.549603679827568	0.823888408496494	0.753139794438402	0.872218639256556	0.716817263094449	0.813457695684663	0.85705147105182	0.895997125558547	0.66755704399512	0.755705951505369	0.722797641390716	0.789472544803696	0.691235237516839	0.806160316285516	0.766133509825471	0.787311980938552	0.645770997682537	0.515155605782806	0.563683110234911	0.833992509291716	0.799720937822956	0.506151814893658	0.863559876276463	1	0.584191334878913	0.807982101833936	0.760391295574108	0.738831748704136	0.797892282205265	0.496077038409744	0.648149365620826	0.00762955197411606	0.931419328020828	0.709106995394392	0.899421317417725	0.698639066112717	0.605501015046291	0.523812501119958	0.595250370408542	0.686734057881793	0.678190962816459	0.659132098204665	0.781344302739786	0.837395423552377	0.770471758706563	0.790024303593731	0.88022979426132	0.100092797931649	0.683138574591224	0.738348421010192	0.792835600567432	0.727052073532994	0.781709326205597	0.692459459075658	0.479323389217985	0.622916295026622	0.686072555360354	0.429826286391854	0.661272793318052	0.486721945715039	0.1456439699141	0.655006746611114	0.136140695665892	0.600031869715541	-0.0228825085292981	0.553410355967792	0.551956489923822	0.500375522678652	0.287474463324206	-0.0866298384930339	0.701524918142325	0.502795448020575	-0.229851691197914	0.256447086964021	0.33105714430364	0.619347516079638	0.00356024482770169	0.7520658822976	-0.299483620030308	-0.538677862766251	-0.197159540575057	0.343318460991907	0.600309403741479	-0.0442405982034177	0.307910431734466	-0.15738257129032
KLRC2	0.698661038479275	0.518952920182718	0.470028837343913	0.322031393893136	-0.145781089661162	-0.132925153154664	0.32223465173875	0.0551343828934904	0.263139137235644	0.0298559460736393	0.37822929428775	0.239378801017431	0.480705173055668	-0.0622923737323019	0.896543721179803	-0.0175805464782038	0.176149853932278	0.919775212962347	0.688013179837996	0.173515154553806	0.901569842464085	-0.0512631299973327	-0.154637936821317	0.501010430222142	0.625365626947808	0.713001551843726	-0.105545228250131	0.518195783535436	0.584191334878913	1	0.821240015296317	0.202618249194735	0.20522693060796	0.321373483685075	-0.109030689044373	0.166135597008604	-0.483768228180317	0.526212501058679	0.597396354985814	0.516442905872305	-0.0311452973316544	0.515567035007608	0.776838648499811	-0.00027957630553543	0.357889396085493	0.590893523311123	0.618343492860345	0.144088404172771	0.69732853520604	0.0034042012327109	0.533052475679766	0.475740831075892	-0.483890613875021	-0.0358122501814639	0.308523298077875	0.248115055918204	0.663790939496753	0.219356710029599	-0.0364802018962628	-0.169271612255018	0.239629929550219	0.456281821881362	0.052093637098924	0.618676085819049	-0.160019396870618	0.229887286422599	0.0466936010972804	-0.187499211193811	-0.157914776792725	-0.0650501710952636	-0.124820121770263	-0.0557740273071534	0.283491469248192	0.233259624408092	-0.192282804044971	0.272475143021176	0.422296300184515	-0.388176043306248	0.104153006266348	-0.0773836110850921	-0.0656078669597566	-0.323864859819978	0.128728610253063	-0.344670611317259	-0.661551585768624	-0.216902109343931	-0.185116987461884	0.154977000450311	-0.232409996996893	-0.210656836325123	-0.207349049639844
CD7	0.970240112510446	0.820311274857824	0.79051607623601	0.773525008260527	0.319998606287239	0.313758762564838	0.732456189869742	0.549761096431005	0.669435457300492	0.461665932997195	0.794374486824868	0.685716900107476	0.826851107770299	0.429374435427065	0.902445096772724	0.482932088559912	0.631819477028854	0.922077987236486	0.916625574533663	0.512236758368499	0.896714679105602	0.448326715042483	0.394046668802996	0.462581458517251	0.896536128039383	0.717509049336143	0.208506674152824	0.882631914170072	0.807982101833936	0.821240015296317	1	0.55651885769272	0.637560921330604	0.732152778564057	0.263600866405	0.472826266327624	-0.143215164074138	0.838116400278148	0.827860558675909	0.830211531981071	0.439386339925602	0.666875801089577	0.682400062188356	0.488256201024855	0.58945620216448	0.79649963730829	0.685720195383981	0.595577564951423	0.764854805523578	0.445549257831161	0.693452760577918	0.805387833819709	-0.0796904379053437	0.41193896251063	0.653973651477382	0.644673833772482	0.73200131774675	0.568871063970089	0.454024992785725	0.126394028389507	0.703047652167897	0.815243380195867	0.281715455711991	0.713725959509768	0.278635085756671	0.341863784517082	0.47875910788266	0.0323163047548621	0.348991914714382	-0.132570463484526	0.356654541875012	0.347500301131905	0.447742456264567	0.266015104524072	-0.229054075978982	0.531556428310111	0.638592725981422	-0.362447827724339	0.288193813396965	0.111071353687273	0.445955370801487	-0.0811647952949283	0.592573394186436	-0.402105734698631	-0.650775286675402	-0.345800853662579	0.147021676542037	0.398130800124535	-0.119062103498259	0.0871796907992808	-0.311068653235651
SPN	0.683285193202595	0.863084420635843	0.902326444068217	0.79008189988256	0.88415366914357	0.87215633193309	0.887090226718639	0.897914403201647	0.844283146904612	0.839468943399718	0.773819431937827	0.885995609233396	0.661964161041293	0.874872237295367	0.520582688965481	0.821324186081533	0.917846081068688	0.435528527778387	0.684846956523663	0.850518522799333	0.527949971286133	0.883595009672895	0.777426941863714	0.464064518702084	0.597156594794561	0.592877333270328	0.626603674783757	0.751818463207389	0.760391295574108	0.202618249194735	0.55651885769272	1	0.644927062801546	0.686317668115218	0.802326482802577	0.71012054179222	0.363030932547958	0.87447833414381	0.610824768951775	0.849503053079037	0.754540549480482	0.458013286922253	0.350425353863893	0.80777907684694	0.671803143143868	0.427281331069067	0.442665865376032	0.885244621284888	0.768014666023461	0.847713484894801	0.55511888431633	0.668500721584593	0.521991902811438	0.93281353115557	0.553978858702033	0.697750576863768	0.683937267616346	0.823742585591073	0.832355668548358	0.604707991327219	0.654927840880986	0.632509615765677	0.794063112253167	0.583419881873363	0.87139002194118	0.120655496115368	0.805271765737395	0.338477738673237	0.829383279671717	0.0922763970597738	0.667914740287601	0.783978764673964	0.384559172602456	0.280178187860657	0.0169777599149824	0.903433357511125	0.333954531878029	0.0262983700014451	0.378359310725876	0.572288724338308	0.697489564436398	0.406039628712391	0.881643259577551	-0.107365839020459	-0.228802957321033	-0.0978704154142929	0.494935559961846	0.831452805890846	0.110883253585205	0.639624825484203	-0.0395552141312538
CD4	0.726644353020826	0.773538069992161	0.721326553667654	0.889164654678597	0.617587258750426	0.587418961031535	0.780640163652218	0.800937339026709	0.823454524312892	0.727602374713545	0.80428301757152	0.851740222301176	0.864905231059886	0.773492040230052	0.420620282239033	0.821748863347199	0.81134697447531	0.428338735443605	0.724972123395302	0.751851558139265	0.413208699097062	0.750389463813725	0.769867666029387	0.156412666834688	0.813137526297109	0.420290945137095	0.653576350023669	0.856344204164549	0.738831748704136	0.20522693060796	0.637560921330604	0.644927062801546	1	0.928938097756232	0.522069174472318	0.688131261826407	0.296606583490075	0.731006386130607	0.73135155546878	0.817698268684421	0.733174366174125	0.655394524327606	0.199401902832671	0.784137754606176	0.681094536023907	0.70215141302446	0.595536058772974	0.831185812290367	0.443403724696757	0.755361062157874	0.686347583335673	0.821160804954867	0.391181377267722	0.720003821549561	0.878483481263053	0.90838287131116	0.469919139145684	0.657263080813187	0.801061902603635	0.54840309477859	0.837117655394344	0.617686573227509	0.40343005550101	0.624573414135054	0.567777594277586	0.289101093202258	0.810552114149692	0.395089624113524	0.703629737454687	0.0759690640137225	0.768274739162006	0.665441951642119	0.55752962897362	0.380165937687894	0.0772492848549485	0.569958248806295	0.657934196309826	-0.026231015113688	0.470575162022689	0.367464722712334	0.823198725685809	0.28331648676747	0.863420847500881	-0.0762160275165244	-0.311459273098383	-0.107070537867564	0.651792773534002	0.52307496352408	0.254175743345315	0.399156375703203	-0.0665322842606042
TNFRSF1B	0.820630168622569	0.872548686251918	0.816430672890542	0.905555840684535	0.661128521984796	0.634071735645668	0.880902720216774	0.836136979825639	0.905896103217201	0.768641974275318	0.915111456068311	0.89771841742518	0.890702562171278	0.818411227901861	0.490993311139478	0.867059016736171	0.871961748101572	0.48209234609462	0.804227261120363	0.763715860933307	0.512282482907859	0.782335162359685	0.782306812046362	0.308321541983769	0.893225853401492	0.404958236858571	0.6397553219964	0.921786059688414	0.797892282205265	0.321373483685075	0.732152778564057	0.686317668115218	0.928938097756232	1	0.622032372224065	0.69060148548949	0.351165349544849	0.813749615805843	0.782669257940449	0.875127518997333	0.817235225216216	0.719345982911612	0.321571402438332	0.827897651182272	0.730265779595531	0.693223624891684	0.621568158150915	0.89313019056038	0.561937528122079	0.758689374086071	0.710173324947894	0.818777286575164	0.434096026774245	0.705392452719547	0.861865359948311	0.946059230305518	0.459406507906178	0.779375861317991	0.840962008802593	0.541141442826385	0.873306294313496	0.737868872019606	0.456903590701644	0.633545180412303	0.620585845135982	0.424111927830968	0.780558966714216	0.426151328887094	0.741259809087067	0.0512928514034654	0.775940261834537	0.724395506305132	0.615266642503306	0.372527693145111	0.0748925808791888	0.663994004694421	0.619536296119216	-0.0194421224248886	0.511195164153718	0.419774374793433	0.838082897373135	0.281214232057216	0.860574883933491	-0.106177290679077	-0.30976190744522	-0.121711042962913	0.625674402184323	0.545961917445952	0.269483154718199	0.470132155365804	-0.081475383871492
RIPK1	0.415285403287557	0.683578735771616	0.704403012052957	0.602582635081474	0.915418738075512	0.907140700270761	0.771281994297468	0.799294084596995	0.757511438513247	0.776433865483029	0.673507277948791	0.737694520048108	0.407166137703781	0.850954546855218	0.116274929188851	0.782178772122617	0.817878945350443	0.0515070576573492	0.500000239677675	0.812939434619029	0.154655643601605	0.8962691743094	0.824110884570582	0.359898547394984	0.396626700517452	0.161358448388114	0.713998383799673	0.500967214114301	0.496077038409744	-0.109030689044373	0.263600866405	0.802326482802577	0.522069174472318	0.622032372224065	1	0.681397927052216	0.71687140663057	0.6236110966011	0.416070273749787	0.587798685275142	0.761563743529728	0.482566053395521	0.230093837255253	0.829888755485334	0.542535410612794	0.216927908459411	0.378892032993703	0.827424244232172	0.478909514238584	0.73400548676256	0.407279623382268	0.467218839372155	0.847942183568927	0.822775223749481	0.517249074337531	0.645641864275615	0.244110031884129	0.746041999810596	0.841187456172039	0.766273495795969	0.655917314612915	0.561341550466211	0.791544306645112	0.40432389597592	0.915856785544141	0.262449100226876	0.708999990995487	0.497022151784281	0.863401912465213	0.327375954553276	0.713995877624244	0.907617788313418	0.518760507922218	0.354764105553148	0.335083290981023	0.860722417753859	0.224887566624704	0.438497496612318	0.577158479522466	0.79412196641601	0.699332819995527	0.684699047336773	0.717401199657338	0.272847816942464	0.19545117605135	0.212300706814929	0.65601276128351	0.82246706094894	0.501334468497695	0.871531263906233	0.269529904686562
SORL1	0.585012745902698	0.745916031306334	0.728322378663267	0.693786802191436	0.618738093076083	0.613747311990762	0.718347729593407	0.688070516393311	0.72459015447296	0.687750549730538	0.652148673544604	0.708559282676915	0.598020226703336	0.673273556453148	0.385194129738141	0.700798920131642	0.787614562357603	0.314693190416637	0.699306990541898	0.820894262405952	0.418549182549804	0.680932497339404	0.664483733159521	0.515870530541838	0.660857089147326	0.378034768669297	0.738726823340291	0.667474494615015	0.648149365620826	0.166135597008604	0.472826266327624	0.71012054179222	0.688131261826407	0.69060148548949	0.681397927052216	1	0.324058144976434	0.697108040979316	0.585899933633025	0.656105792152836	0.680682959391162	0.719798304559972	0.496236231027803	0.627114066220573	0.730275207564228	0.583367149939942	0.658291474183385	0.819668058858373	0.518198802437244	0.601191388610096	0.771311454364207	0.55992298832337	0.498496502641373	0.721335552722568	0.838062273621229	0.783285951740113	0.496295823721557	0.620747060223335	0.685376332511015	0.724780616897077	0.682135768766146	0.53105982897201	0.706967697571076	0.649073564927623	0.627388424592374	0.110580297648557	0.771871524099698	0.247149569682439	0.628423783380175	0.441830135473241	0.557530486867828	0.69202878899783	0.70590454130974	0.662498707583292	0.401781969164529	0.706087078647463	0.678878195826293	0.286667596507602	0.589816616083268	0.633707095873879	0.565379037987438	0.37450974679458	0.695245858416452	0.194048749120016	-0.217448733471123	0.25728469306064	0.728481292774983	0.820192285587228	0.516016003754158	0.554970716216125	0.323670780474583
C1QBP	0.0116568592964694	0.247738143062254	0.217054632771591	0.302501699185348	0.616395283041765	0.632588086547451	0.343286034659743	0.482136490389541	0.436828844414647	0.361090545675718	0.349659027375264	0.382944804878953	0.0738978680934928	0.569919242275012	-0.384137514501578	0.487059969570424	0.436140381252583	-0.376075907254729	0.0879692502196649	0.497510147734874	-0.363935742994501	0.603799157663625	0.648434498942113	-0.184460625190155	-0.00203970567650521	-0.367085923770482	0.515100234818058	0.104838784587079	0.00762955197411606	-0.483768228180317	-0.143215164074138	0.363030932547958	0.296606583490075	0.351165349544849	0.71687140663057	0.324058144976434	1	0.119285305907678	0.104733540180204	0.146027228396891	0.494460990582741	0.256510327415278	-0.154563335515601	0.535710824697283	0.0818988295244246	0.0120484649871786	0.0232071391115549	0.441701991605306	-0.0786852732217166	0.408156575979115	0.0905332942197966	0.13911830085124	0.896672411194519	0.502388867626206	0.229583306340639	0.375582982811275	-0.286912367635791	0.416435484564598	0.613621088908744	0.598810147801828	0.445606624852951	0.308181181801169	0.367679739411184	0.0487027781264565	0.628543417127681	0.420848812526758	0.481351186651038	0.653868961545032	0.64239287884583	0.286567074117612	0.728208010664913	0.781115208831688	0.362893027525563	0.215429039493876	0.392982694869734	0.45321955246504	0.0951938836279689	0.710313240722892	0.648541320936166	0.687607620081941	0.637109321915741	0.823138944153597	0.347874226285532	0.515862787462268	0.661601415346707	0.318689436776386	0.644332108798735	0.470978283554986	0.57023580949163	0.864849526920549	0.338982719817303
CD96	0.920946193440073	0.960011357719085	0.983033545054868	0.89610737044046	0.702477381546921	0.70826172921071	0.939997462371795	0.838082847019209	0.900361480254114	0.808140718755124	0.903614813584355	0.912885471312258	0.858027235550409	0.768740038722867	0.770348665040779	0.794943473107757	0.889146718265829	0.704247708443153	0.865644847778234	0.782582731708564	0.788882320646668	0.772757663696279	0.678987454874114	0.597952606244791	0.842306761986601	0.745757217207148	0.472630930602682	0.910037127977247	0.931419328020828	0.526212501058679	0.838116400278148	0.87447833414381	0.731006386130607	0.813749615805843	0.6236110966011	0.697108040979316	0.119285305907678	1	0.731112115822378	0.919862153682037	0.766180179101495	0.586076292230518	0.532551979560233	0.729047887548962	0.730135509872199	0.691444056896308	0.60068905227692	0.86149047593681	0.880035071478617	0.777218590104888	0.709512898318119	0.837218532194964	0.267789597025508	0.79637115390187	0.717036539004905	0.781369472917552	0.747926856850919	0.867434542608066	0.76497408469044	0.444319711414236	0.755943209031759	0.793029794584028	0.570945583090972	0.662675240497676	0.669497407908566	0.20228468712783	0.700871302965982	0.162597482642684	0.70913731600604	-0.0736765947147492	0.59611773177428	0.632206691817906	0.43015597348219	0.260341610113314	-0.153100549953111	0.816616363114088	0.538076368212768	-0.215631505155855	0.286742084280521	0.354886906415979	0.664067258426121	0.11533912882605	0.825497466825575	-0.344061203256469	-0.512639752486142	-0.281319238968526	0.339313484610001	0.691968778713288	-0.0290169503153557	0.403684431932704	-0.228330156834463
SLC1A5	0.822874326638969	0.773568154552531	0.696580708481403	0.745038773878528	0.402467986926986	0.350141779261765	0.693332898746091	0.597224619871526	0.648685020706879	0.488522776060243	0.701774662121798	0.678713269671833	0.755324071921441	0.515734566812939	0.734479897249485	0.535269405982196	0.676096256782817	0.745467839839263	0.897372762963194	0.636022551061137	0.704576496975038	0.527070965763086	0.4960435314554	0.339647381196422	0.827183268906509	0.590558620800777	0.528939738703214	0.856833292361158	0.709106995394392	0.597396354985814	0.827860558675909	0.610824768951775	0.73135155546878	0.782669257940449	0.416070273749787	0.585899933633025	0.104733540180204	0.731112115822378	1	0.828277463955942	0.426107669385213	0.846002206374416	0.588569622382825	0.578667705778874	0.702946023425294	0.683689709159017	0.807329963238177	0.682081024973861	0.620120400931403	0.485098489274598	0.779142492599308	0.730321743330142	0.131279593289557	0.476848456290106	0.684497238989781	0.771622196867898	0.725662785982589	0.498267921846281	0.52460587815263	0.432235175193263	0.695006827756705	0.65615676198307	0.523707096595306	0.833949705960172	0.387344632228796	0.399140956699058	0.720899380679609	0.425991454521196	0.404210514608517	0.278640935397578	0.468326466982559	0.553734591957836	0.6418573264227	0.607582272372458	0.180333565014695	0.617432757909529	0.617137445672488	-0.0393147115413152	0.593087026000333	0.455264274156553	0.509875218347369	0.287073976205265	0.71865250120461	0.0325105435881661	-0.430757843770888	0.0613798320377359	0.492809674468087	0.552585636810396	0.269384160586124	0.34913662810889	0.0817151920225994
ADGRE5	0.886954133119972	0.938178949284673	0.907073479319309	0.886073101080199	0.673188062387211	0.641006572303758	0.888139640862059	0.846736203625073	0.875497011504776	0.744832786404902	0.874616354763094	0.905159040725481	0.879398371677434	0.775995384899573	0.719089358093597	0.781091454943446	0.870943290857339	0.694673966555607	0.856906294918733	0.774685882508229	0.720043683172686	0.757341554442541	0.671852480335507	0.397328296395533	0.863130556029486	0.690339952922655	0.591702802492891	0.941488302096182	0.899421317417725	0.516442905872305	0.830211531981071	0.849503053079037	0.817698268684421	0.875127518997333	0.587798685275142	0.656105792152836	0.146027228396891	0.919862153682037	0.828277463955942	1	0.693096594189994	0.65224856896929	0.459888335974714	0.760944735894917	0.724521307046409	0.629138384692042	0.65413901991205	0.862239417463898	0.783115729501128	0.801465459051383	0.716184315908802	0.859961982770963	0.25233810941476	0.747400319773693	0.728919392631672	0.818477824969714	0.757261822510421	0.770947254421741	0.763404430531075	0.473983619819198	0.752641324584607	0.729865046058141	0.578680646738427	0.747863860857418	0.62176514184995	0.289704917519965	0.79561408822755	0.321179309348089	0.683922017808015	0.0178559387848081	0.642120560083484	0.658844189014064	0.521904940368683	0.329958120456878	-0.045084523482527	0.754606301871591	0.489682609342292	-0.171543134307841	0.405840816752783	0.394552942805704	0.72218127407879	0.212839334478909	0.890522356216849	-0.225555106244245	-0.455968122155974	-0.198230480276584	0.468013891862161	0.627607038797645	0.0421695091474684	0.402778695103217	-0.15356536421858
CD27	0.622899492449387	0.757092979416766	0.799532350044619	0.804850397256552	0.840914428660912	0.842676779765535	0.878760888575847	0.912792150750349	0.907361915530031	0.909067769899275	0.85166869219156	0.905303381196712	0.745538577196753	0.929185507087927	0.225918553422443	0.970503751872566	0.904028630217577	0.134204226730137	0.525291858206437	0.748522544492993	0.267619423286168	0.88325328156575	0.869249217092769	0.372450249318522	0.635834020529799	0.245795768067428	0.606195130117813	0.731933879170734	0.698639066112717	-0.0311452973316544	0.439386339925602	0.754540549480482	0.733174366174125	0.817235225216216	0.761563743529728	0.680682959391162	0.494460990582741	0.766180179101495	0.426107669385213	0.693096594189994	1	0.376583830732431	0.0730302937791149	0.849208722457821	0.599315205696864	0.466404065570692	0.28025084350683	0.904968097896502	0.476345317001199	0.869407274500755	0.49523948744766	0.665777293675981	0.626999481373211	0.844646069955898	0.696676655714049	0.8296393252269	0.259922882418766	0.880041385464141	0.942585871387632	0.610255170170756	0.739051963004072	0.657759273044859	0.485948423307636	0.283851261206855	0.812006930521185	0.145709468815358	0.70935666839011	0.303996660715712	0.924713413271743	-0.0868898424439224	0.8233175102353	0.759185226840686	0.37924079037304	0.119726263394347	-0.0204169961485759	0.670439614318573	0.39804205974498	-0.00134729493410485	0.273191360706125	0.408812832522532	0.866954926825795	0.261119335739478	0.81140926950799	-0.175345934258969	-0.153841814164387	-0.174562535180207	0.539500344798936	0.575190929989735	0.163424811320671	0.563400564155618	-0.130413648000199
CD81	0.663894841007925	0.6973923475236	0.585714653529667	0.603058154406869	0.311426397834167	0.293560582366722	0.577654547228009	0.446620235129789	0.594232299074123	0.364372097743889	0.607213079245161	0.535381698225331	0.581112540283442	0.410720039672817	0.54146518621163	0.432518317495802	0.571817655477002	0.558937560516863	0.848010172389561	0.668212550655929	0.561369251092507	0.443822295437732	0.422694655309067	0.3743829667546	0.757107806760925	0.387349609019506	0.589460074857113	0.675999504245653	0.605501015046291	0.515567035007608	0.666875801089577	0.458013286922253	0.655394524327606	0.719345982911612	0.482566053395521	0.719798304559972	0.256510327415278	0.586076292230518	0.846002206374416	0.65224856896929	0.376583830732431	1	0.682035218814873	0.467144357272757	0.68053344127136	0.663530259277753	0.897272208576751	0.613728904767862	0.503856370218932	0.332956021180797	0.834132866607151	0.588997464684777	0.257884406472548	0.372974084412408	0.766458966294941	0.743968192620143	0.48160130547864	0.445365102038409	0.455826684794175	0.5714941737608	0.670177796233675	0.571754902461734	0.507467876740306	0.820480048137562	0.302748860766458	0.474751186045864	0.630320674104034	0.442184288515914	0.319117183718091	0.563240804862075	0.427494877651822	0.597606746398922	0.834418465740238	0.819854955820354	0.507834433991107	0.599370666291001	0.698604909724431	0.321383676893701	0.803357085555965	0.624342372582875	0.423137765483865	0.406948548542371	0.523039928499244	0.341157229716826	-0.226294371543037	0.371884034653898	0.644075689400948	0.638981313967901	0.608055319737135	0.459137416933	0.408891989339596
CCR1	0.613157067630536	0.581172565047549	0.543633556974716	0.324998013643629	0.0601959165343191	0.081848299994251	0.390675659657991	0.147755548595537	0.331121390405871	0.137952328132461	0.38454425474934	0.279510548196254	0.359206293479993	0.0511027941747916	0.744958785887339	0.0684119041076161	0.323313531662523	0.740045626327123	0.733604347975617	0.418620704974559	0.779646573691764	0.132697356489193	0.0234672908616814	0.671484954409731	0.559591192324779	0.582867229791809	0.131084187124249	0.447917124331459	0.523812501119958	0.776838648499811	0.682400062188356	0.350425353863893	0.199401902832671	0.321571402438332	0.230093837255253	0.496236231027803	-0.154563335515601	0.532551979560233	0.588569622382825	0.459888335974714	0.0730302937791149	0.682035218814873	1	0.113569311927498	0.398267885341026	0.568241953579778	0.735655730544561	0.293873418152588	0.673046480696746	0.0414135793709746	0.669440274309856	0.409970873732022	-0.0976460005472272	0.150908345049268	0.442773109427929	0.334583587826292	0.599723173809334	0.25874917364068	0.0960381511962633	0.192735254700902	0.34785747773163	0.527184890817385	0.385510289807874	0.700049248666301	0.0824506083434761	0.255287346308134	0.239006751809929	-0.125994977522783	0.00468303600140311	0.335242283500036	-0.0136112168166783	0.235383911404676	0.615670214921654	0.556794304758125	0.189587935623742	0.490102284133427	0.545054511667759	0.0778420318204003	0.445257138716485	0.361444029225415	-0.013477119296012	0.0581223467004822	0.182900617234153	0.0260182937162668	-0.384115612289287	0.16037342819039	0.140532730661897	0.531351078868144	0.203434261233553	0.179542180627401	0.203995750787674
CD6	0.613507622572669	0.759289623097912	0.775431617530671	0.812805139251519	0.918819928822907	0.878067257694796	0.899993209392219	0.902818061798167	0.823818634065421	0.891975221061402	0.83967173277501	0.876022004490325	0.667945395343459	0.945884183920715	0.270674102794515	0.918923036422676	0.923477249371482	0.238240807528885	0.60531001646759	0.761608956405251	0.276529144441623	0.939208739732206	0.937546690730071	0.274861348648797	0.649830941126848	0.249937637309427	0.630783229859371	0.758338001961378	0.595250370408542	-0.00027957630553543	0.488256201024855	0.80777907684694	0.784137754606176	0.827897651182272	0.829888755485334	0.627114066220573	0.535710824697283	0.729047887548962	0.578667705778874	0.760944735894917	0.849208722457821	0.467144357272757	0.113569311927498	1	0.65320978174321	0.421357408491185	0.381739074405756	0.909659717652711	0.483357773917877	0.814888619580191	0.400760259979956	0.642649690319096	0.707766254063318	0.85033287514737	0.654155317916654	0.790338731174408	0.365574560723348	0.772462563585642	0.911603941447729	0.572920843825898	0.833562071245013	0.662205925690541	0.666941606335963	0.448205226388898	0.903096210804827	0.278939552332194	0.752618818201949	0.46007517973764	0.900914009025991	0.0298724495336618	0.78315267750749	0.801571846358442	0.408366086624003	0.193611590593019	0.0561429640119253	0.759490590236859	0.373354300737462	0.0648896563430243	0.430550974355396	0.50158296508975	0.830984331974965	0.489600832905782	0.907464058390237	-0.045853061536254	-0.100689257112006	-0.128365863401879	0.599854698857037	0.6336181360404	0.273524439568713	0.629212590391918	-0.0794102838073699
F2R	0.642411881231076	0.751376311741271	0.716628070176574	0.653294432416952	0.535091884733449	0.482612659235698	0.747961471238115	0.614253287962841	0.660080764571109	0.716884380036715	0.639192726271116	0.667895351891256	0.647687711885148	0.635821511389306	0.58111383689683	0.671825122883593	0.73048970076914	0.488693241852464	0.758053402772565	0.655145007890842	0.600252736276365	0.582477901673922	0.549951001482017	0.608515990800786	0.764794488667437	0.519595750830909	0.599373906732938	0.767347121305595	0.686734057881793	0.357889396085493	0.58945620216448	0.671803143143868	0.681094536023907	0.730265779595531	0.542535410612794	0.730275207564228	0.0818988295244246	0.730135509872199	0.702946023425294	0.724521307046409	0.599315205696864	0.68053344127136	0.398267885341026	0.65320978174321	1	0.551996315164837	0.666206037392805	0.780586104759473	0.655155865163144	0.538284923680386	0.659481087655462	0.506518473286831	0.285266818868281	0.59483824268448	0.678596428476997	0.759007218340937	0.650027128900854	0.633045631230626	0.568775321315238	0.478837250685181	0.579810407854192	0.415123868861845	0.677773476751528	0.678334109712175	0.548068173089726	0.228132537263822	0.591005030648699	0.38852997404861	0.492690088797992	0.226677716671239	0.395862885812934	0.47622925002563	0.432956755854424	0.49078593528112	0.167295186725727	0.686078318583482	0.542806822945776	-0.0310454632834908	0.381922913988113	0.39650959580606	0.441978976727697	0.218582582720419	0.734814959807018	-0.0530877672671163	-0.391230867837899	-0.000132470434039029	0.558226250859773	0.620992978181933	0.349223744279103	0.352568129712009	0.0456216386143536
HLA-DPB1	0.821354066175104	0.701079585529761	0.671732270470221	0.718046943542258	0.240882991647911	0.262304563557293	0.624158703145979	0.469766411482417	0.618773144980791	0.42123592275919	0.686824059633465	0.616267500686599	0.776845025777463	0.38101664376382	0.691303583947813	0.467120436601817	0.560681719205531	0.701906926352887	0.807442977067041	0.534269787005859	0.681946477540589	0.385951818456447	0.40784616255065	0.401588937548565	0.799038421652566	0.522418613270318	0.215874476520448	0.745460291878586	0.678190962816459	0.590893523311123	0.79649963730829	0.427281331069067	0.70215141302446	0.693223624891684	0.216927908459411	0.583367149939942	0.0120484649871786	0.691444056896308	0.683689709159017	0.629138384692042	0.466404065570692	0.663530259277753	0.568241953579778	0.421357408491185	0.551996315164837	1	0.632346836461084	0.538499322037874	0.560801827097683	0.342641170214983	0.718924001720867	0.708709144679888	0.0467563541340658	0.406290305894453	0.759204838576787	0.670805626707576	0.544003305073893	0.515538196971708	0.466641647033473	0.184064589066402	0.706267297371003	0.703866823915113	0.180551406559023	0.673032433462825	0.249193920646585	0.300657116196119	0.457090394214733	0.0561084477089854	0.346071784640995	-0.0760570317169022	0.45414423271719	0.369018922281709	0.446795607989338	0.327090244098488	-0.145893853383137	0.448536841611464	0.935730338574051	-0.161878166472672	0.380980484073496	0.136392909734624	0.476887955744732	-0.00879113773794813	0.488795301686979	-0.273287038966942	-0.495559787012876	-0.258280495008259	0.280355469988379	0.418870626893635	0.055251719064847	0.152150308692404	-0.218466934152386
