""	CD3D	CD8A	CD3G	CD8B	CD2	CD247	KLRD1	KLRB1	F2R	CXCR3	CCR4	ITGAL	CCR5	ICOS	FAS	PILRB	TRADD	SIRPG	CD47	CXCR4	CCR6	TNFRSF25	SELL	TNFRSF14	IGF2R	TFRC	CD81	CD4	TNFRSF1B	ITGA4	LDLR	SMAP1	ITGB1	PTPRA	TNFRSF9	NOTCH1	CD44	SLC16A7	CLEC2D	TNFRSF1A	TRAF3	CD53	RIPK1	CD226	ITGB2	VSIR	LAG3	SMAD3	HLA.DPA1	TSPAN5	S1PR4	NOTCH2	ADGRE5	PDCD1	CANX	PTGER4	SORL1	CD69	RACK1	JMJD6	TSPAN14	LPP	SLC16A1	ADCY7	CD74	PTPRC	IL6R	STX4	HAVCR2	APLP2	LAMP1	SIGIRR	CD63
CCR4	0.749765394548037	-0.370341897160988	0.768847545613302	-0.379275860821144	0.659191433581994	0.651892065699902	-0.412506004054826	0.772648991035386	-0.153874217189991	0.218484440930099	1	0.236499779399973	0.0282316393980129	0.803348293965502	0.805842522685199	0.124085486261887	0.838976142283555	0.465921939941616	0.762422017857351	0.631995387823484	0.849908910996886	0.893193438151012	0.797409519546532	0.792361246986243	0.459874233152233	0.591548110791463	0.290938618409815	0.754783835800246	0.619495083465038	0.498073315675289	0.754160613161027	0.756731066685494	0.663111988301418	0.690776112504151	0.350736583973442	0.479935891706662	0.687008396995543	0.57722361584664	0.726437328479506	0.336969229236186	0.691212493491179	0.741041843702753	0.63354267333257	0.786778985095806	0.533920726979457	0.804539468406675	0.152952665022627	0.667907332498957	0.263356865089507	0.58521802656925	0.727055657713207	0.654608003699369	0.603155459823162	0.342688545738523	0.532887119214203	0.781602887832245	0.720830917397488	0.788315610498653	0.837879913393194	0.187946014598776	0.708453692659196	0.534371928466246	0.545878004086344	0.389897785870207	0.363467895706431	0.625509449006553	0.77599022232284	0.539137985694429	0.227921712008109	0.338343108357005	0.535297102209004	0.679491585110931	0.373019832029436
ITGAL	0.6213468979707	0.608654437696735	0.617695421752116	0.557486777412776	0.719555910133184	0.686565830998329	0.390785536524171	0.156891715135303	0.714894860371559	0.724375004682779	0.236499779399973	1	0.831876249475092	0.484653939250442	0.520567449619371	0.780291210239458	0.28946221985951	0.645333397139677	0.627163562502115	0.575942086000613	0.35458931592777	0.349679983750009	0.250829344423528	0.573824052234687	0.726960197308587	0.651457304476723	0.689474826706161	0.571141034629307	0.643859946242622	0.786788939188196	0.581115678655994	0.531280226054322	0.491345898061	0.677845853083794	0.542069126029254	0.657695991735906	0.694228644748326	0.6650735544742	0.70197992712573	0.505513562448864	0.654667649484948	0.659530269149224	0.656029552909393	0.42230168623643	0.77103253723303	0.455486160174673	0.675878661752488	0.514553583680034	0.517533527730303	0.730146206200992	0.554893912705843	0.560423863297213	0.780783839733036	0.623758839755012	0.561860624486459	0.2703939160889	0.460400916711162	0.361568547985978	0.343456680229455	0.724705831480204	0.62135833441728	0.583389852038267	0.622289150628734	0.780826460829451	0.589792194963146	0.801713217559854	0.510220127025543	0.652373508768886	0.582219290572948	0.489159733203999	0.638823098829363	0.644718066962579	0.472971279856189
CCR5	0.490633924107822	0.64685060273756	0.459180583741756	0.588406997663154	0.621649744812897	0.575189095198026	0.393568490673223	0.0456041261220897	0.729587742058294	0.745581725943248	0.0282316393980129	0.831876249475092	1	0.362229004017857	0.403662789467155	0.697146552008249	0.136196173181366	0.608221610087476	0.432663678867439	0.387243470854147	0.231306433276398	0.173096939852345	0.0328918054161862	0.404004041005025	0.644212270044637	0.567080294181631	0.607547975923575	0.44931557522545	0.578044131732928	0.724023354849098	0.4186333994126	0.380873540444601	0.352986653512954	0.539824633721213	0.528908074895446	0.545960938454382	0.490959157894092	0.496167475141116	0.505800138706484	0.434430158340845	0.548419740208284	0.493647553165687	0.490890873161219	0.240950554892879	0.644999099363056	0.289382232302305	0.713118410294893	0.349756923024599	0.467935796765746	0.624188206891482	0.42883116302959	0.470398847115932	0.597286342214511	0.613601009295087	0.449490960321021	0.0265826272849512	0.232102952732802	0.139161127418902	0.157315962222125	0.666011378205234	0.444839615766089	0.46241933990066	0.532814497287725	0.614719075659555	0.517062832289483	0.638760156015821	0.387471699370046	0.528437812891784	0.575599540523316	0.410028417467984	0.51502153621127	0.525691594644876	0.387575912685824
ICOS	0.896749197153748	-0.166244883481302	0.873217820522233	-0.179522901978391	0.876794079725274	0.866292940408618	-0.231455463545536	0.716482858239296	0.0411555068575369	0.56078361127547	0.803348293965502	0.484653939250442	0.362229004017857	1	0.906223105062633	0.254688768711486	0.82359154871953	0.793779055565013	0.782882834695252	0.680095796533164	0.923399118041101	0.865742024711017	0.663938904136039	0.863364217618122	0.629382981249017	0.784491832835173	0.434479245932353	0.877449281960745	0.876631336881982	0.728220934286291	0.763322274584667	0.827362964611659	0.683325203720208	0.784453355322783	0.687509113288216	0.560890486915159	0.727280474861279	0.624967240203406	0.785161888714475	0.433258617103878	0.856124625874126	0.837671042501574	0.727340635201421	0.802895188534711	0.693245590666223	0.837671465103017	0.453154349468931	0.667951625323728	0.381076717653145	0.766398245104742	0.85548535314596	0.766632700187134	0.69427011384767	0.604569623870287	0.58777593703481	0.621465671510441	0.666525251695771	0.714685436493927	0.753119402791891	0.389733344030169	0.772377985698703	0.607530179712079	0.720477241456785	0.493679179216882	0.491764702887985	0.751890875566372	0.833077753218162	0.624685650801993	0.471521044204588	0.421371261867051	0.670660215608268	0.818362015505517	0.441293083428758
FAS	0.880218940773667	-0.120289994201349	0.851433997705595	-0.149619563599692	0.88873988278062	0.860138137319997	-0.211865823987181	0.69975381508111	0.106610669217948	0.54779549893964	0.805842522685199	0.520567449619371	0.403662789467155	0.906223105062633	1	0.324991125115428	0.812352421075148	0.758404452620848	0.833678628160045	0.678405497790824	0.910549677087283	0.874481472106237	0.675146497313156	0.862920024938499	0.655159135470409	0.829608458325511	0.486340990159899	0.890774977520316	0.878892862531705	0.758324928334884	0.805999003895652	0.826006350190055	0.716075834899792	0.81545863550102	0.634003912602422	0.623721882377755	0.773652470974037	0.641322508877084	0.826853227929323	0.474227902402519	0.897101565299371	0.85509348155017	0.742815042284094	0.818243639196477	0.742316771663659	0.847522212632439	0.542546128854713	0.711856258389303	0.429468022547001	0.787591615961403	0.857315897538849	0.813531084691533	0.740295733640156	0.591508859828524	0.646318830014207	0.616032605696795	0.691027249804505	0.72087126193634	0.779651795877746	0.429055266707495	0.799332651918383	0.654762414698305	0.746673362891658	0.566275761765372	0.547575715862591	0.790789390234545	0.858715392596429	0.680026447661676	0.490439721627191	0.46589795598091	0.696416161996115	0.824582999669871	0.494821842780291
PILRB	0.37372646618867	0.627339384235452	0.41100125345901	0.559873716059085	0.464749283909988	0.426283746996772	0.447146981358424	-0.00802419280157692	0.789532664834552	0.505975690086151	0.124085486261887	0.780291210239458	0.697146552008249	0.254688768711486	0.324991125115428	1	0.121404968393895	0.39046664858256	0.553849508545883	0.474895166691623	0.150631748646848	0.203399760365872	0.242568507768522	0.424612375718442	0.684277608026392	0.5295792844812	0.758703287660355	0.408498720372571	0.443056151276473	0.64410852771414	0.549650832140658	0.431568898898101	0.550407448095981	0.637135387649473	0.35348307907725	0.749227180915783	0.635952920816813	0.640023102112917	0.56550171033321	0.635824955164031	0.511866699838027	0.504850496764789	0.589433000332843	0.281037345826184	0.666302590361348	0.362740853636592	0.46914770224153	0.517077638621348	0.622551333701267	0.604781901201823	0.363304090042843	0.46195354980399	0.692149764312697	0.426181025490147	0.648694790990281	0.226031488207902	0.448473266300765	0.252981819354454	0.281889862373298	0.729396142703256	0.584371209138479	0.684395412654543	0.576489931803047	0.753107392286478	0.665059203197446	0.656291572952898	0.453466128528215	0.680193194143522	0.526674341443909	0.627961614837198	0.619046570486961	0.515823514261629	0.596309706983769
TRADD	0.86218915557602	-0.275684417167795	0.834321479040905	-0.263979324613375	0.749702976801855	0.754735745472953	-0.299798506530977	0.903018193526187	-0.134478610414486	0.383881148146561	0.838976142283555	0.28946221985951	0.136196173181366	0.82359154871953	0.812352421075148	0.121404968393895	1	0.559071873045234	0.798299987092901	0.743642492392367	0.835875081380583	0.917008985241903	0.800926886606998	0.854897032711846	0.479827849327653	0.639725449881479	0.40746910980949	0.793252395022592	0.626518242732376	0.504694713077316	0.71924844525681	0.86536235462821	0.696232835606243	0.693830732923583	0.294594709991946	0.507500194120828	0.697555012175944	0.60600224948069	0.676347208987475	0.409496262748765	0.737250811361554	0.844547049509816	0.596333491535309	0.849515145274681	0.649688218364733	0.884537104441379	0.305273770313795	0.711569527214531	0.341313648205113	0.658667815712306	0.833088332070033	0.737950271134138	0.659377070828049	0.549491655539188	0.562275549013225	0.807436429908759	0.755375282839323	0.857993692359479	0.912854207525141	0.28999497044304	0.741642603826661	0.531970803961297	0.553484397834615	0.442554810152986	0.432571580562029	0.603325645080497	0.732778121388362	0.600854551558978	0.31942234549158	0.352916212683205	0.618133019130299	0.80333734817429	0.432809258637912
SIRPG	0.77915155999429	0.121250665720765	0.713673745302347	0.0973995421638267	0.864223924164694	0.831866948180939	0.0366657537589854	0.420164998257542	0.310697199231077	0.748723163512026	0.465921939941616	0.645333397139677	0.608221610087476	0.793779055565013	0.758404452620848	0.39046664858256	0.559071873045234	1	0.65062016959857	0.507185057949878	0.691474063390385	0.609935037058831	0.347782980574479	0.664267246058104	0.672393193671507	0.780973520452097	0.561906218249905	0.779269401654927	0.884393585024319	0.789529553802631	0.599811567397143	0.674003780504914	0.577716605799397	0.687315061423605	0.744041602801011	0.586873960356005	0.595700029776505	0.507592795299405	0.649326336745873	0.514730349217717	0.811103716385155	0.712000357267005	0.656123611462102	0.615078373937541	0.716000352365458	0.655198102520076	0.715410748806501	0.51182678401048	0.476504572678992	0.768220294290442	0.727838805695634	0.690397777479846	0.650955181376779	0.715191792840986	0.590800535785173	0.290331387413331	0.417786381144911	0.407955517058971	0.489881887022716	0.510319654103475	0.665934166872623	0.568218005603678	0.722536426070156	0.545395028315946	0.573202165583857	0.696815723273805	0.666616071531761	0.594085766486921	0.624741710226568	0.470631972092577	0.669806269835615	0.730159249094362	0.487913944778594
CD47	0.875993172857343	0.1048664556571	0.897255892538693	0.0848113040983175	0.832829715899445	0.806049617190191	-0.0163254189658462	0.673882507983479	0.32427341904463	0.538316108773168	0.762422017857351	0.627163562502115	0.432663678867439	0.782882834695252	0.833678628160045	0.553849508545883	0.798299987092901	0.65062016959857	1	0.846108112214003	0.747132365777213	0.817573753845227	0.78417996113776	0.903962833905035	0.775612395869808	0.78140601409516	0.738524112785728	0.822886239679123	0.74170910135064	0.766930484038879	0.888576749474473	0.888191006529787	0.870128175512015	0.903195982614893	0.452487107202442	0.797356803604741	0.918990949292153	0.801541556322898	0.864018740886337	0.680907748077765	0.850470205639913	0.929151409579975	0.817986480452475	0.786781776111666	0.868161120591342	0.89200637720862	0.462279254926177	0.837005884000941	0.610281927650418	0.849823386539632	0.864986350348334	0.804753042423463	0.897884879639252	0.576607317150774	0.812182269864067	0.774758386341341	0.849547328131214	0.821018953931376	0.881766999247392	0.638859757036354	0.917767053202984	0.805450275026588	0.766889160353821	0.735439743340827	0.707168005510633	0.863557189974527	0.820005087253479	0.840103387031452	0.528885998137235	0.64176909028922	0.830093555438017	0.892599253508716	0.696003270382024
CXCR4	0.845982808220402	0.284653294245014	0.881582972182614	0.305531806745549	0.755082785872908	0.758668665514751	0.138587020895194	0.654957226183121	0.289466393555255	0.544774757943481	0.631995387823484	0.575942086000613	0.387243470854147	0.680095796533164	0.678405497790824	0.474895166691623	0.743642492392367	0.507185057949878	0.846108112214003	1	0.605366753470321	0.70663189633631	0.766214781840992	0.881377652156426	0.576722089912548	0.537772555950208	0.583675991338132	0.598111062241484	0.536486739906023	0.612237491147919	0.711050101420857	0.78328523300113	0.625297859152046	0.743288335354899	0.342391736675281	0.598252181285278	0.814950323408079	0.75647139220466	0.792604367865944	0.417110195143187	0.65796179861426	0.838256229279047	0.701497597741188	0.648509314820832	0.725374495443251	0.773403518061364	0.309737741323481	0.703051119818023	0.375352428489349	0.76889517358796	0.789919984116854	0.617797281465283	0.819474039939083	0.54250374881309	0.535802294526254	0.842833095465869	0.802186349327646	0.908465782729447	0.819534344886681	0.69468129213702	0.757956610318252	0.544653406038693	0.511194092877714	0.631151010811946	0.456151456766447	0.810858324281313	0.589088273504673	0.682697079721849	0.281374349020689	0.331808400052209	0.617375182809607	0.840846906039653	0.395278756876062
CCR6	0.841274500236999	-0.312367429120975	0.803359478409533	-0.330293670455064	0.813096850266617	0.801950527575712	-0.347502607805646	0.758455360737873	-0.0929183898843163	0.439068360480991	0.849908910996886	0.35458931592777	0.231306433276398	0.923399118041101	0.910549677087283	0.150631748646848	0.835875081380583	0.691474063390385	0.747132365777213	0.605366753470321	1	0.90636288039439	0.639722308401103	0.833063261544115	0.547551365266762	0.741526613651303	0.32790097345145	0.848995931523034	0.8391346442791	0.639109452622889	0.743990529091732	0.787916725118009	0.652607286451898	0.721083762336534	0.603543515380707	0.513801389667117	0.681858165212666	0.56000685522512	0.739784759287915	0.358759475386006	0.827121190319435	0.787635744157673	0.702016716851172	0.80739547661402	0.618881224314216	0.827346144126955	0.395837546970372	0.631580336053813	0.32657902199114	0.699185145021209	0.821774090148771	0.756388214805391	0.634264973890969	0.512712916245568	0.54041007111367	0.611679426528205	0.634900800387616	0.707858999681392	0.744610246013796	0.272521186773571	0.741609742264176	0.560086254913299	0.656871223202645	0.436984323436729	0.429255025533645	0.686401283830948	0.822342884286574	0.573059681805697	0.382393982075666	0.358419373243344	0.602734615729084	0.754510969294648	0.383372380595807
TNFRSF25	0.856166660347638	-0.288973611770919	0.837332833967469	-0.306402235151367	0.798299596189801	0.77959572032064	-0.305547191834142	0.863155667991301	-0.091203218046259	0.38548618272839	0.893193438151012	0.349679983750009	0.173096939852345	0.865742024711017	0.874481472106237	0.203399760365872	0.917008985241903	0.609935037058831	0.817573753845227	0.70663189633631	0.90636288039439	1	0.780711541106054	0.868666748401844	0.55955480195241	0.714748560825209	0.394321986817817	0.8557013072111	0.71677973109056	0.585413094278832	0.766748395133013	0.84872445326583	0.717952677562708	0.76169906235552	0.408253512050607	0.555072939741067	0.749817529688673	0.654969646250217	0.769364186415262	0.412983692441482	0.804615125368635	0.847730843906599	0.685550818756189	0.897114958817608	0.65826624771537	0.901545791214724	0.352747274356341	0.756252069986918	0.337749566784647	0.708526436650633	0.825812179648668	0.790857605695374	0.706218519345401	0.543410189035632	0.598081597908414	0.775806769492342	0.791934910508607	0.827145098015746	0.878777653365431	0.306178058831243	0.801154817657833	0.594910139097203	0.605831994465872	0.505993008591801	0.449433098971901	0.68545479340847	0.811683179686939	0.635890207310613	0.343303197040601	0.382124950291408	0.6411939181176	0.799072151804855	0.434472486360329
