""	CD2	CD3D	CXCR3	DPP4	CD3G	CXCR4	KLRB1	KLRK1	CD8A	CD247	CD8B	KLRC1	KLRD1	CD69	CD44	CD53	ADGRE5	PTGER4	ITGB2	KLRF1	S1PR4	S1PR1	PTPRC	SMAP1	ITGB1	TNFRSF1A	VSIR	ITGA4	CD226	PTPRA	TRADD	CCR6	TNFRSF25	TNFRSF1B	GPR171	TNFRSF14	CXCR6	SLC16A7	CD9	SORL1	LPP	CD47	SIGIRR	CANX	HAVCR2	C1QBP	CAV1	HLA.DPB1	MCFD2	CD74	APLP2	CD81	CD63	RHBDF2	NCL	TREM2	CD68	RAMP1	PTPRZ1
CD8B	0.720718601246256	0.632960620201548	0.793210727816161	0.353010077237414	0.743446179716012	0.720217610692396	0.446393377688065	0.711934738673357	0.955348113324107	0.78269303163947	1	0.21356983810285	0.821695666883425	0.460334946575105	0.715957491606769	0.569437200477211	0.444607937752478	0.503350381648735	0.45860649052611	0.33892681125885	0.702229504864647	0.40959391399977	0.742631617647161	-0.321049036453858	-0.24145353625101	-0.284659271955539	0.496711164954592	0.588172038745076	0.482941290228099	-0.222030375994398	0.348386346392281	0.569945587496914	0.303503753926656	0.429294876566475	0.494591021795396	0.580294664214774	0.841403146504474	0.408184063193802	-0.47098582241537	0.50385428296947	-0.29168581777069	-0.422086150359124	0.6578032869016	-0.513030440670929	0.210467502928565	-0.251218520628351	-0.46656046505513	0.499140987251735	-0.469974916723429	0.326880085104602	-0.496656643265882	-0.450422120401897	-0.432084056629436	0.1887096732347	-0.283030013288909	0.144914210744948	0.119539379214141	-0.479991050107918	-0.493200068911314
KLRC1	0.326888995411932	0.105399437261973	0.129024215584146	0.180490194210111	0.209387553672648	0.227925725604733	0.173283466270642	0.658939545158481	0.294760726369081	0.50189829229657	0.21356983810285	1	0.576975626144408	0.0691213299621338	0.203650643370998	0.260795652054715	0.235594103901519	0.108208438468201	0.234744742397891	0.737926724803209	0.0645200295967673	0.1570902421644	0.191349531438272	0.439652284446227	0.53563236746029	0.31202218169113	0.311517752179578	0.172768205778828	0.119721094875401	0.34559016310393	0.0772952205704092	0.227803367108163	0.14416707625743	-0.191994195342044	0.202042643127634	0.240541256102158	-0.00684010858417058	0.28304648070875	0.205688350567354	0.307246740414741	0.312438562624239	0.414631718108555	0.439841409460382	0.193975012099589	0.29864759039267	0.622203983352195	0.293942718377341	0.340093864715363	0.333628046136836	0.239010322590818	0.161431505777024	0.277835470224984	0.399466844188642	0.133744390905109	0.571928251468257	0.0868053924046002	0.0819704846457221	0.272344017645379	0.203958246940473
KLRD1	0.587603075558865	0.361545345807063	0.500750089749069	0.296255509702228	0.578947444451633	0.564789715510771	0.366095659074964	0.913797466211044	0.777654944338316	0.84101106939167	0.821695666883425	0.576975626144408	1	0.219372952249664	0.556473631628788	0.505830886835764	0.206388462260581	0.200550017028994	0.518797887975501	0.696685741985564	0.41207196526986	0.22701319770427	0.585524121869474	0.00706320959187823	0.155141031126005	0.0742130411252888	0.589178485602903	0.365849224520681	0.371082186149717	0.0959712412329491	0.164090125064881	0.425978812594177	0.102559262774447	0.163194402847125	0.361667175650138	0.453549298721318	0.637123688134782	0.331779561226927	-0.168480376131051	0.698416352987313	0.100411446734722	-0.0641355776947269	0.678713699663572	-0.190474178412103	0.463277431089929	0.11965097897863	-0.166616779119182	0.681776880868527	-0.134386002570568	0.495977433192386	-0.148074465012326	-0.0667679017998488	-0.0472089956528571	0.220416194539314	0.087249339798363	0.34290416238018	0.31161667632869	-0.168710236577363	-0.200246745701596
CD69	0.898726727710847	0.971031569991686	0.715024817529537	0.830486483837166	0.845857399604593	0.896649730732888	0.904075658273512	0.0364659713323552	0.451986221378771	0.615108004526173	0.460334946575105	0.0691213299621338	0.219372952249664	1	0.904892040330795	0.844079144787798	0.923948273093574	0.946852975467192	0.533219540580736	-0.0279929634829305	0.893421644646057	0.95393216673008	0.871760549856907	-0.557103982198426	-0.533597135037832	-0.790364341936265	0.522229303937642	0.886832780635249	0.910700744502738	-0.45271222931192	0.923053680864012	0.92021278955079	0.910114299443839	0.443136020288775	0.957036700059	0.883367745501836	0.533819428351577	0.647169936815863	-0.761422430602209	-0.066365193969952	-0.713237801087664	-0.579321388459587	0.761781036320708	-0.754165986340884	-0.295362758341438	-0.381153113515325	-0.71874658952284	0.261857414959141	-0.643302317963986	0.232895621982522	-0.869613427389526	-0.801440617118009	-0.722914833901534	0.456165240834539	-0.534656032034413	-0.157554338691889	-0.238804731056145	-0.706516774511609	-0.747686432689462
CD44	0.970004307665861	0.948793475799834	0.829493697391185	0.846215540217339	0.960097555032301	0.951972577522115	0.919453856125848	0.350558190777685	0.661533334067866	0.851724684375167	0.715957491606769	0.203650643370998	0.556473631628788	0.904892040330795	1	0.879568071264467	0.802601512058655	0.853835672626033	0.639095846566279	0.226276172574489	0.928392733708535	0.842330889913305	0.967283511733859	-0.451276168312722	-0.36459726138481	-0.608108531442975	0.68040305422007	0.834428187137929	0.931975340418678	-0.333445538205239	0.866942469770667	0.911258372986469	0.784353886065782	0.524033200153408	0.905827230622518	0.916624024981742	0.748499418265139	0.716510417963627	-0.670672435854224	0.253792131130709	-0.550564659818299	-0.515581036187302	0.910767820556438	-0.686798209394615	-0.0533882134200932	-0.286738082248226	-0.661553233497438	0.488661974590961	-0.605182993681527	0.388680241983121	-0.765638054869069	-0.685094464351691	-0.612058973496955	0.481518268644035	-0.425032494054951	0.0306910180489952	-0.0261780176999622	-0.677471117730148	-0.723922278697753
CD53	0.889815401223717	0.83602620680279	0.598116481645128	0.769118210733929	0.777212231131459	0.907973283197881	0.811367483801986	0.323264251622585	0.53195628901512	0.725092375769481	0.569437200477211	0.260795652054715	0.505830886835764	0.844079144787798	0.879568071264467	1	0.793615874219764	0.809037384537551	0.889733389067433	0.303018949495258	0.788581238757984	0.854143627796977	0.917294624628521	-0.536262287114693	-0.391463475270419	-0.590810718055823	0.864661013920516	0.889951482102161	0.840907532177418	-0.445180817845558	0.750082433358505	0.847701821623688	0.73692521057328	0.570263848147671	0.902999174296861	0.823430141537862	0.626881412342767	0.504970963826882	-0.723528539587967	0.339366333745781	-0.599854106706826	-0.579400691992914	0.888134742184213	-0.693474093573412	0.226525309651309	-0.314257805550828	-0.719785553534514	0.682160686926928	-0.525292691159062	0.685012132704975	-0.695985602981732	-0.58926550184692	-0.548212196596639	0.748848022929372	-0.480602357508847	0.33638005169425	0.254822509681592	-0.704696050225404	-0.762957301560862
ADGRE5	0.848772771361212	0.911262086944624	0.66627970688576	0.670019423468895	0.730280792740893	0.844194604055957	0.736084523825612	0.138119913027562	0.509169583765798	0.528187644421965	0.444607937752478	0.235594103901519	0.206388462260581	0.923948273093574	0.802601512058655	0.793615874219764	1	0.950573443605824	0.487087704110824	0.02549806374313	0.818058131721384	0.93505815058918	0.776779532099043	-0.450768878289018	-0.467564188687245	-0.705871261444846	0.457783101702864	0.921526586620046	0.738996233958741	-0.430591617854478	0.805379355926664	0.842696897472716	0.87343120481826	0.357016957674537	0.880826500094928	0.804317747726197	0.417189980787216	0.528639192480768	-0.679001630493257	-0.109999619282592	-0.691914041734412	-0.500072257856524	0.678636490216908	-0.680560109554976	-0.255482354930786	-0.266963505739191	-0.595074610038309	0.208929518426466	-0.498938660402966	0.190417930105266	-0.798841819008652	-0.712186700358865	-0.613134901989369	0.41014124217077	-0.410626681494452	-0.198358213117492	-0.255795476064507	-0.610963463949029	-0.659961327614479
PTGER4	0.877758291640147	0.949723360989189	0.762610743614259	0.722317482842464	0.796469114440051	0.859234807602671	0.788394912133122	0.0832264891350211	0.536858543368837	0.561964233279922	0.503350381648735	0.108208438468201	0.200550017028994	0.946852975467192	0.853835672626033	0.809037384537551	0.950573443605824	1	0.514013098057814	-0.0570321048923965	0.89465575366493	0.909976679014201	0.83879843068559	-0.579622038255789	-0.557041581460503	-0.782290617248333	0.517475820579349	0.906760864297007	0.799649065542571	-0.517830584912806	0.839722218190828	0.841182183527526	0.872322436328343	0.517059583491205	0.884979780904812	0.831331521997464	0.516524094225028	0.59417637131016	-0.770035429820661	-0.0520891610775484	-0.767818729658408	-0.627831465202171	0.725242278421703	-0.779963505036816	-0.234977127425688	-0.409428454714302	-0.722516430386298	0.246127759801307	-0.652458869199707	0.23310462131756	-0.871251229479726	-0.8033086625938	-0.717169962107758	0.480214746989385	-0.553969618009724	-0.135589287581482	-0.194806944324894	-0.723361610346922	-0.766534714016835
ITGB2	0.635099595151706	0.521523730580772	0.325759993091407	0.555330795194258	0.500580572914406	0.67096480830917	0.549887126381726	0.366123556355419	0.383317738697282	0.563513135893876	0.45860649052611	0.234744742397891	0.518797887975501	0.533219540580736	0.639095846566279	0.889733389067433	0.487087704110824	0.514013098057814	1	0.440290212829789	0.530689753764401	0.567481002517195	0.734466930255113	-0.461655159311337	-0.250614378183468	-0.335890446920207	0.935369729466508	0.674178644092939	0.598681324374988	-0.426892973834137	0.463046699184539	0.547599568337514	0.411757122466648	0.634321623828802	0.631245480884288	0.557551316853912	0.558654309526324	0.236402497679066	-0.562621154046106	0.529552190109898	-0.453569424504579	-0.502794681733626	0.746071767600732	-0.520856275588115	0.598824978607843	-0.251674844998874	-0.600232756214827	0.838273991425153	-0.341981297786513	0.904792241716778	-0.415509960452692	-0.300454094862304	-0.314058396386987	0.865803870840127	-0.401533932563946	0.696765510077997	0.626007484239875	-0.579304121704957	-0.636742233336895
KLRF1	0.279056354184452	0.0209732781108678	0.147432542788141	0.213158720730463	0.184251132146483	0.165226401855539	0.14141578394634	0.682519336715255	0.263608902271964	0.496471255795938	0.33892681125885	0.737926724803209	0.696685741985564	-0.0279929634829305	0.226276172574489	0.303018949495258	0.02549806374313	-0.0570321048923965	0.440290212829789	1	0.109263275295325	0.0150265748861682	0.26847461434787	0.316101265613089	0.450058097125308	0.34241697213468	0.426509669161966	0.127837328120662	0.135308772456945	0.122271314492777	0.0719269481881034	0.120592058390194	-0.0545751691558767	0.0611986443590491	0.103360020452633	0.0817697835862533	0.330789043868076	0.0961768343351557	0.157853499331127	0.41374760449728	0.204103618517414	0.288185510191084	0.387663389461993	0.152083629953199	0.578988566120851	0.454827234062528	0.186959635289525	0.473529607681883	0.209180578847948	0.462408945305809	0.191048046560133	0.324406520291141	0.367650453753847	0.212783708597314	0.414513330158587	0.430392416647466	0.364928971787177	0.104030158256101	0.0537262097974315
S1PR4	0.916586293486091	0.941818349835246	0.898027220113764	0.780141058700283	0.915131842579088	0.86553122194514	0.8323528976519	0.23714043799908	0.653061944387768	0.725331503956059	0.702229504864647	0.0645200295967673	0.41207196526986	0.893421644646057	0.928392733708535	0.788581238757984	0.818058131721384	0.89465575366493	0.530689753764401	0.109263275295325	1	0.802726895460963	0.935321388879227	-0.566264444078536	-0.506399147282349	-0.720322717749551	0.54729819016024	0.825068313884338	0.869444852509913	-0.520137398040657	0.842822055718437	0.818739519054014	0.72858130504889	0.578352835075664	0.818365754491126	0.796888791925507	0.784173480382468	0.607718093126424	-0.78433967774895	0.0513678103233176	-0.722533859463433	-0.628164630121263	0.782977606783434	-0.792458156824053	-0.137617092626619	-0.414943232758762	-0.75192336162082	0.290108830059234	-0.739948894275503	0.241286784750407	-0.84760878611128	-0.773710194792718	-0.719145003961978	0.403262872577178	-0.540703225576053	-0.0621920434297089	-0.141203416533384	-0.734997336302755	-0.749274162798718
S1PR1	0.866394681220211	0.919416477762539	0.606259915262705	0.788617726068469	0.77285762819374	0.863397125890819	0.838462222915452	0.0702818379371489	0.414627353357459	0.572274978187108	0.40959391399977	0.1570902421644	0.22701319770427	0.95393216673008	0.842330889913305	0.854143627796977	0.93505815058918	0.909976679014201	0.567481002517195	0.0150265748861682	0.802726895460963	1	0.810290949766264	-0.545237295671587	-0.502987568842143	-0.745375119669574	0.536188712049265	0.911452393186395	0.824729596686779	-0.443830907107665	0.835349926743682	0.907349166361805	0.876656919633247	0.370986361810571	0.923952138826692	0.859292553883152	0.413947231590685	0.528140991930906	-0.741330300836154	-0.0602538333382651	-0.674389738059688	-0.553329070770455	0.720597605215867	-0.732928146003967	-0.228844134808976	-0.35342996563461	-0.676123428685292	0.293835470445246	-0.581301630749986	0.295766637525373	-0.824882195355578	-0.728666384971151	-0.676994459067157	0.49405440808847	-0.504294598725762	-0.0934659873575743	-0.191994105221313	-0.650261968384507	-0.702547724627738
PTPRC	0.962688812612762	0.918506071801808	0.804925423371513	0.82557794805407	0.929421478911665	0.944403994149561	0.880477755925563	0.393356580406274	0.683660405837772	0.842873459352385	0.742631617647161	0.191349531438272	0.585524121869474	0.871760549856907	0.967283511733859	0.917294624628521	0.776779532099043	0.83879843068559	0.734466930255113	0.26847461434787	0.935321388879227	0.810290949766264	1	-0.524579096550669	-0.408117961432674	-0.619013964233862	0.743427254872288	0.853867234980297	0.901129567768855	-0.420247892904848	0.803886532721611	0.854008498551018	0.717499904958888	0.578467513464642	0.887228662137818	0.859103617736515	0.824282993042207	0.638471984611911	-0.746745970088098	0.292978204499921	-0.604755068592605	-0.58610674370318	0.918499759931867	-0.734505619769751	0.068780695728302	-0.344055623676758	-0.73958015223166	0.54998164264045	-0.645917199175756	0.477929477683405	-0.76708674256883	-0.681674594200294	-0.630211199955864	0.550435920319676	-0.489964990114491	0.143878015599073	0.0701556478958719	-0.712569863597154	-0.74680550585989
SMAP1	-0.458091227706157	-0.553585490875247	-0.388985422286417	-0.373099849345936	-0.406126338275951	-0.462517619436172	-0.396271115894434	0.217730332095183	-0.264716013306078	-0.141078887684344	-0.321049036453858	0.439652284446227	0.00706320959187823	-0.557103982198426	-0.451276168312722	-0.536262287114693	-0.450768878289018	-0.579622038255789	-0.461655159311337	0.316101265613089	-0.566264444078536	-0.545237295671587	-0.524579096550669	1	0.910840895122682	0.863274491671649	-0.361809835061061	-0.608900100307548	-0.432761210224457	0.865226366817956	-0.36757867501302	-0.448816331913129	-0.341387657112583	-0.478355938879529	-0.471774559239672	-0.363587580661402	-0.413285067999111	0.0505926661287919	0.900750749859511	0.130758443853407	0.848477465808183	0.953566752138841	-0.298092302364967	0.878177325939743	0.0890711094345565	0.909043707560555	0.926951490719683	-0.12561745437304	0.878574641540237	-0.254548351863192	0.791556664630722	0.817744453577662	0.881905779602855	-0.392954835741528	0.958162375298723	-0.119348307094206	-0.0387231193806457	0.877430347895043	0.83971868823943
ITGB1	-0.373360253965769	-0.522362994686789	-0.36935643121186	-0.24194069919715	-0.320089703247346	-0.391673346202397	-0.305695714644167	0.307970762521143	-0.233855463702281	0.0074545524954191	-0.24145353625101	0.53563236746029	0.155141031126005	-0.533597135037832	-0.36459726138481	-0.391463475270419	-0.467564188687245	-0.557041581460503	-0.250614378183468	0.450058097125308	-0.506399147282349	-0.502987568842143	-0.408117961432674	0.910840895122682	1	0.857453155281664	-0.138899837191507	-0.566330567804005	-0.339793808177421	0.808515593577478	-0.352964007231671	-0.391485620264741	-0.365077868053384	-0.323044006770325	-0.426206846587151	-0.290051389182035	-0.310738299526488	0.100344954936388	0.787689220242657	0.301875006286187	0.831835694328282	0.919256202053765	-0.138388133078838	0.801041740732301	0.339346678225414	0.929811251377205	0.812275025428	0.0870924590584662	0.827214776081285	-0.0124808885959898	0.796499600942739	0.859372015982237	0.912871330987156	-0.171928459949493	0.940546312657179	0.124949265793783	0.200131535625888	0.829743152676935	0.79731266578488
TNFRSF1A	-0.626832851773538	-0.762486867538182	-0.532042095647732	-0.578092062157643	-0.587427032707651	-0.605864873635894	-0.621224052059539	0.251060204841317	-0.267008127381191	-0.249906393569357	-0.284659271955539	0.31202218169113	0.0742130411252888	-0.790364341936265	-0.608108531442975	-0.590810718055823	-0.705871261444846	-0.782290617248333	-0.335890446920207	0.34241697213468	-0.720322717749551	-0.745375119669574	-0.619013964233862	0.863274491671649	0.857453155281664	1	-0.262978461992473	-0.729764002074434	-0.631041245608831	0.743850897842068	-0.659002635104227	-0.658142260404195	-0.645562173591885	-0.365356181845799	-0.67952991642301	-0.543336245506346	-0.378920317869388	-0.232846205227114	0.912006196079109	0.349677446800472	0.879536197974925	0.824115499622581	-0.409456740897482	0.86668221040695	0.407749487412741	0.753543179922062	0.88912808772226	0.0453632095334225	0.865098854442963	-0.034104683862435	0.922027555023715	0.939279392188919	0.931657076647061	-0.297572171226757	0.844153945794729	0.22129934716314	0.296432341383587	0.863880604526177	0.829673464107862
VSIR	0.670341460788004	0.529984435299191	0.437663590838195	0.573384039110115	0.588760143802284	0.693282272280701	0.599132413413177	0.430666561974443	0.439590542334726	0.688990905589935	0.496711164954592	0.311517752179578	0.589178485602903	0.522229303937642	0.68040305422007	0.864661013920516	0.457783101702864	0.517475820579349	0.935369729466508	0.426509669161966	0.54729819016024	0.536188712049265	0.743427254872288	-0.361809835061061	-0.138899837191507	-0.262978461992473	1	0.603478169904788	0.663071128970178	-0.252768907432337	0.499322620330651	0.593860762121401	0.459346842771018	0.60483005673067	0.634995696681084	0.625991322668372	0.542502080162754	0.394201610800171	-0.490309569986996	0.653640932751546	-0.327900157743558	-0.427818650533224	0.828677629280504	-0.449850105752444	0.586531482673609	-0.179146204872799	-0.548833552186342	0.899103018110155	-0.308419379724263	0.905676556457355	-0.366953768010884	-0.261961343081463	-0.274996734276241	0.855718357297196	-0.323223824448818	0.681103170267745	0.633938947920204	-0.524790285800242	-0.581544189722016
