""	TREM2	C3AR1	PLXDC2	ITGAX	CD33	HAVCR2	HLA.DPB1	CD81	ITGB2	CD4	ITGAM	CD68	SORL1	LAIR1	TMIGD3	ITGB1	PTPRC	TLR1	GPNMB	LRP1	AXL	CD163	TLR6	MRC2	TLR2	TLR4	P2RY12	FPR1	C5AR1	LILRB1	RHBDF2	CCR1	LILRA4	SCARB1	IL6R	CD40	CD46	ADORA3	PTGER4	TNFRSF1B	ADRB2	TNFRSF1A	LILRB2	MERTK	CD74	SORT1	ENG	CD9	SLC1A5	CD180	NRP1	PLAUR	C1QBP	ABCA1	TSPAN14	KCNQ3	UNC5B	ADCY7	CD69	RIPK1	PECAM1	IL18BP	PLSCR1	SIGIRR	ITGAL	SELL	CXCR4	LPP	CD47	CD226	RYR1	CD300LF	KCNQ1	CD44	ITGB5	PILRA	ST14	PLXNB2	SIGLEC1	SIRPA	TNFRSF11B	PLD2	TLR7	ITGA6	PDE1B	FPR3	STAB1	TNFRSF10B	TREM1	INSR	TFRC	P2RY6	VSIR	ITGA4	ALOX5	SMAD3	KCNN4	ITGAV	IGF2R	ITGA5	CADM1	TRPM2	TSPAN15	NOTCH1	ADGRE2	NOTCH2	RXRA	CANX	ATP5F1B	PROCR	GPR84	OPRL1	PLXND1	LILRA1	PLD1	ASGR1	PDCD2	SEMA4C	SPN	NCSTN	RYK	CD82	TNFRSF12A	TSPAN17	STX3	JMJD6	MCFD2	STX4	RACK1	FAS	APLP2	TNFRSF14	SMAP1	CD63	ADGRE5	TRADD	PLXNA3	AMFR	LAMP1	PTPRA	EPHB6	PLXNA1	LRP10	SDC3	CD99L2	IL2RG	SLC16A1	CCRL2	RPSA	EPHB2	PILRB	EGFR	SIGLEC10	ERAP1	CLEC2D	NCL	PTPRZ1
TNFRSF1A	0.897788844114458	0.909649999727247	0.964923311422227	0.91759675671862	0.94998326349452	0.921338810408265	0.866673270193803	0.919721020790677	0.952759426029787	0.946593173256476	0.963197302237418	0.875756383272505	0.961783639304256	0.957026642334396	0.844005228103548	0.942695766482281	0.966983759651325	0.922867517063117	0.796527206272543	0.95006461233569	0.955855255800941	0.811578562924433	0.928934074756958	0.893161134829572	0.963032051830609	0.954527783782937	0.852710138489325	0.95982075801234	0.897387314930888	0.966869818587587	0.969929684783699	0.9459530767024	0.842327956644709	0.937693597559728	0.958505405887073	0.922788086608195	0.94293197862126	0.965100557888378	0.891161689066809	0.958958384811957	0.943066622622852	1	0.85859347416245	0.913832532849316	0.948642202937109	0.940360756582128	0.927502307988558	0.867744896929159	0.967223336977437	0.853505627015468	0.898308560832775	0.857009092885171	0.946576733648976	0.945004944455155	0.959560886184534	0.956749126013234	0.966095796612257	0.973103315790927	0.804624141359863	0.927163368726209	0.937814201035381	0.924547234993292	0.958373564195582	0.91764945684559	0.963430663224378	0.930218310965063	0.750333300858531	0.934462230373115	0.918133875304565	0.884470503182184	0.894281174702521	0.893715112574986	0.937832631082002	0.818888607913015	0.94493842487154	0.908627421638244	0.908365896107092	0.953528950989922	0.938449790516754	0.93709250682637	0.783591371411098	0.91397094609971	0.934395716015756	0.914027347382361	0.884597330761903	0.829328117052062	0.898749634924497	0.924646127173019	0.82708881431908	0.725233122300784	0.875585945405933	0.885041570636033	0.927615877123938	0.382536065521343	0.962940973559937	0.896360082423023	0.876085831440164	0.936533622603728	0.880915240192526	0.953172724017093	0.907197236816094	0.883126104171868	0.786772035865929	0.912698576787893	0.834519898093273	0.932415627522718	0.957200290047953	0.947740224494487	0.927998943893875	0.862936986212297	0.920005091229087	0.911430897719143	0.896957240606164	0.734479578834417	0.89422391428803	0.579996139142906	0.943802076282111	0.889068462791391	0.950853818245342	0.941028124216672	0.925052431035668	0.916817870456308	0.905597163047498	0.871560472938618	0.923591581446707	0.902375091627366	0.936968029626934	0.939498366169275	0.949171117479183	0.872140270268734	0.948323181204397	0.93420733374353	0.957090168343805	0.839180266860847	0.94136352655067	0.908333963972375	0.858193610576482	0.860438456733078	0.908196778499993	0.954391694078326	0.890510135409164	0.902085090327562	0.952543286891965	0.630491955961198	0.805253385799521	0.837902121556032	0.919751396565657	0.89059801314978	0.9525895840651	0.937867453742537	0.742196238224071	0.48379110528182	0.962732701187896	0.836359385913081	0.865451253139266	0.956368164322331	0.323075100729754
LILRB2	0.786905816515503	0.786693547213933	0.884204477567562	0.817132237384494	0.812499444606619	0.779293388067867	0.801913600404083	0.804402829429512	0.846779755967475	0.905978859332858	0.881007550076467	0.762496002989131	0.858822164529315	0.855355663068492	0.748127045754068	0.845593307219563	0.859259465444617	0.824127582912774	0.685970385119058	0.873663745140217	0.863749943374464	0.723777742975937	0.837626240797458	0.8358307223448	0.858111294675212	0.853009176363753	0.750553731896161	0.892108115112716	0.862910114916541	0.906700508845713	0.892440526220015	0.805820202725554	0.748641257460239	0.853279136177332	0.885687992000447	0.795068032667944	0.864789828728507	0.876151650261981	0.821991942056858	0.868090154769517	0.838678589348332	0.85859347416245	1	0.812285244507063	0.882671441072193	0.863433082466386	0.792784348423215	0.722901037583006	0.85283244545017	0.744834234821241	0.824584059182594	0.741847887473228	0.843541844070936	0.837655252499762	0.891866389451095	0.881255305075164	0.878838548095635	0.876253362176039	0.748418541143905	0.836918423069992	0.861395250246305	0.831008987712033	0.828180434934429	0.810083686222524	0.873133169656917	0.838919884306712	0.730529815963684	0.853869052503002	0.822400558127324	0.832249460294408	0.860056007944697	0.762501941014551	0.847315998138049	0.747708498258633	0.835523169986273	0.790153185635933	0.788237454700076	0.86258157024988	0.861915044355358	0.844118614923291	0.654276377265847	0.750765057115256	0.826036707321141	0.806710997955398	0.844518429437841	0.719874610346051	0.78538457624349	0.84285105594695	0.696035178351677	0.671421867862042	0.836264364901805	0.690925089221635	0.849724302180994	0.379466236033218	0.881885751535521	0.809778360471695	0.76942868701244	0.85890782237727	0.737741535477873	0.863700943097674	0.811879837145484	0.820427586700393	0.60380649503712	0.859971181238311	0.744272165988855	0.839691263226657	0.884456702817787	0.852056393861909	0.796602686104172	0.759463211477991	0.836081186284091	0.767379899938528	0.842336449120269	0.771393652900821	0.788516211338231	0.511489203530411	0.845683218844091	0.841698530917625	0.843282444007099	0.851625129755719	0.871246046958703	0.865689586707164	0.794266985557316	0.754108046739538	0.786325733693385	0.834015707269906	0.840280946544167	0.841058559333116	0.854639601528297	0.806039570023617	0.861520764104204	0.857290988114323	0.854396329315677	0.705596468526122	0.880246830232208	0.798882090461972	0.739620633327553	0.722182794311275	0.794075501503372	0.853837486099484	0.813147744633114	0.859935192299066	0.875331063209447	0.590014702437665	0.658637688252284	0.770269335250664	0.806412133472085	0.777808270771149	0.850082062680225	0.863204987194279	0.710863200836722	0.478185220012329	0.868633207826535	0.750779220685697	0.762461297980812	0.879253428406348	0.328291947492982
MERTK	0.893020351657759	0.922836914562405	0.945412200254571	0.94105357300174	0.901512145282949	0.917271153854256	0.775413946042763	0.897679960415987	0.916813002779212	0.906963622770616	0.926284758867248	0.860217791948745	0.937068195306503	0.923598348307552	0.849451367387136	0.941055672300162	0.943817330711325	0.912979881097294	0.794191028783072	0.951810103444852	0.92404222175413	0.791926748941859	0.888607780408232	0.884835112306324	0.930092412822552	0.940525050108256	0.844806331891863	0.919389402136317	0.884718048007892	0.935192181377311	0.916396304979581	0.899310898547381	0.831217324970508	0.89306079609005	0.900362416766992	0.881348969703979	0.913881137872009	0.913354777804278	0.864029329295253	0.940476220204731	0.903021449483932	0.913832532849316	0.812285244507063	1	0.864570051293606	0.9383958270101	0.946010188555736	0.882910794077628	0.919601442493625	0.862113573324108	0.933155569460213	0.854132118706927	0.889715147237866	0.956883923921596	0.928398547369232	0.908483951221541	0.920205857842712	0.901237271797583	0.792356011715777	0.933824645519503	0.896448077937438	0.900832163049851	0.936786002904694	0.868435363983846	0.906071360265547	0.871636332181723	0.69989085980988	0.92608525702925	0.901358862176845	0.880467179003494	0.829331947514769	0.80414060822431	0.934472275280648	0.776863771255323	0.939988403953071	0.891614540919167	0.895584147378344	0.914364768625001	0.892568393929631	0.942635508993865	0.823259820757074	0.912284448252177	0.925011311140225	0.897936022506164	0.865800899280475	0.861054073155479	0.90171474824694	0.890515101272594	0.816786895057127	0.639403729769775	0.868881815665731	0.841962697049322	0.827419989664247	0.284392625823792	0.921542121616546	0.849184941340457	0.870785178595523	0.955411707945718	0.883992589209031	0.926252846552563	0.871745915087112	0.873428782142088	0.819427298993795	0.86449481781217	0.842756412987732	0.909523979330352	0.910593908091836	0.945028679549912	0.892673557159086	0.853314249881537	0.884124896888953	0.842158792055127	0.897610386429155	0.677348843684677	0.880178262619013	0.509115219442716	0.926352529017292	0.821313719617563	0.908948579727278	0.898503208405024	0.890801948421351	0.863928739250382	0.86527876700058	0.854165787202686	0.911130611411029	0.857258557864819	0.941831809265595	0.94993751419938	0.894406513522828	0.912521169275284	0.957315744977531	0.8698303822353	0.899484693240896	0.844436732770037	0.929793435667736	0.90958333295629	0.86948990350202	0.84630979558103	0.901992340458344	0.9229309706001	0.866474325554295	0.885191568692139	0.910691024364951	0.612094648524476	0.865282301209468	0.813738824051874	0.883536596215568	0.878694201863483	0.90035048255889	0.905842866857386	0.726924357661974	0.461765023517127	0.922654045098923	0.856340390038199	0.842320908538351	0.947068174890342	0.316071521065846
CD74	0.879309325347622	0.874884591345055	0.958054226937539	0.853535260900764	0.942935835407661	0.876687108073988	0.954362759128515	0.914342990026859	0.965106124688074	0.935078761644023	0.927492797234427	0.882906475771757	0.934668674220587	0.966318762681719	0.79207757301553	0.931125570515668	0.947167266138758	0.923475433560714	0.786377814661575	0.925696847186756	0.974373967777289	0.894703678480324	0.932470290131664	0.858773172658542	0.941704746707609	0.922112116512177	0.761454420916124	0.923957407455898	0.842727968318512	0.946892404980142	0.923832292369544	0.907371658698666	0.822862631257549	0.926584775053709	0.958138330959935	0.882927072536856	0.954465066726467	0.942470903499543	0.860473330616956	0.923376117202385	0.900542194226743	0.948642202937109	0.882671441072193	0.864570051293606	1	0.918352566158981	0.891195837566232	0.86441191083559	0.940612190347665	0.84728775874773	0.816443289513346	0.857415339908794	0.964440475749833	0.899101984923991	0.922880684016334	0.950895301435935	0.926171377245563	0.946456786423177	0.717034858191725	0.88017373790695	0.969272471244433	0.871106119477608	0.955087480198103	0.950964123059268	0.918917277235974	0.908180234789978	0.72146459222523	0.895230134085469	0.92921996659528	0.792303574685699	0.857526559356277	0.893819258275251	0.903369382737433	0.883744027051986	0.906844843689589	0.873847565391495	0.923611677426818	0.913701432460181	0.948178901517768	0.92032370071363	0.687275071098073	0.841591068735284	0.952122049014089	0.928118948839883	0.852733231270063	0.809147628820552	0.87760281947647	0.874169508886891	0.722156217484289	0.783030961214956	0.807934559433092	0.815048380003857	0.959201226525961	0.519203756496107	0.966508192865505	0.882487876850069	0.846491165648529	0.900572181037532	0.860994974561566	0.931258265290524	0.953427243741467	0.905384923005091	0.670789963472748	0.888350575770097	0.844328791263369	0.916651762092905	0.961662975453235	0.925411953846231	0.941480224598519	0.852334190412624	0.908568429360727	0.856731023499824	0.909688982252382	0.797612236184316	0.856881040147686	0.728537415690258	0.953566889305857	0.88572277434704	0.942505060249757	0.927953783201122	0.926257018544426	0.924299253060146	0.873091824517252	0.848212683864673	0.882306978917656	0.847003474005598	0.916658303886082	0.884852111988731	0.968847212935941	0.817277928311952	0.923239818132976	0.956607114290344	0.960165439716155	0.831188908284044	0.894229402489824	0.909372544849125	0.750388389012898	0.849408075057621	0.879240716197171	0.908886131370064	0.871142080184222	0.853359527417946	0.958762109386168	0.574036128635869	0.701691315780011	0.840240685827726	0.894688965620048	0.842473794873998	0.971303921599673	0.914917542731763	0.684459488707205	0.411105305160949	0.968381058458032	0.831964415045946	0.832766268187643	0.921828813151213	0.251212868310672
SORT1	0.944746771338658	0.93273827001854	0.962742707125309	0.960800003190433	0.906323515866115	0.953328045816025	0.801297388315858	0.951056859676995	0.964556654348649	0.96572940420715	0.955096208109133	0.928721765825936	0.968889074495097	0.96610243780164	0.908712849816788	0.979100989977663	0.947505769654881	0.891342607242815	0.88482786510933	0.977190353400195	0.952871909051971	0.801047885742308	0.902909005160242	0.863063704086052	0.941196864608609	0.952117754717399	0.840477670676513	0.966311217769741	0.908716789790803	0.958219624993766	0.947164111797265	0.941485283520083	0.912272690195441	0.943990194150639	0.955885090295508	0.887858132335431	0.961194535115378	0.961298786811758	0.860396724357793	0.940851707120549	0.914915750241214	0.940360756582128	0.863433082466386	0.9383958270101	0.918352566158981	1	0.953621528778861	0.916822143031583	0.952566125197034	0.905720710662738	0.928963671492212	0.923802255168689	0.951284819121379	0.958114019169148	0.955314983547965	0.950073008671037	0.957421258039774	0.943614874384562	0.800948369298149	0.962589576306797	0.925896813226461	0.941169185477633	0.938798479777652	0.915421383402672	0.946434294446216	0.879483695066625	0.695650843746641	0.970292728478453	0.956808358203541	0.879649980665552	0.82176805364644	0.896183920966738	0.955334123014612	0.791922930632442	0.938735794698732	0.940151597804514	0.920316577886493	0.937442292781627	0.955165023014165	0.974322753390143	0.790494823558322	0.862986339328349	0.907588782437457	0.930089662266992	0.880676464235227	0.910496992102321	0.891176584672171	0.914496009842792	0.840348457060606	0.662411521891827	0.874896137562196	0.809027202990013	0.858453030329667	0.281617140139592	0.959416555457794	0.914046776434837	0.915885465109553	0.979659784433803	0.934677625115955	0.936358545600636	0.912934513866854	0.891971945689554	0.768721242023374	0.911843902403323	0.771590218597808	0.923441731838414	0.954642720291158	0.974248568287746	0.933966668943809	0.922150149976699	0.920968656428826	0.840719087562861	0.950395487058433	0.711472123306817	0.935344896883102	0.534574665228992	0.917611183355264	0.844290155805461	0.957485371276551	0.960474897977826	0.915090405497221	0.932304451456868	0.94326165952155	0.851354465963446	0.922298372786402	0.920304763686696	0.967844829118332	0.952817872093341	0.932011884428922	0.928072241179976	0.980215073063522	0.949540690788808	0.954238909567133	0.911043397519959	0.962668671918701	0.910814791245034	0.890963230409012	0.814242748932715	0.953303285451888	0.961020083249892	0.901434554242257	0.929665357365381	0.964642815601405	0.674807236371139	0.823948048325393	0.859536166288841	0.916019761001758	0.941491599975449	0.935295100080203	0.931511748419775	0.738379231189599	0.501252249415914	0.9446006656471	0.794224959787794	0.832690963912618	0.95368055155328	0.351753691425155
ENG	0.961950090475948	0.950524313189118	0.935361717000225	0.955844253105231	0.924523001336641	0.967483982558063	0.781689086757711	0.963387409007078	0.961228207513652	0.934932441144709	0.935057561741483	0.940232498722818	0.955825816648543	0.954552818984194	0.924571471154756	0.969983440206069	0.932855094184833	0.868922949342609	0.880266892218542	0.955752689038217	0.946203906383174	0.789376815237815	0.874467627614956	0.811482575100922	0.928052715837409	0.938201027409483	0.836637340475236	0.933876767673043	0.861596813036151	0.917827643175672	0.915022479302939	0.940063000120723	0.91901596346524	0.919889886526901	0.920197631093083	0.909747933393118	0.926886677125086	0.944780206249224	0.833433849449562	0.925312171832184	0.893606968178275	0.927502307988558	0.792784348423215	0.946010188555736	0.891195837566232	0.953621528778861	1	0.94770318708178	0.948775588545949	0.922157762531911	0.916051255296435	0.937760908609081	0.94864102827386	0.938007221197811	0.926150303452882	0.902206759914903	0.932108940481445	0.924354668948398	0.78023814758408	0.928505958305626	0.904642689448611	0.935447825384766	0.946684568371573	0.929643735186367	0.91126590284184	0.868668874184483	0.660834795579412	0.942451836424384	0.948665464293073	0.841407120567074	0.776195537323951	0.893793677044949	0.946892125439014	0.784677151247377	0.940543873792172	0.951976038969237	0.92488996451963	0.914162493028088	0.920071874127772	0.971875669121015	0.835967316581007	0.896618565316241	0.911602695703768	0.908799244576936	0.849340168174101	0.927801915392742	0.90739659205441	0.900124560083696	0.836497013322648	0.608165532771623	0.8429801029809	0.869343163585709	0.848345645617476	0.237308609422553	0.945133255554324	0.916416745527812	0.932038554237228	0.955571361376334	0.941977780029866	0.914820512695976	0.8923725992594	0.867285843231165	0.856050294833899	0.858632601275155	0.760824036851002	0.905290760348602	0.92842616989465	0.954621913636238	0.955211640466861	0.928918780844194	0.926598512960501	0.86930325483538	0.930130404784095	0.635861753207108	0.921483165443052	0.511853051772309	0.928008619442073	0.796465448818712	0.94041935571182	0.945644220623935	0.883468789170629	0.90457455108688	0.94207049543058	0.859442002214808	0.918829494544701	0.873323760275182	0.95830909360483	0.947603536148798	0.936322495370693	0.910692870943454	0.96441042199938	0.908743094355021	0.945439714773884	0.933443870543364	0.945228064282906	0.945956232909211	0.881691373741109	0.849469794615637	0.962565436032112	0.945558490783982	0.880362518210947	0.887341185423804	0.941205523758785	0.61943618823403	0.856815740291717	0.86522437100399	0.909049134186102	0.933460670097977	0.941115746486048	0.901178441354681	0.703227728583834	0.439722581977248	0.945210183308751	0.805529887240744	0.828766246464721	0.923632990308828	0.287046815122814
CD9	0.973423340175755	0.946521133390212	0.883501388823221	0.91062931905568	0.898622057446096	0.95692076331419	0.777773616708253	0.975394989351568	0.948372928298488	0.878118043038495	0.878085423353031	0.97866810606415	0.915522308793193	0.941279298993501	0.930176668666133	0.959611789781023	0.875328043818761	0.823815374220444	0.950460886483873	0.90123673163298	0.931924541102443	0.790863569481104	0.816495723437315	0.703031334491661	0.865822281659773	0.888365953271628	0.764468953367301	0.865109529671208	0.758763969626826	0.843629223784717	0.822506743499561	0.927267373584074	0.95327079783683	0.894484206200765	0.858293726290341	0.878540304129192	0.915507772545772	0.897820694348371	0.723062175236759	0.852211611896868	0.843328638617574	0.867744896929159	0.722901037583006	0.882910794077628	0.86441191083559	0.916822143031583	0.94770318708178	1	0.913150811121205	0.952013436518066	0.816626682219512	0.964000971965169	0.95021450782984	0.884250372327788	0.844092413735439	0.851030982757108	0.870281737883783	0.862938650140935	0.651057880895651	0.864514127736013	0.871617677406934	0.901665547684276	0.924129936963358	0.926930722989314	0.829020439165056	0.779559734657238	0.534146195557428	0.895488053555359	0.949462801163241	0.731515123825181	0.67395545219587	0.925106724795193	0.920405397267139	0.767301703879336	0.881090602664854	0.956170514394142	0.925255290986976	0.828627040923684	0.892927734222689	0.947988861585862	0.764639291825883	0.853244772798936	0.877599478579911	0.927360394412079	0.748991804398952	0.95704683649596	0.834851588730832	0.837163306215249	0.736683153878521	0.559504486689293	0.730084964080063	0.834616949176346	0.795615612587234	0.218012475123035	0.903003116434645	0.887050686405027	0.916379476132421	0.912798431177544	0.967479257841196	0.847394602059639	0.890713120615882	0.832196548291091	0.796675149835962	0.78833449776685	0.684110039032462	0.856525512496716	0.886621462815558	0.930184589698748	0.969200131893432	0.940206138548946	0.877645615203661	0.832179155042135	0.914950522999495	0.609510569766686	0.880749070634879	0.556511825620233	0.895717543931882	0.686264032645602	0.911418704950813	0.909471979569146	0.817946158363939	0.859507541920065	0.918109735162428	0.826329682327952	0.879683679552634	0.793403540478579	0.946977117870209	0.887656912712029	0.926356256591171	0.873729186490148	0.928357111589916	0.91205254240284	0.938635361985415	0.985469713835401	0.878412312265271	0.936379233531219	0.834998062030912	0.807725193353939	0.972328535588403	0.893654408677387	0.85708949398284	0.822955358952668	0.918904676306114	0.545467974100611	0.798195473452375	0.836749262917741	0.882146713391172	0.932512101314342	0.930276529279057	0.85680086990374	0.569585994454981	0.339275660722773	0.893438644499462	0.736560237222648	0.736107207623867	0.844099404846926	0.191675227883319
SLC1A5	0.939974034308834	0.952013480148653	0.955659644830568	0.93791638355185	0.949563526436129	0.953741862925295	0.856928417466903	0.95232677944199	0.964205380109239	0.953636606128409	0.959535010503369	0.921243638302925	0.956426114034637	0.967338088460402	0.895125565703703	0.962032212226115	0.957530276572488	0.907210498554508	0.857806383699968	0.949254622833334	0.966195084278434	0.803571437806471	0.903718594178626	0.85396109810136	0.943774730094515	0.956519736738083	0.853166606720732	0.965318959058427	0.891230024606331	0.951530287578233	0.95008860095769	0.956361871772747	0.894919396433829	0.944390448517582	0.942951407751442	0.91182270045745	0.949481137045183	0.971428843977049	0.876856149572337	0.94470087560077	0.940050742178974	0.967223336977437	0.85283244545017	0.919601442493625	0.940612190347665	0.952566125197034	0.948775588545949	0.913150811121205	1	0.883541188035246	0.892801385631683	0.911500753678981	0.957237594054506	0.946210572094912	0.951782945785994	0.935752901052914	0.951963627602005	0.952535395530206	0.811157990256045	0.929174247226725	0.932522906623575	0.949386834227134	0.96407179211728	0.931860826445749	0.931586433445522	0.907073725809267	0.735608886730057	0.930200396064411	0.935178941274941	0.850653996009984	0.850685747752236	0.91481597594947	0.955069121387301	0.798951293312592	0.927772652688616	0.942917874468939	0.927738362630146	0.938116061070284	0.931852276542383	0.958627175583872	0.802529969524182	0.903396819049252	0.931548985228578	0.926240183685723	0.859023210977785	0.884891688532968	0.892747258538951	0.915823339173365	0.837449854994986	0.6790094754547	0.85482430435788	0.878519560071985	0.905272639600811	0.311898405649806	0.964145127450703	0.908875772044197	0.911504884577718	0.944026151862239	0.912308853614402	0.939734378361165	0.901965609264004	0.895814903184586	0.80445110429586	0.88058474645561	0.808542333018782	0.910869792593863	0.949729821998364	0.949925239080133	0.94901704945021	0.901622201969253	0.937059033997359	0.898366806170388	0.914131521337238	0.726506622034717	0.907161233322192	0.575120668394107	0.94710459706228	0.846041059734217	0.943920738568391	0.950644633993422	0.905726364051672	0.9049925257462	0.918592427477953	0.878270433274771	0.926486565690727	0.896482585285045	0.956931827966154	0.946521856199844	0.962667572278307	0.896628568561431	0.955183939354188	0.942753279282057	0.963947326921616	0.895980255008833	0.943929500842139	0.929280102159331	0.846150653300791	0.851555839274676	0.940465074155289	0.943533719998045	0.909635513588074	0.891292356730378	0.958675593985843	0.595001677962668	0.816050194912972	0.847968404691911	0.912486750617321	0.919700447350989	0.963516517637402	0.918137207748838	0.696447507827315	0.412979929428376	0.956288469495161	0.834396185028097	0.840420868874861	0.946995475774925	0.255148495907598
CD180	0.954981912602044	0.921210153874121	0.855473232047131	0.89139696247371	0.884718720645233	0.933244710071672	0.736668612654605	0.956676012632771	0.92217832956656	0.884425944396108	0.873508542278147	0.959886173132021	0.908974814413924	0.91281260951824	0.921994464312846	0.933944654412852	0.847931396813805	0.788410625410347	0.918496772995401	0.883316038141959	0.909075543197745	0.724526689136923	0.793748269443247	0.686125430619108	0.84118656686903	0.889539906770201	0.769234167502283	0.865999089625089	0.728728818127502	0.836816798519158	0.818843138290084	0.906731363909041	0.946603674648548	0.871608052909767	0.842108710568381	0.908554766814079	0.890132212599439	0.89936088110534	0.685040500964053	0.817105066383224	0.834932290440031	0.853505627015468	0.744834234821241	0.862113573324108	0.84728775874773	0.905720710662738	0.922157762531911	0.952013436518066	0.883541188035246	1	0.807318922935274	0.923006011427186	0.921793164827888	0.859073784240906	0.830497804328286	0.828006402698714	0.872022014349794	0.857289020768933	0.624420427153626	0.849503055045264	0.840609065324299	0.872433536697441	0.887584380026237	0.89888850206951	0.826425006623425	0.776603186519853	0.495730965167649	0.878030482208098	0.931664012448346	0.748135165160616	0.666978421478108	0.881891202842702	0.903244010545241	0.718906091123641	0.869013590365354	0.945903461163394	0.88002617889033	0.79602659957081	0.891854679104983	0.93085795626765	0.778305315045444	0.803021374235774	0.85349780676118	0.871009066141604	0.74521078629895	0.942331000621494	0.839127787063327	0.811460776539913	0.722724751804626	0.491415609223898	0.700078658455436	0.800082485158535	0.806701792060655	0.166904123792597	0.892196167783641	0.874966236623648	0.893174138449666	0.896420336370866	0.922967494510164	0.83922331223486	0.849419255487624	0.792245811446592	0.801330198611518	0.765357765107113	0.636675592382626	0.827017342080307	0.873243107934115	0.895124032876898	0.931217532337491	0.921886501863232	0.861577223567189	0.812550505858811	0.879545485220696	0.620386932500132	0.87041930398273	0.490867160412736	0.86760289064191	0.671486699985653	0.886469285412121	0.881553903536618	0.784293915351027	0.859998939949676	0.903507055626505	0.79296919641243	0.823120408593961	0.774417734591565	0.910860246485014	0.855250137517344	0.896915472925465	0.844831976611256	0.904468496995088	0.897512158388448	0.90954097851041	0.943282893502455	0.872743611213401	0.910014272926147	0.80405003488723	0.777859936268348	0.951550167285458	0.867836358165355	0.832213930383333	0.797249233546833	0.910116030104076	0.513720206860731	0.762561683703383	0.798352981955664	0.872327279616196	0.903015997725996	0.897798595979401	0.84984389861942	0.518508429072313	0.311216812375751	0.888117475215418	0.697397895931656	0.704738321890769	0.820966870562394	0.158896898595824
NRP1	0.865695235768394	0.876205697025451	0.915981076462939	0.946655176851761	0.83151809133438	0.897243074156234	0.689092861903161	0.857265993023714	0.873991941132653	0.920710952245837	0.926729974754262	0.809967066840376	0.922252666942302	0.871574601386088	0.859399842916014	0.908032617212183	0.91536021708233	0.838056820052451	0.769477296976891	0.933189167920171	0.864764323781517	0.681951368275592	0.868070275116106	0.877881671086779	0.911544208780036	0.904956012862172	0.859699289455853	0.934730939640289	0.927764800265577	0.923435433113199	0.936053180842677	0.881899429056869	0.816835274665392	0.869829317530872	0.900007788956525	0.849800177668112	0.872207848998284	0.899817806008921	0.85938760814237	0.9238349633991	0.886798886743948	0.898308560832775	0.824584059182594	0.933155569460213	0.816443289513346	0.928963671492212	0.916051255296435	0.816626682219512	0.892801385631683	0.807318922935274	1	0.817103082263133	0.852756533750788	0.928976884326281	0.939697262465791	0.888276963501602	0.928156477162912	0.898348896332796	0.856873371609944	0.936480329086857	0.835533496248265	0.910145845339238	0.86512888680747	0.820333894568922	0.925462561192288	0.86470348640735	0.742507896511011	0.938436559534267	0.86308416348889	0.924461362161253	0.842037234954045	0.771309766358167	0.910536921512403	0.698705268378601	0.924596944028557	0.868514507285232	0.831929876697274	0.913760775847064	0.862117318162896	0.909698431729448	0.845451796329097	0.851459746519619	0.838737033595896	0.822491229002308	0.874580434250812	0.808971243959583	0.864991474227315	0.888470460656426	0.869720707663035	0.592669502727681	0.937594056423523	0.78855811807058	0.774666653768656	0.192124566519055	0.896054508816306	0.855517276317911	0.870000015992826	0.947418409018128	0.842903000465321	0.893723280370718	0.801929068496405	0.810662980580165	0.800910696355947	0.87051100696117	0.74589244773487	0.898134674443731	0.88637212785443	0.924019899067928	0.836719088979372	0.833487563702093	0.889138576251382	0.824212437355355	0.857014349509309	0.630509896934275	0.878566138333963	0.356508224387511	0.863266652038346	0.830148470139057	0.892167500118402	0.88737921554195	0.878393503833271	0.851422608307971	0.880734269016425	0.823337333627584	0.893047664939216	0.901697458554152	0.898867579824454	0.94511077464691	0.843481408170366	0.914105091246608	0.942194086340901	0.846523856105022	0.869385367183165	0.802882314350888	0.952738708298862	0.848212410479511	0.905178250735862	0.750581635467965	0.880697488608658	0.93347689450708	0.871079914444178	0.918234970957931	0.880219171473636	0.687659978879712	0.869020780806267	0.819992107266991	0.862303528617371	0.879632240269405	0.852332150194197	0.874293586651914	0.800105831131828	0.558713092042538	0.889971059806664	0.787542407448969	0.846520683513894	0.947381429984356	0.420192246303576
